"","Subject","Rating","Trial","Sex","Word","Frequency","Class"
"1055","R2",3,2,"M","lettuce",4.812184,"plant"
"1056","R2",1,3,"M","olive",5.587249,"plant"
"1057","R2",3,4,"M","pigeon",5.26269,"animal"
"1058","R2",4,5,"M","dog",7.667626,"animal"
"1059","R2",3,6,"M","squirrel",4.70953,"animal"
"1060","R2",1,7,"M","ant",5.347108,"animal"
"1061","R2",2,8,"M","pear",4.727388,"plant"
"1062","R2",1,9,"M","spider",4.844187,"animal"
"1063","R2",5,10,"M","moose",2.70805,"animal"
"1064","R2",3,11,"M","melon",4.127134,"plant"
"1065","R2",3,12,"M","magpie",2.995732,"animal"
"1066","R2",5,13,"M","reindeer",4.043051,"animal"
"1067","R2",3,14,"M","kiwi",3.044522,"plant"
"1068","R2",1,15,"M","grape",5.192957,"plant"
"1069","R2",6,16,"M","elephant",6.063785,"animal"
"1070","R2",5,17,"M","dolphin",4.007333,"animal"
"1071","R2",5,18,"M","crocodile",4.615121,"animal"
"1072","R2",5,19,"M","shark",5.880533,"animal"
"1073","R2",2,20,"M","bat",5.918894,"animal"
"1074","R2",3,21,"M","chicken",6.59987,"animal"
"1075","R2",3,22,"M","vulture",4.248495,"animal"
"1076","R2",2,23,"M","snake",6.120297,"animal"
"1077","R2",1,24,"M","bee",5.700444,"animal"
"1078","R2",3,25,"M","stork",3.044522,"animal"
"1079","R2",2,26,"M","beetroot",3.555348,"plant"
"1080","R2",2,27,"M","eggplant",1.791759,"plant"
"1081","R2",1,28,"M","walnut",4.49981,"plant"
"1082","R2",1,29,"M","mushroom",5.537334,"plant"
"1083","R2",1,30,"M","radish",3.044522,"plant"
"1084","R2",2,31,"M","pineapple",3.988984,"plant"
"1085","R2",1,32,"M","tomato",5.545177,"plant"
"1086","R2",2,33,"M","apple",6.304449,"plant"
"1087","R2",2,34,"M","banana",5.023881,"plant"
"1088","R2",3,35,"M","squid",3.970292,"animal"
"1089","R2",3,36,"M","badger",5.056246,"animal"
"1090","R2",3,37,"M","eagle",5.117994,"animal"
"1091","R2",4,38,"M","tortoise",4.624973,"animal"
"1092","R2",3,39,"M","hedgehog",3.637586,"animal"
"1093","R2",3,40,"M","goose",5.267858,"animal"
"1094","R2",1,41,"M","peanut",4.59512,"plant"
"1095","R2",5,42,"M","horse",7.77191,"animal"
"1096","R2",1,43,"M","paprika",2.484907,"plant"
"1097","R2",2,44,"M","lemon",5.631212,"plant"
"1098","R2",4,45,"M","goat",6.228511,"animal"
"1099","R2",1,46,"M","apricot",3.828641,"plant"
"1100","R2",4,47,"M","sheep",6.577861,"animal"
"1101","R2",1,48,"M","carrot",4.976734,"plant"
"1102","R2",2,49,"M","broccoli",2.833213,"plant"
"1103","R2",3,50,"M","swan",4.962845,"animal"
"1104","R2",1,51,"M","frog",5.129899,"animal"
"1105","R2",3,52,"M","owl",4.859812,"animal"
"1106","R2",3,53,"M","beaver",3.951244,"animal"
"1107","R2",3,54,"M","woodpecker",2.890372,"animal"
"1108","R2",2,55,"M","mouse",5.805135,"animal"
"1109","R2",5,56,"M","donkey",5.541264,"animal"
"1110","R2",3,57,"M","mole",4.60517,"animal"
"1111","R2",1,58,"M","wasp",4.682131,"animal"
"1112","R2",2,59,"M","orange",6.378426,"plant"
"1113","R2",2,60,"M","avocado",3.433987,"plant"
"1114","R2",4,61,"M","monkey",5.783825,"animal"
"1115","R2",2,62,"M","potato",6.461468,"plant"
"1116","R2",2,63,"M","gull",4.418841,"animal"
"1117","R2",5,64,"M","lion",6.098074,"animal"
"1118","R2",1,65,"M","almond",4.204693,"plant"
"1119","R2",1,66,"M","blueberry",2.484907,"plant"
"1120","R2",1,67,"M","gherkin",2.079442,"plant"
"1121","R2",1,68,"M","cherry",4.997212,"plant"
"1122","R2",1,69,"M","blackberry",4.060443,"plant"
"1123","R2",1,70,"M","butterfly",5.214936,"animal"
"1124","R2",1,71,"M","mustard",4.442651,"plant"
"1125","R2",1,72,"M","clove",3.663562,"plant"
"1126","R2",3,73,"M","cucumber",4.454347,"plant"
"1127","R2",3,74,"M","fox",5.652489,"animal"
"1128","R2",3,75,"M","bunny",3.332205,"animal"
"1129","R2",4,76,"M","pig",6.660575,"animal"
"1130","R2",3,77,"M","cat",7.086738,"animal"
"1131","R2",2,78,"M","leek",3.332205,"plant"
"1132","R2",7,79,"M","whale",5.298317,"animal"
"1133","R2",5,80,"M","camel",6.109248,"animal"
"1134","R2",2,81,"M","asparagus",3.663562,"plant"
"1135","R3",2,1,"F","goose",5.267858,"animal"
"1136","R3",1,2,"F","magpie",2.995732,"animal"
"1137","R3",2,3,"F","lemon",5.631212,"plant"
"1138","R3",5,4,"F","snake",6.120297,"animal"
"1139","R3",1,5,"F","olive",5.587249,"plant"
"1140","R3",4,6,"F","tortoise",4.624973,"animal"
"1141","R3",1,7,"F","gherkin",2.079442,"plant"
"1142","R3",7,8,"F","dolphin",4.007333,"animal"
"1143","R3",4,9,"F","chicken",6.59987,"animal"
"1144","R3",5,10,"F","sheep",6.577861,"animal"
"1145","R3",2,11,"F","eggplant",1.791759,"plant"
"1146","R3",1,12,"F","ant",5.347108,"animal"
"1147","R3",2,13,"F","carrot",4.976734,"plant"
"1148","R3",3,14,"F","pigeon",5.26269,"animal"
"1149","R3",1,15,"F","paprika",2.484907,"plant"
"1150","R3",1,16,"F","spider",4.844187,"animal"
"1151","R3",3,17,"F","owl",4.859812,"animal"
"1152","R3",7,18,"F","shark",5.880533,"animal"
"1153","R3",1,19,"F","blackberry",4.060443,"plant"
"1154","R3",6,20,"F","reindeer",4.043051,"animal"
"1155","R3",3,21,"F","bat",5.918894,"animal"
"1156","R3",4,22,"F","fox",5.652489,"animal"
"1157","R3",1,23,"F","tomato",5.545177,"plant"
"1158","R3",1,24,"F","walnut",4.49981,"plant"
"1159","R3",2,25,"F","mouse",5.805135,"animal"
"1160","R3",1,26,"F","asparagus",3.663562,"plant"
"1161","R3",4,27,"F","kiwi",3.044522,"plant"
"1162","R3",1,28,"F","mushroom",5.537334,"plant"
"1163","R3",1,29,"F","peanut",4.59512,"plant"
"1164","R3",2,30,"F","bunny",3.332205,"animal"
"1165","R3",3,31,"F","mole",4.60517,"animal"
"1166","R3",3,32,"F","pineapple",3.988984,"plant"
"1167","R3",1,33,"F","bee",5.700444,"animal"
"1168","R3",2,34,"F","gull",4.418841,"animal"
"1169","R3",2,35,"F","cucumber",4.454347,"plant"
"1170","R3",1,36,"F","clove",3.663562,"plant"
"1171","R3",1,37,"F","butterfly",5.214936,"animal"
"1172","R3",3,38,"F","squirrel",4.70953,"animal"
"1173","R3",4,39,"F","goat",6.228511,"animal"
"1174","R3",3,40,"F","eagle",5.117994,"animal"
"1175","R3",7,41,"F","horse",7.77191,"animal"
"1176","R3",1,42,"F","radish",3.044522,"plant"
"1177","R3",2,43,"F","frog",5.129899,"animal"
"1178","R3",7,44,"F","camel",6.109248,"animal"
"1179","R3",2,45,"F","pear",4.727388,"plant"
"1180","R3",3,46,"F","badger",5.056246,"animal"
"1181","R3",4,47,"F","monkey",5.783825,"animal"
"1182","R3",2,48,"F","orange",6.378426,"plant"
"1183","R3",1,49,"F","mustard",4.442651,"plant"
"1184","R3",1,50,"F","cherry",4.997212,"plant"
"1185","R3",7,51,"F","whale",5.298317,"animal"
"1186","R3",2,52,"F","leek",3.332205,"plant"
"1187","R3",1,53,"F","wasp",4.682131,"animal"
"1188","R3",3,54,"F","cat",7.086738,"animal"
"1189","R3",4,55,"F","vulture",4.248495,"animal"
"1190","R3",2,56,"F","apple",6.304449,"plant"
"1191","R3",2,57,"F","banana",5.023881,"plant"
"1192","R3",2,58,"F","avocado",3.433987,"plant"
"1193","R3",3,59,"F","dog",7.667626,"animal"
"1194","R3",2,60,"F","beetroot",3.555348,"plant"
"1195","R3",1,61,"F","almond",4.204693,"plant"
"1196","R3",3,62,"F","hedgehog",3.637586,"animal"
"1197","R3",4,63,"F","swan",4.962845,"animal"
"1198","R3",1,64,"F","blueberry",2.484907,"plant"
"1199","R3",7,65,"F","crocodile",4.615121,"animal"
"1200","R3",7,66,"F","moose",2.70805,"animal"
"1201","R3",2,67,"F","broccoli",2.833213,"plant"
"1202","R3",6,68,"F","pig",6.660575,"animal"
"1203","R3",3,69,"F","stork",3.044522,"animal"
"1204","R3",1,70,"F","apricot",3.828641,"plant"
"1205","R3",6,71,"F","donkey",5.541264,"animal"
"1206","R3",1,72,"F","grape",5.192957,"plant"
"1207","R3",2,73,"F","melon",4.127134,"plant"
"1208","R3",7,74,"F","lion",6.098074,"animal"
"1209","R3",7,75,"F","elephant",6.063785,"animal"
"1210","R3",3,76,"F","beaver",3.951244,"animal"
"1211","R3",3,77,"F","woodpecker",2.890372,"animal"
"1212","R3",2,78,"F","potato",6.461468,"plant"
"1213","R3",2,79,"F","lettuce",4.812184,"plant"
"1214","R3",1,80,"F","strawberry",4.75359,"plant"
"1215","R3",2,81,"F","squid",3.970292,"animal"
"1216","R4",1,1,"F","spider",4.844187,"animal"
"1217","R4",3,2,"F","melon",4.127134,"plant"
"1218","R4",2,3,"F","banana",5.023881,"plant"
"1219","R4",4,4,"F","badger",5.056246,"animal"
"1220","R4",1,5,"F","butterfly",5.214936,"animal"
"1221","R4",3,6,"F","pigeon",5.26269,"animal"
"1222","R4",1,7,"F","grape",5.192957,"plant"
"1223","R4",3,8,"F","broccoli",2.833213,"plant"
"1224","R4",3,9,"F","woodpecker",2.890372,"animal"
"1225","R4",3,10,"F","squid",3.970292,"animal"
"1226","R4",4,11,"F","swan",4.962845,"animal"
"1227","R4",1,12,"F","mushroom",5.537334,"plant"
"1228","R4",2,13,"F","asparagus",3.663562,"plant"
"1229","R4",4,14,"F","goose",5.267858,"animal"
"1230","R4",4,15,"F","vulture",4.248495,"animal"
"1231","R4",4,16,"F","bunny",3.332205,"animal"
"1232","R4",5,17,"F","lion",6.098074,"animal"
"1233","R4",3,18,"F","leek",3.332205,"plant"
"1234","R4",4,19,"F","mole",4.60517,"animal"
"1235","R4",3,20,"F","beetroot",3.555348,"plant"
"1236","R4",2,21,"F","frog",5.129899,"animal"
"1237","R4",5,22,"F","moose",2.70805,"animal"
"1238","R4",3,23,"F","stork",3.044522,"animal"
"1239","R4",3,24,"F","hedgehog",3.637586,"animal"
"1240","R4",5,25,"F","shark",5.880533,"animal"
"1241","R4",2,26,"F","pear",4.727388,"plant"
"1242","R4",2,27,"F","radish",3.044522,"plant"
"1243","R4",5,28,"F","horse",7.77191,"animal"
"1244","R4",4,29,"F","owl",4.859812,"animal"
"1245","R4",2,30,"F","apricot",3.828641,"plant"
"1246","R4",4,31,"F","snake",6.120297,"animal"
"1247","R4",1,32,"F","bee",5.700444,"animal"
"1248","R4",1,33,"F","blueberry",2.484907,"plant"
"1249","R4",5,34,"F","camel",6.109248,"animal"
"1250","R4",3,35,"F","cucumber",4.454347,"plant"
"1251","R4",3,36,"F","chicken",6.59987,"animal"
"1252","R4",5,37,"F","crocodile",4.615121,"animal"
"1253","R4",2,38,"F","potato",6.461468,"plant"
"1254","R4",1,39,"F","peanut",4.59512,"plant"
"1255","R4",6,40,"F","whale",5.298317,"animal"
"1256","R4",4,41,"F","monkey",5.783825,"animal"
"1257","R4",4,42,"F","beaver",3.951244,"animal"
"1258","R4",2,43,"F","orange",6.378426,"plant"
"1259","R4",3,44,"F","bat",5.918894,"animal"
"1260","R4",1,45,"F","ant",5.347108,"animal"
"1261","R4",4,46,"F","dolphin",4.007333,"animal"
"1262","R4",6,47,"F","elephant",6.063785,"animal"
"1263","R4",5,48,"F","pig",6.660575,"animal"
"1264","R4",3,49,"F","magpie",2.995732,"animal"
"1265","R4",1,50,"F","mustard",4.442651,"plant"
"1266","R4",5,51,"F","reindeer",4.043051,"animal"
"1267","R4",1,52,"F","wasp",4.682131,"animal"
"1268","R4",2,53,"F","mouse",5.805135,"animal"
"1269","R4",1,54,"F","olive",5.587249,"plant"
"1270","R4",4,55,"F","sheep",6.577861,"animal"
"1271","R4",1,56,"F","paprika",2.484907,"plant"
"1272","R4",2,57,"F","avocado",3.433987,"plant"
"1273","R4",5,58,"F","donkey",5.541264,"animal"
"1274","R4",2,59,"F","eggplant",1.791759,"plant"
"1275","R4",2,60,"F","carrot",4.976734,"plant"
"1276","R4",3,61,"F","cat",7.086738,"animal"
"1277","R4",3,62,"F","dog",7.667626,"animal"
"1278","R4",1,63,"F","almond",4.204693,"plant"
"1279","R4",2,64,"F","apple",6.304449,"plant"
"1280","R4",3,65,"F","lettuce",4.812184,"plant"
"1281","R4",1,66,"F","strawberry",4.75359,"plant"
"1282","R4",2,67,"F","lemon",5.631212,"plant"
"1283","R4",1,68,"F","walnut",4.49981,"plant"
"1284","R4",1,69,"F","blackberry",4.060443,"plant"
"1285","R4",3,70,"F","gull",4.418841,"animal"
"1286","R4",1,71,"F","clove",3.663562,"plant"
"1287","R4",2,72,"F","gherkin",2.079442,"plant"
"1288","R4",3,73,"F","fox",5.652489,"animal"
"1289","R4",2,74,"F","pineapple",3.988984,"plant"
"1290","R4",1,75,"F","cherry",4.997212,"plant"
"1291","R4",2,76,"F","tomato",5.545177,"plant"
"1292","R4",4,77,"F","goat",6.228511,"animal"
"1293","R4",4,78,"F","eagle",5.117994,"animal"
"1294","R4",5,79,"F","tortoise",4.624973,"animal"
"1295","R4",3,80,"F","kiwi",3.044522,"plant"
"1296","R4",3,81,"F","squirrel",4.70953,"animal"
"1297","R5",2,1,"F","strawberry",4.75359,"plant"
"1298","R5",3,2,"F","lettuce",4.812184,"plant"
"1299","R5",2,3,"F","olive",5.587249,"plant"
"1300","R5",4,4,"F","pigeon",5.26269,"animal"
"1301","R5",5,5,"F","dog",7.667626,"animal"
"1302","R5",4,6,"F","squirrel",4.70953,"animal"
"1303","R5",1,7,"F","ant",5.347108,"animal"
"1304","R5",3,8,"F","pear",4.727388,"plant"
"1305","R5",1,9,"F","spider",4.844187,"animal"
"1306","R5",6,10,"F","moose",2.70805,"animal"
"1307","R5",4,11,"F","melon",4.127134,"plant"
"1308","R5",4,12,"F","magpie",2.995732,"animal"
"1309","R5",6,13,"F","reindeer",4.043051,"animal"
"1310","R5",3,14,"F","kiwi",3.044522,"plant"
"1311","R5",2,15,"F","grape",5.192957,"plant"
"1312","R5",7,16,"F","elephant",6.063785,"animal"
"1313","R5",7,17,"F","dolphin",4.007333,"animal"
"1314","R5",6,18,"F","crocodile",4.615121,"animal"
"1315","R5",6,19,"F","shark",5.880533,"animal"
"1316","R5",1,20,"F","bat",5.918894,"animal"
"1317","R5",3,21,"F","chicken",6.59987,"animal"
"1318","R5",4,22,"F","vulture",4.248495,"animal"
"1319","R5",4,23,"F","snake",6.120297,"animal"
"1320","R5",1,24,"F","bee",5.700444,"animal"
"1321","R5",3,25,"F","stork",3.044522,"animal"
"1322","R5",2,26,"F","beetroot",3.555348,"plant"
"1323","R5",2,27,"F","eggplant",1.791759,"plant"
"1324","R5",1,28,"F","walnut",4.49981,"plant"
"1325","R5",1,29,"F","mushroom",5.537334,"plant"
"1326","R5",1,30,"F","radish",3.044522,"plant"
"1327","R5",3,31,"F","pineapple",3.988984,"plant"
"1328","R5",2,32,"F","tomato",5.545177,"plant"
"1329","R5",2,33,"F","apple",6.304449,"plant"
"1330","R5",2,34,"F","banana",5.023881,"plant"
"1331","R5",4,35,"F","squid",3.970292,"animal"
"1332","R5",4,36,"F","badger",5.056246,"animal"
"1333","R5",4,37,"F","eagle",5.117994,"animal"
"1334","R5",4,38,"F","tortoise",4.624973,"animal"
"1335","R5",3,39,"F","hedgehog",3.637586,"animal"
"1336","R5",5,40,"F","goose",5.267858,"animal"
"1337","R5",1,41,"F","peanut",4.59512,"plant"
"1338","R5",7,42,"F","horse",7.77191,"animal"
"1339","R5",1,43,"F","paprika",2.484907,"plant"
"1340","R5",2,44,"F","lemon",5.631212,"plant"
"1341","R5",6,45,"F","goat",6.228511,"animal"
"1342","R5",2,46,"F","apricot",3.828641,"plant"
"1343","R5",6,47,"F","sheep",6.577861,"animal"
"1344","R5",2,48,"F","carrot",4.976734,"plant"
"1345","R5",3,49,"F","broccoli",2.833213,"plant"
"1346","R5",6,50,"F","swan",4.962845,"animal"
"1347","R5",2,51,"F","frog",5.129899,"animal"
"1348","R5",3,52,"F","owl",4.859812,"animal"
"1349","R5",3,53,"F","beaver",3.951244,"animal"
"1350","R5",3,54,"F","woodpecker",2.890372,"animal"
"1351","R5",2,55,"F","mouse",5.805135,"animal"
"1352","R5",6,56,"F","donkey",5.541264,"animal"
"1353","R5",1,57,"F","mole",4.60517,"animal"
"1354","R5",1,58,"F","wasp",4.682131,"animal"
"1355","R5",2,59,"F","orange",6.378426,"plant"
"1356","R5",2,60,"F","avocado",3.433987,"plant"
"1357","R5",3,61,"F","monkey",5.783825,"animal"
"1358","R5",4,62,"F","potato",6.461468,"plant"
"1359","R5",5,63,"F","gull",4.418841,"animal"
"1360","R5",6,64,"F","lion",6.098074,"animal"
"1361","R5",2,65,"F","almond",4.204693,"plant"
"1362","R5",1,66,"F","blueberry",2.484907,"plant"
"1363","R5",1,67,"F","gherkin",2.079442,"plant"
"1364","R5",1,68,"F","cherry",4.997212,"plant"
"1365","R5",1,69,"F","blackberry",4.060443,"plant"
"1366","R5",1,70,"F","butterfly",5.214936,"animal"
"1367","R5",1,71,"F","mustard",4.442651,"plant"
"1368","R5",1,72,"F","clove",3.663562,"plant"
"1369","R5",2,73,"F","cucumber",4.454347,"plant"
"1370","R5",4,74,"F","fox",5.652489,"animal"
"1371","R5",4,75,"F","bunny",3.332205,"animal"
"1372","R5",5,76,"F","pig",6.660575,"animal"
"1373","R5",4,77,"F","cat",7.086738,"animal"
"1374","R5",2,78,"F","leek",3.332205,"plant"
"1375","R5",7,79,"F","whale",5.298317,"animal"
"1376","R5",7,80,"F","camel",6.109248,"animal"
"1377","R5",2,81,"F","asparagus",3.663562,"plant"
"1378","S1",2,1,"M","frog",5.129899,"animal"
"1379","S1",4,2,"M","beetroot",3.555348,"plant"
"1380","S1",4,3,"M","leek",3.332205,"plant"
"1381","S1",5,4,"M","owl",4.859812,"animal"
"1382","S1",1,5,"M","peanut",4.59512,"plant"
"1383","S1",2,6,"M","walnut",4.49981,"plant"
"1384","S1",3,7,"M","apple",6.304449,"plant"
"1385","S1",1,8,"M","spider",4.844187,"animal"
"1386","S1",4,9,"M","swan",4.962845,"animal"
"1387","S1",1,10,"M","butterfly",5.214936,"animal"
"1388","S1",6,11,"M","goat",6.228511,"animal"
"1389","S1",6,12,"M","fox",5.652489,"animal"
"1390","S1",3,13,"M","melon",4.127134,"plant"
"1391","S1",6,14,"M","donkey",5.541264,"animal"
"1392","S1",3,15,"M","asparagus",3.663562,"plant"
"1393","S1",4,16,"M","pigeon",5.26269,"animal"
"1394","S1",5,17,"M","bunny",3.332205,"animal"
"1395","S1",2,18,"M","clove",3.663562,"plant"
"1396","S1",3,19,"M","paprika",2.484907,"plant"
"1397","S1",2,20,"M","olive",5.587249,"plant"
"1398","S1",6,21,"M","horse",7.77191,"animal"
"1399","S1",3,22,"M","pineapple",3.988984,"plant"
"1400","S1",5,23,"M","moose",2.70805,"animal"
"1401","S1",2,24,"M","banana",5.023881,"plant"
"1402","S1",2,25,"M","lemon",5.631212,"plant"
"1403","S1",6,26,"M","lion",6.098074,"animal"
"1404","S1",6,27,"M","pig",6.660575,"animal"
"1405","S1",2,28,"M","grape",5.192957,"plant"
"1406","S1",2,29,"M","pear",4.727388,"plant"
"1407","S1",2,30,"M","mustard",4.442651,"plant"
"1408","S1",1,31,"M","ant",5.347108,"animal"
"1409","S1",1,32,"M","wasp",4.682131,"animal"
"1410","S1",3,33,"M","sheep",6.577861,"animal"
"1411","S1",2,34,"M","woodpecker",2.890372,"animal"
"1412","S1",2,35,"M","orange",6.378426,"plant"
"1413","S1",2,36,"M","vulture",4.248495,"animal"
"1414","S1",2,37,"M","strawberry",4.75359,"plant"
"1415","S1",4,38,"M","dog",7.667626,"animal"
"1416","S1",3,39,"M","chicken",6.59987,"animal"
"1417","S1",2,40,"M","mushroom",5.537334,"plant"
"1418","S1",5,41,"M","monkey",5.783825,"animal"
"1419","S1",2,42,"M","tomato",5.545177,"plant"
"1420","S1",1,43,"M","mole",4.60517,"animal"
"1421","S1",4,44,"M","badger",5.056246,"animal"
"1422","S1",2,45,"M","potato",6.461468,"plant"
"1423","S1",2,46,"M","snake",6.120297,"animal"
"1424","S1",5,47,"M","camel",6.109248,"animal"
"1425","S1",2,48,"M","radish",3.044522,"plant"
"1426","S1",2,49,"M","magpie",2.995732,"animal"
"1427","S1",2,50,"M","mouse",5.805135,"animal"
"1428","S1",2,51,"M","gull",4.418841,"animal"
"1429","S1",5,52,"M","crocodile",4.615121,"animal"
"1430","S1",1,53,"M","bee",5.700444,"animal"
"1431","S1",1,54,"M","almond",4.204693,"plant"
"1432","S1",2,55,"M","broccoli",2.833213,"plant"
"1433","S1",2,56,"M","carrot",4.976734,"plant"
"1434","S1",2,57,"M","gherkin",2.079442,"plant"
"1435","S1",6,58,"M","shark",5.880533,"animal"
"1436","S1",2,59,"M","avocado",3.433987,"plant"
"1437","S1",2,60,"M","blueberry",2.484907,"plant"
"1438","S1",5,61,"M","dolphin",4.007333,"animal"
"1439","S1",4,62,"M","cat",7.086738,"animal"
"1440","S1",4,63,"M","beaver",3.951244,"animal"
"1441","S1",7,64,"M","elephant",6.063785,"animal"
"1442","S1",2,65,"M","apricot",3.828641,"plant"
"1443","S1",4,66,"M","tortoise",4.624973,"animal"
"1444","S1",4,67,"M","goose",5.267858,"animal"
"1445","S1",2,68,"M","squid",3.970292,"animal"
"1446","S1",2,69,"M","lettuce",4.812184,"plant"
"1447","S1",2,70,"M","squirrel",4.70953,"animal"
"1448","S1",2,71,"M","cherry",4.997212,"plant"
"1449","S1",7,72,"M","whale",5.298317,"animal"
"1450","S1",5,73,"M","eagle",5.117994,"animal"
"1451","S1",2,74,"M","eggplant",1.791759,"plant"
"1452","S1",2,75,"M","hedgehog",3.637586,"animal"
"1453","S1",2,76,"M","kiwi",3.044522,"plant"
"1454","S1",2,77,"M","bat",5.918894,"animal"
"1455","S1",1,78,"M","blackberry",4.060443,"plant"
"1456","S1",2,79,"M","stork",3.044522,"animal"
"1457","S1",4,80,"M","reindeer",4.043051,"animal"
"1458","S1",2,81,"M","cucumber",4.454347,"plant"
"1459","S2",3,1,"F","goose",5.267858,"animal"
"1460","S2",2,2,"F","magpie",2.995732,"animal"
"1461","S2",1,3,"F","lemon",5.631212,"plant"
"1462","S2",1,4,"F","snake",6.120297,"animal"
"1463","S2",1,5,"F","olive",5.587249,"plant"
"1464","S2",1,6,"F","tortoise",4.624973,"animal"
"1465","S2",1,7,"F","gherkin",2.079442,"plant"
"1466","S2",4,8,"F","dolphin",4.007333,"animal"
"1467","S2",2,9,"F","chicken",6.59987,"animal"
"1468","S2",4,10,"F","sheep",6.577861,"animal"
"1469","S2",1,11,"F","eggplant",1.791759,"plant"
"1470","S2",1,12,"F","ant",5.347108,"animal"
"1471","S2",1,13,"F","carrot",4.976734,"plant"
"1472","S2",2,14,"F","pigeon",5.26269,"animal"
"1473","S2",1,15,"F","paprika",2.484907,"plant"
"1474","S2",1,16,"F","spider",4.844187,"animal"
"1475","S2",2,17,"F","owl",4.859812,"animal"
"1476","S2",4,18,"F","shark",5.880533,"animal"
"1477","S2",1,19,"F","blackberry",4.060443,"plant"
"1478","S2",6,20,"F","reindeer",4.043051,"animal"
"1479","S2",1,21,"F","bat",5.918894,"animal"
"1480","S2",3,22,"F","fox",5.652489,"animal"
"1481","S2",1,23,"F","tomato",5.545177,"plant"
"1482","S2",1,24,"F","walnut",4.49981,"plant"
"1483","S2",1,25,"F","mouse",5.805135,"animal"
"1484","S2",1,26,"F","asparagus",3.663562,"plant"
"1485","S2",2,27,"F","kiwi",3.044522,"plant"
"1486","S2",1,28,"F","mushroom",5.537334,"plant"
"1487","S2",1,29,"F","peanut",4.59512,"plant"
"1488","S2",2,30,"F","bunny",3.332205,"animal"
"1489","S2",2,31,"F","mole",4.60517,"animal"
"1490","S2",3,32,"F","pineapple",3.988984,"plant"
"1491","S2",1,33,"F","bee",5.700444,"animal"
"1492","S2",3,34,"F","gull",4.418841,"animal"
"1493","S2",1,35,"F","cucumber",4.454347,"plant"
"1494","S2",1,36,"F","clove",3.663562,"plant"
"1495","S2",1,37,"F","butterfly",5.214936,"animal"
"1496","S2",2,38,"F","squirrel",4.70953,"animal"
"1497","S2",4,39,"F","goat",6.228511,"animal"
"1498","S2",3,40,"F","eagle",5.117994,"animal"
"1499","S2",6,41,"F","horse",7.77191,"animal"
"1500","S2",1,42,"F","radish",3.044522,"plant"
"1501","S2",1,43,"F","frog",5.129899,"animal"
"1502","S2",7,44,"F","camel",6.109248,"animal"
"1503","S2",1,45,"F","pear",4.727388,"plant"
"1504","S2",4,46,"F","badger",5.056246,"animal"
"1505","S2",4,47,"F","monkey",5.783825,"animal"
"1506","S2",1,48,"F","orange",6.378426,"plant"
"1507","S2",1,49,"F","mustard",4.442651,"plant"
"1508","S2",1,50,"F","cherry",4.997212,"plant"
"1509","S2",7,51,"F","whale",5.298317,"animal"
"1510","S2",1,52,"F","leek",3.332205,"plant"
"1511","S2",1,53,"F","wasp",4.682131,"animal"
"1512","S2",1,54,"F","cat",7.086738,"animal"
"1513","S2",3,55,"F","vulture",4.248495,"animal"
"1514","S2",1,56,"F","apple",6.304449,"plant"
"1515","S2",1,57,"F","banana",5.023881,"plant"
"1516","S2",1,58,"F","avocado",3.433987,"plant"
"1517","S2",3,59,"F","dog",7.667626,"animal"
"1518","S2",1,60,"F","beetroot",3.555348,"plant"
"1519","S2",1,61,"F","almond",4.204693,"plant"
"1520","S2",1,62,"F","hedgehog",3.637586,"animal"
"1521","S2",3,63,"F","swan",4.962845,"animal"
"1522","S2",1,64,"F","blueberry",2.484907,"plant"
"1523","S2",6,65,"F","crocodile",4.615121,"animal"
"1524","S2",7,66,"F","moose",2.70805,"animal"
"1525","S2",1,67,"F","broccoli",2.833213,"plant"
"1526","S2",5,68,"F","pig",6.660575,"animal"
"1527","S2",5,69,"F","stork",3.044522,"animal"
"1528","S2",1,70,"F","apricot",3.828641,"plant"
"1529","S2",5,71,"F","donkey",5.541264,"animal"
"1530","S2",1,72,"F","grape",5.192957,"plant"
"1531","S2",2,73,"F","melon",4.127134,"plant"
"1532","S2",6,74,"F","lion",6.098074,"animal"
"1533","S2",7,75,"F","elephant",6.063785,"animal"
"1534","S2",3,76,"F","beaver",3.951244,"animal"
"1535","S2",2,77,"F","woodpecker",2.890372,"animal"
"1536","S2",1,78,"F","potato",6.461468,"plant"
"1537","S2",1,79,"F","lettuce",4.812184,"plant"
"1538","S2",1,80,"F","strawberry",4.75359,"plant"
"1539","S2",3,81,"F","squid",3.970292,"animal"
"1540","T1",1,1,"F","bee",5.700444,"animal"
"1541","T1",2,2,"F","magpie",2.995732,"animal"
"1542","T1",1,3,"F","radish",3.044522,"plant"
"1543","T1",5,4,"F","crocodile",4.615121,"animal"
"1544","T1",2,5,"F","potato",6.461468,"plant"
"1545","T1",1,6,"F","wasp",4.682131,"animal"
"1546","T1",3,7,"F","swan",4.962845,"animal"
"1547","T1",1,8,"F","gherkin",2.079442,"plant"
"1548","T1",5,9,"F","dolphin",4.007333,"animal"
"1549","T1",7,10,"F","whale",5.298317,"animal"
"1550","T1",3,11,"F","chicken",6.59987,"animal"
"1551","T1",3,12,"F","cat",7.086738,"animal"
"1552","T1",3,13,"F","mole",4.60517,"animal"
"1553","T1",4,14,"F","dog",7.667626,"animal"
"1554","T1",2,15,"F","mouse",5.805135,"animal"
"1555","T1",3,16,"F","kiwi",3.044522,"plant"
