"","Word","CelS","Fdif","Vf","Dent","Ient","NsyS","NsyC","Len","Ncou","Bigr","InBi","spelV","spelN","phonV","phonN","friendsV","friendsN","ffV","ffN","fbV","fbN","ffNonzero","NVratio"
"927","salve",2.7725887,1.491655,1.9459101,0.50326,0.84802,1.6094379,0.6931472,5,5,8.891021,11.97534,4,1.9459101,4,8.2802042,3,1.3862944,0.6931472,1.3862944,0.6931472,8.2794435,1,-0.200670695
"928","bunch",5.6698809,0.4377034,1.0986123,0,1.18233,1.7917595,1.6094379,5,6,8.952195,11.86562,7,4.1896547,7,4.1896547,7,4.1896547,0,0,0,0,0,1.737537915
"929","purse",5.123964,-0.4054651,1.7917595,0.14094,1.34216,1.9459101,1.7917595,5,6,8.91533,10.97119,3,3.7612001,7,4.8202816,3,3.7612001,0,0,1.6094379,4.4067192,0,1.051359404
"930","knack",3.988984,0.6286087,1.3862944,0.59167,0.13304,0.6931472,0,5,2,8.299059,10.87338,22,7.3304052,28,7.331715,22,7.3304052,0,0,1.9459101,1.0986123,0,4.007333185
"931","gauge",4.1271344,0.648976,1.7917595,0.24597,1.49162,1.0986123,2.7080502,5,2,8.415792,11.36615,1,2.5649494,10,6.3403593,1,2.5649494,0,0,2.3025851,6.3189681,0,-0.803495238
"932","crash",5.8464388,0.4383705,2.3978953,0.10614,1.5965,2.8332133,1.7917595,5,5,9.015417,11.27694,25,5.1416636,23,4.8903491,21,4.8828019,1.6094379,3.6888795,1.0986123,0.6931472,1,-0.189490046
"933","grail",3.2188758,1.937942,0.6931472,0,0,0.6931472,0,5,3,8.788972,11.50271,19,5.4553211,40,6.1882641,19,5.4553211,0,0,3.0910425,5.5373343,0,3.218875825
"934","north",7.3858511,0.9929294,3.871201,1.29746,0,1.3862944,2.7725887,5,3,9.447868,12.79025,3,5.9188939,3,5.8636312,2,5.6276211,0.6931472,4.5538769,0.6931472,4.3174881,1,6.693323668
"935","grain",6.1463293,1.920956,1.7917595,0.27935,0.7988,2.4849066,2.3025851,5,5,9.034959,11.50271,22,6.5264949,43,6.7934661,22,6.5264949,0,0,3.0910425,5.3471075,0,6.423246964
"936","noose",3.2958369,0.6286087,1.0986123,0,0.69563,1.6094379,1.0986123,5,4,8.997732,12.79025,5,4.7095302,12,4.4543473,4,4.1108739,0.6931472,3.9318256,2.1972246,3.2580965,1,3.465735903
"937","peace",7.3758821,1.846453,2.8332133,1.52658,0,1.7917595,2.7080502,5,0,9.125205,12.47506,1,5.2933048,9,5.9242558,1,5.2933048,0,0,2.1972246,5.170484,0,7.375882148
"938","mist",5.4553211,1.977163,2.0794415,0.7969,0.88863,1.6094379,1.3862944,4,11,8.665089,11.99945,11,5.710427,12,5.32301,10,5.32301,0.6931472,4.5849675,1.0986123,0,1,2.85862306
"939","text",6.2304814,0.9605636,1.9459101,1.31948,0.82976,1.6094379,2.5649494,4,3,8.296946,13.30255,2,6.1224928,2,6.1224928,2,6.1224928,0,0,0,0,0,6.533788838
"940","peach",3.871201,-1.216395,1.0986123,0,1.01342,1.6094379,2.3025851,5,5,9.122227,12.47506,9,7.004882,14,7.064759,9,7.004882,0,0,1.7917595,4.2341065,0,4.65396035
"941","pelt",3.2188758,1.244795,1.3862944,0,1.90359,1.7917595,0,4,5,8.238235,12.47506,10,5.9989366,13,6.056784,10,5.9989366,0,0,1.3862944,3.2188758,0,-0.470003629
"942","whelp",0.6931472,-0.5877867,1.0986123,0,1.14511,1.0986123,0,5,1,9.046406,12.5978,4,5.7557422,4,5.7557422,4,5.7557422,0,0,0,0,0,0.693147181
"943","waist",5.9053618,1.405552,2.4849066,1.42816,0.27297,1.0986123,1.0986123,5,0,9.393779,12.79014,1,2.4849066,7,4.8283137,1,2.4849066,0,0,1.9459101,4.7361984,0,5.953243334
"944","waltz",2.8903718,0.5108256,1.0986123,0,1.93462,1.3862944,0.6931472,5,0,8.162359,12.79014,1,0.6931472,2,3.4339872,1,0.6931472,0,0,0.6931472,3.4011974,0,-0.036367644
"945","fuss",5.7037825,0.6616485,2.0794415,0.72785,1.0939,1.9459101,0,4,3,8.220027,10.97013,5,1.7917595,9,6.9994225,4,1.7917595,0.6931472,0,1.7917595,6.99485,0,0.948493872
"946","bough",3.0910425,0.7114963,0.6931472,0,0.94945,0.6931472,0,5,6,8.953807,11.85622,12,7.3231707,17,7.7052625,3,1.0986123,2.3025851,7.3218497,2.7080502,7.7043612,1,4.060443011
"947","height",6.424869,0.8534757,1.0986123,0.51343,0.83016,1.6094379,0.6931472,6,1,9.440604,14.561,5,5.5606816,33,8.1435174,2,3.6109179,1.3862944,5.4116461,3.4657359,8.1330002,1,6.728628613
"948","noun",2.944439,-0.1282543,1.3862944,0.93893,0.95755,1.0986123,2.0794415,4,2,8.609208,12.79025,1,0.6931472,9,7.190676,1,0.6931472,0,0,2.1972246,7.1899222,0,3.401197382
"949","foil",4.4067192,0.03474295,1.9459101,0.90951,1.07238,1.9459101,1.6094379,4,9,8.33998,12.95779,9,5.2678582,10,5.2678582,9,5.2678582,0,0,0.6931472,0,0,1.037243342
"950","foal",2.9957323,0.3285041,1.0986123,0,1.67393,1.0986123,0,4,6,8.368966,12.95779,4,4.5538769,30,6.637258,4,4.5538769,0,0,3.2958369,6.5057841,0,1.280933845
"951","foam",4.8121844,0.06551461,1.6094379,0.42544,1.11947,1.7917595,1.0986123,4,3,8.131306,12.95779,3,3.7841896,11,6.4281053,3,3.7841896,0,0,2.1972246,6.3561077,0,1.090644119
"952","fish",8.0278028,0.4988261,3.6635616,1.17699,0.70564,1.7917595,4.7004804,4,3,8.541204,11.91551,5,5.0875963,5,5.0875963,5,5.0875963,0,0,0,0,0,1.657715913
"953","trunk",5.8749307,1.261792,1.6094379,0.06682,0.772,1.7917595,2.3978953,5,2,8.784777,12.29809,18,4.5108595,18,4.6634391,17,4.4998097,0.6931472,0.6931472,0.6931472,2.8332133,1,6.131226489
"954","month",7.3852309,-0.2741291,2.0794415,0.21337,0.86148,1.0986123,2.6390573,5,0,9.584024,12.23054,1,4.8751973,1,4.8751973,1,4.8751973,0,0,0,0,0,8.641885635
"955","clerk",6.0234476,1.216153,1.6094379,0.03822,0.85299,1.3862944,2.7080502,5,0,8.968647,11.29955,3,3.6375862,12,6.6945621,3,3.6375862,0,0,2.3025851,6.6476884,0,3.80666249
"956","yell",4.3040651,0.8259067,1.0986123,0,1.7227,1.6094379,0,4,1,8.20952,11.27861,18,7.3696007,20,7.3714893,18,7.3696007,0,0,1.0986123,1.3862944,0,-2.255135493
"957","coach",6.2344107,0.5590277,2.3025851,0.38546,1.25399,2.0794415,2.7725887,5,3,8.841593,12.86473,4,3.3672958,5,3.3672958,4,3.3672958,0,0,0.6931472,0,0,1.778856064
"958","yea",3.6888795,-0.9242589,1.0986123,0,0.51079,0.6931472,0,3,0,7.342625,11.27861,7,4.9416424,49,10.3547542,0,0,1.9459101,4.9199809,3.8918203,10.3546587,1,2.079441542
"959","fist",5.7651911,2.181672,1.9459101,0.18456,0.90804,0.6931472,0.6931472,4,6,8.688682,11.91551,11,5.710427,12,5.32301,10,5.32301,0.6931472,4.5849675,1.0986123,0,1,6.154858094
"960","probe",4.6728288,2.005601,1.7917595,0.89287,1.83304,1.9459101,0.6931472,5,4,8.860435,12.19724,4,3.3672958,4,3.3672958,4,3.3672958,0,0,0,0,0,-0.630233355
"961","card",6.6541525,-1.131069,3.0910425,1.36274,1.01388,2.6390573,3.8918203,4,9,8.485343,12.5702,11,5.6903595,14,5.811141,9,5.6021188,1.0986123,3.2580965,1.7917595,4.1588831,1,4.935272974
"962","cave",6.1984787,2.61496,2.0794415,0.78941,0.82074,1.3862944,1.9459101,4,15,8.529665,12.5702,17,8.3990851,17,6.2205902,16,6.2186001,0.6931472,8.2794435,0.6931472,0.6931472,1,6.49375384
"963","stake",5.5134287,1.524445,1.7917595,0.36961,1.11552,2.3025851,1.3862944,5,9,9.032622,13.30069,19,7.4133673,22,7.4730691,19,7.4133673,0,0,1.3862944,4.634729,0,1.788207068
"964","stage",7.8355792,1.099324,3.2188758,0.22509,0.92287,2.3978953,3.4657359,5,6,9.102073,13.30069,9,6.3189681,10,6.3403593,9,6.3189681,0,0,0.6931472,2.5649494,0,2.486953733
"965","cane",5.1817836,1.3359,1.6094379,0.24255,0.90802,1.6094379,2.8332133,4,16,8.831526,12.5702,13,5.164786,43,6.7934661,13,5.164786,0,0,3.4339872,6.5764696,0,1.909542505
"966","spouse",3.9318256,1.957745,0.6931472,0,0.88798,0.6931472,0,6,0,9.598703,11.50982,9,6.415097,10,3.6635616,2,1.7917595,2.0794415,6.40688,2.1972246,3.5263605,1,4.290459441
"967","tribe",6.0330862,3.365858,2.1972246,1.07992,0.96975,1.6094379,1.6094379,5,5,9.070849,12.29809,5,2.3978953,5,2.3978953,5,2.3978953,0,0,0,0,0,6.539585956
"968","goad",2.1972246,0.9162907,1.0986123,0,1.56724,1.9459101,0,4,7,7.856692,11.57069,6,5.805135,25,6.3297209,5,5.5134287,0.6931472,4.4426513,3.0445224,5.749393,1,-1.540445041
"969","coast",6.7592553,1.64968,2.3025851,1.09805,0.47757,1.3862944,2.3025851,5,3,9.057166,12.86473,4,4.5951199,9,7.239215,4,4.5951199,0,0,1.7917595,7.166266,0,3.550942768
"970","brooch",3.5263605,-0.23948,0.6931472,0,0.92482,1.0986123,0,6,1,9.188004,10.9819,2,0,5,3.3672958,1,0,0.6931472,0,1.6094379,3.3672958,0,3.931825633
"971","gust",3.7376696,2.456736,1.0986123,0.79359,0.9787,0.6931472,0,4,8,8.173074,10.6147,10,7.6280311,11,7.6280311,10,7.6280311,0,0,0.6931472,0,0,4.262679877
"972","flood",5.5947114,1.480564,1.9459101,0.30155,1.8559,2.4849066,2.0794415,5,2,8.602889,10.59918,10,7.2548848,10,5.2678582,2,4.9487599,2.1972246,7.1507015,2.1972246,3.988984,1,0.078729165
"973","soul",6.5957805,1.254404,2.4849066,0.29834,0.8258,1.6094379,1.3862944,4,4,8.710122,12.41231,3,3.9702919,30,6.637258,1,3.871201,1.0986123,1.7917595,3.4011974,6.5736802,1,6.895682698
"974","shield",5.062595,1.009072,1.3862944,0.65512,1.53234,1.6094379,1.9459101,6,0,9.586212,12.41582,4,5.7651911,10,5.8493248,4,5.7651911,0,0,1.9459101,3.3672958,0,0.214254604
"975","sod",4.2626799,-2.099658,1.3862944,0.72193,0.79359,1.6094379,0.6931472,3,17,7.584701,12.41231,12,5.9053618,16,6.0614569,11,5.8971539,0,0,1.6094379,4.1431347,0,1.01523068
"976","pride",6.5352413,3.057083,0.6931472,0,0.15649,2.1972246,2.3978953,5,5,9.049488,12.19724,13,6.5581978,27,7.0335065,13,6.5581978,0,0,2.7080502,6.0637852,0,6.558197803
"977","yak",2.0794415,-1.280934,1.0986123,0,1.30364,1.3862944,0.6931472,3,5,6.50065,8.81165,2,0,28,7.331715,1,0,0,0,3.2958369,7.331715,0,1.704748092
"978","yen",3.2188758,0.8393297,1.0986123,0,0.31509,1.3862944,0,3,5,7.456294,11.27861,15,8.4673725,16,8.4759544,14,8.4667416,0,0,0.6931472,3.7376696,0,3.258096538
"979","yam",2.1972246,0.9162907,0.6931472,0,0.98523,1.6094379,2.3025851,3,4,6.60587,8.81165,19,5.6594822,23,5.7899602,17,5.6559918,0.6931472,0.6931472,1.7917595,3.7376696,1,2.708050201
"980","soup",5.8944028,-0.2307181,1.3862944,0.05465,0,1.6094379,3.0910425,4,4,8.573427,12.41231,4,6.0185932,17,6.1484683,3,6.0088132,0.6931472,1.6094379,2.7080502,4.1271344,1,5.894402834
"981","goal",6.2766435,0.791017,2.0794415,0.29481,0.98759,1.6094379,1.3862944,4,4,7.973331,11.57069,4,4.5538769,30,6.637258,4,4.5538769,0,0,3.2958369,6.5057841,0,6.845879875
"982","ski",4.7095302,-0.4426047,2.0794415,0.57902,1.52996,1.0986123,2.9957323,3,1,7.127261,10.3889,3,8.5500475,38,10.132812,0,0,1.0986123,8.5490794,3.6375862,10.1326132,1,0.198275485
"983","gout",3.4965076,2.215574,1.0986123,0.62925,0,0.6931472,0,4,6,8.396928,11.57069,16,7.6666902,18,7.7191298,16,7.6666902,0,0,1.0986123,4.7535902,0,3.496507561
"984","cart",5.0689042,0.8975986,2.9957323,1.85148,1.40553,1.6094379,2.7725887,4,13,8.586722,12.5702,15,6.8575141,12,7.0085052,11,6.8384052,1.6094379,2.944439,0.6931472,5.1590553,1,1.281981514
"985","yes",9.5364736,-1.537184,1.3862944,0.00381,0.0011,0.6931472,0,3,3,7.416384,11.27861,1,4.9767337,13,7.0405364,0,0,0,0,2.5649494,6.9057533,0,0.693147181
"986","soap",5.9080829,0.1498123,2.3978953,0.77756,0.34475,1.6094379,3.0445224,4,3,8.066465,12.41231,1,3.1354942,15,5.7930136,1,3.1354942,0,0,2.7080502,5.7235851,0,2.963643959
"987","mud",6.2614917,0.9732247,2.4849066,1.00646,0.00791,1.6094379,2.7725887,3,9,7.026252,11.10166,8,3.988984,10,5.2678582,7,3.0910425,0,0,1.0986123,4.9487599,0,6.261491684
"988","marsh",5.365976,2.139132,1.3862944,0.63688,0.91295,0.6931472,3.5263605,5,2,9.142502,12.55302,2,2.8332133,2,2.8332133,2,2.8332133,0,0,0,0,0,5.762051383
"989","flock",4.8903491,1.412191,1.0986123,0,1.59856,1.9459101,0,5,5,8.473687,10.59918,19,6.0306853,21,6.0544393,19,6.0306853,0,0,1.0986123,2.3978953,0,1.277953217
"990","ridge",5.3936275,2.726399,1.6094379,0.05989,1.16925,2.3025851,1.7917595,5,1,8.543584,12.78563,3,4.7957905,3,4.7957905,3,4.7957905,0,0,0,0,0,2.785660804
"991","son",7.9582272,0.8279686,1.7917595,0.69916,0.76966,0.6931472,1.3862944,3,11,8.011329,12.41231,8,8.8593634,20,8.4071551,2,4.4067192,1.7917595,8.8236479,2.8903718,8.35043,1,8.213381737
"992","mug",4.7273878,-0.5047897,1.3862944,0.53636,1.27669,1.6094379,2.0794415,3,12,7.19931,11.10166,17,4.7621739,17,4.7621739,16,4.7535902,0,0,0,0,0,1.932838067
"993","sop",2.0794415,0.7985077,1.6094379,1.14005,0.72012,2.1972246,1.0986123,3,18,7.626156,12.41231,19,6.2344107,21,6.2499752,18,6.232448,0,0,1.0986123,2.1972246,0,2.197224577
"994","march",6.1548581,-0.2677393,2.5649494,0.31266,1.79186,2.3978953,2.5649494,5,4,8.947752,12.55302,5,4.9272537,5,4.9272537,5,4.9272537,0,0,0,0,0,-0.157583356
"995","goat",5.3471075,0.9751312,2.1972246,1.02494,0.97807,1.0986123,2.8903718,4,6,8.039304,11.57069,12,5.2203558,23,6.3733198,12,5.2203558,0,0,2.4849066,5.9964521,0,6.228511004
"996","sign",7.5032896,0.7292943,3.7612001,1.94288,1.57853,2.944439,3.3672958,4,1,8.107959,12.51689,1,4.5538769,23,6.7262334,1,4.5538769,0,0,3.1354942,6.6066502,0,1.045599097
"997","tusk",1.9459101,0.6649763,1.0986123,0.3837,0.68404,1.6094379,0.6931472,4,8,8.248236,11.72115,5,2.9957323,6,2.9957323,5,2.9957323,0,0,0.6931472,0,0,3.526360525
"998","mum",5.5645204,-4.013708,2.0794415,0.13889,0.41548,1.3862944,0.6931472,3,9,7.089779,11.10166,15,4.5951199,23,8.817594,14,4.5849675,0,0,2.1972246,8.8029735,0,5.627621114
"999","haze",4.7621739,3.48124,1.9459101,0.94808,0.62664,1.3862944,0.6931472,4,12,7.744435,13.49254,12,3.8918203,32,6.6783421,12,3.8918203,0,0,3.0445224,6.6160652,0,2.006534771
"1000","gob",2.4849066,-2.197225,1.6094379,0.72193,0.89604,0.6931472,0,3,12,6.996409,11.57069,16,5.7651911,18,5.7651911,15,5.7620514,0,0,1.0986123,0,0,2.833213344
"1001","gist",3.4657359,0.3930426,0.6931472,0,0,0.6931472,0,4,7,8.41988,11.28942,11,5.710427,12,5.32301,10,5.32301,0.6931472,4.5849675,1.0986123,0,1,3.465735903
"1002","tomb",5.5174529,2.850225,1.6094379,0.7222,0.83286,0.6931472,0,4,3,8.636511,13.45478,4,4.0073332,17,6.3902407,2,2.5649494,1.0986123,3.7612001,2.7725887,6.369901,1,5.823045895
"1003","horse",7.3258075,0.5075394,3.7841896,1.11013,0.94271,2.0794415,4.4659081,5,6,9.371467,12.69734,5,5.123964,9,6.8265452,4,4.7706846,0.6931472,3.9318256,1.7917595,6.6908423,1,7.771910256
"1004","isle",4.8978398,-0.2542951,1.0986123,0.22984,0.99931,0.6931472,0.6931472,4,1,8.514772,13.33522,2,1.9459101,19,6.9373141,2,1.9459101,0,0,2.8903718,6.9314718,0,5.556828062
"1005","hand",9.0140821,0.8537925,4.7361984,1.29242,1.28783,2.7725887,4.060443,4,9,9.142413,13.49254,13,10.3030687,17,10.3040406,12,10.3030352,0.6931472,0.6931472,1.7917595,3.4339872,1,2.333400075
"1006","god",5.9454206,-3.206443,2.7080502,1.14967,0.98737,1.3862944,1.9459101,3,12,7.141844,11.57069,12,5.9053618,16,6.0614569,11,3.8918203,0,0,1.6094379,4.1431347,0,6.778784898
"1007","puck",2.0794415,-0.5877867,1.3862944,0.98523,0.54356,1.0986123,1.0986123,4,13,7.880464,10.97119,14,5.4930614,14,5.4930614,14,5.4930614,0,0,0,0,0,2.197224577
"1008","luck",6.7031881,0.3660085,1.9459101,1.05784,0,1.3862944,2.5649494,4,12,7.812215,10.9183,14,5.4930614,14,5.4930614,14,5.4930614,0,0,0,0,0,6.703188113
"1009","tome",2.1972246,0.9162907,0.6931472,0,0.9975,0.6931472,0,4,9,9.023279,13.45478,7,7.9434278,11,6.4281053,5,6.3456364,1.0986123,7.7177962,1.9459101,3.912023,1,2.890371758
"1010","soy",3.6888795,1.714798,1.3862944,1.08674,0,1.3862944,1.0986123,3,6,7.29378,12.41231,8,5.6869754,8,5.6869754,7,5.6835798,0,0,0,0,0,3.688879454
"1011","patch",5.768321,-0.3878102,2.1972246,0.62104,1.42078,2.4849066,2.0794415,5,9,8.815288,12.00343,10,5.3327188,9,4.8362819,9,4.8362819,0.6931472,4.4067192,0,0,1,1.821791756
"1012","sky",7.2305632,1.007987,3.0445224,0.87609,0.52367,1.0986123,1.9459101,3,5,6.581772,10.3889,18,8.9179807,42,9.5161325,17,8.9101808,0,0,3.2188758,8.7181729,0,4.137829674
"1013","toad",4.0430513,1.375823,1.0986123,0.48737,0.83147,0.6931472,3.3322045,4,4,8.546757,13.45478,6,5.805135,25,6.3297209,5,5.5134287,0.6931472,4.4426513,3.0445224,5.749393,1,4.343805422
"1014","man",9.7907107,0.9744802,5.4510385,2.17262,1.00912,2.5649494,4.8751973,3,17,7.975545,12.55302,18,9.1018639,15,9.1010834,14,8.9564798,1.3862944,2.0794415,0,0,1,5.487228733
"1015","load",6.1882641,-0.9870726,2.8903718,1.16091,1.73561,2.7080502,1.9459101,4,9,8.038992,12.33756,6,5.805135,25,6.3297209,5,5.5134287,0.6931472,4.4426513,3.0445224,5.749393,1,0.120029723
"1016","map",6.3385941,0.809165,1.7917595,0.06496,1.09614,2.1972246,2.3025851,3,19,7.498304,12.55302,22,5.0998664,23,5.0875963,20,5.0039463,0.6931472,1.0986123,1.0986123,0,1,2.407637869
"1017","lust",5.1474945,1.92065,2.3025851,1.27266,0.36835,1.3862944,1.0986123,4,10,8.278164,10.9183,10,7.6280311,11,7.6280311,10,7.6280311,0,0,0.6931472,0,0,5.220355825
"1018","loaf",4.5643482,-0.7239188,1.7917595,0.52015,1.11711,0.6931472,1.9459101,4,4,7.735608,12.33756,2,1.6094379,2,1.6094379,2,1.6094379,0,0,0,0,0,3.001962823
"1019","hank",2.944439,0.2772108,0.6931472,0,0.9887,0.6931472,0.6931472,4,13,8.685611,13.49254,22,5.749393,25,5.7651911,22,5.749393,0,0,1.3862944,1.7917595,0,3.496507561
"1020","bliss",4.9904326,1.630057,1.6094379,0.85165,0,0.6931472,0,5,1,9.115368,11.84506,5,5.6903595,6,8.6019019,5,5.6903595,0,0,0.6931472,8.5461693,0,4.990432587
"1021","harm",6.4785096,1.208592,2.0794415,1.28847,0.64414,1.6094379,0,4,6,8.631695,13.49254,6,5.8318825,4,5.6021188,4,5.6021188,1.0986123,4.2626799,0,0,1,1.100442115
"1022","badge",4.7706846,-0.06559728,0.6931472,0,0.86989,1.3862944,0.6931472,5,4,8.505443,11.48169,2,1.7917595,2,1.7917595,2,1.7917595,0,0,0,0,0,5.111987788
"1023","beard",5.986452,0.8553706,1.7917595,0.86897,0.56667,1.7917595,2.5649494,5,1,9.187833,12.85978,2,5.6131281,11,4.5432948,1,3.2958369,0.6931472,5.5134287,2.3978953,4.2195077,1,3.912023005
"1024","scar",4.8362819,1.157453,1.3862944,0.10243,1.6193,1.3862944,0,4,4,8.498387,11.1627,14,7.1959372,15,8.571492,13,6.7684932,0.6931472,6.1420374,1.0986123,8.39163,1,1.103106678
"1025","mat",5.2781147,-0.1772065,1.9459101,0.37626,0.93827,2.1972246,2.3025851,3,18,7.908569,12.55302,24,9.8164034,20,9.7060727,19,9.7057681,1.6094379,7.557995,0,0,1,2.491827093
"1026","hatch",4.8520303,0.6807247,1.7917595,0.60872,1.54593,1.9459101,0.6931472,5,9,9.09744,13.49254,10,5.3327188,9,4.8362819,9,4.8362819,0.6931472,4.4067192,0,0,1,0.231801614
"1027","harp",3.7841896,1.404643,1.3862944,1.07083,0.58424,1.7917595,2.1972246,4,7,8.390383,13.49254,4,4.3567088,3,4.3040651,3,4.3040651,0.6931472,1.6094379,0,0,1,3.931825633
"1028","pike",4.6913479,2.717267,1.7917595,0.55285,0.31726,1.7917595,1.7917595,4,12,7.904987,11.17479,9,7.2991215,11,7.2997974,9,7.2991215,0,0,1.0986123,0.6931472,0,4.744932128
"1029","loin",2.4849066,0.1053605,1.3862944,1.33354,0.7496,1.0986123,1.3862944,4,4,8.413629,12.33756,4,4.3944492,4,4.3944492,4,4.3944492,0,0,0,0,0,2.708050201
"1030","weld",3.2958369,-0.2876821,1.3862944,0.61362,1.68377,1.6094379,0.6931472,4,7,8.575222,12.52566,4,5.598422,8,5.7462032,4,5.598422,0,0,1.6094379,3.7841896,0,-2.583997552
"1031","tour",6.5834092,1.776115,1.9459101,1.11799,0.93704,1.6094379,1.7917595,4,7,9.085355,13.45478,11,7.9179006,6,5.9889614,1,3.7841896,2.3978953,7.9021175,1.7917595,5.8749307,1,2.045454633
"1032","spoof",1.6094379,-0.3646431,1.0986123,0,1.48426,1.0986123,0,5,4,9.001136,11.50982,6,4.634729,4,4.6151205,4,4.6151205,1.0986123,1.0986123,0,0,1,0
"1033","spoke",7.6309466,1.373279,1.6094379,0.59547,0.07823,1.0986123,0,5,4,8.689009,11.50982,12,5.6131281,19,5.8141305,12,5.6131281,0,0,2.0794415,4.1271344,0,3.044522438
"1034","pomp",3.5263605,2.245427,1.6094379,0.77656,0,0.6931472,0,4,3,8.282459,12.07807,3,1.3862944,4,2.1972246,3,1.3862944,0,0,0.6931472,1.7917595,0,3.526360525
"1035","maw",2.6390573,1.358123,0.6931472,0,0.56651,0.6931472,0,3,17,7.316894,12.55302,19,6.6846117,20,6.6908423,18,6.6821086,0,0,0.6931472,1.7917595,0,2.772588722
"1036","lance",3.1780538,-0.1823216,2.3025851,1.99736,1.79812,1.9459101,1.0986123,5,1,9.169306,12.44231,7,5.6167711,9,5.6524892,7,5.6167711,0,0,1.0986123,2.3978953,0,0.552068582
"1037","ground",8.118207,1.509397,3.4657359,1.64426,0.31037,3.0910425,4.3307333,6,0,9.566682,11.50271,9,7.024649,10,7.0290876,9,7.024649,0,0,0.6931472,1.7917595,0,4.004822198
"1038","yacht",4.4308168,0.0588405,1.7917595,0.55066,0.80044,1.0986123,1.6094379,5,0,8.273802,8.81165,1,1.6094379,28,8.9311554,1,1.6094379,0,0,3.3322045,8.9306265,0,4.691347882
"1039","loan",5.8348107,0.6826759,1.7917595,0.0488,1.21848,1.3862944,2.9957323,4,8,8.277417,12.33756,4,3.8918203,29,7.3901814,4,3.8918203,0,0,3.2580965,7.360104,0,2.774190004
"1040","juice",5.9026333,-0.3127744,1.7917595,0.61547,0.62841,1.0986123,3.0910425,5,1,8.268431,10.52073,2,2.6390573,12,4.4543473,2,2.6390573,0,0,2.3978953,4.2904594,0,6.070737728
"1041","whim",4.1896547,2.908721,1.7917595,0.92394,0.98769,1.0986123,0,4,6,8.662028,12.5978,14,7.9091222,19,7.914983,14,7.9091222,0,0,1.7917595,2.8332133,0,4.753590191
"1042","spool",4.0430513,0.970358,0.6931472,0,0.67229,1.3862944,0,5,6,8.83262,11.50982,9,6.6346334,18,6.7592553,8,6.6214057,0.6931472,2.3978953,2.3978953,4.7184989,1,4.234106505
"1043","thread",5.2933048,0.8768768,1.7917595,0.50268,1.58925,2.0794415,1.6094379,6,1,9.971124,14.65437,14,6.9744789,24,8.1324127,9,6.787845,1.7917595,5.2094862,2.7725887,7.830823,1,1.268511325
"1044","whip",5.4595855,0.6522911,2.3978953,0.43265,1.74794,2.3025851,2.3978953,4,7,8.386905,12.5978,25,5.9427994,28,6.0637852,25,5.9427994,0,0,1.3862944,3.912023,0,0.081678031
"1045","well",10.1016414,-1.58125,4.1271344,0.72675,0.81249,2.0794415,3.1354942,4,11,8.680443,12.52566,18,7.3696007,20,7.3714893,18,7.3696007,0,0,1.0986123,1.3862944,0,0.343473432
"1046","spoon",5.4380793,-0.5702424,2.3978953,1.88079,1.1992,1.7917595,2.3025851,5,5,9.055782,11.50982,9,5.6970935,16,6.0137152,9,5.6970935,0,0,2.0794415,4.7184989,0,1.63503346
"1047","phase",6.3630281,3.136184,1.3862944,0,1.08489,1.9459101,2.8903718,5,1,9.076775,10.3483,6,6.3733198,32,6.6783421,2,4.7095302,1.6094379,6.1654179,3.4339872,6.5294188,1,1.807507826
"1048","chrome",3.8286414,0.9382696,1.6094379,1.30167,0,1.3862944,1.9459101,6,0,9.46563,12.67433,7,7.9434278,11,6.4281053,5,6.3456364,1.0986123,7.7177962,1.9459101,3.912023,1,3.828641396
"1049","sloop",1.9459101,0.6649763,0.6931472,0,0.81128,0.6931472,0.6931472,5,4,8.688566,10.60569,12,4.0775374,17,6.1484683,12,4.0775374,0,0,1.7917595,6.0161572,0,2.197224577
"1050","whit",3.0445224,0.3772942,0.6931472,0,0,0.6931472,0.6931472,4,9,8.875645,12.5978,23,9.1323788,25,9.1323788,23,9.1323788,0,0,1.0986123,0,0,3.044522438
"1051","place",9.1869694,0.6769217,3.4965076,0.8984,1.16088,3.4965076,3.3672958,5,4,8.96297,11.92678,12,7.2240248,17,7.556428,12,7.2240248,0,0,1.7917595,6.295266,0,1.852199197
"1052","list",7.215975,0.2016999,3.0910425,0.61429,1.38408,1.9459101,2.6390573,4,11,8.723962,12.78698,11,5.710427,12,5.32301,10,5.32301,0.6931472,4.5849675,1.0986123,0,1,1.010263119
"1053","air",8.4111658,1.509831,4.1431347,2.3254,0.06792,2.9957323,4.3567088,3,3,7.836714,12.34707,8,6.4118183,40,8.9438978,7,5.8636312,0,0,3.4965076,8.8612083,0,5.154402582
"1054","edge",7.2334554,1.047247,2.7080502,0.38094,1.05848,2.1972246,2.3978953,4,1,8.032817,13.46059,10,4.5432948,10,4.5432948,10,4.5432948,0,0,0,0,0,2.274822296
"1055","breath",6.8987145,1.443393,2.6390573,1.46795,0.3232,1.7917595,1.6094379,6,2,9.970995,10.9819,5,5.8377304,2,5.8021184,2,5.8021184,1.3862944,2.5649494,0,0,1,6.959398512
"1056","bead",3.5263605,1.146814,1.3862944,0.40907,1.15021,1.9459101,2.1972246,4,10,8.671415,12.85978,14,6.9744789,24,6.7604147,5,5.2094862,2.3025851,6.787845,2.9957323,6.5235623,1,1.956062521
