"","Subject","Word","Trial","RT","Condition","Rating","Frequency","BaseFrequency","LengthInLetters","FamilySize","NumberOfSynsets","ResponseToPrime","RTtoPrime","RTmin1","RTmin2","RTmin3","RTmin4"
"385","pp20","aftandsheid",88,6.71780469502369,"baseheid",2.05,0,4.20469261939097,11,0,0,"correct",6.76619171466035,557,1194,779,872
"386","pp20","beschutheid",101,6.29894924685594,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.36302810354046,708,744,501,844
"387","pp20","tactvolheid",103,6.40357419793482,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.5410299991899,720,544,708,744
"388","pp20","tembaarheid",105,6.46302945692067,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",6.26530121273771,650,604,720,544
"389","pp20","summierheid",130,6.68085467879022,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.5410299991899,496,772,760,932
"390","pp20","tilbaarheid",131,6.38687931936265,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.4393503711001,797,496,772,760
"391","pp20","pitloosheid",135,6.72982407048948,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.75227037614174,630,611,878,594
"392","pp20","labielheid",163,6.63987583382654,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.55250788703459,1750,623,846,610
"393","pp20","contentheid",164,6.36302810354046,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.6945620585211,765,1750,623,846
"394","pp20","saprijkheid",178,6.54534966033442,"baseheid",1.95,0,0,11,1.51630236639884,2,"correct",6.62804137617953,584,663,671,760
"395","pp20","dementheid",180,6.46769872610435,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.61204103483309,888,696,584,663
"396","pp20","royaalheid",192,6.59304453414244,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.36302810354046,561,762,721,719
"397","pp20","blusbaarheid",206,6.61606518513282,"heid",2.91,0,0,12,1.19470700912477,0,"correct",6.8351845861473,587,579,660,780
"398","pp20","basaalheid",214,6.51767127291227,"heid",2.14,0,3.55534806148941,10,0,0,"incorrect",6.63331843328038,735,651,734,658
"399","pp20","ontroerdheid",243,6.61740297797448,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.49223983502047,906,786,709,699
"400","pp20","banaalheid",250,6.53958595561767,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.48920493132532,911,756,630,719
"401","pp20","erkendheid",253,6.40191719672719,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.59987049921284,824,642,692,911
"402","pp20","geurloosheid",261,6.87109129461055,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.54821910276237,1106,699,874,721
"403","pp20","ludiekheid",273,7.04403289727469,"heid",2.05,0,4.14313472639153,10,0,0,"incorrect",6.37842618365159,722,1072,1029,735
"404","pp20","ondiepheid",278,6.94697599213542,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",7.12849594568004,733,632,676,675
"405","pp20","markantheid",279,6.6631326959908,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.54965074223381,1040,733,632,676
"406","pp20","bezweetheid",297,6.53958595561767,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.58063913728495,854,808,672,534
"407","pp20","onbelastheid",303,6.67959918584438,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.95844839329766,654,712,667,690
"408","pp20","koketheid",307,6.4281052726846,"baseheid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.6052979209482,682,552,602,796
"409","pp21","bezweetheid",78,6.58479139238572,"baseheid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.57088296233958,808,1459,866,1178
"410","pp21","royaalheid",97,7.02286808608264,"baseheid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.88550967003482,1063,863,964,780
"411","pp21","antiekheid",101,7.15148546390474,"heid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",7.02553831463852,746,871,873,1122
"412","pp21","beschutheid",110,6.40191719672719,"baseheid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.65286302935335,838,808,783,1071
"413","pp21","gammelheid",119,6.89060912014717,"heid",2.55,0,4.91265488573605,10,0,0,"incorrect",7.12528309151071,1067,1086,872,1114
"414","pp21","tactvolheid",131,6.8627579130514,"heid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",7.01660968389422,928,1441,1264,1562
"415","pp21","onattentheid",143,7.07749805356923,"baseheid",2.73,0,1.6094379124341,12,0,0,"incorrect",7.22402480828583,1275,1027,819,709
"416","pp21","tembaarheid",144,6.90173720665657,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",7.09589322109753,1185,1275,1027,819
"417","pp21","contentheid",146,6.96318998587024,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.97634807044775,562,994,1185,1275
"418","pp21","erkendheid",147,7.06902342657826,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.6631326959908,1057,562,994,1185
"419","pp21","riantheid",165,6.88653164253051,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.8330317327862,812,999,960,923
"420","pp21","beuheid",169,7.03614849375054,"heid",1.73,0,5.06890420222023,7,0,0,"correct",7.27309259599952,976,1247,693,979
"421","pp21","dementheid",173,6.58063913728495,"heid",3.23,0,3.8286413964891,10,0.741275220811803,0,"incorrect",7.41938058291869,901,749,928,1137
"422","pp21","banaalheid",176,7.08002649992259,"baseheid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.72142570079064,1043,1368,721,901
"423","pp21","blusbaarheid",189,6.8373328146856,"heid",2.91,0,0,12,1.19470700912477,0,"correct",7.41577697541539,833,694,983,639
"424","pp21","basaalheid",200,6.98841318199959,"heid",2.14,0,3.55534806148941,10,0,0,"incorrect",6.73459165997295,945,907,713,1350
"425","pp21","ludiekheid",238,7.38523092306657,"heid",2.05,0,4.14313472639153,10,0,0,"correct",6.81014245011514,737,1023,873,655
"426","pp21","ovaalheid",248,6.72383244082121,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",7.01929665371504,1355,805,924,704
"427","pp21","visrijkheid",253,6.57786135772105,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.63463335786169,832,734,866,957
"428","pp21","lobbigheid",260,6.80350525760834,"heid",1.82,0,0,10,0.741275220811803,3,"correct",6.9027427371586,783,773,710,651
"429","pp21","labielheid",265,6.72142570079064,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.83195356556585,760,1367,1046,1001
"430","pp21","onbelastheid",266,7.05358572719368,"heid",2.55,0,3.17805383034795,12,1.72894923152569,6,"incorrect",7.46737106691756,830,760,1367,1046
"431","pp21","pitloosheid",272,6.64509096950564,"heid",1.86,0,0,11,1.31050613197084,4,"correct",6.74170069465205,1102,1216,934,988
"432","pp21","jofelheid",274,6.43454651878745,"baseheid",2.64,0,3.3322045101752,9,0,0,"correct",6.48463523563525,964,769,1102,1216
"433","pp21","kalkrijkheid",276,6.5410299991899,"heid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.93049476595163,854,623,964,769
"434","pp21","coulantheid",281,6.79570577517351,"heid",2.5,0,1.79175946922805,11,0,1,"incorrect",6.79794041297493,1168,738,656,673
"435","pp21","ontroerdheid",282,6.80793494369993,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.69950034016168,894,1168,738,656
"436","pp21","markantheid",319,7.032624261028,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.60394382460047,962,956,1048,1175
"437","pp21","summierheid",320,6.88755257166462,"heid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",7.06304816338817,1133,962,956,1048
"438","pp21","enormheid",326,6.64248680136726,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.47697236288968,821,900,863,1160
"439","pp21","tilbaarheid",331,6.8001700683022,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.44730586254121,948,1276,1014,1340
"440","pp21","geurloosheid",332,6.63200177739563,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.65544035036765,898,948,1276,1014
"441","pp21","pipsheid",344,6.94793706861497,"baseheid",1.86,0,3.3322045101752,8,0,0,"correct",6.75925527066369,873,965,1750,1137
"442","pp22","enormheid",79,6.34212141872115,"heid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.57088296233958,722,659,747,837
"443","pp22","basaalheid",81,6.50876913697168,"baseheid",2.14,0,3.55534806148941,10,0,0,"correct",6.55961523749324,625,568,722,659
"444","pp22","markantheid",83,6.55677835615804,"heid",2.73,0,5.16478597392351,11,0,0,"correct",6.57368016696065,720,671,625,568
"445","pp22","ontroerdheid",89,6.3261494731551,"heid",3.32,0,5.54907608489522,12,0,1,"correct",6.48004456192665,645,753,721,741
"446","pp22","lobbigheid",92,6.54965074223381,"baseheid",1.82,0,0,10,0.741275220811803,3,"correct",6.55677835615804,628,650,559,645
"447","pp22","contentheid",95,6.6631326959908,"baseheid",2.5,0,4.49980967033027,11,0,1,"correct",6.50128967054039,785,807,699,628
"448","pp22","riantheid",96,6.3818160174061,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",6.70073110954781,783,785,807,699
"449","pp22","tembaarheid",111,6.7428806357919,"heid",3.73,0,0,11,1.02667222131998,0,"correct",6.99025650049388,640,649,648,664
"450","pp22","onattentheid",115,6.32256523992728,"heid",2.73,0,1.6094379124341,12,0,0,"correct",6.72982407048948,764,1475,1236,848
"451","pp22","bebrildheid",130,6.64118216974059,"baseheid",1.41,0,3.61091791264422,11,1.35850426878838,3,"correct",6.47697236288968,624,571,801,761
"452","pp22","aftandsheid",139,6.87729607149743,"heid",2.05,0,4.20469261939097,11,0,0,"correct",6.95177216439891,748,683,545,614
"453","pp22","geurloosheid",143,6.3818160174061,"heid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.63594655568665,574,578,941,970
"454","pp22","ovaalheid",157,6.5694814204143,"baseheid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.3456363608286,1217,600,628,654
"455","pp22","erkendheid",172,6.289715570909,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.35262939631957,722,650,651,689
"456","pp22","coulantheid",174,6.46458830368996,"baseheid",2.5,0,1.79175946922805,11,0,1,"correct",6.61472560020376,666,539,722,650
"457","pp22","labielheid",196,6.54821910276237,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",7.10414409298753,655,737,787,1081
"458","pp22","visrijkheid",200,6.55677835615804,"heid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.88448665204278,1511,641,537,698
"459","pp22","ondiepheid",206,6.62539236800796,"baseheid",2.77,0,5.66296048013595,10,1.57000245622518,1,"incorrect",7.46737106691756,665,690,657,686
"460","pp22","onwelheid",207,6.40357419793482,"heid",2,0,3.97029191355212,9,1.7855468776495,1,"correct",6.59167373200866,754,665,690,657
"461","pp22","blusbaarheid",209,6.73933662735717,"baseheid",2.91,0,0,12,1.19470700912477,0,"correct",6.47850964220857,796,604,754,665
"462","pp22","tilbaarheid",215,6.46769872610435,"heid",3.18,0,0,11,1.24844221891489,1,"correct",6.45676965557216,590,681,567,570
"463","pp22","gammelheid",221,6.35088571671474,"baseheid",2.55,0,4.91265488573605,10,0,0,"correct",6.3491389913798,745,641,767,1145
"464","pp22","koketheid",228,6.76849321164863,"heid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.64378973314767,633,630,695,555
"465","pp22","ludiekheid",232,6.53958595561767,"baseheid",2.05,0,4.14313472639153,10,0,0,"correct",6.98564181763921,633,667,633,870
"466","pp22","pipsheid",242,6.36818718635049,"heid",1.86,0,3.3322045101752,8,0,0,"incorrect",6.53087762772588,640,756,580,658
"467","pp22","banaalheid",252,6.42324696353352,"heid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.34035930372775,697,524,633,532
"468","pp22","bezweetheid",257,6.41673228251233,"heid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",7.04315991598834,523,618,638,591
"469","pp22","beschutheid",264,6.47389069635227,"heid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.31896811374643,569,649,680,916
"470","pp22","antiekheid",271,6.62539236800796,"baseheid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.45047042214418,630,531,550,652
"471","pp22","tactvolheid",274,6.49375383985169,"baseheid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.17378610390194,837,1051,754,630
"472","pp22","jofelheid",275,6.71417052990947,"heid",2.64,0,3.3322045101752,9,0,0,"correct",6.42648845745769,661,837,1051,754
"473","pp22","pitloosheid",309,6.53958595561767,"baseheid",1.86,0,0,11,1.31050613197084,4,"correct",6.27476202124194,912,686,608,601
"474","pp22","summierheid",310,6.55677835615804,"baseheid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.44571981938558,692,912,686,608
"475","pp22","kalkrijkheid",316,6.45676965557216,"baseheid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.4707995037826,498,643,626,941
"476","pp22","onbelastheid",317,6.67203294546107,"baseheid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.59578051396131,637,498,643,626
"477","pp22","kortafheid",326,6.69084227741856,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.60800062529609,679,602,766,742
"478","pp22","saprijkheid",333,6.3261494731551,"heid",1.95,0,0,11,1.51630236639884,2,"correct",6.65544035036765,534,602,530,574
"479","pp22","beuheid",337,6.49828214947643,"baseheid",1.73,0,5.06890420222023,7,0,0,"correct",6.57088296233958,628,694,832,559
"480","pp22","dementheid",343,6.60258789218934,"baseheid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.27852142416584,555,571,783,653
"481","pp22","royaalheid",344,6.2803958389602,"heid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.3985949345352,737,555,571,783
"482","pp23","riantheid",68,6.3297209055227,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",6.46925031679577,841,1536,928,613
"483","pp23","beuheid",73,6.3578422665081,"baseheid",1.73,0,5.06890420222023,7,0,0,"correct",6.32256523992728,683,648,861,724
"484","pp23","aftandsheid",88,7.17011954344963,"heid",2.05,0,4.20469261939097,11,0,0,"correct",7.07918439460967,862,917,894,695
"485","pp23","beschutheid",101,6.32256523992728,"heid",2.95,0,4.78749174278205,11,0.526588927497426,0,"incorrect",6.88550967003482,660,810,677,569
"486","pp23","tactvolheid",103,6.41017488196617,"baseheid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.3261494731551,613,557,660,810
"487","pp23","tembaarheid",105,7.38956395367764,"heid",3.73,0,0,11,1.02667222131998,0,"incorrect",6.8330317327862,596,608,613,557
"488","pp23","summierheid",130,7.44541755670169,"baseheid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.52502965784346,843,520,486,489
"489","pp23","tilbaarheid",131,6.79794041297493,"heid",3.18,0,0,11,1.24844221891489,1,"correct",7.1693500166706,1712,843,520,486
"490","pp23","pitloosheid",135,6.85540879860993,"baseheid",1.86,0,0,11,1.31050613197084,4,"correct",6.76619171466035,607,667,646,896
"491","pp23","labielheid",163,6.53233429222235,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",7.03702761468628,591,672,582,535
"492","pp23","contentheid",164,6.76734312526539,"baseheid",2.5,0,4.49980967033027,11,0,1,"correct",6.52941883826223,687,591,672,582
"493","pp23","saprijkheid",178,6.35957386867238,"heid",1.95,0,0,11,1.51630236639884,2,"correct",6.72262979485545,574,535,608,1541
"494","pp23","dementheid",180,6.40687998606931,"baseheid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.43294009273918,558,578,574,535
"495","pp23","enormheid",181,6.16751649088834,"heid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",7.2181768384034,606,558,578,574
"496","pp23","bebrildheid",185,7.20563517641036,"baseheid",1.41,0,3.61091791264422,11,1.35850426878838,3,"correct",7.10496544826984,968,688,744,477
"497","pp23","royaalheid",192,6.45833828334479,"heid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.9177056098353,636,592,702,483
"498","pp23","jofelheid",196,6.40357419793482,"heid",2.64,0,3.3322045101752,9,0,0,"correct",6.48157712927643,579,495,698,638
"499","pp23","basaalheid",214,6.35610766069589,"baseheid",2.14,0,3.55534806148941,10,0,0,"correct",7.34018683532012,721,676,785,690
"500","pp23","kalkrijkheid",222,6.38012253689976,"baseheid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.61204103483309,936,702,623,506
"501","pp23","kortafheid",224,6.30444880242198,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.87523208727658,755,590,936,702
"502","pp23","ontroerdheid",243,6.27664348934164,"heid",3.32,0,5.54907608489522,12,0,1,"correct",6.66185474054531,644,864,599,635
"503","pp23","lobbigheid",249,6.82001636467413,"baseheid",1.82,0,0,10,0.741275220811803,3,"correct",6.61873898351722,799,532,705,515
"504","pp23","banaalheid",250,6.4425401664682,"heid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.5366915975913,916,799,532,705
"505","pp23","erkendheid",253,6.16541785423142,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.58063913728495,564,585,628,916
"506","pp23","coulantheid",256,6.43133108193348,"baseheid",2.5,0,1.79175946922805,11,0,1,"correct",6.76272950693188,875,546,476,564
"507","pp23","geurloosheid",261,6.82979373751242,"heid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.84161547647759,663,629,1095,1248
"508","pp23","antiekheid",271,6.30991827822652,"baseheid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.37331978957701,1111,781,586,1000
"509","pp23","ludiekheid",273,6.68336094576627,"baseheid",2.05,0,4.14313472639153,10,0,0,"correct",6.50727771238501,535,550,1111,781
"510","pp23","ondiepheid",278,6.70073110954781,"baseheid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.44094654063292,533,598,879,847
"511","pp23","markantheid",279,6.27664348934164,"heid",2.73,0,5.16478597392351,11,0,0,"correct",6.45362499889269,813,533,598,879
"512","pp23","pipsheid",285,6.69826805411541,"heid",1.86,0,3.3322045101752,8,0,0,"incorrect",6.24416690066374,806,488,670,870
"513","pp23","onbelastheid",303,6.72623340235875,"baseheid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.99576615630485,645,588,756,763
"514","pp23","koketheid",307,6.55961523749324,"heid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.90775527898214,610,839,579,834
"515","pp23","onattentheid",310,6.85856503479136,"heid",2.73,0,1.6094379124341,12,0,0,"correct",7.01301578963963,1051,593,706,610
"516","pp23","onwelheid",320,6.9177056098353,"heid",2,0,3.97029191355212,9,1.7855468776495,1,"incorrect",6.89060912014717,723,629,638,1056
"517","pp23","visrijkheid",336,6.73340189183736,"heid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.88448665204278,462,641,573,631
"518","pp23","gammelheid",338,6.5132301109123,"baseheid",2.55,0,4.91265488573605,10,0,0,"correct",6.56385552653213,763,840,462,641
"519","pp24","koketheid",69,6.4707995037826,"heid",2,0,4.78749174278205,9,0.741275220811803,0,"correct",6.95272864462487,678,732,988,1187
"520","pp24","bezweetheid",78,6.57368016696065,"heid",3.36,0,4.75359019110636,11,1.37230699238395,1,"correct",6.8373328146856,617,1240,1041,953
"521","pp24","ondiepheid",88,6.93049476595163,"baseheid",2.77,0,5.66296048013595,10,1.57000245622518,1,"correct",6.31535800152233,943,1162,768,1162
"522","pp24","saprijkheid",89,7.2232956795623,"heid",1.95,0,0,11,1.51630236639884,2,"correct",7.41758040241454,1023,943,1162,768
"523","pp24","royaalheid",97,6.37161184723186,"heid",3.36,0,6.0913098820777,10,0.526588927497426,0,"correct",6.34738920965601,734,1541,727,677
"524","pp24","antiekheid",101,6.64898455002478,"baseheid",2.23,0,6.74523634948436,10,0.869739858620314,2,"correct",6.37672694789863,645,668,718,585
"525","pp24","beschutheid",110,6.23832462503951,"heid",2.95,0,4.78749174278205,11,0.526588927497426,0,"correct",6.50128967054039,770,627,651,617
"526","pp24","gammelheid",119,6.44571981938558,"baseheid",2.55,0,4.91265488573605,10,0,0,"incorrect",6.43615036836943,784,1267,784,824
"527","pp24","tactvolheid",131,6.56667242980324,"baseheid",2.55,0,4.75359019110636,11,1.24844221891489,1,"correct",6.44094654063292,685,704,791,1175
"528","pp24","onattentheid",143,6.7990558620588,"heid",2.73,0,1.6094379124341,12,0,0,"correct",6.95272864462487,713,611,529,826
"529","pp24","tembaarheid",144,6.46146817635372,"heid",3.73,0,0,11,1.02667222131998,0,"correct",6.74641212857337,897,713,611,529
"530","pp24","contentheid",146,6.3578422665081,"baseheid",2.5,0,4.49980967033027,11,0,1,"correct",6.42486902390539,554,640,897,713
"531","pp24","erkendheid",147,6.45047042214418,"baseheid",4.73,0,6.5191472879404,10,0,0,"correct",6.47850964220857,577,554,640,897
"532","pp24","riantheid",165,6.46146817635372,"baseheid",2.36,0,4.53259949315326,9,0,0,"correct",6.92362862813843,574,773,776,820
"533","pp24","beuheid",169,6.7990558620588,"baseheid",1.73,0,5.06890420222023,7,0,0,"correct",6.55677835615804,635,1135,625,640
"534","pp24","dementheid",173,6.7202201551353,"baseheid",3.23,0,3.8286413964891,10,0.741275220811803,0,"correct",6.64378973314767,882,729,693,897
"535","pp24","banaalheid",176,6.48616078894409,"heid",2.64,0,5.73979291217923,10,0.526588927497426,0,"correct",6.68710860786651,599,613,829,882
"536","pp24","kortafheid",179,7.41938058291869,"heid",2.36,0,5.86929691313377,10,1.62482689233404,1,"correct",6.71659477352098,656,503,656,599
"537","pp24","blusbaarheid",189,6.80461452006262,"baseheid",2.91,0,0,12,1.19470700912477,0,"correct",6.72743172485086,928,702,503,840
"538","pp24","basaalheid",200,6.42971947803914,"baseheid",2.14,0,3.55534806148941,10,0,0,"correct",6.61338421837956,602,576,629,1205
"539","pp24","ludiekheid",238,6.59850902861452,"baseheid",2.05,0,4.14313472639153,10,0,0,"correct",6.35610766069589,684,718,661,745
"540","pp24","ovaalheid",248,6.87523208727658,"baseheid",2.23,0,5.86078622346587,9,0.526588927497426,1,"correct",6.55961523749324,697,1119,739,706
"541","pp24","visrijkheid",253,6.55535689181067,"heid",2.18,0,3.04452243772342,11,1.72894923152569,4,"incorrect",6.55535689181067,791,687,689,924
"542","pp24","lobbigheid",260,6.5410299991899,"baseheid",1.82,0,0,10,0.741275220811803,3,"correct",6.78897174299217,980,1053,565,650
"543","pp24","labielheid",265,6.42162226780652,"heid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.50128967054039,729,633,882,1431
"544","pp24","onbelastheid",266,6.55535689181067,"baseheid",2.55,0,3.17805383034795,12,1.72894923152569,6,"correct",6.82328612235569,615,729,633,882
"545","pp24","pitloosheid",272,6.54965074223381,"baseheid",1.86,0,0,11,1.31050613197084,4,"correct",6.38687931936265,755,649,899,792
"546","pp24","jofelheid",274,6.3456363608286,"heid",2.64,0,3.3322045101752,9,0,0,"correct",6.61338421837956,906,699,755,649
"547","pp24","kalkrijkheid",276,6.83625927727707,"baseheid",2.09,0,3.13549421592915,12,1.48187723101362,3,"correct",6.57646956904822,800,570,906,699
"548","pp24","coulantheid",281,6.45676965557216,"baseheid",2.5,0,1.79175946922805,11,0,1,"correct",6.8596149036542,761,1086,956,786
"549","pp24","ontroerdheid",282,6.8001700683022,"heid",3.32,0,5.54907608489522,12,0,1,"correct",6.75460409948796,637,761,1086,956
"550","pp24","bebrildheid",303,6.49526555593701,"baseheid",1.41,0,3.61091791264422,11,1.35850426878838,3,"incorrect",6.45047042214418,584,677,527,864
"551","pp24","markantheid",319,6.57368016696065,"heid",2.73,0,5.16478597392351,11,0,0,"incorrect",6.99025650049388,647,825,806,680
"552","pp24","summierheid",320,6.45519856334012,"baseheid",2.14,0,5.29831736654804,11,0.526588927497426,0,"correct",6.63463335786169,716,647,825,806
"553","pp24","enormheid",326,6.31896811374643,"heid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.68461172766793,634,753,675,407
"554","pp24","onwelheid",329,7.15070145759253,"heid",2,0,3.97029191355212,9,1.7855468776495,1,"incorrect",6.44413125670044,961,971,555,634
"555","pp24","tilbaarheid",331,6.84374994900622,"heid",3.18,0,0,11,1.24844221891489,1,"correct",6.49526555593701,845,1275,961,971
"556","pp24","geurloosheid",332,6.75809450442773,"heid",2.95,0,2.56494935746154,12,1.31050613197084,1,"correct",6.8679744089703,938,845,1275,961
"557","pp24","pipsheid",344,6.3750248198281,"heid",1.86,0,3.3322045101752,8,0,0,"incorrect",6.59578051396131,1061,1035,793,1274
"558","pp24","aftandsheid",346,6.24222326545517,"heid",2.05,0,4.20469261939097,11,0,0,"correct",6.81454289725996,676,587,1061,1035
"559","pp25","enormheid",79,6.13772705408623,"baseheid",3,0,8.42463920980563,9,0.526588927497426,0,"correct",6.11589212548303,493,606,742,784
"560","pp25","basaalheid",81,6.43615036836943,"heid",2.14,0,3.55534806148941,10,0,0,"incorrect",6.27476202124194,551,463,493,606
"561","pp25","markantheid",83,6.31535800152233,"baseheid",2.73,0,5.16478597392351,11,0,0,"correct",6.45047042214418,510,624,551,463
"562","pp25","ontroerdheid",89,6.31535800152233,"baseheid",3.32,0,5.54907608489522,12,0,1,"correct",6.40025744530882,565,631,489,617
"563","pp25","lobbigheid",92,6.37842618365159,"heid",1.82,0,0,10,0.741275220811803,3,"correct",6.70318811324086,571,485,553,565
"564","pp25","contentheid",95,6.54534966033442,"heid",2.5,0,4.49980967033027,11,0,1,"correct",6.73340189183736,583,579,589,571
"565","pp25","riantheid",96,6.26530121273771,"heid",2.36,0,4.53259949315326,9,0,0,"correct",6.44571981938558,696,583,579,589
"566","pp25","tembaarheid",111,6.33150184989369,"baseheid",3.73,0,0,11,1.02667222131998,0,"correct",6.35610766069589,621,528,582,640
"567","pp25","onattentheid",115,6.42486902390539,"baseheid",2.73,0,1.6094379124341,12,0,0,"correct",6.66440902035041,500,672,595,562
"568","pp25","aftandsheid",139,6.42648845745769,"baseheid",2.05,0,4.20469261939097,11,0,0,"incorrect",6.3261494731551,682,539,513,615
"569","pp25","geurloosheid",143,6.47389069635227,"baseheid",2.95,0,2.56494935746154,12,1.31050613197084,1,"incorrect",6.06145691892802,804,856,917,618
"570","pp25","ovaalheid",157,6.4377516497364,"heid",2.23,0,5.86078622346587,9,0.526588927497426,1,"incorrect",7.00488198971286,510,637,520,627
"571","pp25","erkendheid",172,6.1779441140506,"heid",4.73,0,6.5191472879404,10,0,0,"correct",6.32435896238131,559,510,567,574
"572","pp25","coulantheid",174,6.22257626807137,"heid",2.5,0,1.79175946922805,11,0,1,"correct",6.75227037614174,489,482,559,510
"573","pp25","labielheid",196,6.22257626807137,"baseheid",3.23,0,4.38202663467388,10,0.526588927497426,0,"correct",6.23441072571837,559,515,564,563
"574","pp25","visrijkheid",200,6.21060007702465,"baseheid",2.18,0,3.04452243772342,11,1.72894923152569,4,"correct",6.49072353450251,579,480,504,504
"575","pp25","ondiepheid",206,6.29156913955832,"heid",2.77,0,5.66296048013595,10,1.57000245622518,1,"incorrect",6.94408720822953,504,619,731,761
"576","pp25","blusbaarheid",209,6.56385552653213,"heid",2.91,0,0,12,1.19470700912477,0,"correct",6.34035930372775,749,693,540,504
"577","pp25","tilbaarheid",215,6.33327962813969,"baseheid",3.18,0,0,11,1.24844221891489,1,"correct",6.29156913955832,996,660,541,585
