"","Rating","Subject","Word","Class","Naive","Language","MeanFamiliarity"
"1071",2,"H","bee","animal","naive","English",1.7917595
"1072",7,"H","crocodile","animal","naive","English",0
"1073",4,"H","broccoli","plant","naive","English",0
"1074",2,"H","cherry","plant","naive","English",0.6931472
"1075",2,"H","grape","plant","naive","English",1.0986123
"1076",7,"H","horse","animal","naive","English",3.3322045
"1077",5,"H","goose","animal","naive","English",1.7917595
"1078",4,"H","mole","animal","naive","English",1.0986123
"1079",2,"H","leek","plant","naive","English",0
"1080",5,"H","gull","animal","naive","English",1.6094379
"1081",3,"H","gherkin","plant","naive","English",0
"1082",3,"H","orange","plant","naive","English",1.3862944
"1083",7,"H","reindeer","animal","naive","English",0
"1084",2,"H","mouse","animal","naive","English",1.9459101
"1085",1,"H","butterfly","animal","naive","English",0
"1086",7,"H","monkey","animal","naive","English",0
"1087",3,"H","pineapple","plant","naive","English",0
"1088",3,"H","mustard","plant","naive","English",0
"1089",6,"H","snake","animal","naive","English",1.6094379
"1090",6,"H","stork","animal","naive","English",0
"1091",3,"H","beetroot","plant","naive","English",0
"1092",7,"H","shark","animal","naive","English",0.6931472
"1093",5,"H","magpie","animal","naive","English",0
"1094",2,"H","cucumber","plant","naive","English",0
"1095",4,"H","owl","animal","naive","English",1.3862944
"1096",2,"H","apricot","plant","naive","English",0
"1097",5,"H","beaver","animal","naive","English",0
"1098",3,"H","lemon","plant","naive","English",0.6931472
"1099",1,"H","walnut","plant","naive","English",0
"1100",6,"H","goat","animal","naive","English",1.9459101
"1101",6,"H","fox","animal","naive","English",1.7917595
"1102",7,"H","moose","animal","naive","English",0
"1103",6,"H","dolphin","animal","naive","English",0
"1104",1,"H","ant","animal","naive","English",1.3862944
"1105",3,"H","hedgehog","animal","naive","English",0
"1106",6,"H","eagle","animal","naive","English",1.0986123
"1107",7,"H","sheep","animal","naive","English",2.3025851
"1108",2,"H","frog","animal","naive","English",2.0794415
"1109",7,"H","whale","animal","naive","English",1.0986123
"1110",6,"H","vulture","animal","naive","English",0
"1111",3,"H","avocado","plant","naive","English",0
"1112",1,"H","olive","plant","naive","English",1.0986123
"1113",6,"H","squid","animal","naive","English",0
"1114",4,"H","chicken","animal","naive","English",1.0986123
"1115",2,"H","mushroom","plant","naive","English",0.6931472
"1116",2,"H","strawberry","plant","naive","English",0
"1117",3,"H","lettuce","plant","naive","English",0
"1118",4,"H","badger","animal","naive","English",0.6931472
"1119",2,"H","pear","plant","naive","English",0
"1120",3,"H","paprika","plant","naive","English",0
"1121",1,"H","clove","plant","naive","English",0
"1122",3,"H","eggplant","plant","naive","English",0
"1123",2,"H","apple","plant","naive","English",1.0986123
"1124",4,"H","squirrel","animal","naive","English",0
"1125",1,"H","spider","animal","naive","English",0.6931472
"1126",6,"H","dog","animal","naive","English",3.1354942
"1127",4,"H","melon","plant","naive","English",1.0986123
"1128",1,"H","almond","plant","naive","English",0
"1129",3,"H","asparagus","plant","naive","English",0
"1130",2,"H","kiwi","plant","naive","English",0
"1131",3,"H","banana","plant","naive","English",0
"1132",4,"H","bunny","animal","naive","English",0
"1133",4,"H","tortoise","animal","naive","English",0
"1134",5,"H","pigeon","animal","naive","English",1.0986123
"1135",1,"SYK","bee","animal","naive","notEnglish",1.7917595
"1136",3,"SYK","magpie","animal","naive","notEnglish",0
"1137",1,"SYK","radish","plant","naive","notEnglish",0.6931472
"1138",6,"SYK","crocodile","animal","naive","notEnglish",0
"1139",2,"SYK","potato","plant","naive","notEnglish",0
"1140",4,"SYK","wasp","animal","naive","notEnglish",1.3862944
"1141",5,"SYK","swan","animal","naive","notEnglish",1.3862944
"1142",1,"SYK","gherkin","plant","naive","notEnglish",0
"1143",6,"SYK","dolphin","animal","naive","notEnglish",0
"1144",7,"SYK","whale","animal","naive","notEnglish",1.0986123
"1145",3,"SYK","chicken","animal","naive","notEnglish",1.0986123
"1146",2,"SYK","cat","animal","naive","notEnglish",2.7725887
"1147",4,"SYK","mole","animal","naive","notEnglish",1.0986123
"1148",5,"SYK","dog","animal","naive","notEnglish",3.1354942
"1149",2,"SYK","mouse","animal","naive","notEnglish",1.9459101
"1150",2,"SYK","kiwi","plant","naive","notEnglish",0
"1151",7,"SYK","elephant","animal","naive","notEnglish",0.6931472
"1152",5,"SYK","badger","animal","naive","notEnglish",0.6931472
"1153",2,"SYK","woodpecker","animal","naive","notEnglish",0
"1154",1,"SYK","blueberry","plant","naive","notEnglish",0
"1155",5,"SYK","donkey","animal","naive","notEnglish",0
"1156",5,"SYK","reindeer","animal","naive","notEnglish",0
"1157",2,"SYK","pigeon","animal","naive","notEnglish",1.0986123
"1158",1,"SYK","squid","animal","naive","notEnglish",0
"1159",7,"SYK","lion","animal","naive","notEnglish",1.0986123
"1160",7,"SYK","shark","animal","naive","notEnglish",0.6931472
"1161",7,"SYK","camel","animal","naive","notEnglish",0.6931472
"1162",1,"SYK","asparagus","plant","naive","notEnglish",0
"1163",1,"SYK","banana","plant","naive","notEnglish",0
"1164",1,"SYK","lemon","plant","naive","notEnglish",0.6931472
"1165",1,"SYK","cucumber","plant","naive","notEnglish",0
"1166",3,"SYK","goose","animal","naive","notEnglish",1.7917595
"1167",2,"SYK","frog","animal","naive","notEnglish",2.0794415
"1168",1,"SYK","mushroom","plant","naive","notEnglish",0.6931472
"1169",1,"SYK","carrot","plant","naive","notEnglish",0.6931472
"1170",2,"SYK","lettuce","plant","naive","notEnglish",0
"1171",1,"SYK","butterfly","animal","naive","notEnglish",0
"1172",1,"SYK","grape","plant","naive","notEnglish",1.0986123
"1173",1,"SYK","eggplant","plant","naive","notEnglish",0
"1174",1,"SYK","beetroot","plant","naive","notEnglish",0
"1175",4,"SYK","gull","animal","naive","notEnglish",1.6094379
"1176",1,"SYK","apricot","plant","naive","notEnglish",0
"1177",2,"SYK","broccoli","plant","naive","notEnglish",0
"1178",1,"SYK","strawberry","plant","naive","notEnglish",0
"1179",3,"SYK","squirrel","animal","naive","notEnglish",0
"1180",5,"SYK","fox","animal","naive","notEnglish",1.7917595
"1181",2,"SYK","owl","animal","naive","notEnglish",1.3862944
"1182",2,"SYK","moose","animal","naive","notEnglish",0
"1183",1,"SYK","walnut","plant","naive","notEnglish",0
"1184",1,"SYK","beaver","animal","naive","notEnglish",0
"1185",1,"SYK","almond","plant","naive","notEnglish",0
"1186",1,"SYK","ant","animal","naive","notEnglish",1.3862944
"1187",2,"SYK","snake","animal","naive","notEnglish",1.6094379
"1188",1,"SYK","paprika","plant","naive","notEnglish",0
"1189",3,"SYK","goat","animal","naive","notEnglish",1.9459101
"1190",5,"SYK","hedgehog","animal","naive","notEnglish",0
"1191",1,"SYK","tortoise","animal","naive","notEnglish",0
"1192",2,"SYK","monkey","animal","naive","notEnglish",0
"1193",1,"SYK","peanut","plant","naive","notEnglish",0.6931472
"1194",1,"SYK","blackberry","plant","naive","notEnglish",0.6931472
"1195",2,"SYK","melon","plant","naive","notEnglish",1.0986123
"1196",3,"SYK","stork","animal","naive","notEnglish",0
"1197",6,"SYK","eagle","animal","naive","notEnglish",1.0986123
"1198",5,"SYK","vulture","animal","naive","notEnglish",0
"1199",2,"SYK","orange","plant","naive","notEnglish",1.3862944
"1200",5,"SYK","sheep","animal","naive","notEnglish",2.3025851
"1201",1,"SYK","clove","plant","naive","notEnglish",0
"1202",1,"SYK","cherry","plant","naive","notEnglish",0.6931472
"1203",6,"SYK","horse","animal","naive","notEnglish",3.3322045
"1204",1,"SYK","apple","plant","naive","notEnglish",1.0986123
"1205",1,"SYK","mustard","plant","naive","notEnglish",0
"1206",3,"SYK","bat","animal","naive","notEnglish",2.1972246
"1207",1,"SYK","olive","plant","naive","notEnglish",1.0986123
"1208",5,"SYK","bunny","animal","naive","notEnglish",0
"1209",1,"SYK","leek","plant","naive","notEnglish",0
"1210",1,"SYK","pear","plant","naive","notEnglish",0
"1211",5,"SYK","pig","animal","naive","notEnglish",2.7725887
"1212",2,"SYK","avocado","plant","naive","notEnglish",0
"1213",1,"SYK","spider","animal","naive","notEnglish",0.6931472
"1214",2,"SYK","pineapple","plant","naive","notEnglish",0
"1215",2,"SYK","tomato","plant","naive","notEnglish",0
"1216",5,"MR","horse","animal","naive","English",3.3322045
"1217",2,"MR","gherkin","plant","naive","English",0
"1218",3,"MR","hedgehog","animal","naive","English",0
"1219",2,"MR","bee","animal","naive","English",1.7917595
"1220",2,"MR","peanut","plant","naive","English",0.6931472
"1221",3,"MR","pear","plant","naive","English",0
"1222",3,"MR","pineapple","plant","naive","English",0
"1223",2,"MR","frog","animal","naive","English",2.0794415
"1224",2,"MR","blackberry","plant","naive","English",0.6931472
"1225",2,"MR","pigeon","animal","naive","English",1.0986123
"1226",2,"MR","tortoise","animal","naive","English",0
"1227",2,"MR","tomato","plant","naive","English",0
"1228",3,"MR","pig","animal","naive","English",2.7725887
"1229",5,"MR","donkey","animal","naive","English",0
"1230",2,"MR","magpie","animal","naive","English",0
"1231",2,"MR","melon","plant","naive","English",1.0986123
"1232",2,"MR","paprika","plant","naive","English",0
"1233",2,"MR","squirrel","animal","naive","English",0
"1234",2,"MR","beetroot","plant","naive","English",0
"1235",3,"MR","snake","animal","naive","English",1.6094379
"1236",3,"MR","goat","animal","naive","English",1.9459101
"1237",2,"MR","cucumber","plant","naive","English",0
"1238",2,"MR","strawberry","plant","naive","English",0
"1239",3,"MR","fox","animal","naive","English",1.7917595
"1240",2,"MR","walnut","plant","naive","English",0
"1241",2,"MR","broccoli","plant","naive","English",0
"1242",2,"MR","bat","animal","naive","English",2.1972246
"1243",3,"MR","dog","animal","naive","English",3.1354942
"1244",2,"MR","butterfly","animal","naive","English",0
"1245",1,"MR","spider","animal","naive","English",0.6931472
"1246",2,"MR","apricot","plant","naive","English",0
"1247",2,"MR","owl","animal","naive","English",1.3862944
"1248",2,"MR","mushroom","plant","naive","English",0.6931472
"1249",2,"MR","gull","animal","naive","English",1.6094379
"1250",4,"MR","dolphin","animal","naive","English",0
"1251",1,"MR","clove","plant","naive","English",0
"1252",5,"MR","reindeer","animal","naive","English",0
"1253",4,"MR","shark","animal","naive","English",0.6931472
"1254",2,"MR","olive","plant","naive","English",1.0986123
"1255",2,"MR","almond","plant","naive","English",0
"1256",6,"MR","whale","animal","naive","English",1.0986123
"1257",5,"MR","moose","animal","naive","English",0
"1258",5,"MR","camel","animal","naive","English",0.6931472
"1259",2,"MR","wasp","animal","naive","English",1.3862944
"1260",2,"MR","lettuce","plant","naive","English",0
"1261",2,"MR","potato","plant","naive","English",0
"1262",3,"MR","sheep","animal","naive","English",2.3025851
"1263",3,"MR","cat","animal","naive","English",2.7725887
"1264",2,"MR","cherry","plant","naive","English",0.6931472
"1265",2,"MR","eggplant","plant","naive","English",0
"1266",2,"MR","asparagus","plant","naive","English",0
"1267",3,"MR","vulture","animal","naive","English",0
"1268",2,"MR","bunny","animal","naive","English",0
"1269",2,"MR","mouse","animal","naive","English",1.9459101
"1270",3,"MR","leek","plant","naive","English",0
"1271",3,"MR","badger","animal","naive","English",0.6931472
"1272",1,"MR","ant","animal","naive","English",1.3862944
"1273",2,"MR","grape","plant","naive","English",1.0986123
"1274",3,"MR","eagle","animal","naive","English",1.0986123
"1275",5,"MR","lion","animal","naive","English",1.0986123
"1276",2,"MR","mustard","plant","naive","English",0
"1277",2,"MR","woodpecker","animal","naive","English",0
"1278",2,"MR","kiwi","plant","naive","English",0
"1279",2,"MR","carrot","plant","naive","English",0.6931472
"1280",2,"MR","radish","plant","naive","English",0.6931472
"1281",3,"MR","beaver","animal","naive","English",0
"1282",2,"MR","lemon","plant","naive","English",0.6931472
"1283",2,"MR","squid","animal","naive","English",0
"1284",2,"MR","mole","animal","naive","English",1.0986123
"1285",2,"MR","blueberry","plant","naive","English",0
"1286",2,"MR","chicken","animal","naive","English",1.0986123
"1287",6,"MR","elephant","animal","naive","English",0.6931472
"1288",2,"MR","banana","plant","naive","English",0
"1289",4,"MR","stork","animal","naive","English",0
"1290",2,"MR","orange","plant","naive","English",1.3862944
"1291",5,"MR","crocodile","animal","naive","English",0
"1292",4,"MR","swan","animal","naive","English",1.3862944
"1293",3,"MR","monkey","animal","naive","English",0
"1294",2,"MR","avocado","plant","naive","English",0
"1295",3,"MR","goose","animal","naive","English",1.7917595
"1296",2,"MR","apple","plant","naive","English",1.0986123
"1297",2,"An1","strawberry","plant","naive","English",0
"1298",3,"An1","lettuce","plant","naive","English",0
"1299",2,"An1","olive","plant","naive","English",1.0986123
"1300",3,"An1","pigeon","animal","naive","English",1.0986123
"1301",4,"An1","dog","animal","naive","English",3.1354942
"1302",3,"An1","squirrel","animal","naive","English",0
"1303",2,"An1","ant","animal","naive","English",1.3862944
"1304",3,"An1","pear","plant","naive","English",0
"1305",2,"An1","spider","animal","naive","English",0.6931472
"1306",5,"An1","moose","animal","naive","English",0
"1307",3,"An1","melon","plant","naive","English",1.0986123
"1308",3,"An1","magpie","animal","naive","English",0
"1309",5,"An1","reindeer","animal","naive","English",0
"1310",4,"An1","kiwi","plant","naive","English",0
"1311",2,"An1","grape","plant","naive","English",1.0986123
"1312",6,"An1","elephant","animal","naive","English",0.6931472
"1313",5,"An1","dolphin","animal","naive","English",0
"1314",5,"An1","crocodile","animal","naive","English",0
"1315",5,"An1","shark","animal","naive","English",0.6931472
"1316",3,"An1","bat","animal","naive","English",2.1972246
"1317",4,"An1","chicken","animal","naive","English",1.0986123
"1318",4,"An1","vulture","animal","naive","English",0
"1319",3,"An1","snake","animal","naive","English",1.6094379
"1320",2,"An1","bee","animal","naive","English",1.7917595
"1321",4,"An1","stork","animal","naive","English",0
"1322",3,"An1","beetroot","plant","naive","English",0
"1323",3,"An1","eggplant","plant","naive","English",0
"1324",2,"An1","walnut","plant","naive","English",0
"1325",3,"An1","mushroom","plant","naive","English",0.6931472
"1326",2,"An1","radish","plant","naive","English",0.6931472
"1327",3,"An1","pineapple","plant","naive","English",0
"1328",2,"An1","tomato","plant","naive","English",0
"1329",3,"An1","apple","plant","naive","English",1.0986123
"1330",3,"An1","banana","plant","naive","English",0
"1331",5,"An1","squid","animal","naive","English",0
"1332",5,"An1","badger","animal","naive","English",0.6931472
"1333",4,"An1","eagle","animal","naive","English",1.0986123
"1334",4,"An1","tortoise","animal","naive","English",0
"1335",3,"An1","hedgehog","animal","naive","English",0
"1336",4,"An1","goose","animal","naive","English",1.7917595
"1337",2,"An1","peanut","plant","naive","English",0.6931472
"1338",5,"An1","horse","animal","naive","English",3.3322045
"1339",1,"An1","paprika","plant","naive","English",0
"1340",2,"An1","lemon","plant","naive","English",0.6931472
"1341",4,"An1","goat","animal","naive","English",1.9459101
"1342",2,"An1","apricot","plant","naive","English",0
"1343",4,"An1","sheep","animal","naive","English",2.3025851
"1344",3,"An1","carrot","plant","naive","English",0.6931472
"1345",3,"An1","broccoli","plant","naive","English",0
"1346",4,"An1","swan","animal","naive","English",1.3862944
"1347",3,"An1","frog","animal","naive","English",2.0794415
"1348",3,"An1","owl","animal","naive","English",1.3862944
"1349",4,"An1","beaver","animal","naive","English",0
"1350",3,"An1","woodpecker","animal","naive","English",0
"1351",2,"An1","mouse","animal","naive","English",1.9459101
"1352",4,"An1","donkey","animal","naive","English",0
"1353",3,"An1","mole","animal","naive","English",1.0986123
"1354",2,"An1","wasp","animal","naive","English",1.3862944
"1355",3,"An1","orange","plant","naive","English",1.3862944
"1356",3,"An1","avocado","plant","naive","English",0
"1357",3,"An1","monkey","animal","naive","English",0
"1358",3,"An1","potato","plant","naive","English",0
"1359",3,"An1","gull","animal","naive","English",1.6094379
"1360",4,"An1","lion","animal","naive","English",1.0986123
"1361",2,"An1","almond","plant","naive","English",0
"1362",2,"An1","blueberry","plant","naive","English",0
"1363",2,"An1","gherkin","plant","naive","English",0
"1364",2,"An1","cherry","plant","naive","English",0.6931472
"1365",2,"An1","blackberry","plant","naive","English",0.6931472
"1366",2,"An1","butterfly","animal","naive","English",0
"1367",1,"An1","mustard","plant","naive","English",0
"1368",2,"An1","clove","plant","naive","English",0
"1369",3,"An1","cucumber","plant","naive","English",0
"1370",3,"An1","fox","animal","naive","English",1.7917595
"1371",3,"An1","bunny","animal","naive","English",0
"1372",4,"An1","pig","animal","naive","English",2.7725887
"1373",3,"An1","cat","animal","naive","English",2.7725887
"1374",3,"An1","leek","plant","naive","English",0
"1375",6,"An1","whale","animal","naive","English",1.0986123
"1376",5,"An1","camel","animal","naive","English",0.6931472
"1377",3,"An1","asparagus","plant","naive","English",0
"1378",2,"Da","strawberry","plant","naive","notEnglish",0
"1379",3,"Da","lettuce","plant","naive","notEnglish",0
"1380",1,"Da","olive","plant","naive","notEnglish",1.0986123
"1381",3,"Da","pigeon","animal","naive","notEnglish",1.0986123
"1382",4,"Da","dog","animal","naive","notEnglish",3.1354942
"1383",3,"Da","squirrel","animal","naive","notEnglish",0
"1384",1,"Da","ant","animal","naive","notEnglish",1.3862944
"1385",3,"Da","pear","plant","naive","notEnglish",0
"1386",1,"Da","spider","animal","naive","notEnglish",0.6931472
"1387",5,"Da","moose","animal","naive","notEnglish",0
"1388",3,"Da","melon","plant","naive","notEnglish",1.0986123
"1389",3,"Da","magpie","animal","naive","notEnglish",0
"1390",5,"Da","reindeer","animal","naive","notEnglish",0
"1391",3,"Da","kiwi","plant","naive","notEnglish",0
"1392",2,"Da","grape","plant","naive","notEnglish",1.0986123
"1393",6,"Da","elephant","animal","naive","notEnglish",0.6931472
"1394",4,"Da","dolphin","animal","naive","notEnglish",0
"1395",5,"Da","crocodile","animal","naive","notEnglish",0
"1396",5,"Da","shark","animal","naive","notEnglish",0.6931472
"1397",3,"Da","bat","animal","naive","notEnglish",2.1972246
"1398",3,"Da","chicken","animal","naive","notEnglish",1.0986123
"1399",3,"Da","vulture","animal","naive","notEnglish",0
"1400",3,"Da","snake","animal","naive","notEnglish",1.6094379
"1401",2,"Da","bee","animal","naive","notEnglish",1.7917595
"1402",3,"Da","stork","animal","naive","notEnglish",0
"1403",3,"Da","beetroot","plant","naive","notEnglish",0
"1404",3,"Da","eggplant","plant","naive","notEnglish",0
"1405",2,"Da","walnut","plant","naive","notEnglish",0
"1406",2,"Da","mushroom","plant","naive","notEnglish",0.6931472
"1407",2,"Da","radish","plant","naive","notEnglish",0.6931472
"1408",3,"Da","pineapple","plant","naive","notEnglish",0
"1409",2,"Da","tomato","plant","naive","notEnglish",0
"1410",2,"Da","apple","plant","naive","notEnglish",1.0986123
"1411",2,"Da","banana","plant","naive","notEnglish",0
"1412",2,"Da","squid","animal","naive","notEnglish",0
"1413",3,"Da","badger","animal","naive","notEnglish",0.6931472
"1414",4,"Da","eagle","animal","naive","notEnglish",1.0986123
"1415",4,"Da","tortoise","animal","naive","notEnglish",0
"1416",3,"Da","hedgehog","animal","naive","notEnglish",0
"1417",4,"Da","goose","animal","naive","notEnglish",1.7917595
"1418",2,"Da","peanut","plant","naive","notEnglish",0.6931472
"1419",5,"Da","horse","animal","naive","notEnglish",3.3322045
"1420",1,"Da","paprika","plant","naive","notEnglish",0
"1421",2,"Da","lemon","plant","naive","notEnglish",0.6931472
"1422",4,"Da","goat","animal","naive","notEnglish",1.9459101
"1423",2,"Da","apricot","plant","naive","notEnglish",0
"1424",4,"Da","sheep","animal","naive","notEnglish",2.3025851
"1425",3,"Da","carrot","plant","naive","notEnglish",0.6931472
"1426",3,"Da","broccoli","plant","naive","notEnglish",0
"1427",4,"Da","swan","animal","naive","notEnglish",1.3862944
"1428",2,"Da","frog","animal","naive","notEnglish",2.0794415
"1429",4,"Da","owl","animal","naive","notEnglish",1.3862944
"1430",4,"Da","beaver","animal","naive","notEnglish",0
"1431",3,"Da","woodpecker","animal","naive","notEnglish",0
"1432",2,"Da","mouse","animal","naive","notEnglish",1.9459101
"1433",5,"Da","donkey","animal","naive","notEnglish",0
"1434",4,"Da","mole","animal","naive","notEnglish",1.0986123
"1435",2,"Da","wasp","animal","naive","notEnglish",1.3862944
"1436",3,"Da","orange","plant","naive","notEnglish",1.3862944
"1437",3,"Da","avocado","plant","naive","notEnglish",0
"1438",4,"Da","monkey","animal","naive","notEnglish",0
"1439",3,"Da","potato","plant","naive","notEnglish",0
"1440",3,"Da","gull","animal","naive","notEnglish",1.6094379
"1441",5,"Da","lion","animal","naive","notEnglish",1.0986123
"1442",2,"Da","almond","plant","naive","notEnglish",0
"1443",2,"Da","blueberry","plant","naive","notEnglish",0
"1444",2,"Da","gherkin","plant","naive","notEnglish",0
"1445",2,"Da","cherry","plant","naive","notEnglish",0.6931472
"1446",2,"Da","blackberry","plant","naive","notEnglish",0.6931472
"1447",3,"Da","butterfly","animal","naive","notEnglish",0
"1448",1,"Da","mustard","plant","naive","notEnglish",0
"1449",2,"Da","clove","plant","naive","notEnglish",0
"1450",3,"Da","cucumber","plant","naive","notEnglish",0
"1451",4,"Da","fox","animal","naive","notEnglish",1.7917595
"1452",3,"Da","bunny","animal","naive","notEnglish",0
"1453",4,"Da","pig","animal","naive","notEnglish",2.7725887
"1454",3,"Da","cat","animal","naive","notEnglish",2.7725887
"1455",2,"Da","leek","plant","naive","notEnglish",0
"1456",7,"Da","whale","animal","naive","notEnglish",1.0986123
"1457",6,"Da","camel","animal","naive","notEnglish",0.6931472
"1458",2,"Da","asparagus","plant","naive","notEnglish",0
"1459",2,"An2","frog","animal","naive","notEnglish",2.0794415
"1460",1,"An2","beetroot","plant","naive","notEnglish",0
"1461",2,"An2","leek","plant","naive","notEnglish",0
"1462",4,"An2","owl","animal","naive","notEnglish",1.3862944
"1463",1,"An2","peanut","plant","naive","notEnglish",0.6931472
"1464",2,"An2","walnut","plant","naive","notEnglish",0
"1465",3,"An2","apple","plant","naive","notEnglish",1.0986123
"1466",1,"An2","spider","animal","naive","notEnglish",0.6931472
"1467",4,"An2","swan","animal","naive","notEnglish",1.3862944
"1468",2,"An2","butterfly","animal","naive","notEnglish",0
"1469",5,"An2","goat","animal","naive","notEnglish",1.9459101
"1470",4,"An2","fox","animal","naive","notEnglish",1.7917595
"1471",2,"An2","melon","plant","naive","notEnglish",1.0986123
"1472",5,"An2","donkey","animal","naive","notEnglish",0
"1473",2,"An2","asparagus","plant","naive","notEnglish",0
"1474",2,"An2","pigeon","animal","naive","notEnglish",1.0986123
"1475",3,"An2","bunny","animal","naive","notEnglish",0
"1476",1,"An2","clove","plant","naive","notEnglish",0
"1477",1,"An2","paprika","plant","naive","notEnglish",0
"1478",1,"An2","olive","plant","naive","notEnglish",1.0986123
"1479",7,"An2","horse","animal","naive","notEnglish",3.3322045
"1480",3,"An2","pineapple","plant","naive","notEnglish",0
"1481",7,"An2","moose","animal","naive","notEnglish",0
"1482",2,"An2","banana","plant","naive","notEnglish",0
"1483",2,"An2","lemon","plant","naive","notEnglish",0.6931472
"1484",7,"An2","lion","animal","naive","notEnglish",1.0986123
"1485",6,"An2","pig","animal","naive","notEnglish",2.7725887
"1486",1,"An2","grape","plant","naive","notEnglish",1.0986123
"1487",2,"An2","pear","plant","naive","notEnglish",0
"1488",1,"An2","mustard","plant","naive","notEnglish",0
"1489",1,"An2","ant","animal","naive","notEnglish",1.3862944
"1490",1,"An2","wasp","animal","naive","notEnglish",1.3862944
"1491",5,"An2","sheep","animal","naive","notEnglish",2.3025851
"1492",3,"An2","woodpecker","animal","naive","notEnglish",0
"1493",1,"An2","orange","plant","naive","notEnglish",1.3862944
"1494",7,"An2","vulture","animal","naive","notEnglish",0
"1495",1,"An2","strawberry","plant","naive","notEnglish",0
"1496",3,"An2","dog","animal","naive","notEnglish",3.1354942
"1497",3,"An2","chicken","animal","naive","notEnglish",1.0986123
"1498",1,"An2","mushroom","plant","naive","notEnglish",0.6931472
"1499",4,"An2","monkey","animal","naive","notEnglish",0
"1500",2,"An2","tomato","plant","naive","notEnglish",0
"1501",1,"An2","mole","animal","naive","notEnglish",1.0986123
"1502",4,"An2","badger","animal","naive","notEnglish",0.6931472
"1503",2,"An2","potato","plant","naive","notEnglish",0
"1504",5,"An2","snake","animal","naive","notEnglish",1.6094379
"1505",7,"An2","camel","animal","naive","notEnglish",0.6931472
"1506",1,"An2","radish","plant","naive","notEnglish",0.6931472
"1507",3,"An2","magpie","animal","naive","notEnglish",0
"1508",2,"An2","mouse","animal","naive","notEnglish",1.9459101
"1509",3,"An2","gull","animal","naive","notEnglish",1.6094379
"1510",7,"An2","crocodile","animal","naive","notEnglish",0
"1511",1,"An2","bee","animal","naive","notEnglish",1.7917595
"1512",1,"An2","almond","plant","naive","notEnglish",0
"1513",2,"An2","broccoli","plant","naive","notEnglish",0
"1514",3,"An2","carrot","plant","naive","notEnglish",0.6931472
"1515",2,"An2","gherkin","plant","naive","notEnglish",0
"1516",7,"An2","shark","animal","naive","notEnglish",0.6931472
"1517",2,"An2","avocado","plant","naive","notEnglish",0
"1518",1,"An2","blueberry","plant","naive","notEnglish",0
"1519",6,"An2","dolphin","animal","naive","notEnglish",0
"1520",4,"An2","cat","animal","naive","notEnglish",2.7725887
"1521",4,"An2","beaver","animal","naive","notEnglish",0
"1522",7,"An2","elephant","animal","naive","notEnglish",0.6931472
"1523",1,"An2","apricot","plant","naive","notEnglish",0
"1524",1,"An2","tortoise","animal","naive","notEnglish",0
"1525",3,"An2","goose","animal","naive","notEnglish",1.7917595
"1526",1,"An2","squid","animal","naive","notEnglish",0
"1527",3,"An2","lettuce","plant","naive","notEnglish",0
"1528",2,"An2","squirrel","animal","naive","notEnglish",0
"1529",1,"An2","cherry","plant","naive","notEnglish",0.6931472
"1530",7,"An2","whale","animal","naive","notEnglish",1.0986123
"1531",5,"An2","eagle","animal","naive","notEnglish",1.0986123
"1532",2,"An2","eggplant","plant","naive","notEnglish",0
"1533",1,"An2","hedgehog","animal","naive","notEnglish",0
"1534",2,"An2","kiwi","plant","naive","notEnglish",0
"1535",3,"An2","bat","animal","naive","notEnglish",2.1972246
"1536",1,"An2","blackberry","plant","naive","notEnglish",0.6931472
"1537",3,"An2","stork","animal","naive","notEnglish",0
"1538",7,"An2","reindeer","animal","naive","notEnglish",0
"1539",4,"An2","cucumber","plant","naive","notEnglish",0
"1540",2,"Mn","bat","animal","notNaive","English",2.1972246
"1541",2,"Mn","mouse","animal","notNaive","English",1.9459101
"1542",4,"Mn","goat","animal","notNaive","English",1.9459101
"1543",4,"Mn","pig","animal","notNaive","English",2.7725887
"1544",3,"Mn","bunny","animal","notNaive","English",0
"1545",1,"Mn","cherry","plant","notNaive","English",0.6931472
"1546",5,"Mn","lion","animal","notNaive","English",1.0986123
"1547",4,"Mn","reindeer","animal","notNaive","English",0
"1548",3,"Mn","swan","animal","notNaive","English",1.3862944
"1549",3,"Mn","leek","plant","notNaive","English",0
"1550",4,"Mn","donkey","animal","notNaive","English",0
"1551",1,"Mn","blueberry","plant","notNaive","English",0
"1552",2,"Mn","cucumber","plant","notNaive","English",0
"1553",5,"Mn","horse","animal","notNaive","English",3.3322045
"1554",4,"Mn","sheep","animal","notNaive","English",2.3025851
"1555",6,"Mn","elephant","animal","notNaive","English",0.6931472
"1556",3,"Mn","beaver","animal","notNaive","English",0
"1557",1,"Mn","apricot","plant","notNaive","English",0
"1558",2,"Mn","squirrel","animal","notNaive","English",0
"1559",1,"Mn","potato","plant","notNaive","English",0
"1560",1,"Mn","butterfly","animal","notNaive","English",0
"1561",2,"Mn","beetroot","plant","notNaive","English",0
"1562",2,"Mn","carrot","plant","notNaive","English",0.6931472
"1563",2,"Mn","pigeon","animal","notNaive","English",1.0986123
"1564",1,"Mn","paprika","plant","notNaive","English",0
"1565",3,"Mn","pineapple","plant","notNaive","English",0
"1566",1,"Mn","wasp","animal","notNaive","English",1.3862944
"1567",2,"Mn","orange","plant","notNaive","English",1.3862944
"1568",4,"Mn","melon","plant","notNaive","English",1.0986123
