"","Word","Onset1Type","Onset2Type","VowelType","ConsonantType","Obstruent","Nsyll","Stress","Voice"
"817","kruip","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"818","neus","None","Sonorant","long","None","S",1,"F","voiced"
"819","flits","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"820","specht","Obstruent","Obstruent","short","Obstruent","T",1,"F","voiceless"
"821","kracht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"822","lob","None","Sonorant","short","None","P",1,"F","voiced"
"823","neet","None","Sonorant","long","None","T",1,"F","voiceless"
"824","tut","None","Obstruent","short","None","T",1,"F","voiceless"
"825","kout","None","Obstruent","long","None","T",1,"F","voiceless"
"826","zwans","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiced"
"827","jog","None","Sonorant","short","None","X",1,"F","voiced"
"828","grint","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"829","kris","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"830","juich","None","Sonorant","long","None","X",1,"F","voiceless"
"831","fregat","None","Obstruent","short","None","T",2,"F","voiceless"
"832","fout","None","Obstruent","long","None","T",1,"F","voiceless"
"833","vast","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"834","tapijt","None","Obstruent","long","None","T",2,"F","voiceless"
"835","bloed","Obstruent","Sonorant","iuy","None","T",1,"F","voiced"
"836","schoof","Obstruent","Obstruent","long","None","F",1,"F","voiced"
"837","snuf","Obstruent","Sonorant","short","None","F",1,"F","voiceless"
"838","ravot","None","Obstruent","short","None","T",2,"F","voiceless"
"839","ges","None","Obstruent","short","None","S",1,"F","voiceless"
"840","poot","None","Obstruent","long","None","T",1,"F","voiceless"
"841","duit","None","Obstruent","long","None","T",1,"F","voiceless"
"842","doos","None","Obstruent","long","None","S",1,"F","voiced"
"843","klucht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"844","bult","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"845","port","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"846","damp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"847","tast","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"848","griend","Obstruent","Sonorant","iuy","Sonorant","T",1,"F","voiced"
"849","schets","Obstruent","Obstruent","short","Obstruent","S",1,"F","voiceless"
"850","nijp","None","Sonorant","long","None","P",1,"F","voiceless"
"851","drop","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"852","wis","None","Sonorant","short","None","S",1,"F","voiceless"
"853","prijs","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"854","vlecht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"855","tuf","None","Obstruent","short","None","F",1,"F","voiceless"
"856","tres","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"857","schraap","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"858","haas","None","Obstruent","long","None","S",1,"F","voiced"
"859","gaap","None","Obstruent","long","None","P",1,"F","voiceless"
"860","flos","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"861","rups","None","Sonorant","short","Obstruent","S",1,"F","voiceless"
"862","kots","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"863","surrogaat","None","Obstruent","long","None","T",3,"F","voiceless"
"864","meld","None","Sonorant","short","Sonorant","T",1,"F","voiced"
"865","keet","None","Obstruent","long","None","T",1,"F","voiceless"
"866","mist","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"867","reet","None","Sonorant","long","None","T",1,"F","voiceless"
"868","fiks","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"869","tomaat","None","Sonorant","long","None","T",2,"F","voiceless"
"870","arts","None","None","short","Obstruent","S",1,"F","voiceless"
"871","kast","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"872","wiep","None","Sonorant","iuy","None","P",1,"F","voiceless"
"873","sax","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"874","bras","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"875","zwamp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"876","kof","None","Obstruent","short","None","F",1,"F","voiceless"
"877","raag","None","Sonorant","long","None","X",1,"F","voiced"
"878","beschuit","Obstruent","Obstruent","long","None","T",2,"F","voiceless"
"879","bips","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"880","sluis","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"881","feut","None","Obstruent","long","None","T",1,"F","voiceless"
"882","boeg","None","Obstruent","iuy","None","X",1,"F","voiced"
"883","braaf","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"884","gids","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"885","kwab","Obstruent","Sonorant","short","None","P",1,"F","voiced"
"886","fust","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"887","zucht","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"888","smous","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"889","smaad","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"890","leep","None","Sonorant","long","None","P",1,"F","voiceless"
"891","mep","None","Sonorant","short","None","P",1,"F","voiceless"
"892","mecenas","None","Sonorant","short","None","S",3,"P","voiceless"
"893","krijs","Obstruent","Sonorant","long","None","S",1,"F","voiceless"
"894","haag","None","Obstruent","long","None","X",1,"F","voiced"
"895","wig","None","Sonorant","short","None","X",1,"F","voiced"
"896","thesis","None","Obstruent","short","None","S",2,"P","voiceless"
"897","las","None","Sonorant","short","None","S",1,"F","voiceless"
"898","delf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"899","krijt","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"900","sluip","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"901","klets","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"902","race","None","Sonorant","long","None","S",1,"F","voiceless"
"903","slacht","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"904","beurt","None","Obstruent","long","Sonorant","T",1,"F","voiceless"
"905","hits","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"906","jat","None","Sonorant","short","None","T",1,"F","voiceless"
"907","nors","None","Sonorant","short","Sonorant","S",1,"F","voiceless"
"908","lat","None","Sonorant","short","None","T",1,"F","voiceless"
"909","klep","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"910","schijf","Obstruent","Obstruent","long","None","F",1,"F","voiced"
"911","rots","None","Sonorant","short","Obstruent","S",1,"F","voiceless"
"912","test","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"913","tsjirp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"914","kat","None","Obstruent","short","None","T",1,"F","voiceless"
"915","brems","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiced"
"916","heb","None","Obstruent","short","None","P",1,"F","voiced"
"917","laks","None","Sonorant","short","Obstruent","S",1,"F","voiceless"
"918","brief","Obstruent","Sonorant","iuy","None","F",1,"F","voiced"
"919","framboos","None","Obstruent","long","None","S",2,"F","voiced"
"920","smurf","Obstruent","Sonorant","short","Sonorant","F",1,"F","voiceless"
"921","schaaf","Obstruent","Obstruent","long","None","F",1,"F","voiced"
"922","laag","None","Sonorant","long","None","X",1,"F","voiced"
"923","wicht","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"924","reef","None","Sonorant","long","None","F",1,"F","voiced"
"925","grot","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"926","kaart","None","Obstruent","long","Sonorant","T",1,"F","voiceless"
"927","reus","None","Sonorant","long","None","S",1,"F","voiced"
"928","schend","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiced"
"929","klamp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"930","rep","None","Sonorant","short","None","P",1,"F","voiceless"
"931","wad","None","Sonorant","short","None","T",1,"F","voiced"
"932","stat","Obstruent","Obstruent","short","None","T",1,"F","voiceless"
"933","rug","None","Sonorant","short","None","X",1,"F","voiced"
"934","echt","None","None","short","Obstruent","T",1,"F","voiceless"
"935","voogd","None","Obstruent","long","Obstruent","T",1,"F","voiced"
"936","prof","Obstruent","Sonorant","short","None","F",1,"F","voiceless"
"937","loop","None","Sonorant","long","None","P",1,"F","voiceless"
"938","smoes","Obstruent","Sonorant","iuy","None","S",1,"F","voiced"
"939","bed","None","Obstruent","short","None","T",1,"F","voiced"
"940","stip","Obstruent","Obstruent","short","None","P",1,"F","voiceless"
"941","rijs","None","Sonorant","long","None","S",1,"F","voiced"
"942","atleet","None","Sonorant","long","None","T",2,"F","voiceless"
"943","brits","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"944","koet","None","Obstruent","iuy","None","T",1,"F","voiceless"
"945","stout","Obstruent","Obstruent","long","None","T",1,"F","voiceless"
"946","flap","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"947","stoet","Obstruent","Obstruent","iuy","None","T",1,"F","voiceless"
"948","golf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"949","wond","None","Sonorant","short","Sonorant","T",1,"F","voiced"
"950","demp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"951","sijs","None","Obstruent","long","None","S",1,"F","voiced"
"952","vraat","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"953","snib","Obstruent","Sonorant","short","None","P",1,"F","voiced"
"954","vlieg","Obstruent","Sonorant","iuy","None","X",1,"F","voiced"
"955","leg","None","Sonorant","short","None","X",1,"F","voiced"
"956","nuf","None","Sonorant","short","None","F",1,"F","voiceless"
"957","lomp","None","Sonorant","short","Sonorant","P",1,"F","voiceless"
"958","koets","None","Obstruent","iuy","Obstruent","S",1,"F","voiceless"
"959","krab","Obstruent","Sonorant","short","None","P",1,"F","voiced"
"960","wilg","None","Sonorant","short","Sonorant","X",1,"F","voiced"
"961","argus","None","Obstruent","short","None","S",2,"P","voiceless"
"962","schud","Obstruent","Obstruent","short","None","T",1,"F","voiced"
"963","bit","None","Obstruent","short","None","T",1,"F","voiceless"
"964","spurt","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiceless"
"965","tuig","None","Obstruent","long","None","X",1,"F","voiced"
"966","quiz","Obstruent","Sonorant","short","None","S",1,"F","voiced"
"967","kit","None","Obstruent","short","None","T",1,"F","voiceless"
"968","leb","None","Sonorant","short","None","P",1,"F","voiced"
"969","idioot","None","Sonorant","long","None","T",3,"F","voiceless"
"970","frees","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"971","kop","None","Obstruent","short","None","P",1,"F","voiceless"
"972","klos","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"973","tulp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"974","kalf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"975","jaap","None","Sonorant","long","None","P",1,"F","voiceless"
"976","ducht","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"977","pis","None","Obstruent","short","None","S",1,"F","voiceless"
"978","knip","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"979","fits","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"980","kost","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"981","kapot","None","Obstruent","short","None","T",2,"F","voiceless"
"982","slap","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"983","kap","None","Obstruent","short","None","P",1,"F","voiceless"
"984","golf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"985","loep","None","Sonorant","iuy","None","P",1,"F","voiceless"
"986","sport","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiceless"
"987","trip","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"988","vreemd","Obstruent","Sonorant","long","Sonorant","T",1,"F","voiced"
"989","beid","None","Obstruent","long","None","T",1,"F","voiced"
"990","voois","None","Obstruent","long","Sonorant","S",1,"F","voiced"
"991","gras","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"992","minuut","None","Sonorant","iuy","None","T",2,"F","voiceless"
"993","geus","None","Obstruent","long","None","S",1,"F","voiced"
"994","raket","None","Obstruent","short","None","T",2,"F","voiceless"
"995","gaas","None","Obstruent","long","None","S",1,"F","voiced"
"996","fruit","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"997","dwaas","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"998","tod","None","Obstruent","short","None","T",1,"F","voiced"
"999","frons","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1000","heers","None","Obstruent","long","Sonorant","S",1,"F","voiceless"
"1001","bies","None","Obstruent","iuy","None","S",1,"F","voiced"
"1002","document","None","Sonorant","short","Sonorant","T",3,"F","voiceless"
"1003","dut","None","Obstruent","short","None","T",1,"F","voiceless"
"1004","vijs","None","Obstruent","long","None","S",1,"F","voiced"
"1005","derf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"1006","band","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1007","scherp","Obstruent","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1008","minaret","None","Sonorant","short","None","T",3,"F","voiceless"
"1009","vocht","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1010","klaag","Obstruent","Sonorant","long","None","X",1,"F","voiced"
"1011","pond","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1012","wuft","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1013","vos","None","Obstruent","short","None","S",1,"F","voiceless"
"1014","does","None","Obstruent","iuy","None","S",1,"F","voiced"
"1015","hert","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1016","koeskoes","None","Obstruent","iuy","None","S",2,"P","voiced"
"1017","schap","Obstruent","Obstruent","short","None","P",1,"F","voiceless"
"1018","bruut","Obstruent","Sonorant","iuy","None","T",1,"F","voiceless"
"1019","schrans","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1020","schuit","Obstruent","Obstruent","long","None","T",1,"F","voiceless"
"1021","scalp","Obstruent","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1022","vis","None","Obstruent","short","None","S",1,"F","voiceless"
"1023","kajuit","None","Sonorant","long","None","T",2,"F","voiceless"
"1024","les","None","Sonorant","short","None","S",1,"F","voiceless"
"1025","snap","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1026","ruig","None","Sonorant","long","None","X",1,"F","voiced"
"1027","dis","None","Obstruent","short","None","S",1,"F","voiceless"
"1028","smart","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1029","arrest","None","Sonorant","short","Obstruent","T",2,"F","voiceless"
"1030","sprits","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1031","prent","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1032","das","None","Obstruent","short","None","S",1,"F","voiceless"
"1033","woord","None","Sonorant","long","Sonorant","T",1,"F","voiced"
"1034","garf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"1035","zet","None","Obstruent","short","None","T",1,"F","voiceless"
"1036","troep","Obstruent","Sonorant","iuy","None","P",1,"F","voiceless"
"1037","tors","None","Obstruent","short","Sonorant","S",1,"F","voiceless"
"1038","schroot","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1039","eland","None","Sonorant","short","Sonorant","T",2,"P","voiced"
"1040","akkoord","None","Obstruent","long","Sonorant","T",2,"F","voiced"
"1041","schat","Obstruent","Obstruent","short","None","T",1,"F","voiceless"
"1042","koot","None","Obstruent","long","None","T",1,"F","voiceless"
"1043","neut","None","Sonorant","long","None","T",1,"F","voiceless"
"1044","fint","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1045","boos","None","Obstruent","long","None","S",1,"F","voiced"
"1046","blaas","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"1047","end","None","None","short","Sonorant","T",1,"F","voiced"
"1048","tuit","None","Obstruent","long","None","T",1,"F","voiceless"
"1049","saus","None","Obstruent","long","None","S",1,"F","voiced"
"1050","waag","None","Sonorant","long","None","X",1,"F","voiced"
"1051","lees","None","Sonorant","long","None","S",1,"F","voiced"
"1052","git","None","Obstruent","short","None","T",1,"F","voiceless"
"1053","lijs","None","Sonorant","long","None","S",1,"F","voiced"
"1054","kijf","None","Obstruent","long","None","F",1,"F","voiced"
"1055","breed","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"1056","klaas","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"1057","moment","None","Sonorant","short","Sonorant","T",2,"F","voiceless"
"1058","boodschap","Obstruent","Obstruent","short","None","P",2,"P","voiceless"
"1059","ris","None","Sonorant","short","None","S",1,"F","voiceless"
"1060","woerd","None","Sonorant","iuy","Sonorant","T",1,"F","voiced"
"1061","intellect","None","Sonorant","short","Obstruent","T",3,"F","voiceless"
"1062","slag","Obstruent","Sonorant","short","None","X",1,"F","voiced"
"1063","glis","Obstruent","Sonorant","short","None","S",1,"F","voiceless"
"1064","knoest","Obstruent","Sonorant","iuy","Obstruent","T",1,"F","voiceless"
"1065","as","None","None","short","None","S",1,"F","voiceless"
"1066","bef","None","Obstruent","short","None","F",1,"F","voiceless"
"1067","status","None","Obstruent","short","None","S",2,"P","voiceless"
"1068","kuit","None","Obstruent","long","None","T",1,"F","voiceless"
"1069","kalief","None","Sonorant","iuy","None","F",2,"F","voiceless"
"1070","troop","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"1071","graas","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"1072","seks","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1073","fluit","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1074","dump","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1075","stroef","Obstruent","Sonorant","iuy","None","F",1,"F","voiced"
"1076","muf","None","Sonorant","short","None","F",1,"F","voiceless"
"1077","cijns","None","Obstruent","long","Sonorant","S",1,"F","voiced"
"1078","muis","None","Sonorant","long","None","S",1,"F","voiced"
"1079","gans","None","Obstruent","short","Sonorant","S",1,"F","voiced"
"1080","kleef","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1081","stans","Obstruent","Obstruent","short","Sonorant","S",1,"F","voiceless"
"1082","zoet","None","Obstruent","iuy","None","T",1,"F","voiceless"
"1083","nat","None","Sonorant","short","None","T",1,"F","voiceless"
"1084","worg","None","Sonorant","short","Sonorant","X",1,"F","voiced"
"1085","albatros","Obstruent","Sonorant","short","None","S",3,"A","voiceless"
"1086","kameraad","None","Sonorant","long","None","T",3,"F","voiced"
"1087","post","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1088","loot","None","Sonorant","long","None","T",1,"F","voiceless"
"1089","eind","None","None","long","Sonorant","T",1,"F","voiced"
"1090","hoest","None","Obstruent","iuy","Obstruent","T",1,"F","voiceless"
"1091","iep","None","None","iuy","None","P",1,"F","voiceless"
"1092","hemd","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1093","romp","None","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1094","brood","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"1095","dood","None","Obstruent","long","None","T",1,"F","voiced"
"1096","zijg","None","Obstruent","long","None","X",1,"F","voiced"
"1097","juist","None","Sonorant","long","Obstruent","T",1,"F","voiceless"
"1098","druif","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1099","schulp","Obstruent","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1100","stipt","Obstruent","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1101","kapucines","None","Sonorant","short","None","S",4,"P","voiceless"
"1102","trompet","None","Obstruent","short","None","T",2,"F","voiceless"
"1103","knot","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1104","fat","None","Obstruent","short","None","T",1,"F","voiceless"
"1105","korst","None","Obstruent","short","Obstruent","T",1,"F","voiceless"
"1106","vaars","None","Obstruent","long","Sonorant","S",1,"F","voiced"
"1107","kluis","Obstruent","Sonorant","long","None","S",1,"F","voiced"
"1108","klomp","Obstruent","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1109","evident","None","Obstruent","short","Sonorant","T",3,"F","voiceless"
"1110","loods","None","Sonorant","long","Obstruent","S",1,"F","voiceless"
"1111","budget","Obstruent","Sonorant","short","None","T",2,"F","voiceless"
"1112","tarbot","None","Obstruent","short","None","T",2,"F","voiceless"
"1113","loet","None","Sonorant","iuy","None","T",1,"F","voiceless"
"1114","druip","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"1115","sprot","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1116","kloof","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1117","verdriet","Obstruent","Sonorant","iuy","None","T",2,"F","voiceless"
"1118","flans","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1119","grijp","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"1120","recht","None","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1121","loef","None","Sonorant","iuy","None","F",1,"F","voiced"
"1122","vroeg","Obstruent","Sonorant","iuy","None","X",1,"F","voiced"
"1123","snuif","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1124","topaas","None","Obstruent","long","None","S",2,"F","voiced"
"1125","scheld","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiced"
"1126","karaf","None","Sonorant","short","None","F",2,"F","voiceless"
"1127","stand","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiced"
"1128","schep","Obstruent","Obstruent","short","None","P",1,"F","voiceless"
"1129","hoes","None","Obstruent","iuy","None","S",1,"F","voiced"
"1130","ruis","None","Sonorant","long","None","S",1,"F","voiced"
"1131","geld","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1132","juut","None","Sonorant","iuy","None","T",1,"F","voiceless"
"1133","kroot","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1134","schild","Obstruent","Obstruent","short","Sonorant","T",1,"F","voiced"
"1135","twist","Obstruent","Sonorant","short","Obstruent","T",1,"F","voiceless"
"1136","matroos","Obstruent","Sonorant","long","None","S",2,"F","voiced"
"1137","vief","None","Obstruent","iuy","None","F",1,"F","voiced"
"1138","eed","None","None","long","None","T",1,"F","voiced"
"1139","krols","Obstruent","Sonorant","short","Sonorant","S",1,"F","voiceless"
"1140","patat","None","Obstruent","short","None","T",2,"F","voiceless"
"1141","glas","Obstruent","Sonorant","short","None","S",1,"F","voiced"
"1142","part","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1143","driest","Obstruent","Sonorant","iuy","Obstruent","T",1,"F","voiceless"
"1144","kluut","Obstruent","Sonorant","iuy","None","T",1,"F","voiceless"
"1145","els","None","None","short","Sonorant","S",1,"F","voiced"
"1146","ons","None","None","short","Sonorant","S",1,"F","voiced"
"1147","bolus","None","Sonorant","short","None","S",2,"P","voiceless"
"1148","graaf","Obstruent","Sonorant","long","None","F",1,"F","voiced"
"1149","zaad","None","Obstruent","long","None","T",1,"F","voiced"
"1150","wisent","None","Obstruent","short","Sonorant","T",2,"F","voiceless"
"1151","reep","None","Sonorant","long","None","P",1,"F","voiceless"
"1152","vleet","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1153","weg","None","Sonorant","short","None","X",1,"F","voiced"
"1154","stoot","Obstruent","Obstruent","long","None","T",1,"F","voiceless"
"1155","duid","None","Obstruent","long","None","T",1,"F","voiced"
"1156","taks","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1157","zeeg","None","Obstruent","long","None","X",1,"F","voiced"
"1158","splijt","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1159","matras","Obstruent","Sonorant","short","None","S",2,"F","voiceless"
"1160","geut","None","Obstruent","long","None","T",1,"F","voiceless"
"1161","vlet","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1162","draad","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"1163","beemd","None","Obstruent","long","Sonorant","T",1,"F","voiced"
"1164","nut","None","Sonorant","short","None","T",1,"F","voiceless"
"1165","zomp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1166","greep","Obstruent","Sonorant","long","None","P",1,"F","voiceless"
"1167","sfinx","Obstruent","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1168","lamp","None","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1169","turf","None","Obstruent","short","Sonorant","F",1,"F","voiced"
"1170","stut","Obstruent","Obstruent","short","None","T",1,"F","voiceless"
"1171","snip","Obstruent","Sonorant","short","None","P",1,"F","voiceless"
"1172","papyrus","None","Sonorant","short","None","S",3,"P","voiceless"
"1173","bloes","Obstruent","Sonorant","iuy","None","S",1,"F","voiced"
"1174","stag","Obstruent","Obstruent","short","None","X",1,"F","voiced"
"1175","werp","None","Sonorant","short","Sonorant","P",1,"F","voiceless"
"1176","klant","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1177","sproet","Obstruent","Sonorant","iuy","None","T",1,"F","voiceless"
"1178","vijand","None","Sonorant","short","Sonorant","T",2,"P","voiced"
"1179","keg","None","Obstruent","short","None","X",1,"F","voiced"
"1180","atlas","None","Sonorant","short","None","S",2,"P","voiceless"
"1181","nijg","None","Sonorant","long","None","X",1,"F","voiced"
"1182","flageolet","None","Sonorant","short","None","T",4,"F","voiceless"
"1183","groot","Obstruent","Sonorant","long","None","T",1,"F","voiceless"
"1184","steeg","Obstruent","Obstruent","long","None","X",1,"F","voiced"
"1185","duts","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1186","kievit","None","Obstruent","short","None","T",2,"P","voiceless"
"1187","loens","None","Sonorant","iuy","Sonorant","S",1,"F","voiceless"
"1188","krant","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1189","fornuis","None","Sonorant","long","None","S",2,"F","voiced"
"1190","gips","None","Obstruent","short","Obstruent","S",1,"F","voiceless"
"1191","vlot","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1192","kloef","Obstruent","Sonorant","iuy","None","F",1,"F","voiceless"
"1193","homp","None","Obstruent","short","Sonorant","P",1,"F","voiceless"
"1194","strijd","Obstruent","Sonorant","long","None","T",1,"F","voiced"
"1195","keurs","None","Obstruent","long","Sonorant","S",1,"F","voiced"
"1196","verras","None","Sonorant","short","None","S",2,"F","voiceless"
"1197","orkest","None","Obstruent","short","Obstruent","T",2,"F","voiceless"
"1198","saucijs","None","Obstruent","long","None","S",2,"F","voiced"
"1199","gort","None","Obstruent","short","Sonorant","T",1,"F","voiceless"
"1200","spijt","Obstruent","Obstruent","long","None","T",1,"F","voiceless"
"1201","milt","None","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1202","bos","None","Obstruent","short","None","S",1,"F","voiceless"
"1203","nimf","None","Sonorant","short","Sonorant","F",1,"F","voiceless"
"1204","avond","None","Obstruent","short","Sonorant","T",2,"P","voiced"
"1205","wijs","None","Sonorant","long","None","S",1,"F","voiced"
"1206","zus","None","Obstruent","short","None","S",1,"F","voiceless"
"1207","frats","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1208","root","None","Sonorant","long","None","T",1,"F","voiceless"
"1209","klont","Obstruent","Sonorant","short","Sonorant","T",1,"F","voiceless"
"1210","stoep","Obstruent","Obstruent","iuy","None","P",1,"F","voiceless"
"1211","fret","Obstruent","Sonorant","short","None","T",1,"F","voiceless"
"1212","meers","None","Sonorant","long","Sonorant","S",1,"F","voiceless"
"1213","aas","None","None","long","None","S",1,"F","voiced"
"1214","hord","None","Obstruent","short","Sonorant","T",1,"F","voiced"
"1215","poog","None","Obstruent","long","None","X",1,"F","voiced"
"1216","flox","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1217","blits","Obstruent","Sonorant","short","Obstruent","S",1,"F","voiceless"
"1218","duld","None","Obstruent","short","Sonorant","T",1,"F","voiced"
