"","Verb","WrittenFrequency","FamilySize","LengthInLetters","VerbalSynsets","MeanBigramFrequency","NcountStem","Regularity","InflectionalEntropy","Auxiliary","Valency","NVratio","WrittenSpokenRatio"
"416","letten",8.02420748577858,2.39789527279837,3,3,14.53,22,"regular",1.95831,"hebben",2,-8.02420748577858,0.517651588836391
"417","slikken",7.6434829070772,2.07944154167984,4,2,13.6,10,"regular",2.14591,"hebben",3,-4.14697534561072,2.10413415427021
"418","blinken",6.50428817353665,1.6094379124341,5,1,13.68,8,"irregular",2.51179,"hebben",3,-5.8111409929767,0.693147180559945
"419","drogen",7.29301767977278,3.8286413964891,5,2,13.83,4,"regular",2.50854,"zijnheb",2,-7.29301767977278,-2.70197115502583
"420","gluren",6.22851100359118,1.38629436111989,5,1,12.77,0,"regular",2.26302,"hebben",3,-6.22851100359118,2.39789527279837
"421","morsen",5.36129216570943,1.79175946922805,4,1,13.95,9,"regular",2.59563,"hebben",2,-5.36129216570943,1.6094379124341
"422","roeien",6.28785856016178,2.63905732961526,4,4,13.26,13,"regular",1.79421,"zijnheb",4,-6.28785856016178,2.07944154167984
"423","schreeuwen",8.43076346341785,2.70805020110221,8,6,13.23,0,"regular",2.16764,"hebben",6,-2.50918504377403,0.798507696217772
"424","huilen",8.42967259388674,2.77258872223978,4,2,13.5,13,"regular",2.33042,"hebben",3,-8.42967259388674,2.16645291866947
"425","stompen",5.09375020080676,2.39789527279837,5,1,13.32,6,"regular",2.43111,"hebben",1,0.0823995317670665,-1.20397280432594
"426","denken",10.9774484777631,4.59511985013459,4,6,14.73,8,"irregular",2.26009,"hebben",10,-10.9774484777631,-0.737590761264249
"427","knoeien",5.28320372873799,2.30258509299405,5,3,12.86,2,"regular",2.08512,"hebben",4,-1.59432427462405,-1.46633706879343
"428","zitten",10.7322795159374,4.29045944114839,3,9,14.47,17,"irregular",1.75881,"zijnheb",18,-1.44525591919031,-3.04626115625203
"429","snoeien",4.95582705760126,2.07944154167984,5,2,12.89,7,"regular",2.31589,"hebben",2,-3.56953269648137,1.87180217690159
"430","snauwen",6.5792512120101,1.79175946922805,5,1,12.32,1,"regular",1.29137,"hebben",2,-3.3603753871419,0.916290731874155
"431","klimmen",7.64778604544093,3.09104245335832,4,2,13.02,11,"irregular",2.2721,"zijnheb",5,-3.18187792678635,0.619039208406224
"432","schaven",4.79579054559674,2.94443897916644,6,6,13.66,5,"regular",2.55692,"hebben",3,-2.59856596826052,-0.405465108108164
"433","sarren",4.53259949315326,0.693147180559945,3,1,13.69,15,"regular",2.19909,"hebben",1,-4.53259949315326,0.693147180559945
"434","lonken",4.33073334028633,0.693147180559945,4,1,13.45,12,"regular",2.65706,"hebben",1,-4.33073334028633,0.693147180559945
"435","rennen",8.21824792668574,3.09104245335832,3,1,14.88,24,"regular",2.17089,"zijnheb",3,-4.34704691577785,0.416893803931787
"436","folteren",4.9416424226093,1.94591014905531,6,1,13.29,3,"regular",2.61302,"hebben",1,-4.9416424226093,1.38629436111989
"437","beuken",5.66296048013595,2.99573227355399,4,1,13.39,10,"regular",2.58738,"hebben",2,-0.379756751397958,-1.67397643357167
"438","kiezen",8.9300972286214,4.39444915467244,4,3,13.85,15,"irregular",2.15145,"hebben",5,-2.94616094793421,0.527754685866438
"439","spoelen",6.50578406012823,3.40119738166216,5,4,13.47,5,"regular",2.30204,"zijnheb",6,-2.03987594147365,0.82098055206983
"440","merken",9.1465482388884,3.80666248977032,4,2,14.2,8,"regular",2.18895,"hebben",2,-2.75966891952576,0.106582262908148
"441","winnen",8.12681372072611,4.53259949315326,3,6,14.63,21,"irregular",2.17569,"hebben",8,-8.12681372072611,0.559615787935423
"442","mogen",10.3133430089456,0.693147180559945,3,3,13.8,14,"irregular",1.74295,"hebben",5,-10.3133430089456,-0.065628043671353
"443","mogen",10.3133430089456,0.693147180559945,3,3,13.8,14,"irregular",1.74295,"hebben",5,-10.3133430089456,-0.065628043671353
"444","walsen",4.43081679884331,1.94591014905531,4,2,14.07,11,"regular",2.20349,"hebben",3,0.745332933730515,-0.51082562376599
"445","vriezen",6.18001665365257,3.36729582998647,5,2,14.03,8,"irregular",2.0081,"zijnheb",3,-6.18001665365257,4.14313472639153
"446","vriezen",6.18001665365257,3.36729582998647,5,2,14.03,8,"irregular",2.0081,"zijnheb",3,-6.18001665365257,4.14313472639153
"447","brommen",6.37161184723186,2.56494935746154,4,5,13.44,12,"regular",2.02574,"hebben",3,-3.48124008933569,0.287682072451781
"448","hikken",4.76217393479776,1.09861228866811,3,1,14.08,19,"regular",2.33872,"hebben",2,-0.418368512944072,-0.51082562376599
"449","kotsen",5.41164605185504,1.38629436111989,4,2,13.52,7,"regular",2.15643,"hebben",1,-1.80072813921082,0.538996500732687
"450","zuipen",5.47227067367148,2.30258509299405,4,2,12.7,4,"irregular",2.23234,"hebben",3,-3.86283276123737,0.470003629245735
"451","pachten",3.66356164612965,2.77258872223978,5,1,13.65,9,"regular",2.19971,"hebben",1,0.961411167154624,-1.25276296849537
"452","trouwen",8.29579811063615,3.76120011569356,5,3,13.04,2,"regular",1.92693,"zijnheb",2,-1.29273265184968,-1.99655388187407
"453","schelen",7.01750614294126,1.38629436111989,6,3,14.27,5,"regular",1.58907,"hebben",8,-7.01750614294126,-1.38629436111989
"454","richten",9.02280524812934,4.30406509320417,5,7,13.84,7,"regular",2.33875,"hebben",11,-9.02280524812934,1.78835231090644
"455","dolen",4.77068462446567,2.07944154167984,4,3,13.91,14,"regular",2.51687,"hebben",1,-2.82477447541035,0.693147180559945
"456","klauwen",5.09375020080676,2.07944154167984,5,3,12.56,4,"regular",2.77228,"hebben",4,0.882600708491172,-0.405465108108164
"457","smakken",5.6937321388027,1.94591014905531,4,3,13.16,4,"regular",2.49627,"zijnheb",3,-0.957533690408204,-1.09861228866811
"458","pletten",4.85203026391962,1.09861228866811,4,2,13.99,10,"regular",2.18139,"hebben",2,-4.85203026391962,1.38629436111989
"459","dopen",6.18620862390049,3.40119738166216,4,3,13.99,15,"regular",1.80106,"hebben",4,-0.246037371180062,-0.559615787935423
"460","slurpen",5.18178355029209,1.38629436111989,5,1,12.57,2,"regular",2.57543,"hebben",3,-4.08317126162398,0.916290731874155
"461","hechten",7.09589322109753,2.56494935746154,5,8,14.21,3,"regular",2.19304,"hebben",7,-7.09589322109753,0.0339015516756813
"462","steken",9.28479828289419,4.18965474202643,5,11,14.33,8,"irregular",1.98506,"hebben",17,-1.81172919486199,-0.9729860755507
"463","wedden",5.96357934361845,3.76120011569356,3,1,14.14,14,"regular",1.56072,"hebben",3,-3.39862998615691,2.058388132482
"464","pleiten",6.83195356556585,2.19722457733622,5,3,13.73,2,"regular",2.23801,"hebben",5,-2.27807667396531,-0.199128675110336
"465","likken",6.73578001424233,2.63905732961526,3,4,13.82,21,"regular",2.31348,"hebben",3,-2.53108739485136,0.887303195000903
"466","plakken",6.9027427371586,3.17805383034795,4,3,13.23,12,"regular",2.30811,"hebben",5,-0.771516247675452,-0.90078654533819
"467","toeteren",5.18178355029209,1.09861228866811,6,0,14.56,4,"regular",2.64074,"hebben",2,-5.18178355029209,-0.287682072451781
"468","buigen",8.081784206935,3.09104245335832,4,5,13.36,10,"irregular",2.39089,"zijnheb",5,-8.081784206935,1.89085037187229
"469","poetsen",6.5191472879404,2.63905732961526,5,1,13.61,4,"regular",2.28942,"hebben",2,-2.66899968623034,0.693147180559945
"470","kammen",5.91889385427315,2.99573227355399,3,1,13.24,24,"regular",2.15625,"hebben",2,-0.078252196899748,-0.45953232937844
"471","omarmen",5.18178355029209,0,5,0,13.65,0,"regular",2.35719,"hebben",1,-5.18178355029209,0.693147180559945
"472","monsteren",4.93447393313069,3.13549421592915,7,2,14.33,1,"regular",2.22374,"hebben",2,1.91034154607757,-2.11021320034659
"473","deugen",6.12905021006055,1.09861228866811,4,2,13.81,9,"regular",1.94322,"hebben",2,-6.12905021006055,1.70474809223843
"474","draaien",9.19532825185568,4.07753744390572,5,11,13.21,7,"regular",2.09655,"zijnheb",11,-3.39320987647862,0.754599959773609
"475","ritsen",4.26267987704132,1.38629436111989,4,1,13.6,12,"regular",1.92516,"hebben",3,0.66457380811589,-1.20397280432594
"476","wenken",6.54678541076052,1.38629436111989,4,1,14.26,9,"regular",1.67472,"hebben",2,-1.05784768460384,-1.09861228866811
"477","wekken",8.06211758275474,3.63758615972639,3,2,14.07,22,"regular",2.25843,"hebben",3,-8.06211758275474,0.8754687373539
"478","draven",6.01859321449623,2.56494935746154,5,2,13.59,6,"regular",2.33739,"hebben",2,-6.01859321449623,1.6094379124341
"479","schuwen",5.26785815906333,2.19722457733622,5,1,13.06,3,"regular",2.45338,"hebben",1,-5.26785815906333,-1.38629436111989
"480","knappen",6.00388706710654,2.39789527279837,4,2,12.73,9,"regular",2.29839,"zijnheb",1,-6.00388706710654,-3.43934914762653
"481","sterven",8.7833962321909,3.66356164612965,5,3,13.63,3,"irregular",2.26895,"zijn",5,-8.7833962321909,2.38482319123102
"482","schromen",4.23410650459726,1.94591014905531,7,1,13.49,1,"regular",2.38973,"hebben",2,1.03889305396649,-1.54044504094715
"483","kwetsen",6.4085287910595,2.07944154167984,5,2,13.67,2,"regular",2.3629,"hebben",3,-5.02223442993961,-0.693147180559945
"484","reppen",5.8636311755981,0.693147180559945,3,2,13.29,17,"regular",2.196,"hebben",2,-5.8636311755981,0
"485","kwakken",4.36944785246702,1.6094379124341,4,2,13.34,10,"regular",2.09545,"hebben",2,-1.03724334229182,-1.09861228866811
"486","schaffen",5.86078622346587,2.39789527279837,5,1,13.45,3,"regular",1.51714,"hebben",2,-5.86078622346587,-0.251314428280906
"487","vatten",7.52563997504154,3.87120101090789,3,3,14.76,19,"regular",1.96274,"hebben",3,-0.695846237529111,0.602175402354218
"488","waden",5.14749447681345,1.38629436111989,4,1,14.17,13,"regular",2.42901,"zijnheb",1,-5.14749447681345,1.09861228866811
"489","roven",5.36597601502185,3.68887945411394,4,1,13.37,11,"regular",2.44959,"hebben",2,-0.98394938034797,-0.693147180559945
"490","mesten",3.49650756146648,3.09104245335832,4,3,14.49,17,"regular",2.23629,"hebben",4,1.87413046666118,-3.58351893845611
"491","wieden",4.39444915467244,0.693147180559945,4,1,14.06,14,"regular",1.34159,"hebben",1,-4.39444915467244,0.693147180559945
"492","nemen",10.6853321878574,4.39444915467244,4,8,13.88,11,"irregular",2.25035,"hebben",14,-10.6853321878574,0.85534850766437
"493","kappen",5.70044357339069,3.73766961828337,3,8,13.09,21,"regular",2.42435,"hebben",6,-0.0340168852782545,-1.09861228866811
"494","turen",6.68461172766793,0.693147180559945,4,1,13.25,11,"regular",2.19628,"hebben",2,-6.68461172766793,2.70805020110221
"495","sproeien",4.7361984483945,2.07944154167984,6,2,13.18,1,"regular",2.50785,"hebben",2,-4.04305126783455,1.79175946922805
"496","gespen",4.29045944114839,1.79175946922805,4,1,13.78,3,"regular",2.0548,"hebben",2,0.497032301633655,0
"497","strijken",7.20785987143248,3.40119738166216,6,8,13.9,1,"irregular",2.16678,"zijnheb",10,-7.20785987143248,0.587786664902119
"498","krassen",6.01859321449623,2.39789527279837,4,3,13.5,11,"regular",2.81123,"hebben",4,-1.29120539578389,-0.8754687373539
"499","spelden",4.67282883446191,2.70805020110221,5,1,13.61,2,"regular",1.98734,"hebben",2,0.679029299014161,-1.67397643357167
"500","peuren",3.46573590279973,0.693147180559945,4,3,13.35,11,"regular",1.5978,"hebben",4,-2.77258872223978,0.693147180559945
"501","vragen",10.4358495938326,4.45434729625351,5,8,13.79,7,"regular",2.13826,"hebben",11,-0.524641918281377,-0.941871663133216
"502","vragen",10.4358495938326,4.45434729625351,5,8,13.79,7,"irregular",2.13826,"hebben",11,-0.524641918281377,-0.941871663133216
"503","maaien",5.43372200355424,2.19722457733622,4,2,13.23,17,"regular",2.58541,"hebben",6,-3.82428409112014,-0.287682072451781
"504","kraaien",5.64897423816121,2.07944154167984,5,2,12.91,8,"regular",2.42001,"hebben",3,0.239903720171674,-1.38629436111989
"505","wuiven",6.93828448401696,1.79175946922805,4,2,12.28,6,"regular",2.37173,"hebben",3,-6.93828448401696,2.83321334405622
"506","wuiven",6.93828448401696,1.79175946922805,4,2,12.28,6,"irregular",2.37173,"hebben",3,-6.93828448401696,2.83321334405622
"507","paaien",4.47733681447821,1.09861228866811,4,1,12.75,14,"regular",1.34451,"hebben",2,-3.09104245335832,0.693147180559945
"508","scheppen",5.86929691313377,3.63758615972639,5,4,13.71,5,"regular",2.08463,"hebben",4,-1.34750833608473,0.143100843640673
"509","lappen",5.21493575760899,3.58351893845611,3,6,13.19,21,"regular",2.18142,"hebben",6,1.08401348924696,-1.01160091167848
"510","schijnen",9.18717409394434,3.61091791264422,6,2,14.26,2,"irregular",1.79054,"hebben",8,-2.23540192954543,-0.815749502652278
"511","gapen",6.27852142416584,2.07944154167984,4,2,13.48,11,"regular",2.59922,"hebben",4,-5.5853742436059,1.79175946922805
"512","kleven",6.35957386867238,2.484906649788,5,1,13.48,4,"regular",2.42473,"hebben",5,-6.35957386867238,0
"513","wrijven",7.61233683716775,2.63905732961526,5,4,12.76,1,"irregular",2.12214,"hebben",6,-7.61233683716775,3.13549421592915
"514","horen",10.409521715566,3.49650756146648,4,7,14.37,16,"regular",2.3972,"hebben",11,-10.409521715566,-1.30802253555522
"515","zwerven",6.5410299991899,2.89037175789616,5,2,13.04,3,"irregular",2.67649,"hebben",4,-6.5410299991899,1.94591014905531
"516","stemmen",7.61529833982581,4.69134788222914,4,4,14,10,"regular",2.28528,"hebben",6,1.85686769005692,-2.20104867377462
"517","martelen",6.01859321449623,2.83321334405622,6,2,14.14,5,"regular",2.52859,"hebben",5,-6.01859321449623,2.19722457733622
"518","wegen",7.19218205871325,3.09104245335832,4,3,14.24,16,"irregular",2.25608,"hebben",3,-3.34203445700319,-0.22314355131421
"519","leunen",7.64204440287326,2.19722457733622,4,2,13.82,7,"regular",1.9803,"hebben",2,-7.64204440287326,1.44691898293633
"520","enten",5.10594547390058,5.45958551414416,3,2,15,7,"regular",1.38483,"hebben",4,-3.71965111278069,0
"521","smeden",5.69035945432406,2.30258509299405,5,3,13.7,6,"regular",2.16686,"hebben",4,-5.69035945432406,1.38629436111989
"522","pogen",6.75925527066369,2.30258509299405,4,1,13.33,12,"regular",2.36412,"hebben",1,-6.75925527066369,2.484906649788
"523","noemen",9.81749383936915,2.99573227355399,4,2,13.57,7,"regular",2.57313,"hebben",3,-9.81749383936915,0.153011727540128
"524","enteren",3.46573590279973,1.09861228866811,5,2,14.95,5,"regular",1.44764,"hebben",2,-1.38629436111989,-0.405465108108164
"525","sloven",4.70048036579242,2.19722457733622,5,1,13.22,7,"regular",2.2807,"hebben",1,-1.92789164355264,-0.405465108108164
"526","leuren",3.66356164612965,0.693147180559945,4,1,13.6,11,"regular",2.57247,"hebben",1,-3.66356164612965,1.09861228866811
"527","happen",5.91350300563827,2.07944154167984,3,3,13.58,19,"regular",2.48292,"hebben",4,0.117182254622993,-1.25276296849537
"528","leggen",9.80195304171183,4.65396035015752,3,5,13.84,16,"regular",2.27766,"hebben",10,-6.40075566004968,0.721136090462178
"529","melden",7.49164547360513,2.94443897916644,4,2,14.19,7,"regular",2.2356,"hebben",4,-7.49164547360513,1.38629436111989
"530","glijden",8.06902932877496,2.484906649788,5,1,13.45,0,"irregular",2.04841,"zijnheb",4,-8.06902932877496,0.693147180559946
"531","hullen",6.70808408385307,2.30258509299405,3,2,13.33,20,"regular",1.66816,"hebben",2,-4.06902675423781,0
"532","drijven",8.1199938277251,4.0943445622221,5,7,13.42,1,"irregular",2.49451,"zijnheb",11,-8.1199938277251,1.15267950993839
"533","zingen",8.35113860708615,3.09104245335832,4,3,14.3,12,"irregular",2.50444,"hebben",4,-8.35113860708615,-0.169076330043934
"534","schuilen",7.03878354138854,2.83321334405622,6,2,13.45,5,"regular",2.27651,"hebben",3,-7.03878354138854,2.07944154167984
"535","schuilen",7.03878354138854,2.83321334405622,6,2,13.45,5,"irregular",2.27651,"hebben",3,-7.03878354138854,2.07944154167984
"536","helpen",9.3716085195723,2.56494935746154,4,5,13.65,11,"irregular",2.0293,"hebben",8,-9.3716085195723,1.19392246847243
"537","openen",8.48673398393153,4.44265125649032,4,5,14.73,7,"regular",2.26084,"hebben",3,-8.48673398393153,-2.78767702189098
"538","kloppen",8.37816098272068,3.29583686600433,4,6,13.21,12,"regular",2.42892,"hebben",10,-4.30062353881496,0.475423696715075
"539","trekken",9.91076103650263,4.84418708645859,4,15,13.83,9,"irregular",2.08944,"zijnheb",14,-2.10977896524489,0.136040804229949
"540","vegen",7.4736371084962,2.83321334405622,4,3,14.38,13,"regular",2.03527,"hebben",9,-2.45635727168128,0.538996500732687
"541","zinken",6.6682282484174,2.99573227355399,4,1,14.01,13,"irregular",2.34321,"zijn",2,-2.66089506318493,0.22314355131421
"542","prijzen",4.15888308335967,4.56434819146784,5,2,13.34,3,"regular",1.47303,"hebben",4,4.22751781780654,-6.83625927727707
"543","schrijden",5.40267738187228,2.07944154167984,7,1,13.52,2,"irregular",2.09183,"zijnheb",1,-5.40267738187228,0.693147180559945
"544","prijzen",6.89467003943348,4.56434819146784,5,2,13.34,3,"irregular",2.47128,"hebben",4,1.49173086173273,-3.89182029811063
"545","kerven",4.53259949315326,1.94591014905531,4,1,13.3,8,"regular",2.46415,"zijnheb",4,-1.09861228866811,0
"546","kerven",4.53259949315326,1.94591014905531,4,1,13.3,8,"irregular",2.46415,"zijnheb",4,-1.09861228866811,0
"547","sturen",8.36287583103188,4.04305126783455,5,5,13.38,1,"regular",2.41983,"hebben",7,-0.827579128587792,-0.153025187305524
"548","vangen",8.14206328310415,3.43398720448515,4,5,14.48,13,"irregular",2.30255,"hebben",2,-8.14206328310415,1.6376087894008
"549","splijten",5.51745289646471,2.19722457733622,6,2,13.24,0,"irregular",2.24948,"zijnheb",2,-5.51745289646471,1.38629436111989
"550","spitsen",5.76519110278484,2.89037175789616,5,0,13.21,3,"regular",2.53781,"hebben",2,-0.371563556432482,-2.28819635554195
"551","kieperen",4.12713438504509,0.693147180559945,6,2,13.81,5,"regular",2.18711,"zijnheb",3,-4.12713438504509,0.693147180559945
"552","reiken",7.33367639565768,2.77258872223978,4,2,13.72,5,"regular",2.1811,"hebben",4,-7.33367639565768,2.99573227355399
"553","praten",9.58678853101385,3.97029191355212,5,3,14.02,6,"regular",1.75802,"hebben",7,-5.57945534578138,-0.0267702410646047
"554","pikken",6.4723462945009,3.04452243772342,3,5,13.16,22,"regular",2.23299,"hebben",10,-0.367553062085916,-0.864997437486605
"555","willen",11.2476309113961,3.93182563272433,3,3,13.53,20,"regular",2.15648,"hebben",4,-3.27482012727467,0.0362533976267088
"556","willen",11.2476309113961,3.93182563272433,3,3,13.53,20,"irregular",2.15648,"hebben",4,-3.27482012727467,0.0362533976267088
"557","hoeden",5.37989735354046,3.63758615972639,4,3,14.06,12,"regular",2.07606,"hebben",2,2.08918653138077,-2.14006616349627
"558","wachten",9.60508151672137,4.43081679884331,5,3,14.11,9,"regular",1.95365,"hebben",7,-2.41139569832626,-0.416001307219407
"559","staan",11.2849829168693,3.85014760171006,3,13,13.48,2,"irregular",2.17872,"hebben",24,-11.2849829168693,0.917800925969384
"560","kreunen",7.09672137849476,1.38629436111989,5,1,13.61,1,"regular",2.23498,"hebben",1,-7.09672137849476,1.89711998488588
"561","zweven",7.09506437728713,2.39789527279837,5,2,13.41,6,"regular",2.45805,"zijnheb",5,-7.09506437728713,1.79175946922805
"562","zuchten",7.79193595693806,4.21950770517611,5,3,13.33,7,"regular",1.39182,"hebben",2,-0.626442481877213,-1.2110902720948
"563","tappen",4.9272536851572,2.484906649788,3,2,13.27,19,"regular",2.22189,"hebben",3,-0.99542805243288,-0.287682072451781
"564","haten",7.27100853828099,2.77258872223978,4,1,14.68,21,"regular",2.23707,"hebben",2,0.0807913307767842,0.347401307153404
"565","tarten",5.35185813347607,1.09861228866811,4,2,14.06,11,"regular",2.527,"hebben",2,-5.35185813347607,2.30258509299405
"566","temmen",5.26269018890489,1.79175946922805,3,2,13.99,11,"regular",1.86653,"hebben",2,-5.26269018890489,1.09861228866811
"567","schatten",7.26612877955645,3.43398720448515,5,2,14.19,5,"regular",2.23679,"hebben",5,-0.187787199998779,-0.260076806359891
"568","fronsen",6.62273632394984,1.09861228866811,5,2,13.01,2,"regular",2.19876,"hebben",2,-1.86914613284348,0
"569","scheren",6.57786135772105,3.13549421592915,6,4,14.53,7,"irregular",1.84403,"hebben",6,-4.01291200025951,0.287682072451781
"570","plonzen",4.39444915467244,1.38629436111989,5,2,13.41,5,"regular",2.36995,"zijnheb",3,0.0122700925918142,-0.916290731874155
"571","vloeien",7.1770187659099,3.55534806148941,5,2,13.12,6,"regular",2.47872,"zijnheb",5,-4.34380542185368,-1.50407739677627
"572","slijpen",5.4380793089232,2.77258872223978,5,4,13.13,4,"irregular",1.93009,"zijnheb",5,-5.4380793089232,1.38629436111989
"573","vlijen",4.94875989037817,1.09861228866811,4,1,13.79,2,"regular",1.7096,"hebben",2,-4.94875989037817,1.09861228866811
"574","leiden",9.30164253038297,5.06890420222023,4,6,13.75,4,"regular",2.30002,"hebben",8,-9.30164253038297,1.03407376753054
"575","planten",6.82110747225646,4.67282883446191,5,3,13.84,9,"regular",2.14856,"hebben",3,1.38219655453882,-0.823200308808143
"576","blozen",6.52649485957079,0,5,1,13.39,5,"regular",2.25253,"hebben",1,-6.52649485957079,1.79175946922805
"577","zeven",4.84418708645859,1.6094379124341,4,1,13.86,19,"regular",1.84033,"hebben",1,0.237217278525872,0.538996500732687
"578","brullen",7.0184017990692,1.79175946922805,4,4,13,7,"regular",2.19846,"hebben",3,-7.0184017990692,1.01160091167848
"579","krijgen",10.7348737773198,4.02535169073515,5,3,13.26,4,"irregular",2.32582,"hebben",10,-7.43903691131551,-0.0414371898641734
"580","poepen",4.44265125649032,2.19722457733622,4,2,13.02,13,"regular",1.82347,"hebben",1,0.293547191904179,-1.46633706879343
"581","roepen",9.62324440918135,3.97029191355212,4,4,13.33,15,"irregular",1.93275,"hebben",8,-3.03569439435655,0.828321958928198
"582","schreien",6.13772705408623,1.38629436111989,6,1,13.25,0,"regular",2.53053,"hebben",4,-6.13772705408623,1.38629436111989
"583","raspen",5.31811999384422,1.6094379124341,4,1,13.14,3,"regular",2.61708,"hebben",2,-2.18262577791507,1.09861228866811
"584","werven",5.12396397940326,2.89037175789616,4,2,13.41,7,"irregular",2.06245,"hebben",1,-0.387765531008763,-2.01490302054226
"585","stralen",7.22693601849329,3.89182029811063,6,4,13.94,1,"regular",2.52288,"zijnheb",3,-0.296441252541663,-1.6094379124341
"586","deren",5.34233425196481,1.38629436111989,4,1,15.25,18,"regular",1.94864,"hebben",2,-5.34233425196481,1.6094379124341
"587","loten",3.87120101090789,2.39789527279837,4,2,13.85,21,"regular",1.5915,"hebben",2,0.223143551314209,0
"588","niezen",4.82028156560504,1.79175946922805,4,1,14.19,11,"regular",1.55347,"hebben",2,-3.72166927693693,0
"589","komen",11.813296688538,5.12396397940326,3,12,13.52,18,"irregular",2.37257,"zijn",26,-4.53328843565381,0.469446681305969
"590","kwellen",6.35088571671474,2.19722457733622,4,2,13.62,7,"regular",2.81493,"zijnheb",2,-3.46051395881858,1.09861228866811
"591","kussen",7.76895604453833,2.39789527279837,3,1,13.27,15,"regular",1.77798,"hebben",3,-1.10327232675592,0.262364264467491
"592","toveren",5.89715386763674,3.85014760171006,5,1,14.19,6,"regular",2.33803,"hebben",5,-5.89715386763674,2.83321334405622
"593","veren",5.66296048013595,3.46573590279973,4,2,14.92,19,"regular",2.18108,"hebben",3,1.00017221585486,-1.73460105538811
"594","grendelen",4.23410650459726,1.94591014905531,7,1,14.45,0,"regular",2.52082,"hebben",1,1.48620527201015,-1.44691898293633
"595","geilen",3.58351893845611,1.94591014905531,4,2,13.88,10,"regular",2.0629,"hebben",1,-0.63907995928967,-0.693147180559945
"596","wissen",5.63478960316925,2.56494935746154,3,2,14.04,23,"regular",1.67046,"hebben",1,-3.68887945411394,1.20397280432594
"597","graven",6.4831073514572,3.95124371858143,5,1,13.46,8,"irregular",2.32757,"hebben",3,0.43855083269393,-1.42711635564015
"598","duwen",8.09833884618906,3.09104245335832,3,3,12.93,8,"regular",2.08834,"hebben",4,-2.58895050956108,0.735706794978741
"599","neurien",5.84354441703136,0.693147180559945,6,0,13.9,0,"regular",2.37046,"hebben",0,-5.84354441703136,1.94591014905531
"600","zeulen",5.01727983681492,1.09861228866811,4,1,13.4,8,"regular",2.41792,"hebben",2,-5.01727983681492,1.09861228866811
"601","splitsen",6.0591231955818,2.19722457733622,6,3,13.39,1,"regular",2.28501,"hebben",2,-4.96051090691369,1.6094379124341
"602","durven",8.58241897633394,1.38629436111989,4,1,12.67,4,"regular",2.35589,"hebben",1,-3.07303063970597,0.55467750629484
"603","durven",8.58241897633394,1.38629436111989,4,1,12.67,4,"irregular",2.35589,"hebben",1,-3.07303063970597,0.55467750629484
"604","vrezen",7.73193072194849,2.99573227355399,5,3,14.16,6,"regular",2.62651,"hebben",3,-0.458144404103591,0.153334019920702
"605","metselen",4.87519732320115,2.56494935746154,6,2,14.02,2,"regular",2.1813,"hebben",3,-4.87519732320115,0.405465108108164
"606","duiden",7.1785454837637,2.89037175789616,4,4,13.7,9,"regular",1.86093,"hebben",4,-7.1785454837637,0.693147180559945
"607","keuren",6.26720054854136,3.36729582998647,4,1,13.67,9,"regular",2.52062,"hebben",1,-1.53981272982902,-0.287682072451781
"608","staren",8.3221510702129,1.94591014905531,5,1,14.29,8,"regular",1.92318,"hebben",1,-4.73863213175679,1.76358859226136
"609","strelen",7.58171964012531,1.6094379124341,6,2,14.14,4,"regular",2.18288,"hebben",3,-7.58171964012531,2.30258509299405
"610","strijden",6.74051935960622,4.59511985013459,6,3,13.77,1,"irregular",2.67383,"hebben",4,1.80351048576357,-2.19310086015236
"611","slaan",9.5290122611147,3.97029191355212,3,10,13.07,3,"irregular",2.21627,"zijnheb",24,-4.88462136197334,1.05236127101735
"612","dienen",9.34399675678886,5.70044357339069,4,7,15.25,13,"regular",1.95305,"hebben",12,-9.34399675678886,-1.36330484289519
"613","breken",8.46863300080086,4.04305126783455,5,9,13.92,9,"irregular",2.40392,"zijnheb",9,-8.46863300080086,2.06142303617716
"614","tasten",7.08002649992259,3.17805383034795,4,1,14.12,16,"regular",2.32871,"hebben",4,-2.01112229770236,0.713766467762681
"615","moeten",11.7229594603307,0,4,5,14.41,20,"regular",1.68185,"hebben",4,-11.7229594603307,-0.250698974784166
"616","braden",5.92425579741453,2.56494935746154,5,1,13.73,6,"regular",1.40115,"hebben",2,-5.92425579741453,1.94591014905531
"617","kleuren",6.76272950693188,4.77912349311153,5,6,13.42,3,"regular",2.48124,"hebben",6,2.02769179996599,-2.56494935746154
"618","wreken",6.06842558824411,1.38629436111989,5,3,13.46,6,"irregular",1.93159,"hebben",2,-6.06842558824411,1.6094379124341
"619","vergen",6.97447891102505,0,4,1,14.23,6,"regular",2.06851,"hebben",1,-6.97447891102505,0.693147180559945
"620","koppelen",6.18208490671663,3.13549421592915,6,3,13.42,2,"regular",1.80103,"hebben",4,-0.752739277762191,-2.30258509299405
"621","halen",9.78408445528835,4.33073334028633,4,3,14.31,20,"regular",2.13548,"hebben",8,-4.52658908326056,0.873528872536074
"622","bellen",8.36474106822456,3.46573590279973,3,4,14.22,26,"regular",2.25145,"hebben",4,-1.08749334159308,-0.198097519388122
"623","rapen",6.38856140554563,2.484906649788,4,2,13.42,14,"regular",2.00511,"hebben",3,-1.92265328689105,0.75377180237638
"624","trimmen",3.71357206670431,1.09861228866811,4,2,13.19,8,"regular",1.87095,"hebben",2,-3.71357206670431,0.693147180559945
