"","PlateID","Test.Substance","Teratogenicity.in.vivo","Sample","Rep..","Label","Conc..ug.ml.","Detector","Avg.delta.Ct","delta.Ct.SD","delta.delta.Ct","RQ","X..RQ","X100..Custom..","X100...Custom..","Custom..","Custom...1","RQ.Min","RQ.Max","Threshold"
"900","A0027007","Compound E","Weak / Moderate","Sample 81","Rep 8","P6",46.8,"ProbeType 2",-1.29,0.06,0.61,0.66,65.58,6.64,6.03,0.07,0.06,0.6,0.72,0.39
"901","A0027007","Compound E","Weak / Moderate","Sample 100","Rep 8","P5",68.1,"ProbeType 2",-0.8,0.06,1.11,0.46,46.4,4.78,4.34,0.05,0.04,0.42,0.51,0.39
"902","A0027007","Compound E","Weak / Moderate","Sample 119","Rep 8","P4",100,"ProbeType 2",-0.24,0.07,1.66,0.32,31.63,4.12,3.65,0.04,0.04,0.28,0.36,0.39
"903","A0027007","Compound E","Weak / Moderate","Sample 136","Rep 8","P3",147,"ProbeType 2",-0.11,0.09,1.79,0.29,28.94,4.67,4.02,0.05,0.04,0.25,0.34,0.39
"904","A0027007","Compound E","Weak / Moderate","Sample 147","Rep 8","P2",215,"ProbeType 2",1.16,0.09,3.06,0.12,11.99,1.99,1.7,0.02,0.02,0.1,0.14,0.39
"905","A0027007","Compound E","Weak / Moderate","Sample 8","Rep 8","Ctrl",0,"ProbeType 3",-0.85,0.03,0,1,100,5.77,5.46,0.06,0.05,0.95,1.06,0.54
"906","A0027007","Compound E","Weak / Moderate","Sample 43","Rep 8","P8",21.5,"ProbeType 3",-0.79,0.08,0.07,0.95,95.39,14.15,12.32,0.14,0.12,0.83,1.1,0.54
"907","A0027007","Compound E","Weak / Moderate","Sample 62","Rep 8","P7",31.6,"ProbeType 3",-0.87,0.07,-0.02,1.01,101.39,12.95,11.48,0.13,0.11,0.9,1.14,0.54
"908","A0027007","Compound E","Weak / Moderate","Sample 81","Rep 8","P6",46.8,"ProbeType 3",-0.44,0.05,0.42,0.75,74.77,7.04,6.43,0.07,0.06,0.68,0.82,0.54
"909","A0027007","Compound E","Weak / Moderate","Sample 100","Rep 8","P5",68.1,"ProbeType 3",-0.51,0.05,0.35,0.79,78.67,7.08,6.5,0.07,0.06,0.72,0.86,0.54
"910","A0027007","Compound E","Weak / Moderate","Sample 119","Rep 8","P4",100,"ProbeType 3",-0.16,0.06,0.69,0.62,61.78,6.78,6.11,0.07,0.06,0.56,0.69,0.54
"911","A0027007","Compound E","Weak / Moderate","Sample 136","Rep 8","P3",147,"ProbeType 3",0.27,0.07,1.12,0.46,45.97,6.15,5.43,0.06,0.05,0.41,0.52,0.54
"912","A0027007","Compound E","Weak / Moderate","Sample 147","Rep 8","P2",215,"ProbeType 3",0.31,0.07,1.16,0.45,44.75,5.78,5.12,0.06,0.05,0.4,0.51,0.54
"913","A0027007","Compound E","Weak / Moderate","Sample 8","Rep 8","Ctrl",0,"ProbeType 4",-4.07,0.05,0,1,100,8.49,7.83,0.08,0.08,0.92,1.08,0.41
"914","A0027007","Compound E","Weak / Moderate","Sample 43","Rep 8","P8",21.5,"ProbeType 4",-3.97,0.09,0.1,0.94,93.55,15.06,12.97,0.15,0.13,0.81,1.09,0.41
"915","A0027007","Compound E","Weak / Moderate","Sample 62","Rep 8","P7",31.6,"ProbeType 4",-4.08,0.07,-0.01,1.01,100.99,12.4,11.04,0.12,0.11,0.9,1.13,0.41
"916","A0027007","Compound E","Weak / Moderate","Sample 81","Rep 8","P6",46.8,"ProbeType 4",-3.73,0.05,0.34,0.79,79.1,6.75,6.22,0.07,0.06,0.73,0.86,0.41
"917","A0027007","Compound E","Weak / Moderate","Sample 100","Rep 8","P5",68.1,"ProbeType 4",-3.9,0.07,0.17,0.89,88.98,11.14,9.9,0.11,0.1,0.79,1,0.41
"918","A0027007","Compound E","Weak / Moderate","Sample 119","Rep 8","P4",100,"ProbeType 4",-3.73,0.04,0.34,0.79,78.83,4.9,4.61,0.05,0.05,0.74,0.84,0.41
"919","A0027007","Compound E","Weak / Moderate","Sample 136","Rep 8","P3",147,"ProbeType 4",-3.44,0.08,0.63,0.65,64.84,9.65,8.4,0.1,0.08,0.56,0.74,0.41
"920","A0027007","Compound E","Weak / Moderate","Sample 147","Rep 8","P2",215,"ProbeType 4",-3.53,0.08,0.54,0.69,68.88,9.39,8.27,0.09,0.08,0.61,0.78,0.41
"921","A0027007","Compound E","Weak / Moderate","Sample 8","Rep 8","Ctrl",0,"ProbeType 7",8.84,0.2,0,1,100,47.08,32.01,0.47,0.32,0.68,1.47,0.05
"922","A0027007","Compound E","Weak / Moderate","Sample 43","Rep 8","P8",21.5,"ProbeType 7",9.22,1.05,0.38,0.77,76.89,377.28,63.87,3.77,0.64,0.13,4.54,0.05
"923","A0027007","Compound E","Weak / Moderate","Sample 62","Rep 8","P7",31.6,"ProbeType 7",8.68,0.32,-0.16,1.12,111.75,84.78,48.21,0.85,0.48,0.64,1.97,0.05
"924","A0027007","Compound E","Weak / Moderate","Sample 81","Rep 8","P6",46.8,"ProbeType 7",9.35,0.3,0.51,0.7,70.06,47.37,28.26,0.47,0.28,0.42,1.17,0.05
"925","A0027007","Compound E","Weak / Moderate","Sample 100","Rep 8","P5",68.1,"ProbeType 7",13.33,0.05,4.5,0.04,4.43,0.39,0.36,0,0,0.04,0.05,0.05
"926","A0027007","Compound E","Weak / Moderate","Sample 119","Rep 8","P4",100,"ProbeType 7",13.05,0.02,4.22,0.05,5.38,0.2,0.2,0,0,0.05,0.06,0.05
"927","A0027007","Compound E","Weak / Moderate","Sample 136","Rep 8","P3",147,"ProbeType 7",13.83,0.07,4.99,0.03,3.14,0.42,0.37,0,0,0.03,0.04,0.05
"928","A0027007","Compound E","Weak / Moderate","Sample 147","Rep 8","P2",215,"ProbeType 7",9.08,0.65,0.24,0.85,84.51,182.81,57.79,1.83,0.58,0.27,2.67,0.05
"929","A0027007","Compound E","Weak / Moderate","Sample 8","Rep 8","Ctrl",0,"ProbeType 9",-2.68,0.04,0,1,100,6.6,6.19,0.07,0.06,0.94,1.07,0.47
"930","A0027007","Compound E","Weak / Moderate","Sample 43","Rep 8","P8",21.5,"ProbeType 9",-2.58,0.08,0.1,0.93,93.01,13.66,11.91,0.14,0.12,0.81,1.07,0.47
"931","A0027007","Compound E","Weak / Moderate","Sample 62","Rep 8","P7",31.6,"ProbeType 9",-2.11,0.08,0.58,0.67,66.97,9.23,8.11,0.09,0.08,0.59,0.76,0.47
"932","A0027007","Compound E","Weak / Moderate","Sample 81","Rep 8","P6",46.8,"ProbeType 9",-2.41,0.06,0.28,0.83,82.59,9.2,8.28,0.09,0.08,0.74,0.92,0.47
"933","A0027007","Compound E","Weak / Moderate","Sample 100","Rep 8","P5",68.1,"ProbeType 9",-2.36,0.05,0.33,0.8,79.72,6.98,6.42,0.07,0.06,0.73,0.87,0.47
"934","A0027007","Compound E","Weak / Moderate","Sample 119","Rep 8","P4",100,"ProbeType 9",-1.05,0.09,1.64,0.32,32.19,5.55,4.73,0.06,0.05,0.27,0.38,0.47
"935","A0027007","Compound E","Weak / Moderate","Sample 136","Rep 8","P3",147,"ProbeType 9",-0.8,0.09,1.89,0.27,27.04,4.45,3.82,0.04,0.04,0.23,0.31,0.47
"936","A0027007","Compound E","Weak / Moderate","Sample 147","Rep 8","P2",215,"ProbeType 9",0.81,0.07,3.49,0.09,8.88,1.12,0.99,0.01,0.01,0.08,0.1,0.47
"937","A0027007","Compound E","Weak / Moderate","Sample 8","Rep 8","Ctrl",0,"ProbeType 11",7.06,0.4,0,1,100,104.93,51.2,1.05,0.51,0.49,2.05,0.36
"938","A0027007","Compound E","Weak / Moderate","Sample 43","Rep 8","P8",21.5,"ProbeType 11",7.12,0.18,0.06,0.96,96,34.44,25.35,0.34,0.25,0.71,1.3,0.36
"939","A0027007","Compound E","Weak / Moderate","Sample 62","Rep 8","P7",31.6,"ProbeType 11",7.9,0.07,0.84,0.56,55.84,7.91,6.93,0.08,0.07,0.49,0.64,0.36
"940","A0027007","Compound E","Weak / Moderate","Sample 81","Rep 8","P6",46.8,"ProbeType 11",7.76,0.79,0.7,0.62,61.72,172.5,45.45,1.72,0.45,0.16,2.34,0.36
"941","A0027007","Compound E","Weak / Moderate","Sample 100","Rep 8","P5",68.1,"ProbeType 11",8.14,0.35,1.08,0.47,47.14,37.93,21.02,0.38,0.21,0.26,0.85,0.36
"942","A0027007","Compound E","Weak / Moderate","Sample 119","Rep 8","P4",100,"ProbeType 11",7.88,0.37,0.82,0.57,56.77,49.25,26.37,0.49,0.26,0.3,1.06,0.36
"943","A0027007","Compound E","Weak / Moderate","Sample 136","Rep 8","P3",147,"ProbeType 11",8.74,0.45,1.68,0.31,31.19,38.88,17.31,0.39,0.17,0.14,0.7,0.36
"944","A0027007","Compound E","Weak / Moderate","Sample 147","Rep 8","P2",215,"ProbeType 11",9.71,0.06,2.65,0.16,15.92,1.88,1.68,0.02,0.02,0.14,0.18,0.36
"945","A0027007","Compound E","Weak / Moderate","Sample 8","Rep 8","Ctrl",0,"ProbeType 12",1.69,0.05,0,1,100,8.94,8.2,0.09,0.08,0.92,1.09,0.35
"946","A0027007","Compound E","Weak / Moderate","Sample 43","Rep 8","P8",21.5,"ProbeType 12",1.53,0.07,-0.15,1.11,111.02,14.8,13.06,0.15,0.13,0.98,1.26,0.35
"947","A0027007","Compound E","Weak / Moderate","Sample 62","Rep 8","P7",31.6,"ProbeType 12",1.41,0.09,-0.28,1.21,121.37,19.95,17.13,0.2,0.17,1.04,1.41,0.35
"948","A0027007","Compound E","Weak / Moderate","Sample 81","Rep 8","P6",46.8,"ProbeType 12",1.38,0.07,-0.31,1.24,123.58,16.41,14.49,0.16,0.14,1.09,1.4,0.35
"949","A0027007","Compound E","Weak / Moderate","Sample 100","Rep 8","P5",68.1,"ProbeType 12",1.16,0.07,-0.53,1.44,143.9,18.11,16.08,0.18,0.16,1.28,1.62,0.35
"950","A0027007","Compound E","Weak / Moderate","Sample 119","Rep 8","P4",100,"ProbeType 12",1.06,0.07,-0.62,1.54,153.88,19.1,16.99,0.19,0.17,1.37,1.73,0.35
"951","A0027007","Compound E","Weak / Moderate","Sample 136","Rep 8","P3",147,"ProbeType 12",1.11,0.09,-0.57,1.49,148.54,23.94,20.62,0.24,0.21,1.28,1.72,0.35
"952","A0027007","Compound E","Weak / Moderate","Sample 147","Rep 8","P2",215,"ProbeType 12",1.03,0.08,-0.65,1.57,157.13,21.36,18.8,0.21,0.19,1.38,1.78,0.35
"953","A0027007","Compound E","Weak / Moderate","Sample 8","Rep 8","Ctrl",0,"ProbeType 16",-4.1,0.04,0,1,100,8.27,7.64,0.08,0.08,0.92,1.08,0.37
"954","A0027007","Compound E","Weak / Moderate","Sample 43","Rep 8","P8",21.5,"ProbeType 16",-4.1,0.09,0,1,99.86,16.55,14.19,0.17,0.14,0.86,1.16,0.37
"955","A0027007","Compound E","Weak / Moderate","Sample 62","Rep 8","P7",31.6,"ProbeType 16",-4.55,0.07,-0.45,1.36,136.45,18.03,15.92,0.18,0.16,1.21,1.54,0.37
"956","A0027007","Compound E","Weak / Moderate","Sample 81","Rep 8","P6",46.8,"ProbeType 16",-3.52,0.05,0.59,0.67,66.63,5.87,5.39,0.06,0.05,0.61,0.72,0.37
"957","A0027007","Compound E","Weak / Moderate","Sample 100","Rep 8","P5",68.1,"ProbeType 16",-3.66,0.06,0.45,0.73,73.31,7.44,6.75,0.07,0.07,0.67,0.81,0.37
"958","A0027007","Compound E","Weak / Moderate","Sample 119","Rep 8","P4",100,"ProbeType 16",-3.11,0.06,0.99,0.5,50.31,4.92,4.48,0.05,0.04,0.46,0.55,0.37
"959","A0027007","Compound E","Weak / Moderate","Sample 136","Rep 8","P3",147,"ProbeType 16",-3.03,0.09,1.07,0.48,47.67,7.98,6.84,0.08,0.07,0.41,0.56,0.37
"960","A0027007","Compound E","Weak / Moderate","Sample 147","Rep 8","P2",215,"ProbeType 16",-3.18,0.07,0.92,0.53,52.85,6.51,5.79,0.07,0.06,0.47,0.59,0.37
"961","A0027007","Compound E","Weak / Moderate","Sample 8","Rep 8","Ctrl",0,"ProbeType 17",-0.16,0.06,0,1,100,10.85,9.79,0.11,0.1,0.9,1.11,0.45
"962","A0027007","Compound E","Weak / Moderate","Sample 43","Rep 8","P8",21.5,"ProbeType 17",-0.21,0.09,-0.05,1.03,103.47,16.06,13.9,0.16,0.14,0.9,1.2,0.45
"963","A0027007","Compound E","Weak / Moderate","Sample 62","Rep 8","P7",31.6,"ProbeType 17",-0.4,0.09,-0.24,1.18,118,18.32,15.86,0.18,0.16,1.02,1.36,0.45
"964","A0027007","Compound E","Weak / Moderate","Sample 81","Rep 8","P6",46.8,"ProbeType 17",0.15,0.06,0.31,0.81,80.8,7.95,7.23,0.08,0.07,0.74,0.89,0.45
"965","A0027007","Compound E","Weak / Moderate","Sample 100","Rep 8","P5",68.1,"ProbeType 17",0.12,0.06,0.28,0.82,82.27,8.25,7.5,0.08,0.07,0.75,0.91,0.45
"966","A0027007","Compound E","Weak / Moderate","Sample 119","Rep 8","P4",100,"ProbeType 17",0.37,0.03,0.53,0.69,69.22,3.84,3.64,0.04,0.04,0.66,0.73,0.45
"967","A0027007","Compound E","Weak / Moderate","Sample 136","Rep 8","P3",147,"ProbeType 17",0.61,0.07,0.77,0.59,58.65,7.89,6.96,0.08,0.07,0.52,0.67,0.45
"968","A0027007","Compound E","Weak / Moderate","Sample 147","Rep 8","P2",215,"ProbeType 17",0.77,0.07,0.93,0.52,52.48,6.95,6.14,0.07,0.06,0.46,0.59,0.45
"969","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
"970","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
"971","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
"972","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
"973","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
"974","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
"975","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
"976","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62
"977","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 1",-0.97,0.09,0,1,100,17.26,14.72,0.17,0.15,0.85,1.17,0.51
"978","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 1",-1.58,0.09,-0.62,1.53,153.27,24.93,21.44,0.25,0.21,1.32,1.78,0.51
"979","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 1",-2.4,0.08,-1.44,2.71,270.65,41.88,36.27,0.42,0.36,2.34,3.13,0.51
"980","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 1",-2.38,0.07,-1.42,2.67,266.99,33.24,29.56,0.33,0.3,2.37,3,0.51
"981","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 1",-2.38,0.05,-1.42,2.67,266.72,23.63,21.7,0.24,0.22,2.45,2.9,0.51
"982","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 1",-2.55,0.08,-1.58,2.99,299.05,43.81,38.21,0.44,0.38,2.61,3.43,0.51
"983","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 1",-1.39,0.1,-0.42,1.34,133.71,24.87,20.97,0.25,0.21,1.13,1.59,0.51
"984","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 1",-1.34,0.09,-0.37,1.3,129.52,20.17,17.45,0.2,0.17,1.12,1.5,0.51
"985","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 2",-7.75,0.11,0,1,100,20.32,16.89,0.2,0.17,0.83,1.2,0.6
"986","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 2",-8.27,0.08,-0.52,1.43,143.5,20.9,18.24,0.21,0.18,1.25,1.64,0.6
"987","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 2",-7.83,0.08,-0.08,1.06,105.96,14.73,12.93,0.15,0.13,0.93,1.21,0.6
"988","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 2",-7.9,0.1,-0.15,1.11,110.84,21.58,18.06,0.22,0.18,0.93,1.32,0.6
"989","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 2",-8.15,0.07,-0.4,1.32,132.31,17.82,15.7,0.18,0.16,1.17,1.5,0.6
"990","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 2",-7.67,0.05,0.08,0.94,94.46,8.47,7.77,0.08,0.08,0.87,1.03,0.6
"991","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 2",-7.18,0.11,0.57,0.68,67.52,13.3,11.11,0.13,0.11,0.56,0.81,0.6
"992","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 2",-5.68,0.08,2.07,0.24,23.81,3.63,3.15,0.04,0.03,0.21,0.27,0.6
"993","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 3",-0.54,0.09,0,1,100,15.81,13.65,0.16,0.14,0.86,1.16,0.74
"994","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 3",-0.59,0.06,-0.06,1.04,103.93,11.44,10.31,0.11,0.1,0.94,1.15,0.74
"995","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 3",-0.66,0.09,-0.12,1.09,108.8,16.9,14.63,0.17,0.15,0.94,1.26,0.74
"996","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 3",-0.47,0.08,0.07,0.95,95.25,13.77,12.03,0.14,0.12,0.83,1.09,0.74
"997","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 3",-0.17,0.08,0.37,0.77,77.24,11.35,9.9,0.11,0.1,0.67,0.89,0.74
"998","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 3",-0.34,0.05,0.2,0.87,87.29,6.98,6.46,0.07,0.06,0.81,0.94,0.74
"999","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 3",-0.45,0.08,0.08,0.94,94.39,14.32,12.44,0.14,0.12,0.82,1.09,0.74
"1000","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 3",-0.47,0.07,0.07,0.95,95.41,11.66,10.39,0.12,0.1,0.85,1.07,0.74
"1001","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 4",-4.54,0.11,0,1,100,19.82,16.54,0.2,0.17,0.83,1.2,0.61
"1002","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 4",-4.56,0.07,-0.02,1.01,101.31,12.83,11.39,0.13,0.11,0.9,1.14,0.61
"1003","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 4",-4.53,0.08,0.01,0.99,99.42,14.43,12.6,0.14,0.13,0.87,1.14,0.61
"1004","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 4",-4.51,0.06,0.03,0.98,98.19,9.99,9.06,0.1,0.09,0.89,1.08,0.61
"1005","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 4",-4.7,0.05,-0.17,1.12,112.25,9.6,8.84,0.1,0.09,1.03,1.22,0.61
"1006","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 4",-4.51,0.05,0.03,0.98,98.26,8.65,7.95,0.09,0.08,0.9,1.07,0.61
"1007","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 4",-4.4,0.1,0.14,0.91,90.79,16.1,13.68,0.16,0.14,0.77,1.07,0.61
"1008","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 4",-4.05,0.08,0.49,0.71,71.17,10.22,8.93,0.1,0.09,0.62,0.81,0.61
"1009","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 5",0.33,0.09,0,1,100,16.09,13.86,0.16,0.14,0.86,1.16,0.73
"1010","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 5",-0.37,0.06,-0.7,1.63,162.55,18.52,16.63,0.19,0.17,1.46,1.81,0.73
"1011","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 5",-0.77,0.09,-1.1,2.14,214.01,35.58,30.5,0.36,0.31,1.84,2.5,0.73
"1012","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 5",-1.68,0.07,-2,4.01,401.1,53.85,47.48,0.54,0.47,3.54,4.55,0.73
"1013","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 5",-1.76,0.08,-2.09,4.26,426.41,64.07,55.7,0.64,0.56,3.71,4.9,0.73
"1014","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 5",-1.11,0.05,-1.44,2.71,270.6,24.65,22.6,0.25,0.23,2.48,2.95,0.73
"1015","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 5",-0.71,0.09,-1.04,2.06,205.8,34.13,29.28,0.34,0.29,1.77,2.4,0.73
"1016","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 5",-2.48,0.08,-2.81,7.03,702.76,103.55,90.25,1.04,0.9,6.13,8.06,0.73
"1017","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 8",0.89,0.1,0,1,100,18.79,15.82,0.19,0.16,0.84,1.19,0.74
"1018","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 8",0.93,0.08,0.04,0.97,97.23,13.58,11.91,0.14,0.12,0.85,1.11,0.74
"1019","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 8",-0.2,0.09,-1.09,2.13,213.16,34.64,29.8,0.35,0.3,1.83,2.48,0.74
"1020","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 8",-0.32,0.06,-1.21,2.32,232.05,22.71,20.68,0.23,0.21,2.11,2.55,0.74
"1021","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 8",-0.12,0.08,-1.01,2.01,201.36,27.77,24.4,0.28,0.24,1.77,2.29,0.74
"1022","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 8",-0.84,0.05,-1.74,3.33,333.14,30.3,27.77,0.3,0.28,3.05,3.63,0.74
"1023","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 8",0.44,0.08,-0.45,1.36,136.35,21.11,18.28,0.21,0.18,1.18,1.57,0.74
"1024","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 8",0.55,0.07,-0.34,1.27,126.82,15.54,13.84,0.16,0.14,1.13,1.42,0.74
"1025","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 10",5.03,0.12,0,1,100,21.55,17.73,0.22,0.18,0.82,1.22,0.62
"1026","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 10",5.22,0.11,0.19,0.88,87.64,18.04,14.96,0.18,0.15,0.73,1.06,0.62
"1027","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 10",5.15,0.14,0.12,0.92,92.05,24.72,19.49,0.25,0.19,0.73,1.17,0.62
"1028","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 10",5.3,0.23,0.28,0.83,82.58,39.57,26.75,0.4,0.27,0.56,1.22,0.62
"1029","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 10",5.3,0.18,0.27,0.83,82.99,30.11,22.09,0.3,0.22,0.61,1.13,0.62
"1030","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 10",5.35,0.1,0.32,0.8,80.11,14.78,12.48,0.15,0.12,0.68,0.95,0.62
"1031","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 10",5.21,0.14,0.19,0.88,87.89,23.73,18.68,0.24,0.19,0.69,1.12,0.62
"1032","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 10",5.55,0.15,0.52,0.7,69.68,20.84,16.04,0.21,0.16,0.54,0.91,0.62
"1033","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 12",2.22,0.09,0,1,100,15.72,13.58,0.16,0.14,0.86,1.16,0.58
"1034","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 12",2.77,0.11,0.54,0.69,68.57,13.97,11.6,0.14,0.12,0.57,0.83,0.58
"1035","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 12",2.67,0.09,0.45,0.73,73.41,12.13,10.41,0.12,0.1,0.63,0.86,0.58
"1036","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 12",2.85,0.09,0.63,0.65,64.84,10.74,9.22,0.11,0.09,0.56,0.76,0.58
"1037","A0046006","Compound D","Strong","Sample 78","Rep 6","P6",1,"ProbeType 12",2.68,0.08,0.46,0.73,72.78,10.12,8.88,0.1,0.09,0.64,0.83,0.58
"1038","A0046006","Compound D","Strong","Sample 97","Rep 6","P5",1.47,"ProbeType 12",2.75,0.05,0.52,0.7,69.51,5.68,5.25,0.06,0.05,0.64,0.75,0.58
"1039","A0046006","Compound D","Strong","Sample 116","Rep 6","P4",2.15,"ProbeType 12",2.76,0.09,0.54,0.69,68.96,10.88,9.39,0.11,0.09,0.6,0.8,0.58
"1040","A0046006","Compound D","Strong","Sample 133","Rep 6","P3",3.16,"ProbeType 12",2.67,0.07,0.44,0.74,73.6,8.59,7.69,0.09,0.08,0.66,0.82,0.58
"1041","A0046006","Compound D","Strong","Sample 5","Rep 6","Ctrl",0,"ProbeType 13",-4.11,0.09,0,1,100,15.96,13.76,0.16,0.14,0.86,1.16,0.54
"1042","A0046006","Compound D","Strong","Sample 23","Rep 6","P9 No Vehicle Ctrl",0,"ProbeType 13",-4.15,0.06,-0.04,1.03,103.02,11.46,10.31,0.11,0.1,0.93,1.14,0.54
"1043","A0046006","Compound D","Strong","Sample 40","Rep 6","P8",0.466,"ProbeType 13",-4.35,0.09,-0.24,1.19,118.51,19.57,16.8,0.2,0.17,1.02,1.38,0.54
"1044","A0046006","Compound D","Strong","Sample 59","Rep 6","P7",0.681,"ProbeType 13",-4.32,0.05,-0.21,1.16,115.99,11.32,10.31,0.11,0.1,1.06,1.27,0.54
