"","Year","Month","Day","MaxT","MinT"
"2067",81,7,21,111,88
"2068",81,7,22,103,88
"2069",81,7,23,111,86
"2070",81,7,24,110,89
"2071",81,7,25,100,89
"2072",81,7,26,106,86
"2073",81,7,27,108,87
"2074",81,7,28,107,85
"2075",81,7,29,106,80
"2076",81,7,30,99,79
"2077",81,7,31,99,85
"2078",81,8,1,103,85
"2079",81,8,2,107,86
"2080",81,8,3,108,85
"2081",81,8,4,106,85
"2082",81,8,5,106,84
"2083",81,8,6,108,88
"2084",81,8,7,107,88
"2085",81,8,8,107,83
"2086",81,8,9,107,87
"2087",81,8,10,106,85
"2088",81,8,11,99,77
"2089",81,8,12,102,77
"2090",81,8,13,98,74
"2091",81,8,14,102,80
"2092",81,8,15,102,79
"2093",81,8,16,105,82
"2094",81,8,17,108,81
"2095",81,8,18,107,85
"2096",81,8,19,106,87
"2097",81,8,20,111,87
"2098",81,8,21,110,88
"2099",81,8,22,106,87
"2100",81,8,23,108,86
"2101",81,8,24,112,86
"2102",81,8,25,111,89
"2103",81,8,26,112,86
"2104",81,8,27,113,86
"2105",81,8,28,111,88
"2106",81,8,29,113,90
"2107",81,8,30,108,88
"2108",81,8,31,103,86
"2109",82,7,1,103,73
"2110",82,7,2,107,76
"2111",82,7,3,108,74
"2112",82,7,4,106,77
"2113",82,7,5,106,79
"2114",82,7,6,108,74
"2115",82,7,7,107,74
"2116",82,7,8,107,78
"2117",82,7,9,107,82
"2118",82,7,10,106,80
"2119",82,7,11,99,78
"2120",82,7,12,102,82
"2121",82,7,13,98,83
"2122",82,7,14,102,85
"2123",82,7,15,102,89
"2124",82,7,16,105,89
"2125",82,7,17,108,82
"2126",82,7,18,107,85
"2127",82,7,19,106,87
"2128",82,7,20,111,88
"2129",82,7,21,110,89
"2130",82,7,22,106,79
"2131",82,7,23,108,85
"2132",82,7,24,112,85
"2133",82,7,25,111,83
"2134",82,7,26,112,80
"2135",82,7,27,113,80
"2136",82,7,28,111,86
"2137",82,7,29,113,89
"2138",82,7,30,108,86
"2139",82,7,31,103,84
"2140",82,8,1,100,84
"2141",82,8,2,104,83
"2142",82,8,3,105,83
"2143",82,8,4,104,84
"2144",82,8,5,98,85
"2145",82,8,6,94,88
"2146",82,8,7,93,87
"2147",82,8,8,101,87
"2148",82,8,9,105,87
"2149",82,8,10,109,83
"2150",82,8,11,112,79
"2151",82,8,12,113,75
"2152",82,8,13,111,79
"2153",82,8,14,113,85
"2154",82,8,15,110,84
"2155",82,8,16,108,83
"2156",82,8,17,106,87
"2157",82,8,18,106,86
"2158",82,8,19,109,91
"2159",82,8,20,109,84
"2160",82,8,21,108,85
"2161",82,8,22,102,86
"2162",82,8,23,110,75
"2163",82,8,24,108,76
"2164",82,8,25,100,75
"2165",82,8,26,103,81
"2166",82,8,27,101,81
"2167",82,8,28,106,83
"2168",82,8,29,103,84
"2169",82,8,30,107,85
"2170",82,8,31,107,88
"2171",83,7,1,106,79
"2172",83,7,2,104,76
"2173",83,7,3,105,75
"2174",83,7,4,111,77
"2175",83,7,5,116,79
"2176",83,7,6,114,92
"2177",83,7,7,110,85
"2178",83,7,8,102,83
"2179",83,7,9,101,82
"2180",83,7,10,108,84
"2181",83,7,11,109,83
"2182",83,7,12,111,87
"2183",83,7,13,111,86
"2184",83,7,14,110,86
"2185",83,7,15,108,86
"2186",83,7,16,108,83
"2187",83,7,17,110,79
"2188",83,7,18,110,83
"2189",83,7,19,110,88
"2190",83,7,20,105,91
"2191",83,7,21,94,82
"2192",83,7,22,95,82
"2193",83,7,23,105,84
"2194",83,7,24,107,87
"2195",83,7,25,107,87
"2196",83,7,26,109,87
"2197",83,7,27,108,87
"2198",83,7,28,105,83
"2199",83,7,29,106,85
"2200",83,7,30,107,83
"2201",83,7,31,110,86
"2202",83,8,1,109,85
"2203",83,8,2,108,84
"2204",83,8,3,111,85
"2205",83,8,4,105,82
"2206",83,8,5,110,86
"2207",83,8,6,110,85
"2208",83,8,7,107,82
"2209",83,8,8,104,82
"2210",83,8,9,96,77
"2211",83,8,10,98,77
"2212",83,8,11,101,80
"2213",83,8,12,105,81
"2214",83,8,13,111,82
"2215",83,8,14,108,83
"2216",83,8,15,104,82
"2217",83,8,16,101,77
"2218",83,8,17,83,75
"2219",83,8,18,95,76
"2220",83,8,19,97,80
"2221",83,8,20,99,77
"2222",83,8,21,99,80
"2223",83,8,22,101,77
"2224",83,8,23,104,76
"2225",83,8,24,103,80
"2226",83,8,25,106,80
"2227",83,8,26,109,81
"2228",83,8,27,108,84
"2229",83,8,28,103,88
"2230",83,8,29,104,87
"2231",83,8,30,107,85
"2232",83,8,31,111,85
"2233",84,7,1,104,81
"2234",84,7,2,106,82
"2235",84,7,3,107,84
"2236",84,7,4,112,86
"2237",84,7,5,111,88
"2238",84,7,6,110,88
"2239",84,7,7,104,83
"2240",84,7,8,100,86
"2241",84,7,9,105,82
"2242",84,7,10,108,87
"2243",84,7,11,103,80
"2244",84,7,12,106,82
"2245",84,7,13,104,78
"2246",84,7,14,100,75
"2247",84,7,15,102,82
"2248",84,7,16,106,83
"2249",84,7,17,102,78
"2250",84,7,18,99,72
"2251",84,7,19,103,81
"2252",84,7,20,101,75
"2253",84,7,21,92,69
"2254",84,7,22,90,77
"2255",84,7,23,100,76
"2256",84,7,24,107,82
"2257",84,7,25,108,87
"2258",84,7,26,103,79
"2259",84,7,27,98,68
"2260",84,7,28,96,70
"2261",84,7,29,100,79
"2262",84,7,30,102,83
"2263",84,7,31,106,87
"2264",84,8,1,107,85
"2265",84,8,2,105,86
"2266",84,8,3,107,85
"2267",84,8,4,108,87
"2268",84,8,5,103,82
"2269",84,8,6,107,86
"2270",84,8,7,107,83
"2271",84,8,8,105,83
"2272",84,8,9,100,77
"2273",84,8,10,96,76
"2274",84,8,11,96,79
"2275",84,8,12,102,79
"2276",84,8,13,99,80
"2277",84,8,14,97,72
"2278",84,8,15,98,79
"2279",84,8,16,101,81
"2280",84,8,17,100,78
"2281",84,8,18,94,75
"2282",84,8,19,94,77
"2283",84,8,20,96,76
"2284",84,8,21,100,77
"2285",84,8,22,102,81
"2286",84,8,23,96,82
"2287",84,8,24,100,76
"2288",84,8,25,102,78
"2289",84,8,26,102,80
"2290",84,8,27,105,81
"2291",84,8,28,102,82
"2292",84,8,29,111,84
"2293",84,8,30,112,83
"2294",84,8,31,106,86
"2295",85,7,1,113,81
"2296",85,7,2,115,79
"2297",85,7,3,114,86
"2298",85,7,4,111,84
"2299",85,7,5,108,86
"2300",85,7,6,109,86
"2301",85,7,7,113,86
"2302",85,7,8,115,91
"2303",85,7,9,107,87
"2304",85,7,10,108,87
"2305",85,7,11,112,86
"2306",85,7,12,114,90
"2307",85,7,13,111,89
"2308",85,7,14,108,88
"2309",85,7,15,106,75
"2310",85,7,16,101,73
"2311",85,7,17,102,80
"2312",85,7,18,91,73
"2313",85,7,19,95,76
"2314",85,7,20,101,82
"2315",85,7,21,104,82
"2316",85,7,22,104,83
"2317",85,7,23,105,82
"2318",85,7,24,105,83
"2319",85,7,25,105,80
"2320",85,7,26,110,83
"2321",85,7,27,106,86
"2322",85,7,28,100,84
"2323",85,7,29,104,83
"2324",85,7,30,104,80
"2325",85,7,31,108,86
"2326",85,8,1,97,82
"2327",85,8,2,99,83
"2328",85,8,3,104,82
"2329",85,8,4,108,83
"2330",85,8,5,110,84
"2331",85,8,6,107,84
"2332",85,8,7,106,86
"2333",85,8,8,106,83
"2334",85,8,9,106,86
"2335",85,8,10,106,84
"2336",85,8,11,103,84
"2337",85,8,12,102,81
"2338",85,8,13,104,80
"2339",85,8,14,106,77
"2340",85,8,15,105,76
"2341",85,8,16,107,80
"2342",85,8,17,102,85
"2343",85,8,18,106,82
"2344",85,8,19,105,84
"2345",85,8,20,96,73
"2346",85,8,21,103,81
"2347",85,8,22,108,82
"2348",85,8,23,112,84
"2349",85,8,24,115,87
"2350",85,8,25,112,89
"2351",85,8,26,104,86
"2352",85,8,27,106,86
"2353",85,8,28,110,85
"2354",85,8,29,111,87
"2355",85,8,30,111,87
"2356",85,8,31,103,83
"2357",86,7,1,105,80
"2358",86,7,2,104,78
"2359",86,7,3,102,79
"2360",86,7,4,96,76
"2361",86,7,5,103,79
"2362",86,7,6,106,80
"2363",86,7,7,102,86
"2364",86,7,8,107,82
"2365",86,7,9,104,85
"2366",86,7,10,104,84
"2367",86,7,11,105,84
"2368",86,7,12,105,82
"2369",86,7,13,103,83
"2370",86,7,14,96,85
"2371",86,7,15,102,83
"2372",86,7,16,102,81
"2373",86,7,17,102,76
"2374",86,7,18,102,84
"2375",86,7,19,108,85
"2376",86,7,20,110,75
"2377",86,7,21,87,71
"2378",86,7,22,96,73
"2379",86,7,23,101,79
"2380",86,7,24,105,82
"2381",86,7,25,105,81
"2382",86,7,26,106,80
"2383",86,7,27,106,77
"2384",86,7,28,107,80
"2385",86,7,29,110,83
"2386",86,7,30,112,83
"2387",86,7,31,115,85
"2388",86,8,1,110,85
"2389",86,8,2,108,88
"2390",86,8,3,108,86
"2391",86,8,4,112,88
"2392",86,8,5,110,89
"2393",86,8,6,105,85
"2394",86,8,7,110,88
"2395",86,8,8,103,84
"2396",86,8,9,107,83
"2397",86,8,10,104,82
"2398",86,8,11,105,84
"2399",86,8,12,104,84
"2400",86,8,13,107,88
"2401",86,8,14,107,86
"2402",86,8,15,108,88
"2403",86,8,16,107,88
"2404",86,8,17,103,86
"2405",86,8,18,105,83
"2406",86,8,19,113,86
"2407",86,8,20,112,87
"2408",86,8,21,110,88
"2409",86,8,22,111,84
"2410",86,8,23,106,80
"2411",86,8,24,95,78
"2412",86,8,25,101,76
"2413",86,8,26,97,77
"2414",86,8,27,99,79
"2415",86,8,28,102,73
"2416",86,8,29,100,73
"2417",86,8,30,99,76
"2418",86,8,31,102,83
"2419",87,7,1,106,79
"2420",87,7,2,107,76
"2421",87,7,3,108,77
"2422",87,7,4,105,75
"2423",87,7,5,106,76
"2424",87,7,6,107,78
"2425",87,7,7,109,78
"2426",87,7,8,110,78
"2427",87,7,9,108,80
"2428",87,7,10,107,78
"2429",87,7,11,106,77
"2430",87,7,12,107,79
"2431",87,7,13,111,80
"2432",87,7,14,114,88
"2433",87,7,15,107,85
"2434",87,7,16,97,80
"2435",87,7,17,102,77
"2436",87,7,18,100,77
"2437",87,7,19,104,74
"2438",87,7,20,107,84
"2439",87,7,21,107,86
"2440",87,7,22,105,77
"2441",87,7,23,109,79
"2442",87,7,24,113,82
"2443",87,7,25,111,90
"2444",87,7,26,111,81
"2445",87,7,27,103,79
"2446",87,7,28,97,79
"2447",87,7,29,106,83
"2448",87,7,30,104,86
"2449",87,7,31,105,75
"2450",87,8,1,102,82
"2451",87,8,2,106,82
"2452",87,8,3,105,80
"2453",87,8,4,107,78
"2454",87,8,5,102,78
"2455",87,8,6,103,85
"2456",87,8,7,106,87
"2457",87,8,8,107,86
"2458",87,8,9,105,86
"2459",87,8,10,104,82
"2460",87,8,11,90,75
"2461",87,8,12,102,79
"2462",87,8,13,105,81
"2463",87,8,14,102,81
"2464",87,8,15,102,76
"2465",87,8,16,103,77
"2466",87,8,17,107,74
"2467",87,8,18,109,79
"2468",87,8,19,106,83
"2469",87,8,20,107,88
"2470",87,8,21,106,85
"2471",87,8,22,102,84
"2472",87,8,23,98,78
"2473",87,8,24,103,78
"2474",87,8,25,102,76
"2475",87,8,26,99,75
"2476",87,8,27,102,76
"2477",87,8,28,105,81
"2478",87,8,29,107,83
"2479",87,8,30,107,79
"2480",87,8,31,110,81
"2481",88,7,1,108,86
"2482",88,7,2,109,89
"2483",88,7,3,108,83
"2484",88,7,4,108,85
"2485",88,7,5,110,90
"2486",88,7,6,109,88
"2487",88,7,7,108,88
"2488",88,7,8,110,88
"2489",88,7,9,109,88
"2490",88,7,10,107,85
"2491",88,7,11,102,81
"2492",88,7,12,106,84
"2493",88,7,13,109,80
"2494",88,7,14,111,85
"2495",88,7,15,111,85
"2496",88,7,16,113,86
"2497",88,7,17,109,89
"2498",88,7,18,102,86
"2499",88,7,19,104,81
"2500",88,7,20,108,77
"2501",88,7,21,109,83
"2502",88,7,22,110,86
"2503",88,7,23,111,89
"2504",88,7,24,110,89
"2505",88,7,25,111,88
"2506",88,7,26,108,84
"2507",88,7,27,106,88
"2508",88,7,28,104,84
"2509",88,7,29,106,76
"2510",88,7,30,98,75
"2511",88,7,31,98,83
"2512",88,8,1,103,83
"2513",88,8,2,103,84
"2514",88,8,3,106,87
"2515",88,8,4,98,82
"2516",88,8,5,102,82
"2517",88,8,6,107,88
"2518",88,8,7,106,81
"2519",88,8,8,106,83
"2520",88,8,9,108,84
"2521",88,8,10,110,83
"2522",88,8,11,109,86
"2523",88,8,12,107,84
"2524",88,8,13,109,82
"2525",88,8,14,113,83
"2526",88,8,15,107,85
"2527",88,8,16,109,85
"2528",88,8,17,111,88
"2529",88,8,18,110,90
"2530",88,8,19,108,85
"2531",88,8,20,99,80
"2532",88,8,21,91,77
"2533",88,8,22,99,80
"2534",88,8,23,103,83
"2535",88,8,24,102,81
"2536",88,8,25,106,86
"2537",88,8,26,106,87
"2538",88,8,27,102,82
"2539",88,8,28,101,77
"2540",88,8,29,102,77
"2541",88,8,30,101,77
"2542",88,8,31,103,82
"2543",89,7,1,112,81
"2544",89,7,2,112,83
"2545",89,7,3,115,82
"2546",89,7,4,118,83
"2547",89,7,5,114,87
"2548",89,7,6,113,88
"2549",89,7,7,113,91
"2550",89,7,8,111,90
"2551",89,7,9,107,84
"2552",89,7,10,105,83
"2553",89,7,11,100,79
"2554",89,7,12,109,83
"2555",89,7,13,114,83
"2556",89,7,14,115,87
"2557",89,7,15,109,87
"2558",89,7,16,107,88
"2559",89,7,17,110,88
"2560",89,7,18,115,88
"2561",89,7,19,116,90
"2562",89,7,20,113,93
"2563",89,7,21,109,79
"2564",89,7,22,104,80
"2565",89,7,23,109,86
"2566",89,7,24,111,88
"2567",89,7,25,110,89
"2568",89,7,26,108,86
"2569",89,7,27,105,76
"2570",89,7,28,100,76
"2571",89,7,29,104,83
"2572",89,7,30,108,86
"2573",89,7,31,108,88
"2574",89,8,1,109,86
"2575",89,8,2,107,85
"2576",89,8,3,106,87
"2577",89,8,4,105,84
"2578",89,8,5,105,85
"2579",89,8,6,108,87
"2580",89,8,7,106,87
"2581",89,8,8,107,85
"2582",89,8,9,108,85
"2583",89,8,10,96,83
"2584",89,8,11,103,82
"2585",89,8,12,106,86
"2586",89,8,13,111,88
"2587",89,8,14,109,88
"2588",89,8,15,109,78
"2589",89,8,16,105,74
"2590",89,8,17,106,80
"2591",89,8,18,102,82
"2592",89,8,19,104,84
"2593",89,8,20,103,83
"2594",89,8,21,101,79
"2595",89,8,22,103,76
"2596",89,8,23,105,77
"2597",89,8,24,103,77
"2598",89,8,25,103,75
"2599",89,8,26,104,75
"2600",89,8,27,102,78
"2601",89,8,28,106,79
"2602",89,8,29,109,80
"2603",89,8,30,107,84
"2604",89,8,31,106,83
"2605",90,7,1,115,90
"2606",90,7,2,106,84
"2607",90,7,3,105,81
"2608",90,7,4,107,87
"2609",90,7,5,100,87
"2610",90,7,6,98,84
"2611",90,7,7,100,79
"2612",90,7,8,100,78
"2613",90,7,9,104,80
"2614",90,7,10,106,79
"2615",90,7,11,106,80
"2616",90,7,12,112,87
"2617",90,7,13,110,86
"2618",90,7,14,94,81
"2619",90,7,15,91,74
"2620",90,7,16,100,82
"2621",90,7,17,104,81
"2622",90,7,18,110,87
"2623",90,7,19,112,88
"2624",90,7,20,106,88
"2625",90,7,21,105,80
"2626",90,7,22,107,80
"2627",90,7,23,104,82
"2628",90,7,24,97,72
"2629",90,7,25,102,83
"2630",90,7,26,104,84
"2631",90,7,27,107,84
"2632",90,7,28,108,81
"2633",90,7,29,111,81
"2634",90,7,30,107,87
"2635",90,7,31,106,84
"2636",90,8,1,104,79
"2637",90,8,2,102,76
"2638",90,8,3,105,75
"2639",90,8,4,103,79
"2640",90,8,5,108,85
"2641",90,8,6,105,87
"2642",90,8,7,102,81
"2643",90,8,8,108,85
"2644",90,8,9,110,86
"2645",90,8,10,111,88
"2646",90,8,11,105,75
"2647",90,8,12,98,76
"2648",90,8,13,94,78
"2649",90,8,14,78,71
"2650",90,8,15,88,70
"2651",90,8,16,97,77
"2652",90,8,17,100,79
"2653",90,8,18,103,81
"2654",90,8,19,102,79
"2655",90,8,20,102,82
"2656",90,8,21,102,76
"2657",90,8,22,104,77
"2658",90,8,23,105,77
"2659",90,8,24,106,77
"2660",90,8,25,102,75
"2661",90,8,26,102,77
"2662",90,8,27,102,82
"2663",90,8,28,105,82
"2664",90,8,29,108,86
"2665",90,8,30,106,85
"2666",90,8,31,96,81
