"","Year","Mn","Dy","MxT","MnT","Prec","Snow","SnCv"
"16673",1945,8,25,86,54,0,0,NA
"16674",1945,8,26,84,53,7,0,NA
"16675",1945,8,27,82,56,0.0000000000000001,0,NA
"16676",1945,8,28,86,49,0,0,NA
"16677",1945,8,29,87,51,0,0,NA
"16678",1945,8,30,90,52,0,0,NA
"16679",1945,8,31,83,57,0,0,NA
"16680",1945,9,1,87,57,0,0,NA
"16681",1945,9,2,83,57,0.0000000000000001,0,NA
"16682",1945,9,3,88,56,0.0000000000000001,0,NA
"16683",1945,9,4,89,53,0,0,NA
"16684",1945,9,5,90,51,0.0000000000000001,0,NA
"16685",1945,9,6,92,56,0,0,NA
"16686",1945,9,7,77,57,0,0,NA
"16687",1945,9,8,83,45,0,0,NA
"16688",1945,9,9,69,48,0,0,NA
"16689",1945,9,10,73,37,0,0,NA
"16690",1945,9,11,84,44,0,0,NA
"16691",1945,9,12,69,47,4,0,NA
"16692",1945,9,13,76,30,0,0,NA
"16693",1945,9,14,83,34,0,0,NA
"16694",1945,9,15,76,43,0.0000000000000001,0,NA
"16695",1945,9,16,70,49,2,0,NA
"16696",1945,9,17,73,35,0,0,NA
"16697",1945,9,18,63,36,0.0000000000000001,0,NA
"16698",1945,9,19,59,30,1,0,NA
"16699",1945,9,20,77,30,0,0,NA
"16700",1945,9,21,83,39,0,0,NA
"16701",1945,9,22,81,44,0,0,NA
"16702",1945,9,23,64,44,0,0,NA
"16703",1945,9,24,67,41,5,0,NA
"16704",1945,9,25,70,32,0,0,NA
"16705",1945,9,26,69,38,2,0,NA
"16706",1945,9,27,58,28,34,0.0000000000000001,NA
"16707",1945,9,28,38,25,11,10,NA
"16708",1945,9,29,46,25,0,0,NA
"16709",1945,9,30,46,38,72,0,NA
"16710",1945,10,1,69,30,0,0,NA
"16711",1945,10,2,71,35,0,0,NA
"16712",1945,10,3,77,34,0,0,NA
"16713",1945,10,4,78,38,0,0,NA
"16714",1945,10,5,77,35,0,0,NA
"16715",1945,10,6,71,35,0,0,NA
"16716",1945,10,7,77,38,0,0,NA
"16717",1945,10,8,57,40,0,0,NA
"16718",1945,10,9,76,30,0,0,NA
"16719",1945,10,10,77,34,0,0,NA
"16720",1945,10,11,74,40,0,0,NA
"16721",1945,10,12,70,45,0,0,NA
"16722",1945,10,13,58,45,18,0,NA
"16723",1945,10,14,71,36,0,0,NA
"16724",1945,10,15,73,35,0,0,NA
"16725",1945,10,16,74,37,0,0,NA
"16726",1945,10,17,73,42,0,0,NA
"16727",1945,10,18,73,36,0,0,NA
"16728",1945,10,19,62,26,0,0,NA
"16729",1945,10,20,71,32,0.0000000000000001,0,NA
"16730",1945,10,21,50,31,25,10,NA
"16731",1945,10,22,48,24,2,0,NA
"16732",1945,10,23,42,28,33,0.0000000000000001,NA
"16733",1945,10,24,51,21,0,0,NA
"16734",1945,10,25,62,35,0,0,NA
"16735",1945,10,26,71,26,0,0,NA
"16736",1945,10,27,72,25,0,0,NA
"16737",1945,10,28,65,33,0,0,NA
"16738",1945,10,29,56,26,0,0,NA
"16739",1945,10,30,72,34,0,0,NA
"16740",1945,10,31,66,31,2,0,NA
"16741",1945,11,1,58,40,0,0,NA
"16742",1945,11,2,55,35,0.0000000000000001,0.0000000000000001,NA
"16743",1945,11,3,51,30,4,2,NA
"16744",1945,11,4,77,29,0,0,NA
"16745",1945,11,5,73,37,0,0,NA
"16746",1945,11,6,66,45,0,0,NA
"16747",1945,11,7,61,35,3,0,NA
"16748",1945,11,8,41,24,6,2,NA
"16749",1945,11,9,43,12,0,0,NA
"16750",1945,11,10,56,18,0,0,NA
"16751",1945,11,11,57,20,0,0,NA
"16752",1945,11,12,48,31,0,0,NA
"16753",1945,11,13,47,19,0,0,NA
"16754",1945,11,14,53,14,0,0,NA
"16755",1945,11,15,61,21,0,0,NA
"16756",1945,11,16,56,30,0,0,NA
"16757",1945,11,17,54,28,0,0,NA
"16758",1945,11,18,49,20,0,0,NA
"16759",1945,11,19,58,13,0,0,NA
"16760",1945,11,20,49,25,2,1,NA
"16761",1945,11,21,36,7,0,0,NA
"16762",1945,11,22,37,4,0,0,NA
"16763",1945,11,23,58,11,0,0,NA
"16764",1945,11,24,56,26,0,0,NA
"16765",1945,11,25,51,25,0,0,NA
"16766",1945,11,26,53,29,0,0,NA
"16767",1945,11,27,59,23,0,0,NA
"16768",1945,11,28,62,21,0,0,NA
"16769",1945,11,29,61,22,0,0,NA
"16770",1945,11,30,60,30,0.0000000000000001,0,NA
"16771",1945,12,1,42,29,22,11,NA
"16772",1945,12,2,39,18,0,0,NA
"16773",1945,12,3,43,14,0,0,NA
"16774",1945,12,4,50,15,0,0,NA
"16775",1945,12,5,59,25,0,0,NA
"16776",1945,12,6,54,31,0,0,NA
"16777",1945,12,7,55,25,0,0,NA
"16778",1945,12,8,35,23,0,0,NA
"16779",1945,12,9,28,15,0,0,NA
"16780",1945,12,10,33,1,0,0,NA
"16781",1945,12,11,32,9,0,0,NA
"16782",1945,12,12,28,20,0.0000000000000001,0.0000000000000001,NA
"16783",1945,12,13,30,0,0,0,NA
"16784",1945,12,14,27,0,0,0,NA
"16785",1945,12,15,29,-3,0,0,NA
"16786",1945,12,16,35,12,0,0,NA
"16787",1945,12,17,23,10,1,1,NA
"16788",1945,12,18,16,-5,2,2,NA
"16789",1945,12,19,36,-13,0,0,NA
"16790",1945,12,20,47,7,0,0,NA
"16791",1945,12,21,44,22,0,0,NA
"16792",1945,12,22,39,18,0,0,NA
"16793",1945,12,23,50,12,0.0000000000000001,0.0000000000000001,NA
"16794",1945,12,24,46,28,0,0,NA
"16795",1945,12,25,43,15,0,0,NA
"16796",1945,12,26,43,12,0,0,NA
"16797",1945,12,27,51,15,0,0,NA
"16798",1945,12,28,59,22,0,0,NA
"16799",1945,12,29,58,45,0,0,NA
"16800",1945,12,30,47,29,1,1,NA
"16801",1945,12,31,34,11,0,0,NA
"16802",1946,1,1,46,12,0,0,NA
"16803",1946,1,2,51,23,0,0,NA
"16804",1946,1,3,55,17,0,0,NA
"16805",1946,1,4,53,21,0,0,NA
"16806",1946,1,5,45,22,0,0,NA
"16807",1946,1,6,41,17,0,0,NA
"16808",1946,1,7,38,5,0,0,NA
"16809",1946,1,8,41,23,3,7,NA
"16810",1946,1,9,35,19,4,11,NA
"16811",1946,1,10,43,3,0,0,NA
"16812",1946,1,11,39,20,1,2,NA
"16813",1946,1,12,34,-1,0,0,NA
"16814",1946,1,13,56,7,0,0,NA
"16815",1946,1,14,46,19,0,0,NA
"16816",1946,1,15,45,9,0,0,NA
"16817",1946,1,16,53,10,0,0,NA
"16818",1946,1,17,56,10,0,0,NA
"16819",1946,1,18,61,15,0,0,NA
"16820",1946,1,19,52,22,0,0,NA
"16821",1946,1,20,31,8,0.0000000000000001,0.0000000000000001,NA
"16822",1946,1,21,45,1,0.0000000000000001,0.0000000000000001,NA
"16823",1946,1,22,52,14,0,0,NA
"16824",1946,1,23,48,26,0.0000000000000001,0.0000000000000001,NA
"16825",1946,1,24,62,10,0,0,NA
"16826",1946,1,25,60,31,0,0,NA
"16827",1946,1,26,31,4,5,8,NA
"16828",1946,1,27,47,3,0,0,NA
"16829",1946,1,28,44,4,0,0,NA
"16830",1946,1,29,50,12,0,0,NA
"16831",1946,1,30,35,18,0,0,NA
"16832",1946,1,31,42,9,0,0,NA
"16833",1946,2,1,45,29,0,0,NA
"16834",1946,2,2,50,11,0,0,NA
"16835",1946,2,3,55,10,0,0,NA
"16836",1946,2,4,57,15,0,0,NA
"16837",1946,2,5,46,23,1,1,NA
"16838",1946,2,6,47,7,0,0,NA
"16839",1946,2,7,52,16,0,0,NA
"16840",1946,2,8,36,19,2,3,NA
"16841",1946,2,9,41,2,0,0,NA
"16842",1946,2,10,41,18,0,0,NA
"16843",1946,2,11,45,8,0,0,NA
"16844",1946,2,12,29,16,7,12,NA
"16845",1946,2,13,33,10,0,0,NA
"16846",1946,2,14,53,11,0,0,NA
"16847",1946,2,15,59,12,0,0,NA
"16848",1946,2,16,41,15,0,0,NA
"16849",1946,2,17,47,12,0,0,NA
"16850",1946,2,18,57,10,0,0,NA
"16851",1946,2,19,46,18,0,0,NA
"16852",1946,2,20,47,14,0,0,NA
"16853",1946,2,21,54,26,0,0,NA
"16854",1946,2,22,58,26,0,0,NA
"16855",1946,2,23,64,15,0,0,NA
"16856",1946,2,24,65,17,0,0,NA
"16857",1946,2,25,55,28,0,0,NA
"16858",1946,2,26,44,21,0,0,NA
"16859",1946,2,27,58,7,0,0,NA
"16860",1946,2,28,54,41,0,0,NA
"16861",1946,3,1,57,33,0,0,NA
"16862",1946,3,2,67,27,0,0,NA
"16863",1946,3,3,64,26,0,0,NA
"16864",1946,3,4,46,26,0,0,NA
"16865",1946,3,5,42,22,0,0,NA
"16866",1946,3,6,57,18,0,0,NA
"16867",1946,3,7,43,25,0,0,NA
"16868",1946,3,8,54,9,0,0,NA
"16869",1946,3,9,52,32,0,0,NA
"16870",1946,3,10,64,12,0,0,NA
"16871",1946,3,11,65,30,0,0,NA
"16872",1946,3,12,64,35,0,0,NA
"16873",1946,3,13,66,29,0,0,NA
"16874",1946,3,14,65,26,1,0.0000000000000001,NA
"16875",1946,3,15,44,33,77,1,NA
"16876",1946,3,16,46,27,0,0,NA
"16877",1946,3,17,47,31,0,0,NA
"16878",1946,3,18,54,17,0,0,NA
"16879",1946,3,19,53,23,0,0,NA
"16880",1946,3,20,60,35,0,0,NA
"16881",1946,3,21,52,32,0.0000000000000001,0.0000000000000001,NA
"16882",1946,3,22,46,25,0.0000000000000001,0.0000000000000001,NA
"16883",1946,3,23,61,21,0,0,NA
"16884",1946,3,24,60,27,0.0000000000000001,0,NA
"16885",1946,3,25,50,36,0.0000000000000001,0.0000000000000001,NA
"16886",1946,3,26,69,19,0,0,NA
"16887",1946,3,27,71,25,0,0,NA
"16888",1946,3,28,72,28,0,0,NA
"16889",1946,3,29,71,39,0,0,NA
"16890",1946,3,30,77,30,0,0,NA
"16891",1946,3,31,80,34,0,0,NA
"16892",1946,4,1,69,43,0,0,NA
"16893",1946,4,2,70,35,2,0,NA
"16894",1946,4,3,54,40,0.0000000000000001,0,NA
"16895",1946,4,4,64,25,0,0,NA
"16896",1946,4,5,67,36,0,0,NA
"16897",1946,4,6,67,29,0,0,NA
"16898",1946,4,7,57,40,0.0000000000000001,0,NA
"16899",1946,4,8,42,35,6,0,NA
"16900",1946,4,9,61,34,6,0,NA
"16901",1946,4,10,54,35,0,0,NA
"16902",1946,4,11,64,28,0,0,NA
"16903",1946,4,12,74,29,0,0,NA
"16904",1946,4,13,78,37,0,0,NA
"16905",1946,4,14,70,43,7,0,NA
"16906",1946,4,15,53,37,11,0,NA
"16907",1946,4,16,75,30,0,0,NA
"16908",1946,4,17,79,36,0,0,NA
"16909",1946,4,18,80,37,0.0000000000000001,0,NA
"16910",1946,4,19,79,42,0,0,NA
"16911",1946,4,20,74,36,0,0,NA
"16912",1946,4,21,78,36,0.0000000000000001,0,NA
"16913",1946,4,22,68,46,0,0,NA
"16914",1946,4,23,74,35,0,0,NA
"16915",1946,4,24,77,36,0,0,NA
"16916",1946,4,25,80,38,0,0,NA
"16917",1946,4,26,77,41,0.0000000000000001,0,NA
"16918",1946,4,27,73,47,11,0,NA
"16919",1946,4,28,69,40,0.0000000000000001,0,NA
"16920",1946,4,29,76,35,0,0,NA
"16921",1946,4,30,77,39,0.0000000000000001,0,NA
"16922",1946,5,1,53,37,0.0000000000000001,0.0000000000000001,NA
"16923",1946,5,2,57,43,0,0,NA
"16924",1946,5,3,67,37,0,0,NA
"16925",1946,5,4,72,31,0.0000000000000001,0,NA
"16926",1946,5,5,70,44,14,0,NA
"16927",1946,5,6,56,42,14,0,NA
"16928",1946,5,7,59,43,15,0,NA
"16929",1946,5,8,69,43,26,0,NA
"16930",1946,5,9,63,40,14,0,NA
"16931",1946,5,10,40,29,25,0.0000000000000001,NA
"16932",1946,5,11,55,28,0.0000000000000001,0.0000000000000001,NA
"16933",1946,5,12,66,28,0,0,NA
"16934",1946,5,13,72,35,0.0000000000000001,0,NA
"16935",1946,5,14,61,46,15,0,NA
"16936",1946,5,15,64,41,11,0,NA
"16937",1946,5,16,64,44,7,0,NA
"16938",1946,5,17,70,40,0.0000000000000001,0,NA
"16939",1946,5,18,69,44,19,0,NA
"16940",1946,5,19,44,33,44,0,NA
"16941",1946,5,20,56,30,5,0,NA
"16942",1946,5,21,72,38,0,0,NA
"16943",1946,5,22,75,39,0,0,NA
"16944",1946,5,23,66,47,11,0,NA
"16945",1946,5,24,52,43,14,0,NA
"16946",1946,5,25,67,35,0,0,NA
"16947",1946,5,26,75,42,0.0000000000000001,0,NA
"16948",1946,5,27,79,50,0,0,NA
"16949",1946,5,28,69,50,31,0,NA
"16950",1946,5,29,57,44,0.0000000000000001,0,NA
"16951",1946,5,30,62,39,3,0,NA
"16952",1946,5,31,63,39,0,0,NA
"16953",1946,6,1,65,37,0,0,NA
"16954",1946,6,2,58,45,68,0,NA
"16955",1946,6,3,76,46,0.0000000000000001,0,NA
"16956",1946,6,4,89,45,0,0,NA
"16957",1946,6,5,92,49,0,0,NA
"16958",1946,6,6,90,56,0,0,NA
"16959",1946,6,7,80,55,0.0000000000000001,0,NA
"16960",1946,6,8,78,52,0,0,NA
"16961",1946,6,9,83,50,0,0,NA
"16962",1946,6,10,89,48,0.0000000000000001,0,NA
"16963",1946,6,11,77,52,0,0,NA
"16964",1946,6,12,78,57,0,0,NA
"16965",1946,6,13,79,54,0.0000000000000001,0,NA
"16966",1946,6,14,93,50,0,0,NA
"16967",1946,6,15,94,47,0,0,NA
"16968",1946,6,16,88,57,3,0,NA
"16969",1946,6,17,75,52,10,0,NA
"16970",1946,6,18,61,47,50,0,NA
"16971",1946,6,19,60,42,0.0000000000000001,0,NA
"16972",1946,6,20,71,39,0,0,NA
"16973",1946,6,21,81,44,0,0,NA
"16974",1946,6,22,90,45,0,0,NA
"16975",1946,6,23,86,49,0,0,NA
"16976",1946,6,24,80,48,0,0,NA
"16977",1946,6,25,83,46,0,0,NA
"16978",1946,6,26,92,48,0,0,NA
"16979",1946,6,27,93,47,0,0,NA
"16980",1946,6,28,85,58,1,0,NA
"16981",1946,6,29,89,52,0.0000000000000001,0,NA
"16982",1946,6,30,80,54,0,0,NA
"16983",1946,7,1,83,57,0,0,NA
"16984",1946,7,2,83,48,0.0000000000000001,0,NA
"16985",1946,7,3,80,54,0.0000000000000001,0,NA
"16986",1946,7,4,87,50,0,0,NA
"16987",1946,7,5,81,58,0.0000000000000001,0,NA
"16988",1946,7,6,86,49,0.0000000000000001,0,NA
"16989",1946,7,7,85,51,0.0000000000000001,0,NA
"16990",1946,7,8,91,51,0.0000000000000001,0,NA
"16991",1946,7,9,95,47,0,0,NA
"16992",1946,7,10,82,49,0,0,NA
"16993",1946,7,11,87,50,0,0,NA
"16994",1946,7,12,90,56,0,0,NA
"16995",1946,7,13,89,58,0.0000000000000001,0,NA
"16996",1946,7,14,85,60,23,0,NA
"16997",1946,7,15,83,56,0,0,NA
"16998",1946,7,16,94,56,0,0,NA
"16999",1946,7,17,95,55,0.0000000000000001,0,NA
"17000",1946,7,18,87,56,6,0,NA
"17001",1946,7,19,69,60,223,0,NA
"17002",1946,7,20,82,58,0,0,NA
"17003",1946,7,21,85,55,0,0,NA
"17004",1946,7,22,96,53,0,0,NA
"17005",1946,7,23,87,64,1,0,NA
"17006",1946,7,24,83,57,2,0,NA
"17007",1946,7,25,79,60,12,0,NA
"17008",1946,7,26,89,58,13,0,NA
"17009",1946,7,27,85,57,13,0,NA
"17010",1946,7,28,90,55,0.0000000000000001,0,NA
"17011",1946,7,29,93,57,0,0,NA
"17012",1946,7,30,89,62,0,0,NA
"17013",1946,7,31,85,59,0.0000000000000001,0,NA
"17014",1946,8,1,86,58,0,0,NA
"17015",1946,8,2,94,54,0,0,NA
"17016",1946,8,3,87,59,0,0,NA
"17017",1946,8,4,94,52,0,0,NA
"17018",1946,8,5,89,49,0,0,NA
"17019",1946,8,6,90,60,0,0,NA
"17020",1946,8,7,89,65,0.0000000000000001,0,NA
"17021",1946,8,8,92,49,0,0,NA
"17022",1946,8,9,80,48,0,0,NA
"17023",1946,8,10,89,51,0,0,NA
"17024",1946,8,11,80,57,0,0,NA
"17025",1946,8,12,72,62,4,0,NA
"17026",1946,8,13,81,55,2,0,NA
"17027",1946,8,14,84,50,0,0,NA
"17028",1946,8,15,88,49,0.0000000000000001,0,NA
"17029",1946,8,16,88,58,0.0000000000000001,0,NA
"17030",1946,8,17,88,51,0.0000000000000001,0,NA
"17031",1946,8,18,82,55,0,0,NA
"17032",1946,8,19,86,51,0,0,NA
"17033",1946,8,20,88,51,0,0,NA
"17034",1946,8,21,86,62,0,0,NA
"17035",1946,8,22,82,63,1,0,NA
"17036",1946,8,23,75,60,73,0,NA
"17037",1946,8,24,78,55,0.0000000000000001,0,NA
"17038",1946,8,25,82,54,5,0,NA
"17039",1946,8,26,74,57,0.0000000000000001,0,NA
"17040",1946,8,27,65,50,20,0,NA
"17041",1946,8,28,59,51,8,0,NA
"17042",1946,8,29,56,47,52,0,NA
"17043",1946,8,30,69,52,3,0,NA
"17044",1946,8,31,79,52,0,0,NA
"17045",1946,9,1,70,50,2,0,NA
"17046",1946,9,2,79,45,0,0,NA
"17047",1946,9,3,86,49,0,0,NA
"17048",1946,9,4,81,49,0,0,NA
"17049",1946,9,5,86,53,0.0000000000000001,0,NA
"17050",1946,9,6,76,52,0.0000000000000001,0,NA
"17051",1946,9,7,65,56,7,0,NA
"17052",1946,9,8,69,55,14,0,NA
"17053",1946,9,9,72,46,0,0,NA
"17054",1946,9,10,74,38,0,0,NA
"17055",1946,9,11,80,46,0,0,NA
"17056",1946,9,12,79,46,1,0,NA
"17057",1946,9,13,85,46,2,0,NA
"17058",1946,9,14,85,44,0,0,NA
"17059",1946,9,15,75,51,0,0,NA
"17060",1946,9,16,79,47,0,0,NA
"17061",1946,9,17,75,49,0.0000000000000001,0,NA
"17062",1946,9,18,66,45,28,0,NA
"17063",1946,9,19,64,36,16,0,NA
"17064",1946,9,20,64,33,0,0,NA
"17065",1946,9,21,78,38,0,0,NA
"17066",1946,9,22,66,36,8,0,NA
"17067",1946,9,23,65,28,0,0,NA
"17068",1946,9,24,80,35,0,0,NA
"17069",1946,9,25,83,36,0,0,NA
"17070",1946,9,26,83,38,0.0000000000000001,0,NA
"17071",1946,9,27,71,47,0,0,NA
"17072",1946,9,28,58,40,0,0,NA
"17073",1946,9,29,65,38,0,0,NA
"17074",1946,9,30,82,32,0,0,NA
"17075",1946,10,1,82,38,0,0,NA
"17076",1946,10,2,80,42,9,0,NA
"17077",1946,10,3,64,46,17,0,NA
"17078",1946,10,4,58,47,21,0,NA
"17079",1946,10,5,58,37,14,0,NA
"17080",1946,10,6,38,32,3,0,NA
"17081",1946,10,7,40,32,38,10,NA
"17082",1946,10,8,56,29,0,0,NA
"17083",1946,10,9,64,32,0,0,NA
"17084",1946,10,10,60,31,0.0000000000000001,0.0000000000000001,NA
"17085",1946,10,11,45,21,0,0,NA
"17086",1946,10,12,58,26,0,0,NA
"17087",1946,10,13,54,36,2,0,NA
"17088",1946,10,14,69,26,0,0,NA
"17089",1946,10,15,56,32,0,0,NA
"17090",1946,10,16,51,37,2,0,NA
"17091",1946,10,17,45,35,17,0,NA
"17092",1946,10,18,50,30,0.0000000000000001,0,NA
"17093",1946,10,19,58,24,0,0,NA
"17094",1946,10,20,65,25,0,0,NA
"17095",1946,10,21,73,29,0,0,NA
"17096",1946,10,22,66,33,0,0,NA
"17097",1946,10,23,74,37,0,0,NA
"17098",1946,10,24,57,29,0,0,NA
"17099",1946,10,25,71,30,0,0,NA
"17100",1946,10,26,70,39,0,0,NA
"17101",1946,10,27,66,39,0.0000000000000001,0,NA
"17102",1946,10,28,66,30,0,0,NA
"17103",1946,10,29,67,33,0.0000000000000001,0,NA
"17104",1946,10,30,56,29,0,0,NA
"17105",1946,10,31,55,23,0,0,NA
"17106",1946,11,1,59,17,0,0,NA
"17107",1946,11,2,45,28,12,30,NA
"17108",1946,11,3,34,18,18,32,NA
"17109",1946,11,4,34,21,49,74,NA
"17110",1946,11,5,36,19,11,10,NA
"17111",1946,11,6,50,10,0,0,NA
"17112",1946,11,7,46,28,0,0,NA
"17113",1946,11,8,36,27,64,60,NA
"17114",1946,11,9,27,5,29,53,NA
"17115",1946,11,10,29,-13,0,0,NA
"17116",1946,11,11,34,-7,0,0,NA
"17117",1946,11,12,36,-4,0,0,NA
"17118",1946,11,13,45,4,0,0,NA
"17119",1946,11,14,47,12,0,0,NA
"17120",1946,11,15,44,30,0,0,NA
"17121",1946,11,16,39,20,0,0,NA
"17122",1946,11,17,41,11,0,0,NA
"17123",1946,11,18,42,21,0,0,NA
"17124",1946,11,19,50,24,0,0,NA
"17125",1946,11,20,57,26,0,0,NA
"17126",1946,11,21,52,29,0,0,NA
"17127",1946,11,22,54,22,0,0,NA
"17128",1946,11,23,63,29,0,0,NA
"17129",1946,11,24,59,29,14,18,NA
"17130",1946,11,25,37,13,1,1,NA
"17131",1946,11,26,52,19,0,0,NA
"17132",1946,11,27,56,32,0,0,NA
"17133",1946,11,28,59,31,0,0,NA
"17134",1946,11,29,58,29,0,0,NA
"17135",1946,11,30,47,27,0,0,NA
"17136",1946,12,1,42,27,0,0,NA
"17137",1946,12,2,59,20,0,0,NA
"17138",1946,12,3,48,20,0,0,NA
"17139",1946,12,4,57,28,0,0,NA
"17140",1946,12,5,57,30,0,0,NA
"17141",1946,12,6,61,26,0,0,NA
"17142",1946,12,7,56,29,0,0,NA
"17143",1946,12,8,51,30,0,0,NA
"17144",1946,12,9,46,20,0,0,NA
"17145",1946,12,10,51,15,0,0,NA
"17146",1946,12,11,43,18,0,0,NA
"17147",1946,12,12,46,28,0,0,NA
"17148",1946,12,13,57,27,0,0,NA
"17149",1946,12,14,62,31,0,0,NA
"17150",1946,12,15,66,29,0,0,NA
"17151",1946,12,16,57,23,0,0,NA
"17152",1946,12,17,23,7,2,4,NA
"17153",1946,12,18,32,4,0,0,NA
"17154",1946,12,19,34,15,0,0,NA
"17155",1946,12,20,48,27,0,0,NA
"17156",1946,12,21,43,16,0,0,NA
"17157",1946,12,22,58,22,0,0,NA
"17158",1946,12,23,56,30,0,0,NA
"17159",1946,12,24,52,24,0,0,NA
"17160",1946,12,25,45,20,0,0,NA
"17161",1946,12,26,59,20,0,0,NA
"17162",1946,12,27,54,30,0,0,NA
"17163",1946,12,28,40,4,5,4,NA
"17164",1946,12,29,22,-8,0,0,NA
"17165",1946,12,30,19,6,0,0,NA
"17166",1946,12,31,27,-7,0.0000000000000001,0,NA
"17167",1947,1,1,29,5,0.0000000000000001,0.0000000000000001,NA
"17168",1947,1,2,23,5,18,51,NA
"17169",1947,1,3,16,-23,0.0000000000000001,0.0000000000000001,NA
"17170",1947,1,4,49,-9,0,0,NA
"17171",1947,1,5,47,21,0,0,NA
"17172",1947,1,6,40,30,0,0,NA
"17173",1947,1,7,49,15,0,0,NA
"17174",1947,1,8,47,14,0,0,NA
"17175",1947,1,9,54,12,0,0,NA
"17176",1947,1,10,62,20,0,0,NA
"17177",1947,1,11,49,24,0,0,NA
"17178",1947,1,12,48,25,0,0,NA
"17179",1947,1,13,39,16,0,0,NA
"17180",1947,1,14,34,7,0,0,NA
"17181",1947,1,15,29,0,6,10,NA
"17182",1947,1,16,34,-6,0,0,NA
"17183",1947,1,17,46,4,0,0,NA
"17184",1947,1,18,44,6,0,0,NA
"17185",1947,1,19,51,8,0,0,NA
"17186",1947,1,20,40,16,0,0,NA
"17187",1947,1,21,48,5,0,0,NA
"17188",1947,1,22,57,15,0,0,NA
"17189",1947,1,23,54,16,0,0,NA
"17190",1947,1,24,51,20,0,0,NA
"17191",1947,1,25,52,41,0,0,NA
"17192",1947,1,26,60,41,0,0,NA
"17193",1947,1,27,42,27,0.0000000000000001,0,NA
"17194",1947,1,28,45,22,0.0000000000000001,0.0000000000000001,NA
"17195",1947,1,29,25,15,18,29,NA
"17196",1947,1,30,25,6,0,0,NA
"17197",1947,1,31,31,3,0,0,NA
"17198",1947,2,1,46,5,0,0,NA
"17199",1947,2,2,57,20,0,0,NA
"17200",1947,2,3,52,14,0.0000000000000001,0.0000000000000001,NA
"17201",1947,2,4,34,6,0,0,NA
"17202",1947,2,5,63,16,0,0,NA
"17203",1947,2,6,55,28,0,0,NA
"17204",1947,2,7,48,20,0,0,NA
"17205",1947,2,8,31,0,0,0,NA
"17206",1947,2,9,26,-2,0,0,NA
"17207",1947,2,10,42,16,0,0,NA
"17208",1947,2,11,52,13,0,0,NA
"17209",1947,2,12,60,10,0,0,NA
"17210",1947,2,13,60,28,0,0,NA
"17211",1947,2,14,60,20,0,0,NA
"17212",1947,2,15,62,20,0,0,NA
"17213",1947,2,16,47,18,0,0,NA
"17214",1947,2,17,38,26,2,0.0000000000000001,NA
"17215",1947,2,18,31,21,31,45,NA
"17216",1947,2,19,31,4,5,17,NA
"17217",1947,2,20,31,8,1,1,NA
"17218",1947,2,21,36,4,0,0,NA
"17219",1947,2,22,46,19,0,0,NA
"17220",1947,2,23,41,19,7,9,NA
"17221",1947,2,24,24,15,25,32,NA
"17222",1947,2,25,17,2,2,3,NA
"17223",1947,2,26,12,-2,3,5,NA
"17224",1947,2,27,16,-9,3,4,NA
"17225",1947,2,28,19,0,10,20,NA
"17226",1947,3,1,16,-16,0.0000000000000001,0.0000000000000001,NA
"17227",1947,3,2,31,-10,0,0,NA
"17228",1947,3,3,51,14,0,0,NA
"17229",1947,3,4,40,22,0.0000000000000001,0.0000000000000001,NA
"17230",1947,3,5,26,15,30,45,NA
"17231",1947,3,6,24,9,2,14,NA
"17232",1947,3,7,31,-2,0,0,NA
"17233",1947,3,8,41,9,0,0,NA
"17234",1947,3,9,39,25,0,0,NA
"17235",1947,3,10,43,24,0,0,NA
"17236",1947,3,11,40,29,6,0.0000000000000001,NA
"17237",1947,3,12,40,27,9,10,NA
"17238",1947,3,13,42,18,0,0,NA
"17239",1947,3,14,38,15,10,17,NA
"17240",1947,3,15,33,5,0,0,NA
"17241",1947,3,16,58,25,0,0,NA
"17242",1947,3,17,53,33,0,0,NA
"17243",1947,3,18,58,28,0,0,NA
"17244",1947,3,19,51,29,25,2,NA
"17245",1947,3,20,58,29,0,0,NA
"17246",1947,3,21,61,28,0,0,NA
"17247",1947,3,22,69,27,0,0,NA
"17248",1947,3,23,61,39,0.0000000000000001,0,NA
"17249",1947,3,24,46,22,13,20,NA
"17250",1947,3,25,55,26,0,0,NA
"17251",1947,3,26,64,22,0.0000000000000001,0,NA
"17252",1947,3,27,53,25,0.0000000000000001,0,NA
"17253",1947,3,28,61,21,0.0000000000000001,0,NA
"17254",1947,3,29,53,25,0,0,NA
"17255",1947,3,30,65,25,0,0,NA
"17256",1947,3,31,60,33,0,0,NA
"17257",1947,4,1,61,30,0,0,NA
"17258",1947,4,2,63,35,0.0000000000000001,0,NA
"17259",1947,4,3,55,42,0.0000000000000001,0,NA
"17260",1947,4,4,49,37,6,0,NA
"17261",1947,4,5,48,32,0,0,NA
"17262",1947,4,6,52,29,0,0,NA
"17263",1947,4,7,52,32,0.0000000000000001,0,NA
"17264",1947,4,8,56,22,0,0,NA
"17265",1947,4,9,56,39,9,0,NA
"17266",1947,4,10,54,37,16,0,NA
"17267",1947,4,11,48,33,13,0.0000000000000001,NA
"17268",1947,4,12,50,31,0,0,NA
"17269",1947,4,13,62,23,0,0,NA
"17270",1947,4,14,70,32,0,0,NA
"17271",1947,4,15,58,31,9,0.0000000000000001,NA
"17272",1947,4,16,48,27,4,4,NA
"17273",1947,4,17,68,27,0,0,NA
