"","Time","Year","Mon","Day","Min"
"8849",8850,1973,3,25,32
"8850",8851,1973,3,26,28
"8851",8852,1973,3,27,32
"8852",8853,1973,3,28,29
"8853",8854,1973,3,29,28
"8854",8855,1973,3,30,28
"8855",8856,1973,3,31,26
"8856",8857,1973,4,1,28
"8857",8858,1973,4,2,33
"8858",8859,1973,4,3,29
"8859",8860,1973,4,4,29
"8860",8861,1973,4,5,30
"8861",8862,1973,4,6,35
"8862",8863,1973,4,7,21
"8863",8864,1973,4,8,5
"8864",8865,1973,4,9,13
"8865",8866,1973,4,10,12
"8866",8867,1973,4,11,31
"8867",8868,1973,4,12,38
"8868",8869,1973,4,13,37
"8869",8870,1973,4,14,39
"8870",8871,1973,4,15,30
"8871",8872,1973,4,16,28
"8872",8873,1973,4,17,37
"8873",8874,1973,4,18,39
"8874",8875,1973,4,19,34
"8875",8876,1973,4,20,33
"8876",8877,1973,4,21,29
"8877",8878,1973,4,22,32
"8878",8879,1973,4,23,35
"8879",8880,1973,4,24,40
"8880",8881,1973,4,25,35
"8881",8882,1973,4,26,34
"8882",8883,1973,4,27,35
"8883",8884,1973,4,28,45
"8884",8885,1973,4,29,42
"8885",8886,1973,4,30,34
"8886",8887,1973,5,1,32
"8887",8888,1973,5,2,31
"8888",8889,1973,5,3,35
"8889",8890,1973,5,4,40
"8890",8891,1973,5,5,42
"8891",8892,1973,5,6,41
"8892",8893,1973,5,7,38
"8893",8894,1973,5,8,44
"8894",8895,1973,5,9,48
"8895",8896,1973,5,10,43
"8896",8897,1973,5,11,39
"8897",8898,1973,5,12,45
"8898",8899,1973,5,13,43
"8899",8900,1973,5,14,39
"8900",8901,1973,5,15,40
"8901",8902,1973,5,16,45
"8902",8903,1973,5,17,49
"8903",8904,1973,5,18,47
"8904",8905,1973,5,19,51
"8905",8906,1973,5,20,51
"8906",8907,1973,5,21,49
"8907",8908,1973,5,22,47
"8908",8909,1973,5,23,45
"8909",8910,1973,5,24,43
"8910",8911,1973,5,25,51
"8911",8912,1973,5,26,44
"8912",8913,1973,5,27,40
"8913",8914,1973,5,28,38
"8914",8915,1973,5,29,45
"8915",8916,1973,5,30,40
"8916",8917,1973,5,31,43
"8917",8918,1973,6,1,47
"8918",8919,1973,6,2,47
"8919",8920,1973,6,3,44
"8920",8921,1973,6,4,44
"8921",8922,1973,6,5,41
"8922",8923,1973,6,6,45
"8923",8924,1973,6,7,53
"8924",8925,1973,6,8,56
"8925",8926,1973,6,9,55
"8926",8927,1973,6,10,60
"8927",8928,1973,6,11,57
"8928",8929,1973,6,12,57
"8929",8930,1973,6,13,62
"8930",8931,1973,6,14,54
"8931",8932,1973,6,15,48
"8932",8933,1973,6,16,47
"8933",8934,1973,6,17,47
"8934",8935,1973,6,18,45
"8935",8936,1973,6,19,40
"8936",8937,1973,6,20,39
"8937",8938,1973,6,21,48
"8938",8939,1973,6,22,51
"8939",8940,1973,6,23,58
"8940",8941,1973,6,24,57
"8941",8942,1973,6,25,56
"8942",8943,1973,6,26,54
"8943",8944,1973,6,27,56
"8944",8945,1973,6,28,58
"8945",8946,1973,6,29,55
"8946",8947,1973,6,30,61
"8947",8948,1973,7,1,63
"8948",8949,1973,7,2,60
"8949",8950,1973,7,3,61
"8950",8951,1973,7,4,55
"8951",8952,1973,7,5,55
"8952",8953,1973,7,6,64
"8953",8954,1973,7,7,60
"8954",8955,1973,7,8,56
"8955",8956,1973,7,9,61
"8956",8957,1973,7,10,57
"8957",8958,1973,7,11,67
"8958",8959,1973,7,12,62
"8959",8960,1973,7,13,53
"8960",8961,1973,7,14,52
"8961",8962,1973,7,15,48
"8962",8963,1973,7,16,55
"8963",8964,1973,7,17,57
"8964",8965,1973,7,18,62
"8965",8966,1973,7,19,60
"8966",8967,1973,7,20,56
"8967",8968,1973,7,21,53
"8968",8969,1973,7,22,50
"8969",8970,1973,7,23,51
"8970",8971,1973,7,24,52
"8971",8972,1973,7,25,51
"8972",8973,1973,7,26,54
"8973",8974,1973,7,27,55
"8974",8975,1973,7,28,55
"8975",8976,1973,7,29,53
"8976",8977,1973,7,30,54
"8977",8978,1973,7,31,51
"8978",8979,1973,8,1,52
"8979",8980,1973,8,2,53
"8980",8981,1973,8,3,56
"8981",8982,1973,8,4,57
"8982",8983,1973,8,5,59
"8983",8984,1973,8,6,59
"8984",8985,1973,8,7,58
"8985",8986,1973,8,8,59
"8986",8987,1973,8,9,56
"8987",8988,1973,8,10,58
"8988",8989,1973,8,11,58
"8989",8990,1973,8,12,55
"8990",8991,1973,8,13,60
"8991",8992,1973,8,14,58
"8992",8993,1973,8,15,56
"8993",8994,1973,8,16,58
"8994",8995,1973,8,17,63
"8995",8996,1973,8,18,61
"8996",8997,1973,8,19,55
"8997",8998,1973,8,20,67
"8998",8999,1973,8,21,62
"8999",9000,1973,8,22,56
"9000",9001,1973,8,23,59
"9001",9002,1973,8,24,64
"9002",9003,1973,8,25,62
"9003",9004,1973,8,26,62
"9004",9005,1973,8,27,57
"9005",9006,1973,8,28,53
"9006",9007,1973,8,29,53
"9007",9008,1973,8,30,54
"9008",9009,1973,8,31,60
"9009",9010,1973,9,1,53
"9010",9011,1973,9,2,43
"9011",9012,1973,9,3,40
"9012",9013,1973,9,4,47
"9013",9014,1973,9,5,43
"9014",9015,1973,9,6,50
"9015",9016,1973,9,7,53
"9016",9017,1973,9,8,52
"9017",9018,1973,9,9,55
"9018",9019,1973,9,10,52
"9019",9020,1973,9,11,52
"9020",9021,1973,9,12,47
"9021",9022,1973,9,13,52
"9022",9023,1973,9,14,50
"9023",9024,1973,9,15,43
"9024",9025,1973,9,16,42
"9025",9026,1973,9,17,40
"9026",9027,1973,9,18,39
"9027",9028,1973,9,19,44
"9028",9029,1973,9,20,46
"9029",9030,1973,9,21,47
"9030",9031,1973,9,22,43
"9031",9032,1973,9,23,44
"9032",9033,1973,9,24,47
"9033",9034,1973,9,25,42
"9034",9035,1973,9,26,38
"9035",9036,1973,9,27,35
"9036",9037,1973,9,28,43
"9037",9038,1973,9,29,44
"9038",9039,1973,9,30,40
"9039",9040,1973,10,1,43
"9040",9041,1973,10,2,48
"9041",9042,1973,10,3,38
"9042",9043,1973,10,4,35
"9043",9044,1973,10,5,39
"9044",9045,1973,10,6,45
"9045",9046,1973,10,7,48
"9046",9047,1973,10,8,45
"9047",9048,1973,10,9,36
"9048",9049,1973,10,10,33
"9049",9050,1973,10,11,30
"9050",9051,1973,10,12,34
"9051",9052,1973,10,13,36
"9052",9053,1973,10,14,41
"9053",9054,1973,10,15,41
"9054",9055,1973,10,16,40
"9055",9056,1973,10,17,43
"9056",9057,1973,10,18,42
"9057",9058,1973,10,19,43
"9058",9059,1973,10,20,39
"9059",9060,1973,10,21,42
"9060",9061,1973,10,22,38
"9061",9062,1973,10,23,44
"9062",9063,1973,10,24,37
"9063",9064,1973,10,25,32
"9064",9065,1973,10,26,31
"9065",9066,1973,10,27,31
"9066",9067,1973,10,28,32
"9067",9068,1973,10,29,35
"9068",9069,1973,10,30,38
"9069",9070,1973,10,31,38
"9070",9071,1973,11,1,30
"9071",9072,1973,11,2,27
"9072",9073,1973,11,3,26
"9073",9074,1973,11,4,14
"9074",9075,1973,11,5,26
"9075",9076,1973,11,6,26
"9076",9077,1973,11,7,34
"9077",9078,1973,11,8,32
"9078",9079,1973,11,9,31
"9079",9080,1973,11,10,35
"9080",9081,1973,11,11,35
"9081",9082,1973,11,12,41
"9082",9083,1973,11,13,34
"9083",9084,1973,11,14,28
"9084",9085,1973,11,15,27
"9085",9086,1973,11,16,25
"9086",9087,1973,11,17,22
"9087",9088,1973,11,18,25
"9088",9089,1973,11,19,24
"9089",9090,1973,11,20,20
"9090",9091,1973,11,21,16
"9091",9092,1973,11,22,20
"9092",9093,1973,11,23,16
"9093",9094,1973,11,24,21
"9094",9095,1973,11,25,21
"9095",9096,1973,11,26,18
"9096",9097,1973,11,27,15
"9097",9098,1973,11,28,26
"9098",9099,1973,11,29,29
"9099",9100,1973,11,30,25
"9100",9101,1973,12,1,24
"9101",9102,1973,12,2,31
"9102",9103,1973,12,3,22
"9103",9104,1973,12,4,15
"9104",9105,1973,12,5,11
"9105",9106,1973,12,6,9
"9106",9107,1973,12,7,22
"9107",9108,1973,12,8,26
"9108",9109,1973,12,9,25
"9109",9110,1973,12,10,23
"9110",9111,1973,12,11,33
"9111",9112,1973,12,12,31
"9112",9113,1973,12,13,29
"9113",9114,1973,12,14,27
"9114",9115,1973,12,15,25
"9115",9116,1973,12,16,22
"9116",9117,1973,12,17,32
"9117",9118,1973,12,18,17
"9118",9119,1973,12,19,-5
"9119",9120,1973,12,20,7
"9120",9121,1973,12,21,24
"9121",9122,1973,12,22,24
"9122",9123,1973,12,23,23
"9123",9124,1973,12,24,11
"9124",9125,1973,12,25,11
"9125",9126,1973,12,26,5
"9126",9127,1973,12,27,4
"9127",9128,1973,12,28,21
"9128",9129,1973,12,29,18
"9129",9130,1973,12,30,1
"9130",9131,1973,12,31,-7
"9131",9132,1974,1,1,-14
"9132",9133,1974,1,2,-15
"9133",9134,1974,1,3,-17
"9134",9135,1974,1,4,-16
"9135",9136,1974,1,5,-17
"9136",9137,1974,1,6,-12
"9137",9138,1974,1,7,6
"9138",9139,1974,1,8,-13
"9139",9140,1974,1,9,-12
"9140",9141,1974,1,10,-11
"9141",9142,1974,1,11,-8
"9142",9143,1974,1,12,-2
"9143",9144,1974,1,13,17
"9144",9145,1974,1,14,25
"9145",9146,1974,1,15,36
"9146",9147,1974,1,16,30
"9147",9148,1974,1,17,30
"9148",9149,1974,1,18,29
"9149",9150,1974,1,19,28
"9150",9151,1974,1,20,25
"9151",9152,1974,1,21,19
"9152",9153,1974,1,22,5
"9153",9154,1974,1,23,14
"9154",9155,1974,1,24,15
"9155",9156,1974,1,25,15
"9156",9157,1974,1,26,22
"9157",9158,1974,1,27,20
"9158",9159,1974,1,28,20
"9159",9160,1974,1,29,22
"9160",9161,1974,1,30,32
"9161",9162,1974,1,31,32
"9162",9163,1974,2,1,31
"9163",9164,1974,2,2,24
"9164",9165,1974,2,3,22
"9165",9166,1974,2,4,26
"9166",9167,1974,2,5,17
"9167",9168,1974,2,6,5
"9168",9169,1974,2,7,8
"9169",9170,1974,2,8,2
"9170",9171,1974,2,9,18
"9171",9172,1974,2,10,26
"9172",9173,1974,2,11,28
"9173",9174,1974,2,12,23
"9174",9175,1974,2,13,24
"9175",9176,1974,2,14,26
"9176",9177,1974,2,15,27
"9177",9178,1974,2,16,26
"9178",9179,1974,2,17,24
"9179",9180,1974,2,18,25
"9180",9181,1974,2,19,20
"9181",9182,1974,2,20,23
"9182",9183,1974,2,21,14
"9183",9184,1974,2,22,18
"9184",9185,1974,2,23,18
"9185",9186,1974,2,24,14
"9186",9187,1974,2,25,19
"9187",9188,1974,2,26,31
"9188",9189,1974,2,27,28
"9189",9190,1974,2,28,28
"9190",9191,1974,3,1,29
"9191",9192,1974,3,2,40
"9192",9193,1974,3,3,32
"9193",9194,1974,3,4,21
"9194",9195,1974,3,5,23
"9195",9196,1974,3,6,32
"9196",9197,1974,3,7,30
"9197",9198,1974,3,8,26
"9198",9199,1974,3,9,29
"9199",9200,1974,3,10,28
"9200",9201,1974,3,11,26
"9201",9202,1974,3,12,31
"9202",9203,1974,3,13,28
"9203",9204,1974,3,14,32
"9204",9205,1974,3,15,30
"9205",9206,1974,3,16,24
"9206",9207,1974,3,17,42
"9207",9208,1974,3,18,33
"9208",9209,1974,3,19,26
"9209",9210,1974,3,20,15
"9210",9211,1974,3,21,14
"9211",9212,1974,3,22,14
"9212",9213,1974,3,23,11
"9213",9214,1974,3,24,5
"9214",9215,1974,3,25,24
"9215",9216,1974,3,26,35
"9216",9217,1974,3,27,33
"9217",9218,1974,3,28,36
"9218",9219,1974,3,29,39
"9219",9220,1974,3,30,37
"9220",9221,1974,3,31,36
"9221",9222,1974,4,1,33
"9222",9223,1974,4,2,31
"9223",9224,1974,4,3,23
"9224",9225,1974,4,4,20
"9225",9226,1974,4,5,26
"9226",9227,1974,4,6,30
"9227",9228,1974,4,7,28
"9228",9229,1974,4,8,26
"9229",9230,1974,4,9,36
"9230",9231,1974,4,10,36
"9231",9232,1974,4,11,35
"9232",9233,1974,4,12,36
"9233",9234,1974,4,13,26
"9234",9235,1974,4,14,21
"9235",9236,1974,4,15,28
"9236",9237,1974,4,16,29
"9237",9238,1974,4,17,37
"9238",9239,1974,4,18,37
"9239",9240,1974,4,19,42
"9240",9241,1974,4,20,35
"9241",9242,1974,4,21,38
"9242",9243,1974,4,22,34
"9243",9244,1974,4,23,37
"9244",9245,1974,4,24,37
"9245",9246,1974,4,25,50
"9246",9247,1974,4,26,45
"9247",9248,1974,4,27,38
"9248",9249,1974,4,28,35
"9249",9250,1974,4,29,35
"9250",9251,1974,4,30,36
"9251",9252,1974,5,1,40
"9252",9253,1974,5,2,42
"9253",9254,1974,5,3,41
"9254",9255,1974,5,4,40
"9255",9256,1974,5,5,38
"9256",9257,1974,5,6,43
"9257",9258,1974,5,7,49
"9258",9259,1974,5,8,47
"9259",9260,1974,5,9,49
"9260",9261,1974,5,10,40
"9261",9262,1974,5,11,33
"9262",9263,1974,5,12,37
"9263",9264,1974,5,13,43
"9264",9265,1974,5,14,37
"9265",9266,1974,5,15,39
"9266",9267,1974,5,16,39
"9267",9268,1974,5,17,51
"9268",9269,1974,5,18,55
"9269",9270,1974,5,19,50
"9270",9271,1974,5,20,39
"9271",9272,1974,5,21,39
"9272",9273,1974,5,22,35
"9273",9274,1974,5,23,45
"9274",9275,1974,5,24,48
"9275",9276,1974,5,25,42
"9276",9277,1974,5,26,47
"9277",9278,1974,5,27,55
"9278",9279,1974,5,28,57
"9279",9280,1974,5,29,53
"9280",9281,1974,5,30,48
"9281",9282,1974,5,31,46
"9282",9283,1974,6,1,44
"9283",9284,1974,6,2,44
"9284",9285,1974,6,3,49
"9285",9286,1974,6,4,50
"9286",9287,1974,6,5,50
"9287",9288,1974,6,6,44
"9288",9289,1974,6,7,40
"9289",9290,1974,6,8,37
"9290",9291,1974,6,9,39
"9291",9292,1974,6,10,47
"9292",9293,1974,6,11,49
"9293",9294,1974,6,12,49
"9294",9295,1974,6,13,55
"9295",9296,1974,6,14,53
"9296",9297,1974,6,15,59
"9297",9298,1974,6,16,54
"9298",9299,1974,6,17,58
"9299",9300,1974,6,18,56
"9300",9301,1974,6,19,60
"9301",9302,1974,6,20,59
"9302",9303,1974,6,21,58
"9303",9304,1974,6,22,55
"9304",9305,1974,6,23,55
"9305",9306,1974,6,24,60
"9306",9307,1974,6,25,58
"9307",9308,1974,6,26,64
"9308",9309,1974,6,27,65
"9309",9310,1974,6,28,61
"9310",9311,1974,6,29,57
"9311",9312,1974,6,30,59
"9312",9313,1974,7,1,63
"9313",9314,1974,7,2,62
"9314",9315,1974,7,3,55
"9315",9316,1974,7,4,50
"9316",9317,1974,7,5,60
"9317",9318,1974,7,6,60
"9318",9319,1974,7,7,60
"9319",9320,1974,7,8,59
"9320",9321,1974,7,9,55
"9321",9322,1974,7,10,62
"9322",9323,1974,7,11,59
"9323",9324,1974,7,12,59
"9324",9325,1974,7,13,60
"9325",9326,1974,7,14,59
"9326",9327,1974,7,15,58
"9327",9328,1974,7,16,59
"9328",9329,1974,7,17,59
"9329",9330,1974,7,18,58
"9330",9331,1974,7,19,60
"9331",9332,1974,7,20,60
"9332",9333,1974,7,21,60
"9333",9334,1974,7,22,60
"9334",9335,1974,7,23,58
"9335",9336,1974,7,24,62
"9336",9337,1974,7,25,58
"9337",9338,1974,7,26,63
"9338",9339,1974,7,27,61
"9339",9340,1974,7,28,58
"9340",9341,1974,7,29,54
"9341",9342,1974,7,30,55
"9342",9343,1974,7,31,58
"9343",9344,1974,8,1,55
"9344",9345,1974,8,2,55
"9345",9346,1974,8,3,52
"9346",9347,1974,8,4,53
"9347",9348,1974,8,5,56
"9348",9349,1974,8,6,55
"9349",9350,1974,8,7,56
"9350",9351,1974,8,8,50
"9351",9352,1974,8,9,49
"9352",9353,1974,8,10,45
"9353",9354,1974,8,11,55
"9354",9355,1974,8,12,56
"9355",9356,1974,8,13,54
"9356",9357,1974,8,14,55
"9357",9358,1974,8,15,56
"9358",9359,1974,8,16,55
"9359",9360,1974,8,17,58
"9360",9361,1974,8,18,58
"9361",9362,1974,8,19,60
"9362",9363,1974,8,20,63
"9363",9364,1974,8,21,45
"9364",9365,1974,8,22,52
"9365",9366,1974,8,23,54
"9366",9367,1974,8,24,51
"9367",9368,1974,8,25,53
"9368",9369,1974,8,26,53
"9369",9370,1974,8,27,57
"9370",9371,1974,8,28,49
"9371",9372,1974,8,29,51
"9372",9373,1974,8,30,46
"9373",9374,1974,8,31,48
"9374",9375,1974,9,1,45
"9375",9376,1974,9,2,42
"9376",9377,1974,9,3,41
"9377",9378,1974,9,4,44
"9378",9379,1974,9,5,56
"9379",9380,1974,9,6,53
"9380",9381,1974,9,7,48
"9381",9382,1974,9,8,50
"9382",9383,1974,9,9,54
"9383",9384,1974,9,10,58
"9384",9385,1974,9,11,36
"9385",9386,1974,9,12,34
"9386",9387,1974,9,13,37
"9387",9388,1974,9,14,39
"9388",9389,1974,9,15,48
"9389",9390,1974,9,16,49
"9390",9391,1974,9,17,44
"9391",9392,1974,9,18,47
"9392",9393,1974,9,19,47
"9393",9394,1974,9,20,43
"9394",9395,1974,9,21,44
"9395",9396,1974,9,22,38
"9396",9397,1974,9,23,44
"9397",9398,1974,9,24,44
"9398",9399,1974,9,25,41
"9399",9400,1974,9,26,49
"9400",9401,1974,9,27,38
"9401",9402,1974,9,28,33
"9402",9403,1974,9,29,42
"9403",9404,1974,9,30,37
"9404",9405,1974,10,1,33
"9405",9406,1974,10,2,36
"9406",9407,1974,10,3,45
"9407",9408,1974,10,4,47
"9408",9409,1974,10,5,38
"9409",9410,1974,10,6,33
"9410",9411,1974,10,7,34
"9411",9412,1974,10,8,39
"9412",9413,1974,10,9,37
"9413",9414,1974,10,10,46
"9414",9415,1974,10,11,43
"9415",9416,1974,10,12,35
"9416",9417,1974,10,13,33
"9417",9418,1974,10,14,33
"9418",9419,1974,10,15,35
"9419",9420,1974,10,16,41
"9420",9421,1974,10,17,41
"9421",9422,1974,10,18,41
"9422",9423,1974,10,19,43
"9423",9424,1974,10,20,40
"9424",9425,1974,10,21,40
"9425",9426,1974,10,22,37
"9426",9427,1974,10,23,33
"9427",9428,1974,10,24,41
"9428",9429,1974,10,25,39
"9429",9430,1974,10,26,37
"9430",9431,1974,10,27,37
"9431",9432,1974,10,28,38
"9432",9433,1974,10,29,35
"9433",9434,1974,10,30,29
"9434",9435,1974,10,31,28
"9435",9436,1974,11,1,32
"9436",9437,1974,11,2,35
"9437",9438,1974,11,3,30
"9438",9439,1974,11,4,20
"9439",9440,1974,11,5,27
"9440",9441,1974,11,6,28
"9441",9442,1974,11,7,30
"9442",9443,1974,11,8,27
"9443",9444,1974,11,9,29
"9444",9445,1974,11,10,26
"9445",9446,1974,11,11,23
"9446",9447,1974,11,12,22
"9447",9448,1974,11,13,24
"9448",9449,1974,11,14,14
"9449",9450,1974,11,15,23
"9450",9451,1974,11,16,25
"9451",9452,1974,11,17,29
"9452",9453,1974,11,18,33
"9453",9454,1974,11,19,28
"9454",9455,1974,11,20,25
"9455",9456,1974,11,21,30
"9456",9457,1974,11,22,32
"9457",9458,1974,11,23,28
"9458",9459,1974,11,24,28
"9459",9460,1974,11,25,35
"9460",9461,1974,11,26,21
"9461",9462,1974,11,27,19
"9462",9463,1974,11,28,10
"9463",9464,1974,11,29,6
"9464",9465,1974,11,30,5
"9465",9466,1974,12,1,10
"9466",9467,1974,12,2,19
"9467",9468,1974,12,3,19
"9468",9469,1974,12,4,29
"9469",9470,1974,12,5,28
"9470",9471,1974,12,6,25
"9471",9472,1974,12,7,18
"9472",9473,1974,12,8,11
"9473",9474,1974,12,9,24
"9474",9475,1974,12,10,20
"9475",9476,1974,12,11,19
"9476",9477,1974,12,12,21
"9477",9478,1974,12,13,19
"9478",9479,1974,12,14,22
"9479",9480,1974,12,15,21
"9480",9481,1974,12,16,19
"9481",9482,1974,12,17,25
"9482",9483,1974,12,18,19
"9483",9484,1974,12,19,28
"9484",9485,1974,12,20,15
"9485",9486,1974,12,21,27
"9486",9487,1974,12,22,23
"9487",9488,1974,12,23,12
"9488",9489,1974,12,24,4
"9489",9490,1974,12,25,9
"9490",9491,1974,12,26,16
"9491",9492,1974,12,27,15
"9492",9493,1974,12,28,16
"9493",9494,1974,12,29,16
"9494",9495,1974,12,30,15
"9495",9496,1974,12,31,13
"9496",9497,1975,1,1,11
"9497",9498,1975,1,2,16
"9498",9499,1975,1,3,13
"9499",9500,1975,1,4,13
"9500",9501,1975,1,5,12
"9501",9502,1975,1,6,27
"9502",9503,1975,1,7,21
"9503",9504,1975,1,8,20
"9504",9505,1975,1,9,12
"9505",9506,1975,1,10,4
"9506",9507,1975,1,11,-7
"9507",9508,1975,1,12,-9
"9508",9509,1975,1,13,27
"9509",9510,1975,1,14,29
"9510",9511,1975,1,15,27
"9511",9512,1975,1,16,20
"9512",9513,1975,1,17,22
"9513",9514,1975,1,18,31
"9514",9515,1975,1,19,20
"9515",9516,1975,1,20,30
"9516",9517,1975,1,21,10
"9517",9518,1975,1,22,1
"9518",9519,1975,1,23,22
"9519",9520,1975,1,24,31
"9520",9521,1975,1,25,25
"9521",9522,1975,1,26,19
"9522",9523,1975,1,27,21
"9523",9524,1975,1,28,13
"9524",9525,1975,1,29,12
"9525",9526,1975,1,30,17
"9526",9527,1975,1,31,15
"9527",9528,1975,2,1,13
"9528",9529,1975,2,2,19
"9529",9530,1975,2,3,14
"9530",9531,1975,2,4,14
"9531",9532,1975,2,5,-10
"9532",9533,1975,2,6,-11
"9533",9534,1975,2,7,19
"9534",9535,1975,2,8,9
"9535",9536,1975,2,9,8
"9536",9537,1975,2,10,23
"9537",9538,1975,2,11,22
"9538",9539,1975,2,12,23
"9539",9540,1975,2,13,31
"9540",9541,1975,2,14,23
"9541",9542,1975,2,15,11
"9542",9543,1975,2,16,10
"9543",9544,1975,2,17,13
"9544",9545,1975,2,18,9
"9545",9546,1975,2,19,12
"9546",9547,1975,2,20,24
"9547",9548,1975,2,21,18
"9548",9549,1975,2,22,13
"9549",9550,1975,2,23,12
"9550",9551,1975,2,24,25
"9551",9552,1975,2,25,21
"9552",9553,1975,2,26,22
"9553",9554,1975,2,27,33
"9554",9555,1975,2,28,28
"9555",9556,1975,3,1,29
"9556",9557,1975,3,2,26
"9557",9558,1975,3,3,26
"9558",9559,1975,3,4,25
"9559",9560,1975,3,5,27
"9560",9561,1975,3,6,27
"9561",9562,1975,3,7,23
"9562",9563,1975,3,8,23
"9563",9564,1975,3,9,26
"9564",9565,1975,3,10,19
"9565",9566,1975,3,11,22
"9566",9567,1975,3,12,19
"9567",9568,1975,3,13,20
"9568",9569,1975,3,14,25
"9569",9570,1975,3,15,28
"9570",9571,1975,3,16,26
"9571",9572,1975,3,17,29
"9572",9573,1975,3,18,30
"9573",9574,1975,3,19,33
"9574",9575,1975,3,20,36
"9575",9576,1975,3,21,35
"9576",9577,1975,3,22,36
"9577",9578,1975,3,23,30
"9578",9579,1975,3,24,25
"9579",9580,1975,3,25,22
"9580",9581,1975,3,26,18
"9581",9582,1975,3,27,9
"9582",9583,1975,3,28,4
"9583",9584,1975,3,29,9
"9584",9585,1975,3,30,19
"9585",9586,1975,3,31,21
"9586",9587,1975,4,1,10
"9587",9588,1975,4,2,-2
"9588",9589,1975,4,3,9
"9589",9590,1975,4,4,29
"9590",9591,1975,4,5,30
"9591",9592,1975,4,6,31
"9592",9593,1975,4,7,39
"9593",9594,1975,4,8,27
"9594",9595,1975,4,9,24
"9595",9596,1975,4,10,26
"9596",9597,1975,4,11,28
"9597",9598,1975,4,12,24
"9598",9599,1975,4,13,31
"9599",9600,1975,4,14,24
"9600",9601,1975,4,15,32
"9601",9602,1975,4,16,36
"9602",9603,1975,4,17,31
"9603",9604,1975,4,18,27
"9604",9605,1975,4,19,31
"9605",9606,1975,4,20,34
"9606",9607,1975,4,21,35
"9607",9608,1975,4,22,36
"9608",9609,1975,4,23,39
"9609",9610,1975,4,24,39
"9610",9611,1975,4,25,48
"9611",9612,1975,4,26,50
"9612",9613,1975,4,27,34
"9613",9614,1975,4,28,37
"9614",9615,1975,4,29,30
"9615",9616,1975,4,30,31
"9616",9617,1975,5,1,31
"9617",9618,1975,5,2,36
"9618",9619,1975,5,3,38
"9619",9620,1975,5,4,41
"9620",9621,1975,5,5,38
"9621",9622,1975,5,6,34
"9622",9623,1975,5,7,35
"9623",9624,1975,5,8,36
"9624",9625,1975,5,9,36
"9625",9626,1975,5,10,44
"9626",9627,1975,5,11,40
"9627",9628,1975,5,12,35
"9628",9629,1975,5,13,34
"9629",9630,1975,5,14,44
"9630",9631,1975,5,15,46
"9631",9632,1975,5,16,50
"9632",9633,1975,5,17,51
"9633",9634,1975,5,18,50
"9634",9635,1975,5,19,50
"9635",9636,1975,5,20,43
"9636",9637,1975,5,21,41
"9637",9638,1975,5,22,42
"9638",9639,1975,5,23,39
"9639",9640,1975,5,24,40
"9640",9641,1975,5,25,43
"9641",9642,1975,5,26,39
"9642",9643,1975,5,27,43
"9643",9644,1975,5,28,40
"9644",9645,1975,5,29,34
"9645",9646,1975,5,30,37
"9646",9647,1975,5,31,45
"9647",9648,1975,6,1,44
"9648",9649,1975,6,2,45
"9649",9650,1975,6,3,50
"9650",9651,1975,6,4,49
"9651",9652,1975,6,5,49
"9652",9653,1975,6,6,51
"9653",9654,1975,6,7,52
"9654",9655,1975,6,8,52
"9655",9656,1975,6,9,43
"9656",9657,1975,6,10,39
"9657",9658,1975,6,11,38
"9658",9659,1975,6,12,45
"9659",9660,1975,6,13,54
"9660",9661,1975,6,14,54
"9661",9662,1975,6,15,48
"9662",9663,1975,6,16,47
"9663",9664,1975,6,17,48
"9664",9665,1975,6,18,52
"9665",9666,1975,6,19,51
"9666",9667,1975,6,20,44
"9667",9668,1975,6,21,50
"9668",9669,1975,6,22,43
"9669",9670,1975,6,23,53
"9670",9671,1975,6,24,50
"9671",9672,1975,6,25,55
"9672",9673,1975,6,26,43
"9673",9674,1975,6,27,55
"9674",9675,1975,6,28,56
"9675",9676,1975,6,29,52
"9676",9677,1975,6,30,57
"9677",9678,1975,7,1,60
"9678",9679,1975,7,2,58
"9679",9680,1975,7,3,62
"9680",9681,1975,7,4,57
"9681",9682,1975,7,5,55
"9682",9683,1975,7,6,57
"9683",9684,1975,7,7,60
"9684",9685,1975,7,8,59
"9685",9686,1975,7,9,61
"9686",9687,1975,7,10,56
"9687",9688,1975,7,11,58
"9688",9689,1975,7,12,54
"9689",9690,1975,7,13,54
"9690",9691,1975,7,14,61
"9691",9692,1975,7,15,62
"9692",9693,1975,7,16,60
"9693",9694,1975,7,17,57
"9694",9695,1975,7,18,59
"9695",9696,1975,7,19,60
"9696",9697,1975,7,20,61
"9697",9698,1975,7,21,56
"9698",9699,1975,7,22,57
"9699",9700,1975,7,23,57
"9700",9701,1975,7,24,56
"9701",9702,1975,7,25,55
"9702",9703,1975,7,26,58
"9703",9704,1975,7,27,56
"9704",9705,1975,7,28,55
"9705",9706,1975,7,29,60
"9706",9707,1975,7,30,65
"9707",9708,1975,7,31,58
"9708",9709,1975,8,1,57
"9709",9710,1975,8,2,58
"9710",9711,1975,8,3,56
"9711",9712,1975,8,4,57
"9712",9713,1975,8,5,55
"9713",9714,1975,8,6,59
"9714",9715,1975,8,7,62
"9715",9716,1975,8,8,57
"9716",9717,1975,8,9,55
"9717",9718,1975,8,10,57
"9718",9719,1975,8,11,60
"9719",9720,1975,8,12,58
"9720",9721,1975,8,13,56
