"","Year","Day","Hour","Prec"
"14617",68,21,2,0
"14618",68,21,3,0
"14619",68,21,4,0
"14620",68,21,5,0
"14621",68,21,6,0
"14622",68,21,7,0
"14623",68,21,8,0
"14624",68,21,9,0
"14625",68,21,10,0
"14626",68,21,11,0
"14627",68,21,12,0
"14628",68,21,13,0
"14629",68,21,14,0
"14630",68,21,15,0
"14631",68,21,16,0
"14632",68,21,17,0
"14633",68,21,18,0
"14634",68,21,19,0
"14635",68,21,20,0
"14636",68,21,21,0
"14637",68,21,22,0
"14638",68,21,23,0
"14639",68,21,24,0
"14640",68,22,1,0
"14641",68,22,2,0
"14642",68,22,3,0
"14643",68,22,4,0
"14644",68,22,5,0
"14645",68,22,6,0
"14646",68,22,7,0
"14647",68,22,8,0
"14648",68,22,9,0
"14649",68,22,10,0
"14650",68,22,11,0
"14651",68,22,12,0
"14652",68,22,13,0
"14653",68,22,14,0
"14654",68,22,15,0
"14655",68,22,16,0
"14656",68,22,17,0
"14657",68,22,18,0
"14658",68,22,19,0
"14659",68,22,20,0
"14660",68,22,21,0
"14661",68,22,22,0
"14662",68,22,23,0
"14663",68,22,24,0
"14664",68,23,1,0
"14665",68,23,2,0
"14666",68,23,3,0
"14667",68,23,4,0
"14668",68,23,5,0
"14669",68,23,6,0
"14670",68,23,7,0
"14671",68,23,8,0
"14672",68,23,9,0
"14673",68,23,10,0
"14674",68,23,11,0
"14675",68,23,12,0
"14676",68,23,13,0
"14677",68,23,14,0
"14678",68,23,15,0
"14679",68,23,16,0
"14680",68,23,17,0
"14681",68,23,18,0
"14682",68,23,19,0
"14683",68,23,20,0
"14684",68,23,21,0
"14685",68,23,22,0
"14686",68,23,23,0
"14687",68,23,24,0
"14688",68,24,1,0
"14689",68,24,2,0
"14690",68,24,3,0
"14691",68,24,4,0
"14692",68,24,5,0
"14693",68,24,6,0
"14694",68,24,7,0
"14695",68,24,8,0
"14696",68,24,9,0
"14697",68,24,10,0
"14698",68,24,11,0
"14699",68,24,12,0
"14700",68,24,13,0
"14701",68,24,14,0
"14702",68,24,15,0
"14703",68,24,16,0.56
"14704",68,24,17,0.22
"14705",68,24,18,0
"14706",68,24,19,0
"14707",68,24,20,0
"14708",68,24,21,0
"14709",68,24,22,0
"14710",68,24,23,0
"14711",68,24,24,0
"14712",68,25,1,0
"14713",68,25,2,0
"14714",68,25,3,0
"14715",68,25,4,0
"14716",68,25,5,0
"14717",68,25,6,0
"14718",68,25,7,0
"14719",68,25,8,0
"14720",68,25,9,0
"14721",68,25,10,0
"14722",68,25,11,0
"14723",68,25,12,0
"14724",68,25,13,0
"14725",68,25,14,0
"14726",68,25,15,0
"14727",68,25,16,0
"14728",68,25,17,0
"14729",68,25,18,0
"14730",68,25,19,0
"14731",68,25,20,0
"14732",68,25,21,0
"14733",68,25,22,0
"14734",68,25,23,0
"14735",68,25,24,0
"14736",68,26,1,0
"14737",68,26,2,0
"14738",68,26,3,0
"14739",68,26,4,0
"14740",68,26,5,0
"14741",68,26,6,0
"14742",68,26,7,0
"14743",68,26,8,0
"14744",68,26,9,0
"14745",68,26,10,0
"14746",68,26,11,0
"14747",68,26,12,0
"14748",68,26,13,0
"14749",68,26,14,0
"14750",68,26,15,0
"14751",68,26,16,0
"14752",68,26,17,0.02
"14753",68,26,18,0
"14754",68,26,19,0
"14755",68,26,20,0
"14756",68,26,21,0
"14757",68,26,22,0
"14758",68,26,23,0
"14759",68,26,24,0
"14760",68,27,1,0
"14761",68,27,2,0
"14762",68,27,3,0
"14763",68,27,4,0
"14764",68,27,5,0
"14765",68,27,6,0
"14766",68,27,7,0
"14767",68,27,8,0
"14768",68,27,9,0
"14769",68,27,10,0
"14770",68,27,11,0
"14771",68,27,12,0
"14772",68,27,13,0.05
"14773",68,27,14,0
"14774",68,27,15,0
"14775",68,27,16,0
"14776",68,27,17,0
"14777",68,27,18,0
"14778",68,27,19,0
"14779",68,27,20,0
"14780",68,27,21,0
"14781",68,27,22,0
"14782",68,27,23,0
"14783",68,27,24,0
"14784",68,28,1,0
"14785",68,28,2,0
"14786",68,28,3,0
"14787",68,28,4,0
"14788",68,28,5,0
"14789",68,28,6,0
"14790",68,28,7,0
"14791",68,28,8,0
"14792",68,28,9,0
"14793",68,28,10,0
"14794",68,28,11,0
"14795",68,28,12,0
"14796",68,28,13,0
"14797",68,28,14,0
"14798",68,28,15,0
"14799",68,28,16,0
"14800",68,28,17,0
"14801",68,28,18,0
"14802",68,28,19,0
"14803",68,28,20,0
"14804",68,28,21,0
"14805",68,28,22,0
"14806",68,28,23,0
"14807",68,28,24,0
"14808",68,29,1,0
"14809",68,29,2,0
"14810",68,29,3,0
"14811",68,29,4,0
"14812",68,29,5,0
"14813",68,29,6,0
"14814",68,29,7,0
"14815",68,29,8,0
"14816",68,29,9,0
"14817",68,29,10,0
"14818",68,29,11,0
"14819",68,29,12,0
"14820",68,29,13,0
"14821",68,29,14,0
"14822",68,29,15,0
"14823",68,29,16,0
"14824",68,29,17,0
"14825",68,29,18,0
"14826",68,29,19,0
"14827",68,29,20,0
"14828",68,29,21,0
"14829",68,29,22,0
"14830",68,29,23,0
"14831",68,29,24,0
"14832",68,30,1,0
"14833",68,30,2,0
"14834",68,30,3,0
"14835",68,30,4,0
"14836",68,30,5,0
"14837",68,30,6,0
"14838",68,30,7,0
"14839",68,30,8,0
"14840",68,30,9,0
"14841",68,30,10,0
"14842",68,30,11,0
"14843",68,30,12,0
"14844",68,30,13,0.01
"14845",68,30,14,0
"14846",68,30,15,0
"14847",68,30,16,0
"14848",68,30,17,0
"14849",68,30,18,0.05
"14850",68,30,19,0.02
"14851",68,30,20,0
"14852",68,30,21,0
"14853",68,30,22,0
"14854",68,30,23,0
"14855",68,30,24,0.03
"14856",68,31,1,0.03
"14857",68,31,2,0.01
"14858",68,31,3,0
"14859",68,31,4,0
"14860",68,31,5,0
"14861",68,31,6,0
"14862",68,31,7,0
"14863",68,31,8,0
"14864",68,31,9,0
"14865",68,31,10,0
"14866",68,31,11,0
"14867",68,31,12,0
"14868",68,31,13,0
"14869",68,31,14,0
"14870",68,31,15,0
"14871",68,31,16,0
"14872",68,31,17,0
"14873",68,31,18,0
"14874",68,31,19,0
"14875",68,31,20,0
"14876",68,31,21,0
"14877",68,31,22,0
"14878",68,31,23,0
"14879",68,31,24,0
"14880",69,1,1,0
"14881",69,1,2,0
"14882",69,1,3,0
"14883",69,1,4,0
"14884",69,1,5,0
"14885",69,1,6,0
"14886",69,1,7,0
"14887",69,1,8,0
"14888",69,1,9,0
"14889",69,1,10,0
"14890",69,1,11,0
"14891",69,1,12,0
"14892",69,1,13,0
"14893",69,1,14,0
"14894",69,1,15,0
"14895",69,1,16,0
"14896",69,1,17,0
"14897",69,1,18,0
"14898",69,1,19,0
"14899",69,1,20,0
"14900",69,1,21,0
"14901",69,1,22,0
"14902",69,1,23,0
"14903",69,1,24,0
"14904",69,2,1,0
"14905",69,2,2,0
"14906",69,2,3,0
"14907",69,2,4,0
"14908",69,2,5,0
"14909",69,2,6,0
"14910",69,2,7,0
"14911",69,2,8,0
"14912",69,2,9,0
"14913",69,2,10,0
"14914",69,2,11,0
"14915",69,2,12,0
"14916",69,2,13,0
"14917",69,2,14,0
"14918",69,2,15,0
"14919",69,2,16,0
"14920",69,2,17,0
"14921",69,2,18,0
"14922",69,2,19,0
"14923",69,2,20,0
"14924",69,2,21,0
"14925",69,2,22,0
"14926",69,2,23,0
"14927",69,2,24,0
"14928",69,3,1,0
"14929",69,3,2,0
"14930",69,3,3,0
"14931",69,3,4,0
"14932",69,3,5,0
"14933",69,3,6,0
"14934",69,3,7,0
"14935",69,3,8,0
"14936",69,3,9,0
"14937",69,3,10,0
"14938",69,3,11,0
"14939",69,3,12,0
"14940",69,3,13,0
"14941",69,3,14,0.02
"14942",69,3,15,0
"14943",69,3,16,0
"14944",69,3,17,0
"14945",69,3,18,0
"14946",69,3,19,0
"14947",69,3,20,0
"14948",69,3,21,0
"14949",69,3,22,0
"14950",69,3,23,0
"14951",69,3,24,0
"14952",69,4,1,0
"14953",69,4,2,0
"14954",69,4,3,0
"14955",69,4,4,0
"14956",69,4,5,0
"14957",69,4,6,0
"14958",69,4,7,0
"14959",69,4,8,0
"14960",69,4,9,0
"14961",69,4,10,0
"14962",69,4,11,0
"14963",69,4,12,0
"14964",69,4,13,0
"14965",69,4,14,0.01
"14966",69,4,15,0
"14967",69,4,16,0
"14968",69,4,17,0
"14969",69,4,18,0
"14970",69,4,19,0.01
"14971",69,4,20,0.27
"14972",69,4,21,0
"14973",69,4,22,0
"14974",69,4,23,0
"14975",69,4,24,0
"14976",69,5,1,0
"14977",69,5,2,0
"14978",69,5,3,0
"14979",69,5,4,0
"14980",69,5,5,0
"14981",69,5,6,0
"14982",69,5,7,0
"14983",69,5,8,0
"14984",69,5,9,0
"14985",69,5,10,0
"14986",69,5,11,0
"14987",69,5,12,0
"14988",69,5,13,0
"14989",69,5,14,0
"14990",69,5,15,0.02
"14991",69,5,16,0
"14992",69,5,17,0
"14993",69,5,18,0
"14994",69,5,19,0
"14995",69,5,20,0
"14996",69,5,21,0
"14997",69,5,22,0
"14998",69,5,23,0
"14999",69,5,24,0
"15000",69,6,1,0
"15001",69,6,2,0
"15002",69,6,3,0
"15003",69,6,4,0
"15004",69,6,5,0
"15005",69,6,6,0
"15006",69,6,7,0
"15007",69,6,8,0
"15008",69,6,9,0
"15009",69,6,10,0
"15010",69,6,11,0
"15011",69,6,12,0
"15012",69,6,13,0
"15013",69,6,14,0
"15014",69,6,15,0
"15015",69,6,16,0
"15016",69,6,17,0
"15017",69,6,18,0
"15018",69,6,19,0
"15019",69,6,20,0
"15020",69,6,21,0
"15021",69,6,22,0
"15022",69,6,23,0
"15023",69,6,24,0
"15024",69,7,1,0
"15025",69,7,2,0
"15026",69,7,3,0
"15027",69,7,4,0
"15028",69,7,5,0
"15029",69,7,6,0
"15030",69,7,7,0
"15031",69,7,8,0
"15032",69,7,9,0
"15033",69,7,10,0
"15034",69,7,11,0
"15035",69,7,12,0
"15036",69,7,13,0
"15037",69,7,14,0
"15038",69,7,15,0
"15039",69,7,16,0
"15040",69,7,17,0
"15041",69,7,18,0
"15042",69,7,19,0
"15043",69,7,20,0
"15044",69,7,21,0
"15045",69,7,22,0
"15046",69,7,23,0
"15047",69,7,24,0
"15048",69,8,1,0
"15049",69,8,2,0
"15050",69,8,3,0
"15051",69,8,4,0
"15052",69,8,5,0
"15053",69,8,6,0
"15054",69,8,7,0
"15055",69,8,8,0
"15056",69,8,9,0
"15057",69,8,10,0
"15058",69,8,11,0
"15059",69,8,12,0
"15060",69,8,13,0
"15061",69,8,14,0
"15062",69,8,15,0
"15063",69,8,16,0
"15064",69,8,17,0
"15065",69,8,18,0
"15066",69,8,19,0
"15067",69,8,20,0
"15068",69,8,21,0
"15069",69,8,22,0
"15070",69,8,23,0
"15071",69,8,24,0
"15072",69,9,1,0
"15073",69,9,2,0
"15074",69,9,3,0
"15075",69,9,4,0
"15076",69,9,5,0
"15077",69,9,6,0
"15078",69,9,7,0
"15079",69,9,8,0
"15080",69,9,9,0
"15081",69,9,10,0
"15082",69,9,11,0
"15083",69,9,12,0
"15084",69,9,13,0
"15085",69,9,14,0
"15086",69,9,15,0
"15087",69,9,16,0
"15088",69,9,17,0
"15089",69,9,18,0
"15090",69,9,19,0
"15091",69,9,20,0
"15092",69,9,21,0
"15093",69,9,22,0
"15094",69,9,23,0
"15095",69,9,24,0
"15096",69,10,1,0
"15097",69,10,2,0
"15098",69,10,3,0
"15099",69,10,4,0
"15100",69,10,5,0
"15101",69,10,6,0
"15102",69,10,7,0
"15103",69,10,8,0
"15104",69,10,9,0
"15105",69,10,10,0
"15106",69,10,11,0
"15107",69,10,12,0
"15108",69,10,13,0
"15109",69,10,14,0
"15110",69,10,15,0
"15111",69,10,16,0
"15112",69,10,17,0
"15113",69,10,18,0
"15114",69,10,19,0
"15115",69,10,20,0
"15116",69,10,21,0
"15117",69,10,22,0
"15118",69,10,23,0
"15119",69,10,24,0
"15120",69,11,1,0
"15121",69,11,2,0
"15122",69,11,3,0
"15123",69,11,4,0
"15124",69,11,5,0
"15125",69,11,6,0
"15126",69,11,7,0
"15127",69,11,8,0
"15128",69,11,9,0
"15129",69,11,10,0
"15130",69,11,11,0
"15131",69,11,12,0
"15132",69,11,13,0
"15133",69,11,14,0
"15134",69,11,15,0
"15135",69,11,16,0
"15136",69,11,17,0
"15137",69,11,18,0
"15138",69,11,19,0
"15139",69,11,20,0
"15140",69,11,21,0
"15141",69,11,22,0
"15142",69,11,23,0
"15143",69,11,24,0
"15144",69,12,1,0
"15145",69,12,2,0
"15146",69,12,3,0
"15147",69,12,4,0
"15148",69,12,5,0
"15149",69,12,6,0
"15150",69,12,7,0
"15151",69,12,8,0
"15152",69,12,9,0
"15153",69,12,10,0
"15154",69,12,11,0
"15155",69,12,12,0
"15156",69,12,13,0
"15157",69,12,14,0
"15158",69,12,15,0
"15159",69,12,16,0
"15160",69,12,17,0
"15161",69,12,18,0
"15162",69,12,19,0
"15163",69,12,20,0
"15164",69,12,21,0
"15165",69,12,22,0
"15166",69,12,23,0
"15167",69,12,24,0
"15168",69,13,1,0
"15169",69,13,2,0
"15170",69,13,3,0
"15171",69,13,4,0
"15172",69,13,5,0
"15173",69,13,6,0
"15174",69,13,7,0
"15175",69,13,8,0
"15176",69,13,9,0
"15177",69,13,10,0
"15178",69,13,11,0
"15179",69,13,12,0
"15180",69,13,13,0
"15181",69,13,14,0
"15182",69,13,15,0
"15183",69,13,16,0
"15184",69,13,17,0
"15185",69,13,18,0
"15186",69,13,19,0
"15187",69,13,20,0
"15188",69,13,21,0
"15189",69,13,22,0
"15190",69,13,23,0
"15191",69,13,24,0
"15192",69,14,1,0
"15193",69,14,2,0
"15194",69,14,3,0
"15195",69,14,4,0
"15196",69,14,5,0
"15197",69,14,6,0
"15198",69,14,7,0
"15199",69,14,8,0
"15200",69,14,9,0
"15201",69,14,10,0
"15202",69,14,11,0
"15203",69,14,12,0
"15204",69,14,13,0
"15205",69,14,14,0.13
"15206",69,14,15,0.01
"15207",69,14,16,0
"15208",69,14,17,0.04
"15209",69,14,18,0
"15210",69,14,19,0
"15211",69,14,20,0
"15212",69,14,21,0
"15213",69,14,22,0
"15214",69,14,23,0
"15215",69,14,24,0
"15216",69,15,1,0
"15217",69,15,2,0
"15218",69,15,3,0
"15219",69,15,4,0
"15220",69,15,5,0
"15221",69,15,6,0
"15222",69,15,7,0
"15223",69,15,8,0
"15224",69,15,9,0
"15225",69,15,10,0
"15226",69,15,11,0
"15227",69,15,12,0
"15228",69,15,13,0
"15229",69,15,14,0
"15230",69,15,15,0
"15231",69,15,16,0
"15232",69,15,17,0
"15233",69,15,18,0
"15234",69,15,19,0
"15235",69,15,20,0
"15236",69,15,21,0.01
"15237",69,15,22,0
"15238",69,15,23,0
"15239",69,15,24,0
"15240",69,16,1,0
"15241",69,16,2,0
"15242",69,16,3,0
"15243",69,16,4,0
"15244",69,16,5,0
"15245",69,16,6,0
"15246",69,16,7,0
"15247",69,16,8,0
"15248",69,16,9,0
"15249",69,16,10,0
"15250",69,16,11,0
"15251",69,16,12,0
"15252",69,16,13,0
"15253",69,16,14,0
"15254",69,16,15,0
"15255",69,16,16,0
"15256",69,16,17,0
"15257",69,16,18,0
"15258",69,16,19,0.02
"15259",69,16,20,0
"15260",69,16,21,0
"15261",69,16,22,0
"15262",69,16,23,0
"15263",69,16,24,0
"15264",69,17,1,0
"15265",69,17,2,0
"15266",69,17,3,0
"15267",69,17,4,0
"15268",69,17,5,0
"15269",69,17,6,0
"15270",69,17,7,0
"15271",69,17,8,0
"15272",69,17,9,0
"15273",69,17,10,0
"15274",69,17,11,0
"15275",69,17,12,0
"15276",69,17,13,0
"15277",69,17,14,0
"15278",69,17,15,0
"15279",69,17,16,0
"15280",69,17,17,0
"15281",69,17,18,0
"15282",69,17,19,0
"15283",69,17,20,0
"15284",69,17,21,0
"15285",69,17,22,0
"15286",69,17,23,0
"15287",69,17,24,0
"15288",69,18,1,0
"15289",69,18,2,0
"15290",69,18,3,0
"15291",69,18,4,0
"15292",69,18,5,0
"15293",69,18,6,0
"15294",69,18,7,0
"15295",69,18,8,0
"15296",69,18,9,0
"15297",69,18,10,0
"15298",69,18,11,0
"15299",69,18,12,0
"15300",69,18,13,0
"15301",69,18,14,0
"15302",69,18,15,0
"15303",69,18,16,0
"15304",69,18,17,0
"15305",69,18,18,0
"15306",69,18,19,0
"15307",69,18,20,0
"15308",69,18,21,0
"15309",69,18,22,0
"15310",69,18,23,0
"15311",69,18,24,0
"15312",69,19,1,0
"15313",69,19,2,0
"15314",69,19,3,0
"15315",69,19,4,0
"15316",69,19,5,0
"15317",69,19,6,0
"15318",69,19,7,0
"15319",69,19,8,0
"15320",69,19,9,0
"15321",69,19,10,0
"15322",69,19,11,0
"15323",69,19,12,0
"15324",69,19,13,0
"15325",69,19,14,0
"15326",69,19,15,0
"15327",69,19,16,0
"15328",69,19,17,0
"15329",69,19,18,0.55
"15330",69,19,19,0.63
"15331",69,19,20,0.07
"15332",69,19,21,0
"15333",69,19,22,0
"15334",69,19,23,0
"15335",69,19,24,0
"15336",69,20,1,0
"15337",69,20,2,0
"15338",69,20,3,0
"15339",69,20,4,0
"15340",69,20,5,0
"15341",69,20,6,0
"15342",69,20,7,0
"15343",69,20,8,0
"15344",69,20,9,0
"15345",69,20,10,0
"15346",69,20,11,0
"15347",69,20,12,0
"15348",69,20,13,0
"15349",69,20,14,0.01
"15350",69,20,15,0
"15351",69,20,16,0
"15352",69,20,17,0
"15353",69,20,18,0
"15354",69,20,19,0
"15355",69,20,20,0
"15356",69,20,21,0
"15357",69,20,22,0
"15358",69,20,23,0
"15359",69,20,24,0
"15360",69,21,1,0
"15361",69,21,2,0
"15362",69,21,3,0
"15363",69,21,4,0
"15364",69,21,5,0
"15365",69,21,6,0
"15366",69,21,7,0
"15367",69,21,8,0
"15368",69,21,9,0
"15369",69,21,10,0
"15370",69,21,11,0
"15371",69,21,12,0
"15372",69,21,13,0
"15373",69,21,14,0
"15374",69,21,15,0
"15375",69,21,16,0
"15376",69,21,17,0
"15377",69,21,18,0
"15378",69,21,19,0
"15379",69,21,20,0
"15380",69,21,21,0
"15381",69,21,22,0
"15382",69,21,23,0
"15383",69,21,24,0
"15384",69,22,1,0
"15385",69,22,2,0
"15386",69,22,3,0
"15387",69,22,4,0
"15388",69,22,5,0
"15389",69,22,6,0
"15390",69,22,7,0
"15391",69,22,8,0
"15392",69,22,9,0
"15393",69,22,10,0
"15394",69,22,11,0
"15395",69,22,12,0
"15396",69,22,13,0
"15397",69,22,14,0
"15398",69,22,15,0
"15399",69,22,16,0
"15400",69,22,17,0
"15401",69,22,18,0
"15402",69,22,19,0
"15403",69,22,20,0
"15404",69,22,21,0
"15405",69,22,22,0
"15406",69,22,23,0
"15407",69,22,24,0
"15408",69,23,1,0
"15409",69,23,2,0
"15410",69,23,3,0
"15411",69,23,4,0
"15412",69,23,5,0
"15413",69,23,6,0
"15414",69,23,7,0
"15415",69,23,8,0
"15416",69,23,9,0
"15417",69,23,10,0
"15418",69,23,11,0
"15419",69,23,12,0
"15420",69,23,13,0
"15421",69,23,14,0
"15422",69,23,15,0
"15423",69,23,16,0
"15424",69,23,17,0
"15425",69,23,18,0
"15426",69,23,19,0
"15427",69,23,20,0
"15428",69,23,21,0
"15429",69,23,22,0
"15430",69,23,23,0
"15431",69,23,24,0
"15432",69,24,1,0
"15433",69,24,2,0
"15434",69,24,3,0
"15435",69,24,4,0
"15436",69,24,5,0
"15437",69,24,6,0
"15438",69,24,7,0
"15439",69,24,8,0
"15440",69,24,9,0
"15441",69,24,10,0
"15442",69,24,11,0
"15443",69,24,12,0
"15444",69,24,13,0
"15445",69,24,14,0
"15446",69,24,15,0
"15447",69,24,16,0
"15448",69,24,17,0
"15449",69,24,18,0
"15450",69,24,19,0
"15451",69,24,20,0
"15452",69,24,21,0
"15453",69,24,22,0
"15454",69,24,23,0
"15455",69,24,24,0
"15456",69,25,1,0
"15457",69,25,2,0
"15458",69,25,3,0
"15459",69,25,4,0
"15460",69,25,5,0
"15461",69,25,6,0
"15462",69,25,7,0
"15463",69,25,8,0
"15464",69,25,9,0
"15465",69,25,10,0
"15466",69,25,11,0
"15467",69,25,12,0
"15468",69,25,13,0
"15469",69,25,14,0
"15470",69,25,15,0
"15471",69,25,16,0
"15472",69,25,17,0
"15473",69,25,18,0
"15474",69,25,19,0
"15475",69,25,20,0
"15476",69,25,21,0
"15477",69,25,22,0
"15478",69,25,23,0
"15479",69,25,24,0
"15480",69,26,1,0
"15481",69,26,2,0
"15482",69,26,3,0
"15483",69,26,4,0
"15484",69,26,5,0
"15485",69,26,6,0
"15486",69,26,7,0
"15487",69,26,8,0
"15488",69,26,9,0
"15489",69,26,10,0
"15490",69,26,11,0
"15491",69,26,12,0
"15492",69,26,13,0
"15493",69,26,14,0
"15494",69,26,15,0
"15495",69,26,16,0
"15496",69,26,17,0
"15497",69,26,18,0
"15498",69,26,19,0
"15499",69,26,20,0
"15500",69,26,21,0
"15501",69,26,22,0
"15502",69,26,23,0
"15503",69,26,24,0
"15504",69,27,1,0
"15505",69,27,2,0
"15506",69,27,3,0
"15507",69,27,4,0
"15508",69,27,5,0
"15509",69,27,6,0
"15510",69,27,7,0
"15511",69,27,8,0
"15512",69,27,9,0
"15513",69,27,10,0
"15514",69,27,11,0
"15515",69,27,12,0
"15516",69,27,13,0
"15517",69,27,14,0
"15518",69,27,15,0
"15519",69,27,16,0
"15520",69,27,17,0
"15521",69,27,18,0
"15522",69,27,19,0
"15523",69,27,20,0
"15524",69,27,21,0
"15525",69,27,22,0
"15526",69,27,23,0
"15527",69,27,24,0
"15528",69,28,1,0
"15529",69,28,2,0
"15530",69,28,3,0
"15531",69,28,4,0
"15532",69,28,5,0
"15533",69,28,6,0
"15534",69,28,7,0
"15535",69,28,8,0
"15536",69,28,9,0
"15537",69,28,10,0
"15538",69,28,11,0
"15539",69,28,12,0
"15540",69,28,13,0
"15541",69,28,14,0
"15542",69,28,15,0
"15543",69,28,16,0
"15544",69,28,17,0
"15545",69,28,18,0
"15546",69,28,19,0
"15547",69,28,20,0
"15548",69,28,21,0
"15549",69,28,22,0
"15550",69,28,23,0
"15551",69,28,24,0
"15552",69,29,1,0
"15553",69,29,2,0
"15554",69,29,3,0
"15555",69,29,4,0
"15556",69,29,5,0
"15557",69,29,6,0
"15558",69,29,7,0
"15559",69,29,8,0
"15560",69,29,9,0
"15561",69,29,10,0
"15562",69,29,11,0
"15563",69,29,12,0
"15564",69,29,13,0
"15565",69,29,14,0
"15566",69,29,15,0
"15567",69,29,16,0
"15568",69,29,17,0
"15569",69,29,18,0
"15570",69,29,19,0
"15571",69,29,20,0
"15572",69,29,21,0
"15573",69,29,22,0.01
"15574",69,29,23,0
"15575",69,29,24,0
"15576",69,30,1,0
"15577",69,30,2,0
"15578",69,30,3,0
"15579",69,30,4,0
"15580",69,30,5,0
"15581",69,30,6,0
"15582",69,30,7,0
"15583",69,30,8,0
"15584",69,30,9,0
"15585",69,30,10,0
"15586",69,30,11,0
"15587",69,30,12,0
"15588",69,30,13,0
"15589",69,30,14,0
"15590",69,30,15,0
"15591",69,30,16,0
"15592",69,30,17,0
"15593",69,30,18,0
"15594",69,30,19,0
"15595",69,30,20,0
"15596",69,30,21,0
"15597",69,30,22,0
"15598",69,30,23,0
"15599",69,30,24,0
"15600",69,31,1,0
"15601",69,31,2,0
"15602",69,31,3,0
"15603",69,31,4,0
"15604",69,31,5,0
"15605",69,31,6,0
"15606",69,31,7,0
"15607",69,31,8,0
"15608",69,31,9,0
"15609",69,31,10,0
"15610",69,31,11,0
"15611",69,31,12,0
"15612",69,31,13,0
"15613",69,31,14,0
"15614",69,31,15,0
"15615",69,31,16,0
"15616",69,31,17,0
"15617",69,31,18,0
"15618",69,31,19,0
"15619",69,31,20,0
"15620",69,31,21,0
"15621",69,31,22,0
"15622",69,31,23,0
"15623",69,31,24,0
"15624",70,1,1,0
"15625",70,1,2,0
"15626",70,1,3,0
"15627",70,1,4,0
"15628",70,1,5,0
"15629",70,1,6,0
"15630",70,1,7,0
"15631",70,1,8,0
"15632",70,1,9,0
"15633",70,1,10,0
"15634",70,1,11,0
"15635",70,1,12,0
"15636",70,1,13,0
"15637",70,1,14,0
"15638",70,1,15,0
"15639",70,1,16,0
"15640",70,1,17,0
"15641",70,1,18,0
"15642",70,1,19,0
"15643",70,1,20,0
"15644",70,1,21,0
"15645",70,1,22,0
"15646",70,1,23,0
"15647",70,1,24,0
"15648",70,2,1,0
"15649",70,2,2,0
"15650",70,2,3,0
"15651",70,2,4,0
"15652",70,2,5,0
"15653",70,2,6,0
"15654",70,2,7,0
"15655",70,2,8,0
"15656",70,2,9,0
"15657",70,2,10,0
"15658",70,2,11,0
"15659",70,2,12,0
"15660",70,2,13,0
"15661",70,2,14,0
"15662",70,2,15,0
"15663",70,2,16,0
"15664",70,2,17,0
"15665",70,2,18,0
"15666",70,2,19,0
"15667",70,2,20,0
"15668",70,2,21,0
"15669",70,2,22,0
"15670",70,2,23,0
"15671",70,2,24,0
"15672",70,3,1,0
"15673",70,3,2,0
"15674",70,3,3,0
"15675",70,3,4,0
"15676",70,3,5,0
"15677",70,3,6,0
"15678",70,3,7,0
"15679",70,3,8,0
"15680",70,3,9,0
"15681",70,3,10,0
"15682",70,3,11,0
"15683",70,3,12,0
"15684",70,3,13,0
"15685",70,3,14,0
"15686",70,3,15,0
"15687",70,3,16,0
"15688",70,3,17,0
"15689",70,3,18,0
"15690",70,3,19,0
"15691",70,3,20,0
"15692",70,3,21,0
"15693",70,3,22,0
"15694",70,3,23,0
"15695",70,3,24,0
"15696",70,4,1,0
"15697",70,4,2,0
"15698",70,4,3,0
"15699",70,4,4,0
"15700",70,4,5,0
"15701",70,4,6,0
"15702",70,4,7,0
"15703",70,4,8,0
"15704",70,4,9,0
"15705",70,4,10,0
"15706",70,4,11,0
"15707",70,4,12,0
"15708",70,4,13,0
"15709",70,4,14,0
"15710",70,4,15,0
"15711",70,4,16,0
"15712",70,4,17,0
"15713",70,4,18,0
"15714",70,4,19,0
"15715",70,4,20,0
"15716",70,4,21,0
"15717",70,4,22,0
"15718",70,4,23,0
"15719",70,4,24,0
"15720",70,5,1,0
"15721",70,5,2,0
"15722",70,5,3,0
"15723",70,5,4,0
"15724",70,5,5,0
"15725",70,5,6,0
"15726",70,5,7,0
"15727",70,5,8,0
"15728",70,5,9,0
"15729",70,5,10,0
"15730",70,5,11,0
"15731",70,5,12,0
"15732",70,5,13,0
"15733",70,5,14,0
"15734",70,5,15,0
"15735",70,5,16,0
"15736",70,5,17,0.01
"15737",70,5,18,0
"15738",70,5,19,0
"15739",70,5,20,0
"15740",70,5,21,0
"15741",70,5,22,0
"15742",70,5,23,0
"15743",70,5,24,0
"15744",70,6,1,0
"15745",70,6,2,0
"15746",70,6,3,0
"15747",70,6,4,0
"15748",70,6,5,0
"15749",70,6,6,0
"15750",70,6,7,0
"15751",70,6,8,0
"15752",70,6,9,0
"15753",70,6,10,0
"15754",70,6,11,0
"15755",70,6,12,0
"15756",70,6,13,0
"15757",70,6,14,0
"15758",70,6,15,0
"15759",70,6,16,0
"15760",70,6,17,0
"15761",70,6,18,0
"15762",70,6,19,0
"15763",70,6,20,0
"15764",70,6,21,0
"15765",70,6,22,0
"15766",70,6,23,0
"15767",70,6,24,0
"15768",70,7,1,0
"15769",70,7,2,0
"15770",70,7,3,0
"15771",70,7,4,0
"15772",70,7,5,0
"15773",70,7,6,0
"15774",70,7,7,0
"15775",70,7,8,0
"15776",70,7,9,0
