"","id","weight","male","catholic","Belfast","N.Eastern","Southern","S.Eastern","Western","Grammar","funemp","gcse5eq","fmpr","livboth","Jul.93","Aug.93","Sep.93","Oct.93","Nov.93","Dec.93","Jan.94","Feb.94","Mar.94","Apr.94","May.94","Jun.94","Jul.94","Aug.94","Sep.94","Oct.94","Nov.94","Dec.94","Jan.95","Feb.95","Mar.95","Apr.95","May.95","Jun.95","Jul.95","Aug.95","Sep.95","Oct.95","Nov.95","Dec.95","Jan.96","Feb.96","Mar.96","Apr.96","May.96","Jun.96","Jul.96","Aug.96","Sep.96","Oct.96","Nov.96","Dec.96","Jan.97","Feb.97","Mar.97","Apr.97","May.97","Jun.97","Jul.97","Aug.97","Sep.97","Oct.97","Nov.97","Dec.97","Jan.98","Feb.98","Mar.98","Apr.98","May.98","Jun.98","Jul.98","Aug.98","Sep.98","Oct.98","Nov.98","Dec.98","Jan.99","Feb.99","Mar.99","Apr.99","May.99","Jun.99"
"341",341,0.75,"no","no","no","no","no","yes","no","yes","no","no","no","no","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"342",342,0.28,"no","no","no","no","yes","no","no","yes","no","no","no","yes","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
"343",343,0.13,"yes","no","no","no","yes","no","no","yes","no","no","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"344",344,0.87,"no","no","no","yes","no","no","no","no","no","yes","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"345",345,0.23,"no","no","no","yes","no","no","no","yes","no","no","yes","no","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"346",346,0.64,"no","no","no","yes","no","no","no","yes","no","yes","yes","no","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"347",347,0.69,"yes","yes","no","no","no","yes","no","no","no","no","no","no","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
"348",348,0.55,"yes","no","no","no","no","yes","no","no","no","no","no","no","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"349",349,3.6,"no","no","no","no","no","yes","no","no","no","no","no","no","school","school","school","school","school","school","school","school","school","school","school","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
"350",350,0.69,"yes","no","no","no","no","yes","no","no","no","no","no","yes","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"351",351,0.33,"yes","no","no","no","no","yes","no","yes","no","yes","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"352",352,0.28,"yes","no","no","no","yes","no","no","no","no","no","yes","no","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"353",353,0.69,"yes","yes","no","no","no","yes","no","no","no","yes","no","no","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"354",354,2,"yes","yes","no","no","no","yes","no","no","no","no","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"355",355,2,"yes","yes","no","no","no","yes","no","no","no","no","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"356",356,2,"yes","yes","no","no","no","yes","no","no","no","no","no","no","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"357",357,0.4,"yes","no","no","yes","no","no","no","no","no","yes","no","yes","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"358",358,1.31,"no","yes","no","no","yes","no","no","yes","no","yes","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"359",359,1.31,"no","yes","no","no","yes","no","no","yes","no","yes","no","yes","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"360",360,0.69,"no","no","no","no","no","yes","no","no","no","yes","no","yes","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"361",361,0.69,"no","no","no","no","no","yes","no","no","no","no","no","yes","employment","employment","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"362",362,2,"yes","no","no","no","no","yes","no","no","no","no","no","yes","training","training","training","training","training","training","training","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"363",363,0.69,"no","no","no","no","no","yes","no","no","no","yes","no","yes","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"364",364,0.4,"yes","yes","no","yes","no","no","no","no","no","yes","no","yes","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"365",365,0.87,"no","no","no","yes","no","no","no","no","no","yes","yes","no","employment","employment","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"366",366,0.89,"no","no","no","yes","no","no","no","no","yes","no","no","no","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
"367",367,0.87,"no","no","no","yes","no","no","no","no","no","yes","yes","yes","employment","employment","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"368",368,0.45,"yes","no","no","no","yes","no","no","no","no","no","no","no","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"369",369,0.45,"no","yes","no","no","yes","no","no","no","no","yes","yes","yes","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"370",370,0.45,"yes","yes","no","no","yes","no","no","no","no","no","no","yes","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","HE","employment","employment","employment","employment","employment","employment","employment","employment"
"371",371,0.98,"yes","no","no","no","yes","no","no","no","no","no","no","yes","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"372",372,0.45,"yes","no","no","no","yes","no","no","no","no","no","no","yes","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"373",373,0.28,"yes","no","no","no","yes","no","no","no","no","yes","no","no","joblessness","joblessness","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"374",374,0.98,"yes","yes","no","no","yes","no","no","no","no","no","no","yes","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"375",375,0.45,"yes","yes","no","no","yes","no","no","no","no","no","no","no","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"376",376,0.45,"yes","yes","no","no","yes","no","no","no","no","yes","no","yes","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"377",377,2.88,"yes","no","no","no","yes","no","no","no","no","no","yes","yes","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"378",378,0.45,"yes","no","no","no","yes","no","no","no","no","no","yes","yes","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"379",379,0.45,"yes","no","no","no","yes","no","no","no","no","no","yes","yes","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment"
"380",380,0.45,"yes","no","no","no","yes","no","no","no","no","yes","yes","yes","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"381",381,0.45,"yes","yes","no","no","yes","no","no","no","yes","no","no","no","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness"
"382",382,0.45,"yes","yes","no","no","yes","no","no","no","no","no","no","no","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"383",383,0.45,"no","no","no","no","yes","no","no","no","no","yes","yes","yes","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","school","school","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"384",384,0.45,"yes","yes","no","no","yes","no","no","no","no","no","no","no","joblessness","joblessness","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"385",385,0.45,"no","yes","no","no","yes","no","no","no","no","yes","yes","yes","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"386",386,0.89,"yes","no","no","yes","no","no","no","no","no","no","no","yes","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"387",387,0.89,"no","no","no","yes","no","no","no","no","no","no","no","no","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"388",388,0.4,"yes","yes","no","yes","no","no","no","no","no","yes","yes","no","employment","employment","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"389",389,0.89,"yes","yes","no","yes","no","no","no","no","yes","yes","no","no","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","training","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","joblessness","training","training","training","training","training","training","training","training","training","training","training","training","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"390",390,0.87,"no","no","no","yes","no","no","no","no","no","yes","yes","no","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","school","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
"391",391,0.4,"no","no","no","yes","no","no","no","no","no","yes","yes","yes","joblessness","joblessness","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","FE","employment","employment","employment","employment","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE","HE"
"392",392,0.55,"no","no","no","no","no","yes","no","no","no","no","no","yes","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment","employment"
