"","idhous","sex","birthyr","nat_1_02","plingu02","p02r01","p02r04","cspfaj","cspmoj","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","wp00tbgp","wp00tbgs"
"1862",105691,"woman",1935,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events",NA,"other self-employed",0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1053.84729003906,0.935272872447968
"2527",144851,"woman",1950,"Switzerland","german","no denomination or religion","only for family ceremonies","other self-employed","other self-employed",0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,7,913.238342285156,0.81048458814621
"428",NA,"man",1926,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1620.54675292969,1.4382096529007
"1984",112021,"woman",1943,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,1095.0625,0.971850693225861
"1497",NA,"man",1948,NA,NA,NA,NA,"other self-employed","qualified non-manual professions",0,0,0,0,0,0,1,1,1,1,3,6,6,6,6,6,771.804138183594,0.684963941574097
"2384",136911,"man",1926,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","intermediate professions",NA,0,0,0,0,0,0,0,0,3,3,6,6,6,6,6,6,1099.66430664062,0.975934743881226
"2250",127521,"man",1936,"France and territories","french","no denomination or religion","only for religious celebrations","intermediate professions",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1720.09643554688,1.52655839920044
"1106",62641,"man",1933,"Switzerland","german","Protestant or Reformed Church","a few times a year","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,747.723693847656,0.663592934608459
"1534",87271,"man",1939,"Germany","german","Protestant or Reformed Church","a few times a year","liberal professions",NA,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,2446.73168945312,2.17143559455872
"2479",142511,"woman",1952,"Switzerland","german","Protestant or Reformed Church","about once a month","academic professions and senior management",NA,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,1181.65112304688,1.04869663715363
"995",56631,"woman",1953,"Switzerland","french","Roman Catholic","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,3,3,3,7,7,7,7,7,708.965026855469,0.629195213317871
"1772",101431,"woman",1954,"Switzerland","german","Roman Catholic","a few times a year","academic professions and senior management","academic professions and senior management",0,0,0,0,0,0,3,3,3,7,7,7,7,7,7,7,721.344421386719,0.64018177986145
"55",5911,"man",1923,"Switzerland","french",NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899.772766113281,0.798534095287323
"819",46471,"woman",1930,"Switzerland","italian",NA,NA,"other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2033.46655273438,1.80466938018799
"2543",145791,"man",1947,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.93872070312,0.994815409183502
"641",36211,"man",1936,"Switzerland","german","Roman Catholic","a few times a year","intermediate professions",NA,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1029.3740234375,0.91355311870575
"1765",101161,"man",1951,"Switzerland","german","Protestant or Reformed Church","a few times a year","qualified non-manual professions",NA,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,744.359313964844,0.660607099533081
"668",37601,"woman",1949,"Switzerland","german","Roman Catholic","a few times a year","unqualified non-manual and manual workers",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,778.964172363281,0.691318333148956
"1393",79741,"woman",1955,"Switzerland","german","Protestant or Reformed Church","a few times a year","academic professions and senior management","qualified non-manual professions",0,0,0,0,1,1,1,1,1,1,3,6,6,6,6,6,681.268676757812,0.604615211486816
"1560",88931,"woman",1947,"Switzerland","german","no denomination or religion","a few times a year","academic professions and senior management",NA,0,0,1,1,1,3,3,6,6,6,6,6,6,6,6,6,1686.09606933594,1.49638366699219
"246",15841,"man",1936,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","other self-employed","other self-employed",0,0,0,0,0,1,1,1,1,1,1,3,6,6,6,6,748.845520019531,0.664588570594788
"226",14781,"woman",1930,"Itally","german","Roman Catholic","once a week","qualified non-manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3576.32348632812,3.17393040657043
"1365",77591,"man",1956,"Switzerland","german","Roman Catholic","a few times a year","liberal professions",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,942.836669921875,0.836752653121948
"784",44721,"woman",1950,"Switzerland","italian","Roman Catholic","a few times a year",NA,"top management",0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,815.966491699219,0.724157392978668
"1938",109511,"man",1949,"Switzerland","german","no denomination or religion","only for family ceremonies","academic professions and senior management","intermediate professions",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,649.48779296875,0.576410114765167
"1215",69111,"woman",1947,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,590.763610839844,0.52429336309433
"375",22421,"man",1950,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies",NA,"other self-employed",0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,728.414428710938,0.646456301212311
"686",38461,"woman",1949,"Switzerland","german","Roman Catholic","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,0,1,1,1,3,3,3,3,6,6,755.209289550781,0.67023628950119
"1198",68451,"man",1941,"Switzerland","german","no denomination or religion","only for family ceremonies","unqualified non-manual and manual workers","unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,1343.05236816406,1.19193780422211
"1444",NA,"woman",1925,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498.9951171875,1.33033442497253
"1147",65221,"woman",1944,"Switzerland","german","Protestant or Reformed Church","about once a month",NA,"qualified non-manual professions",0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,1058.12805175781,0.939071953296661
"2404",NA,"man",1938,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2425.87646484375,2.15292692184448
"1844",105251,"man",1933,"Switzerland","german",NA,NA,"academic professions and senior management",NA,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,6,850.717834472656,0.754998624324799
"859",48411,"man",1922,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,1065.75036621094,0.94583660364151
"494",27981,"woman",1955,"Switzerland","german","no denomination or religion","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.36645507812,0.923308730125427
"424",24961,"woman",1944,"Switzerland","german","no denomination or religion","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1150.65869140625,1.02119135856628
"1783",102021,"man",1929,"Switzerland","german","Protestant or Reformed Church","every two weeks","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,876.114379882812,0.777537703514099
"434",25271,"man",1950,"Switzerland","german","Roman Catholic","every two weeks","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,663.411987304688,0.588767647743225
"127",9721,"woman",1954,"Switzerland","french","no denomination or religion","never","qualified manual professions","qualified manual professions",0,0,0,3,6,6,6,6,6,6,6,6,6,6,6,6,724.310607910156,0.642814218997955
"168",12101,"man",1936,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies",NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,821.451843261719,0.729025542736053
"886",50171,"woman",1950,"Switzerland","french","Protestant or Reformed Church","religious celebrations and family events","other self-employed","other self-employed",0,1,1,1,1,1,1,1,1,1,3,6,6,6,6,6,657.751281738281,0.583743810653687
"2547",146131,"woman",1939,"Switzerland","german","Protestant or Reformed Church","about once a month","other self-employed","other self-employed",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,976.284729003906,0.866437256336212
"332",20141,"woman",1927,"Switzerland","french",NA,NA,NA,NA,0,0,0,2,2,2,2,2,2,2,7,7,7,7,7,7,1185.38952636719,1.0520144701004
"2033",114451,"woman",1946,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,715.4951171875,0.634990632534027
"1336",76021,"woman",1945,"Switzerland","german","Protestant or Reformed Church","every two weeks","other self-employed","unqualified non-manual and manual workers",1,1,1,1,1,1,1,1,1,1,3,3,6,6,6,6,1239.38464355469,1.09993422031403
"936",53601,"man",1929,"Switzerland","french","Protestant or Reformed Church","a few times a year","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,863.942443847656,0.766735255718231
"1277",72821,"man",1945,"Switzerland","german","Roman Catholic","only for family ceremonies","qualified manual professions","qualified non-manual professions",0,0,0,0,0,0,1,1,1,3,3,6,6,6,6,6,927.367797851562,0.823024272918701
"978",55771,"woman",1954,"Switzerland","french","Protestant or Reformed Church","a few times a year","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,1,3,3,3,6,6,6,6,6,6,707.286071777344,0.627705216407776
"1356",NA,"man",1931,NA,NA,NA,NA,"other self-employed","other self-employed",0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,1152.25451660156,1.02260768413544
"958",54321,"man",1945,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,1,1,1,1,1,1,1,3,3,3,6,6,6,6,981.187255859375,0.870788216590881
"1493",85151,"woman",1939,"Switzerland","german","Protestant or Reformed Church","about once a month","other self-employed",NA,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,6,1044.09875488281,0.926621079444885
"1914",108621,"man",1945,"Denmark and territories","german","no denomination or religion","only for family ceremonies","academic professions and senior management","qualified non-manual professions",0,0,0,0,0,0,0,3,6,6,6,6,6,6,6,6,1594.36682128906,1.41497528553009
"2487",143091,"man",1942,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed","other self-employed",0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1063.94982910156,0.944238722324371
"1367",77801,"woman",1934,"Switzerland","german","Protestant or Reformed Church","a few times a year","qualified manual professions",NA,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,6,0,0
"2256",128321,"woman",1955,"Switzerland","french","Protestant or Reformed Church","a few times a year",NA,"qualified manual professions",0,0,0,0,1,1,1,1,1,1,3,3,7,7,7,7,0,0
"904",51222,"man",1956,"Switzerland","french","no denomination or religion","never","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,819.53125,0.727321028709412
"270",17191,"woman",1953,"Switzerland","german","other","once a week","qualified manual professions",NA,0,0,0,0,1,1,1,7,7,7,7,7,7,7,7,7,944.500305175781,0.838229119777679
"1638",93951,"woman",1945,"Switzerland","german","no denomination or religion","only for family ceremonies","qualified non-manual professions",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1416.6552734375,1.25725913047791
"2221",125671,"man",1957,"Switzerland","french","Protestant or Reformed Church","religious celebrations and family events","intermediate professions",NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,664.558288574219,0.589784979820251
"894",50651,"woman",1949,"Switzerland","french","Protestant or Reformed Church","about once a month","academic professions and senior management",NA,0,0,0,0,0,0,0,0,3,3,3,3,3,6,6,6,744.7509765625,0.660954713821411
"170",12171,"woman",1939,"Switzerland","french","no denomination or religion","never","academic professions and senior management",NA,0,0,0,0,0,1,1,1,3,6,6,6,6,6,6,6,916.460815429688,0.813344478607178
"1026",58451,"man",1939,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,2196.12817382812,1.94902908802032
"273",17361,"woman",1945,"Switzerland","german","Protestant or Reformed Church","a few times a year","academic professions and senior management",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,981.326477050781,0.870911717414856
"104",8541,"man",1937,"Switzerland","french","Protestant or Reformed Church","never","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1083.30078125,0.961412310600281
"2068",117041,"woman",1950,"Philippines","french","Roman Catholic","once a week","academic professions and senior management",NA,0,0,0,0,0,0,0,0,4,2,2,2,2,2,2,2,1406.56701660156,1.24830603599548
"1071",60511,"man",1945,"Switzerland","french",NA,NA,"other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1024.07702636719,0.908852219581604
"321",19291,"man",1952,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1084.24719238281,0.962252259254456
"1048",NA,"man",1935,NA,NA,NA,NA,"other self-employed","unqualified non-manual and manual workers",0,0,0,0,0,0,1,1,1,1,1,3,3,6,6,6,1216.38330078125,1.07952094078064
"1972",110661,"woman",1933,"Switzerland","german","Roman Catholic","once a week","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,1092.61926269531,0.969682395458221
"73",6911,"man",1936,"Switzerland","french","Roman Catholic","about once a month","other self-employed","unqualified non-manual and manual workers",0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,6,1110.8837890625,0.985891759395599
"467",26481,"woman",1945,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","intermediate professions",NA,0,0,0,0,0,1,3,3,3,6,6,6,6,6,6,6,1116.279296875,0.990680277347565
"281",NA,"man",1923,NA,NA,NA,NA,"unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,822.068237304688,0.729572534561157
"2026",NA,"man",1957,NA,NA,NA,NA,"intermediate professions","unqualified non-manual and manual workers",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1352.99133300781,1.20075845718384
"1192",67871,"woman",1922,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2563.39428710938,2.27497172355652
"1948",109781,"woman",1949,"Switzerland","german","Roman Catholic","religious celebrations and family events","intermediate professions",NA,0,0,0,0,6,6,6,7,7,7,7,7,7,7,7,7,719.345153808594,0.638407409191132
"1203",68641,"woman",1932,"Itally","german","Roman Catholic","a few times a year","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,1696.98083496094,1.50604367256165
"2063",116981,"man",1952,"Switzerland","french","Roman Catholic","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,1,1,1,1,1,3,6,6,6,6,6,735.354675292969,0.652615666389465
"975",55531,"man",1955,"Switzerland","french","Roman Catholic","only for family ceremonies",NA,"qualified manual professions",0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,1069.7568359375,0.949392259120941
"2513",144231,"woman",1940,"Switzerland","german","Roman Catholic","religious celebrations and family events","qualified manual professions","other self-employed",0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,1818.13586425781,1.61356687545776
"2599",148921,"man",1930,"Switzerland","italian",NA,NA,NA,"other self-employed",0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,2016.76684570312,1.78984868526459
"739",42121,"woman",1951,"Switzerland","german","Roman Catholic","about once a month","intermediate professions",NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,856.078369140625,0.759756028652191
"1234",NA,"man",1950,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2958.578125,2.62569141387939
"906",51451,"man",1957,"Switzerland","french",NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1554.30700683594,1.37942290306091
"1121",63161,"man",1939,"Belgium","french","Roman Catholic","a few times a year","academic professions and senior management",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1349.8720703125,1.19799017906189
"2505",143961,"woman",1948,"Switzerland","german","no denomination or religion","religious celebrations and family events",NA,"intermediate professions",0,0,0,3,6,6,7,7,7,7,7,7,7,7,7,7,906.917297363281,0.804874777793884
"537",NA,"man",1953,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1059.59826660156,0.94037663936615
"1171",66951,"woman",1943,"Switzerland","german","Protestant or Reformed Church","a few times a year","intermediate professions",NA,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1180.65905761719,1.047816157341
"206",13801,"woman",1945,"Switzerland","french","Protestant or Reformed Church","never","qualified manual professions",NA,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,1169.79931640625,1.03817844390869
"2371",136381,"woman",1943,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1044.09875488281,0.926621079444885
"1696",98341,"man",1938,"Switzerland","german",NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,3,3,3,6,6,6,6,901.018920898438,0.79964005947113
"1403",80301,"man",1938,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1107.54125976562,0.982925355434418
"1553",88531,"man",1930,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2198.47802734375,1.95111453533173
"456",26181,"woman",1957,"Switzerland","german","Protestant or Reformed Church","a few times a year","intermediate professions",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,657.53173828125,0.583549022674561
"2415",138681,"woman",1949,"Switzerland","german","Roman Catholic","religious celebrations and family events","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,6,918.325988769531,0.81499981880188
"1017",58181,"man",1951,"Switzerland","french","no denomination or religion","only for family ceremonies","other self-employed","other self-employed",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,666.27294921875,0.591306686401367
"2341",134011,"man",1934,"Switzerland","german","Protestant or Reformed Church","a few times a year","qualified manual professions",NA,0,0,0,0,1,1,1,1,1,1,3,3,6,6,6,6,1107.83178710938,0.983183205127716
"1958",110211,"woman",1956,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions","unqualified non-manual and manual workers",0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,607.539733886719,0.53918194770813
"65",NA,"woman",1948,NA,NA,NA,NA,"other self-employed",NA,0,0,1,1,1,1,1,3,3,6,6,6,6,6,6,6,720.973205566406,0.639852285385132
"138",NA,"man",1946,NA,NA,NA,NA,"qualified manual professions",NA,0,0,0,0,0,0,0,3,3,6,6,6,6,6,6,6,0,0
"2016",113781,"man",1950,"Switzerland","german","Roman Catholic","only for family ceremonies",NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,932.228271484375,0.827337861061096
"1565",89271,"woman",1947,"Switzerland","german","Protestant or Reformed Church","a few times a year",NA,"unqualified non-manual and manual workers",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,872.011474609375,0.773896396160126
"1893",107371,"man",1932,"Switzerland","german","no denomination or religion","only for family ceremonies","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1384.36938476562,1.22860586643219
"914",51862,"man",1954,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,696.591674804688,0.618214070796967
"1506",85791,"man",1941,"Switzerland","german",NA,NA,"top management",NA,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1031.37243652344,0.915326714515686
"2546",146131,"man",1934,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1817.40063476562,1.61291432380676
"1400",80051,"woman",1948,"Switzerland","german","no denomination or religion","never","qualified manual professions",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0
"2410",138461,"woman",1936,"Switzerland","german","Protestant or Reformed Church","a few times a year","other self-employed",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1296.8310546875,1.15091705322266
"1389",79471,"woman",1945,"Switzerland","german","Protestant or Reformed Church","every two weeks","top management",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1452.10729980469,1.28872215747833
"1010",57671,"woman",1951,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","liberal professions",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,574.572998046875,0.509924411773682
"835",NA,"man",1933,NA,NA,NA,NA,"qualified manual professions",NA,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1051.21643066406,0.932937920093536
"1043",58971,"man",1953,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,3,3,6,6,6,6,6,6,6,6,975.696228027344,0.86591500043869
"1877",106462,"woman",1950,"Switzerland","german","Roman Catholic","only for family ceremonies","qualified non-manual professions","intermediate professions",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,7,1616.05334472656,1.43422186374664
"2205",NA,"man",1915,NA,NA,NA,NA,"intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"1119",63071,"woman",1929,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,936.778503417969,0.831376135349274
"996",56881,"man",1946,"Switzerland","french","Muslim","once a week",NA,"unqualified non-manual and manual workers",0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1100.38317871094,0.976572692394257
"2299",131371,"woman",1945,"Switzerland","german","Roman Catholic","about once a month","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168.09289550781,1.03666400909424
"750",42911,"woman",1934,"Switzerland","german","Roman Catholic","once a week","other self-employed",NA,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1202.76538085938,1.0674352645874
"1328",75261,"woman",1938,"Switzerland","german","Roman Catholic","once a week","other self-employed","other self-employed",0,0,0,0,0,0,0,0,3,3,6,6,6,6,6,6,1585.27478027344,1.40690624713898
"2345",134521,"woman",1921,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","intermediate professions",NA,0,0,0,0,0,3,6,6,6,6,6,7,7,7,7,7,1957.05444335938,1.73685479164124
"2288",130381,"man",1957,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,879.95751953125,0.780948400497437
"720",40861,"woman",1942,"Switzerland","german","Protestant or Reformed Church","once a week","other self-employed","other self-employed",0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,815.058349609375,0.723351359367371
"2407",138291,"woman",1956,"Switzerland","german","Protestant or Reformed Church","every two weeks","intermediate professions",NA,0,0,0,0,0,0,0,1,1,1,3,3,3,3,6,6,776.795715332031,0.689393937587738
"1019",NA,"man",1929,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1885.99682617188,1.67379236221313
"313",19141,"man",1944,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","intermediate professions",NA,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,777.544311523438,0.690058290958405
"2469",142052,"woman",1954,"Switzerland","german","Roman Catholic","a few times a year","other self-employed","other self-employed",0,0,0,0,0,3,6,6,6,6,6,6,6,6,6,6,796.758239746094,0.707110345363617
"2025",114221,"woman",1914,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","top management",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248.59362792969,1.10810708999634
"506",28381,"man",1934,"Switzerland","german","Protestant or Reformed Church","a few times a year","intermediate professions",NA,0,0,0,0,0,1,3,3,3,3,3,3,3,6,6,6,896.959899902344,0.79603773355484
"681",38261,"man",1938,"Switzerland","german","Roman Catholic","about once a month","other self-employed","other self-employed",0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,1031.37243652344,0.915326714515686
"355",21261,"woman",1915,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,1671.142578125,1.48311269283295
"1087",61081,"woman",1931,"France and territories","french","Roman Catholic","several times a week","qualified manual professions",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389.900390625,2.12099885940552
"1562",89011,"woman",1950,"Switzerland","german","no denomination or religion","only for family ceremonies","liberal professions",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,925.69384765625,0.821538627147675
"2500",NA,"woman",1938,NA,NA,NA,NA,"other self-employed",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410.5771484375,2.13934922218323
"901",51111,"woman",1945,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","other self-employed","other self-employed",0,0,0,1,1,1,1,1,6,6,6,6,6,6,6,6,1262.45227050781,1.12040638923645
"1224",69401,"woman",1946,"Switzerland","german","Protestant or Reformed Church","once a week","qualified manual professions",NA,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,720.721740722656,0.639629125595093
"508",28481,"man",1957,"Switzerland","german","no denomination or religion","only for family ceremonies","qualified manual professions",NA,0,0,0,0,0,0,0,1,1,1,1,1,5,5,5,5,1057.29052734375,0.938328623771667
"698",39511,"man",1953,"Switzerland","german","Roman Catholic","every two weeks",NA,"qualified manual professions",0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,6,700.013061523438,0.621250510215759
"1049",NA,"woman",1937,NA,NA,NA,NA,"qualified manual professions","qualified non-manual professions",0,0,0,0,0,0,0,0,0,3,3,6,6,6,6,6,1325.74084472656,1.17657399177551
"518",28831,"man",1913,"Switzerland","german","Protestant or Reformed Church","religious celebrations and family events","intermediate professions",NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1052.38732910156,0.93397718667984
"1434",82311,"woman",1945,"Switzerland","german","Roman Catholic","only for family ceremonies","academic professions and senior management",NA,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1057.44201660156,0.938463032245636
"578",32751,"man",1941,"Switzerland","german","no denomination or religion","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1067.8671875,0.947715222835541
"993",56581,"woman",1955,"Switzerland","french","Protestant or Reformed Church","only for family ceremonies","intermediate professions",NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,807.558959960938,0.716695785522461
"2011",113491,"woman",1954,"Switzerland","german","Protestant or Reformed Church","only for family ceremonies","unqualified non-manual and manual workers",NA,0,0,0,0,0,0,0,0,0,1,1,1,5,5,6,6,708.824951171875,0.629070937633514
"616",34431,"man",1944,"Switzerland",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1930.13415527344,1.71296358108521
"648",36441,"woman",1952,"Switzerland","german","Roman Catholic","a few times a year","unqualified non-manual and manual workers","qualified non-manual professions",0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,824.993591308594,0.732168734073639
"483",27651,"woman",1951,"Switzerland","german","Roman Catholic","a few times a year","other self-employed","other self-employed",0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,670.732116699219,0.595264136791229
