"","home","favorite","underdog","spread","favorite.name","underdog.name","week"
"1245",0,17,41,1,"WAS","HOU",9
"1246",1,55,23,0,"IND","DEN",9
"1247",1,21,10,3,"NE","MIA",10
"1248",1,29,21,6,"NYG","DAL",10
"1249",1,44,17,10.5,"MIN","DET",10
"1250",1,20,0,3,"ATL","GB",10
"1251",0,24,30,1,"LAN","PHA",10
"1252",1,42,7,8,"CIN","PIT",10
"1253",1,28,10,9.5,"CHI","TB",10
"1254",0,23,24,3,"SF","PHX",10
"1255",1,38,14,4,"IND","NYJ",10
"1256",1,27,24,4,"WAS","NO",10
"1257",1,17,11,8,"DEN","KC",10
"1258",0,13,3,0,"BUF","SEA",10
"1259",0,13,3,3,"LAA","SD",10
"1260",1,24,17,0,"HOU","CLE",10
"1261",1,13,14,2,"NYJ","NE",11
"1262",1,14,34,3.5,"WAS","CHI",11
"1263",0,28,31,6.5,"CIN","KC",11
"1264",0,20,13,4,"IND","GB",11
"1265",0,27,26,3,"PHA","PIT",11
"1266",1,7,10,5.5,"ATL","SD",11
"1267",1,20,23,2.5,"DET","TB",11
"1268",1,3,9,6.5,"SF","LAA",11
"1269",1,10,14,3.5,"LAN","NO",11
"1270",1,24,17,1,"PHX","NYG",11
"1271",0,7,30,3,"CLE","DEN",11
"1272",1,27,24,1,"SEA","HOU",11
"1273",0,43,3,3.5,"MIN","DAL",11
"1274",0,31,6,0,"BUF","MIA",11
"1275",1,3,6,3,"MIA","NE",12
"1276",0,27,15,7,"CHI","TB",12
"1277",0,38,24,4.5,"CIN","DAL",12
"1278",1,42,0,5,"NO","DEN",12
"1279",1,9,19,4,"GB","DET",12
"1280",1,12,3,4.5,"MIN","IND",12
"1281",1,9,6,7,"BUF","NYJ",12
"1282",1,38,20,5.5,"HOU","PHX",12
"1283",1,27,7,8.5,"CLE","PIT",12
"1284",0,24,27,2.5,"SEA","KC",12
"1285",1,24,38,11,"LAN","SD",12
"1286",1,17,23,3,"NYG","PHA",12
"1287",1,6,12,8.5,"LAA","ATL",12
"1288",1,37,21,3.5,"SF","WAS",12
"1289",0,23,0,6.5,"MIN","DET",13
"1290",0,25,17,5,"HOU","DAL",13
"1291",1,24,21,3.5,"IND","NE",13
"1292",1,35,21,3.5,"CIN","BUF",13
"1293",1,13,17,2,"WAS","CLE",13
"1294",1,16,0,13,"CHI","GB",13
"1295",1,16,10,2,"PIT","KC",13
"1296",1,38,34,2.5,"NYJ","MIA",13
"1297",1,31,21,6,"PHA","PHX",13
"1298",1,17,10,5,"ATL","TB",13
"1299",0,48,10,6.5,"SF","SD",13
"1300",1,35,24,0,"DEN","LAN",13
"1301",1,12,13,5,"NO","NYG",13
"1302",1,35,27,3,"SEA","LAA",13
"1303",1,13,7,5,"NE","SEA",14
"1304",0,5,10,6,"BUF","TB",14
"1305",1,24,21,8,"CLE","DAL",14
"1306",1,30,14,2,"DET","GB",14
"1307",0,31,28,1,"IND","MIA",14
"1308",1,45,3,6,"MIN","NO",14
"1309",1,44,7,2,"NYG","PHX",14
"1310",1,27,10,13,"CIN","SD",14
"1311",0,13,3,4,"SF","ATL",14
"1312",1,19,20,5,"PHA","WAS",14
"1313",0,34,38,1,"NYJ","KC",14
"1314",1,21,20,2,"LAA","DEN",14
"1315",1,34,37,8,"HOU","PIT",14
"1316",0,3,23,2,"CHI","LAN",14
"1317",0,16,34,3,"IND","NYJ",15
"1318",1,17,23,1.5,"PHX","PHA",15
"1319",1,10,7,9,"NE","TB",15
"1320",1,41,6,1.5,"HOU","CIN",15
"1321",1,17,24,7,"WAS","DAL",15
"1322",1,13,12,10,"CHI","DET",15
"1323",1,28,12,9.5,"NYG","KC",15
"1324",1,37,21,6.5,"BUF","LAA",15
"1325",0,6,18,10.5,"MIN","GB",15
"1326",1,30,17,6.5,"SF","NO",15
"1327",1,20,14,1,"SD","PIT",15
"1328",1,22,7,7.5,"LAN","ATL",15
"1329",1,42,14,3.5,"SEA","DEN",15
"1330",0,31,38,5,"CLE","MIA",15
"1331",1,21,10,0,"DEN","NE",16
"1332",1,20,17,7,"CIN","WAS",16
"1333",1,10,9,7.5,"NO","ATL",16
"1334",0,14,17,3,"BUF","IND",16
"1335",1,21,10,3,"TB","DET",16
"1336",1,28,23,2,"CLE","HOU",16
"1337",1,40,24,2,"PIT","MIA",16
"1338",0,21,27,6,"NYG","NYJ",16
"1339",0,23,7,2,"PHA","DAL",16
"1340",1,37,43,2.5,"LAA","SEA",16
"1341",1,24,13,2,"SD","KC",16
"1342",1,17,26,6.5,"PHX","GB",16
"1343",1,16,38,6,"SF","LAN",16
"1344",1,28,27,7,"MIN","CHI",16
"1345",0,27,24,4,"BUF","MIA",1
"1346",1,17,14,3,"CHI","CIN",1
"1347",0,51,0,2.5,"CLE","PIT",1
"1348",1,28,0,5.5,"NO","DAL",1
"1349",1,38,7,5.5,"MIN","HOU",1
"1350",1,34,20,6,"DEN","KC",1
"1351",0,31,21,6,"LAN","ATL",1
"1352",1,24,27,2.5,"NYJ","NE",1
"1353",0,16,13,1.5,"PHX","DET",1
"1354",1,40,14,3.5,"LAA","SD",1
"1355",0,30,24,3,"SF","IND",1
"1356",1,31,7,5.5,"PHA","SEA",1
"1357",1,21,23,3,"GB","TB",1
"1358",1,24,27,4,"WAS","NYG",1
"1359",1,27,21,1.5,"ATL","DAL",2
"1360",1,24,14,11,"NYG","DET",2
"1361",0,34,27,4,"HOU","SD",2
"1362",1,31,17,6,"LAN","IND",2
"1363",1,24,19,2,"KC","LAA",2
"1364",1,10,24,6,"NE","MIA",2
"1365",1,38,7,0,"CHI","MIN",2
"1366",0,34,35,4.5,"NO","GB",2
"1367",1,38,24,7,"CLE","NYJ",2
"1368",1,37,42,3,"WAS","PHA",2
"1369",1,24,34,7,"SEA","PHX",2
"1370",1,41,10,10,"CIN","PIT",2
"1371",0,20,16,7.5,"SF","TB",2
"1372",1,14,28,6.5,"BUF","DEN",2
"1373",1,13,9,7.5,"IND","ATL",3
"1374",1,41,47,3.5,"HOU","BUF",3
"1375",0,47,27,7,"CHI","DET",3
"1376",1,41,38,10,"LAN","GB",3
"1377",1,21,6,2.5,"SD","KC",3
"1378",1,31,21,6.5,"DEN","LAA",3
"1379",0,14,27,8.5,"MIN","PIT",3
"1380",0,10,20,2.5,"NO","TB",3
"1381",1,33,40,4,"MIA","NYJ",3
"1382",1,35,7,7.5,"NYG","PHX",3
"1383",1,28,38,1.5,"PHA","SF",3
"1384",1,3,24,3.5,"NE","SEA",3
"1385",0,30,7,4.5,"WAS","DAL",3
"1386",1,21,14,4,"CIN","CLE",3
"1387",1,23,21,7,"GB","ATL",4
"1388",0,21,17,5,"CIN","KC",4
"1389",1,16,13,5.5,"CLE","DEN",4
"1390",1,10,17,3,"NYJ","IND",4
"1391",1,12,13,5,"SF","LAN",4
"1392",1,39,7,7,"HOU","MIA",4
"1393",1,31,10,7,"BUF","NE",4
"1394",0,30,13,7,"NYG","DAL",4
"1395",1,3,23,2.5,"DET","PIT",4
"1396",1,13,24,4,"PHX","SD",4
"1397",1,20,24,1,"LAA","SEA",4
"1398",1,17,3,8,"MIN","TB",4
"1399",0,16,14,1.5,"WAS","NO",4
"1400",1,27,13,3.5,"CHI","PHA",4
"1401",1,26,14,10.5,"LAN","ATL",5
"1402",0,14,37,0,"BUF","IND",5
"1403",0,35,42,4.5,"CHI","TB",5
"1404",0,26,16,4,"CIN","PIT",5
"1405",0,10,13,3.5,"CLE","MIA",5
"1406",1,31,13,7,"GB","DAL",5
"1407",1,24,17,12,"MIN","DET",5
"1408",0,13,23,4,"HOU","NE",5
"1409",1,16,20,7,"SEA","KC",5
"1410",0,24,20,4,"SF","NO",5
"1411",1,21,19,3,"PHA","NYG",5
"1412",1,30,28,9.5,"WAS","PHX",5
"1413",1,16,10,7,"DEN","SD",5
"1414",1,7,14,3,"NYJ","LAA",5
"1415",1,16,17,6,"TB","DET",6
"1416",1,26,14,6.5,"MIN","GB",6
"1417",1,28,33,7,"CHI","HOU",6
"1418",1,14,3,5,"DEN","IND",6
"1419",1,20,14,3,"LAA","KC",6
"1420",1,13,20,7.5,"CIN","MIA",6
"1421",1,16,15,2.5,"ATL","NE",6
"1422",1,29,14,5.5,"NO","NYJ",6
"1423",0,17,5,3.5,"PHA","PHX",6
"1424",1,7,17,9,"CLE","PIT",6
"1425",0,31,14,14,"SF","DAL",6
"1426",1,16,17,0,"SD","SEA",6
"1427",1,20,17,3,"NYG","WAS",6
"1428",0,20,23,3.5,"LAN","BUF",6
"1429",1,34,20,2,"PHX","ATL",7
"1430",1,36,28,9,"KC","DAL",7
"1431",1,21,24,3,"SEA","DEN",7
"1432",1,23,20,3,"MIA","GB",7
"1433",1,12,23,6.5,"CIN","IND",7
"1434",1,10,7,6.5,"PHA","LAA",7
"1435",0,20,7,7.5,"MIN","DET",7
"1436",1,37,20,11,"SF","NE",7
"1437",1,21,40,7,"LAN","NO",7
"1438",0,20,13,4,"NYG","SD",7
"1439",1,34,3,7,"BUF","NYJ",7
"1440",1,27,0,10,"HOU","PIT",7
"1441",1,32,28,8,"WAS","TB",7
"1442",1,27,7,1,"CLE","CHI",7
"1443",1,20,13,7,"NO","ATL",8
"1444",1,23,20,6.5,"GB","DET",8
"1445",1,28,17,2.5,"CLE","HOU",8
"1446",1,23,17,2,"PIT","KC",8
"1447",1,20,10,2.5,"CHI","LAN",8
"1448",1,31,17,4,"BUF","MIA",8
"1449",1,20,23,6,"IND","NE",8
"1450",1,24,28,3,"DEN","PHA",8
"1451",0,19,10,4,"PHX","DAL",8
"1452",1,10,7,6,"SEA","SD",8
"1453",0,23,10,8.5,"SF","NYJ",8
"1454",1,56,23,6.5,"CIN","TB",8
"1455",0,24,37,2,"WAS","LAA",8
"1456",1,24,14,2,"NYG","MIN",8
"1457",0,28,30,3,"BUF","ATL",9
"1458",0,13,14,3,"CHI","GB",9
"1459",0,7,28,1.5,"CIN","LAA",9
"1460",0,42,31,3,"CLE","TB",9
"1461",1,35,31,10,"HOU","DET",9
"1462",1,19,13,3,"MIA","IND",9
"1463",1,23,21,4.5,"MIN","LAN",9
"1464",0,20,13,3,"NYG","PHX",9
"1465",1,26,27,7.5,"NE","NYJ",9
"1466",0,17,20,4,"PHA","SD",9
"1467",1,34,7,7.5,"DEN","PIT",9
"1468",1,20,10,2.5,"KC","SEA",9
"1469",1,3,13,14,"WAS","DAL",9
"1470",1,31,13,6,"SF","NO",9
"1471",1,45,3,10.5,"SF","ATL",10
"1472",0,20,0,3.5,"CHI","PIT",10
"1473",0,17,7,2.5,"CLE","SEA",10
"1474",1,24,20,7,"PHX","DAL",10
"1475",1,13,16,0,"KC","DEN",10
"1476",0,22,31,1.5,"GB","DET",10
"1477",1,30,7,6.5,"BUF","IND",10
"1478",0,31,23,3,"MIA","NYJ",10
"1479",0,24,10,5.5,"MIN","TB",10
"1480",0,28,24,2.5,"NO","NE",10
"1481",1,31,10,2.5,"LAN","NYG",10
"1482",1,3,10,5,"PHA","WAS",10
"1483",0,12,14,2.5,"LAA","SD",10
"1484",1,26,24,6,"HOU","CIN",10
"1485",0,24,33,6,"BUF","NE",11
"1486",1,42,7,7,"CIN","DET",11
"1487",1,17,21,10,"SF","GB",11
"1488",1,10,10,7,"CLE","KC",11
"1489",1,23,7,5,"HOU","LAA",11
"1490",0,17,14,6.5,"MIA","DAL",11
"1491",0,9,10,1,"MIN","PHA",11
"1492",0,26,17,3,"NO","ATL",11
"1493",1,37,14,10.5,"LAN","PHX",11
"1494",1,20,17,2.5,"PIT","SD",11
"1495",1,15,3,9,"NYG","SEA",11
"1496",1,31,32,10,"CHI","TB",11
"1497",1,27,10,6,"IND","NYJ",11
"1498",1,10,14,2.5,"WAS","DEN",11
"1499",0,10,13,6,"CLE","DET",12
"1500",0,27,0,6,"PHA","DAL",12
"1501",1,27,7,2,"NYJ","ATL",12
"1502",0,14,38,0,"CHI","WAS",12
"1503",1,24,7,3,"BUF","CIN",12
"1504",0,0,34,1.5,"HOU","KC",12
"1505",0,19,20,3,"MIN","GB",12
"1506",1,24,21,6.5,"LAA","NE",12
"1507",1,14,34,7.5,"MIA","PIT",12
"1508",1,10,6,4.5,"IND","SD",12
"1509",1,41,14,9.5,"DEN","SEA",12
"1510",1,13,14,1.5,"PHX","TB",12
"1511",0,20,17,0,"LAN","NO",12
"1512",1,34,24,5,"SF","NYG",12
"1513",1,0,21,4,"CLE","CIN",13
"1514",1,16,13,1.5,"LAA","DEN",13
"1515",0,17,16,2.5,"GB","TB",13
"1516",0,23,16,3,"HOU","PIT",13
"1517",1,22,16,1.5,"NE","IND",13
"1518",0,35,31,9.5,"LAN","DAL",13
"1519",1,26,21,3.5,"KC","MIA",13
"1520",0,14,21,4,"NO","DET",13
"1521",1,17,20,4.5,"SD","NYJ",13
"1522",1,17,24,3,"NYG","PHA",13
"1523",0,23,10,9.5,"SF","ATL",13
"1524",0,29,10,4,"WAS","PHX",13
"1525",1,27,16,6,"MIN","CHI",13
"1526",0,16,17,5.5,"BUF","SEA",13
"1527",1,43,17,12,"MIN","ATL",14
"1528",0,17,23,1,"CLE","IND",14
"1529",1,20,10,12,"PHA","DAL",14
"1530",1,17,27,6.5,"CHI","DET",14
"1531",1,3,21,3,"GB","KC",14
"1532",1,19,22,6,"BUF","NO",14
"1533",1,7,14,3,"DEN","NYG",14
"1534",1,16,14,9,"LAA","PHX",14
"1535",1,0,13,1.5,"NYJ","PIT",14
"1536",1,26,21,9.5,"WAS","SD",14
"1537",1,17,24,10,"CIN","SEA",14
"1538",1,20,17,8,"HOU","TB",14
"1539",1,31,10,5,"MIA","NE",14
"1540",1,27,30,0,"LAN","SF",14
"1541",1,15,0,12,"NYG","DAL",15
"1542",0,37,0,7,"DEN","PHX",15
"1543",1,21,10,6.5,"SF","BUF",15
"1544",1,28,40,1.5,"CHI","GB",15
"1545",1,61,7,3.5,"CIN","HOU",15
"1546",1,42,13,0,"IND","MIA",15
"1547",0,17,23,1.5,"MIN","CLE",15
"1548",1,28,10,3,"PIT","NE",15
"1549",1,38,14,11,"LAN","NYJ",15
"1550",1,13,20,7.5,"KC","SD",15
"1551",1,33,7,2.5,"DET","TB",15
"1552",0,31,30,6.5,"WAS","ATL",15
"1553",1,23,17,0,"SEA","LAA",15
"1554",0,20,30,1,"PHA","NO",15
"1555",0,37,0,7,"BUF","NYJ",16
"1556",1,0,29,2,"SEA","WAS",16
"1557",1,20,24,3.5,"HOU","CLE",16
"1558",1,26,0,9,"SF","CHI",16
"1559",0,16,19,2.5,"DEN","SD",16
"1560",0,31,24,3,"DET","ATL",16
"1561",0,20,10,7,"GB","DAL",16
"1562",1,41,6,2.5,"NO","IND",16
"1563",1,24,27,3.5,"MIA","KC",16
"1564",1,34,17,6.5,"NYG","LAA",16
"1565",0,24,20,7,"LAN","NE",16
"1566",1,31,14,12,"PHA","PHX",16
"1567",0,31,22,2,"PIT","TB",16
"1568",1,29,21,6,"MIN","CIN",16
"1569",0,27,24,1,"MIA","NE",1
"1570",1,21,38,6.5,"DET","TB",1
"1571",1,17,0,6,"CHI","SEA",1
"1572",0,24,36,3,"LAN","GB",1
"1573",1,31,0,11.5,"WAS","PHX",1
"1574",0,21,24,1.5,"MIN","KC",1
"1575",1,26,10,8,"BUF","IND",1
"1576",0,14,17,3,"SD","DAL",1
"1577",0,9,14,1,"DEN","LAA",1
"1578",1,47,27,1,"ATL","HOU",1
"1579",1,25,20,9,"CIN","NYJ",1
"1580",1,13,3,3,"CLE","PIT",1
"1581",1,27,20,4.5,"NYG","PHA",1
"1582",0,13,12,4.5,"SF","NO",1
"1583",1,14,16,2.5,"IND","NE",2
"1584",0,7,30,2,"BUF","MIA",2
"1585",0,21,16,3,"CIN","SD",2
"1586",0,21,24,2,"CLE","NYJ",2
"1587",1,21,14,3,"DET","ATL",2
"1588",1,13,31,3,"GB","CHI",2
"1589",0,35,14,3,"LAN","TB",2
"1590",1,32,3,6,"MIN","NO",2
"1591",0,28,7,8,"NYG","DAL",2
"1592",1,21,23,13.5,"PHA","PHX",2
"1593",1,20,9,2.5,"PIT","HOU",2
"1594",1,26,13,6.5,"SF","WAS",2
"1595",0,17,13,0,"LAA","SEA",2
"1596",1,24,23,5,"DEN","KC",2
"1597",1,41,7,9.5,"CIN","NE",3
"1598",1,19,16,2,"CHI","MIN",3
"1599",1,14,24,5.5,"CLE","SD",3
"1600",1,34,31,9,"DEN","SEA",3
"1601",1,3,17,3,"GB","KC",3
"1602",1,24,10,9,"HOU","IND",3
"1603",1,20,3,3.5,"LAA","PIT",3
"1604",1,21,27,5.5,"LAN","PHA",3
"1605",1,28,7,9,"NO","PHX",3
"1606",1,20,3,7,"NYG","MIA",3
"1607",1,19,13,10.5,"SF","ATL",3
"1608",1,23,20,2,"TB","DET",3
"1609",1,19,15,14,"WAS","DAL",3
"1610",0,30,7,2,"BUF","NYJ",3
"1611",0,37,13,1,"NYJ","NE",4
"1612",1,29,28,3,"BUF","DEN",4
"1613",1,21,24,2.5,"DET","GB",4
"1614",1,34,0,6.5,"KC","CLE",4
"1615",1,24,10,1,"LAA","CHI",4
"1616",0,28,6,2,"MIA","PIT",4
"1617",1,20,23,8,"MIN","TB",4
"1618",1,31,17,13.5,"NYG","DAL",4
"1619",1,23,24,13,"PHA","IND",4
"1620",1,7,17,2,"SD","HOU",4
"1621",0,38,10,7,"WAS","PHX",4
"1622",0,16,31,2.5,"CIN","SEA",4
"1623",0,33,20,2.5,"SEA","NE",5
"1624",1,28,27,2,"ATL","NO",5
"1625",0,10,14,3,"TB","DAL",5
"1626",1,27,13,4,"CHI","GB",5
"1627",0,19,23,6,"KC","IND",5
"1628",1,31,34,4.5,"LAN","CIN",5
"1629",1,20,16,6,"MIA","NYJ",5
"1630",1,27,34,7,"MIN","DET",5
"1631",0,14,36,1.5,"SD","PIT",5
"1632",0,24,21,5.5,"SF","HOU",5
"1633",1,38,24,3,"BUF","LAA",5
"1634",1,29,30,9,"DEN","CLE",5
"1635",1,17,34,8.5,"DEN","PIT",6
"1636",1,48,17,3.5,"HOU","CIN",6
"1637",1,43,24,6.5,"KC","DET",6
"1638",1,24,17,5.5,"LAA","SEA",6
"1639",1,25,20,6,"NO","CLE",6
"1640",1,3,39,5,"NYJ","SD",6
"1641",1,20,3,2,"PHX","DAL",6
"1642",0,45,35,6,"SF","ATL",6
"1643",1,26,14,2,"TB","GB",6
"1644",1,20,24,0,"WAS","NYG",6
"1645",1,38,9,2,"CHI","LAN",6
"1646",1,32,24,4.5,"PHA","MIN",6
"1647",1,17,10,10,"MIA","NE",7
"1648",1,30,27,9,"BUF","NYJ",7
"1649",0,27,17,0,"DEN","IND",7
"1650",0,24,9,2.5,"LAA","SD",7
"1651",1,44,24,7,"LAN","ATL",7
"1652",1,20,19,13.5,"NYG","PHX",7
"1653",1,27,7,10,"SF","PIT",7
"1654",1,19,7,1.5,"SEA","KC",7
"1655",1,13,17,8.5,"TB","DAL",7
"1656",1,13,7,4,"WAS","PHA",7
"1657",1,23,10,6,"HOU","NO",7
"1658",1,13,34,2.5,"CLE","CIN",7
"1659",0,27,10,6.5,"BUF","NE",8
"1660",1,10,27,5.5,"NO","DET",8
"1661",0,27,7,2.5,"MIA","IND",8
"1662",1,24,10,2.5,"GB","MIN",8
"1663",1,12,17,9,"HOU","NYJ",8
"1664",0,21,20,3.5,"PHA","DAL",8
"1665",0,31,21,6,"CHI","PHX",8
"1666",1,20,17,13,"SF","CLE",8
"1667",1,41,10,4,"SD","TB",8
"1668",1,21,10,3.5,"NYG","WAS",8
"1669",0,17,38,0,"CIN","ATL",8
"1670",0,10,41,0,"LAN","PIT",8
"1671",1,48,20,9.5,"PHA","NE",9
"1672",0,42,0,3,"BUF","CLE",9
"1673",0,26,6,5,"CHI","TB",9
"1674",1,7,21,7.5,"CIN","NO",9
"1675",1,9,7,2,"KC","LAA",9
"1676",1,17,13,3,"LAN","HOU",9
"1677",1,23,3,9.5,"MIA","PHX",9
"1678",1,24,9,4.5,"NYJ","DAL",9
"1679",1,21,9,4,"PIT","ATL",9
"1680",0,24,20,6.5,"SF","GB",9
"1681",1,14,31,5,"SEA","SD",9
"1682",0,41,38,2.5,"WAS","DET",9
"1683",0,22,27,1,"DEN","MIN",9
"1684",0,24,7,9,"NYG","IND",9
"1685",1,10,13,1,"NE","IND",10
"1686",0,17,3,3,"MIA","NYJ",10
"1687",1,7,17,3.5,"DET","MIN",10
"1688",1,16,17,6.5,"KC","SEA",10
"1689",1,35,7,7,"NO","TB",10
"1690",1,30,24,9,"CHI","ATL",10
"1691",1,45,14,12.5,"BUF","PHX",10
"1692",0,31,7,3,"NYG","LAN",10
"1693",1,19,7,3,"SD","DEN",10
"1694",1,16,29,7,"LAA","GB",10
"1695",0,24,6,10,"SF","DAL",10
"1696",1,28,14,3,"PHA","WAS",10
"1697",1,14,0,14.5,"BUF","NE",11
"1698",0,16,13,2.5,"CHI","DEN",11
"1699",0,24,21,5,"GB","PHX",11
"1700",0,35,23,3,"HOU","CLE",11
"1701",1,27,10,4,"KC","SD",11
"1702",1,21,24,9,"LAN","DAL",11
"1703",1,20,0,13,"NYG","DET",11
"1704",0,14,17,2,"NYJ","IND",11
"1705",0,24,23,1,"PHA","ATL",11
"1706",1,31,7,14,"SF","TB",11
"1707",1,21,24,3.5,"SEA","MIN",11
"1708",1,31,17,5,"WAS","NO",11
"1709",1,27,3,2.5,"CIN","PIT",11
"1710",1,10,13,3.5,"MIA","LAA",11
"1711",0,27,40,0,"DEN","DET",12
"1712",0,17,27,6,"WAS","DAL",12
"1713",1,34,14,5,"PHX","NE",12
"1714",0,13,41,2.5,"CHI","MIN",12
"1715",1,20,34,11.5,"CIN","IND",12
"1716",1,20,10,7.5,"GB","TB",12
"1717",1,24,27,4,"LAA","KC",12
"1718",0,30,13,5.5,"MIA","CLE",12
"1719",1,10,7,6,"NO","ATL",12
"1720",0,13,31,3,"NYG","PHA",12
"1721",0,24,7,3,"PIT","NYJ",12
"1722",1,17,28,11,"SF","LAN",12
"1723",1,10,13,4,"SD","SEA",12
"1724",1,27,24,3,"HOU","BUF",12
"1725",0,37,7,7,"KC","NE",13
"1726",0,17,23,2.5,"ATL","TB",13
"1727",1,30,23,3,"BUF","PHA",13
"1728",1,23,17,8.5,"CHI","DET",13
"1729",0,23,20,2.5,"LAA","DEN",13
"1730",0,38,23,3.5,"LAN","CLE",13
"1731",1,23,7,5,"MIN","GB",13
"1732",0,13,17,1,"NO","DAL",13
"1733",1,12,16,4,"PIT","CIN",13
"1734",1,20,17,2.5,"PHX","IND",13
"1735",1,38,17,6.5,"SD","NYJ",13
"1736",1,13,10,0,"SEA","HOU",13
"1737",1,42,20,3,"WAS","MIA",13
"1738",1,7,3,3.5,"SF","NYG",13
"1739",1,24,3,13.5,"PIT","NE",14
"1740",1,13,24,4.5,"ATL","PHX",14
"1741",0,31,7,5.5,"BUF","IND",14
"1742",1,14,20,3.5,"GB","SEA",14
"1743",1,58,14,13,"HOU","CLE",14
"1744",1,31,20,7.5,"KC","DEN",14
"1745",1,20,24,5,"LAN","NO",14
"1746",1,23,20,2,"MIA","PHA",14
"1747",1,23,15,6.5,"NYG","MIN",14
"1748",0,20,17,4,"SF","CIN",14
"1749",1,10,9,4,"WAS","CHI",14
"1750",0,38,31,3,"LAA","DET",14
"1751",1,13,17,3.5,"NYG","BUF",15
"1752",0,25,10,13,"WAS","NE",15
"1753",0,10,13,1,"ATL","CLE",15
"1754",0,21,38,3,"CHI","DET",15
"1755",1,41,10,5.5,"DAL","PHX",15
"1756",1,20,10,0,"DEN","SD",15
"1757",1,10,27,3.5,"KC","HOU",15
"1758",1,24,7,5.5,"LAA","CIN",15
"1759",1,24,17,5.5,"MIA","SEA",15
"1760",0,13,26,6,"MIN","TB",15
"1761",1,6,9,2.5,"NO","PIT",15
"1762",1,21,29,3.5,"NYJ","IND",15
"1763",1,31,0,10,"PHA","GB",15
"1764",0,26,10,6,"SF","LAN",15
"1765",0,24,17,3.5,"DET","GB",16
"1766",0,28,24,0,"LAA","MIN",16
"1767",0,28,35,6,"WAS","IND",16
"1768",1,42,7,7,"NYJ","NE",16
"1769",1,24,14,3.5,"BUF","MIA",16
"1770",1,27,14,7,"CHI","TB",16
"1771",0,20,40,2.5,"HOU","CIN",16
"1772",0,24,21,2,"KC","SD",16
"1773",0,13,20,3.5,"LAN","ATL",16
"1774",1,17,3,7,"PHA","DAL",16
"1775",1,35,0,10.5,"PIT","CLE",16
"1776",0,24,21,6.5,"NYG","PHX",16
"1777",1,10,13,9,"SF","NO",16
"1778",1,17,12,5,"SEA","DEN",16
"1779",0,21,10,1,"KC","CHI",17
"1780",0,23,21,7.5,"PHA","PHX",17
"1781",1,23,17,7.5,"MIA","IND",17
"1782",1,29,14,5,"WAS","BUF",17
"1783",1,21,14,16.5,"CIN","CLE",17
"1784",1,26,7,1,"ATL","DAL",17
"1785",0,13,10,14,"NYG","NE",17
"1786",0,20,17,3,"SF","MIN",17
"1787",1,30,10,3,"SEA","DET",17
"1788",1,22,13,7.5,"DEN","GB",17
"1789",1,14,16,3.5,"TB","NYJ",17
"1790",1,17,12,9.5,"LAA","SD",17
"1791",0,14,34,1.5,"PIT","HOU",17
"1792",1,20,17,6,"NO","LAN",17
"1793",1,7,16,9,"IND","NE",1
"1794",1,16,13,2.5,"NYJ","TB",1
"1795",0,26,14,2,"DAL","CLE",1
"1796",1,27,24,3.5,"NO","SEA",1
"1797",1,14,3,7,"KC","ATL",1
"1798",0,20,3,1.5,"PHA","GB",1
"1799",1,10,6,2,"CHI","MIN",1
"1800",1,26,20,5,"PIT","SD",1
"1801",1,45,14,2,"DEN","CIN",1
"1802",1,14,24,7,"LAN","PHX",1
"1803",1,47,17,2.5,"HOU","LAA",1
"1804",1,35,31,7,"BUF","MIA",1
"1805",1,45,0,7.5,"WAS","DET",1
"1806",1,16,14,2,"NYG","SF",1
"1807",1,0,20,1,"NE","CLE",2
"1808",1,10,17,6,"KC","NO",2
"1809",1,10,26,6,"PHA","PHX",2
"1810",1,19,20,1,"ATL","MIN",2
"1811",1,17,6,8,"MIA","IND",2
"1812",1,52,34,7,"BUF","PIT",2
"1813",1,23,14,2,"DET","GB",2
"1814",1,13,19,7,"NYG","LAN",2
"1815",0,21,20,3,"CHI","TB",2
"1816",1,16,13,4,"LAA","DEN",2
"1817",1,34,14,12,"SF","SD",2
"1818",1,20,13,5,"SEA","NYJ",2
"1819",1,7,30,2,"CIN","HOU",2
"1820",0,33,31,2,"WAS","DAL",2
"1821",1,20,6,14,"PIT","NE",3
"1822",0,13,14,3.5,"CIN","CLE",3
"1823",1,34,0,9,"WAS","PHX",3
"1824",0,13,17,2,"MIA","DET",3
"1825",0,14,17,3,"SF","MIN",3
"1826",1,0,24,3,"DAL","PHA",3
"1827",0,17,20,1.5,"NYG","CHI",3
"1828",1,15,13,3.5,"GB","TB",3
"1829",1,10,13,2,"SD","ATL",3
"1830",1,16,0,7.5,"LAA","IND",3
"1831",1,16,10,6,"DEN","SEA",3
"1832",0,23,20,8,"BUF","NYJ",3
"1833",1,24,7,3,"NO","LAN",3
"1834",1,17,7,4,"HOU","KC",3
"1835",0,20,24,12.5,"HOU","NE",4
"1836",0,17,10,8,"BUF","TB",4
"1837",1,27,19,9,"DEN","SD",4
"1838",0,33,24,1.5,"DET","IND",4
"1839",1,20,13,8,"KC","SEA",4
"1840",0,17,21,2,"LAA","ATL",4
"1841",1,16,13,7.5,"MIA","GB",4
"1842",1,26,0,3,"NO","MIN",4
"1843",1,13,10,12.5,"NYG","CLE",4
"1844",1,23,14,3,"PHA","PIT",4
"1845",1,27,10,8.5,"SF","LAN",4
"1846",0,34,27,4,"WAS","CIN",4
