"","Date","Total.Steps","Aerobic.Steps","Aerobic.Walking.Time","Calories","Distance","Fat.Burned","Steps.12AM","Steps.1AM","Steps.2AM","Steps.3AM","Steps.4AM","Steps.5AM","Steps.6AM","Steps.7AM","Steps.8AM","Steps.9AM","Steps.10AM","Steps.11AM","Steps.12PM","Steps.1PM","Steps.2PM","Steps.3PM","Steps.4PM","Steps.5PM","Steps.6PM","Steps.7PM","Steps.8PM","Steps.9PM","Steps.10PM","Steps.11PM","Aerobic.Steps.12AM","Aerobic.Steps.1AM","Aerobic.Steps.2AM","Aerobic.Steps.3AM","Aerobic.Steps.4AM","Aerobic.Steps.5AM","Aerobic.Steps.6AM","Aerobic.Steps.7AM","Aerobic.Steps.8AM","Aerobic.Steps.9AM","Aerobic.Steps.10AM","Aerobic.Steps.11AM","Aerobic.Steps.12PM","Aerobic.Steps.1PM","Aerobic.Steps.2PM","Aerobic.Steps.3PM","Aerobic.Steps.4PM","Aerobic.Steps.5PM","Aerobic.Steps.6PM","Aerobic.Steps.7PM","Aerobic.Steps.8PM","Aerobic.Steps.9PM","Aerobic.Steps.10PM","Aerobic.Steps.11PM","Used.12AM","Used.1AM","Used.2AM","Used.3AM","Used.4AM","Used.5AM","Used.6AM","Used.7AM","Used.8AM","Used.9AM","Used.10AM","Used.11AM","Used.12PM","Used.1PM","Used.2PM","Used.3PM","Used.4PM","Used.5PM","Used.6PM","Used.7PM","Used.8PM","Used.9PM","Used.10PM","Used.11PM"
"148",2013-10-02,6207,0,0,361,2.84,20,0,0,0,0,0,0,0,409,205,687,248,0,598,602,508,985,8,608,180,89,0,1069,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"149",2013-10-03,6397,1723,16,367,2.92,20.8,0,0,0,0,0,0,0,934,218,348,33,54,416,598,1322,85,543,335,115,76,995,278,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,425,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"150",2013-10-04,7557,4108,39,441,3.45,25.1,0,0,0,0,0,0,0,1260,185,379,52,1414,0,1129,938,157,567,431,217,0,432,0,326,70,0,0,0,0,0,0,0,1116,0,0,0,1154,0,988,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"151",2013-10-05,5853,0,0,347,2.67,19.6,0,0,0,0,0,0,0,76,194,45,36,0,167,1657,1969,23,37,774,6,641,39,122,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"152",2013-10-06,2482,0,0,116,1.13,6.4,0,0,0,0,0,0,0,0,0,0,15,0,201,866,12,0,583,0,145,118,41,475,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"153",2013-10-07,6357,1668,16,361,2.9,20.4,0,0,0,0,0,0,0,77,453,45,528,351,1370,0,804,168,196,41,0,1984,270,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"154",2013-10-08,7202,4224,40,402,3.29,23,0,0,0,0,0,0,0,1238,177,1435,54,43,384,1929,52,85,527,395,63,0,752,42,26,0,0,0,0,0,0,0,0,1128,0,1374,0,0,0,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"155",2013-10-09,6249,3119,28,376,2.86,21.5,0,0,0,0,0,0,0,460,0,0,0,464,1678,0,2175,392,158,378,280,174,0,42,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"156",2013-10-10,6421,1406,12,397,2.93,22.4,0,0,0,0,0,0,561,198,337,85,56,0,1218,870,133,101,622,103,344,1637,15,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"157",2013-10-11,6599,1590,15,372,3.02,20.8,0,0,0,0,0,0,0,245,701,523,184,45,44,1864,191,508,679,767,303,366,146,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"158",2013-10-12,1946,0,0,97,0.89,5.3,0,0,0,0,0,0,0,0,0,0,83,53,0,210,277,277,211,308,249,251,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"159",2013-10-13,2714,0,0,157,1.24,8.8,0,0,0,0,0,0,0,0,0,29,0,0,726,0,264,142,1018,21,216,31,66,73,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"160",2013-10-14,9732,4306,39,601,4.45,35.7,0,0,0,0,0,0,0,1270,221,377,0,303,273,1485,3183,0,1280,372,17,103,595,253,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,955,1054,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"161",2013-10-15,7502,1825,17,437,3.43,24.7,0,0,0,0,0,0,0,56,848,137,42,591,117,1327,859,2020,395,421,133,317,125,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"162",2013-10-16,6482,1900,18,379,2.96,21.2,0,0,0,0,0,0,0,51,337,0,231,54,285,2004,487,1445,6,969,245,74,229,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"163",2013-10-17,6896,4193,39,405,3.15,23.2,0,0,0,0,0,0,0,1216,196,375,55,87,250,1721,43,1528,586,474,71,0,153,108,33,0,0,0,0,0,0,0,0,1129,0,0,0,0,0,1657,0,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"164",2013-10-18,7434,1718,16,445,3.4,25,0,0,0,0,0,0,0,114,515,42,734,67,1121,1955,0,354,453,230,600,422,211,501,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"165",2013-10-19,5402,0,0,313,2.47,17.3,0,0,0,0,0,0,0,0,748,647,728,112,438,282,281,1354,114,157,132,91,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"166",2013-10-20,3019,0,0,170,1.38,9.4,0,0,0,0,0,0,0,0,273,0,264,97,714,0,79,143,1176,0,29,120,93,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"167",2013-10-21,8175,2446,23,476,3.74,26.8,0,0,0,0,0,0,0,1262,179,403,1816,631,210,26,1326,330,654,391,203,595,45,104,0,0,0,0,0,0,0,0,0,1139,0,0,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"168",2013-10-22,6559,1214,11,358,3,19.9,0,0,0,0,0,0,0,860,397,389,81,39,1412,74,570,24,865,950,203,449,163,62,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"169",2013-10-23,297,0,0,11,0.13,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"170",2013-10-24,6686,1733,16,384,3.06,21.6,0,0,0,0,0,0,249,0,722,54,1155,1245,470,0,507,0,0,554,379,1036,182,80,53,0,0,0,0,0,0,0,0,0,0,0,969,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"171",2013-10-25,7261,2852,27,410,3.32,23.2,0,0,0,0,0,0,0,1225,209,369,0,2000,0,1230,943,117,506,322,95,78,86,33,48,0,0,0,0,0,0,0,0,1123,0,0,0,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"172",2013-10-26,4107,0,0,210,1.87,11.5,0,0,0,0,0,0,0,0,289,121,596,434,70,821,1025,166,60,206,156,147,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"173",2013-10-27,5102,0,0,293,2.33,16.3,0,0,0,0,0,0,517,544,0,0,0,0,710,0,192,35,1062,1078,110,683,57,27,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"174",2013-10-28,6745,1226,11,414,3.08,23.2,0,0,0,0,0,0,0,352,1310,236,1053,1029,750,0,0,460,538,408,44,145,141,248,31,0,0,0,0,0,0,0,0,0,0,0,656,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"175",2013-10-29,6008,4201,36,346,2.74,22.1,0,0,0,0,0,0,0,325,0,339,0,0,438,189,65,28,0,0,57,104,4368,39,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"176",2013-10-30,6023,1212,12,355,2.75,19.9,0,0,0,0,0,0,0,38,446,0,0,0,189,65,825,790,641,592,1485,427,342,47,7,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"177",2013-10-31,7710,0,0,469,3.52,26.5,0,0,0,0,0,0,0,907,180,354,76,325,400,0,139,359,490,408,2149,1751,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"178",2013-11-01,8459,4081,39,489,3.87,28,0,0,0,0,0,0,0,980,1451,0,0,1389,311,0,193,22,1679,346,152,130,1061,725,0,20,0,0,0,0,0,0,0,0,1390,0,0,1147,0,0,0,0,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"179",2013-11-02,2641,0,0,126,1.2,6.9,0,0,0,0,0,0,0,0,0,0,0,964,783,49,128,188,22,21,78,239,0,29,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"180",2013-11-03,2257,0,0,128,1.03,7,0,0,0,0,0,0,0,0,0,31,0,29,684,13,100,346,641,26,70,75,0,222,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"181",2013-11-04,6094,2203,21,353,2.78,19.8,0,0,0,0,0,0,0,1252,176,387,0,0,202,140,2189,48,514,306,257,0,370,253,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"182",2013-11-05,6081,2640,23,364,2.78,21.1,0,0,0,0,0,0,0,616,0,651,0,78,475,306,135,0,504,353,142,961,1831,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,1716,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"183",2013-11-06,6250,1555,14,367,2.86,20.7,0,0,0,0,0,0,0,95,513,53,0,42,139,429,1841,1070,602,590,626,224,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"184",2013-11-07,6228,2714,25,356,2.85,20.2,0,0,0,0,0,0,0,45,403,108,0,1627,720,7,712,19,486,77,1698,77,107,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,0,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"185",2013-11-08,4716,1735,16,277,2.15,15.7,0,0,0,0,0,0,0,134,489,0,0,52,0,125,1797,0,532,256,711,404,33,63,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"186",2013-11-09,6603,1514,15,373,3.02,21,0,0,0,0,0,0,0,0,130,541,1388,405,208,280,64,182,273,117,236,508,0,1920,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"187",2013-11-10,3532,0,0,201,1.61,11.1,0,0,0,0,0,0,0,0,0,0,155,110,1103,0,246,138,1177,322,33,48,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"188",2013-11-11,6292,1020,10,350,2.87,19.4,0,0,0,0,0,0,0,1187,182,338,352,135,558,53,0,377,593,348,56,343,773,997,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"189",2013-11-12,6091,0,0,354,2.78,19.7,0,0,0,0,0,0,0,192,923,955,0,217,506,0,130,0,352,123,129,1174,1315,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"190",2013-11-13,5605,1099,10,317,2.56,17.7,0,0,0,0,0,0,0,68,512,0,0,938,150,179,114,797,127,832,199,203,1323,121,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"191",2013-11-14,6494,3153,28,385,2.97,21.9,332,0,0,0,0,0,0,334,0,623,0,0,508,0,992,989,519,338,46,73,1694,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,961,0,0,0,0,1413,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"192",2013-11-15,6885,0,0,402,3.15,22.5,0,0,0,0,0,0,0,943,195,366,34,450,0,2106,68,550,382,652,720,56,0,186,69,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"193",2013-11-16,3959,0,0,196,1.81,10.7,0,0,0,0,0,0,0,0,139,0,149,196,143,0,82,300,556,670,617,1045,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"194",2013-11-17,2613,0,0,127,1.19,7,0,0,0,0,0,0,0,0,0,0,49,25,747,0,156,251,819,194,112,113,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"195",2013-11-18,8484,1697,15,479,3.88,26.9,0,0,0,0,0,0,0,1154,183,992,450,433,234,1889,6,555,397,557,161,258,450,363,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"196",2013-11-19,6053,0,0,335,2.77,18.5,0,0,0,0,0,0,0,686,161,378,0,621,11,520,313,728,498,379,183,360,1113,73,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"197",2013-11-20,7191,0,0,427,3.29,23.8,0,0,0,0,0,0,0,91,500,0,55,328,1734,883,869,693,285,473,498,285,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"198",2013-11-21,6806,0,0,419,3.11,23.2,0,0,0,0,0,0,288,0,786,345,27,809,0,817,24,1088,284,315,883,79,933,92,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"199",2013-11-22,6010,0,0,365,2.75,20.2,0,0,0,0,0,0,0,76,499,38,618,1134,159,921,343,74,0,174,245,1400,153,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"200",2013-11-23,1924,0,0,82,0.88,4.5,0,0,0,0,0,0,0,0,89,23,237,172,164,90,465,112,36,134,165,32,74,118,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"201",2013-11-24,3739,0,0,211,1.71,11.6,0,0,0,0,0,0,0,0,37,59,227,121,817,0,268,634,857,315,118,129,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"202",2013-11-25,6270,1728,16,358,2.86,20.1,0,0,0,0,0,0,0,828,213,371,54,29,269,1762,196,190,627,502,116,572,411,105,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"203",2013-11-26,6069,1475,13,378,2.77,21.4,0,0,0,0,0,0,0,55,716,0,380,715,924,825,0,54,487,93,63,32,575,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,1021,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"204",2013-11-27,6865,3050,28,397,3.14,22.6,0,0,0,0,0,0,1490,229,357,0,247,380,79,154,1086,964,540,322,46,356,548,67,0,0,0,0,0,0,0,0,1368,0,0,0,0,0,0,0,782,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"205",2013-11-28,6015,2941,26,338,2.75,19.9,0,0,0,0,0,0,0,0,0,312,893,300,279,81,8,13,35,50,8,232,3402,16,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"206",2013-11-29,6260,0,0,351,2.86,19.3,0,0,0,0,0,0,0,0,0,111,343,1097,1285,84,29,230,313,219,1003,915,354,237,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"207",2013-11-30,2086,0,0,74,0.95,4,0,0,0,0,0,0,0,0,0,70,39,296,416,225,205,40,321,0,34,119,68,209,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"208",2013-12-01,2571,0,0,151,1.17,8.4,0,0,0,0,0,0,0,0,0,0,0,15,685,64,504,0,875,0,41,211,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"209",2013-12-02,6025,1677,15,355,2.75,20,0,0,0,0,0,0,0,377,176,352,0,55,1237,846,159,47,571,449,139,1255,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"210",2013-12-03,6514,1737,16,380,2.98,21.6,0,0,0,0,0,0,0,176,1155,528,448,55,464,0,210,1887,581,652,113,87,96,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"211",2013-12-04,5219,0,0,288,2.38,15.8,0,0,0,0,0,0,0,0,100,0,75,166,726,1287,568,962,255,163,534,199,60,77,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"212",2013-12-05,6696,1183,13,403,3.06,22.4,0,0,0,0,0,0,74,283,594,57,0,56,91,327,0,82,550,412,50,1547,818,1608,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"213",2013-12-06,6278,2119,19,380,2.87,21.9,0,0,0,0,0,0,0,926,1225,20,0,665,256,0,2222,51,372,99,239,43,25,125,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"214",2013-12-07,5540,0,0,316,2.53,17.8,0,0,0,0,0,0,0,0,759,0,89,599,1694,300,112,65,125,658,133,954,0,32,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"215",2013-12-08,4919,0,0,278,2.25,15.8,0,0,0,0,0,0,0,0,0,0,230,1278,1042,0,331,126,1562,186,51,7,48,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"216",2013-12-09,7085,1490,15,420,3.24,23.7,0,0,0,0,0,0,0,365,15,683,0,53,484,84,7,2179,604,328,100,11,0,1921,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"217",2013-12-10,6027,0,0,367,2.75,20.4,0,0,0,0,0,0,0,361,8,522,69,57,98,1649,0,476,68,465,362,283,112,712,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"218",2013-12-11,6194,1104,11,350,2.83,19.5,0,0,0,0,0,0,0,66,475,0,76,77,33,2134,461,1521,16,519,309,228,81,165,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"219",2013-12-12,3891,0,0,216,1.78,11.9,0,0,0,0,0,0,0,755,200,430,0,332,389,0,53,56,617,338,128,131,355,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"220",2013-12-13,6160,1598,16,342,2.81,19.3,0,0,0,0,0,0,0,976,258,330,0,95,0,667,139,1703,549,408,283,294,0,386,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"221",2013-12-14,6118,0,0,350,2.8,19.4,0,0,0,0,0,0,0,0,45,220,11,140,36,426,394,109,659,704,362,230,685,1717,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"222",2013-12-15,2338,0,0,106,1.07,5.9,0,0,0,0,0,0,0,0,0,287,389,89,667,160,0,0,29,353,113,18,35,190,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"223",2013-12-16,6443,1678,15,387,2.94,21.7,0,0,0,0,0,0,0,282,105,477,270,285,52,1903,128,22,463,438,715,635,0,332,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
