"","word","syllables"
"8629","impartial",3
"8630","impartiality",6
"8631","impartially",4
"8632","impassable",4
"8633","impasse",2
"8634","impassible",4
"8635","impassioned",3
"8636","impassive",3
"8637","impassivity",5
"8638","impatience",3
"8639","impatient",3
"8640","impeach",2
"8641","impearl",2
"8642","impeccable",4
"8643","impecunious",4
"8644","impede",2
"8645","impediment",4
"8646","impedimenta",5
"8647","impel",2
"8648","impend",2
"8649","impenetrability",7
"8650","impenetrable",5
"8651","impenetrably",5
"8652","impenitent",4
"8653","imperative",4
"8654","imperceptible",5
"8655","imperfect",3
"8656","imperfection",4
"8657","imperial",4
"8658","imperialistic",6
"8659","imperil",3
"8660","imperious",4
"8661","imperishable",5
"8662","impermanent",4
"8663","impermeable",5
"8664","impersonal",4
"8665","impersonate",4
"8666","impersonation",5
"8667","impersonator",5
"8668","impertinent",4
"8669","imperturbable",5
"8670","impervious",4
"8671","impetigo",4
"8672","impetuosity",6
"8673","impetuous",4
"8674","impetus",3
"8675","impiety",4
"8676","impinge",2
"8677","impious",3
"8678","impish",2
"8679","implacable",4
"8680","implant",2
"8681","implausibility",6
"8682","implausible",4
"8683","implement",3
"8684","implicate",3
"8685","implication",4
"8686","implicit",3
"8687","implode",2
"8688","implore",2
"8689","imply",2
"8690","impolite",3
"8691","impolitic",4
"8692","imponderable",5
"8693","import",2
"8695","importance",3
"8696","importation",4
"8697","importunate",4
"8698","importune",3
"8699","importunity",5
"8700","impose",2
"8701","imposition",4
"8702","impossibility",6
"8703","impossible",4
"8704","impossibly",4
"8705","impost",2
"8706","imposter",3
"8707","imposture",3
"8708","impotent",3
"8709","impound",2
"8710","impoverish",4
"8711","impracticable",5
"8712","impractical",4
"8713","imprecate",3
"8714","imprecation",4
"8715","impregnability",6
"8716","impregnable",4
"8717","impregnate",3
"8718","impregnation",4
"8719","impresario",5
"8720","impress",2
"8722","impression",3
"8723","impressionistic",5
"8724","impressive",3
"8725","imprimatur",4
"8726","imprint",2
"8728","imprison",3
"8729","improbability",6
"8730","improbable",4
"8731","improbably",4
"8732","impromptu",3
"8733","improper",3
"8734","impropriety",5
"8735","improve",2
"8736","improvident",4
"8737","improvisation",5
"8738","improvise",3
"8739","improvisor",4
"8740","imprudent",3
"8741","impudent",3
"8742","impugn",2
"8743","impulse",2
"8744","impulsion",3
"8745","impulsive",3
"8746","impunity",4
"8747","impure",2
"8748","imputation",4
"8749","impute",2
"8750","in",1
"8751","inability",5
"8752","inaccessible",5
"8753","inactivate",4
"8754","inactivation",5
"8755","inadequate",4
"8756","inadvertent",4
"8757","inalienability",7
"8758","inalienable",5
"8759","inalienably",5
"8760","inamorata",5
"8761","inane",2
"8762","inanimate",4
"8763","inanition",4
"8764","inanity",4
"8765","inappreciable",5
"8766","inaptitude",4
"8767","inarticulate",5
"8768","inattention",4
"8769","inaudible",4
"8770","inaugural",4
"8771","inaugurate",4
"8772","inboard",2
"8773","inborn",2
"8774","inbound",2
"8775","inbred",2
"8776","inbreeding",3
"8777","inca",2
"8778","incalculable",5
"8779","incandescent",4
"8780","incantation",4
"8781","incapability",6
"8782","incapable",4
"8783","incapacitate",5
"8784","incapacity",5
"8785","incarcerate",4
"8786","incarceration",5
"8787","incarnadine",4
"8788","incarnate",3
"8789","incarnation",4
"8790","incendiary",5
"8791","incense",2
"8793","incentive",3
"8794","inception",3
"8795","incertitude",4
"8796","incessant",3
"8797","incest",2
"8798","incestuous",4
"8799","inch",1
"8800","inchoate",3
"8801","incidence",3
"8802","incidental",4
"8803","incinerate",4
"8804","incipient",4
"8805","incise",2
"8806","incision",3
"8807","incisive",3
"8808","incisor",3
"8809","incite",2
"8810","incivility",5
"8811","inclement",3
"8812","inclinable",4
"8813","inclination",4
"8814","incline",2
"8816","include",2
"8817","inclusion",3
"8818","incognito",4
"8819","incoherent",4
"8820","income",2
"8821","incoming",3
"8822","incommensurate",5
"8823","incommode",3
"8824","incommunicable",6
"8825","incommunicado",6
"8826","incomparable",5
"8827","incompatibility",7
"8828","incompatible",5
"8829","incompetent",4
"8830","incomplete",3
"8831","incomprehensible",6
"8832","incompressible",5
"8833","incongruent",4
"8834","incongruity",5
"8835","incongruous",4
"8836","incongruously",5
"8837","inconsequential",5
"8838","inconsiderable",6
"8839","inconsiderate",5
"8840","inconsolable",5
"8841","inconspicuous",5
"8842","inconstant",3
"8843","incontestable",5
"8844","incontinent",4
"8845","incontrovertible",6
"8846","inconvenience",4
"8847","incorporate",4
"8848","incorporation",5
"8849","incorporeal",5
"8850","incorrect",3
"8851","incorrigibility",7
"8852","incorrigible",5
"8853","incorrigibly",5
"8854","incorruptibility",7
"8855","incorruptible",5
"8856","incorruptibly",5
"8857","increase",2
"8859","incredibility",6
"8860","incredible",4
"8861","incredibly",4
"8862","incredulity",5
"8863","incredulous",4
"8864","incredulously",5
"8865","increment",3
"8866","incriminate",4
"8867","incrustation",4
"8868","incubate",3
"8869","incubation",4
"8870","incubator",4
"8871","incubus",3
"8872","inculcate",3
"8873","inculcation",4
"8874","inculpable",4
"8875","inculpate",3
"8876","incumbency",4
"8877","incumbent",3
"8878","incunabulum",5
"8879","incur",2
"8880","incurability",6
"8881","incurable",4
"8882","incurious",4
"8883","incursion",3
"8884","indebted",3
"8885","indecent",3
"8886","indecipherable",6
"8887","indecision",4
"8888","indecisive",4
"8889","indeclinable",5
"8890","indecorous",4
"8891","indeed",2
"8892","indefatigable",6
"8893","indefeasible",5
"8894","indefinable",5
"8895","indefinite",4
"8896","indelible",4
"8897","indelicate",4
"8898","indemnify",4
"8899","indemnity",4
"8900","indent",2
"8901","indentation",4
"8902","indention",3
"8903","indenture",3
"8904","independence",4
"8905","independent",4
"8906","indescribable",5
"8907","indestructibility",7
"8908","indestructible",5
"8909","indeterminate",5
"8910","index",2
"8911","indiaman",4
"8912","indian",3
"8913","indicate",3
"8914","indication",4
"8915","indicative",4
"8916","indicator",4
"8917","indicia",4
"8918","indict",2
"8919","indifferent",4
"8920","indigenous",4
"8921","indigent",3
"8922","indigestible",5
"8923","indignant",3
"8924","indignation",4
"8925","indignity",4
"8926","indigo",3
"8927","indirect",3
"8928","indiscreet",3
"8929","indiscriminate",5
"8930","indispensability",7
"8931","indispensable",5
"8932","indisposed",3
"8933","indisposition",5
"8934","indisputable",5
"8935","indissoluble",5
"8936","indistinct",3
"8937","indite",2
"8938","indium",3
"8939","individual",5
"8940","individuality",7
"8941","indivisible",5
"8942","indoctrinate",4
"8943","indoctrination",5
"8944","indolent",3
"8945","indomitable",5
"8946","indonesian",4
"8947","indoor",2
"8948","indoors",2
"8949","indubitable",5
"8950","induce",2
"8951","induct",2
"8952","induction",3
"8953","inductive",3
"8954","indulge",2
"8955","indulgence",3
"8956","industrial",4
"8957","industrialization",7
"8958","industrious",4
"8959","industry",3
"8960","indwell",2
"8961","inebriate",4
"8963","inedited",4
"8964","ineffable",4
"8965","ineffaceable",5
"8966","ineffective",4
"8967","ineffectual",5
"8968","inefficient",4
"8969","inelegant",4
"8970","ineligibility",7
"8971","ineligible",5
"8972","ineluctable",5
"8973","inept",2
"8974","ineptitude",4
"8975","inequality",5
"8976","inert",2
"8977","inertia",4
"8978","inescapable",5
"8979","inestimable",5
"8980","inevitable",5
"8981","inexact",3
"8982","inexcusable",5
"8983","inexhaustible",5
"8984","inexorable",5
"8985","inexperience",5
"8986","inexpert",3
"8987","inexpiable",5
"8988","inexplicable",5
"8989","inexpressible",5
"8990","inextricable",5
"8991","infallibility",6
"8992","infallible",4
"8993","infallibly",4
"8994","infamous",3
"8995","infamy",3
"8996","infancy",3
"8997","infant",2
"8998","infantile",3
"8999","infantry",3
"9000","infatuate",4
"9001","infect",2
"9002","infection",3
"9003","infelicitous",5
"9004","infer",2
"9005","inference",3
"9006","inferior",4
"9007","inferiority",6
"9008","infernal",3
"9009","inferno",3
"9010","infertile",3
"9011","infest",2
"9012","infestation",4
"9013","infidel",3
"9014","infidelity",5
"9015","infield",2
"9016","infighting",3
"9017","infiltrate",3
"9018","infiltration",4
"9019","infinite",3
"9020","infinitesimal",6
"9021","infinitive",4
"9022","infinitude",4
"9023","infinity",4
"9024","infirm",2
"9025","infirmary",4
"9026","infirmity",4
"9027","inflame",2
"9028","inflammable",4
"9029","inflammation",4
"9030","inflammatory",5
"9031","inflate",2
"9032","inflation",3
"9033","inflect",2
"9034","inflection",3
"9035","inflexibility",6
"9036","inflexible",4
"9037","inflexibly",4
"9038","inflexion",3
"9039","inflict",2
"9040","inflorescence",4
"9041","inflow",2
"9042","influence",3
"9043","influential",4
"9044","influenza",4
"9045","influx",2
"9046","infold",2
"9047","inform",2
"9048","informal",3
"9049","informality",5
"9050","informally",4
"9051","informant",3
"9052","information",4
"9053","informative",4
"9054","informed",2
"9055","infraction",3
"9056","infrared",3
"9057","infrequent",3
"9058","infringe",2
"9059","infuriate",4
"9060","infuse",2
"9061","infusible",4
"9062","ingathering",4
"9063","ingenious",3
"9064","ingenue",3
"9065","ingenuity",5
"9066","ingenuous",4
"9067","ingest",2
"9068","ingle",2
"9069","inglenook",3
"9070","inglorious",4
"9071","ingot",2
"9072","ingrain",2
"9075","ingrate",2
"9076","ingratiate",4
"9077","ingratitude",4
"9078","ingredient",4
"9079","ingress",2
"9080","ingrowing",3
"9081","ingrown",2
"9082","inhabit",3
"9083","inhabitant",4
"9084","inhalant",3
"9085","inhalation",4
"9086","inhale",2
"9087","inhaler",3
"9088","inhere",2
"9089","inherent",3
"9090","inherit",3
"9091","inhibit",3
"9092","inhibition",4
"9093","inhuman",3
"9094","inhumane",3
"9095","inhumanity",5
"9096","inhumation",4
"9097","inhume",2
"9098","inimical",4
"9099","inimitable",5
"9100","iniquity",4
"9101","initial",3
"9102","initiate",4
"9104","initiative",4
"9105","initiatory",6
"9106","inject",2
"9107","injunction",3
"9108","injure",2
"9109","injurious",4
"9110","injury",3
"9111","injustice",3
"9112","ink",1
"9113","inkling",2
"9114","inkstand",2
"9115","inky",2
"9116","inlaid",2
"9117","inland",2
"9118","inlay",2
"9120","inlet",2
"9121","inmate",2
"9122","inmost",2
"9123","inn",1
"9124","innards",2
"9125","innate",2
"9126","inner",2
"9127","innermost",3
"9128","innersole",3
"9129","inning",2
"9130","innings",2
"9131","innkeeper",3
"9132","innocence",3
"9133","innocuous",4
"9134","innominate",4
"9135","innovate",3
"9136","innovation",4
"9137","innuendo",4
"9138","innumerable",5
"9139","inoculate",4
"9140","inoperable",5
"9141","inopportune",4
"9142","inordinate",4
"9143","inorganic",4
"9144","inpatient",3
"9145","input",2
"9146","inquest",2
"9147","inquietude",4
"9148","inquire",2
"9149","inquiry",3
"9150","inquisition",4
"9151","inquisitive",4
"9152","inquisitor",4
"9153","inroad",2
"9154","inrush",2
"9155","insalubrious",5
"9156","insane",2
"9157","insanity",4
"9158","insatiable",4
"9159","inscribe",2
"9160","inscrutable",4
"9161","inseam",2
"9162","insect",2
"9163","insecticide",4
"9164","insectivorous",5
"9165","insecure",3
"9166","insensate",3
"9167","insensibility",6
"9168","insensible",4
"9169","insensibly",4
"9170","insentient",4
"9171","inseparability",7
"9172","inseparable",5
"9173","inseparably",5
"9174","insert",2
"9176","insertion",3
"9177","inset",2
"9178","inshore",2
"9179","inside",2
"9180","insider",3
"9181","insidious",4
"9182","insight",2
"9183","insignia",4
"9184","insincere",3
"9185","insinuate",4
"9186","insinuation",5
"9187","insipid",3
"9188","insipidity",5
"9189","insist",2
"9190","insole",2
"9191","insolent",3
"9192","insolubility",6
"9193","insoluble",4
"9194","insolvable",4
"9195","insolvent",3
"9196","insomnia",4
"9197","insomuch",3
"9198","insouciance",4
"9199","inspect",2
"9200","inspiration",4
"9201","inspire",2
"9202","inspirit",3
"9203","instability",5
"9204","instal",2
"9205","installation",4
"9206","instalment",3
"9207","instance",2
"9208","instant",2
"9209","instantaneous",5
"9210","instanter",3
"9211","instantly",3
"9212","instate",2
"9213","instead",2
"9214","instep",2
"9215","instigate",3
"9216","instigation",4
"9217","instigator",4
"9218","instil",2
"9219","instinct",2
"9221","instinctive",3
"9222","institute",3
"9223","institution",4
"9224","instruct",2
"9225","instruction",3
"9226","instructive",3
"9227","instrument",3
"9228","instrumental",4
"9229","instrumentality",6
"9230","instrumentation",5
"9231","insubordinate",5
"9232","insubstantial",4
"9233","insufferable",5
"9234","insufficient",4
"9235","insular",3
"9236","insularity",5
"9237","insulate",3
"9238","insulation",4
"9239","insulator",4
"9240","insulin",3
"9241","insult",2
"9243","insuperable",5
"9244","insupportable",5
"9245","insurable",4
"9246","insurance",3
"9247","insure",2
"9248","insurgent",3
"9249","insurmountable",5
"9250","insurrection",4
"9251","intact",2
"9252","intaglio",3
"9253","intake",2
"9254","intangible",4
"9255","integer",3
"9256","integral",3
"9257","integrate",3
"9258","integration",4
"9259","integrity",4
"9260","integument",4
"9261","intellect",3
"9262","intellectual",5
"9263","intelligence",4
"9264","intelligent",4
"9265","intelligentsia",6
"9266","intelligible",5
"9267","intemperance",4
"9268","intend",2
"9269","intendant",3
"9270","intense",2
"9271","intensify",4
"9272","intensity",4
"9273","intensive",3
"9274","intent",2
"9275","intention",3
"9276","intentional",4
"9277","inter",2
"9278","interaction",4
"9279","interbreed",3
"9280","intercalary",5
"9281","intercede",3
"9282","intercept",3
"9283","intercession",4
"9284","interchange",3
"9286","intercollegiate",6
"9287","intercom",3
"9288","intercourse",3
"9289","intercultural",5
"9290","interdepartmental",6
"9291","interdependent",5
"9292","interdict",3
"9293","interest",3
"9294","interfaith",3
"9295","interfere",3
"9296","interfuse",3
"9297","interim",3
"9298","interior",4
"9299","interject",3
"9300","interjection",4
"9301","interlace",3
"9302","interlard",3
"9303","interleaf",3
"9304","interleave",3
"9305","interline",3
"9306","interlinear",5
"9307","interlining",4
"9308","interlink",3
"9309","interlock",3
"9311","interlocutor",5
"9312","interlocutory",6
"9313","interloper",4
"9314","interlude",3
"9315","interlunar",4
"9316","intermarriage",4
"9317","intermeddle",4
"9318","intermediary",6
"9319","intermediate",5
"9320","interment",3
"9321","intermezzo",4
"9322","interminable",5
"9323","intermingle",4
"9324","intermission",4
"9325","intermit",3
"9326","intermittent",4
"9327","intermix",3
"9328","intern",2
"9329","internal",3
"9330","international",5
"9331","interne",2
"9332","internecine",4
"9333","internee",3
"9334","internist",3
"9335","internment",3
"9336","internuncio",5
"9337","interplay",3
"9338","interpolate",4
"9339","interpose",3
"9340","interpret",3
"9341","interpretation",5
"9342","interracial",4
"9343","interregnum",4
"9344","interrelate",4
"9345","interrogate",4
"9346","interrogative",5
"9347","interrogatory",6
"9348","interrupt",3
"9349","interscholastic",5
"9350","intersect",3
"9351","intersperse",3
"9352","interstate",3
"9353","interstice",3
"9354","interstitial",4
"9355","intertidal",4
"9356","intertwine",3
"9357","interurban",4
"9358","interval",3
"9359","intervene",3
"9360","interview",3
"9361","interweave",3
"9362","intestate",3
"9363","intestine",3
"9364","intimacy",4
"9365","intimate",3
"9367","intimation",4
"9368","intimidate",4
"9369","intinction",3
"9370","into",2
"9371","intolerable",5
"9372","intolerant",4
"9373","intonation",4
"9374","intone",2
"9375","intoxicant",4
"9376","intoxicate",4
"9377","intractable",4
"9378","intrados",3
"9379","intramural",4
"9380","intransigence",4
"9381","intransitive",4
"9382","intrastate",3
"9383","intravenous",4
"9384","intrepid",3
"9385","intrepidity",5
"9386","intricate",3
"9387","intrigue",2
"9389","intrinsic",3
"9390","introduce",3
"9391","introductory",5
"9392","intromit",3
"9393","introspection",4
"9394","introversion",4
"9395","introvert",3
"9396","introverted",4
"9397","intrude",2
"9398","intuit",3
"9399","intuition",4
"9400","intuitive",4
"9401","intumesce",3
"9402","inundate",3
"9403","inundation",4
"9404","inure",2
"9405","inurn",2
"9406","invade",2
"9407","invalid",3
"9409","invalidate",4
"9410","invaluable",5
"9411","invariable",5
"9412","invasion",3
"9413","invective",3
"9414","inveigh",2
"9415","inveigle",3
"9416","invent",2
"9417","invention",3
"9418","inventive",3
"9419","inventory",4
"9420","inverness",3
"9421","inverse",2
"9422","inversion",3
"9423","invert",2
"9424","invertebrate",4
"9425","invest",2
"9426","investigate",4
"9427","investiture",4
"9428","investment",3
"9429","inveterate",4
"9430","invidious",4
"9431","invigorate",4
"9432","invincibility",6
"9433","invincible",4
"9434","invincibly",4
"9435","inviolability",7
"9436","inviolable",5
"9437","inviolate",4
"9438","invisibility",6
"9439","invisible",4
"9440","invisibly",4
"9441","invitation",4
"9442","invite",2
"9443","inviting",3
"9444","invocation",4
"9445","invoice",2
"9446","invoke",2
"9447","involuntarily",6
"9448","involuntary",5
"9449","involute",3
"9450","involution",4
"9451","involve",2
"9452","invulnerability",7
"9453","invulnerable",5
"9454","invulnerably",5
"9455","inward",2
"9456","inwardly",3
"9457","inwrought",2
"9458","iodide",3
"9459","iodine",3
"9460","ion",2
"9461","ionic",3
"9462","iota",3
"9463","iranian",4
"9464","iraqi",3
"9465","irascibility",6
"9466","irascible",4
"9467","irate",2
"9468","ire",1
"9469","irenic",3
"9470","irides",3
"9471","iridescence",4
"9472","iridium",4
"9473","iris",2
"9474","irish",2
"9475","irk",1
"9476","iron",2
"9477","ironic",3
"9478","ironware",3
"9479","irony",3
"9480","irradiate",4
"9481","irrational",4
"9482","irreclaimable",5
"9483","irreconcilability",8
"9484","irreconcilable",6
"9485","irrecoverable",6
"9486","irredeemable",5
"9487","irredentism",5
"9488","irreducible",5
"9489","irrefragable",5
"9490","irrefutable",5
"9491","irregular",4
"9492","irregularity",6
"9493","irregularly",5
"9494","irrelevant",4
"9495","irreligious",4
"9496","irremediable",6
"9497","irremovable",5
"9498","irreparable",5
"9499","irreplaceable",5
"9500","irrepressible",5
"9501","irreproachable",5
"9502","irresistible",5
"9503","irresolute",4
"9504","irresolution",5
"9505","irresponsible",5
"9506","irretrievable",5
"9507","irreverence",4
"9508","irreversible",5
"9509","irrevocable",5
"9510","irrigate",3
"9511","irrigation",4
"9512","irritability",6
"9513","irritable",4
"9514","irritably",4
"9515","irritant",3
"9516","irritate",3
"9517","irritation",4
"9518","irrupt",2
"9519","is",1
"9520","isinglass",3
"9521","islam",2
"9522","islamic",3
"9523","island",2
"9524","isle",1
"9525","islet",2
"9526","ism",2
"9527","isobar",3
"9528","isolate",3
"9529","isolation",4
"9530","isolationism",6
"9531","isomer",3
"9532","isomeric",4
"9533","isosceles",4
"9534","isotope",3
"9535","isotopic",4
"9536","israeli",3
"9537","israelite",4
"9538","issuance",3
"9539","issue",2
"9540","isthmian",3
"9541","isthmus",2
"9542","it",1
"9543","italian",3
"9544","italic",3
"9545","itch",1
"9546","item",2
"9547","itemize",3
"9548","iterate",3
"9549","iteration",4
"9550","itinerant",4
"9551","itinerary",5
"9552","its",1
"9553","itself",2
"9554","ivory",3
"9555","ivy",2
"9556","jab",1
"9557","jabber",2
"9558","jabot",2
"9559","jacinth",2
"9560","jack",1
"9561","jackal",2
"9562","jackknife",2
"9563","jackleg",2
"9564","jacquard",2
"9565","jade",1
"9566","jag",1
"9567","jagged",2
"9568","jaguar",2
"9569","jail",1
"9570","jailor",2
"9571","jalap",2
"9572","jalopy",3
"9573","jalousie",3
"9574","jam",1
"9575","jamb",1
"9576","jamboree",3
"9577","jangle",2
"9578","janitor",3
"9579","january",4
"9580","japanese",3
"9581","jape",1
"9582","jar",1
"9583","jardiniere",3
"9584","jargon",2
"9585","jasmine",2
"9586","jasper",2
"9587","jaundice",2
"9588","jaunt",1
"9589","jaunty",2
"9590","javelin",3
"9591","jaw",1
"9592","jay",1
"9593","jaywalk",2
"9594","jazz",1
"9595","jealous",2
"9596","jeans",1
"9597","jeer",1
"9598","jehovah",3
"9599","jehu",2
"9600","jejune",2
"9601","jell",1
"9602","jelly",2
"9603","jennet",2
"9604","jeopardy",3
"9605","jeremiad",4
"9606","jerk",1
"9607","jerkin",2
"9608","jerkwater",3
"9609","jersey",2
"9610","jess",1
"9611","jessamine",3
"9612","jest",1
"9613","jet",1
"9614","jetsam",2
"9615","jettison",3
"9616","jetty",2
"9617","jew",1
"9618","jewel",2
"9619","jewry",2
"9620","jib",1
"9621","jibe",1
"9622","jiffy",2
"9623","jig",1
"9624","jigger",2
"9625","jiggle",2
"9626","jigsaw",2
"9627","jilt",1
"9628","jimmy",2
"9629","jimsonweed",3
"9630","jingle",2
"9631","jingoism",4
"9632","jingoistic",4
"9633","jinrikisha",3
"9634","jinx",1
"9635","jitney",2
"9636","jitterbug",3
"9637","jitters",2
"9638","job",1
"9639","jobber",2
"9640","jobholder",3
"9641","jobless",2
"9642","jockey",2
"9643","jocose",2
"9644","jocular",3
"9645","jocularity",5
"9646","jocund",2
"9647","jodhpur",2
"9648","jog",1
"9649","joggle",2
"9650","johnny",2
"9651","join",1
"9652","joint",1
"9653","joist",1
"9654","joke",1
"9655","jollification",5
"9656","jollity",3
"9657","jolly",2
"9658","jolt",1
"9659","jonquil",2
"9660","josh",1
"9661","joss",1
"9662","jostle",2
"9663","jot",1
"9664","jounce",1
"9665","journal",2
"9666","journalese",3
"9667","journalism",4
"9668","journalistic",4
"9669","journey",2
"9670","joust",1
"9671","jovial",3
"9672","joviality",5
"9673","jovially",4
"9674","jowl",1
"9675","joy",1
"9676","joyous",2
"9677","jubilant",3
"9678","jubilation",4
"9679","jubilee",3
"9680","judaism",4
"9681","judge",1
"9682","judgement",2
"9683","judicature",4
"9684","judicial",3
"9685","judiciary",5
"9686","judicious",3
"9687","judo",2
"9688","jug",1
"9689","juggernaut",3
"9690","juggle",2
"9691","juggler",2
"9692","jugular",3
"9693","juice",1
"9694","juicy",2
"9695","jujube",2
"9696","jujutsu",3
"9697","jukebox",2
"9698","julep",2
"9699","july",2
"9700","jumble",2
"9701","jumbo",2
"9702","jump",1
"9703","junco",2
"9704","junction",2
"9705","juncture",2
"9706","june",1
"9707","jungle",2
"9708","junior",2
"9709","juniper",3
"9710","junk",1
"9711","junker",2
"9712","junket",2
"9713","junta",2
"9714","jupiter",3
"9715","juridical",4
"9716","jurisdiction",4
"9717","jurist",2
"9718","juror",2
"9719","jury",2
"9720","just",1
"9722","justice",2
"9723","justification",5
"9724","justify",3
"9725","jut",1
"9726","jute",1
"9727","juvenile",3
"9728","juxtapose",3
"9729","juxtaposition",5
"9730","kabob",2
"9731","kaffeeklatsch",3
"9732","kaiser",2
"9733","kale",1
"9734","kaleidoscope",4
"9735","kaleidoscopic",5
"9736","kamikaze",4
"9737","kangaroo",3
"9738","kaolin",3
"9739","kapok",2
"9740","kaput",2
"9741","karakul",3
"9742","karat",2
"9743","karate",3
"9744","karma",2
"9745","katydid",3
"9746","kayak",2
"9747","kayo",2
"9748","kazoo",2
"9749","kebob",2
"9750","kedge",1
"9751","keel",1
"9752","keen",1
"9753","keep",1
"9754","keg",1
"9755","kegler",2
"9756","kelp",1
"9757","kelt",1
"9758","ken",1
"9759","kennel",2
"9760","kepi",2
"9761","kept",1
"9762","kerchief",2
"9763","kernel",2
"9764","kerosine",3
"9765","ketch",1
"9766","kettle",2
"9767","key",1
"9768","khaki",2
"9769","khan",1
"9770","khedive",2
"9771","kibbutz",2
"9772","kibitzer",3
"9773","kibosh",2
"9774","kick",1
"9775","kickback",2
"9776","kid",1
"9777","kidney",2
"9778","kidskin",2
"9779","kill",1
"9780","killing",2
"9781","kiln",1
"9782","kilo",2
"9783","kilocycle",4
"9784","kilometer",4
"9785","kilowatt",3
"9786","kilt",1
"9787","kilter",2
"9788","kimono",3
"9789","kin",1
"9790","kind",1
"9791","kindergarten",4
"9792","kindhearted",3
"9793","kindle",2
"9794","kindling",2
"9795","kindly",2
"9796","kindred",2
"9797","kine",1
"9798","kinetic",3
"9799","kinfolk",2
"9800","king",1
"9801","kink",1
"9802","kinsfolk",2
"9803","kinship",2
"9804","kinsman",2
"9805","kiosk",2
"9806","kip",1
"9807","kipper",2
"9808","kirk",1
"9809","kirtle",2
"9810","kismet",2
"9811","kiss",1
"9812","kit",1
"9813","kitchen",2
"9814","kitchenette",3
"9815","kitchenware",3
"9816","kite",1
"9817","kith",1
"9818","kitten",2
"9819","kitty",2
"9820","kleptomania",5
"9821","knack",1
"9822","knapsack",2
"9823","knave",1
"9824","knavery",3
"9825","knavish",2
"9826","knead",1
"9827","knee",1
"9828","kneel",1
"9829","kneeled",1
"9830","knell",1
"9831","knelt",1
"9832","knew",1
"9833","knickers",2
"9834","knicknack",2
"9835","knife",1
"9836","knight",1
"9837","knit",1
"9838","knives",1
"9839","knob",1
"9840","knobbed",1
"9841","knobby",2
"9842","knock",1
"9843","knockout",2
"9844","knoll",1
"9845","knot",1
"9846","know",1
"9847","knowable",3
"9848","knowledge",2
"9849","known",1
"9850","knuckle",2
"9851","kobold",2
"9852","kohlrabi",3
"9853","kolinsky",3
"9854","kopeck",2
"9855","koran",2
"9856","korean",3
"9857","koruna",3
"9858","kosher",2
"9859","kowtow",2
"9860","kraal",1
"9861","kraut",1
"9862","kremlin",2
"9863","krona",2
"9864","krone",2
"9865","kudos",2
"9866","kulak",2
"9867","kumquat",2
"9868","kyat",2
"9869","lab",1
"9870","label",2
"9871","labial",3
"9872","labile",2
"9873","labor",2
"9874","laboratory",5
"9875","laborious",4
"9876","laborsaving",4
"9877","laburnum",3
"9878","labyrinth",3
"9879","labyrinthine",4
"9880","lac",1
"9881","lace",1
"9882","lacerate",3
"9883","laceration",4
"9884","lachrymal",3
"9885","lachrymose",3
"9886","lack",1
"9887","lackadaisical",5
"9888","lackey",2
"9889","lackluster",3
"9890","laconic",3
"9891","lacquer",2
"9892","lacrosse",2
"9893","lactate",2
"9894","lactation",3
"9895","lacteal",3
"9896","lacuna",3
"9897","lacy",2
"9898","lad",1
"9899","ladder",2
"9900","laddie",2
"9901","laden",2
"9902","lading",2
"9903","ladle",2
"9904","lady",2
"9905","ladylike",3
"9906","lag",1
"9907","lager",2
"9908","laggard",2
"9909","lagniappe",2
"9910","lagoon",2
"9911","laid",1
"9912","lain",1
"9913","lair",1
"9914","laird",1
"9915","laity",3
"9916","lake",1
"9917","lamb",1
"9918","lambast",2
"9919","lambent",2
"9920","lambskin",2
"9921","lame",1
"9923","lament",2
"9924","lamentable",4
"9925","lamentation",4
"9926","lamia",3
"9927","lamina",3
"9928","lamination",4
"9929","lamp",1
"9930","lampoon",2
"9931","lamprey",2
"9932","lanai",2
"9933","lance",1
"9934","lancer",2
"9935","lancet",2
"9936","land",1
"9937","landau",2
"9938","landed",2
"9939","landfall",2
"9940","landholder",3
"9941","landing",2
"9942","landlocked",2
"9943","landmark",2
"9944","landowner",3
"9945","landscape",2
"9946","landsman",2
"9947","landward",2
"9948","lane",1
"9949","language",2
"9950","languid",2
"9951","languish",2
"9952","languor",2
"9953","lank",1
"9954","lanky",2
"9955","lanolin",3
"9956","lantern",2
"9957","lanyard",2
"9958","laotian",3
"9959","lap",1
"9960","lapboard",2
"9961","lapel",2
"9962","lapidary",4
"9963","lapin",2
"9964","lapp",1
"9965","lappet",2
"9966","lapse",1
"9967","lapwing",2
"9968","larboard",2
"9969","larceny",3
"9970","larch",1
"9971","lard",1
"9972","larder",2
"9973","large",1
"9974","largesse",2
"9975","largo",2
"9976","lariat",3
"9977","lark",1
"9978","larva",2
"9979","laryngeal",4
"9980","larynges",3
"9981","laryngitis",4
"9982","larynx",2
"9983","lascar",2
"9984","lascivious",4
"9985","lash",1
"9986","lass",1
"9987","lassitude",3
"9988","lasso",2
"9989","last",1
"9990","latakia",4
"9991","latch",1
"9992","latchet",2
"9993","latchkey",2
"9994","late",1
"9995","latent",2
"9996","lateral",3
"9997","latex",2
"9998","lath",1
"9999","lathe",1
"10000","lather",2
"10001","latin",2
"10002","latitude",3
"10003","latitudinarian",7
"10004","latrine",2
"10005","latter",2
"10006","lattice",2
"10007","latvian",3
"10008","laud",1
"10009","laudanum",3
