"","name","per.freq","cum.freq","rank","gender","gender2","pred.sex"
"3001","ARACELIS",0.002,88.518,3001,"F","F","F"
"3002","APRYL",0.002,88.52,3002,"F","F","F"
"3003","ANNETT",0.002,88.522,3003,"F","F","F"
"3004","ALISHIA",0.002,88.523,3004,"F","F","F"
"3005","VEOLA",0.002,88.525,3005,"F","F","F"
"3006","USHA",0.002,88.526,3006,"F","F","F"
"3007","TOSHIKO",0.002,88.528,3007,"F","F","F"
"3008","THEOLA",0.002,88.529,3008,"F","F","F"
"3009","TASHIA",0.002,88.531,3009,"F","F","F"
"3010","TALITHA",0.002,88.532,3010,"F","F","F"
"3011","SHERY",0.002,88.534,3011,"F","F","F"
"3012","RUDY",0.002,88.535,3012,"F","B","M"
"3013","RENETTA",0.002,88.537,3013,"F","F","F"
"3014","REIKO",0.002,88.538,3014,"F","F","F"
"3015","RASHEEDA",0.002,88.54,3015,"F","F","F"
"3016","OMEGA",0.002,88.541,3016,"F","F","F"
"3017","OBDULIA",0.002,88.543,3017,"F","F","F"
"3018","MIKA",0.002,88.544,3018,"F","F","F"
"3019","MELAINE",0.002,88.546,3019,"F","F","F"
"3020","MEGGAN",0.002,88.547,3020,"F","F","F"
"3021","MARTIN",0.002,88.549,3021,"F","B","M"
"3022","MARLEN",0.002,88.55,3022,"F","F","F"
"3023","MARGET",0.002,88.552,3023,"F","F","F"
"3024","MARCELINE",0.002,88.553,3024,"F","F","F"
"3025","MANA",0.002,88.555,3025,"F","F","F"
"3026","MAGDALEN",0.002,88.556,3026,"F","F","F"
"3027","LIBRADA",0.002,88.558,3027,"F","F","F"
"3028","LEZLIE",0.002,88.559,3028,"F","F","F"
"3029","LEXIE",0.002,88.561,3029,"F","F","F"
"3030","LATASHIA",0.002,88.562,3030,"F","F","F"
"3031","LASANDRA",0.002,88.564,3031,"F","F","F"
"3032","KELLE",0.002,88.565,3032,"F","F","F"
"3033","ISIDRA",0.002,88.567,3033,"F","F","F"
"3034","ISA",0.002,88.568,3034,"F","F","F"
"3035","INOCENCIA",0.002,88.57,3035,"F","F","F"
"3036","GWYN",0.002,88.571,3036,"F","F","F"
"3037","FRANCOISE",0.002,88.573,3037,"F","F","F"
"3038","ERMINIA",0.002,88.574,3038,"F","F","F"
"3039","ERINN",0.002,88.576,3039,"F","F","F"
"3040","DIMPLE",0.002,88.577,3040,"F","F","F"
"3041","DEVORA",0.002,88.579,3041,"F","F","F"
"3042","CRISELDA",0.002,88.58,3042,"F","F","F"
"3043","ARMANDA",0.002,88.582,3043,"F","F","F"
"3044","ARIE",0.002,88.583,3044,"F","F","F"
"3045","ARIANE",0.002,88.585,3045,"F","F","F"
"3046","ANGELO",0.002,88.586,3046,"F","B","M"
"3047","ANGELENA",0.002,88.588,3047,"F","F","F"
"3048","ALLEN",0.002,88.589,3048,"F","B","M"
"3049","ALIZA",0.002,88.591,3049,"F","F","F"
"3050","ADRIENE",0.002,88.592,3050,"F","F","F"
"3051","ADALINE",0.002,88.594,3051,"F","F","F"
"3052","XOCHITL",0.001,88.595,3052,"F","F","F"
"3053","TWANNA",0.001,88.597,3053,"F","F","F"
"3054","TRAN",0.001,88.598,3054,"F","F","F"
"3055","TOMIKO",0.001,88.6,3055,"F","F","F"
"3056","TAMISHA",0.001,88.601,3056,"F","F","F"
"3057","TAISHA",0.001,88.603,3057,"F","F","F"
"3058","SUSY",0.001,88.604,3058,"F","F","F"
"3059","SIU",0.001,88.606,3059,"F","F","F"
"3060","RUTHA",0.001,88.607,3060,"F","F","F"
"3061","ROXY",0.001,88.609,3061,"F","F","F"
"3062","RHONA",0.001,88.61,3062,"F","F","F"
"3063","RAYMOND",0.001,88.612,3063,"F","B","M"
"3064","OTHA",0.001,88.613,3064,"F","B","M"
"3065","NORIKO",0.001,88.615,3065,"F","F","F"
"3066","NATASHIA",0.001,88.616,3066,"F","F","F"
"3067","MERRIE",0.001,88.618,3067,"F","F","F"
"3068","MELVIN",0.001,88.619,3068,"F","B","M"
"3069","MARINDA",0.001,88.62,3069,"F","F","F"
"3070","MARIKO",0.001,88.622,3070,"F","F","F"
"3071","MARGERT",0.001,88.623,3071,"F","F","F"
"3072","LORIS",0.001,88.625,3072,"F","F","F"
"3073","LIZZETTE",0.001,88.626,3073,"F","F","F"
"3074","LEISHA",0.001,88.628,3074,"F","F","F"
"3075","KAILA",0.001,88.629,3075,"F","F","F"
"3076","KA",0.001,88.631,3076,"F","F","F"
"3077","JOANNIE",0.001,88.632,3077,"F","F","F"
"3078","JERRICA",0.001,88.634,3078,"F","F","F"
"3079","JENE",0.001,88.635,3079,"F","F","F"
"3080","JANNET",0.001,88.637,3080,"F","F","F"
"3081","JANEE",0.001,88.638,3081,"F","F","F"
"3082","JACINDA",0.001,88.64,3082,"F","F","F"
"3083","HERTA",0.001,88.641,3083,"F","F","F"
"3084","ELENORE",0.001,88.643,3084,"F","F","F"
"3085","DORETTA",0.001,88.644,3085,"F","F","F"
"3086","DELAINE",0.001,88.646,3086,"F","F","F"
"3087","DANIELL",0.001,88.647,3087,"F","F","F"
"3088","CLAUDIE",0.001,88.649,3088,"F","F","F"
"3089","CHINA",0.001,88.65,3089,"F","F","F"
"3090","BRITTA",0.001,88.651,3090,"F","F","F"
"3091","APOLONIA",0.001,88.653,3091,"F","F","F"
"3092","AMBERLY",0.001,88.654,3092,"F","F","F"
"3093","ALEASE",0.001,88.656,3093,"F","F","F"
"3094","YURI",0.001,88.657,3094,"F","F","F"
"3095","YUK",0.001,88.659,3095,"F","F","F"
"3096","WEN",0.001,88.66,3096,"F","F","F"
"3097","WANETA",0.001,88.662,3097,"F","F","F"
"3098","UTE",0.001,88.663,3098,"F","F","F"
"3099","TOMI",0.001,88.665,3099,"F","F","F"
"3100","SHARRI",0.001,88.666,3100,"F","F","F"
"3101","SANDIE",0.001,88.667,3101,"F","F","F"
"3102","ROSELLE",0.001,88.669,3102,"F","F","F"
"3103","REYNALDA",0.001,88.67,3103,"F","F","F"
"3104","RAGUEL",0.001,88.672,3104,"F","F","F"
"3105","PHYLICIA",0.001,88.673,3105,"F","F","F"
"3106","PATRIA",0.001,88.675,3106,"F","F","F"
"3107","OLIMPIA",0.001,88.676,3107,"F","F","F"
"3108","ODELIA",0.001,88.678,3108,"F","F","F"
"3109","MITZIE",0.001,88.679,3109,"F","F","F"
"3110","MITCHELL",0.001,88.68,3110,"F","B","M"
"3111","MISS",0.001,88.682,3111,"F","F","F"
"3112","MINDA",0.001,88.683,3112,"F","F","F"
"3113","MIGNON",0.001,88.685,3113,"F","F","F"
"3114","MICA",0.001,88.686,3114,"F","F","F"
"3115","MENDY",0.001,88.688,3115,"F","F","F"
"3116","MARIVEL",0.001,88.689,3116,"F","F","F"
"3117","MAILE",0.001,88.691,3117,"F","F","F"
"3118","LYNETTA",0.001,88.692,3118,"F","F","F"
"3119","LAVETTE",0.001,88.693,3119,"F","F","F"
"3120","LAURYN",0.001,88.695,3120,"F","F","F"
"3121","LATRISHA",0.001,88.696,3121,"F","F","F"
"3122","LAKIESHA",0.001,88.698,3122,"F","F","F"
"3123","KIERSTEN",0.001,88.699,3123,"F","F","F"
"3124","KARY",0.001,88.701,3124,"F","F","F"
"3125","JOSPHINE",0.001,88.702,3125,"F","F","F"
"3126","JOLYN",0.001,88.704,3126,"F","F","F"
"3127","JETTA",0.001,88.705,3127,"F","F","F"
"3128","JANISE",0.001,88.706,3128,"F","F","F"
"3129","JACQUIE",0.001,88.708,3129,"F","F","F"
"3130","IVELISSE",0.001,88.709,3130,"F","F","F"
"3131","GLYNIS",0.001,88.711,3131,"F","F","F"
"3132","GIANNA",0.001,88.712,3132,"F","F","F"
"3133","GAYNELLE",0.001,88.714,3133,"F","F","F"
"3134","EMERALD",0.001,88.715,3134,"F","F","F"
"3135","DEMETRIUS",0.001,88.717,3135,"F","B","M"
"3136","DANYELL",0.001,88.718,3136,"F","F","F"
"3137","DANILLE",0.001,88.719,3137,"F","F","F"
"3138","DACIA",0.001,88.721,3138,"F","F","F"
"3139","CORALEE",0.001,88.722,3139,"F","F","F"
"3140","CHER",0.001,88.724,3140,"F","F","F"
"3141","CEOLA",0.001,88.725,3141,"F","F","F"
"3142","BRETT",0.001,88.727,3142,"F","B","M"
"3143","BELL",0.001,88.728,3143,"F","F","F"
"3144","ARIANNE",0.001,88.73,3144,"F","F","F"
"3145","ALESHIA",0.001,88.731,3145,"F","F","F"
"3146","YUNG",0.001,88.732,3146,"F","F","F"
"3147","WILLIEMAE",0.001,88.734,3147,"F","F","F"
"3148","TROY",0.001,88.735,3148,"F","B","M"
"3149","TRINH",0.001,88.737,3149,"F","F","F"
"3150","THORA",0.001,88.738,3150,"F","F","F"
"3151","TAI",0.001,88.739,3151,"F","F","F"
"3152","SVETLANA",0.001,88.741,3152,"F","F","F"
"3153","SHERIKA",0.001,88.742,3153,"F","F","F"
"3154","SHEMEKA",0.001,88.744,3154,"F","F","F"
"3155","SHAUNDA",0.001,88.745,3155,"F","F","F"
"3156","ROSELINE",0.001,88.747,3156,"F","F","F"
"3157","RICKI",0.001,88.748,3157,"F","F","F"
"3158","MELDA",0.001,88.749,3158,"F","F","F"
"3159","MALLIE",0.001,88.751,3159,"F","F","F"
"3160","LAVONNA",0.001,88.752,3160,"F","F","F"
"3161","LATINA",0.001,88.754,3161,"F","F","F"
"3162","LARRY",0.001,88.755,3162,"F","B","M"
"3163","LAQUANDA",0.001,88.756,3163,"F","F","F"
"3164","LALA",0.001,88.758,3164,"F","F","F"
"3165","LACHELLE",0.001,88.759,3165,"F","F","F"
"3166","KLARA",0.001,88.761,3166,"F","F","F"
"3167","KANDIS",0.001,88.762,3167,"F","F","F"
"3168","JOHNA",0.001,88.763,3168,"F","F","F"
"3169","JEANMARIE",0.001,88.765,3169,"F","F","F"
"3170","JAYE",0.001,88.766,3170,"F","F","F"
"3171","HANG",0.001,88.768,3171,"F","F","F"
"3172","GRAYCE",0.001,88.769,3172,"F","F","F"
"3173","GERTUDE",0.001,88.771,3173,"F","F","F"
"3174","EMERITA",0.001,88.772,3174,"F","F","F"
"3175","EBONIE",0.001,88.773,3175,"F","F","F"
"3176","CLORINDA",0.001,88.775,3176,"F","F","F"
"3177","CHING",0.001,88.776,3177,"F","F","F"
"3178","CHERY",0.001,88.778,3178,"F","F","F"
"3179","CAROLA",0.001,88.779,3179,"F","F","F"
"3180","BREANN",0.001,88.78,3180,"F","F","F"
"3181","BLOSSOM",0.001,88.782,3181,"F","F","F"
"3182","BERNARDINE",0.001,88.783,3182,"F","F","F"
"3183","BECKI",0.001,88.785,3183,"F","F","F"
"3184","ARLETHA",0.001,88.786,3184,"F","F","F"
"3185","ARGELIA",0.001,88.788,3185,"F","F","F"
"3186","ARA",0.001,88.789,3186,"F","F","F"
"3187","ALITA",0.001,88.79,3187,"F","F","F"
"3188","YULANDA",0.001,88.792,3188,"F","F","F"
"3189","YON",0.001,88.793,3189,"F","F","F"
"3190","YESSENIA",0.001,88.794,3190,"F","F","F"
"3191","TOBI",0.001,88.796,3191,"F","F","F"
"3192","TASIA",0.001,88.797,3192,"F","F","F"
"3193","SYLVIE",0.001,88.799,3193,"F","F","F"
"3194","SHIRL",0.001,88.8,3194,"F","F","F"
"3195","SHIRELY",0.001,88.801,3195,"F","F","F"
"3196","SHERIDAN",0.001,88.803,3196,"F","F","F"
"3197","SHELLA",0.001,88.804,3197,"F","F","F"
"3198","SHANTELLE",0.001,88.806,3198,"F","F","F"
"3199","SACHA",0.001,88.807,3199,"F","F","F"
"3200","ROYCE",0.001,88.808,3200,"F","B","M"
"3201","REBECKA",0.001,88.81,3201,"F","F","F"
"3202","REAGAN",0.001,88.811,3202,"F","F","F"
"3203","PROVIDENCIA",0.001,88.812,3203,"F","F","F"
"3204","PAULENE",0.001,88.814,3204,"F","F","F"
"3205","MISHA",0.001,88.815,3205,"F","F","F"
"3206","MIKI",0.001,88.817,3206,"F","F","F"
"3207","MARLINE",0.001,88.818,3207,"F","F","F"
"3208","MARICA",0.001,88.819,3208,"F","F","F"
"3209","LORITA",0.001,88.821,3209,"F","F","F"
"3210","LATOYIA",0.001,88.822,3210,"F","F","F"
"3211","LASONYA",0.001,88.824,3211,"F","F","F"
"3212","KERSTIN",0.001,88.825,3212,"F","F","F"
"3213","KENDA",0.001,88.826,3213,"F","F","F"
"3214","KEITHA",0.001,88.828,3214,"F","F","F"
"3215","KATHRIN",0.001,88.829,3215,"F","F","F"
"3216","JAYMIE",0.001,88.83,3216,"F","F","F"
"3217","JACK",0.001,88.832,3217,"F","B","M"
"3218","GRICELDA",0.001,88.833,3218,"F","F","F"
"3219","GINETTE",0.001,88.835,3219,"F","F","F"
"3220","ERYN",0.001,88.836,3220,"F","F","F"
"3221","ELINA",0.001,88.837,3221,"F","F","F"
"3222","ELFRIEDA",0.001,88.839,3222,"F","F","F"
"3223","DANYEL",0.001,88.84,3223,"F","F","F"
"3224","CHEREE",0.001,88.841,3224,"F","F","F"
"3225","CHANELLE",0.001,88.843,3225,"F","F","F"
"3226","BARRIE",0.001,88.844,3226,"F","F","F"
"3227","AVERY",0.001,88.846,3227,"F","B","M"
"3228","AURORE",0.001,88.847,3228,"F","F","F"
"3229","ANNAMARIA",0.001,88.848,3229,"F","F","F"
"3230","ALLEEN",0.001,88.85,3230,"F","F","F"
"3231","AILENE",0.001,88.851,3231,"F","F","F"
"3232","AIDE",0.001,88.853,3232,"F","F","F"
"3233","YASMINE",0.001,88.854,3233,"F","F","F"
"3234","VASHTI",0.001,88.855,3234,"F","F","F"
"3235","VALENTINE",0.001,88.857,3235,"F","B","M"
"3236","TREASA",0.001,88.858,3236,"F","F","F"
"3237","TORY",0.001,88.859,3237,"F","B","M"
"3238","TIFFANEY",0.001,88.861,3238,"F","F","F"
"3239","SHERYLL",0.001,88.862,3239,"F","F","F"
"3240","SHARIE",0.001,88.863,3240,"F","F","F"
"3241","SHANAE",0.001,88.865,3241,"F","F","F"
"3242","SAU",0.001,88.866,3242,"F","F","F"
"3243","RAISA",0.001,88.867,3243,"F","F","F"
"3244","PA",0.001,88.869,3244,"F","F","F"
"3245","NEDA",0.001,88.87,3245,"F","F","F"
"3246","MITSUKO",0.001,88.871,3246,"F","F","F"
"3247","MIRELLA",0.001,88.873,3247,"F","F","F"
"3248","MILDA",0.001,88.874,3248,"F","F","F"
"3249","MARYANNA",0.001,88.875,3249,"F","F","F"
"3250","MARAGRET",0.001,88.877,3250,"F","F","F"
"3251","MABELLE",0.001,88.878,3251,"F","F","F"
"3252","LUETTA",0.001,88.88,3252,"F","F","F"
"3253","LORINA",0.001,88.881,3253,"F","F","F"
"3254","LETISHA",0.001,88.882,3254,"F","F","F"
"3255","LATARSHA",0.001,88.884,3255,"F","F","F"
"3256","LANELLE",0.001,88.885,3256,"F","F","F"
"3257","LAJUANA",0.001,88.886,3257,"F","F","F"
"3258","KRISSY",0.001,88.888,3258,"F","F","F"
"3259","KARLY",0.001,88.889,3259,"F","F","F"
"3260","KARENA",0.001,88.89,3260,"F","F","F"
"3261","JON",0.001,88.892,3261,"F","B","M"
"3262","JESSIKA",0.001,88.893,3262,"F","F","F"
"3263","JERICA",0.001,88.894,3263,"F","F","F"
"3264","JEANELLE",0.001,88.896,3264,"F","F","F"
"3265","JANUARY",0.001,88.897,3265,"F","F","F"
"3266","JALISA",0.001,88.898,3266,"F","F","F"
"3267","JACELYN",0.001,88.9,3267,"F","F","F"
"3268","IZOLA",0.001,88.901,3268,"F","F","F"
"3269","IVEY",0.001,88.902,3269,"F","F","F"
"3270","GREGORY",0.001,88.904,3270,"F","B","M"
"3271","EUNA",0.001,88.905,3271,"F","F","F"
"3272","ETHA",0.001,88.907,3272,"F","F","F"
"3273","DREW",0.001,88.908,3273,"F","B","M"
"3274","DOMITILA",0.001,88.909,3274,"F","F","F"
"3275","DOMINICA",0.001,88.911,3275,"F","F","F"
"3276","DAINA",0.001,88.912,3276,"F","F","F"
"3277","CREOLA",0.001,88.913,3277,"F","F","F"
"3278","CARLI",0.001,88.915,3278,"F","F","F"
"3279","CAMIE",0.001,88.916,3279,"F","F","F"
"3280","BUNNY",0.001,88.917,3280,"F","F","F"
"3281","BRITTNY",0.001,88.919,3281,"F","F","F"
"3282","ASHANTI",0.001,88.92,3282,"F","F","F"
"3283","ANISHA",0.001,88.921,3283,"F","F","F"
"3284","ALEEN",0.001,88.923,3284,"F","F","F"
"3285","ADAH",0.001,88.924,3285,"F","F","F"
"3286","YASUKO",0.001,88.925,3286,"F","F","F"
"3287","WINTER",0.001,88.927,3287,"F","F","F"
"3288","VIKI",0.001,88.928,3288,"F","F","F"
"3289","VALRIE",0.001,88.929,3289,"F","F","F"
"3290","TONA",0.001,88.931,3290,"F","F","F"
"3291","TINISHA",0.001,88.932,3291,"F","F","F"
"3292","THI",0.001,88.933,3292,"F","F","F"
"3293","TERISA",0.001,88.935,3293,"F","F","F"
"3294","TATUM",0.001,88.936,3294,"F","F","F"
"3295","TANEKA",0.001,88.937,3295,"F","F","F"
"3296","SIMONNE",0.001,88.939,3296,"F","F","F"
"3297","SHALANDA",0.001,88.94,3297,"F","F","F"
"3298","SERITA",0.001,88.941,3298,"F","F","F"
"3299","RESSIE",0.001,88.943,3299,"F","F","F"
"3300","REFUGIA",0.001,88.944,3300,"F","F","F"
"3301","PAZ",0.001,88.945,3301,"F","F","F"
"3302","OLENE",0.001,88.947,3302,"F","F","F"
"3304","MERRILL",0.001,88.949,3304,"F","B","M"
"3305","MARGHERITA",0.001,88.95,3305,"F","F","F"
"3306","MANDIE",0.001,88.952,3306,"F","F","F"
"3307","MAN",0.001,88.953,3307,"F","B","M"
"3308","MAIRE",0.001,88.954,3308,"F","F","F"
"3309","LYNDIA",0.001,88.956,3309,"F","F","F"
"3310","LUCI",0.001,88.957,3310,"F","F","F"
"3311","LORRIANE",0.001,88.958,3311,"F","F","F"
"3312","LORETA",0.001,88.96,3312,"F","F","F"
"3313","LEONIA",0.001,88.961,3313,"F","F","F"
"3314","LAVONA",0.001,88.962,3314,"F","F","F"
"3315","LASHAWNDA",0.001,88.964,3315,"F","F","F"
"3316","LAKIA",0.001,88.965,3316,"F","F","F"
"3317","KYOKO",0.001,88.966,3317,"F","F","F"
"3318","KRYSTINA",0.001,88.968,3318,"F","F","F"
"3319","KRYSTEN",0.001,88.969,3319,"F","F","F"
"3320","KENIA",0.001,88.97,3320,"F","F","F"
"3321","KELSI",0.001,88.972,3321,"F","F","F"
"3322","JUDE",0.001,88.973,3322,"F","B","M"
"3323","JEANICE",0.001,88.974,3323,"F","F","F"
"3324","ISOBEL",0.001,88.976,3324,"F","F","F"
"3325","GEORGIANN",0.001,88.977,3325,"F","F","F"
"3326","GENNY",0.001,88.978,3326,"F","F","F"
"3327","FELICIDAD",0.001,88.979,3327,"F","F","F"
"3328","EILENE",0.001,88.981,3328,"F","F","F"
"3329","DEON",0.001,88.982,3329,"F","B","M"
"3330","DELOISE",0.001,88.983,3330,"F","F","F"
"3331","DEEDEE",0.001,88.985,3331,"F","F","F"
"3332","DANNIE",0.001,88.986,3332,"F","B","M"
"3333","CONCEPTION",0.001,88.987,3333,"F","F","F"
"3334","CLORA",0.001,88.989,3334,"F","F","F"
"3335","CHERILYN",0.001,88.99,3335,"F","F","F"
"3336","CHANG",0.001,88.991,3336,"F","B","M"
"3337","CALANDRA",0.001,88.993,3337,"F","F","F"
"3338","BERRY",0.001,88.994,3338,"F","B","M"
"3339","ARMANDINA",0.001,88.995,3339,"F","F","F"
"3340","ANISA",0.001,88.997,3340,"F","F","F"
"3341","ULA",0.001,88.998,3341,"F","F","F"
"3342","TIMOTHY",0.001,88.999,3342,"F","B","M"
"3343","TIERA",0.001,89,3343,"F","F","F"
"3344","THERESSA",0.001,89.002,3344,"F","F","F"
"3345","STEPHANIA",0.001,89.003,3345,"F","F","F"
"3346","SIMA",0.001,89.004,3346,"F","F","F"
"3347","SHYLA",0.001,89.006,3347,"F","F","F"
"3348","SHONTA",0.001,89.007,3348,"F","F","F"
"3349","SHERA",0.001,89.008,3349,"F","F","F"
"3350","SHAQUITA",0.001,89.01,3350,"F","F","F"
"3351","SHALA",0.001,89.011,3351,"F","F","F"
"3352","SAMMY",0.001,89.012,3352,"F","B","M"
"3353","ROSSANA",0.001,89.013,3353,"F","F","F"
"3354","NOHEMI",0.001,89.015,3354,"F","F","F"
"3355","NERY",0.001,89.016,3355,"F","F","F"
"3356","MORIAH",0.001,89.017,3356,"F","F","F"
"3357","MELITA",0.001,89.019,3357,"F","F","F"
"3358","MELIDA",0.001,89.02,3358,"F","F","F"
"3359","MELANI",0.001,89.021,3359,"F","F","F"
"3360","MARYLYNN",0.001,89.022,3360,"F","F","F"
"3361","MARISHA",0.001,89.024,3361,"F","F","F"
"3362","MARIETTE",0.001,89.025,3362,"F","F","F"
"3363","MALORIE",0.001,89.026,3363,"F","F","F"
"3364","MADELENE",0.001,89.028,3364,"F","F","F"
"3365","LUDIVINA",0.001,89.029,3365,"F","F","F"
"3366","LORIA",0.001,89.03,3366,"F","F","F"
"3367","LORETTE",0.001,89.031,3367,"F","F","F"
"3368","LORALEE",0.001,89.033,3368,"F","F","F"
"3369","LIANNE",0.001,89.034,3369,"F","F","F"
"3370","LEON",0.001,89.035,3370,"F","B","M"
"3371","LAVENIA",0.001,89.037,3371,"F","F","F"
"3372","LAURINDA",0.001,89.038,3372,"F","F","F"
"3373","LASHON",0.001,89.039,3373,"F","F","F"
"3374","KIT",0.001,89.04,3374,"F","F","F"
"3375","KIMI",0.001,89.042,3375,"F","F","F"
"3376","KEILA",0.001,89.043,3376,"F","F","F"
"3377","KATELYNN",0.001,89.044,3377,"F","F","F"
"3378","KAI",0.001,89.046,3378,"F","F","F"
"3379","JONE",0.001,89.047,3379,"F","F","F"
"3380","JOANE",0.001,89.048,3380,"F","F","F"
"3381","JI",0.001,89.049,3381,"F","F","F"
"3382","JAYNA",0.001,89.051,3382,"F","F","F"
"3383","JANELLA",0.001,89.052,3383,"F","F","F"
"3384","JA",0.001,89.053,3384,"F","F","F"
"3385","HUE",0.001,89.055,3385,"F","F","F"
"3386","HERTHA",0.001,89.056,3386,"F","F","F"
"3387","FRANCENE",0.001,89.057,3387,"F","F","F"
"3388","ELINORE",0.001,89.058,3388,"F","F","F"
"3389","DESPINA",0.001,89.06,3389,"F","F","F"
"3390","DELSIE",0.001,89.061,3390,"F","F","F"
"3391","DEEDRA",0.001,89.062,3391,"F","F","F"
"3392","CLEMENCIA",0.001,89.064,3392,"F","F","F"
"3393","CARRY",0.001,89.065,3393,"F","F","F"
"3394","CAROLIN",0.001,89.066,3394,"F","F","F"
"3395","CARLOS",0.001,89.067,3395,"F","B","M"
"3396","BULAH",0.001,89.069,3396,"F","F","F"
"3397","BRITTANIE",0.001,89.07,3397,"F","F","F"
"3398","BOK",0.001,89.071,3398,"F","F","F"
"3399","BLONDELL",0.001,89.073,3399,"F","F","F"
"3400","BIBI",0.001,89.074,3400,"F","F","F"
"3401","BEAULAH",0.001,89.075,3401,"F","F","F"
"3402","BEATA",0.001,89.076,3402,"F","F","F"
"3403","ANNITA",0.001,89.078,3403,"F","F","F"
"3404","AGRIPINA",0.001,89.079,3404,"F","F","F"
"3405","VIRGEN",0.001,89.08,3405,"F","F","F"
"3406","VALENE",0.001,89.082,3406,"F","F","F"
"3407","UN",0.001,89.083,3407,"F","F","F"
"3408","TWANDA",0.001,89.084,3408,"F","F","F"
"3409","TOMMYE",0.001,89.085,3409,"F","F","F"
"3410","TOI",0.001,89.087,3410,"F","F","F"
"3411","TARRA",0.001,89.088,3411,"F","F","F"
"3412","TARI",0.001,89.089,3412,"F","F","F"
"3413","TAMMERA",0.001,89.09,3413,"F","F","F"
"3414","SHAKIA",0.001,89.092,3414,"F","F","F"
"3415","SADYE",0.001,89.093,3415,"F","F","F"
"3416","RUTHANNE",0.001,89.094,3416,"F","F","F"
"3417","ROCHEL",0.001,89.095,3417,"F","F","F"
"3418","RIVKA",0.001,89.097,3418,"F","F","F"
"3419","PURA",0.001,89.098,3419,"F","F","F"
"3420","NENITA",0.001,89.099,3420,"F","F","F"
"3421","NATISHA",0.001,89.1,3421,"F","F","F"
"3422","MING",0.001,89.102,3422,"F","F","F"
"3423","MERRILEE",0.001,89.103,3423,"F","F","F"
"3424","MELODEE",0.001,89.104,3424,"F","F","F"
"3425","MARVIS",0.001,89.105,3425,"F","F","F"
"3426","LUCILLA",0.001,89.107,3426,"F","F","F"
"3427","LEENA",0.001,89.108,3427,"F","F","F"
"3428","LAVETA",0.001,89.109,3428,"F","F","F"
"3429","LARITA",0.001,89.11,3429,"F","F","F"
"3430","LANIE",0.001,89.112,3430,"F","F","F"
"3431","KEREN",0.001,89.113,3431,"F","F","F"
"3432","ILEEN",0.001,89.114,3432,"F","F","F"
"3433","GEORGEANN",0.001,89.115,3433,"F","F","F"
"3434","GENNA",0.001,89.117,3434,"F","F","F"
"3435","GENESIS",0.001,89.118,3435,"F","F","F"
"3436","FRIDA",0.001,89.119,3436,"F","F","F"
"3437","EWA",0.001,89.12,3437,"F","F","F"
"3438","EUFEMIA",0.001,89.122,3438,"F","F","F"
"3439","EMELY",0.001,89.123,3439,"F","F","F"
"3440","ELA",0.001,89.124,3440,"F","F","F"
"3441","EDYTH",0.001,89.126,3441,"F","F","F"
"3442","DEONNA",0.001,89.127,3442,"F","F","F"
"3443","DEADRA",0.001,89.128,3443,"F","F","F"
"3444","DARLENA",0.001,89.129,3444,"F","F","F"
"3445","CHANELL",0.001,89.131,3445,"F","F","F"
"3446","CHAN",0.001,89.132,3446,"F","F","F"
"3447","CATHERN",0.001,89.133,3447,"F","F","F"
"3448","CASSONDRA",0.001,89.134,3448,"F","F","F"
"3449","CASSAUNDRA",0.001,89.136,3449,"F","F","F"
"3450","BERNARDA",0.001,89.137,3450,"F","F","F"
"3451","BERNA",0.001,89.138,3451,"F","F","F"
"3452","ARLINDA",0.001,89.139,3452,"F","F","F"
"3453","ANAMARIA",0.001,89.141,3453,"F","F","F"
"3454","ALBERT",0.001,89.142,3454,"F","B","M"
"3455","WESLEY",0.001,89.143,3455,"F","B","M"
"3456","VERTIE",0.001,89.144,3456,"F","F","F"
"3457","VALERI",0.001,89.146,3457,"F","F","F"
"3458","TORRI",0.001,89.147,3458,"F","F","F"
"3459","TATYANA",0.001,89.148,3459,"F","F","F"
"3460","STASIA",0.001,89.149,3460,"F","F","F"
"3461","SHERISE",0.001,89.15,3461,"F","F","F"
"3462","SHERILL",0.001,89.152,3462,"F","F","F"
"3463","SEASON",0.001,89.153,3463,"F","F","F"
"3464","SCOTTIE",0.001,89.154,3464,"F","B","M"
"3465","SANDA",0.001,89.155,3465,"F","F","F"
"3466","RUTHE",0.001,89.157,3466,"F","F","F"
"3467","ROSY",0.001,89.158,3467,"F","F","F"
"3468","ROBERTO",0.001,89.159,3468,"F","B","M"
"3469","ROBBI",0.001,89.16,3469,"F","F","F"
"3470","RANEE",0.001,89.161,3470,"F","F","F"
"3471","QUYEN",0.001,89.163,3471,"F","F","F"
"3472","PEARLY",0.001,89.164,3472,"F","F","F"
"3473","PALMIRA",0.001,89.165,3473,"F","F","F"
"3474","ONITA",0.001,89.166,3474,"F","F","F"
"3475","NISHA",0.001,89.168,3475,"F","F","F"
"3476","NIESHA",0.001,89.169,3476,"F","F","F"
"3477","NIDA",0.001,89.17,3477,"F","F","F"
"3478","NEVADA",0.001,89.171,3478,"F","F","F"
"3479","NAM",0.001,89.172,3479,"F","F","F"
"3480","MERLYN",0.001,89.174,3480,"F","F","F"
"3481","MAYOLA",0.001,89.175,3481,"F","F","F"
"3482","MARYLOUISE",0.001,89.176,3482,"F","F","F"
"3483","MARYLAND",0.001,89.177,3483,"F","F","F"
