"","ID","Ubication","Level","Zone","Income","Employees","Taxes","SPAM"
"969","AB2136","c10k78","Small","C",467,32,10,"yes"
"970","AB2137","c10k79","Small","C",449,70,9,"no"
"971","AB2139","c10k80","Small","C",332,20,4,"no"
"972","AB214","c10k81","Small","C",101,41,0.5,"yes"
"973","AB2141","c10k82","Small","C",480,21,10,"yes"
"974","AB2142","c10k83","Small","C",390,19,7,"yes"
"975","AB2143","c10k84","Small","C",370,94,6,"yes"
"976","AB2144","c10k85","Small","C",396,39,7,"no"
"977","AB2145","c10k86","Small","C",480,81,10,"yes"
"978","AB2146","c10k87","Small","C",476,81,10,"yes"
"979","AB2147","c10k88","Small","C",487,105,10.5,"yes"
"980","AB2148","c10k89","Small","C",475,65,10,"no"
"981","AB2149","c10k90","Small","C",410,60,7,"no"
"982","AB215","c10k91","Small","C",180,36,1,"yes"
"983","AB2150","c10k92","Small","C",410,20,7,"yes"
"984","AB2151","c10k93","Small","C",410,88,7,"yes"
"985","AB2152","c10k94","Small","C",452,63,9,"no"
"986","AB2153","c10k95","Small","C",460,63,9,"yes"
"987","AB2155","c10k96","Small","C",480,41,10,"no"
"988","AB2156","c10k97","Small","C",445,46,9,"yes"
"989","AB2157","c10k98","Small","C",485,61,10.5,"yes"
"990","AB2158","c10k99","Small","C",366,21,6,"no"
"991","AB2159","c11k1","Small","C",465,44,10,"no"
"992","AB216","c11k2","Small","C",199,5,1,"no"
"993","AB2160","c11k3","Small","C",398,63,7,"yes"
"994","AB2161","c11k4","Small","C",390,27,7,"no"
"995","AB2162","c11k5","Small","C",461,56,9,"no"
"996","AB2163","c11k6","Small","C",368,65,6,"no"
"997","AB2164","c11k7","Small","C",489,53,10.5,"no"
"998","AB2165","c11k8","Small","C",340,68,5,"yes"
"999","AB2166","c11k9","Small","C",392,75,7,"yes"
"1000","AB2167","c11k10","Small","C",449,70,9,"no"
"1001","AB2168","c11k11","Small","C",460,39,9,"no"
"1002","AB2169","c11k12","Small","C",260,68,2,"no"
"1003","AB217","c11k13","Small","C",64,69,0.5,"yes"
"1004","AB2170","c11k14","Small","C",392,27,7,"yes"
"1005","AB2171","c11k15","Small","C",356,89,5,"yes"
"1006","AB2172","c11k16","Small","C",370,54,6,"yes"
"1007","AB2173","c11k17","Small","C",439,81,8,"yes"
"1008","AB2174","c11k18","Small","C",490,74,10.5,"yes"
"1009","AB2175","c11k19","Small","C",420,40,7,"no"
"1010","AB2178","c11k20","Small","C",494,38,10.5,"no"
"1011","AB218","c11k21","Small","C",151,43,1,"yes"
"1012","AB2181","c11k22","Small","C",347,60,5,"yes"
"1013","AB2182","c11k23","Small","C",370,46,6,"yes"
"1014","AB2183","c11k24","Small","C",376,74,6,"yes"
"1015","AB2184","c11k25","Small","C",480,53,10,"no"
"1016","AB2186","c11k26","Small","C",345,40,5,"yes"
"1017","AB2187","c11k27","Small","C",430,101,8,"yes"
"1018","AB2188","c11k28","Small","C",386,23,6,"yes"
"1019","AB2189","c11k29","Small","C",410,60,7,"no"
"1020","AB219","c11k30","Small","C",139,3,0.5,"no"
"1021","AB2190","c11k31","Small","C",470,68,10,"yes"
"1022","AB2193","c11k32","Small","C",345,68,5,"no"
"1023","AB2194","c11k33","Small","C",479,69,10,"no"
"1024","AB2195","c11k34","Small","C",445,38,9,"yes"
"1025","AB2196","c11k35","Small","C",357,53,5,"yes"
"1026","AB2198","c11k36","Small","C",366,69,6,"no"
"1027","AB2199","c11k37","Small","C",490,90,10.5,"no"
"1028","AB220","c11k38","Small","C",182,24,1,"yes"
"1029","AB2200","c11k39","Small","C",440,58,8,"yes"
"1030","AB2201","c11k40","Small","C",370,86,6,"no"
"1031","AB2202","c11k41","Small","C",378,70,6,"yes"
"1032","AB2203","c11k42","Small","C",421,85,8,"yes"
"1033","AB2204","c11k43","Small","C",440,26,8,"yes"
"1034","AB2205","c11k44","Small","C",436,61,8,"yes"
"1035","AB2207","c11k45","Small","C",350,24,5,"no"
"1036","AB2208","c11k46","Small","C",415,80,7,"yes"
"1037","AB2209","c11k47","Small","C",395,43,7,"no"
"1038","AB221","c11k48","Small","C",20,41,0.5,"no"
"1039","AB2210","c11k49","Small","C",460,27,9,"yes"
"1040","AB2211","c11k50","Small","C",360,41,5,"yes"
"1041","AB2212","c11k51","Small","C",425,93,8,"yes"
"1042","AB2213","c11k52","Small","C",400,47,7,"yes"
"1043","AB2215","c11k53","Small","C",466,32,10,"yes"
"1044","AB2216","c11k54","Small","C",440,90,8,"yes"
"1045","AB2217","c11k55","Small","C",430,69,8,"no"
"1046","AB2218","c11k56","Small","C",365,85,6,"no"
"1047","AB2219","c11k57","Small","C",350,25,5,"yes"
"1048","AB222","c11k58","Small","C",110,78,0.5,"no"
"1049","AB2220","c11k59","Small","C",402,39,7,"yes"
"1050","AB2221","c11k60","Small","C",470,100,10,"yes"
"1051","AB2223","c11k61","Small","C",360,17,5,"no"
"1052","AB2224","c11k62","Small","C",361,33,5,"yes"
"1053","AB2225","c11k63","Small","C",350,36,5,"yes"
"1054","AB2226","c11k64","Small","C",437,25,8,"yes"
"1055","AB2229","c11k65","Small","C",320,67,4,"no"
"1056","AB223","c11k66","Small","C",89,65,0.5,"yes"
"1057","AB2230","c11k67","Small","C",343,80,5,"no"
"1058","AB2231","c11k68","Small","C",374,54,6,"no"
"1059","AB2232","c11k69","Small","C",375,62,6,"yes"
"1060","AB2233","c11k70","Small","C",380,26,6,"yes"
"1061","AB2234","c11k71","Small","C",432,33,8,"yes"
"1062","AB2235","c11k72","Small","C",450,94,9,"yes"
"1063","AB2236","c11k73","Small","C",420,28,7,"yes"
"1064","AB2237","c11k74","Small","C",487,53,10.5,"no"
"1065","AB2239","c11k75","Small","C",368,17,6,"no"
"1066","AB224","c11k76","Small","C",143,43,0.5,"yes"
"1067","AB2240","c11k77","Small","C",374,18,6,"yes"
"1068","AB2241","c11k78","Small","C",295,37,3,"no"
"1069","AB2242","c11k79","Small","C",418,44,7,"no"
"1070","AB2243","c11k80","Small","C",491,42,10.5,"yes"
"1071","AB2244","c11k81","Small","C",491,94,10.5,"no"
"1072","AB2245","c11k82","Small","C",460,24,9,"no"
"1073","AB2246","c11k83","Small","C",460,76,9,"yes"
"1074","AB2247","c11k84","Small","C",320,35,4,"yes"
"1075","AB2248","c11k85","Small","C",411,52,7,"yes"
"1076","AB2249","c11k86","Small","C",373,50,6,"no"
"1077","AB225","c11k87","Small","C",79,61,0.5,"yes"
"1078","AB2250","c11k88","Small","C",435,73,8,"no"
"1079","AB2252","c11k89","Small","C",341,24,5,"yes"
"1080","AB2254","c11k90","Small","C",470,40,10,"no"
"1081","AB2255","c11k91","Small","C",395,63,7,"yes"
"1082","AB2257","c11k92","Small","C",350,72,5,"yes"
"1083","AB2258","c11k93","Small","C",394,87,7,"yes"
"1084","AB2259","c11k94","Small","C",463,24,10,"yes"
"1085","AB226","c11k95","Small","C",101,73,0.5,"yes"
"1086","AB2260","c11k96","Small","C",443,30,8,"no"
"1087","AB2261","c11k97","Small","C",440,70,8,"no"
"1088","AB2262","c11k98","Small","C",460,55,9,"yes"
"1089","AB2264","c11k99","Small","C",490,102,10.5,"yes"
"1090","AB2265","c12k1","Small","C",477,61,10,"yes"
"1091","AB2266","c12k2","Small","C",411,80,7,"no"
"1092","AB2268","c12k3","Small","C",385,74,6,"no"
"1093","AB2269","c12k4","Small","C",450,70,9,"no"
"1094","AB227","c12k5","Small","C",122,54,0.5,"yes"
"1095","AB2270","c12k6","Small","C",430,77,8,"no"
"1096","AB2271","c12k7","Small","C",360,73,5,"yes"
"1097","AB2273","c12k8","Small","C",357,21,5,"no"
"1098","AB2274","c12k9","Small","C",443,74,8,"no"
"1099","AB2275","c12k10","Small","C",440,74,8,"yes"
"1100","AB2276","c12k11","Small","C",410,88,7,"yes"
"1101","AB2277","c12k12","Small","C",370,33,6,"yes"
"1102","AB2278","c12k13","Small","C",374,14,6,"yes"
"1103","AB2279","c12k14","Small","C",440,49,8,"yes"
"1104","AB228","c12k15","Small","C",196,85,1,"yes"
"1105","AB2280","c12k16","Small","C",430,61,8,"yes"
"1106","AB2282","c12k17","Small","C",362,45,5,"yes"
"1107","AB2283","c12k18","Small","C",400,87,7,"no"
"1108","AB2284","c12k19","Small","C",215,6,2,"yes"
"1109","AB2285","c12k20","Small","C",428,57,8,"no"
"1110","AB2286","c12k21","Small","C",400,19,7,"no"
"1111","AB2287","c12k22","Small","C",499,90,10.5,"yes"
"1112","AB2288","c12k23","Small","C",400,55,7,"yes"
"1113","AB2289","c12k24","Small","C",440,82,8,"yes"
"1114","AB229","c12k25","Small","C",198,77,1,"no"
"1115","AB2290","c12k26","Small","C",450,22,9,"yes"
"1116","AB2291","c12k27","Small","C",410,52,7,"no"
"1117","AB2292","c12k28","Small","C",460,79,9,"yes"
"1118","AB2293","c12k29","Small","C",450,79,9,"yes"
"1119","AB2294","c12k30","Small","C",460,27,9,"no"
"1120","AB2295","c12k31","Small","C",370,66,6,"yes"
"1121","AB2296","c12k32","Small","C",461,44,9,"no"
"1122","AB2297","c12k33","Small","C",416,100,7,"yes"
"1123","AB2298","c12k34","Small","C",303,30,4,"yes"
"1124","AB2299","c12k35","Small","C",324,31,4,"no"
"1125","AB230","c12k36","Small","C",158,15,1,"yes"
"1126","AB2300","c12k37","Small","C",450,27,9,"no"
"1127","AB2301","c12k38","Small","C",457,67,9,"no"
"1128","AB2302","c12k39","Small","C",466,76,10,"no"
"1129","AB2303","c12k40","Small","C",468,32,10,"yes"
"1130","AB2304","c12k41","Small","C",360,73,5,"yes"
"1131","AB2306","c12k42","Small","C",350,25,5,"yes"
"1132","AB2309","c12k43","Small","C",495,38,10.5,"no"
"1133","AB231","c12k44","Small","C",42,57,0.5,"no"
"1134","AB2310","c12k45","Small","C",324,31,4,"no"
"1135","AB2311","c12k46","Small","C",393,67,7,"yes"
"1136","AB2312","c12k47","Small","C",424,61,8,"yes"
"1137","AB2313","c12k48","Small","C",425,21,8,"yes"
"1138","AB2314","c12k49","Small","C",451,19,9,"no"
"1139","AB2315","c12k50","Small","C",460,95,9,"no"
"1140","AB2316","c12k51","Small","C",392,47,7,"yes"
"1141","AB2317","c12k52","Small","C",433,97,8,"yes"
"1142","AB2318","c12k53","Small","C",414,28,7,"yes"
"1143","AB2319","c12k54","Small","C",419,100,7,"yes"
"1144","AB232","c12k55","Small","C",87,9,0.5,"yes"
"1145","AB2320","c12k56","Small","C",391,75,7,"yes"
"1146","AB2321","c12k57","Small","C",454,51,9,"yes"
"1147","AB2322","c12k58","Small","C",416,80,7,"no"
"1148","AB2323","c12k59","Small","C",464,32,10,"yes"
"1149","AB2324","c12k60","Small","C",356,61,5,"yes"
"1150","AB2325","c12k61","Small","C",404,79,7,"yes"
"1151","AB2326","c12k62","Small","C",424,45,8,"no"
"1152","AB2328","c12k63","Small","C",473,25,10,"yes"
"1153","AB2329","c12k64","Small","C",427,85,8,"no"
"1154","AB233","c12k65","Small","C",111,14,0.5,"no"
"1155","AB2330","c12k66","Small","C",354,25,5,"yes"
"1156","AB2331","c12k67","Small","C",248,79,2,"yes"
"1157","AB2332","c12k68","Small","C",434,61,8,"no"
"1158","AB2333","c12k69","Small","C",364,57,6,"yes"
"1159","AB2335","c12k70","Small","C",380,50,6,"no"
"1160","AB2336","c12k71","Small","C",386,47,6,"yes"
"1161","AB2338","c12k72","Small","C",421,81,8,"yes"
"1162","AB2339","c12k73","Small","C",425,21,8,"yes"
"1163","AB234","c12k74","Small","C",64,49,0.5,"yes"
"1164","AB2341","c12k75","Small","C",431,33,8,"yes"
"1165","AB2342","c12k76","Small","C",409,52,7,"no"
"1166","AB2343","c12k77","Small","C",455,67,9,"no"
"1167","AB2344","c12k78","Small","C",388,95,6,"yes"
"1168","AB2345","c12k79","Small","C",341,76,5,"yes"
"1169","AB2346","c12k80","Small","C",314,70,4,"no"
"1170","AB2347","c12k81","Small","C",473,25,10,"no"
"1171","AB2348","c12k82","Small","C",291,17,3,"yes"
"1172","AB2349","c12k83","Small","C",374,34,6,"yes"
"1173","AB235","c12k84","Small","C",65,37,0.5,"yes"
"1174","AB2350","c12k85","Small","C",373,26,6,"yes"
"1175","AB2351","c12k86","Small","C",461,36,9,"yes"
"1176","AB2353","c12k87","Small","C",484,25,10.5,"no"
"1177","AB2354","c12k88","Small","C",300,78,3,"yes"
"1178","AB2355","c12k89","Small","C",428,17,8,"yes"
"1179","AB2356","c12k90","Small","C",436,29,8,"no"
"1180","AB2357","c12k91","Small","C",347,12,5,"yes"
"1181","AB2358","c12k92","Small","C",348,56,5,"yes"
"1182","AB2359","c12k93","Small","C",367,53,6,"yes"
"1183","AB236","c12k94","Small","C",92,81,0.5,"yes"
"1184","AB2360","c12k95","Small","C",445,86,9,"no"
"1185","AB2361","c12k96","Small","C",458,55,9,"no"
"1186","AB2362","c12k97","Small","C",382,66,6,"yes"
"1187","AB2363","c12k98","Small","C",449,58,9,"yes"
"1188","AB2364","c12k99","Small","C",405,76,7,"no"
"1189","AB2365","c13k1","Small","C",380,74,6,"yes"
"1190","AB2366","c13k2","Small","C",470,40,10,"yes"
"1191","AB2367","c13k3","Small","C",377,50,6,"yes"
"1192","AB2368","c13k4","Small","C",438,61,8,"yes"
"1193","AB2369","c13k5","Small","C",460,51,9,"yes"
"1194","AB237","c13k6","Small","C",166,64,1,"no"
"1195","AB2370","c13k7","Small","C",340,28,5,"yes"
"1196","AB2371","c13k8","Small","C",400,55,7,"yes"
"1197","AB2372","c13k9","Small","C",467,84,10,"no"
"1198","AB2373","c13k10","Small","C",452,79,9,"yes"
"1199","AB2374","c13k11","Small","C",359,41,5,"yes"
"1200","AB2375","c13k12","Small","C",489,101,10.5,"yes"
"1201","AB2377","c13k13","Small","C",365,81,6,"yes"
"1202","AB238","c13k14","Small","C",170,8,1,"yes"
"1203","AB2380","c13k15","Small","C",421,21,8,"no"
"1204","AB2381","c13k16","Small","C",481,25,10.5,"yes"
"1205","AB2383","c13k17","Small","C",484,69,10.5,"no"
"1206","AB2384","c13k18","Small","C",361,65,5,"yes"
"1207","AB2385","c13k19","Small","C",375,46,6,"yes"
"1208","AB2386","c13k20","Small","C",339,60,5,"no"
"1209","AB2387","c13k21","Small","C",405,52,7,"no"
"1210","AB2388","c13k22","Small","C",425,21,8,"yes"
"1211","AB2389","c13k23","Small","C",440,58,8,"no"
"1212","AB239","c13k24","Small","C",198,57,1,"no"
"1213","AB2390","c13k25","Small","C",398,83,7,"no"
"1214","AB2391","c13k26","Small","C",369,29,6,"no"
"1215","AB2392","c13k27","Small","C",329,31,4,"no"
"1216","AB2393","c13k28","Small","C",410,60,7,"yes"
"1217","AB2394","c13k29","Small","C",460,75,9,"yes"
"1218","AB2396","c13k30","Small","C",395,87,7,"yes"
"1219","AB240","c13k31","Small","C",98,29,0.5,"yes"
"1220","AB241","c13k32","Small","C",80,65,0.5,"yes"
"1221","AB242","c13k33","Small","C",38,81,0.5,"yes"
"1222","AB243","c13k34","Small","C",93,65,0.5,"no"
"1223","AB244","c13k35","Small","C",121,30,0.5,"no"
"1224","AB245","c13k36","Small","C",190,13,1,"yes"
"1225","AB246","c13k37","Small","C",184,20,1,"no"
"1226","AB247","c13k38","Small","C",79,29,0.5,"no"
"1227","AB248","c13k39","Small","C",117,18,0.5,"yes"
"1228","AB249","c13k40","Small","C",91,61,0.5,"no"
"1229","AB250","c13k41","Small","C",98,9,0.5,"no"
"1230","AB251","c13k42","Small","C",103,53,0.5,"yes"
"1231","AB252","c13k43","Small","C",80,29,0.5,"yes"
"1232","AB253","c13k44","Small","C",154,75,1,"yes"
"1233","AB254","c13k45","Small","C",82,25,0.5,"no"
"1234","AB255","c13k46","Small","C",82,21,0.5,"no"
"1235","AB256","c13k47","Small","C",85,25,0.5,"no"
"1236","AB257","c13k48","Small","C",97,25,0.5,"no"
"1237","AB258","c13k49","Small","C",110,18,0.5,"yes"
"1238","AB259","c13k50","Small","C",111,2,0.5,"yes"
"1239","AB260","c13k51","Small","C",111,6,0.5,"yes"
"1240","AB261","c13k52","Small","C",141,43,0.5,"no"
"1241","AB262","c13k53","Small","C",185,56,1,"yes"
"1242","AB263","c13k54","Small","C",177,48,1,"no"
"1243","AB264","c13k55","Small","C",23,77,0.5,"no"
"1244","AB265","c13k56","Small","C",67,45,0.5,"yes"
"1245","AB266","c13k57","Small","C",93,5,0.5,"no"
"1246","AB267","c13k58","Small","C",121,42,0.5,"yes"
"1247","AB268","c13k59","Small","C",116,78,0.5,"no"
"1248","AB269","c13k60","Small","C",120,10,0.5,"yes"
"1249","AB270","c13k61","Small","C",154,3,1,"no"
"1250","AB271","c13k62","Small","C",155,79,1,"no"
"1251","AB272","c13k63","Small","C",112,70,0.5,"yes"
"1252","AB273","c13k64","Small","C",183,84,1,"yes"
"1253","AB274","c13k65","Small","C",117,62,0.5,"yes"
"1254","AB275","c13k66","Small","C",96,57,0.5,"yes"
"1255","AB276","c13k67","Small","C",119,38,0.5,"yes"
"1256","AB277","c13k68","Small","C",130,46,0.5,"yes"
"1257","AB278","c13k69","Small","C",132,19,0.5,"yes"
"1258","AB279","c13k70","Small","C",152,23,1,"no"
"1259","AB280","c13k71","Small","C",142,75,0.5,"yes"
"1260","AB281","c13k72","Small","C",170,36,1,"no"
"1261","AB282","c13k73","Small","C",52,13,0.5,"no"
"1262","AB283","c13k74","Small","C",95,29,0.5,"no"
"1263","AB284","c13k75","Small","C",95,85,0.5,"yes"
"1264","AB285","c13k76","Small","C",120,54,0.5,"no"
"1265","AB286","c13k77","Small","C",143,83,0.5,"yes"
"1266","AB287","c13k78","Small","C",127,42,0.5,"no"
"1267","AB288","c13k79","Small","C",133,39,0.5,"yes"
"1268","AB289","c13k80","Small","C",156,27,1,"yes"
"1269","AB290","c13k81","Small","C",144,47,0.5,"no"
"1270","AB291","c13k82","Small","C",168,16,1,"yes"
"1271","AB292","c13k83","Small","C",158,23,1,"no"
"1272","AB293","c13k84","Small","C",77,69,0.5,"no"
"1273","AB294","c13k85","Small","C",103,25,0.5,"no"
"1274","AB295","c13k86","Small","C",121,6,0.5,"yes"
"1275","AB296","c13k87","Small","C",173,68,1,"no"
"1276","AB297","c13k88","Small","C",189,21,1,"yes"
"1277","AB298","c13k89","Small","C",153,7,1,"no"
"1278","AB299","c13k90","Small","C",120,74,0.5,"no"
"1279","AB300","c13k91","Small","C",175,28,1,"yes"
"1280","AB301","c13k92","Small","C",122,78,0.5,"yes"
"1281","AB302","c13k93","Small","C",204,53,1,"yes"
"1282","AB303","c13k94","Small","C",111,38,0.5,"no"
"1283","AB304","c13k95","Small","C",149,7,0.5,"yes"
"1284","AB305","c13k96","Small","C",184,12,1,"no"
"1285","AB306","c13k97","Small","C",148,79,0.5,"no"
"1286","AB307","c13k98","Small","C",101,77,0.5,"yes"
"1287","AB308","c13k99","Small","C",120,46,0.5,"yes"
"1288","AB309","c14k1","Small","C",101,53,0.5,"no"
"1289","AB310","c14k2","Small","C",120,10,0.5,"yes"
"1290","AB311","c14k3","Small","C",122,42,0.5,"yes"
"1291","AB312","c14k4","Small","C",164,36,1,"no"
"1292","AB313","c14k5","Small","C",196,77,1,"no"
"1293","AB314","c14k6","Small","C",152,79,1,"yes"
"1294","AB315","c14k7","Small","C",174,12,1,"no"
"1295","AB316","c14k8","Small","C",52,69,0.5,"no"
"1296","AB317","c14k9","Small","C",96,69,0.5,"yes"
"1297","AB318","c14k10","Small","C",103,33,0.5,"no"
"1298","AB319","c14k11","Small","C",98,25,0.5,"yes"
"1299","AB320","c14k12","Small","C",121,22,0.5,"yes"
"1300","AB321","c14k13","Small","C",133,35,0.5,"yes"
"1301","AB322","c14k14","Small","C",144,87,0.5,"no"
"1302","AB323","c14k15","Small","C",151,75,1,"no"
"1303","AB324","c14k16","Small","C",146,47,0.5,"no"
"1304","AB325","c14k17","Small","C",172,16,1,"no"
"1305","AB326","c14k18","Small","C",182,8,1,"yes"
"1306","AB327","c14k19","Small","C",200,9,1,"no"
"1307","AB328","c14k20","Small","C",151,27,1,"yes"
"1308","AB329","c14k21","Small","C",168,8,1,"no"
"1309","AB330","c14k22","Small","C",138,7,0.5,"yes"
"1310","AB331","c14k23","Small","C",169,28,1,"yes"
"1311","AB332","c14k24","Small","C",172,24,1,"yes"
"1312","AB333","c14k25","Small","C",134,59,0.5,"yes"
"1313","AB334","c14k26","Small","C",162,36,1,"no"
"1314","AB335","c14k27","Small","C",65,65,0.5,"yes"
"1315","AB336","c14k28","Small","C",131,22,0.5,"no"
"1316","AB337","c14k29","Small","C",131,74,0.5,"no"
"1317","AB338","c14k30","Small","C",127,46,0.5,"yes"
"1318","AB339","c14k31","Small","C",122,30,0.5,"yes"
"1319","AB340","c14k32","Small","C",134,83,0.5,"yes"
"1320","AB341","c14k33","Small","C",151,59,1,"no"
"1321","AB342","c14k34","Small","C",159,44,1,"yes"
"1322","AB343","c14k35","Small","C",128,54,0.5,"no"
"1323","AB344","c14k36","Small","C",127,14,0.5,"yes"
"1324","AB345","c14k37","Small","C",132,46,0.5,"no"
"1325","AB346","c14k38","Small","C",117,62,0.5,"yes"
"1326","AB347","c14k39","Small","C",136,27,0.5,"yes"
"1327","AB348","c14k40","Small","C",119,78,0.5,"yes"
"1328","AB349","c14k41","Small","C",145,35,0.5,"yes"
"1329","AB350","c14k42","Small","C",139,79,0.5,"yes"
"1330","AB351","c14k43","Small","C",135,75,0.5,"yes"
"1331","AB352","c14k44","Small","C",167,32,1,"yes"
"1332","AB353","c14k45","Small","C",128,62,0.5,"yes"
"1333","AB354","c14k46","Small","C",174,32,1,"yes"
"1334","AB355","c14k47","Small","C",195,21,1,"yes"
"1335","AB356","c14k48","Small","C",209,90,1,"no"
"1336","AB357","c14k49","Small","C",200,45,1,"no"
"1337","AB358","c14k50","Small","C",144,27,0.5,"yes"
"1338","AB359","c14k51","Small","C",154,39,1,"yes"
"1339","AB360","c14k52","Small","C",167,72,1,"yes"
"1340","AB361","c14k53","Small","C",145,27,0.5,"yes"
"1341","AB362","c14k54","Small","C",191,45,1,"yes"
"1342","AB363","c14k55","Small","C",177,56,1,"no"
"1343","AB364","c14k56","Small","C",110,10,0.5,"yes"
"1344","AB365","c14k57","Small","C",143,55,0.5,"no"
"1345","AB366","c14k58","Small","C",78,13,0.5,"yes"
"1346","AB367","c14k59","Small","C",112,86,0.5,"no"
"1347","AB368","c14k60","Small","C",134,55,0.5,"yes"
"1348","AB369","c14k61","Small","C",148,83,0.5,"yes"
"1349","AB370","c14k62","Small","C",185,8,1,"yes"
"1350","AB371","c14k63","Small","C",120,10,0.5,"no"
"1351","AB372","c14k64","Small","C",154,55,1,"yes"
"1352","AB373","c14k65","Small","C",99,21,0.5,"yes"
"1353","AB374","c14k66","Small","C",104,53,0.5,"no"
"1354","AB375","c14k67","Small","C",111,6,0.5,"yes"
"1355","AB376","c14k68","Small","C",109,42,0.5,"yes"
"1356","AB377","c14k69","Small","C",121,50,0.5,"yes"
"1357","AB378","c14k70","Small","C",97,5,0.5,"no"
"1358","AB379","c14k71","Small","C",120,42,0.5,"no"
"1359","AB380","c14k72","Small","C",131,78,0.5,"no"
"1360","AB381","c14k73","Small","C",117,66,0.5,"no"
"1361","AB382","c14k74","Small","C",139,63,0.5,"yes"
"1362","AB383","c14k75","Small","C",144,11,0.5,"no"
"1363","AB384","c14k76","Small","C",188,44,1,"yes"
"1364","AB385","c14k77","Small","C",214,38,1,"no"
"1365","AB386","c14k78","Small","C",48,49,0.5,"no"
"1366","AB387","c14k79","Small","C",64,37,0.5,"yes"
"1367","AB388","c14k80","Small","C",96,29,0.5,"yes"
"1368","AB389","c14k81","Small","C",120,6,0.5,"no"
"1369","AB390","c14k82","Small","C",114,26,0.5,"no"
"1370","AB391","c14k83","Small","C",122,70,0.5,"no"
"1371","AB392","c14k84","Small","C",124,62,0.5,"yes"
"1372","AB393","c14k85","Small","C",123,14,0.5,"yes"
"1373","AB394","c14k86","Small","C",132,82,0.5,"yes"
"1374","AB395","c14k87","Small","C",95,1,0.5,"no"
"1375","AB396","c14k88","Small","C",99,65,0.5,"yes"
"1376","AB397","c14k89","Small","C",153,23,1,"yes"
"1377","AB398","c14k90","Small","C",142,39,0.5,"yes"
"1378","AB399","c14k91","Small","C",169,68,1,"no"
"1379","AB400","c14k92","Small","C",146,35,0.5,"yes"
"1380","AB401","c14k93","Small","C",188,73,1,"yes"
"1381","AB402","c14k94","Small","C",191,9,1,"yes"
"1382","AB403","c14k95","Small","C",169,48,1,"yes"
"1383","AB404","c14k96","Small","C",77,73,0.5,"no"
"1384","AB405","c14k97","Small","C",108,42,0.5,"yes"
"1385","AB406","c14k98","Small","C",119,54,0.5,"no"
"1386","AB407","c14k99","Small","C",159,60,1,"no"
"1387","AB408","c15k1","Small","C",119,66,0.5,"yes"
"1388","AB409","c15k2","Small","C",131,18,0.5,"yes"
"1389","AB410","c15k3","Small","C",165,76,1,"yes"
"1390","AB411","c15k4","Small","C",168,32,1,"yes"
"1391","AB412","c15k5","Small","C",76,85,0.5,"yes"
"1392","AB413","c15k6","Small","C",155,55,1,"no"
"1393","AB414","c15k7","Small","C",113,62,0.5,"no"
"1394","AB415","c15k8","Small","C",118,34,0.5,"yes"
"1395","AB416","c15k9","Small","C",174,36,1,"no"
"1396","AB417","c15k10","Small","C",149,27,0.5,"yes"
"1397","AB418","c15k11","Small","C",246,7,2,"yes"
"1398","AB419","c15k12","Small","C",248,79,2,"yes"
"1399","AB420","c15k13","Small","C",206,58,1,"no"
"1400","AB421","c15k14","Small","C",257,68,2,"yes"
"1401","AB422","c15k15","Small","C",230,86,2,"yes"
"1402","AB423","c15k16","Small","C",300,50,3,"yes"
"1403","AB424","c15k17","Small","C",230,39,2,"yes"
"1404","AB425","c15k18","Small","C",305,66,4,"yes"
"1405","AB426","c15k19","Small","C",321,55,4,"yes"
"1406","AB427","c15k20","Small","C",206,66,1,"yes"
"1407","AB428","c15k21","Small","C",324,63,4,"yes"
"1408","AB429","c15k22","Small","C",270,60,3,"no"
"1409","AB430","c15k23","Small","C",276,48,3,"yes"
"1410","AB431","c15k24","Small","C",247,35,2,"yes"
"1411","AB432","c15k25","Small","C",241,75,2,"yes"
"1412","AB433","c15k26","Small","C",232,87,2,"no"
"1413","AB434","c15k27","Small","C",264,48,3,"yes"
"1414","AB435","c15k28","Small","C",278,13,3,"no"
"1415","AB436","c15k29","Small","C",299,61,3,"yes"
"1416","AB437","c15k30","Small","C",183,68,1,"yes"
"1417","AB438","c15k31","Small","C",253,40,2,"no"
"1418","AB439","c15k32","Small","C",267,16,3,"yes"
"1419","AB440","c15k33","Small","C",284,41,3,"no"
"1420","AB441","c15k34","Small","C",263,36,3,"yes"
"1421","AB442","c15k35","Small","C",321,27,4,"yes"
"1422","AB443","c15k36","Small","C",249,67,2,"no"
"1423","AB444","c15k37","Small","C",220,74,2,"no"
"1424","AB445","c15k38","Small","C",263,28,3,"yes"
"1425","AB446","c15k39","Small","C",257,52,2,"yes"
"1426","AB447","c15k40","Small","C",250,91,2,"yes"
"1427","AB448","c15k41","Small","C",222,78,2,"yes"
"1428","AB449","c15k42","Small","C",197,41,1,"no"
"1429","AB450","c15k43","Small","C",292,29,3,"yes"
"1430","AB451","c15k44","Small","C",286,13,3,"yes"
"1431","AB452","c15k45","Small","C",186,60,1,"yes"
"1432","AB453","c15k46","Small","C",262,56,2,"yes"
"1433","AB454","c15k47","Small","C",200,17,1,"no"
"1434","AB455","c15k48","Small","C",267,44,3,"no"
"1435","AB456","c15k49","Small","C",267,24,3,"no"
"1436","AB457","c15k50","Small","C",260,80,2,"yes"
"1437","AB458","c15k51","Small","C",236,43,2,"yes"
"1438","AB459","c15k52","Small","C",365,29,6,"yes"
