"","Poor","Canton","Gender","AgeGroup","Edu","CivStat","NChild","Working","FirstJob","LastJob","Origin","SocMob","RetirTiming","ProfCar","Pension","TimFirstChild"
"473",0,"Valais","male","80-84","medium","married",3,"no","b-collar","upper","Swiss","up","legal","full employment","1+2","norm"
"474",0,"Valais","male","80-84","high","married",2,"no","upper","upper","Swiss","stag","early","missing / early retirement","1+2","norm"
"475",0,"Valais","male","80-84","medium","widow",2,"no","b-collar","upper","Swiss","up","legal","stop and restart","1+2+3","norm"
"476",NA,"Valais","male","80-84","medium","married",3,"no","b-collar","b-collar","Swiss","stag","legal","missing / early retirement","1+2","norm"
"477",0,"Valais","male","80-84","medium","married",3,"no","b-collar",NA,"Swiss",NA,"early","full employment","1+2","norm"
"478",0,"Valais","male","80-84","medium","widow",3,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","norm"
"479",0,"Valais","male","80-84","medium","sep/div",3,"no","b-collar","intermed","Swiss","up","legal","full employment","1+savings","early"
"480",0,"Valais","male","80-84","medium","married",7,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2","norm"
"481",1,"Valais","male","80-84","low","married",3,"no","b-collar","w-collar","Swiss","up","legal","missing / early retirement","1+2","norm"
"482",0,"Valais","male","80-84","high","married",6,"no","b-collar","upper","Swiss","up","legal","full employment","1+2+3","norm"
"483",0,"Valais","male","80-84","medium","widow",2,"no","intermed","intermed","Swiss","stag","legal","full employment","1+2","norm"
"484",0,"Valais","male","80-84","high","married",4,"yes","selfemp","selfemp","Swiss","stag","legal","full employment","1+savings","norm"
"485",1,"Valais","male","80-84","high","married",4,"no","w-collar","w-collar","Swiss","stag","legal","stop and restart","1+2","norm"
"486",0,"Valais","male","80-84","high","single",0,"no","intermed","upper","Swiss","up","late","full employment","1+support","no-child"
"487",0,"Valais","male","80-84","medium","married",4,"no","b-collar","upper","Swiss","up","early","full employment","1+2","norm"
"488",0,"Valais","male","80-84","high","married",4,"no","w-collar","w-collar","Swiss","stag","legal","full employment","1+2+3","norm"
"489",NA,"Valais","male","80-84","high","married",8,"no","b-collar","upper","Swiss","up","legal","full employment","1+2","norm"
"490",0,"Valais","male","80-84","medium","married",2,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","norm"
"491",0,"Valais","male","80-84","medium","married",1,"no","upper","b-collar","Swiss","down","early","missing / early retirement","1+2+3","late"
"492",0,"Valais","male","80-84","high","married",1,"no","selfemp","selfemp","other","stag","late","full employment","1+support","norm"
"493",0,"Valais","male","80-84","medium","married",5,"no","b-collar","selfemp","Swiss","up","legal","missing / early retirement","1+2+3+work","norm"
"494",0,"Valais","male","80-84","high","sep/div",4,"no","w-collar","upper","Swiss","up","early","full employment","1+support","late"
"495",0,"Valais","male","80-84","low","married",3,"no","b-collar","b-collar","Swiss","stag","early","full employment","1+2","norm"
"496",1,"Valais","male","80-84","low","married",4,"no","selfemp","b-collar","Swiss","down","early","start and stop","1+support","norm"
"497",0,"Valais","male","80-84","medium","sep/div",5,"no","b-collar","w-collar","Swiss","up","legal","full employment","1+support","norm"
"498",0,"Valais","male","80-84","high","married",2,"yes","upper","selfemp","Swiss","down",NA,"full employment","1+savings","norm"
"499",0,"Valais","male","80-84","high","widow",4,"no","intermed","upper","Swiss","up","legal","full employment","1+2+3","norm"
"500",0,"Valais","male","80-84","high","married",4,"no","selfemp","upper","Swiss","up","late","full employment","1+support","norm"
"501",0,"Valais","male","80-84","high","married",1,"no","intermed","intermed","Swiss","stag","legal","full employment","1+2","norm"
"502",0,"Valais","male","80-84","medium","married",1,"no","b-collar","b-collar","Swiss","stag","legal","missing / early retirement","1+2","norm"
"503",0,"Valais","male","80-84","high","sep/div",3,"no","intermed","intermed","Swiss","stag","early","full employment","1+2","early"
"504",0,"Valais","male","85-89","medium","married",2,"no","w-collar","intermed","Swiss","up","late","full employment","1+2+3","norm"
"505",0,"Valais","male","85-89","high","married",3,"no","upper","upper","Swiss","stag","early","full employment","1+2+3","norm"
"506",0,"Valais","male","85-89","low","married",3,"no","b-collar","w-collar","Swiss","up","early","full employment","1+2","norm"
"507",0,"Valais","male","85-89","medium","married",2,"no","b-collar","w-collar","Swiss","up","legal","full employment","1+2","late"
"508",0,"Valais","male","85-89","low","married",3,"no","selfemp","w-collar","Swiss","down","early","full employment","1+2","late"
"509",1,"Valais","male","85-89","medium","widow",2,"no","upper","upper","other","stag","early","missing / early retirement","1+support","early"
"510",1,"Valais","male","90","medium","sep/div",3,"no","selfemp","selfemp","Swiss","stag","late","full employment","1+savings","norm"
"511",NA,"Valais","male","85-89","medium","widow",4,"no","selfemp","selfemp","Swiss","stag",NA,"full employment","1+support","norm"
"512",0,"Valais","male","85-89","low","widow",2,"no","b-collar","selfemp","Swiss","up","early","full employment","1+support","late"
"513",0,"Valais","male","85-89","low","widow",5,"no","b-collar","w-collar","Swiss","up","legal","full employment","1+2","norm"
"514",1,"Valais","male","85-89","medium","widow",2,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+support","norm"
"515",0,"Valais","male","85-89","medium","married",3,"no","w-collar","w-collar","Swiss","stag","late","full employment","1+2+3","norm"
"516",1,"Valais","male","85-89","low","married",9,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+support","norm"
"517",0,"Valais","male","85-89",NA,"married",6,"no","selfemp","intermed","Swiss","down","legal","full employment","1+2","norm"
"518",NA,"Valais","male","85-89","medium","widow",3,"no","b-collar","b-collar","other","stag","legal","full employment","1+savings","norm"
"519",1,"Valais","male","85-89","high","widow",4,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+support","early"
"520",NA,"Valais","male","85-89","high","single",0,"no","upper","w-collar","Swiss","down","legal","full employment","1+support","no-child"
"521",0,"Valais","male","85-89","medium","single",0,"no","b-collar","intermed","Swiss","up","legal","missing / early retirement","1+2","no-child"
"522",0,"Valais","male","85-89","low","married",4,"no","b-collar","selfemp","Swiss","up","late","full employment","1+savings","norm"
"523",NA,"Valais","male","85-89","medium","widow",4,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","norm"
"524",1,"Valais","male","85-89","low","married",1,"no","b-collar","b-collar","other","stag","legal","full employment","1+support","norm"
"525",0,"Valais","male","85-89","high","married",2,"no","b-collar","upper","Swiss","up","late","full employment","1+savings","norm"
"526",0,"Valais","male","85-89","high","married",1,"no","upper","selfemp","Swiss","down","late","full employment","1+savings","late"
"527",0,"Valais","male","85-89","high","married",3,"no","upper","upper","other","stag","legal","full employment","1+support","norm"
"528",0,"Valais","male","85-89","medium","married",3,"no","w-collar","upper","Swiss","up","legal","missing / early retirement","1+2","norm"
"529",0,"Valais","male","85-89","high","married",2,"no","w-collar","upper","Swiss","up","legal","full employment","1+2","late"
"530",0,"Valais","male","85-89","high","married",1,"no","w-collar","w-collar","Swiss","stag","early","missing / early retirement","1+2","early"
"531",0,"Valais","male","85-89","high","married",3,"no","upper","upper","Swiss","stag","late","missing / early retirement","1+savings","norm"
"532",0,"Valais","male","85-89","high","widow",4,"no","upper","selfemp","Swiss","down","late","full employment","1+2+3","norm"
"533",0,"Valais","male","85-89","high","married",3,"no","b-collar","upper","Swiss","up","legal","full employment","1+2+3","norm"
"534",0,"Valais","male","85-89","medium","married",2,"yes","upper","upper","Swiss","stag",NA,"full employment","1+2+3+work","norm"
"535",0,"Valais","male","85-89","medium","married",3,"no","b-collar","b-collar","other","stag","legal","missing / early retirement","1+support","late"
"536",0,"Valais","male","85-89","medium","widow",3,"no","b-collar","b-collar","Swiss","stag","legal","full employment","1+2","norm"
"537",1,"Valais","male","85-89","medium","married",2,"no","w-collar","selfemp","Swiss","up","late","missing / early retirement","1+support","late"
"538",0,"Valais","male","85-89","high","married",4,"no","b-collar","upper","Swiss","up","legal","full employment","1+2","norm"
"539",0,"Valais","male","85-89","high","married",3,"no","b-collar","upper","Swiss","up","legal","full employment","1+2+3","norm"
"540",1,"Valais","male","85-89","low","married",6,"no","b-collar","selfemp","Swiss","up","legal","full employment","1+support","norm"
"541",0,"Valais","male","85-89","medium","married",2,"no","b-collar","intermed","Swiss","up","legal","missing / early retirement","1+2+3","norm"
"542",1,"Valais","male","85-89","low","married",2,NA,"intermed","intermed","Swiss","stag",NA,"full employment","1+2+3","norm"
"543",0,"Valais","male","85-89","low","married",1,"no","w-collar","selfemp","Swiss","up","legal","full employment","1+savings","norm"
"544",0,"Valais","male","85-89","high","married",8,"no","w-collar","w-collar","Swiss","stag","early","full employment","1+2+3","norm"
"545",0,"Valais","male","85-89","medium","married",4,"no","b-collar","selfemp","Swiss","up","early","missing / early retirement","1+savings","norm"
"546",0,"Valais","male","70-74","high","widow",2,"no","upper","upper","Swiss","stag","legal","full employment","1+2",NA
"547",1,"Valais","male","90","low","widow",6,"no","selfemp","selfemp","Swiss","stag","legal","full employment","1+support","norm"
"548",NA,"Valais","male","90","high","widow",3,"no","upper","upper","Swiss","stag","late",NA,"1+support",NA
"549",NA,"Valais","male","90","low","married",2,"no","b-collar","w-collar","Swiss","up","legal","full employment","1+2","norm"
"550",0,"Valais","male","90","high","widow",1,"no","upper","upper","Swiss","stag","legal","full employment","1+support","norm"
"551",0,"Valais","male","90","high","married",0,"no","upper","upper","Swiss","stag","legal","full employment","1+2","no-child"
"552",1,"Valais","male","90","high","single",0,"no","intermed","intermed","Swiss","stag",NA,"full employment","1+support","no-child"
"553",0,"Valais","male","90","medium","married",2,"no","b-collar","upper","Swiss","up","legal","full employment","1+2+3","late"
"554",0,"Valais","male","90","high","married",4,"no","b-collar","upper","Swiss","up","early","full employment","1+2","norm"
"555",NA,"Valais","male","90","medium","married",2,"no","b-collar","selfemp","Swiss","up","late","full employment","1+2","norm"
"556",0,"Valais","male","90","medium","married",6,"no","b-collar","b-collar","Swiss","stag","legal","missing / early retirement","1+savings","early"
"557",0,"Valais","male","90","high","married",5,"no","upper","upper","Swiss","stag","legal","full employment","1+2","norm"
"558",0,"Valais","male","85-89","high","married",6,"no","w-collar","w-collar","Swiss","stag","early","missing / early retirement","1+support","norm"
"559",1,"Valais","male","90","low","married",8,"no","b-collar","b-collar","Swiss","stag","early",NA,"1+support","late"
"560",0,"Valais","male","90","high","married",3,"no","upper","selfemp","Swiss","down","late","full employment","1+savings","late"
"561",NA,"Valais","male","90","high","married",4,"no","upper","upper","Swiss","stag","late","full employment","1+support","norm"
"562",NA,"Valais","male","90","high","widow",3,"no","intermed","intermed","other","stag","legal","full employment","1+support","norm"
"563",0,"Valais","male","90","high","married",4,"no","upper","upper","Swiss","stag","legal","full employment","1+2+3","norm"
"564",NA,"Valais","male","90","low","widow",2,"yes","upper","selfemp","Swiss","down",NA,"full employment","1+support","norm"
"565",0,"Valais","male","90","high","married",5,"no","intermed","upper","Swiss","up","legal","full employment","1+2","norm"
"566",1,"Valais","male","90","medium","married",0,NA,"b-collar","b-collar","Swiss","stag",NA,"full employment","1+support","no-child"
"567",0,"Valais","male","90","high","married",1,"no","upper","upper","Swiss","stag","legal","full employment","1+2+3","late"
"568",0,"Valais","male","90","low","widow",2,"no","selfemp","selfemp","Swiss","stag","legal","full employment","1+savings","norm"
"569",NA,"Valais","male","90","medium","married",5,"no","b-collar","intermed","Swiss","up","legal","full employment","1+support","norm"
"570",1,"Valais","male","90","high","married",0,"no","upper","upper","other","stag","early","missing / early retirement","1+support","no-child"
"571",NA,"Valais","male","90","medium","married",5,"no","b-collar","w-collar","Swiss","up",NA,"missing / early retirement","1+support","norm"
"572",1,"Valais","male","90","medium","married",2,"no","b-collar","selfemp","Swiss","up","legal","missing / early retirement","1+support","late"
"573",0,"Valais","male","90",NA,"widow",4,"no","selfemp","selfemp","Swiss","stag","late","full employment","1+savings","norm"
"574",NA,"Valais","male","90","medium","widow",7,"no","b-collar","selfemp","Swiss","up",NA,"stop and restart","1+support","norm"
"575",NA,"Valais","male","90","high","married",3,"no","b-collar","selfemp","Swiss","up","legal","start and stop","1+support","norm"
"576",1,"Valais","male","90","low","widow",4,"no","w-collar","upper","Swiss","up","legal","stop and restart","1+support","norm"
