"","Name","Code","Year","GDP","laborrate","healthexp","infmortality"
"6806","Morocco","MAR",1982,741.4955918257,52.2,NA,NA
"6807","Morocco","MAR",1983,652.5734433067,52.5,NA,NA
"6808","Morocco","MAR",1984,581.5808455932,52.4,NA,NA
"6809","Morocco","MAR",1985,572.6268216658,52.3,NA,NA
"6810","Morocco","MAR",1986,738.6073383517,52.1,NA,NA
"6811","Morocco","MAR",1987,796.7367628007,52.5,NA,NA
"6812","Morocco","MAR",1988,923.6617368271,52.2,NA,NA
"6813","Morocco","MAR",1989,931.6310159734,52.4,NA,NA
"6814","Morocco","MAR",1990,1032.7505789745,52.5,NA,NA
"6815","Morocco","MAR",1991,1093.0834697262,52.3,NA,NA
"6816","Morocco","MAR",1992,1097.82801838,52.9,NA,NA
"6817","Morocco","MAR",1993,1017.0819578993,53.3,NA,NA
"6818","Morocco","MAR",1994,1133.5865747848,52.9,NA,NA
"6819","Morocco","MAR",1995,1213.2782304858,53.7,47.8342635518,55.7
"6820","Morocco","MAR",1996,1327.9301823986,53.4,51.5153778891,53.8
"6821","Morocco","MAR",1997,1194.0524681506,53.9,49.2876925235,51.7
"6822","Morocco","MAR",1998,1410.7910096056,53.9,55.0380958297,49.8
"6823","Morocco","MAR",1999,1382.3945834405,54.3,55.6105497137,47.8
"6824","Morocco","MAR",2000,1271.8110918568,53.4,53.6893747426,46.2
"6825","Morocco","MAR",2001,1280.27976365,51.6,57.409159345,44.3
"6826","Morocco","MAR",2002,1355.5176192185,51.2,72.740291091,42.6
"6827","Morocco","MAR",2003,1651.9595833798,52.2,87.7433465246,40.9
"6828","Morocco","MAR",2004,1867.2506507584,52.7,98.5064069748,39.3
"6829","Morocco","MAR",2005,1930.528000475,52.3,99.0492758588,37.6
"6830","Morocco","MAR",2006,2106.2043471567,52.2,111.3535950603,36
"6831","Morocco","MAR",2007,2388.7938953429,52.4,124.6640849564,34.4
"6832","Morocco","MAR",2008,2793.4476524489,52.4,149.4795789648,33
"6833","Morocco","MAR",2009,2842.3234738873,52.3,155.6751249682,31.7
"6834","Morocco","MAR",2010,2807.5943263538,NA,NA,30.4
"6835","Mozambique","MOZ",1960,NA,NA,NA,NA
"6836","Mozambique","MOZ",1961,NA,NA,NA,NA
"6837","Mozambique","MOZ",1962,NA,NA,NA,NA
"6838","Mozambique","MOZ",1963,NA,NA,NA,NA
"6839","Mozambique","MOZ",1964,NA,NA,NA,NA
"6840","Mozambique","MOZ",1965,NA,NA,NA,NA
"6841","Mozambique","MOZ",1966,NA,NA,NA,NA
"6842","Mozambique","MOZ",1967,NA,NA,NA,NA
"6843","Mozambique","MOZ",1968,NA,NA,NA,NA
"6844","Mozambique","MOZ",1969,NA,NA,NA,NA
"6845","Mozambique","MOZ",1970,NA,NA,NA,NA
"6846","Mozambique","MOZ",1971,NA,NA,NA,NA
"6847","Mozambique","MOZ",1972,NA,NA,NA,NA
"6848","Mozambique","MOZ",1973,NA,NA,NA,NA
"6849","Mozambique","MOZ",1974,NA,NA,NA,NA
"6850","Mozambique","MOZ",1975,NA,NA,NA,NA
"6851","Mozambique","MOZ",1976,NA,NA,NA,NA
"6852","Mozambique","MOZ",1977,NA,NA,NA,NA
"6853","Mozambique","MOZ",1978,NA,NA,NA,NA
"6854","Mozambique","MOZ",1979,NA,NA,NA,NA
"6855","Mozambique","MOZ",1980,290.3369486041,87.3,NA,NA
"6856","Mozambique","MOZ",1981,283.8930153973,87.3,NA,NA
"6857","Mozambique","MOZ",1982,283.9507152785,87.4,NA,NA
"6858","Mozambique","MOZ",1983,249.1964250147,87.7,NA,NA
"6859","Mozambique","MOZ",1984,255.5258807428,87.8,NA,NA
"6860","Mozambique","MOZ",1985,334.323984629,87.7,NA,NA
"6861","Mozambique","MOZ",1986,391.7565141003,87.6,NA,NA
"6862","Mozambique","MOZ",1987,176.1190297154,87.2,NA,NA
"6863","Mozambique","MOZ",1988,156.970459255,86.8,NA,NA
"6864","Mozambique","MOZ",1989,172.9770159683,86.5,NA,NA
"6865","Mozambique","MOZ",1990,181.8280788305,86.5,NA,NA
"6866","Mozambique","MOZ",1991,194.3746880374,86.4,NA,NA
"6867","Mozambique","MOZ",1992,137.5107197607,86.7,NA,NA
"6868","Mozambique","MOZ",1993,136.4999315243,86.8,NA,NA
"6869","Mozambique","MOZ",1994,140.354206466,86.8,NA,NA
"6870","Mozambique","MOZ",1995,141.0109616549,86.9,7.2860648716,131
"6871","Mozambique","MOZ",1996,193.6677986923,86.9,8.2355202383,128.4
"6872","Mozambique","MOZ",1997,222.4971575519,86.8,10.2983288901,125.8
"6873","Mozambique","MOZ",1998,245.1696460921,86.7,11.3929514917,123.5
"6874","Mozambique","MOZ",1999,250.7907785242,86.6,13.2601770204,121.2
"6875","Mozambique","MOZ",2000,233.4392655662,86.7,13.9497947863,118.9
"6876","Mozambique","MOZ",2001,218.0170757547,86.5,12.1311696406,116.5
"6877","Mozambique","MOZ",2002,218.818781312,86.4,13.0949910069,114
"6878","Mozambique","MOZ",2003,236.6101382296,86.4,13.3348926835,111.4
"6879","Mozambique","MOZ",2004,281.4338954636,86.3,14.2476868187,108.8
"6880","Mozambique","MOZ",2005,316.7314038545,86.2,17.1937854192,106.2
"6881","Mozambique","MOZ",2006,333.2931519859,86,16.4799934723,103.5
"6882","Mozambique","MOZ",2007,368.1580528358,85.9,17.7528696466,99.8
"6883","Mozambique","MOZ",2008,442.9010524886,85.9,20.5307344026,97.5
"6884","Mozambique","MOZ",2009,428.1974672266,85.8,24.7248305722,94.6
"6885","Mozambique","MOZ",2010,409.8277900865,NA,NA,92.2
"6886","Myanmar","MMR",1960,NA,NA,NA,NA
"6887","Myanmar","MMR",1961,NA,NA,NA,NA
"6888","Myanmar","MMR",1962,NA,NA,NA,NA
"6889","Myanmar","MMR",1963,NA,NA,NA,NA
"6890","Myanmar","MMR",1964,NA,NA,NA,NA
"6891","Myanmar","MMR",1965,NA,NA,NA,NA
"6892","Myanmar","MMR",1966,NA,NA,NA,NA
"6893","Myanmar","MMR",1967,NA,NA,NA,NA
"6894","Myanmar","MMR",1968,NA,NA,NA,NA
"6895","Myanmar","MMR",1969,NA,NA,NA,NA
"6896","Myanmar","MMR",1970,NA,NA,NA,NA
"6897","Myanmar","MMR",1971,NA,NA,NA,NA
"6898","Myanmar","MMR",1972,NA,NA,NA,NA
"6899","Myanmar","MMR",1973,NA,NA,NA,NA
"6900","Myanmar","MMR",1974,NA,NA,NA,NA
"6901","Myanmar","MMR",1975,NA,NA,NA,NA
"6902","Myanmar","MMR",1976,NA,NA,NA,NA
"6903","Myanmar","MMR",1977,NA,NA,NA,NA
"6904","Myanmar","MMR",1978,NA,NA,NA,NA
"6905","Myanmar","MMR",1979,NA,NA,NA,NA
"6906","Myanmar","MMR",1980,NA,79.4,NA,NA
"6907","Myanmar","MMR",1981,NA,79.2,NA,NA
"6908","Myanmar","MMR",1982,NA,79,NA,NA
"6909","Myanmar","MMR",1983,NA,78.9,NA,NA
"6910","Myanmar","MMR",1984,NA,78.7,NA,NA
"6911","Myanmar","MMR",1985,NA,78.7,NA,NA
"6912","Myanmar","MMR",1986,NA,78.8,NA,NA
"6913","Myanmar","MMR",1987,NA,79.2,NA,NA
"6914","Myanmar","MMR",1988,NA,80,NA,NA
"6915","Myanmar","MMR",1989,NA,79.9,NA,NA
"6916","Myanmar","MMR",1990,NA,79.8,NA,NA
"6917","Myanmar","MMR",1991,NA,80,NA,NA
"6918","Myanmar","MMR",1992,NA,79.6,NA,NA
"6919","Myanmar","MMR",1993,NA,79.4,NA,NA
"6920","Myanmar","MMR",1994,NA,79.2,NA,NA
"6921","Myanmar","MMR",1995,NA,78.9,2.4672483217,71.1
"6922","Myanmar","MMR",1996,NA,78.7,2.441495164,69.5
"6923","Myanmar","MMR",1997,NA,78.5,1.8718431381,67.9
"6924","Myanmar","MMR",1998,NA,78.3,1.9419860898,66.4
"6925","Myanmar","MMR",1999,NA,77.9,2.5055893645,64.9
"6926","Myanmar","MMR",2000,NA,77.3,3.2634010369,63.5
"6927","Myanmar","MMR",2001,NA,76.8,2.5279931615,62.2
"6928","Myanmar","MMR",2002,NA,76.3,2.9076295075,60.4
"6929","Myanmar","MMR",2003,NA,75.8,3.8397497398,59.2
"6930","Myanmar","MMR",2004,NA,75.3,4.7394969355,57.9
"6931","Myanmar","MMR",2005,NA,74.9,4.9211303238,56.6
"6932","Myanmar","MMR",2006,NA,74.5,5.5610937017,55.3
"6933","Myanmar","MMR",2007,NA,74.2,7.1880869097,54.1
"6934","Myanmar","MMR",2008,NA,74.2,9.9595997625,53
"6935","Myanmar","MMR",2009,NA,73.8,12.4722269207,52.2
"6936","Myanmar","MMR",2010,NA,NA,NA,50.4
"6937","Namibia","NAM",1960,NA,NA,NA,NA
"6938","Namibia","NAM",1961,NA,NA,NA,NA
"6939","Namibia","NAM",1962,NA,NA,NA,NA
"6940","Namibia","NAM",1963,NA,NA,NA,NA
"6941","Namibia","NAM",1964,NA,NA,NA,NA
"6942","Namibia","NAM",1965,NA,NA,NA,NA
"6943","Namibia","NAM",1966,NA,NA,NA,NA
"6944","Namibia","NAM",1967,NA,NA,NA,NA
"6945","Namibia","NAM",1968,NA,NA,NA,NA
"6946","Namibia","NAM",1969,NA,NA,NA,NA
"6947","Namibia","NAM",1970,NA,NA,NA,NA
"6948","Namibia","NAM",1971,NA,NA,NA,NA
"6949","Namibia","NAM",1972,NA,NA,NA,NA
"6950","Namibia","NAM",1973,NA,NA,NA,NA
"6951","Namibia","NAM",1974,NA,NA,NA,NA
"6952","Namibia","NAM",1975,NA,NA,NA,NA
"6953","Namibia","NAM",1976,NA,NA,NA,NA
"6954","Namibia","NAM",1977,NA,NA,NA,NA
"6955","Namibia","NAM",1978,NA,NA,NA,NA
"6956","Namibia","NAM",1979,NA,NA,NA,NA
"6957","Namibia","NAM",1980,2141.1680942338,54,NA,NA
"6958","Namibia","NAM",1981,1885.5148298351,53.6,NA,NA
"6959","Namibia","NAM",1982,1705.817695773,53.4,NA,NA
"6960","Namibia","NAM",1983,1782.2927019605,53.3,NA,NA
"6961","Namibia","NAM",1984,1460.8473342954,53.3,NA,NA
"6962","Namibia","NAM",1985,1178.2812997625,53.5,NA,NA
"6963","Namibia","NAM",1986,1277.7483768855,53.8,NA,NA
"6964","Namibia","NAM",1987,1550.7287576593,54.3,NA,NA
"6965","Namibia","NAM",1988,1632.2517304982,54.9,NA,NA
"6966","Namibia","NAM",1989,1594.4150514394,55.5,NA,NA
"6967","Namibia","NAM",1990,1661.1942910868,55.9,NA,NA
"6968","Namibia","NAM",1991,1700.9890183796,56,NA,NA
"6969","Namibia","NAM",1992,1876.0983987581,56.1,NA,NA
"6970","Namibia","NAM",1993,1827.030471689,56.4,NA,NA
"6971","Namibia","NAM",1994,2027.5678163257,56.5,NA,NA
"6972","Namibia","NAM",1995,2121.3457629677,55.7,134.3145543588,46.7
"6973","Namibia","NAM",1996,2052.6220686281,55,138.3155705796,46.9
"6974","Namibia","NAM",1997,2075.0543594509,54.5,146.1579737262,47.3
"6975","Namibia","NAM",1998,1885.4673383266,54.9,133.235028229,47.8
"6976","Namibia","NAM",1999,1829.1528917418,55.4,132.2163595726,48.4
"6977","Namibia","NAM",2000,2061.6209714655,55.8,131.0154954659,48.7
"6978","Namibia","NAM",2001,1831.6832197893,56.1,117.7148571836,48.7
"6979","Namibia","NAM",2002,NA,56.2,109.2224884683,48.3
"6980","Namibia","NAM",2003,2456.9478377645,56.3,166.263024636,47.5
"6981","Namibia","NAM",2004,3232.8479047402,56.2,216.94151524,45.9
"6982","Namibia","NAM",2005,3491.272806046,56.3,264.5263813191,38.6
"6983","Namibia","NAM",2006,3766.7811650409,56.4,280.4725486364,36.3
"6984","Namibia","NAM",2007,4078.6849753573,56.7,292.7872300811,34.7
"6985","Namibia","NAM",2008,4075.365100295,57,284.3294244857,33
"6986","Namibia","NAM",2009,4095.5044409461,57.1,257.9675526871,31.6
"6987","Namibia","NAM",2010,5330.1758655469,NA,NA,29.3
"6988","Nepal","NPL",1960,52.1879169068,NA,NA,NA
"6989","Nepal","NPL",1961,53.6374629767,NA,NA,NA
"6990","Nepal","NPL",1962,56.8291297536,NA,NA,NA
"6991","Nepal","NPL",1963,48.2733436126,NA,NA,NA
"6992","Nepal","NPL",1964,47.2656340692,NA,NA,NA
"6993","Nepal","NPL",1965,68.6696169869,NA,NA,NA
"6994","Nepal","NPL",1966,82.9733824172,NA,NA,NA
"6995","Nepal","NPL",1967,75.4391306935,NA,NA,NA
"6996","Nepal","NPL",1968,67.7198611444,NA,NA,NA
"6997","Nepal","NPL",1969,67.6615719271,NA,NA,NA
"6998","Nepal","NPL",1970,72.661907146,NA,NA,NA
"6999","Nepal","NPL",1971,72.4173738622,NA,NA,NA
"7000","Nepal","NPL",1972,82.1118352854,NA,NA,NA
"7001","Nepal","NPL",1973,76.1624965516,NA,NA,NA
"7002","Nepal","NPL",1974,93.2294448559,NA,NA,NA
"7003","Nepal","NPL",1975,117.833033397,NA,NA,NA
"7004","Nepal","NPL",1976,106.1162630602,NA,NA,NA
"7005","Nepal","NPL",1977,98.6262879153,NA,NA,NA
"7006","Nepal","NPL",1978,111.7804059324,NA,NA,NA
"7007","Nepal","NPL",1979,125.9873978802,NA,NA,NA
"7008","Nepal","NPL",1980,129.3369248799,66.7,NA,NA
"7009","Nepal","NPL",1981,147.712817935,66.7,NA,NA
"7010","Nepal","NPL",1982,151.8539638496,66.9,NA,NA
"7011","Nepal","NPL",1983,151.5034818898,67.1,NA,NA
"7012","Nepal","NPL",1984,156.0619986445,67.4,NA,NA
"7013","Nepal","NPL",1985,154.6949130598,67.6,NA,NA
"7014","Nepal","NPL",1986,164.3915498061,67.8,NA,NA
"7015","Nepal","NPL",1987,166.5446688882,68,NA,NA
"7016","Nepal","NPL",1988,191.7703472121,68.2,NA,NA
"7017","Nepal","NPL",1989,189.2822513911,68.4,NA,NA
"7018","Nepal","NPL",1990,190.1130488429,68.6,NA,NA
"7019","Nepal","NPL",1991,200.5442360832,68.8,NA,NA
"7020","Nepal","NPL",1992,169.6973757712,68.9,NA,NA
"7021","Nepal","NPL",1993,178.1350680961,69,NA,NA
"7022","Nepal","NPL",1994,193.0662053871,69.2,NA,NA
"7023","Nepal","NPL",1995,203.8032185452,69.4,10.3794781991,78.9
"7024","Nepal","NPL",1996,204.2471993345,69.6,10.7303737532,75.7
"7025","Nepal","NPL",1997,216.7608791575,69.8,11.6992263388,72.5
"7026","Nepal","NPL",1998,208.8258627564,70,12.9396068748,69.5
"7027","Nepal","NPL",1999,211.2723521843,70.2,12.3347441286,66.6
"7028","Nepal","NPL",2000,225.1686785117,70.4,11.8598955683,63.8
"7029","Nepal","NPL",2001,224.0006811516,70.6,11.6821847964,61.1
"7030","Nepal","NPL",2002,236.7084020323,70.6,13.1922081996,58.6
"7031","Nepal","NPL",2003,242.1431396047,70.7,13.257044032,56.1
"7032","Nepal","NPL",2004,272.2497201872,70.8,16.8578165508,53.8
"7033","Nepal","NPL",2005,298.008773789,70.9,17.9179828305,51.4
"7034","Nepal","NPL",2006,326.0378227679,71.1,18.2786802226,49.3
"7035","Nepal","NPL",2007,362.2216825888,71.2,23.0598966189,47.2
"7036","Nepal","NPL",2008,434.9576418629,71.5,24.3579017107,45.2
"7037","Nepal","NPL",2009,438.178437353,71.5,25.34453611,43.3
"7038","Nepal","NPL",2010,524.0784873008,NA,NA,41.4
"7039","Netherlands","NLD",1960,1068.7846803068,NA,NA,NA
"7040","Netherlands","NLD",1961,1159.3636687107,NA,NA,NA
"7041","Netherlands","NLD",1962,1240.6452117514,NA,NA,NA
"7042","Netherlands","NLD",1963,1328.0328753191,NA,NA,NA
"7043","Netherlands","NLD",1964,1541.9626231619,NA,NA,NA
"7044","Netherlands","NLD",1965,1708.0591242708,NA,NA,NA
"7045","Netherlands","NLD",1966,1835.838416593,NA,NA,NA
"7046","Netherlands","NLD",1967,1991.39245761,NA,NA,NA
"7047","Netherlands","NLD",1968,2185.2007653465,NA,NA,NA
"7048","Netherlands","NLD",1969,2446.3324145631,NA,NA,NA
"7049","Netherlands","NLD",1970,2711.2634496546,NA,NA,NA
"7050","Netherlands","NLD",1971,3129.5081204337,NA,NA,NA
"7051","Netherlands","NLD",1972,3801.8569987457,NA,NA,NA
"7052","Netherlands","NLD",1973,4981.0791023,NA,NA,NA
"7053","Netherlands","NLD",1974,5845.0530486935,NA,NA,NA
"7054","Netherlands","NLD",1975,6821.8648790747,NA,NA,NA
"7055","Netherlands","NLD",1976,7384.4648567221,NA,NA,NA
"7056","Netherlands","NLD",1977,8575.3571775915,NA,NA,NA
"7057","Netherlands","NLD",1978,10423.899448517,NA,NA,NA
"7058","Netherlands","NLD",1979,11855.5812719503,NA,NA,NA
"7059","Netherlands","NLD",1980,12775.2889873439,55,NA,NA
"7060","Netherlands","NLD",1981,10671.6030788752,55,NA,NA
"7061","Netherlands","NLD",1982,10256.4356267859,55,NA,NA
"7062","Netherlands","NLD",1983,9893.3170944531,54.8,NA,NA
"7063","Netherlands","NLD",1984,9242.0275578554,54.9,NA,NA
"7064","Netherlands","NLD",1985,9194.38933436,55,NA,NA
"7065","Netherlands","NLD",1986,12768.2914550706,55.1,NA,NA
"7066","Netherlands","NLD",1987,15478.1860150854,55.3,NA,NA
"7067","Netherlands","NLD",1988,16436.9232052227,55.1,NA,NA
"7068","Netherlands","NLD",1989,16115.4660612842,55.3,NA,NA
"7069","Netherlands","NLD",1990,19721.1819279599,56.4,NA,NA
"7070","Netherlands","NLD",1991,20130.4019870183,56.8,NA,NA
"7071","Netherlands","NLD",1992,22151.4221711876,57.2,NA,NA
"7072","Netherlands","NLD",1993,21434.2022229315,57.4,NA,NA
"7073","Netherlands","NLD",1994,22832.532345521,58.1,NA,NA
"7074","Netherlands","NLD",1995,27100.2106149808,58.4,2247.4614222562,5.6
"7075","Netherlands","NLD",1996,26936.9331801806,59,2190.4327694736,5.5
"7076","Netherlands","NLD",1997,24766.6925128107,60.3,1952.66646342,5.4
"7077","Netherlands","NLD",1998,25649.6560311947,61,2060.1087724178,5.3
"7078","Netherlands","NLD",1999,26033.3074635852,61.8,2094.8070873658,5.2
"7079","Netherlands","NLD",2000,24179.7314074386,62.8,1908.7093104325,5.1
"7080","Netherlands","NLD",2001,24968.8174196264,63.5,2059.550194681,5
"7081","Netherlands","NLD",2002,27110.60685192,64.1,2404.0839149452,4.9
"7082","Netherlands","NLD",2003,33177.357258652,64.1,3221.2984347495,4.8
"7083","Netherlands","NLD",2004,37458.4328706261,64.3,3707.2049025543,4.6
"7084","Netherlands","NLD",2005,39122.2910794797,64.4,3861.6504869229,4.4
"7085","Netherlands","NLD",2006,41458.9327101763,64.7,4013.4709076762,4.3
"7086","Netherlands","NLD",2007,47770.8012063144,65.6,4622.242356738,4.1
"7087","Netherlands","NLD",2008,53106.4625316923,66.2,5242.8964130989,4
"7088","Netherlands","NLD",2009,48068.3540049871,66.1,5163.7403776847,3.8
"7089","Netherlands","NLD",2010,47158.8731154069,NA,NA,3.6
"7090","New Caledonia","NCL",1960,NA,NA,NA,NA
"7091","New Caledonia","NCL",1961,NA,NA,NA,NA
"7092","New Caledonia","NCL",1962,NA,NA,NA,NA
"7093","New Caledonia","NCL",1963,NA,NA,NA,NA
"7094","New Caledonia","NCL",1964,NA,NA,NA,NA
"7095","New Caledonia","NCL",1965,1734.7227559653,NA,NA,NA
"7096","New Caledonia","NCL",1966,1740.6561393495,NA,NA,NA
"7097","New Caledonia","NCL",1967,1855.4370606914,NA,NA,NA
"7098","New Caledonia","NCL",1968,2151.1135913345,NA,NA,NA
"7099","New Caledonia","NCL",1969,2533.7907794365,NA,NA,NA
"7100","New Caledonia","NCL",1970,3322.3674250298,NA,NA,NA
"7101","New Caledonia","NCL",1971,3640.8396409291,NA,NA,NA
"7102","New Caledonia","NCL",1972,4246.2875940251,NA,NA,NA
"7103","New Caledonia","NCL",1973,4361.7518661078,NA,NA,NA
"7104","New Caledonia","NCL",1974,4941.3319661634,NA,NA,NA
"7105","New Caledonia","NCL",1975,6140.2095175296,NA,NA,NA
"7106","New Caledonia","NCL",1976,5861.1729360796,NA,NA,NA
"7107","New Caledonia","NCL",1977,6050.32559963,NA,NA,NA
"7108","New Caledonia","NCL",1978,6042.5661227958,NA,NA,NA
"7109","New Caledonia","NCL",1979,7405.3641654834,NA,NA,NA
"7110","New Caledonia","NCL",1980,8268.9310671782,61.6,NA,NA
"7111","New Caledonia","NCL",1981,6753.9153488217,61.5,NA,NA
"7112","New Caledonia","NCL",1982,6260.3434588047,61.5,NA,NA
"7113","New Caledonia","NCL",1983,5665.9762066748,61.4,NA,NA
"7114","New Caledonia","NCL",1984,5285.0890906099,61.3,NA,NA
"7115","New Caledonia","NCL",1985,5587.0838021123,61.2,NA,NA
"7116","New Caledonia","NCL",1986,7800.4059602366,61.2,NA,NA
"7117","New Caledonia","NCL",1987,9493.496427488,61,NA,NA
"7118","New Caledonia","NCL",1988,12978.0816160346,60.9,NA,NA
"7119","New Caledonia","NCL",1989,13307.3861043352,60.8,NA,NA
"7120","New Caledonia","NCL",1990,15055.4172847386,60.7,NA,NA
"7121","New Caledonia","NCL",1991,15413.997178848,60.7,NA,NA
"7122","New Caledonia","NCL",1992,16544.2634006811,60.7,NA,NA
"7123","New Caledonia","NCL",1993,16897.2720212845,60.7,NA,NA
"7124","New Caledonia","NCL",1994,16240.2628361963,60.7,NA,NA
"7125","New Caledonia","NCL",1995,18800.2086770467,60.5,NA,NA
"7126","New Caledonia","NCL",1996,18309.4844361767,60.3,NA,NA
"7127","New Caledonia","NCL",1997,16323.4544643308,60,NA,NA
"7128","New Caledonia","NCL",1998,15408.8120988345,59.7,NA,NA
"7129","New Caledonia","NCL",1999,14611.8328032133,59.4,NA,NA
"7130","New Caledonia","NCL",2000,12579.5951055864,59,NA,NA
"7131","New Caledonia","NCL",2001,NA,58.7,NA,NA
"7132","New Caledonia","NCL",2002,NA,58.4,NA,NA
"7133","New Caledonia","NCL",2003,NA,58.2,NA,NA
"7134","New Caledonia","NCL",2004,NA,57.9,NA,NA
"7135","New Caledonia","NCL",2005,NA,57.7,NA,NA
"7136","New Caledonia","NCL",2006,NA,57.5,NA,NA
"7137","New Caledonia","NCL",2007,NA,57.3,NA,NA
"7138","New Caledonia","NCL",2008,NA,57.2,NA,NA
"7139","New Caledonia","NCL",2009,NA,57,NA,NA
"7140","New Caledonia","NCL",2010,NA,NA,NA,NA
"7141","New Zealand","NZL",1960,2312.75497132,NA,NA,NA
"7142","New Zealand","NZL",1961,2343.001722404,NA,NA,NA
"7143","New Zealand","NZL",1962,2448.6286332647,NA,NA,NA
"7144","New Zealand","NZL",1963,2622.0131449999,NA,NA,NA
"7145","New Zealand","NZL",1964,2813.982340742,NA,NA,NA
"7146","New Zealand","NZL",1965,2151.6223691034,NA,NA,NA
"7147","New Zealand","NZL",1966,2191.2306543259,NA,NA,NA
"7148","New Zealand","NZL",1967,2188.4794763326,NA,NA,NA
"7149","New Zealand","NZL",1968,1885.2247527807,NA,NA,NA
"7150","New Zealand","NZL",1969,2054.7748793489,NA,NA,NA
"7151","New Zealand","NZL",1970,2282.5012887325,NA,NA,NA
"7152","New Zealand","NZL",1971,2747.3718950049,NA,NA,NA
"7153","New Zealand","NZL",1972,3264.6662218436,NA,NA,NA
"7154","New Zealand","NZL",1973,4285.0612282401,NA,NA,NA
"7155","New Zealand","NZL",1974,4557.0874765071,NA,NA,NA
"7156","New Zealand","NZL",1975,4113.8792793786,NA,NA,NA
"7157","New Zealand","NZL",1976,4319.2397748617,NA,NA,NA
"7158","New Zealand","NZL",1977,4881.4783056465,NA,NA,NA
"7159","New Zealand","NZL",1978,5851.6828195609,NA,NA,NA
"7160","New Zealand","NZL",1979,6565.5262482728,NA,NA,NA
"7161","New Zealand","NZL",1980,7346.6698387006,66.7,NA,NA
"7162","New Zealand","NZL",1981,7624.8255924385,66.6,NA,NA
"7163","New Zealand","NZL",1982,7446.5499410337,66.8,NA,NA
"7164","New Zealand","NZL",1983,7397.8306737921,66.8,NA,NA
"7165","New Zealand","NZL",1984,6533.2339288166,66.6,NA,NA
"7166","New Zealand","NZL",1985,7395.9198080923,67.3,NA,NA
"7167","New Zealand","NZL",1986,9148.5486550975,66.6,NA,NA
"7168","New Zealand","NZL",1987,11952.4201637784,66.3,NA,NA
"7169","New Zealand","NZL",1988,13199.1440151898,64.7,NA,NA
"7170","New Zealand","NZL",1989,12653.3933812812,63.5,NA,NA
"7171","New Zealand","NZL",1990,12907.0675446063,63.7,NA,NA
"7172","New Zealand","NZL",1991,11965.3866768738,63.6,NA,NA
"7173","New Zealand","NZL",1992,11536.769638173,63.1,NA,NA
"7174","New Zealand","NZL",1993,12829.050568128,63.1,NA,NA
"7175","New Zealand","NZL",1994,14989.4712243558,63.9,NA,NA
"7176","New Zealand","NZL",1995,17094.6181749403,64.4,1197.751730265,7
"7177","New Zealand","NZL",1996,18454.0784601014,65.3,1287.4671988765,6.8
"7178","New Zealand","NZL",1997,17169.5181810778,65.1,1302.9595520299,6.5
"7179","New Zealand","NZL",1998,14469.1518357488,64.7,1125.0271584864,6.3
"7180","New Zealand","NZL",1999,15044.729779709,64.8,1155.6052234018,6.2
"7181","New Zealand","NZL",2000,13375.4338011255,64.9,1054.7151138131,6
"7182","New Zealand","NZL",2001,13625.3009478529,65.7,1056.3761587109,5.9
"7183","New Zealand","NZL",2002,16579.4468611607,66.3,1252.392209839,5.8
"7184","New Zealand","NZL",2003,21537.9607777896,66,1610.9285578161,5.7
"7185","New Zealand","NZL",2004,25005.5978084445,66.6,2048.3730742668,5.5
"7186","New Zealand","NZL",2005,26845.7366269291,67.4,2379.926584117,5.4
"7187","New Zealand","NZL",2006,26421.3208885829,68,2387.8753090552,5.3
"7188","New Zealand","NZL",2007,32712.2341454596,68.3,2820.8303188825,5.1
"7189","New Zealand","NZL",2008,27598.8068745266,68.3,2917.2930843488,5
"7190","New Zealand","NZL",2009,29352.4540089449,68.6,2633.6246110864,4.9
"7191","New Zealand","NZL",2010,NA,NA,NA,4.8
"7192","Nicaragua","NIC",1960,126.2650448372,NA,NA,NA
"7193","Nicaragua","NIC",1961,131.5241139732,NA,NA,NA
"7194","Nicaragua","NIC",1962,140.7312254278,NA,NA,NA
"7195","Nicaragua","NIC",1963,150.8060086055,NA,NA,NA
"7196","Nicaragua","NIC",1964,170.8924613437,NA,NA,NA
"7197","Nicaragua","NIC",1965,273.6776959587,NA,NA,NA
"7198","Nicaragua","NIC",1966,285.7460254142,NA,NA,NA
"7199","Nicaragua","NIC",1967,300.1079202713,NA,NA,NA
"7200","Nicaragua","NIC",1968,307.0099187312,NA,NA,NA
"7201","Nicaragua","NIC",1969,322.4057846059,NA,NA,NA
"7202","Nicaragua","NIC",1970,324.6530418532,NA,NA,NA
"7203","Nicaragua","NIC",1971,335.117490926,NA,NA,NA
"7204","Nicaragua","NIC",1972,344.6474247408,NA,NA,NA
"7205","Nicaragua","NIC",1973,415.8142638504,NA,NA,NA
"7206","Nicaragua","NIC",1974,561.4057400043,NA,NA,NA
"7207","Nicaragua","NIC",1975,566.0533200377,NA,NA,NA
"7208","Nicaragua","NIC",1976,637.6860695014,NA,NA,NA
"7209","Nicaragua","NIC",1977,750.0379308772,NA,NA,NA
"7210","Nicaragua","NIC",1978,695.4613372241,NA,NA,NA
"7211","Nicaragua","NIC",1979,497.5566469649,NA,NA,NA
"7212","Nicaragua","NIC",1980,661.3739497659,58.6,NA,NA
"7213","Nicaragua","NIC",1981,742.19772534,58.7,NA,NA
"7214","Nicaragua","NIC",1982,716.2696290721,58.7,NA,NA
"7215","Nicaragua","NIC",1983,782.4149904987,58.7,NA,NA
