"","day.num","day.of.week","holiday","mean.temp","rel.humid","tot.mort","resp.mort","SO2","TSP"
"1020",1020,6,0,12.4,59.7,37,3,151.24,111.05
"1021",1021,7,0,10.8,84.7,26,1,153.71,102.37
"1022",1022,1,0,10.9,92.3,46,2,140.01,87.72
"1023",1023,2,0,12,98,33,2,104.16,51.41
"1024",1024,3,0,12.9,88,29,1,110.18,62.56
"1025",1025,4,0,12.7,77.3,38,4,120.88,78.16
"1026",1026,5,0,13.5,88,41,0,119.72,79.5
"1027",1027,6,0,13.7,90.7,29,1,113.32,77.7
"1028",1028,7,0,12.1,87.3,29,0,121.11,79.93
"1029",1029,1,0,13.6,74.3,38,3,128.49,93.26
"1030",1030,2,0,12.9,68.7,47,2,140.91,104.76
"1031",1031,3,0,13.4,68,32,4,148.21,112.51
"1032",1032,4,0,13.6,59,33,1,152.62,117.64
"1033",1033,5,0,13.5,60,33,1,156.52,121.41
"1034",1034,6,0,13.5,60.7,33,2,159.64,124.24
"1035",1035,7,0,11,76.3,23,0,163.94,120.48
"1036",1036,1,1,8.3,81.3,33,5,178.05,115.61
"1037",1037,2,0,9.5,76.7,29,1,182.49,116.09
"1038",1038,3,0,8.3,83,21,1,190.15,112.06
"1039",1039,4,0,8.1,92.3,43,3,215.25,137.5
"1040",1040,5,0,7.9,85,38,4,194.75,149.5
"1041",1041,6,0,8.6,67,26,0,127.25,76.5
"1042",1042,7,0,5.6,45.3,41,8,189.28,107.11
"1043",1043,1,0,4.4,91.7,32,3,209.19,105.01
"1044",1044,2,0,6.4,98.3,28,1,187.04,74.39
"1045",1045,3,0,10.6,88,42,0,186.82,84.58
"1046",1046,4,0,13.3,75.3,46,4,184.04,100.78
"1047",1047,5,0,12.7,83.7,39,3,182.01,102.29
"1048",1048,6,0,12.4,90.7,50,4,172.93,98.62
"1049",1049,7,0,10.8,65.3,36,5,192.1,114.43
"1050",1050,1,0,7.4,89.3,25,1,69.75,33.5
"1051",1051,2,0,9,65.7,29,2,123.25,48
"1052",1052,3,0,9.2,46.3,37,4,119.75,86
"1053",1053,4,0,8.5,49.3,30,4,239.75,93.5
"1054",1054,5,0,9,58.7,43,2,274.5,191.5
"1055",1055,6,0,8.6,70,26,1,287.75,243.5
"1056",1056,7,0,8.6,69.7,23,1,304.75,235
"1057",1057,1,0,8.5,72,34,1,367.25,215
"1058",1058,2,0,9.9,71.7,34,2,344,223
"1059",1059,3,0,9.1,76.7,37,1,286.92,224
"1060",1060,4,0,8.1,95.7,41,2,161.75,134
"1061",1061,5,0,8,99,35,2,153.25,115
"1062",1062,6,0,10.1,96,42,4,82.5,61
"1063",1063,7,0,10.9,89.7,31,2,124.5,53
"1064",1064,1,0,11.1,90,43,0,142.5,50.5
"1065",1065,2,0,10.4,82.3,35,1,191.5,70.5
"1066",1066,3,0,10.1,89.3,42,3,192.5,91
"1067",1067,4,0,9.2,94.3,32,2,172.75,71
"1068",1068,5,0,10.2,73,30,0,188.17,99.77
"1069",1069,6,0,9.8,78,24,1,231,136
"1070",1070,7,0,5.3,0,35,1,215,128.5
"1071",1071,1,0,4.5,95.7,36,1,288,97
"1072",1072,2,0,5.5,97.7,33,1,144.25,66
"1073",1073,3,1,6.2,96.3,23,0,141.13,68
"1074",1074,4,0,7.1,95,34,3,198.75,74
"1075",1075,5,0,6.5,94.3,31,2,270.25,124
"1076",1076,6,0,7.5,48.3,31,3,200.75,67.5
"1077",1077,7,0,4.5,80.7,34,1,167,80.5
"1078",1078,1,0,3.5,87,36,3,378.75,175.5
"1079",1079,2,0,4.7,76.7,31,2,427.75,209.5
"1080",1080,3,0,4.1,75.3,36,4,413.5,247
"1081",1081,4,0,5.7,72.3,44,3,327.5,167.5
"1082",1082,5,0,5.6,90,31,1,241.41,140
"1083",1083,6,0,5.6,76,32,3,121.5,65.5
"1084",1084,7,0,7.2,30.3,41,4,147.75,60
"1085",1085,1,0,4.1,80.3,35,4,352.25,116
"1086",1086,2,0,2.8,93,34,0,328.48,115.15
"1087",1087,3,0,2.3,90.3,36,1,318.24,118.15
"1088",1088,4,0,0.4,88,36,1,349.75,183
"1089",1089,5,0,1.7,76,34,2,373.5,166
"1090",1090,6,1,3.5,67.7,44,5,363.53,171.48
"1091",1091,7,1,5.1,63.3,56,7,348,173.87
"1092",1092,1,0,5.3,60,45,5,469.5,218.5
"1093",1093,2,0,5.9,61,44,3,318,172.5
"1094",1094,3,0,3.4,70.3,23,2,335.75,174.5
"1095",1095,4,0,1.6,62.3,38,0,466.75,142.38
"1096",1096,5,0,0.1,73.3,42,0,417.59,154.97
"1097",1097,6,1,2.5,73,36,4,321,153.48
"1098",1098,7,0,4.2,63,37,5,309,146.5
"1099",1099,1,0,5.2,75.3,47,6,646.25,276
"1100",1100,2,0,6.3,78.7,52,9,520,265
"1101",1101,3,0,2.8,96.3,39,3,338.5,228.5
"1102",1102,4,0,3.8,87.7,34,1,510,276
"1103",1103,5,0,4.9,97,45,0,307.5,183.66
"1104",1104,6,0,6.3,96,40,3,200.25,176.76
"1105",1105,7,0,2.4,0,42,8,180.45,112.56
"1106",1106,1,0,-0.3,99,46,7,190.4,81.59
"1107",1107,2,0,-0.7,92,42,3,227.58,97.66
"1108",1108,3,0,0,84.7,50,1,261.28,114.55
"1109",1109,4,0,2.1,84,42,7,277.73,126.72
"1110",1110,5,0,2.7,93.3,35,3,271.31,124.84
"1111",1111,6,0,3.7,79,45,5,281.33,140.17
"1112",1112,7,0,10.9,36.3,46,3,262.69,142.27
"1113",1113,1,0,13.4,35,31,2,161.25,90
"1114",1114,2,0,10.9,65,37,4,130.75,94.5
"1115",1115,3,0,8.3,38.3,43,3,148.5,112.5
"1116",1116,4,0,5.4,29.3,31,1,82,51.5
"1117",1117,5,0,4.1,39.3,36,1,255,129.5
"1118",1118,6,0,4.8,47.3,44,2,300.75,195.5
"1119",1119,7,0,6.1,50.7,39,4,355.25,263.5
"1120",1120,1,0,6,58.7,36,3,331.93,238.47
"1121",1121,2,0,6.1,68.3,40,3,311.14,222.15
"1122",1122,3,0,7.7,64.7,44,3,527,388.5
"1123",1123,4,0,7.2,71.3,55,4,556.75,466
"1124",1124,5,0,5.3,79.7,43,5,484.5,305.5
"1125",1125,6,0,3.7,95,49,6,264,189.5
"1126",1126,7,0,4.7,96.3,43,7,209.5,182
"1127",1127,1,0,8,27.7,51,8,143.5,84.5
"1128",1128,2,0,7,49,38,3,294.5,138
"1129",1129,3,0,7.9,22.3,49,4,109,110
"1130",1130,4,0,5.9,21.7,45,2,235.83,84.5
"1131",1131,5,0,5.5,33.3,48,4,247.5,114.5
"1132",1132,6,0,1.9,63.3,43,5,204,80.5
"1133",1133,7,0,0.9,82.3,48,3,127.25,71.5
"1134",1134,1,0,0.9,79,58,8,287.75,153.5
"1135",1135,2,0,1.5,92,53,8,319.48,182.5
"1136",1136,3,0,1.8,97,56,10,219.32,147.5
"1137",1137,4,0,2,94.7,55,5,217,112
"1138",1138,5,0,2.6,75,43,5,160.75,101.5
"1139",1139,6,0,4,48,44,2,177,102.5
"1140",1140,7,0,2.5,79.3,50,6,146.25,86.5
"1141",1141,1,0,2,91.7,59,10,200.5,82.5
"1142",1142,2,0,3.3,75.7,46,2,246.75,101
"1143",1143,3,0,1.6,85.3,36,1,144,102.5
"1144",1144,4,0,1.9,64.7,43,4,178.25,93.5
"1145",1145,5,0,3.1,60.3,45,3,266,167
"1146",1146,6,0,3.8,58.7,48,5,259.75,186
"1147",1147,7,0,3.4,75.7,51,7,225.75,227.5
"1148",1148,1,0,5.7,67.7,52,5,255.5,222.5
"1149",1149,2,0,3.3,54,41,4,127.5,133
"1150",1150,3,0,1.8,42,35,4,116.75,80.5
"1151",1151,4,0,3.4,42.7,32,5,270.5,141
"1152",1152,5,0,3.5,59.7,36,6,280.5,157.5
"1153",1153,6,0,2.1,82.7,29,4,258.5,159
"1154",1154,7,0,1.1,92.3,35,1,208.5,146
"1155",1155,1,0,1.3,89.7,45,6,284,147.44
"1156",1156,2,0,3.7,88,41,2,258.75,143
"1157",1157,3,0,7.3,70,44,6,122.25,64.5
"1158",1158,4,0,8.5,63,51,4,247.75,114.17
"1159",1159,5,0,7.8,63.7,40,2,217.25,154
"1160",1160,6,0,8.4,62.7,38,2,206.5,177
"1161",1161,7,0,10.1,52.3,35,3,203.5,141.77
"1162",1162,1,0,11.7,60.3,49,7,110.75,157.5
"1163",1163,2,0,12.1,57.3,43,2,104.75,160
"1164",1164,3,0,11.5,67,39,4,81.25,118.5
"1165",1165,4,0,10.2,75,38,2,97.65,120.46
"1166",1166,5,0,11.9,70.7,32,5,105.54,127.47
"1167",1167,6,0,7.8,79.3,18,2,63.5,196.5
"1168",1168,7,0,7.4,47.7,27,2,70,60
"1169",1169,1,0,7.3,60,31,4,176.75,155
"1170",1170,2,0,5.7,97,34,5,109.25,93.15
"1171",1171,3,0,7.2,97,40,4,113.75,75
"1172",1172,4,0,12.5,73.3,34,4,106.7,91.09
"1173",1173,5,0,12.7,69,42,2,199,181
"1174",1174,6,0,14.6,60,38,3,159.4,160.81
"1175",1175,7,0,13.8,62.3,31,4,138.39,150.66
"1176",1176,1,0,13.5,66.3,28,0,104.5,149.5
"1177",1177,2,0,14.2,63.7,34,2,70,101
"1178",1178,3,0,12,71.7,40,5,104.25,129
"1179",1179,4,0,9,90.3,29,4,76,93.5
"1180",1180,5,0,9.9,76.7,35,4,89.01,98.54
"1181",1181,6,0,9.3,27,31,3,58.5,146
"1182",1182,7,0,9.4,21,36,3,36.75,67.5
"1183",1183,1,0,6.9,74.3,37,3,105.25,77.5
"1184",1184,2,0,7.6,90,34,2,98,62.5
"1185",1185,3,0,11.1,69,34,2,138,111
"1186",1186,4,0,11.6,66.3,38,3,133.25,148.5
"1187",1187,5,0,11.3,81,34,0,133.25,153
"1188",1188,6,0,8.4,87.3,40,4,52.5,55
"1189",1189,7,1,9.5,67,29,0,51.5,55
"1190",1190,1,1,9.8,64,35,1,47.25,44
"1191",1191,2,0,11.5,43.7,35,5,66.25,69.5
"1192",1192,3,0,10.5,58,33,1,75.5,77
"1193",1193,4,0,14.6,57.7,31,2,91.25,115
"1194",1194,5,0,14.5,65.3,24,1,61.5,107
"1195",1195,6,0,15.1,69.3,33,4,60.44,35.67
"1196",1196,7,0,15.6,72,39,2,58.07,62.22
"1197",1197,1,0,15.2,62.3,38,3,51.93,107.5
"1198",1198,2,0,14.4,32.7,25,2,33.5,126.5
"1199",1199,3,0,12.2,15.3,29,1,27.98,186
"1200",1200,4,0,12.5,38,29,2,45.75,80.5
"1201",1201,5,0,14.7,23,29,5,58.5,102.5
"1202",1202,6,0,14.4,43,36,3,47.75,120.5
"1203",1203,7,0,14.2,56.7,34,3,35.75,88.5
"1204",1204,1,0,12.4,72.7,36,0,44.3,81.29
"1205",1205,2,0,10.8,96,47,1,52.25,92.5
"1206",1206,3,0,14.1,70,41,5,83,113.5
"1207",1207,4,0,13.7,86.7,37,3,42.75,91
"1208",1208,5,0,14.1,70.3,33,0,32.75,60.5
"1209",1209,6,0,15.7,52,28,3,34.25,55
"1210",1210,7,0,14.3,69.7,26,1,19.29,48.5
"1211",1211,1,1,15.6,51.3,29,2,27,40
"1212",1212,2,0,12.3,93.3,36,2,29.5,62.5
"1213",1213,3,0,13.8,59,29,2,34.75,91.5
"1214",1214,4,0,16.1,48.3,40,1,41,82.5
"1215",1215,5,0,15.2,71,38,2,51.73,114
"1216",1216,6,0,17.2,56,33,4,37.24,94
"1217",1217,7,1,15.5,69.7,36,1,12.8,82
"1218",1218,1,0,15.5,37.3,41,4,22.63,55
"1219",1219,2,0,17.1,48,29,2,20.5,63
"1220",1220,3,0,17.2,55.3,23,0,19,68
"1221",1221,4,0,17.6,58,33,2,25.25,60
"1222",1222,5,0,19.1,46,24,2,32.25,86
"1223",1223,6,0,16.2,78,36,3,27.43,90.5
"1224",1224,7,0,14.2,92.7,25,1,10.88,69
"1225",1225,1,0,18.4,47.7,33,2,23.59,72.87
"1226",1226,2,0,16.7,59.7,26,0,30.12,79.57
"1227",1227,3,0,16.1,54.7,20,1,22.75,50.5
"1228",1228,4,0,16.8,67.8,38,0,32.25,72
"1229",1229,5,0,17.7,65,29,0,45.25,97
"1230",1230,6,0,17.4,74.7,31,4,37,98
"1231",1231,7,0,15.5,92,34,1,6.5,54.5
"1232",1232,1,0,17.2,73.3,42,1,18.5,54
"1233",1233,2,0,18.5,42.7,27,1,27,67
"1234",1234,3,0,18.2,47.7,33,3,23.5,71.5
"1235",1235,4,0,18,45,37,2,27,72.5
"1236",1236,5,0,17.4,56,33,2,33.5,74.5
"1237",1237,6,0,15.9,81.7,29,2,21.25,72
"1238",1238,7,0,14.3,86,27,1,14.25,30
"1239",1239,1,0,15,61.7,33,0,30,58.5
"1240",1240,2,0,14.8,59.3,33,4,25.5,49.5
"1241",1241,3,0,15.6,71.7,38,2,29.5,70.5
"1242",1242,4,0,14.9,74.7,30,1,26.72,69.13
"1243",1243,5,0,14.3,68.3,28,0,17.9,67
"1244",1244,6,0,15.8,78.7,30,1,9.58,71.5
"1245",1245,7,0,17.1,63,30,0,17.29,72.24
"1246",1246,1,0,20.7,53.3,35,3,19.95,75.56
"1247",1247,2,0,21.2,46.3,28,2,36.4,112.5
"1248",1248,3,0,22.9,50,36,0,49,144.5
"1249",1249,4,0,23.2,44,32,1,49.5,125.5
"1250",1250,5,0,24.1,46,42,4,38,119
"1251",1251,6,0,26.2,40.3,33,1,14.93,151
"1252",1252,7,0,27,38.7,34,2,28,135
"1253",1253,1,0,25.3,51,47,6,17.75,180.5
"1254",1254,2,0,21.1,30,48,5,5,84.64
"1255",1255,3,0,21.9,39.3,27,2,32.71,68.26
"1256",1256,4,0,23.9,37.7,41,0,58.32,65.95
"1257",1257,5,0,25.7,53,27,5,46.13,73.61
"1258",1258,6,0,23.4,53.7,28,3,18.17,67.5
"1259",1259,7,0,23.4,51.3,32,2,7.1,50
"1260",1260,1,0,21.5,67,33,4,11.6,60.1
"1261",1261,2,0,22,59.3,26,1,40.5,89.5
"1262",1262,3,0,23.5,29.3,24,2,31.25,103.5
"1263",1263,4,0,20.7,16.7,25,0,18.5,47
"1264",1264,5,0,19.3,32.7,31,1,33,85
"1265",1265,6,0,15.3,76,30,0,15.5,40.5
"1266",1266,7,0,19,50,25,2,17.5,56
"1267",1267,1,0,19.2,65.3,22,2,16.84,106.5
"1268",1268,2,0,18.6,71.7,32,3,34.75,67
"1269",1269,3,0,20.3,62.3,27,1,43,68.53
"1270",1270,4,0,22,64.3,29,1,36.25,94.99
"1271",1271,5,0,23.4,51,38,3,34.2,98.5
"1272",1272,6,0,23.8,52,26,3,20.65,95
"1273",1273,7,0,24.4,52,34,1,21.14,66
"1274",1274,1,0,20.8,72,29,1,15.17,67.97
"1275",1275,2,0,21,71.7,28,4,12.82,72.39
"1276",1276,3,0,21.4,59,29,2,15.21,76.11
"1277",1277,4,0,22.6,52.7,38,2,15.77,76.72
"1278",1278,5,0,20.9,71.3,26,2,13.88,77.4
"1279",1279,6,0,22.5,44.7,24,0,19.35,76.13
"1280",1280,7,0,24.1,52,27,4,17.49,77.44
"1281",1281,1,0,25.7,47,29,2,18.92,77.25
"1282",1282,2,0,24.8,61.3,17,0,35,154.5
"1283",1283,3,0,22.1,71.7,28,1,49.25,51.5
"1284",1284,4,0,22.1,72.3,28,3,30.25,45
"1285",1285,5,0,25.5,56,32,3,51.25,61.5
"1286",1286,6,0,26.8,55,28,0,28.25,48
"1287",1287,7,0,26.5,56.3,45,3,15.5,58.5
"1288",1288,1,0,24.8,55.3,30,3,41,80.11
"1289",1289,2,0,26.4,52.3,26,1,29.5,58.22
"1290",1290,3,0,28.5,43.3,37,2,46.25,94.71
"1291",1291,4,0,26.4,51.3,38,1,23,56.39
"1292",1292,5,0,25.4,44.3,22,1,25.71,86.5
"1293",1293,6,0,27.2,44.3,34,4,25.25,83.5
"1294",1294,7,0,28.5,46.3,33,2,17.75,82.5
"1295",1295,1,0,29.1,44.3,46,4,3.68,76.96
"1296",1296,2,0,29,46.3,37,3,12.55,75.87
"1297",1297,3,0,29.4,49.3,37,4,17.82,75.07
"1298",1298,4,0,31,43.7,64,6,24.73,71.81
"1299",1299,5,0,26.5,56,44,3,21.14,78.58
"1300",1300,6,0,29.3,54.3,43,4,20.15,78.89
"1301",1301,7,0,28,55.3,55,10,19.5,80.69
"1302",1302,1,0,28.6,57,38,3,19.64,81.53
"1303",1303,2,0,30.1,54,35,3,20.47,78.71
"1304",1304,3,0,30.8,57.3,62,10,22.16,77.04
"1305",1305,4,0,30.3,51.3,58,5,22.89,74.32
"1306",1306,5,0,31.5,37.7,53,5,27.46,64.31
"1307",1307,6,0,29.5,42.3,64,6,29.87,66.63
"1308",1308,7,0,29.9,44.3,37,5,30.69,68.15
"1309",1309,1,0,28.9,47.7,46,4,28.74,70.22
"1310",1310,2,0,23,77.7,37,0,18.48,39.06
"1311",1311,3,0,22.1,33,16,0,13.83,11.69
"1312",1312,4,0,22.3,41.7,19,2,5,33.18
"1313",1313,5,0,23.5,34.7,25,2,14.18,41.78
"1314",1314,6,0,21.6,59.3,30,2,5,61.28
"1315",1315,7,0,20.6,53.3,24,1,5,70.41
"1316",1316,1,0,22.8,48.3,34,0,17.89,76.05
"1317",1317,2,0,26.7,48.7,15,3,23.61,80.06
"1318",1318,3,0,25.8,40,25,2,22.99,79.98
"1319",1319,4,0,23.2,67,28,0,23.95,85
"1320",1320,5,0,22.8,55,20,1,26.35,86.37
"1321",1321,6,0,24.6,47,26,0,30.53,86.27
"1322",1322,7,0,22.8,56,26,1,29.68,87.7
"1323",1323,1,1,23.8,38,25,1,33.89,81.99
"1324",1324,2,0,25.2,47,22,0,34.75,84.29
"1325",1325,3,0,22.8,62.3,25,0,5,88.38
"1326",1326,4,0,25,47.3,20,1,18.87,46.36
"1327",1327,5,0,25.8,47.3,18,3,27.89,58.22
"1328",1328,6,0,26.2,49,21,2,20.6,71.9
"1329",1329,7,0,26,51.7,24,1,24.8,77.38
"1330",1330,1,0,26.2,47.7,24,2,21.39,56.39
"1331",1331,2,0,26,50.3,24,4,41.97,126.64
"1332",1332,3,0,19.4,85.3,19,0,15.96,22.64
"1333",1333,4,0,20.8,77.7,25,1,29.55,40.88
"1334",1334,5,0,21.9,74.3,25,0,27.33,40.88
"1335",1335,6,0,24.4,60.7,29,1,35.67,64.6
"1336",1336,7,0,23.7,69.3,23,2,19.3,61.87
"1337",1337,1,0,22.2,72,41,3,29.02,60.95
"1338",1338,2,0,22.2,72,25,0,38.7,82
"1339",1339,3,0,24,59.7,24,1,55.67,86
"1340",1340,4,0,23.8,60,18,1,43.49,90.5
"1341",1341,5,0,22.6,73.3,30,1,39.99,55
"1342",1342,6,0,21.9,74,29,1,26.79,51
"1343",1343,7,0,22.5,45.7,25,2,19.02,38
"1344",1344,1,0,22.1,34,19,1,47.76,52
"1345",1345,2,0,22.7,47,25,3,54.11,106.5
"1346",1346,3,0,23.8,41,32,2,59.35,81.5
"1347",1347,4,0,20.9,56.7,32,3,39.23,81
"1348",1348,5,0,21.4,63.7,26,3,49.25,93
"1349",1349,6,0,21.9,72.3,24,0,34.49,114
"1350",1350,7,0,20.5,62.7,21,3,6.65,42.5
"1351",1351,1,0,18.8,35,33,4,30.05,32.5
"1352",1352,2,0,18.5,61.7,31,1,36.69,65
"1353",1353,3,0,20,48.3,27,3,47.13,69
"1354",1354,4,0,19.4,62,28,1,38.64,85.5
"1355",1355,5,0,17.2,87.3,25,2,37,58
"1356",1356,6,0,16.8,64.3,26,0,30,71
"1357",1357,7,0,19.5,38,30,0,20.75,25.5
"1358",1358,1,0,19.7,61.3,24,1,41.5,59.5
"1359",1359,2,0,22.6,47.3,33,3,76.17,166
"1360",1360,3,0,21,60.3,27,2,85.75,200.5
"1361",1361,4,0,22.1,57.7,26,2,85.75,208.5
"1362",1362,5,0,22.5,61.7,25,0,70.5,188
"1363",1363,6,0,22.5,67,28,2,72.25,242
"1364",1364,7,0,24.4,45.3,28,2,31.75,112
"1365",1365,1,0,20.6,42.3,41,2,35.75,115.5
"1366",1366,2,0,20.4,44,41,5,86.75,134.5
"1367",1367,3,0,20.2,44,24,3,70.75,140.5
"1368",1368,4,0,19.1,54.7,29,4,60.5,122.5
"1369",1369,5,0,19.3,69.3,28,1,49.08,138
"1370",1370,6,0,20.1,59,32,3,56.75,170.5
"1371",1371,7,0,17.7,62.3,21,3,20.75,69
"1372",1372,1,0,18.9,62,37,1,70.75,173.5
"1373",1373,2,0,19.8,67,27,2,60.5,172
"1374",1374,3,0,20.4,63.7,24,2,51,134.5
"1375",1375,4,0,20.2,58.7,25,4,42.25,137
"1376",1376,5,0,18.8,70.3,31,1,54,142
"1377",1377,6,0,18.7,76.7,22,3,60.5,194
"1378",1378,7,0,19.1,65.7,25,1,28.75,105.5
"1379",1379,1,0,18.9,69,38,0,46.25,188
"1380",1380,2,0,20.1,65.3,28,2,43.5,140.5
"1381",1381,3,0,16.8,49,35,3,33.75,98
"1382",1382,4,0,15.1,51,26,3,47.5,78
"1383",1383,5,0,14.6,54.7,21,0,74.5,162
"1384",1384,6,0,13.3,87.7,28,2,44.75,122
"1385",1385,7,0,13.6,66.8,32,3,41.75,143.5
"1386",1386,1,0,14.3,66.3,20,1,21.45,58
"1387",1387,2,0,13.2,43.3,31,1,83.4,104
"1388",1388,3,0,13.6,50,24,3,126.18,133.5
"1389",1389,4,0,15.3,51.3,34,1,141.41,186
"1390",1390,5,0,15.1,61.8,35,1,109.5,150.5
"1391",1391,6,0,11,62,25,1,42,58.5
"1392",1392,7,0,10.2,57.6,23,1,59,63.5
"1393",1393,1,0,9.7,59,39,2,97.28,94.5
"1394",1394,2,0,10.5,56,25,1,117.35,112.38
"1395",1395,3,0,11.4,61.3,36,6,215.5,278.5
"1396",1396,4,0,12.8,55.7,37,0,203.5,242.5
"1397",1397,5,0,13.7,61,44,2,209.75,275.5
"1398",1398,6,0,13.7,58,40,1,141.5,195
"1399",1399,7,0,12.6,78.7,40,2,70.25,103
"1400",1400,1,0,13.7,75.7,37,4,109.5,151.5
"1401",1401,2,1,12.7,69,41,2,80.75,96
"1402",1402,3,0,12.3,54.7,45,5,146.25,138
"1403",1403,4,0,13.7,68,31,1,224.55,162
"1404",1404,5,0,14.7,73,49,5,123.75,153.5
"1405",1405,6,0,13.7,71.3,52,3,112.25,130.5
"1406",1406,7,0,11.4,92.7,22,0,100.75,147.5
"1407",1407,1,0,11.5,75,28,3,93.25,157
"1408",1408,2,0,12.5,68.3,36,2,178.5,222
"1409",1409,3,0,12.4,69.3,32,2,209.75,281
"1410",1410,4,0,10.7,72.3,40,0,191.25,268
"1411",1411,5,0,10.5,71.7,24,0,182.25,229
"1412",1412,6,0,9,73,37,1,114,147
"1413",1413,7,0,7.3,66,37,1,79.4,66.5
"1414",1414,1,0,4.3,55.3,33,1,88.88,99
"1415",1415,2,0,3.4,49,29,3,206.75,107.5
"1416",1416,3,0,3,64.7,41,1,273.5,200
"1417",1417,4,0,4.8,63.3,45,4,280.75,245.5
"1418",1418,5,0,6.8,60.3,35,4,258.75,202.5
"1419",1419,6,0,6.2,63.3,32,1,312.25,248
"1420",1420,7,0,5.1,74.3,43,1,250.5,286
"1421",1421,1,0,5.9,76,34,2,250.5,304.5
"1422",1422,2,0,5.8,59.7,30,1,246.4,273.74
"1423",1423,3,0,6.6,52,43,1,238.21,250.51
"1424",1424,4,0,5.9,66.7,35,1,342.01,247.5
"1425",1425,5,0,5.7,67.3,38,2,362.97,305
"1426",1426,6,0,5.7,74,36,4,412.21,369
"1427",1427,7,0,4.8,92.7,27,1,187.94,260.5
"1428",1428,1,0,10.3,51.7,26,2,177.38,127
"1429",1429,2,0,12.7,19.7,37,2,106.86,127
"1430",1430,3,0,9.4,33.7,44,4,211.5,175
"1431",1431,4,0,6.9,34,35,1,148,110.5
"1432",1432,5,0,3,38,38,2,184.5,122
"1433",1433,6,0,2.8,33.3,35,2,267.25,135.5
"1434",1434,7,0,3.1,49.8,29,0,273.73,157.05
"1435",1435,1,0,3.2,60,32,2,275.58,174.83
"1436",1436,2,0,4.5,53.3,35,1,366,259
"1437",1437,3,0,7.1,31.3,35,1,230.5,207
"1438",1438,4,1,5,42.3,35,1,258.31,116
"1439",1439,5,0,3.3,45.3,27,2,350.6,178
"1440",1440,6,0,1.6,84.7,40,1,329.71,172.42
"1441",1441,7,0,-0.8,85,37,2,323.13,172.96
"1442",1442,1,0,3.3,55.7,51,5,314.31,187.53
"1443",1443,2,0,3,57,32,3,217.5,105.5
"1444",1444,3,0,2.1,61.7,35,2,351.64,245.5
"1445",1445,4,0,0.6,72.3,41,2,318.5,272.5
"1446",1446,5,0,-0.9,0,40,1,181.75,119
"1447",1447,6,0,0.9,91.7,38,2,287,133
"1448",1448,7,0,2,97.7,40,4,333.43,148.5
"1449",1449,1,0,2.4,93,35,1,285.02,139
"1450",1450,2,0,4.8,81.7,48,3,329.3,157
"1451",1451,3,0,5,0,44,5,169.55,122.7
"1452",1452,4,0,6.3,81.7,45,2,187.55,140.97
"1453",1453,5,0,6.6,72.3,27,2,274,164.89
"1454",1454,6,0,6.4,75,36,3,281.5,277
"1455",1455,7,1,6.3,85.7,47,7,308.25,297.5
"1456",1456,1,1,7.9,83,28,3,198.25,143.5
"1457",1457,2,0,10.8,39,44,3,193.7,151.3
"1458",1458,3,0,8.7,62.7,35,6,273.75,154
"1459",1459,4,0,8.5,71.3,33,3,348.5,282.5
"1460",1460,5,0,8.6,72.3,32,5,350,310
"1461",1461,6,0,7.6,75.7,39,0,275.25,248.5
"1462",1462,7,1,6.3,80,31,2,314.25,294.5
"1463",1463,1,0,6.6,81.7,40,5,406.25,247.5
"1464",1464,2,0,5.6,0,38,2,284,255
"1465",1465,3,0,7,47.3,32,0,130.5,115
"1466",1466,4,0,6.1,39,32,2,136.5,87
"1467",1467,5,0,3.6,79.3,40,3,259,168.5
"1468",1468,6,0,2.6,68.7,29,1,276,208
"1469",1469,7,0,2.8,74,52,3,193.82,186.5
"1470",1470,1,0,3,70,32,5,393.25,290.5
"1471",1471,2,0,3.4,46.7,43,2,456.5,293.5
"1472",1472,3,0,2.5,49.3,43,3,262,133
"1473",1473,4,0,0.3,56,30,3,367.5,237.5
"1474",1474,5,0,1.7,69.7,49,4,403,263.83
"1475",1475,6,0,2.8,57.7,25,0,321.75,292.12
"1476",1476,7,0,6.2,49,24,1,259.72,233.72
"1477",1477,1,0,7.3,44.3,34,3,298.93,106.91
"1478",1478,2,0,5,70.3,42,8,413.88,242.5
"1479",1479,3,0,6.5,42.7,30,1,312,210.5
"1480",1480,4,0,3.2,94.3,30,3,221.2,129.5
"1481",1481,5,0,1.8,82.3,46,3,199.25,153
"1482",1482,6,0,2.7,95.7,31,1,177.5,167.5
"1483",1483,7,0,3,93,32,4,138.5,133.5
"1484",1484,1,0,1.9,88.7,32,2,246.83,150
"1485",1485,2,0,4.6,64.7,38,5,126.5,80.5
"1486",1486,3,0,6.8,33,31,2,138.25,73
"1487",1487,4,0,4,52.3,33,3,273.5,132
"1488",1488,5,0,3.1,75.3,37,0,245.5,156
"1489",1489,6,0,2.9,97,29,2,182.5,99
"1490",1490,7,0,3.2,85.3,30,2,217.25,130
"1491",1491,1,0,2.2,95.7,40,4,323.5,200.5
"1492",1492,2,0,2.9,97,46,4,241.75,171
"1493",1493,3,0,3.6,82,37,1,295.75,211.5
"1494",1494,4,0,3.2,85.3,27,1,422,319
"1495",1495,5,0,4.4,81,24,4,398.5,270
"1496",1496,6,0,7.2,70.7,37,3,264.75,207
"1497",1497,7,0,6,65.7,24,1,221.75,210
"1498",1498,1,0,7.5,51,25,1,253.5,214
