"","Z1","Z2","Z3","E1","E2","E3","M1","M2","M3","M4","V1","V2","V3","V4","V5","V6","M5","M6","V7","V8","V9"
"338",1,11.07,5.76,-12.25,2.81,1.13,1.29,-13.8,-33.5,-7.21,0.52,-2.77,-6.2,-5.44,10.6,-2.23,0,0,0,1,"1"
"339",1,-3.53,3.61,3.05,2.57,-2.89,-5.43,-29.17,-19.48,-8.87,-1.56,3.9,NA,-0.22,NA,-7.65,0,0,NA,1,"."
"340",0,3.76,4.98,12.45,3.84,1.55,4.96,-11.62,16.11,-12.03,9.7,13.94,25.95,12.23,22.13,4.38,1,1,1,4,"6"
"341",0,-6.46,2.5,-6.24,-3.14,-0.23,-1.74,1.27,4.89,-0.14,-4.42,-4.67,-7.61,-4.08,-19.87,NA,1,0,0,1,"1"
"342",1,1.23,6.68,23.87,6.73,10.57,-10.68,-14.49,-23.45,-17.52,-6.34,-7.07,-5.9,1.2,9.18,10,0,0,0,1,"1"
"343",0,5.81,5.65,5.01,-2.54,5.62,4.05,8.68,9.24,5.25,4.68,7.47,-0.52,3.73,5.74,4.5,1,0,1,2,"1"
"344",0,6.62,7.43,-10.25,-6.35,-12.48,NA,12.27,-12.66,-11.61,-1.16,6.29,14.39,-3.08,1.47,2.98,NA,1,0,1,"1"
"345",1,-2.5,8.78,6.16,5.09,-5.55,8.13,15.52,4.84,5.08,19.8,22.35,46.55,11.88,23.49,14.97,0,1,1,4,"6"
"346",0,-1.35,5.98,-0.99,0.8,-5.29,1.32,4.68,-4.69,-20.07,8.63,9.62,27.86,7.98,5,4.59,1,0,1,4,"6"
"347",1,11.8,10.75,-14.19,-11.48,-5.1,2.65,-24.59,NA,40.07,1.59,5.14,5.42,15.53,4.73,3.88,1,0,0,1,"1"
"348",1,2.68,7.66,-9.59,-5.4,0.37,7.61,4.74,-15.59,-4.82,6.71,3.07,11.57,4.17,7.12,-1.61,0,1,1,2,"1"
"349",1,12.2,8.71,-7.26,-2.4,0.79,NA,23.78,27.43,38.15,24.25,22.98,37.63,21.17,17.43,26.89,NA,1,1,4,"6"
"350",0,-2.32,7.3,3.14,0.66,0.89,14.36,31.17,3.61,43.12,5.44,13.27,23.55,10.69,26.2,12.18,1,1,1,4,"6"
"351",0,-9.17,2.66,-4.06,4.54,5.76,-5.89,-3.1,12.08,30.12,10.62,14.42,13.63,4.81,-6.45,6.92,1,1,1,4,"1"
"352",0,-6.8,5.33,-7.11,1.48,1.85,-9.15,-13.18,-5.52,0.6,5.02,-0.47,10.2,-1.22,0.11,-5.73,0,0,0,1,"1"
"353",0,4.66,7.2,-2.4,1.29,-0.01,-14.36,-12.99,3.95,-17.78,-6.55,-8.96,-12.74,-8.94,-3.05,-7.47,0,0,0,1,"1"
"354",1,1.77,6.72,-8.25,-6.53,-1.13,5.71,29.57,-1.22,-2.1,11.91,7.02,4.17,6.54,-0.87,4.74,0,0,1,4,"6"
"355",0,-9.68,3.01,25.18,10.31,8.81,-2.47,-0.26,-11.28,-15.4,-2.33,-1.23,-5.48,-1.62,-4.48,1.88,0,0,0,1,"1"
"356",0,-2.51,8,-6.4,5.3,6.04,-5.86,3.95,-11.07,-3.71,0.94,-3.27,0.2,4.54,-7.99,NA,0,0,1,1,"1"
"357",0,1.21,6.03,-0.66,-4.77,-2.65,1.18,-1.1,6.83,-34.95,-4.13,-11.03,-8.71,-0.88,-0.87,-9.29,1,0,0,1,"1"
"358",1,5.58,7.85,-6.9,-4.23,4.13,13.74,36.52,18.76,33.31,8.2,3.97,7.04,0.6,3.74,4.29,1,1,0,1,"1"
"359",1,1.27,4.82,16.7,3.26,9.36,6.04,23.48,26.19,NA,5.67,9.32,10.94,10.55,-0.09,5.9,1,1,1,4,"1"
"360",0,-2.31,5.63,-8.7,1.71,-3.7,10.47,31.94,-4.91,20.54,11.43,12.18,16.97,14.57,16.38,11.7,1,1,1,4,"6"
"361",0,2.5,6.44,11.08,NA,5,-9.23,-34.39,7.02,-16.66,3.06,-1.37,1.31,4.43,0.59,-0.42,0,0,0,3,"1"
"362",1,1.54,7.58,15.26,3.89,0.89,4.13,-4.28,23.56,10.49,7.17,0.92,12.78,-7.2,-2.13,3.53,1,1,1,4,"1"
"363",1,14.97,9.33,-36.89,-14.64,-23.36,23.68,40.78,39.14,22.36,13.96,1.46,20,12.5,29.82,17.49,1,1,1,4,"1"
"364",1,4.56,8.52,1.28,-3.04,-3.25,NA,20.44,14.32,-3.9,2.79,11.4,15.4,-4.53,-0.05,-1.79,NA,1,0,4,"1"
"365",1,-7.06,5.65,12.94,6.02,4.97,-25.97,-36.07,-30.18,-60.27,-7.32,-3.65,-0.21,-2.65,-9.57,-4.83,0,0,0,1,"1"
"366",1,6.93,5.11,-19.25,-6.42,-11.7,5.84,-23.73,19.02,-13.12,1.94,-2.91,3.33,3.95,-2.38,-2.12,1,0,0,1,"1"
"367",1,-0.85,6.14,-4.52,-1.85,4.75,-14.18,-16.45,-10.2,-46.71,-5.29,-15.24,-19.87,-7.83,-2.59,-5.74,0,0,0,1,"1"
"368",1,1.24,4.49,2.85,-0.37,-0.63,-6.91,15.19,-7.24,-10.9,10.39,8.13,0.83,14.04,13.79,12.89,0,0,1,3,"1"
"369",0,3.89,9.37,-12.45,-5.28,-9.48,6.8,1.61,13.61,1.26,3.51,0.13,10.2,0.49,3.02,-1.3,1,1,0,1,"1"
"370",0,4.19,6.36,-1.71,-1.05,-10.45,10.23,25.25,NA,18.49,17.62,23.12,37.04,14.27,19.27,11.1,1,1,1,4,"6"
"371",1,6.68,4.35,-9.75,3.02,2.01,13.55,19.97,7.49,21.84,8.51,17.74,18.25,2.9,3.16,11.76,1,1,1,2,"1"
"372",1,4.09,9.94,-17.26,-4.91,-6.85,8.94,31.69,32.57,17.98,1.77,8.42,-4.1,9.51,14.97,7.59,1,1,0,1,"1"
"373",0,0.14,5.83,0.11,1.15,13.43,8.16,-1.3,-9.82,13.29,1.21,2.25,13.83,1.5,-0.67,0.61,1,1,1,2,"1"
"374",0,-3.09,4.34,2.19,-0.84,-1.63,-10.52,2.94,8.05,29.51,4.46,11.36,0.66,9.68,14.34,15.34,0,1,1,4,"1"
"375",0,3.25,5.97,11.66,-0.67,1.38,8.17,7.77,18.22,25.05,18.4,24.19,29.66,10.6,19.94,17.21,1,1,1,4,"1"
"376",0,-3.36,8.99,7.16,5.3,6.46,-7.21,-18.73,-8.59,-19.44,-6.84,-4.03,-3.55,-4.13,-5.51,-0.06,0,0,0,1,"1"
"377",0,3.58,9.4,-6.37,-3.69,-10.56,9.96,9.06,-1.64,20.37,16.46,16.82,32.29,10.21,29.03,20.78,1,1,1,4,"6"
"378",0,-1.22,8.75,-1.64,-0.07,9.7,11.18,14.01,14.99,20.08,6.99,11.96,11.85,3.85,10.07,7.58,1,1,1,1,"1"
"379",0,-5.89,10,5.15,-2.6,-0.89,6.23,-3.38,15.02,2.15,2.47,8.99,9.93,-4.28,-4.94,2.96,0,1,1,3,"1"
"380",1,11.67,9.39,-4.8,0.07,0.2,-9.08,-31.09,-2.76,-61.77,-0.51,0.36,2.13,-9.75,-7.05,-13.59,0,0,0,1,"1"
"381",1,4.11,8.85,-2.53,-4.22,0.76,30.27,33.12,28.72,72.24,22.96,28.33,43.99,11.56,20.61,23.71,1,1,1,4,"6"
"382",1,11.04,8.56,-3.64,1.05,3.05,17.8,5.94,22.57,38.21,6.6,11.14,11.23,-0.57,5.48,-0.64,1,1,1,4,"1"
"383",0,3.79,4.7,-5.71,2.02,0.29,-4.19,-8.69,-0.4,7.59,3.44,3.17,17.56,8.02,12.71,13.76,0,0,0,2,"1"
"384",1,-0.59,10.77,-0.8,1.37,-4.52,8.49,10.4,14.43,21.98,-4.69,-7.62,-0.1,-3.09,2.16,1.93,1,1,0,2,"1"
"385",0,-0.63,9.52,-1.78,0.19,0.71,-1.89,8.81,-15.17,-10.9,NA,-1.61,6.26,-6.07,-7.13,0.04,1,1,0,4,"1"
"386",1,4.52,7.08,4.18,-1.01,1.69,-19.07,-39.42,-21.98,-14.87,2.7,-1.89,-3.92,2.19,7.31,-4.07,0,0,1,1,"1"
"387",1,4.39,5.09,-3.51,2.11,0.14,-2.57,-0.96,6.85,-0.02,10.45,10.89,23.98,3.89,9.42,5.03,0,1,1,4,"6"
"388",0,16.02,11.02,-18.99,-8.96,-10.17,18.78,28.24,11.42,36.58,20.72,27.24,29.07,13.81,23.12,17.68,1,1,1,4,"6"
"389",1,15.25,8.25,NA,-8.26,-4.66,20.57,41.31,21.18,34.02,8.33,8.49,13.72,3.54,10.9,5.4,1,1,0,2,"1"
"390",1,-6.99,5.13,4.66,5.69,3.38,15.72,11.61,5.44,64.73,-1.75,-7.4,-2.96,2.6,2.89,-4.18,1,1,0,2,"1"
"391",0,-7.2,6.75,24.36,4.97,9.05,4.86,-0.14,8.29,15.48,-6.9,2.42,-18.71,1.11,0.33,-5.87,1,1,0,1,"1"
"392",1,6.91,6.5,-20.43,-7.78,-8.2,7.83,19.78,10.98,18.84,8.55,-0.56,14.65,4.76,13.15,0.64,1,1,1,4,"1"
"393",0,3.47,7.17,-9.96,-0.71,-1.7,-5.88,-5.33,-8.78,0.21,-3.69,-4.29,-19.28,3.41,-2.1,3.12,0,0,0,1,"1"
"394",0,5.55,8.34,-1.06,-7.89,-1.79,11.37,5.43,13.91,7.3,12.43,14,10.62,8.35,22.33,16.07,1,0,1,4,"1"
"395",1,7.19,3.69,-3.56,-7.48,-5.23,3.84,19.05,-13.46,15.09,8.41,8.61,23.49,5.48,5.52,5.75,0,1,1,2,"6"
"396",1,7.98,11.75,-4.68,-1.06,0.84,20.6,13.45,NA,27.34,11.51,15.52,28.12,4.36,5.14,13.55,1,1,1,4,"1"
"397",1,4.2,9.43,-3.4,-6.14,5.17,24.9,27.23,13.17,14.13,-1.81,-4.86,-8.86,1.68,-0.15,7.23,1,1,0,1,"1"
"398",0,-1.61,7.6,15.2,NA,9.24,2.25,10.39,5.38,11.76,5.88,10,10.15,1.56,3.79,-4.47,1,1,1,1,"1"
"399",1,6.29,4.94,-30.84,-8.49,-6.6,10.29,11.83,-26.28,27.09,17.68,12.37,43.21,5.89,-2.72,11.79,1,1,1,4,"1"
"400",1,9.01,8.12,-3.81,-4.79,-1.78,-3.21,-20.84,-6.4,-20.31,18.83,14.06,38.17,14.32,24.4,23.39,0,0,1,4,"6"
"401",1,6.15,5.57,-21.94,-11.31,-4.5,1.56,16.18,5.29,24.5,-6.27,-1.48,1.63,-2.28,-7.61,-4.64,1,1,0,4,"1"
"402",0,-8.81,6.07,-0.72,-1.08,-9.24,-6.59,-10.36,-2.67,-26.34,7.72,NA,18.7,8.49,2.7,12.55,0,0,1,4,"1"
"403",0,4.57,6.64,2.59,-2.63,-2.45,-0.85,-10.85,3.16,-7.67,-4.08,-8.43,-9.02,-3.24,-11.61,-7.27,0,0,0,1,"1"
"404",1,6.49,5.94,-2.44,0.43,-6.49,-2.87,4.04,-5.1,0.4,-0.74,-3.3,-6.59,-8.55,2.85,-6.71,0,0,0,1,"1"
"405",0,0.39,5.34,-1.52,-1.6,-0.63,14.03,-0.49,-3.67,4.04,-2.74,-11.43,-0.64,-9.09,-5.46,-14.94,0,0,0,1,"1"
"406",1,7.23,9.23,-7.7,-0.07,-1.47,-2.48,-14.44,-14.15,-4.99,-16.41,-18.75,-24.21,-6.17,-6.41,-10.21,0,0,0,1,"1"
"407",1,-4.3,2.03,13.62,0.51,4.64,8.06,2.39,-0.09,22.97,7,11.96,21.01,3.56,11.44,1.04,1,1,1,4,"6"
"408",0,-1.63,4.4,-4.15,-6.14,-9.67,-0.66,4.65,23.9,4.04,12.2,12.85,26.2,10.33,12.1,4.25,1,1,1,4,"1"
"409",0,4.59,6.66,4.9,-2.96,-2.21,1.75,-1.47,14.52,2.79,2.31,6.2,5.55,13.13,8.48,12.51,0,1,1,4,"1"
"410",1,6.53,6.01,-0.88,-2.31,-4.26,25.4,49.21,14.74,NA,10.99,14.66,27.08,11.98,21.14,12.31,1,1,1,4,"1"
"411",1,0.94,2.51,-13.11,1.57,3.01,-8.61,-11.18,1.62,11.16,-5.71,0.65,-2.32,-1.57,-3.99,-4.43,0,0,0,1,"1"
"412",1,6.15,3.67,3.42,3.72,-2.11,-6.63,6.62,3.53,19.33,-11.45,-0.46,-35.85,-5.1,-6.93,-7.53,0,0,0,1,"1"
"413",1,5.4,6.97,4.46,2.92,13.45,-4.23,-23.1,-12.14,-23.56,7.48,0.86,9.1,1.51,2.57,-1.88,0,0,1,2,"1"
"414",0,2.75,6.38,-3.21,0.23,-3.41,-3.2,16.42,2.15,3.84,-2.37,-0.8,-5.28,1.47,-4.22,-7.8,0,0,0,1,"1"
"415",1,-3.37,6.9,7.55,3.15,-1.21,-13.26,NA,-23.83,-29.39,0.41,4.98,-10.24,-2.86,-4.94,-7.46,0,NA,0,1,"1"
"416",1,7.49,6.09,-10.64,-9.61,-10.76,NA,4.33,6.09,15.17,6.67,14.61,22.47,10.32,11.44,14.17,NA,1,1,4,"6"
"417",1,10.29,7.42,-13.19,2.71,-3.48,1.51,11.24,3.9,0.11,14.64,19.19,29.63,10.53,19.93,12.36,0,1,1,4,"1"
"418",0,2.37,3.29,-29.95,-9.45,-9.73,10.97,16.25,15.48,39.71,-3.65,-3.28,14.21,4.35,5.73,7.81,1,1,0,3,"1"
"419",1,7.53,3.45,0.73,1.14,-1.26,14.88,20.9,8.45,49.99,11.99,18.72,25.05,9.48,27.83,24.31,1,1,1,4,"6"
"420",0,2.6,8.15,11.09,0.8,-0.76,-10.47,-28.32,-6.69,-12.79,8.27,11.08,18.89,10.58,6.43,14.15,0,0,1,4,"1"
"421",1,4.58,6.13,-11.66,-0.35,0.32,10.22,16.17,-5.24,19.8,3.21,9.51,15.26,-0.73,12.92,7.95,1,1,0,3,"1"
"422",1,2.38,3.73,-0.05,-10.66,-11.09,4.34,11.57,10.44,6.15,-3.96,10.38,-5.51,6.38,3.95,1.03,0,0,0,1,"1"
"423",0,5.07,3.17,-11.24,-4.12,-13.24,-3.35,-1.27,-3.87,-16.07,-5.47,-6.59,-10.73,3.64,-12.38,-7.69,0,0,0,2,"1"
"424",0,2.42,6,-18.41,-3.91,-7.07,24.87,66.83,37.37,58.11,25.78,29.19,39.42,16.85,16.47,18.37,1,1,1,4,"6"
"425",0,-3.53,8.29,3.21,6.84,3.5,-13.52,-14.06,-11.01,13.1,-4.05,-2.11,-16.12,-5.65,-4.84,-17.52,0,0,0,1,"1"
"426",0,-11.5,7.62,-1,NA,1.94,2.2,16.05,15.77,2.1,6.05,7.8,14.26,1.97,-0.45,3.02,0,1,1,1,"1"
"427",0,4.45,7.45,-22.42,-6.43,-19.02,19.25,26.97,27.02,43.4,16.77,14.7,21.6,5.28,2.46,9.1,1,1,1,4,"6"
"428",0,-1.43,7.05,NA,2.52,3.85,4.24,-14.31,-5.91,-30.31,4.47,1.36,-0.42,-3.44,4.04,-0.2,0,0,1,1,"1"
"429",0,-0.23,7.97,-25.94,-9.23,-10.76,-12.92,16.37,-3.27,-20.3,3.88,-5.39,5.42,2.08,6.17,3.31,0,0,1,4,"1"
"430",1,11.87,8.85,-4.75,NA,3.35,0.77,-8.71,1.39,-12.75,11.55,15.72,21.17,12.88,21.75,16.01,0,0,1,4,"1"
"431",1,-1.16,8.17,2.51,1.2,1.79,-15.22,-25.7,-0.16,-19.33,1.52,-3.12,-6.76,0.34,-9.81,-4.61,0,0,0,4,"1"
"432",1,-0.77,3.61,22.65,8.7,11.09,19.38,3.37,10.49,33.58,9.33,9.46,29.61,-3.64,11.38,0.49,1,1,1,2,"1"
"433",0,2.65,5.82,0.62,0.61,2.4,30.64,36.44,22.6,85.75,2.99,10.82,8.58,4.92,10.27,11.22,1,1,1,4,"1"
"434",1,4.58,8.74,-0.78,-5.02,-1.4,-14.66,-19.53,-15.48,-57.11,3.38,NA,6.97,10.62,10.51,14.08,0,0,1,4,"1"
"435",1,7.49,9.72,-10.49,-8.19,-6.89,-6.94,5.64,-17.83,-27.11,1.15,1.21,0.24,1.96,-4.19,4.36,0,0,0,1,"1"
"436",0,5.08,4.9,3.41,0.19,-0.81,5.71,22.44,9.94,6.95,0.05,-8.44,1.99,0.92,0.4,-4.48,0,0,0,1,"1"
"437",1,8.92,7.37,-1.63,0.94,3.27,9.64,16.98,-1.64,25.2,15.32,16.26,30.18,2.91,-0.59,7.55,1,1,1,4,"6"
"438",1,3.09,9.15,15.74,8.09,8.97,3.05,11.99,12.27,13.1,12.66,15.52,34.02,NA,14.04,16.55,0,1,1,NA,"1"
"439",0,-3.33,6.27,-6.34,-4.23,-2.13,-8.63,-1.84,-5.69,-15.93,6.27,3.67,15.08,9.34,7.07,9.94,0,0,1,4,"1"
"440",0,2.11,5.01,4.39,7.54,0.73,4.68,-11.4,-8.24,-33.85,-10.97,-8.24,-27.14,-5.47,-11.49,-15.17,0,0,0,1,"1"
"441",0,2.02,6.66,11.16,6.26,12.93,10.66,-5.44,7.37,18.66,3.45,7.75,-3.54,-2.85,7.82,-6.46,1,1,0,4,"1"
"442",1,4.76,5.83,0.01,6.52,5.92,6.72,12.18,-2.56,20.08,10.48,22.75,22.5,11.47,19.36,15.85,1,1,1,4,"1"
"443",0,7.75,4.74,-5.86,-2.94,-4.82,25.95,53.86,18.47,36.04,9.91,14.24,20.7,1.9,6.58,3.44,1,1,1,2,"1"
"444",1,14.64,7.37,-8.74,0.24,-11.16,1.48,0.7,13.83,NA,6.23,11.33,21.47,10.44,19.99,NA,1,1,1,4,"6"
"445",0,4.98,10.6,6.97,8.27,4.87,2.29,-5.36,-13.75,-9.39,-4.08,-6.57,-18.46,1.97,6.36,-6.8,0,0,0,1,"1"
"446",1,7.35,5.65,1.09,-2.71,2,-3.36,-2.28,-30.43,8.75,6.71,0.25,8.87,8.18,9.63,6.34,0,0,1,1,"1"
"447",1,5.56,9.41,0.36,0.47,-4.63,-3.48,3.22,0.98,-13.25,7.7,7.12,15.23,9.63,10.36,11.51,0,0,0,1,"1"
"448",1,5.76,7.55,NA,1.39,2.31,-18.92,-30.91,-12.89,-29.68,-4.99,-12.01,-3.88,-3.8,0.15,-0.07,0,0,0,1,"1"
"449",0,4.37,9.65,-14.11,-3.99,2.98,1.26,16.9,6.98,-20.47,11.71,14.73,26.15,19.1,14.67,19.29,0,1,0,4,"6"
"450",0,8.16,5.19,7.47,-1.62,-2.45,7.33,9.05,13.58,33.19,4.23,-4.21,8.98,0.17,NA,NA,1,1,1,2,"."
"451",0,11.37,11.3,-10.41,-9.33,-12.03,17.39,33.35,15.1,-0.99,16.33,9.35,25.21,11.49,26.47,15.12,1,1,1,4,"6"
"452",1,6.92,6.67,-0.18,0.43,-0.44,-1.83,3.07,-2,-12.31,-7.86,-13.19,-19.88,-9.26,4.83,-6.23,0,0,0,1,"1"
"453",1,-3.4,5.6,3.17,2.42,6.5,-19.86,-25,-11.18,-20.61,0.15,-5.6,-21.74,0.56,-8.33,-13.53,0,0,1,1,"1"
"454",1,3.86,5.85,-2.03,-1.14,-0.91,9.95,11.81,1.27,19.27,7.35,6.03,NA,2.91,5.39,5.74,1,1,NA,1,"1"
"455",0,-3.54,3.71,15.73,2.62,3.59,6.07,28.64,6.45,38.91,5.59,7.1,10.46,NA,5.4,NA,1,1,0,NA,"1"
"456",1,12.06,7.1,-14.98,-6.55,-16.1,1.66,-10.64,-0.06,11.18,9.87,14.24,29.44,5.65,7.18,14.58,0,0,1,4,"1"
"457",0,-2.8,6.54,11.79,-2.1,3.98,NA,7.36,-4.3,-9,-4.5,-0.61,-2.05,-6.68,-5.69,-11.8,NA,1,0,1,"1"
"458",1,5.57,3.14,-0.41,-5.63,3.33,-9.54,-14.3,-5.08,-9.31,0.7,-0.87,-20.72,1.22,2.56,-5.25,0,0,0,1,"1"
"459",0,1.18,3.74,-5.11,-1.22,7.22,-9.45,3.56,16.18,20.38,0.4,4.78,-8.85,-1.96,1.09,-1.97,1,1,0,1,"1"
"460",1,11.57,7.27,5.67,NA,4.08,17.19,12.81,17.72,40.28,5,NA,4.86,6.36,4.01,5.14,1,1,0,3,"1"
"461",1,11.28,9.84,-4.53,-1.26,-5.81,NA,27.46,13.4,-10.3,10.07,10.46,33.08,2.87,17.89,NA,NA,1,1,4,"1"
"462",0,2.86,8.63,1.96,-5.81,-2.29,2.53,16.11,-10.85,31.5,4.08,-1.79,-1.1,7.36,11.74,7.35,1,1,1,4,"1"
"463",0,-4.41,4.51,9.12,7.15,1.02,-3.92,11.47,10.99,4.47,-4.41,-5.06,-6.58,-8.2,-0.49,-0.63,0,1,0,1,"1"
"464",1,2.29,4.49,3.8,-1.63,0.41,12.23,17.69,-1.13,33.98,5.71,9.36,18.84,0.8,5.06,10,1,1,1,4,"1"
"465",1,-1.11,9.42,-9.61,1.71,1.63,1.7,-4.03,8.9,-1.13,1.76,-6,-3.16,5.27,6.84,7.89,0,0,0,1,"1"
"466",0,-6.15,9.86,22.25,7.43,21.61,-21.57,-15.79,-26.25,-45.98,-8.79,-0.58,NA,-6.39,-12.87,-6.48,0,0,NA,1,"1"
"467",0,-3.83,6.91,-17.11,-8.22,-11.48,-9.46,NA,-3.52,12.88,-1.38,-0.28,-19.2,-10.64,-9.96,0.67,0,NA,0,3,"1"
"468",0,8.67,9.34,-0.91,-4.06,-0.6,7.59,2.19,24.09,-4.48,15.66,23.5,48.34,16.14,26.44,20.19,0,1,1,4,"1"
"469",0,0.44,1.99,-5.84,-8.78,-9.66,-4.49,-3.49,-4.28,-3.14,-11.67,-13.71,-11.95,-4.03,-4.89,-4.58,0,0,0,1,"1"
"470",0,-3.54,9.9,5.86,1.51,2.56,-10.77,-28.58,1.08,2.78,-3.02,3.04,4.21,4.87,2.1,2.61,0,0,0,3,"1"
"471",1,-5.92,6.93,16.27,7.99,11.29,-9.33,-9.29,-9.12,0.25,3.59,-5.08,3.23,-2.59,-1.94,-1.26,0,0,0,1,"1"
"472",0,-2.68,6.13,16.86,10.69,6.54,-25.21,-25.16,-39.64,-49.91,-8.2,-5.53,-19.69,3.84,11.5,-1.46,0,0,0,1,"1"
"473",0,4.5,4.58,-9.94,-3.99,-4.64,13.97,22.54,26.16,53.99,22.29,24.42,47.8,13.52,15.67,29.4,1,1,1,4,"6"
"474",1,7,6.03,-0.34,-0.3,2.85,-7.44,-18.19,12.38,-4.63,13.08,14.06,15.53,8.14,10.56,10.11,0,0,1,4,"1"
"475",0,-4.81,4.47,-0.43,3.73,-5.58,-0.11,-20.21,-30.31,-6.1,-13.63,-9.93,-26.85,-5.01,-7.45,-0.94,0,0,0,1,"1"
"476",0,2.16,4.97,9.61,3.91,-1,13.99,19.94,6.53,31.08,-1.03,7.81,1.48,1.02,0.67,2.42,1,1,0,1,"1"
"477",1,0.07,6.67,20.71,10.51,9.68,-9.82,-9.31,-13.86,-25.84,0.52,3.45,NA,-1.94,-11.96,-1.91,1,0,NA,1,"1"
"478",1,8.44,8.61,-22.6,-7.13,-10.98,-1.24,-27.19,-6.12,-10.15,7.97,13.73,2.23,-1.66,2.45,-0.17,1,0,1,1,"1"
"479",0,1.16,8,-10.41,-3.99,-2.95,-6.88,-2.53,-22.74,-13.55,0.58,-8.63,-7.98,-4.33,-20.39,-8.18,0,0,0,1,"1"
"480",0,-3.86,9.94,-9.95,0,4.52,-10.56,-30.31,-7.47,-5.59,-2.93,-2.66,-6.21,-9.11,-17.3,-8.66,0,0,0,1,"1"
"481",0,-0.19,6.97,-5.32,0.6,-3.03,-4.75,11.29,16.47,-0.38,-5.25,5.76,-8.77,-12.24,-18.94,-13.94,1,1,0,1,"1"
"482",1,8.07,6.95,-7.47,-6.91,NA,15.4,25.61,6.08,26.13,18.44,14.65,29.94,11.77,34.13,19.58,1,1,1,4,"6"
"483",1,4.59,7.92,-15.84,-7.98,-7.34,6.09,20.35,7.11,3.74,3.13,-1.15,-13.08,2.2,5.28,2.44,1,1,1,1,"1"
"484",0,-8.21,6.31,15.76,12,8.12,2.17,25.92,0.04,1.68,3.71,3.54,3.68,-0.64,-7.35,-2.37,1,0,1,3,"1"
"485",1,-1.41,8.29,19.65,6.46,10.28,-13.42,-21.98,-29.46,-27.09,-3.28,2.07,-13.24,4.37,-1.01,2.42,0,0,0,1,"1"
"486",1,-0.63,8.2,15.27,8.31,5.64,30.39,33.33,20.13,49.1,18.85,13.9,27.76,NA,5.99,8.55,1,1,1,NA,"6"
"487",0,3,6.18,7.12,-2.04,-4.58,-16.46,-36.97,-24.67,-38.5,-8.42,-11.21,-14.65,-3.87,-12.51,-7.39,0,0,0,1,"1"
"488",1,7.47,6.41,-0.93,3.31,1.23,-6.86,-10.57,-3.45,-1.7,-0.36,0.82,-5.84,1.22,0.18,-1.17,0,0,0,1,"1"
"489",0,-1.76,6.13,4.51,-0.04,7.36,-6.49,-35.77,-9.59,-8.07,6.44,3.38,9.74,-2.21,6.29,9.35,0,0,0,4,"1"
"490",0,1.93,8.93,1.97,1.13,12.4,1.97,-6.13,5.75,-12.72,-0.12,-2.13,0.7,6.38,-2.08,6.48,0,0,1,1,"1"
"491",1,6.33,6.2,-0.73,0.57,4.44,5.01,-0.66,1.89,-7.61,0.51,0.54,1.69,6.23,8.97,3.14,0,0,0,4,"1"
"492",0,5.07,4.73,-1.47,-7.13,NA,9.43,2.82,-3.37,1.21,-8.74,-15.55,-25.61,-10.39,-19.87,-12.01,0,1,0,1,"1"
"493",0,5.76,8.41,3.68,2.65,5.07,-12.41,-28.8,10.07,9.73,-1.33,-7.75,-3.91,-6.77,-11.02,-2.39,0,0,0,1,"1"
"494",1,4.39,8.21,-2.63,-2.13,-6.92,-8.36,-17.25,-21,-11.95,3.18,-3.81,13.11,3.93,0.31,4.19,0,0,0,3,"1"
"495",1,4.48,3.44,-8,-6.12,-4.19,14.55,21.17,-1.37,25.53,2.31,4.65,20.53,-3.96,-1.96,-0.16,1,1,1,4,"1"
"496",1,-1.03,5.29,3.64,6.16,NA,-8.76,-15.13,-13.73,-32.71,2.06,-0.3,1.31,0.53,-0.75,-1.58,0,0,0,3,"1"
"497",0,-10.12,5.98,22.03,10.2,12.63,-7.13,-16.88,-22.58,7.36,-6.82,-16.54,-17.39,-3.21,-2.93,-11.86,0,0,0,1,"1"
"498",1,2.94,6.24,7.91,3.78,2.44,NA,4.06,-4.85,47.35,13.05,8.57,15.82,9.06,9.34,6.74,NA,1,1,2,"6"
"499",1,8.1,7.51,-11.06,1.17,-6.92,3.56,2.53,13.66,15.81,-10.02,-7.01,-20.97,-5.45,-12.29,-3.17,1,1,0,1,"1"
"500",1,3.99,7.67,-0.67,-2.64,-0.04,3.6,NA,34.57,44.03,8.12,3.41,12.23,1.2,5.26,3.86,1,NA,1,2,"1"
