"","V1","V2","V3","V4","V5","V6","V7","V8","V9","Class"
"29236",37,0,81,1,26,0,44,55,10,"Rad.Flow"
"29237",49,0,83,0,46,-27,34,37,2,"Rad.Flow"
"29238",46,-49,77,0,-2,0,31,79,48,"Fpv.Open"
"29239",45,0,77,0,46,4,32,31,0,"Rad.Flow"
"29240",51,1,84,0,52,6,33,33,0,"Rad.Flow"
"29241",37,0,82,-1,38,9,45,43,0,"Rad.Flow"
"29242",48,-1,86,0,50,30,38,37,0,"Rad.Flow"
"29243",39,0,76,7,38,0,37,37,0,"Rad.Flow"
"29244",43,0,79,0,44,13,35,35,0,"Rad.Flow"
"29245",52,-1,81,0,52,-2,29,30,0,"Rad.Flow"
"29246",48,0,102,0,46,-4,53,55,2,"Rad.Flow"
"29247",44,1,80,0,44,17,36,36,0,"Rad.Flow"
"29248",39,0,81,5,38,0,42,43,0,"Rad.Flow"
"29249",104,0,105,0,72,11,1,33,32,"Bypass"
"29250",37,4,79,0,-6,0,42,86,44,"Rad.Flow"
"29251",49,0,88,0,50,16,39,39,0,"Rad.Flow"
"29252",37,0,95,0,16,6,58,79,22,"Rad.Flow"
"29253",38,1,92,0,12,6,54,79,24,"Rad.Flow"
"29254",37,0,78,0,2,9,42,75,34,"Rad.Flow"
"29255",42,-4,77,0,42,0,35,36,0,"Rad.Flow"
"29256",37,0,79,0,30,7,42,48,6,"Rad.Flow"
"29257",46,0,79,6,46,2,34,33,0,"Rad.Flow"
"29258",37,0,76,4,34,0,40,43,2,"Rad.Flow"
"29259",46,-1,88,0,46,5,42,41,0,"Rad.Flow"
"29260",42,-1,86,4,42,0,44,44,0,"Rad.Flow"
"29261",49,0,87,3,50,17,38,38,0,"Rad.Flow"
"29262",41,-3,86,0,42,21,46,45,0,"Rad.Flow"
"29263",56,2,98,0,52,0,42,46,4,"High"
"29264",56,0,95,0,56,7,40,39,0,"Rad.Flow"
"29265",50,-3,86,0,50,0,36,37,0,"Rad.Flow"
"29266",53,0,85,0,54,4,32,31,0,"Rad.Flow"
"29267",52,0,82,4,52,0,30,30,0,"Rad.Flow"
"29268",55,-5,87,0,54,-8,32,33,2,"Rad.Flow"
"29269",58,1,91,1,56,0,33,34,2,"Rad.Flow"
"29270",56,1,77,0,18,2,22,59,38,"High"
"29271",50,-1,110,1,50,0,60,61,2,"Rad.Flow"
"29272",50,-2,80,0,50,0,30,31,0,"Rad.Flow"
"29273",58,0,96,-4,56,0,38,39,2,"Rad.Flow"
"29274",51,0,86,-3,52,12,35,35,0,"Rad.Flow"
"29275",53,-2,102,-2,54,2,49,48,0,"Rad.Flow"
"29276",52,0,81,-1,52,0,30,30,0,"Rad.Flow"
"29277",44,5,84,0,44,16,41,41,0,"Rad.Flow"
"29278",55,-2,99,0,42,0,43,57,14,"High"
"29279",39,1,78,5,38,0,39,39,0,"Rad.Flow"
"29280",42,-2,86,1,42,0,45,45,0,"Rad.Flow"
"29281",41,2,77,0,38,-4,37,39,2,"Rad.Flow"
"29282",37,0,77,0,36,0,40,41,0,"Rad.Flow"
"29283",46,-2,76,0,44,-30,30,32,2,"Rad.Flow"
"29284",48,2,77,0,46,0,30,31,2,"Rad.Flow"
"29285",41,0,86,0,42,23,46,45,0,"Rad.Flow"
"29286",51,0,84,0,50,-11,33,35,2,"Rad.Flow"
"29287",37,0,76,-2,30,-1,39,45,6,"Rad.Flow"
"29288",45,1,102,0,44,-4,57,58,2,"Rad.Flow"
"29289",55,0,83,0,-30,5,27,114,86,"High"
"29290",37,0,84,5,24,-11,47,61,14,"Rad.Flow"
"29291",49,0,88,1,50,8,39,39,0,"Rad.Flow"
"29292",37,0,83,-1,10,0,46,72,26,"Rad.Flow"
"29293",45,0,82,3,44,-4,37,38,2,"Rad.Flow"
"29294",55,-1,99,0,50,1,43,49,6,"High"
"29295",49,1,82,0,50,4,33,33,0,"Rad.Flow"
"29296",49,2,84,0,50,10,35,35,0,"Rad.Flow"
"29297",51,5,79,0,52,17,27,27,0,"Rad.Flow"
"29298",39,-2,97,0,38,0,59,59,0,"Rad.Flow"
"29299",49,0,89,0,46,-10,40,42,2,"Rad.Flow"
"29300",43,0,79,-7,42,0,35,37,2,"Rad.Flow"
"29301",37,0,104,0,34,5,67,71,4,"Rad.Flow"
"29302",51,-5,77,0,50,-11,27,28,2,"Rad.Flow"
"29303",37,0,79,0,24,-14,42,55,14,"Rad.Flow"
"29304",37,-8,106,0,30,0,69,75,6,"Rad.Flow"
"29305",37,0,80,0,34,26,43,46,4,"Rad.Flow"
"29306",43,-4,76,0,42,0,33,35,2,"Rad.Flow"
"29307",46,0,86,0,46,19,41,40,0,"Rad.Flow"
"29308",37,0,82,4,26,-7,45,56,10,"Rad.Flow"
"29309",45,0,106,-4,44,0,61,62,2,"Rad.Flow"
"29310",37,0,78,0,-6,-15,42,86,44,"Rad.Flow"
"29311",45,-2,87,0,46,16,42,41,0,"Rad.Flow"
"29312",45,0,83,0,46,21,37,36,0,"Rad.Flow"
"29313",68,-60,88,0,8,0,21,81,60,"Fpv.Open"
"29314",41,0,77,0,42,7,37,36,0,"Rad.Flow"
"29315",56,-1,74,0,-4,-13,18,79,62,"High"
"29316",55,0,79,0,54,-9,24,25,2,"Rad.Flow"
"29317",41,8,78,0,42,-15,37,37,0,"Rad.Flow"
"29318",46,1,79,-3,46,0,33,32,0,"Rad.Flow"
"29319",44,-3,86,0,44,1,43,42,0,"Rad.Flow"
"29320",78,3,81,0,-42,0,4,125,122,"Bypass"
"29321",49,5,77,0,50,0,28,28,0,"Rad.Flow"
"29322",37,0,78,0,12,-14,41,65,24,"Rad.Flow"
"29323",48,-1,76,0,46,0,28,30,2,"Rad.Flow"
"29324",49,-5,77,0,50,8,28,28,0,"Rad.Flow"
"29325",52,0,109,0,52,0,57,57,0,"Rad.Flow"
"29326",56,0,96,0,38,-24,40,57,18,"High"
"29327",37,-4,82,-1,34,0,45,48,4,"Rad.Flow"
"29328",55,0,77,7,28,-2,22,49,28,"High"
"29329",56,0,97,0,46,5,41,51,10,"High"
"29330",49,0,95,0,46,-16,46,48,2,"Rad.Flow"
"29331",45,1,78,0,44,-6,33,34,2,"Rad.Flow"
"29332",56,4,95,0,52,0,39,44,4,"High"
"29333",41,0,83,2,38,-4,42,44,2,"Rad.Flow"
"29334",48,-46,89,6,6,-11,41,84,42,"Fpv.Open"
"29335",37,0,83,0,30,25,46,52,6,"Rad.Flow"
"29336",38,-3,76,-4,38,0,38,37,0,"Rad.Flow"
"29337",40,-1,86,0,38,0,46,48,2,"Rad.Flow"
"29338",37,0,90,0,34,-5,53,57,4,"Rad.Flow"
"29339",37,0,76,0,20,20,39,55,16,"Rad.Flow"
"29340",40,0,81,0,38,0,40,42,2,"Rad.Flow"
"29341",44,2,83,0,44,0,39,39,0,"Rad.Flow"
"29342",48,0,89,0,46,-6,41,42,2,"Rad.Flow"
"29343",37,0,97,0,36,11,59,60,2,"Rad.Flow"
"29344",41,-3,77,0,38,-15,37,39,2,"Rad.Flow"
"29345",45,0,78,0,44,-18,33,34,2,"Rad.Flow"
"29346",55,-2,97,-1,52,-17,42,46,4,"High"
"29347",48,30,77,0,28,0,29,48,20,"Fpv.Close"
"29348",54,-2,79,-1,54,0,25,24,0,"Rad.Flow"
"29349",38,1,90,0,38,10,52,51,0,"Rad.Flow"
"29350",49,0,81,0,50,14,33,32,0,"Rad.Flow"
"29351",75,1,79,0,-42,0,4,123,118,"Bypass"
"29352",41,-2,81,0,42,15,40,39,0,"Rad.Flow"
"29353",39,4,83,3,38,0,44,44,0,"Rad.Flow"
"29354",45,0,87,0,44,-9,42,43,2,"Rad.Flow"
"29355",45,1,89,0,44,0,44,45,0,"Rad.Flow"
"29356",45,0,83,0,44,0,38,39,2,"Rad.Flow"
"29357",37,0,80,0,30,8,43,49,6,"Rad.Flow"
"29358",37,0,105,8,34,14,68,71,4,"Rad.Flow"
"29359",37,0,77,-5,36,-21,39,41,2,"Rad.Flow"
"29360",39,-3,91,0,2,-16,51,88,36,"Rad.Flow"
"29361",54,5,83,0,54,0,29,28,0,"Rad.Flow"
"29362",37,0,108,-1,36,0,71,72,0,"Rad.Flow"
"29363",37,0,79,0,8,-22,42,71,28,"Rad.Flow"
"29364",56,0,81,0,2,20,25,78,54,"High"
"29365",53,2,88,0,52,-16,35,37,2,"Rad.Flow"
"29366",37,-1,81,6,-2,0,44,83,40,"Rad.Flow"
"29367",52,0,84,0,52,-10,31,32,0,"Rad.Flow"
"29368",37,0,77,0,18,-4,41,59,18,"Rad.Flow"
"29369",55,0,76,-2,-12,-18,21,89,68,"High"
"29370",42,-2,75,0,42,0,32,34,2,"Rad.Flow"
"29371",43,0,83,-7,44,25,40,39,0,"Rad.Flow"
"29372",43,0,86,0,44,26,43,42,0,"Rad.Flow"
"29373",56,1,82,0,56,9,26,25,0,"Rad.Flow"
"29374",59,0,86,0,60,18,28,27,0,"Rad.Flow"
"29375",43,0,82,-3,42,-1,39,41,2,"Rad.Flow"
"29376",55,0,78,-3,8,-8,23,70,48,"High"
"29377",50,0,82,1,50,0,32,33,0,"Rad.Flow"
"29378",37,-2,81,0,36,0,44,45,0,"Rad.Flow"
"29379",55,0,78,-2,12,0,23,65,42,"High"
"29380",55,0,93,0,0,-19,38,93,56,"High"
"29381",44,-249,82,-1,44,-2,38,38,0,"Rad.Flow"
"29382",50,0,83,0,50,-1,33,33,0,"Rad.Flow"
"29383",45,1,76,5,44,0,32,32,0,"Rad.Flow"
"29384",82,0,86,0,-12,-26,3,99,96,"Bypass"
"29385",49,0,95,0,50,16,47,46,0,"Rad.Flow"
"29386",37,0,80,7,-2,0,43,83,40,"Rad.Flow"
"29387",37,0,92,0,16,0,54,76,22,"Rad.Flow"
"29388",37,0,78,0,12,-22,42,65,24,"Rad.Flow"
"29389",48,-1,83,-2,46,-4,35,37,2,"Rad.Flow"
"29390",55,-3,98,0,44,0,42,54,12,"High"
"29391",46,3,86,-2,46,6,41,40,0,"Rad.Flow"
"29392",38,0,77,7,38,0,39,39,0,"Rad.Flow"
"29393",55,-4,77,0,-24,0,21,103,82,"High"
"29394",37,0,104,0,20,-14,67,84,16,"Rad.Flow"
"29395",46,3,86,0,46,14,40,39,0,"Rad.Flow"
"29396",56,0,95,-7,42,0,40,54,14,"High"
"29397",39,4,80,-6,38,0,41,41,0,"Rad.Flow"
"29398",37,0,77,0,24,1,40,54,14,"Rad.Flow"
"29399",37,0,104,0,18,-12,67,86,20,"Rad.Flow"
"29400",45,0,82,4,44,-17,37,38,2,"Rad.Flow"
"29401",45,0,77,-1,44,0,31,33,2,"Rad.Flow"
"29402",50,-1,85,0,50,0,36,36,0,"Rad.Flow"
"29403",49,1,86,0,50,3,37,37,0,"Rad.Flow"
"29404",46,0,87,0,44,-18,41,43,2,"Rad.Flow"
"29405",43,-4,89,0,42,0,46,48,2,"Rad.Flow"
"29406",37,0,104,0,28,5,67,76,8,"Rad.Flow"
"29407",41,0,86,-1,38,-7,45,47,2,"Rad.Flow"
"29408",45,-3,86,0,46,13,40,39,0,"Rad.Flow"
"29409",45,0,82,-2,44,-3,37,38,0,"Rad.Flow"
"29410",53,0,86,0,54,15,32,32,0,"Rad.Flow"
"29411",58,0,81,4,56,0,23,24,0,"Rad.Flow"
"29412",45,0,87,0,46,18,42,41,0,"Rad.Flow"
"29413",55,0,95,0,50,-14,40,46,6,"High"
"29414",41,1,77,0,42,14,36,36,0,"Rad.Flow"
"29415",47,-1,78,2,46,0,31,32,0,"Rad.Flow"
"29416",55,0,76,0,-12,6,21,89,68,"High"
"29417",38,0,94,0,36,18,56,58,2,"Rad.Flow"
"29418",60,0,109,0,60,0,49,50,0,"Rad.Flow"
"29419",38,3,106,0,38,1,68,67,0,"Rad.Flow"
"29420",51,1,85,0,50,0,34,36,2,"Rad.Flow"
"29421",56,0,81,0,0,6,25,81,56,"High"
"29422",38,1,77,0,38,17,40,39,0,"Rad.Flow"
"29423",37,0,79,0,16,27,42,63,22,"Rad.Flow"
"29424",53,0,81,0,54,12,28,27,0,"Rad.Flow"
"29425",37,0,76,1,28,-3,39,48,8,"Rad.Flow"
"29426",41,4,76,0,42,11,35,35,0,"Rad.Flow"
"29427",38,-2,100,0,38,0,63,62,0,"Rad.Flow"
"29428",56,-4,97,0,52,0,41,45,4,"High"
"29429",41,0,80,0,42,9,39,39,0,"Rad.Flow"
"29430",45,0,76,-1,44,0,32,32,0,"Rad.Flow"
"29431",53,0,91,0,52,-15,38,39,2,"Rad.Flow"
"29432",56,0,92,0,56,4,36,35,0,"Rad.Flow"
"29433",37,0,97,3,34,0,60,64,4,"Rad.Flow"
"29434",55,0,77,0,-14,-27,21,92,70,"High"
"29435",47,0,75,-3,46,0,27,28,0,"Rad.Flow"
"29436",46,0,76,-5,46,0,30,29,0,"Rad.Flow"
"29437",45,0,80,6,44,0,35,36,2,"Rad.Flow"
"29438",53,-1,78,0,52,-10,25,26,2,"Rad.Flow"
"29439",37,-3,79,0,34,14,42,45,4,"Rad.Flow"
"29440",43,-1,79,-3,42,-38,36,38,2,"Rad.Flow"
"29441",37,0,90,0,20,1,53,70,16,"Rad.Flow"
"29442",37,0,79,0,8,-18,43,72,28,"Rad.Flow"
"29443",83,0,86,0,-2,0,4,89,86,"Bypass"
"29444",51,0,77,0,52,21,26,25,0,"Rad.Flow"
"29445",47,0,76,0,46,0,29,29,0,"Rad.Flow"
"29446",37,-1,90,0,6,0,53,85,32,"Rad.Flow"
"29447",40,-1,80,1,38,0,40,41,2,"Rad.Flow"
"29448",81,0,86,4,-24,-8,4,112,108,"Bypass"
"29449",45,1,77,0,46,31,31,30,0,"Rad.Flow"
"29450",37,0,74,0,26,-22,38,48,10,"Rad.Flow"
"29451",40,1,81,-6,38,0,40,42,2,"Rad.Flow"
"29452",37,0,97,0,36,5,59,60,2,"Rad.Flow"
"29453",51,0,77,0,52,4,26,26,0,"Rad.Flow"
"29454",41,0,83,1,42,15,42,41,0,"Rad.Flow"
"29455",41,0,81,1,42,2,39,39,0,"Rad.Flow"
"29456",53,0,104,0,54,0,51,49,0,"Rad.Flow"
"29457",43,0,88,0,42,-6,44,46,2,"Rad.Flow"
"29458",37,0,77,0,28,5,41,49,8,"Rad.Flow"
"29459",37,0,75,-2,26,-12,38,49,12,"Rad.Flow"
"29460",37,3,79,0,34,-1,42,46,4,"Rad.Flow"
"29461",48,0,81,-5,46,0,32,34,2,"Rad.Flow"
"29462",52,-2,109,0,52,0,57,57,0,"Rad.Flow"
"29463",56,0,96,-4,54,18,40,42,2,"Rad.Flow"
"29464",37,0,83,0,16,13,46,67,22,"Rad.Flow"
"29465",40,5,90,0,38,0,49,51,2,"Rad.Flow"
"29466",46,-1,85,-3,46,-5,39,39,0,"Rad.Flow"
"29467",56,0,77,5,0,0,22,77,56,"High"
"29468",58,1,84,0,56,0,26,27,0,"Rad.Flow"
"29469",46,0,75,-2,46,-3,29,28,0,"Rad.Flow"
"29470",41,3,78,0,42,8,37,37,0,"Rad.Flow"
"29471",45,0,84,4,44,-9,39,41,2,"Rad.Flow"
"29472",39,1,79,-2,38,-3,41,41,0,"Rad.Flow"
"29473",37,0,78,0,16,24,41,63,22,"Rad.Flow"
"29474",56,0,97,0,50,17,40,48,8,"High"
"29475",37,0,77,2,36,4,40,41,0,"Rad.Flow"
"29476",43,0,83,-1,44,22,40,39,0,"Rad.Flow"
"29477",45,1,86,4,44,0,41,42,2,"Rad.Flow"
"29478",55,0,96,0,44,-4,41,52,12,"High"
"29479",41,0,89,0,38,-30,48,50,2,"Rad.Flow"
"29480",49,0,81,0,50,9,33,32,0,"Rad.Flow"
"29481",41,-2,76,0,42,10,35,35,0,"Rad.Flow"
"29482",46,0,88,6,44,-26,42,44,2,"Rad.Flow"
"29483",47,0,88,5,46,0,40,41,0,"Rad.Flow"
"29484",41,1,83,0,38,0,42,44,2,"Rad.Flow"
"29485",50,-1,81,-5,50,-7,32,32,0,"Rad.Flow"
"29486",38,0,77,0,38,5,40,39,0,"Rad.Flow"
"29487",55,0,93,0,6,-28,37,88,50,"High"
"29488",42,2,76,-1,42,0,35,35,0,"Rad.Flow"
"29489",37,0,83,0,8,-12,46,75,28,"Rad.Flow"
"29490",44,0,81,0,44,18,38,37,0,"Rad.Flow"
"29491",56,2,97,-3,44,12,40,53,12,"High"
"29492",37,1,80,0,6,0,43,75,32,"Rad.Flow"
"29493",41,0,89,0,42,20,48,48,0,"Rad.Flow"
"29494",56,2,97,0,44,0,41,53,12,"High"
"29495",57,0,90,0,56,0,33,33,0,"Rad.Flow"
"29496",52,-1,88,0,52,0,36,36,0,"Rad.Flow"
"29497",56,1,81,0,-20,22,25,102,76,"High"
"29498",37,0,78,0,12,0,41,65,24,"Rad.Flow"
"29499",83,0,86,0,-6,0,4,94,90,"Bypass"
"29500",37,0,90,0,20,-20,52,69,16,"Rad.Flow"
"29501",72,-38,107,0,62,5,35,45,10,"Fpv.Open"
"29502",37,3,77,0,0,13,40,77,38,"Rad.Flow"
"29503",45,0,78,0,44,-7,33,34,2,"Rad.Flow"
"29504",59,0,86,0,56,-21,28,30,2,"Rad.Flow"
"29505",56,0,84,0,54,-28,28,30,2,"Rad.Flow"
"29506",37,3,79,0,24,0,41,55,14,"Rad.Flow"
"29507",53,0,102,0,54,3,49,48,0,"Rad.Flow"
"29508",37,0,76,6,30,5,39,45,6,"Rad.Flow"
"29509",55,0,97,-1,50,-3,41,48,6,"High"
"29510",43,0,84,5,42,-9,41,43,2,"Rad.Flow"
"29511",56,5,79,0,6,0,23,74,50,"High"
"29512",108,3,109,2,72,4,1,36,36,"Bypass"
"29513",46,0,79,0,46,23,33,32,0,"Rad.Flow"
"29514",56,0,78,0,54,-1,22,24,2,"Rad.Flow"
"29515",37,-3,76,0,38,11,38,37,0,"Rad.Flow"
"29516",49,0,87,0,46,-2,38,41,2,"Rad.Flow"
"29517",45,0,81,-4,44,-13,36,37,2,"Rad.Flow"
"29518",52,0,86,-4,52,0,33,34,0,"Rad.Flow"
"29519",38,0,81,0,38,7,43,43,0,"Rad.Flow"
"29520",55,0,77,0,38,-4,22,39,16,"High"
"29521",55,0,77,0,-22,5,21,100,78,"High"
"29522",37,0,80,0,10,-4,43,70,26,"Rad.Flow"
"29523",42,0,79,-1,42,0,38,38,0,"Rad.Flow"
"29524",50,-4,101,-6,50,0,51,52,0,"Rad.Flow"
"29525",37,4,79,0,20,31,41,58,16,"Rad.Flow"
"29526",37,0,83,0,36,6,46,46,0,"Rad.Flow"
"29527",49,-4,88,0,50,7,39,39,0,"Rad.Flow"
"29528",44,0,79,-6,44,6,35,35,0,"Rad.Flow"
"29529",56,0,77,0,0,3,21,77,56,"High"
"29530",46,0,86,0,46,5,40,39,0,"Rad.Flow"
"29531",40,0,86,0,42,31,46,45,0,"Rad.Flow"
"29532",40,0,89,-1,38,-5,49,50,2,"Rad.Flow"
"29533",37,0,83,0,30,8,46,52,6,"Rad.Flow"
"29534",58,4,88,0,56,0,30,31,2,"Rad.Flow"
"29535",52,3,85,-1,52,0,33,33,0,"Rad.Flow"
"29536",40,1,83,0,38,0,43,44,2,"Rad.Flow"
"29537",41,0,77,0,38,-20,37,39,2,"Rad.Flow"
"29538",55,-4,81,0,-10,-19,25,91,66,"High"
"29539",55,0,76,-1,-22,-11,21,99,78,"High"
"29540",38,0,76,-2,38,0,38,37,0,"Rad.Flow"
"29541",37,0,91,0,18,1,53,73,20,"Rad.Flow"
"29542",37,-2,106,0,34,3,69,72,4,"Rad.Flow"
"29543",56,2,97,0,44,6,41,53,12,"High"
"29544",37,0,81,0,26,-3,45,55,10,"Rad.Flow"
"29545",44,1,76,0,42,-19,32,34,2,"Rad.Flow"
"29546",44,-41,82,0,44,0,38,38,0,"Rad.Flow"
"29547",40,3,90,0,38,0,49,51,2,"Rad.Flow"
"29548",39,1,93,-2,38,0,54,55,0,"Rad.Flow"
"29549",53,0,84,0,54,5,32,30,0,"Rad.Flow"
"29550",51,0,84,0,52,3,33,32,0,"Rad.Flow"
"29551",45,0,85,0,44,547,41,41,0,"Rad.Flow"
"29552",81,0,86,3,-42,-28,5,130,124,"Bypass"
"29553",56,0,77,-5,10,0,22,67,46,"High"
"29554",45,0,86,-1,44,5,40,42,2,"Rad.Flow"
"29555",37,0,78,5,18,19,42,60,18,"Rad.Flow"
"29556",46,-1,100,0,46,0,54,53,0,"Rad.Flow"
"29557",43,0,88,3,42,0,45,47,2,"Rad.Flow"
"29558",42,0,76,-1,42,0,34,34,0,"Rad.Flow"
"29559",42,2,106,0,42,0,65,65,0,"Rad.Flow"
"29560",55,0,79,0,26,15,23,53,30,"High"
"29561",49,0,88,-2,50,8,40,39,0,"Rad.Flow"
"29562",37,0,99,0,30,19,61,68,6,"Rad.Flow"
"29563",56,0,96,1,44,11,40,52,12,"High"
"29564",37,1,75,0,18,-16,38,57,18,"Rad.Flow"
"29565",43,2,88,-2,42,0,45,47,2,"Rad.Flow"
"29566",45,0,88,0,44,-17,42,44,2,"Rad.Flow"
"29567",55,0,76,0,-18,-18,21,94,74,"High"
"29568",37,0,92,0,24,14,55,69,14,"Rad.Flow"
"29569",43,0,77,5,44,22,34,34,0,"Rad.Flow"
"29570",37,0,84,0,26,2,47,58,12,"Rad.Flow"
"29571",41,0,81,0,42,19,41,40,0,"Rad.Flow"
"29572",56,0,95,0,46,17,40,49,10,"High"
"29573",51,0,78,-7,50,0,27,29,2,"Rad.Flow"
"29574",45,0,75,0,44,0,30,31,0,"Rad.Flow"
"29575",53,0,81,6,52,-12,28,30,2,"Rad.Flow"
"29576",43,2,79,0,42,0,36,37,2,"Rad.Flow"
"29577",37,2,83,5,34,0,45,49,4,"Rad.Flow"
"29578",84,1,88,0,6,0,5,83,78,"Bypass"
"29579",46,0,85,2,46,3,39,39,0,"Rad.Flow"
"29580",41,4,79,0,42,19,38,38,0,"Rad.Flow"
"29581",56,0,95,-6,54,0,39,41,2,"Rad.Flow"
"29582",48,0,86,0,46,-1,39,40,2,"Rad.Flow"
"29583",41,-1,86,0,38,-22,46,48,2,"Rad.Flow"
"29584",37,0,104,0,16,-7,67,88,22,"Rad.Flow"
"29585",41,0,81,1,42,6,39,39,0,"Rad.Flow"
"29586",45,1,82,0,44,0,37,38,0,"Rad.Flow"
"29587",37,1,97,0,34,0,60,64,4,"Rad.Flow"
"29588",37,0,97,0,26,1,60,71,12,"Rad.Flow"
"29589",44,2,79,0,42,-26,36,38,2,"Rad.Flow"
"29590",41,1,84,0,42,11,43,43,0,"Rad.Flow"
"29591",37,0,77,0,16,-27,41,62,22,"Rad.Flow"
"29592",51,0,86,-3,50,-2,36,37,2,"Rad.Flow"
"29593",44,2,78,0,42,-22,34,37,2,"Rad.Flow"
"29594",45,4,81,3,44,0,37,37,0,"Rad.Flow"
"29595",55,0,79,-1,24,-2,23,55,32,"High"
"29596",48,0,77,-5,46,0,29,31,2,"Rad.Flow"
"29597",81,0,84,0,-14,0,4,100,96,"Bypass"
"29598",37,0,106,0,34,-12,68,72,4,"Rad.Flow"
"29599",38,0,80,0,36,-17,42,44,2,"Rad.Flow"
"29600",45,0,76,0,46,6,30,29,0,"Rad.Flow"
"29601",41,0,88,4,38,-7,47,49,2,"Rad.Flow"
"29602",37,-1,81,-5,36,-9,44,44,0,"Rad.Flow"
"29603",56,3,97,0,46,17,41,51,10,"High"
"29604",37,0,79,0,10,21,43,69,26,"Rad.Flow"
"29605",56,0,79,8,0,3,24,79,56,"High"
"29606",37,0,78,0,12,-11,41,65,24,"Rad.Flow"
"29607",39,-2,76,1,38,0,36,37,0,"Rad.Flow"
"29608",55,0,81,-2,-14,-4,26,97,70,"High"
"29609",51,1,86,0,52,4,35,34,0,"Rad.Flow"
"29610",37,1,79,-3,36,-5,42,43,2,"Rad.Flow"
"29611",48,4,79,1,46,0,31,32,2,"Rad.Flow"
"29612",48,0,88,-1,46,-1,40,42,2,"Rad.Flow"
"29613",45,2,86,0,44,-2,40,42,2,"Rad.Flow"
"29614",38,0,79,-2,38,0,41,40,0,"Rad.Flow"
"29615",55,0,88,0,54,0,34,34,0,"Rad.Flow"
"29616",46,0,79,0,46,9,33,32,0,"Rad.Flow"
"29617",37,0,103,0,18,0,66,85,18,"Rad.Flow"
"29618",55,0,80,0,-4,0,25,85,60,"High"
"29619",37,0,79,1,34,5,42,46,4,"Rad.Flow"
"29620",37,0,77,0,36,24,40,41,0,"Rad.Flow"
"29621",43,0,88,-3,42,-7,45,47,2,"Rad.Flow"
"29622",55,0,96,0,52,-3,41,44,4,"High"
"29623",38,0,80,0,38,12,42,41,0,"Rad.Flow"
"29624",48,2,94,0,46,0,46,48,2,"Rad.Flow"
"29625",38,1,76,0,38,22,38,37,0,"Rad.Flow"
"29626",37,0,77,0,38,26,39,38,0,"Rad.Flow"
"29627",53,4,79,0,42,0,25,37,12,"High"
"29628",55,0,97,0,50,-14,41,48,6,"High"
"29629",37,0,77,-3,30,18,40,46,6,"Rad.Flow"
"29630",55,-5,81,0,-10,-8,26,92,66,"High"
"29631",76,0,80,-2,-40,24,4,121,116,"Bypass"
"29632",37,0,78,0,-4,-25,42,83,42,"Rad.Flow"
"29633",46,2,83,0,46,3,37,36,0,"Rad.Flow"
"29634",55,0,77,0,10,-1,22,67,46,"High"
"29635",43,0,80,0,44,22,37,36,0,"Rad.Flow"
"29636",41,1,85,3,42,6,44,44,0,"Rad.Flow"
"29637",55,0,89,0,54,0,34,35,2,"Rad.Flow"
"29638",37,0,76,0,24,21,39,53,14,"Rad.Flow"
"29639",37,0,106,3,26,11,69,80,12,"Rad.Flow"
"29640",53,0,86,-1,54,2,33,32,0,"Rad.Flow"
"29641",41,4,86,0,42,10,45,45,0,"Rad.Flow"
"29642",37,0,76,0,28,31,39,47,8,"Rad.Flow"
"29643",57,0,85,5,56,0,28,28,0,"Rad.Flow"
"29644",47,0,107,0,46,0,60,60,0,"Rad.Flow"
"29645",82,0,85,-4,-10,0,3,95,92,"Bypass"
"29646",56,0,79,5,0,0,23,79,56,"High"
"29647",55,0,98,1,52,-12,42,46,4,"High"
"29648",37,0,81,0,30,1,45,50,6,"Rad.Flow"
"29649",55,0,77,0,26,20,21,51,30,"High"
"29650",47,2,88,6,46,0,41,41,0,"Rad.Flow"
"29651",46,0,83,0,46,16,37,37,0,"Rad.Flow"
"29652",37,0,76,0,20,-14,40,55,16,"Rad.Flow"
"29653",55,0,77,1,0,0,22,77,56,"High"
"29654",43,0,76,0,44,29,32,32,0,"Rad.Flow"
"29655",37,0,76,0,30,-16,40,45,6,"Rad.Flow"
"29656",45,-1,90,0,46,18,45,44,0,"Rad.Flow"
"29657",51,1,88,0,50,0,37,39,2,"Rad.Flow"
"29658",49,2,86,0,46,-20,38,40,2,"Rad.Flow"
"29659",43,0,76,0,44,8,33,32,0,"Rad.Flow"
"29660",37,0,78,0,2,13,41,75,34,"Rad.Flow"
"29661",56,0,96,1,44,0,40,52,12,"High"
"29662",46,0,93,1,46,1,47,46,0,"Rad.Flow"
"29663",51,-2,78,0,50,-12,27,29,2,"Rad.Flow"
"29664",64,2,113,0,64,16,48,48,0,"Rad.Flow"
"29665",50,-2,107,0,50,0,56,58,2,"Rad.Flow"
"29666",37,0,75,0,28,-16,38,46,8,"Rad.Flow"
"29667",56,0,79,0,6,-1,23,74,50,"High"
"29668",38,0,97,8,38,2,59,58,0,"Rad.Flow"
"29669",56,0,97,0,46,-4,40,50,10,"High"
"29670",37,0,77,8,36,11,40,41,0,"Rad.Flow"
"29671",49,0,89,0,50,24,40,40,0,"Rad.Flow"
"29672",37,0,106,0,30,11,69,75,6,"Rad.Flow"
"29673",44,0,90,0,44,0,45,46,0,"Rad.Flow"
"29674",45,-2,86,0,44,-16,41,42,2,"Rad.Flow"
