"","y1","y2","y3","klf4","nanog","oct4","sox2","clusterID"
"859","1","1","0",1.703685,1.716391,3.383356,0.740305,"2"
"860","1","1","1",1.551659,0.361397,2.309221,1.993632,"2"
"861","0","1","1",2.842963,1.914316,2.465453,1.872988,"3"
"862","1","1","1",0.523308,1.417927,0.17309,0.393758,"2"
"863","0","1","1",0.25214,3.158956,2.19707,3.491456,"3"
"864","0","0","0",0.38315,0.336452,0,0,"2"
"865","0","1","1",2.03803,3.129508,1.542698,2.981897,"3"
"866","0","1","1",2.590899,0.090477,1.074843,2.298779,"2"
"867","0","1","1",1.819958,0.509498,0.167069,0.358246,"2"
"868","1","1","0",1.074328,2.241311,2.591883,3.332411,"2"
"869","0","0","1",1.859202,2.680119,2.613333,1.365513,"2"
"870","0","0","1",1.455411,1.356604,2.41677,2.546384,"2"
"871","0","0","0",3.547894,2.988702,2.029656,2.53819,"3"
"872","1","0","1",3.547894,2.988702,2.029656,2.53819,"3"
"873","0","0","0",2.041794,0.936486,1.298261,1.710471,"2"
"874","1","1","1",2.041794,0.936486,1.298261,1.710471,"2"
"875","0","0","0",1.599138,3.240544,3.461427,2.913972,"3"
"876","0","0","0",0,0.247094,0,0,"3"
"877","0","1","1",2.414161,3.978145,3.686786,3.960381,"3"
"878","0","1","1",0.732904,2.267957,0.186205,0.082568,"2"
"879","0","0","1",2.289707,3.695835,2.003255,2.639803,"2"
"880","1","0","0",2.498081,3.280343,4.222514,3.97537,"2"
"881","1","1","0",1.707177,3.141217,2.204782,3.244324,"3"
"882","0","1","1",1.707177,3.141217,2.204782,3.244324,"3"
"883","1","1","0",1.860615,0.314631,2.625653,1.168341,"2"
"884","0","0","1",1.948765,1.486878,1.866295,2.309221,"2"
"885","0","0","1",1.948765,1.486878,1.866295,2.309221,"2"
"886","0","1","1",3.714175,3.20632,3.138383,1.627513,"3"
"887","0","0","1",3.943678,3.670647,2.855695,4.111337,"2"
"888","1","0","1",3.943678,3.670647,2.855695,4.111337,"2"
"889","0","1","0",1.180603,1.914671,1.351159,2.574292,"2"
"890","0","0","0",2.767498,3.156246,2.062823,2.401717,"2"
"891","0","0","0",1.243381,4.193859,4.498457,4.171419,"3"
"892","0","0","1",1.147498,0.53722,1.514612,0.260315,"3"
"893","0","1","1",1.147498,0.53722,1.514612,0.260315,"3"
"894","1","0","0",0.942511,0.362193,1.783327,0.411256,"2"
"895","0","1","0",3.382116,3.857474,2.850851,4.113863,"2"
"896","0","0","1",1.925776,1.69339,1.613479,2.77005,"3"
"897","0","0","0",2.781515,2.606244,2.018156,2.573316,"2"
"898","1","0","0",2.972502,1.077049,3.418118,1.831046,"2"
"899","1","1","1",0.865242,1.205362,1.988032,0,"2"
"900","1","0","1",0.219621,3.310791,2.262015,1.463108,"2"
"901","0","1","0",0.446131,2e-06,1.927513,0.449414,"2"
"902","0","1","0",0.446131,2e-06,1.927513,0.449414,"2"
"903","0","1","1",0.34359,1e-06,1.979975,0.478279,"2"
"904","0","0","0",1.898242,1.722166,2.123386,1.957809,"2"
"905","0","0","1",1.807335,2.401377,0,1.275421,"3"
"906","0","0","1",1.685171,1.95591,0.868729,1.66608,"2"
"907","0","1","1",2.164066,2.617778,2.896859,3.648028,"2"
"908","1","0","1",2.170814,2.350498,2.628244,1.790733,"3"
"909","0","0","0",1.731728,0.098809,1.339361,1.134645,"2"
"910","1","0","1",0.288405,0.001765,2.542233,1.49835,"3"
"911","0","0","0",1.246164,0.978164,1.110353,1.748764,"2"
"912","1","0","1",1.246164,0.978164,1.110353,1.748764,"2"
"913","1","0","0",1.718833,3.411151,0.220349,2.892174,"2"
"914","0","1","1",1.718833,3.411151,0.220349,2.892174,"2"
"915","0","1","1",3.099619,2.77005,3.17126,0.190453,"3"
"916","0","1","0",2.209336,2.190358,1.80692,2.018787,"2"
"917","0","1","1",1.164751,1.56327,1.032138,1.538131,"3"
"918","1","1","1",1.149334,0.586053,1.451301,0.36009,"3"
"919","0","1","1",3.623821,2.420939,2.432881,1.697077,"2"
"920","1","1","0",3.623821,2.420939,2.432881,1.697077,"2"
"921","0","0","0",3.623821,2.420939,2.432881,1.697077,"2"
"922","1","0","0",0,2.695373,0.55569,0.905434,"3"
"923","0","0","0",1.959892,0.80527,2.33558,0.486075,"3"
"924","0","1","1",0.981133,1.758565,0.042965,0.225792,"2"
"925","0","1","1",0.981133,1.758565,0.042965,0.225792,"2"
"926","0","1","1",0.981133,1.758565,0.042965,0.225792,"2"
"927","1","1","0",2.872802,3.928062,2.113837,3.719106,"2"
"928","1","1","0",2.872802,3.928062,2.113837,3.719106,"2"
"929","1","1","1",2.872802,3.928062,2.113837,3.719106,"2"
"930","0","1","1",0.778463,2.300947,0.613197,2.29936,"2"
"931","1","1","0",0.778463,2.300947,0.613197,2.29936,"2"
"932","0","0","1",1.228061,2.152252,0.027511,2.634158,"3"
"933","1","0","1",2.687506,3.283338,1.285174,1.942717,"3"
"934","1","0","1",3.377172,4.332641,3.704238,3.656524,"3"
"935","1","1","1",3.377172,4.332641,3.704238,3.656524,"3"
"936","1","1","0",3.286277,3.097346,0.319474,3.649533,"2"
"937","1","1","0",3.953835,2.914537,4.060319,2.525829,"3"
"938","0","1","1",4.484717,4.366472,3.52557,3.808997,"3"
"939","0","0","0",2.779761,2.215768,2.114136,1.057939,"2"
"940","1","0","0",2.767988,3.485238,2.829198,3.54932,"2"
"941","0","1","1",0,0.723013,1.732273,2.232061,"3"
"942","0","0","0",0,0.723013,1.732273,2.232061,"3"
"943","0","1","0",3.17888,1.965918,2.831476,2.032254,"2"
"944","0","0","0",0.066317,0.037713,0.088574,1.627969,"2"
"945","0","0","1",1.567655,0.042497,0,0,"2"
"946","0","1","1",0.000677,0,0.038796,0.126605,"3"
"947","0","0","1",2.043565,3.250666,3.545998,1.821938,"3"
"948","0","0","1",0,0.19782,0.00236,0.018494,"3"
"949","1","1","1",0,0.19782,0.00236,0.018494,"3"
"950","1","0","1",1.637053,2.668411,1.817311,0.081146,"3"
"951","1","0","1",3.595442,2.329662,2.274718,2.92288,"2"
"952","1","1","1",2.293427,3.158463,0.709508,2.973002,"2"
"953","0","1","1",2.998541,3.141399,2.467452,2.572353,"3"
"954","1","0","1",1.330022,1.648662,2.072075,2.546224,"3"
"955","1","1","1",0.734265,0.827315,1.509096,2.026945,"2"
"956","0","1","1",0,2.363793,1.591557,2.401377,"3"
"957","0","0","1",0.001072,0.92516,1.581039,2.122299,"2"
"958","0","0","0",0,1.51522,0,0,"2"
"959","1","1","1",1.801943,2.808492,2.626209,2.516924,"2"
"960","1","1","0",1.113183,1e-06,0.264203,1.851511,"2"
"961","0","0","1",1.276346,1.303888,0.863714,3.362552,"3"
"962","0","1","1",1.276346,1.303888,0.863714,3.362552,"3"
"963","0","1","1",1.729714,2.769201,3.457217,0.085284,"3"
"964","0","0","1",1.718053,2.00024,0.005523,3.188928,"2"
"965","1","1","1",2.012258,0.861328,1.702708,2.272582,"3"
"966","1","1","1",2.640175,4.020343,3.790038,4.295836,"2"
"967","1","1","0",3.531261,1.889912,3.463093,3.376439,"2"
"968","0","1","1",0,0.062324,0.231764,0.183776,"2"
"969","0","0","1",0,0.062324,0.231764,0.183776,"2"
"970","0","0","1",3.305799,3.08411,3.269063,4.205834,"2"
"971","0","0","0",1.970181,4.018502,4.484717,3.873741,"2"
"972","1","1","1",1.970181,4.018502,4.484717,3.873741,"2"
"973","0","1","1",0.430892,1.747171,2.289,3.305799,"3"
"974","0","1","0",2.780309,1.202615,1.843796,0,"2"
"975","1","0","0",2.001645,1.793555,2.510121,0.004306,"3"
"976","1","1","1",3.212992,1.408647,2.14974,2.158473,"3"
"977","1","1","1",2.535522,1.059122,1.377727,2.79878,"2"
"978","0","1","1",2.535522,1.059122,1.377727,2.79878,"2"
"979","0","0","0",0.024369,0.005687,0.158988,0.101219,"2"
"980","0","0","0",0.024369,0.005687,0.158988,0.101219,"2"
"981","0","1","1",2.812437,1.920747,1.063546,1.771301,"3"
"982","0","1","0",3.294977,2.837788,2.755669,2.231924,"2"
"983","0","0","1",3.294977,2.837788,2.755669,2.231924,"2"
"984","0","0","1",0.013156,0.020681,1.513701,0.029648,"3"
"985","1","1","1",3.710689,2.982145,1.553173,2.356483,"3"
"986","1","1","1",3.571535,3.125086,2.914733,3.013861,"3"
"987","1","1","0",3.066531,4.086701,3.050126,3.763117,"2"
"988","1","1","1",3.066531,4.086701,3.050126,3.763117,"2"
"989","1","1","1",3.994658,3.21752,2.973238,2.163798,"2"
"990","0","0","1",3.553448,4.498457,4.205834,4.302631,"2"
"991","1","1","0",3.553448,4.498457,4.205834,4.302631,"2"
"992","1","1","1",3.190462,4.346339,3.316764,3.887893,"3"
"993","1","0","1",3.160106,4.141494,4.257837,3.882889,"2"
"994","1","0","1",1.309342,1.337632,1.098755,1.918522,"3"
"995","0","1","1",2.765305,0.285136,2.747047,1.478458,"3"
"996","0","0","1",1.171743,0.373103,2.367391,1.237709,"3"
"997","1","0","0",1.171743,0.373103,2.367391,1.237709,"3"
"998","1","1","0",2.50032,1.657023,2.669922,2.541342,"2"
"999","0","1","0",0.150875,0.267592,0.229403,0.466148,"2"
"1000","0","0","0",0.150875,0.267592,0.229403,0.466148,"2"
"1001","0","1","0",1.378391,2.646118,3.166541,3.057875,"2"
"1002","0","0","0",0.471493,1.69373,0.00236,0,"2"
"1003","1","1","1",1.708293,3.236617,2.875356,2.309915,"2"
"1004","0","1","0",1.109501,1.024712,0,1.737834,"3"
"1005","0","1","1",0.19554,1.175649,2.153476,2.114655,"3"
"1006","1","0","1",0.19554,1.175649,2.153476,2.114655,"3"
"1007","1","0","0",2.448161,3.073939,2.96267,3.51471,"3"
"1008","0","0","0",2.448161,3.073939,2.96267,3.51471,"3"
"1009","0","1","1",1.705843,2.005257,1.491568,2.762778,"2"
"1010","0","0","1",1.705843,2.005257,1.491568,2.762778,"2"
"1011","0","0","0",1.705843,2.005257,1.491568,2.762778,"2"
"1012","0","0","0",2.69624,2.768379,0.217425,1.370154,"3"
"1013","0","0","0",2.69624,2.768379,0.217425,1.370154,"3"
"1014","1","0","0",2.69624,2.768379,0.217425,1.370154,"3"
"1015","0","1","1",0.323808,2.307035,1.001312,3.087309,"3"
"1016","0","1","1",1.441079,2.071334,1.823643,0.004306,"3"
"1017","0","0","0",1.441079,2.071334,1.823643,0.004306,"3"
"1018","0","1","0",3.447014,3.081162,2.91845,1.683144,"2"
"1019","1","0","0",3.447014,3.081162,2.91845,1.683144,"2"
"1020","0","0","0",3.447014,3.081162,2.91845,1.683144,"2"
"1021","1","1","1",0.231363,2.03602,2.222436,2.881476,"2"
"1022","0","0","1",4.008001,2.380941,4.337135,4.086701,"3"
"1023","1","1","0",2.019478,3.096898,1.175649,2.863557,"3"
"1024","0","0","1",2.019478,3.096898,1.175649,2.863557,"3"
"1025","0","0","0",2.019478,3.096898,1.175649,2.863557,"3"
"1026","1","0","1",3.74046,3.638195,3.352607,4.252916,"2"
"1027","0","0","0",1.759611,1.685794,2.580064,1.837082,"2"
