"","day","month","year","hour","minute","second","latitude","longitude","depth","magnitude"
"900",29,5,1998,7,20,7,42.08,-8.12,13,3.3
"901",29,5,1998,15,15,20,42.09,-8.1,NA,2.7
"902",29,5,1998,20,46,29,42.1,-8.12,11,2.4
"903",29,5,1998,22,16,17,42.13,-8.12,NA,2
"904",30,5,1998,1,27,19,42.08,-8.12,15,2.4
"905",30,5,1998,2,35,44,42.14,-8.12,NA,2.3
"906",30,5,1998,3,5,44,42.12,-8.12,5,2
"907",30,5,1998,4,26,59,42.06,-8.11,6,2.1
"908",30,5,1998,5,59,43,41.67,-7.06,NA,2.9
"909",30,5,1998,6,0,44,41.74,-7.13,NA,2.8
"910",30,5,1998,9,15,34,42.12,-8.12,NA,2.3
"911",30,5,1998,15,27,45,42.07,-8.13,13,2.8
"912",31,5,1998,0,1,10,42.05,-8.1,7,2.2
"913",31,5,1998,6,11,49,42.07,-8.13,8,2.5
"914",31,5,1998,18,56,41,42.1,-8.17,26,2.3
"915",31,5,1998,18,57,32,42.08,-8.11,6,2.6
"916",31,5,1998,22,46,57,42.11,-8.12,NA,2.1
"917",1,6,1998,19,21,23,42.07,-8.12,10,3.1
"918",2,6,1998,12,15,44,42.14,-8.13,NA,2.3
"919",3,6,1998,12,47,8,42.11,-8.07,NA,2.6
"920",3,6,1998,22,51,56,42.07,-8.1,10,2.7
"921",3,6,1998,22,54,28,42.1,-8.12,NA,2.2
"922",4,6,1998,0,3,4,42.12,-8.12,NA,1.8
"923",4,6,1998,0,45,8,42.08,-8.11,11,2.9
"924",4,6,1998,7,36,8,42.13,-8.13,11,2.6
"925",6,6,1998,13,51,42,42.15,-8.08,NA,2
"926",6,6,1998,13,57,17,42.07,-8.13,7,2.8
"927",9,6,1998,8,19,54,42.03,-8.1,8,2.7
"928",12,6,1998,0,42,53,42.14,-8.13,11,1.8
"929",12,6,1998,3,45,6,42.07,-8.13,11,2.4
"930",12,6,1998,4,25,9,42.08,-8.13,14,2.3
"931",12,6,1998,22,0,40,42.08,-8.08,10,3.3
"932",14,6,1998,6,57,45,42.11,-8.1,15,2.5
"933",15,6,1998,0,37,1,42.17,-8.13,NA,1.8
"934",15,6,1998,1,52,43,42.1,-7.6,NA,2.1
"935",17,6,1998,1,46,55,42.1,-8.13,NA,1.8
"936",17,6,1998,5,31,19,42.12,-8.12,2,2.4
"937",17,6,1998,11,6,2,42.09,-8.08,11,3
"938",17,6,1998,11,9,1,42.11,-8.11,NA,2.2
"939",17,6,1998,11,12,55,42.12,-8.12,NA,2.3
"940",17,6,1998,15,45,24,42.08,-8.13,13,2.6
"941",18,6,1998,2,17,28,42.07,-8.15,20,2
"942",18,6,1998,2,33,23,42.1,-8.13,4,1.9
"943",18,6,1998,3,31,32,42.14,-8.12,NA,2.8
"944",18,6,1998,7,20,29,42.04,-8.12,19,2.7
"945",19,6,1998,22,8,29,42.69,-7.67,3,2.9
"946",19,6,1998,22,15,12,42.7,-7.67,NA,2.9
"947",20,6,1998,1,43,45,42.14,-8.1,NA,2.1
"948",20,6,1998,6,35,37,42.09,-8.13,10,2.5
"949",20,6,1998,8,6,19,42.09,-8.1,2,2.7
"950",20,6,1998,9,47,29,42.08,-8.09,8,3
"951",23,6,1998,23,48,5,42.07,-8.11,5,2.5
"952",27,6,1998,20,0,35,42.17,-8.12,NA,2.3
"953",28,6,1998,3,26,52,42.81,-7.22,6,2.3
"954",2,7,1998,0,26,35,42.1,-8.03,NA,2.2
"955",3,7,1998,16,55,46,42.13,-8.11,NA,2.3
"956",6,7,1998,0,44,46,42.08,-8.14,23,1.9
"957",8,7,1998,7,54,14,41.7,-8.86,14,2.6
"958",15,7,1998,20,55,20,42.08,-8.11,12,2.8
"959",15,7,1998,23,38,37,42.08,-8.12,6,2.5
"960",16,7,1998,3,49,14,42.13,-8.12,3,2.4
"961",17,7,1998,8,28,13,42.79,-7.24,10,3.2
"962",17,7,1998,8,29,5,42.81,-7.21,11,3.6
"963",17,7,1998,8,31,56,42.81,-7.19,11,3
"964",17,7,1998,8,39,29,42.78,-7.26,11,2.5
"965",17,7,1998,8,56,52,42.78,-7.22,11,2.3
"966",17,7,1998,9,33,55,42.79,-7.19,16,2.1
"967",17,7,1998,9,35,55,42.82,-7.23,14,2.9
"968",17,7,1998,9,45,51,42.79,-7.25,12,2.5
"969",27,7,1998,15,49,29,42.8,-7.2,NA,2.7
"970",31,7,1998,23,6,0,42.12,-8.11,NA,2.6
"971",4,8,1998,10,55,23,42.08,-7.87,NA,2.4
"972",8,8,1998,1,17,55,42.28,-7.85,NA,2
"973",30,8,1998,20,55,22,41.27,-8.05,12,2.3
"974",30,8,1998,22,55,11,42.77,-7.26,11,3
"975",4,9,1998,3,2,34,43.37,-7.31,18,2.4
"976",6,9,1998,10,57,55,41.28,-6.98,3,2.3
"977",14,9,1998,13,19,37,41.98,-7.76,11,2.6
"978",19,9,1998,7,51,52,42.79,-7.2,NA,2.1
"979",19,9,1998,8,39,8,42.79,-7.2,NA,2.2
"980",25,9,1998,3,7,12,42.54,-7.34,6,2.6
"981",7,10,1998,3,44,38,42.79,-7.25,9,2.3
"982",17,10,1998,10,27,48,41.18,-7.84,NA,2.8
"983",23,10,1998,13,12,59,41.62,-8.44,2,3
"984",28,10,1998,3,37,58,42.21,-7.55,4,2.4
"985",4,11,1998,10,51,3,42.92,-8.16,NA,2.1
"986",5,11,1998,5,5,14,42.13,-8.18,15,2.2
"987",7,11,1998,0,51,55,43.34,-7.39,NA,1.9
"988",7,11,1998,14,3,29,42.8,-7.14,NA,2
"989",8,11,1998,16,50,4,41.46,-7.59,15,3
"990",9,11,1998,17,41,56,41.13,-8.22,6,2.2
"991",9,11,1998,22,11,7,42.65,-7.96,NA,1.9
"992",11,11,1998,23,3,43,42.79,-7.25,3,2.4
"993",15,11,1998,6,21,27,42.73,-9.09,11,2.8
"994",15,11,1998,6,51,30,42.72,-9.07,11,2.3
"995",17,11,1998,4,8,21,42.76,-7.26,NA,2.4
"996",17,11,1998,4,8,59,42.75,-7.19,NA,2.5
"997",19,11,1998,3,18,30,42.69,-9.04,NA,2
"998",2,1,1999,23,10,15,42.3,-9.17,11,2.7
"999",17,1,1999,7,26,55,41.95,-7.65,12,1.9
"1000",25,1,1999,6,50,1,42.79,-7.26,NA,2.1
"1001",27,1,1999,9,58,28,42.81,-7.24,NA,2.3
"1002",27,1,1999,13,47,29,42.65,-7.71,11,2.3
"1003",7,2,1999,8,34,44,42.01,-7.58,NA,2.3
"1004",11,2,1999,0,42,19,42.79,-7.21,11,2.3
"1005",15,2,1999,9,35,48,42.77,-7.24,11,2.9
"1006",15,2,1999,9,37,14,42.79,-7.24,10,2.8
"1007",17,2,1999,2,31,0,42.81,-7.22,12,2.5
"1008",18,2,1999,23,17,43,42.73,-9.1,5,2.6
"1009",22,2,1999,0,21,9,42.11,-8.1,6,2.6
"1010",8,3,1999,22,49,30,42.11,-8.1,4,2.3
"1011",13,3,1999,21,11,57,42.61,-8.2,10,3.1
"1012",20,3,1999,12,18,25,41.53,-6.69,NA,2.7
"1013",21,3,1999,22,37,44,42.71,-7.67,NA,2.6
"1014",21,3,1999,22,42,49,42.71,-7.67,NA,3
"1015",22,3,1999,4,9,49,42.7,-7.66,11,2.9
"1016",6,4,1999,20,4,48,42.8,-7.23,NA,3
"1017",6,4,1999,20,5,51,42.78,-7.22,NA,3
"1018",17,4,1999,0,11,25,42.28,-8.44,NA,2.4
"1019",17,4,1999,17,33,24,41.06,-7.15,11,2.4
"1020",21,4,1999,14,7,16,42.68,-8.21,11,3
"1021",5,5,1999,17,52,22,42.08,-8.03,10,3.3
"1022",14,5,1999,18,13,14,42.23,-8.32,NA,2.8
"1023",21,5,1999,11,20,42,41.53,-6.69,9,2.6
"1024",24,5,1999,5,24,14,42.11,-8.13,20,2.6
"1025",28,5,1999,4,0,58,43.12,-6.34,1,2.5
"1026",1,6,1999,4,10,15,42.81,-7.19,NA,2.2
"1027",4,6,1999,9,58,45,42.85,-7.16,NA,2.3
"1028",5,6,1999,23,35,24,42.29,-7.9,2,2.3
"1029",14,6,1999,22,33,46,42.17,-8.02,18,2.6
"1030",19,6,1999,2,44,10,42.78,-7.26,NA,2
"1031",19,6,1999,15,22,8,42.88,-7.22,7,2.6
"1032",20,6,1999,4,44,13,42.81,-7.27,9,3
"1033",20,6,1999,6,1,6,42.79,-7.23,NA,2
"1034",23,6,1999,17,0,51,42.24,-8.06,8,3
"1035",24,6,1999,23,48,52,42.16,-8.01,8,2.2
"1036",26,6,1999,18,52,32,41.04,-7.11,6,2.4
"1037",4,7,1999,8,21,28,42.35,-6.85,11,2.7
"1038",7,7,1999,20,0,44,42.36,-7.01,NA,2.2
"1039",20,7,1999,0,50,12,42.23,-9.34,18,2.6
"1040",22,7,1999,21,49,47,42.12,-8.17,11,3.1
"1041",28,7,1999,10,10,12,42.3,-7.88,NA,2.9
"1042",28,7,1999,22,23,41,42.28,-7.89,NA,2.5
"1043",31,7,1999,23,19,17,43.14,-8.86,NA,2
"1044",1,8,1999,5,6,40,42.78,-7.24,11,2.5
"1045",1,8,1999,5,7,28,42.76,-7.22,10,2
"1046",1,8,1999,5,8,16,42.75,-7.24,NA,2.2
"1047",1,8,1999,5,8,25,42.81,-7.2,10,3.3
"1048",1,8,1999,5,10,39,42.79,-7.21,10,3
"1049",1,8,1999,6,11,52,42.79,-7.23,11,2.8
"1050",4,8,1999,13,0,37,42.27,-6.85,NA,2.3
"1051",6,8,1999,12,38,34,43.67,-6.57,NA,2.2
"1052",6,8,1999,16,53,31,42.54,-7.17,NA,2
"1053",7,8,1999,23,55,40,42.09,-8.1,NA,2
"1054",12,8,1999,12,10,45,42.24,-8.4,11,1.9
"1055",14,8,1999,11,9,2,42.79,-7.27,1,2.4
"1056",14,8,1999,14,53,49,42.26,-8.5,21,2.4
"1057",15,8,1999,23,41,54,41.17,-6.96,21,2.3
"1058",16,8,1999,16,56,43,42.32,-6.92,NA,2.5
"1059",20,8,1999,22,35,36,42.25,-8.32,NA,2.4
"1060",21,8,1999,1,15,40,43.39,-9.64,19,2.6
"1061",27,8,1999,7,2,1,42.21,-7.81,11,2.5
"1062",27,8,1999,9,4,30,42.25,-6.32,NA,2.6
"1063",28,8,1999,22,46,59,42.8,-7.17,NA,2.2
"1064",29,8,1999,4,15,35,42.74,-7.67,NA,2.3
"1065",30,8,1999,21,58,22,42.25,-8.35,22,3.1
"1066",30,8,1999,22,3,54,42.29,-8.36,6,2.4
"1067",31,8,1999,5,47,24,42.25,-8.31,4,2.8
"1068",11,9,1999,19,13,45,42.81,-7.28,8,2.4
"1069",11,9,1999,21,1,43,42.79,-7.29,NA,2.5
"1070",15,9,1999,0,40,44,42.14,-8.07,NA,2.2
"1071",18,9,1999,23,33,57,42.34,-7.86,NA,2.2
"1072",23,9,1999,19,57,29,42.78,-7.2,3,2.3
"1073",24,9,1999,20,58,12,42.69,-7.66,NA,2.1
"1074",3,10,1999,2,1,53,42.73,-8.98,NA,2.2
"1075",5,10,1999,10,36,24,42.62,-7.31,12,2.3
"1076",3,11,1999,2,38,13,41.26,-7.09,NA,2.6
"1077",6,11,1999,1,27,28,42.72,-7.71,NA,1.9
"1078",21,11,1999,23,12,25,42.8,-7.28,NA,2.3
"1079",13,12,1999,15,56,26,42.78,-6.97,NA,2.5
"1080",1,1,2000,11,55,25,42.77,-7.27,10,2.4
"1081",6,1,2000,0,50,48,42.67,-7.68,NA,2.6
"1082",12,1,2000,13,55,0,41.67,-8.55,12,3
"1083",19,1,2000,16,30,54,41.67,-7.26,11,3
"1084",30,1,2000,15,3,6,42.81,-7.25,11,4.1
"1085",30,1,2000,15,6,22,42.77,-7.24,12,2.6
"1086",30,1,2000,15,6,48,42.78,-7.24,12,2.4
"1087",30,1,2000,15,8,23,42.74,-7.24,11,2.2
"1088",30,1,2000,21,20,55,41.11,-8.98,5,3
"1089",3,2,2000,22,15,46,43.51,-6.14,NA,2.4
"1090",25,2,2000,1,40,7,42.8,-7.22,NA,2.5
"1091",25,2,2000,2,2,36,42.79,-7.25,11,3.1
"1092",25,2,2000,2,4,40,42.78,-7.2,11,2.7
"1093",8,3,2000,9,4,29,42.09,-8.13,12,2.6
"1094",11,3,2000,1,11,28,42.2,-7.64,NA,2.1
"1095",11,3,2000,7,54,32,41.24,-6.99,11,2.8
"1096",12,3,2000,19,51,39,42.9,-8.7,11,2.2
"1097",18,3,2000,2,11,26,42.28,-8.43,NA,2.4
"1098",24,3,2000,18,5,43,42.8,-7.23,NA,2.4
"1099",25,3,2000,10,55,9,42.77,-7.22,NA,2
"1100",28,3,2000,17,53,24,42.45,-6.83,5,2.2
"1101",6,4,2000,23,1,58,42,-8.02,4,2.8
"1102",22,4,2000,6,47,20,42.77,-7.29,NA,2.5
"1103",22,4,2000,6,48,45,42.78,-7.22,NA,2.8
"1104",22,4,2000,21,24,12,42.79,-7.2,NA,2.3
"1105",1,5,2000,10,16,46,43.25,-9.54,17,2.5
"1106",3,5,2000,23,43,3,42.8,-7.22,4,2.5
"1107",15,5,2000,2,22,12,41.77,-8.4,11,3
"1108",16,5,2000,6,11,24,42.06,-7.88,11,2.6
"1109",18,5,2000,18,55,27,41.88,-8.42,1,2.2
"1110",29,5,2000,19,13,21,41.76,-8.47,21,2.3
"1111",15,6,2000,23,29,40,42.15,-8.16,14,2.3
"1112",20,6,2000,2,50,10,42.75,-7.3,NA,2.4
"1113",28,6,2000,0,29,39,42.72,-7.66,13,2.7
"1114",1,7,2000,6,12,50,42.18,-8.16,NA,2.2
"1115",13,7,2000,14,30,1,43.11,-8.71,NA,2.7
"1116",13,7,2000,14,30,13,43.12,-8.7,9,3
"1117",13,7,2000,15,23,1,43.11,-8.73,10,2.6
"1118",13,7,2000,15,58,29,43.11,-8.74,NA,2.6
"1119",13,7,2000,15,59,1,43.09,-8.7,NA,2.7
"1120",13,7,2000,16,3,30,43.12,-8.74,NA,2.4
"1121",13,7,2000,16,19,31,43.17,-8.77,11,3.3
"1122",13,7,2000,17,2,8,43.14,-8.78,4,3
"1123",13,7,2000,17,14,23,43.09,-8.65,2,2.5
"1124",13,7,2000,17,23,38,43.13,-8.73,NA,2.9
"1125",13,7,2000,17,28,31,43.05,-8.66,NA,2
"1126",13,7,2000,17,46,31,43.11,-8.73,2,2.7
"1127",13,7,2000,18,3,18,43.11,-8.76,8,3.1
"1128",13,7,2000,18,3,28,43.1,-8.73,3,3.3
"1129",13,7,2000,18,13,20,43.1,-8.68,5,2.1
"1130",13,7,2000,18,14,24,43.11,-8.72,10,2.6
"1131",13,7,2000,19,38,2,43.11,-8.74,NA,2.1
"1132",13,7,2000,19,49,43,43.1,-8.74,NA,2.6
"1133",14,7,2000,0,1,57,43.12,-8.71,NA,1.7
"1134",14,7,2000,0,7,41,43.12,-8.72,2,2.2
"1135",14,7,2000,0,23,56,43.13,-8.68,NA,1.8
"1136",14,7,2000,0,57,12,43.11,-8.7,NA,2.3
"1137",14,7,2000,1,12,21,43.1,-8.68,7,2.6
"1138",14,7,2000,1,26,7,43.12,-8.77,NA,2.2
"1139",14,7,2000,1,56,27,43.11,-8.71,NA,2.3
"1140",14,7,2000,2,20,42,43.11,-8.72,NA,2.2
"1141",15,7,2000,14,33,5,42.27,-7.96,NA,2.6
"1142",17,7,2000,22,27,17,42.38,-7.15,11,2.5
"1143",26,7,2000,3,41,16,41.87,-7.18,NA,2.4
"1144",18,8,2000,3,27,32,42.24,-6.34,3,2.6
"1145",20,8,2000,11,49,2,42.76,-8.54,12,2.4
"1146",7,9,2000,8,24,6,42.78,-7.27,NA,2.9
"1147",7,9,2000,8,24,33,42.75,-7.27,12,2.7
"1148",8,10,2000,11,37,19,43.21,-9.13,11,2.6
"1149",15,10,2000,18,37,17,42.33,-7.88,10,2.8
"1150",18,10,2000,21,25,52,42.81,-7.19,NA,2.6
"1151",18,10,2000,21,26,36,42.78,-7.2,NA,2.5
"1152",17,11,2000,18,30,30,42.67,-7.19,11,2.2
"1153",28,11,2000,9,36,44,42.65,-7.65,11,2.2
"1154",1,12,2000,3,6,5,42.65,-7.09,10,2.5
"1155",15,12,2000,10,58,0,42.77,-7.28,NA,2.1
"1156",28,12,2000,0,29,43,42.75,-7.25,NA,2.2
"1157",1,1,2001,3,44,19,43.31,-8.58,NA,2.5
"1158",4,1,2001,4,15,30,42.74,-9.77,38,2.8
"1159",5,1,2001,12,0,30,42.82,-7.22,11,3
"1160",5,1,2001,12,4,12,42.78,-7.21,3,3.1
"1161",5,1,2001,12,5,50,42.76,-7.3,11,3.1
"1162",12,1,2001,2,17,26,41.71,-7.45,20,2.5
"1163",12,1,2001,21,48,27,42.79,-7.28,11,2.9
"1164",13,1,2001,18,57,47,43.22,-8.55,NA,2.7
"1165",15,1,2001,4,31,43,43.16,-8.83,15,2.3
"1166",18,1,2001,6,9,41,42.35,-7.92,NA,2.5
"1167",24,1,2001,23,47,57,42.77,-7.18,6,2.1
"1168",4,2,2001,3,31,15,42.05,-6.85,NA,2.5
"1169",16,2,2001,23,8,16,41.76,-7.07,11,2.4
"1170",24,2,2001,3,51,41,41.44,-7.04,11,2
"1171",28,2,2001,23,35,31,42.76,-7.24,12,2.4
"1172",11,3,2001,6,29,11,41.1,-6.7,NA,2.5
"1173",12,3,2001,13,29,23,41.46,-6,2,2.9
"1174",13,3,2001,3,5,17,42.42,-8.57,11,2.7
"1175",19,3,2001,20,14,34,41.14,-6.68,NA,2.5
"1176",25,3,2001,5,2,35,42.24,-8.48,7,2.5
"1177",25,3,2001,23,42,2,42.8,-7.16,11,2.2
"1178",26,3,2001,1,6,9,42.25,-8.5,11,2.5
"1179",28,3,2001,6,30,59,42.24,-8.46,5,2.6
"1180",31,3,2001,15,30,25,42.23,-8.49,5,2.6
"1181",31,3,2001,15,33,16,42.26,-8.49,NA,2.2
"1182",3,4,2001,2,42,28,42.25,-8.52,11,2.5
"1183",3,4,2001,20,52,15,42.22,-8.55,19,2.1
"1184",4,4,2001,23,57,30,42.24,-8.57,NA,1.9
"1185",9,4,2001,23,58,54,42.76,-7.24,3,2.9
"1186",9,4,2001,23,59,7,42.79,-7.18,3,3
"1187",9,4,2001,23,59,41,42.74,-7.22,NA,3.1
"1188",10,4,2001,0,0,36,42.74,-7.25,2,3
"1189",10,4,2001,0,18,32,42.77,-7.19,2,2.3
"1190",10,4,2001,0,37,39,42.76,-7.23,10,2.9
"1191",10,4,2001,1,6,46,42.74,-7.27,10,2.6
"1192",11,4,2001,21,10,34,42.26,-8.56,12,2.7
"1193",17,4,2001,5,4,38,42.76,-7.24,3,2.5
"1194",17,4,2001,5,14,31,42.75,-7.23,1,2.6
"1195",17,4,2001,22,52,4,42.78,-7.18,11,2.3
"1196",20,4,2001,9,47,28,41.23,-8.51,22,2.6
"1197",28,4,2001,20,28,34,42.07,-8.42,2,2.2
"1198",20,5,2001,1,39,10,42.72,-7.69,10,3.6
"1199",22,5,2001,16,40,0,42.91,-7.45,NA,2.5
"1200",23,5,2001,3,32,4,42.65,-7.68,NA,2.3
"1201",23,5,2001,3,33,4,42.67,-7.69,NA,2.5
"1202",24,5,2001,3,29,53,42.64,-6.31,11,2.7
"1203",7,6,2001,4,2,15,42.64,-7.96,13,2.4
"1204",9,6,2001,14,35,16,42.77,-7.24,NA,2.3
"1205",9,6,2001,14,35,55,42.76,-7.21,NA,2.2
"1206",9,6,2001,14,42,51,42.78,-7.27,5,2.4
"1207",9,6,2001,14,49,1,42.77,-7.22,NA,1.9
"1208",13,6,2001,21,12,57,41.49,-7.55,12,2.3
"1209",14,6,2001,14,37,5,42.34,-7.88,NA,2.7
"1210",14,6,2001,22,51,12,42.29,-7.35,NA,2.2
"1211",16,6,2001,4,51,36,41.82,-7.44,4,2.4
"1212",22,6,2001,11,17,40,42.46,-8.14,13,2.8
"1213",22,6,2001,21,14,53,42.9,-8.9,NA,2.5
"1214",30,6,2001,11,2,41,42.34,-6.77,NA,2.1
"1215",30,6,2001,12,44,26,42.35,-6.82,NA,2.1
"1216",17,7,2001,3,20,6,42.27,-8.41,NA,2.5
"1217",26,7,2001,9,50,58,42.75,-7.13,10,3
"1218",26,7,2001,22,34,57,43.03,-7.06,5,3.1
"1219",10,8,2001,23,2,29,41.41,-6.01,17,2.4
"1220",14,8,2001,7,54,46,42.83,-8.6,NA,2.2
"1221",23,8,2001,0,2,25,42.58,-7.27,11,2.1
"1222",23,8,2001,2,45,25,41.52,-7.14,11,2.1
"1223",23,8,2001,22,54,59,42.21,-6.7,11,2.6
"1224",27,8,2001,8,8,31,42.83,-7.21,12,3.1
"1225",28,8,2001,18,6,38,41.44,-7.4,11,2.7
"1226",7,9,2001,17,45,13,42.38,-6.72,NA,2.6
"1227",15,9,2001,6,28,53,42.74,-8.77,NA,2.5
"1228",30,9,2001,2,45,11,42.93,-7.1,NA,2.1
"1229",14,10,2001,3,51,49,42.07,-6.8,NA,2.2
"1230",18,10,2001,19,51,50,42.41,-8.11,11,3.1
"1231",22,10,2001,5,3,36,41.79,-7.87,12,2.7
"1232",25,10,2001,1,26,3,42.16,-8.01,NA,2.4
"1233",29,10,2001,20,35,59,42.79,-7.25,11,2.8
"1234",30,10,2001,12,54,28,42.73,-8.37,NA,2.4
"1235",30,10,2001,22,57,44,41.51,-7.53,11,2.9
"1236",30,10,2001,23,6,58,41.51,-7.59,NA,2.6
"1237",16,11,2001,14,10,31,43.08,-6.47,11,3.1
"1238",6,12,2001,20,13,5,42.79,-7.21,NA,2.2
"1239",6,12,2001,20,47,23,42.76,-7.26,4,2.7
"1240",7,12,2001,23,17,22,41.74,-7.51,10,2.7
"1241",28,12,2001,12,1,2,43.06,-8.75,5,2.7
"1242",30,12,2001,0,3,14,42.67,-7.2,11,2.3
"1243",30,12,2001,16,46,19,42.35,-8.48,NA,2
"1244",30,12,2001,21,58,41,42.17,-8.14,11,2.7
"1245",1,1,2002,15,5,5,41.81,-8.5,NA,2.4
"1246",3,1,2002,4,48,21,42.31,-7.35,4,2.2
"1247",12,1,2002,3,11,6,42.78,-7.25,11,2.5
"1248",19,1,2002,0,47,50,41.27,-6.57,18,2.3
"1249",20,1,2002,23,1,45,41.52,-7.53,6,3.1
"1250",20,1,2002,23,40,23,41.51,-7.53,6,3.1
"1251",20,1,2002,23,40,49,41.51,-7.56,1,3.3
"1252",21,1,2002,7,31,39,41.5,-7.53,4,3.5
"1253",22,1,2002,9,18,1,42.78,-7.2,NA,2
"1254",24,1,2002,7,31,54,42.29,-7.49,11,2.9
"1255",25,1,2002,4,34,47,42.43,-7.74,NA,2.1
"1256",29,1,2002,23,19,33,41.26,-7.72,4,2
"1257",30,1,2002,21,2,25,42.36,-8.57,21,2.4
"1258",7,2,2002,20,0,42,42.84,-7.45,11,2.4
"1259",8,2,2002,22,35,47,42.83,-7.44,NA,2.2
"1260",11,2,2002,15,55,52,41.61,-8.45,NA,2.7
"1261",11,2,2002,18,51,48,42.26,-8.48,20,2.6
"1262",11,2,2002,21,1,53,41.6,-8.45,5,2.5
"1263",16,2,2002,16,54,23,41.09,-7.46,NA,1.9
"1264",18,2,2002,11,17,20,43.93,-7.01,NA,2.1
"1265",22,2,2002,5,39,15,43.87,-6.35,12,2.6
"1266",23,2,2002,9,2,6,42.76,-7.19,NA,2.4
"1267",23,2,2002,9,35,42,42.78,-7.15,NA,1.8
"1268",24,2,2002,20,11,25,42.8,-7.21,NA,2.3
"1269",24,2,2002,20,13,1,42.81,-7.22,NA,2.1
"1270",24,2,2002,20,13,50,42.79,-7.21,NA,2.2
"1271",24,2,2002,20,16,46,42.79,-7.21,NA,2.5
"1272",24,2,2002,20,20,46,42.81,-7.23,NA,1.9
"1273",24,2,2002,20,23,40,42.82,-7.23,NA,2.7
"1274",25,2,2002,6,13,9,42.79,-7.16,NA,1.7
"1275",25,2,2002,6,13,51,42.77,-7.2,4,2
"1276",25,2,2002,6,14,23,42.81,-7.2,NA,1.7
"1277",25,2,2002,6,15,3,42.78,-7.2,NA,2.3
"1278",25,2,2002,6,23,12,42.79,-7.22,NA,1.9
"1279",25,2,2002,6,25,45,42.78,-7.19,NA,2.2
"1280",27,2,2002,23,56,12,42.22,-7.99,NA,2.4
"1281",2,3,2002,12,7,13,43.06,-8.79,8,1.5
"1282",4,3,2002,20,43,2,43.53,-8.82,11,2.2
"1283",9,3,2002,1,19,46,42.65,-6.41,16,1.9
"1284",10,3,2002,20,55,7,42.51,-7.86,6,1.8
"1285",12,3,2002,15,34,45,42.25,-8.43,15,2.4
"1286",14,3,2002,8,43,29,42.82,-7.22,NA,1
"1287",15,3,2002,3,32,1,42.04,-7.78,NA,1.5
"1288",16,3,2002,10,32,49,42.14,-6.76,19,2.1
"1289",17,3,2002,4,26,22,43.1,-9.07,15,2.4
"1290",17,3,2002,4,27,6,43.11,-9.07,11,2.8
"1291",24,3,2002,14,31,56,42.93,-8.74,NA,1.6
"1292",25,3,2002,23,37,22,42.79,-7.22,NA,1.4
"1293",29,3,2002,1,28,19,42.8,-7.21,NA,1.1
"1294",29,3,2002,8,15,2,42.78,-7.22,4,1.8
"1295",30,3,2002,17,12,40,41.34,-7.21,3,1.5
"1296",31,3,2002,17,53,5,42.79,-7.23,NA,1.4
"1297",31,3,2002,22,5,49,42.79,-7.22,NA,1.3
"1298",31,3,2002,22,6,13,42.79,-7.22,NA,0.9
"1299",3,4,2002,8,41,39,42.81,-7.21,12,1.8
"1300",3,4,2002,17,18,4,41.35,-7.22,17,1.8
"1301",12,4,2002,2,58,26,42.57,-7.13,18,1.2
"1302",16,4,2002,20,16,45,42.41,-8.07,NA,1.5
"1303",28,4,2002,5,52,58,42.8,-7.21,NA,1
"1304",30,4,2002,2,49,41,42.74,-7.81,NA,0.9
"1305",7,5,2002,17,54,59,41.24,-7.2,NA,1.7
"1306",8,5,2002,2,0,20,41.49,-7.55,NA,2
"1307",9,5,2002,4,29,27,42.92,-8.01,12,1.7
"1308",14,5,2002,13,25,40,43.12,-8.78,NA,2.7
"1309",15,5,2002,14,56,47,43.15,-8.81,NA,2
"1310",16,5,2002,16,37,39,42.13,-8.62,NA,1.3
"1311",19,5,2002,3,51,37,42.25,-8.3,NA,1.2
"1312",19,5,2002,5,56,42,43.15,-8.81,NA,1.7
"1313",20,5,2002,20,55,1,42.43,-8.11,NA,1.5
"1314",25,5,2002,11,53,24,43.14,-8.8,1,2.3
"1315",25,5,2002,14,46,46,43.15,-8.82,NA,1.9
"1316",25,5,2002,15,46,26,41.72,-6.74,NA,1.2
"1317",30,5,2002,1,1,4,42.25,-7.19,NA,1.6
"1318",30,5,2002,4,32,9,42.39,-6.52,NA,1.3
"1319",30,5,2002,11,32,28,43.39,-8.28,NA,1.5
"1320",31,5,2002,8,10,33,43.18,-8.45,NA,1.6
"1321",1,6,2002,15,52,28,41.52,-8.24,3,1.8
"1322",4,6,2002,6,6,4,42.78,-7.07,11,1.3
"1323",6,6,2002,11,25,27,41.25,-6.66,10,1.6
"1324",7,6,2002,8,4,13,42.12,-7.82,12,2.4
"1325",8,6,2002,11,36,57,41.96,-7.62,11,1.9
"1326",8,6,2002,21,39,11,42.22,-7.2,15,1.5
"1327",8,6,2002,21,59,51,42.72,-8.43,11,1.7
"1328",11,6,2002,11,14,27,42.83,-7.32,NA,1.3
"1329",12,6,2002,13,28,48,42.12,-8.11,15,1.6
"1330",13,6,2002,1,18,21,43.24,-7.26,8,1.3
"1331",16,6,2002,2,32,18,42.44,-8.2,21,1.5
"1332",16,6,2002,6,46,5,42.73,-6.91,16,2.8
"1333",17,6,2002,1,30,19,42.04,-7.46,NA,1.1
"1334",17,6,2002,17,20,57,41.62,-8.34,11,1.4
"1335",18,6,2002,10,58,9,41.23,-6.72,NA,1.4
