"","ID","CNo","XCOO","YCOO","SiO2_B","TiO2_B","Al2O3_B","Fe2O3_B","MnO_B","MgO_B","CaO_B","Na2O_B","K2O_B","P2O5_B","SO3_B","Cl_B","F_B","LOI_B","As_B","Ba_B","Bi_B","Ce_B","Co_B","Cr_B","Cs_B","Cu_B","Ga_B","Hf_B","La_B","Mo_B","Nb_B","Ni_B","Pb_B","Rb_B","Sb_B","Sc_B","Sn_B","Sr_B","Ta_B","Th_B","U_B","V_B","W_B","Y_B","Zn_B","Zr_B"
"192",5208,305,617718.6,7779321,87.45,0.227,5.25,1.64,0.023,0.29,0.28,0.89,1.38,0.048,0.005,0.007,0.048,2.29,1,231,1.5,34,5,13,2.5,5,3,2.5,62,1,3,1.5,5,61,2.5,3,1,47,2.5,13,4,20,6,9,22,78
"193",5209,331,377249,7578065,66.75,0.668,13.76,4.55,0.063,2.07,3.51,3.7,2.23,0.198,0.005,0.026,0.133,2.03,1,731,1.5,37,7,75,2.5,5,14,2.5,38,3,11,21,12,77,6,16,1,310,2.5,11,6,92,3,15,33,248
"194",5211,55,-527146.8,7089339.1,54.27,1.113,14.63,7.58,0.149,2.54,4.29,2.74,1.5,0.262,0.005,0.013,0.01,10.61,1,631,1.5,77,21,56,2.5,12,15,2.5,52,5,11,22,11,75,2.5,17,1,406,2.5,11,6,123,3,16,64,246
"195",5212,31,-411494.2,6959657.4,63.85,0.795,12.85,6.04,0.11,2.8,4.08,2.46,1.91,0.29,0.03,0.018,0.01,4.41,1,590,1.5,75,17,104,2.5,5,15,2.5,37,1,9,32,14,90,2.5,18,2,361,2.5,8,1.5,114,1.5,22,69,255
"196",5213,239,226609,6922431,65.18,0.751,14.19,4.72,0.062,1.71,1.8,2.35,2.68,0.169,0.005,0.013,0.01,6,4,550,1.5,82,7,79,2.5,5,16,2.5,92,1,12,16,15,135,2.5,16,3,154,2.5,17,5,86,7,23,77,249
"197",5214,16,524078.7,6429183.1,84.83,0.35,6.7,1.7,0.045,0.28,0.37,0.64,2.29,0.103,0.005,0.013,0.01,2.36,1,369,1.5,39,1.5,16,2.5,5,7,10,71,1,5,4,11,91,2.5,5,1,57,2.5,18,4,24,1.5,10,23,285
"198",5215,81,-26675.8,7504822.4,70.34,0.53,13.46,2.83,0.071,1.43,4.63,2.99,1.99,0.167,0.005,0.008,0.01,1.24,2,651,1.5,56,3,29,2.5,5,14,5,36,3,12,1.5,12,104,10,12,3,495,5,11,6,60,1.5,15,32,254
"199",5216,23,363480,6073288,90.86,0.146,4.3,0.73,0.013,0.09,0.3,0.61,1.38,0.04,0.005,0.004,0.01,1.35,1,259,1.5,25,1.5,12,2.5,5,1.5,2.5,29,1,4,1.5,5,77,2.5,2,1,44,2.5,15,4,16,1.5,1.5,8,130
"200",5217,39,-460891.4,6921132.6,64.16,0.701,14.35,6.04,0.102,1.88,3.59,2.86,2.17,0.235,0.005,0.011,0.01,3.52,4,781,1.5,70,14,45,2.5,17,13,2.5,72,7,12,9,9,95,2.5,18,1,413,2.5,7,1.5,107,1.5,18,64,198
"201",5219,50,-493425,6890436.7,5.78,0.122,2.37,0.82,0.016,0.21,1.97,0.29,0.23,0.404,0.31,0.006,0.01,87.28,1,158,1.5,169,1.5,5,2.5,38,1.5,2.5,121,1,6,1.5,2,19,2.5,6,1,190,2.5,8,14,20,1.5,36,3,20
"202",5220,21,270192,6821573,71.74,0.313,13.12,3.06,0.041,1.04,1.64,2.78,2.51,0.084,0.005,0.012,0.01,3.35,2,695,1.5,41,5,39,2.5,5,12,2.5,40,2,5,7,16,109,2.5,9,1,212,2.5,13,4,45,1.5,10,41,111
"203",5221,86,424830,7168930,76.43,0.282,10.07,1.67,0.032,0.54,1.77,2.79,2.11,0.12,0.005,0.021,0.072,3.79,1,541,1.5,28,1.5,23,2.5,5,10,5,40,1,4,1.5,9,82,2.5,5,1,194,2.5,12,1.5,27,3,6,19,138
"204",5224,102,508490,7831590,73.58,0.601,11.15,4.77,0.093,1.29,0.93,1.67,1.91,0.162,0.005,0.006,0.01,3.58,1,379,1.5,40,11,45,2.5,5,10,2.5,37,1,9,15,4,101,2.5,10,3,116,2.5,13,5,53,7,25,53,156
"205",5225,18,224677.9,6280010.7,59.22,0.417,8.47,3.02,0.048,3.22,9.35,0.62,2.49,0.093,0.03,0.01,0.061,12.68,5,337,1.5,61,3,42,2.5,10,8,2.5,43,1,8,12,6,98,2.5,8,3,88,2.5,13,1.5,55,9,17,42,177
"206",5226,36,-430888,7081236.7,63.48,1.014,13.2,7,0.105,2.2,3.44,2.61,1.85,0.206,0.005,0.011,0.092,4.48,1,559,1.5,75,12,79,2.5,5,12,7,54,6,16,27,13,87,2.5,18,2,266,2.5,13,6,105,7,20,58,273
"207",5227,242,379548,6925430,62.02,0.653,13.12,3.6,0.062,1.29,2.18,2.85,2.37,0.131,0.005,0.012,0.044,11.36,5,597,1.5,52,12,48,2.5,5,17,2.5,41,1,10,8,9,114,2.5,11,1,180,2.5,12,5,58,1.5,17,48,214
"208",5228,123,619263.2,7707595.3,56.46,0.694,14.98,7.02,0.084,2.65,3.37,2.88,1.41,0.179,0.005,0.013,0.056,9.9,6,447,1.5,70,27,95,2.5,37,17,5,55,2,8,38,8,102,2.5,21,1,214,2.5,13,7,123,1.5,14,72,119
"209",5229,67,-648500.7,6774650.5,66.32,1.03,12.21,5.18,0.083,1.05,2.25,2.48,2.21,0.209,0.005,0.008,0.04,6.55,3,662,1.5,58,6,33,2.5,5,19,2.5,48,1,12,6,18,105,2.5,12,6,222,9,14,4,77,1.5,26,46,355
"210",5230,3,375250,6674136,51.53,0.696,13.83,8.39,0.048,1.94,1.15,1.52,2.66,0.269,0.04,0.011,0.01,17.67,10,464,1.5,85,5,88,2.5,20,21,7,72,8,18,20,20,140,2.5,19,2,107,2.5,20,8,96,7,23,99,137
"211",5231,52,373551,6972610,63.4,0.578,12.36,3.84,0.055,1.12,2.18,2.76,2.08,0.364,0.005,0.011,0.01,10.92,3,570,1.5,44,7,42,2.5,5,13,2.5,31,1,10,1.5,10,93,6,14,5,193,2.5,15,4,67,1.5,19,51,207
"212",5232,10,464926.1,6363971.4,70.94,0.563,12.2,4.59,0.075,1.21,0.9,0.95,3.1,0.139,0.005,0.003,0.01,5.09,6,443,1.5,103,17,55,5,5,16,7,46,3,13,14,10,137,2.5,12,1,87,2.5,17,6,73,4,23,66,224
"213",5233,122,584470,7847010,55.51,0.721,13.26,5.5,0.036,1.44,7.15,1.57,2.34,0.099,0.1,0.005,0.11,11.88,6,457,1.5,40,1.5,72,7,5,18,2.5,39,6,12,13,5,121,2.5,14,3,348,2.5,10,4,94,5,15,50,132
"214",5234,25,316255.8,6308402.4,90.66,0.168,4.13,0.41,0.013,0.04,0.35,0.63,1.57,0.043,0.005,0.006,0.094,1.7,1,291,1.5,15,1.5,5,2.5,5,1.5,2.5,15,1,1,1.5,6,47,2.5,3,1,56,2.5,14,1.5,2.5,1.5,6,4,249
"215",5235,101,382147,7326068,47.62,0.548,10.16,6.02,0.093,1.74,2.1,2.21,1.83,0.17,0.3,0.009,0.01,26.9,6,434,1.5,52,12,62,2.5,5,11,2.5,50,3,12,26,8,83,2.5,11,1,161,2.5,10,8,76,1.5,19,68,161
"216",5237,109,479608,7364053,70.98,0.434,11.96,3.98,0.067,1.61,2.08,3.05,2.2,0.139,0.005,0.016,0.01,3.17,1,579,1.5,30,8,55,2.5,5,13,2.5,27,1,3,5,8,102,2.5,9,1,164,6,12,5,64,9,8,25,205
"217",5238,142,256497,7667427,67.97,0.413,14.5,4.18,0.066,1.52,3.52,3.8,1.67,0.116,0.005,0.015,0.01,1.99,10,495,1.5,32,15,49,2.5,5,10,2.5,34,5,6,16,2,85,2.5,12,1,248,2.5,10,1.5,83,1.5,5,48,81
"218",5239,32,-378360,7004979,69.17,0.623,13.09,5.12,0.061,2.06,1.4,1.62,2.7,0.078,0.005,0.009,0.01,3.74,1,466,1.5,57,13,84,2.5,5,14,2.5,100,5,11,21,10,139,7,15,2,72,2.5,19,1.5,91,4,15,52,184
"219",5240,59,-605663.4,6907972.7,68.54,0.528,13.52,3.25,0.11,0.74,1.7,3.4,3.21,0.413,0.005,0.005,0.034,4.12,1,1256,1.5,101,1.5,14,2.5,5,19,2.5,44,2,16,1.5,30,195,2.5,8,1,347,6,16,6,55,1.5,21,58,176
"220",5241,56,574970,6967612,66.64,0.751,13.89,5.02,0.078,2.02,2.9,3.1,2.19,0.199,0.005,0.081,0.01,2.81,3,661,1.5,68,13,65,2.5,13,19,10,37,1,10,19,8,112,11,15,1,255,2.5,14,3,93,1.5,21,63,262
"221",5242,4,472013,6220982.7,65.71,0.626,10.42,3.65,0.07,1.79,5.33,0.83,2.76,0.121,0.005,0.058,0.023,8.35,3,456,1.5,58,12,47,2.5,17,13,2.5,41,3,13,17,12,124,2.5,12,1,103,5,17,5,56,1.5,26,46,265
"222",5243,5,-296054,6955817.6,82.74,0.317,7.1,1.61,0.021,0.46,0.44,0.95,2.28,0.093,0.005,0.057,0.039,3.68,1,391,1.5,36,1.5,36,2.5,5,6,2.5,15,1,7,1.5,7,87,2.5,5,1,56,2.5,14,7,18,1.5,10,15,169
"223",5244,96,363803.2,7794911.8,69.81,0.484,12.9,4.09,0.078,1.55,1.77,3.54,2.11,0.101,0.005,0.069,0.01,3.24,5,499,1.5,25,13,74,2.5,5,14,2.5,15,1,9,17,2,94,5,10,1,151,2.5,10,6,60,1.5,13,40,133
"224",5245,104,560580,7814980,69.12,0.712,12.54,5.81,0.098,1.27,0.13,0.97,2.47,0.149,0.005,0.061,0.022,6.38,7,276,1.5,53,13,66,2.5,5,16,7,47,3,13,16,10,128,2.5,13,1,37,2.5,18,4,87,1.5,18,71,255
"225",5246,125,376549,7523987,75.56,0.172,11.77,1.84,0.027,0.84,1.81,3.26,2.51,0.07,0.005,0.045,0.026,1.82,1,604,1.5,15,1.5,38,2.5,5,13,5,96,1,2,1.5,6,102,2.5,5,1,227,2.5,10,4,39,1.5,1.5,20,58
"226",5247,80,472911,7121750,52.14,0.455,9.14,2.55,0.047,0.85,1.83,2.41,1.8,0.141,0.005,0.049,0.079,28.35,3,460,1.5,37,1.5,33,2.5,5,10,2.5,15,1,8,4,2,73,2.5,8,4,164,2.5,8,4,32,5,14,24,207
"227",5248,17,278682.9,6271236.7,67.8,0.383,7.64,2.68,0.052,2.78,6.07,0.47,2.52,0.08,0.005,0.003,0.01,9.27,4,321,1.5,52,1.5,33,2.5,5,7,2.5,37,1,4,13,5,80,2.5,7,1,70,2.5,14,1.5,39,9,17,35,199
"228",5249,4,490720,6555775.2,70.91,0.344,9.57,2.53,0.068,2.16,3.46,1.58,2.54,0.109,0.005,0.06,0.051,6.39,4,434,1.5,65,1.5,29,2.5,5,9,2.5,15,1,7,1.5,15,105,2.5,8,2,124,5,18,3,38,1.5,14,38,245
"229",5250,73,424830,7068471,61.17,0.177,7.84,1.31,0.033,0.37,1.67,2.01,1.8,0.137,0.06,0.05,0.01,23.19,5,474,1.5,15,1.5,17,2.5,5,8,2.5,15,1,4,1.5,7,75,2.5,5,3,169,2.5,10,5,14,1.5,4,9,95
"230",5252,42,-489287.2,6806815.3,55.83,0.451,9.51,2.31,0.042,0.59,1.67,2.22,2.2,0.152,0.03,0.053,0.086,24.58,4,587,1.5,76,5,23,2.5,30,10,2.5,113,2,7,5,11,105,2.5,7,2,175,2.5,17,10,36,1.5,25,31,165
"231",5253,10,473411,6720917,53.36,0.868,17.22,9.13,0.106,3.12,1.63,1.95,3.41,0.16,0.005,0.064,0.01,8.62,10,745,1.5,123,25,107,6,37,24,2.5,137,3,16,58,20,165,2.5,19,2,147,2.5,25,9,134,6,39,141,162
"232",5255,52,-483705.4,7009511,70.05,0.294,14.47,2.27,0.051,0.76,2.69,3.75,3.08,0.106,0.005,0.07,0.132,2.05,1,864,1.5,31,1.5,4,2.5,5,11,2.5,28,1,11,1.5,16,128,2.5,6,4,389,2.5,9,6,46,6,8,26,105
"233",5256,41,-470930.6,6838882.2,69.85,1.252,9.55,6.15,0.085,1.79,2.8,2.05,1.6,0.189,0.005,0.014,0.021,4.38,1,387,1.5,36,10,42,2.5,5,12,7,36,2,10,15,12,100,5,13,4,128,2.5,11,3,85,6,24,80,280
"234",5257,120,483407,7476807,69.31,0.756,9.49,3.66,0.06,1.56,1.86,2.29,1.53,0.05,0.005,0.071,0.113,9.06,2,414,1.5,29,6,138,2.5,5,12,2.5,15,1,4,25,6,72,2.5,12,3,130,2.5,13,4,81,1.5,8,30,113
"235",5258,131,377249,7578065,66.07,0.719,13.95,4.81,0.064,2.19,3.6,3.67,2.2,0.201,0.005,0.09,0.01,2.13,1,719,1.5,61,18,79,2.5,5,15,6,52,1,11,20,6,75,2.5,14,1,312,2.5,10,4,93,1.5,17,37,252
"236",5259,13,367045.5,6341808.8,62.66,0.369,8.4,2.75,0.058,3.62,7.34,0.71,2.71,0.102,0.01,0.077,0.078,10.9,6,368,1.5,47,1.5,30,2.5,11,7,2.5,58,1,6,1.5,2,109,8,10,1,79,2.5,14,4,32,4,13,38,178
"237",5261,115,-712865.5,6706362,70.86,0.48,12.91,3.6,0.05,0.67,1.87,2.75,3.15,0.096,0.005,0.061,0.075,3.16,2,581,1.5,43,5,13,2.5,5,16,2.5,34,1,8,1.5,15,126,6,10,3,142,2.5,13,4,43,9,23,55,229
"238",5262,15,145709,6187923,91.43,0.098,3.87,0.52,0.011,0.11,0.51,0.6,1.42,0.03,0.005,0.047,0.01,1.19,1,263,1.5,30,1.5,11,2.5,5,1.5,2.5,44,1,6,1.5,8,62,2.5,2,1,46,2.5,9,1.5,6,4,1.5,12,77
"239",5263,7,478492.9,6276600.8,47.33,0.844,16.48,6.72,0.076,2.51,7.38,0.51,3.85,0.14,0.01,0.057,0.04,13.81,7,479,1.5,96,7,86,2.5,15,22,2.5,57,3,19,42,8,177,2.5,17,3,98,2.5,19,3,109,5,30,89,146
"240",5264,84,115738.6,7634368.9,76.03,0.444,11.24,2.81,0.048,1.09,1.07,2.29,2.22,0.108,0.005,0.006,0.01,2.38,1,435,1.5,27,4,48,2.5,5,14,2.5,28,5,13,1.5,10,100,2.5,9,3,156,2.5,8,6,65,7,7,35,135
"241",5265,87,220692.4,7699104.2,69.76,0.607,13.06,4.28,0.062,1.84,2.44,2.46,2.22,0.12,0.005,0.053,0.039,2.8,3,516,4,62,15,56,2.5,5,15,2.5,33,1,11,17,10,94,2.5,14,1,194,2.5,8,4,84,6,18,46,195
"242",5266,31,323870,6876650,74.93,0.405,12.02,1.93,0.04,0.72,2,3.06,2.65,0.131,0.005,0.099,0.01,1.78,1,597,1.5,54,7,28,2.5,5,11,2.5,30,1,5,1.5,12,92,2.5,8,1,205,2.5,10,4,30,8,19,28,253
"243",5267,118,-527271.7,6657024.5,63.93,0.682,12.95,3.49,0.045,0.89,1.41,2.51,3.02,0.084,0.005,0.075,0.053,10.65,2,411,1.5,52,3,25,2.5,5,20,2.5,15,2,16,8,25,176,2.5,10,5,98,2.5,23,8,55,7,23,48,284
"244",5268,11,207436,6112315,88.88,0.083,5.33,0.87,0.025,0.16,0.45,1.02,1.72,0.055,0.005,0.073,0.04,1.15,1,308,1.5,44,1.5,10,2.5,5,3,2.5,15,1,4,1.5,7,90,2.5,2,2,67,2.5,10,4,9,1.5,1.5,10,39
"245",5269,12,159078,6135542,87.96,0.216,4.92,1.28,0.037,0.32,0.65,0.57,1.72,0.045,0.005,0.078,0.054,1.99,3,304,1.5,15,1.5,22,2.5,5,4,2.5,65,1,6,1.5,9,60,7,3,1,53,2.5,10,7,18,1.5,8,17,207
"246",5272,65,-677149.6,6649664.9,65.55,0.549,12.59,2.27,0.026,0.18,1.35,2.75,3.47,0.135,0.005,0.004,0.01,10.75,1,878,1.5,30,1.5,15,2.5,5,21,5,15,1,10,1.5,34,145,2.5,3,1,347,2.5,12,6,36,1.5,1.5,21,233
"247",5273,126,-279847.8,7157529.1,59.39,0.846,15,6.65,0.091,2.65,1.6,1.77,2.4,0.159,0.005,0.073,0.074,9.09,5,445,1.5,68,15,108,5,5,19,6,33,1,12,33,18,124,2.5,17,3,111,2.5,15,7,147,7,21,92,162
"248",5274,89,572871,7172580,67.58,0.71,13.33,5.01,0.073,2.59,2.27,2.91,2.23,0.103,0.005,0.088,0.01,2.85,1,570,1.5,15,17,92,2.5,16,15,2.5,28,1,7,33,11,84,2.5,13,1,170,2.5,13,3,86,1.5,16,51,211
"249",5275,86,191966.9,7699937.1,73.16,0.678,11.26,4.37,0.089,1.37,2.18,2.33,1.82,0.147,0.005,0.072,0.01,2.32,3,502,1.5,62,9,44,2.5,5,12,2.5,25,1,13,10,8,88,2.5,12,2,177,2.5,9,3,61,1.5,12,45,169
"250",5276,119,-576500.3,7078386.7,55.38,0.905,13.36,6.39,0.116,1.82,3.75,2.26,1.92,0.573,0.005,0.08,0.065,13.13,1,630,1.5,35,14,63,2.5,5,16,8,34,1,12,16,15,82,2.5,14,2,260,2.5,10,7,102,4,21,61,319
"251",5278,71,-612198.1,6996045.5,69.18,0.653,13.86,3.41,0.074,0.6,2.12,3.98,3.43,0.217,0.005,0.084,0.059,1.97,1,1373,1.5,88,1.5,11,2.5,5,13,9,47,1,13,1.5,17,95,2.5,9,1,393,2.5,8,4,42,1.5,30,35,474
"252",5279,50,273491,6969812,60.29,0.853,15.43,7.1,0.079,2.38,1.86,2.29,3.28,0.186,0.005,0.087,0.062,5.84,8,660,1.5,99,13,93,2.5,22,21,5,67,1,19,36,21,151,2.5,18,5,156,2.5,17,7,110,4,34,113,202
"253",5280,128,527489,7522289,1.33,0.009,0.4,0.22,0.002,0.03,0.27,0.03,0.02,0.072,0.05,5e-04,0.01,97.48,1,18,1.5,15,1.5,8,2.5,5,1.5,2.5,15,1,3,1.5,2,10,2.5,3,1,18,2.5,7,1.5,19,1.5,3,1.5,1.5
"254",5282,7,321072,6724415,69.81,0.512,12.99,4.59,0.07,1.27,1.83,2.3,2.15,0.087,0.005,0.077,0.132,4.01,9,500,1.5,58,6,57,6,15,12,2.5,38,3,8,8,12,97,2.5,12,3,152,2.5,15,4,71,1.5,19,55,188
"255",5284,44,-523375.1,6691267.7,65.25,0.747,12.28,4.27,0.064,0.93,1.92,2.98,2.6,0.25,0.005,0.089,0.095,8.35,3,331,1.5,39,5,25,2.5,5,18,7,30,1,12,4,35,171,8,9,4,112,2.5,17,8,48,1.5,25,60,294
"256",5285,92,476509,7217612,2.2,0.03,1.14,1.2,0.011,0.08,0.53,0.11,0.08,0.257,0.08,0.028,0.01,94.15,1,58,1.5,15,1.5,7,2.5,5,1.5,2.5,15,1,2,1.5,2,12,2.5,3,1,21,2.5,6,1.5,15,1.5,1.5,1.5,1.5
"257",5286,15,403104,6329710.5,67.58,0.466,9.89,3.26,0.06,1.98,4.79,0.83,2.77,0.108,0.005,0.063,0.041,7.9,4,397,1.5,78,8,43,2.5,5,9,8,15,1,9,11,12,93,2.5,8,1,87,2.5,18,1.5,49,6,22,40,231
"258",5287,3,449928,6175007,78.44,0.215,5.75,1.79,0.053,1.38,4.19,0.85,1.63,0.087,0.005,0.098,0.064,5.3,3,274,1.5,15,1.5,17,2.5,5,4,6,15,1,5,1.5,7,68,2.5,4,1,84,2.5,10,1.5,19,1.5,17,24,167
"259",5288,76,-149758.8,7318374,69.81,0.59,13.09,4.14,0.1,1.76,3.3,2.73,1.75,0.116,0.005,0.003,0.01,2.33,1,445,1.5,52,10,59,2.5,5,15,2.5,15,1,9,10,15,86,2.5,11,1,374,5,8,6,67,11,24,41,150
"260",5289,62,-605065.5,6717232.4,69.75,0.656,13.08,2.6,0.043,0.59,2.02,3.35,3.09,0.133,0.005,0.043,0.078,4.24,1,975,1.5,67,1.5,10,2.5,5,21,5,46,1,11,1.5,26,133,2.5,5,1,370,7,11,7,33,5,17,44,208
"261",5290,119,429428,7470210,70.78,0.634,12.62,4.06,0.053,1.64,2.61,3.54,1.81,0.088,0.005,0.063,0.074,1.8,3,558,1.5,33,6,84,2.5,5,15,2.5,15,1,8,18,2,81,2.5,12,3,227,2.5,9,3,87,4,9,24,137
"262",5291,118,378848,7479207,66.51,0.637,13.88,3.35,0.056,1.89,2.94,3.84,2.4,0.122,0.005,0.061,0.065,3.99,1,747,1.5,28,12,75,2.5,5,14,2.5,15,1,6,13,5,73,6,13,1,281,2.5,14,7,78,5,14,24,263
"263",5292,48,671331,6924030,66.14,0.477,11.59,3.27,0.041,1.56,1.31,2.36,1.62,0.071,0.005,0.031,0.01,11.33,1,400,1.5,43,5,82,2.5,5,13,2.5,32,1,7,18,12,86,2.5,12,1,146,2.5,9,5,75,4,11,44,130
"264",5293,25,285687,6032289,52.96,0.707,15.11,6.49,0.075,3.15,4.4,0.48,3.66,0.127,0.05,0.045,0.04,12.42,9,451,1.5,79,14,86,7,18,21,2.5,54,4,17,34,12,163,2.5,15,3,84,2.5,15,4,107,4,31,78,161
"265",5294,94,367940.8,7705313.8,64.48,0.677,13.01,5.22,0.059,2.95,2.59,4.33,1.19,0.126,0.005,0.097,0.022,5.07,6,307,1.5,25,14,124,2.5,5,14,2.5,15,1,4,37,2,73,2.5,15,1,123,2.5,13,4,104,1.5,11,23,156
"266",5295,26,525290,6822173,72.93,0.437,12.83,2.84,0.045,0.98,2.45,3.03,2.24,0.134,0.005,0.078,0.01,1.73,1,607,1.5,54,6,44,2.5,5,13,6,15,1,8,8,16,85,2.5,9,1,271,2.5,12,6,49,3,19,36,272
"267",5296,124,-639671.6,6992972.1,58.84,0.79,15.24,5.95,0.097,2.51,4.85,3.45,1.54,0.163,0.005,0.005,0.104,6.16,3,733,1.5,99,9,82,2.5,5,20,2.5,44,1,7,26,13,66,2.5,19,4,476,2.5,8,3,108,1.5,26,56,266
"268",5297,19,263024,6201916,64.72,0.299,6.12,1.91,0.045,3.17,9.08,0.61,1.95,0.073,0.02,0.052,0.01,11.77,4,305,1.5,15,1.5,33,2.5,17,7,11,15,1,7,1.5,2,87,2.5,5,1,73,2.5,14,1.5,40,1.5,10,20,192
"269",5298,63,378649,7022191,0.1,0.003,0.2,0.07,0.001,0.01,0.08,0.02,0.005,0.045,0.005,0.007,0.02,99.36,1,11,1.5,15,1.5,1.5,2.5,5,1.5,2.5,15,1,1,1.5,2,1,2.5,1,1,7,2.5,2.5,1.5,2.5,1.5,1.5,3,1.5
"270",5299,45,523291,6918533,64.45,0.522,11.86,2.99,0.052,1.11,2.04,2.48,1.92,0.136,0.005,0.089,0.067,12.05,1,507,1.5,64,1.5,52,2.5,5,12,2.5,39,1,7,17,12,83,2.5,13,1,185,2.5,13,4,63,3,18,60,230
"271",5301,82,32545,7543982.6,72.51,0.338,12.66,3.13,0.055,0.54,1.36,3.36,4.04,0.059,0.005,0.081,0.036,1.54,1,487,1.5,136,4,17,2.5,5,20,6,106,1,18,1.5,25,162,2.5,8,1,97,2.5,17,5,17,6,30,81,351
"272",5302,5,227809,6722916,52.84,0.84,16.9,9.2,0.057,2.49,1.1,1.57,3.32,0.21,0.005,0.08,0.01,11.11,14,542,1.5,188,17,110,5,24,21,2.5,92,9,18,32,20,209,2.5,21,1,100,2.5,25,7,126,12,41,132,148
"273",5304,275,-100751.1,7317418.3,62.8,0.941,14.85,6.28,0.111,2.76,2.42,2.79,1.86,0.173,0.005,0.015,0.01,4.72,8,453,1.5,81,15,107,2.5,17,19,7,48,4,18,32,18,102,2.5,18,1,238,6,15,9,109,1.5,27,74,221
"274",5305,2,406261,6142996,68.49,0.374,7.91,2.69,0.047,2.34,5.88,0.62,2.23,0.092,0.02,0.097,0.049,8.96,3,328,1.5,53,6,33,2.5,5,7,2.5,15,1,6,4,11,120,2.5,9,1,72,6,19,4,53,1.5,13,29,192
"275",5306,87,479108,7168581,71.63,0.536,12.24,3.71,0.048,1.31,1.86,2.73,2.24,0.116,0.005,0.085,0.032,3.21,3,552,1.5,54,13,47,2.5,5,11,2.5,33,1,8,13,6,118,2.5,11,1,164,2.5,13,4,59,1.5,10,32,192
"276",5307,24,235328.9,6318343.4,82.06,0.361,7.55,2.34,0.049,0.8,0.34,0.42,3.03,0.066,0.005,0.097,0.01,2.67,3,386,1.5,40,6,35,2.5,5,6,5,27,1,7,8,8,91,2.5,6,1,47,2.5,16,5,47,1.5,17,27,225
"277",5308,314,426330,7422329,50.85,0.444,9.71,2.25,0.034,0.91,2.34,2.65,1.76,0.125,0.15,0.069,0.01,28.47,1,618,1.5,34,1.5,38,2.5,5,12,2.5,39,1,8,1.5,8,65,2.5,7,1,213,2.5,10,4,48,1.5,1.5,16,137
"278",5309,14,208509,6208268,88.25,0.171,5.31,1.22,0.028,0.26,0.39,0.75,1.81,0.053,0.005,0.081,0.01,1.51,1,301,1.5,28,1.5,18,2.5,5,3,2.5,15,1,3,1.5,6,79,2.5,4,1,52,2.5,13,1.5,11,1.5,6,14,157
"279",5310,26,-455648.3,6726990.1,72.08,0.523,10.91,3.27,0.047,0.89,1.62,2.35,2.05,0.119,0.005,0.08,0.01,5.84,2,449,1.5,15,1.5,31,2.5,5,11,5,15,1,5,1.5,18,143,2.5,9,1,118,2.5,16,5,59,6,6,45,113
"280",5311,38,670732,6876050,75.53,0.306,11.83,2.51,0.038,0.86,1.81,3.09,1.76,0.078,0.005,0.093,0.058,1.88,4,477,1.5,30,4,38,2.5,5,11,2.5,15,1,4,6,11,74,2.5,6,1,208,2.5,13,5,44,4,8,27,122
"281",5312,115,469112,7425228,0.51,0.018,0.99,1.15,0.006,0.09,0.45,0.02,0.03,0.198,0.09,0.002,0.01,96.35,1,36,1.5,15,1.5,8,2.5,5,1.5,2.5,27,1,1,1.5,2,1,2.5,1,1,19,2.5,8,1.5,38,1.5,6,1.5,1.5
"282",5313,29,224810,6869753,68.41,0.599,13.77,4.49,0.061,1.69,1.91,2.49,2.74,0.134,0.005,0.066,0.056,3.3,4,606,1.5,69,14,70,5,15,14,2.5,37,1,12,17,12,138,5,15,1,167,2.5,19,7,68,3,17,72,190
"283",5314,14,320372,6773793,42.09,0.763,14.53,4.74,0.033,1.51,0.52,0.99,2.03,0.231,0.005,0.063,0.01,32.24,8,518,1.5,140,7,97,5,66,23,2.5,76,1,12,36,25,131,2.5,18,1,68,2.5,21,12,118,3,23,90,105
"284",5315,44,474110,6921132,20.13,0.204,4.65,1.41,0.038,0.28,1.38,0.64,0.56,0.204,0.04,0.053,0.047,70.22,2,246,1.5,124,1.5,21,2.5,38,5,2.5,78,5,5,7,2,35,2.5,9,3,89,2.5,13,9,35,7,28,6,24
"285",5316,46,-562082.4,6632400.9,72.46,0.357,12.1,1.92,0.026,0.32,1.44,2.8,2.64,0.091,0.005,0.085,0.03,5.51,1,498,1.5,48,1.5,10,2.5,5,16,2.5,15,1,7,1.5,28,95,7,6,1,174,2.5,12,7,23,5,22,23,185
"286",5317,6,336740,6189589,66.08,0.314,6.37,1.77,0.043,2.88,8.64,0.67,1.99,0.078,0.02,0.08,0.021,10.86,1,348,1.5,45,1.5,25,2.5,5,5,2.5,15,1,6,1.5,16,84,2.5,6,1,78,2.5,15,1.5,14,1.5,12,21,218
"287",5318,19,171987.6,6289381,66.11,0.488,9.83,3.59,0.057,2,5.34,0.61,2.76,0.094,0.01,0.092,0.052,8.77,7,374,1.5,68,9,53,2.5,5,12,7,15,1,9,14,7,142,12,11,1,75,2.5,16,5,63,11,16,52,196
"288",5319,78,-64405.9,7417755.6,71.19,0.909,11.28,5.84,0.147,1.22,2.03,2.29,1.51,0.131,0.005,0.086,0.024,3.16,2,290,1.5,42,10,55,2.5,5,11,2.5,29,2,16,12,13,91,2.5,14,1,142,2.5,10,4,71,1.5,27,46,226
