"","ID","XCOO","YCOO","Ag","Ag_INAA","Al","Al2O3","As","As_INAA","Au_INAA","B","Ba","Ba_INAA","Be","Bi","Br_IC","Br_INAA","Ca","Ca_INAA","CaO","Cd","Ce_INAA","Cl_IC","Co","Co_INAA","EC","Cr","Cr_INAA","Cs_INAA","Cu","Eu_INAA","F_IC","Fe","Fe_INAA","Fe2O3","Hf_INAA","Hg","Hg_INAA","Ir_INAA","K","K2O","La","La_INAA","Li","LOI","Lu_INAA","wt_INAA","Mg","MgO","Mn","MnO","Mo","Mo_INAA","Na","Na_INAA","Na2O","Nd_INAA","Ni","Ni_INAA","NO3_IC","P","P2O5","Pb","pH","PO4_IC","Rb","S","Sb","Sb_INAA","Sc","Sc_INAA","Se","Se_INAA","Si","SiO2","Sm_INAA","Sn_INAA","SO4_IC","Sr","Sr_INAA","SUM_XRF","Ta_INAA","Tb_INAA","Te","Th","Th_INAA","Ti","TiO2","U_INAA","V","W_INAA","Y","Yb_INAA","Zn","Zn_INAA","ELEV","COUN","ASP","TOPC","LITO","Al_XRF","Ca_XRF","Fe_XRF","K_XRF","Mg_XRF","Mn_XRF","Na_XRF","P_XRF","Si_XRF","Ti_XRF"
"314",397,850935,7558530,0.041,2.5,33000,15.83,1.6,0.25,0.001,3,192,740,3.98,0.051,0.001,0.25,3160,5000,2.72,0.095,270,0.001,7.6,10,0.5,45,110,2,24.3,3.5,5e-04,15500,39100,5.21,25,0.02,0.5,0.0025,2900,3.26,84.1,150,10.5,4.6,0.51,31.76,5050,1.79,432,0.14,0.8,11,2730,36900,4.18,78,32,10,5e-04,295,0.16,5.8,6.1,0.002,150,62,0.029,0.05,2.3,7.5,0.054,1.5,150,59.73,10,50,9,314,500,98.54,13,1.3,0.01,27,22,1400,0.9,3.7,30.3,0.5,20.6,3.7,77.1,118,170,3,0,55,20,8.37,1.94,3.64,2.7,1.07,0.108,3.1,0.069,27.91,0.539
"315",398,517343,7526460,0.003,2.5,12300,12.22,1.6,0.25,0.01,1.5,30.6,500,0.33,0.03,0.001,0.25,1630,20000,2.71,0.018,46,0.001,11.5,19,0.28,119,240,0.5,27.5,1.2,5e-04,23900,46300,5.92,6,0.02,0.5,0.0025,1200,1.55,17.3,24,4.4,2.37,0.38,28.77,7080,3.2,123,0.06,0.5,0.5,150,27800,3.43,21,36,110,5e-04,124,0.04,1.1,6,0.002,61,21,0.011,0.05,5.7,17,0.134,1.5,170,66.89,3.6,50,5,6.4,250,99.17,0.25,0.25,0.014,7,5.1,1300,0.78,2.3,56.9,0.5,8.5,2.4,14.3,57,255,1,12,41,51,6.46,1.93,4.14,1.28,1.92,0.046,2.54,0.017,31.26,0.467
"316",399,584700,7647900,0.022,2.5,10600,14.16,0.2,0.25,0.001,1.5,36.8,620,0.23,0.038,0.001,3.9,1470,20000,2.9,0.024,69,0.003,5.4,12,0.55,24.8,92,1,48.9,1.5,5e-04,18000,46300,6.18,8,0.02,0.5,0.0025,900,1.9,21.5,38,7,1.55,0.51,32.71,3330,2.05,121,0.08,0.3,9,200,24400,2.82,30,14.3,10,5e-04,344,0.08,1.9,5.8,0.002,60,102,0.005,0.05,3.5,16,0.068,1.5,110,67.97,5.1,50,25,6.5,250,100.27,0.25,0.8,0.007,9,9.5,859,0.57,1.1,31.2,0.5,7.3,3.4,20.7,105,150,3,0,35,20,7.49,2.07,4.32,1.57,1.23,0.061,2.09,0.034,31.76,0.341
"317",400,551629,7712630,0.015,2.5,5990,12.93,0.2,0.25,0.001,1.5,24.1,600,0.25,0.05,0.001,0.25,2570,20000,2.42,0.028,51,0.001,4.4,10,0.19,15.9,47,0.5,20.1,1.1,5e-04,11200,30900,3.78,7,0.01,0.5,0.0025,800,2.72,17.4,28,6.4,0.86,0.44,30.39,2540,1.16,149,0.06,0.9,3,190,29100,3.45,22,8.3,10,5e-04,401,0.09,2,6,0.002,81,11,0.005,0.05,2.8,12,0.055,1.5,160,71.77,3.7,50,1,6,600,99.67,0.7,0.7,0.0015,12,12,762,0.43,2.7,19.3,0.5,7.3,2.8,19.8,25,180,1,34,40,20,6.84,1.72,2.64,2.25,0.69,0.046,2.55,0.039,33.54,0.257
"318",401,791454,7640130,0.008,2.5,3880,13.81,0.2,0.25,0.001,1.5,14.8,470,0.09,0.012,0.001,2.7,1790,30000,3.44,0.016,30,0.001,3.3,8,0.19,17,78,0.5,5.2,0.8,5e-04,7260,21800,2.95,5,0.01,0.5,0.0025,500,1.24,9.5,17,3,0.57,0.18,35.31,1330,1.19,72.8,0.05,0.1,0.5,170,31800,3.93,16,10.7,46,5e-04,397,0.09,0.9,5.9,0.002,40,16,0.005,0.05,1.1,8,0.017,1.5,110,72.04,2.3,50,1,7.8,250,99.59,0.5,0.25,0.0015,5,4.1,316,0.26,0.25,16.1,0.5,2.3,1.2,7.3,25,220,3,32,27,4,7.3,2.45,2.06,1.02,0.71,0.038,2.91,0.039,33.67,0.155
"319",406,514194,7480580,0.004,2.5,13300,12.75,1,0.25,0.001,1.5,24.2,460,0.22,0.039,0.001,5.5,1480,20000,3.24,0.016,27,0.002,9.6,20,0.35,83.3,270,0.5,20.9,0.9,5e-04,19900,44100,5.76,4,0.03,0.5,0.0025,600,1.37,9.2,14,5.5,2.96,0.3,30.15,4900,3.02,106,0.07,0.1,0.5,140,24500,2.98,14,33.5,85,5e-04,156,0.04,1.2,5.6,0.002,54,35,0.03,0.3,2.9,17,0.089,1.5,130,66.4,2.2,50,3,5,250,99.37,0.8,0.25,0.0015,7,4.7,954,0.78,0.25,48.1,0.5,3.7,1.9,12,56,270,1,14,28,51,6.74,2.31,4.02,1.13,1.82,0.054,2.21,0.017,31.03,0.467
"320",407,735148,7541210,0.012,2.5,55800,20.66,0.6,0.25,0.001,1.5,84.1,330,0.33,0.04,0.001,15,10800,50000,6.54,0.051,48,0.001,14.5,26,0.66,50.5,120,1,54.2,1.1,5e-04,24900,49000,6.76,3,0.03,0.5,0.0025,1400,1.04,18.4,27,15.5,7.72,0.25,34.79,8470,3.21,359,0.1,0.2,0.5,1790,20300,2.54,24,49.5,10,5e-04,285,0.11,1.7,6.1,0.002,44,130,0.017,0.05,4.2,15,0.104,1.5,160,49.81,4,50,14,40.9,250,99.12,0.5,0.6,0.0015,4,3.8,1130,0.63,1.7,57.4,0.5,9,1.7,40.9,99,190,3,32,10,6,10.93,4.67,4.72,0.86,1.93,0.077,1.88,0.048,23.28,0.377
"321",408,482101,7847290,0.022,2.5,11400,16.18,6.4,8.3,0.005,1.5,42.5,1100,0.27,0.088,0.001,12,490,5000,0.48,0.024,92,0.002,10.8,12,0.46,15.1,51,3,19.2,1.4,5e-04,20400,31000,4.44,7,0.04,0.5,0.0025,2900,4.35,33.1,37,7,3.41,0.44,31.69,3390,1.06,365,0.07,0.3,6,50,15800,2.05,32,15.6,10,5e-04,150,0.05,12.1,5.5,0.002,130,29,0.105,0.6,1.6,9.7,0.255,1.5,90,65.33,4.7,50,7,7.6,250,98.13,0.6,0.6,0.0015,15,10,1390,0.72,2.1,18,0.5,10.6,2.6,37.7,57,50,2,32,57,10,8.56,0.34,3.1,3.61,0.63,0.054,1.52,0.021,30.53,0.431
"322",409,406188,7598130,0.003,2.5,10400,12.62,0.2,0.25,0.003,1.5,43.5,490,0.19,0.064,0.001,0.25,1460,20000,3.58,0.012,30,0.001,10,19,0.19,217,400,2,10.7,0.7,5e-04,13600,30500,4.1,4,0.01,0.5,0.0025,3600,2.25,13.6,17,15.9,1.44,0.18,33.64,9040,3.99,138,0.06,0.1,0.5,110,26000,3.42,13,73.8,130,5e-04,219,0.05,1.6,6.9,0.002,84,9,0.005,0.05,1.3,9.8,0.011,1.5,200,67.76,2.1,50,1,8.1,250,99.55,0.25,0.25,0.0015,7,5.2,853,0.29,1.6,24.5,0.5,2.8,1.1,20.4,65,355,1,14,37,1,6.67,2.55,2.86,1.86,2.4,0.046,2.53,0.021,31.67,0.173
"323",410,553128,7443090,0.035,2.5,15900,10.81,9.6,13,0.001,1.5,59.4,370,0.39,0.085,0.001,4.7,1780,20000,2.69,0.071,35,0.001,19.1,27,0.38,260,420,0.5,67.7,1,5e-04,36900,54100,7.81,4,0.08,0.5,0.0025,1600,1.27,12.9,19,10,3.66,0.3,35.98,9960,3.93,347,0.11,2.2,4,170,18700,2.29,18,107,110,5e-04,320,0.07,4,6.1,0.002,33,133,0.257,0.6,4.9,17,0.886,1.5,120,66.49,2.9,50,6,7.5,250,99.93,0.25,0.6,0.063,8,3.9,1090,0.79,2.2,82.5,0.5,6.1,2,38.3,95,280,1,0,33,51,5.72,1.92,5.46,1.05,2.36,0.085,1.69,0.03,31.07,0.473
"324",411,625776,7636070,0.006,2.5,9410,14.71,0.3,0.25,0.001,1.5,117,620,0.16,0.0025,0.001,5.3,2420,20000,3.4,0.029,90,0.001,7.7,14,0.24,31.7,83,0.5,10.8,1.8,5e-04,22000,54000,7.96,9,0.01,0.5,0.0025,1800,1.27,20.4,52,3.5,1.26,0.56,32.06,3890,2.65,133,0.1,0.1,0.5,200,22400,2.84,37,12.3,10,5e-04,761,0.15,1.6,6.2,0.002,25,33,0.005,0.05,3,19,0.032,1.5,90,64.81,5.9,50,4,8.9,250,100.16,0.6,0.8,0.005,10,12,1200,1.03,0.25,64.9,0.5,6.9,3.7,24,102,230,3,3,42,32,7.78,2.42,5.56,1.05,1.59,0.077,2.1,0.065,30.29,0.617
"325",412,592915,7790280,0.005,2.5,13100,10.69,1.5,0.25,0.001,8,61.9,500,0.7,0.117,0.001,0.25,880,5000,0.91,0.081,66,0.001,8.9,9,0.33,23.5,57,2,16,1.1,5e-04,25300,35700,4.23,7,0.03,0.5,0.0025,2400,2.54,15.8,33,15.1,2.46,0.39,31.21,4740,1.22,310,0.05,0.2,0.5,60,14600,1.85,29,16.8,10,5e-04,500,0.1,5.9,6.1,0.002,110,24,0.043,0.3,4.5,9.7,0.083,1.5,150,75.09,4.4,50,3,5.4,250,99.7,0.7,0.6,0.047,9,9.1,236,0.57,1.5,26.1,0.5,8.7,3,33.1,61,250,2,3,37,9,5.65,0.65,2.95,2.1,0.73,0.038,1.37,0.043,35.09,0.341
"326",413,616800,7822800,0.015,2.5,19800,14.23,4.9,8.8,0.003,11,50.2,380,1.68,0.212,0.001,2.8,730,5000,0.2,0.098,94,0.003,14.6,17,0.32,24.9,74,5,27.5,1.5,5e-04,42400,54100,7.07,6,0.02,0.5,0.0025,3300,4.35,27.7,39,32.6,4.23,0.6,34.37,15500,3.62,619,0.06,0.4,0.5,50,6200,0.74,35,31.4,10,5e-04,552,0.11,10.4,6.1,0.002,170,37,0.337,1.3,6,16,0.051,1.5,110,64.63,5.6,50,5,5.2,250,99.98,0.25,1.2,0.007,12,12,161,0.74,3.4,29.7,4,13,3.7,64.3,89,30,2,0,82,9,7.53,0.14,4.94,3.61,2.18,0.046,0.54,0.048,30.2,0.443
"327",414,640450,7675990,0.015,2.5,3520,13.7,0.6,0.25,0.001,1.5,41.3,850,0.09,0.007,0.001,2.5,1470,30000,3.7,0.02,35,0.001,3.7,9,0.15,12.4,40,0.5,13.8,1.2,5e-04,5840,20800,4.25,3,0.01,0.5,0.0025,900,1.24,11.5,21,3.2,0.5,0.21,31.31,1860,1.78,65.9,0.08,0.2,0.5,90,31900,3.54,18,7.7,10,5e-04,312,0.07,1.4,6,0.002,29,10,0.005,0.05,1.1,8.5,0.015,1.5,80,69.11,2.4,50,1,4.9,250,98.49,0.25,0.25,0.0015,4,3.1,493,0.51,0.25,16.2,0.5,2.4,1.4,12.6,25,140,3,0,56,51,7.25,2.64,2.97,1.02,1.07,0.061,2.62,0.03,32.3,0.305
"328",415,753970,7530680,0.004,2.5,16900,14.07,0.5,2.2,0.001,1.5,101,660,0.3,0.025,0.001,6.2,5100,30000,4.86,0.028,45,0.003,14,27,0.39,76.2,230,2,86.3,1.3,5e-04,25900,60300,7.29,5,0.01,0.5,0.0025,3100,1.39,20.7,27,13.2,2.9,0.34,31.4,10300,3.86,274,0.11,0.1,0.5,390,28200,3.33,25,40.5,10,5e-04,939,0.2,1.9,5.7,0.002,58,38,0.005,0.3,3.1,17,0.06,1.5,160,61.12,3.6,50,9,12.1,250,99.86,0.25,0.25,0.014,7,4.9,1540,0.73,0.25,46.7,0.5,6.2,2.1,34.9,25,170,3,34,35,52,7.44,3.47,5.09,1.15,2.32,0.085,2.47,0.087,28.56,0.437
"329",416,673124,7675890,0.004,2.5,4720,13.41,0.1,0.25,0.001,1.5,23.5,780,0.16,0.02,0.001,4,2070,5000,2.93,0.018,67,0.002,3.4,9,0.32,15.9,63,0.5,5.9,1.2,5e-04,12900,29700,4.87,6,0.01,0.5,0.0025,600,2.03,20.9,35,4.3,1.08,0.31,34.56,1360,1.49,97.2,0.07,0.1,0.5,120,26300,3.31,19,6,10,5e-04,590,0.11,2.9,5.7,0.002,40,32,0.005,0.05,1.5,9.9,0.015,1.5,90,69.86,3.6,50,4,4.8,250,99.84,2.6,0.25,0.0015,12,12,637,0.68,0.25,31,0.5,5.9,1.9,11.6,25,260,3,1,37,21,7.09,2.09,3.4,1.68,0.89,0.054,2.45,0.048,32.65,0.407
"330",417,663618,7499480,0.012,2.5,8480,13.95,0.4,3.3,0.001,1.5,31.9,560,0.23,0.038,0.001,3.3,1260,30000,2.73,0.037,12,0.001,5,7,0.22,16.7,49,1,9.2,0.6,5e-04,8790,16800,2.29,3,0.01,0.5,0.0025,500,1.73,6.2,7.4,10.2,1.28,0.07,29.77,2210,0.95,182,0.05,0.1,0.5,100,35000,3.99,5,13.2,10,5e-04,285,0.05,1.3,5.8,0.002,50,22,0.005,0.05,1.7,5.3,0.02,1.5,120,72.28,0.9,50,5,5.7,250,99.52,0.25,0.25,0.0015,4,2.7,509,0.23,2.5,17.3,0.5,2.2,0.7,21.8,118,180,3,12,30,1,7.38,1.95,1.6,1.43,0.57,0.038,2.96,0.021,33.78,0.137
"331",418,562025,7540950,0.005,2.5,16000,13.87,0.4,0.25,0.005,1.5,50.5,710,0.3,0.018,0.001,3.3,690,20000,1.91,0.043,68,0.001,7.8,18,0.29,29.8,160,0.5,12.9,1.3,5e-04,16000,61100,7.3,9,0.01,0.5,0.0025,600,1.61,13.7,33,4.3,2.19,0.67,37.41,2090,2.49,148,0.09,0.1,0.5,80,13600,1.65,30,16,10,5e-04,227,0.06,2,6,0.002,30,24,0.005,0.05,3.2,20,0.044,1.5,150,67.35,4.8,50,4,4.2,250,99.54,1.7,1.1,0.0015,9,11,654,1.03,0.25,33,0.5,3.8,4.3,25,153,260,1,14,75,1,7.34,1.36,5.1,1.33,1.5,0.069,1.22,0.026,31.47,0.617
"332",421,399891,7515360,0.009,2.5,13300,12.69,2.7,2.7,0.001,1.5,85.9,800,0.25,0.029,0.001,0.25,3530,30000,3.33,0.027,41,0.004,14.2,24,0.25,46.8,99,0.5,51.6,1.3,5e-04,31200,61400,7.14,5,0.01,1,0.0025,2200,1.81,13.6,22,12.5,1.78,0.36,34.05,6450,2.3,200,0.09,0.1,0.5,270,28200,3.27,21,26.2,10,5e-04,563,0.12,0.8,6.1,0.002,96,39,0.02,0.2,4.7,19,0.058,1.5,90,65.96,3.5,50,5,8.5,250,99.59,0.25,0.25,0.0015,7,4.3,1450,1.09,1.9,72.2,0.5,6,2.2,21.7,196,215,1,14,35,51,6.71,2.37,4.99,1.5,1.38,0.069,2.42,0.052,30.82,0.653
"333",422,575100,7637100,0.011,2.5,6110,13.85,0.3,0.25,0.008,4,47.8,780,0.12,0.014,0.001,4.6,1950,30000,2.84,0.024,70,0.001,4.9,13,0.16,18.5,93,0.5,13,1.9,5e-04,11600,50400,5.56,7,0.01,0.5,0.0025,800,1.45,15.8,36,2.4,0.68,0.52,31.9,2390,2.13,95,0.08,0.1,0.5,200,21400,2.51,26,11.7,10,5e-04,506,0.1,1.4,6,0.002,42,16,0.005,0.05,2,19,0.036,1.5,100,69.86,4.8,50,1,9.4,250,99.57,1.8,0.25,0.004,7,8.3,424,0.51,0.25,29,0.5,4.2,3.4,12.8,25,220,3,32,39,32,7.33,2.02,3.88,1.2,1.28,0.061,1.86,0.043,32.65,0.305
"334",423,406350,7648600,0.005,2.5,3320,11.11,0.2,0.25,0.001,1.5,11.1,750,0.11,0.037,0.001,2.4,1430,5000,2.25,0.015,31,0.001,2.5,7,0.22,15.5,70,0.5,3.9,0.9,5e-04,7090,23700,2.46,6,0.01,0.5,0.0025,600,2.36,13.8,18,3.7,0.68,0.27,37.73,1450,1.08,53.5,0.04,0.1,0.5,100,27600,3.13,11,5.7,10,5e-04,214,0.04,1.4,5.9,0.002,56,12,0.005,0.05,1.1,8.3,0.015,1.5,90,75.94,2,50,2,4.6,250,99.43,1.7,0.25,0.0015,9,9.6,496,0.34,1.7,16.6,0.5,2.8,1.5,5.5,25,360,2,4,50,1,5.88,1.6,1.72,1.95,0.65,0.03,2.32,0.017,35.49,0.203
"335",424,701633,7670140,0.021,2.5,8830,14.44,0.4,0.25,0.001,1.5,53.2,820,0.21,0.034,0.001,5.8,2570,40000,3.22,0.028,63,0.003,5.7,11,0.31,35.8,96,1,17.1,1.3,5e-04,14300,33100,4.17,6,0.01,0.5,0.0025,2700,2.02,17.9,34,8.8,1.79,0.32,30.9,3740,1.62,93.5,0.06,0.9,8,230,29900,3.54,20,18.6,120,0.001,513,0.12,3.3,6,0.002,69,49,0.005,0.05,2.9,11,0.059,1.5,90,68.46,4.1,50,3,8.3,250,99.88,0.25,0.25,0.008,9,10,1070,0.45,0.25,35.8,0.5,4.6,1.7,23.7,25,180,3,4,40,21,7.64,2.3,2.91,1.67,0.97,0.046,2.62,0.052,31.99,0.269
"336",425,646549,7437130,0.004,2.5,5640,13.37,0.1,0.5,0.001,1.5,29,520,0.1,0.011,0.001,2.9,1160,10000,2.87,0.022,15,0.002,3,8,0.23,14,68,0.5,3.4,0.5,5e-04,6810,18500,2.26,3,0.01,0.5,0.0025,1000,1.55,5,8.4,8.3,1.03,0.14,34.2,2230,1.17,81.2,0.04,0.1,0.5,90,30300,3.88,6,7.8,10,5e-04,281,0.05,1.3,5.7,0.002,42,19,0.005,0.05,1.1,6.4,0.011,1.5,90,73.38,1.3,50,4,5.2,250,99.81,0.25,0.25,0.0015,1.5,1.7,510,0.22,0.25,14,0.5,1.1,0.5,13.9,25,160,3,0,50,1,7.07,2.05,1.58,1.28,0.7,0.03,2.87,0.021,34.29,0.131
"337",427,795826,7593390,0.004,2.5,8180,14.09,0.2,0.25,0.001,1.5,81.7,660,0.15,0.009,0.001,0.25,2790,5000,3.35,0.019,73,0.001,8.5,11,0.21,41.2,79,0.5,18.6,1.7,5e-04,25400,36800,4.73,5,0.01,0.5,0.0025,2700,2.01,19,38,7.2,0.97,0.25,30.01,4130,1.56,126,0.06,0.1,0.5,100,28200,3.47,30,23.8,10,5e-04,1160,0.22,1.3,6,0.002,50,21,0.005,0.05,2.3,9,0.039,1.5,160,69.45,4.6,50,1,13.5,250,100.3,0.25,0.25,0.011,8,6.6,1170,0.4,0.25,55.7,0.5,5.1,1.4,28.4,124,250,3,12,40,20,7.45,2.39,3.3,1.66,0.94,0.046,2.57,0.096,32.46,0.239
"338",428,781927,7609030,0.013,2.5,6550,15.43,0.3,0.25,0.001,1.5,38.6,580,0.12,0.01,0.001,5.2,1880,30000,3.99,0.027,48,0.002,6.1,12,0.24,35.2,110,0.5,13.8,1.3,5e-04,10600,29600,3.86,6,0.01,0.5,0.0025,1300,1.45,9.7,24,5.2,1.33,0.24,31.44,2510,1.69,91.1,0.06,0.1,0.5,120,34400,4.07,16,22.1,10,5e-04,576,0.13,1.3,6,0.002,59,27,0.005,0.05,1.6,11,0.04,1.5,90,67.2,3.2,50,2,7.1,900,99.59,0.25,0.25,0.007,4,4.4,578,0.37,0.25,26.8,0.5,3,1.4,15.1,25,280,3,2,60,20,8.16,2.85,2.69,1.2,1.01,0.046,3.01,0.056,31.4,0.221
"339",429,685992,7663580,0.004,2.5,6770,14.48,0.2,0.25,0.001,1.5,26.7,1000,0.19,0.011,0.001,6.4,3390,20000,3.77,0.03,90,0.002,4.1,12,0.25,19.6,94,0.5,10.7,1.4,5e-04,13600,36100,5.13,9,0.01,0.5,0.0025,500,2.06,28,50,3.5,1.63,0.36,31.97,1960,1.84,102,0.07,0.1,0.5,230,28300,3.34,33,9.5,10,5e-04,828,0.16,3.3,6,0.002,91,32,0.005,0.05,1.9,12,0.042,1.5,100,66.63,5.3,50,3,11,250,99.7,0.25,0.25,0.0015,10,12,696,0.59,0.25,30.2,0.5,8.1,2.5,11.9,66,160,3,2,33,7,7.66,2.69,3.58,1.71,1.1,0.054,2.47,0.069,31.14,0.353
"340",430,727133,7549180,0.009,2.5,20300,15.38,0.4,0.25,0.001,1.5,56.7,570,0.22,0.01,0.001,9.3,3710,30000,4.64,0.063,37,0.003,10.2,21,0.34,26.1,120,0.5,28.8,1.1,5e-04,16000,45500,6.16,5,0.02,0.5,0.0025,1300,1.52,10.7,16,10.3,3.51,0.26,32.07,4440,2.42,172,0.09,0.1,0.5,440,23400,2.89,13,40.3,10,5e-04,538,0.12,2,6.1,0.002,37,50,0.005,0.2,2.4,14,0.058,1.5,90,62.26,2.6,50,5,12.5,250,99.67,0.25,0.25,0.005,5,4.3,860,0.68,0.25,33.8,0.5,2.6,1.7,36.7,25,440,3,32,50,6,8.14,3.31,4.3,1.26,1.45,0.069,2.14,0.052,29.1,0.407
"341",432,765916,7400110,0.026,2.5,7510,14.26,0.8,0.25,0.004,1.5,50.8,450,0.16,0.052,0.001,3.6,3100,30000,3.96,0.045,27,0.004,6.9,15,0.59,30,120,1,23.3,0.9,5e-04,13300,36800,4.64,4,0.01,0.5,0.0025,2000,1.45,10,14,14.6,2.98,0.23,33.76,5370,2.28,151,0.07,0.4,0.5,210,29500,3.82,15,18.3,180,5e-04,630,0.12,3.2,5.8,0.002,44,40,0.005,0.05,2.4,13,0.047,1.5,90,65.64,2.4,50,3,7.9,250,99.74,0.25,0.25,0.008,4,2.4,1050,0.51,0.25,30.6,0.5,3.3,1.5,28.1,110,20,3,1,40,1,7.54,2.83,3.24,1.2,1.37,0.054,2.83,0.052,30.68,0.305
"342",436,469463,7479330,0.018,2.5,24300,15.25,1.9,2.7,0.001,1.5,54.1,550,0.56,0.111,0.001,4.5,930,10000,1.9,0.023,48,0.001,11.5,17,0.4,58.9,130,1,34.6,1,5e-04,26200,40700,5.3,5,0.03,0.5,0.0025,800,2.29,15.6,24,11.4,4.47,0.3,33.39,7580,2.4,188,0.06,0.1,0.5,100,20800,2.56,14,32.8,10,0.001,451,0.1,3.8,5.5,0.002,63,63,0.063,0.3,4,15,0.127,1.5,210,64.95,2.9,50,6,7.7,250,100.01,0.25,0.25,0.026,11,8.8,1080,0.73,2.7,50.3,0.5,5.6,1.8,31.1,25,230,1,0,42,51,8.07,1.35,3.7,1.9,1.44,0.046,1.89,0.043,30.35,0.437
"343",437,633082,7487970,0.008,2.5,6440,12.69,0.5,0.25,0.001,1.5,25.5,390,0.13,0.051,0.001,0.25,1010,20000,3.16,0.022,15,0.001,9,15,0.16,21.9,390,1,5.7,0.7,5e-04,7850,21700,2.91,4,0.01,0.5,0.0025,700,1,5.6,8.7,8.4,1.12,0.14,32.85,8800,2.42,118,0.05,0.1,4,70,28900,3.58,11,95.5,130,5e-04,299,0.06,1,6.1,0.002,36,9,0.005,0.05,1.3,7.9,0.02,1.5,220,72.57,1.4,50,1,4.3,700,99.88,0.25,0.25,0.004,1.5,2.4,369,0.32,0.25,12.5,0.5,1.4,1,10.7,122,280,3,0,51,1,6.71,2.25,2.03,0.83,1.45,0.038,2.65,0.026,33.91,0.191
"344",438,424531,7540500,0.007,2.5,10600,12.6,21.1,25,0.001,1.5,18.4,670,0.24,0.029,0.001,2.8,1110,20000,2.57,0.03,31,0.001,9,15,0.25,29.8,90,2,21.2,0.9,5e-04,15900,33700,4.3,5,0.05,0.5,0.0025,100,1.95,9.1,15,6.9,1.86,0.24,34.34,4400,1.87,158,0.06,0.1,0.5,90,27300,3.3,9,14.9,10,5e-04,163,0.04,2.3,5.9,0.002,54,19,0.196,0.9,3.3,14,0.067,1.5,140,70.52,2.2,50,3,5.6,250,99.7,1.3,0.25,0.007,5,4.7,819,0.62,1.6,41.1,0.5,3.1,1.5,20.6,90,215,1,2,52,51,6.66,1.83,3,1.61,1.12,0.046,2.44,0.017,32.96,0.371
"345",439,393963,7473230,0.002,2.5,8760,13.26,0.8,0.8,0.001,1.5,34.1,840,0.3,0.027,0.001,2.9,1280,20000,2.36,0.014,39,0.003,5.6,9,0.25,33,71,0.5,11.4,1,5e-04,16200,28600,3.65,5,0.03,0.5,0.0025,1000,2.67,14.6,21,8,1.54,0.23,35.32,3240,1.35,103,0.05,0.1,0.5,100,27300,3.48,15,13.3,10,5e-04,453,0.1,2,6,0.002,73,15,0.025,0.05,2.3,8.5,0.056,1.5,110,70.51,2.7,50,4,6.1,250,99.43,0.25,0.25,0.011,7,5.6,985,0.46,2.1,35.8,0.5,5.5,1.5,12.1,25,245,1,14,45,1,7.01,1.68,2.55,2.21,0.81,0.038,2.58,0.043,32.95,0.275
"346",440,777229,7532440,0.01,2.5,71000,19.72,1,0.25,0.001,1.5,247,1400,4.64,0.0025,0.001,4.8,3010,50000,2.15,0.081,180,0.005,1.7,6,0.35,2.2,11,2,8.9,3,5e-04,6780,41800,5.45,14,0.01,0.5,0.0025,7700,6.06,76.1,120,2.8,8.13,0.42,33.95,370,0.66,236,0.2,0.4,0.5,19400,44800,5.45,60,1.2,10,5e-04,988,0.27,2,6,0.002,190,56,0.032,0.2,0.2,1.7,0.049,1.5,250,49.52,8.5,50,4,838,1600,99.21,10,0.9,0.006,11,11,1020,1.61,2.4,14,0.5,18.7,2.8,48.1,99,340,3,14,28,82,10.43,1.53,3.81,5.03,0.39,0.154,4.04,0.117,23.14,0.965
"347",441,677588,7477720,0.008,2.5,6800,14.26,0.6,1.8,0.001,1.5,49.4,520,0.18,0.047,0.001,0.25,2320,20000,3.58,0.028,21,0.001,6.5,12,0.17,30.8,110,1,11.6,0.7,5e-04,11600,25600,3.39,3,0.01,0.5,0.0025,1600,1.58,8.7,12,11.6,1.1,0.12,34.36,4180,1.78,122,0.05,0.1,0.5,90,33200,4.09,12,25.8,80,5e-04,693,0.12,1.1,6.4,0.002,58,16,0.005,0.05,1.7,8.3,0.028,1.5,100,69.5,1.6,50,1,12,250,99.79,0.25,0.25,0.01,3,2.6,731,0.34,0.25,23.4,0.5,2.1,0.8,19.9,56,240,3,3,35,1,7.54,2.55,2.37,1.31,1.07,0.038,3.03,0.052,32.48,0.203
"348",442,617852,7508570,0.042,2.5,36200,16.8,1.6,0.25,0.001,1.5,74.8,710,0.51,0.138,0.001,15,1340,5000,2.94,0.033,52,0.005,11.5,17,0.56,55.5,130,2,22.5,1,5e-04,23400,36700,4.81,6,0.05,0.5,0.0025,2100,1.71,21.5,29,22.5,6.99,0.27,30.35,6500,1.99,177,0.05,0.1,0.5,120,24400,3.27,20,34.4,10,5e-04,573,0.13,4.3,5.5,0.002,42,146,0.033,0.05,3.6,11,0.179,1.5,140,60.99,3.4,50,9,11.8,250,100.28,0.25,0.25,0.016,11,8,1280,0.6,1.8,46.5,0.5,5.1,1.5,38.9,142,365,1,2,46,1,8.89,2.1,3.36,1.41,1.19,0.038,2.42,0.056,28.5,0.359
