"","ID","CNo","XCOO","YCOO","SiO2_T","TiO2_T","Al2O3_T","Fe2O3_T","MnO_T","MgO_T","CaO_T","Na2O_T","K2O_T","P2O5_T","SO3_T","Cl_T","F_T","LOI_T","As_T","Ba_T","Bi_T","Ce_T","Co_T","Cr_T","Cs_T","Cu_T","Ga_T","Hf_T","La_T","Mo_T","Nb_T","Ni_T","Pb_T","Rb_T","Sb_T","Sc_T","Sn_T","Sr_T","Ta_T","Th_T","U_T","V_T","W_T","Y_T","Zn_T","Zr_T"
"189",5204,91,322852.8,7686479.7,65.16,0.455,12.64,3.57,0.043,1.34,2.62,3.66,1.79,0.071,0.005,0.024,0.04,8.26,1,510,1.5,10,1.5,53,2.5,11,14,2.5,10,1,6,12,7,50,2.5,9,1,233,2.5,2.5,1.5,66,2.5,9,21,137
"190",5205,32,376449,6873052,64.26,0.712,13.48,4.51,0.153,1.5,2.23,2.79,2.68,0.242,0.005,0.012,0.01,7.01,4,674,1.5,63,8,55,2.5,16,15,2.5,36,1,10,12,19,109,2.5,13,4,218,2.5,9,1.5,68,2.5,22,98,250
"191",5206,26,329497,6259605.9,73.64,0.462,7.84,1.72,0.031,1.12,2.31,0.89,2.49,0.154,0.09,0.008,0.062,8.84,4,457,1.5,60,1.5,37,2.5,15,7,2.5,50,2,9,1.5,10,67,2.5,6,1,91,2.5,10,1.5,26,2.5,23,25,383
"192",5208,305,617718.6,7779321,84.55,0.217,4.59,1.24,0.014,0.21,0.33,0.78,1.25,0.127,0.005,0.001,0.01,6.5,1,208,1.5,36,1.5,18,2.5,5,3,2.5,10,3,6,1.5,2,47,2.5,3,1,59,2.5,8,1.5,12,2.5,8,13,104
"193",5209,331,377249,7578065,68.34,0.597,12.67,4.4,0.059,1.57,2.83,3.31,2.24,0.184,0.005,0.033,0.01,3.41,2,702,1.5,34,10,70,2.5,12,14,2.5,38,1,8,10,2,63,2.5,10,1,290,2.5,7,1.5,77,2.5,12,29,254
"194",5211,55,-527146.8,7089339.1,46.66,0.821,12.28,6.68,0.122,1.93,3.83,2.2,1.35,0.7,0.04,0.012,0.01,23,1,547,1.5,67,11,45,2.5,28,15,2.5,28,1,6,16,18,36,2.5,14,7,365,2.5,2.5,1.5,101,2.5,17,69,215
"195",5212,31,-411494.2,6959657.4,64.49,0.839,12.34,5.87,0.106,2.5,3.83,2.44,1.86,0.336,0.005,0.011,0.021,4.95,4,544,6,78,13,111,2.5,19,17,11,43,1,1,33,6,65,2.5,18,1,381,2.5,2.5,3,105,2.5,25,68,354
"196",5213,239,226609,6922431,39.44,0.442,8.71,3.52,0.044,0.82,1.25,1.42,1.58,0.395,0.005,0.006,0.037,42.07,6,364,1.5,62,1.5,45,2.5,16,11,2.5,25,2,10,7,15,71,2.5,12,3,122,2.5,7,1.5,56,2.5,17,47,160
"197",5214,16,524078.7,6429183.1,82.98,0.402,6.63,1.5,0.057,0.22,0.47,0.64,2.35,0.166,0.005,0.005,0.01,4.24,1,397,3,36,1.5,19,2.5,5,8,5,27,1,6,1.5,8,61,2.5,4,3,73,2.5,9,1.5,22,2.5,16,32,325
"198",5215,81,-26675.8,7504822.4,66.28,0.463,13.55,2.63,0.049,1.19,3.66,3.18,2.32,0.21,0.005,0.009,0.01,6.05,2,702,1.5,59,6,20,2.5,5,17,7,32,1,9,1.5,22,64,2.5,10,1,545,2.5,2.5,5,34,2.5,19,35,213
"199",5216,23,363480,6073288,88.67,0.225,4.06,0.71,0.019,0.08,0.37,0.51,1.43,0.113,0.005,0.012,0.01,3.6,1,269,5,30,1.5,7,2.5,5,3,2.5,102,1,3,1.5,13,50,2.5,1,1,46,2.5,6,1.5,12,2.5,7,15,201
"200",5217,39,-460891.4,6921132.6,58.39,0.672,13.18,5.88,0.121,1.82,3.36,2.59,1.97,0.401,0.005,0.016,0.056,11.12,4,752,6,64,12,42,2.5,21,16,2.5,41,3,1,14,14,69,2.5,17,1,421,2.5,2.5,1.5,107,2.5,18,104,193
"201",5219,50,-493425,6890436.7,11.41,0.233,3.5,1.35,0.029,0.38,2.24,0.63,0.43,0.521,0.27,0.005,0.01,78.74,1,238,1.5,187,1.5,14,2.5,40,4,2.5,141,1,6,1.5,2,10,2.5,7,1,258,2.5,7,12,21,2.5,42,12,56
"202",5220,21,270192,6821573,62.14,0.305,10.55,2.75,0.055,0.68,1.48,2.08,1.92,0.25,0.005,0.012,0.01,17.4,7,558,1.5,37,1.5,31,2.5,5,13,2.5,44,1,6,4,20,66,2.5,7,1,179,2.5,9,1.5,43,2.5,15,49,129
"203",5221,86,424830,7168930,52.87,0.343,8.63,2.91,0.084,0.68,2.48,1.96,1.64,0.278,0.14,0.01,0.057,27.6,3,464,1.5,53,1.5,38,2.5,39,10,2.5,10,1,10,1.5,10,54,2.5,7,1,155,2.5,2.5,1.5,219,6,12,22,108
"204",5224,102,508490,7831590,72.07,0.588,9.85,3.98,0.076,1.08,1.05,1.53,1.82,0.229,0.07,0.009,0.092,7.31,1,355,1.5,47,6,33,2.5,5,14,5,55,1,8,5,2,76,2.5,9,3,121,2.5,8,1.5,55,2.5,23,51,168
"205",5225,18,224677.9,6280010.7,82.1,0.406,6.61,1.83,0.051,0.49,0.43,0.57,2.42,0.086,0.005,0.016,0.075,4.57,5,355,1.5,31,1.5,30,2.5,5,8,6,47,3,8,1.5,11,79,2.5,7,3,61,2.5,12,1.5,28,2.5,11,40,302
"206",5226,36,-430888,7081236.7,64.25,0.703,12.77,5.02,0.086,1.89,3.29,2.69,1.84,0.28,0.005,0.013,0.05,6.73,1,569,5,79,11,71,2.5,32,15,2.5,82,1,10,18,15,54,2.5,15,4,308,2.5,7,1.5,91,2.5,24,59,198
"207",5227,242,379548,6925430,54.64,0.572,11.32,3.91,0.092,1.18,2.38,2.43,2.14,0.295,0.05,0.022,0.01,20.58,5,540,1.5,72,1.5,42,2.5,20,14,2.5,95,1,11,5,14,74,2.5,11,1,187,2.5,8,1.5,83,6,15,56,190
"208",5228,123,619263.2,7707595.3,47.66,0.462,11.19,4.26,0.063,1.7,3.37,2.5,0.97,0.448,0.02,0.012,0.042,27,1,310,1.5,59,9,57,2.5,38,13,2.5,46,1,7,31,8,30,2.5,13,1,272,2.5,2.5,5,74,5,17,50,94
"209",5229,67,-648500.7,6774650.5,61.9,0.894,11.51,4.88,0.079,0.97,2.19,2.46,2.2,0.486,0.005,0.019,0.054,11.94,3,647,1.5,64,5,29,2.5,5,18,5,52,1,12,1.5,28,90,2.5,11,4,250,2.5,9,4,82,6,25,57,316
"210",5230,3,375250,6674136,45.79,0.559,11.69,6.58,0.036,1.46,0.97,1.2,2.22,0.29,0.005,0.014,0.01,28.83,9,379,1.5,132,1.5,73,5,42,17,2.5,83,1,12,21,20,110,2.5,16,1,98,9,14,6,80,2.5,33,84,133
"211",5231,52,373551,6972610,55.4,0.454,10.63,4.04,0.09,0.88,1.94,2.28,1.78,0.54,0.005,0.024,0.01,21.65,8,498,4,50,4,37,2.5,23,12,2.5,106,1,11,8,7,54,2.5,10,2,182,2.5,7,1.5,50,2.5,18,43,167
"212",5232,10,464926.1,6363971.4,84.83,0.363,5.82,1.21,0.039,0.28,0.45,0.57,2.15,0.117,0.005,0.01,0.032,3.84,1,342,1.5,50,1.5,18,2.5,5,8,8,73,2,7,1.5,9,63,2.5,5,1,63,2.5,10,1.5,18,2.5,13,32,361
"213",5233,122,584470,7847010,50.15,0.633,12.11,4.53,0.038,1.29,0.54,1.42,2.22,0.164,0.03,0.018,0.028,26.48,6,418,1.5,44,6,74,2.5,11,17,2.5,110,1,10,22,13,95,2.5,16,1,59,2.5,11,1.5,72,2.5,18,61,132
"214",5234,25,316255.8,6308402.4,87.11,0.169,2.89,0.3,0.013,0.07,0.46,0.44,1.22,0.168,0.005,0.022,0.091,6.81,1,244,1.5,41,1.5,5,2.5,5,1.5,2.5,10,1,1,1.5,8,28,6,3,2,58,2.5,6,1.5,2.5,2.5,4,12,258
"215",5235,101,382147,7326068,17.24,0.206,3.76,4.28,0.05,1.06,2.36,0.78,0.7,0.429,0.29,0.014,0.01,68.62,4,216,1.5,23,1.5,36,2.5,48,5,2.5,21,1,6,6,2,25,2.5,6,1,116,2.5,2.5,1.5,32,2.5,6,9,53
"216",5237,109,479608,7364053,68.8,0.453,10.86,2.27,0.039,1.04,1.72,2.95,2.16,0.192,0.005,0.028,0.01,9.14,3,585,3,31,1.5,33,2.5,14,14,2.5,80,1,5,3,5,68,2.5,7,1,165,2.5,7,1.5,51,2.5,7,31,225
"217",5238,142,256497,7667427,64.17,0.974,12.8,5.75,0.089,1.75,4.01,3.3,1.24,0.079,0.005,0.024,0.1,5.41,6,406,1.5,31,14,70,2.5,5,18,2.5,72,7,1,14,8,36,2.5,17,1,279,2.5,2.5,1.5,134,8,15,45,242
"218",5239,32,-378360,7004979,66.61,0.602,11.29,4.54,0.058,1.81,1.48,1.52,2.5,0.22,0.005,0.015,0.033,8.95,1,412,1.5,53,10,72,2.5,24,10,2.5,80,1,3,23,11,91,8,13,1,102,2.5,11,1.5,83,2.5,20,71,190
"219",5240,59,-605663.4,6907972.7,65.11,0.602,12.27,3.37,0.164,0.85,1.84,2.9,2.94,0.455,0.005,0.008,0.069,8.99,4,1098,4,103,9,18,2.5,18,17,2.5,142,1,15,1.5,30,194,2.5,9,12,344,2.5,10,1.5,51,7,20,98,200
"220",5241,56,574970,6967612,63.25,0.727,12.59,3.87,0.054,1.45,2.57,2.79,1.94,0.21,0.005,0.019,0.01,10.16,1,593,5,45,6,58,2.5,5,19,2.5,25,1,11,15,11,53,2.5,12,1,253,2.5,5,1.5,67,2.5,15,48,270
"221",5242,4,472013,6220982.7,76.12,0.531,8.33,2.17,0.033,0.55,0.82,0.72,2.43,0.101,0.03,0.015,0.078,7.75,1,421,1.5,43,1.5,36,2.5,5,9,2.5,101,1,10,8,16,82,2.5,6,1,83,2.5,9,1.5,40,2.5,15,31,378
"222",5243,5,-296054,6955817.6,83.18,0.276,5.46,1.25,0.028,0.19,0.32,0.66,1.84,0.209,0.005,0.021,0.01,6.27,1,349,1.5,10,1.5,20,2.5,5,4,2.5,86,1,7,1.5,11,50,6,3,1,51,2.5,10,1.5,21,2.5,8,20,151
"223",5244,96,363803.2,7794911.8,65.89,0.452,11.77,3.58,0.082,1.71,2.28,3.19,2.03,0.25,0.08,0.021,0.094,8.27,3,479,1.5,25,12,65,2.5,5,13,2.5,46,3,10,15,2,77,2.5,9,1,161,2.5,8,1.5,58,2.5,14,66,141
"224",5245,104,560580,7814980,70.16,0.722,10.54,4.51,0.15,0.91,0.26,0.97,2.21,0.188,0.01,0.02,0.01,9,6,292,1.5,60,5,50,2.5,12,12,2.5,64,5,16,1.5,11,99,2.5,11,1,52,2.5,11,1.5,66,8,22,59,275
"225",5246,125,376549,7523987,74.46,0.383,10.8,2.92,0.035,0.98,1.97,2.9,2.45,0.032,0.005,0.031,0.01,2.68,1,612,1.5,21,9,52,2.5,5,14,2.5,104,1,5,9,5,63,2.5,6,1,212,2.5,9,1.5,63,2.5,6,17,163
"226",5247,80,472911,7121750,40.22,0.44,8.43,4,0.049,1.12,1.54,1.73,1.53,0.321,0.005,0.013,0.09,40.27,4,400,1.5,61,1.5,43,2.5,16,9,2.5,59,1,9,12,15,52,2.5,9,1,155,2.5,6,1.5,59,2.5,14,38,151
"227",5248,17,278682.9,6271236.7,66.95,0.744,12.41,4.6,0.067,1.08,0.83,0.68,3.37,0.157,0.03,0.01,0.01,8.69,6,480,6,76,10,60,2.5,12,17,5,78,1,15,14,15,120,2.5,13,1,95,2.5,12,1.5,64,2.5,26,67,312
"228",5249,4,490720,6555775.2,74.41,0.383,9.65,2.45,0.078,0.54,1.35,1.59,2.54,0.239,0.01,0.022,0.059,6.31,4,465,1.5,58,1.5,20,2.5,5,11,2.5,90,2,8,1.5,18,83,2.5,7,1,139,2.5,11,1.5,28,2.5,20,64,315
"229",5250,73,424830,7068471,41.97,0.346,8.25,3.9,0.073,1,2.18,1.67,1.52,0.47,0.01,0.01,0.05,38.28,23,468,1.5,50,1.5,33,2.5,17,9,2.5,33,3,9,12,11,53,2.5,7,1,173,2.5,5,4,50,2.5,14,35,127
"230",5252,42,-489287.2,6806815.3,65.88,0.602,11.57,3.45,0.061,0.94,2.03,2.72,2.6,0.188,0.005,0.017,0.069,9.51,3,685,1.5,75,4,29,2.5,16,14,5,89,5,1,7,18,96,2.5,8,2,206,2.5,10,1.5,47,2.5,26,50,218
"231",5253,10,473411,6720917,54.13,0.771,15.62,7.29,0.051,1.8,1.36,1.64,2.87,0.361,0.01,0.022,0.01,13.63,8,636,4,104,16,82,6,33,23,2.5,130,23,24,28,27,138,2.5,16,6,136,2.5,19,8,109,2.5,30,118,198
"232",5255,52,-483705.4,7009511,63.06,0.373,13.28,2.66,0.056,0.86,3.13,3.29,2.39,0.306,0.02,0.025,0.03,10.16,1,687,1.5,61,1.5,15,2.5,11,14,2.5,114,1,10,1.5,16,66,2.5,9,1,397,2.5,6,1.5,37,2.5,19,40,176
"233",5256,41,-470930.6,6838882.2,62.31,0.977,8.59,4.97,0.081,1.42,2.64,1.84,1.51,0.197,0.03,0.009,0.04,15.04,2,418,5,26,10,34,2.5,5,11,2.5,55,1,10,10,25,68,2.5,11,3,125,2.5,6,1.5,76,5,21,264,230
"234",5257,120,483407,7476807,8.95,0.129,1.72,5.34,0.05,0.62,2.56,0.3,0.21,0.524,0.15,0.012,0.058,79.18,12,158,1.5,10,1.5,83,2.5,26,1.5,2.5,21,5,15,10,2,1,2.5,3,1,112,2.5,2.5,56,71,2.5,9,7,20
"235",5258,131,377249,7578065,67.37,0.638,12.76,4.49,0.056,1.45,2.7,3.16,2.13,0.176,0.005,0.038,0.106,4.59,2,697,1.5,42,1.5,69,2.5,5,15,2.5,68,7,6,11,7,56,2.5,12,1,265,2.5,8,1.5,86,2.5,10,33,254
"236",5259,13,367045.5,6341808.8,77.61,0.377,7.74,1.65,0.031,0.54,1.14,0.84,2.37,0.116,0.06,0.022,0.07,7.15,3,374,1.5,36,1.5,17,2.5,10,9,2.5,92,1,5,1.5,12,52,7,5,1,74,2.5,11,1.5,32,2.5,18,27,273
"237",5261,115,-712865.5,6706362,60.78,0.571,11.54,4.03,0.055,0.49,1.63,2.21,2.8,0.376,0.005,0.023,0.01,15.14,4,522,1.5,87,1.5,16,2.5,5,18,2.5,94,2,13,1.5,28,98,6,9,3,137,2.5,11,1.5,52,9,21,65,272
"238",5262,15,145709,6187923,81.25,0.159,4.93,4.09,0.048,0.1,0.59,0.6,1.3,0.169,0.005,0.027,0.01,6.47,10,271,1.5,39,1.5,17,2.5,5,4,2.5,123,1,1,1.5,7,33,2.5,4,1,47,2.5,11,1.5,28,2.5,21,24,128
"239",5263,7,478492.9,6276600.8,73.11,0.682,10.09,2.93,0.072,0.72,1,0.85,3.04,0.147,0.05,0.015,0.025,6.89,5,486,3,49,6,52,2.5,12,11,9,120,3,15,6,15,101,2.5,9,1,97,2.5,11,3,39,5,22,53,446
"240",5264,84,115738.6,7634368.9,73.45,0.406,11.04,2.25,0.039,0.77,0.91,2.25,2.2,0.055,0.005,0.005,0.048,6.31,3,452,1.5,32,3,28,2.5,5,11,2.5,32,1,9,1.5,4,69,6,8,1,148,2.5,8,1.5,55,2.5,7,30,134
"241",5265,87,220692.4,7699104.2,63.35,0.762,13.16,5.45,0.073,2.43,3.16,2.29,1.81,0.216,0.03,0.02,0.02,6.86,1,450,1.5,67,11,75,5,22,16,2.5,69,4,1,26,13,70,2.5,14,3,212,6,9,1.5,102,2.5,21,71,224
"242",5266,31,323870,6876650,72.68,0.288,10.4,1.08,0.027,0.41,1.5,2.54,2.53,0.119,0.03,0.022,0.01,8.08,4,565,1.5,57,1.5,5,2.5,5,11,2.5,101,1,7,1.5,9,75,2.5,5,1,168,2.5,10,1.5,17,2.5,11,16,208
"243",5267,118,-527271.7,6657024.5,63.15,0.594,11.33,3.28,0.054,0.57,1.3,2.22,2.6,0.258,0.005,0.023,0.106,14.21,8,375,1.5,34,3,19,2.5,5,21,6,52,1,9,1.5,36,105,2.5,7,6,108,2.5,11,1.5,48,2.5,17,75,230
"244",5268,11,207436,6112315,86.83,0.13,5.56,0.98,0.045,0.09,0.49,0.89,1.65,0.157,0.005,0.023,0.079,2.88,3,321,1.5,10,1.5,9,2.5,5,7,2.5,43,1,4,1.5,10,53,2.5,1,3,63,2.5,9,1.5,2.5,2.5,4,29,96
"245",5269,12,159078,6135542,83.45,0.376,5.22,0.9,0.025,0.17,0.6,0.64,1.75,0.138,0.005,0.023,0.097,6.32,2,322,1.5,28,1.5,30,2.5,5,6,9,69,1,6,1.5,10,48,2.5,3,1,63,2.5,9,1.5,27,2.5,10,19,414
"246",5272,65,-677149.6,6649664.9,65.02,0.522,11.32,1.92,0.028,0.13,1.4,2.53,3.35,0.256,0.005,0.006,0.01,13.12,6,878,1.5,46,1.5,7,2.5,5,20,2.5,95,2,8,1.5,36,102,2.5,3,1,347,2.5,8,1.5,34,2.5,1.5,26,250
"247",5273,126,-279847.8,7157529.1,61.3,0.821,14.27,6.3,0.102,2.48,1.83,1.88,2.22,0.169,0.005,0.027,0.18,8.13,9,416,1.5,51,17,96,6,15,19,2.5,66,1,15,29,11,100,2.5,17,4,127,5,11,3,131,2.5,21,84,175
"248",5274,89,572871,7172580,66.11,0.6,12.33,4.4,0.11,1.82,1.97,2.67,1.8,0.23,0.005,0.03,0.034,7.57,2,523,1.5,23,10,74,5,36,12,2.5,72,5,1,26,11,42,2.5,12,1,146,2.5,9,1.5,70,5,12,75,177
"249",5275,86,191966.9,7699937.1,68.19,0.648,11.55,4.58,0.094,1.38,1.99,2.12,1.91,0.227,0.005,0.03,0.078,6.9,3,501,1.5,61,8,57,2.5,11,13,2.5,80,1,1,11,12,62,2.5,12,1,189,2.5,8,1.5,75,2.5,16,64,201
"250",5276,119,-576500.3,7078386.7,52.62,0.888,12.52,6.11,0.1,1.61,3.57,2.15,1.72,0.848,0.005,0.026,0.134,17.38,3,609,9,54,9,53,2.5,28,16,2.5,63,18,10,14,19,32,2.5,13,3,274,5,2.5,1.5,100,2.5,21,70,308
"251",5278,71,-612198.1,6996045.5,67.53,0.711,13.04,3.4,0.071,0.41,2.15,3.55,2.62,0.326,0.005,0.026,0.09,5.68,1,1098,1.5,70,1.5,11,2.5,5,17,12,85,18,12,1.5,19,40,2.5,8,2,315,2.5,9,1.5,46,2.5,30,34,486
"252",5279,50,273491,6969812,53.93,0.733,13.32,4.96,0.063,1.69,1.98,2.07,2.62,0.361,0.01,0.032,0.01,17.9,11,582,1.5,69,8,72,2.5,26,19,7,65,1,13,18,19,104,2.5,16,4,153,2.5,14,3,86,2.5,24,99,194
"253",5280,128,527489,7522289,6.29,0.018,0.48,0.52,0.004,0.08,0.44,0.05,0.03,0.123,0.05,0.002,0.01,91.84,1,38,1.5,10,1.5,7,2.5,5,1.5,2.5,10,1,3,1.5,5,1,2.5,3,1,31,2.5,2.5,1.5,13,2.5,6,1.5,1.5
"254",5282,7,321072,6724415,68.93,0.447,10.85,2.44,0.045,0.67,1.54,2.08,1.82,0.188,0.005,0.023,0.047,10.62,6,428,1.5,47,1.5,34,2.5,11,11,2.5,149,4,9,4,15,64,2.5,8,1,155,2.5,13,3,46,2.5,14,35,195
"255",5284,44,-523375.1,6691267.7,64.82,0.726,12.16,4.28,0.062,0.96,1.95,3.02,2.71,0.272,0.005,0.028,0.01,8.73,3,333,1.5,54,7,20,2.5,5,18,2.5,104,5,17,4,33,122,2.5,7,5,131,2.5,11,6,46,12,36,65,303
"256",5285,92,476509,7217612,17.21,0.123,3.13,1.54,0.017,0.75,1.48,0.76,0.55,0.459,0.13,0.012,0.053,73.63,1,184,1.5,20,1.5,12,2.5,20,3,2.5,10,1,4,1.5,2,12,2.5,4,1,81,2.5,2.5,1.5,17,2.5,5,11,45
"257",5286,15,403104,6329710.5,74.76,0.464,8.84,2.75,0.057,0.85,1.1,0.74,2.75,0.152,0.06,0.019,0.01,7.13,4,393,4,57,4,40,2.5,14,8,2.5,170,1,7,7,19,94,2.5,7,1,82,7,9,1.5,45,5,17,44,252
"258",5287,3,449928,6175007,79.41,0.151,5.02,1.15,0.041,1.2,4.2,0.85,1.56,0.131,0.03,0.02,0.01,5.99,1,280,1.5,10,1.5,14,2.5,16,7,2.5,45,1,4,1.5,9,58,2.5,5,1,88,2.5,7,1.5,15,2.5,10,22,127
"259",5288,76,-149758.8,7318374,67.39,0.496,12.76,3.48,0.069,1.59,2.94,2.72,1.86,0.108,0.03,0.008,0.01,6.25,5,485,1.5,33,1.5,53,2.5,5,12,2.5,89,1,9,8,11,67,2.5,11,1,380,2.5,7,1.5,57,6,15,42,146
"260",5289,62,-605065.5,6717232.4,68.48,0.775,12.27,2.63,0.047,0.48,1.86,2.9,2.97,0.156,0.005,0.022,0.057,6.95,5,986,1.5,49,1.5,9,2.5,5,17,2.5,97,1,15,1.5,27,99,2.5,6,1,338,2.5,7,4,35,2.5,18,40,284
"261",5290,119,429428,7470210,67.53,0.669,11.81,4.06,0.052,1.28,2.19,3.02,1.72,0.224,0.005,0.024,0.059,7.05,3,547,1.5,27,8,72,2.5,5,16,2.5,43,1,9,18,7,53,5,9,1,203,2.5,8,1.5,91,2.5,9,32,154
"262",5291,118,378848,7479207,17.57,0.174,3.97,3.03,0.021,0.63,1.52,0.95,0.63,0.503,0.005,0.006,0.023,70.77,1,238,3,31,1.5,31,2.5,19,5,2.5,20,1,4,5,2,14,2.5,7,1,165,2.5,2.5,1.5,39,6,8,46,54
"263",5292,48,671331,6924030,31.76,0.213,5.46,1.93,0.026,0.86,1.62,1.09,0.78,0.212,0.12,0.006,0.116,55.57,1,245,1.5,24,1.5,50,2.5,22,6,2.5,10,1,5,6,9,22,2.5,5,1,123,2.5,2.5,1.5,31,2.5,7,28,47
"264",5293,25,285687,6032289,64.29,0.669,12.6,5.24,0.089,1.36,1.24,0.56,3.11,0.192,0.06,0.015,0.091,10.14,8,432,1.5,73,14,69,6,11,14,2.5,88,3,14,20,15,116,2.5,12,4,79,2.5,14,4,79,2.5,22,75,223
"265",5294,94,367940.8,7705313.8,63.22,0.675,12.85,5.36,0.076,3.07,2.76,4.3,1.21,0.163,0.04,0.036,0.01,5.99,5,298,1.5,26,11,126,2.5,15,15,2.5,38,3,1,40,7,38,2.5,15,1,137,2.5,7,1.5,112,2.5,14,34,167
"266",5295,26,525290,6822173,67.68,0.54,12.42,3.22,0.057,1.32,2.4,2.69,2.21,0.188,0.03,0.019,0.01,6.87,5,608,1.5,43,9,48,2.5,12,17,6,123,3,7,14,8,76,2.5,10,3,239,2.5,9,1.5,61,2.5,16,55,278
"267",5296,124,-639671.6,6992972.1,56.03,0.763,14.1,5.57,0.087,2.18,4.57,3.29,1.46,0.279,0.01,0.009,0.01,11.28,4,654,1.5,60,14,78,2.5,14,17,2.5,94,1,1,30,21,34,2.5,18,3,453,2.5,2.5,1.5,100,2.5,28,58,304
"268",5297,19,263024,6201916,74.93,0.385,7.11,1.85,0.03,0.82,1.74,0.67,2.16,0.134,0.1,0.026,0.041,9.7,3,385,1.5,49,1.5,31,2.5,11,6,2.5,77,1,7,5,10,55,2.5,7,1,73,2.5,11,1.5,35,2.5,17,32,271
"269",5298,63,378649,7022191,3.15,0.026,0.85,0.31,0.008,0.29,1.88,0.09,0.07,0.339,0.14,0.011,0.145,92.6,1,56,1.5,10,1.5,7,2.5,30,1.5,2.5,10,1,3,1.5,2,1,2.5,1,1,96,2.5,8,1.5,8,2.5,5,1.5,1.5
"270",5299,45,523291,6918533,52.55,0.521,10.34,2.94,0.048,1.04,1.76,2.08,1.75,0.279,0.005,0.018,0.044,26.34,3,444,1.5,44,5,50,2.5,30,12,2.5,23,1,7,15,13,57,2.5,14,1,176,2.5,5,1.5,45,2.5,22,52,224
"271",5301,82,32545,7543982.6,72.48,0.264,12.43,2.63,0.041,0.49,1.19,3.28,4.19,0.044,0.005,0.029,0.057,2.55,1,499,1.5,60,4,14,2.5,5,21,5,147,3,15,1.5,28,133,6,5,1,101,2.5,9,1.5,13,2.5,19,55,193
"272",5302,5,227809,6722916,50.49,0.825,15.92,9.21,0.062,2.28,1.48,1.34,3.02,0.354,0.005,0.017,0.04,14.6,13,503,7,134,10,99,6,26,23,2.5,136,26,17,27,20,149,2.5,20,1,100,2.5,18,5,131,10,35,138,145
"273",5304,275,-100751.1,7317418.3,61.47,0.912,14.27,5.93,0.083,2.53,2.44,2.71,1.71,0.207,0.005,0.009,0.01,7.41,11,417,7,68,16,102,2.5,5,18,2.5,53,3,1,32,11,64,2.5,15,1,239,2.5,7,1.5,102,2.5,25,72,226
"274",5305,2,406261,6142996,76.82,0.375,7.38,2.55,0.047,1.2,2.15,0.58,2.34,0.093,0.05,0.024,0.07,6.02,4,326,4,59,1.5,39,2.5,5,7,2.5,108,1,7,7,10,72,2.5,7,2,68,2.5,10,1.5,29,2.5,18,35,252
"275",5306,87,479108,7168581,67.68,0.569,11.27,2.45,0.045,0.8,1.85,2.81,2.16,0.159,0.005,0.04,0.068,9.77,5,556,1.5,10,1.5,35,2.5,5,11,2.5,170,1,8,3,5,63,2.5,8,4,193,2.5,8,1.5,75,2.5,10,24,280
"276",5307,24,235328.9,6318343.4,84.55,0.356,5.75,1.29,0.026,0.3,0.38,0.57,2.14,0.096,0.005,0.039,0.064,4.14,3,336,1.5,33,1.5,24,2.5,5,4,2.5,91,4,8,1.5,7,58,2.5,3,1,52,2.5,8,1.5,20,2.5,11,30,255
"277",5308,314,426330,7422329,23.04,0.214,4.68,2.24,0.053,1.16,3.41,1.18,0.88,0.451,0.44,0.021,0.058,61.97,1,341,1.5,31,1.5,27,2.5,33,3,2.5,40,3,5,1.5,2,27,2.5,4,1,199,2.5,2.5,12,37,2.5,6,25,64
"278",5309,14,208509,6208268,77.88,0.323,7.32,2.21,0.051,0.59,0.84,0.76,2.31,0.166,0.05,0.03,0.12,7.12,3,346,1.5,55,4,34,2.5,5,9,2.5,93,1,1,8,14,69,5,5,1,66,2.5,10,1.5,34,2.5,13,43,187
"279",5310,26,-455648.3,6726990.1,72.58,0.601,10.44,3.4,0.05,0.89,1.79,2.36,2.03,0.161,0.005,0.032,0.041,5.33,5,428,4,35,6,28,2.5,5,13,2.5,125,1,1,8,16,84,7,10,3,143,2.5,7,1.5,51,2.5,16,45,142
"280",5311,38,670732,6876050,67.51,0.448,11.38,3.05,0.068,0.82,1.84,2.61,1.43,0.146,0.005,0.028,0.01,10.37,4,466,1.5,30,4,38,2.5,5,14,2.5,58,1,7,5,11,42,2.5,6,1,196,2.5,8,1.5,64,2.5,8,66,200
"281",5312,115,469112,7425228,6.24,0.037,1.26,1.2,0.008,0.51,1.33,0.26,0.18,0.367,0.15,0.001,0.01,88.36,1,84,1.5,10,1.5,9,2.5,37,1.5,2.5,10,1,5,1.5,2,4,2.5,3,1,87,2.5,2.5,1.5,13,2.5,4,15,1.5
"282",5313,29,224810,6869753,52.25,0.366,9.99,2.94,0.054,1,1.8,1.8,1.66,0.369,0.005,0.014,0.025,27.43,3,444,1.5,105,8,45,2.5,30,10,2.5,45,1,9,8,19,59,2.5,15,1,173,2.5,6,1.5,41,8,23,52,126
"283",5314,14,320372,6773793,32.33,0.391,8.37,3.84,0.035,1.12,1.75,1.01,1.4,0.313,0.02,0.011,0.046,49.1,4,344,1.5,63,5,51,2.5,30,11,2.5,43,1,9,17,20,67,2.5,11,1,114,2.5,9,4,64,2.5,14,67,103
