"","id","nhood","hour","month","reason","resident","age","male","race","citation"
"2398",2398,"3",15,"Jan","mech/reg",0,"under 18",1,"W",1
"2399",2399,"3",12,"Jan","MV danger",0,"18-29",1,"A",1
"2400",2400,"6",0,"Feb","mech/reg",1,"40+",0,"B",0
"2401",2401,"4",9,"Feb","MV nodanger",1,"30-39",1,"H",1
"2402",2402,"5",15,"Feb","MV nodanger",0,"30-39",1,"B",0
"2403",2403,"7",3,"Jan","MV nodanger",1,"40+",1,"W",1
"2404",2404,"7",2,"Jan","MV nodanger",1,"40+",1,"B",1
"2405",2405,"6",23,"Jan","MV nodanger",1,"40+",1,"W",0
"2406",2406,"3",14,"Feb","MV nodanger",1,"18-29",1,"A",1
"2407",2407,"1",7,"Feb","MV danger",0,"18-29",1,"A",1
"2408",2408,"1",21,"Feb","MV nodanger",0,"40+",1,"H",1
"2409",2409,"2",4,"Jan","MV nodanger",0,"40+",1,"B",0
"2410",2410,"5",3,"Feb","MV danger",0,"30-39",1,"B",0
"2411",2411,"3",17,"Feb","MV danger",0,"18-29",1,"W",1
"2412",2412,"6",16,"Jan","MV nodanger",0,"18-29",1,"A",1
"2413",2413,"7",19,"Jan","MV nodanger",1,"18-29",1,"H",1
"2414",2414,"4",5,"Feb","MV nodanger",0,"18-29",0,"H",1
"2415",2415,"3",8,"Jan","MV danger",1,"40+",1,"W",0
"2416",2416,"6",0,"Jan","MV nodanger",1,"18-29",1,"B",0
"2417",2417,"2",18,"Jan","MV nodanger",0,"30-39",1,"H",1
"2418",2418,"3",1,"Jan","MV nodanger",1,"40+",1,"B",0
"2419",2419,"5",10,"Feb","MV danger",0,"30-39",0,"B",1
"2420",2420,"4",8,"Feb","MV nodanger",1,"18-29",0,"H",1
"2421",2421,"2",16,"Feb","MV nodanger",0,"40+",1,"B",1
"2422",2422,"4",14,"Jan","MV nodanger",0,"18-29",1,"B",1
"2423",2423,"6",17,"Jan","MV nodanger",1,"18-29",1,"H",1
"2424",2424,"6",20,"Feb","MV nodanger",0,"40+",1,"H",1
"2425",2425,"4",8,"Jan","MV nodanger",1,"40+",1,"A",1
"2426",2426,"1",3,"Feb","mech/reg",0,"40+",1,"H",0
"2427",2427,"6",2,"Feb","MV danger",1,"40+",1,"H",0
"2428",2428,"7",8,"Mar","MV danger",1,"18-29",1,"B",1
"2429",2429,"2",10,"Feb","MV nodanger",0,"18-29",1,"H",1
"2430",2430,"3",16,"Jan","MV nodanger",1,"30-39",1,"B",0
"2431",2431,"1",2,"Feb","MV nodanger",0,"18-29",1,"B",1
"2432",2432,"5",4,"Feb","MV danger",1,"30-39",1,"B",0
"2433",2433,"7",12,"Jan","MV danger",0,"18-29",0,"A",1
"2434",2434,"7",4,"Jan","MV nodanger",1,"30-39",1,"B",1
"2435",2435,"6",1,"Feb","MV nodanger",1,"18-29",0,"B",0
"2436",2436,"6",13,"Jan","MV nodanger",0,"18-29",1,"A",1
"2437",2437,"6",11,"Jan","MV nodanger",0,"40+",1,"B",1
"2438",2438,"4",4,"Feb","MV nodanger",1,"18-29",0,"H",1
"2439",2439,"5",20,"Jan","MV nodanger",0,"40+",0,"W",1
"2440",2440,"3",17,"Jan","MV nodanger",0,"18-29",0,"W",0
"2441",2441,"7",7,"Feb","MV nodanger",0,"18-29",1,"B",1
"2442",2442,"1",13,"Feb","mech/reg",1,"18-29",1,"H",1
"2443",2443,"1",1,"Jan","MV danger",1,"18-29",1,"B",1
"2444",2444,"7",0,"Jan","MV danger",1,"18-29",1,"B",0
"2445",2445,"3",17,"Jan","MV danger",0,"30-39",1,"W",1
"2446",2446,"7",11,"Feb","MV nodanger",0,"30-39",0,"B",1
"2447",2447,"4",1,"Feb","MV danger",1,"30-39",1,"B",1
"2448",2448,"5",5,"Jan","MV nodanger",1,"18-29",1,"B",1
"2449",2449,"2",12,"Feb","MV nodanger",0,"40+",1,"B",1
"2450",2450,"2",19,"Feb","MV nodanger",1,"18-29",0,"H",1
"2451",2451,"5",19,"Jan","mech/reg",0,"18-29",1,"B",1
"2452",2452,"5",16,"Feb","mech/reg",1,"40+",1,"B",1
"2453",2453,"2",2,"Feb","MV danger",0,"30-39",1,"W",0
"2454",2454,"1",9,"Jan","MV nodanger",1,"30-39",1,"B",0
"2455",2455,"7",4,"Feb","mech/reg",1,"40+",0,"B",1
"2456",2456,"1",17,"Jan","mech/reg",1,"18-29",0,"B",1
"2457",2457,"7",3,"Feb","MV nodanger",1,"18-29",1,"H",0
"2458",2458,"1",0,"Jan","mech/reg",0,"30-39",1,"W",0
"2459",2459,"6",17,"Jan","MV nodanger",0,"30-39",1,"H",0
"2460",2460,"3",13,"Jan","MV nodanger",1,"30-39",0,"B",0
"2461",2461,"1",4,"Feb","MV nodanger",0,"40+",1,"B",0
"2462",2462,"5",19,"Jan","MV nodanger",0,"18-29",1,"B",1
"2463",2463,"1",16,"Jan","MV danger",0,"40+",1,"B",1
"2464",2464,"3",12,"Feb","MV nodanger",0,"30-39",0,"W",1
"2465",2465,"4",9,"Jan","MV nodanger",1,"18-29",1,"H",1
"2466",2466,"5",11,"Feb","MV nodanger",0,"18-29",1,"B",1
"2467",2467,"3",12,"Feb","mech/reg",0,"40+",1,"H",0
"2468",2468,"2",19,"Jan","mech/reg",0,"18-29",0,"A",1
"2469",2469,"3",22,"Jan","MV nodanger",0,"40+",0,"B",0
"2470",2470,"2",1,"Jan","MV nodanger",0,"30-39",1,"B",0
"2471",2471,"5",20,"Mar","MV danger",0,"18-29",1,"B",0
"2472",2472,"4",21,"Feb","MV nodanger",1,"18-29",1,"B",1
"2473",2473,"7",17,"Feb","MV nodanger",0,"40+",0,"W",0
"2474",2474,"2",18,"Feb","MV nodanger",0,"18-29",1,"B",1
"2475",2475,"5",18,"Jan","MV nodanger",1,"18-29",1,"B",1
"2476",2476,"1",7,"Feb","mech/reg",0,"30-39",1,"B",1
"2477",2477,"5",3,"Jan","MV nodanger",0,"18-29",1,"A",0
"2478",2478,"3",22,"Feb","MV nodanger",1,"40+",0,"W",1
"2479",2479,"1",16,"Feb","MV nodanger",0,"18-29",1,"B",1
"2480",2480,"5",4,"Jan","MV nodanger",1,"18-29",1,"B",0
"2481",2481,"5",3,"Jan","MV danger",1,"40+",1,"B",1
"2482",2482,"5",16,"Feb","MV nodanger",0,"18-29",1,"B",1
"2483",2483,"1",7,"Feb","MV nodanger",1,"18-29",1,"H",0
"2484",2484,"2",6,"Feb","MV nodanger",0,"30-39",0,"H",0
"2485",2485,"4",20,"Feb","mech/reg",1,"30-39",1,"H",0
"2486",2486,"2",19,"Jan","MV nodanger",1,"30-39",0,"B",1
"2487",2487,"5",18,"Jan","MV nodanger",0,"18-29",1,"B",1
"2488",2488,"1",23,"Jan","MV danger",0,"18-29",0,"W",0
"2489",2489,"4",16,"Jan","MV nodanger",0,"30-39",1,"H",0
"2490",2490,"1",16,"Feb","MV danger",1,"40+",1,"B",1
"2491",2491,"5",19,"Jan","MV nodanger",0,"30-39",1,"B",0
"2492",2492,"7",21,"Jan","MV nodanger",0,"40+",1,"B",0
"2493",2493,"2",22,"Jan","MV nodanger",1,"40+",1,"B",1
"2494",2494,"7",12,"Feb","MV nodanger",1,"40+",1,"H",1
"2495",2495,"7",13,"Feb","MV danger",1,"18-29",0,"A",1
"2496",2496,"1",16,"Feb","MV nodanger",0,"30-39",1,"W",1
"2497",2497,"2",20,"Jan","MV nodanger",1,"18-29",1,"H",0
"2498",2498,"3",20,"Feb","MV nodanger",0,"30-39",1,"B",1
"2499",2499,"6",23,"Jan","mech/reg",1,"30-39",1,"A",0
"2500",2500,"4",13,"Jan","MV nodanger",0,"30-39",1,"H",1
"2501",2501,"1",17,"Jan","MV nodanger",0,"40+",1,"B",1
"2502",2502,"5",21,"Feb","MV danger",0,"18-29",1,"W",0
"2503",2503,"7",1,"Feb","MV nodanger",0,"under 18",0,"B",1
"2504",2504,"1",21,"Feb","MV nodanger",1,"30-39",0,"B",1
"2505",2505,"1",2,"Jan","MV nodanger",0,"40+",0,"B",0
"2506",2506,"7",18,"Feb","MV danger",0,"40+",0,"W",1
"2507",2507,"3",3,"Jan","MV nodanger",1,"40+",1,"W",0
"2508",2508,"1",1,"Feb","MV danger",1,"40+",1,"B",1
"2509",2509,"2",23,"Jan","MV danger",0,"18-29",1,"B",1
"2510",2510,"7",20,"Jan","MV nodanger",1,"18-29",1,"B",1
"2511",2511,"4",13,"Feb","MV danger",1,"40+",0,"H",1
"2512",2512,"6",13,"Jan","MV nodanger",0,"40+",1,"B",1
"2513",2513,"6",22,"Jan","MV nodanger",0,"40+",1,"W",0
"2514",2514,"3",15,"Jan","MV nodanger",0,"18-29",1,"W",1
"2515",2515,"7",23,"Feb","MV nodanger",1,"30-39",1,"H",1
"2516",2516,"4",15,"Jan","MV danger",1,"18-29",1,"A",1
"2517",2517,"1",12,"Jan","MV nodanger",1,"40+",1,"A",0
"2518",2518,"5",17,"Jan","MV nodanger",1,"18-29",1,"B",0
"2519",2519,"4",6,"Feb","mech/reg",1,"18-29",0,"B",0
"2520",2520,"7",2,"Feb","MV nodanger",1,"40+",1,"A",0
"2521",2521,"2",19,"Feb","mech/reg",0,"18-29",1,"B",1
"2522",2522,"7",13,"Jan","MV danger",1,"18-29",1,"A",1
"2523",2523,"1",21,"Jan","MV nodanger",1,"18-29",0,"B",1
"2524",2524,"2",9,"Feb","MV danger",1,"40+",1,"B",1
"2525",2525,"3",4,"Jan","mech/reg",0,"18-29",1,"W",1
"2526",2526,"4",6,"Feb","MV danger",1,"30-39",1,"H",1
"2527",2527,"5",17,"Feb","MV danger",1,"40+",1,"B",1
"2528",2528,"6",21,"Jan","MV danger",0,"40+",1,"W",1
"2529",2529,"4",3,"Feb","MV danger",1,"40+",1,"B",0
"2530",2530,"1",3,"Jan","mech/reg",1,"40+",1,"B",0
"2531",2531,"2",23,"Feb","MV nodanger",1,"30-39",0,"B",1
"2532",2532,"4",13,"Feb","MV nodanger",1,"18-29",1,"B",1
"2533",2533,"5",5,"Jan","MV nodanger",0,"40+",1,"W",0
"2534",2534,"1",15,"Jan","MV nodanger",0,"40+",1,"B",1
"2535",2535,"4",4,"Feb","MV nodanger",0,"under 18",1,"B",1
"2536",2536,"7",23,"Feb","MV danger",0,"40+",0,"W",1
"2537",2537,"7",18,"Feb","MV nodanger",1,"18-29",1,"A",0
"2538",2538,"1",19,"Jan","MV nodanger",1,"18-29",0,"B",1
"2539",2539,"6",22,"Jan","mech/reg",1,"30-39",1,"B",1
"2540",2540,"7",17,"Feb","mech/reg",1,"18-29",1,"A",1
"2541",2541,"5",19,"Feb","MV danger",1,"30-39",1,"B",0
"2542",2542,"2",0,"Feb","mech/reg",0,"40+",1,"B",0
"2543",2543,"1",2,"Feb","MV nodanger",0,"40+",1,"B",1
"2544",2544,"5",16,"Feb","MV nodanger",1,"40+",1,"W",1
"2545",2545,"2",6,"Jan","MV danger",1,"18-29",0,"B",1
"2546",2546,"5",2,"Jan","MV nodanger",1,"under 18",1,"B",1
"2547",2547,"2",13,"Jan","MV nodanger",1,"40+",1,"B",0
"2548",2548,"6",13,"Jan","mech/reg",1,"30-39",1,"H",1
"2549",2549,"7",11,"Feb","MV nodanger",0,"40+",1,"W",1
"2550",2550,"3",1,"Jan","MV danger",1,"40+",1,"W",0
"2551",2551,"7",20,"Jan","MV nodanger",1,"40+",0,"B",0
"2552",2552,"5",23,"Feb","MV nodanger",1,"18-29",1,"H",1
"2553",2553,"2",16,"Feb","MV nodanger",1,"40+",1,"B",1
"2554",2554,"7",7,"Jan","MV nodanger",1,"18-29",1,"B",1
"2555",2555,"5",21,"Jan","MV nodanger",1,"40+",1,"B",0
"2556",2556,"2",16,"Feb","MV danger",1,"40+",1,"B",1
"2557",2557,"2",17,"Feb","mech/reg",1,"18-29",1,"B",0
"2558",2558,"7",22,"Jan","MV danger",1,"40+",1,"H",1
"2559",2559,"4",16,"Jan","MV danger",0,"18-29",1,"H",1
"2560",2560,"1",14,"Feb","MV danger",1,"18-29",1,"A",1
"2561",2561,"6",3,"Feb","MV nodanger",0,"40+",1,"B",0
"2562",2562,"3",6,"Feb","MV danger",0,"18-29",1,"B",1
"2563",2563,"2",19,"Jan","MV nodanger",1,"18-29",0,"B",1
"2564",2564,"3",1,"Jan","MV nodanger",1,"30-39",0,"B",0
"2565",2565,"4",11,"Feb","MV danger",0,"under 18",1,"B",1
"2566",2566,"6",19,"Jan","MV nodanger",0,"40+",1,"B",1
"2567",2567,"6",13,"Jan","MV danger",1,"18-29",1,"B",1
"2568",2568,"7",22,"Feb","MV danger",0,"18-29",1,"B",1
"2569",2569,"5",15,"Jan","MV nodanger",1,"18-29",0,"B",0
"2570",2570,"7",13,"Jan","MV nodanger",0,"18-29",1,"B",1
"2571",2571,"7",11,"Jan","MV danger",0,"18-29",1,"W",0
"2572",2572,"2",11,"Feb","MV nodanger",1,"40+",1,"B",1
"2573",2573,"1",20,"Jan","MV danger",0,"40+",0,"B",1
"2574",2574,"6",17,"Jan","MV nodanger",0,"18-29",1,"W",0
"2575",2575,"7",19,"Jan","mech/reg",1,"18-29",1,"A",0
"2576",2576,"4",18,"Feb","mech/reg",1,"18-29",1,"B",0
"2577",2577,"2",2,"Feb","MV nodanger",0,"18-29",1,"B",1
"2578",2578,"5",0,"Jan","mech/reg",1,"40+",1,"H",0
"2579",2579,"6",9,"Jan","MV nodanger",0,"40+",0,"B",0
"2580",2580,"1",3,"Jan","MV nodanger",0,"30-39",1,"W",0
"2581",2581,"1",13,"Feb","mech/reg",0,"18-29",1,"B",1
"2582",2582,"2",5,"Jan","mech/reg",0,"40+",1,"B",1
"2583",2583,"7",21,"Jan","MV danger",0,"18-29",1,"A",1
"2584",2584,"7",7,"Feb","MV nodanger",1,"40+",1,"A",1
"2585",2585,"4",8,"Jan","MV nodanger",1,"40+",1,"B",1
"2586",2586,"5",12,"Feb","MV nodanger",0,"30-39",0,"B",1
"2587",2587,"4",5,"Feb","MV nodanger",0,"18-29",1,"A",1
"2588",2588,"2",11,"Jan","MV nodanger",1,"40+",1,"B",0
"2589",2589,"3",15,"Feb","MV danger",0,"18-29",1,"H",1
"2590",2590,"5",6,"Jan","MV nodanger",0,"18-29",1,"B",0
"2591",2591,"5",12,"Jan","MV nodanger",0,"30-39",1,"B",1
"2592",2592,"1",11,"Jan","MV nodanger",1,"18-29",1,"B",1
"2593",2593,"2",10,"Feb","MV nodanger",1,"40+",1,"B",0
"2594",2594,"7",20,"Jan","MV nodanger",1,"18-29",1,"B",1
"2595",2595,"1",14,"Feb","mech/reg",0,"18-29",0,"B",1
"2596",2596,"2",15,"Jan","MV nodanger",1,"40+",1,"B",1
"2597",2597,"2",18,"Feb","MV danger",1,"30-39",0,"B",1
"2598",2598,"1",10,"Jan","mech/reg",0,"30-39",1,"B",1
"2599",2599,"1",19,"Jan","mech/reg",1,"40+",0,"B",0
"2600",2600,"7",21,"Feb","MV danger",0,"under 18",0,"W",0
"2601",2601,"7",13,"Jan","MV nodanger",1,"18-29",1,"B",0
"2602",2602,"6",23,"Jan","MV nodanger",1,"40+",1,"B",1
"2603",2603,"1",17,"Feb","MV nodanger",1,"18-29",1,"B",1
"2604",2604,"4",17,"Feb","MV nodanger",1,"18-29",0,"B",0
"2605",2605,"4",5,"Feb","MV danger",1,"40+",0,"H",1
"2606",2606,"1",22,"Feb","MV nodanger",0,"30-39",1,"B",1
"2607",2607,"7",16,"Feb","MV nodanger",1,"18-29",0,"B",1
"2608",2608,"2",4,"Jan","MV nodanger",0,"40+",1,"B",0
"2609",2609,"1",17,"Feb","mech/reg",0,"30-39",1,"B",0
"2610",2610,"5",12,"Jan","MV nodanger",0,"under 18",1,"B",1
"2611",2611,"1",8,"Feb","MV nodanger",0,"18-29",1,"A",0
"2612",2612,"1",2,"Jan","MV danger",0,"18-29",1,"A",1
"2613",2613,"6",18,"Feb","MV danger",1,"40+",0,"W",1
"2614",2614,"1",5,"Feb","MV danger",1,"40+",1,"B",0
"2615",2615,"5",7,"Feb","MV danger",0,"18-29",1,"W",1
"2616",2616,"3",5,"Feb","MV nodanger",0,"40+",1,"W",0
"2617",2617,"4",0,"Feb","MV danger",1,"40+",1,"B",1
"2618",2618,"5",1,"Feb","MV nodanger",1,"18-29",1,"W",0
"2619",2619,"1",10,"Jan","MV danger",0,"18-29",1,"W",1
"2620",2620,"3",18,"Jan","MV danger",0,"40+",1,"H",1
"2621",2621,"1",23,"Feb","MV nodanger",1,"40+",1,"B",0
"2622",2622,"2",12,"Feb","MV danger",1,"40+",1,"B",1
"2623",2623,"1",11,"Feb","MV nodanger",0,"30-39",0,"W",1
"2624",2624,"2",3,"Jan","MV nodanger",0,"18-29",1,"A",1
"2625",2625,"1",0,"Jan","mech/reg",0,"30-39",1,"W",0
"2626",2626,"2",20,"Feb","MV nodanger",0,"18-29",1,"B",1
"2627",2627,"6",9,"Feb","MV danger",1,"30-39",1,"H",1
"2628",2628,"5",22,"Jan","MV danger",0,"40+",1,"B",0
"2629",2629,"4",13,"Jan","MV nodanger",1,"40+",1,"H",1
"2630",2630,"2",21,"Feb","MV danger",0,"18-29",1,"B",1
"2631",2631,"3",3,"Jan","MV nodanger",1,"40+",0,"W",1
"2632",2632,"7",22,"Feb","mech/reg",1,"18-29",1,"H",1
"2633",2633,"6",23,"Feb","MV nodanger",1,"40+",1,"B",0
"2634",2634,"7",20,"Feb","MV danger",0,"30-39",1,"B",1
"2635",2635,"5",13,"Feb","MV danger",0,"18-29",1,"B",1
"2636",2636,"6",15,"Jan","MV nodanger",0,"18-29",1,"W",1
"2637",2637,"2",13,"Feb","MV nodanger",1,"18-29",1,"B",1
"2638",2638,"4",14,"Jan","MV nodanger",0,"40+",1,"B",1
"2639",2639,"6",5,"Feb","MV danger",0,"40+",1,"W",1
"2640",2640,"6",20,"Feb","MV danger",0,"18-29",1,"W",1
"2641",2641,"2",23,"Jan","MV nodanger",1,"18-29",0,"W",1
"2642",2642,"5",12,"Mar","MV danger",1,"40+",1,"B",0
"2643",2643,"3",3,"Feb","MV danger",1,"30-39",1,"W",0
"2644",2644,"6",19,"Mar","MV nodanger",1,"18-29",1,"A",1
"2645",2645,"7",19,"Jan","MV nodanger",1,"30-39",1,"H",0
"2646",2646,"5",14,"Feb","MV nodanger",0,"40+",1,"H",1
"2647",2647,"6",1,"Feb","MV nodanger",1,"30-39",1,"B",0
"2648",2648,"1",18,"Feb","MV nodanger",1,"18-29",1,"A",0
"2649",2649,"5",20,"Jan","MV nodanger",1,"40+",1,"B",0
"2650",2650,"3",14,"Feb","mech/reg",1,"30-39",1,"B",0
"2651",2651,"6",8,"Feb","MV nodanger",0,"40+",1,"B",1
"2652",2652,"4",8,"Feb","MV nodanger",0,"18-29",0,"W",1
"2653",2653,"2",3,"Jan","MV nodanger",1,"40+",1,"B",1
"2654",2654,"6",13,"Jan","mech/reg",1,"40+",1,"W",1
"2655",2655,"2",11,"Feb","MV danger",0,"18-29",1,"B",1
"2656",2656,"1",15,"Feb","mech/reg",0,"30-39",1,"W",1
"2657",2657,"7",12,"Jan","MV danger",0,"30-39",1,"B",1
"2658",2658,"2",18,"Feb","mech/reg",1,"40+",0,"B",1
"2659",2659,"6",9,"Jan","MV nodanger",1,"18-29",1,"B",0
"2660",2660,"7",18,"Feb","mech/reg",0,"18-29",1,"H",0
"2661",2661,"2",21,"Feb","MV danger",1,"18-29",1,"B",0
"2662",2662,"4",19,"Feb","mech/reg",1,"18-29",1,"B",1
"2663",2663,"1",5,"Jan","MV danger",0,"18-29",1,"A",1
"2664",2664,"5",15,"Feb","MV danger",1,"18-29",1,"B",1
"2665",2665,"6",16,"Jan","MV nodanger",0,"18-29",1,"W",1
"2666",2666,"1",5,"Jan","MV danger",1,"18-29",1,"B",1
"2667",2667,"2",17,"Feb","MV nodanger",0,"30-39",1,"B",0
"2668",2668,"7",10,"Feb","MV nodanger",0,"40+",1,"B",0
"2669",2669,"6",19,"Jan","MV nodanger",0,"18-29",1,"B",1
"2670",2670,"3",8,"Jan","MV nodanger",1,"18-29",0,"W",1
"2671",2671,"3",12,"Jan","MV nodanger",1,"40+",1,"W",1
"2672",2672,"4",4,"Jan","MV nodanger",1,"30-39",1,"B",0
"2673",2673,"3",10,"Mar","MV nodanger",1,"40+",1,"B",0
"2674",2674,"2",18,"Jan","MV nodanger",1,"18-29",1,"H",0
"2675",2675,"6",14,"Jan","mech/reg",1,"40+",0,"W",1
"2676",2676,"6",2,"Jan","MV danger",0,"40+",1,"W",1
"2677",2677,"7",15,"Feb","MV nodanger",0,"18-29",1,"H",1
"2678",2678,"7",0,"Feb","mech/reg",1,"30-39",0,"B",1
"2679",2679,"5",6,"Jan","MV danger",1,"18-29",1,"B",0
"2680",2680,"5",19,"Feb","MV nodanger",0,"18-29",0,"W",1
"2681",2681,"5",16,"Feb","MV danger",1,"18-29",1,"B",1
"2682",2682,"3",2,"Jan","mech/reg",1,"18-29",0,"B",0
"2683",2683,"2",16,"Feb","MV nodanger",1,"30-39",0,"B",1
"2684",2684,"2",10,"Jan","mech/reg",1,"40+",1,"B",0
"2685",2685,"5",20,"Feb","MV nodanger",1,"30-39",1,"B",0
"2686",2686,"1",0,"Mar","mech/reg",1,"18-29",1,"B",1
"2687",2687,"6",20,"Feb","MV danger",0,"18-29",1,"B",1
"2688",2688,"4",4,"Feb","mech/reg",0,"40+",1,"B",0
"2689",2689,"2",17,"Jan","mech/reg",1,"30-39",0,"B",1
"2690",2690,"3",16,"Feb","mech/reg",0,"40+",1,"W",1
"2691",2691,"4",14,"Jan","mech/reg",1,"18-29",1,"H",1
"2692",2692,"4",15,"Feb","MV nodanger",1,"18-29",1,"A",0
"2693",2693,"6",5,"Jan","MV nodanger",1,"18-29",0,"W",1
"2694",2694,"1",22,"Jan","MV nodanger",0,"30-39",0,"H",1
"2695",2695,"5",7,"Jan","MV danger",0,"40+",1,"B",1
"2696",2696,"3",23,"Feb","MV nodanger",0,"18-29",0,"W",0
"2697",2697,"6",12,"Jan","MV nodanger",0,"18-29",1,"A",1
"2698",2698,"1",23,"Jan","MV danger",1,"18-29",1,"B",0
"2699",2699,"3",21,"Feb","mech/reg",0,"30-39",1,"W",1
"2700",2700,"3",20,"Jan","MV nodanger",1,"30-39",0,"A",1
"2701",2701,"4",15,"Feb","MV danger",0,"30-39",0,"H",1
"2702",2702,"7",3,"Feb","MV danger",0,"18-29",1,"B",1
"2703",2703,"1",15,"Feb","mech/reg",0,"40+",1,"B",1
"2704",2704,"2",13,"Jan","MV nodanger",0,"30-39",1,"W",0
"2705",2705,"1",16,"Jan","MV nodanger",0,"30-39",1,"W",1
"2706",2706,"7",3,"Jan","MV nodanger",1,"40+",1,"B",0
"2707",2707,"2",8,"Jan","MV nodanger",0,"under 18",1,"W",1
"2708",2708,"2",8,"Jan","MV nodanger",0,"18-29",0,"B",0
"2709",2709,"3",10,"Jan","MV nodanger",0,"40+",1,"W",1
"2710",2710,"5",7,"Feb","MV nodanger",0,"40+",1,"B",0
"2711",2711,"3",7,"Feb","MV nodanger",0,"30-39",1,"W",0
"2712",2712,"7",13,"Feb","MV nodanger",0,"40+",1,"H",1
"2713",2713,"5",8,"Jan","MV nodanger",0,"under 18",1,"W",1
"2714",2714,"1",6,"Feb","MV nodanger",0,"18-29",1,"B",1
"2715",2715,"4",4,"Feb","MV nodanger",1,"40+",1,"W",1
"2716",2716,"4",2,"Jan","MV danger",0,"18-29",1,"B",1
"2717",2717,"1",3,"Feb","MV danger",0,"40+",1,"B",0
"2718",2718,"5",12,"Feb","MV danger",0,"18-29",0,"W",1
"2719",2719,"5",19,"Feb","MV nodanger",0,"40+",1,"B",1
"2720",2720,"4",20,"Feb","MV danger",1,"18-29",1,"B",1
"2721",2721,"2",20,"Jan","MV nodanger",1,"30-39",0,"B",1
"2722",2722,"3",4,"Feb","MV nodanger",0,"18-29",1,"H",0
"2723",2723,"7",4,"Feb","MV nodanger",1,"under 18",1,"H",0
"2724",2724,"3",4,"Feb","MV nodanger",0,"18-29",1,"B",0
"2725",2725,"4",2,"Jan","MV nodanger",1,"18-29",1,"B",1
"2726",2726,"5",4,"Feb","mech/reg",0,"40+",1,"B",0
"2727",2727,"4",9,"Feb","MV nodanger",0,"30-39",1,"W",0
"2728",2728,"5",6,"Feb","MV danger",0,"30-39",1,"B",1
"2729",2729,"6",12,"Jan","MV nodanger",0,"30-39",1,"A",1
"2730",2730,"6",6,"Jan","mech/reg",0,"40+",1,"W",0
"2731",2731,"5",8,"Feb","MV nodanger",1,"18-29",1,"W",1
"2732",2732,"4",0,"Jan","mech/reg",0,"40+",0,"B",1
"2733",2733,"5",13,"Jan","mech/reg",1,"under 18",0,"B",1
"2734",2734,"1",4,"Jan","MV nodanger",0,"18-29",1,"B",0
"2735",2735,"4",10,"Jan","MV nodanger",1,"18-29",1,"H",0
"2736",2736,"6",16,"Jan","MV danger",0,"30-39",1,"H",1
"2737",2737,"4",4,"Jan","MV nodanger",1,"40+",1,"H",1
"2738",2738,"1",4,"Jan","MV nodanger",0,"40+",1,"W",0
"2739",2739,"3",20,"Feb","MV nodanger",0,"40+",1,"B",1
"2740",2740,"3",3,"Jan","mech/reg",1,"40+",1,"W",0
"2741",2741,"4",23,"Jan","MV nodanger",1,"30-39",1,"H",0
"2742",2742,"3",3,"Feb","MV danger",0,"18-29",1,"W",1
"2743",2743,"3",0,"Jan","MV nodanger",1,"30-39",1,"W",0
"2744",2744,"2",4,"Feb","MV danger",0,"18-29",0,"B",1
"2745",2745,"2",0,"Jan","MV nodanger",1,"18-29",1,"A",1
"2746",2746,"6",2,"Feb","MV nodanger",0,"30-39",0,"B",1
"2747",2747,"3",13,"Feb","mech/reg",0,"40+",0,"B",0
"2748",2748,"7",22,"Jan","MV danger",0,"18-29",1,"W",1
"2749",2749,"3",2,"Feb","MV nodanger",0,"30-39",1,"B",0
"2750",2750,"2",3,"Feb","MV nodanger",0,"18-29",1,"B",1
"2751",2751,"2",22,"Feb","MV nodanger",0,"40+",0,"B",1
"2752",2752,"3",20,"Feb","MV danger",1,"30-39",1,"B",0
"2753",2753,"4",19,"Jan","MV nodanger",0,"18-29",1,"B",1
"2754",2754,"6",16,"Feb","MV danger",1,"30-39",1,"B",1
"2755",2755,"6",14,"Jan","MV danger",1,"18-29",1,"B",1
"2756",2756,"1",20,"Jan","MV danger",1,"40+",1,"B",1
"2757",2757,"7",18,"Feb","MV nodanger",0,"under 18",1,"W",1
"2758",2758,"3",15,"Feb","MV danger",0,"40+",1,"H",1
"2759",2759,"5",19,"Jan","MV nodanger",1,"30-39",1,"A",0
"2760",2760,"4",7,"Feb","mech/reg",1,"40+",1,"A",0
"2761",2761,"6",17,"Feb","MV danger",0,"30-39",1,"W",1
"2762",2762,"7",9,"Jan","MV nodanger",0,"30-39",0,"H",1
"2763",2763,"3",21,"Feb","MV nodanger",0,"under 18",1,"H",0
"2764",2764,"1",16,"Feb","mech/reg",1,"30-39",0,"B",0
"2765",2765,"6",15,"Feb","MV nodanger",1,"18-29",0,"B",1
"2766",2766,"5",16,"Feb","mech/reg",1,"18-29",1,"B",1
"2767",2767,"5",17,"Feb","MV nodanger",0,"18-29",1,"A",0
"2768",2768,"2",16,"Jan","MV nodanger",0,"18-29",1,"B",1
"2769",2769,"7",6,"Jan","MV nodanger",1,"40+",0,"H",1
"2770",2770,"3",0,"Feb","MV danger",1,"40+",1,"B",0
"2771",2771,"6",3,"Jan","mech/reg",0,"30-39",1,"B",1
"2772",2772,"1",2,"Jan","MV nodanger",1,"30-39",1,"B",1
"2773",2773,"2",4,"Jan","MV nodanger",0,"under 18",1,"H",0
"2774",2774,"5",0,"Jan","mech/reg",0,"40+",1,"B",1
