"Package","Item","Title","csv","doc"
"ggplot2","diamonds","Prices of 50,000 round cut diamonds",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/ggplot2/diamonds.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/ggplot2/diamonds.html">DOC</a>
"ggplot2","economics","US economic time series.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/ggplot2/economics.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/ggplot2/economics.html">DOC</a>
"ggplot2","midwest","Midwest demographics.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/ggplot2/midwest.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/ggplot2/midwest.html">DOC</a>
"ggplot2","movies","Movie information and user ratings from IMDB.com.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/ggplot2/movies.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/ggplot2/movies.html">DOC</a>
"ggplot2","mpg","Fuel economy data from 1999 and 2008 for 38 popular models of car",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/ggplot2/mpg.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/ggplot2/mpg.html">DOC</a>
"ggplot2","msleep","An updated and expanded version of the mammals sleep dataset.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/ggplot2/msleep.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/ggplot2/msleep.html">DOC</a>
"ggplot2","presidential","Terms of 10 presidents from Eisenhower to Bush W.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/ggplot2/presidential.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/ggplot2/presidential.html">DOC</a>
"ggplot2","seals","Vector field of seal movements.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/ggplot2/seals.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/ggplot2/seals.html">DOC</a>
"HistData","Arbuthnot","Arbuthnot's data on male and female birth ratios in London from 1629-1710.",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Arbuthnot.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Arbuthnot.html">DOC</a>
"HistData","Bowley","Bowley's data on values of British and Irish trade, 1855-1899",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Bowley.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Bowley.html">DOC</a>
"HistData","Cavendish","Cavendish's Determinations of the Density of the Earth",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Cavendish.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Cavendish.html">DOC</a>
"HistData","ChestSizes","Chest measurements of 5738 Scottish Militiamen",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/ChestSizes.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/ChestSizes.html">DOC</a>
"HistData","CushnyPeebles","Cushny-Peebles Data: Soporific Effects of Scopolamine Derivatives",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/CushnyPeebles.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/CushnyPeebles.html">DOC</a>
"HistData","CushnyPeeblesN","Cushny-Peebles Data: Soporific Effects of Scopolamine Derivatives",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/CushnyPeeblesN.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/CushnyPeeblesN.html">DOC</a>
"HistData","Dactyl","Edgeworth's counts of dactyls in Virgil's Aeneid",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Dactyl.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Dactyl.html">DOC</a>
"HistData","DrinksWages","Elderton and Pearson's (1910) data on drinking and wages",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/DrinksWages.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/DrinksWages.html">DOC</a>
"HistData","Fingerprints","Waite's data on Patterns in Fingerprints",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Fingerprints.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Fingerprints.html">DOC</a>
"HistData","Galton","Galton's data on the heights of parents and their children",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Galton.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Galton.html">DOC</a>
"HistData","GaltonFamilies","Galton's data on the heights of parents and their children, by child",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/GaltonFamilies.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/GaltonFamilies.html">DOC</a>
"HistData","Guerry","Data from A.-M. Guerry, ""Essay on the Moral Statistics of France""",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Guerry.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Guerry.html">DOC</a>
"HistData","Jevons","W. Stanley Jevons' data on numerical discrimination",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Jevons.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Jevons.html">DOC</a>
"HistData","Langren.all","van Langren's Data on Longitude Distance between Toledo and Rome",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Langren.all.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Langren.all.html">DOC</a>
"HistData","Langren1644","van Langren's Data on Longitude Distance between Toledo and Rome",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Langren1644.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Langren1644.html">DOC</a>
"HistData","Macdonell","Macdonell's Data on Height and Finger Length of Criminals, used by Gosset (1908)",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Macdonell.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Macdonell.html">DOC</a>
"HistData","MacdonellDF","Macdonell's Data on Height and Finger Length of Criminals, used by Gosset (1908)",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/MacdonellDF.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/MacdonellDF.html">DOC</a>
"HistData","Michelson","Michelson's Determinations of the Velocity of Light",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Michelson.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Michelson.html">DOC</a>
"HistData","MichelsonSets","Michelson's Determinations of the Velocity of Light",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/MichelsonSets.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/MichelsonSets.html">DOC</a>
"HistData","Minard.cities","Data from Minard's famous graphic map of Napoleon's march on Moscow",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Minard.cities.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Minard.cities.html">DOC</a>
"HistData","Minard.temp","Data from Minard's famous graphic map of Napoleon's march on Moscow",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Minard.temp.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Minard.temp.html">DOC</a>
"HistData","Minard.troops","Data from Minard's famous graphic map of Napoleon's march on Moscow",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Minard.troops.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Minard.troops.html">DOC</a>
"HistData","Nightingale","Florence Nightingale's data on deaths from various causes in the Crimean War",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Nightingale.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Nightingale.html">DOC</a>
"HistData","OldMaps","Latitudes and Longitudes of 39 Points in 11 Old Maps",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/OldMaps.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/OldMaps.html">DOC</a>
"HistData","PearsonLee","Pearson and Lee's data on the heights of parents and children classified by gender",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/PearsonLee.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/PearsonLee.html">DOC</a>
"HistData","PolioTrials","Polio Field Trials Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/PolioTrials.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/PolioTrials.html">DOC</a>
"HistData","Prostitutes","Parent-Duchatelet's time-series data on the number of prostitutes in Paris",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Prostitutes.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Prostitutes.html">DOC</a>
"HistData","Pyx","Trial of the Pyx",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Pyx.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Pyx.html">DOC</a>
"HistData","Quarrels","Statistics of Deadly Quarrels",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Quarrels.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Quarrels.html">DOC</a>
"HistData","Snow.deaths","John Snow's map and data on the 1854 London Cholera outbreak",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Snow.deaths.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Snow.deaths.html">DOC</a>
"HistData","Snow.polygons","John Snow's map and data on the 1854 London Cholera outbreak",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Snow.polygons.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Snow.polygons.html">DOC</a>
"HistData","Snow.pumps","John Snow's map and data on the 1854 London Cholera outbreak",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Snow.pumps.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Snow.pumps.html">DOC</a>
"HistData","Snow.streets","John Snow's map and data on the 1854 London Cholera outbreak",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Snow.streets.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Snow.streets.html">DOC</a>
"HistData","Wheat","Playfair's Data on Wages and the Price of Wheat",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Wheat.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Wheat.html">DOC</a>
"HistData","Wheat.monarchs","Playfair's Data on Wages and the Price of Wheat",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Wheat.monarchs.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Wheat.monarchs.html">DOC</a>
"HistData","Yeast","Student's (1906) Yeast Cell Counts",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/Yeast.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/Yeast.html">DOC</a>
"HistData","YeastD.mat","Student's (1906) Yeast Cell Counts",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/YeastD.mat.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/YeastD.mat.html">DOC</a>
"HistData","ZeaMays","Darwin's Heights of Cross- and Self-fertilized Zea May Pairs",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/HistData/ZeaMays.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/HistData/ZeaMays.html">DOC</a>
"lattice","barley","Yield data from a Minnesota barley trial",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/lattice/barley.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/lattice/barley.html">DOC</a>
"lattice","environmental","Atmospheric environmental conditions in New York City",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/lattice/environmental.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/lattice/environmental.html">DOC</a>
"lattice","ethanol","Engine exhaust fumes from burning ethanol",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/lattice/ethanol.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/lattice/ethanol.html">DOC</a>
"lattice","melanoma","Melanoma skin cancer incidence",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/lattice/melanoma.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/lattice/melanoma.html">DOC</a>
"lattice","singer","Heights of New York Choral Society singers",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/lattice/singer.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/lattice/singer.html">DOC</a>
"MASS","Aids2","Australian AIDS Survival Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Aids2.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Aids2.html">DOC</a>
"MASS","Animals","Brain and Body Weights for 28 Species",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Animals.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Animals.html">DOC</a>
"MASS","Boston","Housing Values in Suburbs of Boston",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Boston.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Boston.html">DOC</a>
"MASS","Cars93","Data from 93 Cars on Sale in the USA in 1993",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Cars93.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Cars93.html">DOC</a>
"MASS","Cushings","Diagnostic Tests on Patients with Cushing's Syndrome",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Cushings.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Cushings.html">DOC</a>
"MASS","DDT","DDT in Kale",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/DDT.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/DDT.html">DOC</a>
"MASS","GAGurine","Level of GAG in Urine of Children",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/GAGurine.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/GAGurine.html">DOC</a>
"MASS","Insurance","Numbers of Car Insurance claims",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Insurance.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Insurance.html">DOC</a>
"MASS","Melanoma","Survival from Malignant Melanoma",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Melanoma.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Melanoma.html">DOC</a>
"MASS","OME","Tests of Auditory Perception in Children with OME",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/OME.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/OME.html">DOC</a>
"MASS","Pima.te","Diabetes in Pima Indian Women",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Pima.te.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Pima.te.html">DOC</a>
"MASS","Pima.tr","Diabetes in Pima Indian Women",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Pima.tr.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Pima.tr.html">DOC</a>
"MASS","Pima.tr2","Diabetes in Pima Indian Women",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Pima.tr2.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Pima.tr2.html">DOC</a>
"MASS","Rabbit","Blood Pressure in Rabbits",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Rabbit.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Rabbit.html">DOC</a>
"MASS","Rubber","Accelerated Testing of Tyre Rubber",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Rubber.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Rubber.html">DOC</a>
"MASS","SP500","Returns of the Standard and Poors 500",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/SP500.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/SP500.html">DOC</a>
"MASS","Sitka","Growth Curves for Sitka Spruce Trees in 1988",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Sitka.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Sitka.html">DOC</a>
"MASS","Sitka89","Growth Curves for Sitka Spruce Trees in 1989",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Sitka89.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Sitka89.html">DOC</a>
"MASS","Skye","AFM Compositions of Aphyric Skye Lavas",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Skye.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Skye.html">DOC</a>
"MASS","Traffic","Effect of Swedish Speed Limits on Accidents",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/Traffic.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/Traffic.html">DOC</a>
"MASS","UScereal","Nutritional and Marketing Information on US Cereals",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/UScereal.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/UScereal.html">DOC</a>
"MASS","UScrime","The Effect of Punishment Regimes on Crime Rates",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/UScrime.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/UScrime.html">DOC</a>
"MASS","VA","Veteran's Administration Lung Cancer Trial",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/VA.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/VA.html">DOC</a>
"MASS","abbey","Determinations of Nickel Content",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/abbey.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/abbey.html">DOC</a>
"MASS","accdeaths","Accidental Deaths in the US 1973-1978",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/accdeaths.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/accdeaths.html">DOC</a>
"MASS","anorexia","Anorexia Data on Weight Change",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/anorexia.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/anorexia.html">DOC</a>
"MASS","bacteria","Presence of Bacteria after Drug Treatments",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/bacteria.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/bacteria.html">DOC</a>
"MASS","beav1","Body Temperature Series of Beaver 1",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/beav1.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/beav1.html">DOC</a>
"MASS","beav2","Body Temperature Series of Beaver 2",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/beav2.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/beav2.html">DOC</a>
"MASS","biopsy","Biopsy Data on Breast Cancer Patients",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/biopsy.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/biopsy.html">DOC</a>
"MASS","birthwt","Risk Factors Associated with Low Infant Birth Weight",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/birthwt.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/birthwt.html">DOC</a>
"MASS","cabbages","Data from a cabbage field trial",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/cabbages.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/cabbages.html">DOC</a>
"MASS","caith","Colours of Eyes and Hair of People in Caithness",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/caith.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/caith.html">DOC</a>
"MASS","cats","Anatomical Data from Domestic Cats",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/cats.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/cats.html">DOC</a>
"MASS","cement","Heat Evolved by Setting Cements",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/cement.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/cement.html">DOC</a>
"MASS","chem","Copper in Wholemeal Flour",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/chem.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/chem.html">DOC</a>
"MASS","coop","Co-operative Trial in Analytical Chemistry",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/coop.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/coop.html">DOC</a>
"MASS","cpus","Performance of Computer CPUs",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/cpus.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/cpus.html">DOC</a>
"MASS","crabs","Morphological Measurements on Leptograpsus Crabs",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/crabs.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/crabs.html">DOC</a>
"MASS","deaths","Monthly Deaths from Lung Diseases in the UK",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/deaths.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/deaths.html">DOC</a>
"MASS","drivers","Deaths of Car Drivers in Great Britain 1969-84",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/drivers.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/drivers.html">DOC</a>
"MASS","eagles","Foraging Ecology of Bald Eagles",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/eagles.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/eagles.html">DOC</a>
"MASS","epil","Seizure Counts for Epileptics",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/epil.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/epil.html">DOC</a>
"MASS","farms","Ecological Factors in Farm Management",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/farms.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/farms.html">DOC</a>
"MASS","fgl","Measurements of Forensic Glass Fragments",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/fgl.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/fgl.html">DOC</a>
"MASS","forbes","Forbes' Data on Boiling Points in the Alps",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/forbes.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/forbes.html">DOC</a>
"MASS","galaxies","Velocities for 82 Galaxies",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/galaxies.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/galaxies.html">DOC</a>
"MASS","gehan","Remission Times of Leukaemia Patients",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/gehan.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/gehan.html">DOC</a>
"MASS","genotype","Rat Genotype Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/genotype.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/genotype.html">DOC</a>
"MASS","geyser","Old Faithful Geyser Data",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/geyser.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/geyser.html">DOC</a>
"MASS","gilgais","Line Transect of Soil in Gilgai Territory",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/gilgais.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/gilgais.html">DOC</a>
"MASS","hills","Record Times in Scottish Hill Races",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/hills.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/hills.html">DOC</a>
"MASS","housing","Frequency Table from a Copenhagen Housing Conditions Survey",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/housing.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/housing.html">DOC</a>
"MASS","immer","Yields from a Barley Field Trial",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/immer.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/immer.html">DOC</a>
"MASS","leuk","Survival Times and White Blood Counts for Leukaemia Patients",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/leuk.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/leuk.html">DOC</a>
"MASS","mammals","Brain and Body Weights for 62 Species of Land Mammals",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/mammals.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/mammals.html">DOC</a>
"MASS","mcycle","Data from a Simulated Motorcycle Accident",<a href="http://smasongarrison.github.io/smasongarrison.github.io/csv/MASS/mcycle.csv">CSV</a>,<a href="http://smasongarrison.github.io/smasongarrison.github.io/doc/MASS/mcycle.html">DOC</a>
