"","year","pop","rgdppc","savrat","country","com","opec","name"
"931",1980,5538,1134,4.8,37,0,0,"SENEGAL"
"932",1981,5695,1139,3,37,0,0,"SENEGAL"
"933",1982,5855,1203,3.6,37,0,0,"SENEGAL"
"934",1983,6019,1188,3.8,37,0,0,"SENEGAL"
"935",1984,6192,1127,3.6,37,0,0,"SENEGAL"
"936",1985,6375,1163,3,37,0,0,"SENEGAL"
"937",1960,42,1258,4.8,38,0,0,"SEYCHELLES"
"938",1961,43,1184,6.2,38,0,0,"SEYCHELLES"
"939",1962,44,1258,6.8,38,0,0,"SEYCHELLES"
"940",1963,45,1365,6.9,38,0,0,"SEYCHELLES"
"941",1964,46,1403,7.3,38,0,0,"SEYCHELLES"
"942",1965,47,1338,8.3,38,0,0,"SEYCHELLES"
"943",1966,48,1346,8,38,0,0,"SEYCHELLES"
"944",1967,49,1423,7.2,38,0,0,"SEYCHELLES"
"945",1968,50,1499,7.2,38,0,0,"SEYCHELLES"
"946",1969,52,1486,12.1,38,0,0,"SEYCHELLES"
"947",1970,53,1664,19.5,38,0,0,"SEYCHELLES"
"948",1971,55,1760,18.2,38,0,0,"SEYCHELLES"
"949",1972,56,1700,32.1,38,0,0,"SEYCHELLES"
"950",1973,57,1821,25.5,38,0,0,"SEYCHELLES"
"951",1974,58,1750,23,38,0,0,"SEYCHELLES"
"952",1975,59,1855,20.4,38,0,0,"SEYCHELLES"
"953",1976,60,2035,22.7,38,0,0,"SEYCHELLES"
"954",1977,61,2311,24,38,0,0,"SEYCHELLES"
"955",1978,62,2391,23.7,38,0,0,"SEYCHELLES"
"956",1979,62,2775,22.4,38,0,0,"SEYCHELLES"
"957",1980,63,2906,22.3,38,0,0,"SEYCHELLES"
"958",1981,64,2726,19.8,38,0,0,"SEYCHELLES"
"959",1982,64,2939,23,38,0,0,"SEYCHELLES"
"960",1983,64,2817,13.4,38,0,0,"SEYCHELLES"
"961",1984,65,2811,15.2,38,0,0,"SEYCHELLES"
"962",1985,65,3183,15.4,38,0,0,"SEYCHELLES"
"963",1960,2544,1103,6.5,40,0,0,"SOMALIA"
"964",1961,2633,1153,6.1,40,0,0,"SOMALIA"
"965",1962,2726,1213,6,40,0,0,"SOMALIA"
"966",1963,2822,1203,6.1,40,0,0,"SOMALIA"
"967",1964,2921,1071,6.8,40,0,0,"SOMALIA"
"968",1965,3024,959,8.1,40,0,0,"SOMALIA"
"969",1966,3131,1004,8.1,40,0,0,"SOMALIA"
"970",1967,3241,1020,8.5,40,0,0,"SOMALIA"
"971",1968,3354,1017,8.6,40,0,0,"SOMALIA"
"972",1969,3472,833,10.3,40,0,0,"SOMALIA"
"973",1970,3595,921,4.2,40,0,0,"SOMALIA"
"974",1971,4432,782,4,40,0,0,"SOMALIA"
"975",1972,4559,801,5.1,40,0,0,"SOMALIA"
"976",1973,4690,779,5,40,0,0,"SOMALIA"
"977",1974,4827,602,6.4,40,0,0,"SOMALIA"
"978",1975,4967,798,5.1,40,0,0,"SOMALIA"
"979",1976,5111,751,6.9,40,0,0,"SOMALIA"
"980",1977,5261,963,8.5,40,0,0,"SOMALIA"
"981",1978,5417,921,10.7,40,0,0,"SOMALIA"
"982",1979,5578,949,8.2,40,0,0,"SOMALIA"
"983",1980,5746,744,17.9,40,0,0,"SOMALIA"
"984",1981,5920,868,10.9,40,0,0,"SOMALIA"
"985",1982,6101,866,12.1,40,0,0,"SOMALIA"
"986",1983,6289,804,10.4,40,0,0,"SOMALIA"
"987",1984,6484,778,11.8,40,0,0,"SOMALIA"
"988",1985,6686,653,18.1,40,0,0,"SOMALIA"
"989",1960,18039,2191,16.8,41,0,0,"SOUTH AFRICA"
"990",1961,18439,2214,15.9,41,0,0,"SOUTH AFRICA"
"991",1962,18848,2291,14.3,41,0,0,"SOUTH AFRICA"
"992",1963,19265,2420,17.6,41,0,0,"SOUTH AFRICA"
"993",1964,19692,2545,18.8,41,0,0,"SOUTH AFRICA"
"994",1965,20128,2617,21.4,41,0,0,"SOUTH AFRICA"
"995",1966,20575,2684,18.5,41,0,0,"SOUTH AFRICA"
"996",1967,21031,2787,22.1,41,0,0,"SOUTH AFRICA"
"997",1968,21495,2861,19,41,0,0,"SOUTH AFRICA"
"998",1969,21972,3004,21,41,0,0,"SOUTH AFRICA"
"999",1970,22458,3254,20.8,41,0,0,"SOUTH AFRICA"
"1000",1971,23076,3348,21.9,41,0,0,"SOUTH AFRICA"
"1001",1972,23736,3271,18.7,41,0,0,"SOUTH AFRICA"
"1002",1973,24426,3408,19.6,41,0,0,"SOUTH AFRICA"
"1003",1974,25132,3625,21.2,41,0,0,"SOUTH AFRICA"
"1004",1975,25842,3569,21.9,41,0,0,"SOUTH AFRICA"
"1005",1976,26550,3527,18.8,41,0,0,"SOUTH AFRICA"
"1006",1977,27272,3326,18.5,41,0,0,"SOUTH AFRICA"
"1007",1978,28009,3340,17.3,41,0,0,"SOUTH AFRICA"
"1008",1979,28761,3347,18.7,41,0,0,"SOUTH AFRICA"
"1009",1980,29529,3496,23,41,0,0,"SOUTH AFRICA"
"1010",1981,30313,3676,23.7,41,0,0,"SOUTH AFRICA"
"1011",1982,31113,3588,18,41,0,0,"SOUTH AFRICA"
"1012",1983,31928,3363,19.3,41,0,0,"SOUTH AFRICA"
"1013",1984,32757,3501,18.6,41,0,0,"SOUTH AFRICA"
"1014",1985,33597,3322,15.2,41,0,0,"SOUTH AFRICA"
"1015",1960,306,1248,8.5,43,0,0,"SWAZILAND"
"1016",1961,316,1539,9.7,43,0,0,"SWAZILAND"
"1017",1962,325,1632,13,43,0,0,"SWAZILAND"
"1018",1963,336,1632,15.7,43,0,0,"SWAZILAND"
"1019",1964,347,1747,18.1,43,0,0,"SWAZILAND"
"1020",1965,358,1705,14.2,43,0,0,"SWAZILAND"
"1021",1966,370,1824,12.7,43,0,0,"SWAZILAND"
"1022",1967,381,1731,10.1,43,0,0,"SWAZILAND"
"1023",1968,394,1873,9.6,43,0,0,"SWAZILAND"
"1024",1969,407,2207,8.3,43,0,0,"SWAZILAND"
"1025",1970,420,2531,8.3,43,0,0,"SWAZILAND"
"1026",1971,430,2459,9.6,43,0,0,"SWAZILAND"
"1027",1972,442,2637,10.4,43,0,0,"SWAZILAND"
"1028",1973,454,2585,12,43,0,0,"SWAZILAND"
"1029",1974,468,2240,16.3,43,0,0,"SWAZILAND"
"1030",1975,482,2571,9.2,43,0,0,"SWAZILAND"
"1031",1976,498,2408,15.3,43,0,0,"SWAZILAND"
"1032",1977,514,2600,12.6,43,0,0,"SWAZILAND"
"1033",1978,531,2842,19.4,43,0,0,"SWAZILAND"
"1034",1979,548,3200,14,43,0,0,"SWAZILAND"
"1035",1980,565,3057,10.3,43,0,0,"SWAZILAND"
"1036",1981,582,3472,9.6,43,0,0,"SWAZILAND"
"1037",1982,600,2845,11.9,43,0,0,"SWAZILAND"
"1038",1983,617,2368,14.3,43,0,0,"SWAZILAND"
"1039",1984,637,2553,13.9,43,0,0,"SWAZILAND"
"1040",1985,659,2198,14.7,43,0,0,"SWAZILAND"
"1041",1960,10027,319,6.8,44,0,0,"TANZANIA"
"1042",1961,10329,303,8,44,0,0,"TANZANIA"
"1043",1962,10643,326,6.8,44,0,0,"TANZANIA"
"1044",1963,10966,329,6.3,44,0,0,"TANZANIA"
"1045",1964,11297,371,8.3,44,0,0,"TANZANIA"
"1046",1965,11640,371,9.4,44,0,0,"TANZANIA"
"1047",1966,11993,384,9.9,44,0,0,"TANZANIA"
"1048",1967,12355,397,10.9,44,0,0,"TANZANIA"
"1049",1968,12729,419,11,44,0,0,"TANZANIA"
"1050",1969,13116,419,9.7,44,0,0,"TANZANIA"
"1051",1970,13513,424,13.6,44,0,0,"TANZANIA"
"1052",1971,13877,438,15.3,44,0,0,"TANZANIA"
"1053",1972,14223,432,12.1,44,0,0,"TANZANIA"
"1054",1973,14572,469,11.4,44,0,0,"TANZANIA"
"1055",1974,14951,508,11.6,44,0,0,"TANZANIA"
"1056",1975,15379,509,10.3,44,0,0,"TANZANIA"
"1057",1976,15877,495,11.5,44,0,0,"TANZANIA"
"1058",1977,16402,482,13.4,44,0,0,"TANZANIA"
"1059",1978,17000,543,11.2,44,0,0,"TANZANIA"
"1060",1979,17516,535,11.3,44,0,0,"TANZANIA"
"1061",1980,18098,480,11.4,44,0,0,"TANZANIA"
"1062",1981,18692,461,11.9,44,0,0,"TANZANIA"
"1063",1982,19298,466,11.8,44,0,0,"TANZANIA"
"1064",1983,19912,422,8.9,44,0,0,"TANZANIA"
"1065",1984,20533,463,10.8,44,0,0,"TANZANIA"
"1066",1985,21161,473,12.3,44,0,0,"TANZANIA"
"1067",1960,1514,367,8.5,45,0,0,"TOGO"
"1068",1961,1558,366,6.2,45,0,0,"TOGO"
"1069",1962,1604,371,7.5,45,0,0,"TOGO"
"1070",1963,1651,357,10.9,45,0,0,"TOGO"
"1071",1964,1699,418,17.9,45,0,0,"TOGO"
"1072",1965,1749,489,19.4,45,0,0,"TOGO"
"1073",1966,1800,493,14.4,45,0,0,"TOGO"
"1074",1967,1853,530,11,45,0,0,"TOGO"
"1075",1968,1907,530,10.5,45,0,0,"TOGO"
"1076",1969,1963,561,11.7,45,0,0,"TOGO"
"1077",1970,2020,618,13.8,45,0,0,"TOGO"
"1078",1971,2070,563,16.3,45,0,0,"TOGO"
"1079",1972,2121,596,16.5,45,0,0,"TOGO"
"1080",1973,2173,601,16.8,45,0,0,"TOGO"
"1081",1974,2227,621,16.2,45,0,0,"TOGO"
"1082",1975,2282,618,23.3,45,0,0,"TOGO"
"1083",1976,2341,650,17.7,45,0,0,"TOGO"
"1084",1977,2404,677,29.3,45,0,0,"TOGO"
"1085",1978,2471,704,32.3,45,0,0,"TOGO"
"1086",1979,2541,679,30.8,45,0,0,"TOGO"
"1087",1980,2615,731,18.2,45,0,0,"TOGO"
"1088",1981,2692,683,18.3,45,0,0,"TOGO"
"1089",1982,2773,654,15.4,45,0,0,"TOGO"
"1090",1983,2858,589,13.2,45,0,0,"TOGO"
"1091",1984,2946,618,12.5,45,0,0,"TOGO"
"1092",1985,3038,637,14.2,45,0,0,"TOGO"
"1093",1960,4221,1101,8,46,0,0,"TUNISIA"
"1094",1961,4298,1136,10.3,46,0,0,"TUNISIA"
"1095",1962,4376,1110,13.7,46,0,0,"TUNISIA"
"1096",1963,4456,1188,14.2,46,0,0,"TUNISIA"
"1097",1964,4541,1201,15.3,46,0,0,"TUNISIA"
"1098",1965,4630,1236,14.7,46,0,0,"TUNISIA"
"1099",1966,4716,1245,14.1,46,0,0,"TUNISIA"
"1100",1967,4819,1224,23.6,46,0,0,"TUNISIA"
"1101",1968,4920,1261,22.1,46,0,0,"TUNISIA"
"1102",1969,5028,1323,20.3,46,0,0,"TUNISIA"
"1103",1970,5127,1442,17.5,46,0,0,"TUNISIA"
"1104",1971,5208,1533,17,46,0,0,"TUNISIA"
"1105",1972,5294,1736,18.8,46,0,0,"TUNISIA"
"1106",1973,5389,1805,14.8,46,0,0,"TUNISIA"
"1107",1974,5494,1880,17.1,46,0,0,"TUNISIA"
"1108",1975,5611,2050,15.2,46,0,0,"TUNISIA"
"1109",1976,5742,2137,15.7,46,0,0,"TUNISIA"
"1110",1977,5889,2225,15,46,0,0,"TUNISIA"
"1111",1978,6048,2295,15.7,46,0,0,"TUNISIA"
"1112",1979,6215,2368,15.8,46,0,0,"TUNISIA"
"1113",1980,6384,2527,14.5,46,0,0,"TUNISIA"
"1114",1981,6557,2621,15.7,46,0,0,"TUNISIA"
"1115",1982,6732,2597,15.3,46,0,0,"TUNISIA"
"1116",1983,6909,2646,14.3,46,0,0,"TUNISIA"
"1117",1984,7086,2727,14.7,46,0,0,"TUNISIA"
"1118",1985,7261,2758,12.4,46,0,0,"TUNISIA"
"1119",1960,6563,598,2.1,47,0,0,"UGANDA"
"1120",1961,6839,573,2.5,47,0,0,"UGANDA"
"1121",1962,7127,585,2.5,47,0,0,"UGANDA"
"1122",1963,7427,601,2.9,47,0,0,"UGANDA"
"1123",1964,7739,606,3.8,47,0,0,"UGANDA"
"1124",1965,8065,614,3.4,47,0,0,"UGANDA"
"1125",1966,8404,644,3.1,47,0,0,"UGANDA"
"1126",1967,8758,635,3.5,47,0,0,"UGANDA"
"1127",1968,9127,627,3.6,47,0,0,"UGANDA"
"1128",1969,9511,653,4,47,0,0,"UGANDA"
"1129",1970,9812,647,3.2,47,0,0,"UGANDA"
"1130",1971,10120,670,3.3,47,0,0,"UGANDA"
"1131",1972,10400,660,2.1,47,0,0,"UGANDA"
"1132",1973,10666,634,2.1,47,0,0,"UGANDA"
"1133",1974,10938,627,2.4,47,0,0,"UGANDA"
"1134",1975,11228,618,1.8,47,0,0,"UGANDA"
"1135",1976,11534,605,1.7,47,0,0,"UGANDA"
"1136",1977,11862,602,2.1,47,0,0,"UGANDA"
"1137",1978,12197,574,3.1,47,0,0,"UGANDA"
"1138",1979,12516,572,1.9,47,0,0,"UGANDA"
"1139",1980,12807,534,2.1,47,0,0,"UGANDA"
"1140",1981,13079,892,1.9,47,0,0,"UGANDA"
"1141",1982,13340,978,2.9,47,0,0,"UGANDA"
"1142",1983,13596,1095,2.9,47,0,0,"UGANDA"
"1143",1984,13857,576,0.8,47,0,0,"UGANDA"
"1144",1985,14134,540,1,47,0,0,"UGANDA"
"1145",1960,15986,489,1.8,48,0,0,"ZAIRE"
"1146",1961,16292,463,1.6,48,0,0,"ZAIRE"
"1147",1962,16604,586,0.8,48,0,0,"ZAIRE"
"1148",1963,16923,560,2.4,48,0,0,"ZAIRE"
"1149",1964,17247,534,2.7,48,0,0,"ZAIRE"
"1150",1965,17578,548,2.6,48,0,0,"ZAIRE"
"1151",1966,17944,615,2.1,48,0,0,"ZAIRE"
"1152",1967,18316,599,2.2,48,0,0,"ZAIRE"
"1153",1968,18696,596,2.3,48,0,0,"ZAIRE"
"1154",1969,19086,624,3,48,0,0,"ZAIRE"
"1155",1970,19769,686,3.3,48,0,0,"ZAIRE"
"1156",1971,20823,675,4.2,48,0,0,"ZAIRE"
"1157",1972,21393,646,4.2,48,0,0,"ZAIRE"
"1158",1973,21985,689,4.2,48,0,0,"ZAIRE"
"1159",1974,22603,693,4.4,48,0,0,"ZAIRE"
"1160",1975,23251,637,4.3,48,0,0,"ZAIRE"
"1161",1976,23937,585,3.5,48,0,0,"ZAIRE"
"1162",1977,24655,557,6.9,48,0,0,"ZAIRE"
"1163",1978,25406,518,3.4,48,0,0,"ZAIRE"
"1164",1979,26190,490,5.8,48,0,0,"ZAIRE"
"1165",1980,27009,476,7.7,48,0,0,"ZAIRE"
"1166",1981,27836,493,6.1,48,0,0,"ZAIRE"
"1167",1982,28723,482,4.6,48,0,0,"ZAIRE"
"1168",1983,29662,461,5.5,48,0,0,"ZAIRE"
"1169",1984,30645,458,5.8,48,0,0,"ZAIRE"
"1170",1985,31667,442,6.4,48,0,0,"ZAIRE"
"1171",1960,3141,965,36,49,0,0,"ZAMBIA"
"1172",1961,3229,963,34.5,49,0,0,"ZAMBIA"
"1173",1962,3321,939,31.3,49,0,0,"ZAMBIA"
"1174",1963,3414,881,26.5,49,0,0,"ZAMBIA"
"1175",1964,3511,910,21.5,49,0,0,"ZAMBIA"
"1176",1965,3610,1110,26,49,0,0,"ZAMBIA"
"1177",1966,3711,1033,33.3,49,0,0,"ZAMBIA"
"1178",1967,3816,1098,34.7,49,0,0,"ZAMBIA"
"1179",1968,3924,1123,33.8,49,0,0,"ZAMBIA"
"1180",1969,4034,1042,27.4,49,0,0,"ZAMBIA"
"1181",1970,4159,1117,34,49,0,0,"ZAMBIA"
"1182",1971,4312,1140,35.7,49,0,0,"ZAMBIA"
"1183",1972,4438,1185,34.5,49,0,0,"ZAMBIA"
"1184",1973,4568,1163,32.3,49,0,0,"ZAMBIA"
"1185",1974,4702,1208,38,49,0,0,"ZAMBIA"
"1186",1975,4841,1251,30.8,49,0,0,"ZAMBIA"
"1187",1976,4982,1174,17.1,49,0,0,"ZAMBIA"
"1188",1977,5131,1047,16.7,49,0,0,"ZAMBIA"
"1189",1978,5291,1007,16.3,49,0,0,"ZAMBIA"
"1190",1979,5463,950,9.4,49,0,0,"ZAMBIA"
"1191",1980,5647,971,14.7,49,0,0,"ZAMBIA"
"1192",1981,5844,1024,12,49,0,0,"ZAMBIA"
"1193",1982,6056,940,9.6,49,0,0,"ZAMBIA"
"1194",1983,6279,840,8.2,49,0,0,"ZAMBIA"
"1195",1984,6512,827,8.2,49,0,0,"ZAMBIA"
"1196",1985,6753,808,8.8,49,0,0,"ZAMBIA"
"1197",1960,3606,989,30.4,50,0,0,"ZIMBABWE"
"1198",1961,3748,1005,29,50,0,0,"ZIMBABWE"
"1199",1962,3895,942,21.5,50,0,0,"ZIMBABWE"
"1200",1963,4049,889,16.5,50,0,0,"ZIMBABWE"
"1201",1964,4208,918,19.9,50,0,0,"ZIMBABWE"
"1202",1965,4372,946,20.1,50,0,0,"ZIMBABWE"
"1203",1966,4545,962,19.8,50,0,0,"ZIMBABWE"
"1204",1967,4724,1002,22.1,50,0,0,"ZIMBABWE"
"1205",1968,4909,972,24.4,50,0,0,"ZIMBABWE"
"1206",1969,5102,1014,16.1,50,0,0,"ZIMBABWE"
"1207",1970,5249,1082,17.7,50,0,0,"ZIMBABWE"
"1208",1971,5416,1168,18.8,50,0,0,"ZIMBABWE"
"1209",1972,5579,1179,19.7,50,0,0,"ZIMBABWE"
"1210",1973,5739,1203,20.5,50,0,0,"ZIMBABWE"
"1211",1974,5900,1364,24.1,50,0,0,"ZIMBABWE"
"1212",1975,6065,1349,21.3,50,0,0,"ZIMBABWE"
"1213",1976,6222,1200,16.8,50,0,0,"ZIMBABWE"
"1214",1977,6392,1143,14,50,0,0,"ZIMBABWE"
"1215",1978,6578,1168,8.3,50,0,0,"ZIMBABWE"
"1216",1979,6783,1190,8.7,50,0,0,"ZIMBABWE"
"1217",1980,7009,1206,13.6,50,0,0,"ZIMBABWE"
"1218",1981,7257,1281,18.2,50,0,0,"ZIMBABWE"
"1219",1982,7531,1332,14.5,50,0,0,"ZIMBABWE"
"1220",1983,7822,1364,10,50,0,0,"ZIMBABWE"
"1221",1984,8116,1207,12,50,0,0,"ZIMBABWE"
"1222",1985,8406,1216,13.2,50,0,0,"ZIMBABWE"
"1223",1960,231,2666,13.7,52,0,0,"BARBADOS"
"1224",1961,232,2797,11.6,52,0,0,"BARBADOS"
"1225",1962,233,3022,10.7,52,0,0,"BARBADOS"
"1226",1963,233,2900,11.8,52,0,0,"BARBADOS"
"1227",1964,234,3007,11.1,52,0,0,"BARBADOS"
"1228",1965,235,3274,11,52,0,0,"BARBADOS"
"1229",1966,236,3367,10.8,52,0,0,"BARBADOS"
"1230",1967,236,3727,11.1,52,0,0,"BARBADOS"
"1231",1968,237,3895,13.6,52,0,0,"BARBADOS"
"1232",1969,237,4278,12.5,52,0,0,"BARBADOS"
"1233",1970,239,4638,13.7,52,0,0,"BARBADOS"
"1234",1971,240,4763,12.3,52,0,0,"BARBADOS"
"1235",1972,242,5080,11.5,52,0,0,"BARBADOS"
"1236",1973,243,5176,11.8,52,0,0,"BARBADOS"
"1237",1974,245,5083,12.9,52,0,0,"BARBADOS"
"1238",1975,246,5330,11.6,52,0,0,"BARBADOS"
"1239",1976,246,5285,16.6,52,0,0,"BARBADOS"
"1240",1977,247,5694,10.7,52,0,0,"BARBADOS"
"1241",1978,248,5827,13.2,52,0,0,"BARBADOS"
"1242",1979,247,6373,12.1,52,0,0,"BARBADOS"
"1243",1980,249,6379,14.3,52,0,0,"BARBADOS"
"1244",1981,250,6315,15.6,52,0,0,"BARBADOS"
"1245",1982,251,6094,13.2,52,0,0,"BARBADOS"
"1246",1983,252,5952,14.7,52,0,0,"BARBADOS"
"1247",1984,253,6157,12,52,0,0,"BARBADOS"
"1248",1985,253,6131,11.6,52,0,0,"BARBADOS"
"1249",1960,17910,7258,22.7,54,0,0,"CANADA"
"1250",1961,18270,7261,21.5,54,0,0,"CANADA"
"1251",1962,18614,7605,22.1,54,0,0,"CANADA"
"1252",1963,18963,7876,21.9,54,0,0,"CANADA"
"1253",1964,19326,8244,22.9,54,0,0,"CANADA"
"1254",1965,19678,8664,24.8,54,0,0,"CANADA"
"1255",1966,20049,9093,25.4,54,0,0,"CANADA"
"1256",1967,20411,9231,23.1,54,0,0,"CANADA"
"1257",1968,20744,9582,22.6,54,0,0,"CANADA"
"1258",1969,21028,9975,23.4,54,0,0,"CANADA"
"1259",1970,21324,10124,21.7,54,0,0,"CANADA"
"1260",1971,21592,10599,22.1,54,0,0,"CANADA"
"1261",1972,21822,11125,22.2,54,0,0,"CANADA"
"1262",1973,22072,11854,23,54,0,0,"CANADA"
"1263",1974,22364,12225,24.4,54,0,0,"CANADA"
"1264",1975,22697,12287,23.6,54,0,0,"CANADA"
"1265",1976,22993,12929,23.7,54,0,0,"CANADA"
"1266",1977,23273,13184,23.1,54,0,0,"CANADA"
"1267",1978,23517,13631,22.4,54,0,0,"CANADA"
"1268",1979,23747,14114,24.5,54,0,0,"CANADA"
"1269",1980,24043,14133,24.8,54,0,0,"CANADA"
"1270",1981,24342,14555,26.8,54,0,0,"CANADA"
"1271",1982,24583,13740,22.5,54,0,0,"CANADA"
"1272",1983,24787,14105,23.1,54,0,0,"CANADA"
"1273",1984,24978,14954,23.6,54,0,0,"CANADA"
"1274",1985,25165,15589,24.2,54,0,0,"CANADA"
"1275",1960,1254,2096,12.6,55,0,0,"COSTA RICA"
"1276",1961,1298,2115,12.8,55,0,0,"COSTA RICA"
"1277",1962,1343,2173,14.3,55,0,0,"COSTA RICA"
"1278",1963,1391,2270,15.7,55,0,0,"COSTA RICA"
"1279",1964,1439,2291,11.6,55,0,0,"COSTA RICA"
"1280",1965,1490,2459,17.6,55,0,0,"COSTA RICA"
"1281",1966,1541,2552,13.7,55,0,0,"COSTA RICA"
"1282",1967,1590,2598,14,55,0,0,"COSTA RICA"
"1283",1968,1634,2672,13,55,0,0,"COSTA RICA"
"1284",1969,1685,2732,14.2,55,0,0,"COSTA RICA"
"1285",1970,1727,2904,14.8,55,0,0,"COSTA RICA"
"1286",1971,1778,2974,17.4,55,0,0,"COSTA RICA"
"1287",1972,1823,3103,15.1,55,0,0,"COSTA RICA"
"1288",1973,1868,3232,16.8,55,0,0,"COSTA RICA"
"1289",1974,1916,3329,17.3,55,0,0,"COSTA RICA"
"1290",1975,1968,3309,15.4,55,0,0,"COSTA RICA"
"1291",1976,2024,3403,18.5,55,0,0,"COSTA RICA"
"1292",1977,2085,3649,20.5,55,0,0,"COSTA RICA"
"1293",1978,2149,3765,19.2,55,0,0,"COSTA RICA"
"1294",1979,2216,3821,20,55,0,0,"COSTA RICA"
"1295",1980,2284,3717,21.4,55,0,0,"COSTA RICA"
"1296",1981,2354,3419,14,55,0,0,"COSTA RICA"
"1297",1982,2425,3077,11.3,55,0,0,"COSTA RICA"
"1298",1983,2498,3081,14.6,55,0,0,"COSTA RICA"
"1299",1984,2570,3213,15.1,55,0,0,"COSTA RICA"
"1300",1985,2642,3184,15.9,55,0,0,"COSTA RICA"
"1301",1960,3325,1195,7.9,57,0,0,"DOMINICAN REP."
"1302",1961,3421,1143,6,57,0,0,"DOMINICAN REP."
"1303",1962,3520,1354,8.5,57,0,0,"DOMINICAN REP."
"1304",1963,3622,1439,11,57,0,0,"DOMINICAN REP."
"1305",1964,3727,1504,12.6,57,0,0,"DOMINICAN REP."
"1306",1965,3835,1271,6.8,57,0,0,"DOMINICAN REP."
"1307",1966,3945,1414,10.4,57,0,0,"DOMINICAN REP."
"1308",1967,4060,1396,10.8,57,0,0,"DOMINICAN REP."
"1309",1968,4178,1369,10.7,57,0,0,"DOMINICAN REP."
"1310",1969,4298,1464,12.9,57,0,0,"DOMINICAN REP."
"1311",1970,4423,1536,14.4,57,0,0,"DOMINICAN REP."
"1312",1971,4548,1652,15.3,57,0,0,"DOMINICAN REP."
"1313",1972,4672,1792,15.5,57,0,0,"DOMINICAN REP."
"1314",1973,4797,1916,17.8,57,0,0,"DOMINICAN REP."
"1315",1974,4922,2079,19.1,57,0,0,"DOMINICAN REP."
"1316",1975,5048,1961,21.3,57,0,0,"DOMINICAN REP."
"1317",1976,5175,2057,18.5,57,0,0,"DOMINICAN REP."
"1318",1977,5301,2098,19.2,57,0,0,"DOMINICAN REP."
"1319",1978,5429,2092,19.3,57,0,0,"DOMINICAN REP."
"1320",1979,5561,2102,20.9,57,0,0,"DOMINICAN REP."
"1321",1980,5697,2343,19.3,57,0,0,"DOMINICAN REP."
"1322",1981,5837,2285,17.3,57,0,0,"DOMINICAN REP."
"1323",1982,5982,2256,14,57,0,0,"DOMINICAN REP."
"1324",1983,6129,2283,14.7,57,0,0,"DOMINICAN REP."
"1325",1984,6275,2157,15.9,57,0,0,"DOMINICAN REP."
"1326",1985,6416,2111,15.1,57,0,0,"DOMINICAN REP."
"1327",1960,2578,1427,9.2,58,0,0,"EL SALVADOR"
"1328",1961,2659,1407,8,58,0,0,"EL SALVADOR"
"1329",1962,2743,1578,7.3,58,0,0,"EL SALVADOR"
"1330",1963,2830,1619,7.7,58,0,0,"EL SALVADOR"
"1331",1964,2918,1690,10.2,58,0,0,"EL SALVADOR"
"1332",1965,3010,1739,9.1,58,0,0,"EL SALVADOR"
"1333",1966,3117,1808,9.9,58,0,0,"EL SALVADOR"
"1334",1967,3230,1835,8.2,58,0,0,"EL SALVADOR"
"1335",1968,3345,1854,6.1,58,0,0,"EL SALVADOR"
"1336",1969,3464,1851,6.6,58,0,0,"EL SALVADOR"
"1337",1970,3588,1810,7.1,58,0,0,"EL SALVADOR"
"1338",1971,3696,1815,8.4,58,0,0,"EL SALVADOR"
"1339",1972,3798,1882,7.4,58,0,0,"EL SALVADOR"
"1340",1973,3894,1957,9,58,0,0,"EL SALVADOR"
"1341",1974,3989,1985,10.9,58,0,0,"EL SALVADOR"
"1342",1975,4085,2035,9.3,58,0,0,"EL SALVADOR"
"1343",1976,4181,2133,9.6,58,0,0,"EL SALVADOR"
"1344",1977,4279,2244,12.8,58,0,0,"EL SALVADOR"
"1345",1978,4374,2330,12.4,58,0,0,"EL SALVADOR"
"1346",1979,4457,2228,9.8,58,0,0,"EL SALVADOR"
"1347",1980,4525,2014,7.3,58,0,0,"EL SALVADOR"
"1348",1981,4579,1863,7.5,58,0,0,"EL SALVADOR"
"1349",1982,4617,1744,7.1,58,0,0,"EL SALVADOR"
"1350",1983,4649,1748,6.5,58,0,0,"EL SALVADOR"
"1351",1984,4687,1787,6.5,58,0,0,"EL SALVADOR"
"1352",1985,4739,1831,5.9,58,0,0,"EL SALVADOR"
"1353",1960,3887,1660,8.1,60,0,0,"GUATEMALA"
"1354",1961,4006,1686,6.9,60,0,0,"GUATEMALA"
"1355",1962,4130,1694,6.8,60,0,0,"GUATEMALA"
"1356",1963,4257,1739,8.6,60,0,0,"GUATEMALA"
"1357",1964,4388,1771,9.8,60,0,0,"GUATEMALA"
"1358",1965,4523,1781,9.7,60,0,0,"GUATEMALA"
"1359",1966,4659,1800,8.2,60,0,0,"GUATEMALA"
"1360",1967,4799,1835,9.4,60,0,0,"GUATEMALA"
"1361",1968,4944,1906,11.3,60,0,0,"GUATEMALA"
"1362",1969,5093,1945,8.3,60,0,0,"GUATEMALA"
"1363",1970,5246,2028,9.3,60,0,0,"GUATEMALA"
"1364",1971,5393,2070,10.2,60,0,0,"GUATEMALA"
"1365",1972,5544,2125,8.2,60,0,0,"GUATEMALA"
"1366",1973,5699,2193,9.1,60,0,0,"GUATEMALA"
"1367",1974,5859,2260,11.6,60,0,0,"GUATEMALA"
"1368",1975,6023,2241,9.6,60,0,0,"GUATEMALA"
"1369",1976,6192,2395,12.1,60,0,0,"GUATEMALA"
