"","date","jyspot","jyfwd","jys30","dmspot","dmfwd","dms30","bpspot","bpfwd","bps30","quote"
"505",19840831,241.65,240.56,245.6,2.8865,2.871,3.0145,0.7623,0.7616,0.8013,"31aug1984"
"506",19840907,244.8,243.66,247.45,2.969,2.9531,3.0715,0.782,0.781,0.8117,"07sep1984"
"507",19840914,245.55,244.5,249.1,3.026,3.0108,3.1425,0.7877,0.787,0.8322,"14sep1984"
"508",19840921,247.55,246.6,245.8,3.163,3.1476,3.0625,0.8224,0.8218,0.8306,"21sep1984"
"509",19840928,245.2,244.17,245.7,3.0235,3.009,3.0305,0.801,0.8005,0.8217,"28sep1984"
"510",19841005,246.65,245.58,240.8,3.0278,3.0135,2.9373,0.8037,0.8033,0.7871,"05oct1984"
"511",19841012,247.5,246.5,241.35,3.106,3.0926,2.951,0.816,0.8158,0.7888,"12oct1984"
"512",19841019,247.8,246.89,243.8,3.081,3.0692,2.9935,0.8372,0.8374,0.8021,"19oct1984"
"513",19841026,245.3,244.53,245.73,3.029,3.0178,3.076,0.819,0.8195,0.8363,"26oct1984"
"514",19841102,242.1,241.38,246.6,2.948,2.9377,3.0645,0.7992,0.7996,0.8251,"02nov1984"
"515",19841109,241.7,240.99,247.25,2.964,2.9542,3.09,0.7949,0.7952,0.8358,"09nov1984"
"516",19841116,242.45,241.81,247.2,2.963,2.9533,3.095,0.7933,0.7935,0.847,"16nov1984"
"517",19841123,244.3,243.78,248.1,3.0128,3.0038,3.122,0.8172,0.8177,0.8514,"23nov1984"
"518",19841130,246.95,246.42,251.85,3.0965,3.0879,3.1715,0.8331,0.8336,0.8741,"30nov1984"
"519",19841207,246.9,246.34,255.02,3.07,3.0612,3.168,0.8295,0.8297,0.8768,"07dec1984"
"520",19841214,247.8,247.26,254.8,3.1015,3.0929,3.184,0.8403,0.8408,0.8925,"14dec1984"
"521",19841221,247.9,247.42,254.05,3.118,3.1105,3.1695,0.8554,0.8562,0.8982,"21dec1984"
"522",19841228,250.1,249.57,255,3.1375,3.1293,3.168,0.858,0.8587,0.8877,"28dec1984"
"523",19850104,252.45,251.93,259.65,3.1625,3.1549,3.2235,0.8673,0.8681,0.8995,"04jan1985"
"524",19850111,253.7,253.22,262.8,3.1535,3.1464,3.29,0.8883,0.8898,0.9191,"11jan1985"
"525",19850118,254.2,253.76,261.55,3.171,3.1641,3.3475,0.8909,0.8937,0.9204,"18jan1985"
"526",19850125,253.65,253.23,261.65,3.159,3.1524,3.474,0.8929,0.8958,0.9579,"25jan1985"
"527",19850201,256.2,255.67,261.15,3.172,3.1652,3.352,0.8869,0.8898,0.9341,"01feb1985"
"528",19850208,260.6,260.08,259.85,3.2416,3.235,3.364,0.8943,0.8975,0.9276,"08feb1985"
"529",19850215,256.9,256.42,260.48,3.2635,3.2562,3.377,0.9058,0.9094,0.9145,"15feb1985"
"530",19850222,262.5,262,255.05,3.3775,3.3693,3.215,0.9268,0.9305,0.8511,"22feb1985"
"531",19850301,261,260.4,253.05,3.349,3.3392,3.119,0.9333,0.9376,0.8167,"01mar1985"
"532",19850308,261.6,261.03,254.75,3.41,3.4018,3.1425,0.9403,0.9441,0.8271,"08mar1985"
"533",19850315,260.95,260.36,249,3.4,3.3915,3.0195,0.9268,0.9308,0.7797,"15mar1985"
"534",19850322,254.9,254.4,251.1,3.21,3.2012,3.127,0.8496,0.853,0.8135,"22mar1985"
"535",19850329,251,250.45,251.55,3.085,3.0771,3.0865,0.8052,0.8083,0.8035,"29mar1985"
"536",19850405,254.2,253.64,253.4,3.16,3.1522,3.198,0.8372,0.8402,0.8316,"05apr1985"
"537",19850412,251.25,250.7,250.3,3.066,3.0583,3.062,0.7978,0.8004,0.7901,"12apr1985"
"538",19850419,247.4,246.93,250.2,2.9755,2.9686,3.052,0.7737,0.7763,0.7834,"19apr1985"
"539",19850426,252.7,252.18,251.88,3.147,3.1399,3.11,0.8319,0.835,0.7965,"26apr1985"
"540",19850503,253.25,252.72,249.33,3.1965,3.1893,3.0625,0.8271,0.8302,0.7874,"03may1985"
"541",19850510,252.25,251.81,249.7,3.128,3.1208,3.082,0.8117,0.8147,0.7918,"10may1985"
"542",19850517,250.8,250.38,246.7,3.075,3.068,3.005,0.7905,0.7935,0.7623,"17may1985"
"543",19850524,250.8,250.45,248.95,3.0775,3.0718,3.062,0.7915,0.7945,0.7773,"24may1985"
"544",19850531,251.92,251.6,248.48,3.0885,3.0828,3.0545,0.7847,0.7879,0.7685,"31may1985"
"545",19850607,248.65,248.36,245.85,3.06,3.0549,2.973,0.7849,0.7881,0.7405,"07jun1985"
"546",19850614,249.1,248.77,237.8,3.079,3.0733,2.879,0.7854,0.7885,0.7189,"14jun1985"
"547",19850621,248.55,248.26,238.2,3.084,3.0791,2.85,0.7843,0.7876,0.7067,"21jun1985"
"548",19850628,249.22,248.87,236.4,3.0552,3.0495,2.789,0.7722,0.7754,0.7,"28jun1985"
"549",19850705,247.75,247.39,238.95,3.0345,3.0279,2.8615,0.7584,0.7615,0.7541,"05jul1985"
"550",19850712,241.7,241.34,238.05,2.901,2.8938,2.7918,0.7215,0.7241,0.7236,"12jul1985"
"551",19850719,237.85,237.48,237.5,2.867,2.8599,2.7805,0.7121,0.7146,0.7199,"19jul1985"
"552",19850726,239.35,238.99,237,2.875,2.8674,2.765,0.7106,0.7132,0.7121,"26jul1985"
"553",19850802,237.5,237.14,239.6,2.8285,2.8206,2.841,0.7305,0.7328,0.7267,"02aug1985"
"554",19850809,238.17,237.81,242.75,2.828,2.8197,2.939,0.7369,0.739,0.759,"09aug1985"
"555",19850816,237.1,236.73,242.13,2.7605,2.7522,2.911,0.7138,0.7158,0.7508,"16aug1985"
"556",19850823,236.35,235.99,229.8,2.7578,2.7495,2.718,0.7138,0.7162,0.702,"23aug1985"
"557",19850830,236.9,236.59,213,2.783,2.7749,2.6357,0.7143,0.7164,0.7052,"30aug1985"
"558",19850906,242.25,241.9,215.9,2.906,2.8975,2.642,0.7477,0.7499,0.7067,"06sep1985"
"559",19850913,242.2,241.81,215.8,2.917,2.9077,2.661,0.7471,0.749,0.7082,"13sep1985"
"560",19850920,242.1,241.75,215.85,2.885,2.876,2.642,0.739,0.7409,0.6974,"20sep1985"
"561",19850927,218.5,218.22,211.25,2.6675,2.6596,2.6175,0.7097,0.7119,0.693,"27sep1985"
"562",19851004,212.4,212.09,205.75,2.607,2.5991,2.6068,0.6978,0.6999,0.6963,"04oct1985"
"563",19851011,215.4,215.07,203.45,2.654,2.6461,2.6125,0.7082,0.7103,0.7015,"11oct1985"
"564",19851018,215.25,214.94,203.28,2.6345,2.6266,2.599,0.7015,0.7036,0.6954,"18oct1985"
"565",19851025,214.85,214.76,201.68,2.6442,2.6361,2.57,0.7022,0.7043,0.6863,"25oct1985"
"566",19851101,209.65,209.56,204.77,2.607,2.5999,2.5325,0.6949,0.6969,0.6761,"01nov1985"
"567",19851108,205.6,205.55,203.65,2.622,2.6141,2.5415,0.706,0.7079,0.6949,"08nov1985"
"568",19851115,203.65,203.58,201.95,2.6135,2.6056,2.512,0.7008,0.7025,0.6961,"15nov1985"
"569",19851122,201.65,201.62,202.8,2.584,2.5759,2.5105,0.6913,0.6933,0.7005,"22nov1985"
"570",19851129,202,201.95,200.7,2.512,2.5042,2.4565,0.6741,0.6759,0.6928,"29nov1985"
"571",19851206,203.33,203.33,201.65,2.5235,2.5158,2.4445,0.677,0.6789,0.6925,"06dec1985"
"572",19851213,202.2,202.23,202.65,2.5165,2.5093,2.4695,0.6932,0.6952,0.6954,"13dec1985"
"573",19851220,202.72,202.64,202.28,2.515,2.5078,2.462,0.703,0.705,0.7107,"20dec1985"
"574",19851227,202.3,202.13,193.7,2.487,2.48,2.383,0.6974,0.6992,0.7145,"27dec1985"
"575",19860103,202.35,202.14,192.05,2.461,2.4534,2.4065,0.692,0.694,0.7194,"03jan1986"
"576",19860110,202.3,202.08,186.1,2.456,2.4485,2.361,0.687,0.6897,0.7055,"10jan1986"
"577",19860117,202.4,202.17,178.9,2.4665,2.459,2.311,0.6961,0.6987,0.6916,"17jan1986"
"578",19860124,197.75,197.52,181.73,2.4255,2.4179,2.244,0.7168,0.7197,0.6723,"24jan1986"
"579",19860131,192.95,192.66,179.9,2.388,2.3815,2.2195,0.7075,0.7099,0.6817,"31jan1986"
"580",19860207,190.6,190.28,179.6,2.3965,2.39,2.241,0.7107,0.7133,0.6899,"07feb1986"
"581",19860214,182.4,182.1,175.6,2.3585,2.352,2.2475,0.705,0.7075,0.6856,"14feb1986"
"582",19860221,182.85,182.61,176.2,2.3145,2.3081,2.252,0.6923,0.6947,0.6671,"21feb1986"
"583",19860228,179.7,179.43,179.47,2.2185,2.2121,2.3692,0.681,0.6836,0.6812,"28feb1986"
"584",19860307,179.5,179.21,180.2,2.24,2.2338,2.329,0.6894,0.6922,0.6848,"07mar1986"
"585",19860314,176.4,176.15,176.6,2.259,2.2534,2.2655,0.6819,0.6845,0.6678,"14mar1986"
"586",19860321,176.1,175.89,167.4,2.251,2.2453,2.1805,0.6667,0.6689,0.6549,"21mar1986"
"587",19860328,179.4,179.11,167.9,2.3285,2.3229,2.173,0.6748,0.6773,0.646,"28mar1986"
"588",19860404,179.7,179.37,167.85,2.3795,2.3738,2.2255,0.6873,0.6896,0.6544,"04apr1986"
"589",19860411,178.2,177.9,161.9,2.302,2.298,2.175,0.6765,0.6786,0.6468,"11apr1986"
"590",19860418,175,174.69,167.1,2.226,2.2219,2.2205,0.6585,0.6605,0.6551,"18apr1986"
"591",19860425,169.85,169.53,170.1,2.2045,2.1999,2.2947,0.653,0.6549,0.6707,"25apr1986"
"592",19860502,169.45,169.07,170.95,2.2055,2.201,2.2695,0.6564,0.6585,0.6717,"02may1986"
"593",19860509,161.9,161.55,165.85,2.18,2.1756,2.2082,0.6491,0.6512,0.653,"09may1986"
"594",19860516,165.13,164.79,166.9,2.211,2.2057,2.23,0.6559,0.6577,0.6645,"16may1986"
"595",19860523,169.6,169.27,166.2,2.2772,2.2722,2.221,0.6696,0.6713,0.6613,"23may1986"
"596",19860530,173.4,173.03,163,2.313,2.3081,2.183,0.6748,0.6764,0.6491,"30may1986"
"597",19860606,168.3,167.93,160.1,2.234,2.229,2.176,0.6642,0.6656,0.6518,"06jun1986"
"598",19860613,166.25,165.89,159.65,2.2205,2.2155,2.1612,0.6598,0.6612,0.6698,"13jun1986"
"599",19860620,167.5,167.16,155.2,2.2415,2.2368,2.1255,0.6658,0.6673,0.6696,"20jun1986"
"600",19860627,165.7,165.33,156.25,2.216,2.2112,2.1202,0.6577,0.6593,0.6696,"27jun1986"
"601",19860704,161.65,161.29,154.65,2.1703,2.1656,2.083,0.6466,0.6483,0.6748,"04jul1986"
"602",19860711,160.85,160.52,154.2,2.1805,2.1762,2.0697,0.6599,0.6617,0.6727,"11jul1986"
"603",19860718,157.1,156.82,153.1,2.1515,2.1477,2.0515,0.6687,0.6706,0.6652,"18jul1986"
"604",19860725,157.93,157.66,155.15,2.1475,2.1437,2.06,0.6714,0.6732,0.6758,"25jul1986"
"605",19860801,153.35,153.11,155.3,2.0828,2.0795,2.0375,0.6707,0.6726,0.6689,"01aug1986"
"606",19860808,153.9,153.66,154.7,2.0735,2.07,2.0615,0.6772,0.6792,0.677,"08aug1986"
"607",19860815,154.1,153.87,155.6,2.066,2.0627,2.0358,0.6687,0.6706,0.6784,"15aug1986"
"608",19860822,153,152.84,154.35,2.038,2.0352,2.0415,0.6661,0.6684,0.6906,"22aug1986"
"609",19860829,155.78,155.64,154.43,2.0515,2.0489,2.0275,0.6764,0.6787,0.6918,"29aug1986"
"610",19860905,155,154.86,154.5,2.031,2.0285,2.0135,0.666,0.6682,0.6958,"05sep1986"
"611",19860912,155.5,155.31,154.18,2.079,2.0761,1.982,0.6757,0.6777,0.6998,"12sep1986"
"612",19860919,152.5,152.37,155.1,1.993,1.9905,1.993,0.6764,0.6784,0.6976,"19sep1986"
"613",19860926,154.1,153.92,160.1,2.041,2.0383,2.028,0.6958,0.6981,0.707,"26sep1986"
"614",19861003,154.25,154.07,164.2,2.007,2.0042,2.065,0.6946,0.6972,0.7047,"03oct1986"
"615",19861010,155.15,154.97,160.8,2.0033,2.0008,2.023,0.6998,0.7024,0.7055,"10oct1986"
"616",19861017,154.15,153.95,163.08,1.973,1.9703,2.014,0.6993,0.7025,0.7063,"17oct1986"
"617",19861024,160.9,160.72,164.5,2.0205,2.0179,2.0225,0.7067,0.7097,0.7057,"24oct1986"
"618",19861031,163.8,163.55,162.25,2.0675,2.0653,1.977,0.714,0.7169,0.6993,"31oct1986"
"619",19861107,163.2,162.95,162.9,2.0635,2.0611,2.0207,0.7008,0.7036,0.7023,"07nov1986"
"620",19861114,161.45,161.2,163.93,2.012,2.0093,2.024,0.701,0.7037,0.6978,"14nov1986"
"621",19861121,163.55,163.31,162.55,2.0145,2.0117,1.971,0.7065,0.7096,0.694,"21nov1986"
"622",19861128,162.15,161.9,160.3,1.9765,1.9739,1.9495,0.6959,0.6986,0.6819,"28nov1986"
"623",19861205,162.6,162.32,158.25,1.9775,1.9752,1.928,0.7008,0.7035,0.681,"05dec1986"
"624",19861212,163.1,162.82,154.2,2.023,2.0208,1.864,0.701,0.7037,0.6705,"12dec1986"
"625",19861219,163.05,162.66,154,2.0053,2.0026,1.8505,0.7027,0.705,0.6587,"19dec1986"
"626",19861226,161.9,161.44,150.55,1.9675,1.9644,1.769,0.6859,0.6877,0.6464,"26dec1986"
"627",19870102,158.2,157.9,152.7,1.918,1.9154,1.8125,0.6693,0.6719,0.6572,"02jan1987"
"628",19870109,158.12,157.84,153.5,1.9182,1.9155,1.818,0.6774,0.6801,0.6568,"09jan1987"
"629",19870116,153.95,153.65,154.67,1.8475,1.8445,1.8475,0.6642,0.6669,0.6573,"16jan1987"
"630",19870123,152.75,152.47,153.7,1.8235,1.8206,1.8247,0.6562,0.6589,0.6496,"23jan1987"
"631",19870130,152.73,152.5,153.3,1.8075,1.8046,1.826,0.6534,0.6557,0.6475,"30jan1987"
"632",19870206,154.35,154.1,153.55,1.857,1.8539,1.834,0.6621,0.6645,0.6315,"06feb1987"
"633",19870213,153.85,153.58,151.83,1.833,1.8297,1.843,0.6598,0.662,0.6338,"13feb1987"
"634",19870220,153.8,153.53,151.6,1.8305,1.8272,1.8307,0.6537,0.656,0.6262,"20feb1987"
"635",19870227,153.2,152.92,146.85,1.825,1.8212,1.8192,0.647,0.6495,0.624,"27feb1987"
"636",19870306,153.45,153.21,146.9,1.833,1.8291,1.838,0.6311,0.6334,0.6202,"06mar1987"
"637",19870313,153.3,153.02,142.1,1.854,1.8493,1.8093,0.6337,0.6359,0.6141,"13mar1987"
"638",19870320,151.5,151.22,142.35,1.8297,1.8257,1.8205,0.6258,0.6275,0.6141,"20mar1987"
"639",19870327,148,147.75,139.55,1.8227,1.8187,1.791,0.6225,0.6243,0.602,"27mar1987"
"640",19870403,146,145.66,138.3,1.8178,1.8136,1.764,0.6208,0.6225,0.5929,"03apr1987"
"641",19870410,142,141.66,139.65,1.8085,1.8044,1.7885,0.6156,0.6173,0.6009,"10apr1987"
"642",19870417,142.85,142.5,140.15,1.8105,1.8062,1.779,0.6135,0.615,0.5952,"17apr1987"
"643",19870424,139.7,139.35,143.2,1.7955,1.791,1.7962,0.6066,0.6081,0.6057,"24apr1987"
"644",19870501,140.2,139.78,142.85,1.7875,1.7829,1.805,0.5999,0.6011,0.6092,"01may1987"
"645",19870508,139.4,139,142,1.784,1.779,1.7885,0.5952,0.5962,0.6001,"08may1987"
"646",19870515,139.4,139,144.95,1.783,1.7778,1.831,0.5958,0.5965,0.6135,"15may1987"
"647",19870522,140.35,139.94,146.05,1.775,1.7696,1.829,0.5949,0.5955,0.6198,"22may1987"
"648",19870529,143.9,143.48,147.1,1.82,1.815,1.8305,0.6148,0.6156,0.6215,"29may1987"
"649",19870605,143.3,142.88,149.35,1.811,1.8057,1.8387,0.6118,0.6126,0.6173,"05jun1987"
"650",19870612,143.15,142.74,150.9,1.7965,1.7914,1.8437,0.6011,0.6019,0.6196,"12jun1987"
"651",19870619,144.55,144.14,152.45,1.8235,1.8184,1.8605,0.6136,0.6145,0.6246,"19jun1987"
"652",19870626,146.05,145.63,150.4,1.825,1.8198,1.8555,0.6198,0.6207,0.6251,"26jun1987"
"653",19870703,148.55,148.12,150.8,1.8355,1.8305,1.881,0.62,0.6211,0.6339,"03jul1987"
"654",19870710,150.8,150.37,151.45,1.843,1.8379,1.8982,0.6197,0.6208,0.6373,"10jul1987"
"655",19870717,151.95,151.56,145.95,1.8455,1.8409,1.8474,0.616,0.6171,0.6225,"17jul1987"
"656",19870724,150.05,149.63,142.95,1.8548,1.8501,1.8268,0.6234,0.6245,0.62,"24jul1987"
"657",19870731,149.3,149.6,141.25,1.8545,1.8499,1.8084,0.6274,0.6285,0.6075,"31jul1987"
"658",19870807,151,150.57,141.08,1.8813,1.8765,1.7927,0.6357,0.6373,0.6028,"07aug1987"
"659",19870814,152.15,151.73,143.9,1.8927,1.8883,1.8125,0.6337,0.6353,0.6084,"14aug1987"
"660",19870821,143.35,142.95,144.55,1.8278,1.823,1.8292,0.6169,0.6184,0.612,"21aug1987"
"661",19870828,142.83,142.44,146.1,1.819,1.8144,1.841,0.6148,0.6162,0.6156,"28aug1987"
"662",19870904,141.6,141.21,145.65,1.795,1.79,1.8265,0.6042,0.6055,0.6098,"04sep1987"
"663",19870911,142.65,142.23,144.2,1.805,1.7998,1.823,0.6068,0.6078,0.6083,"11sep1987"
"664",19870918,142.75,142.32,142.7,1.8088,1.8035,1.7917,0.6046,0.6057,0.5986,"18sep1987"
"665",19870925,143.78,143.39,142.25,1.8207,1.8151,1.7772,0.6105,0.6117,0.5935,"25sep1987"
"666",19871002,146.3,145.84,137.2,1.84,1.8341,1.7135,0.6158,0.6169,0.5732,"02oct1987"
"667",19871009,143.83,143.34,135.5,1.8135,1.8075,1.684,0.6055,0.6065,0.5657,"09oct1987"
"668",19871016,141.88,141.37,136,1.801,1.7947,1.6964,0.601,0.6018,0.5683,"16oct1987"
"669",19871023,143.83,143.45,135.45,1.8054,1.8005,1.6829,0.603,0.6044,0.5631,"23oct1987"
"670",19871030,138.95,138.58,133.42,1.737,1.7315,1.6539,0.5834,0.5844,0.5523,"30oct1987"
"671",19871106,135.23,134.9,132.73,1.6775,1.673,1.667,0.5621,0.5632,0.5566,"06nov1987"
"672",19871113,135.77,135.43,127.35,1.69,1.6854,1.6277,0.5666,0.5676,0.5453,"13nov1987"
"673",19871120,135.05,134.7,126.6,1.674,1.6686,1.629,0.5601,0.561,0.5466,"20nov1987"
"674",19871127,133.8,133.36,123.65,1.6587,1.6523,1.597,0.5537,0.5542,0.5389,"27nov1987"
"675",19871204,132,131.59,129,1.6539,1.6476,1.6465,0.5519,0.5522,0.5537,"04dec1987"
"676",19871211,128.33,127.85,125.82,1.631,1.6246,1.6272,0.544,0.544,0.5457,"11dec1987"
"677",19871218,126.35,125.94,127.63,1.621,1.6147,1.6642,0.5446,0.5448,0.5583,"18dec1987"
"678",19871225,126,125.57,127.85,1.626,1.6199,1.6745,0.545,0.545,0.5631,"25dec1987"
"679",19880101,121.35,121.02,128.35,1.5792,1.5739,1.69,0.534,0.5346,0.5667,"01jan1988"
"680",19880108,129.4,129.04,128.9,1.652,1.6467,1.6912,0.5534,0.5542,0.5685,"08jan1988"
"681",19880115,126.3,125.93,130.13,1.631,1.6257,1.705,0.5478,0.5484,0.5721,"15jan1988"
"682",19880122,127.4,127.07,128.9,1.6695,1.664,1.693,0.5601,0.5608,0.5663,"22jan1988"
"683",19880129,127.77,127.48,128.4,1.675,1.67,1.6887,0.5643,0.565,0.5655,"29jan1988"
"684",19880205,128.68,128.36,128.53,1.6893,1.6844,1.6859,0.5669,0.5678,0.5565,"05feb1988"
"685",19880212,129.75,129.46,127.1,1.6962,1.6917,1.6652,0.5698,0.5708,0.5401,"12feb1988"
"686",19880219,130.1,129.79,127.35,1.7065,1.7019,1.691,0.5721,0.5729,0.5467,"19feb1988"
"687",19880226,128.35,128.06,125.3,1.689,1.6834,1.669,0.5647,0.5658,0.5373,"26feb1988"
"688",19880304,128.9,128.63,125.1,1.6945,1.6896,1.6685,0.5643,0.5653,0.5322,"04mar1988"
"689",19880311,127.3,127.03,126.85,1.6575,1.6525,1.6932,0.5392,0.54,0.5424,"11mar1988"
"690",19880318,128.38,128.12,123.93,1.6945,1.6896,1.6622,0.5488,0.5497,0.5276,"18mar1988"
"691",19880325,125.77,125.52,125.3,1.68,1.675,1.6797,0.5462,0.547,0.5348,"25mar1988"
"692",19880401,124.18,124.55,124.8,1.656,1.651,1.6775,0.5298,0.5304,0.5343,"01apr1988"
"693",19880408,125.45,125.1,124.51,1.6735,1.6683,1.68,0.5336,0.5342,0.5313,"08apr1988"
"694",19880415,123.95,123.61,124.85,1.664,1.6589,1.685,0.5311,0.5315,0.5332,"15apr1988"
"695",19880422,124.6,124.25,124.2,1.6715,1.6661,1.6992,0.5295,0.5299,0.5345,"22apr1988"
"696",19880429,124.6,124.22,125.18,1.6667,1.6614,1.723,0.5305,0.5309,0.5478,"29apr1988"
"697",19880506,124.65,124.27,125.23,1.6785,1.6731,1.7155,0.5358,0.536,0.5493,"06may1988"
"698",19880513,124.55,124.17,126.38,1.6806,1.6747,1.7512,0.529,0.5293,0.5607,"13may1988"
"699",19880520,124.9,124.55,128.7,1.702,1.6958,1.774,0.5361,0.5361,0.5639,"20may1988"
"700",19880527,124.7,124.35,132.9,1.7127,1.7068,1.822,0.5382,0.5381,0.5847,"27may1988"
"701",19880603,125.6,125.21,134.53,1.724,1.718,1.8247,0.5553,0.5555,0.5888,"03jun1988"
"702",19880610,124.9,124.55,133.85,1.7175,1.7116,1.842,0.5493,0.5495,0.5917,"10jun1988"
"703",19880617,125.8,125.44,134.38,1.7523,1.7468,1.868,0.5618,0.562,0.5935,"17jun1988"
"704",19880624,129.45,129.08,132.4,1.7933,1.7879,1.8558,0.5729,0.5734,0.5817,"24jun1988"
"705",19880701,134.33,133.9,133.08,1.822,1.8166,1.8792,0.5874,0.5882,0.585,"01jul1988"
"706",19880708,132.4,131.98,134.7,1.8215,1.8159,1.9212,0.5841,0.5851,0.5929,"08jul1988"
"707",19880715,133.85,133.42,133.6,1.8535,1.8484,1.898,0.5944,0.5952,0.5875,"15jul1988"
"708",19880722,130.8,130.39,134.18,1.8247,1.8194,1.8952,0.5757,0.5768,0.5945,"22jul1988"
"709",19880729,132.95,132.51,136.6,1.8778,1.8728,1.8775,0.5845,0.5855,0.5952,"29jul1988"
"710",19880805,133.22,132.79,133.7,1.8857,1.8806,1.8423,0.5865,0.5876,0.5862,"05aug1988"
"711",19880812,133.15,132.67,133.47,1.8835,1.8783,1.855,0.5848,0.586,0.5917,"12aug1988"
"712",19880819,133.45,132.99,134.23,1.8953,1.8899,1.8735,0.5877,0.5889,0.5965,"19aug1988"
"713",19880826,133.8,133.35,134.3,1.8628,1.8575,1.8797,0.5915,0.5933,0.594,"26aug1988"
"714",19880902,136.88,136.48,133.78,1.8735,1.8681,1.8657,0.5988,0.6006,0.5907,"02sep1988"
"715",19880909,133.15,132.79,131.08,1.8445,1.8392,1.8507,0.5882,0.5898,0.5819,"09sep1988"
"716",19880916,134.1,133.72,127.2,1.8753,1.8702,1.8135,0.5967,0.5983,0.5731,"16sep1988"
"717",19880923,134.47,134.12,127.15,1.8772,1.872,1.7972,0.5999,0.6015,0.5719,"23sep1988"
"718",19880930,134.57,134.13,124.78,1.8795,1.874,1.7815,0.5928,0.5944,0.5643,"30sep1988"
"719",19881007,133.5,133.03,124.5,1.8673,1.8614,1.7755,0.5901,0.592,0.561,"07oct1988"
"720",19881014,127.6,127.17,123.28,1.821,1.8154,1.7449,0.5729,0.5745,0.5533,"14oct1988"
"721",19881021,126.65,126.2,121.6,1.79,1.7844,1.7287,0.5681,0.5698,0.5479,"21oct1988"
"722",19881028,126.05,125.61,121.9,1.783,1.7777,1.733,0.5665,0.5681,0.5429,"28oct1988"
"723",19881104,124.35,123.91,121.55,1.779,1.7737,1.7264,0.562,0.5635,0.5354,"04nov1988"
"724",19881111,123.9,123.42,123.18,1.758,1.7525,1.744,0.5566,0.558,0.5464,"11nov1988"
"725",19881118,122.95,122.47,125.2,1.741,1.7353,1.7785,0.5519,0.5533,0.5537,"18nov1988"
"726",19881125,121.08,120.63,124.9,1.717,1.7112,1.778,0.5439,0.5457,0.556,"25nov1988"
"727",19881202,121.55,121.02,124.75,1.733,1.7266,1.782,0.5401,0.5417,0.5511,"02dec1988"
"728",19881209,122.3,121.76,126.25,1.7375,1.7313,1.8285,0.5417,0.5432,0.5639,"09dec1988"
"729",19881216,124.3,123.73,127.88,1.7575,1.7516,1.8617,0.5499,0.5513,0.5675,"16dec1988"
"730",19881223,124.6,124.06,128.2,1.7765,1.7695,1.845,0.5552,0.5568,0.564,"23dec1988"
"731",19881230,125.1,124.57,129.35,1.7705,1.7644,1.8725,0.5519,0.5536,0.5717,"30dec1988"
"732",19890106,126,125.45,129.5,1.8005,1.7946,1.8725,0.5579,0.5596,0.5742,"06jan1989"
"733",19890113,126.65,126.04,126.25,1.8385,1.8323,1.8425,0.5641,0.5659,0.565,"13jan1989"
"734",19890120,128.45,127.85,126.7,1.8493,1.8436,1.8412,0.5672,0.569,0.5732,"20jan1989"
"735",19890127,128.5,127.99,126.65,1.851,1.8458,1.829,0.5656,0.5672,0.5696,"27jan1989"
"736",19890203,129.25,128.75,128.1,1.879,1.8744,1.8442,0.5726,0.5742,0.5807,"03feb1989"
"737",19890210,127.3,126.78,129.02,1.8425,1.8376,1.858,0.564,0.5655,0.5806,"10feb1989"
"738",19890217,125.75,125.21,131.9,1.8355,1.8311,1.8761,0.5621,0.5635,0.5839,"17feb1989"
"739",19890224,126.55,125.97,133.05,1.8283,1.8233,1.8945,0.5693,0.5706,0.5935,"24feb1989"
"740",19890303,128,127.4,131.85,1.8435,1.8381,1.8752,0.5804,0.5818,0.5889,"03mar1989"
"741",19890310,128.92,128.33,132.92,1.857,1.851,1.8857,0.5802,0.5815,0.5914,"10mar1989"
"742",19890317,131,130.36,132.05,1.8688,1.8624,1.8602,0.5822,0.5836,0.5846,"17mar1989"
"743",19890324,130.7,130.11,132.25,1.866,1.8596,1.8705,0.5811,0.5823,0.5893,"24mar1989"
"744",19890331,132.35,131.63,134.13,1.892,1.8856,1.8897,0.5917,0.5929,0.5949,"31mar1989"
"745",19890407,131.95,131.32,134.92,1.8697,1.8635,1.9145,0.5874,0.5886,0.6016,"07apr1989"
"746",19890414,132.5,131.87,136.9,1.8773,1.8712,1.9362,0.5901,0.5914,0.6083,"14apr1989"
"747",19890421,131.4,130.79,141.7,1.848,1.8423,2.0075,0.5821,0.5836,0.6337,"21apr1989"
"748",19890428,132.75,132.13,143.7,1.878,1.872,1.9883,0.5922,0.5937,0.638,"28apr1989"
"749",19890505,133.83,133.2,142.42,1.897,1.8915,1.963,0.5967,0.5979,0.6336,"05may1989"
"750",19890512,135.95,135.32,148.63,1.9173,1.9115,2.0222,0.6017,0.603,0.6578,"12may1989"
"751",19890519,138.72,138.13,145,1.9675,1.9623,1.99,0.6169,0.6183,0.6519,"19may1989"
"752",19890526,140.08,139.52,142.7,1.962,1.9571,1.966,0.6225,0.6245,0.6406,"26may1989"
"753",19890602,141.9,141.33,142.6,1.9703,1.9653,1.9357,0.6313,0.6334,0.638,"02jun1989"
"754",19890609,144.8,144.3,139.6,1.9875,1.983,1.8795,0.6402,0.6423,0.6165,"09jun1989"
"755",19890616,146.4,145.88,142.7,2.007,2.0023,1.9245,0.6549,0.6572,0.6242,"16jun1989"
