"","age","ethnicity","mstatus"
"5964",40,"European","Married/Partnered"
"5968",44,"European","Married/Partnered"
"5969",40,"European","Divorced/Separated"
"5971",52,"European","Married/Partnered"
"5972",51,"European","Divorced/Separated"
"5973",34,"European","Divorced/Separated"
"5974",34,"European","Married/Partnered"
"5975",49,"European","Married/Partnered"
"5976",57,"European","Married/Partnered"
"5977",33,"European","Married/Partnered"
"5978",53,"European","Married/Partnered"
"5979",36,"European","Married/Partnered"
"5980",29,"European","Single"
"5983",27,"European","Married/Partnered"
"5985",28,"European","Married/Partnered"
"5986",51,"European","Married/Partnered"
"5987",23,"European","Married/Partnered"
"5988",40,"European","Married/Partnered"
"5990",53,"European","Married/Partnered"
"5992",45,"European","Married/Partnered"
"5994",54,"European","Married/Partnered"
"5996",52,"European","Married/Partnered"
"5998",57,"European","Married/Partnered"
"5999",49,"European","Married/Partnered"
"6000",55,"European","Married/Partnered"
"6001",36,"European","Divorced/Separated"
"6002",57,"European","Married/Partnered"
"6004",44,"European","Married/Partnered"
"6005",47,"European","Married/Partnered"
"6006",45,"European","Married/Partnered"
"6007",58,"European","Married/Partnered"
"6008",39,"European","Married/Partnered"
"6010",63,"European","Married/Partnered"
"6011",47,"European","Married/Partnered"
"6012",27,"European","Married/Partnered"
"6013",46,"European","Married/Partnered"
"6015",45,"European","Married/Partnered"
"6016",53,"European","Married/Partnered"
"6017",32,"European","Married/Partnered"
"6019",52,"European","Married/Partnered"
"6022",55,"European","Married/Partnered"
"6023",40,"European","Married/Partnered"
"6024",34,"European","Married/Partnered"
"6026",53,"European","Married/Partnered"
"6027",50,"European","Married/Partnered"
"6029",31,"European","Married/Partnered"
"6030",46,"European","Married/Partnered"
"6031",41,"European","Married/Partnered"
"6032",52,"European","Divorced/Separated"
"6034",32,"European","Married/Partnered"
"6035",43,"European","Divorced/Separated"
"6036",52,"European","Married/Partnered"
"6037",58,"European","Married/Partnered"
"6038",19,"European","Single"
"6039",36,"European","Married/Partnered"
"6041",57,"European","Divorced/Separated"
"6043",47,"European","Married/Partnered"
"6045",54,"European","Married/Partnered"
"6047",31,"European","Single"
"6050",39,"European","Married/Partnered"
"6051",42,"European","Married/Partnered"
"6053",32,"European","Married/Partnered"
"6055",28,"European","Married/Partnered"
"6056",39,"European","Married/Partnered"
"6057",48,"European","Married/Partnered"
"6058",27,"European","Married/Partnered"
"6060",52,"European","Divorced/Separated"
"6062",50,"European","Married/Partnered"
"6064",58,"European","Married/Partnered"
"6065",48,"European","Married/Partnered"
"6066",32,"European","Married/Partnered"
"6067",36,"European","Divorced/Separated"
"6069",37,"European","Married/Partnered"
"6071",20,"European","Single"
"6072",37,"European","Married/Partnered"
"6073",20,"European","Single"
"6074",24,"European","Single"
"6075",61,"European","Married/Partnered"
"6078",33,"European","Married/Partnered"
"6080",54,"European","Married/Partnered"
"6083",30,"European","Married/Partnered"
"6084",23,"European","Single"
"6086",44,"European","Married/Partnered"
"6087",59,"European","Married/Partnered"
"6089",34,"European","Married/Partnered"
"6090",43,"European","Married/Partnered"
"6091",28,"European","Married/Partnered"
"6095",37,"European","Married/Partnered"
"6102",51,"European","Married/Partnered"
"6106",27,"European","Single"
"6107",34,"European","Married/Partnered"
"6108",39,"European","Married/Partnered"
"6109",38,"European","Divorced/Separated"
"6110",37,"European","Married/Partnered"
"6111",48,"European","Married/Partnered"
"6112",37,"European","Divorced/Separated"
"6115",33,"European","Married/Partnered"
"6121",39,"European","Married/Partnered"
"6122",46,"European","Married/Partnered"
"6123",47,"European","Married/Partnered"
"6124",34,"European","Married/Partnered"
"6127",46,"European","Married/Partnered"
"6129",26,"European","Single"
"6131",30,"European","Married/Partnered"
"6133",30,"European","Married/Partnered"
"6138",47,"European","Married/Partnered"
"6143",62,"European","Married/Partnered"
"6144",39,"European","Married/Partnered"
"6145",50,"European","Married/Partnered"
"6146",51,"European","Married/Partnered"
"6147",35,"European","Married/Partnered"
"6148",42,"European","Married/Partnered"
"6149",42,"European","Married/Partnered"
"6150",49,"European","Married/Partnered"
"6152",45,"European","Married/Partnered"
"6153",29,"European","Married/Partnered"
"6154",44,"European","Married/Partnered"
"6155",43,"European","Married/Partnered"
"6156",39,"European","Married/Partnered"
"6157",44,"European","Married/Partnered"
"6159",51,"European","Married/Partnered"
"6161",42,"European","Married/Partnered"
"6163",47,"European","Married/Partnered"
"6164",55,"European","Married/Partnered"
"6165",50,"European","Married/Partnered"
"6166",25,"European","Married/Partnered"
"6168",22,"European","Single"
"6172",27,"European","Married/Partnered"
"6177",31,"European","Married/Partnered"
"6178",39,"European","Married/Partnered"
"6180",47,"European","Divorced/Separated"
"6183",34,"European","Married/Partnered"
"6185",54,"European","Married/Partnered"
"6187",45,"European","Married/Partnered"
"6190",33,"European","Married/Partnered"
"6191",24,"European","Single"
"6193",41,"European","Married/Partnered"
"6205",36,"European","Single"
"6206",28,"European","Single"
"6207",46,"European","Married/Partnered"
"6208",21,"European","Single"
"6214",19,"European","Single"
"6216",47,"European","Married/Partnered"
"6217",37,"European","Married/Partnered"
"6221",39,"European","Married/Partnered"
"6223",35,"European","Married/Partnered"
"6225",53,"European","Married/Partnered"
"6229",41,"European","Married/Partnered"
"6232",54,"European","Married/Partnered"
"6234",51,"European","Married/Partnered"
"6235",46,"European","Married/Partnered"
"6238",57,"European","Married/Partnered"
"6240",27,"European","Married/Partnered"
"6242",58,"European","Married/Partnered"
"6243",35,"European","Married/Partnered"
"6244",43,"European","Divorced/Separated"
"6245",34,"European","Married/Partnered"
"6246",37,"European","Married/Partnered"
"6247",27,"European","Married/Partnered"
"6248",33,"European","Married/Partnered"
"6249",49,"European","Divorced/Separated"
"6250",27,"European","Married/Partnered"
"6251",48,"European","Married/Partnered"
"6253",34,"European","Married/Partnered"
"6256",17,"European","Single"
"6258",20,"European","Single"
"6259",48,"European","Married/Partnered"
"6268",36,"European","Divorced/Separated"
"6276",40,"European","Married/Partnered"
"6277",38,"European","Married/Partnered"
"6278",46,"European","Married/Partnered"
"6280",54,"European","Married/Partnered"
"6282",18,"European","Single"
"6284",29,"European","Married/Partnered"
"6285",26,"European","Married/Partnered"
"6287",28,"European","Single"
"6290",17,"European","Single"
"6292",43,"European","Married/Partnered"
"6293",26,"European","Married/Partnered"
"6294",21,"European","Married/Partnered"
"6295",28,"European","Single"
"6300",21,"European","Single"
"6302",28,"European","Married/Partnered"
"6303",47,"European","Married/Partnered"
"6304",33,"European","Divorced/Separated"
"6305",18,"European","Single"
"6306",20,"European","Single"
"6307",17,"European","Single"
"6308",29,"European","Single"
"6311",27,"European","Married/Partnered"
"6312",52,"European","Married/Partnered"
"6313",58,"European","Married/Partnered"
"6314",44,"European","Married/Partnered"
"6315",35,"European","Married/Partnered"
"6319",24,"European","Married/Partnered"
"6320",42,"European","Married/Partnered"
"6322",39,"European","Divorced/Separated"
"6323",63,"European","Divorced/Separated"
"6324",30,"European","Married/Partnered"
"6325",23,"European","Married/Partnered"
"6326",30,"European","Married/Partnered"
"6329",42,"European","Married/Partnered"
"6330",35,"European","Married/Partnered"
"6331",49,"European","Married/Partnered"
"6332",33,"European","Married/Partnered"
"6333",36,"European","Married/Partnered"
"6334",45,"European","Married/Partnered"
"6335",58,"European","Married/Partnered"
"6336",38,"European","Married/Partnered"
"6337",38,"European","Single"
"6338",33,"European","Married/Partnered"
"6339",24,"European","Single"
"6340",20,"European","Single"
"6343",55,"European","Single"
"6345",43,"European","Married/Partnered"
"6346",26,"European","Single"
"6347",51,"European","Married/Partnered"
"6348",49,"European","Married/Partnered"
"6350",57,"European","Married/Partnered"
"6352",47,"European","Married/Partnered"
"6353",54,"European","Married/Partnered"
"6354",54,"European","Married/Partnered"
"6356",45,"European","Married/Partnered"
"6357",39,"European","Married/Partnered"
"6358",45,"European","Married/Partnered"
"6363",25,"European","Single"
"6364",34,"European","Married/Partnered"
"6367",60,"European","Married/Partnered"
"6368",32,"European","Married/Partnered"
"6369",23,"European","Married/Partnered"
"6371",29,"European","Married/Partnered"
"6372",31,"European","Single"
"6373",34,"European","Married/Partnered"
"6375",44,"European","Married/Partnered"
"6376",49,"European","Married/Partnered"
"6377",38,"European","Married/Partnered"
"6378",40,"European","Married/Partnered"
"6379",24,"European","Single"
"6380",51,"European","Married/Partnered"
"6381",40,"European","Married/Partnered"
"6384",30,"European","Single"
"6385",32,"European","Married/Partnered"
"6386",50,"European","Married/Partnered"
"6387",44,"European","Married/Partnered"
"6389",43,"European","Married/Partnered"
"6392",24,"European","Single"
"6393",22,"European","Single"
"6396",33,"European","Married/Partnered"
"6397",37,"European","Married/Partnered"
"6398",43,"European","Married/Partnered"
"6399",39,"European","Married/Partnered"
"6401",55,"European","Married/Partnered"
"6402",37,"European","Married/Partnered"
"6404",35,"European","Married/Partnered"
"6405",44,"European","Married/Partnered"
"6407",36,"European","Married/Partnered"
"6408",31,"European","Married/Partnered"
"6411",44,"European","Married/Partnered"
"6412",34,"European","Married/Partnered"
"6413",86,"European","Married/Partnered"
"6415",43,"European","Married/Partnered"
"6416",44,"European","Married/Partnered"
"6417",29,"European","Married/Partnered"
"6418",41,"European","Married/Partnered"
"6419",36,"European","Married/Partnered"
"6421",44,"European","Married/Partnered"
"6424",46,"European","Married/Partnered"
"6426",35,"European","Married/Partnered"
"6431",58,"European","Married/Partnered"
"6432",50,"European","Widowed"
"6434",25,"European","Married/Partnered"
"6436",20,"European","Single"
"6437",50,"European","Divorced/Separated"
"6438",21,"European","Single"
"6441",35,"European","Married/Partnered"
"6442",47,"European","Married/Partnered"
"6443",35,"European","Single"
"6444",31,"European","Married/Partnered"
"6445",37,"European","Married/Partnered"
"6446",37,"European","Married/Partnered"
"6447",55,"European","Married/Partnered"
"6451",39,"European","Married/Partnered"
"6453",36,"European","Married/Partnered"
"6454",27,"European","Married/Partnered"
"6455",53,"European","Divorced/Separated"
"6456",28,"European","Married/Partnered"
"6457",47,"European","Married/Partnered"
"6458",34,"European","Married/Partnered"
"6461",44,"European","Married/Partnered"
"6465",42,"European","Married/Partnered"
"6466",19,"European","Single"
"6467",34,"European","Married/Partnered"
"6468",45,"European","Married/Partnered"
"6469",41,"European","Divorced/Separated"
"6470",39,"European","Married/Partnered"
"6471",41,"European","Single"
"6472",38,"European","Married/Partnered"
"6473",40,"European","Married/Partnered"
"6476",41,"European","Married/Partnered"
"6477",55,"European","Married/Partnered"
"6478",58,"European","Married/Partnered"
"6479",40,"European","Married/Partnered"
"6480",36,"European","Married/Partnered"
"6482",52,"European","Married/Partnered"
"6486",42,"European","Married/Partnered"
"6487",57,"European","Widowed"
"6488",45,"European","Married/Partnered"
"6489",33,"European","Married/Partnered"
"6492",26,"European","Single"
"6495",35,"European","Married/Partnered"
"6498",35,"European","Married/Partnered"
"6499",32,"European","Married/Partnered"
"6500",38,"European","Married/Partnered"
"6501",41,"European","Single"
"6503",59,"European","Married/Partnered"
"6504",21,"European","Single"
"6505",40,"European","Married/Partnered"
"6506",49,"European","Married/Partnered"
"6508",27,"European","Single"
"6509",40,"European","Married/Partnered"
"6510",20,"European","Single"
"6514",46,"European","Married/Partnered"
"6519",34,"European","Married/Partnered"
"6521",57,"European","Married/Partnered"
"6522",23,"European","Divorced/Separated"
"6523",30,"European","Married/Partnered"
"6524",32,"European","Single"
"6525",29,"European","Married/Partnered"
"6526",27,"European","Married/Partnered"
"6527",32,"European","Married/Partnered"
"6528",54,"European","Married/Partnered"
"6529",36,"European","Married/Partnered"
"6530",30,"European","Married/Partnered"
"6531",37,"European","Married/Partnered"
"6532",33,"European","Married/Partnered"
"6534",35,"European","Single"
"6535",35,"European","Married/Partnered"
"6536",32,"European","Married/Partnered"
"6537",38,"European","Married/Partnered"
"6539",27,"European","Married/Partnered"
"6540",34,"European","Married/Partnered"
"6541",34,"European","Married/Partnered"
"6547",35,"European","Widowed"
"6548",30,"European","Divorced/Separated"
"6550",29,"European","Single"
"6551",20,"European","Single"
"6552",19,"European","Single"
"6554",39,"European","Married/Partnered"
"6555",24,"European","Married/Partnered"
"6556",51,"European","Married/Partnered"
"6557",24,"European","Married/Partnered"
"6558",45,"European","Married/Partnered"
"6559",47,"European","Married/Partnered"
"6560",45,"European","Married/Partnered"
"6561",42,"European","Married/Partnered"
"6563",47,"European","Married/Partnered"
"6564",44,"European","Married/Partnered"
"6565",35,"European","Married/Partnered"
"6566",48,"European","Married/Partnered"
"6567",54,"European","Married/Partnered"
"6568",51,"European","Married/Partnered"
"6569",25,"European","Married/Partnered"
"6573",37,"European","Married/Partnered"
"6577",33,"European","Married/Partnered"
"6578",33,"European","Married/Partnered"
"6579",51,"European","Married/Partnered"
"6580",66,"European","Married/Partnered"
"6582",39,"European","Divorced/Separated"
"6584",24,"European","Married/Partnered"
"6585",31,"European","Single"
"6588",32,"European","Married/Partnered"
"6590",58,"European","Married/Partnered"
"6591",60,"European","Widowed"
"6592",46,"European","Married/Partnered"
"6593",29,"European","Married/Partnered"
"6597",47,"European","Divorced/Separated"
"6598",36,"European","Married/Partnered"
"6611",34,"European","Married/Partnered"
"6613",22,"European","Married/Partnered"
"6619",25,"European","Married/Partnered"
"6624",42,"European","Married/Partnered"
"6634",29,"European","Single"
"6642",33,"European","Married/Partnered"
"6644",24,"European","Married/Partnered"
"6645",32,"European","Married/Partnered"
"6653",23,"European","Married/Partnered"
"6655",22,"European","Single"
"6657",23,"European","Married/Partnered"
"6669",36,"European","Married/Partnered"
"6670",36,"European","Divorced/Separated"
"6671",35,"European","Married/Partnered"
"6673",21,"European","Married/Partnered"
"6674",20,"European","Single"
"6678",20,"European","Single"
"6680",29,"European","Single"
"6687",38,"European","Married/Partnered"
"6696",26,"European","Married/Partnered"
"6701",36,"European","Married/Partnered"
"6703",30,"European","Married/Partnered"
"6704",20,"European","Single"
"6706",59,"European","Married/Partnered"
"6707",40,"European","Married/Partnered"
"6709",49,"European","Divorced/Separated"
"6710",42,"European","Married/Partnered"
"6711",60,"European","Married/Partnered"
"6713",41,"European","Married/Partnered"
"6714",51,"European","Married/Partnered"
"6715",62,"European","Married/Partnered"
"6716",24,"European","Single"
"6720",30,"European","Married/Partnered"
"6721",25,"European","Married/Partnered"
"6722",35,"European","Married/Partnered"
"6724",32,"European","Married/Partnered"
"6726",29,"European","Married/Partnered"
"6728",30,"European","Married/Partnered"
"6729",32,"European","Married/Partnered"
"6730",33,"European","Married/Partnered"
"6731",29,"European","Married/Partnered"
"6732",38,"European","Married/Partnered"
"6733",40,"European","Married/Partnered"
"6734",31,"European","Single"
"6735",53,"European","Married/Partnered"
"6737",29,"European","Single"
"6738",56,"European","Married/Partnered"
"6740",24,"European","Single"
"6742",21,"European","Single"
"6743",33,"European","Married/Partnered"
"6746",24,"European","Divorced/Separated"
"6747",41,"European","Married/Partnered"
"6748",41,"European","Married/Partnered"
"6749",32,"European","Married/Partnered"
"6750",29,"European","Married/Partnered"
"6751",49,"European","Married/Partnered"
"6752",61,"European","Married/Partnered"
"6753",47,"European","Married/Partnered"
"6755",60,"European","Married/Partnered"
"6756",61,"European","Married/Partnered"
"6757",57,"European","Married/Partnered"
"6759",49,"European","Married/Partnered"
"6760",54,"European","Married/Partnered"
"6761",50,"European","Married/Partnered"
"6763",34,"European","Married/Partnered"
"6766",51,"European","Married/Partnered"
"6768",51,"European","Married/Partnered"
"6769",46,"European","Married/Partnered"
"6771",46,"European","Married/Partnered"
"6772",50,"European","Divorced/Separated"
"6775",50,"European","Married/Partnered"
"6776",32,"European","Married/Partnered"
"6778",58,"European","Married/Partnered"
"6779",48,"European","Married/Partnered"
"6781",51,"European","Married/Partnered"
"6782",45,"European","Married/Partnered"
"6783",46,"European","Married/Partnered"
"6785",37,"European","Married/Partnered"
"6786",44,"European","Married/Partnered"
"6787",38,"European","Married/Partnered"
"6788",50,"European","Widowed"
"6791",51,"European","Divorced/Separated"
"6792",44,"European","Married/Partnered"
"6794",47,"European","Married/Partnered"
"6795",51,"European","Married/Partnered"
"6799",43,"European","Married/Partnered"
"6800",38,"European","Married/Partnered"
"6801",31,"European","Married/Partnered"
"6803",54,"European","Divorced/Separated"
"6804",48,"European","Married/Partnered"
"6805",27,"European","Married/Partnered"
"6806",51,"European","Married/Partnered"
"6807",56,"European","Married/Partnered"
"6809",50,"European","Married/Partnered"
"6811",40,"European","Married/Partnered"
"6812",26,"European","Single"
"6813",28,"European","Married/Partnered"
"6815",43,"European","Married/Partnered"
"6816",53,"European","Married/Partnered"
"6818",39,"European","Married/Partnered"
"6825",52,"European","Married/Partnered"
"6826",33,"European","Married/Partnered"
"6830",46,"European","Married/Partnered"
"6832",43,"European","Married/Partnered"
"6833",42,"European","Single"
"6834",29,"European","Single"
"6835",30,"European","Single"
"6836",25,"European","Married/Partnered"
"6838",51,"European","Married/Partnered"
"6839",55,"European","Married/Partnered"
"6840",58,"European","Married/Partnered"
"6841",33,"European","Single"
"6842",28,"European","Married/Partnered"
"6844",56,"European","Married/Partnered"
"6846",54,"European","Married/Partnered"
"6849",43,"European","Married/Partnered"
"6850",26,"European","Married/Partnered"
"6851",44,"European","Married/Partnered"
"6852",53,"European","Married/Partnered"
"6853",42,"European","Married/Partnered"
"6855",49,"European","Married/Partnered"
"6856",32,"European","Married/Partnered"
"6857",43,"European","Married/Partnered"
"6860",48,"European","Married/Partnered"
"6861",52,"European","Married/Partnered"
"6863",50,"European","Married/Partnered"
"6867",29,"European","Married/Partnered"
"6873",44,"European","Married/Partnered"
"6876",43,"European","Married/Partnered"
"6878",32,"European","Single"
"6879",52,"European","Married/Partnered"
"6880",25,"European","Married/Partnered"
"6882",53,"European","Married/Partnered"
"6885",50,"European","Married/Partnered"
"6888",36,"European","Married/Partnered"
"6897",32,"European","Married/Partnered"
"6898",35,"European","Divorced/Separated"
"6902",57,"European","Married/Partnered"
"6903",57,"European","Married/Partnered"
"6904",38,"European","Married/Partnered"
"6905",49,"European","Married/Partnered"
"6906",53,"European","Married/Partnered"
"6909",27,"European","Married/Partnered"
"6911",50,"European","Married/Partnered"
"6912",59,"European","Single"
"6913",63,"European","Married/Partnered"
"6916",34,"European","Married/Partnered"
"6920",41,"European","Married/Partnered"
"6922",49,"European","Married/Partnered"
"6924",60,"European","Married/Partnered"
"6925",26,"European","Married/Partnered"
"6927",54,"European","Married/Partnered"
"6930",49,"European","Married/Partnered"
"6933",53,"European","Divorced/Separated"
"6934",57,"European","Married/Partnered"
"6935",43,"European","Widowed"
"6936",57,"European","Married/Partnered"
"6937",41,"European","Married/Partnered"
"6947",58,"European","Married/Partnered"
"6950",47,"European","Married/Partnered"
"6951",42,"European","Married/Partnered"
"6952",54,"European","Married/Partnered"
"6953",57,"European","Married/Partnered"
"6955",42,"European","Married/Partnered"
"6956",26,"European","Single"
"6958",36,"European","Married/Partnered"
"6960",23,"European","Married/Partnered"
"6962",39,"European","Married/Partnered"
"6965",46,"European","Married/Partnered"
"6968",54,"European","Married/Partnered"
"6969",58,"European","Married/Partnered"
"6970",40,"European","Divorced/Separated"
"6972",34,"European","Married/Partnered"
"6973",43,"European","Married/Partnered"
"6975",27,"European","Single"
"6976",50,"European","Divorced/Separated"
"6977",33,"European","Married/Partnered"
"6979",20,"European","Married/Partnered"
"6981",45,"European","Married/Partnered"
"6982",49,"European","Married/Partnered"
"6984",39,"European","Single"
"6985",46,"European","Divorced/Separated"
"6988",31,"European","Married/Partnered"
"6991",53,"European","Married/Partnered"
"6992",52,"European","Married/Partnered"
"6993",54,"European","Married/Partnered"
"6994",40,"European","Married/Partnered"
"6995",39,"European","Single"
"7000",39,"European","Divorced/Separated"
"7001",31,"European","Married/Partnered"
"7002",49,"European","Married/Partnered"
"7003",53,"European","Married/Partnered"
"7004",58,"European","Married/Partnered"
"7005",42,"European","Married/Partnered"
"7008",20,"European","Single"
"7009",58,"European","Married/Partnered"
"7013",46,"European","Married/Partnered"
"7014",26,"European","Single"
"7015",27,"European","Single"
"7016",46,"European","Married/Partnered"
"7017",29,"European","Married/Partnered"
"7018",34,"European","Married/Partnered"
"7019",51,"European","Married/Partnered"
"7020",23,"European","Married/Partnered"
"7021",53,"European","Married/Partnered"
"7022",35,"European","Married/Partnered"
"7025",41,"European","Married/Partnered"
"7026",51,"European","Divorced/Separated"
"7028",31,"European","Married/Partnered"
"7029",40,"European","Married/Partnered"
"7031",30,"European","Married/Partnered"
"7033",23,"European","Single"
"7034",43,"European","Divorced/Separated"
"7035",37,"European","Married/Partnered"
"7036",48,"European","Married/Partnered"
"7038",31,"European","Married/Partnered"
"7039",30,"European","Married/Partnered"
"7040",40,"European","Married/Partnered"
"7041",35,"European","Married/Partnered"
"7042",43,"European","Married/Partnered"
"7043",61,"European","Married/Partnered"
"7044",54,"European","Married/Partnered"
"7045",41,"European","Married/Partnered"
"7048",28,"European","Married/Partnered"
"7049",32,"European","Married/Partnered"
"7051",55,"European","Married/Partnered"
"7052",28,"European","Married/Partnered"
"7053",26,"European","Married/Partnered"
"7054",30,"European","Single"
"7055",43,"European","Married/Partnered"
"7056",38,"European","Married/Partnered"
"7057",45,"European","Married/Partnered"
"7059",21,"European","Single"
"7061",60,"European","Single"
"7062",53,"European","Married/Partnered"
"7064",31,"European","Married/Partnered"
"7066",59,"European","Married/Partnered"
"7067",23,"European","Single"
"7069",36,"European","Married/Partnered"
"7070",40,"European","Married/Partnered"
"7071",37,"European","Married/Partnered"
"7072",44,"European","Married/Partnered"
"7073",30,"European","Married/Partnered"
"7074",21,"European","Single"
"7075",40,"European","Married/Partnered"
"7076",37,"European","Married/Partnered"
"7077",46,"European","Married/Partnered"
"7079",36,"European","Married/Partnered"
"7080",54,"European","Married/Partnered"
"7081",50,"European","Married/Partnered"
"7082",52,"European","Married/Partnered"
"7083",54,"European","Married/Partnered"
"7085",45,"European","Married/Partnered"
"7086",46,"European","Married/Partnered"
"7087",39,"European","Married/Partnered"
"7090",53,"European","Married/Partnered"
"7091",42,"European","Married/Partnered"
"7092",38,"European","Married/Partnered"
"7093",38,"European","Married/Partnered"
"7094",37,"European","Married/Partnered"
"7095",49,"European","Married/Partnered"
"7097",43,"European","Married/Partnered"
"7101",44,"European","Married/Partnered"
"7102",25,"European","Married/Partnered"
"7103",43,"European","Married/Partnered"
"7104",51,"European","Married/Partnered"
"7109",44,"European","Married/Partnered"
"7110",49,"European","Married/Partnered"
"7111",47,"European","Married/Partnered"
"7113",46,"European","Married/Partnered"
"7116",42,"European","Married/Partnered"
"7117",43,"European","Married/Partnered"
"7119",45,"European","Married/Partnered"
"7120",32,"European","Married/Partnered"
"7121",42,"European","Married/Partnered"
"7123",20,"European","Single"
"7124",29,"European","Married/Partnered"
"7125",20,"European","Single"
"7128",34,"European","Married/Partnered"
"7129",34,"European","Married/Partnered"
"7134",29,"European","Single"
"7136",34,"European","Married/Partnered"
"7137",45,"European","Married/Partnered"
"7139",33,"European","Married/Partnered"
"7140",31,"European","Married/Partnered"
"7141",29,"European","Married/Partnered"
"7142",49,"European","Married/Partnered"
"7143",35,"European","Married/Partnered"
"7144",38,"European","Married/Partnered"
"7145",45,"European","Married/Partnered"
"7147",44,"European","Married/Partnered"
"7149",51,"European","Married/Partnered"
"7151",33,"European","Married/Partnered"
"7154",51,"European","Married/Partnered"
"7155",36,"European","Married/Partnered"
"7156",51,"European","Married/Partnered"
"7157",29,"European","Divorced/Separated"
"7158",47,"European","Married/Partnered"
"7159",46,"European","Married/Partnered"
"7163",40,"European","Married/Partnered"
"7169",24,"European","Married/Partnered"
"7171",51,"European","Married/Partnered"
"7172",37,"European","Married/Partnered"
"7175",30,"European","Married/Partnered"
"7180",53,"European","Married/Partnered"
"7182",38,"European","Married/Partnered"
"7183",57,"European","Single"
"7187",19,"European","Single"
"7188",57,"European","Married/Partnered"
"7189",42,"European","Married/Partnered"
"7192",28,"European","Single"
"7197",55,"European","Married/Partnered"
"7198",35,"European","Married/Partnered"
"7199",54,"European","Married/Partnered"
"7203",39,"European","Married/Partnered"
"7204",32,"European","Married/Partnered"
"7206",31,"European","Married/Partnered"
"7209",30,"European","Married/Partnered"
"7210",49,"European","Married/Partnered"
"7211",56,"European","Married/Partnered"
"7212",34,"European","Married/Partnered"
"7213",27,"European","Married/Partnered"
"7214",26,"European","Single"
"7218",34,"European","Married/Partnered"
"7220",47,"European","Married/Partnered"
"7224",45,"European","Married/Partnered"
"7225",47,"European","Married/Partnered"
"7226",47,"European","Married/Partnered"
"7229",46,"European","Divorced/Separated"
"7230",39,"European","Married/Partnered"
"7231",36,"European","Married/Partnered"
"7232",52,"European","Married/Partnered"
"7233",45,"European","Divorced/Separated"
"7234",49,"European","Married/Partnered"
"7237",26,"European","Single"
"7238",44,"European","Married/Partnered"
"7239",18,"European","Single"
"7240",31,"European","Married/Partnered"
"7241",38,"European","Married/Partnered"
"7244",27,"European","Married/Partnered"
"7245",35,"European","Married/Partnered"
"7246",28,"European","Married/Partnered"
"7247",26,"European","Single"
"7249",43,"European","Divorced/Separated"
"7250",36,"European","Married/Partnered"
"7252",48,"European","Married/Partnered"
"7256",27,"European","Married/Partnered"
"7258",57,"European","Married/Partnered"
"7259",33,"European","Married/Partnered"
"7260",28,"European","Married/Partnered"
"7261",39,"European","Married/Partnered"
"7262",29,"European","Married/Partnered"
"7263",44,"European","Married/Partnered"
"7264",22,"European","Married/Partnered"
"7265",54,"European","Married/Partnered"
"7266",44,"European","Married/Partnered"
"7270",54,"European","Married/Partnered"
"7271",28,"European","Married/Partnered"
"7272",46,"European","Married/Partnered"
"7273",40,"European","Married/Partnered"
"7274",27,"European","Married/Partnered"
"7275",44,"European","Married/Partnered"
"7276",48,"European","Married/Partnered"
"7277",22,"European","Married/Partnered"
"7278",30,"European","Married/Partnered"
"7280",39,"European","Married/Partnered"
"7282",27,"European","Married/Partnered"
"7283",43,"European","Married/Partnered"
"7285",44,"European","Married/Partnered"
"7286",36,"European","Married/Partnered"
"7287",32,"European","Married/Partnered"
"7288",28,"European","Married/Partnered"
"7289",46,"European","Married/Partnered"
"7290",37,"European","Married/Partnered"
"7291",40,"European","Married/Partnered"
"7298",42,"European","Married/Partnered"
"7299",40,"European","Divorced/Separated"
"7300",53,"European","Married/Partnered"
"7301",36,"European","Married/Partnered"
"7302",40,"European","Married/Partnered"
"7303",36,"European","Married/Partnered"
"7304",36,"European","Married/Partnered"
"7306",43,"European","Married/Partnered"
"7307",42,"European","Married/Partnered"
"7308",33,"European","Married/Partnered"
"7309",36,"European","Married/Partnered"
"7310",58,"European","Married/Partnered"
"7311",47,"European","Married/Partnered"
"7312",35,"European","Divorced/Separated"
"7313",58,"European","Married/Partnered"
"7314",40,"European","Married/Partnered"
"7315",50,"European","Married/Partnered"
"7317",31,"European","Married/Partnered"
"7318",40,"European","Married/Partnered"
"7320",18,"European","Single"
"7321",44,"European","Married/Partnered"
"7322",57,"European","Married/Partnered"
"7328",41,"European","Married/Partnered"
"7330",38,"European","Married/Partnered"
"7331",43,"European","Married/Partnered"
"7332",33,"European","Married/Partnered"
"7333",50,"European","Married/Partnered"
"7334",44,"European","Married/Partnered"
"7335",42,"European","Married/Partnered"
"7338",24,"European","Single"
"7339",24,"European","Married/Partnered"
"7341",39,"European","Married/Partnered"
"7350",31,"European","Married/Partnered"
"7351",53,"European","Married/Partnered"
"7353",49,"European","Married/Partnered"
"7355",51,"European","Married/Partnered"
"7358",43,"European","Married/Partnered"
"7359",47,"European","Married/Partnered"
"7360",45,"European","Married/Partnered"
"7366",29,"European","Divorced/Separated"
"7367",52,"European","Married/Partnered"
"7368",59,"European","Married/Partnered"
"7370",41,"European","Divorced/Separated"
"7371",29,"European","Married/Partnered"
"7372",53,"European","Married/Partnered"
"7373",19,"European","Single"
"7374",50,"European","Married/Partnered"
"7375",22,"European","Single"
"7376",42,"European","Married/Partnered"
"7377",59,"European","Married/Partnered"
