"","start","ad.O3","ad.NOx","ad.NO","ad.WS","ad.WD","ad.T","ad.Td","sz.O3","sz.NOx","sz.NO","sz.WS","sz.WD","sz.T","sz.Td","lu.O3","lu.NOx","lu.NO","lu.WS","lu.WD","lu.T","lu.Td"
"8520","26.06.2004 11:30",42.4,8.4,2.2,3.61,340,19.5,10.815,44.2,10.4,2.4,0.5,320,20.4,10.479,51.8,4,0.9,0.51,27,19.2,8.797
"8521","26.06.2004 12:00",46.5,6.2,0.8,3.31,341,20.1,10.92,48.7,10.3,2.3,0.53,302,21.8,10.496,54.6,4.6,1.1,0.71,35,19.9,9.616
"8522","26.06.2004 12:30",49.8,6,1.2,2.72,345,20.5,11.536,52.5,9,1.9,1.24,306,22.8,9.507,57,4.3,0.5,0.43,67,21.1,9.947
"8523","26.06.2004 13:00",52.7,5.7,1.1,2.85,344,21.3,11.481,52.9,11,2.3,1.03,298,23.3,10.337,57.3,4.7,1,0.51,42,22,10.924
"8524","26.06.2004 13:30",51.1,11.1,2.6,2.28,318,21.9,11.664,53.9,14.6,4.3,0.32,190,23.3,9.782,57.4,5.6,1.9,1.28,0,21.8,10.465
"8525","26.06.2004 14:00",52.5,12.2,2.5,2.45,306,22.5,11.26,57.2,11,2.1,0.5,274,23.7,9.346,59.9,3.6,0.5,1.1,329,22.4,10.35
"8526","26.06.2004 14:30",54.8,11.5,2.8,2.81,306,23.1,9.847,57.7,10.5,1.7,0.38,251,24.2,9.569,62,4.3,1,1.4,1,23.1,10.921
"8527","26.06.2004 15:00",55.9,10,1.9,2.41,313,23,10.369,58.6,10.3,1.6,0.35,269,24.5,9.143,62.9,4.6,0.7,1.42,343,23.2,10.212
"8528","26.06.2004 15:30",56.6,10.5,2,2.34,305,22.9,10.412,58,10.9,2.6,1.05,286,25.2,8.871,63.2,4.8,0.4,1,5,23.5,9.821
"8529","26.06.2004 16:00",54.5,14,2.7,2.42,316,22.9,10.998,59.7,12.9,3.7,1.15,289,24.6,9.736,63.4,6.8,1.3,0.58,169,24,9.909
"8530","26.06.2004 16:30",54.6,13.5,2.6,1.97,301,23.1,11.34,58.9,20.8,9.5,0.76,276,24.4,9.289,63.8,8.3,1.9,1.28,147,24.4,10.983
"8531","26.06.2004 17:00",56.4,10.9,2.3,1.22,310,23.7,11.27,60.5,11.6,1.2,0.42,298,24.6,10.187,65.6,7.9,1.2,1.3,146,24.7,11.077
"8532","26.06.2004 17:30",52.8,10.5,2.3,0.77,314,23.3,11.554,59.2,11.5,1.6,0.85,298,24.7,10.314,65.3,9.3,1.4,1.39,156,24.6,10.555
"8533","26.06.2004 18:00",48.2,9.8,1.7,1.17,237,23.1,10.019,NA,NA,NA,0.92,292,24.5,10.539,67.1,9,1.2,1.59,148,24.2,10.521
"8534","26.06.2004 18:30",44.6,12,1.8,1.19,265,21.3,10.819,NA,NA,NA,0.71,311,23.9,10.357,66.7,8.5,0.9,1.58,138,23.2,10.246
"8535","26.06.2004 19:00",28.3,21.7,2.5,0.29,330,20,12.454,54.9,11.2,0.8,0.64,328,23.1,11.276,60.3,16.2,1.3,1.16,140,22.7,9.963
"8536","26.06.2004 19:30",19.4,31.7,5.8,0.38,198,19.9,12.555,35.9,22.8,5.7,0.23,246,22.2,13.065,58.6,12.9,0.3,0.81,171,22.7,10.131
"8537","26.06.2004 20:00",15.5,25.8,1.9,1.25,176,19,12.964,27.9,24.2,5.2,0.19,181,21.2,13.334,52.1,13.8,0.8,0.64,169,22.2,10.707
"8538","26.06.2004 20:30",23.5,15.6,1.1,1.03,176,19.3,12.561,27,19.6,1.9,0.14,206,20.6,13.41,38.7,19.7,0.7,1.24,135,21.2,11.751
"8539","26.06.2004 21:00",28.9,12.1,0.9,1.47,129,18.8,12.156,36.3,11.5,0.7,0.37,330,20,12.454,43.2,14.5,0.9,0.94,144,21,12.295
"8540","26.06.2004 21:30",24.7,13.4,0.8,1.82,185,17.7,12.249,35.7,10.2,0.5,0.18,103,19.7,12.047,42.3,12.7,0.3,1.44,100,20.4,11.549
"8541","26.06.2004 22:00",28.5,11.7,0.6,1.06,174,17.9,11.713,29.4,14.2,2.8,0.13,75,19.2,12.395,31.6,21.1,0.4,1.25,135,19.7,12.121
"8542","26.06.2004 22:30",31.1,10.1,1,1.78,173,18,11.164,26.6,17.9,4.7,0.32,141,18.6,12.128,19.1,23.9,0.7,0.24,210,19.2,12.442
"8543","26.06.2004 23:00",19.2,18.6,1.7,0.22,161,16.8,11.915,27.8,8.2,0.5,0.19,84,17.7,12.076,24.9,19.8,0.7,1,284,18,12.165
"8544","26.06.2004 23:30",13.5,26.1,3.5,0.21,168,16.9,11.696,27.8,11.4,1.9,0.37,115,17.2,11.091,26.3,17,0.7,0.89,221,18,12.121
"8545","27.06.2004 00:00",21.4,16.6,2.1,0.22,175,16.7,11.334,26.5,8.3,0.5,0.26,119,16.4,10.811,31.6,7,0.2,1.21,249,16.6,11.045
"8546","27.06.2004 00:30",19.8,16,1.1,0.17,338,16.1,11.345,27.6,7.1,1.6,0.23,126,16.3,10.432,29.2,7.7,0.6,1.89,259,16.1,9.864
"8547","27.06.2004 01:00",14.9,19.1,1.9,0.22,190,15.8,11.117,28.7,5.8,0.7,0.31,125,16,9.947,27.4,11.5,0.7,1.7,260,16,9.747
"8548","27.06.2004 01:30",11.9,22.3,3.5,0.52,153,14.8,10.868,26.5,6.9,1.7,0.18,83,15.7,9.903,32.6,4.5,0.1,1.32,264,15.4,8.951
"8549","27.06.2004 02:00",16.9,14.5,1.1,0.3,133,15,10.649,24.4,6.7,0.9,0.16,87,15.6,10.067,31.2,5.1,0.3,2.23,258,15.2,7.951
"8550","27.06.2004 02:30",7.2,23.2,3.8,0.41,133,14.8,10.927,24.2,4.5,0.6,0.1,13,15.8,9.889,30.5,4.3,0.4,1.9,257,15.1,8.254
"8551","27.06.2004 03:00",7.5,26.5,7.9,0.94,154,15.2,10.701,21.2,6.5,0.5,0.02,80,15.7,9.859,29.3,4.4,0.5,2.52,258,15.2,8.116
"8552","27.06.2004 03:30",6.1,23.8,3.8,0.65,136,15.4,10.813,21.9,5.3,0.5,0.12,115,15.5,9.515,28.4,4.9,0.4,2.08,261,15,7.738
"8553","27.06.2004 04:00",7.1,20.7,3.8,0.56,153,14.7,11.269,22.9,5.4,0.9,0.15,32,15.9,9.426,29.4,4.8,0.5,1.49,257,15.1,7.761
"8554","27.06.2004 04:30",7.9,23.4,7,1.11,160,14.6,11.191,23,5,0.7,0.04,243,15.3,9.191,21.9,7.5,0.7,1.62,254,15,7.95
"8555","27.06.2004 05:00",10.3,18.4,3.4,0.05,242,15.4,10.691,18.9,7.7,1.1,0.26,4,15.2,9.316,23.9,6.8,0.8,1.14,266,14.3,8.414
"8556","27.06.2004 05:30",7.7,20.3,4.7,0.09,152,15.5,11.051,18.1,9,1.5,0.14,354,15.8,9.712,20,8.5,1.5,0.7,219,14.9,8.386
"8557","27.06.2004 06:00",7.9,23.3,7.3,0.48,183,16,11.595,13.8,15.5,3.9,0.11,32,16.3,9.964,17.1,8.4,2.4,1.22,270,14.6,9.024
"8558","27.06.2004 06:30",8.7,21.7,8.2,0.54,148,16.5,12.097,18.3,10.2,1.6,0.13,114,16.7,10.299,20.8,6.9,2,1.12,256,14.7,9.606
"8559","27.06.2004 07:00",10.6,19.1,7.3,0.29,116,16.9,12.053,20.4,13.5,4.6,0.25,103,17.7,9.868,19.7,11.4,4.4,0.49,213,15.7,10.077
"8560","27.06.2004 07:30",15.1,17.3,6.5,0.12,196,18.1,12.997,25.3,9.1,2.7,0.24,147,19,9.489,28.9,5.9,2.3,1.3,265,16.8,10.326
"8561","27.06.2004 08:00",19.9,11.3,3.7,0.6,124,19,12.159,24.8,8.7,2.5,0.42,152,19.7,10.709,31.2,10,3.6,1.12,261,18,9.824
"8562","27.06.2004 08:30",22.7,9.2,3.2,1.15,352,19.5,12.538,27.7,10.8,3.1,0.19,189,21.3,10.008,30.8,8.8,3.7,0.64,284,19,10.296
"8563","27.06.2004 09:00",31.1,6.7,2.4,1.19,351,20.9,12.438,28.2,13.1,4.2,0.85,283,22.6,11.259,32.6,10.5,4,0.63,284,20,11.621
"8564","27.06.2004 09:30",33.7,4.4,1.2,1.53,342,21.5,11.324,32.5,9.7,3.3,1.15,304,23,11.594,39.7,6.7,2.6,0.36,268,21.6,11.531
"8565","27.06.2004 10:00",35,5.7,1.9,1.71,323,21.8,11.916,37.4,9.7,3,0.97,283,24.3,11.411,48.5,5.6,1.9,0.34,108,22.9,11.811
"8566","27.06.2004 10:30",36.4,5.8,1.8,1.87,336,21.9,12.429,39.8,9.9,2.4,0.25,188,24.3,11.547,47.1,10.7,2.9,0.3,84,23.9,11.285
"8567","27.06.2004 11:00",39,6.7,1.6,1.77,337,21.9,12.457,40.1,10.7,2.2,0.39,151,24.3,12.176,46.6,9.5,2.9,1.15,153,24.6,12.053
"8568","27.06.2004 11:30",37.6,9.8,2.4,1.03,304,22,12.186,39.7,11.5,2.2,0.76,290,24.8,11.657,47.4,8.4,2.3,1.45,150,24.2,11.59
"8569","27.06.2004 12:00",33.6,10.9,1.9,1.05,359,21.8,12.989,43.1,7.2,1.2,0.61,330,24.4,11.33,50.6,6.5,1.5,1.92,145,23.9,12.069
"8570","27.06.2004 12:30",30.5,14.8,2.5,0.12,50,21.6,12.935,33.4,17,1.9,0.34,165,23.2,11.271,51.5,7.6,1.9,1.53,156,23.6,12.544
"8571","27.06.2004 13:00",22.2,24.5,5.9,0.46,191,22.4,14.765,29.4,21.7,5.4,0.22,101,23.7,13.5,51.6,6.4,1.7,1.09,143,23.8,12.419
"8572","27.06.2004 13:30",24.1,24,7.1,0.53,9,22.8,15.514,34.2,19.6,4.5,0.31,156,24,13.003,48.7,8.7,2.5,2.25,134,23.8,12.357
"8573","27.06.2004 14:00",32.5,16.2,4.9,1.22,356,24.9,15.439,36.4,22.4,6,0.49,157,25.7,13.482,56.2,8.7,1.7,2.18,143,24.3,12.752
"8574","27.06.2004 14:30",37.9,11.7,3.1,0.86,341,25.7,15.956,41.3,18.8,5.2,0.33,228,26.7,13.372,63.5,6.2,1.5,1.73,152,26.4,13.583
"8575","27.06.2004 15:00",40.7,13.3,3.1,2.37,338,24.4,15.196,38.9,22.6,6,0.21,218,27.3,12.862,64.3,5.7,1.1,1.29,162,26.5,14.21
"8576","27.06.2004 15:30",42.8,11.8,2.3,2.26,328,24.2,14.593,52.1,9.8,1.8,0.59,303,28,12.643,59.1,8.1,1.9,0.73,12,26.7,15.418
"8577","27.06.2004 16:00",NA,NA,NA,0.28,296,22.4,16.412,52.1,9.5,1.6,0.59,279,26.5,13.331,60.1,5.4,0.5,0.67,346,26.2,15.268
"8578","27.06.2004 16:30",NA,NA,NA,2.91,191,22.8,16.61,50.6,11.7,2.4,0.03,204,26.1,13.581,57.2,7.8,0.9,1.1,126,26.7,15.666
"8579","27.06.2004 17:00",32.8,8.9,2,0.42,217,23,17.212,45.1,12.9,1.9,0.3,173,25.6,14.44,55.2,5,0.3,2.44,117,25.4,14.349
"8580","27.06.2004 17:30",24.4,14.6,3.2,0.66,322,22.5,17.974,36.5,17.3,2.6,0.38,143,24.5,14.758,51.7,7.2,0.9,2.16,139,25,14.375
"8581","27.06.2004 18:00",20.3,12.6,2.9,0.49,124,22.5,18.756,34.5,17.9,2.5,0.19,213,24.6,15.244,51.8,5.4,0.5,1.27,131,24.7,14.628
"8582","27.06.2004 18:30",12.8,18.4,4,0.34,328,22.1,18.287,29.1,19.6,5.3,0.36,129,24.1,16.718,49.4,4.8,1,2.01,47,24.2,15.921
"8583","27.06.2004 19:00",20.6,14.6,3,0.93,295,20.6,17.63,36.8,13.7,3,0.92,354,24.1,16.468,47.2,5,0.6,1.78,46,23.2,17.403
"8584","27.06.2004 19:30",24.9,9,1.7,0.94,155,20.2,17.69,44.9,10.4,1.1,0.78,331,23.7,16.853,46.4,6.3,0.9,1.66,19,22.4,17.517
"8585","27.06.2004 20:00",19.7,13.7,1.8,0.41,150,20,17.587,34.1,15.9,2.3,0.54,299,22.9,16.589,42.7,6.6,1,1.54,6,21.9,17.829
"8586","27.06.2004 20:30",19.1,10,1.6,0.44,159,19.6,17.485,31.8,17.9,4.7,0.08,169,22.3,16.833,43,5.3,0.4,1.17,4,21.7,17.999
"8587","27.06.2004 21:00",14.4,13.8,2.2,0.23,247,19.2,17.431,17.9,22.4,3.2,0.4,295,21.5,17.462,28.2,14.1,0.2,0.52,175,21.6,18.16
"8588","27.06.2004 21:30",14,11.7,1.8,0.71,283,18.8,17.247,21.6,15.8,1.8,0.11,304,21,18.972,24.3,17.1,0,0.72,164,21.4,18.508
"8589","27.06.2004 22:00",17.1,9.2,1.3,1.26,144,18.9,17.416,28.8,9,0.6,0.09,76,20.9,18.655,31.2,8.3,0,0.93,171,21,18.808
"8590","27.06.2004 22:30",17.2,8,0.8,1.85,349,18.6,17.257,30.3,6.3,0.8,0.16,95,20.5,18.334,37.5,5.7,0.1,1.69,150,20.8,18.666
"8591","27.06.2004 23:00",19.9,8,1.3,0.49,243,18.9,17.45,28.7,6.3,0.6,0.25,144,20.2,17.93,33.8,4.8,0.1,1.64,152,20.3,17.973
"8592","27.06.2004 23:30",19.9,8,1.5,0.79,157,18.9,17.416,21.8,8.1,0.4,0.07,222,20.2,18.094,33.1,4.6,0.1,2.15,161,20.3,17.936
"8593","28.06.2004 00:00",21,6,0.7,1.31,97,18.7,17.218,24.7,9.2,0.7,0.07,263,19.8,17.409,34.4,4.1,0.2,1.66,152,20.1,17.685
"8594","28.06.2004 00:30",22.1,6.3,0.9,0.76,156,18.6,17.223,26.6,8.1,0.7,0.11,345,19.9,17.599,30.8,4.1,0.4,1.46,167,19.8,17.88
"8595","28.06.2004 01:00",20.7,6.4,0.9,1,155,18.5,17.158,26,6.1,0.8,0.23,306,19.6,17.503,31,3.9,0.5,1.96,126,19.6,18.072
"8596","28.06.2004 01:30",17.3,7.2,1,0.16,279,18.3,17.08,23.4,7.1,0.8,0.16,315,19.6,17.413,30.2,3.6,0,1.49,161,19.5,17.956
"8597","28.06.2004 02:00",16.2,6.9,0.7,0.29,354,18.5,17.278,21.1,8.5,0.8,0.25,124,19.6,17.558,30.2,3.8,0.2,1.58,162,19.5,17.834
"8598","28.06.2004 02:30",16.8,5.8,1.1,0.99,133,18.5,17.244,19.3,8.3,1.1,0.09,298,19.8,17.773,30,4.1,0.6,2.15,163,19.5,17.904
"8599","28.06.2004 03:00",11.2,10,2.3,0.6,242,18.4,17.179,17.1,8.9,1.1,0.1,339,19.7,17.656,30,3.8,0.6,1.77,160,19.3,17.6
"8600","28.06.2004 03:30",11.7,9.1,1.1,0.22,64,18.3,17.114,16.9,11.5,1,0.24,303,19.5,17.279,26.6,4.3,0.7,1.64,146,19.2,17.695
"8601","28.06.2004 04:00",7.7,14.2,3.5,0.54,194,18.2,17.1,17.2,11.3,0.5,0.25,314,19.4,17.253,23.4,4.4,0.5,0.84,147,19.3,17.759
"8602","28.06.2004 04:30",7.3,22.4,11.2,0.25,122,18.2,17.083,12.4,13.4,1,0.26,345,19.4,17.415,19.4,5,0.6,1.2,121,19.4,18.014
"8603","28.06.2004 05:00",3.4,30.6,15.8,0.12,25,18.1,17.017,7.8,26.7,10.1,0.07,88,19.5,17.495,14.3,8.9,0.7,0.9,168,19.4,17.98
"8604","28.06.2004 05:30",1.2,43.5,27.3,0.41,331,18.2,17.083,5,32.2,15.6,0.04,72,19.7,17.674,10.1,10.8,1.1,0.57,158,19.4,17.823
"8605","28.06.2004 06:00",1.7,54.8,37.3,0.18,78,18.4,17.332,3.6,25.2,8.4,0.21,354,19.7,17.817,4,31.4,16.9,0.48,117,19.4,18.153
"8606","28.06.2004 06:30",0.6,67.1,48.3,0.81,184,18.5,17.347,4.2,35.8,17.7,0.15,203,19.9,17.799,1.8,47,29,0.22,301,19.5,18.131
"8607","28.06.2004 07:00",2,55.3,36.8,0.97,135,18.7,17.373,4.6,31.2,13.2,0.09,236,20.1,17.941,14.6,16.1,5.4,0.68,170,19.8,18.218
"8608","28.06.2004 07:30",2.8,40.4,23,1.25,166,18.9,17.433,6.4,27.7,10.3,0.14,201,19.7,17.292,14.2,17.9,4.8,1.71,148,19.5,17.728
"8609","28.06.2004 08:00",4.7,30.3,14.9,0.73,142,19.1,17.333,6.7,25.5,8.4,0.34,294,19.7,17.365,18.7,11.7,2.3,1.3,146,19.8,17.573
"8610","28.06.2004 08:30",7.7,23.8,9.9,0.24,103,19.4,17.361,5,31.5,12.4,0.19,302,19.6,17.046,13.3,19.1,4.6,0.87,145,20.1,17.236
"8611","28.06.2004 09:00",5.1,41.8,26.1,0.7,306,19.5,17.71,5.5,30.4,12.3,0.09,186,20,17.327,14.7,17.2,3.9,0.82,170,20.2,17.41
"8612","28.06.2004 09:30",6.2,40.6,22.7,0.51,282,19.7,17.71,5.3,37.1,19.3,0.22,157,20.1,17.48,14.3,18.1,5,0.51,125,20.6,17.342
"8613","28.06.2004 10:00",10.9,29.5,15.9,0.19,258,21,18.268,7.5,26.3,9.8,0.4,308,20.5,17.399,10.1,20.6,5.9,1.32,145,20.2,17.522
"8614","28.06.2004 10:30",14.2,23.2,11.9,1.73,343,21.1,18.404,11.9,23.8,10.3,0.25,291,21.2,17.553,18.9,11,4.7,0.26,99,20.2,17.522
"8615","28.06.2004 11:00",21.4,13.4,5.1,0.79,346,21,17.537,17.4,20.3,9.2,0.34,256,22.3,17.205,17,12.5,4.7,1.75,7,20.7,16.848
"8616","28.06.2004 11:30",22.4,15.4,6.4,1.57,317,21.8,17.773,19.6,16.6,6.7,1.35,292,22.5,17.047,21.1,11.6,4.9,1.62,15,20.8,17.322
"8617","28.06.2004 12:00",23.8,10.9,4.3,2.19,344,21.3,17.45,23.5,16.7,7.5,1.23,292,23.1,16.779,26.8,7,2.8,2.32,12,21.7,17.737
"8618","28.06.2004 12:30",27.2,9.3,3.7,1.18,358,22.7,17.216,28.8,11.8,4.6,1.43,300,23.9,16.653,35.6,4.6,1.8,1.87,46,21.4,17.243
"8619","28.06.2004 13:00",28.6,14.4,5.8,1.51,328,22.9,16.728,35.6,10.4,3.5,1.69,296,24.5,16.488,39.5,4.5,1.3,1.88,33,21.6,16.205
"8620","28.06.2004 13:30",30.9,14.3,4.1,1.54,323,22.7,15.952,36.3,12.8,3.8,2.25,287,23.4,15.858,39.4,5.8,1.8,2.17,25,22.1,16.125
"8621","28.06.2004 14:00",32.3,15.1,4.1,1.85,314,22.5,15.786,41.4,9.5,2.8,2.32,288,22.7,14.922,40.1,7.1,1.9,3.12,343,21.8,15.026
"8622","28.06.2004 14:30",35.8,13,4.3,3.75,333,22.6,15.569,44.8,8.3,1.8,1.56,283,23,14.691,42.7,6.4,1.9,2.81,348,21.5,13.692
"8623","28.06.2004 15:00",40,9.2,2.7,4.65,339,21.8,15.816,47.5,7.9,1.7,1.38,282,23,13.728,46.4,5.3,1.7,1.65,22,21.9,14.194
"8624","28.06.2004 15:30",41.8,8.2,1.6,4.42,342,21.9,15.521,46.9,9.2,1.8,0.9,307,23,13.339,49.3,5,1.2,1.95,36,22,13.441
"8625","28.06.2004 16:00",41.9,13.3,3.3,3.58,335,22.3,15.212,49,8.8,2,0.98,307,23,12.94,47.8,5.5,1.3,1.76,359,22.3,13.021
"8626","28.06.2004 16:30",37.4,25.1,10.3,2.66,326,22.1,15.095,47.3,11.4,3.1,1.03,304,23.3,13.275,50.5,5.1,1,1.26,346,22.5,13.014
"8627","28.06.2004 17:00",37.9,29.4,12.6,2.17,329,21.9,14.785,47.5,11.1,2.9,0.99,303,23,13.226,48.5,5.7,1,1.03,21,22.1,12.945
"8628","28.06.2004 17:30",35,29.4,8.8,1.98,304,21.4,14.456,47.3,9.4,1.1,0.78,320,22.7,13.339,48.9,5.6,1,0.61,44,22.1,13.349
"8629","28.06.2004 18:00",31.9,25.3,3.8,1.48,313,21.4,14.288,50.5,9.1,1.6,0.54,344,22.5,13.014,52.7,6.7,1.2,1.01,53,22.2,13.147
"8630","28.06.2004 18:30",32.7,23.7,3.9,1.29,323,21.1,14.667,46.4,10.7,1.8,0.55,313,22.6,13.492,54.6,5.7,0.3,1.24,24,22.4,12.893
"8631","28.06.2004 19:00",35.3,13.7,1.3,0.57,12,20.7,14.811,44.9,10.6,1.3,0.58,327,22.3,13.879,52.3,6.2,0.2,0.9,13,22.3,12.689
"8632","28.06.2004 19:30",20.1,18.4,3.3,0.32,100,20.4,16.516,47.4,7.5,0.6,0.76,356,21.9,13.84,51.9,5.9,0.8,1.21,17,21.8,12.502
"8633","28.06.2004 20:00",14.8,15.4,1.9,0.77,122,20.2,16.541,34.9,14.5,2.9,0.13,301,21.3,14.694,44.1,7.1,0.5,1.1,14,21.5,12.762
"8634","28.06.2004 20:30",10.6,24.2,4.9,0.38,304,19.7,16.153,28.3,13.1,1.7,0.16,179,20.7,14.856,42.4,6.4,0.8,1.15,354,21.2,13.309
"8635","28.06.2004 21:00",9.6,21.6,3.9,0.56,143,19.5,16.537,29.2,11.4,2.6,0.24,158,20.5,14.665,44.5,5,0.3,1.52,342,20.8,12.213
"8636","28.06.2004 21:30",15.5,13.3,1,0.71,155,19.2,16.412,27.8,9.7,0.8,0.16,244,20.4,14.968,36.8,7.5,0.6,0.93,1,20.5,10.112
"8637","28.06.2004 22:00",11.4,14.3,1.3,0.32,341,19,16.477,28.4,9.4,0.9,0.11,87,20,14.54,32.9,10.6,0.9,1.65,282,20.2,9.806
"8638","28.06.2004 22:30",12.9,14.4,1.2,0.86,341,18.8,16.463,32.5,7.8,1.1,0.14,158,20,14.075,36.8,5.6,0.7,1.52,288,19.8,10.231
"8639","28.06.2004 23:00",23.2,11.6,1.4,0.78,272,18.8,15.375,34.7,7,1.1,0.43,359,20,13.575,35,5.8,0.5,1.28,321,19.8,9.839
"8640","28.06.2004 23:30",25.5,8.1,0.5,0.34,43,18.9,14.902,38.3,6.7,0.8,0.32,330,20.1,12.174,37.1,5.5,0.6,1.58,324,19.2,10.137
"8641","29.06.2004 00:00",37.9,5.4,0.2,1.35,332,19.1,12.464,35.8,6.2,0.9,0.16,101,19.5,12.774,33.6,5.6,0.5,1.07,347,18.9,9.884
"8642","29.06.2004 00:30",31.4,5.8,0.7,0.25,121,18.6,13.002,32.7,5.2,0.8,0.05,238,19,12.624,23.3,8.3,0.3,0.63,324,18.1,10.614
"8643","29.06.2004 01:00",38.9,5.4,0.6,1.44,295,19,10.965,33,5.1,1.2,0.08,168,19,11.85,22.2,6.6,0.7,1.51,283,17.4,11.962
"8644","29.06.2004 01:30",36.9,4.4,0.8,1.84,31,19.3,11.17,41.4,4.8,1,1.54,289,19.4,10.08,23.7,5.8,0.4,1.29,290,17.2,11.619
"8645","29.06.2004 02:00",42.9,4.1,1,2.99,351,19.3,10.257,40.9,4.7,0.8,1.49,292,19.1,9.828,22.7,6.2,0.5,0.94,300,17.1,11.195
"8646","29.06.2004 02:30",43.1,4,1.3,5.33,5,19.2,9.975,37.4,5.4,1.1,0.38,7,18.4,10.452,21.2,7.2,0.7,1.77,269,16.7,11.249
"8647","29.06.2004 03:00",43,4,1,2.9,348,19,9.517,36.5,5.3,0.9,1.13,340,18,10.713,22.2,6.7,0.9,1.87,273,16.2,11.109
"8648","29.06.2004 03:30",42.1,4.3,0.7,2.73,316,18.5,9.855,34.4,5.9,0.9,1.37,354,17.6,10.948,16,8.3,1,1.8,269,15.8,11.28
"8649","29.06.2004 04:00",38.6,6.3,0.7,2.37,317,18.2,10.037,34.7,5.9,0.9,0.96,339,17.4,10.549,8.5,19.3,4,1.52,291,15.3,11.295
"8650","29.06.2004 04:30",35.8,10.3,2.1,2.41,311,17.8,9.963,33,7.5,1.4,0.89,324,17.2,10.752,6.6,26.2,7.7,1.35,282,14.9,11.005
"8651","29.06.2004 05:00",33.6,13.1,2.7,2.7,305,17.6,9.996,31.1,8.2,1.1,1.24,343,16.9,10.738,8.7,27.1,9.6,1.65,284,14.6,10.538
"8652","29.06.2004 05:30",30.9,17.6,4.7,2.77,304,17.5,9.878,27.7,10.9,1.3,1.02,358,16.6,10.696,6,36.4,16.9,1.71,262,14.8,10.315
"8653","29.06.2004 06:00",28.5,20.4,5.4,1.81,311,17.5,9.656,22.6,21.4,6.7,0.11,25,16.7,10.614,6.8,43.8,23.1,1.52,274,14.9,10.371
"8654","29.06.2004 06:30",27,21.9,6.6,1.77,329,17.6,10.142,21.2,18.7,4.6,0.13,263,17.1,11.151,9,46.7,25.1,1.04,271,15.6,10.407
"8655","29.06.2004 07:00",27.5,21.8,5.9,1.56,330,17.7,10.041,26.5,13.4,2.9,0.39,283,17.7,11.135,22.5,20.6,5.3,0.72,337,16.5,9.95
"8656","29.06.2004 07:30",30.3,14.4,3.8,1.84,355,18.1,11.094,31.7,11.8,2.4,0.43,284,17.7,10.285,25.3,17.9,4.7,1.18,16,16.7,8.63
"8657","29.06.2004 08:00",27.9,19,5.5,2.13,347,18.3,11.236,29.3,13.7,2.4,1.02,314,18,10.761,33.5,11.7,3.8,0.92,51,17.1,9.354
"8658","29.06.2004 08:30",36.9,10.2,2.4,3.28,337,18.6,9.684,29.9,15.1,2.9,0.77,329,18,10.151,36.3,9.7,3.1,0.86,14,17.3,8.261
"8659","29.06.2004 09:00",39.8,9.6,2.3,2.66,337,19.7,10.248,35.2,13.9,3.7,0.39,263,19.1,9.936,40.2,5.2,2.5,1.59,14,18,8.643
"8660","29.06.2004 09:30",43.9,8.1,2.2,2.07,322,20.2,9.571,37.8,14.2,3.9,1.36,293,20,9.593,44.2,5.4,2.4,1.87,44,18.9,9.964
"8661","29.06.2004 10:00",43.5,10.7,3.4,3.21,334,20.6,10.174,42.9,12.5,3.7,1.52,301,20.4,9.092,47.1,5.6,2.4,2.23,17,19.4,9.469
"8662","29.06.2004 10:30",46.5,9,2.6,4.38,339,21.4,10.793,43.2,12.5,3.5,1.29,306,20.8,9.55,48.2,5.6,2.1,2.06,22,19.3,9.235
"8663","29.06.2004 11:00",50,6.9,1.8,5.1,342,21.4,9.945,47.7,11.2,2.4,1.34,297,21.8,9.61,50.1,6.1,2.1,2.09,71,19.8,9.582
"8664","29.06.2004 11:30",52.4,6.9,2,5.55,342,21.6,9.876,49.8,13,3.2,1.13,283,21.9,9.339,54.2,6.4,2.2,2.06,60,20.1,9.42
"8665","29.06.2004 12:00",55.2,6.1,1.7,6.44,347,21.9,9.105,52,14.6,3.9,0.5,185,22.1,9.048,56.2,6,1.8,1.78,19,20.6,9.519
"8666","29.06.2004 12:30",56.4,6.5,1.8,6.42,347,22.4,9.285,55.2,9.8,2.3,0.95,273,23,8.831,56,6.8,1.8,1.64,333,20.5,9.029
"8667","29.06.2004 13:00",57.4,6.6,1.7,6.06,344,22.7,9.997,57,10.1,2.7,0.71,271,24,9.049,58.7,5,0.7,1.55,350,21,9.392
"8668","29.06.2004 13:30",60,7.3,1.8,6.32,345,22.4,10.22,59.2,8.5,1.8,1.83,286,24,9.54,58.8,5.1,0.9,1.35,15,21.9,9.339
"8669","29.06.2004 14:00",61.2,7.5,1.8,6.16,346,22.6,10.596,60.1,8.8,1.8,1.51,286,24.3,9.62,58.2,5.8,1.1,2.14,7,21.1,8.548
"8670","29.06.2004 14:30",62.4,7.3,1.8,6.07,345,22.5,10.409,59.6,10.8,2.8,1.5,286,24.5,9.987,61.2,6,0.8,2.02,336,21.7,9.616
"8671","29.06.2004 15:00",61.3,7.9,1.4,5.4,340,21.7,10.527,60.8,7.9,1.6,1.7,284,24.7,9.977,61.5,6.4,0.9,1.46,27,21.5,9.434
"8672","29.06.2004 15:30",61.7,7.4,1,5.31,341,21.8,10.892,59.3,10.6,2.6,1.18,283,24.3,9.469,62.2,6.8,1.3,1.8,8,21.6,8.867
