"","id","name","location","river","stationDescription","catchmentDescription","hydrometricArea","operator","haName","gridReference","stationType","catchmentArea","gdfStart","gdfEnd","farText","categories","altitude","sensitivity","lat","lon","Region","RecordedYears"
"909","45008","Otter at Fenny Bridges","Fenny Bridges","Otter","Velocity-area station, incorporated in middle section of 3-arch bridge, with Flat V control and cableway. Bridge invert acts as control at high levels. Right bank likely to be over-topped at 2.2m stage when bypassing is likely. Old weir repaired in 1994. Minor surface water abstractions in catchment, for public water supply, but generally natural flow regime.","Rises in the Greensand and Gault Clay of the Blackdown Hills. Keuper Marl in the lower reaches. Heathland, pasture and a range of agriculture. Includes town of Honiton.","45","Environment Agency - Devon and Cornwall","Exe Group","SY114985","Flat V/Velocity-area",104.2,1974,2014,"P: Runoff reduced by public water supply abstraction.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",54.7,13.7,50.7792846047028,-3.25805208220771,"South West (England)",40
"910","45009","Exe at Pixton","Pixton","Exe","Full range velocity-area station in natural section immediately d/s of bridge. Shallow rock bar d/s of station is natural low flow control. Influence of bridge soffit upstream of station is unknown, although rating is reliably extrapolated to bankfull. Minor abstractions in catchment; low flows significantly affected by Wimbleball Reservoir post-1979.","Headwaters rise on Exmoor. Solid geology, predominantly (95%) Upper Devonian Grit and Shale; transitional group, between Devonian and Carboniferous, to the south. Catchment is virtually drift free. Land use: moorland, rough grazing, forestry.","45","Environment Agency - Devon and Cornwall","Exe Group","SS934259","Velocity-area",159.7,1966,2014,NA,"FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",128,13.3,51.0225567271982,-3.52128115850343,"South West (England)",48
"911","45010","Haddeo at Hartford","Hartford","Haddeo","Velocity-area station located in steep wooded valley, approximately 1km downstream of  Wimbleball Reservoir. Flows heavily influenced by reservoir regulation.","","45","Environment Agency - Devon and Cornwall","Exe Group","SS952294","Velocity-area",50,1973,1979,NA,"HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",164,NA,51.0543498960319,-3.49663977094615,"South West (England)",6
"912","45011","Barle at Brushford","Brushford","Barle","Velocity-area station at road bridge 800m upstream of confluence with River Exe. Natural bed control at low flows with channel control at medium / high flows. Unstable relationship below ~1m (~25 cumecs). Rating reviewed in 2012 and modelled stage-discharge relationship applied to historic record above this level.","Drains high moorland (Exmoor) in west Somerset. Steep, wooded valley sides in lower catchment.","45","Environment Agency - Devon and Cornwall","Exe Group","SS926258","Velocity-area",128,1967,2014,"N: Natural to within 10% at the 95 percentile flow.","FUTURE_FLOWS,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",128,NA,51.0215087802562,-3.53265358053369,"South West (England)",47
"913","45012","Creedy at Cowley","Cowley","Creedy","Velocity-area station in deep cutting. Rock bars form low flow control. Flood flows contained by railway tracks on the left bank and, on the right bank, by rock walls and a newly constructed Crib wall (March 2006) which extends along a large section upstream of the control. Bypassing minimal but occurs on left bank at very high flows. February 1995 flows missing due to station hut replacement. River bed re-profiled (shoal removed) following construction works in 2006, with multiple low flow ratings required since then due to shoaling. Flows above ~12 cumecs derived from modelled rating, though peak flows in 1999 and 2000 still considered overestimated.","A v-shaped catchment draining moderate to high relief valleys to the N and W. Predominantly Culm Measures, sandstones and shales with some Permo-Triassic breccias and sandstones near Crediton. Land use: low-grade agriculture, grazing and forestry.","45","Environment Agency - Devon and Cornwall","Exe Group","SX900967","Velocity-area",261.6,1964,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",14.2,10.8,50.7594354449963,-3.56093822093346,"South West (England)",50
"914","45013","Tale at Fairmile","Fairmile","Tale","US system installed in May 2010 to replace problematic EM flow gauge, itself installed in Jan 1999 to overcome problems of unstable bed control at earlier VA station. Proportionally high summer flows due to groundwater augmentation from regionally important aquifer. DMFs removed from NRFA from Sep 1997 to Jan 1999. Complex rating history, with considerable scatter in high flow gaugings. Some flows between Sep 2008 and March 2009 considered suspect. Period of record currently under review by EA (2010).","Upper catchment: Greensand and Gault Clay of Blackdown Hills; lower reaches: Keuper Marl. Otter Sandstone (aquifer) to the south provides regionally important groundwater supply. Rural, 80% agricultural land use.","45","Environment Agency - Devon and Cornwall","Exe Group","SY088971","Ultrasonic",34.4,1978,2014,"N: Natural to within 10% at the 95 percentile flow.","FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",48.2,NA,50.7662946058038,-3.29457248760103,"South West (England)",36
"915","45816","Haddeo at Upton","Upton","Haddeo","","","45","Environment Agency - Devon and Cornwall","Exe Group","SS988288","Flat V",6.7,NA,NA,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,51.0496027360955,-3.44512563090871,"South West (England)",NA
"916","45817","Unnamed Stream at Upton","Upton","Unnamed Stream","","","45","Environment Agency - Devon and Cornwall","Exe Group","SS988289","Flat V",1.9,NA,NA,NA,"FEH_QMED,HIFLOWS_INCLUDED,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,51.0505016656204,-3.44515361639809,"South West (England)",NA
"917","45818","Withiel Florey Stream at Bessom Bridge","Bessom Bridge","Withiel Florey Stream","","","45","Environment Agency - Devon and Cornwall","Exe Group","SS980326","Flat V",9.9,NA,NA,NA,"FEH_QMED,HIFLOWS_INCLUDED,NRFA,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW",NA,NA,51.0836201086811,-3.45760759353435,"South West (England)",NA
"918","45819","Yeo at Collard Bridge","Collard Bridge","Yeo","","","45","Environment Agency - Devon and Cornwall","Exe Group","SS595356","Flat V",79.6,1995,2014,NA,"FEH_QMED,HIFLOWS_INCLUDED,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016",NA,NA,51.1024363728602,-4.00811916422647,"South West (England)",19
"919","46002","Teign at Preston","Preston","Teign","Velocity-area station, channel width approximately 15m. Cableway removed but steel footbridge remains. Bypassing on right bank occurring at greater frequency due to bank erosion some distance upstream. Some accommodation of bypass flows in historic rating. Flow measurement effectively ceased in May 2007 but level recording remains. Low flow control is a downstream gravel shoal. Four reservoirs and various water reclamation works have minor affect on low flow regime.","Bulk of the river system rises on Dartmoor Granite moorland, and traverses a complex of Devonian and Carboniferous shales, sandstones and cherts before its wide alluvial valley crosses Tertiary sands and clays. Land use: low-grade agriculture and woodland.","46","Environment Agency - Devon and Cornwall","Dart Group","SX855745","Velocity-area",381,1956,2007,NA,"HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",3.8,9.3,50.5590047528874,-3.61783877277422,"South West (England)",51
"920","46003","Dart at Austins Bridge","Austins Bridge","Dart","Velocity-area station with cableway, main channel approximately 30m wide. Rock step forms downstream control. Channel contains the mean annual flood. Bypassing occurs on right bank above 4.2m. Well rated. Records available from October 1958 but unreliable prior to May 1960. Regulation of surface water and groundwater. Venford Reservoir operation and exports via the Devonport Leat affect low flows. Short period of naturalised flows available.","Responsive catchment with upper two thirds draining moorland associated with Dartmoor Granite; lower third is of Carboniferous shales and sandstones. Steep relief in headwaters and at Granite boundary. Land use: low-grade agriculture and woodland.","46","Environment Agency - Devon and Cornwall","Dart Group","SX751658","Velocity-area",247.6,1958,2014,NA,"FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NHMP,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",22.4,7.8,50.4786709083957,-3.76167753235347,"South West (England)",56
"921","46005","East Dart at Bellever","Bellever","East Dart","Velocity-area station, channel width approximately 11.5m; cableway approximately 26m. Natural rock step provides the control, with a containment berm on the lb. Small bypassing on left bank in highest floods. Velocity-area rating, revised in early 1980s due to shifting natural control. Responsive, natural catchment. Flood warning station.","Steep, very wet upland catchment, draining peat-covered Dartmoor Granite. Land use: moorland in the upper catchment, low grade agriculture and woodland in the lower.","46","Environment Agency - Devon and Cornwall","Dart Group","SX657775","Velocity-area",21.5,1964,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",309,10,50.5817507018818,-3.89830221981351,"South West (England)",50
"922","46006","Erme at Ermington","Ermington","Erme","Velocity-area station with cableway and low level Flat V control approximately 9.4m wide. Stony river bed. No bypassing. Well rated. Non-modular at 0.3m. Significant flow modifications by abstractions for public water supply and sewage effluent returns from Ivybridge.","Narrow, linear, north-south trending catchment draining southern flank of Dartmoor Granite. Headwaters in plateau-like moorland; main river section in steep, deeply incised valley with short tributaries. Off granite, Devonian Slates widely blanketed with river gravel and alluvium. Responsive catchment. Land-use: moorland in the upper catchment; predominantly low-grade agriculture elsewhere. Catchment includes town of Ivybridge.","46","Environment Agency - Devon and Cornwall","Dart Group","SX641532","Velocity-area",43.5,1973,2014,NA,"FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",7.9,16.6,50.3629713870476,-3.91205435928366,"South West (England)",41
"923","46007","West Dart at Dunnabridge","Dunnabridge","West Dart","Informal Flat V low flow control 13.5m wide between stone batter wing walls. Cableway span 30m. In straight reach between two right hand bends. High possibility of out-of-bank flow; bypassing occurs. Upper 40% of catchment affected by interception from Devonport and Prison leats that feed Burrator Reservioir. Closed between 1981 and 1991.","Responsive, upland catchment of subdued relief, high on Dartmoor Granite plateau. Land-use: low grade agriculture, peat moorland.","46","Environment Agency - Devon and Cornwall","Dart Group","SX643741","Velocity-area",47.9,1972,2014,"P: Runoff reduced by public water supply abstraction.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",283.8,NA,50.5508680468158,-3.91682423171097,"South West (England)",42
"924","46008","Avon at Loddiswell","Loddiswell","Avon","Velocity-area station. Cableway span 25.5m. Natural bed control, re-rated at low flows. No bypassing. Station closed between 6/10/1981 - 11/05/1990. Reservoir in catchment affects runoff. Some regulation from surface water and groundwater abstractions.","Drains southwards from Dartmoor Granite. Predominantly Lower Old Red Sandstone in lower reaches, Culm Measures between. Alluvium in valley bottom. Land-use: rural, grazing and woodland in steeply incised valley.","46","Environment Agency - Devon and Cornwall","Dart Group","SX718475","Velocity-area",102.3,1971,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",5.9,NA,50.3134644314555,-3.80191383923201,"South West (England)",43
"925","47001","Tamar at Gunnislake","Gunnislake","Tamar","Velocity-area station with a wide, shallow channel and rocky bed, cableway span 47m. Informal Flat V bed control installed in 1989. Access problem at high flows. Shifts in rating pre-1989 due to changes in natural bed control. Good range of gaugings, reliable rating especially since 1991. Construction of Roadford Reservoir on the River Wolf may have significant effect on low flows from 1989. Abstraction for PWS, industrial and agricultural uses; some effluent returns.","Fairly responsive, rural catchment of moderate relief, draining very disturbed lower Carboniferous slates, shales, grits and volcanics. Significant alluvial flats in middle reaches; Devonian slates low down. Land use: range of agriculture, grazing and forestry.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX426725","Velocity-area",916.9,1956,2014,NA,"FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",8.2,7.1,50.5310470697406,-4.22222464232759,"South West (England)",58
"926","47002","Tamar at Werrington","Werrington","Tamar","Velocity-area station, discontinued in 1961.","Rural catchment of moderate relief. Land use: range of agriculture, gazing and forestry.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX342886","Velocity-area",232.1,1956,1961,NA,"HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",57,NA,50.6733890942935,-4.34783475853313,"South West (England)",5
"927","47003","Tavy at Lopwell","Lopwell","Tavy","Compound broad-crested weir 75m wide with fish pass and intake for hydroelectricity generation; outlet of  Lopwell Dam, which acts at tidal barrage. Over-topping only during very exceptional floods. Gauged daily flows missing October 1959 - July 1974 and August 76. Data patchy in 1979 and up to station closure in 1980. Variety of artificial influences upstream.","","47","Environment Agency - Devon and Cornwall","Tamar Group","SX474650","Miscellaneous",205.9,1957,1980,NA,"HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",2.7,NA,50.464919737162,-4.15148416969503,"South West (England)",23
"928","47004","Lynher at Pillaton Mill","Pillaton Mill","Lynher","Velocity-area station, channel approx. 10.6m wide, cableway span 16.9m. D/s shoal as control. Left hand entrainment bank removed in 1990, prior to which bankfull level only thought to have been exceeded once in record (Dec-1979). Since 1990 bypassing occurs more readily; floodplain flows ungauged. Generally reasonable rating, well gauged through range but limited confidence in upper range. Rating shift due to mobile bed and control. Rating reviewed in 2012 and improvements applied to historic record. Out-of-bank flows now calculated using model-derived rating. Data pre-March 1966 not rerated and are therefore uncertain though plausible. Imports from Sibleyback Reservoir exceed direct PWS abstraction, moderate net affect at low flows.","Headwaters rise on Bodmin peat-covered granite moorland; thence Devonian slates and volcanics; middle reach crosses a Carboniferous shale and sandstone inlier. Drift restricted to alluvium. Land use: low grade agriculture, grazing and forestry.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX368625","Velocity-area",135.5,1963,2014,"P: Runoff reduced by public water supply abstraction.","FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",8.5,13.8,50.4395991895676,-4.29962396434287,"South West (England)",51
"929","47005","Ottery at Werrington Park","Werrington Park","Ottery","Informal Flat V low flow control 10m wide with good straight approach; 18m cableway extends over flood banks. Insensitive at low flows given wide section. Revised low flow rating 2002 involves whole record reprocessing. Reaches bankfull on lb in larger floods and then bypassed on rb. Rating to be reviewed due to bias and gauging deviation. Closed 1981-91. Sensibly natural although runoff influenced by gw abstraction/recharge and some effluent returns.","Responsive, predominantly natural catchment of moderate relief draining eastwards from coastal hills, comprising mainly Devonian shales and grits and Carboniferous Culm Measures. Land use: rural, grazing and low grade agriculture, minor forestry.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX337866","Velocity-area",120.7,1963,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",54.7,13.5,50.6552760670658,-4.35400537114404,"South West (England)",51
"930","47006","Lyd at Lifton Park","Lifton Park","Lyd","Originally a velocity-area station, superseded in 1968 by a shallow, rectangular, concrete flume to overcome low-flow measurement problems. Flume has side and bed contractions, throat 3.5m wide, 0.38 m deep, and is flanked by broad crested weirs in 7.9 m wide channel. Wooden structure added to central channel to aid fish movement. Gentle approach bend. Cableway 5 m upstream of present position prior to 1977. Largest floods may exceed bankfull and bypass station. Peak flows of 1979 and 2000 thought to have been contained. New medium and high flow ratings developed in 2007 including high flow gaugings and applied to flows back to 1975. Upper limb extended to out-of-bank flows using modelling. Station closed 1981-88. Flows significantly affected by Roadford Reservoir after 1988.","Moderate to high relief catchment draining Carboniferous Culm Measures (shales and sandstones). Land-use: wholly rural; moorland headwaters, forestry in main valleys, rough grazing, low grade agriculture.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX388842","Flume/Velocity-area",222.9,1963,2014,NA,"FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",47.8,11.4,50.6351451834073,-4.2808728004613,"South West (England)",51
"931","47007","Yealm at Puslinch","Puslinch","Yealm","Flat V weir installed 2002, with downstream level measurement to calculate drowned flows. Modular at 0.82m. Prior to 2001 station consisted of a low flow rectangular flume, 4.7m throat width, side and bottom contractions, this, in turn, superseded a velocity-area station in July 1967. Bankfull approx. mean annual flood level; downstream bridge truncates peaks. Prior to 2000 station was bypassed. Entrainment banks rebuilt in 2001, as have overtopped in the past. Closed from Sept 2001 to Nov 2002 for installation of new weir. POR maximum flow of 46.2 cumecs in Dec 2000 is an estimate provided by the EA, which is thought to be reasonable. Good rating, well-gauged across the flow range. Lower end re-rated in 2011 and earlier flows recalculated. No liability to backwater or tidal influence. Moderate influence from public water supply and industrial/agricultural abstractions and imports.","South Dartmoor catchment with rapid response. Headwaters drain Dartmoor Granite and metamorphosed Devonian slates. Most of catchment underlain by Devonian shales and tuffs with subordinate limestone. Land use: meadowland, arable and low grade agriculture.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX574511","Flat V",54.9,1963,2014,NA,"FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",5.5,18.9,50.3425106526253,-4.00539827968413,"South West (England)",51
"932","47008","Thrushel at Tinhay","Tinhay","Thrushel","Three-bay compound Crump profile weir, crests of 3.66m and 10.97m (total) length. Weir modular to structure full (2.74m) but unverified; floodbanks would contain flow for a further 0.96m; such flow extrapolated from theoretical rating. May back up from d/s conditions. Low flows significantly affected after 1988 by Roadford Reservoir (storage, pumped water transfers and HEP). Previously natural catchment.","Catchment of moderate relief draining shales and sandstones of Carboniferous Culm Measures. Significant terrace gravels lower down in main valley. Land use: rural; grazing and low grade agriculture.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX397855","Compound Crump weir",112.7,1969,2014,NA,"FEH_POOLING,FEH_QMED,FRIEND-EWA,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2003,WEB_SUMMARY_2003",55.5,32.5,50.6470750039657,-4.26871936274653,"South West (England)",45
"933","47009","Tiddy at Tideford","Tideford","Tiddy","Crump profile weir 5.5m wide, wing walls 2.3m high with subsidiary floodbanks. Weir fully modular when flow within flood banks. High flows gauged at road bridge. No bypassing. Theoretical rating. Few gaugings at low flows. Good site and record. Natural flow regime.","Elongated, linear, natural catchment. Headwaters rise from southernmost outcrop of Bodmin granite. Great bulk of the catchment on Devonian shales and slates interspersed with tuffs and lavas. Moderate relief. Land use: agricultural, dairy and mixed farming rough grazing. Some forestry.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX344596","Crump weir",37.2,1969,2014,"N: Natural to within 10% at the 95 percentile flow.","BENCHMARK,FEH_POOLING,FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,TRENDS,WEB,WEB_DOWNLOAD_2011,WEB_SUMMARY_2003",4.2,29.2,50.4128681138111,-4.33211145018043,"South West (England)",45
"934","47010","Tamar at Crowford Bridge","Crowford Bridge","Tamar","Compound Crump profile weir, total crest length 11m. Drowing occurs when stage > 0.6m, (5.5 cumecs); low confidence in flows above this. Entrainment banks. Poor site. Flood flows not indicative of upper Tamar conditions; unusual response; hysterisis in rating due to d/s flood plain; reliable only for low flows. Flows substantially modified by impoundment of Tamar Lakes, 15km upstream. Runoff also reduced by public water supply abstraction.","River drains coastal hills of West Cornwall; relief is quite subdued, and rocks outcropping are shales and sandstones of Carboniferous Culm Measures. Land-use: wholly rural; moorland and low grade agriculture.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX290990","Compound Crump weir",76.7,1972,2014,NA,"FEH_NEITHER,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",84,26.2,50.7653239376323,-4.42618124109515,"South West (England)",42
"935","47011","Plym at Carn Wood","Carn Wood","Plym","Compound Crump weir, fully modular. Centre crest of 3.5m and 2 flank crests of 4.5m. Total crest width 12.5m. Not liable to backwater or tidal effects. Theoretical rating does not apply beyond top of wingwalls. Only ever bypassed once or twice, including event in 2000. Full range station, well built. Closed in 1981, reopened 2000. Burrator Reservoir influences flows. At one time received diversions from the Dart via the Devonport Leat (~0.21 cumec), but this has now ceased. Flows from 2000 (reopening) onward reprocessed in 2007 following datum correction.","The headwaters of Plym and Meavy rise on W Dartmoor granite and pass SW onto Upper Devonian slates. Insignificant areas of alluvium and river gravel exist, particularly between gauging station and Meavy-Plym confluence. Land use: moorland, forestry.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX521611","Compound Crump weir",79.2,1971,2014,NA,"FEH_QMED,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",15.5,12,50.4310750420881,-4.08376799882876,"South West (England)",43
"936","47013","Withey Brook at Bastreet","Bastreet","Withey Brook","Three-bay compound Crump profile weir, crest lengths 0.91m and 2.54m (total). Affected by subsidence post-1990 (unquantified). Poor site for high flows: possible only to gauge up to pier height, which is lower than the mean annual flood. Only central crest gives reliable flow data (to 0.265m, 0.25 cumecs), unreliable above this. ToF ultrasonic added for medium and high flows but this has also proved problemative. Bypassed on right bank when out-of-bank. Theoretical rating, does not account for bypassing, with assessment made manually for each peak. D/s weed growth and siltation affects low flows. Residual flow gauge for associated major public water supply abstraction. Occasional substantial diversions into the catchment from Sibleyback Reservoir. Associated climate station.","Small catchment draining eastwards from Bodmin Moor and northwards from Craddock Moorland. Catchment of moderate relief, entirely upon the granite of Bodmin Moor, with three main tributaries flowing in distinct valleys. Widespread peat; main valley broad and marshy. Nearly 25% of the catchment is now forested.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX244763","Compound Crump weir",16.2,1972,2014,"P: Runoff reduced by public water supply abstraction.","FEH_NEITHER,HIFLOWS_INCLUDED,HIFLOWS_QMED,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",228.7,11,50.5600059485513,-4.48057013170465,"South West (England)",42
"937","47014","Walkham at Horrabridge","Horrabridge","Walkham","Three-bay non-standard compound structure with 2.47 m flat V weir (on fish pass), 9.48 m wide triangular profile weir and a 8.53 m wide broad-crested weir (right bank, dry at low flows). Flat V weir on fish pass superseded a previous sharp crested weir in 1976. Good rating, based on gaugings, theoretical ratings and peak to peak correlation with downstream station 47015. Scatter at low flow. Moderate flow modification by PWS abstraction.","Moorland catchment draining western Dartmoor Granite. Steep, afforested valley flanks as the river leaves the granite and drains Devonian slates, limestone and volcanics. Land use: low grade agriculture, moorland and woodland.","47","Environment Agency - Devon and Cornwall","Tamar Group","SX513698","Miscellaneous",44.6,1976,2014,NA,"FEH_POOLING,FEH_QMED,FUTURE_FLOWS,HIFLOWS_INCLUDED,HIFLOWS_POOLING,HR2008,HRS1996REG,HRS1996STATS,MEAN_FLOW,NRFA,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,PEAK_FLOW,SLA,TEXT_2015_USE_NEW,WEB,WEB_DOWNLOAD_2016,WEB_SUMMARY_2003",82.3,35.7,50.509059985409,-4.09848373092586,"South West (England)",38
