"","source","destination","id","t","n","category"
"35082",4585,9428,"083CB",2005-10-17,1,"Cattle"
"35083",4585,9428,"083CC",2005-10-17,1,"Cattle"
"35084",4585,9428,"083CD",2005-10-17,1,"Cattle"
"35085",4585,9428,"083CE",2005-10-17,1,"Cattle"
"35086",4585,9428,"083CF",2005-10-17,1,"Cattle"
"35087",4585,9428,"083D0",2005-10-17,1,"Cattle"
"35088",4585,9428,"083D1",2005-10-17,1,"Cattle"
"35089",4585,9428,"083D2",2005-10-17,1,"Cattle"
"35090",4585,9428,"083D3",2005-10-17,1,"Cattle"
"35091",4585,9428,"083D4",2005-10-17,1,"Cattle"
"35092",4585,9428,"083D5",2005-10-17,1,"Cattle"
"35093",4585,9428,"083D6",2005-10-17,1,"Cattle"
"35094",4585,9428,"083D7",2005-10-17,1,"Cattle"
"35095",4585,9428,"083D8",2005-10-17,1,"Cattle"
"35096",4585,9428,"083D9",2005-10-17,1,"Cattle"
"35097",4585,9428,"083DA",2005-10-17,1,"Cattle"
"35098",4585,9428,"083DB",2005-10-17,1,"Cattle"
"35099",4868,9428,"083DC",2005-10-28,1,"Cattle"
"35100",4868,9428,"083DD",2005-10-28,1,"Cattle"
"35101",4868,9428,"083DE",2005-10-28,1,"Cattle"
"35102",4868,9428,"083DF",2005-10-28,1,"Cattle"
"35103",4868,9428,"083E0",2005-10-28,1,"Cattle"
"35104",4868,9428,"083E1",2005-10-28,1,"Cattle"
"35105",4868,9428,"083E2",2005-10-28,1,"Cattle"
"35106",4868,9428,"083E3",2005-10-28,1,"Cattle"
"35107",4868,9428,"083E4",2005-10-28,1,"Cattle"
"35108",4868,9428,"083E5",2005-10-28,1,"Cattle"
"35109",4868,9428,"083E6",2005-10-28,1,"Cattle"
"35110",4868,9428,"083E7",2005-10-28,1,"Cattle"
"35111",4868,9428,"083E8",2005-10-28,1,"Cattle"
"35112",4868,9428,"083E9",2005-10-28,1,"Cattle"
"35113",4868,9428,"083EA",2005-10-28,1,"Cattle"
"35114",4868,9428,"083EB",2005-10-28,1,"Cattle"
"35115",4868,9428,"083EC",2005-10-28,1,"Cattle"
"35116",4868,9428,"083ED",2005-10-28,1,"Cattle"
"35117",4868,9428,"083EE",2005-10-28,1,"Cattle"
"35118",4868,9428,"083EF",2005-10-28,1,"Cattle"
"35119",4869,10247,"083F0",2005-08-17,1,"Cattle"
"35120",4870,10248,"083F1",2005-10-09,1,"Cattle"
"35121",4870,10248,"083F2",2005-10-09,1,"Cattle"
"35122",4870,10248,"083F3",2005-10-09,1,"Cattle"
"35123",4870,10248,"083F4",2005-10-09,1,"Cattle"
"35124",4870,10248,"083F5",2005-10-09,1,"Cattle"
"35125",4871,10232,"083F6",2005-09-07,1,"Cattle"
"35126",4871,10232,"083F7",2005-09-07,1,"Cattle"
"35127",4871,10232,"083F8",2005-09-07,1,"Cattle"
"35128",4871,10232,"083F9",2005-09-07,1,"Cattle"
"35129",4872,9453,"083FA",2005-10-03,1,"Cattle"
"35130",4872,9453,"083FB",2005-10-03,1,"Cattle"
"35131",4872,9453,"083FC",2005-10-03,1,"Cattle"
"35132",4872,9453,"083FD",2005-10-03,1,"Cattle"
"35133",4872,9453,"083FE",2005-10-03,1,"Cattle"
"35134",4872,9453,"083FF",2005-10-03,1,"Cattle"
"35135",4872,9453,"08400",2005-10-03,1,"Cattle"
"35136",4872,9453,"08401",2005-10-03,1,"Cattle"
"35137",4872,9453,"08402",2005-10-03,1,"Cattle"
"35138",4872,9453,"08403",2005-10-03,1,"Cattle"
"35139",4872,9453,"08404",2005-10-03,1,"Cattle"
"35140",4872,9453,"08405",2005-10-03,1,"Cattle"
"35141",4872,9453,"08406",2005-10-03,1,"Cattle"
"35142",4872,9453,"08407",2005-10-03,1,"Cattle"
"35143",4872,9453,"08408",2005-10-03,1,"Cattle"
"35144",4872,9453,"08409",2005-10-03,1,"Cattle"
"35145",4872,9453,"0840A",2005-10-03,1,"Cattle"
"35146",4872,9453,"0840B",2005-10-03,1,"Cattle"
"35147",4872,9453,"0840C",2005-10-03,1,"Cattle"
"35148",4872,9453,"0840D",2005-10-03,1,"Cattle"
"35149",4873,9453,"0840E",2005-08-14,1,"Cattle"
"35150",4873,9453,"0840F",2005-08-14,1,"Cattle"
"35151",4873,9453,"08410",2005-08-14,1,"Cattle"
"35152",4873,9453,"08411",2005-08-14,1,"Cattle"
"35153",4873,9453,"08412",2005-08-14,1,"Cattle"
"35154",4873,9453,"08413",2005-08-14,1,"Cattle"
"35155",4873,9453,"08414",2005-08-14,1,"Cattle"
"35156",4873,9453,"08415",2005-08-14,1,"Cattle"
"35157",4873,9453,"08416",2005-08-14,1,"Cattle"
"35158",4873,9453,"08417",2005-08-14,1,"Cattle"
"35159",4577,9453,"08418",2005-09-15,1,"Cattle"
"35160",4577,9453,"08419",2005-09-15,1,"Cattle"
"35161",4577,9453,"0841A",2005-09-15,1,"Cattle"
"35162",4874,10249,"0841B",2005-10-28,1,"Cattle"
"35163",4874,10249,"0841C",2005-10-28,1,"Cattle"
"35164",4874,10249,"0841D",2005-10-28,1,"Cattle"
"35165",4874,10249,"0841E",2005-10-28,1,"Cattle"
"35166",4874,10249,"0841F",2005-10-28,1,"Cattle"
"35167",4874,10249,"08420",2005-10-28,1,"Cattle"
"35168",4874,10249,"08421",2005-10-28,1,"Cattle"
"35169",4874,10249,"08422",2005-10-28,1,"Cattle"
"35170",4875,10250,"08423",2005-09-25,1,"Cattle"
"35171",4876,10251,"08424",2005-08-12,1,"Cattle"
"35172",4876,10251,"08425",2005-08-12,1,"Cattle"
"35173",4876,10251,"08426",2005-08-12,1,"Cattle"
"35174",4876,10251,"08427",2005-08-12,1,"Cattle"
"35175",4877,9943,"08428",2005-09-25,1,"Cattle"
"35176",4877,9943,"08429",2005-09-25,1,"Cattle"
"35177",4877,9943,"0842A",2005-09-25,1,"Cattle"
"35178",4878,10252,"0842B",2005-09-24,1,"Cattle"
"35179",4878,10252,"0842C",2005-09-24,1,"Cattle"
"35180",4878,10252,"0842D",2005-09-24,1,"Cattle"
"35181",4879,10253,"0842E",2005-10-06,1,"Cattle"
"35182",4879,10253,"0842F",2005-10-22,1,"Cattle"
"35183",4880,10139,"08430",2005-08-03,1,"Cattle"
"35184",4880,10139,"08431",2005-08-03,1,"Cattle"
"35185",4880,10139,"08432",2005-08-03,1,"Cattle"
"35186",4880,10139,"08433",2005-08-18,1,"Cattle"
"35187",4880,10139,"08434",2005-08-18,1,"Cattle"
"35188",4880,10139,"08435",2005-09-02,1,"Cattle"
"35189",4880,10139,"08436",2005-09-02,1,"Cattle"
"35190",4880,10139,"08437",2005-10-11,1,"Cattle"
"35191",4880,10139,"08438",2005-10-11,1,"Cattle"
"35192",4880,10139,"08439",2005-10-11,1,"Cattle"
"35193",4881,9667,"0843A",2005-09-13,1,"Cattle"
"35194",4881,9667,"0843B",2005-09-13,1,"Cattle"
"35195",3116,4882,"0843C",2005-09-27,1,"Cattle"
"35196",4882,115,"0843C",2005-09-27,1,"Cattle"
"35197",3116,4882,"0843D",2005-09-27,1,"Cattle"
"35198",4882,115,"0843D",2005-09-27,1,"Cattle"
"35199",3116,4882,"0843E",2005-09-27,1,"Cattle"
"35200",4882,115,"0843E",2005-09-27,1,"Cattle"
"35201",3116,4882,"0843F",2005-09-27,1,"Cattle"
"35202",4882,115,"0843F",2005-09-27,1,"Cattle"
"35203",3116,4882,"08440",2005-09-27,1,"Cattle"
"35204",4882,115,"08440",2005-09-27,1,"Cattle"
"35205",3116,4883,"08441",2005-10-25,1,"Cattle"
"35206",4883,115,"08441",2005-10-25,1,"Cattle"
"35207",3116,4883,"08442",2005-10-25,1,"Cattle"
"35208",4883,115,"08442",2005-10-25,1,"Cattle"
"35209",4867,10254,"08443",2005-10-23,1,"Cattle"
"35210",4867,10254,"08444",2005-10-23,1,"Cattle"
"35211",4867,10254,"08445",2005-10-23,1,"Cattle"
"35212",4867,10254,"08446",2005-10-23,1,"Cattle"
"35213",4867,10254,"08447",2005-10-23,1,"Cattle"
"35214",4884,10254,"08448",2005-09-22,1,"Cattle"
"35215",4884,10254,"08449",2005-09-22,1,"Cattle"
"35216",4884,10254,"0844A",2005-09-22,1,"Cattle"
"35217",4884,10254,"0844B",2005-09-22,1,"Cattle"
"35218",4884,10254,"0844C",2005-09-22,1,"Cattle"
"35219",4884,10254,"0844D",2005-09-22,1,"Cattle"
"35220",4884,10254,"0844E",2005-09-22,1,"Cattle"
"35221",4884,10254,"0844F",2005-09-22,1,"Cattle"
"35222",4884,10254,"08450",2005-09-22,1,"Cattle"
"35223",4884,10254,"08451",2005-09-22,1,"Cattle"
"35224",3346,2772,"08452",2005-08-16,1,"Cattle"
"35225",3346,2772,"08453",2005-08-16,1,"Cattle"
"35226",4885,2772,"08454",2005-08-16,1,"Cattle"
"35227",1093,2772,"08455",2005-08-16,1,"Cattle"
"35228",4886,10255,"08456",2005-10-26,1,"Cattle"
"35229",4886,10255,"08457",2005-10-26,1,"Cattle"
"35230",4887,10256,"08458",2005-08-13,1,"Cattle"
"35231",4887,10256,"08459",2005-08-13,1,"Cattle"
"35232",4887,10256,"0845A",2005-08-13,1,"Cattle"
"35233",4888,10257,"0845B",2005-09-12,1,"Cattle"
"35234",4888,10257,"0845C",2005-08-27,1,"Cattle"
"35235",4889,10258,"0845D",2005-09-07,1,"Cattle"
"35236",4889,10258,"0845E",2005-09-07,1,"Cattle"
"35237",4890,10259,"0845F",2005-10-21,1,"Cattle"
"35238",4891,10260,"08460",2005-09-08,1,"Cattle"
"35239",4891,10260,"08461",2005-09-08,1,"Cattle"
"35240",4891,10260,"08462",2005-09-08,1,"Cattle"
"35241",4891,10260,"08463",2005-09-08,1,"Cattle"
"35242",4891,10260,"08464",2005-09-08,1,"Cattle"
"35243",4891,10260,"08465",2005-09-08,1,"Cattle"
"35244",4891,10260,"08466",2005-09-08,1,"Cattle"
"35245",4891,10260,"08467",2005-09-08,1,"Cattle"
"35246",4891,10260,"08468",2005-09-08,1,"Cattle"
"35247",4891,10259,"08469",2005-10-14,1,"Cattle"
"35248",4891,10260,"0846A",2005-09-08,1,"Cattle"
"35249",4891,10259,"0846B",2005-10-14,1,"Cattle"
"35250",4891,10259,"0846C",2005-10-14,1,"Cattle"
"35251",4891,10259,"0846D",2005-10-14,1,"Cattle"
"35252",4891,10259,"0846E",2005-10-14,1,"Cattle"
"35253",4891,10259,"0846F",2005-10-14,1,"Cattle"
"35254",4891,10259,"08470",2005-10-14,1,"Cattle"
"35255",4891,10259,"08471",2005-10-14,1,"Cattle"
"35256",4891,10259,"08472",2005-10-14,1,"Cattle"
"35257",4892,10261,"08473",2005-08-16,1,"Cattle"
"35258",4893,10262,"08474",2005-10-28,1,"Cattle"
"35259",4893,10262,"08475",2005-10-28,1,"Cattle"
"35260",4893,10262,"08476",2005-10-28,1,"Cattle"
"35261",4893,10262,"08477",2005-10-28,1,"Cattle"
"35262",4893,10262,"08478",2005-10-28,1,"Cattle"
"35263",4893,10262,"08479",2005-10-28,1,"Cattle"
"35264",4893,10262,"0847A",2005-10-28,1,"Cattle"
"35265",4893,10262,"0847B",2005-10-28,1,"Cattle"
"35266",4893,10262,"0847C",2005-10-28,1,"Cattle"
"35267",4893,10262,"0847D",2005-10-28,1,"Cattle"
"35268",4893,10262,"0847E",2005-10-28,1,"Cattle"
"35269",4893,10262,"0847F",2005-10-28,1,"Cattle"
"35270",4893,10262,"08480",2005-10-28,1,"Cattle"
"35271",4893,10262,"08481",2005-10-28,1,"Cattle"
"35272",4893,10262,"08482",2005-10-28,1,"Cattle"
"35273",4893,10262,"08483",2005-10-28,1,"Cattle"
"35274",4893,10262,"08484",2005-10-28,1,"Cattle"
"35275",4893,10262,"08485",2005-10-28,1,"Cattle"
"35276",3922,3478,"08486",2005-08-28,1,"Cattle"
"35277",3922,9907,"08487",2005-09-30,1,"Cattle"
"35278",3922,9907,"08488",2005-09-30,1,"Cattle"
"35279",4005,9491,"08489",2005-10-05,1,"Cattle"
"35280",4005,9491,"0848A",2005-10-05,1,"Cattle"
"35281",4005,9491,"0848B",2005-10-05,1,"Cattle"
"35282",4005,9491,"0848C",2005-10-05,1,"Cattle"
"35283",4005,9491,"0848D",2005-10-05,1,"Cattle"
"35284",4005,9491,"0848E",2005-10-05,1,"Cattle"
"35285",4005,9491,"0848F",2005-10-05,1,"Cattle"
"35286",4005,9491,"08490",2005-10-05,1,"Cattle"
"35287",4005,3830,"08491",2005-08-11,1,"Cattle"
"35288",4894,10263,"08492",2005-08-05,1,"Cattle"
"35289",4894,10263,"08493",2005-08-05,1,"Cattle"
"35290",4894,10263,"08494",2005-08-05,1,"Cattle"
"35291",4894,10263,"08495",2005-08-05,1,"Cattle"
"35292",4894,10263,"08496",2005-08-05,1,"Cattle"
"35293",4894,10263,"08497",2005-08-05,1,"Cattle"
"35294",4894,10263,"08498",2005-08-05,1,"Cattle"
"35295",4894,10263,"08499",2005-08-05,1,"Cattle"
"35296",4894,10264,"0849A",2005-09-06,1,"Cattle"
"35297",4894,10264,"0849B",2005-09-06,1,"Cattle"
"35298",4894,10264,"0849C",2005-09-06,1,"Cattle"
"35299",4894,9382,"0849D",2005-10-24,1,"Cattle"
"35300",4894,10265,"0849E",2005-09-18,1,"Cattle"
"35301",4894,9382,"0849F",2005-10-24,1,"Cattle"
"35302",4894,10265,"084A0",2005-09-18,1,"Cattle"
"35303",4894,9382,"084A1",2005-10-24,1,"Cattle"
"35304",4894,9382,"084A2",2005-10-24,1,"Cattle"
"35305",4894,9382,"084A3",2005-10-24,1,"Cattle"
"35306",4894,9382,"084A4",2005-10-24,1,"Cattle"
"35307",4894,9382,"084A5",2005-10-24,1,"Cattle"
"35308",4894,9382,"084A6",2005-10-24,1,"Cattle"
"35309",4894,9382,"084A7",2005-10-24,1,"Cattle"
"35310",4894,9382,"084A8",2005-10-24,1,"Cattle"
"35311",4894,9382,"084A9",2005-10-24,1,"Cattle"
"35312",4894,9382,"084AA",2005-10-24,1,"Cattle"
"35313",4894,9382,"084AB",2005-10-24,1,"Cattle"
"35314",4895,4896,"084AC",2005-09-28,1,"Cattle"
"35315",4895,4896,"084AD",2005-08-19,1,"Cattle"
"35316",4895,4896,"084AE",2005-08-11,1,"Cattle"
"35317",4895,4896,"084AF",2005-09-28,1,"Cattle"
"35318",4895,4896,"084B0",2005-08-19,1,"Cattle"
"35319",4896,4895,"084B1",2005-08-11,1,"Cattle"
"35320",4896,4895,"084B2",2005-08-11,1,"Cattle"
"35321",4896,4895,"084B3",2005-08-11,1,"Cattle"
"35322",4896,4895,"084B4",2005-08-11,1,"Cattle"
"35323",4896,4895,"084B5",2005-08-11,1,"Cattle"
"35324",4896,4895,"084B6",2005-09-28,1,"Cattle"
"35325",4896,4895,"084B7",2005-09-28,1,"Cattle"
"35326",4896,4895,"084B8",2005-09-28,1,"Cattle"
"35327",4896,4895,"084B9",2005-09-28,1,"Cattle"
"35328",4896,4895,"084BA",2005-09-28,1,"Cattle"
"35329",4896,4895,"084BB",2005-09-28,1,"Cattle"
"35330",4254,9727,"084BC",2005-09-06,1,"Cattle"
"35331",4254,10266,"084BD",2005-08-24,1,"Cattle"
"35332",4254,9727,"084BE",2005-09-06,1,"Cattle"
"35333",4254,7746,"084BF",2005-09-28,1,"Cattle"
"35334",4254,9727,"084C0",2005-09-06,1,"Cattle"
"35335",1038,537,"084C1",2005-09-02,1,"Cattle"
"35336",1038,537,"084C2",2005-09-02,1,"Cattle"
"35337",1038,537,"084C3",2005-10-21,1,"Cattle"
"35338",1038,8239,"084C4",2005-10-08,1,"Cattle"
"35339",1038,8239,"084C5",2005-10-09,1,"Cattle"
"35340",4897,10267,"084C6",2005-10-24,1,"Cattle"
"35341",4897,10267,"084C7",2005-10-24,1,"Cattle"
"35342",4897,10267,"084C8",2005-09-26,1,"Cattle"
"35343",4897,10267,"084C9",2005-09-26,1,"Cattle"
"35344",4897,10267,"084CA",2005-10-24,1,"Cattle"
"35345",4897,10267,"084CB",2005-10-24,1,"Cattle"
"35346",4897,10267,"084CC",2005-10-24,1,"Cattle"
"35347",4897,10267,"084CD",2005-10-24,1,"Cattle"
"35348",4898,8239,"084CE",2005-10-07,1,"Cattle"
"35349",4898,8239,"084CF",2005-10-07,1,"Cattle"
"35350",4898,8239,"084D0",2005-10-07,1,"Cattle"
"35351",4898,8239,"084D1",2005-10-07,1,"Cattle"
"35352",4898,8239,"084D2",2005-10-07,1,"Cattle"
"35353",1508,10268,"084D3",2005-08-08,1,"Cattle"
"35354",4899,10269,"084D4",2005-10-24,1,"Cattle"
"35355",4899,10269,"084D5",2005-10-24,1,"Cattle"
"35356",4899,10270,"084D6",2005-10-19,1,"Cattle"
"35357",4899,10270,"084D7",2005-10-19,1,"Cattle"
"35358",4899,10270,"084D8",2005-10-19,1,"Cattle"
"35359",4899,10270,"084D9",2005-10-19,1,"Cattle"
"35360",4900,4901,"084DA",2005-08-23,1,"Cattle"
"35361",4900,4901,"084DB",2005-08-23,1,"Cattle"
"35362",4901,4900,"084DC",2005-08-23,1,"Cattle"
"35363",4901,4900,"084DD",2005-08-23,1,"Cattle"
"35364",4902,10218,"084DE",2005-09-29,1,"Cattle"
"35365",4902,10218,"084DF",2005-09-29,1,"Cattle"
"35366",702,8326,"084E0",2005-09-08,1,"Cattle"
"35367",702,8326,"084E1",2005-09-08,1,"Cattle"
"35368",702,8326,"084E2",2005-09-08,1,"Cattle"
"35369",702,10271,"084E3",2005-10-06,1,"Cattle"
"35370",702,8607,"084E4",2005-10-31,1,"Cattle"
"35371",702,8607,"084E5",2005-10-31,1,"Cattle"
"35372",4903,10272,"084E6",2005-08-24,1,"Cattle"
"35373",4903,10272,"084E7",2005-08-24,1,"Cattle"
"35374",4903,10272,"084E8",2005-08-24,1,"Cattle"
"35375",4903,10272,"084E9",2005-08-24,1,"Cattle"
"35376",4903,10272,"084EA",2005-08-24,1,"Cattle"
"35377",4903,10273,"084EB",2005-09-28,1,"Cattle"
"35378",4903,10273,"084EC",2005-09-28,1,"Cattle"
"35379",4903,10273,"084ED",2005-09-28,1,"Cattle"
"35380",4904,4905,"084EE",2005-08-31,1,"Cattle"
"35381",4905,4904,"084EF",2005-08-31,1,"Cattle"
"35382",2157,10274,"084F0",2005-10-31,1,"Cattle"
"35383",2157,10274,"084F1",2005-10-31,1,"Cattle"
"35384",2157,10274,"084F2",2005-10-31,1,"Cattle"
"35385",4906,10275,"084F3",2005-10-23,1,"Cattle"
"35386",4906,10275,"084F4",2005-10-23,1,"Cattle"
"35387",4906,10275,"084F5",2005-10-23,1,"Cattle"
"35388",4906,10275,"084F6",2005-10-23,1,"Cattle"
"35389",4907,2474,"084F7",2005-10-20,1,"Cattle"
"35390",4907,2474,"084F8",2005-10-20,1,"Cattle"
"35391",4907,2474,"084F9",2005-10-20,1,"Cattle"
"35392",4907,2474,"084FA",2005-10-20,1,"Cattle"
"35393",2474,1784,"084FB",2005-10-15,1,"Cattle"
"35394",2474,10276,"084FC",2005-10-15,1,"Cattle"
"35395",4908,2474,"084FD",2005-08-10,1,"Cattle"
"35396",4908,2474,"084FE",2005-10-12,1,"Cattle"
"35397",4884,10277,"084FF",2005-09-01,1,"Cattle"
"35398",4884,10277,"08500",2005-09-01,1,"Cattle"
"35399",4884,10277,"08501",2005-09-01,1,"Cattle"
"35400",4884,10277,"08502",2005-09-01,1,"Cattle"
"35401",4884,10277,"08503",2005-09-01,1,"Cattle"
"35402",4884,10277,"08504",2005-09-01,1,"Cattle"
"35403",4884,10277,"08505",2005-09-01,1,"Cattle"
"35404",4884,10277,"08506",2005-09-01,1,"Cattle"
"35405",4884,10277,"08507",2005-09-01,1,"Cattle"
"35406",4884,10277,"08508",2005-09-01,1,"Cattle"
"35407",4884,10277,"08509",2005-09-01,1,"Cattle"
"35408",4884,10277,"0850A",2005-09-01,1,"Cattle"
"35409",856,855,"0850B",2005-08-23,1,"Cattle"
"35410",856,855,"0850C",2005-08-23,1,"Cattle"
"35411",856,855,"0850D",2005-08-23,1,"Cattle"
"35412",4909,10278,"0850E",2005-09-16,1,"Cattle"
"35413",4909,10278,"0850F",2005-09-16,1,"Cattle"
"35414",4909,10278,"08510",2005-09-16,1,"Cattle"
"35415",4909,10278,"08511",2005-10-22,1,"Cattle"
"35416",4910,9214,"08512",2005-09-25,1,"Cattle"
"35417",4910,9214,"08513",2005-09-25,1,"Cattle"
"35418",4910,9214,"08514",2005-10-30,1,"Cattle"
"35419",4911,9850,"08515",2005-08-31,1,"Cattle"
"35420",4911,5884,"08516",2005-08-30,1,"Cattle"
"35421",4911,5884,"08517",2005-08-30,1,"Cattle"
"35422",4911,9850,"08518",2005-08-31,1,"Cattle"
"35423",4911,5884,"08519",2005-08-30,1,"Cattle"
"35424",4911,5884,"0851A",2005-08-30,1,"Cattle"
"35425",4911,5884,"0851B",2005-08-30,1,"Cattle"
"35426",4911,9850,"0851C",2005-08-31,1,"Cattle"
"35427",4911,9850,"0851D",2005-08-31,1,"Cattle"
"35428",4911,9850,"0851E",2005-08-31,1,"Cattle"
"35429",4911,9850,"0851F",2005-08-31,1,"Cattle"
"35430",4912,4911,"08520",2005-10-03,1,"Cattle"
"35431",4912,4911,"08521",2005-10-03,1,"Cattle"
"35432",4912,4911,"08522",2005-10-03,1,"Cattle"
"35433",4912,4911,"08523",2005-10-03,1,"Cattle"
"35434",4912,4911,"08524",2005-10-03,1,"Cattle"
"35435",4912,4911,"08525",2005-10-03,1,"Cattle"
"35436",4912,4911,"08526",2005-10-03,1,"Cattle"
"35437",4912,4911,"08527",2005-10-03,1,"Cattle"
"35438",4912,4911,"08528",2005-10-03,1,"Cattle"
"35439",4912,4911,"08529",2005-10-03,1,"Cattle"
"35440",4912,4911,"0852A",2005-10-03,1,"Cattle"
"35441",4912,4911,"0852B",2005-10-03,1,"Cattle"
"35442",4912,4911,"0852C",2005-10-03,1,"Cattle"
"35443",4912,4911,"0852D",2005-10-03,1,"Cattle"
"35444",4912,4911,"0852E",2005-10-03,1,"Cattle"
"35445",4912,4911,"0852F",2005-10-03,1,"Cattle"
"35446",4913,1831,"08530",2005-10-28,1,"Cattle"
"35447",4518,10116,"08531",2005-09-27,1,"Cattle"
"35448",4518,10116,"08532",2005-09-27,1,"Cattle"
"35449",4518,10116,"08533",2005-10-12,1,"Cattle"
"35450",4518,10116,"08534",2005-10-12,1,"Cattle"
"35451",4914,10279,"08535",2005-08-21,1,"Cattle"
"35452",4914,10279,"08536",2005-08-21,1,"Cattle"
"35453",1860,7434,"08537",2005-10-12,1,"Cattle"
"35454",1860,7434,"08538",2005-10-12,1,"Cattle"
"35455",1860,7434,"08539",2005-10-12,1,"Cattle"
"35456",1860,10280,"0853A",2005-09-16,1,"Cattle"
"35457",1860,7434,"0853B",2005-10-12,1,"Cattle"
"35458",1860,1813,"0853C",2005-09-16,1,"Cattle"
"35459",1860,1813,"0853D",2005-09-16,1,"Cattle"
"35460",1860,3478,"0853E",2005-09-30,1,"Cattle"
"35461",4915,10281,"0853F",2005-10-27,1,"Cattle"
"35462",4915,10281,"08540",2005-10-27,1,"Cattle"
"35463",4915,10281,"08541",2005-10-27,1,"Cattle"
"35464",1860,4915,"08542",2005-08-12,1,"Cattle"
"35465",4915,10281,"08542",2005-10-27,1,"Cattle"
"35466",1860,4915,"08543",2005-08-12,1,"Cattle"
"35467",4915,10281,"08543",2005-10-27,1,"Cattle"
"35468",1860,7745,"08544",2005-10-11,1,"Cattle"
"35469",1860,4915,"08545",2005-09-16,1,"Cattle"
"35470",1860,4915,"08546",2005-09-16,1,"Cattle"
"35471",4916,4920,"08547",2005-08-03,1,"Cattle"
"35472",4916,4920,"08548",2005-08-03,1,"Cattle"
"35473",4916,4920,"08549",2005-08-03,1,"Cattle"
"35474",4916,10282,"0854A",2005-08-24,1,"Cattle"
"35475",4916,10282,"0854B",2005-08-24,1,"Cattle"
"35476",4917,4918,"0854C",2005-08-31,1,"Cattle"
"35477",4918,5211,"0854C",2005-09-05,1,"Cattle"
"35478",4917,4918,"0854D",2005-08-31,1,"Cattle"
"35479",4917,4918,"0854E",2005-08-31,1,"Cattle"
"35480",4917,4918,"0854F",2005-08-31,1,"Cattle"
"35481",4917,4918,"08550",2005-08-31,1,"Cattle"
"35482",4917,4918,"08551",2005-08-31,1,"Cattle"
"35483",4917,4918,"08552",2005-08-31,1,"Cattle"
"35484",4917,4918,"08553",2005-08-31,1,"Cattle"
"35485",4917,4918,"08554",2005-08-31,1,"Cattle"
"35486",4917,4918,"08555",2005-08-15,1,"Cattle"
"35487",4917,4918,"08556",2005-08-31,1,"Cattle"
"35488",4917,4918,"08557",2005-08-15,1,"Cattle"
"35489",4917,4918,"08558",2005-08-31,1,"Cattle"
"35490",4917,4918,"08559",2005-08-31,1,"Cattle"
"35491",4917,4918,"0855A",2005-08-31,1,"Cattle"
"35492",4917,4918,"0855B",2005-08-31,1,"Cattle"
"35493",4917,4918,"0855C",2005-08-31,1,"Cattle"
"35494",4917,4918,"0855D",2005-08-31,1,"Cattle"
"35495",4917,4918,"0855E",2005-08-31,1,"Cattle"
"35496",4917,4918,"0855F",2005-08-31,1,"Cattle"
"35497",4917,4918,"08560",2005-08-31,1,"Cattle"
"35498",4917,4918,"08561",2005-08-31,1,"Cattle"
"35499",4917,4918,"08562",2005-09-16,1,"Cattle"
"35500",4917,4918,"08563",2005-09-16,1,"Cattle"
"35501",4917,4918,"08564",2005-09-16,1,"Cattle"
"35502",4917,4918,"08565",2005-09-16,1,"Cattle"
"35503",4917,4918,"08566",2005-09-16,1,"Cattle"
"35504",4917,4918,"08567",2005-09-16,1,"Cattle"
"35505",4917,4918,"08568",2005-09-16,1,"Cattle"
"35506",4917,4918,"08569",2005-08-31,1,"Cattle"
"35507",4917,4918,"0856A",2005-08-31,1,"Cattle"
"35508",4917,4918,"0856B",2005-08-31,1,"Cattle"
"35509",4917,4918,"0856C",2005-08-31,1,"Cattle"
"35510",4917,4918,"0856D",2005-08-31,1,"Cattle"
"35511",4919,9672,"0856E",2005-10-21,1,"Cattle"
"35512",4919,9672,"0856F",2005-10-21,1,"Cattle"
"35513",4919,9672,"08570",2005-10-21,1,"Cattle"
"35514",4920,10283,"08571",2005-09-29,1,"Cattle"
"35515",4920,10283,"08572",2005-09-29,1,"Cattle"
"35516",4920,10283,"08573",2005-09-29,1,"Cattle"
"35517",4920,10283,"08574",2005-09-29,1,"Cattle"
"35518",4920,10283,"08575",2005-09-29,1,"Cattle"
"35519",4920,10283,"08576",2005-09-29,1,"Cattle"
"35520",4920,10283,"08577",2005-09-29,1,"Cattle"
"35521",4920,10283,"08578",2005-09-29,1,"Cattle"
"35522",4920,10283,"08579",2005-09-29,1,"Cattle"
"35523",4920,10283,"0857A",2005-09-29,1,"Cattle"
"35524",4921,4490,"0857B",2005-08-05,1,"Cattle"
"35525",4921,4490,"0857C",2005-08-05,1,"Cattle"
"35526",4921,4490,"0857D",2005-08-05,1,"Cattle"
"35527",4921,4490,"0857E",2005-08-05,1,"Cattle"
"35528",4921,4490,"0857F",2005-08-05,1,"Cattle"
"35529",4922,10284,"08580",2005-09-29,1,"Cattle"
"35530",4922,10284,"08581",2005-09-29,1,"Cattle"
"35531",4922,10284,"08582",2005-09-29,1,"Cattle"
"35532",4922,10284,"08583",2005-09-29,1,"Cattle"
"35533",4922,10284,"08584",2005-09-29,1,"Cattle"
"35534",4922,10284,"08585",2005-09-29,1,"Cattle"
"35535",4923,9672,"08586",2005-10-23,1,"Cattle"
"35536",4923,9672,"08587",2005-10-23,1,"Cattle"
"35537",4923,9672,"08588",2005-10-23,1,"Cattle"
"35538",4923,9672,"08589",2005-10-23,1,"Cattle"
"35539",4923,9672,"0858A",2005-10-23,1,"Cattle"
