"","IDREGION","LBREGION","IDDISTRI","LBDISTRI","IDMUNICI","LBMUNICI","SURFAC05","POP00","POP10","HOMES00","HOMES10","POPMAL00","POPMAL10","POPFEM00","POPFEM10","INLANG00","INLANG10","INCOME00","INCOME01","INCOME02","INCOME03","PTREES00","PTREES01","PTREES02","PTREES03","MARRIA07","MARRIA08","MARRIA09","HARVBE07","HARVBE08","HARVBE09","VALUBE07","VALUBE08","VALUBE09","VOLUBE07","VOLUBE08","VOLUBE09","sHOMES00","sSURFAC","SIZEDIST","sSW_10_3"
"219",8,"VALLES CENTRALES",20,"TLACOLULA",219,"San Juan Teitipac",41.46,2817,2565,671,712,1312,1232,1505,1333,434,395,1590,4325,4810,2145,0,785,0,1200,1,0,1,0,6,4,0,53,36,0,4,2,1,1,25,0
"220",1,"CANADA",5,"CUICATLAN",220,"San Juan Tepeuxila",241.58,2974,2773,778,797,1532,1429,1442,1344,1820,1586,1581,4514,5350,5073,0,34220,0,0,1,0,0,25,32,36,184,266,318,18,24,27,1,1,20,0
"221",4,"MIXTECA",9,"TEPOSCOLULA",221,"San Juan Teposcolula",85.84,1448,1340,382,361,690,646,758,694,26,21,721,3405,4571,3736,0,650,2000,200,1,0,1,175,170,85,772,840,521,79,80,34,1,0,21,0
"222",5,"SIERRA NORTE",13,"VILLA ALTA",222,"San Juan Yaee",37.25,1605,1530,447,460,738,718,867,812,1376,1367,591,1789,1665,NA,0,0,0,0,0,0,0,22,28,28,119,158,165,10,12,12,1,0,25,1
"223",5,"SIERRA NORTE",13,"VILLA ALTA",223,"San Juan Yatzona",19.85,496,452,129,124,219,195,277,257,430,403,1081,2540,1166,707,0,1500,0,0,1,1,2,11,13,13,59,70,76,5,5,5,1,1,25,0
"224",4,"MIXTECA",10,"NOCHIXTLAN",224,"San Juan Yucuita",19.09,720,684,192,205,335,314,385,370,7,9,697,1780,1407,2747,0,0,0,0,0,0,0,418,418,419,3300,3877,5078,402,392,351,1,1,32,0
"225",2,"COSTA",21,"JAMILTEPEC",225,"San Lorenzo",63.38,5380,5955,1061,1352,2613,2842,2767,3113,3608,4148,1631,7146,7135,8825,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,1,24,0
"226",8,"VALLES CENTRALES",20,"TLACOLULA",226,"San Lorenzo Albarradas",157.29,2587,2708,569,688,1275,1359,1312,1349,419,432,826,4203,3377,3150,0,0,0,2000,1,2,0,89,105,47,466,797,307,36,63,21,1,1,25,0
"227",8,"VALLES CENTRALES",11,"ETLA",227,"San Lorenzo Cacaotepec",33.18,9965,13704,2267,3427,4803,6548,5162,7156,263,361,3164,13309,18313,NA,0,17750,6000,6400,2,3,2,38,24,25,382,281,276,30,23,20,1,0,23,0
"228",1,"CANADA",4,"TEOTITLAN",228,"San Lorenzo Cuaunecuiltitla",8.64,737,771,140,168,376,404,361,367,630,634,1521,1908,1540,2184,0,0,0,0,0,1,1,8,8,8,24,50,53,2,5,5,0,0,25,0
"229",6,"SIERRA SUR",23,"SOLA DE VEGA",229,"San Lorenzo Texmelucan",137.19,5676,7048,921,1253,2698,3213,2978,3835,4663,5970,6242,8602,12044,9320,3000,1810,0,1500,1,2,0,141,147,141,1406,1482,786,118,124,58,1,1,16,0
"230",4,"MIXTECA",1,"SILACAYOAPAM",230,"San Lorenzo Victoria",51.64,1202,1007,266,267,553,491,649,516,24,14,NA,NA,1508,1853,0,3200,0,0,0,0,0,19,19,19,32,33,61,4,4,4,1,0,19,0
"231",5,"SIERRA NORTE",14,"MIXE",231,"San Lucas Camotlan",101.98,3144,3026,624,651,1591,1493,1553,1533,2620,2693,3634,NA,6931,5296,0,0,0,0,0,1,0,24,24,24,144,134,138,10,10,10,1,1,17,0
"232",7,"PAPALOAPAN",6,"TUXTEPEC",232,"San Lucas Ojitlan",566.92,20118,21514,3846,4659,9733,10395,10385,11119,15898,16569,3991,NA,27064,29070,0,44000,0,0,0,1,2,35,35,35,137,190,196,28,28,25,1,1,14,0
"233",8,"VALLES CENTRALES",20,"TLACOLULA",233,"San Lucas Quiavini",50.44,1941,1745,398,425,845,720,1096,1025,1679,1596,1518,4475,3390,3581,0,250,0,170,0,0,0,40,30,9,300,225,80,20,18,5,1,1,25,0
"234",1,"CANADA",4,"TEOTITLAN",234,"San Lucas Zoquiapam",64.72,7227,7554,1586,1791,3526,3653,3701,3901,6051,6410,NA,NA,8893,NA,0,0,0,18500,7,1,0,38,42,36,144,257,238,14,24,22,1,1,25,0
"235",6,"SIERRA SUR",26,"MIAHUATLAN",235,"San Luis Amatlan",306.21,3618,3624,838,950,1631,1657,1987,1967,15,14,1929,5750,5506,6682,0,300,0,0,1,11,1,15,15,20,150,154,243,15,15,20,1,1,32,0
"236",6,"SIERRA SUR",26,"MIAHUATLAN",236,"San Marcial Ozolotepec",53.69,1741,1525,357,328,854,723,887,802,1479,1306,2880,4264,3684,3896,0,0,0,5000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0
"237",4,"MIXTECA",2,"HUAJUAPAM",237,"San Marcos Arteaga",116.44,2303,1557,537,414,1085,719,1218,838,56,55,1323,3393,2903,3217,0,480,35000,700,2,2,6,140,138,139,528,538,833,61,62,55,1,1,28,0
"238",8,"VALLES CENTRALES",24,"EJUTLA",238,"San Martin de los Cansecos",9.29,757,816,177,214,388,403,369,413,4,3,1043,2035,1781,1751,0,0,0,2000,1,0,0,13,13,4,171,126,57,13,10,4,0,0,13,0
"239",4,"MIXTECA",16,"TLAXIACO",239,"San Martin Huamelulpam",42.78,1078,1077,272,314,484,489,594,588,12,15,788,1696,2708,2334,0,13400,5000,2700,0,0,0,70,70,76,240,255,281,25,26,27,0,0,35,0
"240",4,"MIXTECA",16,"TLAXIACO",240,"San Martin Itunyoso",63.87,2614,2460,527,539,1170,1077,1444,1383,2181,2073,840,3756,4861,1139,0,2300,1000,6400,0,1,0,7,7,11,28,30,41,3,3,4,1,1,35,0
"241",8,"VALLES CENTRALES",24,"EJUTLA",241,"San Martin Lachila",10.74,1200,1084,300,303,558,480,642,604,8,12,939,3236,1672,1071,0,0,0,2000,0,0,0,17,17,11,201,171,146,17,14,10,1,0,13,0
"242",4,"MIXTECA",8,"JUXTLAHUACA",242,"San Martin Peras",245.83,8877,11361,1280,1785,4340,5473,4537,5888,7018,9587,2205,10092,13737,18143,0,70500,5000,8600,0,0,0,99,95,96,339,331,515,39,38,34,1,1,7,0
"243",8,"VALLES CENTRALES",25,"OCOTLAN",243,"San Martin Tilcajete",17.31,1776,1742,382,446,844,780,932,962,19,11,1488,3280,2985,3132,0,11100,21000,1530,8,5,1,8,4,2,75,39,15,6,3,1,0,1,20,0
"244",1,"CANADA",4,"TEOTITLAN",244,"San Martin Toxpalan",57.03,3254,3669,689,894,1625,1774,1629,1895,1259,1213,1171,4039,1330,437,9500,0,0,0,4,2,6,31,28,29,291,281,292,29,26,25,1,1,25,0
"245",4,"MIXTECA",2,"HUAJUAPAM",245,"San Martin Zacatepec",42.41,1370,1277,274,343,618,619,752,658,17,15,768,1933,1846,974,0,920,0,0,1,0,1,11,11,11,39,37,76,5,4,5,0,1,28,0
"246",5,"SIERRA NORTE",13,"VILLA ALTA",246,"San Mateo Cajonos",15.26,642,620,173,164,284,280,358,340,559,510,1161,2418,1536,1867,0,0,0,400,1,0,3,39,39,39,211,200,229,18,15,16,0,0,25,0
"247",5,"SIERRA NORTE",12,"IXTLAN",247,"Capulalpam de Mendez",88.53,1391,1467,334,388,625,662,766,805,108,108,688,2177,2197,1701,0,0,0,0,0,0,0,37,37,37,226,265,265,19,19,19,1,1,26,0
"248",3,"ISTMO",28,"TEHUANTEPEC",248,"San Mateo del Mar",100.38,10657,14252,1962,3002,5442,7203,5215,7049,9118,12344,1943,14230,15039,NA,0,0,0,0,107,107,125,0,0,0,0,0,0,0,0,0,1,1,19,1
"249",1,"CANADA",4,"TEOTITLAN",249,"San Mateo Yoloxochitlan",7.17,2913,3475,599,844,1424,1654,1489,1821,2246,2330,1133,4235,3598,1807,0,0,0,7100,4,0,2,32,34,52,140,211,316,14,20,28,0,0,25,0
"250",4,"MIXTECA",10,"NOCHIXTLAN",250,"San Mateo Etlatongo",23.94,1108,1181,269,340,526,565,582,616,17,15,851,2312,2278,3177,0,0,0,2400,0,0,0,116,113,101,912,1088,1353,104,108,97,1,0,32,0
"251",4,"MIXTECA",1,"SILACAYOAPAM",251,"San Mateo Nejapam",56.21,1150,1180,194,270,529,551,621,629,8,4,1209,2837,2438,2532,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,19,0
"252",4,"MIXTECA",16,"TLAXIACO",252,"San Mateo Penasco",35.84,1838,2116,410,551,839,973,999,1143,1523,1695,486,2924,2053,4877,0,119,0,7300,3,2,0,100,102,104,568,614,622,58,62,61,1,0,35,0
"253",2,"COSTA",30,"POCHUTLA",253,"San Mateo Pinas",161.81,4148,2226,991,599,2122,1110,2026,1116,389,196,8714,11078,8592,6384,0,6820,0,20000,0,0,1,110,110,110,990,1028,897,83,84,72,1,1,14,1
"254",6,"SIERRA SUR",26,"MIAHUATLAN",254,"San Mateo Rio Hondo",233.58,3495,3308,699,809,1714,1605,1781,1703,128,113,1561,6363,3366,1955,0,4050,23000,4700,1,2,5,29,29,24,355,243,149,28,19,10,1,1,32,0
"255",4,"MIXTECA",10,"NOCHIXTLAN",255,"San Mateo Sindihui",137.6,1945,2086,408,511,932,993,1013,1093,119,53,NA,NA,3269,1487,0,0,0,9000,0,0,0,149,143,130,910,1088,1139,100,104,83,0,1,32,0
"256",4,"MIXTECA",3,"COIXTLAHUACA",256,"San Mateo Tlapiltepec",24.38,250,234,69,71,131,106,119,128,1,2,NA,892,1011,1254,0,5000,25000,500,0,0,1,60,58,28,236,346,198,24,33,13,0,0,13,0
"257",5,"SIERRA NORTE",13,"VILLA ALTA",257,"San Melchor Betaza",33.95,1122,1091,284,315,531,503,591,588,989,984,2416,2983,1600,1689,0,1000,0,1000,5,0,0,69,69,69,331,373,406,28,28,29,0,1,25,0
"258",4,"MIXTECA",16,"TLAXIACO",258,"San Miguel Achiutla",94.41,880,744,241,240,433,348,447,396,40,17,1475,1811,2063,5564,0,0,0,20000,0,0,0,45,44,49,397,355,312,41,35,30,0,1,35,0
"259",4,"MIXTECA",1,"SILACAYOAPAM",259,"San Miguel Ahuehuetitlan",95.64,2261,2465,389,527,1104,1171,1157,1294,1183,1367,1351,3244,2898,2260,0,0,0,0,1,16,5,0,0,0,0,0,0,0,0,0,1,0,19,0
"260",5,"SIERRA NORTE",12,"IXTLAN",260,"San Miguel Aloapam",139.15,2621,2488,544,544,1231,1175,1390,1313,2247,2246,1816,2608,2467,3149,0,1000,20000,11500,0,0,0,72,72,72,346,413,413,29,30,30,1,1,26,0
"261",4,"MIXTECA",2,"HUAJUAPAM",261,"San Miguel Amatitlan",158.33,6143,7244,1098,1539,3006,3421,3137,3823,569,1020,1580,3902,8742,8250,0,870,0,0,1,0,3,54,55,55,119,145,255,14,17,17,1,1,28,0
"262",5,"SIERRA NORTE",12,"IXTLAN",262,"San Miguel Amatlan",69.29,1089,1043,276,282,540,508,549,535,90,134,617,1893,NA,1255,0,1268,2000,250,0,0,0,25,25,25,120,147,147,10,11,11,0,1,26,0
"263",6,"SIERRA SUR",26,"MIAHUATLAN",263,"San Miguel Coatlan",125.26,3134,3483,570,750,1553,1638,1581,1845,395,418,5270,6446,6036,6535,0,0,0,500,0,11,1,13,6,5,159,56,60,13,6,5,0,1,32,0
"264",4,"MIXTECA",10,"NOCHIXTLAN",264,"San Miguel Chicahua",60.75,2276,2274,472,574,987,1016,1289,1258,1577,1490,1245,4352,3307,1585,5000,17000,40000,34326,1,2,5,25,25,26,141,160,153,16,16,11,0,1,32,0
"265",3,"ISTMO",29,"JUCHITAN",265,"San Miguel Chimalapa",1343.84,5947,6608,1354,1583,2965,3397,2982,3211,1827,1843,1624,7411,7187,8435,35500,10200,37000,2000,47,51,61,246,210,210,1582,1236,1592,158,114,132,1,1,22,0
"266",2,"COSTA",30,"POCHUTLA",266,"San Miguel del Puerto",512.78,8584,8481,1716,1994,4324,4210,4260,4271,435,344,1862,NA,NA,2857,902000,780000,66000,13830,2,2,2,85,85,85,732,780,741,61,65,59,1,1,14,0
"267",5,"SIERRA NORTE",12,"IXTLAN",267,"San Miguel del Rio",22.2,307,294,77,85,146,148,161,146,128,135,828,1045,1675,1373,0,0,0,0,0,0,0,9,9,9,43,50,49,4,4,4,0,0,26,0
"268",8,"VALLES CENTRALES",24,"EJUTLA",268,"San Miguel Ejutla",10.24,884,916,185,221,406,418,478,498,30,43,894,2132,1786,1834,0,2000,5000,0,0,3,4,33,19,24,379,219,330,33,18,23,1,0,13,0
"269",4,"MIXTECA",16,"TLAXIACO",269,"San Miguel el Grande",101.7,3635,4127,925,1061,1652,1904,1983,2223,2075,2266,2214,5741,4364,NA,0,650,0,5500,27,16,20,25,28,28,147,169,166,15,17,16,1,1,35,1
"270",4,"MIXTECA",10,"NOCHIXTLAN",270,"San Miguel Huautla",64.82,1703,1399,358,365,800,659,903,740,446,310,1194,3919,4037,5889,10000,0,0,15060,0,1,1,64,62,37,258,388,332,29,39,24,0,1,32,1
"271",8,"VALLES CENTRALES",18,"ZIMATLAN",271,"San Miguel Mixtepec",65.04,2097,3245,416,586,990,1571,1107,1674,1707,2512,1139,4199,4309,4152,0,35000,18000,5000,2,0,1,445,335,195,4531,3524,2478,361,289,180,1,0,13,0
"272",2,"COSTA",22,"JUQUILA",272,"San Miguel Panixtlahuaca",144.36,6705,6161,1069,1027,3250,2852,3455,3309,5395,5172,1815,8582,11719,6507,0,0,0,1000,2,0,0,100,95,172,882,844,1435,74,67,113,1,1,12,0
"273",8,"VALLES CENTRALES",17,"ZAACHILA",273,"San Miguel Peras",106.47,3205,3497,613,751,1550,1672,1655,1825,708,701,3774,4486,4799,3720,0,52700,23000,8610,4,0,5,194,200,123,1948,2191,1015,156,180,70,0,1,6,0
"274",4,"MIXTECA",10,"NOCHIXTLAN",274,"San Miguel Piedras",69.86,1193,1296,257,286,568,638,625,658,252,479,NA,1928,1050,3048,0,2300,10000,0,1,4,2,85,85,88,475,434,924,54,45,66,1,1,32,0
"275",5,"SIERRA NORTE",14,"MIXE",275,"San Miguel Quetzaltepec",207.72,5332,7293,1099,1797,2669,3652,2663,3641,4688,6547,1827,6255,7737,7083,0,1250,0,0,23,54,32,144,144,144,864,806,847,58,58,60,1,1,17,0
"276",1,"CANADA",5,"CUICATLAN",276,"San Miguel Santa Flor",21.39,874,801,189,206,436,398,438,403,400,405,1852,3505,NA,2991,0,0,0,0,0,0,0,12,12,12,70,76,73,7,7,7,0,0,20,0
"277",6,"SIERRA SUR",23,"SOLA DE VEGA",277,"Villa Sola de Vega",978.5,12668,12525,2437,2757,6140,6176,6528,6349,322,423,3576,18980,18215,20895,39000,167748,20000,22000,102,102,117,661,710,292,6190,6827,2176,516,579,166,1,1,16,0
"278",7,"PAPALOAPAN",6,"TUXTEPEC",278,"San Miguel Soyaltepec",671.2,36036,36564,7662,8639,17771,17715,18265,18849,23647,23212,26422,NA,32267,40612,234500,111151,84000,54000,209,144,181,70,70,72,571,476,476,84,70,56,1,1,14,0
"279",6,"SIERRA SUR",26,"MIAHUATLAN",279,"San Miguel Suchixtepec",69.61,2617,2911,489,585,1292,1402,1325,1509,1811,1795,1898,5396,4487,4822,0,0,0,11600,2,0,1,0,0,0,0,0,0,0,0,0,1,0,32,0
"280",5,"SIERRA NORTE",13,"VILLA ALTA",280,"Villa Talea de Castro",61.57,2673,2394,716,714,1289,1152,1384,1242,1463,1158,1672,3821,2484,NA,0,1000,10000,0,29,36,29,71,71,71,353,398,405,29,30,29,1,1,25,0
"281",4,"MIXTECA",10,"NOCHIXTLAN",281,"San Miguel Tecomatlan",19.47,268,308,78,99,125,159,143,149,15,18,NA,NA,954,1275,0,0,0,0,0,1,0,42,43,43,402,505,694,47,51,50,1,0,32,0
"282",3,"ISTMO",28,"TEHUANTEPEC",282,"San Miguel Tenango",378,821,794,203,207,426,410,395,384,17,23,744,1826,1680,2006,0,0,0,14500,3,2,6,0,0,0,0,0,0,0,0,0,0,1,19,0
"283",4,"MIXTECA",3,"COIXTLAHUACA",283,"San Miguel Tequixtepec",190.18,1038,1042,279,306,540,511,498,531,8,2,1806,3026,2538,2867,0,5500,15000,0,2,0,1,80,79,39,267,413,230,26,38,15,0,1,13,0
"284",8,"VALLES CENTRALES",25,"OCOTLAN",284,"San Miguel Tilquiapam",72.89,3160,3160,501,603,1509,1385,1651,1775,2611,2595,2156,9540,8380,8356,0,0,0,1000,2,3,2,13,12,6,121,121,56,9,10,4,1,1,20,0
"285",2,"COSTA",21,"JAMILTEPEC",285,"San Miguel Tlacamama",103.9,3115,3386,638,771,1541,1654,1574,1732,937,895,2805,3667,4279,4437,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,1,24,0
"286",4,"MIXTECA",8,"JUXTLAHUACA",286,"San Miguel Tlacotepec",55.5,3525,3220,787,870,1630,1483,1895,1737,670,526,1057,4445,5214,5546,0,0,0,320,4,0,1,32,33,34,116,117,210,13,13,14,0,1,7,0
"287",4,"MIXTECA",3,"COIXTLAHUACA",287,"San Miguel Tulancingo",47.54,432,346,140,131,186,134,246,212,52,28,784,2355,1455,2480,0,5500,17000,0,1,0,1,35,36,18,168,229,126,17,22,8,0,1,13,0
"288",5,"SIERRA NORTE",12,"IXTLAN",288,"San Miguel Yotao",43.06,601,611,152,166,304,297,297,314,494,543,1197,2695,2147,1806,0,0,0,0,0,0,0,25,25,25,120,144,137,10,10,10,1,0,26,0
"289",6,"SIERRA SUR",26,"MIAHUATLAN",289,"San Nicolas",22.86,1131,1143,299,336,509,519,622,624,3,3,1244,2104,2402,2537,0,13882,0,0,1,0,1,45,41,30,513,384,275,41,31,19,0,0,32,0
"290",4,"MIXTECA",1,"SILACAYOAPAM",290,"San Nicolas Hidalgo",11.64,991,1012,200,253,479,463,512,549,8,1,719,717,1540,2097,0,0,0,0,4,1,0,7,9,9,33,43,76,4,5,5,0,0,19,0
"291",6,"SIERRA SUR",26,"MIAHUATLAN",291,"San Pablo Coatlan",205.88,4069,4167,806,967,1978,2029,2091,2138,52,44,1350,6185,6622,7051,14600,3000,25000,2600,10,8,5,16,16,15,160,155,177,16,16,14,1,1,32,0
"292",8,"VALLES CENTRALES",17,"ZAACHILA",292,"San Pablo Cuatro Venados",122.53,1294,1388,201,256,606,640,688,748,57,175,NA,3114,3351,3775,0,33000,114000,35218,0,0,2,30,30,10,325,324,75,26,26,5,0,1,6,0
"293",8,"VALLES CENTRALES",11,"ETLA",293,"San Pablo Etla",41.7,7103,15535,1684,4338,3539,7430,3564,8105,255,572,5041,10077,8306,NA,0,5365,27000,3364,0,0,2,21,25,24,198,265,245,15,22,19,1,1,23,0
"294",8,"VALLES CENTRALES",11,"ETLA",294,"San Pablo Huitzo",102.91,5071,6307,1158,1652,2395,2995,2676,3312,111,158,1637,6631,5934,6206,0,30850,50000,2950,48,66,36,45,93,81,438,1005,933,32,84,71,1,1,23,0
"295",8,"VALLES CENTRALES",18,"ZIMATLAN",295,"San Pablo Huixtepec",37.89,8470,9025,1948,2279,4026,4256,4444,4769,132,131,3442,15276,12379,14912,0,1625,29000,7600,4,0,0,445,455,331,4672,4711,3158,373,390,231,1,1,13,0
"296",5,"SIERRA NORTE",12,"IXTLAN",296,"San Pablo Macuiltianguis",135.76,1135,929,294,288,542,440,593,489,737,633,1621,1293,2410,2542,0,2300,35000,9000,0,0,0,29,29,29,139,175,162,12,12,12,1,1,26,0
"297",4,"MIXTECA",16,"TLAXIACO",297,"San Pablo Tijaltepec",105.75,2489,2150,476,440,1120,948,1369,1202,1975,1813,1054,2225,1078,2764,0,20610,10000,25055,0,0,0,297,300,0,1642,1714,0,163,174,0,1,1,35,0
"298",8,"VALLES CENTRALES",20,"TLACOLULA",298,"San Pablo Villa de Mitla",246.17,10477,11825,2330,2905,4938,5614,5539,6211,4107,4029,3339,10058,14030,12409,0,2725,14000,2650,109,125,110,114,89,0,684,558,0,46,45,0,1,1,25,0
"299",5,"SIERRA NORTE",13,"VILLA ALTA",299,"San Pablo Yaganiza",35.43,1074,1108,272,293,508,518,566,590,920,934,NA,2405,NA,2090,0,0,0,200,1,0,1,31,31,31,149,176,174,12,13,12,1,0,25,0
"300",6,"SIERRA SUR",15,"PUTLA",300,"San Pedro Amuzgos",117.85,5334,6468,1034,1501,2524,3032,2810,3436,3546,4603,2122,6043,7845,1872,0,0,0,0,2,3,3,59,61,61,326,380,369,32,35,34,1,1,10,0
"301",8,"VALLES CENTRALES",25,"OCOTLAN",301,"San Pedro Apostol",10.73,1471,1544,388,451,682,708,789,836,51,36,2074,2620,3729,4924,0,0,3000,0,0,1,5,24,26,15,225,276,137,17,22,10,1,0,20,0
"302",2,"COSTA",21,"JAMILTEPEC",302,"San Pedro Atoyac",72.49,3765,4136,632,852,1824,1953,1941,2183,2521,2869,791,6045,1627,6929,0,0,0,0,0,0,0,150,145,145,1620,1338,1274,135,112,102,1,0,24,0
"303",5,"SIERRA NORTE",13,"VILLA ALTA",303,"San Pedro Cajonos",2.48,1204,1172,351,353,522,512,682,660,991,941,832,1968,1747,2191,0,0,0,1500,2,0,9,28,28,28,134,163,161,11,12,11,1,0,25,0
"304",4,"MIXTECA",10,"NOCHIXTLAN",304,"San Pedro Coxcaltepec Cantaros",100.88,1050,851,249,239,529,407,521,444,103,69,NA,2742,3695,3416,18000,5200,0,0,0,0,0,40,40,27,196,242,272,22,24,19,0,1,32,0
"305",3,"ISTMO",28,"TEHUANTEPEC",305,"San Pedro Comitancillo",46.29,3634,3944,927,1095,1715,1867,1919,2077,1879,1804,854,3626,3096,3353,0,0,30000,2700,29,26,21,0,0,0,0,0,0,0,0,0,1,0,19,0
"306",2,"COSTA",30,"POCHUTLA",306,"San Pedro el Alto",74.26,4735,3903,777,796,2379,1904,2356,1999,3353,2654,1329,5443,4419,1859,25000,2450,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,14,0
"307",3,"ISTMO",28,"TEHUANTEPEC",307,"San Pedro Huamelula",805.48,9862,9594,2362,2652,5015,4795,4847,4799,849,606,1113,9963,7513,2670,324000,0,15000,1500,90,87,100,0,0,0,0,0,0,0,0,0,1,1,19,0
"308",3,"ISTMO",28,"TEHUANTEPEC",308,"San Pedro Huilotepec",18.71,2588,2839,577,689,1294,1397,1294,1442,1491,1392,2262,2847,3549,2101,0,0,0,0,14,22,27,0,0,0,0,0,0,0,0,0,0,0,19,0
"309",7,"PAPALOAPAN",6,"TUXTEPEC",309,"San Pedro Ixcatlan",104.75,10854,10371,2311,2549,5388,5113,5466,5258,8751,8222,10948,NA,NA,18844,0,0,0,0,60,76,58,10,10,10,20,54,64,4,8,8,1,1,14,0
"310",8,"VALLES CENTRALES",19,"CENTRO",310,"San Pedro Ixtlahuaca",17.7,3604,6822,765,1588,1758,3322,1846,3500,134,597,1067,5105,3555,5794,0,3400,40000,3235,5,5,2,34,54,46,335,576,422,27,47,31,1,0,21,0
"311",1,"CANADA",5,"CUICATLAN",311,"San Pedro Jaltepetongo",61.33,677,458,151,139,314,216,363,242,579,380,1115,2076,1708,1315,0,0,0,0,0,0,0,2,2,4,12,11,25,1,1,2,0,0,20,0
"312",2,"COSTA",21,"JAMILTEPEC",312,"San Pedro Jicayan",87.46,9770,11555,1735,2344,4895,5544,4875,6011,7867,9427,1868,13913,10357,12647,0,0,0,8000,147,107,124,10,10,10,99,90,84,8,8,7,1,1,24,0
"313",1,"CANADA",5,"CUICATLAN",313,"San Pedro Jocotipac",70.27,1010,834,272,284,480,377,530,457,510,433,1662,3215,3119,1654,0,5000,0,500,1,0,1,3,3,4,17,16,28,2,2,2,1,1,20,0
"314",2,"COSTA",22,"JUQUILA",314,"San Pedro Juchatengo",57.68,1548,1693,314,396,749,807,799,886,29,26,945,2742,NA,2637,0,8677,0,0,3,0,3,100,95,60,1020,860,539,85,69,43,0,1,12,0
"315",8,"VALLES CENTRALES",25,"OCOTLAN",315,"San Pedro Martir",7.82,1903,1711,421,463,863,743,1040,968,1040,822,4015,6416,4663,4957,0,0,0,0,0,1,2,7,9,7,78,98,77,6,8,6,0,0,20,0
"316",6,"SIERRA SUR",27,"YAUTEPEC",316,"San Pedro Martir Quiechapa",130.62,821,753,166,189,403,342,418,411,22,15,1241,3167,2254,2944,0,0,0,0,1,1,1,40,40,40,224,235,420,28,28,28,0,1,12,0
"317",4,"MIXTECA",16,"TLAXIACO",317,"San Pedro Martir Yucuxaco",83.62,1555,1405,395,406,736,667,819,738,16,7,1128,1690,2005,NA,0,450,0,0,0,0,0,65,68,68,288,348,399,29,35,38,1,1,35,0
"318",2,"COSTA",22,"JUQUILA",318,"San Pedro Mixtepec -Dto. 22-",325.04,32471,42860,7500,10974,15814,20826,16657,22034,1134,1425,11524,NA,36588,45578,16227,239071,30000,2000,409,409,330,0,0,60,0,0,500,0,0,40,1,1,12,0
"319",6,"SIERRA SUR",26,"MIAHUATLAN",319,"San Pedro Mixtepec -Dto. 26-",156.41,1244,1099,294,279,584,518,660,581,1059,947,638,2737,1576,1181,0,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0
"320",4,"MIXTECA",16,"TLAXIACO",320,"San Pedro Molinos",21.68,653,723,175,201,293,338,360,385,464,498,622,710,1030,1349,0,2000,0,800,0,0,0,58,60,62,343,359,350,35,36,34,0,1,35,0
"321",4,"MIXTECA",9,"TEPOSCOLULA",321,"San Pedro Nopala",105.19,926,840,209,226,428,403,498,437,0,1,842,2894,1783,2386,0,300,15000,2500,0,1,1,90,90,45,499,624,412,50,59,27,0,1,21,0
"322",1,"CANADA",4,"TEOTITLAN",322,"San Pedro Ocopetatillo",6.63,877,884,205,229,420,408,457,476,758,745,1215,1925,2165,2092,0,2000,0,10000,2,2,0,25,26,28,163,169,197,16,16,18,0,0,25,0
"323",5,"SIERRA NORTE",14,"MIXE",323,"San Pedro Ocotepec",42.21,1780,2135,372,456,897,1030,883,1105,1479,1862,859,2827,2352,3933,0,0,0,0,0,16,5,93,93,93,558,495,547,37,35,39,1,0,17,0
"324",2,"COSTA",30,"POCHUTLA",324,"San Pedro Pochutla",458.63,36982,43860,7442,10317,18592,21514,18390,22346,2523,3570,5863,NA,3371,17353,0,46916,30000,500,366,384,366,65,65,70,624,616,612,52,51,49,1,1,14,0
"325",8,"VALLES CENTRALES",20,"TLACOLULA",325,"San Pedro Quiatoni",566.56,9570,10491,2055,2413,4597,5052,4973,5439,8109,9234,2384,15347,16361,20857,0,50,0,710,4,4,1,235,192,60,1482,1271,438,99,100,32,1,1,25,0
"326",1,"CANADA",5,"CUICATLAN",326,"San Pedro Sochiapam",183.03,4535,4957,871,999,2232,2440,2303,2517,3627,4132,1175,6844,11056,9376,0,1500,62000,41400,3,0,0,12,12,16,78,76,114,8,7,10,1,1,20,0
"327",3,"ISTMO",29,"JUCHITAN",327,"San Pedro Tapanatepec",1044.89,13377,13992,3367,3860,6706,6870,6671,7122,577,417,10784,22149,21021,22874,0,0,0,28100,182,181,172,0,0,0,0,0,0,0,0,0,1,1,22,0
"328",8,"VALLES CENTRALES",25,"OCOTLAN",328,"San Pedro Taviche",96.75,1052,1173,206,261,535,569,517,604,5,3,742,2260,1549,2493,0,810,0,1900,0,3,1,21,17,10,208,178,91,16,14,6,0,0,20,0
"329",4,"MIXTECA",10,"NOCHIXTLAN",329,"San Pedro Teozacoalco",93.11,1428,1320,327,373,686,629,742,691,27,15,NA,2003,2746,2381,0,0,0,0,1,1,1,53,53,54,296,334,396,34,34,28,1,1,32,0
