"","IncidntNum","Category","Descript","DayOfWeek","Date","Time","PdDistrict","Resolution","Location","lon","lat","violent","HrOfDay","TimeOfDay","HourOfWeek","censusBlock"
"52175",120493004,"NON-CRIMINAL","AIDED CASE","Saturday",2012-06-23,"11:00","PARK","NONE","1000 Block of ASHBURY ST",-122.446133891034,37.7640630217859,"FALSE","11",11,35,"06075017101"
"106728",120994331,"ASSAULT","AGGRAVATED ASSAULT WITH BODILY FORCE","Monday",2012-12-10,"07:10","MISSION","NONE","16TH ST / SHOTWELL ST",-122.416389710283,37.7652491154382,"TRUE","07",7.16666666666667,79.1666666666667,"06075017700"
"2531",120027299,"OTHER OFFENSES","PAROLE VIOLATION","Tuesday",2012-01-10,"21:25","TENDERLOIN","ARREST, BOOKED","0 Block of TURK ST",-122.410739391863,37.783182176782,"FALSE","21",21.4166666666667,117.416666666667,"06075012501"
"67188",120634612,"OTHER OFFENSES","RESISTING ARREST","Friday",2012-08-10,"20:45","BAYVIEW","ARREST, BOOKED","600 Block of JAMESTOWN AV",-122.388019315282,37.7135035890214,"FALSE","20",20.75,20.75,"06075061000"
"105071",126193632,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Monday",2012-12-03,"09:00","NORTHERN","NONE","VANNESS AV / ELLIS ST",-122.421011927709,37.7838226942199,"FALSE","09",9,81,"06075016000"
"36019",120336341,"LARCENY/THEFT","GRAND THEFT FROM PERSON","Saturday",2012-04-28,"00:01","MISSION","NONE","VALENCIA ST / 16TH ST",-122.421886357981,37.7649178909423,"FALSE","00",0.0166666666666667,24.0166666666667,"06075020200"
"67411",120632707,"NON-CRIMINAL","LOST PROPERTY","Thursday",2012-08-09,"20:30","SOUTHERN","NONE","100 Block of SOUTH VAN NESS AV",-122.41835431808,37.7723415248548,"FALSE","20",20.5,164.5,"06075017700"
"16222",120153690,"RUNAWAY","RUNAWAY","Thursday",2012-02-23,"10:45","PARK","NONE","1200 Block of PAGE ST",-122.442073276743,37.7716190763393,"FALSE","10",10.75,154.75,"06075016600"
"109885",120243285,"OTHER OFFENSES","CONSPIRACY","Monday",2012-03-26,"02:21","TENDERLOIN","ARREST, BOOKED","TURK ST / JONES ST",-122.412414263581,37.7830037964534,"FALSE","02",2.35,74.35,"06075012502"
"22717",120220299,"LARCENY/THEFT","GRAND THEFT FROM A BUILDING","Friday",2012-03-16,"10:30","TARAVAL","NONE","300 Block of VICTORIA ST",-122.465475165412,37.7175169942599,"FALSE","10",10.5,10.5,"06075031302"
"71275",126119967,"LARCENY/THEFT","PETTY THEFT OF PROPERTY","Saturday",2012-08-18,"12:00","NORTHERN","NONE","2300 Block of BUCHANAN ST",-122.431017067169,37.7914164792961,"FALSE","12",12,36,"06075013500"
"31427",126049358,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Thursday",2012-04-12,"07:00","TARAVAL","NONE","10TH AV / LINCOLN WY",-122.467514101042,37.7658764339105,"FALSE","07",7,151,"06075030202"
"79442",120755650,"NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Thursday",2012-09-20,"14:00","CENTRAL","PSYCHOPATHIC CASE","1300 Block of JONES ST",-122.414541020223,37.7937670247978,"FALSE","14",14,158,"06075011200"
"2111",126003263,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Tuesday",2012-01-03,"01:45","INGLESIDE","NONE","0 Block of RICHLAND AV",-122.426038638351,37.7359512967369,"FALSE","01",1.75,97.75,"06075025403"
"120138",121053310,"ROBBERY","ROBBERY ON THE STREET, STRONGARM","Monday",2012-12-31,"20:20","MISSION","NONE","3100 Block of 24TH ST",-122.412139430811,37.7493690549331,"TRUE","20",20.3333333333333,92.3333333333333,"06075022901"
"31054",120292806,"ASSAULT","BATTERY","Friday",2012-04-13,"12:35","SOUTHERN","NONE","0 Block of 6TH ST",-122.409668188642,37.7815765674233,"TRUE","12",12.5833333333333,12.5833333333333,"06075017601"
"11109",120108861,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Wednesday",2012-02-08,"12:14","CENTRAL","NONE","100 Block of MONTGOMERY ST",-122.402192822405,37.7902426458217,"FALSE","12",12.2333333333333,132.233333333333,"06075011700"
"100465",120951808,"OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Saturday",2012-11-24,"20:40","CENTRAL","ARREST, CITED","VALLEJO ST / SANSOME ST",-122.402423032514,37.7993831220076,"FALSE","20",20.6666666666667,44.6666666666667,"06075010400"
"52123",120491810,"MISSING PERSON","FOUND PERSON","Friday",2012-06-22,"22:20","RICHMOND","PSYCHOPATHIC CASE","200 Block of POINTLOBOS AV",-122.505685513116,37.7798798925547,"FALSE","22",22.3333333333333,22.3333333333333,"06075047902"
"121409",130142815,"SUSPICIOUS OCC","SUSPICIOUS ACT TOWARDS FEMALE","Tuesday",2012-09-18,"15:00","TARAVAL","NONE","1900 Block of IRVING ST",-122.478381325555,37.7633953506674,"FALSE","15",15,111,"06075032601"
"72979",120690551,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Wednesday",2012-08-29,"18:46","TENDERLOIN","NONE","LEAVENWORTH ST / EDDY ST",-122.414242955907,37.7837240254478,"FALSE","18",18.7666666666667,138.766666666667,"06075012401"
"112820",120573054,"OTHER OFFENSES","CONSPIRACY","Friday",2012-07-20,"15:45","SOUTHERN","ARREST, BOOKED","800 Block of MARKET ST",-122.407036790381,37.78475328357,"FALSE","15",15.75,15.75,"06075017601"
"73255",120694183,"OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Thursday",2012-08-30,"21:26","BAYVIEW","ARREST, CITED","GILMAN AV / JENNINGS ST",-122.393739160349,37.7214090925113,"FALSE","21",21.4333333333333,165.433333333333,"06075023400"
"57539",120541023,"ROBBERY","ROBBERY, ARMED WITH A DANGEROUS WEAPON","Monday",2012-07-09,"13:25","RICHMOND","NONE","3500 Block of ANZA ST",-122.48601358654,37.7782090027068,"TRUE","13",13.4166666666667,85.4166666666667,"06075047701"
"47179",120440340,"OTHER OFFENSES","TRAFFIC VIOLATION ARREST","Sunday",2012-06-03,"22:21","MISSION","NONE","MISSION ST / 16TH ST",-122.419671780296,37.7650501214668,"FALSE","22",22.35,70.35,"06075020100"
"65229",120611488,"LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Thursday",2012-08-02,"18:30","PARK","NONE","100 Block of KEZAR DR",-122.455319469709,37.7681270761325,"FALSE","18",18.5,162.5,NA
"23818",120228801,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Tuesday",2012-03-20,"19:50","RICHMOND","NONE","400 Block of 21ST AV",-122.480195881171,37.7786804656005,"FALSE","19",19.8333333333333,115.833333333333,"06075047701"
"81836",120777206,"BURGLARY","BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY","Thursday",2012-09-27,"19:30","INGLESIDE","NONE","500 Block of ALEMANY BL",-122.417828727392,37.7322459833003,"FALSE","19",19.5,163.5,"06075025403"
"34060",120323188,"WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Monday",2012-04-23,"20:42","SOUTHERN","ARREST, BOOKED","800 Block of BRYANT ST",-122.403742962696,37.7752316978114,"FALSE","20",20.7,92.7,"06075018000"
"20839",126028556,"LARCENY/THEFT","GRAND THEFT OF PROPERTY","Monday",2012-02-20,"16:15","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403742962696,37.7752316978114,"FALSE","16",16.25,88.25,"06075018000"
"83020",120742964,"VEHICLE THEFT","STOLEN AUTOMOBILE","Sunday",2012-09-16,"03:00","MISSION","NONE","2500 Block of 22ND ST",-122.406673345177,37.7568683188157,"FALSE","03",3,51,"06075022802"
"26303",126039428,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday",2012-03-24,"12:00","INGLESIDE","NONE","700 Block of 27TH ST",-122.436561861718,37.7462153610166,"FALSE","12",12,36,"06075021600"
"44089",120413911,"NON-CRIMINAL","AIDED CASE, MENTAL DISTURBED","Friday",2012-05-25,"08:44","CENTRAL","PSYCHOPATHIC CASE","900 Block of POST ST",-122.41809635648,37.787025974153,"FALSE","08",8.73333333333333,8.73333333333333,"06075012201"
"40264",126062623,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday",2012-05-04,"12:10","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403742962696,37.7752316978114,"FALSE","12",12.1666666666667,12.1666666666667,"06075018000"
"44171",120417220,"ASSAULT","BATTERY","Saturday",2012-05-26,"12:42","RICHMOND","PSYCHOPATHIC CASE","6000 Block of CALIFORNIA ST",-122.481815229432,37.7839169205227,"TRUE","12",12.7,36.7,"06075042601"
"115281",120783996,"FRAUD","FALSE ID TO PEACE OFFICER","Sunday",2012-09-30,"13:08","MISSION","ARREST, BOOKED","100 Block of 13TH ST",-122.416334961411,37.7696268121791,"FALSE","13",13.1333333333333,61.1333333333333,"06075017700"
"106940",121001507,"ASSAULT","THREATS AGAINST LIFE","Tuesday",2012-11-20,"00:01","CENTRAL","NONE","100 Block of TRENTON ST",-122.409074940469,37.7959128227681,"TRUE","00",0.0166666666666667,96.0166666666667,"06075011300"
"79717",120756705,"ROBBERY","ROBBERY, BODILY FORCE","Thursday",2012-09-20,"22:17","TARAVAL","NONE","VICENTE ST / 40TH AV",-122.49792635108,37.7383318785384,"TRUE","22",22.2833333333333,166.283333333333,"06075035300"
"117751",121028959,"NON-CRIMINAL","AIDED CASE, INJURED PERSON","Friday",2012-12-21,"22:39","TENDERLOIN","NONE","JONES ST / OFARRELL ST",-122.412970537591,37.7857883766888,"FALSE","22",22.65,22.65,"06075012301"
"55413",120522669,"OTHER OFFENSES","RESISTING ARREST","Tuesday",2012-07-03,"01:09","MISSION","ARREST, BOOKED","4000 Block of 18TH ST",-122.434723240509,37.7609385612017,"FALSE","01",1.15,97.15,"06075020600"
"76924",120729564,"LARCENY/THEFT","PETTY THEFT WITH PRIOR","Tuesday",2012-09-11,"18:56","TENDERLOIN","ARREST, BOOKED","100 Block of POWELL ST",-122.40790750612,37.7859650296466,"FALSE","18",18.9333333333333,114.933333333333,"06075011700"
"121910",136006542,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Sunday",2012-12-23,"19:00","SOUTHERN","NONE","800 Block of BRYANT ST",-122.403742962696,37.7752316978114,"FALSE","19",19,67,"06075018000"
"50441",120468596,"ASSAULT","AGGRAVATED ASSAULT WITH A DEADLY WEAPON","Thursday",2012-06-14,"15:15","INGLESIDE","NONE","0 Block of INA CT",-122.425258036573,37.7230378236628,"TRUE","15",15.25,159.25,"06075026002"
"55747",120501607,"NON-CRIMINAL","IMPOUNDED VEHICLE","Tuesday",2012-06-26,"05:00","MISSION","NONE","26TH ST / HAMPSHIRE ST",-122.406897563446,37.7497181665598,"FALSE","05",5,101,"06075022903"
"49258",120461590,"ASSAULT","INFLICT INJURY ON COHABITEE","Tuesday",2012-06-12,"01:00","MISSION","NONE","200 Block of HOFFMAN AV",-122.440729739275,37.7524878561775,"TRUE","01",1,97,"06075021200"
"78216",120739068,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Friday",2012-09-14,"14:00","NORTHERN","NONE","2000 Block of JACKSON ST",-122.428992727705,37.793212942408,"FALSE","14",14,14,"06075013102"
"55535",126090248,"LARCENY/THEFT","PETTY THEFT OF PROPERTY","Sunday",2012-06-24,"01:00","MISSION","NONE","2300 Block of MARKET ST",-122.434500618371,37.7631205588589,"FALSE","01",1,49,"06075020300"
"43045",120403348,"BURGLARY","BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY","Monday",2012-05-21,"14:10","INGLESIDE","NONE","500 Block of FRANCONIA ST",-122.408324713091,37.7420079253694,"FALSE","14",14.1666666666667,86.1666666666667,"06075025100"
"22641",120219048,"ASSAULT","BATTERY","Saturday",2012-03-17,"14:15","SOUTHERN","JUVENILE CITED","800 Block of MARKET ST",-122.407036790381,37.78475328357,"TRUE","14",14.25,38.25,"06075017601"
"22443",120215303,"ASSAULT","INFLICT INJURY ON COHABITEE","Friday",2012-03-16,"10:00","BAYVIEW","ARREST, BOOKED","1900 Block of 25TH ST",-122.3983322156,37.7522357519014,"TRUE","10",10,10,"06075061400"
"104152",120981021,"RUNAWAY","RUNAWAY","Tuesday",2012-12-04,"21:40","PARK","NONE","1200 Block of PAGE ST",-122.442073276743,37.7716190763393,"FALSE","21",21.6666666666667,117.666666666667,"06075016600"
"20608",120122601,"WEAPON LAWS","POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN","Monday",2012-02-13,"08:00","NORTHERN","ARREST, BOOKED","1100 Block of TURK ST",-122.427582893451,37.7810373378153,"FALSE","08",8,80,"06075016100"
"41987",120399844,"OTHER OFFENSES","PROBATION VIOLATION","Sunday",2012-05-20,"11:51","BAYVIEW","ARREST, BOOKED","0 Block of CAMERON WY",-122.385933416272,37.7202519031804,"FALSE","11",11.85,59.85,"06075023400"
"49488",120466625,"NON-CRIMINAL","FOUND PROPERTY","Wednesday",2012-06-13,"20:00","BAYVIEW","NONE","3RD ST / WILLIAMS AV",-122.392625489263,37.7292804432175,"FALSE","20",20,140,"06075023200"
"67025",120621073,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday",2012-08-04,"20:00","NORTHERN","NONE","900 Block of VANNESS AV",-122.420971440185,37.7838345041662,"FALSE","20",20,44,"06075012202"
"75962",120711765,"ASSAULT","AGGRAVATED ASSAULT WITH A KNIFE","Wednesday",2012-09-05,"18:00","MISSION","COMPLAINANT REFUSES TO PROSECUTE","100 Block of BARTLETT ST",-122.419994249311,37.7553105299105,"TRUE","18",18,138,"06075020900"
"99350",120930733,"ROBBERY","ROBBERY ON THE STREET, STRONGARM","Saturday",2012-11-17,"01:42","NORTHERN","NONE","POLK ST / SUTTER ST",-122.420120319204,37.7877570602411,"TRUE","01",1.7,25.7,"06075012000"
"99932",120943178,"WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Wednesday",2012-11-21,"09:22","NORTHERN","ARREST, BOOKED","3200 Block of WEBSTER ST",-122.43431061033,37.8002690548022,"FALSE","09",9.36666666666667,129.366666666667,"06075012902"
"11428",120111068,"ASSAULT","BATTERY","Thursday",2012-02-09,"04:00","SOUTHERN","UNFOUNDED","100 Block of 6TH ST",-122.408626028337,37.7808558853034,"TRUE","04",4,148,"06075017601"
"10888",120102493,"VANDALISM","MALICIOUS MISCHIEF, GRAFFITI","Friday",2012-02-03,"15:30","MISSION","NONE","500 Block of DOLORES ST",-122.426136431279,37.7606031864917,"FALSE","15",15.5,15.5,"06075020600"
"19492",120191515,"OTHER OFFENSES","DRIVERS LICENSE, SUSPENDED OR REVOKED","Thursday",2012-03-08,"01:04","INGLESIDE","ARREST, CITED","5400 Block of MISSION ST",-122.444311972839,37.7130775212315,"FALSE","01",1.06666666666667,145.066666666667,"06075026200"
"25355",120242732,"ROBBERY","ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE","Sunday",2012-03-25,"20:15","PARK","NONE","400 Block of ASHBURY ST",-122.447353944566,37.7713786859305,"TRUE","20",20.25,68.25,"06075016600"
"90799",120859462,"ASSAULT","AGGRAVATED ASSAULT WITH A KNIFE","Thursday",2012-10-25,"03:45","NORTHERN","NONE","1000 Block of LARKIN ST",-122.418413533705,37.7870325416124,"TRUE","03",3.75,147.75,"06075012000"
"2438",120025340,"LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Monday",2012-01-09,"19:00","MISSION","NONE","14TH ST / DOLORES ST",-122.426696478904,37.7678692203902,"FALSE","19",19,91,"06075020300"
"7079",120071064,"LARCENY/THEFT","GRAND THEFT FROM UNLOCKED AUTO","Thursday",2012-01-26,"07:26","CENTRAL","NONE","500 Block of POST ST",-122.410091218555,37.7881124315902,"FALSE","07",7.43333333333333,151.433333333333,"06075012100"
"65161",120604712,"BURGLARY","BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY","Tuesday",2012-07-31,"09:30","INGLESIDE","NONE","100 Block of LISBON ST",-122.430220943264,37.7262628614963,"FALSE","09",9.5,105.5,"06075026001"
"46817",120438997,"OTHER OFFENSES","RESISTING ARREST","Sunday",2012-06-03,"11:29","TARAVAL","ARREST, BOOKED","SANTIAGO ST / 26TH AV",-122.481180963255,37.7446799417931,"FALSE","11",11.4833333333333,59.4833333333333,"06075032801"
"91426",120861382,"LARCENY/THEFT","GRAND THEFT SHOPLIFTING","Thursday",2012-10-25,"17:20","CENTRAL","NONE","300 Block of BATTERY ST",-122.400108444834,37.7945998927281,"FALSE","17",17.3333333333333,161.333333333333,"06075010500"
"19109",120186635,"LARCENY/THEFT","GRAND THEFT PICKPOCKET","Tuesday",2012-03-06,"12:30","NORTHERN","NONE","600 Block of LARKIN ST",-122.417655788744,37.7837293219731,"FALSE","12",12.5,108.5,"06075012402"
"71926",120648453,"DRUG/NARCOTIC","POSSESSION OF BASE/ROCK COCAINE FOR SALE","Wednesday",2012-08-15,"15:28","BAYVIEW","ARREST, BOOKED","1700 Block of NEWCOMB AV",-122.392072918995,37.7364888406005,"FALSE","15",15.4666666666667,135.466666666667,"06075061200"
"108923",120920358,"NON-CRIMINAL","LOST PROPERTY","Tuesday",2012-11-13,"15:45","SOUTHERN","NONE","800 Block of MARKET ST",-122.406659517434,37.7850491022697,"FALSE","15",15.75,111.75,"06075017601"
"106685",120949013,"LARCENY/THEFT","GRAND THEFT FROM A BUILDING","Thursday",2012-11-22,"12:00","CENTRAL","ARREST, BOOKED","100 Block of LOMBARD ST",-122.404194123281,37.803962414182,"FALSE","12",12,156,"06075010500"
"53595",120507194,"LARCENY/THEFT","PETTY THEFT SHOPLIFTING","Wednesday",2012-06-27,"13:44","TENDERLOIN","JUVENILE CITED","100 Block of POWELL ST",-122.40790750612,37.7859650296466,"FALSE","13",13.7333333333333,133.733333333333,"06075011700"
"86288",120817545,"OTHER OFFENSES","PROBATION VIOLATION","Thursday",2012-10-11,"15:08","NORTHERN","ARREST, BOOKED","1800 Block of UNION ST",-122.430143521138,37.7976568248035,"FALSE","15",15.1333333333333,159.133333333333,"06075013000"
"17406",120173529,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Thursday",2012-03-01,"22:55","TENDERLOIN","ARREST, BOOKED","200 Block of TURK ST",-122.412770549983,37.7829919987632,"FALSE","22",22.9166666666667,166.916666666667,"06075012502"
"33375",120314375,"RUNAWAY","RUNAWAY","Friday",2012-04-20,"13:30","RICHMOND","JUVENILE BOOKED","800 Block of EUCLID AV",-122.458181274794,37.7838278693934,"FALSE","13",13.5,13.5,"06075015400"
"35513",120337571,"LARCENY/THEFT","PETTY THEFT FROM LOCKED AUTO","Saturday",2012-04-28,"14:00","TARAVAL","NONE","JOHNMUIR DR / SKYLINEBLVD HY",-122.50022040363,37.718954166945,"FALSE","14",14,38,"06075060400"
"110943",121021953,"DRUG/NARCOTIC","POSSESSION OF HEROIN FOR SALES","Tuesday",2012-12-18,"20:46","TENDERLOIN","NONE","200 Block of TURK ST",-122.4124321618,37.7829675794598,"FALSE","20",20.7666666666667,116.766666666667,"06075012501"
"19683",120193511,"OTHER OFFENSES","CONSPIRACY","Thursday",2012-03-08,"17:21","TENDERLOIN","ARREST, BOOKED","OFARRELL ST / JONES ST",-122.412970537591,37.7857883766888,"FALSE","17",17.35,161.35,"06075012301"
"121231",130060267,"SUSPICIOUS OCC","SUSPICIOUS OCCURRENCE","Thursday",2012-11-15,"09:00","SOUTHERN","UNFOUNDED","300 Block of 7TH ST",-122.40664625718,37.7758365300589,"FALSE","09",9,153,"06075017802"
"96658",120909807,"ROBBERY","ROBBERY ON THE STREET, STRONGARM","Saturday",2012-11-10,"05:30","NORTHERN","NONE","LARKIN ST / MYRTLE ST",-122.417999278691,37.7856407526644,"TRUE","05",5.5,29.5,"06075012202"
"86062",120785243,"VEHICLE THEFT","STOLEN AUTOMOBILE","Sunday",2012-09-30,"19:30","INGLESIDE","NONE","400 Block of 30TH ST",-122.429626949092,37.7420196889621,"FALSE","19",19.5,67.5,"06075021500"
"34672",120325924,"NON-CRIMINAL","FOUND PROPERTY","Tuesday",2012-04-24,"19:45","MISSION","NONE","600 Block of VALENCIA ST",-122.421737705281,37.7629080944622,"FALSE","19",19.75,115.75,"06075020700"
"21362",120206318,"NON-CRIMINAL","AIDED CASE","Friday",2012-03-09,"17:45","SOUTHERN","NONE","7TH ST / MARKET ST",-122.412515341356,37.7804777480508,"FALSE","17",17.75,17.75,"06075017601"
"21372",120206493,"OTHER OFFENSES","CONSPIRACY","Tuesday",2012-03-13,"00:54","SOUTHERN","ARREST, BOOKED","100 Block of BERRY ST",-122.39298436048,37.7760354184414,"FALSE","00",0.9,96.9,"06075060700"
"48107",120447073,"LARCENY/THEFT","GRAND THEFT PICKPOCKET","Tuesday",2012-06-05,"23:00","CENTRAL","NONE","600 Block of GEARY ST",-122.414358619994,37.786540619372,"FALSE","23",23,119,"06075012302"
"75494",120707156,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Thursday",2012-08-30,"21:00","BAYVIEW","NONE","0 Block of BLAIR TR",-122.398884914587,37.7514214373762,"FALSE","21",21,165,"06075061400"
"13283",126021168,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Sunday",2012-02-05,"18:00","NORTHERN","NONE","500 Block of GOUGH ST",-122.423257221505,37.7780456686503,"FALSE","18",18,66,"06075016200"
"35832",120308685,"VEHICLE THEFT","STOLEN AUTOMOBILE","Wednesday",2012-04-18,"18:00","INGLESIDE","NONE","1000 Block of VISITACION AV",-122.409090116803,37.7116594375941,"FALSE","18",18,138,"06075026403"
"56435",120528128,"BURGLARY","BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY","Tuesday",2012-07-03,"21:30","TARAVAL","NONE","2200 Block of 42ND AV",-122.500356011001,37.7442505075315,"FALSE","21",21.5,117.5,"06075035300"
"22247",120207560,"NON-CRIMINAL","LOST PROPERTY","Saturday",2012-03-10,"21:00","PARK","NONE","4600 Block of 18TH ST",-122.443470640125,37.7603577580818,"FALSE","21",21,45,"06075020401"
"109475",120396771,"WARRANTS","ENROUTE TO OUTSIDE JURISDICTION","Saturday",2012-05-19,"07:58","TENDERLOIN","ARREST, BOOKED","100 Block of MASON ST",-122.409376061627,37.7844493076952,"FALSE","07",7.96666666666667,31.9666666666667,"06075012501"
"44819",120419210,"OTHER OFFENSES","PAROLE VIOLATION","Sunday",2012-05-27,"05:26","RICHMOND","ARREST, BOOKED","3400 Block of WASHINGTON ST",-122.449680689164,37.7896063308595,"FALSE","05",5.43333333333333,53.4333333333333,"06075013300"
"38771",120360629,"DRUG/NARCOTIC","POSSESSION OF HEROIN","Sunday",2012-05-06,"17:20","NORTHERN","ARREST, BOOKED","LARKIN ST / POST ST",-122.41827417166,37.7870372043685,"FALSE","17",17.3333333333333,65.3333333333333,"06075012202"
"9830",120096783,"ASSAULT","AGGRAVATED ASSAULT WITH BODILY FORCE","Saturday",2012-02-04,"02:31","SOUTHERN","UNFOUNDED","500 Block of HOWARD ST",-122.396540329718,37.7880933620609,"TRUE","02",2.51666666666667,26.5166666666667,"06075061500"
"63009",120594765,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM OF VEHICLES","Saturday",2012-07-28,"00:10","NORTHERN","NONE","1500 Block of NORTHPOINT ST",-122.432190395366,37.8041703638271,"FALSE","00",0.166666666666667,24.1666666666667,"06075012602"
"5513",126008718,"LARCENY/THEFT","GRAND THEFT OF PROPERTY","Sunday",2012-01-15,"20:15","NORTHERN","NONE","500 Block of HAIGHT ST",-122.431275452209,37.7719662427663,"FALSE","20",20.25,68.25,"06075016801"
"93851",120841516,"BURGLARY","BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY","Wednesday",2012-10-17,"12:00","SOUTHERN","NONE","1100 Block of MISSION ST",-122.413119150017,37.7776444963989,"FALSE","12",12,132,"06075017601"
"95954",120904255,"ASSAULT","STALKING","Monday",2012-10-15,"18:15","RICHMOND","NONE","200 Block of FUNSTON AV",-122.471871389669,37.7838834730582,"TRUE","18",18.25,90.25,"06075040200"
"6730",120067803,"VEHICLE THEFT","STOLEN AUTOMOBILE","Tuesday",2012-01-24,"23:00","INGLESIDE","NONE","100 Block of STILL ST",-122.430865310354,37.7318465761278,"FALSE","23",23,119,"06075025500"
"83035",120754135,"VEHICLE THEFT","STOLEN AUTOMOBILE","Wednesday",2012-09-19,"21:00","NORTHERN","NONE","CALIFORNIA ST / POLK ST",-122.420691680792,37.7905770710537,"FALSE","21",21,141,"06075011100"
"10235",120103350,"DRUG/NARCOTIC","POSSESSION OF METH-AMPHETAMINE","Monday",2012-02-06,"14:45","MISSION","ARREST, BOOKED","2400 Block of MARKET ST",-122.43514500516,37.7625616165414,"FALSE","14",14.75,86.75,"06075020600"
"78544",120740617,"LARCENY/THEFT","GRAND THEFT PICKPOCKET","Saturday",2012-09-15,"09:30","INGLESIDE","NONE","GENEVA AV / MISSION ST",-122.441018108888,37.7164586830811,"FALSE","09",9.5,33.5,"06075026301"
"21181",120195636,"OTHER OFFENSES","LOST/STOLEN LICENSE PLATE","Sunday",2012-03-04,"21:00","MISSION","NONE","2800 Block of CESAR CHAVEZ ST",-122.40751509213,37.748629384434,"FALSE","21",21,69,"06075022903"
"46803",120438577,"ASSAULT","INFLICT INJURY ON COHABITEE","Sunday",2012-06-03,"08:30","TARAVAL","ARREST, BOOKED","2300 Block of 27TH AV",-122.495069536396,37.7428904451471,"TRUE","08",8.5,56.5,"06075035300"
"74052",120695012,"FRAUD","CREDIT CARD, THEFT BY USE OF","Thursday",2012-08-30,"22:00","SOUTHERN","NONE","1100 Block of FOLSOM ST",-122.409898312865,37.7751698995973,"FALSE","22",22,166,"06075017802"
"43133",120405554,"OTHER OFFENSES","CONSPIRACY","Tuesday",2012-05-22,"11:00","TENDERLOIN","NONE","HYDE ST / GOLDEN GATE AV",-122.415508242782,37.7816542806075,"FALSE","11",11,107,"06075012401"
"63731",120591056,"ASSAULT","BATTERY","Thursday",2012-07-26,"19:00","PARK","NONE","1500 Block of HAIGHT ST",-122.447505085019,37.7698998338109,"TRUE","19",19,163,"06075016600"
"48200",120450026,"LARCENY/THEFT","ATTEMPTED THEFT FROM A BUILDING","Thursday",2012-06-07,"12:15","SOUTHERN","NONE","1600 Block of HOWARD ST",-122.417394670813,37.7707265538207,"FALSE","12",12.25,156.25,"06075017700"
"107051",126181041,"LARCENY/THEFT","GRAND THEFT FROM LOCKED AUTO","Saturday",2012-11-10,"00:45","MISSION","NONE","SAN BRUNO AV / 15TH ST",-122.405709610192,37.7671995252945,"FALSE","00",0.75,24.75,"06075017700"
"67458",120634054,"VANDALISM","MALICIOUS MISCHIEF, VANDALISM","Monday",2012-08-06,"19:00","TARAVAL","NONE","700 Block of TARAVAL ST",-122.473803360959,37.7430219986892,"FALSE","19",19,91,"06075030800"
"12998",120127617,"NON-CRIMINAL","AIDED CASE","Tuesday",2012-02-14,"18:44","BAYVIEW","PSYCHOPATHIC CASE","25TH ST / CONNECTICUT ST",-122.396516098253,37.7523112196847,"FALSE","18",18.7333333333333,114.733333333333,"06075061400"
"86866",120821433,"ROBBERY","ROBBERY, BODILY FORCE","Friday",2012-10-12,"20:52","TENDERLOIN","NONE","100 Block of EDDY ST",-122.410630886946,37.7841471144017,"TRUE","20",20.8666666666667,20.8666666666667,"06075012501"
"39562",120365704,"LARCENY/THEFT","GRAND THEFT FROM PERSON","Tuesday",2012-05-08,"12:55","CENTRAL","NONE","PACIFIC AV / GRANT AV",-122.406831986427,37.7969028838908,"FALSE","12",12.9166666666667,108.916666666667,"06075010700"
