"","id","enter","exit","event","birthdate","sex","parish","ses","immigrant"
"20508",913,50,63.173,1,1778.152,"male","5","lower","yes"
"20524",914,50,63.179,1,1814.313,"female","5","lower","no"
"20538",915,50,67.89,0,1826.94,"male","5","lower","no"
"20556",916,50,55.217,0,1839.614,"male","5","lower","no"
"20581",917,50,71.587,1,1764.747,"female","5","lower","no"
"20605",918,50,56.988,1,1826.905,"female","5","lower","no"
"20612",919,50,75.836,1,1818.215,"male","5","lower","yes"
"20639",920,50,72.66,1,1772.271,"male","5","lower","no"
"20664",921,50,76.624,1,1805.558,"male","5","lower","no"
"20693",922,50,67.682,1,1774.341,"male","5","upper","yes"
"20723",923,50,59.337,1,1764.775,"female","5","lower","no"
"20734",924,50,50.645,1,1774.546,"male","5","upper","no"
"20736",925,50,59.493,1,1777.426,"female","5","lower","no"
"20778",926,50,50.453,0,1773.851,"male","5","lower","no"
"20779",927,50,80,0,1778.125,"female","5","lower","no"
"20813",928,50,62.423,1,1769.251,"female","5","lower","yes"
"20827",929,50,69.916,1,1798.617,"male","5","lower","no"
"20849",930,50,80,0,1800.969,"male","5","lower","no"
"20881",931,50,79.283,1,1806.752,"female","5","lower","no"
"20914",932,50,57.363,1,1811.17,"male","5","lower","no"
"20923",933,50,80,0,1813.073,"female","5","lower","no"
"20955",934,50,66.648,1,1822.765,"female","5","lower","yes"
"20956",935,50,63.817,0,1831.014,"male","5","lower","yes"
"20970",936,50,63.792,0,1831.039,"female","5","lower","yes"
"20984",937,50,78.782,1,1775.107,"female","5","upper","no"
"21014",938,50,56.339,1,1797.15,"female","5","lower","no"
"21021",939,50,75.504,0,1819.326,"male","5","lower","yes"
"21047",940,50,80,0,1809.851,"female","5","lower","yes"
"21078",941,50,69.922,1,1770.133,"female","5","lower","no"
"21099",942,50,61.018,0,1780.813,"male","5","upper","no"
"21114",943,50,54.382,0,1783.45,"female","5","upper","no"
"21121",944,50,59.403,0,1791.584,"male","5","lower","no"
"21140",945,50,61.177,0,1809.654,"male","5","lower","no"
"21152",946,50,66.434,0,1828.397,"male","5","upper","no"
"21171",947,50,78.987,0,1779.844,"female","5","upper","yes"
"21202",948,50,71.22,0,1823.611,"male","5","lower","no"
"21225",949,50,60.068,1,1831.685,"female","5","lower","yes"
"21236",950,50,57.574,0,1837.257,"female","5","lower","yes"
"21243",951,50,79.039,1,1776.674,"female","5","lower","no"
"21274",952,50,50.376,1,1780.331,"male","5","upper","no"
"21289",953,50,80,0,1802.204,"female","5","lower","no"
"21321",954,50,80,0,1812.786,"female","5","lower","yes"
"21353",955,50,51.786,1,1829.125,"male","5","lower","yes"
"21356",956,50,51.806,0,1843.025,"male","5","lower","yes"
"21358",957,50,64.734,1,1798.059,"male","5","lower","no"
"21389",958,50,65.78,1,1771.633,"female","5","lower","yes"
"21406",959,50,73.435,0,1807.398,"female","5","lower","no"
"21431",960,50,57.566,1,1795.025,"male","5","lower","yes"
"21442",961,50,76.361,0,1818.626,"male","5","upper","no"
"21470",962,50,51.847,0,1787.318,"female","5","lower","no"
"21474",963,50,50.418,0,1798.938,"male","5","upper","yes"
"21475",964,50,55.099,1,1788.764,"male","5","lower","yes"
"21481",965,50,74.048,0,1820.783,"male","5","lower","no"
"21509",966,50,78.478,1,1783.272,"female","5","lower","no"
"21537",967,50,57.254,1,1774.962,"female","5","lower","yes"
"21545",968,50,51.74,1,1791.726,"male","5","upper","yes"
"21548",969,50,70.951,0,1823.88,"male","5","lower","no"
"21577",970,50,52.914,0,1828.474,"female","5","lower","no"
"21595",971,50,74.511,1,1794.845,"female","5","lower","yes"
"21620",972,50,60.465,1,1834.283,"male","5","lower","no"
"21632",973,50,72.183,1,1821.952,"male","5","lower","yes"
"21658",974,50,67.63,0,1827.201,"female","5","lower","yes"
"21703",975,50,50.669,1,1794.623,"female","5","lower","yes"
"21705",976,50,71.833,0,1822.998,"female","5","lower","no"
"21728",977,50,72.745,1,1785.878,"male","5","lower","yes"
"21752",978,50,55.351,1,1787.778,"female","5","lower","yes"
"21759",979,50,64.851,0,1829.979,"male","5","lower","yes"
"21780",980,50,78.85,1,1782.888,"male","5","lower","no"
"21814",981,50,68.252,1,1806.71,"female","5","lower","yes"
"21835",982,50,63.688,0,1831.143,"male","5","upper","no"
"21852",983,50,61.218,0,1833.613,"male","5","lower","no"
"21865",984,50,52.835,0,1841.996,"female","5","lower","no"
"21868",985,50,61.632,1,1817.407,"female","5","lower","yes"
"21869",986,50,55.244,0,1839.587,"female","5","upper","yes"
"21875",987,50,60.906,0,1788.925,"female","5","upper","no"
"21886",988,50,50.7,1,1791.384,"female","5","lower","no"
"21888",989,50,70.552,1,1822.45,"female","5","lower","yes"
"21900",990,50,63.526,0,1831.305,"female","5","lower","yes"
"21914",991,50,60.318,1,1778.771,"female","5","upper","no"
"21926",992,50,80,0,1788.616,"male","5","lower","no"
"21963",993,50,54.341,1,1814.004,"male","5","lower","yes"
"21969",994,50,51.031,0,1828.799,"female","5","lower","yes"
"21971",995,50,50.308,0,1837.522,"male","5","lower","yes"
"21974",996,50,52.715,0,1764.235,"female","5","lower","no"
"21976",997,50,60.838,1,1819.661,"male","5","upper","no"
"21988",998,50,54.888,0,1789.407,"female","5","lower","no"
"21994",999,50,60.381,1,1790.724,"male","5","lower","no"
"22015",1000,50,67.354,1,1774.612,"female","5","upper","no"
"22036",1001,50,72.444,1,1777.711,"female","5","upper","no"
"22054",1002,50,79.995,1,1783.704,"male","5","lower","no"
"22085",1003,50,70.836,1,1781.166,"female","5","lower","yes"
"22107",1004,50,54.056,0,1767.775,"male","5","upper","yes"
"22116",1005,50,73.194,1,1805.062,"female","5","upper","yes"
"22140",1006,50,59.072,1,1831.767,"male","5","lower","no"
"22164",1007,50,56.277,0,1838.554,"female","5","upper","yes"
"22171",1008,50,54.527,1,1763.595,"female","5","lower","yes"
"22176",1009,50,78.094,1,1812.635,"male","5","lower","no"
"22206",1010,50,53.303,1,1821.347,"female","5","lower","yes"
"22210",1011,50,77.552,1,1784.893,"male","5","upper","yes"
"22239",1012,50,66.179,1,1787.165,"female","5","upper","yes"
"22256",1013,50,58.018,1,1798.04,"female","5","lower","no"
"22265",1014,50,54.648,1,1798.683,"male","5","lower","yes"
"22271",1015,50,66.308,1,1793.999,"female","5","lower","yes"
"22337",1016,50,60.709,1,1763.228,"male","5","lower","no"
"22349",1017,50,52.999,1,1816.129,"female","5","lower","yes"
"22394",1018,50,75.51,1,1807.852,"male","5","lower","yes"
"22397",1019,50,62.366,1,1819.502,"male","5","lower","no"
"22414",1020,50,70.248,0,1824.583,"male","5","lower","no"
"22435",1021,50,55.97,1,1818.012,"male","5","lower","yes"
"22444",1022,50,66.023,0,1828.808,"female","5","lower","yes"
"22462",1023,50,79.901,1,1768.101,"female","5","lower","no"
"22493",1024,50,69.703,0,1769.812,"male","5","lower","yes"
"22514",1025,50,57.451,1,1800.912,"female","5","lower","no"
"22522",1026,50,77.555,1,1804.389,"female","5","lower","no"
"22551",1027,50,73.629,0,1821.202,"male","5","lower","no"
"22574",1028,50,76.843,0,1817.988,"female","5","lower","yes"
"22653",1029,50,61.202,0,1818.546,"male","5","lower","yes"
"22677",1030,50,73.355,0,1821.476,"male","5","lower","yes"
"22702",1031,50,66.71,1,1822.363,"female","5","lower","yes"
"22720",1032,50,61.999,0,1800.832,"female","5","lower","yes"
"22735",1033,50,80,0,1776.115,"male","5","lower","no"
"22767",1034,50,78.322,1,1776.791,"female","5","lower","yes"
"22797",1035,50,79.19,0,1815.641,"male","5","lower","yes"
"22828",1036,50,78.234,0,1816.597,"female","5","lower","yes"
"22858",1037,50,69.758,1,1824.301,"female","5","upper","yes"
"22879",1038,50,72.75,0,1822.081,"male","5","lower","yes"
"22903",1039,50,69.248,0,1825.582,"female","5","lower","yes"
"22973",1040,50,57.046,0,1816.786,"female","5","lower","yes"
"23010",1041,50,53.336,1,1765.771,"male","5","lower","no"
"23014",1042,50,64.646,1,1768.23,"female","5","lower","no"
"23015",1043,50,51.061,0,1778.327,"male","5","lower","no"
"23017",1044,50,69.18,1,1792.966,"male","5","upper","no"
"23061",1045,50,56.969,1,1794.686,"male","5","lower","no"
"23069",1046,50,53.095,1,1797.172,"female","5","lower","no"
"23073",1047,50,80,0,1800.315,"male","5","lower","no"
"23104",1048,50,67.565,1,1772.687,"male","5","upper","yes"
"23125",1049,50,68.088,1,1810.133,"female","5","upper","no"
"23145",1050,50,58.001,0,1836.83,"male","5","lower","no"
"23154",1051,50,73.834,1,1819.789,"male","5","lower","yes"
"23183",1052,50,80,0,1813.774,"female","5","lower","no"
"23216",1053,50,51.466,1,1765.81,"male","5","lower","yes"
"23219",1054,50,52.279,1,1777.552,"female","5","lower","yes"
"23222",1055,50,65.744,1,1803.439,"female","5","lower","no"
"23239",1056,50,69.916,1,1810.99,"female","5","lower","no"
"23259",1057,50,73.492,1,1781.719,"male","5","lower","yes"
"23285",1058,50,66.946,1,1776.345,"female","5","lower","yes"
"23303",1059,50,80,0,1813.599,"female","5","lower","no"
"23334",1060,50,75.255,1,1816.698,"male","5","lower","no"
"23361",1061,50,72.873,1,1803.094,"female","5","lower","yes"
"23408",1062,50,68.966,0,1822.47,"female","5","lower","no"
"23418",1063,50,78.037,1,1811.978,"male","5","lower","no"
"23460",1064,50,77.029,1,1791.157,"female","5","lower","yes"
"23488",1065,50,74.612,0,1820.219,"female","5","lower","no"
"23514",1066,50,67.157,0,1827.674,"female","5","lower","no"
"23532",1067,50,51.373,0,1840.457,"male","5","lower","yes"
"23543",1068,50,58.308,1,1806.253,"female","5","lower","no"
"23553",1069,50,65.774,0,1807.162,"male","5","lower","no"
"23569",1070,50,64.794,1,1809.336,"female","5","lower","no"
"23600",1071,50,65.459,1,1817.112,"female","5","lower","no"
"23622",1072,50,54.908,1,1807.08,"female","5","lower","yes"
"23628",1073,50,65.092,0,1829.739,"female","5","lower","yes"
"23664",1074,50,67.242,1,1763.688,"female","5","lower","yes"
"23682",1075,50,56.761,1,1803.184,"male","5","lower","no"
"23685",1076,50,76.589,1,1816.485,"male","5","lower","no"
"23714",1077,50,80,0,1791.083,"female","5","lower","yes"
"23747",1078,50,80,0,1785.435,"female","5","lower","yes"
"23778",1079,50,78.683,0,1816.148,"female","5","lower","no"
"23808",1080,50,78.24,1,1812.775,"female","5","upper","no"
"23839",1081,50,51.543,0,1823.288,"female","5","lower","no"
"23856",1082,50,69.733,1,1797.966,"female","5","lower","no"
"23872",1083,50,74.168,1,1803.255,"female","5","lower","no"
"23881",1084,50,67.644,1,1782.324,"male","5","lower","no"
"23903",1085,50,52.835,0,1833.996,"male","5","lower","no"
"23906",1086,50,74.697,1,1767.852,"male","5","lower","yes"
"23932",1087,50,71.65,1,1772.509,"male","5","lower","yes"
"23956",1088,50,52.183,1,1773.544,"female","5","lower","yes"
"23966",1089,50,70.428,1,1773.593,"male","5","upper","yes"
"23988",1090,50,65.552,0,1779.28,"female","5","upper","yes"
"24005",1091,50,67.379,1,1790.565,"male","5","lower","yes"
"24030",1092,50,51.943,1,1792.778,"female","5","lower","yes"
"24033",1093,50,70.034,0,1824.797,"male","5","lower","no"
"24069",1094,50,67.149,1,1763.751,"male","5","lower","no"
"24089",1095,50,71.537,1,1766.877,"male","5","upper","no"
"24112",1096,50,53.128,0,1780.704,"female","5","upper","no"
"24116",1097,50,65.407,1,1783.948,"female","5","upper","no"
"24132",1098,50,60.079,0,1834.752,"female","5","upper","yes"
"24145",1099,50,74.015,1,1789.279,"female","5","lower","no"
"24163",1100,50,72.085,1,1799.403,"male","5","lower","no"
"24189",1101,50,67.943,0,1826.888,"female","5","lower","yes"
"24218",1102,50,60.789,1,1795.838,"female","5","lower","no"
"24244",1103,50,52.906,1,1829.596,"male","5","lower","yes"
"24247",1104,50,67.617,1,1781.572,"female","5","lower","no"
"24251",1105,50,65.566,1,1800.627,"female","5","lower","yes"
"24256",1106,50,54.94,1,1832.175,"male","5","lower","no"
"24262",1107,50,58.103,0,1833.728,"female","5","lower","yes"
"24272",1108,50,54.754,0,1840.077,"male","5","lower","yes"
"24280",1109,50,64.942,1,1772.43,"female","5","upper","no"
"24296",1110,50,66.404,1,1766.664,"female","5","lower","no"
"24313",1111,50,69.837,1,1818.678,"male","5","lower","no"
"24335",1112,50,62.335,1,1822.089,"female","5","lower","no"
"24344",1113,50,67.912,1,1780.082,"female","5","lower","no"
"24372",1114,50,74.943,0,1819.888,"female","5","lower","no"
"24398",1115,50,64.934,0,1825.897,"male","5","lower","yes"
"24414",1116,50,56.216,1,1821.758,"female","5","lower","yes"
"24422",1117,50,50.62,0,1844.211,"female","5","lower","yes"
"24425",1118,50,54.757,1,1794.116,"female","5","lower","no"
"24431",1119,50,67.291,1,1795.964,"male","5","upper","no"
"24450",1120,50,51.077,1,1812.145,"male","5","lower","no"
"24452",1121,50,67.458,1,1821.643,"male","5","lower","no"
"24471",1122,50,60.975,1,1779.611,"male","5","lower","no"
"24487",1123,50,62.056,1,1793.185,"female","5","lower","no"
"24488",1124,50,61.673,1,1785.812,"male","5","upper","no"
"24503",1125,50,75.636,1,1796.235,"female","5","lower","no"
"24525",1126,50,79.975,1,1789.295,"male","5","lower","yes"
"24557",1127,50,75.332,1,1788.693,"female","5","lower","yes"
"24584",1128,50,73.982,0,1820.849,"male","5","lower","no"
"24609",1129,50,65.618,1,1823.871,"female","5","lower","yes"
"24610",1130,50,63.291,0,1827.54,"male","5","lower","yes"
"24661",1131,50,58.585,0,1810.248,"male","5","lower","yes"
"24700",1132,50,69.04,0,1825.791,"male","5","lower","yes"
"24720",1133,50,68.977,0,1825.854,"female","5","lower","yes"
"24739",1134,50,53.32,1,1832.832,"female","5","upper","yes"
"24743",1135,50,59.521,0,1835.31,"male","5","lower","yes"
"24753",1136,50,55.888,0,1838.943,"female","5","lower","yes"
"24771",1137,50,57.971,1,1825.385,"female","5","lower","no"
"24780",1138,50,75.521,1,1804.627,"male","5","upper","no"
"24831",1139,50,69.785,1,1764.849,"male","5","lower","no"
"24853",1140,50,58.053,1,1768.964,"female","5","upper","no"
"24871",1141,50,80,0,1801.845,"female","5","lower","yes"
"24903",1142,50,76.687,1,1763.157,"male","5","lower","yes"
"24932",1143,50,62.344,1,1800.786,"male","5","lower","no"
"24946",1144,50,64.211,1,1776.435,"male","5","lower","yes"
"24961",1145,50,64.096,0,1777.736,"female","5","lower","yes"
"24977",1146,50,76.129,1,1810.289,"female","5","upper","yes"
"25004",1147,50,51.209,0,1839.283,"male","5","lower","no"
"25006",1148,50,80,0,1804.183,"male","5","upper","yes"
"25037",1149,50,80,0,1806.995,"female","5","upper","yes"
"25068",1150,50,78.223,0,1816.608,"male","5","lower","no"
"25098",1151,50,52.309,0,1842.522,"female","5","lower","yes"
"25101",1152,50,69.914,1,1786.229,"male","5","lower","yes"
"25122",1153,50,55.589,1,1771.671,"female","5","lower","no"
"25129",1154,50,80,0,1805.5,"male","5","lower","yes"
"25162",1155,50,80,0,1778.324,"female","5","upper","no"
"25195",1156,50,55.65,1,1781.426,"male","5","upper","no"
"25207",1157,50,59.42,1,1788.561,"male","5","upper","no"
"25218",1158,50,63.636,1,1792.641,"female","5","upper","no"
"25278",1159,50,74.491,1,1783.044,"male","5","upper","no"
"25302",1160,50,64.389,1,1793.703,"male","5","lower","no"
"25319",1161,50,62.779,1,1774.831,"female","5","upper","no"
"25333",1162,50,58.648,1,1785.388,"male","5","lower","yes"
"25343",1163,50,78.437,1,1788.928,"female","5","lower","yes"
"25373",1164,50,74.779,1,1773.144,"male","5","lower","yes"
"25403",1165,50,62.461,1,1802.626,"male","5","lower","no"
"25420",1166,50,80,0,1764.312,"female","5","lower","yes"
"25452",1167,50,57.662,0,1764.17,"male","5","lower","yes"
"25460",1168,50,52.901,1,1779.121,"male","5","lower","yes"
"25464",1169,50,59.379,0,1835.452,"female","5","lower","yes"
"25474",1170,50,69.451,0,1825.38,"female","5","lower","yes"
"25494",1171,50,77.024,1,1812.983,"male","5","upper","yes"
"25523",1172,50,57.873,0,1836.958,"male","5","lower","no"
"25533",1173,50,76.531,1,1814.015,"female","5","lower","yes"
"25556",1174,50,55.42,0,1835.127,"female","5","lower","no"
"25557",1175,50,53.451,0,1837.095,"female","5","lower","no"
"25558",1176,50,56.126,0,1838.705,"male","5","lower","no"
"25571",1177,50,60.92,1,1811.978,"male","5","lower","no"
"25583",1178,50,60.487,1,1823.458,"female","5","upper","no"
"25595",1179,50,64.969,1,1774.637,"female","5","upper","no"
"25612",1180,50,76.197,1,1779.713,"male","5","upper","yes"
"25641",1181,50,58.784,0,1828.047,"male","5","lower","yes"
"25650",1182,50,56.819,0,1830.012,"female","5","lower","yes"
"25658",1183,50,74.27,1,1764.895,"female","5","upper","no"
"25686",1184,50,77.859,1,1772.372,"male","5","lower","no"
"25717",1185,50,69.588,1,1775.546,"male","5","lower","no"
"25755",1186,50,64.219,1,1778.053,"male","5","upper","yes"
"25771",1187,50,64.205,0,1830.626,"male","5","lower","no"
"25789",1188,50,60.942,0,1833.889,"male","5","lower","no"
"25800",1189,50,50.366,0,1844.465,"male","5","lower","no"
"25801",1190,50,80,0,1776.966,"male","5","upper","no"
"25836",1191,50,76.011,1,1799.209,"male","5","upper","no"
"25863",1192,50,68.567,0,1801.265,"female","5","lower","no"
"25878",1193,50,69.596,1,1766.916,"male","5","upper","yes"
"25898",1194,50,80,0,1771.975,"female","5","lower","yes"
"25930",1195,50,54.385,1,1794.732,"male","5","lower","yes"
"25936",1196,50,73.207,1,1784.934,"male","5","upper","no"
"25958",1197,50,64.107,1,1791.398,"female","5","lower","no"
"25973",1198,50,67.535,1,1777.051,"female","5","lower","yes"
"25992",1199,50,69.117,1,1810.327,"male","5","lower","no"
"26013",1200,50,70.155,1,1818.283,"male","5","lower","no"
"26034",1201,50,74.574,1,1820.4,"male","5","lower","no"
"26061",1202,50,78.604,1,1808.413,"male","5","lower","yes"
"26091",1203,50,80,0,1809.837,"female","5","lower","yes"
"26123",1204,50,57.106,0,1837.725,"male","5","lower","yes"
"26152",1205,50,80,0,1805.415,"female","5","lower","no"
"26183",1206,50,50.511,1,1816.841,"female","5","lower","yes"
"26184",1207,50,51.431,0,1824.4,"male","5","lower","yes"
"26217",1208,50,56.068,1,1791.825,"female","5","lower","yes"
"26233",1209,50,65.574,0,1829.257,"female","5","lower","yes"
"26250",1210,50,63.97,1,1766.146,"male","5","upper","no"
"26268",1211,50,80,0,1772.977,"male","5","lower","yes"
"26299",1212,50,80,0,1796.695,"male","5","lower","no"
"26347",1213,50,61.566,0,1798.754,"male","5","lower","no"
"26361",1214,50,80,0,1807.31,"female","5","lower","no"
"26420",1215,50,64.846,1,1778.407,"male","5","lower","yes"
"26439",1216,50,63.003,1,1795.176,"female","5","lower","no"
"26453",1217,50,59.28,1,1817.424,"female","5","lower","no"
"26463",1218,50,62.834,0,1828.997,"female","5","upper","no"
"26476",1219,50,72.441,1,1766.47,"male","5","lower","yes"
"26502",1220,50,56.485,1,1764.517,"female","5","lower","yes"
"26510",1221,50,77.476,1,1776.515,"female","5","lower","no"
"26540",1222,50,66.847,1,1766.396,"female","5","lower","yes"
"26558",1223,50,74.155,1,1810.152,"male","5","lower","no"
"26591",1224,50,76.422,0,1818.431,"male","5","upper","no"
"26619",1225,50,71.773,1,1774.486,"male","5","lower","no"
"26643",1226,50,80,0,1803.91,"female","5","lower","no"
"26688",1227,50,64.011,1,1817.125,"male","5","lower","yes"
"26704",1228,50,50.1,0,1844.731,"male","5","lower","no"
"26705",1229,50,65.585,1,1775.74,"male","5","lower","no"
"26723",1230,50,53.446,0,1805.541,"female","5","lower","no"
"26728",1231,50,66.237,1,1807.836,"female","5","lower","no"
"26748",1232,50,67.932,1,1824.246,"female","5","lower","yes"
"26768",1233,50,74.105,1,1799.956,"male","5","upper","yes"
"26793",1234,50,59.455,1,1800.786,"female","5","upper","yes"
"26837",1235,50,78.094,1,1767.162,"female","5","lower","yes"
"26867",1236,50,72.663,0,1821.169,"male","5","lower","yes"
"26890",1237,50,55.411,0,1839.42,"male","5","lower","yes"
"26899",1238,50,73.227,1,1817.815,"male","5","lower","yes"
"26925",1239,50,80,0,1776.871,"female","5","lower","no"
"26962",1240,50,55.455,0,1778.702,"male","5","lower","no"
"26970",1241,50,51.326,0,1782.831,"female","5","lower","no"
"26974",1242,50,77.599,1,1786.524,"male","5","upper","no"
"27004",1243,50,50.601,0,1773.363,"female","5","lower","yes"
"27008",1244,50,75.871,1,1794.836,"male","5","upper","no"
"27044",1245,50,53.651,1,1799.978,"female","5","lower","no"
"27048",1246,50,66.875,1,1802.905,"male","5","lower","no"
"27066",1247,50,61.927,1,1779.483,"male","5","upper","yes"
"27112",1248,50,80,0,1764.893,"female","5","lower","yes"
"27145",1249,50,74.215,1,1777.101,"female","5","upper","no"
"27171",1250,50,72.693,1,1805.385,"male","5","lower","no"
"27182",1251,50,53.522,1,1811.329,"female","5","lower","no"
"27187",1252,50,80,0,1777.314,"male","5","lower","no"
"27218",1253,50,64.345,1,1782.757,"male","5","lower","no"
"27236",1254,50,50.207,0,1785.624,"male","5","lower","no"
"27297",1255,50,65.574,1,1812.808,"male","5","lower","yes"
"27314",1256,50,75.258,0,1819.573,"female","5","lower","yes"
"27341",1257,50,60.63,1,1770.645,"female","5","upper","yes"
"27353",1258,50,61.607,1,1771.066,"male","5","upper","no"
"27365",1259,50,74.664,1,1777.257,"male","5","lower","no"
"27398",1260,50,54.166,1,1788.008,"female","5","lower","no"
"27403",1261,50,73.279,1,1793.295,"female","5","lower","no"
"27428",1262,50,80,0,1799.984,"female","5","lower","no"
"27460",1263,50,69.517,1,1809.996,"male","5","lower","yes"
"27480",1264,50,66.437,0,1828.394,"female","5","lower","no"
"27497",1265,50,52.564,1,1774.048,"female","5","lower","no"
"27498",1266,50,58.88,0,1781.952,"female","5","upper","no"
"27507",1267,50,56.405,0,1838.426,"female","5","lower","no"
"27513",1268,50,50.773,0,1844.057,"male","5","lower","no"
"27522",1269,50,78.921,1,1774.426,"male","5","lower","no"
"27576",1270,50,80,0,1778.322,"male","5","upper","yes"
"27608",1271,50,54.278,1,1783.88,"female","5","upper","yes"
"27613",1272,50,53.27,1,1815.562,"male","5","lower","no"
"27617",1273,50,66.713,1,1819.406,"female","5","lower","no"
"27637",1274,50,76.75,1,1799.274,"female","5","upper","no"
"27666",1275,50,68.29,0,1801.541,"male","5","lower","no"
"27681",1276,50,57.916,1,1809.298,"male","5","lower","no"
"27690",1277,50,71.921,1,1815.554,"male","5","lower","no"
"27713",1278,50,76.005,1,1781.886,"female","5","upper","yes"
"27740",1279,50,52.6,0,1821.232,"male","5","upper","yes"
"27744",1280,50,67.953,1,1796.186,"male","5","upper","yes"
"27789",1281,50,50.5,1,1807.603,"female","5","lower","no"
"27791",1282,50,71.277,1,1809.889,"female","5","lower","no"
"27814",1283,50,54.984,1,1838.231,"female","5","lower","no"
"27827",1284,50,58.754,1,1763.318,"male","5","upper","no"
"27837",1285,50,59.639,0,1835.192,"male","5","lower","no"
"27849",1286,50,80,0,1777.279,"male","5","upper","no"
"27881",1287,50,52.315,0,1834.516,"female","5","lower","no"
"27905",1288,50,68.11,1,1793.109,"female","5","lower","no"
"27925",1289,50,56.687,1,1825.615,"male","5","upper","no"
"27936",1290,50,62.07,0,1829.76,"male","5","upper","no"
"27949",1291,50,55.874,0,1831.956,"male","5","lower","no"
"27954",1292,50,69.755,1,1796.559,"female","5","lower","no"
"27970",1293,50,75.688,1,1807.285,"female","5","lower","no"
"27997",1294,50,63.291,1,1779.244,"male","5","lower","yes"
"28011",1295,50,71.31,1,1775.444,"female","5","lower","yes"
"28033",1296,50,80,0,1801.796,"male","5","upper","no"
"28064",1297,50,58.324,0,1833.697,"female","5","lower","no"
"28076",1298,50,58.409,0,1836.422,"female","5","upper","no"
"28093",1299,50,51.896,1,1840.183,"female","5","lower","no"
"28099",1300,50,52.205,0,1842.626,"male","5","upper","no"
"28102",1301,50,73.823,1,1772.238,"female","5","lower","no"
"28134",1302,50,77.823,1,1774.738,"male","5","lower","no"
"28167",1303,50,57.388,1,1825.533,"male","5","lower","no"
"28176",1304,50,80,0,1799.589,"female","5","upper","no"
"28207",1305,50,54.771,1,1809.812,"male","5","lower","yes"
"28242",1306,50,79.474,1,1815.515,"male","5","upper","yes"
"28272",1307,50,77.966,0,1817.024,"female","5","lower","yes"
"28300",1308,50,73.925,1,1770.286,"female","5","lower","no"
"28325",1309,50,60.548,1,1774.593,"male","5","lower","no"
"28337",1310,50,60.679,1,1779.622,"female","5","lower","no"
"28350",1311,50,62.653,1,1778.576,"male","5","upper","yes"
"28365",1312,50,78.464,1,1812.027,"male","5","upper","no"
"28437",1313,50,58.787,1,1793.569,"male","5","lower","yes"
"28447",1314,50,69.574,1,1795.756,"male","5","lower","yes"
"28469",1315,50,68.753,0,1826.078,"male","5","lower","no"
"28495",1316,50,66.541,0,1828.29,"female","5","lower","no"
"28517",1317,50,53.947,1,1793.886,"female","5","lower","yes"
"28522",1318,50,51.318,1,1812.709,"female","5","lower","yes"
"28525",1319,50,68.126,1,1821.065,"male","5","lower","yes"
"28545",1320,50,55.17,1,1831.611,"female","5","lower","yes"
"28551",1321,50,61.322,1,1768.531,"male","5","lower","no"
"28564",1322,50,71.704,1,1771.187,"female","5","lower","no"
"28588",1323,50,69.848,1,1773.541,"female","5","lower","no"
"28614",1324,50,71.072,0,1823.759,"female","5","lower","no"
"28636",1325,50,66.04,1,1826.103,"male","5","lower","no"
"28655",1326,50,56.991,0,1837.84,"female","5","lower","no"
"28662",1327,50,59.573,1,1824.632,"male","5","upper","no"
"28674",1328,50,60.81,0,1779.02,"male","5","lower","yes"
"28685",1329,50,64.731,0,1775.099,"female","5","lower","yes"
"28700",1330,50,63.754,1,1801.435,"female","5","lower","yes"
"28715",1331,50,52.945,0,1834.53,"male","5","lower","no"
"28732",1332,50,80,0,1775.116,"male","5","lower","no"
"28778",1333,50,75.075,1,1781.725,"female","5","upper","no"
"28805",1334,50,79.537,1,1804.454,"female","5","lower","no"
"28817",1335,50,69.446,1,1771.431,"female","5","lower","no"
"28886",1336,50,68.854,1,1800.95,"male","5","upper","yes"
"28906",1337,50,62.667,0,1832.164,"male","5","upper","no"
"28921",1338,50,56.939,0,1835.893,"male","5","lower","no"
"28927",1339,50,51.299,1,1814.535,"male","5","lower","yes"
"28930",1340,50,76.983,1,1790.22,"male","5","lower","yes"
"28959",1341,50,52.479,1,1793.476,"female","5","lower","yes"
"29028",1342,50,72.627,1,1797.908,"female","5","lower","no"
"29032",1343,50,50.308,1,1797.424,"female","5","lower","no"
"29033",1344,50,69.974,1,1807.17,"female","5","upper","no"
"29054",1345,50,74.76,1,1817.656,"female","5","lower","no"
"29074",1346,50,75.702,0,1819.129,"male","5","lower","no"
"29106",1347,50,52.386,0,1769.446,"female","5","lower","no"
"29109",1348,50,57.374,1,1785.58,"male","5","lower","yes"
"29118",1349,50,56.531,1,1791.091,"female","5","lower","yes"
"29126",1350,50,58.097,1,1816.205,"male","5","lower","no"
"29135",1351,50,61.53,0,1833.3,"male","5","lower","no"
"29147",1352,50,71.384,0,1823.447,"female","5","upper","yes"
"29170",1353,50,57.5,1,1809.897,"male","5","lower","no"
"29181",1354,50,62.771,1,1820.068,"female","5","upper","no"
"29196",1355,50,58.242,0,1764.257,"male","5","upper","no"
"29212",1356,50,71.658,1,1771.184,"female","5","upper","no"
"29236",1357,50,60.786,1,1777.013,"female","5","upper","no"
"29277",1358,50,59.203,0,1773.112,"female","5","lower","no"
"29288",1359,50,80,0,1775.819,"female","5","lower","no"
"29326",1360,50,53.016,1,1834.363,"male","5","upper","no"
"29332",1361,50,55.365,0,1839.466,"male","5","upper","no"
