"","id","parity","age","year","next.ivl","event","prev.ivl","ses","parish"
"5735",883,6,33,1864,3.891,1,3.264,"unknown","SKL"
"5736",883,7,37,1868,2.371,0,3.891,"unknown","SKL"
"5737",884,0,29,1860,0.43,1,NA,"lower","SKL"
"5738",884,1,30,1860,1.454,1,0.43,"lower","SKL"
"5739",884,2,31,1861,2.398,1,1.454,"lower","SKL"
"5740",884,3,34,1864,2.234,1,2.398,"lower","SKL"
"5741",884,4,36,1866,3.51,1,2.234,"lower","SKL"
"5742",884,5,39,1870,1.336,1,3.51,"lower","SKL"
"5743",884,6,41,1871,6.309,0,1.336,"lower","SKL"
"5744",885,0,28,1858,1.232,1,NA,"farmer","SKL"
"5745",885,1,29,1859,3.003,1,1.232,"farmer","SKL"
"5746",885,2,32,1862,2.741,1,3.003,"farmer","SKL"
"5747",885,3,35,1865,2.628,1,2.741,"farmer","SKL"
"5748",885,4,37,1868,3.214,1,2.628,"farmer","SKL"
"5749",885,5,41,1871,6.287,0,3.214,"farmer","SKL"
"5750",886,0,26,1856,1.046,1,NA,"farmer","SKL"
"5751",886,1,27,1857,3.348,1,1.046,"farmer","SKL"
"5752",886,2,30,1860,1.98,1,3.348,"farmer","SKL"
"5753",886,3,32,1862,2.209,1,1.98,"farmer","SKL"
"5754",886,4,34,1865,1.815,1,2.209,"farmer","SKL"
"5755",886,5,36,1866,5.15,1,1.815,"farmer","SKL"
"5756",886,6,41,1872,2.631,1,5.15,"farmer","SKL"
"5757",886,7,44,1874,3.131,0,2.631,"farmer","SKL"
"5758",887,0,29,1860,0.668,1,NA,"lower","SKL"
"5759",887,1,30,1860,1.854,1,0.668,"lower","SKL"
"5760",887,2,32,1862,2.557,1,1.854,"lower","SKL"
"5761",887,3,35,1865,2.355,1,2.557,"lower","SKL"
"5762",887,4,37,1867,4.518,1,2.355,"lower","SKL"
"5763",887,5,41,1872,3.776,0,4.518,"lower","SKL"
"5764",888,0,23,1853,2.711,1,NA,"farmer","SKL"
"5765",888,1,26,1856,1.539,1,2.711,"farmer","SKL"
"5766",888,2,27,1858,2.826,1,1.539,"farmer","SKL"
"5767",888,3,30,1861,2.727,1,2.826,"farmer","SKL"
"5768",888,4,33,1863,2.546,1,2.727,"farmer","SKL"
"5769",888,5,36,1866,3.65,1,2.546,"farmer","SKL"
"5770",888,6,39,1869,3.403,1,3.65,"farmer","SKL"
"5771",888,7,43,1873,2.393,1,3.403,"farmer","SKL"
"5772",888,8,45,1875,2.005,0,2.393,"farmer","SKL"
"5773",889,0,27,1858,0.953,1,NA,"farmer","SKL"
"5774",889,1,28,1859,2.075,1,0.953,"farmer","SKL"
"5775",889,2,30,1861,1.728,1,2.075,"farmer","SKL"
"5776",889,3,32,1862,2.549,1,1.728,"farmer","SKL"
"5777",889,4,35,1865,2.579,1,2.549,"farmer","SKL"
"5778",889,5,37,1868,3.557,1,2.579,"farmer","SKL"
"5779",889,6,41,1871,2.96,1,3.557,"farmer","SKL"
"5780",889,7,44,1874,3.15,0,2.96,"farmer","SKL"
"5781",890,0,30,1860,0.706,1,NA,"lower","SKL"
"5782",890,1,30,1861,1.927,1,0.706,"lower","SKL"
"5783",890,2,32,1862,2.379,1,1.927,"lower","SKL"
"5784",890,3,35,1865,2.768,1,2.379,"lower","SKL"
"5785",890,4,37,1868,2.475,1,2.768,"lower","SKL"
"5786",890,5,40,1870,3.781,1,2.475,"lower","SKL"
"5787",890,6,44,1874,3.41,0,3.781,"lower","SKL"
"5788",891,0,23,1854,0.808,1,NA,"farmer","SKL"
"5789",891,1,24,1855,2.209,1,0.808,"farmer","SKL"
"5790",891,2,26,1857,2.048,1,2.209,"farmer","SKL"
"5791",891,3,29,1859,1.739,1,2.048,"farmer","SKL"
"5792",891,4,30,1861,1.9,1,1.739,"farmer","SKL"
"5793",891,5,32,1862,1.67,1,1.9,"farmer","SKL"
"5794",891,6,34,1864,2.242,1,1.67,"farmer","SKL"
"5795",891,7,36,1866,4.613,1,2.242,"farmer","SKL"
"5796",891,8,41,1871,2.691,1,4.613,"farmer","SKL"
"5797",891,9,43,1874,2.073,1,2.691,"farmer","SKL"
"5798",891,10,45,1876,1.57,0,2.073,"farmer","SKL"
"5799",892,0,28,1859,0.394,1,NA,"farmer","SKL"
"5800",892,1,29,1859,2.292,1,0.394,"farmer","SKL"
"5801",892,2,31,1861,1.777,1,2.292,"farmer","SKL"
"5802",892,3,33,1863,2.272,1,1.777,"farmer","SKL"
"5803",892,4,35,1866,2.508,1,2.272,"farmer","SKL"
"5804",892,5,38,1868,2.908,1,2.508,"farmer","SKL"
"5805",892,7,41,1871,5.911,1,0,"farmer","SKL"
"5806",892,8,47,1877,0.497,0,5.911,"farmer","SKL"
"5807",893,0,28,1858,0.821,1,NA,"lower","SKL"
"5808",893,1,29,1859,2.612,1,0.821,"lower","SKL"
"5809",893,2,31,1862,5.878,1,2.612,"lower","SKL"
"5810",893,3,37,1867,1.311,0,5.878,"lower","SKL"
"5811",894,0,22,1853,0.887,1,NA,"farmer","SKL"
"5812",894,1,23,1854,1.377,1,0.887,"farmer","SKL"
"5813",894,2,25,1855,1.432,1,1.377,"farmer","SKL"
"5814",894,3,26,1856,1.812,1,1.432,"farmer","SKL"
"5815",894,4,28,1858,1.596,1,1.812,"farmer","SKL"
"5816",894,5,30,1860,2.461,1,1.596,"farmer","SKL"
"5817",894,6,32,1862,3.039,1,2.461,"farmer","SKL"
"5818",894,7,35,1865,2.53,1,3.039,"farmer","SKL"
"5819",894,8,38,1868,9.463,0,2.53,"farmer","SKL"
"5820",895,0,25,1855,0.758,1,NA,"farmer","SKL"
"5821",895,1,26,1856,1.476,1,0.758,"farmer","SKL"
"5822",895,2,27,1858,1.755,1,1.476,"farmer","SKL"
"5823",895,3,29,1859,1.687,1,1.755,"farmer","SKL"
"5824",895,4,31,1861,2.045,1,1.687,"farmer","SKL"
"5825",895,5,33,1863,1.583,1,2.045,"farmer","SKL"
"5826",895,6,34,1865,1.758,1,1.583,"farmer","SKL"
"5827",895,7,36,1866,1.777,1,1.758,"farmer","SKL"
"5828",895,8,38,1868,2.163,1,1.777,"farmer","SKL"
"5829",895,9,40,1870,1.372,1,2.163,"farmer","SKL"
"5830",895,10,41,1872,5.745,0,1.372,"farmer","SKL"
"5831",896,0,20,1851,0.977,1,NA,"lower","SKL"
"5832",896,1,21,1852,2.672,1,0.977,"lower","SKL"
"5833",896,2,24,1855,2.809,1,2.672,"lower","SKL"
"5834",896,3,27,1857,2.571,1,2.809,"lower","SKL"
"5835",896,4,30,1860,2.779,1,2.571,"lower","SKL"
"5836",896,5,32,1863,2.396,1,2.779,"lower","SKL"
"5837",896,6,35,1865,2.836,1,2.396,"lower","SKL"
"5838",896,7,38,1868,0.025,1,2.836,"lower","SKL"
"5839",896,8,38,1868,1.547,1,0.025,"lower","SKL"
"5840",896,9,39,1870,4.479,1,1.547,"lower","SKL"
"5841",896,10,44,1874,3.413,0,4.479,"lower","SKL"
"5842",897,0,20,1850,0.476,1,NA,"unknown","SKL"
"5843",897,1,20,1850,1.61,1,0.476,"unknown","SKL"
"5844",897,2,22,1852,1.936,1,1.61,"unknown","SKL"
"5845",897,3,24,1854,2.42,1,1.936,"unknown","SKL"
"5846",897,5,26,1856,3.392,1,0,"unknown","SKL"
"5847",897,6,29,1860,2.012,1,3.392,"unknown","SKL"
"5848",897,7,31,1862,2.533,1,2.012,"unknown","SKL"
"5849",897,8,34,1864,2.541,1,2.533,"unknown","SKL"
"5850",897,9,36,1867,3.422,1,2.541,"unknown","SKL"
"5851",897,10,40,1870,3.494,1,3.422,"unknown","SKL"
"5852",897,11,43,1874,2.308,1,3.494,"unknown","SKL"
"5853",897,12,46,1876,1.315,0,2.308,"unknown","SKL"
"5854",898,0,21,1852,1.01,1,NA,"farmer","SKL"
"5855",898,1,22,1853,1.933,1,1.01,"farmer","SKL"
"5856",898,2,24,1854,3.989,1,1.933,"farmer","SKL"
"5857",898,3,28,1858,1.265,1,3.989,"farmer","SKL"
"5858",898,4,29,1860,3.598,1,1.265,"farmer","SKL"
"5859",898,5,33,1863,1.804,1,3.598,"farmer","SKL"
"5860",898,6,35,1865,1.985,1,1.804,"farmer","SKL"
"5861",898,7,37,1867,3.491,1,1.985,"farmer","SKL"
"5862",898,8,40,1871,2.741,1,3.491,"farmer","SKL"
"5863",898,9,43,1873,1.999,0,2.741,"farmer","SKL"
"5864",899,0,27,1857,0.326,1,NA,"lower","SKL"
"5865",899,1,27,1858,2.338,1,0.326,"lower","SKL"
"5866",899,2,29,1860,1.977,1,2.338,"lower","SKL"
"5867",899,3,31,1862,1.963,1,1.977,"lower","SKL"
"5868",899,4,33,1864,2.073,1,1.963,"lower","SKL"
"5869",899,5,36,1866,2.971,1,2.073,"lower","SKL"
"5870",899,6,38,1869,1.821,1,2.971,"lower","SKL"
"5871",899,7,40,1871,1.169,1,1.821,"lower","SKL"
"5872",899,8,41,1872,5.532,0,1.169,"lower","SKL"
"5873",900,0,24,1855,0.392,1,NA,"upper","SKL"
"5874",900,1,24,1855,0.975,1,0.392,"upper","SKL"
"5875",900,2,25,1856,1.035,1,0.975,"upper","SKL"
"5876",900,3,26,1857,1.941,1,1.035,"upper","SKL"
"5877",900,4,28,1859,1.251,1,1.941,"upper","SKL"
"5878",900,5,30,1860,2.426,1,1.251,"upper","SKL"
"5879",900,6,32,1863,2.24,1,2.426,"upper","SKL"
"5880",900,7,34,1865,0.183,0,2.24,"upper","SKL"
"5881",901,0,19,1850,0.43,1,NA,"unknown","SKL"
"5882",901,1,19,1850,2.174,1,0.43,"unknown","SKL"
"5883",901,2,22,1852,3.176,1,2.174,"unknown","SKL"
"5884",901,3,25,1855,2.738,1,3.176,"unknown","SKL"
"5885",901,4,28,1858,2.045,0,2.738,"unknown","SKL"
"5886",902,0,27,1858,0.709,1,NA,"lower","SKL"
"5887",902,1,28,1859,3.031,1,0.709,"lower","SKL"
"5888",902,2,31,1862,1.547,1,3.031,"lower","SKL"
"5889",902,3,33,1863,2.089,1,1.547,"lower","SKL"
"5890",902,4,35,1865,1.966,0,2.089,"lower","SKL"
"5891",903,0,23,1854,0.271,1,NA,"farmer","SKL"
"5892",903,1,24,1854,1.938,1,0.271,"farmer","SKL"
"5893",903,2,26,1856,2.549,1,1.938,"farmer","SKL"
"5894",903,3,28,1859,2.24,1,2.549,"farmer","SKL"
"5895",903,4,30,1861,2.199,1,2.24,"farmer","SKL"
"5896",903,5,33,1863,3.592,1,2.199,"farmer","SKL"
"5897",903,6,36,1867,5.648,1,3.592,"farmer","SKL"
"5898",903,7,42,1872,5.211,0,5.648,"farmer","SKL"
"5899",904,0,20,1851,1.199,1,NA,"unknown","SKL"
"5900",904,1,22,1852,1.484,1,1.199,"unknown","SKL"
"5901",904,2,23,1854,2.021,1,1.484,"unknown","SKL"
"5902",904,3,25,1856,2.806,1,2.021,"unknown","SKL"
"5903",904,4,28,1858,2.576,1,2.806,"unknown","SKL"
"5904",904,5,30,1861,3.639,1,2.576,"unknown","SKL"
"5905",904,6,34,1865,3.984,1,3.639,"unknown","SKL"
"5906",904,7,38,1869,5.659,1,3.984,"unknown","SKL"
"5907",904,9,44,1874,3.243,0,0,"unknown","SKL"
"5908",905,0,23,1853,0.162,1,NA,"lower","SKL"
"5909",905,1,23,1854,1.635,1,0.162,"lower","SKL"
"5910",905,2,25,1855,2.615,1,1.635,"lower","SKL"
"5911",905,3,27,1858,3.058,1,2.615,"lower","SKL"
"5912",905,4,30,1861,13.569,0,3.058,"lower","SKL"
"5913",906,0,20,1850,2.511,1,NA,"farmer","SKL"
"5914",906,1,22,1853,2.407,1,2.511,"farmer","SKL"
"5915",906,2,24,1855,2.188,1,2.407,"farmer","SKL"
"5916",906,3,27,1857,2.582,1,2.188,"farmer","SKL"
"5917",906,4,29,1860,2.522,1,2.582,"farmer","SKL"
"5918",906,5,32,1862,2.311,1,2.522,"farmer","SKL"
"5919",906,6,34,1865,3.014,1,2.311,"farmer","SKL"
"5920",906,7,37,1868,3.677,1,3.014,"farmer","SKL"
"5921",906,8,41,1871,3.398,0,3.677,"farmer","SKL"
"5922",907,0,39,1870,1.024,1,NA,"farmer","SKL"
"5923",907,1,40,1871,2.853,1,1.024,"farmer","SKL"
"5924",907,2,43,1874,3.979,0,2.853,"farmer","SKL"
"5925",908,0,27,1858,1.35,1,NA,"farmer","SKL"
"5926",908,1,29,1859,2.743,1,1.35,"farmer","SKL"
"5927",908,2,31,1862,3.201,1,2.743,"farmer","SKL"
"5928",908,3,34,1865,3.781,1,3.201,"farmer","SKL"
"5929",908,4,38,1869,3.28,1,3.781,"farmer","SKL"
"5930",908,5,42,1872,5.455,0,3.28,"farmer","SKL"
"5931",909,0,31,1862,1.27,1,NA,"farmer","SKL"
"5932",909,1,33,1863,2.174,0,1.27,"farmer","SKL"
"5933",910,0,28,1858,0.383,1,NA,"lower","SKL"
"5934",910,1,28,1859,2.335,1,0.383,"lower","SKL"
"5935",910,2,30,1861,2.776,1,2.335,"lower","SKL"
"5936",910,3,33,1864,2.68,1,2.776,"lower","SKL"
"5937",910,4,36,1867,3.05,1,2.68,"lower","SKL"
"5938",910,5,39,1870,2.245,1,3.05,"lower","SKL"
"5939",910,6,41,1872,5.784,0,2.245,"lower","SKL"
"5940",911,0,26,1856,0.34,1,NA,"farmer","SKL"
"5941",911,1,26,1857,1.848,1,0.34,"farmer","SKL"
"5942",911,2,28,1858,1.875,1,1.848,"farmer","SKL"
"5943",911,3,30,1860,2.13,1,1.875,"farmer","SKL"
"5944",911,4,32,1862,1.99,1,2.13,"farmer","SKL"
"5945",911,5,34,1864,3.135,1,1.99,"farmer","SKL"
"5946",911,6,37,1868,1.498,0,3.135,"farmer","SKL"
"5947",912,0,22,1853,0.956,1,NA,"lower","SKL"
"5948",912,1,23,1853,3.338,1,0.956,"lower","SKL"
"5949",912,2,26,1857,2.669,1,3.338,"lower","SKL"
"5950",912,3,29,1859,2.571,1,2.669,"lower","SKL"
"5951",912,4,31,1862,2.765,1,2.571,"lower","SKL"
"5952",912,5,34,1865,4.627,1,2.765,"lower","SKL"
"5953",912,6,39,1869,1.862,1,4.627,"lower","SKL"
"5954",912,7,41,1871,6.43,0,1.862,"lower","SKL"
"5955",913,0,30,1860,0.093,1,NA,"lower","SKL"
"5956",913,1,30,1860,2.018,0,0.093,"lower","SKL"
"5957",914,0,21,1852,1.782,1,NA,"lower","SKL"
"5958",914,1,23,1854,4.132,1,1.782,"lower","SKL"
"5959",914,2,27,1858,3.57,1,4.132,"lower","SKL"
"5960",914,3,31,1861,2.82,1,3.57,"lower","SKL"
"5961",914,4,33,1864,3.305,1,2.82,"lower","SKL"
"5962",914,5,37,1867,10.296,0,3.305,"lower","SKL"
"5963",915,0,24,1855,0.986,1,NA,"lower","SKL"
"5964",915,2,25,1856,1.741,1,0,"lower","SKL"
"5965",915,3,27,1857,2.557,1,1.741,"lower","SKL"
"5966",915,4,29,1860,2.437,1,2.557,"lower","SKL"
"5967",915,5,32,1862,2.004,1,2.437,"lower","SKL"
"5968",915,6,34,1864,2.234,1,2.004,"lower","SKL"
"5969",915,7,36,1867,2.639,0,2.234,"lower","SKL"
"5970",916,0,33,1864,0.014,1,NA,"farmer","SKL"
"5971",916,1,33,1864,1.383,1,0.014,"farmer","SKL"
"5972",916,2,34,1865,1.993,1,1.383,"farmer","SKL"
"5973",916,3,36,1867,2.768,1,1.993,"farmer","SKL"
"5974",916,4,39,1870,2.297,1,2.768,"farmer","SKL"
"5975",916,5,41,1872,2.593,1,2.297,"farmer","SKL"
"5976",916,6,44,1875,3.04,0,2.593,"farmer","SKL"
"5977",917,0,22,1853,2.905,1,NA,"lower","SKL"
"5978",917,1,25,1856,5.602,1,2.905,"lower","SKL"
"5979",917,2,30,1861,3.521,1,5.602,"lower","SKL"
"5980",917,3,34,1865,12.995,0,3.521,"lower","SKL"
"5981",918,0,24,1855,0.512,1,NA,"lower","SKL"
"5982",918,1,25,1856,2.445,1,0.512,"lower","SKL"
"5983",918,2,27,1858,2.475,0,2.445,"lower","SKL"
"5984",919,0,38,1869,1.717,1,NA,"upper","SKL"
"5985",919,1,40,1871,0.969,1,1.717,"upper","SKL"
"5986",919,2,41,1872,5.86,0,0.969,"upper","SKL"
"5987",920,0,24,1854,0.556,1,NA,"farmer","SKL"
"5988",920,1,24,1855,2.264,1,0.556,"farmer","SKL"
"5989",920,2,27,1857,1.914,1,2.264,"farmer","SKL"
"5990",920,3,28,1859,1.834,1,1.914,"farmer","SKL"
"5991",920,4,30,1861,2.3,1,1.834,"farmer","SKL"
"5992",920,5,33,1863,2.576,1,2.3,"farmer","SKL"
"5993",920,6,35,1866,2.93,1,2.576,"farmer","SKL"
"5994",920,7,38,1869,2.333,1,2.93,"farmer","SKL"
"5995",920,8,40,1871,2.754,1,2.333,"farmer","SKL"
"5996",920,9,43,1874,3.851,0,2.754,"farmer","SKL"
"5997",921,0,25,1856,0.923,1,NA,"farmer","SKL"
"5998",921,1,26,1857,1.818,1,0.923,"farmer","SKL"
"5999",921,2,28,1859,2.439,1,1.818,"farmer","SKL"
"6000",921,3,30,1861,2.292,1,2.439,"farmer","SKL"
"6001",921,4,32,1863,2.549,1,2.292,"farmer","SKL"
"6002",921,5,35,1866,2.82,1,2.549,"farmer","SKL"
"6003",921,6,38,1869,7.907,1,2.82,"farmer","SKL"
"6004",921,7,46,1877,1.263,0,7.907,"farmer","SKL"
"6005",922,0,29,1859,0.712,1,NA,"farmer","SKL"
"6006",922,1,29,1860,2.757,1,0.712,"farmer","SKL"
"6007",922,2,32,1863,2.292,1,2.757,"farmer","SKL"
"6008",922,3,34,1865,4.564,1,2.292,"farmer","SKL"
"6009",922,4,39,1870,3.808,1,4.564,"farmer","SKL"
"6010",922,5,43,1874,4.278,0,3.808,"farmer","SKL"
"6011",923,0,29,1860,0.211,1,NA,"lower","SKL"
"6012",923,1,29,1860,1.804,1,0.211,"lower","SKL"
"6013",923,2,31,1862,1.287,1,1.804,"lower","SKL"
"6014",923,3,32,1863,1.596,1,1.287,"lower","SKL"
"6015",923,4,34,1865,1.55,1,1.596,"lower","SKL"
"6016",923,5,35,1866,4.107,1,1.55,"lower","SKL"
"6017",923,6,39,1870,1.673,1,4.107,"lower","SKL"
"6018",923,7,41,1872,1.487,1,1.673,"lower","SKL"
"6019",923,8,43,1874,4.409,0,1.487,"lower","SKL"
"6020",924,0,30,1861,0.564,1,NA,"lower","SKL"
"6021",924,1,30,1861,2.212,1,0.564,"lower","SKL"
"6022",924,2,32,1863,1.008,1,2.212,"lower","SKL"
"6023",924,3,33,1864,9.076,1,1.008,"lower","SKL"
"6024",924,4,43,1873,4.499,0,9.076,"lower","SKL"
"6025",925,0,27,1858,0.966,1,NA,"unknown","SKL"
"6026",925,1,28,1859,0.09,0,0.966,"unknown","SKL"
"6027",926,0,41,1872,1.071,1,NA,"farmer","SKL"
"6028",926,1,42,1873,1.588,1,1.071,"farmer","SKL"
"6029",926,2,44,1875,3.016,0,1.588,"farmer","SKL"
"6030",927,0,20,1850,1.481,1,NA,"unknown","SKL"
"6031",927,1,21,1852,0.044,0,1.481,"unknown","SKL"
"6032",928,0,37,1868,1.29,1,NA,"farmer","SKL"
"6033",928,1,38,1869,4.194,1,1.29,"farmer","SKL"
"6034",928,2,42,1873,4.948,0,4.194,"farmer","SKL"
"6035",929,0,39,1870,2.585,1,NA,"farmer","SKL"
"6036",929,1,42,1873,4.932,0,2.585,"farmer","SKL"
"6037",930,0,26,1857,0.704,1,NA,"farmer","NOR"
"6038",930,1,27,1857,1.884,1,0.704,"farmer","NOR"
"6039",930,2,29,1859,2.13,1,1.884,"farmer","NOR"
"6040",930,3,31,1861,1.635,1,2.13,"farmer","NOR"
"6041",930,4,32,1863,2.987,1,1.635,"farmer","NOR"
"6042",930,5,35,1866,3.4,1,2.987,"farmer","NOR"
"6043",930,6,39,1870,8.155,0,3.4,"farmer","NOR"
"6044",931,0,30,1861,1.213,1,NA,"farmer","SKL"
"6045",931,1,31,1862,1.399,1,1.213,"farmer","SKL"
"6046",931,2,33,1864,2.579,1,1.399,"farmer","SKL"
"6047",931,3,35,1866,2.628,1,2.579,"farmer","SKL"
"6048",931,4,38,1869,5.01,1,2.628,"farmer","SKL"
"6049",931,5,43,1874,3.894,0,5.01,"farmer","SKL"
"6050",932,0,36,1867,1.993,1,NA,"lower","SKL"
"6051",932,1,38,1869,8.719,0,1.993,"lower","SKL"
"6052",933,0,25,1856,0.512,1,NA,"farmer","SKL"
"6053",933,1,26,1857,2.943,1,0.512,"farmer","SKL"
"6054",933,2,29,1860,2.475,1,2.943,"farmer","SKL"
"6055",933,3,31,1862,2.303,1,2.475,"farmer","SKL"
"6056",933,4,34,1865,2.418,1,2.303,"farmer","SKL"
"6057",933,5,36,1867,2.423,1,2.418,"farmer","SKL"
"6058",933,6,39,1870,3.535,1,2.423,"farmer","SKL"
"6059",933,7,42,1873,2.598,1,3.535,"farmer","SKL"
"6060",933,8,45,1876,2.345,0,2.598,"farmer","SKL"
"6061",934,0,24,1855,0.12,1,NA,"lower","SKL"
"6062",934,1,24,1855,3.264,1,0.12,"lower","SKL"
"6063",934,2,27,1858,4.085,1,3.264,"lower","SKL"
"6064",934,3,31,1862,2.437,1,4.085,"lower","SKL"
"6065",934,4,34,1865,13.291,0,2.437,"lower","SKL"
"6066",935,0,30,1861,0.838,1,NA,"upper","SKL"
"6067",935,1,31,1862,3.088,1,0.838,"upper","SKL"
"6068",935,2,34,1865,4.156,1,3.088,"upper","SKL"
"6069",935,3,39,1870,1.922,0,4.156,"upper","SKL"
"6070",936,0,20,1851,0.074,1,NA,"farmer","SKL"
"6071",936,1,20,1851,2.954,1,0.074,"farmer","SKL"
"6072",936,2,23,1854,1.974,1,2.954,"farmer","SKL"
"6073",936,3,25,1856,2.546,1,1.974,"farmer","SKL"
"6074",936,4,28,1859,0.082,1,2.546,"farmer","SKL"
"6075",936,5,28,1859,2.133,1,0.082,"farmer","SKL"
"6076",936,6,30,1861,2.22,1,2.133,"farmer","SKL"
"6077",936,7,32,1863,2.097,1,2.22,"farmer","SKL"
"6078",936,8,34,1865,2.396,1,2.097,"farmer","SKL"
"6079",936,9,37,1868,2.88,1,2.396,"farmer","SKL"
"6080",936,10,39,1871,2.19,1,2.88,"farmer","SKL"
"6081",936,11,42,1873,2.355,1,2.19,"farmer","SKL"
"6082",936,12,44,1875,2.964,0,2.355,"farmer","SKL"
"6083",937,0,39,1870,0.183,1,NA,"unknown","SKL"
"6084",937,1,40,1871,2.587,1,0.183,"unknown","SKL"
"6085",937,2,42,1873,1.815,0,2.587,"unknown","SKL"
"6086",938,0,24,1855,0.81,1,NA,"farmer","SKL"
"6087",938,1,25,1856,2.073,1,0.81,"farmer","SKL"
"6088",938,2,27,1858,2.579,1,2.073,"farmer","SKL"
"6089",938,3,30,1861,1.791,1,2.579,"farmer","SKL"
"6090",938,4,31,1863,2.377,1,1.791,"farmer","SKL"
"6091",938,5,34,1865,2.259,1,2.377,"farmer","SKL"
"6092",938,6,36,1867,2.675,1,2.259,"farmer","SKL"
"6093",938,7,39,1870,4.03,1,2.675,"farmer","SKL"
"6094",938,9,43,1874,3.964,1,0,"farmer","SKL"
"6095",938,10,47,1878,0.242,0,3.964,"farmer","SKL"
"6096",939,0,28,1859,0.81,1,NA,"unknown","SKL"
"6097",939,1,29,1860,2.327,1,0.81,"unknown","SKL"
"6098",939,2,31,1862,2.773,1,2.327,"unknown","SKL"
"6099",939,3,34,1865,3.307,1,2.773,"unknown","SKL"
"6100",939,4,37,1868,3.19,1,3.307,"unknown","SKL"
"6101",939,5,40,1871,2.721,1,3.19,"unknown","SKL"
"6102",939,6,43,1874,3.985,0,2.721,"unknown","SKL"
"6103",940,0,22,1854,0.559,1,NA,"lower","SKL"
"6104",940,1,23,1854,2.111,1,0.559,"lower","SKL"
"6105",940,2,25,1856,2.511,1,2.111,"lower","SKL"
"6106",940,3,28,1859,2.105,1,2.511,"lower","SKL"
"6107",940,4,30,1861,3.212,0,2.105,"lower","SKL"
"6108",941,0,19,1850,0.58,1,NA,"unknown","SKL"
"6109",941,1,19,1851,0.887,1,0.58,"unknown","SKL"
"6110",941,2,20,1851,1.402,1,0.887,"unknown","SKL"
"6111",941,3,22,1853,2.368,1,1.402,"unknown","SKL"
"6112",941,4,24,1855,1.889,1,2.368,"unknown","SKL"
"6113",941,5,26,1857,2.535,1,1.889,"unknown","SKL"
"6114",941,6,28,1860,2.267,1,2.535,"unknown","SKL"
"6115",941,7,31,1862,2.65,1,2.267,"unknown","SKL"
"6116",941,8,33,1865,2.568,1,2.65,"unknown","SKL"
"6117",941,9,36,1867,2.059,1,2.568,"unknown","SKL"
"6118",941,10,38,1869,1.355,0,2.059,"unknown","SKL"
"6119",942,0,20,1851,0.463,1,NA,"farmer","SKL"
"6120",942,1,21,1852,0.014,0,0.463,"farmer","SKL"
"6121",943,0,32,1863,1.284,1,NA,"farmer","SKL"
"6122",943,2,33,1864,1.941,1,0,"farmer","SKL"
"6123",943,3,35,1866,2.486,1,1.941,"farmer","SKL"
"6124",943,4,38,1869,2.346,1,2.486,"farmer","SKL"
"6125",943,6,40,1871,2.029,0,0,"farmer","SKL"
"6126",944,0,23,1854,0.715,1,NA,"lower","SKL"
"6127",944,1,24,1855,1.248,1,0.715,"lower","SKL"
"6128",944,2,25,1856,2.163,1,1.248,"lower","SKL"
"6129",944,3,27,1859,1.845,1,2.163,"lower","SKL"
"6130",944,4,29,1860,1.922,1,1.845,"lower","SKL"
"6131",944,5,31,1862,1.632,1,1.922,"lower","SKL"
"6132",944,6,33,1864,0.945,1,1.632,"lower","SKL"
"6133",944,7,34,1865,1.462,1,0.945,"lower","SKL"
"6134",944,8,35,1866,2.335,1,1.462,"lower","SKL"
"6135",944,9,37,1869,1.451,1,2.335,"lower","SKL"
"6136",944,10,39,1870,0.309,0,1.451,"lower","SKL"
"6137",945,0,20,1852,1.624,1,NA,"unknown","SKL"
"6138",945,1,22,1853,2.215,1,1.624,"unknown","SKL"
"6139",945,2,24,1856,2.248,1,2.215,"unknown","SKL"
"6140",945,3,27,1858,2.475,1,2.248,"unknown","SKL"
"6141",945,4,29,1860,2.226,1,2.475,"unknown","SKL"
"6142",945,5,31,1863,2.253,1,2.226,"unknown","SKL"
"6143",945,6,34,1865,2.341,1,2.253,"unknown","SKL"
"6144",945,7,36,1867,2.546,1,2.341,"unknown","SKL"
"6145",945,8,38,1870,8.582,0,2.546,"unknown","SKL"
"6146",946,0,23,1854,2.442,1,NA,"lower","SKL"
"6147",946,1,25,1856,3.932,1,2.442,"lower","SKL"
"6148",946,2,29,1860,9.18,1,3.932,"lower","SKL"
"6149",946,3,38,1869,4.014,1,9.18,"lower","SKL"
"6150",946,4,42,1873,4.812,0,4.014,"lower","SKL"
"6151",947,0,23,1854,1.339,1,NA,"lower","SKL"
"6152",947,1,25,1856,2.212,1,1.339,"lower","SKL"
"6153",947,2,27,1858,2.461,1,2.212,"lower","SKL"
"6154",947,3,29,1860,2.979,1,2.461,"lower","SKL"
"6155",947,4,32,1863,1.391,1,2.979,"lower","SKL"
"6156",947,5,34,1865,5.043,1,1.391,"lower","SKL"
"6157",947,6,39,1870,2.913,1,5.043,"lower","SKL"
"6158",947,7,42,1873,2.943,1,2.913,"lower","SKL"
"6159",947,8,44,1876,2.512,0,2.943,"lower","SKL"
"6160",948,0,32,1863,0.906,1,NA,"lower","SKL"
"6161",948,1,32,1864,2.04,1,0.906,"lower","SKL"
"6162",948,2,34,1866,3.743,1,2.04,"lower","SKL"
"6163",948,3,38,1870,1.949,1,3.743,"lower","SKL"
"6164",948,4,40,1871,6.818,0,1.949,"lower","SKL"
