"","s","pA","Z"
"25493",27.4591,3760.68,14.463
"25494",27.4592,3760.07,14.4432
"25495",27.4593,3759.46,14.4218
"25496",27.4594,3759.16,14.4012
"25497",27.4595,3759.16,14.3814
"25498",27.4596,3759.31,14.3593
"25499",27.4597,3759.77,14.3379
"25500",27.4598,3759.92,14.3188
"25501",27.4599,3760.22,14.2967
"25502",27.46,3760.07,14.2769
"25503",27.4601,3760.07,14.2563
"25504",27.4602,3759.77,14.2349
"25505",27.4603,3760.38,14.2143
"25506",27.4604,3760.38,14.1945
"25507",27.4605,3760.07,14.1731
"25508",27.4606,3760.07,14.1541
"25509",27.4607,3759.92,14.1327
"25510",27.4608,3760.68,14.1113
"25511",27.4609,3761.14,14.0923
"25512",27.461,3760.83,14.0709
"25513",27.4611,3760.22,14.0495
"25514",27.4612,3759.46,14.0289
"25515",27.4613,3759.31,14.0083
"25516",27.4614,3759.77,13.9877
"25517",27.4615,3759.61,13.9664
"25518",27.4616,3759.92,13.945
"25519",27.4617,3759.46,13.9259
"25520",27.4618,3759.92,13.9053
"25521",27.4619,3760.07,13.884
"25522",27.462,3760.68,13.8649
"25523",27.4621,3761.14,13.8435
"25524",27.4622,3760.83,13.8229
"25525",27.4623,3760.53,13.8031
"25526",27.4624,3760.38,13.7817
"25527",27.4625,3760.22,13.7611
"25528",27.4626,3760.68,13.7405
"25529",27.4627,3760.68,13.7199
"25530",27.4628,3760.83,13.6993
"25531",27.4629,3760.68,13.6787
"25532",27.463,3760.07,13.6589
"25533",27.4631,3759.77,13.6375
"25534",27.4632,3759,13.6169
"25535",27.4633,3759,13.5971
"25536",27.4634,3759,13.5757
"25537",27.4635,3759.61,13.5551
"25538",27.4636,3759.61,13.5345
"25539",27.4637,3759.46,13.5132
"25540",27.4638,3759.61,13.4926
"25541",27.4639,3759.77,13.472
"25542",27.464,3759.61,13.4514
"25543",27.4641,3759.46,13.4308
"25544",27.4642,3759.16,13.4102
"25545",27.4643,3759.31,13.3904
"25546",27.4644,3759.31,13.369
"25547",27.4645,3759.77,13.3484
"25548",27.4646,3759.77,13.3286
"25549",27.4647,3760.22,13.3087
"25550",27.4648,3759.92,13.2889
"25551",27.4649,3760.38,13.2668
"25552",27.465,3760.68,13.2462
"25553",27.4651,3761.14,13.2263
"25554",27.4652,3761.14,13.205
"25555",27.4653,3760.68,13.1859
"25556",27.4654,3760.68,13.1645
"25557",27.4655,3760.38,13.1447
"25558",27.4656,3760.68,13.1233
"25559",27.4657,3760.22,13.1035
"25560",27.4658,3760.38,13.0821
"25561",27.4659,3759.92,13.063
"25562",27.466,3759.61,13.0424
"25563",27.4661,3759.46,13.0211
"25564",27.4662,3759.46,13.0013
"25565",27.4663,3759.61,12.9814
"25566",27.4664,3759.77,12.9601
"25567",27.4665,3760.22,12.9387
"25568",27.4666,3759.92,12.9189
"25569",27.4667,3759.77,12.8975
"25570",27.4668,3759.31,12.8784
"25571",27.4669,3759.46,12.8571
"25572",27.467,3759.61,12.8365
"25573",27.4671,3759.77,12.8159
"25574",27.4672,3760.07,12.796
"25575",27.4673,3759.77,12.7762
"25576",27.4674,3759.77,12.7548
"25577",27.4675,3760.07,12.7342
"25578",27.4676,3760.07,12.7136
"25579",27.4677,3760.53,12.6938
"25580",27.4678,3760.99,12.6732
"25581",27.4679,3760.99,12.6518
"25582",27.468,3760.99,12.6312
"25583",27.4681,3760.53,12.6114
"25584",27.4682,3759.61,12.5908
"25585",27.4683,3759.31,12.5717
"25586",27.4684,3759.16,12.5496
"25587",27.4685,3759,12.529
"25588",27.4686,3759,12.5084
"25589",27.4687,3759,12.4893
"25590",27.4688,3759.16,12.4687
"25591",27.4689,3758.85,12.4489
"25592",27.469,3758.7,12.426
"25593",27.4691,3758.85,12.4069
"25594",27.4692,3759.61,12.3863
"25595",27.4693,3759.77,12.3657
"25596",27.4694,3760.53,12.3451
"25597",27.4695,3760.22,12.326
"25598",27.4696,3760.38,12.3047
"25599",27.4697,3759.77,12.2833
"25600",27.4698,3759.16,12.2635
"25601",27.4699,3758.85,12.2429
"25602",27.47,3758.24,12.2231
"25603",27.4701,3758.09,12.2009
"25604",27.4702,3758.39,12.1803
"25605",27.4703,3758.39,12.1605
"25606",27.4704,3758.39,12.1391
"25607",27.4705,3758.24,12.1208
"25608",27.4706,3757.93,12.0995
"25609",27.4707,3758.24,12.0789
"25610",27.4708,3758.39,12.059
"25611",27.4709,3758.54,12.0369
"25612",27.471,3758.24,12.0171
"25613",27.4711,3758.24,11.9965
"25614",27.4712,3757.93,11.9759
"25615",27.4713,3757.78,11.956
"25616",27.4714,3757.78,11.9347
"25617",27.4715,3758.39,11.9141
"25618",27.4716,3757.78,11.8942
"25619",27.4717,3757.48,11.8729
"25620",27.4718,3756.87,11.8523
"25621",27.4719,3756.71,11.8324
"25622",27.472,3756.71,11.8118
"25623",27.4721,3756.87,11.7912
"25624",27.4722,3757.02,11.7714
"25625",27.4723,3756.41,11.7508
"25626",27.4724,3756.1,11.7302
"25627",27.4725,3755.95,11.7111
"25628",27.4726,3755.19,11.6905
"25629",27.4727,3754.58,11.6692
"25630",27.4728,3753.66,11.6486
"25631",27.4729,3753.2,11.628
"25632",27.473,3752.75,11.6089
"25633",27.4731,3751.68,11.5883
"25634",27.4732,3751.22,11.5677
"25635",27.4733,3749.39,11.5471
"25636",27.4734,3747.86,11.5273
"25637",27.4735,3746.03,11.5059
"25638",27.4736,3744.2,11.4861
"25639",27.4737,3741.61,11.4655
"25640",27.4738,3737.18,11.4449
"25641",27.4739,3731.08,11.425
"25642",27.474,3722.38,11.4029
"25643",27.4741,3710.02,11.3823
"25644",27.4742,3687.29,11.3625
"25645",27.4743,3642.88,11.3411
"25646",27.4744,3567.66,11.3213
"25647",27.4745,3449.1,11.3007
"25648",27.4746,3250.27,11.2793
"25649",27.4747,2914.28,11.2602
"25650",27.4748,2459.87,11.2396
"25651",27.4749,1992.03,11.2183
"25652",27.475,1656.49,11.1977
"25653",27.4751,1577.76,11.1809
"25654",27.4752,1755.22,11.1641
"25655",27.4753,2084.2,11.1534
"25656",27.4754,2437.74,11.1496
"25657",27.4755,2731.93,11.1511
"25658",27.4756,2938.39,11.1618
"25659",27.4757,3057.25,11.1801
"25660",27.4758,3098.75,11.2076
"25661",27.4759,3053.13,11.2434
"25662",27.476,2855.07,11.2869
"25663",27.4761,2472.53,11.3373
"25664",27.4762,2095.49,11.3953
"25665",27.4763,2033.54,11.4571
"25666",27.4764,2320.1,11.5257
"25667",27.4765,2756.5,11.599
"25668",27.4766,3144.23,11.676
"25669",27.4767,3389.74,11.7561
"25670",27.4768,3520.36,11.8401
"25671",27.4769,3581.24,11.927
"25672",27.477,3610.69,12.0171
"25673",27.4771,3628.23,12.1094
"25674",27.4772,3642.88,12.204
"25675",27.4773,3655.7,12.3009
"25676",27.4774,3667.76,12.3985
"25677",27.4775,3677.67,12.4985
"25678",27.4776,3686.22,12.5999
"25679",27.4777,3693.39,12.7014
"25680",27.4778,3700.1,12.8029
"25681",27.4779,3705.14,12.9074
"25682",27.478,3709.56,13.0112
"25683",27.4781,3713.38,13.1165
"25684",27.4782,3717.35,13.2225
"25685",27.4783,3721.01,13.3286
"25686",27.4784,3724.37,13.4346
"25687",27.4785,3727.26,13.5422
"25688",27.4786,3729.86,13.6475
"25689",27.4787,3732.3,13.755
"25690",27.4788,3734.28,13.8634
"25691",27.4789,3736.11,13.9694
"25692",27.479,3737.79,14.0755
"25693",27.4791,3739.01,14.1808
"25694",27.4792,3740.08,14.283
"25695",27.4793,3740.69,14.3822
"25696",27.4794,3741.76,14.4745
"25697",27.4795,3742.83,14.5615
"25698",27.4796,3744.2,14.64
"25699",27.4797,3745.42,14.7102
"25700",27.4798,3746.34,14.7736
"25701",27.4799,3747.41,14.8285
"25702",27.48,3747.86,14.8743
"25703",27.4801,3748.17,14.9139
"25704",27.4802,3748.47,14.9498
"25705",27.4803,3748.63,14.9773
"25706",27.4804,3749.39,15.0009
"25707",27.4805,3749.54,15.0208
"25708",27.4806,3750.46,15.0375
"25709",27.4807,3750.61,15.0513
"25710",27.4808,3751.37,15.0612
"25711",27.4809,3751.37,15.0688
"25712",27.481,3751.83,15.0757
"25713",27.4811,3752.29,15.0803
"25714",27.4812,3751.98,15.0848
"25715",27.4813,3752.29,15.0879
"25716",27.4814,3752.14,15.0917
"25717",27.4815,3752.29,15.0932
"25718",27.4816,3752.59,15.094
"25719",27.4817,3752.9,15.0955
"25720",27.4818,3753.51,15.0963
"25721",27.4819,3753.81,15.097
"25722",27.482,3753.66,15.097
"25723",27.4821,3753.05,15.097
"25724",27.4822,3753.36,15.0978
"25725",27.4823,3753.81,15.097
"25726",27.4824,3753.81,15.097
"25727",27.4825,3754.58,15.097
"25728",27.4826,3754.88,15.0963
"25729",27.4827,3755.19,15.0955
"25730",27.4828,3755.19,15.0955
"25731",27.4829,3755.49,15.094
"25732",27.483,3755.49,15.0932
"25733",27.4831,3755.49,15.0925
"25734",27.4832,3755.65,15.0925
"25735",27.4833,3755.34,15.0925
"25736",27.4834,3755.8,15.0917
"25737",27.4835,3755.65,15.0917
"25738",27.4836,3755.95,15.0917
"25739",27.4837,3755.65,15.0925
"25740",27.4838,3755.65,15.0909
"25741",27.4839,3755.49,15.0909
"25742",27.484,3756.1,15.0902
"25743",27.4841,3756.71,15.0902
"25744",27.4842,3757.02,15.0887
"25745",27.4843,3756.87,15.0902
"25746",27.4844,3756.41,15.0902
"25747",27.4845,3755.95,15.0894
"25748",27.4846,3755.95,15.0894
"25749",27.4847,3755.8,15.0887
"25750",27.4848,3756.1,15.0894
"25751",27.4849,3756.41,15.0887
"25752",27.485,3756.71,15.0879
"25753",27.4851,3756.56,15.0879
"25754",27.4852,3756.87,15.0871
"25755",27.4853,3756.41,15.0856
"25756",27.4854,3756.26,15.0826
"25757",27.4855,3755.8,15.0795
"25758",27.4856,3755.8,15.0742
"25759",27.4857,3756.1,15.0681
"25760",27.4858,3756.71,15.0612
"25761",27.4859,3757.17,15.0513
"25762",27.486,3757.63,15.0421
"25763",27.4861,3758.09,15.0307
"25764",27.4862,3757.93,15.0177
"25765",27.4863,3758.24,15.0047
"25766",27.4864,3757.93,14.9902
"25767",27.4865,3758.39,14.975
"25768",27.4866,3758.09,14.959
"25769",27.4867,3758.54,14.9429
"25770",27.4868,3758.09,14.9261
"25771",27.4869,3758.09,14.9101
"25772",27.487,3758.39,14.8918
"25773",27.4871,3758.54,14.8735
"25774",27.4872,3758.39,14.8544
"25775",27.4873,3758.39,14.8354
"25776",27.4874,3758.54,14.8178
"25777",27.4875,3758.39,14.798
"25778",27.4876,3758.39,14.7789
"25779",27.4877,3758.24,14.7598
"25780",27.4878,3758.54,14.7392
"25781",27.4879,3758.85,14.7186
"25782",27.488,3760.07,14.698
"25783",27.4881,3760.07,14.6782
"25784",27.4882,3760.07,14.6584
"25785",27.4883,3759.31,14.6378
"25786",27.4884,3759.16,14.6179
"25787",27.4885,3758.7,14.5973
"25788",27.4886,3759.16,14.5782
"25789",27.4887,3759.16,14.5576
"25790",27.4888,3758.85,14.537
"25791",27.4889,3758.7,14.5157
"25792",27.489,3758.39,14.4958
"25793",27.4891,3758.54,14.4745
"25794",27.4892,3758.24,14.4547
"25795",27.4893,3758.24,14.4341
"25796",27.4894,3758.09,14.415
"25797",27.4895,3758.24,14.3936
"25798",27.4896,3758.54,14.373
"25799",27.4897,3758.24,14.3524
"25800",27.4898,3757.93,14.3311
"25801",27.4899,3758.39,14.3097
"25802",27.49,3758.24,14.2883
"25803",27.4901,3759,14.2685
"25804",27.4902,3759,14.2471
"25805",27.4903,3759.46,14.2273
"25806",27.4904,3759.77,14.2059
"25807",27.4905,3760.07,14.1861
"25808",27.4906,3759.77,14.1647
"25809",27.4907,3759.31,14.1449
"25810",27.4908,3759,14.1235
"25811",27.4909,3758.85,14.1029
"25812",27.491,3758.7,14.0823
"25813",27.4911,3758.7,14.0617
"25814",27.4912,3758.54,14.0396
"25815",27.4913,3757.93,14.019
"25816",27.4914,3757.78,13.9999
"25817",27.4915,3757.93,13.9793
"25818",27.4916,3758.39,13.958
"25819",27.4917,3758.85,13.9374
"25820",27.4918,3759.31,13.9175
"25821",27.4919,3759.46,13.8977
"25822",27.492,3759.16,13.8771
"25823",27.4921,3758.85,13.8565
"25824",27.4922,3758.85,13.8359
"25825",27.4923,3758.39,13.8153
"25826",27.4924,3758.39,13.7955
"25827",27.4925,3758.09,13.7741
"25828",27.4926,3758.39,13.7527
"25829",27.4927,3758.7,13.7314
"25830",27.4928,3759.31,13.7108
"25831",27.4929,3759.61,13.6909
"25832",27.493,3759.31,13.6696
"25833",27.4931,3758.54,13.6497
"25834",27.4932,3758.24,13.6284
"25835",27.4933,3758.09,13.6078
"25836",27.4934,3758.39,13.588
"25837",27.4935,3758.54,13.5681
"25838",27.4936,3758.85,13.5468
"25839",27.4937,3758.85,13.5269
"25840",27.4938,3759.16,13.5048
"25841",27.4939,3759.31,13.4857
"25842",27.494,3759.46,13.4644
"25843",27.4941,3759.77,13.4445
"25844",27.4942,3759.77,13.4247
"25845",27.4943,3759.92,13.4033
"25846",27.4944,3759.92,13.3827
"25847",27.4945,3759.92,13.3606
"25848",27.4946,3760.07,13.3408
"25849",27.4947,3760.07,13.3194
"25850",27.4948,3760.22,13.3003
"25851",27.4949,3760.07,13.2797
"25852",27.495,3759.92,13.2591
"25853",27.4951,3759.46,13.2385
"25854",27.4952,3759.31,13.2187
"25855",27.4953,3758.85,13.1973
"25856",27.4954,3759,13.1775
"25857",27.4955,3758.7,13.1569
"25858",27.4956,3758.39,13.1355
"25859",27.4957,3758.39,13.1157
"25860",27.4958,3758.24,13.0951
"25861",27.4959,3758.24,13.073
"25862",27.496,3758.39,13.0531
"25863",27.4961,3758.54,13.0333
"25864",27.4962,3759.31,13.0135
"25865",27.4963,3759.16,12.9921
"25866",27.4964,3759,12.9723
"25867",27.4965,3758.7,12.9517
"25868",27.4966,3759,12.9303
"25869",27.4967,3758.85,12.9105
"25870",27.4968,3758.7,12.8906
"25871",27.4969,3758.09,12.87
"25872",27.497,3757.78,12.8487
"25873",27.4971,3758.09,12.8288
"25874",27.4972,3758.7,12.8075
"25875",27.4973,3759.16,12.7876
"25876",27.4974,3759.31,12.767
"25877",27.4975,3759.46,12.7464
"25878",27.4976,3759.16,12.7258
"25879",27.4977,3759.61,12.706
"25880",27.4978,3759.46,12.6846
"25881",27.4979,3759.46,12.664
"25882",27.498,3759.31,12.645
"25883",27.4981,3759.31,12.6244
"25884",27.4982,3758.85,12.6038
"25885",27.4983,3758.85,12.5839
"25886",27.4984,3758.24,12.5633
"25887",27.4985,3758.24,12.5435
"25888",27.4986,3758.54,12.5214
"25889",27.4987,3758.54,12.5
"25890",27.4988,3758.7,12.4802
"25891",27.4989,3758.54,12.4596
"25892",27.499,3758.24,12.4382
"25893",27.4991,3758.09,12.4191
"25894",27.4992,3758.24,12.3993
"25895",27.4993,3758.24,12.3787
"25896",27.4994,3758.39,12.3573
"25897",27.4995,3758.39,12.3383
"25898",27.4996,3758.39,12.3169
"25899",27.4997,3758.7,12.2963
"25900",27.4998,3758.7,12.2749
"25901",27.4999,3758.39,12.2551
"25902",27.5,3758.39,12.2337
"25903",27.5001,3757.78,12.2147
"25904",27.5002,3757.78,12.1933
"25905",27.5003,3757.63,12.1735
"25906",27.5004,3757.63,12.1544
"25907",27.5005,3757.93,12.133
"25908",27.5006,3757.78,12.1117
"25909",27.5007,3757.78,12.0911
"25910",27.5008,3757.78,12.0705
"25911",27.5009,3757.48,12.0506
"25912",27.501,3757.32,12.0308
"25913",27.5011,3757.32,12.0102
"25914",27.5012,3757.32,11.9888
"25915",27.5013,3757.78,11.969
"25916",27.5014,3757.48,11.9492
"25917",27.5015,3757.32,11.9278
"25918",27.5016,3757.17,11.9072
"25919",27.5017,3757.02,11.8874
"25920",27.5018,3756.56,11.8668
"25921",27.5019,3755.95,11.8462
"25922",27.502,3755.65,11.8263
"25923",27.5021,3755.49,11.8042
"25924",27.5022,3755.34,11.7851
"25925",27.5023,3755.49,11.7645
"25926",27.5024,3755.49,11.7432
"25927",27.5025,3755.04,11.7241
"25928",27.5026,3754.73,11.7035
"25929",27.5027,3754.12,11.6837
"25930",27.5028,3753.97,11.6631
"25931",27.5029,3752.75,11.6432
"25932",27.503,3752.14,11.6234
"25933",27.5031,3751.68,11.602
"25934",27.5032,3751.22,11.5807
"25935",27.5033,3750.31,11.5601
"25936",27.5034,3749.08,11.541
"25937",27.5035,3747.56,11.5196
"25938",27.5036,3745.57,11.499
"25939",27.5037,3743.9,11.4784
"25940",27.5038,3741.76,11.4594
"25941",27.5039,3738.71,11.438
"25942",27.504,3735.2,11.4182
"25943",27.5041,3730.32,11.3976
"25944",27.5042,3723.75,11.3777
"25945",27.5043,3713.68,11.3571
"25946",27.5044,3696.44,11.3365
"25947",27.5045,3662.11,11.3159
"25948",27.5046,3600.01,11.2953
"25949",27.5047,3501.59,11.2747
"25950",27.5048,3338.93,11.2549
"25951",27.5049,3049.01,11.2343
"25952",27.505,2624.05,11.2144
"25953",27.5051,2151.79,11.1931
"25954",27.5052,1770.32,11.1748
"25955",27.5053,1628.27,11.1588
"25956",27.5054,1763.92,11.1458
"25957",27.5055,2082.67,11.1374
"25958",27.5056,2443.08,11.1374
"25959",27.5057,2745.06,11.1435
"25960",27.5058,2955.32,11.158
"25961",27.5059,3072.36,11.1809
"25962",27.506,3106.69,11.2137
"25963",27.5061,3043.52,11.2526
"25964",27.5062,2812.35,11.3007
"25965",27.5063,2410.74,11.3541
"25966",27.5064,2065.89,11.4143
"25967",27.5065,2061.92,11.4792
"25968",27.5066,2384.95,11.5494
"25969",27.5067,2824.4,11.6241
"25970",27.5068,3193.05,11.7027
"25971",27.5069,3418.73,11.7851
"25972",27.507,3535.61,11.8721
"25973",27.5071,3588.87,11.9606
"25974",27.5072,3614.96,12.0506
"25975",27.5073,3631.29,12.1437
"25976",27.5074,3645.63,12.2398
"25977",27.5075,3658.29,12.3367
"25978",27.5076,3669.89,12.4359
"25979",27.5077,3679.5,12.5359
"25980",27.5078,3687.9,12.6366
"25981",27.5079,3694.61,12.7396
"25982",27.508,3700.71,12.8433
"25983",27.5081,3705.9,12.9471
"25984",27.5082,3710.94,13.0516
"25985",27.5083,3715.36,13.1569
"25986",27.5084,3719.18,13.2629
"25987",27.5085,3722.69,13.369
"25988",27.5086,3725.74,13.4766
"25989",27.5087,3728.33,13.5818
"25990",27.5088,3730.47,13.6879
"25991",27.5089,3732.91,13.7947
"25992",27.509,3734.44,13.9008
"25993",27.5091,3736.42,14.0091
"25994",27.5092,3737.79,14.1136
"25995",27.5093,3739.32,14.2189
"25996",27.5094,3740.23,14.3196
"25997",27.5095,3741.76,14.415
"25998",27.5096,3742.52,14.5065
"25999",27.5097,3743.44,14.5889
"26000",27.5098,3744.05,14.6637
"26001",27.5099,3744.96,14.7308
"26002",27.51,3745.88,14.7896
"26003",27.5101,3746.34,14.8392
"26004",27.5102,3746.95,14.8819
"26005",27.5103,3746.64,14.9185
"26006",27.5104,3747.1,14.949
"26007",27.5105,3747.71,14.9757
"26008",27.5106,3748.93,14.9971
"26009",27.5107,3749.69,15.0154
"26010",27.5108,3750.92,15.0299
"26011",27.5109,3751.53,15.0429
"26012",27.511,3751.98,15.0528
"26013",27.5111,3752.29,15.0604
"26014",27.5112,3752.44,15.0658
"26015",27.5113,3752.29,15.0711
"26016",27.5114,3752.44,15.0734
"26017",27.5115,3752.44,15.0764
"26018",27.5116,3752.75,15.0795
"26019",27.5117,3752.75,15.0818
"26020",27.5118,3752.75,15.0826
"26021",27.5119,3752.59,15.0833
"26022",27.512,3752.59,15.0833
"26023",27.5121,3752.9,15.0833
"26024",27.5122,3753.2,15.0841
"26025",27.5123,3753.66,15.0848
"26026",27.5124,3753.66,15.0841
"26027",27.5125,3754.27,15.0841
"26028",27.5126,3753.97,15.0833
"26029",27.5127,3754.43,15.0833
"26030",27.5128,3754.58,15.0833
"26031",27.5129,3754.73,15.0818
"26032",27.513,3754.88,15.0818
"26033",27.5131,3755.04,15.0818
"26034",27.5132,3755.19,15.081
"26035",27.5133,3755.34,15.0803
"26036",27.5134,3755.95,15.0803
"26037",27.5135,3756.1,15.081
"26038",27.5136,3756.1,15.0803
"26039",27.5137,3755.8,15.0803
"26040",27.5138,3755.65,15.078
"26041",27.5139,3755.8,15.0795
"26042",27.514,3755.95,15.0787
"26043",27.5141,3756.1,15.0787
"26044",27.5142,3755.95,15.0787
"26045",27.5143,3755.8,15.0772
"26046",27.5144,3755.8,15.078
"26047",27.5145,3755.8,15.078
"26048",27.5146,3756.26,15.078
"26049",27.5147,3756.56,15.0764
"26050",27.5148,3756.71,15.0764
"26051",27.5149,3756.71,15.0757
"26052",27.515,3757.63,15.0757
"26053",27.5151,3757.93,15.0757
"26054",27.5152,3758.09,15.0749
"26055",27.5153,3757.48,15.0742
"26056",27.5154,3757.63,15.0742
"26057",27.5155,3757.78,15.0726
"26058",27.5156,3757.93,15.0688
"26059",27.5157,3757.63,15.0642
"26060",27.5158,3757.02,15.0589
"26061",27.5159,3756.41,15.052
"26062",27.516,3756.26,15.0444
"26063",27.5161,3755.95,15.0345
"26064",27.5162,3756.26,15.0223
"26065",27.5163,3757.02,15.0108
"26066",27.5164,3757.32,14.9971
"26067",27.5165,3757.63,14.9841
"26068",27.5166,3757.78,14.9704
"26069",27.5167,3758.54,14.9551
"26070",27.5168,3757.93,14.9391
"26071",27.5169,3758.09,14.9231
"26072",27.517,3757.48,14.9063
"26073",27.5171,3757.63,14.888
"26074",27.5172,3757.63,14.8697
"26075",27.5173,3758.09,14.8514
"26076",27.5174,3757.93,14.8323
"26077",27.5175,3757.93,14.8148
"26078",27.5176,3757.93,14.7957
"26079",27.5177,3757.93,14.7758
"26080",27.5178,3757.48,14.7545
"26081",27.5179,3757.63,14.7362
"26082",27.518,3757.63,14.7163
"26083",27.5181,3757.78,14.6965
"26084",27.5182,3757.78,14.6774
"26085",27.5183,3758.09,14.6568
"26086",27.5184,3758.54,14.6355
"26087",27.5185,3758.85,14.6172
"26088",27.5186,3759,14.5966
"26089",27.5187,3759.16,14.5767
"26090",27.5188,3759.31,14.5546
"26091",27.5189,3758.85,14.5332
"26092",27.519,3758.09,14.5142
"26093",27.5191,3757.48,14.4936
"26094",27.5192,3757.17,14.4722
"26095",27.5193,3757.32,14.4524
"26096",27.5194,3757.63,14.4318
"26097",27.5195,3757.78,14.4112
"26098",27.5196,3758.09,14.3913
"26099",27.5197,3758.54,14.37
"26100",27.5198,3758.7,14.3494
"26101",27.5199,3758.85,14.328
"26102",27.52,3758.85,14.3082
"26103",27.5201,3759.16,14.286
"26104",27.5202,3759.77,14.2662
"26105",27.5203,3759.77,14.2448
"26106",27.5204,3759.46,14.225
"26107",27.5205,3759.31,14.2044
"26108",27.5206,3758.85,14.1838
"26109",27.5207,3758.7,14.1632
"26110",27.5208,3758.39,14.1418
"26111",27.5209,3759,14.122
"26112",27.521,3759,14.0991
"26113",27.5211,3758.85,14.0793
"26114",27.5212,3758.85,14.0587
"26115",27.5213,3759,14.0388
"26116",27.5214,3759.31,14.019
"26117",27.5215,3759.46,13.9984
"26118",27.5216,3759.16,13.9771
"26119",27.5217,3759.31,13.9565
"26120",27.5218,3759.77,13.9359
"26121",27.5219,3760.07,13.9153
"26122",27.522,3760.07,13.8947
"26123",27.5221,3759.77,13.8748
"26124",27.5222,3759.92,13.855
"26125",27.5223,3759.46,13.8329
"26126",27.5224,3758.85,13.8138
"26127",27.5225,3757.93,13.7924
"26128",27.5226,3758.09,13.7711
"26129",27.5227,3758.24,13.7505
"26130",27.5228,3758.24,13.7299
"26131",27.5229,3758.24,13.7093
"26132",27.523,3758.39,13.6887
"26133",27.5231,3758.54,13.6688
"26134",27.5232,3758.54,13.6475
"26135",27.5233,3758.39,13.6276
"26136",27.5234,3758.09,13.6063
"26137",27.5235,3757.93,13.5849
"26138",27.5236,3758.39,13.5643
"26139",27.5237,3758.24,13.5452
"26140",27.5238,3758.85,13.5239
"26141",27.5239,3758.54,13.5033
"26142",27.524,3757.93,13.4834
"26143",27.5241,3758.24,13.4613
"26144",27.5242,3758.24,13.4415
"26145",27.5243,3758.85,13.4216
"26146",27.5244,3758.85,13.4003
"26147",27.5245,3759.16,13.3812
"26148",27.5246,3759.46,13.3598
"26149",27.5247,3759.92,13.34
"26150",27.5248,3759.77,13.3194
"26151",27.5249,3759.46,13.298
"26152",27.525,3758.85,13.2774
"26153",27.5251,3758.54,13.2576
"26154",27.5252,3758.54,13.237
"26155",27.5253,3758.39,13.2156
"26156",27.5254,3758.24,13.1958
"26157",27.5255,3758.24,13.1752
"26158",27.5256,3758.7,13.1546
"26159",27.5257,3758.85,13.134
"26160",27.5258,3758.54,13.1134
"26161",27.5259,3758.39,13.0928
"26162",27.526,3758.39,13.0737
"26163",27.5261,3758.39,13.0539
"26164",27.5262,3758.39,13.0325
"26165",27.5263,3758.54,13.0127
"26166",27.5264,3758.85,12.9906
"26167",27.5265,3758.85,12.97
"26168",27.5266,3759.16,12.9494
"26169",27.5267,3759,12.9288
"26170",27.5268,3759,12.9089
"26171",27.5269,3759,12.8876
"26172",27.527,3759,12.8677
"26173",27.5271,3759,12.8479
"26174",27.5272,3759.46,12.8258
"26175",27.5273,3759.77,12.8059
"26176",27.5274,3760.38,12.7846
"26177",27.5275,3760.38,12.7655
"26178",27.5276,3760.38,12.7449
"26179",27.5277,3759.77,12.7243
"26180",27.5278,3759.31,12.7045
"26181",27.5279,3759.16,12.6831
"26182",27.528,3759.77,12.6625
"26183",27.5281,3759.92,12.6427
"26184",27.5282,3759.46,12.6213
"26185",27.5283,3759.46,12.6015
"26186",27.5284,3759.61,12.5816
"26187",27.5285,3759.31,12.5603
"26188",27.5286,3759,12.5404
"26189",27.5287,3758.7,12.5198
"26190",27.5288,3758.7,12.4992
"26191",27.5289,3759,12.4779
"26192",27.529,3759.16,12.4573
"26193",27.5291,3759.46,12.4382
"26194",27.5292,3759.61,12.4168
"26195",27.5293,3759.46,12.3962
"26196",27.5294,3759,12.3764
"26197",27.5295,3758.24,12.355
"26198",27.5296,3758.24,12.3352
"26199",27.5297,3757.93,12.3154
"26200",27.5298,3758.85,12.294
"26201",27.5299,3758.7,12.2734
"26202",27.53,3758.7,12.2528
"26203",27.5301,3758.39,12.233
"26204",27.5302,3758.24,12.2131
"26205",27.5303,3757.93,12.1918
"26206",27.5304,3758.09,12.1712
"26207",27.5305,3758.24,12.1513
"26208",27.5306,3758.24,12.1292
"26209",27.5307,3757.78,12.1101
"26210",27.5308,3757.63,12.0895
"26211",27.5309,3757.32,12.0689
"26212",27.531,3757.63,12.0499
"26213",27.5311,3757.48,12.0293
"26214",27.5312,3756.71,12.0094
"26215",27.5313,3756.56,11.9888
"26216",27.5314,3756.56,11.9682
"26217",27.5315,3756.56,11.9461
"26218",27.5316,3756.26,11.9263
"26219",27.5317,3756.1,11.9049
"26220",27.5318,3755.8,11.8858
"26221",27.5319,3755.8,11.8645
"26222",27.532,3755.04,11.8446
"26223",27.5321,3755.04,11.8248
"26224",27.5322,3754.58,11.8042
"26225",27.5323,3754.58,11.7836
"26226",27.5324,3754.58,11.763
"26227",27.5325,3754.73,11.7424
"26228",27.5326,3754.88,11.7218
"26229",27.5327,3754.43,11.7012
"26230",27.5328,3754.12,11.6806
"26231",27.5329,3753.36,11.66
"26232",27.533,3753.05,11.6409
"26233",27.5331,3752.44,11.6196
"26234",27.5332,3751.98,11.599
"26235",27.5333,3750.92,11.5791
"26236",27.5334,3749.69,11.5593
"26237",27.5335,3748.17,11.5387
"26238",27.5336,3746.49,11.5189
"26239",27.5337,3744.66,11.4983
