"","year","x","y","depth","coast","fulmar"
"1148",1999,490027.5,5764849,30,65.48114,0
"1149",1999,544518.4,5802730,20,49.55666,0
"1150",1999,495183.8,5759107,29,58.61116,0
"1151",1999,537689.8,5806450,23,55.18775,0
"1152",1999,524012.7,5814132,29,69.25091,0
"1153",1999,530864.6,5810295,25,62.21484,0
"1154",1999,517231.3,5818107,30,79.61272,0
"1155",1999,501512.6,5754486,25,51.75799,0
"1156",1999,530598.8,5910427,29,88.55897,0
"1157",1999,554017.5,5905254,26,63.38524,0
"1158",1999,608667.7,5893182,22,14.20259,0
"1159",1999,600859.9,5894907,24,18.67386,0
"1160",1999,577437.8,5900080,27,43.0719,0
"1161",1999,522792.9,5912152,28,99.65032,0
"1162",1999,569630.9,5901805,26,49.80148,0
"1163",1999,616475.7,5891457,9,3.042531,0
"1164",1999,561824.1,5903529,26,58.78086,0
"1165",1999,546211.1,5906978,26,74.53313,0
"1166",1999,538404.9,5908703,27,83.84621,0
"1167",1999,514987.2,5913876,27,104.368,0
"1168",1999,508692.4,5749416,23,44.91129,1.067659
"1169",1999,570281.9,5765657,14,3.034569,0
"1170",1999,573292.3,5799361,19,27.16617,0
"1171",1999,580278.1,5874851,30,33.2707,0
"1172",1999,579512.7,5866390,29,33.29296,0
"1173",1999,577693.4,5845834,23,34.08609,0
"1174",1999,578492.4,5855598,25,35.59832,0
"1175",1999,575297.5,5818513,20,30.16031,0
"1176",1999,570762.7,5772359,20,11.69707,0
"1177",1999,572542.9,5791041,19,21.48098,0
"1178",1999,571604.7,5781537,19,18.13486,0
"1179",1999,576039.9,5827188,21,32.62642,0
"1180",1999,574345.1,5809677,19,27.13438,0
"1181",1999,576793.7,5836347,22,33.14188,0
"1182",1999,600919.8,5891479,23,16.31944,0
"1183",1999,572126.7,5932564,31,63.18375,1.81041
"1184",1999,620649.1,5925806,22,20.83839,0
"1185",1999,540392.3,5913680,27,81.11837,0
"1186",1999,545744.5,5905346,25,72.75088,0
"1187",1999,549558.1,5917880,28,74.54444,0
"1188",1999,555277.7,5936681,35,78.56324,1.5731
"1189",1999,557174,5942948,35,81.20769,3.146199
"1190",1999,543827.5,5899079,25.1,76.1097,0
"1191",1999,547651.4,5911613,27,76.60084,0
"1192",1999,551464.8,5924147,29,76.75049,0
"1193",1999,553371.3,5930414,30,78.61098,6.292398
"1194",1999,542431.6,5892681,25,75.03458,0
"1195",1999,605899.7,5901716,26,18.35087,0
"1196",1999,559420.4,5745125,3,1.9501,0
"1197",1999,609179.7,5907567,26,16.11425,0
"1198",1999,562812.3,5946154,35,77.0856,0
"1199",1999,567653.7,5939010,34,70.12266,0
"1200",1999,602631.7,5895795,24,18.67386,0
"1201",1999,627832.6,5931409,22,21.54538,0
"1202",1999,557090.3,5808935,20,45.09414,0
"1203",1999,542102.4,5885929,25,73.67285,0
"1204",1999,559111.9,5759323,16,8.057373,0
"1205",1999,559115.1,5766331,23,9.391631,0
"1206",1999,542507.3,5871542,25,73.2594,0
"1207",1999,557571.4,5801968,20,42.52289,0
"1208",1999,558831.6,5780659,20,23.19889,0
"1209",1999,555983.7,5815871,21,47.44359,0
"1210",1999,558242.5,5787752,20,31.67094,0
"1211",1999,550300.3,5844119,25,58.95834,0
"1212",1999,554820.9,5822902,23,50.71627,0
"1213",1999,557741.6,5794864,20,35.83496,0
"1214",1999,545600,5857653,26,65.93669,1.443736
"1215",1999,543647.7,5864531,25,71.97478,0
"1216",1999,608109.8,6066000,45,150.1156,0
"1217",1999,547877.9,5850858,25,64.42025,0
"1218",1999,612958.4,6060652,45,143.9058,9.962189
"1219",1999,559107.6,5773481,20,16.22313,0
"1220",1999,552320.5,5837228,25,58.50118,0
"1221",1999,655905,5941935,24,20.49159,0
"1222",1999,589026.1,5895972,29,27.47229,0
"1223",1999,553674.4,5830050,24,56.72025,0
"1224",1999,559152.5,5752155,13,6.86346,0
"1225",1999,522420.1,5919977,29,101.4529,2.799969
"1226",1999,542222.8,5878757,25,73.31566,0
"1227",1999,568010.3,5903643,26,54.24654,0
"1228",1999,546947.7,5911327,26,74.53313,1.392572
"1229",1999,523089.5,6119321,30,235.5095,0
"1230",1999,662782.8,5944569,24,19.04531,0
"1231",1999,648957.1,5939482,22,19.11123,0
"1232",1999,582105.6,5898544,28,38.63404,0
"1233",1999,684449.5,5951548,26,26.09248,0
"1234",1999,595995.5,5893512,26,23.11155,0
"1235",1999,520864.2,6112214,30,231.2837,0
"1236",1999,612846.9,5913658,25,19.47581,0
"1237",1999,553918.9,5908723,26,69.94775,2.752777
"1238",1999,698690.5,5956668,26,28.76963,0
"1239",1999,525181.5,6126502,30,241.5309,0
"1240",1999,560937.1,5906030,26,58.78086,1.365232
"1241",1999,504550.7,6053622,35,193.821,1.364495
"1242",1999,506577.7,6060904,35,197.5987,2.721925
"1243",1999,512868,6082902,30,212.8431,1.360664
"1244",1999,575112,5901291,27,43.0719,0
"1245",1999,502720,6046285,32,189.6241,1.359428
"1246",1999,514875.8,6090207,29,213.6637,0
"1247",1999,518765.6,6104962,27,225.7646,2.700291
"1248",1999,505070.8,5957012,44,132.0499,4.044805
"1249",1999,508828.1,6068168,30,204.8345,2.694881
"1250",1999,677148.1,5949591,25,20.83735,0
"1251",1999,516835.2,6097569,27,221.6917,1.345622
"1252",1999,691595.7,5953990,26,25.34333,1.343902
"1253",1999,510953.3,6075522,33,205.2004,2.682896
"1254",1999,641841.7,5936914,22,20.3371,0
"1255",1999,499468.1,6031256,34,178.5853,4.02331
"1256",1999,669833.1,5947305,25,21.13514,0
"1257",1999,713534.1,5960772,25,25.36208,0
"1258",1999,616861.6,5920107,23,19.84779,0
"1259",1999,501089,6038798,32,185.9218,1.329534
"1260",1999,634634.6,5934122,22,17.7395,0
"1261",1999,506280.7,5949388,37,127.8366,1.321355
"1262",1999,706019.1,5958858,25,25.99408,0
"1263",1999,503938,5964651,38,138.7883,14.52225
"1264",1999,527081.5,6133952,30,245.8855,0
"1265",1999,497204.6,6012321,45,171.7256,6.46538
"1266",1999,497700.9,6023630,35,178.5628,1.291924
"1267",1999,500776.5,5988454,40,152.0681,1.290454
"1268",1999,501827.9,5980530,50,146.3888,3.861658
"1269",1999,498536.5,6004419,40,165.211,3.836396
"1270",1999,529013.1,6141671,30,252.3532,1.274707
"1271",1999,499709.4,5996427,44,155.0715,2.542295
"1272",1999,502857.6,5972537,54,143.726,2.53935
"1273",1999,509242.4,5930090,32,114.6416,1.264142
"1274",1999,515064.6,5922648,30,108.0171,3.728275
"1275",1999,599485.6,5893271,24,18.67386,0
"1276",1999,622135.8,5928002,23,24.95147,0
"1277",1999,593448.3,6083982,45,173.615,0
"1278",1999,584880.8,5887490,31,30.08638,0
"1279",1999,663627.9,5944890,24,19.04531,0
"1280",1999,673780.4,6000428,35,70.86386,0
"1281",1999,604476.8,5899020,25,16.47735,0
"1282",1999,601668.7,5891903,24,18.67386,0
"1283",1999,545734.5,5905346,25,72.75088,0
"1284",1999,549548.1,5917880,28,74.54444,0
"1285",1999,555267.7,5936681,35,78.56324,1.5731
"1287",1999,547641.4,5911613,27,76.60084,1.5731
"1288",1999,551454.8,5924147,29,76.75049,0
"1289",1999,553361.3,5930414,30,78.61098,0
"1290",1999,607563.3,5904616,26,18.35087,0
"1291",1999,562802.3,5946154,35,77.0856,0
"1292",1999,567643.7,5939010,34,70.12266,0
"1293",1999,572500.2,5931980,31,63.18375,0
"1294",1999,577151.7,5925114,26,53.80232,0
"1295",1999,581310.4,5918267,25,47.11357,0
"1296",1999,585639.5,5911317,26,38.75717,0
"1297",1999,590770,5904559,27,32.09141,0
"1298",1999,595902.3,5897869,27,25.38135,0
"1299",1999,560562.3,6118656,41,216.9901,6.027547
"1300",1999,555490.6,6123341,35,223.5614,5.9072
"1301",1999,627648.5,6045133,45,124.7666,1.475267
"1302",1999,570720.7,6109063,45,203.9478,4.417954
"1303",1999,545414.8,6133074,30,236.7904,0
"1304",1999,550449,6128195,30,230.1623,1.465497
"1305",1999,540302.7,6137876,30,243.4434,4.39535
"1306",1999,617768.9,6055386,45,137.5016,0
"1307",1999,565604.3,6113878,44,210.4512,0
"1308",1999,580826.5,6098946,45,191.062,0
"1309",1999,542497.3,5871542,25,73.2594,0
"1310",1999,642800.3,6030123,43,106.2293,1.453898
"1311",1999,610932.7,5910581,26,16.11425,1.450724
"1312",1999,632652.8,6040153,45,118.5187,4.332355
"1313",1999,647855.2,6025120,42,99.98345,0
"1314",1999,637732.5,6035127,44,112.3685,5.75907
"1315",1999,585271.7,6093394,45,184.688,2.876474
"1316",1999,543637.7,5864531,25,71.97478,0
"1317",1999,589913.1,6087924,45,178.3667,2.86641
"1318",1999,622653.1,6050187,45,131.098,2.850334
"1319",1999,612948.4,6060652,45,143.9058,11.38536
"1320",1999,653051.2,6020143,40,93.81732,1.420653
"1321",1999,663755.9,6010099,38,81.92488,0
"1322",1999,608449.6,5891045,21,11.95276,0
"1323",1999,575967,6104207,45,197.4834,0
"1324",1999,669092.1,6005109,35,75.85635,1.401736
"1325",1999,590657.2,5889251,29,25.35135,0
"1326",1999,658392.4,6015111,39,87.78772,0
"1327",1999,680403.4,5998457,35,70.9447,0
"1328",1999,557332.8,5943470,35,81.20769,1.348371
"1329",1999,614829.5,5916853,23,19.84779,0
"1330",1999,619018,5923364,22,20.83839,0
"1331",1999,687721.5,6000766,34,69.75448,0
"1332",1999,498526.5,6004419,40,165.211,0
"1333",1999,534462,6143369,30,250.1193,2.286592
"1334",1999,607160.7,6067153,45,154.9259,0
