"","year","month","day","RPT","VAL","ROS","KIL","SHA","BIR","DUB","CLA","MUL","CLO","BEL","MAL"
"3309",70,1,22,15.25,15.41,13.13,7.25,13.25,11.38,8.54,10.63,8.25,5.91,12.87,14.75
"3310",70,1,23,17.16,13.08,18.46,7.71,8.21,6.79,11.29,10.08,8.79,8.58,10.83,22.75
"3311",70,1,24,13.88,14.33,13.37,5.54,10.21,9.71,11.08,11.04,9.17,10.63,15.29,21.67
"3312",70,1,25,5,4.29,7.58,1.13,4.04,3.42,2.25,4.67,2.62,2.08,10.21,12.33
"3313",70,1,26,4.79,2.17,4.42,0.75,3.21,2.46,7.04,2.21,2.71,2.67,5.91,10.83
"3314",70,1,27,10.54,19.08,7.83,3.17,10,7,5.17,8.79,5.21,2.88,12.42,9.96
"3315",70,1,28,17.5,17.67,17.83,8.58,17.37,14.62,13.75,14.88,11.42,12.5,18.79,21.25
"3316",70,1,29,12.96,11.08,18.12,6.83,9.83,9.46,10.83,10.63,10.17,8.58,10.58,19
"3317",70,1,30,9.79,6.63,14.96,3.17,5.54,3.21,5.66,2.79,2.67,2.17,4.5,8.54
"3318",70,1,31,22.46,21.5,20.91,12.96,19.33,15.67,17.54,15.25,15.46,14.46,21.96,26.83
"3319",70,2,1,22.08,21.79,17.83,13.46,19.75,15.41,18.25,17.41,17.12,17.83,24.08,25.08
"3320",70,2,2,19.33,18.12,9.83,8.75,14.92,9.38,13.96,11.87,13.08,13.62,22.83,28.96
"3321",70,2,3,10.92,11.54,10.46,5.46,10.63,8.71,14.29,10.63,11.63,11.38,19.08,26.83
"3322",70,2,4,9.79,12.46,10.21,4.54,8.54,4.96,5.63,4.79,3.67,1.17,8,5.29
"3323",70,2,5,8.38,8.33,14.12,4.63,3.67,2.75,5.33,4.25,4.25,2.17,6.54,13.37
"3324",70,2,6,7.25,7.29,7.54,3.08,5.96,5.29,7.17,5.75,5.75,6.42,12.5,16.13
"3325",70,2,7,18.21,22.25,12.87,11.46,20.08,10.71,17.54,13.46,15.37,12.12,23.25,23.25
"3326",70,2,8,16.92,20.54,10.34,8.33,17.46,8.83,15.5,12.62,13.37,10.41,22.04,20.75
"3327",70,2,9,19.87,26.75,13.13,9.42,20.41,10.34,17,13.08,15.75,12.46,23.71,19.7
"3328",70,2,10,10.88,7.79,8.33,4.96,8.42,6.04,10.83,5.83,7.92,4.92,9.92,10.79
"3329",70,2,11,10.79,6.83,7.08,1.96,6,2.67,6.5,3.46,3.71,3.04,4.29,9.25
"3330",70,2,12,17.46,10.29,21.71,5.5,8.79,6.17,10.13,6.38,7.54,7.17,6.58,17.83
"3331",70,2,13,17.79,15.83,21.25,7.17,11.83,8.21,8.75,11.04,10.04,7.25,14.71,21.59
"3332",70,2,14,12.54,7.79,11.79,4.04,7.25,4.75,5.91,3.67,5.13,4.38,8.71,14.12
"3333",70,2,15,11.63,11.29,9.33,3.58,4.29,2.71,5.41,2.67,4.67,4.54,10.08,14.71
"3334",70,2,16,7.46,9.71,7.12,1.54,8.63,6.96,7.67,4.63,6.87,4.21,9.33,15.92
"3335",70,2,17,20.91,15.29,14,10.54,13.83,9.46,15.79,10.71,15.87,10.58,19.08,25.41
"3336",70,2,18,12.25,10.96,9.62,5.09,9.96,8.38,13.5,10.04,9.62,9.08,15,20.96
"3337",70,2,19,19.38,19.83,15.59,10,18.21,12.92,16.54,12.58,14.33,12,15.04,16.13
"3338",70,2,20,18.29,17.67,13.83,9.67,16.17,11.29,17.04,12.83,14.67,10.04,18.25,22.88
"3339",70,2,21,21.84,20.83,18.96,13.75,24.96,16.33,21.96,16.58,20.41,13.13,22.63,18.12
"3340",70,2,22,16.92,16.71,12.58,9.17,19.75,13.29,16.88,16,15.21,16.21,24.83,28.29
"3341",70,2,23,10.13,9.42,9.38,5.54,10.58,8.87,15.29,10.71,13.08,11.75,17.54,27.25
"3342",70,2,24,17.16,15.87,9.17,7.62,14.67,8.29,15.29,10.75,12.33,9.79,19.25,17.54
"3343",70,2,25,23.29,14.96,13.25,10.58,13.25,9.17,10.88,9.92,11.58,8.54,17.88,13.7
"3344",70,2,26,11.34,6.38,10.54,3.42,4.54,2.5,4.33,3.96,4.42,2.17,8.46,8.46
"3345",70,2,27,12.21,10.83,17.88,5,5.91,4.92,7.67,8,7.12,6.08,9,10.41
"3346",70,2,28,9.96,8.38,16.29,4.79,5.41,3.42,6.42,4.63,5,3.17,4.58,11.75
"3347",70,3,1,13.13,6.04,8.96,4.63,10.58,7.67,14.62,10.5,11.83,10.17,14.46,22.21
"3348",70,3,2,15.34,15.12,13.79,9.62,10.71,8.33,10.63,11.42,9.59,10.75,19.5,26.16
"3349",70,3,3,15.29,10.34,13.62,5.63,10.13,7.12,10.25,8.21,8.58,6.87,15.54,17.12
"3350",70,3,4,23.04,14.67,16.79,12.21,13.37,10.13,13.62,11.21,12.62,10.41,17.16,20.38
"3351",70,3,5,7.87,5.29,9.13,2.21,6.79,2.92,8.83,3.79,6.34,7.17,8.33,13.79
"3352",70,3,6,11.96,6.83,7.54,3.5,7.87,4.83,8.5,5.21,7.21,5.04,10.54,13.88
"3353",70,3,7,20.38,10.79,9.71,7.54,10.29,8.29,10.29,8.38,11.29,6.46,17.25,20.5
"3354",70,3,8,22.79,13.67,14.29,9.92,12.71,10.34,11.21,12.04,12.71,12.08,20.21,26.46
"3355",70,3,9,12.08,8.63,6,4.21,8.29,5.37,7.25,6,6.38,7.87,10.71,20.12
"3356",70,3,10,10.54,6.25,8.04,4.58,8,5.96,10.08,8,8.71,5.54,12.54,14.71
"3357",70,3,11,19.12,17.96,10.71,9.08,17.79,11.17,16.88,14.37,16.33,14.96,21.12,27.67
"3358",70,3,12,24.17,17.21,25.41,13.5,14.79,12.54,14.37,15.09,13.92,16.54,21.42,23.58
"3359",70,3,13,16.5,13.67,31.83,9.96,12.42,9.83,16.75,13.21,11.83,10.96,14.04,15.75
"3360",70,3,14,11.08,7.25,17.29,6.71,7.71,3.08,7.29,5.13,5.46,4.42,4.21,9.96
"3361",70,3,15,12.54,8.42,8.92,5.46,7.21,5.41,8.33,6.34,8.04,7.29,9.87,12.75
"3362",70,3,16,10.41,7.67,8.46,6.58,13.21,8.67,14.92,10.71,13.7,10.54,18.5,23.58
"3363",70,3,17,17.25,16.66,13.08,10.79,19.38,14.62,22.04,18.08,20.71,15.54,20.67,24.37
"3364",70,3,18,22.95,16.96,14.71,13.88,19.04,12.58,19.7,17.12,17.83,17.79,22.34,27.16
"3365",70,3,19,12.17,8.92,11.71,5.91,9.54,8.04,12.25,10.34,11.29,7.71,15.75,17.71
"3366",70,3,20,14.12,13.08,12.58,7.58,12.87,11.21,15.29,12.38,13.92,10.71,16.33,18.41
"3367",70,3,21,7.58,6.63,5.5,2.71,8.29,6.08,7.38,7.38,5.88,5.96,11.67,12.5
"3368",70,3,22,10.21,8.87,8.67,2.62,7.5,5.58,5.25,5.37,4.08,3.25,9.83,7.17
"3369",70,3,23,13.62,17.08,21.17,8.29,11.46,8.71,11.34,10.54,8.92,8.75,12.67,10.08
"3370",70,3,24,11.17,10.92,22.58,6.34,9.46,5.25,8.17,6.5,6.79,5.46,5.41,8.04
"3371",70,3,25,6.38,3.37,6.46,1.87,5.13,3.46,4.25,5.66,4.75,5,12.29,16.08
"3372",70,3,26,14.83,11.58,12,8,11.63,8.33,11.58,9.92,12.79,11.21,15.46,23.67
"3373",70,3,27,13.7,9.83,12.58,7.87,8.96,8.33,11.92,7.71,10.58,10.71,13.33,24.79
"3374",70,3,28,17.71,9.75,13.04,10.08,12.92,8.75,13.46,9.87,12.17,10.79,14.17,19.79
"3375",70,3,29,14.96,13.67,13.29,8.87,15.67,10.17,16.38,14.5,15.37,11.54,19.38,22.42
"3376",70,3,30,18.88,18.79,13.54,9.71,16.92,11.58,19,14.29,15.59,12.17,18.75,17
"3377",70,3,31,21.42,20.46,17.21,12.46,15.37,11.17,15.16,13.29,13.83,17.37,22.83,34.08
"3378",70,4,1,18.96,12.17,19.25,10.21,10.88,8.87,13.08,8.29,9.83,11.79,15.29,22.29
"3379",70,4,2,12.42,7,10.92,6.96,8.96,5.21,10.83,5.91,10.46,8.75,9.67,16.17
"3380",70,4,3,17.79,10.46,9.83,8.33,11.63,8.83,12.04,8.29,12.29,9.71,11.29,17.33
"3381",70,4,4,17.46,9.79,12,8.87,10.46,6.67,11.34,6.75,10.21,9.71,9.17,13.92
"3382",70,4,5,18,14.04,12.79,10.17,15.63,10.46,14.25,12.21,14.42,11.83,16.38,19.58
"3383",70,4,6,14.88,14.54,23.75,8.75,9.87,9.21,14.42,11.42,9.5,11.21,15.25,23.67
"3384",70,4,7,11.92,9.29,11.17,4.5,7.17,6.17,8,8.54,7.92,10.04,12.5,21.42
"3385",70,4,8,12.83,9.33,12.54,6.21,7.46,6.5,7.46,8.12,6.38,10.17,15.09,25.12
"3386",70,4,9,13.21,8.08,8.79,7.17,7.5,8.38,8.92,8.42,8.46,10.5,10.29,23.67
"3387",70,4,10,6.71,3.92,6.75,2.92,4.21,4.17,6.25,5.09,5.71,3.04,6.71,11.63
"3388",70,4,11,8.12,5.33,6.87,1.96,4.17,3.96,3.96,4.5,3.21,2.13,7.41,10.58
"3389",70,4,12,19.79,9.29,17.33,9.79,9.38,8.83,14.58,8.79,10.46,10.96,10.75,17.41
"3390",70,4,13,7.92,6.17,9.25,4.25,6.25,4.5,4.96,4.79,4.38,4.42,7.62,8.75
"3391",70,4,14,9.71,12.87,11.08,5.58,8.67,8.29,5.66,9.59,6.25,10.29,17.46,17.54
"3392",70,4,15,17.29,17.54,15.5,7.79,9.21,9.46,9.71,10.5,8.75,12.33,18.21,16.29
"3393",70,4,16,15.71,17,16.66,7.46,10.54,11.17,13.17,11,9.67,12.75,15.5,12.58
"3394",70,4,17,11.5,12.96,14.42,7.5,12.87,11.12,11.75,12.96,11.08,12.67,21.04,16.66
"3395",70,4,18,11.46,8.46,9.38,5.17,10.92,8.58,11,8.87,10.08,12.12,13,14.04
"3396",70,4,19,12.25,12.58,8.79,7.33,12.62,9.21,11.08,8.87,9.59,7.5,14.04,16
"3397",70,4,20,15.75,16.25,12.87,8.33,15,10.41,15.41,8.63,11.38,10.75,14.42,16.96
"3398",70,4,21,20.5,20.91,17.67,10.17,20.83,14.5,14.58,9.96,14.75,9.13,13.42,11.92
"3399",70,4,22,26.83,23.16,23,12.21,18.25,14.71,19.55,18.66,15.59,18,25.29,22.29
"3400",70,4,23,16,9.75,12.71,8.67,14.75,11.54,16.21,13.13,14.54,16.08,15.75,21.17
"3401",70,4,24,11.71,13.29,8.83,4.08,9.79,6.38,6.92,7.58,8,6.21,8.17,11.67
"3402",70,4,25,26.71,16.83,21.5,13.21,17.75,13.83,19.41,15.96,16.42,14.71,18.38,24.08
"3403",70,4,26,19.12,13,13.88,8.96,12.08,10.13,12.12,9.04,11.42,13.83,11.96,19.79
"3404",70,4,27,12.12,11.58,7.92,5.54,10.34,6.38,7.33,6.58,8,7.67,9.38,11.38
"3405",70,4,28,12.75,10.17,8.63,7.41,13.59,9.5,13.83,11.25,14.04,10.92,12.75,18.46
"3406",70,4,29,13.75,9.21,10.88,6.63,8.79,7.38,9.04,5.41,8.21,9.75,6.21,13.08
"3407",70,4,30,8.83,10.34,6.38,3.37,8.58,6.87,8.29,8.38,9.13,6.38,14.71,11.54
"3408",70,5,1,14.17,17.96,15.12,7.08,14.17,11.83,12.75,16.92,11.71,15.41,25.75,19.58
"3409",70,5,2,16.75,18.91,16,10.71,17.67,13.62,16.66,16.88,14,15.09,27.5,17.58
"3410",70,5,3,13.67,14.83,15.37,9.62,17.21,12.71,9.71,11.21,13.7,15.46,17.67,20.04
"3411",70,5,4,13.5,11.42,9.71,7.58,13.88,9.17,9.25,9.87,9.38,12.42,14.33,17.88
"3412",70,5,5,12.87,11.34,9.59,8.21,9.79,9.59,6.79,7.33,11.17,12.12,11.75,16
"3413",70,5,6,11.71,7.08,5.58,5.71,9.79,6.71,3.37,5.46,7.67,5.54,9.46,11.79
"3414",70,5,7,15.34,10.41,8.67,5.75,9.54,5.09,5.91,7.67,6.21,5.75,8.54,12.38
"3415",70,5,8,7.87,8.58,7.96,3.79,8.46,6.46,7.92,6.42,8.83,9.29,5.58,17.08
"3416",70,5,9,7.96,7.12,17.12,5.88,9.42,9.71,12.5,10.08,11.12,10.83,9.33,15.75
"3417",70,5,10,11.71,7.96,17,6.79,8.79,10.58,10.21,10.67,10.75,9.54,12.79,17.41
"3418",70,5,11,6.08,6.96,3.54,2.42,4.38,5.25,5.75,4.58,4.79,6.87,8.58,16.71
"3419",70,5,12,6.25,4.08,15.63,4.12,4.25,7.04,7.25,5.75,7.33,5.79,10.25,9.17
"3420",70,5,13,5.37,3.67,6.58,2.92,3.21,3.21,2.54,6.21,2.58,1.75,12.12,6.21
"3421",70,5,14,3.33,5.63,5.17,1.21,4.25,1.71,3.25,6.42,4.54,4.25,9.71,4.12
"3422",70,5,15,8.79,9.59,8.63,4.08,11.12,5.09,3.83,7.92,5.41,3.71,7.38,3.58
"3423",70,5,16,10.92,6.67,6.96,4.88,6.67,6.08,7.17,4.75,5.91,6.08,8.5,12.29
"3424",70,5,17,3.83,2.42,6.21,0.92,5.5,3.67,2.79,4.46,4.08,3.13,12.38,9.25
"3425",70,5,18,5.71,4.33,8.54,2.83,6.42,5.33,8.54,8.96,8.04,7.04,16.88,15.75
"3426",70,5,19,13.33,8.92,8.33,7.12,13.42,9.54,12.04,10.92,12.67,11.83,14.75,20.96
"3427",70,5,20,11.63,12.42,11,8.12,17.25,12.21,15.83,12.04,16.42,12.25,19.5,26.25
"3428",70,5,21,21.84,13.42,13.46,10.92,18.96,13.25,17.37,12.75,16.92,16.29,16.25,25.5
"3429",70,5,22,9.46,5.71,8.75,4.83,8.79,6.79,8.87,6.29,9.04,7.08,10.46,14.75
"3430",70,5,23,7.92,13.92,8.04,4.88,11.54,6.87,8.75,7.12,6.08,8.21,20.33,13.7
"3431",70,5,24,13.46,13.59,12.87,6.42,14.25,8.42,10.08,10.79,10.63,11.04,20.96,19.25
"3432",70,5,25,9.92,9.21,8.58,7.54,13.62,10.29,14.17,11.29,13.04,10.96,17,20.41
"3433",70,5,26,6.92,6.92,6.63,5.25,10.54,7.71,13.37,8.12,11.17,6.96,14.17,19.58
"3434",70,5,27,6.34,8.25,7.58,3.46,6.17,4.75,6.46,10.88,5.58,5.09,17.67,9.42
"3435",70,5,28,10.67,7.92,6.83,4.5,10,5.79,5.33,6.08,7.17,6.17,10.79,11.96
"3436",70,5,29,10,9.25,8.25,4.63,11.04,7.12,6.04,8.92,7.62,8.54,14.83,16.21
"3437",70,5,30,10.5,7.62,7.96,5.66,11.79,9.21,10.58,10.83,11.04,8.04,13.92,17.08
"3438",70,5,31,7.92,7.67,9.67,7,12.54,9.46,13.37,9.5,12.21,9.79,14.54,17.75
"3439",70,6,1,6.34,5.88,8.54,4.38,8.79,4.75,4.12,6.08,5.96,3.71,11.38,9.83
"3440",70,6,2,5.37,7.12,5.5,2.75,6.71,4.58,6.5,7.54,4.92,6.08,10.96,12.96
"3441",70,6,3,11.92,18.58,8,6.96,13.83,8.17,6.75,9.71,8.71,9.13,14.12,15.29
"3442",70,6,4,17.75,13.54,12.92,6.67,12.33,8.79,11.08,10.29,10.04,9.38,9.54,16.5
"3443",70,6,5,14.29,9.38,14.17,6.34,9.71,8,8.33,7.75,9.5,7.29,8.17,13.92
"3444",70,6,6,10.21,6.38,19.17,4.46,5.25,6.83,5.91,5.71,7.67,5.58,8.46,9.29
"3445",70,6,7,4.96,3.83,15.21,3.71,4.71,4.54,5.04,3.67,6.21,4.5,7.29,6.63
"3446",70,6,8,5.46,2.42,4.71,3.37,3.88,2.17,3.42,4,6.58,5.63,4.83,11.08
"3447",70,6,9,2.21,2.54,5.33,1.96,3.17,0.71,1.46,3.29,2,2.13,5.33,8.54
"3448",70,6,10,6.54,2.46,5.96,1.58,6.13,1.33,1.63,2.33,1.5,1.79,4.04,3.79
"3449",70,6,11,6.92,2.58,7.54,1.71,4.54,1.63,2.42,1.63,2.37,0.71,3.21,5.17
"3450",70,6,12,4.12,1.71,5.91,2.58,3.04,2.37,2.25,4.04,3.88,2.13,7.58,3.79
"3451",70,6,13,2.71,3.08,6.79,1.5,2.46,2.75,3.13,2.92,3.37,1.96,7.62,8.75
"3452",70,6,14,6.54,2.96,16.58,5.63,5.66,6.5,5.21,4.12,6.42,2.5,12.33,3.13
"3453",70,6,15,6.58,5.83,6.71,2.46,4.79,3.46,1.75,5.88,3,3.63,9.25,7.75
"3454",70,6,16,7.46,5.41,18.46,6.75,9.29,6.42,9.25,6.42,8.08,4.5,11.67,10.17
"3455",70,6,17,11.5,5.58,11.75,4.38,10.71,5.66,11.96,8.54,10.79,8.21,11.12,16.38
"3456",70,6,18,6.87,3.71,4.75,1.83,6.87,4.29,2,4.96,1.96,2.46,8.21,8.58
"3457",70,6,19,11.08,6.71,7.29,1.92,3.37,1.5,2.42,3.96,1.92,0.79,7.58,3.08
"3458",70,6,20,15.71,13.21,13.25,6.25,13.29,8.12,7.21,10.08,8.08,8.25,18.66,10.58
"3459",70,6,21,22.71,13.04,17.41,14.83,17.71,14.17,15.41,12.75,16.75,17.83,13.29,27.33
"3460",70,6,22,14.71,11.46,12.12,5.96,11.67,7.08,8.92,8.67,6.42,7.38,13.33,8.29
"3461",70,6,23,13.04,11.87,12.83,5.41,12.21,8.29,8.33,9.54,8.79,9.21,14.09,14.04
"3462",70,6,24,15.12,14.71,15,9,18.75,11.38,14.5,11.63,13.67,11.21,19.83,19.7
"3463",70,6,25,10.5,9.17,10.96,6,10.46,7.54,9.29,9.04,10.58,9.92,16,20.54
"3464",70,6,26,9.79,9.5,10.88,5.88,11.08,7.38,7.83,7.33,8.46,7.67,10.21,11.54
"3465",70,6,27,6.38,7.08,8.67,3.75,11.04,6.79,4.79,7.29,6.63,7.83,10.21,9.79
"3466",70,6,28,16.29,12.75,11.54,8.29,13.83,9.79,13.67,9.87,12.87,11.04,16.92,19.62
"3467",70,6,29,16.04,12.04,12.71,10.25,14.92,11.79,15.92,10,13.79,14.5,15.46,22.21
"3468",70,6,30,12.17,10.92,10.13,6.71,12.96,8.33,7.87,10.46,10.75,9.08,16.71,16.25
"3469",70,7,1,20.79,17.12,12.5,11.67,20.3,13.54,19.95,14.92,17.41,15.37,23,29.63
"3470",70,7,2,20.96,13.17,13.25,10.63,18.54,13.13,18.29,10.63,16.42,15.21,16.17,24.33
"3471",70,7,3,8.92,4.12,9.17,4.75,10,6.46,9.42,5.88,9.71,7.62,12.08,14.04
"3472",70,7,4,10.92,9.13,8.12,6.87,12.21,9.25,12.12,7.96,10.29,7.33,11.54,16.79
"3473",70,7,5,10.71,8.83,10.92,5.13,8.83,8.12,9,9.13,8.87,9.04,19.12,19.08
"3474",70,7,6,7.79,7.29,9.62,4.21,7.29,6.46,7.08,9.71,7.83,8,13.59,11
"3475",70,7,7,4.5,5.5,4.67,2.67,2.25,3.25,3.21,6.46,3.46,5,14.5,8.17
"3476",70,7,8,12.62,11.17,10.17,7.29,11.17,7.79,6.34,8.25,8.75,7.87,16.79,13.7
"3477",70,7,9,13.92,10.17,11.42,7.92,13.42,10.41,12.62,10.96,12.46,11.46,14.83,19.87
"3478",70,7,10,11.83,9.17,10.79,6.34,12.75,9.62,10.79,9.13,12.25,8.29,16.17,20.79
"3479",70,7,11,13.5,11.38,12.25,7.38,16.17,11.12,15.87,10.63,13.25,13.5,20.17,25.29
"3480",70,7,12,13.42,10.08,13.7,7.96,16.46,12.42,17.5,13.96,16.42,13.29,21.34,23.09
"3481",70,7,13,12.38,9.62,10.88,6.21,14.96,11.21,14.58,9.83,13.37,9.92,16.25,21.84
"3482",70,7,14,21.54,15.29,14.29,9.38,14.79,9.87,12.87,10.5,14.09,11.34,15.96,23.83
"3483",70,7,15,17.12,9.96,13.88,9.42,11.54,8.96,12.46,7.62,12.25,12,11.75,20.21
"3484",70,7,16,10.63,3.71,6.34,3.63,8.38,5.17,7.41,4.88,8.33,5.83,10.34,13.59
"3485",70,7,17,7.62,4.42,7.71,3.92,8.25,5.96,8.71,4.63,9.08,4.75,13.59,16.08
"3486",70,7,18,8.96,8.79,8.38,5.66,12.46,7.75,11.04,6.04,10.21,6.92,12.67,18.91
"3487",70,7,19,14.67,8.25,9.46,6.67,9.75,6.63,8.21,6.29,10.17,8.25,11.17,14.79
"3488",70,7,20,14.33,8.33,11.54,7.21,9.13,5.88,9.33,6.96,10.54,8.71,12.62,20.38
"3489",70,7,21,6.54,4.12,8.83,4.83,8.42,6.46,9.17,7.04,9.54,7.71,10.37,14.71
"3490",70,7,22,7.38,3.04,8.08,4.04,7.17,5.63,5.79,4.38,6.25,5.54,9.75,11.71
"3491",70,7,23,13.37,6.5,15.87,6.5,6.17,4.38,4.58,2.62,4.54,2.08,4.92,5.75
"3492",70,7,24,18.79,11.92,14.71,8.87,16.88,11.42,10.79,8.67,10.58,8.42,13.42,19.12
"3493",70,7,25,10.46,9.13,10.37,6.54,10.54,7.5,10.34,5.75,9.46,8.12,9.13,12.92
"3494",70,7,26,11.08,9.21,9.5,4.63,11.75,8,8.08,6.67,10.34,4.92,12.87,8.96
"3495",70,7,27,10.46,10.67,12.46,5.37,11.29,7.17,7.79,4.79,8.21,2.58,7.46,5.37
"3496",70,7,28,10.21,9.96,8.58,4.67,10.96,7.87,7.41,6.75,9,7.38,10,10.63
"3497",70,7,29,11.12,10.04,8.21,4.29,11.58,6.87,6.96,7.92,8.96,7.96,15.54,16.92
"3498",70,7,30,13.67,15.96,13.96,6.67,13.88,10.67,12.17,13.67,12.21,13.04,20.58,20.12
"3499",70,7,31,7.67,6.96,11.34,3.83,6.63,5.33,4.67,5.21,7.25,5.54,10.04,5.79
"3500",70,8,1,3.92,8.92,7.5,3.88,4.42,3.88,2.58,5.09,3.37,3.75,13.96,12.38
"3501",70,8,2,4.96,9.83,4.5,2.46,5.5,4.92,2.62,3.54,4,5.25,11.67,6.54
"3502",70,8,3,7.17,13.59,6.79,3.37,8.17,3.88,4.5,3.33,4.92,5.09,5.04,8.87
"3503",70,8,4,2.67,7.92,9.42,1.75,3.96,1.54,2.25,2.04,3.79,3.5,6,9.25
"3504",70,8,5,10.17,4.29,12.17,2.83,5.17,5.66,5.37,4.54,8.42,3.5,11.29,6.75
"3505",70,8,6,4.63,3.17,7.79,1.79,3.33,3.46,3.04,2.54,5.54,4.83,10.92,4.96
"3506",70,8,7,5.63,2.79,4.33,1.67,6.04,2.37,1.29,2.29,0.58,2.17,9.92,4.42
"3507",70,8,8,13.5,6.75,4.21,3.96,6.67,5.79,4.46,4.33,7.38,5.46,7.5,11.04
"3508",70,8,9,11.17,8.38,9.54,7.17,14.62,9.59,13.13,8.58,13.29,9.46,15.71,18.29
"3509",70,8,10,10.08,9.08,8.92,6.34,11.25,7.46,8.29,7.04,9.17,7.62,6.58,11
"3510",70,8,11,4.08,3.83,5.66,3.21,3.13,2.79,3.17,4.04,3.92,3.67,7.62,6.71
"3511",70,8,12,9.46,11.21,11,6.34,9,7.67,4.96,10.04,9.29,9.5,18.21,15.54
"3512",70,8,13,13.04,8.67,10.79,6.58,10.96,7.12,7.5,7.25,8.58,6.5,12,14.17
"3513",70,8,14,10.75,10.34,9.25,3.42,11.38,7.29,7.96,6.04,8.46,5.91,14.96,17.54
"3514",70,8,15,18.46,16.17,16.38,8.46,15.54,10.13,10.37,9.5,9.87,10.83,11.71,15.67
"3515",70,8,16,26.38,14.96,18.5,17.33,21.59,18.12,20.75,14.96,22.71,23.71,19.87,34.33
"3516",70,8,17,7.5,5.71,8.21,6.25,7.46,7.33,10.41,5.75,10.17,12.17,9.04,21.29
"3517",70,8,18,4.96,4.46,9.5,2.5,4.38,1.33,1.21,1.67,1.71,0.67,5.33,8.87
"3518",70,8,19,11,10.25,16.38,5.5,8.71,4.96,5.88,6.29,6.67,3.37,13.04,14.5
"3519",70,8,20,19.5,13.54,17.29,10.34,13.37,10,13.5,11.71,13.25,15.54,15.79,25.58
"3520",70,8,21,24.3,13.83,14.54,10.34,12.46,10.79,10.88,10.34,12.42,12.38,15.83,15.63
"3521",70,8,22,14.71,7.17,12.12,5.33,8.08,4.92,6.34,4.42,5.58,3.67,4.38,4.67
"3522",70,8,23,5.04,3.46,5.96,1.79,2.54,0.63,1.42,0.5,2.5,0.13,2.83,3.37
"3523",70,8,24,2.75,5.96,5.88,1,2.46,1.13,1.75,2.21,2.75,2.5,2.96,4.38
"3524",70,8,25,5.83,6.63,3.79,1.75,5.25,3.17,1.21,1.33,2.21,2.62,4.29,6.29
"3525",70,8,26,4.88,3.71,8.71,0.87,3.5,1.21,0.37,0.71,0.54,0.04,3.25,4.12
"3526",70,8,27,4.08,2.25,7.58,1.21,2.54,2.13,1.25,1.33,2.83,2.67,2.67,5.04
"3527",70,8,28,2.54,2.54,4.25,1.25,2.25,1.83,1,0.79,0.96,1.33,5.58,5.5
"3528",70,8,29,5.09,7.92,6.04,2.46,3.54,2.5,4.67,3.21,1.63,2.71,9.25,5.96
"3529",70,8,30,13.62,16.46,15.96,7.38,12.54,9.29,9.42,12.04,9.87,12.12,21.25,18
"3530",70,8,31,14.54,16.29,11.08,9.21,18.71,12.58,14.04,14.17,15.96,13.75,22.34,27.33
"3531",70,9,1,12.96,13.79,12.92,7.58,12.75,9.04,11.38,9.59,12.17,10.46,16.17,21.75
"3532",70,9,2,16.17,12.67,16.88,8.96,14.58,10.92,11.29,9.92,13.7,12.71,14.04,18.29
"3533",70,9,3,12.54,11.79,9.62,5.25,10.96,7.12,7.17,6.96,9.67,8.12,12.87,16.46
"3534",70,9,4,6.96,8.63,9.92,6.08,13.79,9.08,12.92,11.25,12.21,8.25,15.16,20.75
"3535",70,9,5,3.37,6.67,7.62,4.83,9.46,7.33,10.34,7.62,9.87,8.58,12.5,20.21
"3536",70,9,6,6.92,12.38,8.08,4.04,8.92,6.17,5.17,7.38,6.25,2.25,13.21,8.08
"3537",70,9,7,10.5,14.5,9.96,7.29,12,8.04,5.71,8.83,9.96,10.25,13.88,19.5
"3538",70,9,8,19.46,20.17,15.37,9.67,16.71,10.5,11.63,10.67,12.71,11.58,17.37,15.46
"3539",70,9,9,31.42,28.5,28.21,20.33,30,20.67,22.37,18.29,21.46,22.42,25.75,27.75
"3540",70,9,10,19,18.58,16.13,10.41,18.96,11.79,15.71,11.87,14.5,11.58,17.37,17.5
"3541",70,9,11,9.79,9.38,8.29,4.17,8,5.17,8.54,4.79,7.58,5.41,9,11.29
"3542",70,9,12,10.67,8.5,8.58,4.38,9,4.88,5.54,4.29,6.13,5.29,9.38,13.7
"3543",70,9,13,13.25,10.54,10.79,6.08,12.71,6.96,5.58,4.83,7.5,6.83,11.71,14.46
"3544",70,9,14,4.17,3.37,5.96,1.08,6.08,3.21,5.04,3.5,4.83,2.54,10.04,11.34
"3545",70,9,15,11.5,8.54,5.88,4,9.04,4.04,5.96,3.63,6.58,3.46,9.54,13.37
"3546",70,9,16,15.87,18.58,13.88,7.87,12.75,8.79,9.75,10.08,9.21,10.08,19.21,17.41
"3547",70,9,17,21.04,18.58,19.95,14.83,13.59,13.13,19.08,13.67,13.33,14.67,15.46,18.5
"3548",70,9,18,3.83,3.92,8.5,1.42,4.08,2.33,0.54,1.17,2.5,2.25,7.58,10.29
"3549",70,9,19,8.67,9.92,8.33,2.92,7.5,3.92,4,5.88,5.41,4.12,9.75,10.83
"3550",70,9,20,6,8.46,8.17,3.04,3.58,3.33,4.08,7.87,5.13,7.04,14,14.04
"3551",70,9,21,7.5,4.75,5.09,2.58,8,4.46,3.17,3.04,4.71,5.37,6.21,10.58
