"","x","y","depth","coast","area"
"1704",541500,5864000,25,72,2
"1705",546500,5864000,26,67,2
"1706",551500,5864000,27,62,2
"1707",556500,5864000,26,57,2
"1708",561500,5864000,25,53,2
"1709",566500,5864000,25,48,2
"1710",571500,5864000,25,43,2
"1711",576500,5864000,25,38,2
"1712",581500,5864000,29,33,2
"1713",586500,5864000,27,28,2
"1714",591500,5864000,25,24,2
"1715",596500,5864000,23,19,2
"1716",601500,5864000,21,14,2
"1717",606500,5864000,14,9,3
"1718",611500,5864000,9,4,3
"1719",516500,5859000,30,95,2
"1720",521500,5859000,30,90,2
"1721",526500,5859000,30,86,2
"1722",531500,5859000,25,81,2
"1723",536500,5859000,25,76,2
"1724",541500,5859000,25,71,2
"1725",546500,5859000,27,66,2
"1726",551500,5859000,25,61,2
"1727",556500,5859000,25,56,2
"1728",561500,5859000,25,51,2
"1729",566500,5859000,25,47,2
"1730",571500,5859000,25,42,2
"1731",576500,5859000,25,37,2
"1732",581500,5859000,26,32,2
"1733",586500,5859000,26,27,2
"1734",591500,5859000,23,22,2
"1735",596500,5859000,22,18,2
"1736",601500,5859000,21,13,2
"1737",606500,5859000,16,8,3
"1738",611500,5859000,9,3,3
"1739",516500,5854000,28,95,2
"1740",521500,5854000,32,90,2
"1741",526500,5854000,32,85,2
"1742",531500,5854000,25,80,2
"1743",536500,5854000,25,75,2
"1744",541500,5854000,25,70,2
"1745",546500,5854000,25,65,2
"1746",551500,5854000,25,60,2
"1747",556500,5854000,25,55,2
"1748",561500,5854000,25,50,2
"1749",566500,5854000,25,45,2
"1750",571500,5854000,25,40,2
"1751",576500,5854000,25,36,2
"1752",581500,5854000,25,31,2
"1753",586500,5854000,24,26,2
"1754",591500,5854000,22,21,2
"1755",596500,5854000,21,16,2
"1756",601500,5854000,21,11,2
"1757",606500,5854000,16,7,3
"1758",611500,5854000,10,2,3
"1759",516500,5849000,28,94,2
"1760",521500,5849000,32,89,2
"1761",526500,5849000,33,84,2
"1762",531500,5849000,25,79,2
"1763",536500,5849000,25,74,2
"1764",541500,5849000,25,69,2
"1765",546500,5849000,25,64,2
"1766",551500,5849000,25,59,2
"1767",556500,5849000,25,54,2
"1768",561500,5849000,25,49,2
"1769",566500,5849000,25,45,2
"1770",571500,5849000,25,40,2
"1771",576500,5849000,25,35,2
"1772",581500,5849000,24,30,2
"1773",586500,5849000,22,25,2
"1774",591500,5849000,21,20,2
"1775",596500,5849000,21,15,2
"1776",601500,5849000,21,10,2
"1777",606500,5849000,15,5,3
"1778",611500,5849000,8,1,3
"1779",516500,5844000,30,94,2
"1780",521500,5844000,31,89,2
"1781",526500,5844000,32,84,2
"1782",531500,5844000,26,79,2
"1783",536500,5844000,25,74,2
"1784",541500,5844000,25,69,2
"1785",546500,5844000,25,64,2
"1786",551500,5844000,25,59,2
"1787",556500,5844000,25,54,2
"1788",561500,5844000,25,49,2
"1789",566500,5844000,25,44,2
"1790",571500,5844000,24,39,2
"1791",576500,5844000,23,34,2
"1792",581500,5844000,22,29,2
"1793",586500,5844000,21,24,2
"1794",591500,5844000,21,19,2
"1795",596500,5844000,21,14,2
"1796",601500,5844000,20,9,3
"1797",606500,5844000,16,4,3
"1798",516500,5839000,32,93,2
"1799",521500,5839000,30,88,2
"1800",526500,5839000,30,83,2
"1801",531500,5839000,25,78,2
"1802",536500,5839000,25,73,2
"1803",541500,5839000,25,68,2
"1804",546500,5839000,25,63,2
"1805",551500,5839000,25,59,2
"1806",556500,5839000,25,54,2
"1807",561500,5839000,25,49,2
"1808",566500,5839000,24,44,2
"1809",571500,5839000,24,39,2
"1810",576500,5839000,23,34,2
"1811",581500,5839000,22,29,2
"1812",586500,5839000,21,24,2
"1813",591500,5839000,21,19,2
"1814",596500,5839000,21,14,3
"1815",601500,5839000,21,9,3
"1816",606500,5839000,16,4,3
"1817",516500,5834000,32,91,2
"1818",521500,5834000,31,87,2
"1819",526500,5834000,29,82,2
"1820",531500,5834000,25,77,2
"1821",536500,5834000,25,73,2
"1822",541500,5834000,25,68,2
"1823",546500,5834000,25,63,2
"1824",551500,5834000,25,58,2
"1825",556500,5834000,25,53,2
"1826",561500,5834000,24,48,2
"1827",566500,5834000,24,43,2
"1828",571500,5834000,23,38,2
"1829",576500,5834000,22,33,2
"1830",581500,5834000,21,28,2
"1831",586500,5834000,21,23,2
"1832",591500,5834000,21,18,2
"1833",596500,5834000,20,13,3
"1834",601500,5834000,20,8,3
"1835",606500,5834000,14,3,3
"1836",516500,5829000,31,87,2
"1837",521500,5829000,31,84,2
"1838",526500,5829000,30,81,2
"1839",531500,5829000,25,76,2
"1840",536500,5829000,24,71,2
"1841",541500,5829000,24,66,2
"1842",546500,5829000,25,62,2
"1843",551500,5829000,25,57,2
"1844",556500,5829000,24,52,2
"1845",561500,5829000,23,47,2
"1846",566500,5829000,23,42,2
"1847",571500,5829000,22,38,2
"1848",576500,5829000,21,33,2
"1849",581500,5829000,20,28,2
"1850",586500,5829000,20,23,2
"1851",591500,5829000,20,18,3
"1852",596500,5829000,18,13,3
"1853",601500,5829000,16,8,3
"1854",606500,5829000,12,3,3
"1855",511500,5824000,30,86,2
"1856",516500,5824000,30,83,2
"1857",521500,5824000,29,80,2
"1858",526500,5824000,30,77,2
"1859",531500,5824000,25,74,2
"1860",536500,5824000,24,70,2
"1861",541500,5824000,23,65,2
"1862",546500,5824000,25,60,2
"1863",551500,5824000,24,56,2
"1864",556500,5824000,23,51,2
"1865",561500,5824000,22,46,2
"1866",566500,5824000,22,41,2
"1867",571500,5824000,21,36,2
"1868",576500,5824000,21,31,2
"1869",581500,5824000,20,27,2
"1870",586500,5824000,20,22,2
"1871",591500,5824000,18,17,3
"1872",596500,5824000,16,12,3
"1873",601500,5824000,14,7,3
"1874",606500,5824000,10,2,3
"1875",511500,5819000,30,83,2
"1876",516500,5819000,30,80,2
"1877",521500,5819000,28,76,2
"1878",526500,5819000,30,73,2
"1879",531500,5819000,24,70,2
"1880",536500,5819000,24,67,2
"1881",541500,5819000,24,63,2
"1882",546500,5819000,24,59,2
"1883",551500,5819000,23,54,2
"1884",556500,5819000,22,49,2
"1885",561500,5819000,21,45,2
"1886",566500,5819000,21,40,2
"1887",571500,5819000,20,35,2
"1888",576500,5819000,20,30,2
"1889",581500,5819000,20,25,2
"1890",586500,5819000,20,20,2
"1891",591500,5819000,18,16,3
"1892",596500,5819000,16,11,3
"1893",601500,5819000,13,6,3
"1894",606500,5819000,8,2,3
"1895",506500,5814000,30,82,2
"1896",511500,5814000,30,80,2
"1897",516500,5814000,31,76,2
"1898",521500,5814000,28,73,2
"1899",526500,5814000,29,69,2
"1900",531500,5814000,25,66,2
"1901",536500,5814000,25,63,2
"1902",541500,5814000,24,60,2
"1903",546500,5814000,23,56,2
"1904",551500,5814000,22,52,2
"1905",556500,5814000,21,47,2
"1906",561500,5814000,20,43,2
"1907",566500,5814000,20,38,2
"1908",571500,5814000,20,34,2
"1909",576500,5814000,20,29,2
"1910",581500,5814000,20,24,2
"1911",586500,5814000,19,19,3
"1912",591500,5814000,17,15,3
"1913",596500,5814000,15,10,3
"1914",601500,5814000,14,5,3
"1915",506500,5809000,30,80,2
"1916",511500,5809000,27,76,2
"1917",516500,5809000,35,73,2
"1918",521500,5809000,29,69,2
"1919",526500,5809000,28,65,2
"1920",531500,5809000,26,62,2
"1921",536500,5809000,24,59,2
"1922",541500,5809000,23,56,2
"1923",546500,5809000,22,53,2
"1924",551500,5809000,21,49,2
"1925",556500,5809000,20,45,2
"1926",561500,5809000,20,41,2
"1927",566500,5809000,20,36,2
"1928",571500,5809000,20,32,2
"1929",576500,5809000,20,27,2
"1930",581500,5809000,19,23,2
"1931",586500,5809000,18,18,3
"1932",591500,5809000,16,13,3
"1933",596500,5809000,14,9,3
"1934",601500,5809000,12,4,3
"1935",506500,5804000,32,77,2
"1936",511500,5804000,29,73,2
"1937",516500,5804000,33,69,2
"1938",521500,5804000,28,65,2
"1939",526500,5804000,27,62,2
"1940",531500,5804000,25,58,2
"1941",536500,5804000,23,55,2
"1942",541500,5804000,22,52,2
"1943",546500,5804000,21,50,2
"1944",551500,5804000,20,46,2
"1945",556500,5804000,20,43,2
"1946",561500,5804000,20,38,2
"1947",566500,5804000,20,34,2
"1948",571500,5804000,20,30,2
"1949",576500,5804000,19,25,2
"1950",581500,5804000,18,21,2
"1951",586500,5804000,17,16,3
"1952",591500,5804000,16,11,3
"1953",596500,5804000,15,7,3
"1954",601500,5804000,10,2,3
"1955",501500,5799000,31,79,2
"1956",506500,5799000,31,74,2
"1957",511500,5799000,30,70,2
"1958",516500,5799000,33,66,2
"1959",521500,5799000,29,62,2
"1960",526500,5799000,26,58,2
"1961",531500,5799000,24,55,2
"1962",536500,5799000,22,51,2
"1963",541500,5799000,21,48,2
"1964",546500,5799000,20,45,2
"1965",551500,5799000,20,43,2
"1966",556500,5799000,20,39,2
"1967",561500,5799000,20,36,2
"1968",566500,5799000,20,31,2
"1969",571500,5799000,19,27,2
"1970",576500,5799000,19,23,2
"1971",581500,5799000,18,18,3
"1972",586500,5799000,17,14,3
"1973",591500,5799000,16,9,3
"1974",596500,5799000,16,5,3
"1975",601500,5799000,7,1,3
"1976",496500,5794000,33,80,2
"1977",501500,5794000,30,76,2
"1978",506500,5794000,28,72,2
"1979",511500,5794000,30,68,2
"1980",516500,5794000,31,63,2
"1981",521500,5794000,28,59,2
"1982",526500,5794000,25,55,2
"1983",531500,5794000,23,51,2
"1984",536500,5794000,21,48,2
"1985",541500,5794000,20,44,2
"1986",546500,5794000,20,41,2
"1987",551500,5794000,20,38,2
"1988",556500,5794000,20,36,2
"1989",561500,5794000,20,32,2
"1990",566500,5794000,20,29,2
"1991",571500,5794000,20,25,2
"1992",576500,5794000,18,20,2
"1993",581500,5794000,17,16,3
"1994",586500,5794000,16,12,3
"1995",591500,5794000,16,7,3
"1996",596500,5794000,12,3,3
"1997",496500,5789000,35,78,2
"1998",501500,5789000,31,74,2
"1999",506500,5789000,30,70,2
"2000",511500,5789000,30,65,2
"2001",516500,5789000,29,61,2
"2002",521500,5789000,26,56,2
"2003",526500,5789000,24,52,2
"2004",531500,5789000,22,48,2
"2005",536500,5789000,20,44,2
"2006",541500,5789000,20,41,2
"2007",546500,5789000,20,37,2
"2008",551500,5789000,20,34,2
"2009",556500,5789000,20,32,2
"2010",561500,5789000,20,29,2
"2011",566500,5789000,20,25,2
"2012",571500,5789000,20,21,2
"2013",576500,5789000,19,18,2
"2014",581500,5789000,17,14,3
"2015",586500,5789000,16,9,3
"2016",591500,5789000,14,5,3
"2017",596500,5789000,8,1,3
"2018",491500,5784000,35,77,2
"2019",496500,5784000,33,74,2
"2020",501500,5784000,30,70,2
"2021",506500,5784000,30,67,2
"2022",511500,5784000,28,63,2
"2023",516500,5784000,25,59,2
"2024",521500,5784000,25,54,2
"2025",526500,5784000,23,50,2
"2026",531500,5784000,21,45,2
"2027",536500,5784000,20,41,2
"2028",541500,5784000,20,37,2
"2029",546500,5784000,20,34,2
"2030",551500,5784000,20,30,2
"2031",556500,5784000,20,27,2
"2032",561500,5784000,20,25,2
"2033",566500,5784000,20,22,2
"2034",571500,5784000,20,18,2
"2035",576500,5784000,19,14,2
"2036",581500,5784000,18,11,3
"2037",586500,5784000,16,7,3
"2038",591500,5784000,11,3,3
"2039",486500,5779000,35,77,2
"2040",491500,5779000,33,74,2
"2041",496500,5779000,31,70,2
"2042",501500,5779000,30,67,2
"2043",506500,5779000,30,63,2
"2044",511500,5779000,27,60,2
"2045",516500,5779000,25,57,2
"2046",521500,5779000,25,52,2
"2047",526500,5779000,23,47,2
"2048",531500,5779000,21,43,2
"2049",536500,5779000,20,38,2
"2050",541500,5779000,20,34,2
"2051",546500,5779000,20,30,2
"2052",551500,5779000,20,27,2
"2053",556500,5779000,20,23,2
"2054",561500,5779000,20,21,2
"2055",566500,5779000,20,18,2
"2056",571500,5779000,20,15,2
"2057",576500,5779000,19,11,3
"2058",581500,5779000,18,7,3
"2059",586500,5779000,14,4,3
"2060",486500,5774000,32,75,2
"2061",491500,5774000,30,71,2
"2062",496500,5774000,30,67,2
"2063",501500,5774000,30,63,2
"2064",506500,5774000,29,60,2
"2065",511500,5774000,26,56,2
"2066",516500,5774000,25,53,2
"2067",521500,5774000,25,50,2
"2068",526500,5774000,24,46,2
"2069",531500,5774000,22,41,2
"2070",536500,5774000,21,36,2
"2071",541500,5774000,20,32,2
"2072",546500,5774000,20,27,2
"2073",551500,5774000,20,23,2
"2074",556500,5774000,20,19,2
"2075",561500,5774000,20,16,2
"2076",566500,5774000,20,14,2
"2077",571500,5774000,20,12,2
"2078",576500,5774000,18,8,3
"2079",581500,5774000,14,4,3
"2080",586500,5774000,8,1,3
"2081",481500,5769000,31,76,2
"2082",486500,5769000,30,72,2
"2083",491500,5769000,30,68,2
"2084",496500,5769000,30,64,2
"2085",501500,5769000,30,60,2
"2086",506500,5769000,29,56,2
"2087",511500,5769000,25,53,2
"2088",516500,5769000,25,49,2
"2089",521500,5769000,25,46,2
"2090",526500,5769000,25,43,2
"2091",531500,5769000,23,39,2
"2092",536500,5769000,22,35,2
"2093",541500,5769000,20,30,2
"2094",546500,5769000,20,25,2
"2095",551500,5769000,20,21,2
"2096",556500,5769000,20,16,2
"2097",561500,5769000,20,12,2
"2098",566500,5769000,20,9,2
"2099",571500,5769000,19,8,3
"2100",576500,5769000,12,5,3
"2101",581500,5769000,9,2,3
"2102",481500,5764000,29,73,2
"2103",486500,5764000,29,69,2
"2104",491500,5764000,30,65,2
"2105",496500,5764000,30,61,2
"2106",501500,5764000,29,57,2
"2107",506500,5764000,27,53,2
"2108",511500,5764000,25,49,2
"2109",516500,5764000,25,46,2
"2110",521500,5764000,25,42,2
"2111",526500,5764000,25,39,2
"2112",531500,5764000,24,36,2
"2113",536500,5764000,23,32,2
"2114",541500,5764000,22,28,2
"2115",546500,5764000,22,24,2
"2116",551500,5764000,21,19,2
"2117",556500,5764000,22,14,2
"2118",561500,5764000,23,9,2
"2119",566500,5764000,23,5,16
"2120",571500,5764000,14,3,16
"2121",576500,5764000,8,2,3
"2122",476500,5759000,30,72,2
"2123",481500,5759000,30,69,2
"2124",486500,5759000,30,65,2
"2125",491500,5759000,30,62,2
"2126",496500,5759000,30,59,2
"2127",501500,5759000,28,54,2
"2128",506500,5759000,26,50,2
"2129",511500,5759000,25,46,2
"2130",516500,5759000,25,42,2
"2131",521500,5759000,25,39,2
"2132",526500,5759000,25,35,2
"2133",531500,5759000,25,32,2
"2134",536500,5759000,24,29,2
"2135",541500,5759000,23,25,2
"2136",546500,5759000,20,22,2
"2137",551500,5759000,20,18,2
"2138",556500,5759000,18,13,16
"2139",561500,5759000,17,8,16
"2140",566500,5759000,16,3,16
"2141",476500,5754000,30,69,2
"2142",481500,5754000,30,66,2
"2143",486500,5754000,30,62,2
"2144",491500,5754000,29,58,2
"2145",496500,5754000,28,55,2
"2146",501500,5754000,26,52,2
"2147",506500,5754000,25,48,2
"2148",511500,5754000,25,43,2
"2149",516500,5754000,25,39,2
"2150",521500,5754000,25,35,2
"2151",526500,5754000,24,32,2
"2152",531500,5754000,21,28,2
"2153",536500,5754000,21,26,2
"2154",541500,5754000,20,22,2
"2155",546500,5754000,18,18,2
"2156",551500,5754000,17,15,2
"2157",556500,5754000,15,11,16
"2158",561500,5754000,14,7,16
"2159",566500,5754000,9,2,16
"2160",471500,5749000,31,70,2
"2161",476500,5749000,30,66,2
"2162",481500,5749000,30,62,2
"2163",486500,5749000,28,59,2
"2164",491500,5749000,26,55,2
"2165",496500,5749000,25,51,2
"2166",501500,5749000,24,48,2
"2167",506500,5749000,24,45,2
"2168",511500,5749000,23,41,2
"2169",516500,5749000,23,36,2
"2170",521500,5749000,23,32,2
"2171",526500,5749000,22,28,2
"2172",531500,5749000,20,24,2
"2173",536500,5749000,19,21,2
"2174",541500,5749000,18,19,2
"2175",546500,5749000,18,15,2
"2176",551500,5749000,15,11,16
"2177",556500,5749000,11,8,16
"2178",561500,5749000,8,6,16
"2179",566500,5749000,2,3,16
"2180",471500,5744000,31,68,2
"2181",476500,5744000,31,64,2
"2182",481500,5744000,30,59,2
"2183",486500,5744000,26,55,2
"2184",491500,5744000,27,51,2
"2185",496500,5744000,25,48,2
"2186",501500,5744000,23,44,2
"2187",506500,5744000,23,41,2
"2188",511500,5744000,22,38,2
"2189",516500,5744000,21,34,2
"2190",521500,5744000,21,30,2
"2191",526500,5744000,21,25,2
"2192",531500,5744000,19,21,2
"2193",536500,5744000,19,17,2
"2194",541500,5744000,18,14,2
"2195",546500,5744000,18,12,16
"2196",551500,5744000,13,8,16
"2197",556500,5744000,8,4,16
"2198",561500,5744000,4,2,16
"2199",566500,5744000,1,1,16
"2200",571500,5744000,1,1,16
"2201",466500,5739000,31,70,2
"2202",471500,5739000,31,66,2
"2203",476500,5739000,31,61,2
"2204",481500,5739000,28,57,2
"2205",486500,5739000,26,53,2
"2206",491500,5739000,26,48,2
"2207",496500,5739000,24,44,2
"2208",501500,5739000,22,41,2
"2209",506500,5739000,21,37,2
"2210",511500,5739000,21,34,2
"2211",516500,5739000,21,31,2
"2212",521500,5739000,21,28,2
"2213",526500,5739000,20,23,2
"2214",531500,5739000,19,18,2
"2215",536500,5739000,21,14,2
"2216",541500,5739000,19,10,16
"2217",546500,5739000,12,8,16
"2218",551500,5739000,4,6,16
"2219",556500,5739000,1,3,16
"2220",471500,5734000,30,63,2
"2221",476500,5734000,29,59,2
"2222",481500,5734000,27,54,2
"2223",486500,5734000,26,50,2
"2224",491500,5734000,25,46,2
"2225",496500,5734000,23,41,2
"2226",501500,5734000,21,37,2
"2227",506500,5734000,21,34,2
"2228",511500,5734000,21,30,2
"2229",516500,5734000,21,27,2
"2230",521500,5734000,20,24,2
"2231",526500,5734000,21,21,2
"2232",531500,5734000,21,17,2
"2233",536500,5734000,15,12,16
"2234",541500,5734000,8,7,16
"2235",546500,5734000,5,3,16
"2236",551500,5734000,3,2,16
"2237",556500,5734000,2,1,16
"2238",481500,5729000,28,52,2
"2239",486500,5729000,25,48,2
"2240",491500,5729000,26,43,2
"2241",496500,5729000,23,39,2
"2242",501500,5729000,21,35,2
"2243",506500,5729000,21,30,2
"2244",511500,5729000,20,27,2
"2245",516500,5729000,20,23,2
"2246",521500,5729000,19,20,2
"2247",526500,5729000,20,17,2
"2248",531500,5729000,15,15,16
"2249",536500,5729000,7,11,16
"2250",541500,5729000,3,6,16
"2251",546500,5729000,1,2,16
"2252",486500,5724000,24,46,2
"2253",491500,5724000,25,41,2
"2254",496500,5724000,22,37,2
"2255",501500,5724000,20,32,2
"2256",506500,5724000,22,28,2
"2257",511500,5724000,23,23,2
"2258",516500,5724000,19,20,2
"2259",521500,5724000,19,16,2
"2260",526500,5724000,15,13,16
"2261",531500,5724000,9,10,16
"2262",536500,5724000,8,8,16
"2263",541500,5724000,9,6,16
"2264",546500,5724000,7,2,16
"2265",491500,5719000,23,40,2
"2266",496500,5719000,23,35,2
"2267",501500,5719000,23,30,2
"2268",506500,5719000,21,26,2
"2269",511500,5719000,19,21,2
"2270",516500,5719000,18,17,2
"2271",521500,5719000,17,12,16
"2272",526500,5719000,13,9,16
"2273",531500,5719000,10,6,16
"2274",536500,5719000,9,4,16
"2275",541500,5719000,7,2,16
"2276",546500,5719000,6,1,16
"2277",496500,5714000,23,34,2
"2278",501500,5714000,18,29,2
"2279",506500,5714000,19,24,2
"2280",511500,5714000,23,19,2
"2281",516500,5714000,20,14,2
"2282",521500,5714000,13,10,2
"2283",526500,5714000,9,5,16
"2284",531500,5714000,7,2,16
"2285",506500,5709000,23,23,2
"2286",511500,5709000,19,19,2
"2287",516500,5709000,13,14,2
"2288",521500,5709000,7,9,2
"2289",526500,5709000,7,4,19
"2290",516500,5704000,8,14,2
"2291",521500,5704000,6,10,2
"2292",526500,5704000,6,6,19
"2293",531500,5704000,7,3,19
"2294",521500,5699000,7,8,2
"2295",526500,5699000,8,6,19
"2296",531500,5699000,10,4,19
"2297",536500,5699000,13,1,19
