"","x","y","river","habitat"
"5385",53.5,84.5,0.08,2
"5386",53.5,85.5,0.08,2
"5387",53.5,86.5,0.08,3
"5388",53.5,87.5,0.08,3
"5389",53.5,88.5,0.08,3
"5390",53.5,89.5,0.08,3
"5391",53.5,90.5,0.08,3
"5392",53.5,91.5,0.08,3
"5393",53.5,92.5,0.08,3
"5394",53.5,93.5,0.08,3
"5395",53.5,94.5,0.08,3
"5396",53.5,95.5,0.08,3
"5397",53.5,96.5,0.08,3
"5398",53.5,97.5,0.08,3
"5399",53.5,98.5,0.08,3
"5400",53.5,99.5,0.08,3
"5401",54.5,0.5,0.1,1
"5402",54.5,1.5,0.1,1
"5403",54.5,2.5,0.1,1
"5404",54.5,3.5,0.1,1
"5405",54.5,4.5,0.1,1
"5406",54.5,5.5,0.1,1
"5407",54.5,6.5,0.1,1
"5408",54.5,7.5,0.1,1
"5409",54.5,8.5,0.1,2
"5410",54.5,9.5,0.1,2
"5411",54.5,10.5,0.1,2
"5412",54.5,11.5,0.1,2
"5413",54.5,12.5,0.1,2
"5414",54.5,13.5,0.1,3
"5415",54.5,14.5,0.1,3
"5416",54.5,15.5,0.1,3
"5417",54.5,16.5,0.1,3
"5418",54.5,17.5,0.1,3
"5419",54.5,18.5,0.1,3
"5420",54.5,19.5,0.1,3
"5421",54.5,20.5,0.1,3
"5422",54.5,21.5,0.1,3
"5423",54.5,22.5,0.1,3
"5424",54.5,23.5,0.1,3
"5425",54.5,24.5,0.1,3
"5426",54.5,25.5,0.1,3
"5427",54.5,26.5,0.1,3
"5428",54.5,27.5,0.1,3
"5429",54.5,28.5,0.1,3
"5430",54.5,29.5,0.1,3
"5431",54.5,30.5,0.1,3
"5432",54.5,31.5,0.1,3
"5433",54.5,32.5,0.1,3
"5434",54.5,33.5,0.1,3
"5435",54.5,34.5,0.1,3
"5436",54.5,35.5,0.1,3
"5437",54.5,36.5,0.1,3
"5438",54.5,37.5,0.1,3
"5439",54.5,38.5,0.1,3
"5440",54.5,39.5,0.1,3
"5441",54.5,40.5,0.1,3
"5442",54.5,41.5,0.1,3
"5443",54.5,42.5,0.1,3
"5444",54.5,43.5,0.1,3
"5445",54.5,44.5,0.1,3
"5446",54.5,45.5,0.1,3
"5447",54.5,46.5,0.1,3
"5448",54.5,47.5,0.1,3
"5449",54.5,48.5,0.1,3
"5450",54.5,49.5,0.1,3
"5451",54.5,50.5,0.1,3
"5452",54.5,51.5,0.1,3
"5453",54.5,52.5,0.1,3
"5454",54.5,53.5,0.1,3
"5455",54.5,54.5,0.1,3
"5456",54.5,55.5,0.1,3
"5457",54.5,56.5,0.1,3
"5458",54.5,57.5,0.1,3
"5459",54.5,58.5,0.1,3
"5460",54.5,59.5,0.1,3
"5461",54.5,60.5,0.1,3
"5462",54.5,61.5,0.1,3
"5463",54.5,62.5,0.1,3
"5464",54.5,63.5,0.1,3
"5465",54.5,64.5,0.1,3
"5466",54.5,65.5,0.1,3
"5467",54.5,66.5,0.1,2
"5468",54.5,67.5,0.1,2
"5469",54.5,68.5,0.1,2
"5470",54.5,69.5,0.1,2
"5471",54.5,70.5,0.1,2
"5472",54.5,71.5,0.1,2
"5473",54.5,72.5,0.1,2
"5474",54.5,73.5,0.1,2
"5475",54.5,74.5,0.1,2
"5476",54.5,75.5,0.1,2
"5477",54.5,76.5,0.1,2
"5478",54.5,77.5,0.1,2
"5479",54.5,78.5,0.1,2
"5480",54.5,79.5,0.1,2
"5481",54.5,80.5,0.1,2
"5482",54.5,81.5,0.1,2
"5483",54.5,82.5,0.1,2
"5484",54.5,83.5,0.1,2
"5485",54.5,84.5,0.1,2
"5486",54.5,85.5,0.1,2
"5487",54.5,86.5,0.1,3
"5488",54.5,87.5,0.1,3
"5489",54.5,88.5,0.1,3
"5490",54.5,89.5,0.1,3
"5491",54.5,90.5,0.1,3
"5492",54.5,91.5,0.1,3
"5493",54.5,92.5,0.1,3
"5494",54.5,93.5,0.1,3
"5495",54.5,94.5,0.1,3
"5496",54.5,95.5,0.1,3
"5497",54.5,96.5,0.1,3
"5498",54.5,97.5,0.1,3
"5499",54.5,98.5,0.1,3
"5500",54.5,99.5,0.1,3
"5501",55.5,0.5,0.12,1
"5502",55.5,1.5,0.12,1
"5503",55.5,2.5,0.12,1
"5504",55.5,3.5,0.12,1
"5505",55.5,4.5,0.12,1
"5506",55.5,5.5,0.12,1
"5507",55.5,6.5,0.12,1
"5508",55.5,7.5,0.12,1
"5509",55.5,8.5,0.12,2
"5510",55.5,9.5,0.12,2
"5511",55.5,10.5,0.12,2
"5512",55.5,11.5,0.12,2
"5513",55.5,12.5,0.12,2
"5514",55.5,13.5,0.12,3
"5515",55.5,14.5,0.12,3
"5516",55.5,15.5,0.12,3
"5517",55.5,16.5,0.12,3
"5518",55.5,17.5,0.12,3
"5519",55.5,18.5,0.12,3
"5520",55.5,19.5,0.12,3
"5521",55.5,20.5,0.12,3
"5522",55.5,21.5,0.12,3
"5523",55.5,22.5,0.12,3
"5524",55.5,23.5,0.12,3
"5525",55.5,24.5,0.12,3
"5526",55.5,25.5,0.12,3
"5527",55.5,26.5,0.12,3
"5528",55.5,27.5,0.12,3
"5529",55.5,28.5,0.12,3
"5530",55.5,29.5,0.12,3
"5531",55.5,30.5,0.12,3
"5532",55.5,31.5,0.12,3
"5533",55.5,32.5,0.12,3
"5534",55.5,33.5,0.12,3
"5535",55.5,34.5,0.12,3
"5536",55.5,35.5,0.12,3
"5537",55.5,36.5,0.12,3
"5538",55.5,37.5,0.12,3
"5539",55.5,38.5,0.12,3
"5540",55.5,39.5,0.12,3
"5541",55.5,40.5,0.12,3
"5542",55.5,41.5,0.12,3
"5543",55.5,42.5,0.12,3
"5544",55.5,43.5,0.12,3
"5545",55.5,44.5,0.12,3
"5546",55.5,45.5,0.12,3
"5547",55.5,46.5,0.12,3
"5548",55.5,47.5,0.12,3
"5549",55.5,48.5,0.12,3
"5550",55.5,49.5,0.12,3
"5551",55.5,50.5,0.12,3
"5552",55.5,51.5,0.12,3
"5553",55.5,52.5,0.12,3
"5554",55.5,53.5,0.12,3
"5555",55.5,54.5,0.12,3
"5556",55.5,55.5,0.12,3
"5557",55.5,56.5,0.12,3
"5558",55.5,57.5,0.12,3
"5559",55.5,58.5,0.12,3
"5560",55.5,59.5,0.12,3
"5561",55.5,60.5,0.12,3
"5562",55.5,61.5,0.12,3
"5563",55.5,62.5,0.12,3
"5564",55.5,63.5,0.12,3
"5565",55.5,64.5,0.12,3
"5566",55.5,65.5,0.12,3
"5567",55.5,66.5,0.12,2
"5568",55.5,67.5,0.12,2
"5569",55.5,68.5,0.12,2
"5570",55.5,69.5,0.12,2
"5571",55.5,70.5,0.12,2
"5572",55.5,71.5,0.12,2
"5573",55.5,72.5,0.12,2
"5574",55.5,73.5,0.12,2
"5575",55.5,74.5,0.12,2
"5576",55.5,75.5,0.12,2
"5577",55.5,76.5,0.12,2
"5578",55.5,77.5,0.12,2
"5579",55.5,78.5,0.12,2
"5580",55.5,79.5,0.12,2
"5581",55.5,80.5,0.12,2
"5582",55.5,81.5,0.12,2
"5583",55.5,82.5,0.12,2
"5584",55.5,83.5,0.12,2
"5585",55.5,84.5,0.12,2
"5586",55.5,85.5,0.12,2
"5587",55.5,86.5,0.12,2
"5588",55.5,87.5,0.12,3
"5589",55.5,88.5,0.12,3
"5590",55.5,89.5,0.12,3
"5591",55.5,90.5,0.12,3
"5592",55.5,91.5,0.12,3
"5593",55.5,92.5,0.12,3
"5594",55.5,93.5,0.12,3
"5595",55.5,94.5,0.12,3
"5596",55.5,95.5,0.12,3
"5597",55.5,96.5,0.12,3
"5598",55.5,97.5,0.12,3
"5599",55.5,98.5,0.12,3
"5600",55.5,99.5,0.12,3
"5601",56.5,0.5,0.14,1
"5602",56.5,1.5,0.14,1
"5603",56.5,2.5,0.14,1
"5604",56.5,3.5,0.14,1
"5605",56.5,4.5,0.14,1
"5606",56.5,5.5,0.14,1
"5607",56.5,6.5,0.14,1
"5608",56.5,7.5,0.14,1
"5609",56.5,8.5,0.14,2
"5610",56.5,9.5,0.14,2
"5611",56.5,10.5,0.14,2
"5612",56.5,11.5,0.14,2
"5613",56.5,12.5,0.14,2
"5614",56.5,13.5,0.14,3
"5615",56.5,14.5,0.14,3
"5616",56.5,15.5,0.14,3
"5617",56.5,16.5,0.14,3
"5618",56.5,17.5,0.14,3
"5619",56.5,18.5,0.14,3
"5620",56.5,19.5,0.14,3
"5621",56.5,20.5,0.14,3
"5622",56.5,21.5,0.14,3
"5623",56.5,22.5,0.14,3
"5624",56.5,23.5,0.14,3
"5625",56.5,24.5,0.14,3
"5626",56.5,25.5,0.14,3
"5627",56.5,26.5,0.14,3
"5628",56.5,27.5,0.14,3
"5629",56.5,28.5,0.14,3
"5630",56.5,29.5,0.14,3
"5631",56.5,30.5,0.14,3
"5632",56.5,31.5,0.14,3
"5633",56.5,32.5,0.14,3
"5634",56.5,33.5,0.14,3
"5635",56.5,34.5,0.14,3
"5636",56.5,35.5,0.14,3
"5637",56.5,36.5,0.14,3
"5638",56.5,37.5,0.14,3
"5639",56.5,38.5,0.14,3
"5640",56.5,39.5,0.14,3
"5641",56.5,40.5,0.14,3
"5642",56.5,41.5,0.14,3
"5643",56.5,42.5,0.14,3
"5644",56.5,43.5,0.14,3
"5645",56.5,44.5,0.14,3
"5646",56.5,45.5,0.14,3
"5647",56.5,46.5,0.14,3
"5648",56.5,47.5,0.14,3
"5649",56.5,48.5,0.14,3
"5650",56.5,49.5,0.14,3
"5651",56.5,50.5,0.14,3
"5652",56.5,51.5,0.14,3
"5653",56.5,52.5,0.14,3
"5654",56.5,53.5,0.14,3
"5655",56.5,54.5,0.14,3
"5656",56.5,55.5,0.14,3
"5657",56.5,56.5,0.14,3
"5658",56.5,57.5,0.14,3
"5659",56.5,58.5,0.14,3
"5660",56.5,59.5,0.14,3
"5661",56.5,60.5,0.14,3
"5662",56.5,61.5,0.14,3
"5663",56.5,62.5,0.14,3
"5664",56.5,63.5,0.14,3
"5665",56.5,64.5,0.14,3
"5666",56.5,65.5,0.14,3
"5667",56.5,66.5,0.14,2
"5668",56.5,67.5,0.14,2
"5669",56.5,68.5,0.14,2
"5670",56.5,69.5,0.14,2
"5671",56.5,70.5,0.14,2
"5672",56.5,71.5,0.14,2
"5673",56.5,72.5,0.14,2
"5674",56.5,73.5,0.14,2
"5675",56.5,74.5,0.14,2
"5676",56.5,75.5,0.14,2
"5677",56.5,76.5,0.14,2
"5678",56.5,77.5,0.14,2
"5679",56.5,78.5,0.14,2
"5680",56.5,79.5,0.14,2
"5681",56.5,80.5,0.14,2
"5682",56.5,81.5,0.14,2
"5683",56.5,82.5,0.14,2
"5684",56.5,83.5,0.14,2
"5685",56.5,84.5,0.14,2
"5686",56.5,85.5,0.14,2
"5687",56.5,86.5,0.14,2
"5688",56.5,87.5,0.14,3
"5689",56.5,88.5,0.14,3
"5690",56.5,89.5,0.14,3
"5691",56.5,90.5,0.14,3
"5692",56.5,91.5,0.14,3
"5693",56.5,92.5,0.14,3
"5694",56.5,93.5,0.14,3
"5695",56.5,94.5,0.14,3
"5696",56.5,95.5,0.14,3
"5697",56.5,96.5,0.14,3
"5698",56.5,97.5,0.14,3
"5699",56.5,98.5,0.14,3
"5700",56.5,99.5,0.14,3
"5701",57.5,0.5,0.16,1
"5702",57.5,1.5,0.16,1
"5703",57.5,2.5,0.16,1
"5704",57.5,3.5,0.16,1
"5705",57.5,4.5,0.16,1
"5706",57.5,5.5,0.16,1
"5707",57.5,6.5,0.16,1
"5708",57.5,7.5,0.16,1
"5709",57.5,8.5,0.16,2
"5710",57.5,9.5,0.16,2
"5711",57.5,10.5,0.16,2
"5712",57.5,11.5,0.16,2
"5713",57.5,12.5,0.16,2
"5714",57.5,13.5,0.16,3
"5715",57.5,14.5,0.16,3
"5716",57.5,15.5,0.16,3
"5717",57.5,16.5,0.16,3
"5718",57.5,17.5,0.16,3
"5719",57.5,18.5,0.16,3
"5720",57.5,19.5,0.16,3
"5721",57.5,20.5,0.16,3
"5722",57.5,21.5,0.16,3
"5723",57.5,22.5,0.16,3
"5724",57.5,23.5,0.16,3
"5725",57.5,24.5,0.16,3
"5726",57.5,25.5,0.16,3
"5727",57.5,26.5,0.16,3
"5728",57.5,27.5,0.16,3
"5729",57.5,28.5,0.16,3
"5730",57.5,29.5,0.16,3
"5731",57.5,30.5,0.16,3
"5732",57.5,31.5,0.16,3
"5733",57.5,32.5,0.16,3
"5734",57.5,33.5,0.16,3
"5735",57.5,34.5,0.16,3
"5736",57.5,35.5,0.16,3
"5737",57.5,36.5,0.16,3
"5738",57.5,37.5,0.16,3
"5739",57.5,38.5,0.16,3
"5740",57.5,39.5,0.16,3
"5741",57.5,40.5,0.16,3
"5742",57.5,41.5,0.16,3
"5743",57.5,42.5,0.16,3
"5744",57.5,43.5,0.16,3
"5745",57.5,44.5,0.16,3
"5746",57.5,45.5,0.16,3
"5747",57.5,46.5,0.16,3
"5748",57.5,47.5,0.16,3
"5749",57.5,48.5,0.16,3
"5750",57.5,49.5,0.16,3
"5751",57.5,50.5,0.16,3
"5752",57.5,51.5,0.16,3
"5753",57.5,52.5,0.16,3
"5754",57.5,53.5,0.16,3
"5755",57.5,54.5,0.16,3
"5756",57.5,55.5,0.16,3
"5757",57.5,56.5,0.16,3
"5758",57.5,57.5,0.16,3
"5759",57.5,58.5,0.16,3
"5760",57.5,59.5,0.16,3
"5761",57.5,60.5,0.16,3
"5762",57.5,61.5,0.16,3
"5763",57.5,62.5,0.16,3
"5764",57.5,63.5,0.16,3
"5765",57.5,64.5,0.16,3
"5766",57.5,65.5,0.16,3
"5767",57.5,66.5,0.16,2
"5768",57.5,67.5,0.16,2
"5769",57.5,68.5,0.16,2
"5770",57.5,69.5,0.16,2
"5771",57.5,70.5,0.16,2
"5772",57.5,71.5,0.16,2
"5773",57.5,72.5,0.16,2
"5774",57.5,73.5,0.16,2
"5775",57.5,74.5,0.16,2
"5776",57.5,75.5,0.16,2
"5777",57.5,76.5,0.16,2
"5778",57.5,77.5,0.16,2
"5779",57.5,78.5,0.16,2
"5780",57.5,79.5,0.16,2
"5781",57.5,80.5,0.16,2
"5782",57.5,81.5,0.16,2
"5783",57.5,82.5,0.16,2
"5784",57.5,83.5,0.16,2
"5785",57.5,84.5,0.16,2
"5786",57.5,85.5,0.16,2
"5787",57.5,86.5,0.16,2
"5788",57.5,87.5,0.16,3
"5789",57.5,88.5,0.16,3
"5790",57.5,89.5,0.16,3
"5791",57.5,90.5,0.16,3
"5792",57.5,91.5,0.16,3
"5793",57.5,92.5,0.16,3
"5794",57.5,93.5,0.16,3
"5795",57.5,94.5,0.16,3
"5796",57.5,95.5,0.16,3
"5797",57.5,96.5,0.16,3
"5798",57.5,97.5,0.16,3
"5799",57.5,98.5,0.16,3
"5800",57.5,99.5,0.16,3
"5801",58.5,0.5,0.18,1
"5802",58.5,1.5,0.18,1
"5803",58.5,2.5,0.18,1
"5804",58.5,3.5,0.18,1
"5805",58.5,4.5,0.18,1
"5806",58.5,5.5,0.18,1
"5807",58.5,6.5,0.18,1
"5808",58.5,7.5,0.18,1
"5809",58.5,8.5,0.18,2
"5810",58.5,9.5,0.18,2
"5811",58.5,10.5,0.18,2
"5812",58.5,11.5,0.18,2
"5813",58.5,12.5,0.18,2
"5814",58.5,13.5,0.18,3
"5815",58.5,14.5,0.18,3
"5816",58.5,15.5,0.18,3
"5817",58.5,16.5,0.18,3
"5818",58.5,17.5,0.18,3
"5819",58.5,18.5,0.18,3
"5820",58.5,19.5,0.18,3
"5821",58.5,20.5,0.18,3
"5822",58.5,21.5,0.18,3
"5823",58.5,22.5,0.18,3
"5824",58.5,23.5,0.18,3
"5825",58.5,24.5,0.18,3
"5826",58.5,25.5,0.18,3
"5827",58.5,26.5,0.18,3
"5828",58.5,27.5,0.18,3
"5829",58.5,28.5,0.18,3
"5830",58.5,29.5,0.18,3
"5831",58.5,30.5,0.18,3
"5832",58.5,31.5,0.18,3
"5833",58.5,32.5,0.18,3
"5834",58.5,33.5,0.18,3
"5835",58.5,34.5,0.18,3
"5836",58.5,35.5,0.18,3
"5837",58.5,36.5,0.18,3
"5838",58.5,37.5,0.18,3
"5839",58.5,38.5,0.18,3
"5840",58.5,39.5,0.18,3
"5841",58.5,40.5,0.18,3
"5842",58.5,41.5,0.18,3
"5843",58.5,42.5,0.18,3
"5844",58.5,43.5,0.18,3
"5845",58.5,44.5,0.18,3
"5846",58.5,45.5,0.18,3
"5847",58.5,46.5,0.18,3
"5848",58.5,47.5,0.18,3
"5849",58.5,48.5,0.18,3
"5850",58.5,49.5,0.18,3
"5851",58.5,50.5,0.18,3
"5852",58.5,51.5,0.18,3
"5853",58.5,52.5,0.18,3
"5854",58.5,53.5,0.18,3
"5855",58.5,54.5,0.18,3
"5856",58.5,55.5,0.18,3
"5857",58.5,56.5,0.18,3
"5858",58.5,57.5,0.18,3
"5859",58.5,58.5,0.18,3
"5860",58.5,59.5,0.18,3
"5861",58.5,60.5,0.18,3
"5862",58.5,61.5,0.18,3
"5863",58.5,62.5,0.18,3
"5864",58.5,63.5,0.18,3
"5865",58.5,64.5,0.18,3
"5866",58.5,65.5,0.18,2
"5867",58.5,66.5,0.18,2
"5868",58.5,67.5,0.18,2
"5869",58.5,68.5,0.18,2
"5870",58.5,69.5,0.18,2
"5871",58.5,70.5,0.18,2
"5872",58.5,71.5,0.18,2
"5873",58.5,72.5,0.18,2
"5874",58.5,73.5,0.18,2
"5875",58.5,74.5,0.18,2
"5876",58.5,75.5,0.18,2
"5877",58.5,76.5,0.18,2
"5878",58.5,77.5,0.18,1
"5879",58.5,78.5,0.18,1
"5880",58.5,79.5,0.18,2
"5881",58.5,80.5,0.18,2
"5882",58.5,81.5,0.18,2
"5883",58.5,82.5,0.18,2
"5884",58.5,83.5,0.18,2
"5885",58.5,84.5,0.18,2
"5886",58.5,85.5,0.18,2
"5887",58.5,86.5,0.18,2
"5888",58.5,87.5,0.18,2
"5889",58.5,88.5,0.18,3
"5890",58.5,89.5,0.18,3
"5891",58.5,90.5,0.18,3
"5892",58.5,91.5,0.18,3
"5893",58.5,92.5,0.18,3
"5894",58.5,93.5,0.18,3
"5895",58.5,94.5,0.18,3
"5896",58.5,95.5,0.18,3
"5897",58.5,96.5,0.18,3
"5898",58.5,97.5,0.18,3
"5899",58.5,98.5,0.18,3
"5900",58.5,99.5,0.18,3
"5901",59.5,0.5,0.2,1
"5902",59.5,1.5,0.2,1
"5903",59.5,2.5,0.2,1
"5904",59.5,3.5,0.2,1
"5905",59.5,4.5,0.2,1
"5906",59.5,5.5,0.2,1
"5907",59.5,6.5,0.2,1
"5908",59.5,7.5,0.2,1
"5909",59.5,8.5,0.2,2
"5910",59.5,9.5,0.2,2
"5911",59.5,10.5,0.2,2
"5912",59.5,11.5,0.2,2
"5913",59.5,12.5,0.2,2
"5914",59.5,13.5,0.2,3
"5915",59.5,14.5,0.2,3
"5916",59.5,15.5,0.2,3
"5917",59.5,16.5,0.2,3
"5918",59.5,17.5,0.2,3
"5919",59.5,18.5,0.2,3
"5920",59.5,19.5,0.2,3
"5921",59.5,20.5,0.2,3
"5922",59.5,21.5,0.2,3
"5923",59.5,22.5,0.2,3
"5924",59.5,23.5,0.2,3
"5925",59.5,24.5,0.2,3
"5926",59.5,25.5,0.2,3
"5927",59.5,26.5,0.2,3
"5928",59.5,27.5,0.2,3
"5929",59.5,28.5,0.2,3
"5930",59.5,29.5,0.2,3
"5931",59.5,30.5,0.2,3
"5932",59.5,31.5,0.2,3
"5933",59.5,32.5,0.2,3
"5934",59.5,33.5,0.2,3
"5935",59.5,34.5,0.2,3
"5936",59.5,35.5,0.2,3
"5937",59.5,36.5,0.2,3
"5938",59.5,37.5,0.2,3
"5939",59.5,38.5,0.2,3
"5940",59.5,39.5,0.2,3
"5941",59.5,40.5,0.2,3
"5942",59.5,41.5,0.2,3
"5943",59.5,42.5,0.2,3
"5944",59.5,43.5,0.2,3
"5945",59.5,44.5,0.2,3
"5946",59.5,45.5,0.2,3
"5947",59.5,46.5,0.2,3
"5948",59.5,47.5,0.2,3
"5949",59.5,48.5,0.2,3
"5950",59.5,49.5,0.2,3
"5951",59.5,50.5,0.2,3
"5952",59.5,51.5,0.2,3
"5953",59.5,52.5,0.2,3
"5954",59.5,53.5,0.2,3
"5955",59.5,54.5,0.2,3
"5956",59.5,55.5,0.2,3
"5957",59.5,56.5,0.2,3
"5958",59.5,57.5,0.2,3
"5959",59.5,58.5,0.2,3
"5960",59.5,59.5,0.2,3
"5961",59.5,60.5,0.2,3
"5962",59.5,61.5,0.2,3
"5963",59.5,62.5,0.2,3
"5964",59.5,63.5,0.2,3
"5965",59.5,64.5,0.2,3
"5966",59.5,65.5,0.2,2
"5967",59.5,66.5,0.2,2
"5968",59.5,67.5,0.2,2
"5969",59.5,68.5,0.2,2
"5970",59.5,69.5,0.2,2
"5971",59.5,70.5,0.2,2
"5972",59.5,71.5,0.2,2
"5973",59.5,72.5,0.2,2
"5974",59.5,73.5,0.2,2
"5975",59.5,74.5,0.2,2
"5976",59.5,75.5,0.2,1
"5977",59.5,76.5,0.2,1
"5978",59.5,77.5,0.2,1
"5979",59.5,78.5,0.2,1
"5980",59.5,79.5,0.2,1
"5981",59.5,80.5,0.2,2
"5982",59.5,81.5,0.2,2
"5983",59.5,82.5,0.2,2
"5984",59.5,83.5,0.2,2
"5985",59.5,84.5,0.2,2
"5986",59.5,85.5,0.2,2
"5987",59.5,86.5,0.2,2
"5988",59.5,87.5,0.2,2
"5989",59.5,88.5,0.2,3
"5990",59.5,89.5,0.2,3
"5991",59.5,90.5,0.2,3
"5992",59.5,91.5,0.2,3
"5993",59.5,92.5,0.2,3
"5994",59.5,93.5,0.2,3
"5995",59.5,94.5,0.2,3
"5996",59.5,95.5,0.2,3
"5997",59.5,96.5,0.2,3
"5998",59.5,97.5,0.2,3
"5999",59.5,98.5,0.2,3
"6000",59.5,99.5,0.2,3
"6001",60.5,0.5,0.22,1
"6002",60.5,1.5,0.22,1
"6003",60.5,2.5,0.22,1
"6004",60.5,3.5,0.22,1
"6005",60.5,4.5,0.22,1
"6006",60.5,5.5,0.22,1
"6007",60.5,6.5,0.22,1
"6008",60.5,7.5,0.22,1
"6009",60.5,8.5,0.22,2
"6010",60.5,9.5,0.22,2
"6011",60.5,10.5,0.22,2
"6012",60.5,11.5,0.22,2
"6013",60.5,12.5,0.22,2
"6014",60.5,13.5,0.22,3
"6015",60.5,14.5,0.22,3
"6016",60.5,15.5,0.22,3
"6017",60.5,16.5,0.22,3
"6018",60.5,17.5,0.22,3
"6019",60.5,18.5,0.22,3
"6020",60.5,19.5,0.22,3
"6021",60.5,20.5,0.22,3
"6022",60.5,21.5,0.22,3
"6023",60.5,22.5,0.22,3
"6024",60.5,23.5,0.22,3
"6025",60.5,24.5,0.22,3
"6026",60.5,25.5,0.22,3
"6027",60.5,26.5,0.22,3
"6028",60.5,27.5,0.22,3
"6029",60.5,28.5,0.22,3
"6030",60.5,29.5,0.22,3
"6031",60.5,30.5,0.22,3
"6032",60.5,31.5,0.22,3
"6033",60.5,32.5,0.22,3
"6034",60.5,33.5,0.22,3
"6035",60.5,34.5,0.22,3
"6036",60.5,35.5,0.22,3
"6037",60.5,36.5,0.22,3
"6038",60.5,37.5,0.22,3
"6039",60.5,38.5,0.22,3
"6040",60.5,39.5,0.22,3
"6041",60.5,40.5,0.22,3
"6042",60.5,41.5,0.22,3
"6043",60.5,42.5,0.22,3
"6044",60.5,43.5,0.22,3
"6045",60.5,44.5,0.22,3
"6046",60.5,45.5,0.22,3
"6047",60.5,46.5,0.22,3
"6048",60.5,47.5,0.22,3
"6049",60.5,48.5,0.22,3
"6050",60.5,49.5,0.22,3
"6051",60.5,50.5,0.22,3
"6052",60.5,51.5,0.22,3
"6053",60.5,52.5,0.22,3
"6054",60.5,53.5,0.22,3
"6055",60.5,54.5,0.22,3
"6056",60.5,55.5,0.22,3
"6057",60.5,56.5,0.22,3
"6058",60.5,57.5,0.22,3
"6059",60.5,58.5,0.22,3
"6060",60.5,59.5,0.22,3
"6061",60.5,60.5,0.22,3
"6062",60.5,61.5,0.22,3
"6063",60.5,62.5,0.22,3
"6064",60.5,63.5,0.22,3
"6065",60.5,64.5,0.22,2
"6066",60.5,65.5,0.22,2
"6067",60.5,66.5,0.22,2
"6068",60.5,67.5,0.22,2
"6069",60.5,68.5,0.22,2
"6070",60.5,69.5,0.22,2
"6071",60.5,70.5,0.22,2
"6072",60.5,71.5,0.22,2
"6073",60.5,72.5,0.22,2
"6074",60.5,73.5,0.22,1
"6075",60.5,74.5,0.22,1
"6076",60.5,75.5,0.22,1
"6077",60.5,76.5,0.22,1
"6078",60.5,77.5,0.22,1
"6079",60.5,78.5,0.22,1
"6080",60.5,79.5,0.22,1
"6081",60.5,80.5,0.22,1
"6082",60.5,81.5,0.22,2
"6083",60.5,82.5,0.22,2
"6084",60.5,83.5,0.22,2
"6085",60.5,84.5,0.22,2
"6086",60.5,85.5,0.22,2
"6087",60.5,86.5,0.22,2
"6088",60.5,87.5,0.22,2
"6089",60.5,88.5,0.22,3
"6090",60.5,89.5,0.22,3
"6091",60.5,90.5,0.22,3
"6092",60.5,91.5,0.22,3
"6093",60.5,92.5,0.22,3
"6094",60.5,93.5,0.22,3
"6095",60.5,94.5,0.22,3
"6096",60.5,95.5,0.22,3
"6097",60.5,96.5,0.22,3
"6098",60.5,97.5,0.22,3
"6099",60.5,98.5,0.22,3
"6100",60.5,99.5,0.22,3
"6101",61.5,0.5,0.24,1
"6102",61.5,1.5,0.24,1
"6103",61.5,2.5,0.24,1
"6104",61.5,3.5,0.24,1
"6105",61.5,4.5,0.24,1
"6106",61.5,5.5,0.24,1
"6107",61.5,6.5,0.24,1
"6108",61.5,7.5,0.24,2
"6109",61.5,8.5,0.24,2
"6110",61.5,9.5,0.24,2
"6111",61.5,10.5,0.24,2
"6112",61.5,11.5,0.24,2
"6113",61.5,12.5,0.24,2
"6114",61.5,13.5,0.24,3
"6115",61.5,14.5,0.24,3
"6116",61.5,15.5,0.24,3
"6117",61.5,16.5,0.24,3
"6118",61.5,17.5,0.24,3
"6119",61.5,18.5,0.24,3
"6120",61.5,19.5,0.24,3
"6121",61.5,20.5,0.24,3
"6122",61.5,21.5,0.24,3
"6123",61.5,22.5,0.24,3
"6124",61.5,23.5,0.24,3
"6125",61.5,24.5,0.24,3
"6126",61.5,25.5,0.24,3
"6127",61.5,26.5,0.24,3
"6128",61.5,27.5,0.24,3
"6129",61.5,28.5,0.24,3
"6130",61.5,29.5,0.24,3
"6131",61.5,30.5,0.24,3
"6132",61.5,31.5,0.24,3
"6133",61.5,32.5,0.24,3
"6134",61.5,33.5,0.24,3
"6135",61.5,34.5,0.24,3
"6136",61.5,35.5,0.24,3
"6137",61.5,36.5,0.24,3
"6138",61.5,37.5,0.24,3
"6139",61.5,38.5,0.24,3
"6140",61.5,39.5,0.24,3
"6141",61.5,40.5,0.24,3
"6142",61.5,41.5,0.24,3
"6143",61.5,42.5,0.24,3
"6144",61.5,43.5,0.24,3
"6145",61.5,44.5,0.24,3
"6146",61.5,45.5,0.24,3
"6147",61.5,46.5,0.24,3
"6148",61.5,47.5,0.24,3
"6149",61.5,48.5,0.24,3
"6150",61.5,49.5,0.24,3
"6151",61.5,50.5,0.24,3
"6152",61.5,51.5,0.24,3
"6153",61.5,52.5,0.24,3
"6154",61.5,53.5,0.24,3
"6155",61.5,54.5,0.24,3
"6156",61.5,55.5,0.24,3
"6157",61.5,56.5,0.24,3
"6158",61.5,57.5,0.24,3
"6159",61.5,58.5,0.24,3
"6160",61.5,59.5,0.24,3
"6161",61.5,60.5,0.24,3
