"","twotheta","nontronite","montmorillonite","clinochlore","antigorite","chamosite","hematite","goethite"
"1582",20.81,13.49231,2.889244,11.47287,9.694607,23.604,53.934,4.538544
"1583",20.82,27.47371,19.92832,5.484615,15.69011,16.606,41.903,20.49689
"1584",20.83,13.45552,14.96796,11.49645,9.685654,18.608,48.871,24.45543
"1585",20.84,15.43774,14.00819,16.50839,24.68126,14.61,41.84,35.43858
"1586",20.85,46.42038,19.049,10.52042,13.67692,21.94,35.187,15.60202
"1587",20.86,18.40341,0.090378001,4.532551,19.67264,16.942,22.156,26.34946
"1588",20.87,29.49809,22.13236,23.85993,8.670452,34.944,35.124,32.30116
"1589",20.88,3.518021,18.17492,18.87223,4.66832,28.961,54.092,29.25307
"1590",20.89,25.46484,16.22076,19.8846,11.66624,0.965,30.951,5.897339
"1591",20.9,24.4492,10.26717,19.89704,23.6642,13.969,18.921,40.05203
"1592",20.91,9.433975,20.31531,13.90955,20.66222,0.028,21.89,14.00165
"1593",20.92,34.41919,22.36403,4.922123,15.66031,16.975,33.859,35.95148
"1594",20.93,34.4048,18.87,13.93476,18.65844,16.978,19.829,16.86009
"1595",20.94,13.39081,29.91983,3.947464,28.65739,15.981,41.798,25.81157
"1596",20.95,29.37721,10.9702,18.96023,24.65639,17.984,20.766,24.76329
"1597",20.96,45.36404,1.021095,12.97307,17.65544,22.987,34.735,22.71526
"1598",20.97,13.35129,0.073028997,11.98595,10.65453,6.99,25.688,13.66745
"1599",20.98,18.33891,24.12546,9.248497,20.65366,11.993,25.657,23.61987
"1600",20.99,31.32697,19.17841,12.2615,16.65282,9.997,51.625,0.427444
"1601",21,20.31541,13.23188,25.27454,13.65204,20,67.594,29.15729
"1602",21.01,13.30429,3.714127,15.28762,29.65129,19.003,36.563,6.112671
"1603",21.02,15.29358,12.33914,12.30205,12.65057,6.465,3.468,30.07074
"1604",21.03,3.283279,8.392906,6.316509,16.6497,13.469,38.499,18.0291
"1605",21.04,23.27339,18.44719,8.331017,13.64907,0.473,16.466,34.99181
"1606",21.05,49.2639,8.501976,21.34706,10.64847,3.477,15.432,8.95639
"1607",21.06,0.254837,0.557251,9.363155,24.64791,1.52,35.398,29.93069
"1608",21.07,35.24683,12.61414,18.32356,23.64738,31.483,38.365,33.89584
"1609",21.08,0.239441,27.67429,11.33973,31.64689,12.485,33.331,22.86124
"1610",21.09,12.23241,22.73492,16.35594,5.646427,11.488,55.296,25.82819
"1611",21.1,12.22577,12.79604,2.372185,28.646,5.985,15.262,22.79541
"1612",21.11,3.219574,1.871765,6.388466,14.64559,23.988,33.228,42.76291
"1613",21.12,5.216217,5.93383,1.595211,12.64687,14.991,28.193,10.73071
"1614",21.13,33.21329,0.996353,6.420078,23.64819,13.488,28.158,27.69879
"1615",21.14,38.21077,16.05934,17.43541,20.65149,20.49,17.134,12.66718
"1616",21.15,15.20865,21.12279,24.45077,28.65482,5.493,3.061,14.63582
"1617",21.16,14.3788,18.1867,10.46616,2.658161,15.496,10.026,19.0629
"1618",21.17,23.37747,8.25106,7.481586,29.66153,19.498,5.99,23.03212
"1619",21.18,31.48445,9.68412,8.50296,14.75871,13.501,37.956,19.0016
"1620",21.19,28.4839,7.376801,22.34897,13.76459,19.503,42.921,34.97136
"1621",21.2,18.48811,22.43954,16.35977,2.770473,5.062,29.329,44.94188
"1622",21.21,16.49272,1.502731,13.37062,12.77636,2.064,42.294,26.91269
"1623",21.22,29.4977,7.56636,16.3815,3.80888,19.067,6.741,21.88374
"1624",21.23,12.91618,3.63044,8.39241,16.74265,10.069,34.219,54.8551
"1625",21.24,13.96295,35.69496,15.40336,31.74917,16.072,44.18,34.82671
"1626",21.25,24.96898,14.75993,19.41434,12.75568,4.074,40.139,29.7986
"1627",21.26,15.92557,11.82533,5.42535,2.762184,7.076,17.098,57.77075
"1628",21.27,30.93228,3.108833,20.43639,28.77204,6.079,0.942,103.7432
"1629",21.28,1.941544,12.95631,18.44746,8.970276,0.167,47.016,160.7177
"1630",21.29,9.951157,9.021889,8.458565,0.981144,4.172,4.026,126.6925
"1631",21.3,12.96109,3.911903,11.4697,23.99199,27.176,38.929,197.6676
"1632",21.31,7.974899,10.15324,21.48085,5.002808,17.18,20.884,190.27
"1633",21.32,11.07791,24.21878,14.07941,22.01466,9.184,17.839,120.2462
"1634",21.33,32.09303,8.284744,9.090637,14.20096,0.812,38.794,138.2227
"1635",21.34,13.10915,6.35112,8.101917,15.21274,16.192,37.645,107.4402
"1636",21.35,11.1256,13.41789,10.11323,10.22448,13.195,55.6,119.4173
"1637",21.36,38.14235,13.48508,24.1246,5.530922,4.198,0.444,101.3946
"1638",21.37,18.15944,2.55265,9.203602,7.542603,26.202,33.51,86.3723
"1639",21.38,15.17683,20.62169,13.21503,14.55426,10.221,21.464,30.35025
"1640",21.39,21.19458,3.691132,18.2265,6.566029,5.224,29.418,47.32849
"1641",21.4,1.212585,9.760948,7.238003,17.57777,13.227,31.372,34.30701
"1642",21.41,48.23091,11.83115,6.250072,8.589493,8.23,31.326,41.28586
"1643",21.42,40.24957,10.9068,3.262173,8.601189,19.233,22.28,23.42218
"1644",21.43,9.731461,19.98282,5.462952,23.61286,10.237,20.233,51.40164
"1645",21.44,3.282806,3.059216,10.47509,18.54304,9.24,11.186,19.38145
"1646",21.45,16.29736,13.13625,9.487251,5.554657,8.242,58.139,41.3616
"1647",21.46,14.31226,27.34792,2.500584,1.566254,1.245,20.092,21.34209
"1648",21.47,2.330978,30.42566,0.510639,22.57957,10.248,27.044,37.32292
"1649",21.48,3.648819,14.50375,16.52186,15.59286,28.27,18.998,33.30411
"1650",21.49,35.37018,8.582191,20.53307,0.383102,0.273,34.952,29.28561
"1651",21.5,13.38947,18.66096,14.54567,5.629848,26.278,26.307,31.26747
"1652",21.51,18.40906,1.74131,17.55825,4.653862,18.282,2.26,0.75032
"1653",21.52,4.42897,6.822052,12.5709,15.66678,16.287,48.213,2.274277
"1654",21.53,20.44917,5.90316,21.5481,27.67965,24.291,41.166,26.60432
"1655",21.54,25.47,6.984596,13.56075,2.392265,5.296,17.119,28.21341
"1656",21.55,17.4911,7.066635,9.584808,13.61998,13.3,18.072,28.19701
"1657",21.56,6.487503,14.14899,8.422943,14.63217,17.305,31.024,10.18097
"1658",21.57,47.53082,22.23166,6.430698,12.94184,3.309,51.976,17.16684
"1659",21.58,7.809494,25.31462,16.43845,16.95392,2.314,38.928,28.3696
"1660",21.59,30.82845,11.39912,5.446194,7.965919,5.318,20.88,19.35616
"1661",21.6,30.84767,11.5098,28.45393,5.97784,3.322,38.831,16.34305
"1662",21.61,11.13284,18.09999,15.46167,12.98969,42.326,11.783,12.23758
"1663",21.62,33.88098,2.814579,11.4694,5.64555,11.33,30.734,22.22575
"1664",21.63,3.895081,11.73022,17.47712,11.3646,8.334,5.685,7.217621
"1665",21.64,29.90942,1.651608,19.6829,2.374702,28.339,12.636,1.209839
"1666",21.65,36.92401,10.42646,13.69059,5.384743,19.335,27.586,6.255493
"1667",21.66,20.93886,5.527481,0.698254,30.39473,5.34,61.537,12.2484
"1668",21.67,15.95392,7.393974,6.708271,12.40465,13.335,61.487,5.241608
"1669",21.68,31.96921,5.681053,5.562473,9.414513,27.34,22.463,43.23517
"1670",21.69,14.87428,0.243698,16.57245,2.575687,11.345,13.473,7.222168
"1671",21.7,44.89003,28.83155,8.582405,23.43267,0.222,53.426,21.2164
"1672",21.71,4.906021,14.22983,15.6075,15.44097,4.218,48.38,7.715866
"1673",21.72,15.92354,20.30549,18.61865,1.449188,29.784,16.334,33.71078
"1674",21.73,16.94232,14.38134,7.629776,8.457336,10.786,27.774,45.70609
"1675",21.74,28.96135,5.707573,15.64088,7.465408,20.788,30.728,21.70175
"1676",21.75,15.032,6.783783,1.348038,1.473412,0.79,38.681,6.697784
"1677",21.76,24.35034,17.86015,11.66208,17.48132,26.794,23.634,9.694397
"1678",21.77,8.37001,6.938995,9.672169,3.24527,15.797,14.586,17.69208
"1679",21.78,17.26619,12.01567,22.25368,7.253036,5.8,33.539,22.69014
"1680",21.79,29.28624,24.0925,13.26423,10.26073,9.803,17.491,27.68855
"1681",21.8,12.3065,14.16947,18.27469,4.268356,9.806,40.443,2.312668
"1682",21.81,9.326965,20.24674,10.34489,13.78473,8.809,34.395,23.68565
"1683",21.82,32.3476,29.32416,1.356915,0.20784,25.812,31.347,6.688431
"1684",21.83,2.368469,12.4025,9.368858,6.799286,12.004,37.299,5.480865
"1685",21.84,24.3895,13.48096,17.38073,19.80629,27.008,30.219,49.91348
"1686",21.85,16.41075,16.56007,6.392517,8.813194,28.012,11.83,5.917252
"1687",21.86,19.43217,12.63934,16.40424,5.819977,14.016,48.114,32.92133
"1688",21.87,10.45378,3.718727,7.415863,16.82664,21.02,22.057,17.92705
"1689",21.88,21.47559,14.79823,14.42741,2.833172,8.025,69.001,24.93306
"1690",21.89,21.49757,10.87784,8.438873,4.512478,11.029,23.944,38.93941
"1691",21.9,10.52097,29.95844,7.45026,11.31693,0.033,20.886,12.94604
"1692",21.91,2.45546,15.03827,8.461552,6.323135,29.038,65.481,0.046997
"1693",21.92,17.19388,7.118202,32.47277,6.329247,14.042,26.426,17.96017
"1694",21.93,7.216354,12.19822,11.48403,8.335258,9.953,21.371,7.967667
"1695",21.94,10.23903,9.278339,19.49521,14.36569,9.046,49.315,32.97546
"1696",21.95,22.26187,17.35854,19.50718,17.3715,17.045,36.26,15.98355
"1697",21.96,38.28491,16.43882,0.480946,20.3772,5.044,19.204,31.99197
"1698",21.97,22.30814,11.51919,16.53016,21.38279,25.043,18.148,13.00066
"1699",21.98,10.88737,15.59962,8.54118,5.388256,20.042,42.092,34.00964
"1700",21.99,26.911,12.68011,19.55209,15.42109,15.041,4.583,35.01892
"1701",22,27.93481,9.854527,12.56292,18.42634,6.039,36.358,16.02847
"1702",22.01,28.95882,2.935131,8.574081,1.431454,1.038,14.299,4.03833
"1703",22.02,16.98302,17.01578,11.58515,16.43644,14.037,29.24,30.04845
"1704",22.03,25.00742,3.096466,27.59611,16.44133,28.035,8.181,0.857147
"1705",22.04,16.032,10.17719,9.606972,10.44608,4.967,4.878,12.15324
"1706",22.05,19.05676,8.25795,15.61782,26.4507,1.029,23.059,24.21434
"1707",22.06,1.918274,16.35116,4.371426,6.926785,6.024,16.995,8.225342
"1708",22.07,5.105789,6.431984,17.63648,9.931129,0.019,34.932,20.23666
"1709",22.08,35.97704,7.149441,28.64428,13.93533,4.014,4.869,19.24831
"1710",22.09,26.24948,10.23092,13.65199,7.939358,13.009,14.806,3.92543
"1711",22.1,19.27411,15.33853,10.65958,5.943241,7.004,45.742,16.93826
"1712",22.11,18.29887,13.42188,14.66708,9.947441,24.962,11.679,19.95142
"1713",22.12,41.32382,6.494717,27.67445,12.95101,14.956,48.615,30.9649
"1714",22.13,8.348938,7.584694,3.681728,19.12102,9.951,12.552,13.24033
"1715",22.14,36.37421,22.66405,19.6889,32.12426,20.946,16.488,22.25475
"1716",22.15,33.39966,23.74336,3.695953,14.12732,19.94,17.424,13.26945
"1717",22.16,13.42523,2.930668,15.7029,18.13022,27.934,38.359,10.28448
"1718",22.17,14.451,14.00892,3.290264,25.13294,11.929,38.295,2.29985
"1719",22.18,5.476974,15.0882,15.71427,17.13549,15.975,40.232,23.31551
"1720",22.19,30.50304,5.167416,19.71869,30.13786,21.969,31.168,8.315033
"1721",22.2,3.531433,4.246548,11.723,36.14006,10.963,17.402,21.33298
"1722",22.21,15.56,21.1899,24.7272,23.14209,7.043,13.337,19.3512
"1723",22.22,15.5887,3.26886,10.73127,25.14394,10.955,25.997,6.369705
"1724",22.23,13.61754,31.34774,25.73523,16.14563,15.203,7.931,28.19762
"1725",22.24,23.64651,6.426556,12.0883,30.14715,11.17,19.866,23.58563
"1726",22.25,24.67564,8.50528,10.092,19.14849,4.159,18.8,0.39418
"1727",22.26,21.70476,6.585384,11.09555,11.14966,7.003,21.735,17.62608
"1728",22.27,24.73416,5.665382,13.10025,17.15064,5.992,30.669,18.64653
"1729",22.28,23.76349,7.745258,20.10479,11.15144,7.118,31.603,4.669571
"1730",22.29,41.79317,20.82501,3.109203,38.15207,11.107,9.537,39.69283
"1731",22.3,0.822952,0.904644,13.11347,14.15251,13.098,30.471,13.71626
"1732",22.31,13.42735,17.98392,6.117588,18.53244,17.09,45.406,51.7399
"1733",22.32,28.45737,13.06307,29.00715,27.53251,25.081,40.34,5.763763
"1734",22.33,25.48747,20.14208,11.01121,8.532368,10.074,1.274,8.787827
"1735",22.34,24.51768,18.22095,18.01513,7.532017,10.067,23.207,28.81207
"1736",22.35,2.452026,11.29972,22.01892,24.53146,8.06,9.141,8.163467
"1737",22.36,5.578964,17.37834,12.02256,9.530682,21.054,49.074,18.85715
"1738",22.37,1.389954,17.45858,14.02607,0.893188,14.064,10.248,17.87796
"1739",22.38,20.64017,22.0377,32.47887,20.10471,16.056,39.181,10.89899
"1740",22.39,37.67039,12.11768,28.48285,13.10236,9.049,5.886,16.92024
"1741",22.4,4.700684,24.19753,14.48672,5.099766,20.044,11.043,24.9417
"1742",22.41,24.73103,2.277225,11.49049,0.182133,9.038,22.972,27.96335
"1743",22.42,6.238541,11.35759,5.494152,5.178715,3.033,28.403,9.985214
"1744",22.43,0.21167,20.43825,13.49771,14.20255,24.027,19.332,42.00726
"1745",22.44,21.8148,20.51932,4.501167,8.19899,12.021,18.26,22.02954
"1746",22.45,22.84132,11.59965,20.50452,27.19518,15.016,24.189,10.052
"1747",22.46,57.86818,26.67981,8.507763,16.97663,34.01,18.117,27.07466
"1748",22.47,8.900024,21.64017,18.5109,2.027718,0.996,18.913,4.507111
"1749",22.48,31.92696,19.72001,4.513931,4.197395,3.458,17.842,8.530136
"1750",22.49,25.95396,13.79968,12.51686,11.19075,27.451,39.444,14.55331
"1751",22.5,26.98097,6.715775,5.519672,2.183819,1.444,32.486,19.57664
"1752",22.51,0.991974,17.7951,4.522392,7.41396,5.437,22.415,4.601791
"1753",22.52,18.03421,5.874237,30.52679,1.59359,35.43,3.344,13.62711
"1754",22.53,23.06041,10.9532,3.531078,12.39698,13.357,32.273,4.347443
"1755",22.54,30.08664,11.03197,7.535259,7.38723,27.349,38.203,11.67598
"1756",22.55,21.11285,8.110577,37.53933,4.377178,9.342,22.132,21.69955
"1757",22.56,22.13907,11.18898,0.456718,9.369823,7.334,8.986,46.72327
"1758",22.57,8.165283,7.267181,20.54646,15.36216,0.326,28.915,40.74713
"1759",22.58,23.19151,14.34519,4.54953,20.36779,7.318,25.845,23.77112
"1760",22.59,5.217712,20.423,10.55248,10.3595,22.31,34.774,13.79578
"1761",22.6,1.243942,18.50061,28.67307,3.350906,10.301,31.703,29.82056
"1762",22.61,25.27109,23.578,15.67579,25.342,14.293,47.632,23.84549
"1763",22.62,22.29825,5.655167,2.321609,15.33279,9.285,26.561,3.874146
"1764",22.63,11.7475,11.73209,21.67919,12.32326,7.276,19.49,25.90294
"1765",22.64,21.77467,27.86826,8.679871,4.313835,14.267,15.419,4.931885
"1766",22.65,8.804382,1.05529,12.68043,6.304111,23.258,29.348,16.96094
"1767",22.66,32.83411,17.01967,2.639359,7.693836,7.25,4.277,36.99013
"1768",22.67,25.12027,13.09438,6.639675,11.68349,0.241,55.542,47.01942
"1769",22.68,39.01401,14.16882,21.63987,1.672829,26.231,34.474,23.04884
"1770",22.69,32.04376,16.24301,21.95942,5.64183,36.699,5.593,6.078384
"1771",22.7,39.07355,17.31694,38.95937,1.632072,6.689,44.337,25.10805
"1772",22.71,17.10329,26.3906,25.96761,10.62017,10.679,41.261,0.881363
"1773",22.72,6.133041,9.473255,36.96728,18.60796,27.67,54.192,5.851974
"1774",22.73,25.22302,12.54636,24.96703,12.75978,27.704,34.122,37.17442
"1775",22.74,20.25276,10.61917,20.03919,23.60333,17.694,28.053,22.20258
"1776",22.75,35.2825,6.691708,18.42803,6.59058,29.684,27.983,21.23083
"1777",22.76,22.92845,15.76395,18.42812,3.422493,8.674,24.914,12.2592
"1778",22.77,4.041824,18.8359,16.42809,8.561516,20.663,24.844,3.712357
"1779",22.78,26.99884,17.19405,24.42796,15.54521,21.653,29.774,24.31503
"1780",22.79,4.026245,1.265381,22.42773,8.528599,26.642,25.705,14.3425
"1781",22.8,39.05368,6.663887,15.42739,16.51168,17.632,29.635,9.370071
"1782",22.81,41.39467,33.42085,23.42694,4.81142,23.621,60.565,1.492554
"1783",22.82,6.422134,11.34497,26.42638,10.4569,30.61,16.495,6.305161
"1784",22.83,38.44965,14.71265,2.574276,23.44184,25.901,34.425,13.33337
"1785",22.84,15.47716,16.69874,25.42321,7.426476,8.89,40.356,0.638397
"1786",22.85,2.504715,0.764576,7.420589,9.41082,24.879,20.286,38.38925
"1787",22.86,6.532303,8.829918,16.41787,17.39487,12.867,21.216,43.4169
"1788",22.87,40.55991,12.46368,7.415031,11.37862,27.856,0.484,20.44458
"1789",22.88,6.587524,21.52845,3.412796,11.36209,7.845,24.414,16.47227
"1790",22.89,31.61572,22.57619,10.41045,10.19597,15.833,29.352,9.500793
"1791",22.9,26.64394,4.359581,0.407986,21.17886,5.804,18.289,15.52936
"1792",22.91,11.96851,16.70156,34.68686,13.16148,16.524,15.227,20.56007
"1793",22.92,10.22914,12.76242,21.68396,13.14382,4.514,22.836,54.59079
"1794",22.93,15.25737,3.176983,17.68093,11.12589,14.505,36.089,11.62152
"1795",22.94,0.714447,21.88113,3.677788,19.10768,17.495,37.014,18.65222
"1796",22.95,4.686829,14.93895,17.57546,3.089195,2.859,23.939,9.719604
"1797",22.96,20.33813,1.99649,7.572071,1.070446,6.849,4.865,23.9003
"1798",22.97,16.36386,6.053711,8.431431,17.05235,22.839,38.79,5.931519
"1799",22.98,16.39017,15.11065,13.67865,12.03399,9.829,4.716,44.96271
"1800",22.99,27.41644,5.16729,15.67001,4.015366,10.819,32.642,25.99387
"1801",23,10.44269,22.25586,0.092995003,7.003532,17.808,15.567,11.94641
"1802",23.01,13.46889,6.315292,17.89751,15.97292,14.798,30.493,19.94363
"1803",23.02,13.49507,11.54782,7.88789,6.937401,1.959,27.418,20.97462
"1804",23.03,30.52124,20.60327,20.87812,12.91334,11.028,14.656,5.993484
"1805",23.04,18.54733,6.771667,14.86822,23.88902,11.016,27.261,21.03458
"1806",23.05,20.57343,17.83508,10.85817,18.86445,21.003,25.333,36.06255
"1807",23.06,7.600266,16.88956,18.84798,7.839626,8.991,10.25,31.38321
"1808",23.07,17.62711,7.943897,3.837677,15.81455,7.054,13.168,42.41098
"1809",23.08,22.65387,12.9979,26.82723,7.789242,11.041,41.085,37.43861
"1810",23.09,11.9565,3.051567,17.81665,3.76511,3.028,31.002,8.466141
"1811",23.1,14.98315,16.10822,12.80594,13.74163,17.001,23.919,31.49356
"1812",23.11,25.84917,16.16129,12.7951,15.71793,26.988,29.838,47.51791
"1813",23.12,32.87737,5.214012,10.78413,9.693989,12.975,36.757,21.54507
"1814",23.13,22.90553,16.2664,11.77303,0.669815,10.321,31.676,16.5721
"1815",23.14,14.93364,11.31844,13.95928,12.64512,3.307,28.596,45.59903
"1816",23.15,13.9617,26.37338,17.94791,19.6202,24.293,27.515,46.62581
"1817",23.16,18.98969,26.42473,9.868393,2.595058,30.279,19.434,15.65248
"1818",23.17,29.01761,10.47572,18.85674,7.569702,22.266,34.354,26.67899
"1819",23.18,20.04744,15.52637,3.844967,0.544144,24.252,32.273,18.70538
"1820",23.19,23.07718,0.42334,8.833054,8.518036,15.238,10.834,58.73163
"1821",23.2,16.10686,6.625706,15.82101,1.49173,19.224,21.757,14.75777
"1822",23.21,8.136475,9.674389,15.80883,14.4652,21.209,31.775,11.78375
"1823",23.22,23.16602,7.72271,20.79652,9.438492,9.195,6.697,0.190414
"1824",23.23,14.1955,4.770668,14.78408,7.411587,21.181,28.62,33.81044
"1825",23.24,16.2249,10.81826,23.78513,8.384495,18.838,20.163,46.8351
"1826",23.25,20.25423,1.868851,11.77358,6.642765,1.823,43.088,40.86368
"1827",23.26,7.172287,9.915588,26.44674,15.32572,18.809,30.013,4.892136
"1828",23.27,6.201462,9.029278,13.43494,7.294041,10.781,4.938,12.92101
"1829",23.28,3.768692,19.1482,13.42303,9.262196,24.769,8.863,40.94975
"1830",23.29,24.25885,1.639442,4.411003,13.2302,26.757,32.788,22.97981
"1831",23.3,7.286331,14.67897,19.39887,1.198051,32.76,19.714,20.00972
"1832",23.31,20.31372,14.73771,17.38663,11.1657,22.748,29.639,8.039459
"1833",23.32,13.34103,15.31971,19.37427,1.866798,9.736,17.565,2.930969
"1834",23.33,6.368286,10.35802,19.3618,13.09902,26.725,25.491,44.09607
"1835",23.34,13.39546,14.39594,14.34924,12.0647,21.713,42.417,42.12296
"1836",23.35,26.42372,0.566536,5.336559,13.03024,17.701,31.343,21.14963
"1837",23.36,28.45189,13.46958,28.32378,6.995644,9.689,37.269,17.17615
"1838",23.37,0.479996,20.54314,17.06131,4.960915,0.322,0.196,36.20248
"1839",23.38,28.508,12.57847,10.04834,14.92606,12.666,52.122,36.22867
"1840",23.39,20.03923,19.61341,11.03529,11.89106,25.655,4.951,38.25597
"1841",23.4,4.066986,11.64795,3.022148,21.85594,12.643,45.973,27.28195
"1842",23.41,19.09465,33.6827,21.00893,4.820702,0.172,1.897,13.30777
"1843",23.42,25.12219,15.71706,11.99562,7.785339,3.839,40.822,11.46402
"1844",23.43,17.14961,15.7551,5.017754,22.74986,27.147,17.752,4.445496
"1845",23.44,12.17691,11.78865,8.965763,8.714279,18.133,58.679,9.56958
"1846",23.45,31.20409,8.163429,12.9492,20.67859,25.119,29.605,39.57379
"1847",23.46,30.23116,14.19614,27.15844,11.6428,16.106,12.532,24.5885
"1848",23.47,4.259125,23.22842,12.14171,16.60691,1.908,8.459,43.14729
"1849",23.48,13.28697,7.260284,16.12489,20.57093,1.078,32.524,29.16418
"1850",23.49,12.31471,24.29171,3.107979,12.53486,26.063,28.451,17.18089
"1851",23.5,8.657684,11.30857,4.090981,5.501308,22.049,45.379,21.19737
"1852",23.51,20.36485,11.33915,21.11634,11.45912,10.035,20.306,26.21364
"1853",23.52,9.387238,7.369812,19.0997,3.419476,29.02,22.234,40.22968
"1854",23.53,13.4095,20.40017,8.08308,7.379742,23.006,30.151,31.24551
"1855",23.54,19.43161,15.44114,4.066368,12.33994,3.991,16.079,54.26112
"1856",23.55,26.79005,15.47051,7.049568,5.300503,13.977,11.007,22.81839
"1857",23.56,11.81357,19.91012,3.032681,8.738995,0.038,4.065,33.83359
"1858",23.57,21.72903,9.950027,13.01572,16.12521,8.948,16.861,31.85461
"1859",23.58,24.75583,15.98024,14.00103,5.080673,8.935,29.788,6.875443
"1860",23.59,13.7789,14.01,4.986275,20.03609,11.923,21.272,30.89609
"1861",23.6,18.80345,13.03929,14.97329,1.008541,6.91,29.198,25.91652
"1862",23.61,16.82788,5.068127,3.960236,3.91972,0.898,27.125,30.93675
"1863",23.62,22.43901,16.38932,15.9471,0.125862,25.886,18.055,30.95679
"1864",23.63,11.42209,5.417213,14.93389,26.82818,18.873,32.984,28.97661
"1865",23.64,6.446106,14.44461,8.920601,0.782188,27.861,39.914,35.99622
"1866",23.65,8.470078,22.47153,18.90723,12.26384,17.849,26.93,47.01562
"1867",23.66,0.493927,10.50277,24.8938,24.68505,15.836,21.062,4.965179
"1868",23.67,20.51756,26.52929,26.88028,3.554474,7.262,7.998,13.05019
"1869",23.68,4.541061,16.55533,7.866695,20.39229,12.722,40.934,18.06537
"1870",23.69,12.56442,5.58094,11.85303,12.3399,20.705,2.128,41.08032
"1871",23.7,11.58766,33.60681,9.839333,3.712486,33.689,5.809,17.09505
"1872",23.71,4.521896,13.6322,2.825539,12.23299,20.673,8.746,36.10956
"1873",23.72,30.54488,11.6571,1.811665,6.004032,17.657,23.683,8.123856
"1874",23.73,21.56773,13.68244,12.79771,14.94956,16.641,24.62,41.8972
"1875",23.74,5.590454,10.70636,16.78369,16.89513,2.625,26.558,21.91106
"1876",23.75,15.61304,20.7298,23.7696,3.840729,6.61,0.504,50.9247
"1877",23.76,34.63551,24.75275,2.687813,11.78637,17.594,11.434,66.93813
"1878",23.77,24.65784,13.77695,12.67357,0.267963,0.563,20.372,29.95135
"1879",23.78,32.68004,5.800663,18.65926,10.67752,20.547,10.311,12.0625
"1880",23.79,19.7021,23.82388,1.355106,27.62304,5.531,13.25,42.07529
"1881",23.8,28.92885,10.84681,4.629372,7.568611,4.516,21.189,7.087845
"1882",23.81,29.95392,11.87,13.61378,4.514233,24.5,7.128,37.10016
"1883",23.82,31.97888,16.8927,18.40949,11.45991,5.485,13.068,42.11226
"1884",23.83,5.006165,0.914906,8.393791,12.40759,16.469,19.008,25.12418
"1885",23.84,32.61154,11.93607,12.37804,4.355343,16.454,1.948,27.13586
"1886",23.85,13.63849,5.822453,1.63776,6.696846,14.439,32.888,23.14732
"1887",23.86,3.334702,39.84263,8.345978,18.24753,6.424,5.312,12.15852
"1888",23.87,0.309296,16.86232,9.330448,20.19199,0.389,38.625,17.16949
"1889",23.88,35.71616,5.881516,4.685131,13.12575,7.626,15.563,34.18021
"1890",23.89,6.741409,20.90189,18.29648,0.070499003,9.355,25.535,31.19069
"1891",23.9,49.76651,17.9201,0.278275,12.00421,8.337,20.473,18.20091
"1892",23.91,20.79138,3.938461,14.25987,15.94907,3.318,34.412,17.16873
"1893",23.92,0.183914,9.956238,7.241928,3.105965,0.7,24.35,41.83119
"1894",23.93,8.839966,8.973526,0.776051,12.83756,13.282,39.289,29.84079
"1895",23.94,26.86366,12.99032,4.205215,6.781849,17.263,31.228,19.8502
"1896",23.95,44.88716,32.00663,20.18906,11.7265,20.244,33.167,16.85936
"1897",23.96,7.913025,12.02245,4.172855,13.37374,15.226,43.106,32.86832
"1898",23.97,0.678635,2.962231,15.15662,6.318642,15.208,12.045,6.840363
"1899",23.98,28.70396,30.0501,10.14033,14.26368,15.19,30.987,19.84883
"1900",23.99,27.72913,16.03607,5.124012,10.20885,13.172,16.926,23.85706
"1901",24,12.75409,2.542324,11.10765,5.844303,9.154,29.866,0.134918
"1902",24.01,56.78186,9.781555,13.09126,24.09987,5.136,36.806,11.12813
"1903",24.02,4.809402,9.792465,24.07484,21.04567,4.882,41.747,46.8717
"1904",24.03,15.83679,23.80589,7.861565,21.9916,11.098,25.687,25.87129
"1905",24.04,1.863983,10.81923,8.846336,13.93768,12.078,33.628,13.81755
"1906",24.05,29.89101,22.81896,19.83109,6.88393,7.058,18.569,33.8167
"1907",24.06,17.91783,15.83135,20.81583,14.83032,14.038,5.49,22.81561
"1908",24.07,10.94455,13.84515,2.800549,8.776886,12.018,76.423,42.81432
"1909",24.08,18.9711,21.85846,5.785248,8.723614,22.998,42.362,10.97223
"1910",24.09,2.997467,12.87141,2.76992,34.6712,10.979,60.3,22.97047
"1911",24.1,3.976364,17.56279,4.260574,19.61895,15.959,31.239,25.96849
"1912",24.11,2.952972,9.57653,21.72161,19.56688,31.941,38.179,31.96625
"1913",24.12,23.06813,12.58981,9.703777,6.514996,10.923,77.632,22.96381
"1914",24.13,27.08908,6.352448,12.68594,33.46329,17.905,63.572,39.96109
"1915",24.14,32.05844,20.36483,4.668789,20.41178,6.113,53.513,0.958145
"1916",24.15,37.78014,16.37677,4.652103,34.36046,16.866,92.68,0.939789
"1917",24.16,18.97069,29.3867,13.63541,16.29179,1.845,108.621,22.05492
"1918",24.17,30.99095,9.398506,1.952747,28.24087,18.824,108.562,29.04936
"1919",24.18,28.01105,13.40987,1.029495,36.19015,16.804,125.504,24.04359
"1920",24.19,44.03098,1.420795,3.988228,39.13963,10.783,135.446,26.03819
"1921",24.2,7.050735,4.430977,27.93321,22.58052,9.762,169.388,13.96707
"1922",24.21,2.070328,1.559315,14.91341,13.53047,4.257,81.333,11.01917
