"","Age","Sex","Year","Population"
"6820",69,"Male",1945,0.377866
"6821",70,"Male",1945,0.35283
"6822",71,"Male",1945,0.322187
"6823",72,"Male",1945,0.291659
"6824",73,"Male",1945,0.261808
"6825",74,"Male",1945,0.232555
"6826",0,"Female",1945,1.202238
"6827",1,"Female",1945,1.26538
"6828",2,"Female",1945,1.43662
"6829",3,"Female",1945,1.276409
"6830",4,"Female",1945,1.189301
"6831",5,"Female",1945,1.104799
"6832",6,"Female",1945,1.088061
"6833",7,"Female",1945,1.076109
"6834",8,"Female",1945,1.033505
"6835",9,"Female",1945,1.027196
"6836",10,"Female",1945,1.03135
"6837",11,"Female",1945,1.023425
"6838",12,"Female",1945,1.041441
"6839",13,"Female",1945,1.07822
"6840",14,"Female",1945,1.120013
"6841",15,"Female",1945,1.147766
"6842",16,"Female",1945,1.160772
"6843",17,"Female",1945,1.174187
"6844",18,"Female",1945,1.181586
"6845",19,"Female",1945,1.180147
"6846",20,"Female",1945,1.176415
"6847",21,"Female",1945,1.193454
"6848",22,"Female",1945,1.206246
"6849",23,"Female",1945,1.210422
"6850",24,"Female",1945,1.208549
"6851",25,"Female",1945,1.215378
"6852",26,"Female",1945,1.201625
"6853",27,"Female",1945,1.186016
"6854",28,"Female",1945,1.172719
"6855",29,"Female",1945,1.16219
"6856",30,"Female",1945,1.138147
"6857",31,"Female",1945,1.123635
"6858",32,"Female",1945,1.10954
"6859",33,"Female",1945,1.093382
"6860",34,"Female",1945,1.074753
"6861",35,"Female",1945,1.065705
"6862",36,"Female",1945,1.055205
"6863",37,"Female",1945,1.044365
"6864",38,"Female",1945,1.032875
"6865",39,"Female",1945,1.020068
"6866",40,"Female",1945,0.994103
"6867",41,"Female",1945,0.969758
"6868",42,"Female",1945,0.947762
"6869",43,"Female",1945,0.929703
"6870",44,"Female",1945,0.915085
"6871",45,"Female",1945,0.906472
"6872",46,"Female",1945,0.892096
"6873",47,"Female",1945,0.877007
"6874",48,"Female",1945,0.861717
"6875",49,"Female",1945,0.844711
"6876",50,"Female",1945,0.822333
"6877",51,"Female",1945,0.797933
"6878",52,"Female",1945,0.771998
"6879",53,"Female",1945,0.74453
"6880",54,"Female",1945,0.716721
"6881",55,"Female",1945,0.694402
"6882",56,"Female",1945,0.670885
"6883",57,"Female",1945,0.645195
"6884",58,"Female",1945,0.618919
"6885",59,"Female",1945,0.592879
"6886",60,"Female",1945,0.570648
"6887",61,"Female",1945,0.555546
"6888",62,"Female",1945,0.541734
"6889",63,"Female",1945,0.527923
"6890",64,"Female",1945,0.512209
"6891",65,"Female",1945,0.493621
"6892",66,"Female",1945,0.467239
"6893",67,"Female",1945,0.440587
"6894",68,"Female",1945,0.415816
"6895",69,"Female",1945,0.393351
"6896",70,"Female",1945,0.368124
"6897",71,"Female",1945,0.337634
"6898",72,"Female",1945,0.30717
"6899",73,"Female",1945,0.27749
"6900",74,"Female",1945,0.248456
"6901",0,"Male",1946,1.227476
"6902",1,"Male",1946,1.296822
"6903",2,"Male",1946,1.395178
"6904",3,"Male",1946,1.501683
"6905",4,"Male",1946,1.322867
"6906",5,"Male",1946,1.200109
"6907",6,"Male",1946,1.138986
"6908",7,"Male",1946,1.124733
"6909",8,"Male",1946,1.109064
"6910",9,"Male",1946,1.057184
"6911",10,"Male",1946,1.102542
"6912",11,"Male",1946,1.089241
"6913",12,"Male",1946,1.069128
"6914",13,"Male",1946,1.091487
"6915",14,"Male",1946,1.134853
"6916",15,"Male",1946,1.137453
"6917",16,"Male",1946,1.126775
"6918",17,"Male",1946,1.129529
"6919",18,"Male",1946,1.130707
"6920",19,"Male",1946,1.118841
"6921",20,"Male",1946,1.158736
"6922",21,"Male",1946,1.181283
"6923",22,"Male",1946,1.19956
"6924",23,"Male",1946,1.222229
"6925",24,"Male",1946,1.243701
"6926",25,"Male",1946,1.221412
"6927",26,"Male",1946,1.202858
"6928",27,"Male",1946,1.182501
"6929",28,"Male",1946,1.154109
"6930",29,"Male",1946,1.127743
"6931",30,"Male",1946,1.112779
"6932",31,"Male",1946,1.104282
"6933",32,"Male",1946,1.091832
"6934",33,"Male",1946,1.078711
"6935",34,"Male",1946,1.064905
"6936",35,"Male",1946,1.051413
"6937",36,"Male",1946,1.040003
"6938",37,"Male",1946,1.030494
"6939",38,"Male",1946,1.020544
"6940",39,"Male",1946,1.009723
"6941",40,"Male",1946,0.99402
"6942",41,"Male",1946,0.971655
"6943",42,"Male",1946,0.953832
"6944",43,"Male",1946,0.938193
"6945",44,"Male",1946,0.925506
"6946",45,"Male",1946,0.91677
"6947",46,"Male",1946,0.906441
"6948",47,"Male",1946,0.891744
"6949",48,"Male",1946,0.877436
"6950",49,"Male",1946,0.865404
"6951",50,"Male",1946,0.849246
"6952",51,"Male",1946,0.829632
"6953",52,"Male",1946,0.805794
"6954",53,"Male",1946,0.779061
"6955",54,"Male",1946,0.750702
"6956",55,"Male",1946,0.722215
"6957",56,"Male",1946,0.700688
"6958",57,"Male",1946,0.677984
"6959",58,"Male",1946,0.652296
"6960",59,"Male",1946,0.62415
"6961",60,"Male",1946,0.598934
"6962",61,"Male",1946,0.577759
"6963",62,"Male",1946,0.558459
"6964",63,"Male",1946,0.539845
"6965",64,"Male",1946,0.52099
"6966",65,"Male",1946,0.498335
"6967",66,"Male",1946,0.469511
"6968",67,"Male",1946,0.439688
"6969",68,"Male",1946,0.410379
"6970",69,"Male",1946,0.383782
"6971",70,"Male",1946,0.357883
"6972",71,"Male",1946,0.330554
"6973",72,"Male",1946,0.300311
"6974",73,"Male",1946,0.270225
"6975",74,"Male",1946,0.241017
"6976",0,"Female",1946,1.173735
"6977",1,"Female",1946,1.244904
"6978",2,"Female",1946,1.353096
"6979",3,"Female",1946,1.453236
"6980",4,"Female",1946,1.274926
"6981",5,"Female",1946,1.162184
"6982",6,"Female",1946,1.104755
"6983",7,"Female",1946,1.088883
"6984",8,"Female",1946,1.075682
"6985",9,"Female",1946,1.034633
"6986",10,"Female",1946,1.058155
"6987",11,"Female",1946,1.042055
"6988",12,"Female",1946,1.029761
"6989",13,"Female",1946,1.046664
"6990",14,"Female",1946,1.083814
"6991",15,"Female",1946,1.121079
"6992",16,"Female",1946,1.136606
"6993",17,"Female",1946,1.148419
"6994",18,"Female",1946,1.161194
"6995",19,"Female",1946,1.167836
"6996",20,"Female",1946,1.168341
"6997",21,"Female",1946,1.183995
"6998",22,"Female",1946,1.202778
"6999",23,"Female",1946,1.2183
"7000",24,"Female",1946,1.225389
"7001",25,"Female",1946,1.232118
"7002",26,"Female",1946,1.218457
"7003",27,"Female",1946,1.202194
"7004",28,"Female",1946,1.183601
"7005",29,"Female",1946,1.167516
"7006",30,"Female",1946,1.144181
"7007",31,"Female",1946,1.134192
"7008",32,"Female",1946,1.122368
"7009",33,"Female",1946,1.110938
"7010",34,"Female",1946,1.09698
"7011",35,"Female",1946,1.089168
"7012",36,"Female",1946,1.072112
"7013",37,"Female",1946,1.060417
"7014",38,"Female",1946,1.048652
"7015",39,"Female",1946,1.036096
"7016",40,"Female",1946,1.013272
"7017",41,"Female",1946,0.987275
"7018",42,"Female",1946,0.96354
"7019",43,"Female",1946,0.942053
"7020",44,"Female",1946,0.924849
"7021",45,"Female",1946,0.914737
"7022",46,"Female",1946,0.903237
"7023",47,"Female",1946,0.887777
"7024",48,"Female",1946,0.871438
"7025",49,"Female",1946,0.854854
"7026",50,"Female",1946,0.831153
"7027",51,"Female",1946,0.808694
"7028",52,"Female",1946,0.784732
"7029",53,"Female",1946,0.759062
"7030",54,"Female",1946,0.731878
"7031",55,"Female",1946,0.707063
"7032",56,"Female",1946,0.684961
"7033",57,"Female",1946,0.660899
"7034",58,"Female",1946,0.634781
"7035",59,"Female",1946,0.608293
"7036",60,"Female",1946,0.585204
"7037",61,"Female",1946,0.569358
"7038",62,"Female",1946,0.554142
"7039",63,"Female",1946,0.540228
"7040",64,"Female",1946,0.525994
"7041",65,"Female",1946,0.508534
"7042",66,"Female",1946,0.482514
"7043",67,"Female",1946,0.455241
"7044",68,"Female",1946,0.427365
"7045",69,"Female",1946,0.401545
"7046",70,"Female",1946,0.375132
"7047",71,"Female",1946,0.348404
"7048",72,"Female",1946,0.318191
"7049",73,"Female",1946,0.28806
"7050",74,"Female",1946,0.258978
"7051",0,"Male",1947,1.767141
"7052",1,"Male",1947,1.272932
"7053",2,"Male",1947,1.369068
"7054",3,"Male",1947,1.421613
"7055",4,"Male",1947,1.509434
"7056",5,"Male",1947,1.287939
"7057",6,"Male",1947,1.201732
"7058",7,"Male",1947,1.141544
"7059",8,"Male",1947,1.125432
"7060",9,"Male",1947,1.11267
"7061",10,"Male",1947,1.096823
"7062",11,"Male",1947,1.103705
"7063",12,"Male",1947,1.09359
"7064",13,"Male",1947,1.070398
"7065",14,"Male",1947,1.089135
"7066",15,"Male",1947,1.127484
"7067",16,"Male",1947,1.147897
"7068",17,"Male",1947,1.138804
"7069",18,"Male",1947,1.137171
"7070",19,"Male",1947,1.140463
"7071",20,"Male",1947,1.124666
"7072",21,"Male",1947,1.145473
"7073",22,"Male",1947,1.165448
"7074",23,"Male",1947,1.185774
"7075",24,"Male",1947,1.20843
"7076",25,"Male",1947,1.235034
"7077",26,"Male",1947,1.213787
"7078",27,"Male",1947,1.194849
"7079",28,"Male",1947,1.172514
"7080",29,"Male",1947,1.142911
"7081",30,"Male",1947,1.114396
"7082",31,"Male",1947,1.112717
"7083",32,"Male",1947,1.106957
"7084",33,"Male",1947,1.095942
"7085",34,"Male",1947,1.08388
"7086",35,"Male",1947,1.076143
"7087",36,"Male",1947,1.060488
"7088",37,"Male",1947,1.046763
"7089",38,"Male",1947,1.037106
"7090",39,"Male",1947,1.026974
"7091",40,"Male",1947,1.011251
"7092",41,"Male",1947,0.990933
"7093",42,"Male",1947,0.968371
"7094",43,"Male",1947,0.950633
"7095",44,"Male",1947,0.934762
"7096",45,"Male",1947,0.922327
"7097",46,"Male",1947,0.91003
"7098",47,"Male",1947,0.898724
"7099",48,"Male",1947,0.882868
"7100",49,"Male",1947,0.867493
"7101",50,"Male",1947,0.851433
"7102",51,"Male",1947,0.832145
"7103",52,"Male",1947,0.8127
"7104",53,"Male",1947,0.788331
"7105",54,"Male",1947,0.760996
"7106",55,"Male",1947,0.73347
"7107",56,"Male",1947,0.711588
"7108",57,"Male",1947,0.689644
"7109",58,"Male",1947,0.666634
"7110",59,"Male",1947,0.640818
"7111",60,"Male",1947,0.615606
"7112",61,"Male",1947,0.593328
"7113",62,"Male",1947,0.570845
"7114",63,"Male",1947,0.550846
"7115",64,"Male",1947,0.531592
"7116",65,"Male",1947,0.510337
"7117",66,"Male",1947,0.480713
"7118",67,"Male",1947,0.451576
"7119",68,"Male",1947,0.421385
"7120",69,"Male",1947,0.39154
"7121",70,"Male",1947,0.363039
"7122",71,"Male",1947,0.335847
"7123",72,"Male",1947,0.309163
"7124",73,"Male",1947,0.279318
"7125",74,"Male",1947,0.249721
"7126",0,"Female",1947,1.685163
"7127",1,"Female",1947,1.223583
"7128",2,"Female",1947,1.326417
"7129",3,"Female",1947,1.379125
"7130",4,"Female",1947,1.451259
"7131",5,"Female",1947,1.243895
"7132",6,"Female",1947,1.163344
"7133",7,"Female",1947,1.106887
"7134",8,"Female",1947,1.089504
"7135",9,"Female",1947,1.078183
"7136",10,"Female",1947,1.063455
"7137",11,"Female",1947,1.055532
"7138",12,"Female",1947,1.050385
"7139",13,"Female",1947,1.033693
"7140",14,"Female",1947,1.049403
"7141",15,"Female",1947,1.083657
"7142",16,"Female",1947,1.113389
"7143",17,"Female",1947,1.128541
"7144",18,"Female",1947,1.139228
"7145",19,"Female",1947,1.151446
"7146",20,"Female",1947,1.160476
"7147",21,"Female",1947,1.178631
"7148",22,"Female",1947,1.195283
"7149",23,"Female",1947,1.215916
"7150",24,"Female",1947,1.234257
"7151",25,"Female",1947,1.248691
"7152",26,"Female",1947,1.234662
"7153",27,"Female",1947,1.218548
"7154",28,"Female",1947,1.199772
"7155",29,"Female",1947,1.178239
"7156",30,"Female",1947,1.151168
"7157",31,"Female",1947,1.144999
"7158",32,"Female",1947,1.138014
"7159",33,"Female",1947,1.128818
"7160",34,"Female",1947,1.119977
"7161",35,"Female",1947,1.116246
"7162",36,"Female",1947,1.097881
"7163",37,"Female",1947,1.078159
"7164",38,"Female",1947,1.065226
"7165",39,"Female",1947,1.052499
"7166",40,"Female",1947,1.030747
"7167",41,"Female",1947,1.005221
"7168",42,"Female",1947,0.979847
"7169",43,"Female",1947,0.956579
"7170",44,"Female",1947,0.935478
"7171",45,"Female",1947,0.921065
"7172",46,"Female",1947,0.908368
"7173",47,"Female",1947,0.896378
"7174",48,"Female",1947,0.87987
"7175",49,"Female",1947,0.862352
"7176",50,"Female",1947,0.841209
"7177",51,"Female",1947,0.818005
"7178",52,"Female",1947,0.796355
"7179",53,"Female",1947,0.772749
"7180",54,"Female",1947,0.747269
"7181",55,"Female",1947,0.722888
"7182",56,"Female",1947,0.69997
"7183",57,"Female",1947,0.677225
"7184",58,"Female",1947,0.652533
"7185",59,"Female",1947,0.625917
"7186",60,"Female",1947,0.600682
"7187",61,"Female",1947,0.584348
"7188",62,"Female",1947,0.568067
"7189",63,"Female",1947,0.55269
"7190",64,"Female",1947,0.538681
"7191",65,"Female",1947,0.523802
"7192",66,"Female",1947,0.496276
"7193",67,"Female",1947,0.46949
"7194",68,"Female",1947,0.441367
"7195",69,"Female",1947,0.412368
"7196",70,"Female",1947,0.382993
"7197",71,"Female",1947,0.356313
"7198",72,"Female",1947,0.330157
"7199",73,"Female",1947,0.30014
"7200",74,"Female",1947,0.270298
"7201",0,"Male",1948,1.622336
"7202",1,"Male",1948,1.795136
"7203",2,"Male",1948,1.359864
"7204",3,"Male",1948,1.401297
"7205",4,"Male",1948,1.424228
"7206",5,"Male",1948,1.469383
"7207",6,"Male",1948,1.291849
"7208",7,"Male",1948,1.206605
"7209",8,"Male",1948,1.144003
"7210",9,"Male",1948,1.131221
"7211",10,"Male",1948,1.151048
"7212",11,"Male",1948,1.094383
"7213",12,"Male",1948,1.09816
"7214",13,"Male",1948,1.091974
"7215",14,"Male",1948,1.065727
"7216",15,"Male",1948,1.07334
"7217",16,"Male",1948,1.110025
"7218",17,"Male",1948,1.137613
"7219",18,"Male",1948,1.130167
"7220",19,"Male",1948,1.124056
"7221",20,"Male",1948,1.136351
"7222",21,"Male",1948,1.146391
"7223",22,"Male",1948,1.165079
"7224",23,"Male",1948,1.183062
"7225",24,"Male",1948,1.206138
"7226",25,"Male",1948,1.226459
"7227",26,"Male",1948,1.223964
"7228",27,"Male",1948,1.203563
"7229",28,"Male",1948,1.184262
"7230",29,"Male",1948,1.159978
"7231",30,"Male",1948,1.128073
"7232",31,"Male",1948,1.116998
"7233",32,"Male",1948,1.116414
"7234",33,"Male",1948,1.113294
"7235",34,"Male",1948,1.103584
"7236",35,"Male",1948,1.096285
"7237",36,"Male",1948,1.086166
"7238",37,"Male",1948,1.069044
"7239",38,"Male",1948,1.05294
"7240",39,"Male",1948,1.043067
"7241",40,"Male",1948,1.029493
"7242",41,"Male",1948,1.007516
"7243",42,"Male",1948,0.986351
"7244",43,"Male",1948,0.963512
"7245",44,"Male",1948,0.945768
"7246",45,"Male",1948,0.929296
"7247",46,"Male",1948,0.912579
"7248",47,"Male",1948,0.899653
"7249",48,"Male",1948,0.887369
"7250",49,"Male",1948,0.870393
"7251",50,"Male",1948,0.852825
"7252",51,"Male",1948,0.835848
"7253",52,"Male",1948,0.816441
"7254",53,"Male",1948,0.797
"7255",54,"Male",1948,0.772198
"7256",55,"Male",1948,0.745341
"7257",56,"Male",1948,0.724913
"7258",57,"Male",1948,0.702809
"7259",58,"Male",1948,0.680382
"7260",59,"Male",1948,0.656951
"7261",60,"Male",1948,0.632295
"7262",61,"Male",1948,0.6091
"7263",62,"Male",1948,0.585679
"7264",63,"Male",1948,0.561945
"7265",64,"Male",1948,0.541263
"7266",65,"Male",1948,0.520363
"7267",66,"Male",1948,0.491537
"7268",67,"Male",1948,0.461142
"7269",68,"Male",1948,0.431746
"7270",69,"Male",1948,0.401346
"7271",70,"Male",1948,0.370164
"7272",71,"Male",1948,0.340093
"7273",72,"Male",1948,0.313521
"7274",73,"Male",1948,0.28751
"7275",74,"Male",1948,0.258221
"7276",0,"Female",1948,1.546982
"7277",1,"Female",1948,1.71958
"7278",2,"Female",1948,1.32042
"7279",3,"Female",1948,1.35801
"7280",4,"Female",1948,1.371078
"7281",5,"Female",1948,1.416041
"7282",6,"Female",1948,1.248071
"7283",7,"Female",1948,1.168458
"7284",8,"Female",1948,1.109974
"7285",9,"Female",1948,1.094707
"7286",10,"Female",1948,1.104959
"7287",11,"Female",1948,1.061122
"7288",12,"Female",1948,1.053997
"7289",13,"Female",1948,1.054308
"7290",14,"Female",1948,1.033189
"7291",15,"Female",1948,1.046445
"7292",16,"Female",1948,1.078557
"7293",17,"Female",1948,1.110776
"7294",18,"Female",1948,1.12562
"7295",19,"Female",1948,1.135251
"7296",20,"Female",1948,1.149549
"7297",21,"Female",1948,1.173075
"7298",22,"Female",1948,1.192046
"7299",23,"Female",1948,1.209779
"7300",24,"Female",1948,1.232347
"7301",25,"Female",1948,1.255802
"7302",26,"Female",1948,1.251922
"7303",27,"Female",1948,1.235888
"7304",28,"Female",1948,1.217256
"7305",29,"Female",1948,1.19595
"7306",30,"Female",1948,1.166229
"7307",31,"Female",1948,1.154776
"7308",32,"Female",1948,1.151496
"7309",33,"Female",1948,1.147448
"7310",34,"Female",1948,1.140783
"7311",35,"Female",1948,1.140159
"7312",36,"Female",1948,1.126727
"7313",37,"Female",1948,1.105571
"7314",38,"Female",1948,1.083078
"7315",39,"Female",1948,1.068845
"7316",40,"Female",1948,1.049059
"7317",41,"Female",1948,1.021861
"7318",42,"Female",1948,0.997016
"7319",43,"Female",1948,0.972114
"7320",44,"Female",1948,0.949197
"7321",45,"Female",1948,0.929498
"7322",46,"Female",1948,0.912446
"7323",47,"Female",1948,0.899328
"7324",48,"Female",1948,0.886839
"7325",49,"Female",1948,0.869327
"7326",50,"Female",1948,0.8492
"7327",51,"Female",1948,0.830046
"7328",52,"Female",1948,0.807287
"7329",53,"Female",1948,0.78631
"7330",54,"Female",1948,0.762945
"7331",55,"Female",1948,0.739414
"7332",56,"Female",1948,0.717533
"7333",57,"Female",1948,0.69419
"7334",58,"Female",1948,0.670733
"7335",59,"Female",1948,0.645356
"7336",60,"Female",1948,0.618581
"7337",61,"Female",1948,0.599091
"7338",62,"Female",1948,0.582391
"7339",63,"Female",1948,0.56565
"7340",64,"Female",1948,0.550148
"7341",65,"Female",1948,0.536205
"7342",66,"Female",1948,0.511712
"7343",67,"Female",1948,0.482754
"7344",68,"Female",1948,0.455182
"7345",69,"Female",1948,0.426235
"7346",70,"Female",1948,0.394407
"7347",71,"Female",1948,0.363879
"7348",72,"Female",1948,0.33779
"7349",73,"Female",1948,0.312154
"7350",74,"Female",1948,0.282398
"7351",0,"Male",1949,1.619499
"7352",1,"Male",1949,1.671192
"7353",2,"Male",1949,1.884808
"7354",3,"Male",1949,1.374748
"7355",4,"Male",1949,1.403439
"7356",5,"Male",1949,1.387787
"7357",6,"Male",1949,1.471481
"7358",7,"Male",1949,1.295147
"7359",8,"Male",1949,1.207108
"7360",9,"Male",1949,1.148402
"7361",10,"Male",1949,1.163486
"7362",11,"Male",1949,1.146897
"7363",12,"Male",1949,1.091467
"7364",13,"Male",1949,1.095301
"7365",14,"Male",1949,1.08261
"7366",15,"Male",1949,1.053247
"7367",16,"Male",1949,1.064815
"7368",17,"Male",1949,1.102234
"7369",18,"Male",1949,1.136987
"7370",19,"Male",1949,1.131021
"7371",20,"Male",1949,1.122125
"7372",21,"Male",1949,1.142431
"7373",22,"Male",1949,1.156669
"7374",23,"Male",1949,1.173045
"7375",24,"Male",1949,1.188898
"7376",25,"Male",1949,1.214264
"7377",26,"Male",1949,1.221624
"7378",27,"Male",1949,1.216436
"7379",28,"Male",1949,1.196821
"7380",29,"Male",1949,1.177088
"7381",30,"Male",1949,1.149992
"7382",31,"Male",1949,1.128994
"7383",32,"Male",1949,1.119329
"7384",33,"Male",1949,1.119771
"7385",34,"Male",1949,1.119129
"7386",35,"Male",1949,1.112707
"7387",36,"Male",1949,1.108762
"7388",37,"Male",1949,1.097081
"7389",38,"Male",1949,1.0784
"7390",39,"Male",1949,1.059769
"7391",40,"Male",1949,1.047816
"7392",41,"Male",1949,1.02567
"7393",42,"Male",1949,1.003536
"7394",43,"Male",1949,0.981444
"7395",44,"Male",1949,0.958208
"7396",45,"Male",1949,0.940272
"7397",46,"Male",1949,0.918578
"7398",47,"Male",1949,0.901329
"7399",48,"Male",1949,0.887745
"7400",49,"Male",1949,0.874468
"7401",50,"Male",1949,0.85609
"7402",51,"Male",1949,0.841116
"7403",52,"Male",1949,0.823806
"7404",53,"Male",1949,0.804048
"7405",54,"Male",1949,0.784648
"7406",55,"Male",1949,0.759773
"7407",56,"Male",1949,0.739838
"7408",57,"Male",1949,0.718631
"7409",58,"Male",1949,0.696208
"7410",59,"Male",1949,0.673157
"7411",60,"Male",1949,0.649619
"7412",61,"Male",1949,0.625661
"7413",62,"Male",1949,0.601406
"7414",63,"Male",1949,0.576854
"7415",64,"Male",1949,0.551866
"7416",65,"Male",1949,0.530061
"7417",66,"Male",1949,0.502744
"7418",67,"Male",1949,0.473294
"7419",68,"Male",1949,0.442076
"7420",69,"Male",1949,0.412434
"7421",70,"Male",1949,0.381411
"7422",71,"Male",1949,0.347602
"7423",72,"Male",1949,0.317989
"7424",73,"Male",1949,0.291978
"7425",74,"Male",1949,0.266628
"7426",0,"Female",1949,1.550145
"7427",1,"Female",1949,1.598081
"7428",2,"Female",1949,1.821919
"7429",3,"Female",1949,1.335275
"7430",4,"Female",1949,1.34799
"7431",5,"Female",1949,1.339743
"7432",6,"Female",1949,1.418335
"7433",7,"Female",1949,1.25148
"7434",8,"Female",1949,1.169524
"7435",9,"Female",1949,1.113527
"7436",10,"Female",1949,1.116936
"7437",11,"Female",1949,1.103275
"7438",12,"Female",1949,1.060435
"7439",13,"Female",1949,1.053409
"7440",14,"Female",1949,1.053562
"7441",15,"Female",1949,1.029116
"7442",16,"Female",1949,1.041206
"7443",17,"Female",1949,1.075782
"7444",18,"Female",1949,1.110538
"7445",19,"Female",1949,1.125101
"7446",20,"Female",1949,1.135246
"7447",21,"Female",1949,1.162785
"7448",22,"Female",1949,1.186743
"7449",23,"Female",1949,1.206594
"7450",24,"Female",1949,1.225455
"7451",25,"Female",1949,1.250691
"7452",26,"Female",1949,1.26214
"7453",27,"Female",1949,1.257113
"7454",28,"Female",1949,1.238961
"7455",29,"Female",1949,1.217731
"7456",30,"Female",1949,1.191465
"7457",31,"Female",1949,1.169554
"7458",32,"Female",1949,1.159813
"7459",33,"Female",1949,1.159345
"7460",34,"Female",1949,1.158134
"7461",35,"Female",1949,1.156575
"7462",36,"Female",1949,1.151293
"7463",37,"Female",1949,1.135661
"7464",38,"Female",1949,1.111573
"7465",39,"Female",1949,1.086189
"7466",40,"Female",1949,1.067569
"7467",41,"Female",1949,1.039237
"7468",42,"Female",1949,1.012977
"7469",43,"Female",1949,0.988669
"7470",44,"Female",1949,0.964118
"7471",45,"Female",1949,0.94202
"7472",46,"Female",1949,0.919533
"7473",47,"Female",1949,0.90202
"7474",48,"Female",1949,0.888466
"7475",49,"Female",1949,0.875479
"7476",50,"Female",1949,0.856637
"7477",51,"Female",1949,0.841574
"7478",52,"Female",1949,0.822565
"7479",53,"Female",1949,0.800095
"7480",54,"Female",1949,0.779624
"7481",55,"Female",1949,0.757168
"7482",56,"Female",1949,0.73611
"7483",57,"Female",1949,0.713489
"7484",58,"Female",1949,0.689644
"7485",59,"Female",1949,0.665413
"7486",60,"Female",1949,0.639214
"7487",61,"Female",1949,0.61549
"7488",62,"Female",1949,0.5956
"7489",63,"Female",1949,0.578521
"7490",64,"Female",1949,0.561386
"7491",65,"Female",1949,0.545972
"7492",66,"Female",1949,0.525941
"7493",67,"Female",1949,0.500203
"7494",68,"Female",1949,0.469694
"7495",69,"Female",1949,0.44126
"7496",70,"Female",1949,0.410605
"7497",71,"Female",1949,0.375079
"7498",72,"Female",1949,0.344928
"7499",73,"Female",1949,0.319385
"7500",74,"Female",1949,0.294264
"7501",0,"Male",1950,1.610341
"7502",1,"Male",1950,1.686351
"7503",2,"Male",1950,1.754498
"7504",3,"Male",1950,1.919107
"7505",4,"Male",1950,1.391679
"7506",5,"Male",1950,1.382477
"7507",6,"Male",1950,1.401978
"7508",7,"Male",1950,1.499744
"7509",8,"Male",1950,1.306316
"7510",9,"Male",1950,1.220275
"7511",10,"Male",1950,1.184464
"7512",11,"Male",1950,1.168718
"7513",12,"Male",1950,1.153672
"7514",13,"Male",1950,1.097841
"7515",14,"Male",1950,1.101978
"7516",15,"Male",1950,1.075995
"7517",16,"Male",1950,1.036231
"7518",17,"Male",1950,1.054332
"7519",18,"Male",1950,1.09024
"7520",19,"Male",1950,1.124518
"7521",20,"Male",1950,1.128444
"7522",21,"Male",1950,1.140969
"7523",22,"Male",1950,1.151428
"7524",23,"Male",1950,1.182886
"7525",24,"Male",1950,1.190651
"7526",25,"Male",1950,1.2002
"7527",26,"Male",1950,1.225572
"7528",27,"Male",1950,1.235509
"7529",28,"Male",1950,1.203248
"7530",29,"Male",1950,1.206085
"7531",30,"Male",1950,1.18622
"7532",31,"Male",1950,1.154989
"7533",32,"Male",1950,1.126484
"7534",33,"Male",1950,1.132312
"7535",34,"Male",1950,1.132542
"7536",35,"Male",1950,1.128026
"7537",36,"Male",1950,1.131319
"7538",37,"Male",1950,1.124573
"7539",38,"Male",1950,1.112142
"7540",39,"Male",1950,1.088834
"7541",40,"Male",1950,1.062922
"7542",41,"Male",1950,1.048283
"7543",42,"Male",1950,1.026924
"7544",43,"Male",1950,1.003072
"7545",44,"Male",1950,0.979327
"7546",45,"Male",1950,0.958232
"7547",46,"Male",1950,0.929587
"7548",47,"Male",1950,0.910998
"7549",48,"Male",1950,0.89627
"7550",49,"Male",1950,0.87066
"7551",50,"Male",1950,0.863972
"7552",51,"Male",1950,0.850731
"7553",52,"Male",1950,0.832246
"7554",53,"Male",1950,0.810278
"7555",54,"Male",1950,0.791911
"7556",55,"Male",1950,0.773102
"7557",56,"Male",1950,0.751306
"7558",57,"Male",1950,0.730445
"7559",58,"Male",1950,0.712369
"7560",59,"Male",1950,0.689227
"7561",60,"Male",1950,0.657759
"7562",61,"Male",1950,0.634954
"7563",62,"Male",1950,0.6127
"7564",63,"Male",1950,0.588345
"7565",64,"Male",1950,0.564192
"7566",65,"Male",1950,0.542146
"7567",66,"Male",1950,0.519906
"7568",67,"Male",1950,0.495147
"7569",68,"Male",1950,0.461084
"7570",69,"Male",1950,0.428559
"7571",70,"Male",1950,0.39306
"7572",71,"Male",1950,0.358381
"7573",72,"Male",1950,0.324064
"7574",73,"Male",1950,0.2972
"7575",74,"Male",1950,0.270943
"7576",0,"Female",1950,1.552226
"7577",1,"Female",1950,1.613512
"7578",2,"Female",1950,1.695544
"7579",3,"Female",1950,1.852776
"7580",4,"Female",1950,1.333921
"7581",5,"Female",1950,1.332083
"7582",6,"Female",1950,1.353658
"7583",7,"Female",1950,1.433215
"7584",8,"Female",1950,1.26274
"7585",9,"Female",1950,1.182051
"7586",10,"Female",1950,1.140896
"7587",11,"Female",1950,1.123792
"7588",12,"Female",1950,1.111346
"7589",13,"Female",1950,1.068198
"7590",14,"Female",1950,1.061754
"7591",15,"Female",1950,1.056607
"7592",16,"Female",1950,1.019176
"7593",17,"Female",1950,1.037624
"7594",18,"Female",1950,1.074104
"7595",19,"Female",1950,1.106578
