"","counts","day","month","year","hour","weekday","time"
"1899",3605,20,"Mar",2007,7,"Tuesday",2007-03-20 07:00:00
"1900",3902,20,"Mar",2007,8,"Tuesday",2007-03-20 08:00:00
"1901",3193,20,"Mar",2007,9,"Tuesday",2007-03-20 09:00:00
"1902",3791,20,"Mar",2007,10,"Tuesday",2007-03-20 10:00:00
"1903",2709,20,"Mar",2007,11,"Tuesday",2007-03-20 11:00:00
"1904",2115,20,"Mar",2007,12,"Tuesday",2007-03-20 12:00:00
"1905",2930,20,"Mar",2007,13,"Tuesday",2007-03-20 13:00:00
"1906",2701,20,"Mar",2007,14,"Tuesday",2007-03-20 14:00:00
"1907",1782,20,"Mar",2007,15,"Tuesday",2007-03-20 15:00:00
"1908",1660,20,"Mar",2007,16,"Tuesday",2007-03-20 16:00:00
"1909",1516,20,"Mar",2007,17,"Tuesday",2007-03-20 17:00:00
"1910",1509,20,"Mar",2007,18,"Tuesday",2007-03-20 18:00:00
"1911",1307,20,"Mar",2007,19,"Tuesday",2007-03-20 19:00:00
"1912",5352,20,"Mar",2007,20,"Tuesday",2007-03-20 20:00:00
"1913",6712,20,"Mar",2007,21,"Tuesday",2007-03-20 21:00:00
"1914",7091,20,"Mar",2007,22,"Tuesday",2007-03-20 22:00:00
"1915",8315,20,"Mar",2007,23,"Tuesday",2007-03-20 23:00:00
"1916",1583,21,"Mar",2007,0,"Wednesday",2007-03-21 00:00:00
"1917",1836,21,"Mar",2007,1,"Wednesday",2007-03-21 01:00:00
"1918",3428,21,"Mar",2007,2,"Wednesday",2007-03-21 02:00:00
"1919",3103,21,"Mar",2007,3,"Wednesday",2007-03-21 03:00:00
"1920",1767,21,"Mar",2007,4,"Wednesday",2007-03-21 04:00:00
"1921",2627,21,"Mar",2007,5,"Wednesday",2007-03-21 05:00:00
"1922",3147,21,"Mar",2007,6,"Wednesday",2007-03-21 06:00:00
"1923",3525,21,"Mar",2007,7,"Wednesday",2007-03-21 07:00:00
"1924",3190,21,"Mar",2007,8,"Wednesday",2007-03-21 08:00:00
"1925",3032,21,"Mar",2007,9,"Wednesday",2007-03-21 09:00:00
"1926",3366,21,"Mar",2007,10,"Wednesday",2007-03-21 10:00:00
"1927",2590,21,"Mar",2007,11,"Wednesday",2007-03-21 11:00:00
"1928",2570,21,"Mar",2007,12,"Wednesday",2007-03-21 12:00:00
"1929",2014,21,"Mar",2007,13,"Wednesday",2007-03-21 13:00:00
"1930",2226,21,"Mar",2007,14,"Wednesday",2007-03-21 14:00:00
"1931",1426,21,"Mar",2007,15,"Wednesday",2007-03-21 15:00:00
"1932",1327,21,"Mar",2007,16,"Wednesday",2007-03-21 16:00:00
"1933",1207,21,"Mar",2007,17,"Wednesday",2007-03-21 17:00:00
"1934",1606,21,"Mar",2007,18,"Wednesday",2007-03-21 18:00:00
"1935",1226,21,"Mar",2007,19,"Wednesday",2007-03-21 19:00:00
"1936",5651,21,"Mar",2007,20,"Wednesday",2007-03-21 20:00:00
"1937",6832,21,"Mar",2007,21,"Wednesday",2007-03-21 21:00:00
"1938",7188,21,"Mar",2007,22,"Wednesday",2007-03-21 22:00:00
"1939",8593,21,"Mar",2007,23,"Wednesday",2007-03-21 23:00:00
"1940",2941,22,"Mar",2007,0,"Thursday",2007-03-22 00:00:00
"1941",2605,22,"Mar",2007,1,"Thursday",2007-03-22 01:00:00
"1942",2742,22,"Mar",2007,2,"Thursday",2007-03-22 02:00:00
"1943",2731,22,"Mar",2007,3,"Thursday",2007-03-22 03:00:00
"1944",2375,22,"Mar",2007,4,"Thursday",2007-03-22 04:00:00
"1945",2955,22,"Mar",2007,5,"Thursday",2007-03-22 05:00:00
"1946",3007,22,"Mar",2007,6,"Thursday",2007-03-22 06:00:00
"1947",3796,22,"Mar",2007,7,"Thursday",2007-03-22 07:00:00
"1948",3561,22,"Mar",2007,8,"Thursday",2007-03-22 08:00:00
"1949",2763,22,"Mar",2007,9,"Thursday",2007-03-22 09:00:00
"1950",2720,22,"Mar",2007,10,"Thursday",2007-03-22 10:00:00
"1951",3297,22,"Mar",2007,11,"Thursday",2007-03-22 11:00:00
"1952",2228,22,"Mar",2007,12,"Thursday",2007-03-22 12:00:00
"1953",2948,22,"Mar",2007,13,"Thursday",2007-03-22 13:00:00
"1954",2670,22,"Mar",2007,14,"Thursday",2007-03-22 14:00:00
"1955",2332,22,"Mar",2007,15,"Thursday",2007-03-22 15:00:00
"1956",1508,22,"Mar",2007,16,"Thursday",2007-03-22 16:00:00
"1957",1572,22,"Mar",2007,17,"Thursday",2007-03-22 17:00:00
"1958",1691,22,"Mar",2007,18,"Thursday",2007-03-22 18:00:00
"1959",1262,22,"Mar",2007,19,"Thursday",2007-03-22 19:00:00
"1960",4827,22,"Mar",2007,20,"Thursday",2007-03-22 20:00:00
"1961",7428,22,"Mar",2007,21,"Thursday",2007-03-22 21:00:00
"1962",6902,22,"Mar",2007,22,"Thursday",2007-03-22 22:00:00
"1963",7972,22,"Mar",2007,23,"Thursday",2007-03-22 23:00:00
"1964",7268,23,"Mar",2007,0,"Friday",2007-03-23 00:00:00
"1965",6444,23,"Mar",2007,1,"Friday",2007-03-23 01:00:00
"1966",2348,23,"Mar",2007,2,"Friday",2007-03-23 02:00:00
"1967",2032,23,"Mar",2007,3,"Friday",2007-03-23 03:00:00
"1968",2300,23,"Mar",2007,4,"Friday",2007-03-23 04:00:00
"1969",1698,23,"Mar",2007,5,"Friday",2007-03-23 05:00:00
"1970",3219,23,"Mar",2007,6,"Friday",2007-03-23 06:00:00
"1971",4260,23,"Mar",2007,7,"Friday",2007-03-23 07:00:00
"1972",3768,23,"Mar",2007,8,"Friday",2007-03-23 08:00:00
"1973",2920,23,"Mar",2007,9,"Friday",2007-03-23 09:00:00
"1974",2675,23,"Mar",2007,10,"Friday",2007-03-23 10:00:00
"1975",2685,23,"Mar",2007,11,"Friday",2007-03-23 11:00:00
"1976",1856,23,"Mar",2007,12,"Friday",2007-03-23 12:00:00
"1977",1891,23,"Mar",2007,13,"Friday",2007-03-23 13:00:00
"1978",2056,23,"Mar",2007,14,"Friday",2007-03-23 14:00:00
"1979",1470,23,"Mar",2007,15,"Friday",2007-03-23 15:00:00
"1980",2240,23,"Mar",2007,16,"Friday",2007-03-23 16:00:00
"1981",832,23,"Mar",2007,17,"Friday",2007-03-23 17:00:00
"1982",908,23,"Mar",2007,18,"Friday",2007-03-23 18:00:00
"1983",1104,23,"Mar",2007,19,"Friday",2007-03-23 19:00:00
"1984",4790,23,"Mar",2007,20,"Friday",2007-03-23 20:00:00
"1985",6683,23,"Mar",2007,21,"Friday",2007-03-23 21:00:00
"1986",6852,23,"Mar",2007,22,"Friday",2007-03-23 22:00:00
"1987",6956,23,"Mar",2007,23,"Friday",2007-03-23 23:00:00
"1988",559,24,"Mar",2007,0,"Saturday",2007-03-24 00:00:00
"1989",905,24,"Mar",2007,1,"Saturday",2007-03-24 01:00:00
"1990",1050,24,"Mar",2007,2,"Saturday",2007-03-24 02:00:00
"1991",824,24,"Mar",2007,3,"Saturday",2007-03-24 03:00:00
"1992",982,24,"Mar",2007,4,"Saturday",2007-03-24 04:00:00
"1993",692,24,"Mar",2007,5,"Saturday",2007-03-24 05:00:00
"1994",1204,24,"Mar",2007,6,"Saturday",2007-03-24 06:00:00
"1995",1372,24,"Mar",2007,7,"Saturday",2007-03-24 07:00:00
"1996",2057,24,"Mar",2007,8,"Saturday",2007-03-24 08:00:00
"1997",1547,24,"Mar",2007,9,"Saturday",2007-03-24 09:00:00
"1998",1295,24,"Mar",2007,10,"Saturday",2007-03-24 10:00:00
"1999",911,24,"Mar",2007,11,"Saturday",2007-03-24 11:00:00
"2000",872,24,"Mar",2007,12,"Saturday",2007-03-24 12:00:00
"2001",830,24,"Mar",2007,13,"Saturday",2007-03-24 13:00:00
"2002",811,24,"Mar",2007,14,"Saturday",2007-03-24 14:00:00
"2003",977,24,"Mar",2007,15,"Saturday",2007-03-24 15:00:00
"2004",1346,24,"Mar",2007,16,"Saturday",2007-03-24 16:00:00
"2005",1000,24,"Mar",2007,17,"Saturday",2007-03-24 17:00:00
"2006",2447,24,"Mar",2007,18,"Saturday",2007-03-24 18:00:00
"2007",1827,24,"Mar",2007,19,"Saturday",2007-03-24 19:00:00
"2008",4982,24,"Mar",2007,20,"Saturday",2007-03-24 20:00:00
"2009",6862,24,"Mar",2007,21,"Saturday",2007-03-24 21:00:00
"2010",6254,24,"Mar",2007,22,"Saturday",2007-03-24 22:00:00
"2011",7042,24,"Mar",2007,23,"Saturday",2007-03-24 23:00:00
"2012",7087,25,"Mar",2007,0,"Sunday",2007-03-25 00:00:00
"2013",5876,25,"Mar",2007,1,"Sunday",2007-03-25 01:00:00
"2014",725,25,"Mar",2007,2,"Sunday",2007-03-25 02:00:00
"2015",686,25,"Mar",2007,3,"Sunday",2007-03-25 03:00:00
"2016",804,25,"Mar",2007,4,"Sunday",2007-03-25 04:00:00
"2017",1148,25,"Mar",2007,5,"Sunday",2007-03-25 05:00:00
"2018",809,25,"Mar",2007,6,"Sunday",2007-03-25 06:00:00
"2019",771,25,"Mar",2007,7,"Sunday",2007-03-25 07:00:00
"2020",1238,25,"Mar",2007,8,"Sunday",2007-03-25 08:00:00
"2021",1019,25,"Mar",2007,9,"Sunday",2007-03-25 09:00:00
"2022",742,25,"Mar",2007,10,"Sunday",2007-03-25 10:00:00
"2023",660,25,"Mar",2007,11,"Sunday",2007-03-25 11:00:00
"2024",1030,25,"Mar",2007,12,"Sunday",2007-03-25 12:00:00
"2025",1307,25,"Mar",2007,13,"Sunday",2007-03-25 13:00:00
"2026",813,25,"Mar",2007,14,"Sunday",2007-03-25 14:00:00
"2027",798,25,"Mar",2007,15,"Sunday",2007-03-25 15:00:00
"2028",1884,25,"Mar",2007,16,"Sunday",2007-03-25 16:00:00
"2029",1897,25,"Mar",2007,17,"Sunday",2007-03-25 17:00:00
"2030",1792,25,"Mar",2007,18,"Sunday",2007-03-25 18:00:00
"2031",1093,25,"Mar",2007,19,"Sunday",2007-03-25 19:00:00
"2032",5194,25,"Mar",2007,20,"Sunday",2007-03-25 20:00:00
"2033",7088,25,"Mar",2007,21,"Sunday",2007-03-25 21:00:00
"2034",7547,25,"Mar",2007,22,"Sunday",2007-03-25 22:00:00
"2035",7947,25,"Mar",2007,23,"Sunday",2007-03-25 23:00:00
"2036",2039,26,"Mar",2007,0,"Monday",2007-03-26 00:00:00
"2037",2152,26,"Mar",2007,1,"Monday",2007-03-26 01:00:00
"2038",3074,26,"Mar",2007,2,"Monday",2007-03-26 02:00:00
"2039",1986,26,"Mar",2007,3,"Monday",2007-03-26 03:00:00
"2040",2595,26,"Mar",2007,4,"Monday",2007-03-26 04:00:00
"2041",1880,26,"Mar",2007,5,"Monday",2007-03-26 05:00:00
"2042",3860,26,"Mar",2007,6,"Monday",2007-03-26 06:00:00
"2043",3861,26,"Mar",2007,7,"Monday",2007-03-26 07:00:00
"2044",3606,26,"Mar",2007,8,"Monday",2007-03-26 08:00:00
"2045",3261,26,"Mar",2007,9,"Monday",2007-03-26 09:00:00
"2046",1741,26,"Mar",2007,10,"Monday",2007-03-26 10:00:00
"2047",2019,26,"Mar",2007,11,"Monday",2007-03-26 11:00:00
"2048",2190,26,"Mar",2007,12,"Monday",2007-03-26 12:00:00
"2049",2526,26,"Mar",2007,13,"Monday",2007-03-26 13:00:00
"2050",2044,26,"Mar",2007,14,"Monday",2007-03-26 14:00:00
"2051",1461,26,"Mar",2007,15,"Monday",2007-03-26 15:00:00
"2052",901,26,"Mar",2007,16,"Monday",2007-03-26 16:00:00
"2053",1438,26,"Mar",2007,17,"Monday",2007-03-26 17:00:00
"2054",1442,26,"Mar",2007,18,"Monday",2007-03-26 18:00:00
"2055",1263,26,"Mar",2007,19,"Monday",2007-03-26 19:00:00
"2056",5351,26,"Mar",2007,20,"Monday",2007-03-26 20:00:00
"2057",6767,26,"Mar",2007,21,"Monday",2007-03-26 21:00:00
"2058",7036,26,"Mar",2007,22,"Monday",2007-03-26 22:00:00
"2059",7812,26,"Mar",2007,23,"Monday",2007-03-26 23:00:00
"2060",2323,27,"Mar",2007,0,"Tuesday",2007-03-27 00:00:00
"2061",2799,27,"Mar",2007,1,"Tuesday",2007-03-27 01:00:00
"2062",2641,27,"Mar",2007,2,"Tuesday",2007-03-27 02:00:00
"2063",1873,27,"Mar",2007,3,"Tuesday",2007-03-27 03:00:00
"2064",2314,27,"Mar",2007,4,"Tuesday",2007-03-27 04:00:00
"2065",2717,27,"Mar",2007,5,"Tuesday",2007-03-27 05:00:00
"2066",2676,27,"Mar",2007,6,"Tuesday",2007-03-27 06:00:00
"2067",3176,27,"Mar",2007,7,"Tuesday",2007-03-27 07:00:00
"2068",2901,27,"Mar",2007,8,"Tuesday",2007-03-27 08:00:00
"2069",6261,27,"Mar",2007,9,"Tuesday",2007-03-27 09:00:00
"2070",2461,27,"Mar",2007,10,"Tuesday",2007-03-27 10:00:00
"2071",2405,27,"Mar",2007,11,"Tuesday",2007-03-27 11:00:00
"2072",2175,27,"Mar",2007,12,"Tuesday",2007-03-27 12:00:00
"2073",2848,27,"Mar",2007,13,"Tuesday",2007-03-27 13:00:00
"2074",2113,27,"Mar",2007,14,"Tuesday",2007-03-27 14:00:00
"2075",1143,27,"Mar",2007,15,"Tuesday",2007-03-27 15:00:00
"2076",1441,27,"Mar",2007,16,"Tuesday",2007-03-27 16:00:00
"2077",1820,27,"Mar",2007,17,"Tuesday",2007-03-27 17:00:00
"2078",1511,27,"Mar",2007,18,"Tuesday",2007-03-27 18:00:00
"2079",1154,27,"Mar",2007,19,"Tuesday",2007-03-27 19:00:00
"2080",4760,27,"Mar",2007,20,"Tuesday",2007-03-27 20:00:00
"2081",6822,27,"Mar",2007,21,"Tuesday",2007-03-27 21:00:00
"2082",8941,27,"Mar",2007,22,"Tuesday",2007-03-27 22:00:00
"2083",6791,27,"Mar",2007,23,"Tuesday",2007-03-27 23:00:00
"2084",2209,28,"Mar",2007,0,"Wednesday",2007-03-28 00:00:00
"2085",1969,28,"Mar",2007,1,"Wednesday",2007-03-28 01:00:00
"2086",2282,28,"Mar",2007,2,"Wednesday",2007-03-28 02:00:00
"2087",1934,28,"Mar",2007,3,"Wednesday",2007-03-28 03:00:00
"2088",2392,28,"Mar",2007,4,"Wednesday",2007-03-28 04:00:00
"2089",2109,28,"Mar",2007,5,"Wednesday",2007-03-28 05:00:00
"2090",2564,28,"Mar",2007,6,"Wednesday",2007-03-28 06:00:00
"2091",3196,28,"Mar",2007,7,"Wednesday",2007-03-28 07:00:00
"2092",3836,28,"Mar",2007,8,"Wednesday",2007-03-28 08:00:00
"2093",3310,28,"Mar",2007,9,"Wednesday",2007-03-28 09:00:00
"2094",2813,28,"Mar",2007,10,"Wednesday",2007-03-28 10:00:00
"2095",2018,28,"Mar",2007,11,"Wednesday",2007-03-28 11:00:00
"2096",2058,28,"Mar",2007,12,"Wednesday",2007-03-28 12:00:00
"2097",2199,28,"Mar",2007,13,"Wednesday",2007-03-28 13:00:00
"2098",2125,28,"Mar",2007,14,"Wednesday",2007-03-28 14:00:00
"2099",1676,28,"Mar",2007,15,"Wednesday",2007-03-28 15:00:00
"2100",1794,28,"Mar",2007,16,"Wednesday",2007-03-28 16:00:00
"2101",1685,28,"Mar",2007,17,"Wednesday",2007-03-28 17:00:00
"2102",1679,28,"Mar",2007,18,"Wednesday",2007-03-28 18:00:00
"2103",1509,28,"Mar",2007,19,"Wednesday",2007-03-28 19:00:00
"2104",5123,28,"Mar",2007,20,"Wednesday",2007-03-28 20:00:00
"2105",6852,28,"Mar",2007,21,"Wednesday",2007-03-28 21:00:00
"2106",6335,28,"Mar",2007,22,"Wednesday",2007-03-28 22:00:00
"2107",7673,28,"Mar",2007,23,"Wednesday",2007-03-28 23:00:00
"2108",2921,29,"Mar",2007,0,"Thursday",2007-03-29 00:00:00
"2109",2488,29,"Mar",2007,1,"Thursday",2007-03-29 01:00:00
"2110",2376,29,"Mar",2007,2,"Thursday",2007-03-29 02:00:00
"2111",2156,29,"Mar",2007,3,"Thursday",2007-03-29 03:00:00
"2112",2275,29,"Mar",2007,4,"Thursday",2007-03-29 04:00:00
"2113",2616,29,"Mar",2007,5,"Thursday",2007-03-29 05:00:00
"2114",3414,29,"Mar",2007,6,"Thursday",2007-03-29 06:00:00
"2115",4313,29,"Mar",2007,7,"Thursday",2007-03-29 07:00:00
"2116",3442,29,"Mar",2007,8,"Thursday",2007-03-29 08:00:00
"2117",2400,29,"Mar",2007,9,"Thursday",2007-03-29 09:00:00
"2118",2078,29,"Mar",2007,10,"Thursday",2007-03-29 10:00:00
"2119",3893,29,"Mar",2007,11,"Thursday",2007-03-29 11:00:00
"2120",2811,29,"Mar",2007,12,"Thursday",2007-03-29 12:00:00
"2121",2523,29,"Mar",2007,13,"Thursday",2007-03-29 13:00:00
"2122",1915,29,"Mar",2007,14,"Thursday",2007-03-29 14:00:00
"2123",1749,29,"Mar",2007,15,"Thursday",2007-03-29 15:00:00
"2124",1310,29,"Mar",2007,16,"Thursday",2007-03-29 16:00:00
"2125",1911,29,"Mar",2007,17,"Thursday",2007-03-29 17:00:00
"2126",1079,29,"Mar",2007,18,"Thursday",2007-03-29 18:00:00
"2127",5203,29,"Mar",2007,19,"Thursday",2007-03-29 19:00:00
"2128",6424,29,"Mar",2007,20,"Thursday",2007-03-29 20:00:00
"2129",7203,29,"Mar",2007,21,"Thursday",2007-03-29 21:00:00
"2130",3823,29,"Mar",2007,22,"Thursday",2007-03-29 22:00:00
"2131",3516,29,"Mar",2007,23,"Thursday",2007-03-29 23:00:00
"2132",2305,30,"Mar",2007,0,"Friday",2007-03-30 00:00:00
"2133",2322,30,"Mar",2007,1,"Friday",2007-03-30 01:00:00
"2134",2606,30,"Mar",2007,2,"Friday",2007-03-30 02:00:00
"2135",1859,30,"Mar",2007,3,"Friday",2007-03-30 03:00:00
"2136",2036,30,"Mar",2007,4,"Friday",2007-03-30 04:00:00
"2137",2208,30,"Mar",2007,5,"Friday",2007-03-30 05:00:00
"2138",2858,30,"Mar",2007,6,"Friday",2007-03-30 06:00:00
"2139",3469,30,"Mar",2007,7,"Friday",2007-03-30 07:00:00
"2140",2047,30,"Mar",2007,8,"Friday",2007-03-30 08:00:00
"2141",1993,30,"Mar",2007,9,"Friday",2007-03-30 09:00:00
"2142",1741,30,"Mar",2007,10,"Friday",2007-03-30 10:00:00
"2143",1827,30,"Mar",2007,11,"Friday",2007-03-30 11:00:00
"2144",2480,30,"Mar",2007,12,"Friday",2007-03-30 12:00:00
"2145",1714,30,"Mar",2007,13,"Friday",2007-03-30 13:00:00
"2146",1555,30,"Mar",2007,14,"Friday",2007-03-30 14:00:00
"2147",1649,30,"Mar",2007,15,"Friday",2007-03-30 15:00:00
"2148",1234,30,"Mar",2007,16,"Friday",2007-03-30 16:00:00
"2149",943,30,"Mar",2007,17,"Friday",2007-03-30 17:00:00
"2150",815,30,"Mar",2007,18,"Friday",2007-03-30 18:00:00
"2151",4577,30,"Mar",2007,19,"Friday",2007-03-30 19:00:00
"2152",6339,30,"Mar",2007,20,"Friday",2007-03-30 20:00:00
"2153",6069,30,"Mar",2007,21,"Friday",2007-03-30 21:00:00
"2154",5848,30,"Mar",2007,22,"Friday",2007-03-30 22:00:00
"2155",736,30,"Mar",2007,23,"Friday",2007-03-30 23:00:00
"2156",621,31,"Mar",2007,0,"Saturday",2007-03-31 00:00:00
"2157",1137,31,"Mar",2007,1,"Saturday",2007-03-31 01:00:00
"2158",886,31,"Mar",2007,2,"Saturday",2007-03-31 02:00:00
"2159",1053,31,"Mar",2007,3,"Saturday",2007-03-31 03:00:00
"2160",919,31,"Mar",2007,4,"Saturday",2007-03-31 04:00:00
"2161",976,31,"Mar",2007,5,"Saturday",2007-03-31 05:00:00
"2162",1132,31,"Mar",2007,6,"Saturday",2007-03-31 06:00:00
"2163",1094,31,"Mar",2007,7,"Saturday",2007-03-31 07:00:00
"2164",1040,31,"Mar",2007,8,"Saturday",2007-03-31 08:00:00
"2165",1736,31,"Mar",2007,9,"Saturday",2007-03-31 09:00:00
"2166",1250,31,"Mar",2007,10,"Saturday",2007-03-31 10:00:00
"2167",902,31,"Mar",2007,11,"Saturday",2007-03-31 11:00:00
"2168",864,31,"Mar",2007,12,"Saturday",2007-03-31 12:00:00
"2169",1181,31,"Mar",2007,13,"Saturday",2007-03-31 13:00:00
"2170",1052,31,"Mar",2007,14,"Saturday",2007-03-31 14:00:00
"2171",910,31,"Mar",2007,15,"Saturday",2007-03-31 15:00:00
"2172",686,31,"Mar",2007,16,"Saturday",2007-03-31 16:00:00
"2173",527,31,"Mar",2007,17,"Saturday",2007-03-31 17:00:00
"2174",574,31,"Mar",2007,18,"Saturday",2007-03-31 18:00:00
"2175",4984,31,"Mar",2007,19,"Saturday",2007-03-31 19:00:00
"2176",6704,31,"Mar",2007,20,"Saturday",2007-03-31 20:00:00
"2177",7386,31,"Mar",2007,21,"Saturday",2007-03-31 21:00:00
"2178",7280,31,"Mar",2007,22,"Saturday",2007-03-31 22:00:00
"2179",4609,31,"Mar",2007,23,"Saturday",2007-03-31 23:00:00
"2180",691,1,"Apr",2007,0,"Sunday",2007-04-01 00:00:00
"2181",628,1,"Apr",2007,1,"Sunday",2007-04-01 01:00:00
"2182",769,1,"Apr",2007,2,"Sunday",2007-04-01 02:00:00
"2183",943,1,"Apr",2007,3,"Sunday",2007-04-01 03:00:00
"2184",1234,1,"Apr",2007,4,"Sunday",2007-04-01 04:00:00
"2185",1281,1,"Apr",2007,5,"Sunday",2007-04-01 05:00:00
"2186",1432,1,"Apr",2007,6,"Sunday",2007-04-01 06:00:00
"2187",870,1,"Apr",2007,7,"Sunday",2007-04-01 07:00:00
"2188",1136,1,"Apr",2007,8,"Sunday",2007-04-01 08:00:00
"2189",1030,1,"Apr",2007,9,"Sunday",2007-04-01 09:00:00
"2190",1098,1,"Apr",2007,10,"Sunday",2007-04-01 10:00:00
"2191",823,1,"Apr",2007,11,"Sunday",2007-04-01 11:00:00
"2192",1678,1,"Apr",2007,12,"Sunday",2007-04-01 12:00:00
"2193",1291,1,"Apr",2007,13,"Sunday",2007-04-01 13:00:00
"2194",1455,1,"Apr",2007,14,"Sunday",2007-04-01 14:00:00
"2195",1015,1,"Apr",2007,15,"Sunday",2007-04-01 15:00:00
"2196",867,1,"Apr",2007,16,"Sunday",2007-04-01 16:00:00
"2197",918,1,"Apr",2007,17,"Sunday",2007-04-01 17:00:00
"2198",977,1,"Apr",2007,18,"Sunday",2007-04-01 18:00:00
"2199",4947,1,"Apr",2007,19,"Sunday",2007-04-01 19:00:00
"2200",8515,1,"Apr",2007,20,"Sunday",2007-04-01 20:00:00
"2201",7201,1,"Apr",2007,21,"Sunday",2007-04-01 21:00:00
"2202",1406,1,"Apr",2007,22,"Sunday",2007-04-01 22:00:00
"2203",1786,1,"Apr",2007,23,"Sunday",2007-04-01 23:00:00
"2204",2098,2,"Apr",2007,0,"Monday",2007-04-02 00:00:00
"2205",2325,2,"Apr",2007,1,"Monday",2007-04-02 01:00:00
"2206",2480,2,"Apr",2007,2,"Monday",2007-04-02 02:00:00
"2207",1807,2,"Apr",2007,3,"Monday",2007-04-02 03:00:00
"2208",1928,2,"Apr",2007,4,"Monday",2007-04-02 04:00:00
"2209",2188,2,"Apr",2007,5,"Monday",2007-04-02 05:00:00
"2210",2987,2,"Apr",2007,6,"Monday",2007-04-02 06:00:00
"2211",3317,2,"Apr",2007,7,"Monday",2007-04-02 07:00:00
"2212",3564,2,"Apr",2007,8,"Monday",2007-04-02 08:00:00
"2213",1891,2,"Apr",2007,9,"Monday",2007-04-02 09:00:00
"2214",2510,2,"Apr",2007,10,"Monday",2007-04-02 10:00:00
"2215",2226,2,"Apr",2007,11,"Monday",2007-04-02 11:00:00
"2216",3116,2,"Apr",2007,12,"Monday",2007-04-02 12:00:00
"2217",2468,2,"Apr",2007,13,"Monday",2007-04-02 13:00:00
"2218",2421,2,"Apr",2007,14,"Monday",2007-04-02 14:00:00
"2219",1896,2,"Apr",2007,15,"Monday",2007-04-02 15:00:00
"2220",1528,2,"Apr",2007,16,"Monday",2007-04-02 16:00:00
"2221",1884,2,"Apr",2007,17,"Monday",2007-04-02 17:00:00
"2222",1728,2,"Apr",2007,18,"Monday",2007-04-02 18:00:00
"2223",5242,2,"Apr",2007,19,"Monday",2007-04-02 19:00:00
"2224",6525,2,"Apr",2007,20,"Monday",2007-04-02 20:00:00
"2225",6005,2,"Apr",2007,21,"Monday",2007-04-02 21:00:00
"2226",6924,2,"Apr",2007,22,"Monday",2007-04-02 22:00:00
"2227",3596,2,"Apr",2007,23,"Monday",2007-04-02 23:00:00
"2228",4241,3,"Apr",2007,0,"Tuesday",2007-04-03 00:00:00
"2229",5001,3,"Apr",2007,1,"Tuesday",2007-04-03 01:00:00
"2230",9178,3,"Apr",2007,2,"Tuesday",2007-04-03 02:00:00
"2231",2951,3,"Apr",2007,3,"Tuesday",2007-04-03 03:00:00
"2232",2418,3,"Apr",2007,4,"Tuesday",2007-04-03 04:00:00
"2233",3330,3,"Apr",2007,5,"Tuesday",2007-04-03 05:00:00
"2234",3471,3,"Apr",2007,6,"Tuesday",2007-04-03 06:00:00
"2235",3871,3,"Apr",2007,7,"Tuesday",2007-04-03 07:00:00
"2236",4095,3,"Apr",2007,8,"Tuesday",2007-04-03 08:00:00
"2237",2751,3,"Apr",2007,9,"Tuesday",2007-04-03 09:00:00
"2238",2399,3,"Apr",2007,10,"Tuesday",2007-04-03 10:00:00
"2239",2908,3,"Apr",2007,11,"Tuesday",2007-04-03 11:00:00
"2240",3563,3,"Apr",2007,12,"Tuesday",2007-04-03 12:00:00
"2241",2244,3,"Apr",2007,13,"Tuesday",2007-04-03 13:00:00
"2242",2073,3,"Apr",2007,14,"Tuesday",2007-04-03 14:00:00
"2243",2211,3,"Apr",2007,15,"Tuesday",2007-04-03 15:00:00
"2244",1452,3,"Apr",2007,16,"Tuesday",2007-04-03 16:00:00
"2245",1542,3,"Apr",2007,17,"Tuesday",2007-04-03 17:00:00
"2246",2981,3,"Apr",2007,18,"Tuesday",2007-04-03 18:00:00
"2247",4650,3,"Apr",2007,19,"Tuesday",2007-04-03 19:00:00
"2248",1819,3,"Apr",2007,20,"Tuesday",2007-04-03 20:00:00
"2249",2424,3,"Apr",2007,21,"Tuesday",2007-04-03 21:00:00
"2250",1932,3,"Apr",2007,22,"Tuesday",2007-04-03 22:00:00
"2251",3678,3,"Apr",2007,23,"Tuesday",2007-04-03 23:00:00
"2252",7566,4,"Apr",2007,0,"Wednesday",2007-04-04 00:00:00
"2253",6585,4,"Apr",2007,1,"Wednesday",2007-04-04 01:00:00
"2254",5048,4,"Apr",2007,2,"Wednesday",2007-04-04 02:00:00
"2255",1431,4,"Apr",2007,3,"Wednesday",2007-04-04 03:00:00
"2256",2434,4,"Apr",2007,4,"Wednesday",2007-04-04 04:00:00
"2257",2744,4,"Apr",2007,5,"Wednesday",2007-04-04 05:00:00
"2258",3194,4,"Apr",2007,6,"Wednesday",2007-04-04 06:00:00
"2259",4588,4,"Apr",2007,7,"Wednesday",2007-04-04 07:00:00
"2260",3207,4,"Apr",2007,8,"Wednesday",2007-04-04 08:00:00
"2261",2985,4,"Apr",2007,9,"Wednesday",2007-04-04 09:00:00
"2262",3429,4,"Apr",2007,10,"Wednesday",2007-04-04 10:00:00
"2263",1907,4,"Apr",2007,11,"Wednesday",2007-04-04 11:00:00
"2264",1913,4,"Apr",2007,12,"Wednesday",2007-04-04 12:00:00
"2265",2414,4,"Apr",2007,13,"Wednesday",2007-04-04 13:00:00
"2266",2469,4,"Apr",2007,14,"Wednesday",2007-04-04 14:00:00
