"","lon","lat","raw","anomaly","infill"
"5029",-111.37,47.98,14,-0.48097,1
"5030",-111.25,48.07,15,-0.42783,1
"5031",-106.22,45.82,49,0.44487,1
"5032",-105.3,48.52,32,0.88238,1
"5033",-108.9,45.3,25,-0.41305,0
"5034",-105.4,45.43,65,1.05848,0
"5035",-108.88,46.1,12,-0.87963,1
"5036",-105.75,47.3,10,-0.72165,1
"5037",-113.02,48.57,27,-0.02734,0
"5038",-107.3,47.47,8,-1.00983,0
"5039",-106.95,45.53,58,0.90058,0
"5040",-112.55,46.02,13,-1.00096,0
"5041",-112.5,45.95,10,-1.03188,1
"5042",-112.3,47.93,10,-0.85857,1
"5043",-111.68,45.2,4,-2.33391,0
"5044",-107.9,45.42,64,0.27155,0
"5045",-112.28,46.82,7,-1.5242,0
"5046",-111.7,46.63,25,0.29519,0
"5047",-111.95,45.87,17,-0.28865,1
"5048",-104.25,46.7,29,-0.09606,1
"5049",-111.22,47.78,13,-0.73033,1
"5050",-111.72,47.22,17,-0.8337,0
"5051",-111.58,47,16,-0.7038,1
"5052",-110.95,48.5,11,-0.36935,0
"5053",-109.23,48.58,32,0.38176,0
"5054",-112.17,47.82,5,-1.16403,0
"5055",-105.58,47.43,28,0.12438,1
"5056",-105.57,47.52,7,-1.0952,0
"5057",-109.07,48.32,42,0.29999,1
"5058",-110.58,45.85,22,-0.67446,1
"5059",-106.62,47.07,12,-0.68707,1
"5060",-106.6,45.88,53,0.56282,0
"5061",-114.2,48.32,62,1.77098,0
"5062",-109.25,45.63,31,-0.13885,0
"5063",-114.13,45.93,21,-0.38919,1
"5064",-111.97,48.17,15,-0.31929,0
"5065",-107.58,48.02,25,0.27256,1
"5066",-109.93,45.02,38,-1.11167,1
"5067",-110.67,46.6,44,0.40743,0
"5068",-114.13,48.18,66,1.52547,1
"5069",-107.45,45.6,57,0.53667,0
"5070",-104.52,48.15,33,0.33186,0
"5071",-107.52,46.12,10,-1.1112,0
"5072",-112.37,48.6,23,0.32742,0
"5073",-114.18,46.03,18,-0.50479,0
"5074",-106.83,45.03,65,1.1301,1
"5075",-111.13,46.37,38,-0.11213,1
"5076",-112.73,46.38,10,-0.73643,0
"5077",-112.8,46.38,9,-0.93698,1
"5078",-112.82,48.98,21,-0.31358,1
"5079",-109.95,47.32,12,-0.87677,0
"5080",-112.55,45.25,23,0.15976,0
"5081",-112.63,45.2,22,-0.19862,0
"5082",-112.78,45.77,17,-0.68383,1
"5083",-108.25,48.4,21,0.27271,1
"5084",-113.15,46.67,17,-0.713,1
"5085",-113.2,46.62,11,-1.16678,0
"5086",-111.8,45.9,9,-1.53174,1
"5087",-111.57,48.67,16,-0.19941,0
"5088",-112.63,48.25,15,-0.63143,1
"5089",-112.92,46.1,18,-0.32572,0
"5090",-113.22,48.45,56,0.27935,1
"5091",-111.92,46.58,14,-0.67288,0
"5092",-108.72,45.38,38,-0.27957,1
"5093",-104.53,45.88,65,0.84133,0
"5094",-112.43,46.57,24,-0.46272,1
"5095",-110.72,45.37,22,-0.66867,1
"5096",-111.72,45.35,13,-1.19209,0
"5097",-113.6,48.28,99,0.44045,1
"5098",-112.13,48.57,21,0.16107,1
"5099",-115.07,48.9,41,1.50306,1
"5100",-111.98,47.62,4,-1.50629,0
"5101",-104.05,47.85,47,0.84939,0
"5102",-109.52,45.45,20,-0.97341,1
"5103",-108.32,46.85,21,-0.3728,0
"5104",-107.47,48.78,20,0.06156,0
"5105",-106.68,46.27,31,0.07743,1
"5106",-106.62,46.27,11,-0.9422,0
"5107",-109.8,48.5,26,0.25188,0
"5108",-110.67,47.82,26,-0.06467,0
"5109",-114.9,48.78,50,1.42294,0
"5110",-111.2,46.68,21,0.23204,1
"5111",-106.45,48,25,0.32144,0
"5112",-106.4,48.02,36,0.81817,1
"5113",-106.03,48.07,22,0.11448,0
"5114",-111.37,48.28,18,-0.25222,1
"5115",-111.08,45.02,47,-0.72377,1
"5116",-111.25,45.47,50,0.01276,1
"5117",-110.7,45.03,16,0.01955,1
"5118",-105.92,46.05,45,0.43098,0
"5119",-110.27,47.6,18,-0.45889,1
"5120",-110.17,47.53,13,-0.82612,0
"5121",-109.47,46,18,-0.60906,1
"5122",-112.77,47.6,31,-0.34244,0
"5123",-110.3,48.58,18,0.03855,1
"5124",-106.83,48.38,28,0.9878,1
"5125",-106.63,48.18,43,1.51991,0
"5126",-106.62,48.22,43,1.51879,0
"5127",-112.68,45.52,10,-0.7335,1
"5128",-104.72,47.1,26,0.04888,0
"5129",-111.4,48.98,17,-0.2025,0
"5130",-113.08,45,21,0.16589,1
"5131",-108.8,47.02,14,-0.9378,0
"5132",-111.37,47.48,9,-1.33047,0
"5133",-114.15,46.25,6,-1.58337,0
"5134",-107.43,48.17,25,0.43723,1
"5135",-107.6,45.75,51,0.75984,0
"5136",-108.78,48.53,28,0.53015,0
"5137",-109.83,46.45,11,-0.81043,1
"5138",-115.35,47.38,47,0.35623,0
"5139",-109.67,48.57,28,0.35223,0
"5140",-109.77,48.55,24,0.20114,1
"5141",-106.7,47.57,22,-0.13613,1
"5142",-108.7,48,33,0.01422,0
"5143",-111.33,44.87,57,0.31288,0
"5144",-112.05,46.67,11,-0.92265,0
"5145",-112,46.6,15,-0.57764,0
"5146",-115.95,48.07,130,2.10779,0
"5147",-110.78,47.55,24,-0.73961,1
"5148",-110.67,47.65,19,-0.63583,0
"5149",-110.43,48.55,16,-0.0792,1
"5150",-110.47,48.72,18,0.10779,1
"5151",-107.08,48.4,32,1.10658,0
"5152",-107.15,48.35,39,1.25263,1
"5153",-107.08,48.73,18,0.16063,1
"5154",-109.87,47,15,-0.78467,1
"5155",-108.8,48.82,29,0.25261,1
"5156",-112.02,47,20,-0.30645,0
"5157",-114.65,47.62,32,0.20042,1
"5158",-114.05,48.38,100,1.97622,0
"5159",-108.25,45.92,21,-0.58125,0
"5160",-107.22,46.3,9,-1.15489,0
"5161",-107.1,46.02,22,-0.48078,1
"5162",-109.75,47.8,14,-0.54308,1
"5163",-107.32,46.5,6,-1.34388,0
"5164",-107.22,46.7,8,-0.97114,1
"5165",-113.42,45.37,19,-0.2194,1
"5166",-110.65,45.07,29,-0.42724,1
"5167",-108.97,45.48,33,-0.28051,1
"5168",-110.77,48.65,20,0.23141,0
"5169",-110.82,48.87,14,-0.2247,1
"5170",-106.9,47.32,19,-0.30759,0
"5171",-106.43,47.35,23,-0.01705,1
"5172",-109.75,46.68,18,-0.57257,1
"5173",-109.48,46.68,22,-0.90174,1
"5174",-114.27,48.3,50,1.27551,0
"5175",-114.32,48.2,49,0.98296,0
"5176",-114.47,48.13,53,0.71576,1
"5177",-110.7,46.83,73,-0.22644,1
"5178",-106.98,45.32,72,1.05159,1
"5179",-104.05,45.9,40,0.50719,1
"5180",-110.08,48.58,20,0.14799,1
"5181",-111.8,44.6,50,0.5056,0
"5182",-104.6,47.7,24,-0.07805,1
"5183",-106.65,45.63,61,0.88415,0
"5184",-108.78,45.67,25,-0.49283,1
"5185",-110.6,46.37,17,-0.70352,1
"5186",-109.42,46.92,36,-0.35755,1
"5187",-109.45,47.05,25,-0.25448,0
"5188",-115.3,48.4,49,0.76231,1
"5189",-115.53,48.4,47,1.14872,0
"5190",-115.25,48.02,75,1.6347,1
"5191",-112.58,44.65,47,1.13375,0
"5192",-112.65,46.95,16,-0.91646,0
"5193",-113.72,47.4,67,0.75016,1
"5194",-105.15,47.23,19,-0.20665,1
"5195",-110.57,45.67,27,-0.37721,0
"5196",-110.57,45.48,27,-0.33723,0
"5197",-110.53,45.67,29,-0.26115,0
"5198",-114.53,46.72,34,-1.26983,1
"5199",-114.65,47.72,24,-0.06464,0
"5200",-110.2,48.25,19,-0.15654,1
"5201",-107.82,48.95,25,0.5683,1
"5202",-111.22,48.48,15,-0.20027,1
"5203",-110.7,46.37,22,-0.32893,0
"5204",-105.93,48.45,43,1.03046,0
"5205",-104.73,46.15,44,0.3273,1
"5206",-107.87,48.35,25,0.4368,0
"5207",-107.73,48.4,28,0.65771,0
"5208",-108,47.85,19,-0.23619,1
"5209",-111.33,45.88,15,-0.85001,1
"5210",-110.32,46.45,5,-1.59971,0
"5211",-112.3,46.75,16,-1.01977,1
"5212",-104.45,48.48,50,0.98845,0
"5213",-107.87,46.6,13,-0.91609,0
"5214",-110.05,46.1,16,-0.84272,1
"5215",-111.13,46.02,23,-0.44965,1
"5216",-104.95,46.68,23,-0.10717,0
"5217",-104.97,46.77,20,-0.21115,0
"5218",-105.83,46.4,26,-0.17834,1
"5219",-105.87,46.43,28,-0.09156,0
"5220",-111.17,46.88,35,0.25116,1
"5221",-113.97,46.88,24,-0.15815,1
"5222",-114.03,46.88,14,-0.65553,0
"5223",-114.08,46.92,17,-0.39237,0
"5224",-109.95,47.05,16,-0.7485,0
"5225",-112.32,44.57,41,0.73822,1
"5226",-105.82,45.12,55,0.87246,1
"5227",-107.85,47,16,-0.63566,1
"5228",-107.95,47.27,14,-0.65297,1
"5229",-109.75,45.23,45,-0.62258,0
"5230",-110.78,47.05,31,-0.3408,1
"5231",-104.13,48.02,38,0.4776,1
"5232",-111.65,45.58,34,0.13424,1
"5233",-111.63,45.48,51,0.47306,0
"5234",-106.42,48.85,18,0.23036,0
"5235",-106.38,49,23,0.98274,1
"5236",-106.32,48.68,33,0.81401,0
"5237",-106.25,45.1,97,1.17112,1
"5238",-104.83,48.9,31,0.67615,0
"5239",-113.15,47.02,28,-0.06434,0
"5240",-113.07,46.9,18,-0.73441,1
"5241",-113.28,47.05,25,-0.40998,1
"5242",-114.8,47.38,36,0.35885,1
"5243",-105.3,47.57,15,-0.52681,1
"5244",-112.3,48.07,13,-0.75389,0
"5245",-113.3,46.33,23,-0.55318,0
"5246",-113.3,46.32,19,-0.86145,0
"5247",-108.2,48.05,24,0.0508,1
"5248",-114.92,48.13,64,1.23208,0
"5249",-104.55,48.78,32,0.72328,0
"5250",-104.5,46.42,40,0.34129,0
"5251",-114.27,48.78,57,1.5073,0
"5252",-114.17,47.68,39,0.52337,0
"5253",-114.25,47.68,37,0.61554,1
"5254",-111.9,45.67,31,-0.44943,1
"5255",-105.15,48.13,29,0.29499,0
"5256",-107.83,49,18,0.16454,1
"5257",-113.6,46.88,24,-0.31283,1
"5258",-105.02,45.85,53,0.72307,1
"5259",-105.1,45.77,58,0.87809,1
"5260",-111.6,47.65,6,-1.20662,1
"5261",-108.53,45.43,35,-0.34067,1
"5262",-109.25,45.92,8,-1.305,0
"5263",-104.58,49,30,0.69577,1
"5264",-110.73,47.27,18,-1.19068,1
"5265",-110.75,47.3,19,-1.10781,1
"5266",-109.25,45.18,27,-0.9998,0
"5267",-104.95,48.83,34,0.81798,1
"5268",-105.07,47.65,25,-0.03954,0
"5269",-106.23,46.82,13,-0.60436,1
"5270",-106.13,46.78,10,-0.83364,0
"5271",-109.78,48.25,34,0.2372,1
"5272",-112.32,47.17,22,-0.44689,1
"5273",-108.57,46.47,15,-0.50642,0
"5274",-108.83,47.42,10,-1.0387,0
"5275",-110.58,48.98,15,-0.11445,1
"5276",-109.38,46.53,16,-0.36744,1
"5277",-107.35,48.47,26,0.70162,1
"5278",-107.53,48.53,16,0.02271,1
"5279",-114.1,47.32,49,0.79996,0
"5280",-113.43,48.75,53,0.36082,1
"5281",-115.1,47.3,43,0.48101,1
"5282",-104.35,47.45,17,-0.45432,0
"5283",-105.42,48.78,42,1.17638,0
"5284",-113.52,47.22,50,0.70604,0
"5285",-111.87,48.55,15,-0.24881,1
"5286",-110.58,47.53,42,-0.46824,1
"5287",-104.13,47.72,33,0.32959,1
"5288",-113.22,46.17,29,-1.08548,0
"5289",-111.93,47.5,7,-1.20316,1
"5290",-110.27,48.98,10,-0.26315,0
"5291",-105.82,45.47,60,0.77271,1
"5292",-105.85,45.42,66,0.85735,1
"5293",-110.25,45.77,17,-0.79065,1
"5294",-110.2,47.17,28,-0.09538,0
"5295",-110.25,47.17,19,-0.65849,1
"5296",-114.1,46.52,13,-0.44227,0
"5297",-113.35,48.32,85,0.12018,0
"5298",-111.73,48.9,16,-0.19788,1
"5299",-111.77,47.47,9,-1.04002,0
"5300",-114.87,47.18,28,0.01973,0
"5301",-113.83,47.92,72,1.4076,1
"5302",-111.95,49,19,-0.04121,1
"5303",-107.6,47.8,19,-0.18265,0
"5304",-105.32,46.78,16,-0.24288,1
"5305",-105.6,47.13,14,-0.54971,1
"5306",-106.92,48.88,26,0.69523,1
"5307",-115.35,47.6,61,1.25123,0
"5308",-115.37,47.6,53,0.90896,1
"5309",-111.08,48.32,14,-0.26785,1
"5310",-111.47,46.13,13,-0.79801,1
"5311",-111.52,46.32,12,-0.62259,0
"5312",-111.4,46.27,17,-0.45969,1
"5313",-111.28,46.35,42,0.74435,0
"5314",-111.48,45.95,11,-1.18449,0
"5315",-115.63,47.83,80,1.31602,0
"5316",-115.62,47.87,83,1.524,1
"5317",-115.92,48.48,68,1.24702,1
"5318",-115.88,48.73,76,0.89251,1
"5319",-108.4,48.85,32,0.71381,0
"5320",-112.33,45.53,16,-0.20869,1
"5321",-111.43,47.35,16,-0.84736,0
"5322",-110.3,46.88,21,-0.61883,1
"5323",-108.43,47.3,14,-0.78084,1
"5324",-112.25,48.32,17,-0.13826,0
"5325",-105.48,47.85,37,0.27503,0
"5326",-111.95,45.3,47,0.66078,0
"5327",-105.67,45.83,56,0.6146,1
"5328",-104.05,48.87,36,0.65101,0
"5329",-111.1,44.65,36,-0.29159,0
"5330",-114.38,48.48,58,0.06039,0
"5331",-112.2,45.82,3,-1.98808,0
"5332",-110.92,46.55,34,0.7998,0
"5333",-110.88,46.52,34,0.49714,0
"5334",-110.87,46.68,38,0.14937,1
"5335",-111.2,46.83,19,-0.02147,1
"5336",-107.63,48.75,19,0.28623,1
"5337",-104.15,46.98,16,-0.54044,0
"5338",-110.67,46,23,-0.53725,1
"5339",-110.5,46.03,27,-0.68402,1
"5340",-109.38,47.55,10,-1.00979,0
"5341",-108.32,47.07,19,-0.45398,0
"5342",-113.45,45.62,17,-0.34144,1
"5343",-112.95,45.8,10,-1.06319,1
"5344",-105.63,48.08,21,-0.16786,1
"5345",-105.53,48.08,22,-0.12435,0
"5346",-107.38,45.13,66,0.60916,0
"5347",-107.92,45.32,60,0.2493,0
"5348",-108.52,47.92,33,-0.21643,1
"5349",-103.78,42.42,15,-0.89963,0
"5350",-99.87,42.55,39,-0.33403,0
"5351",-97.98,41.67,20,-1.23514,0
"5352",-102.9,42.1,55,0.53912,0
"5353",-99.37,40.1,16,-1.05729,0
"5354",-99.87,41.62,25,-1.04789,0
"5355",-99.13,41.42,7,-1.85439,0
"5356",-100.18,41.42,6,-1.97223,0
"5357",-101.68,41.57,17,-0.93176,0
"5358",-96.35,41.05,53,-0.29176,0
"5359",-98.98,42.53,116,1.34675,0
"5360",-99.47,40.37,9,-1.46521,1
"5361",-95.75,40.37,33,-0.98409,0
"5362",-98.02,40.87,13,-1.58812,0
"5363",-96.58,40.05,34,-0.81168,1
"5364",-98.53,41.98,35,-0.66991,1
"5365",-96.73,40.27,37,-0.76256,0
"5366",-96.75,40.3,38,-0.72688,0
"5367",-99.83,40.13,10,-1.38321,0
"5368",-96.8,41.95,35,-0.66261,0
"5369",-101.53,40.05,6,-1.54052,0
"5370",-96.5,40.68,50,-0.4422,1
"5371",-96.2,41.4,37,-0.71917,1
"5372",-99.63,40.52,6,-1.65584,1
"5373",-102.08,41.07,4,-1.88217,0
"5374",-96.13,41.55,29,-1.02027,0
"5375",-97.65,42.6,57,-0.08991,0
"5376",-98.5,40.3,19,-1.22361,1
"5377",-102.95,42.13,47,0.2672,0
"5378",-96.13,41.27,43,-0.51762,1
"5379",-97.75,40.88,17,-1.4351,0
"5380",-99.87,41.95,11,-1.60715,0
"5381",-103.1,41.67,20,-0.78012,0
"5382",-99.68,41.42,36,-0.45247,0
"5383",-100.62,42.28,33,-0.4249,1
"5384",-97.57,40.33,21,-1.3314,0
"5385",-99.15,41.78,12,-1.53008,0
"5386",-98.83,42.92,48,-0.10518,0
"5387",-98.62,41,12,-1.47924,1
"5388",-100.17,40.27,8,-1.49161,0
"5389",-99.7,40.7,8,-1.48416,1
"5390",-98,41.12,21,-1.1898,0
"5391",-103.08,42.83,66,0.93714,0
"5392",-98.8,42.05,33,-0.63411,0
"5393",-97.12,41.72,31,-0.74942,0
"5394",-98.05,40.53,25,-1.06189,0
"5395",-98.15,40.53,26,-1.0029,1
"5396",-97.35,41.43,28,-0.85626,0
"5397",-99.25,41.55,12,-1.55654,0
"5398",-96.97,42.38,40,-0.53302,1
"5399",-103.42,42.7,62,0.71793,1
"5400",-97.9,42.45,36,-0.4909,0
"5401",-102.43,41.75,47,0.4291,0
"5402",-96.95,40.62,31,-0.92675,0
"5403",-96.97,40.6,35,-0.78676,1
"5404",-100.83,40.22,6,-1.65499,0
"5405",-100.5,40.67,0,-2.6615,0
"5406",-102.97,41.42,22,-0.89875,0
"5407",-97.12,41.27,16,-1.44794,0
"5408",-98.07,40.33,20,-1.23446,1
"5409",-96.88,41.72,24,-1.11619,0
"5410",-98.27,41.95,30,-0.82948,0
"5411",-96.25,41.28,43,-0.51553,0
"5412",-100.02,42.17,23,-1.09877,1
"5413",-102.28,42.05,41,0.37756,0
"5414",-102.15,42.38,48,0.30178,1
"5415",-102.2,42.27,51,0.36938,1
"5416",-101.4,40.85,3,-1.95514,0
"5417",-99.92,40.48,9,-1.40553,0
"5418",-96.83,40.83,37,-0.77724,1
"5419",-96.73,42.27,50,-0.38685,0
"5420",-101.52,40.42,3,-1.90701,1
"5421",-98.77,41.78,30,-0.70598,0
"5422",-100.08,40.68,5,-1.73441,0
"5423",-98.35,42.25,31,-0.68021,0
"5424",-98.38,42.08,30,-0.79719,1
"5425",-97.17,40.15,43,-0.53102,0
"5426",-97.58,40.63,18,-1.38898,0
"5427",-95.6,40.07,102,0.76307,0
"5428",-96.6,40.53,57,-0.17658,0
"5429",-103.47,42.65,62,0.76067,0
"5430",-98.97,40.1,31,-0.58345,0
"5431",-96.48,41.43,34,-0.79036,0
"5432",-97.28,40.65,19,-1.40265,0
"5433",-97.97,41.37,11,-1.60767,0
"5434",-97.48,42.85,55,0.15715,1
"5435",-97.6,40.53,28,-1.077,0
"5436",-97.77,41.45,23,-1.01754,0
"5437",-102.17,42.8,50,0.22983,0
"5438",-100.17,40.93,18,-1.04893,0
"5439",-98.32,40.97,13,-1.49006,0
"5440",-98.53,41.55,19,-1.22625,0
"5441",-97.42,40.98,29,-0.92143,1
"5442",-98.33,40.07,25,-1.05792,0
"5443",-101.93,40.02,20,-0.76512,0
"5444",-96.78,40.57,39,-0.67808,1
"5445",-100.32,41.9,13,-1.49361,0
"5446",-96.97,40.2,36,-0.72465,1
"5447",-97.95,40,27,-1.01418,1
"5448",-99.22,40.08,15,-1.15084,1
"5449",-103.88,41.65,40,0.1551,0
"5450",-103.88,42.68,24,-0.86038,0
"5451",-97.27,42.6,45,-0.24353,0
"5452",-98.38,40.65,17,-1.31302,0
"5453",-100.97,40.52,2,-2.14392,0
"5454",-102.68,42.68,60,0.10374,0
"5455",-102.7,42.5,60,0.66448,0
"5456",-97.58,40.17,28,-0.98344,0
"5457",-103.08,42.35,54,0.31944,1
"5458",-104.03,42.08,30,-0.42477,0
"5459",-96.22,41.67,38,-0.70369,0
"5460",-96.32,41.68,39,-0.67145,1
"5461",-101,41.15,11,-1.45092,0
"5462",-96.63,40.62,51,-0.43416,0
"5463",-99.37,40.43,11,-1.34606,0
"5464",-96.5,42.3,66,0.13459,0
"5465",-97,41.72,22,-1.14033,0
"5466",-97.5,40,34,-0.78147,1
"5467",-101.8,41.98,50,0.29761,0
"5468",-101.63,40.52,10,-1.29643,0
"5469",-101.62,40.52,7,-1.51207,1
"5470",-99.75,40.68,6,-1.6352,1
"5471",-99.08,40.7,24,-0.7996,0
"5472",-103.67,41.25,27,-0.45744,0
"5473",-101.67,41.22,12,-1.22398,0
"5474",-102.4,41.28,21,-0.83954,0
"5475",-96.87,40.58,33,-0.8772,0
"5476",-101.98,40.57,3,-1.91168,1
"5477",-97.08,42.42,28,-0.9188,0
"5478",-100.28,40.05,11,-1.3531,1
"5479",-99.75,40.78,3,-1.9495,0
"5480",-99.77,40.8,9,-1.4594,1
"5481",-96.62,40.85,42,-0.60771,0
"5482",-96.77,40.85,38,-0.72868,0
"5483",-96.67,40.77,40,-0.65513,0
"5484",-96.7,40.82,49,-0.36493,0
"5485",-102.63,41.5,21,-0.78647,1
"5486",-102.63,41.15,1,-2.40116,0
"5487",-98.97,41.28,10,-1.65347,0
"5488",-98.9,41.37,13,-1.45457,1
"5489",-104.03,41.92,55,0.38847,0
"5490",-98.45,42.83,52,-0.04016,0
"5491",-96.48,41.93,34,-0.77966,0
"5492",-97.45,41.83,23,-0.98763,0
"5493",-101.55,40.85,1,-2.24459,0
"5494",-96.87,40.92,36,-0.81668,0
"5495",-99.32,41.23,17,-1.23657,0
"5496",-100.6,40.2,5,-1.76151,0
"5497",-100.68,40.42,3,-1.98461,1
"5498",-97.58,40.75,13,-1.63274,0
"5499",-96.42,41.17,43,-0.55102,1
"5500",-97.73,42.03,30,-0.82135,0
"5501",-100.22,40.38,7,-1.54597,1
"5502",-101.68,42.92,25,-0.63108,0
"5503",-99.4,40.93,6,-1.70408,0
"5504",-103.47,41.92,28,-0.33605,0
"5505",-98.95,40.52,19,-0.99944,0
"5506",-103.68,41.95,22,-0.49174,0
"5507",-100.4,40.68,4,-1.83568,0
"5508",-101.05,42.05,40,-0.291,0
"5509",-101.33,42.27,60,0.3647,1
"5510",-99.13,40.07,14,-1.21975,0
"5511",-95.87,40.68,55,-0.43235,0
"5512",-95.83,40.68,55,-0.43267,1
"5513",-98.03,42.13,25,-0.94756,0
"5514",-98.07,40.2,22,-1.22662,0
"5515",-101.17,42.72,70,0.77562,0
"5516",-96.87,42.65,45,-0.36134,0
"5517",-99.33,42.6,50,0.00809,0
"5518",-98.02,42.75,30,-0.68221,0
"5519",-97.42,42.03,35,-0.5703,0
"5520",-97.43,41.98,31,-0.68822,0
"5521",-98.77,41.5,22,-0.99933,0
"5522",-100.7,41.13,13,-1.36801,1
"5523",-100.75,41.13,14,-1.29446,1
"5524",-100.75,41.07,11,-1.464,1
"5525",-97.97,42.07,37,-0.55546,0
"5526",-99.77,41.13,17,-1.1885,1
"5527",-99.83,41.08,12,-1.42083,1
"5528",-101.72,41.13,6,-1.63207,0
"5529",-96,41.25,57,-0.14443,0
"5530",-96.02,41.37,46,-0.46419,1
"5531",-98.63,42.45,51,-0.04209,0
"5532",-98.93,41.6,30,-0.72453,0
"5533",-98.93,41.45,15,-1.35583,1
"5534",-99.5,40.13,10,-1.34229,1
"5535",-97.55,41.18,28,-0.93402,0
"5536",-97.72,41.18,24,-1.08767,1
"5537",-102.33,41.4,20,-0.78538,0
"5538",-102.43,41.3,11,-1.3906,1
"5539",-97.6,42.35,36,-0.66912,0
"5540",-99.63,40.25,3,-1.9386,0
"5541",-101.12,40.35,2,-2.07714,0
"5542",-96.15,40.1,44,-0.58938,0
"5543",-101.35,41.13,4,-1.85772,0
"5544",-97.05,42.02,40,-0.4283,0
"5545",-95.88,41.02,55,-0.19885,0
"5546",-97.78,41.08,24,-1.1187,1
"5547",-103.32,41.22,40,0.20501,0
"5548",-100.25,42.07,14,-1.38581,0
"5549",-99.3,40.32,12,-1.27615,1
"5550",-97.35,42.37,34,-0.69854,0
"5551",-97.4,42.3,33,-0.72993,1
"5552",-98.92,41.03,15,-1.30154,0
"5553",-96.78,40.95,36,-0.801,0
"5554",-98.52,40.1,20,-1.1643,0
"5555",-100.65,40.35,4,-1.83744,1
"5556",-96.67,40.65,49,-0.43129,1
"5557",-99.47,42.15,21,-1.09367,1
"5558",-98.37,40.27,15,-1.46346,0
"5559",-102.47,42.72,50,0.12888,0
"5560",-100.73,40.43,2,-2.1199,1
"5561",-98.47,41.27,14,-1.36152,0
"5562",-97.05,41.43,34,-0.61848,0
"5563",-103.6,41.87,23,-0.63608,0
"5564",-97.88,40.33,15,-1.54093,0
"5565",-97.1,40.9,22,-1.22792,0
"5566",-102.98,41.13,17,-1.04263,0
"5567",-103.03,41.13,23,-0.7155,1
"5568",-98.65,42.82,32,-0.62643,0
"5569",-96.33,41.65,38,-0.70191,0
"5570",-96.73,40.63,53,-0.28047,0
"5571",-99.73,42.82,39,-0.38687,0
"5572",-97.23,41.95,33,-0.68908,0
"5573",-97.18,40.97,25,-1.10559,1
"5574",-100.52,41.48,21,-1.09775,0
"5575",-96.38,40.47,48,-0.49029,1
"5576",-100.38,40.53,3,-1.93054,0
"5577",-101.23,40.13,2,-2.00813,0
"5578",-98.07,40.03,25,-1.08756,0
"5579",-97.32,41.1,21,-1.24018,1
"5580",-96.18,40.67,54,-0.27571,0
"5581",-96.08,40.23,63,-0.09461,0
"5582",-99.38,41.77,14,-1.45453,1
"5583",-96.22,40.37,46,-0.53418,0
"5584",-96.22,41.77,33,-0.87099,0
"5585",-96.57,42.18,62,0.03619,0
"5586",-101.02,40.18,4,-1.81912,1
"5587",-100.97,41.55,17,-1.23466,0
"5588",-97.2,41.07,24,-1.14473,1
"5589",-97.2,41.1,23,-1.18011,0
"5590",-98.9,40.32,18,-1.13334,0
"5591",-97.35,40.9,24,-1.03047,0
"5592",-100.68,42.58,72,0.68625,0
"5593",-100.55,42.88,43,0.16382,0
"5594",-96.83,41.08,48,-0.37753,0
"5595",-96.5,40.25,35,-0.87057,0
"5596",-96.87,42.27,65,0.09236,0
"5597",-101.17,40.83,4,-1.84561,1
"5598",-96.5,42.15,72,0.27683,0
"5599",-96.3,41.33,41,-0.57463,1
"5600",-101.38,40.42,0,-2.60797,0
"5601",-97.02,42.23,45,-0.36365,0
"5602",-96.15,40.87,43,-0.6674,0
"5603",-100.73,40.75,9,-1.55902,0
"5604",-97.2,40.4,31,-0.94607,0
"5605",-96.72,41.83,41,-0.51306,0
"5606",-101.43,42.4,47,0.03531,1
"5607",-100.12,40.12,11,-1.37007,0
"5608",-96.47,42.25,85,0.56764,0
"5609",-97.17,42.17,35,-0.65089,0
"5610",-96.67,40.13,39,-0.70582,0
"5611",-97.6,40.87,38,-0.64982,0
"5612",-115.58,38.12,6,-0.70929,0
"5613",-116.5,36.53,2,-0.22538,1
"5614",-115.18,40.8,51,0.66497,0
"5615",-117.08,39.5,75,1.09223,0
"5616",-118.27,38,5,-0.45256,0
"5617",-116.93,40.65,14,-0.20206,1
"5618",-116.88,40.62,13,-0.26906,0
"5619",-116.75,36.9,0,-0.95024,0
"5620",-116.72,37,2,-0.34608,1
"5621",-116.48,40.6,14,-0.21024,1
"5622",-116.58,39.9,39,0.55463,1
"5623",-115.55,38.53,7,-0.21111,1
"5624",-116.22,38.38,4,-0.28559,1
"5625",-114.85,35.98,1,-0.49276,0
"5626",-117.67,40.08,14,-0.0118,1
"5627",-117.47,40.38,26,0.03322,1
"5628",-114.15,36.75,3,-0.53671,1
"5629",-114.52,37.62,13,-0.15106,0
"5630",-116.32,40.92,30,0.50586,1
"5631",-119.77,39.15,35,1.80047,0
"5632",-117.32,39.38,18,-0.5427,1
"5633",-115.03,40.73,34,0.69054,1
"5634",-117.9,38.05,1,-0.75101,0
"5635",-114.75,41.78,14,-0.25198,0
"5636",-115.35,38.8,6,-0.85789,1
"5637",-114.72,40.27,7,-0.88975,1
"5638",-115.28,41.07,37,0.44904,1
"5639",-118.63,41.98,29,0.53133,1
"5640",-115.37,36.43,7,0.24717,0
"5641",-116.02,36.62,5,0.07552,1
"5642",-116.05,37.92,3,-0.61506,1
"5643",-115.72,38.9,7,-0.33978,1
"5644",-119.02,41.87,16,0.20083,1
"5645",-118.08,37.72,2,-0.57384,0
"5646",-114.18,38.03,26,0.00704,1
