"","locality","site","dose","entry","replication","height","stalks","wfr","wff","wfk","roots","FOS","glucose","fructose","sucrose","brix","foliage","dry","IH"
"366","OXA",6,"F80","P1385",3,279.375,2.125,45200,52200,10880,12.9,71.1,2.16,3.90000000000001,15.84,13.4,33.1,33.1,0.183
"367","OXA",6,"F150","P1385",1,270.6875,2.875,47720,56200,15300,12.9,79.2,1.5,1.5,11.8,12.8,26.5,26.5,0.2053
"368","OXA",6,"F150","P1385",2,272.0625,3.3125,49990,50500,18300,12.8,72,1.5,1.5,17.16,12.4,27.5,27.5,0.176
"369","OXA",6,"F150","P1385",3,246.8125,2.8125,40200,41200,15350,11.9,78.1,1.5,1.5,12.2,12.5,29.5,29.5,0.1804
"370","OXA",6,"F0","AMM5150",1,261.1875,3.375,63930,53930,15730,13.6,73.4,1.5,1.5,17.86,14,15.1,24.4,0.2579
"371","OXA",6,"F0","AMM5150",2,280.6875,2.3125,78390,47200,19300,14.4,74.3,1.5,1.5,17.92,14.5,19.5,27.6,0.2425
"372","OXA",6,"F0","AMM5150",3,283.2,3.6,58740,54600,16900,13.4,73.9,1.5,1.5,16.3,14.5,14.8,26,0.2412
"373","OXA",6,"F80","AMM5150",1,271.25,2,36070,50400,19350,13.3,67.1,2.03,3.75000000000001,19.92,13,22.6,22.6,0.2485
"374","OXA",6,"F80","AMM5150",2,275.625,2.8125,50960,49150,20880,14,73.4,1.5,1.5,15.82,13.8,25.5,25.5,0.2121
"375","OXA",6,"F80","AMM5150",3,280.1875,2.6875,54080,43220,20460,12.8,66.2,1.5,2.45,25.1,13,21.4,21.4,0.2398
"376","OXA",6,"F150","AMM5150",1,278.1875,2.5,53450,40450,25950,13.2,72,1.5,1.5,17.7,13.2,28.2,28.2,0.1973
"377","OXA",6,"F150","AMM5150",2,258.5625,2.5,35510,57900,23550,13.9,72.1,1.5,1.5,17.42,13.2,30.1,30.1,0.1845
"378","OXA",6,"F150","AMM5150",3,268.75,2.5,40190,52700,20300,13,74.4,1.5,1.5,16.34,13,22.7,22.7,0.2215
"379","OXA",6,"F0","ARB5125 ",1,259.357142857143,2.42857142857143,40250,48500,11880,13.5,73,1.5,1.5,18.54,14,17.3,23.4,0.2598
"380","OXA",6,"F0","ARB5125 ",2,291.1875,2.4375,41340,45500,12150,14.1,68.6,1.5,4.24999999999999,21.08,14.2,16,26.1,0.2364
"381","OXA",6,"F0","ARB5125 ",3,265.4375,2.375,48380,48900,16120,13.2,71.6,1.5,1.5,17.68,13.6,17.8,22.3,0.262
"382","OXA",6,"F80","ARB5125 ",1,278.125,2.6875,50060,50100,16750,13.1,71.3,1.5,2.29999999999999,20.82,14,24.4,24.4,0.2175
"383","OXA",6,"F80","ARB5125 ",2,283.705882352941,2.17647058823529,63150,54020,17150,12.4,72.3,1.5,1.5,16.2,12.8,21.3,21.3,0.2093
"384","OXA",6,"F80","ARB5125 ",3,287.176470588235,2.23529411764706,58390,60500,19150,13.4,75,1.5,1.5,10.2,13.2,23.2,23.2,0.2315
"385","OXA",6,"F150","ARB5125 ",1,245.375,2.125,47130,40400,16620,13.5,74.4,1.5,1.5,13.6,13.2,26.6,26.6,0.1974
"386","OXA",6,"F150","ARB5125 ",2,270.4375,2.125,26620,37300,17800,11.3,69.4,2.42,2.7,18.48,12,28.5,28.5,0.162
"387","OXA",6,"F150","ARB5125 ",3,248.25,3.4375,37650,39560,22400,13.5,73.9,1.5,1.5,12.96,13.4,28.3,31.9,0.1983
"388","OXA",6,"F0","AKW5075 ",1,281.666666666667,3.4,62680,55700,11100,15,74.5,1.5,1.5,12.96,14.3,19.5,23,0.2799
"389","OXA",6,"F0","AKW5075 ",2,284.8125,3.0625,73930,59500,16300,14,70.1,1.5,1.85000000000001,22.1,13.3,17.4,28.1,0.2286
"390","OXA",6,"F0","AKW5075 ",3,282.375,2.625,75600,63600,15680,13.9,76.5,1.5,1.5,10.64,14.2,17.3,23.9,0.2573
"391","OXA",6,"F80","AKW5075 ",1,276.823529411765,2.82352941176471,76620,62550,15850,13.2,70.8,1.5,1.85,21.06,13.5,25,25,0.1859
"392","OXA",6,"F80","AKW5075 ",2,277.823529411765,2.52941176470588,69460,60800,18050,13.6,69.6,1.5,2.15,22.06,13.8,24.4,24.4,0.2313
"393","OXA",6,"F80","AKW5075 ",3,286.647058823529,2.17647058823529,48860,47800,10200,13.8,61,1.57,6.45,24.68,13.4,24.7,24.7,0.2106
"394","OXA",6,"F150","AKW5075 ",1,270.5625,3.1875,30360,51220,13200,13,73.5,1.5,1.5,13.68,12.8,23.6,23.6,0.2078
"395","OXA",6,"F150","AKW5075 ",2,263.6,2.53333333333333,53070,64440,16000,13.7,77.5,1.5,1.5,13.66,13.2,32.2,32.2,0.1986
"396","OXA",6,"F150","AKW5075 ",3,272.333333333333,2.53333333333333,26080,46130,17700,12.4,77.7,1.5,1.5,10.84,12.8,24.5,24.5,0.2104
"397","OXA",6,"F0","AMM5136",1,263.625,2.5,40625,53050,11500,12.1,60.1,2.55,6.25,23,11.8,14.8,26.5,0.2161
"398","OXA",6,"F0","AMM5136",2,294.625,2.1875,24660,43620,10240,11.9,65.5,1.65,4.05,20.8,12.6,17.3,19.1,0.2537
"399","OXA",6,"F0","AMM5136",3,279.6875,2.0625,39320,62100,12740,13.4,67.4,1.5,7.00000000000001,16.82,13,16.3,23.1,0.2467
"400","OXA",6,"F80","AMM5136",1,254.588235294118,1.94117647058824,36430,58800,14150,11.8,72,2.4,1.5,16.7,11.6,17.7,17.7,0.2195
"401","OXA",6,"F80","AMM5136",2,244.333333333333,1.93333333333333,43560,44130,12240,11.3,72.2,2.21,1.5,16.24,12.2,26.7,26.7,0.1912
"402","OXA",6,"F80","AMM5136",3,273.733333333333,2,35950,48640,14500,10.5,77.6,2.32,1.5,10.48,11.2,19.3,19.3,0.1975
"403","OXA",6,"F150","AMM5136",1,259.5,2.1875,36760,55550,13550,12,74.2,1.5,1.5,10.82,12.2,25.3,25.3,0.1878
"404","OXA",6,"F150","AMM5136",2,253,1.9375,19550,45200,13700,12.1,66.6,2.72,1.5,24.88,11.3,31.4,31.4,0.1685
"405","OXA",6,"F150","AMM5136",3,240.25,2.5,60470,68600,19750,11.7,72,3.19,1.5,13.56,12.2,22.9,22.9,0.1858
"406","OXA",6,"F0","SAL136",1,288.875,2.125,62220,75500,13020,11.9,68.4,4.9,1.5,17.9,11.6,16.6,24.7,0.2268
"407","OXA",6,"F0","SAL136",2,288.266666666667,2,40700,45950,10650,12.4,66.1,5.39,1.75,18.06,11.9,13.5,24.1,0.247
"408","OXA",6,"F0","SAL136",3,301.8125,2.25,43770,57900,14030,11.6,65.9,7.87,1.5,20.08,10.4,14.9,21.5,0.232
"409","OXA",6,"F80","SAL136",1,281,2.4,52030,55950,11650,12.3,73.7,3.78,1.5,15.3,12.2,25.4,25.4,0.213
"410","OXA",6,"F80","SAL136",2,296.375,1.4375,42050,58250,12100,11.3,73.8,5.74,1.5,9.96,10.8,20.6,20.6,0.2108
"411","OXA",6,"F80","SAL136",3,302.625,2,49420,62400,15300,11.9,78.1,4.15,1.5,10,11.8,20.5,20.5,0.2066
"412","OXA",6,"F150","SAL136",1,263.5625,1.9375,42300,40940,10550,12,70.7,2.27,1.5,20.48,11,20.8,20.8,0.2092
"413","OXA",6,"F150","SAL136",2,263.4375,2.9375,59400,48900,15650,11.8,67.1,4.08,1.5,20.12,11.1,23.4,23.4,0.1882
"414","OXA",6,"F150","SAL136",3,246.625,2.3125,57650,41680,12500,12.1,70.7,4.99,1.5,12.76,11.5,21.3,21.3,0.1825
"415","OXA",6,"F0","AMM5163",1,285.133333333333,2.8,82630,88200,12600,14.2,69,1.5,2.8,22.58,14.5,15.5,25.8,0.2114
"416","OXA",6,"F0","AMM5163",2,274.375,2.375,58300,58800,13260,14.3,70.5,1.5,3.55,20.06,14.2,19.2,30.5,0.2336
"417","OXA",6,"F0","AMM5163",3,300.5,2.875,47930,54700,12400,13.1,74.3,1.5,1.5,17.1,14.2,16.1,23.5,0.2428
"418","OXA",6,"F80","AMM5163",1,286.5625,2.4375,49270,51550,13680,13.6,61.6,1.82,4.6,25.98,14,32.9,32.9,0.1914
"419","OXA",6,"F80","AMM5163",2,281.866666666667,3.06666666666667,72000,57050,14100,13.9,65.6,1.96,4.60000000000001,20.74,13.7,20.7,20.7,0.2537
"420","OXA",6,"F80","AMM5163",3,282,1.8125,43626,65370,14580,13.7,70.9,1.5,1.5,21.84,14,26.9,26.9,0.186
"421","OXA",6,"F150","AMM5163",1,284.4,3.66666666666667,50200,65990,19750,13.5,75.8,1.5,1.5,14,13.6,26.1,26.1,0.2047
"422","OXA",6,"F150","AMM5163",2,247.230769230769,3.07692307692308,25870,51980,18120,12.6,72.7,1.74,1.5,18.06,12.4,20.1,22.2,0.2023
"423","OXA",6,"F150","AMM5163",3,267.375,3,30500,48450,14900,13.5,63.2,2.42,3.70000000000001,23.78,13.2,22.2,23.1,0.2043
"424","OXA",6,"F0","CLLUNC118",1,282.125,2.5,51900,63100,13250,11.7,63,5.31,1.5,20.04,12,15.9,22,0.2325
"425","OXA",6,"F0","CLLUNC118",2,279.4375,2.0625,46640,72350,15000,10.9,66.8,6.33,1.5,17.22,11,13.9,21,0.2397
"426","OXA",6,"F0","CLLUNC118",3,292.9375,1.875,54360,57150,12050,12.7,67.7,3.35,2.35,21.5,12.4,16.8,27.1,0.2321
"427","OXA",6,"F80","CLLUNC118",1,274,2,64740,69000,15800,12.1,65.9,4.46,2.3,21.44,11.6,20.1,20.1,0.2104
"428","OXA",6,"F80","CLLUNC118",2,280.8125,2.25,73250,52800,20800,12.7,70,3.62,1.5,18.48,11.8,21.6,21.6,0.2311
"429","OXA",6,"F80","CLLUNC118",3,281.4375,2.25,53780,56600,16000,11.7,69.6,4.1,1.5,18.1,11.8,25.3,25.3,0.2029
"430","OXA",6,"F150","CLLUNC118",1,290.4375,1.9375,79750,63560,16800,12.5,79.2,2.57,1.5,10,12.2,24.4,24.4,0.2158
"431","OXA",6,"F150","CLLUNC118",2,273.25,2.4375,31840,49430,15740,11.4,69.6,4.09,1.5,15.86,10.6,27.5,27.5,0.1827
"432","OXA",6,"F150","CLLUNC118",3,264.5625,2.625,55560,42500,18400,11.7,72.2,3.25,1.5,16.6,11.2,33,33.2,0.1772
