"","gender","age","homework","desk","room","study","computer","software","internet","literature","poetry","art","textbook","dictionary","dishwasher","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV1READ","PV2READ","PV3READ","PV4READ","PV5READ","PV1SCIE","PV2SCIE","PV3SCIE","PV4SCIE","PV5SCIE","SENWGT_STU","possessions"
"7591","male","7",3,1,1,1,1,1,1,0,0,0,1,1,0,472.1997,459.7367,473.7576,469.8629,452.7263,456.2885,461.1002,414.5873,412.9835,447.4671,485.5837,499.5711,435.2294,423.107,456.6766,0.066,8
"7592","female","6",2,1,1,1,1,0,1,1,1,1,1,1,1,524.077,496.8141,499.151,468.7724,500.7088,571.2718,577.6263,554.5913,532.3506,555.3856,543.771,550.2984,568.0157,565.2182,519.5263,0.0559,11
"7593","male","7",1,0,1,0,1,1,1,0,0,0,1,1,0,445.8716,397.5775,381.2198,465.3451,434.9665,428.06,401.5958,391.9725,456.1281,416.8328,455.6509,434.2037,433.2712,502.2753,434.2037,0.0526,6
"7594","female","5",6,1,1,1,1,1,1,0,0,1,0,1,0,408.5605,421.8025,421.8025,386.7503,414.792,414.2367,419.7968,465.8668,443.6261,438.8603,434.2969,441.7568,499.5711,476.2589,447.3517,0.0592,8
"7595","male","6",1,NA,1,1,1,1,1,0,0,0,1,1,0,394.6175,378.2599,393.8386,374.3652,376.702,396.0624,463.4258,380.8255,399.2702,386.4391,476.3521,490.3394,458.6348,438.1201,446.5125,0.0526,7
"7596","female","5",10,1,1,1,1,1,0,0,0,0,1,1,0,433.2528,421.5688,410.6637,439.4843,403.6532,548.9517,483.0239,525.1224,540.2143,472.6979,575.7553,517.0086,541.2533,534.7258,481.574,0.0592,7
"7597","male","5",12,1,1,1,1,1,1,1,1,1,1,1,1,647.227,649.5638,703.3105,691.6264,662.8057,670.3276,667.9218,660.7043,716.8405,678.3471,728.9631,741.0854,692.596,766.2626,748.5453,0.066,12
"7598","female","5",6,1,1,1,1,0,1,0,0,NA,1,1,1,606.3328,579.0699,572.0595,652.2901,589.1961,629.0976,586.9991,608.4455,617.1829,610.8284,546.1022,525.5875,552.6296,571.2794,533.9799,0.0668,8
"7599","male","4",9,1,1,1,1,1,1,1,1,1,1,1,1,640.606,635.9324,635.9324,597.7644,603.217,620.4467,586.765,562.7066,573.9338,620.4467,709.5673,690.9176,653.6181,652.6856,713.2973,0.0636,12
"7600","female","7",1,1,1,1,0,0,1,0,0,1,0,1,1,458.2567,392.826,397.4996,417.752,416.973,543.4709,524.4075,511.6985,530.762,510.1099,466.6542,478.7766,470.3842,491.8314,447.072,0.0654,7
"7601","female","4",10,1,1,0,1,1,1,0,1,1,1,1,1,516.9107,529.3737,513.795,487.3111,551.9629,499.7044,549.746,533.0655,498.1158,552.1289,521.1115,522.9765,529.5039,485.677,536.9638,0.0668,10
"7602","female","5",3,1,1,1,1,1,1,0,0,0,1,1,0,428.3455,440.8085,438.4717,440.0296,423.6719,469.5207,500.4987,474.2865,449.6629,448.8686,443.6218,495.8411,457.6091,449.2167,433.3644,0.0063,8
"7603","female","5",2,1,1,1,1,1,1,1,1,1,1,1,1,512.3929,457.8673,492.9195,520.9612,537.3189,523.6132,534.7335,518.053,498.9896,507.727,483.1593,518.5938,508.3364,504.6065,508.3364,0.0668,12
"7604","male","5",7,1,1,1,1,1,0,0,0,1,1,1,0,698.0916,617.0821,596.8297,631.103,652.1343,632.7164,636.7261,554.1258,630.3106,615.8756,698.0045,684.0172,628.0679,666.2999,667.2324,0.0636,8
"7605","male","6",0,1,1,1,1,1,1,1,0,1,1,1,1,482.248,518.0791,466.6693,482.248,532.1,468.5583,514.2691,494.2205,489.4088,500.6361,548.0604,567.6427,496.7736,539.668,572.3051,0.0611,11
"7606","female","5",10,1,1,1,1,1,1,1,1,1,1,1,0,591.6887,589.3519,598.6992,611.1622,578.4468,650.6234,622.0282,668.8925,645.0632,625.2054,621.8202,561.2085,593.8456,629.2801,582.6557,0.1039,11
"7607","male","5",5,1,1,1,1,1,1,1,0,1,1,1,1,517.8455,520.1823,530.3085,500.7088,560.687,512.4246,529.2655,514.0285,477.941,520.4441,504.6065,522.3238,526.9862,504.6065,532.5811,0.0898,11
"7608","male","5",2,1,1,NA,1,NA,1,0,0,1,1,1,1,535.4494,484.0396,465.3451,505.0709,512.0813,495.4234,494.6215,486.602,490.6117,526.6993,504.1402,478.9631,466.8407,541.4398,533.9799,0.0844,8
"7609","female","4",2,1,1,0,1,0,1,0,0,1,1,1,1,455.141,466.8251,367.9,459.8146,445.0148,517.2587,537.9108,425.1187,507.727,493.4294,474.6736,457.8888,421.5218,459.7538,471.8762,0.1039,8
"7610","male","6",2,1,1,1,1,1,1,0,0,0,0,1,1,434.8107,444.158,441.8212,431.695,441.8212,408.9737,431.4282,445.8632,388.9251,445.8632,436.9079,427.583,409.8657,396.8109,409.8657,0.0124,8
"7611","female","5",7,1,1,1,1,1,1,1,1,1,1,1,1,543.0051,522.7528,467.4482,510.2898,535.2158,599.3109,581.0418,570.7158,593.7508,586.602,550.8579,545.263,540.6005,530.3432,537.8031,0.1039,12
"7612","female","6",4,0,0,0,1,1,0,1,0,1,1,1,1,381.9988,372.6515,367.9779,367.9779,335.2625,424.0861,425.6747,427.2634,427.2634,403.4341,359.8844,378.5341,361.7493,361.7493,361.7493,0.0906,7
"7613","male","6",2,1,1,1,1,1,1,1,0,1,1,1,1,480.768,439.4843,409.1058,425.4635,413.7794,496.3056,452.1986,469.8414,496.3056,481.8705,489.9664,464.7893,461.0593,492.7639,444.2745,0.0844,11
"7614","female","6",10,1,1,1,1,0,1,0,1,0,1,1,1,512.7045,533.7358,515.8202,533.7358,550.0935,481.5147,537.9108,512.4928,575.2433,583.1864,447.3517,534.0731,488.3812,508.8959,506.0985,0.0906,9
"7615","female","6",0,1,1,1,1,1,1,0,0,1,1,1,0,431.0718,470.7976,464.5661,512.0813,441.9769,545.6156,521.7863,541.644,569.4449,544.0269,521.2048,481.1078,516.5423,535.1921,505.3525,0.0114,9
"7616","female","6",6,1,1,1,1,1,1,0,0,1,1,1,0,453.5052,412.2215,454.2842,442.6001,469.8629,533.0655,475.0808,503.676,491.7613,552.1289,461.9918,446.1395,430.2872,435.8821,497.4263,0.0114,9
"7617","male","6",10,1,1,1,1,1,1,0,0,1,0,1,1,679.9424,690.8475,711.8788,711.8788,695.5211,710.4249,744.1066,733.6813,733.6813,739.2949,681.4062,704.7184,726.1656,726.1656,701.9209,0.0844,9
"7618","female","5",7,1,1,1,1,1,1,1,1,1,1,1,1,572.6827,613.9663,588.2614,577.3563,592.935,634.8166,673.7378,649.1142,600.6613,621.3133,634.5953,615.9455,650.4476,573.9836,577.7135,0.1039,12
"7619","female","5",1,1,1,NA,1,NA,1,NA,1,NA,NA,1,1,435.0444,464.644,481.0017,425.6971,450.6232,446.8034,463.4839,478.5758,441.2432,451.5692,382.0776,395.1324,422.1746,369.9552,402.5923,0.0906,7
"7620","female","5",11,1,1,1,1,0,1,0,0,1,1,1,0,606.177,621.7557,669.2709,612.4085,590.5982,618.1361,589.5409,655.4687,586.3637,626.0792,677.4897,664.4349,708.2618,614.0806,681.2197,0.1392,8
"7621","female","5",6,1,1,1,1,1,1,0,0,1,1,1,1,558.6618,550.8724,571.9037,586.7035,534.5147,605.3477,589.4615,626.7941,592.6387,571.9867,696.0463,624.2447,652.2193,643.8269,622.3797,0.147,10
"7622","male","5",2,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,485.9869,433.0192,459.503,456.3873,451.7137,434.5558,408.8935,396.8644,435.3577,439.3674,566.7102,504.2335,504.2335,522.8833,539.668,0.0447,7
"7623","male","5",3,1,1,1,1,1,1,0,0,0,1,1,1,455.9978,524.5443,563.4912,602.4381,529.9969,509.0565,557.9751,519.4818,527.5012,539.5304,533.0474,600.1865,566.6169,592.7266,586.1992,0.1415,9
"7624","female","6",3,0,1,1,1,0,0,0,0,1,0,1,0,524.4664,476.1723,498.7615,524.4664,464.4882,595.8954,578.4206,580.8035,588.7466,496.6066,583.2152,554.3081,558.038,613.0548,509.5487,0.147,5
"7625","male","4",3,1,1,1,1,1,1,0,0,1,1,1,1,498.7615,543.1609,529.1401,578.9921,547.8346,511.0613,511.0613,465.3505,555.9703,546.3469,612.4021,613.3346,545.263,618.9295,639.4442,0.1415,10
"7626","male","5",1,1,1,1,1,1,1,0,1,1,1,1,1,453.5831,494.8668,466.8251,480.067,533.0347,481.3894,481.3894,496.6263,495.8244,519.0808,537.8031,516.3558,587.2249,558.3178,580.6975,0.1494,11
"7627","female","6",8,1,1,1,1,0,1,0,0,1,1,1,0,455.842,432.4739,423.9056,455.0631,458.9578,492.6351,433.0618,460.8627,467.2172,482.309,505.912,462.085,438.7728,464.8825,499.3846,0.1117,8
"7628","male","5",5,1,1,1,1,1,1,0,0,1,1,1,0,510.2898,498.6057,524.3106,533.6579,454.2063,550.3567,535.9216,532.7139,576.8208,509.4575,602.1447,583.495,590.0224,619.862,536.8706,0.1038,9
"7629","female","4",3,1,1,1,1,0,1,1,1,1,0,1,0,504.2141,515.8981,510.4456,539.2662,529.919,558.0068,594.5451,529.4116,650.9411,572.3044,563.9127,570.4401,534.0731,605.8747,572.3051,0.1117,9
"7630","female","5",1,1,1,1,1,0,1,0,0,0,1,1,0,396.0975,375.8451,409.3395,376.6241,359.4875,451.5692,443.6261,453.9522,433.3001,402.322,434.2969,403.5248,408.1872,386.74,353.1705,0.0212,7
"7631","male","6",1,0,1,1,1,1,1,0,0,1,0,1,1,664.6752,709.0746,709.0746,673.2435,643.6439,640.7359,632.7164,632.7164,649.5573,647.1514,717.1205,701.2682,701.2682,709.6606,709.6606,0.1038,8
"7632","male","5",3,1,1,1,1,1,1,0,1,0,1,1,1,432.5518,428.6571,414.6362,458.2567,404.51,465.1099,396.1426,383.3115,441.8535,425.0126,413.1294,373.9649,374.8974,368.37,407.5345,0.1038,10
"7633","male","5",1,1,1,1,1,0,1,0,0,1,0,1,1,450.4674,460.5936,428.6571,466.0461,499.5404,417.2338,405.2046,422.0454,416.4318,448.5096,419.3771,464.1365,456.6766,473.4614,466.0015,0.113,8
"7634","male","5",2,1,1,1,1,1,1,0,1,1,1,1,1,565.7501,493.3089,550.1714,503.4351,547.8346,515.6324,449.8729,562.9472,497.9896,532.4733,572.5849,497.9858,570.7199,533.4204,536.2178,0.0245,11
"7635","male","7",2,1,1,1,1,0,1,NA,1,1,1,1,1,355.3591,310.9597,303.1703,254.8761,268.897,288.682,211.6952,266.2275,188.4388,250.9905,332.6557,258.0567,299.0862,226.3521,314.006,0.113,10
"7636","female","4",2,1,0,1,1,1,1,0,0,1,1,1,0,500.7867,457.9452,468.0714,461.8399,483.6501,524.3281,494.1443,509.2362,485.4069,532.2712,494.9086,446.4192,473.4614,469.7314,477.1913,0.1117,8
"7637","female","5",6,1,1,NA,1,1,1,0,1,1,1,0,0,371.8726,317.3469,333.7046,308.7786,357.8517,396.3647,335.2028,373.3297,322.4939,395.5704,373.5919,301.7904,381.9843,304.5878,401.5666,0.1117,8
"7638","male","7",0,1,1,1,1,1,1,1,0,1,1,1,1,353.8791,317.269,428.6571,364.0053,342.195,438.0843,414.026,424.4513,448.5096,434.0746,435.2294,388.605,484.6512,456.6766,438.9593,0.0329,11
"7639","male","5",0,1,1,1,1,1,1,0,0,1,1,1,1,458.9578,462.8525,515.8202,531.399,481.547,554.8475,535.6009,539.6106,519.562,528.3834,569.2279,530.9959,573.8903,540.3208,520.7385,0.0329,10
"7640","male","5",10,1,1,1,1,1,1,1,1,1,1,1,1,483.8838,468.305,461.2946,413.0005,444.9369,420.201,421.0029,437.8438,409.7757,424.2107,452.0142,476.2589,474.3939,430.567,429.6345,0.0062,12
"7641","female","5",0,1,0,1,1,0,0,0,0,1,0,1,0,386.0492,410.1963,388.386,391.5018,366.5758,425.8336,402.7986,411.536,405.1815,369.4376,463.2973,455.8374,421.3353,451.1749,423.2003,0.0062,5
"7642","female","5",0,1,1,0,1,0,0,0,1,1,0,1,0,363.2264,367.121,346.8687,383.4787,349.2055,458.718,447.5977,413.4424,435.683,430.9172,438.0269,409.1197,386.74,404.4573,387.6725,0.0329,6
"7643","female","6",2,1,1,1,1,1,1,0,0,1,1,1,0,559.5965,564.2701,547.9124,548.6914,565.828,600.5024,627.5089,605.2683,611.6227,620.3601,577.8068,595.5241,575.0093,557.2921,583.4017,0.0329,9
"7644","female","5",0,1,1,1,1,1,1,0,0,0,1,1,0,391.5018,367.3547,417.2067,389.9439,419.5435,440.1312,441.7198,425.0393,444.897,462.3719,424.1328,456.7699,410.1455,453.0399,457.7023,0.0062,8
"7645","female","5",2,1,1,1,1,1,1,1,1,1,1,1,0,465.9682,531.399,469.8629,458.1788,463.6314,510.1099,551.414,538.7051,516.4644,489.4578,513.3719,543.2115,514.3044,516.1693,495.6546,0.0062,11
"7646","male","6",1,1,NA,1,1,1,1,NA,NA,1,1,1,NA,325.4479,378.4156,320.7743,361.279,300.5219,391.3309,380.9057,350.4317,337.6006,331.987,388.978,358.2059,357.2734,363.8008,332.0962,0.0062,8
"7647","male","5",5,1,0,1,1,1,1,0,0,0,1,1,0,487.7006,509.5108,493.9321,488.4795,497.0478,483.7952,494.2205,511.8633,476.5777,495.8244,513.5584,514.4909,554.5878,495.8411,533.1406,0.1221,7
"7648","male","5",10,1,1,1,1,1,1,0,0,1,1,1,1,490.1932,460.5936,507.3298,470.7197,504.2141,487.5644,471.5254,489.1682,466.7138,524.4538,506.7512,502.0888,530.0634,500.2238,554.3081,0.0955,10
"7649","male","6",12,1,1,1,1,1,1,0,0,0,1,1,1,593.714,650.5764,608.5138,550.0935,608.5138,546.0261,632.6362,614.1915,531.5911,592.539,552.4431,630.7721,610.2574,553.3756,612.1223,0.0955,9
"7650","male","4",20,1,1,0,1,1,1,1,1,1,1,1,0,525.3233,473.9134,499.6183,463.7872,491.05,465.6712,385.4767,425.574,393.4962,405.5254,504.42,447.5382,468.053,436.3484,451.2682,0.1221,10
"7651","male","5",3,1,1,1,1,1,1,1,1,1,1,1,1,490.5826,527.1927,520.9612,513.1718,513.9508,457.0904,464.3079,480.3468,456.2885,493.9799,477.5643,518.5938,509.2689,521.3913,486.8892,0.0955,12
"7652","male","5",20,1,1,1,1,1,1,0,0,1,1,1,1,713.0472,670.9846,692.0159,710.7104,643.7218,678.2669,639.7735,638.9716,664.6338,618.923,716.7475,673.853,704.6251,696.2327,658.9332,0.0955,10
"7653","male","5",8,1,1,1,1,1,1,1,1,1,1,1,1,732.9101,744.5942,679.9424,704.0894,728.2365,700.8016,765.7591,687.9704,716.8405,725.6619,729.8956,797.0347,689.7986,714.9758,734.558,0.0955,12
"7654","male","5",5,1,1,1,1,1,1,0,0,1,1,1,0,553.2871,551.7292,537.7084,565.7501,527.5822,516.4344,505.2071,476.3371,516.4344,492.376,569.7874,571.6524,524.0955,571.6524,541.8128,0.0111,9
"7655","male","5",1,1,1,1,1,1,1,0,0,1,0,1,1,585.3793,548.7693,540.201,572.9163,569.8006,564.7917,536.7236,519.0808,567.9994,546.3469,601.2122,595.6173,563.9127,594.6848,592.8198,0.0955,9
"7656","male","5",10,1,1,1,1,1,1,1,0,1,1,1,1,571.2806,567.3859,593.0908,558.0386,577.5121,521.8876,527.5012,518.6798,529.9071,524.2934,533.9799,542.3722,541.4398,541.4398,553.5621,0.0955,11
"7657","male","5",3,1,0,1,1,0,1,0,0,1,0,1,1,541.6809,512.8603,528.439,513.6392,507.4077,546.6677,499.3529,511.3821,504.9666,536.2424,534.2596,512.8124,510.9474,510.9474,528.6647,0.0955,7
"7658","male","5",7,0,0,0,1,1,1,0,1,1,0,1,1,621.7557,608.5138,617.861,607.7348,589.8193,607.0542,595.8269,605.4503,566.9569,556.5316,661.6374,670.0298,668.1649,640.1902,636.4603,0.0955,7
"7659","female","5",3,1,1,1,1,1,1,0,0,1,1,1,1,381.3756,473.2902,435.9012,406.3016,412.5331,364.6717,417.8905,463.9605,406.7702,378.9693,371.9135,464.2298,492.2044,398.9556,398.0231,0.0649,10
"7660","male","5",20,1,1,1,1,1,1,0,0,0,1,1,1,637.4124,658.4437,607.8127,651.4332,605.4759,538.0869,554.1258,522.8499,550.1161,505.2071,537.5233,567.3629,531.9284,548.7132,540.3208,0.052,9
"7661","male","5",1,1,1,1,1,1,1,NA,1,1,1,1,1,420.1667,442.7559,455.2189,431.8508,374.2094,379.1414,356.6869,334.2324,331.8266,328.6188,414.6214,395.9717,390.3767,406.229,375.4569,0.0551,11
"7662","male","5",5,1,1,1,1,1,1,1,1,1,1,1,1,542.5378,566.6848,578.3689,564.348,501.2541,495.8244,493.4185,504.6458,468.5583,454.1232,595.6173,605.8747,598.4148,579.765,542.4655,0.0551,12
"7663","male","6",5,1,1,1,1,1,1,1,1,1,1,1,1,484.3511,456.3094,489.8037,411.131,481.2354,389.727,380.9057,393.7368,321.5617,362.4609,472.9019,461.712,455.1846,444.9273,424.4125,0.052,12
"7664","female","5",1,1,0,1,1,1,1,0,0,1,1,1,0,342.1172,317.1912,339.0014,294.602,390.4113,364.7511,329.0072,359.9853,319.4755,396.5236,316.8034,302.8161,312.141,272.9765,366.2253,0.0089,8
"7665","female","4",3,1,0,1,1,1,1,1,1,1,1,1,1,433.3307,448.1305,448.1305,467.604,422.4256,491.0465,468.8058,455.3025,463.2456,468.0115,473.7411,456.9564,480.2686,464.4163,447.6315,0.0456,11
"7666","male","5",3,1,1,1,1,1,1,0,1,0,1,1,0,423.2045,380.363,388.9313,402.1732,430.9939,316.75,288.682,308.7306,339.2045,405.7659,362.2156,308.1313,335.1734,340.7684,394.8527,0.1445,9
"7667","male","6",5,1,1,0,1,1,1,1,0,0,0,1,0,493.3089,488.6353,503.4351,513.5613,480.8459,431.4282,421.0029,419.399,455.4865,388.9251,491.4584,491.4584,506.3782,514.7706,470.9437,0.1445,7
"7668","female","4",0,0,1,0,1,0,1,1,1,1,0,0,0,419.3878,430.2929,414.7141,470.7976,464.5661,430.52,449.5835,409.868,447.9949,458.3209,443.5285,420.2163,412.7564,450.9884,485.4905,0.0157,6
"7669","male","5",12,1,0,1,1,1,1,1,0,0,1,1,1,659.9237,700.4284,683.2918,677.0603,669.2709,554.9277,549.3141,558.1355,569.3628,576.5803,642.9877,683.0847,678.4222,658.84,656.0425,0.1445,9
"7670","female","5",21,1,1,1,1,1,1,0,0,1,1,1,0,537.8642,551.1061,543.3167,512.9382,524.6222,535.7661,583.4247,571.5101,541.3263,587.3963,548.9929,578.8325,539.668,541.533,572.3051,0.1454,9
"7671","female","5",2,1,1,1,1,1,1,0,0,1,1,1,0,495.2563,487.4669,501.4878,510.0561,478.1196,528.379,518.8473,537.9108,525.2018,487.8692,538.1761,502.7415,470.1044,489.6867,470.1044,0.1454,9
"7672","male","5",12,1,1,1,1,1,1,0,0,1,0,1,0,506.5509,577.4342,523.6875,507.3298,522.1296,457.8924,517.2363,471.5254,417.7951,435.4379,536.5908,600.9325,561.768,533.7934,548.7132,0.1445,8
"7673","female","4",4,1,1,1,1,1,1,1,1,1,1,1,1,519.7149,429.3582,494.7889,495.5678,444.158,515.6701,445.7708,493.4294,499.7839,458.4797,562.9802,479.9888,508.8959,512.6259,480.9213,0.1454,12
"7674","female","5",0,1,1,1,1,1,1,0,0,0,0,1,0,398.5122,396.9544,394.6175,449.1432,423.4382,468.7263,455.2231,436.1596,498.9101,487.7898,443.715,420.4028,409.213,444.6475,452.1074,0.1454,7
"7675","female","5",4,1,1,1,1,1,1,1,1,1,1,1,1,518.8581,526.6475,498.6057,515.7423,528.9843,548.4751,543.7092,557.2125,557.2125,544.5035,606.8072,596.5498,593.7523,582.5625,593.7523,0.1067,12
"7676","female","5",2,1,1,1,1,1,1,1,1,1,1,1,1,542.4599,558.0386,551.0282,516.7549,511.3024,560.7869,560.7869,548.8722,535.369,525.8372,609.5114,583.4017,604.8489,579.6718,598.3215,0.1067,12
"7677","female","6",10,1,1,1,1,1,1,1,1,1,1,1,1,513.4834,491.6732,508.0308,537.6305,518.157,586.3637,596.6897,605.4271,587.158,547.4425,612.4021,599.3473,634.7818,646.9041,627.3219,0.1067,12
"7678","female","4",7,1,1,0,1,1,1,0,0,0,0,1,1,579.4594,559.207,599.7118,577.1226,540.5125,641.0916,568.8094,615.6737,595.816,591.0501,695.3935,610.5371,659.0265,647.8366,615.1996,0.1067,7
"7679","female","5",6,1,1,1,1,1,1,1,1,1,1,1,0,589.1961,608.6696,625.8062,595.4276,601.6591,578.1823,661.5848,613.9262,636.1669,594.0685,634.9683,696.5125,676.9302,716.0947,646.1581,0.1067,11
"7680","female","6",3,1,1,1,1,0,1,1,1,1,1,1,1,546.6661,530.3085,503.8246,541.9925,552.8976,572.0661,586.3637,520.4359,587.158,603.0442,602.5177,629.5599,582.9355,650.0746,643.5472,0.1067,11
"7681","female","5",10,1,1,1,1,1,1,0,0,1,1,1,1,432.7855,449.1432,417.9857,452.2589,440.5749,450.4572,495.7329,431.3938,487.7898,461.5776,481.947,499.6643,467.9597,527.6389,472.6222,0.0781,10
"7682","female","5",7,1,1,1,1,1,1,0,0,1,1,1,1,513.5613,503.4351,531.4769,515.8981,537.7084,511.6985,511.6985,560.1514,517.2587,528.379,561.768,572.0254,618.6498,611.1899,613.0548,0.1067,10
"7683","female","5",5,1,1,1,1,1,1,1,1,1,1,1,0,462.0735,470.6418,446.4948,444.9369,471.4208,524.4075,558.5628,530.762,522.8189,516.4644,604.7557,649.5151,619.6755,592.6333,614.0806,0.1067,11
"7684","female","5",3,1,1,1,1,1,1,1,1,1,1,1,1,598.5434,589.1961,577.5121,577.5121,578.291,586.1254,555.9416,533.7009,598.04,566.2676,625.6434,638.6982,632.1708,669.4703,648.0231,0.1182,12
"7685","female","5",10,1,1,1,1,0,1,0,0,1,1,1,1,483.2606,463.0083,479.3659,427.9561,484.0396,507.5681,515.5112,490.0933,482.9445,536.1633,554.4946,547.0347,537.7098,516.2626,556.3596,0.1067,9
"7686","female","5",12,1,1,1,1,1,1,0,0,1,1,1,1,461.762,466.4356,444.6253,436.836,429.0466,473.5716,441.7992,471.983,448.948,438.622,514.8639,482.2268,470.1044,449.5897,476.6319,0.1067,10
"7687","female","5",10,1,1,1,1,0,1,1,1,1,1,1,1,536.1505,504.993,543.9399,525.2454,540.0452,574.449,589.5409,601.4556,599.8669,608.6044,574.4498,572.5849,608.9519,577.2473,621.0742,0.0339,11
"7688","female","6",4,1,1,1,1,1,1,1,1,1,1,1,1,483.1048,497.1257,463.6314,464.4103,471.4208,577.6263,559.3571,509.3156,516.4644,512.4928,515.4233,485.5837,464.1365,439.8918,484.6512,0.0339,12
"7689","female","5",2,1,1,1,1,1,1,1,1,1,1,1,1,483.8059,525.8685,451.8695,448.7537,493.1531,599.3109,625.5232,579.4532,561.9784,610.4313,561.1153,570.4401,548.0604,482.7863,545.263,0.0339,12
"7690","female","5",7,1,1,1,1,1,1,1,1,1,1,1,1,606.2549,617.9389,589.8972,597.6866,585.2236,649.1142,644.3483,610.9873,626.0792,666.589,629.8396,628.9071,626.1097,605.5949,624.2447,0.0339,12
"7691","female","6",6,1,1,1,1,1,1,1,1,1,1,1,1,506.5509,516.6771,483.9617,479.2881,484.7406,529.4116,528.6173,531.0003,512.7311,528.6173,463.204,517.2883,491.1787,514.4909,514.4909,0.0339,12
"7692","female","4",1,1,1,1,1,1,1,1,0,1,1,1,1,525.1675,521.2728,575.0195,539.1883,571.1248,563.3287,590.3352,610.9873,624.4906,599.8669,543.398,573.2376,618.9295,582.5625,589.0899,0.0339,11
"7693","female","5",16,1,1,1,1,1,1,0,0,0,0,1,1,554.7671,508.0308,583.5878,551.6513,536.8515,584.6956,562.4549,616.468,565.6322,575.9582,595.3376,557.1056,613.9873,551.5106,554.3081,0.0339,8
"7694","female","5",2,1,1,1,1,1,1,0,0,0,1,1,1,637.4903,628.143,607.1117,515.976,610.2274,641.8065,641.0122,640.2179,590.1764,648.9553,652.4058,616.0388,630.0261,533.9799,627.2286,0.0339,9
"7695","female","6",5,1,1,1,1,1,1,0,0,0,1,1,1,494.1658,459.8925,506.6288,471.5766,479.3659,542.4383,536.8782,513.8432,509.8716,500.3399,534.2596,518.4073,494.1626,501.6225,492.2977,0.0339,9
"7696","female","5",6,1,1,1,1,1,1,1,0,1,1,1,0,547.9903,542.5378,564.348,504.3698,526.1801,540.532,556.4182,556.4182,526.2344,543.7092,537.8031,548.0604,550.8579,503.301,525.6807,0.0339,10
"7697","female","5",4,1,1,1,1,1,1,1,1,1,1,1,1,524.5443,557.2597,606.3328,574.3963,539.3441,571.8278,590.8912,638.5498,572.6221,561.5018,543.5845,560.3693,613.5211,555.7068,537.0571,0.0339,12
"7698","female","5",3,1,1,1,1,1,1,0,0,0,1,1,1,426.3203,411.5205,494.8668,455.141,448.1305,473.0156,462.6896,510.3482,473.0156,457.1294,398.8624,408.1872,444.5543,424.972,410.0522,0.0064,9
"7699","female","5",4,1,1,1,1,0,1,0,0,0,1,1,1,540.8241,537.7084,578.9921,549.3924,522.9086,578.4206,618.1361,595.8954,586.3637,571.2718,520.3655,577.2473,568.8549,564.1925,542.7452,0.0339,8
"7700","female","4",15,1,1,1,1,1,1,0,0,1,0,1,1,505.2267,533.2684,491.9847,486.5322,486.5322,573.5753,534.6541,547.363,490.1727,516.385,572.3984,538.8288,509.9217,496.8668,502.4618,0.0339,9
"7701","female","5",4,1,1,1,1,1,1,0,0,1,1,1,1,463.8651,477.107,484.1175,544.0957,483.3385,548.4751,546.8865,561.9784,608.8427,587.3963,493.0436,506.0985,523.8157,542.4655,535.0056,0.0339,10
"7702","male","5",5,1,1,1,1,1,1,1,1,1,1,1,1,512.1592,523.0643,558.1165,516.0539,511.3803,450.9155,465.3505,521.4866,515.873,487.003,545.263,528.4782,591.8874,553.6554,573.2376,0.0049,12
"7703","female","5",5,1,1,1,1,1,1,0,1,1,1,1,1,463.5535,493.1531,451.0905,457.322,451.0905,503.9937,539.7377,526.2344,527.0287,526.2344,521.9508,584.4275,565.7777,548.0604,565.7777,0.0663,11
"7704","male","6",8,1,1,1,1,0,1,0,0,1,1,1,1,540.4346,555.2345,531.8663,581.7183,533.4242,547.7102,622.2911,596.6289,610.262,566.155,612.7751,664.9944,637.0198,664.9944,611.8426,0.0766,9
"7705","male","6",11,1,1,1,1,1,1,0,0,1,1,1,1,508.7319,551.5735,508.7319,508.7319,540.6683,487.8049,514.2691,487.8049,487.8049,495.8244,586.2924,656.229,586.2924,588.1574,595.6173,0.0766,10
"7706","male","4",2,1,1,1,1,1,1,0,0,1,0,1,1,526.0243,499.5404,471.4987,527.5822,522.1296,508.4149,472.3274,376.8959,457.0904,471.5254,551.5106,517.0086,429.3547,530.9959,519.806,0.0766,9
"7707","male","5",2,1,1,0,1,1,1,0,0,1,1,1,1,484.6627,465.9682,437.9265,482.3259,506.473,413.7854,432.2301,392.9348,435.4379,433.834,490.9922,521.7643,474.2074,533.8866,541.3465,0.0766,9
"7708","female","4",11,1,1,1,1,1,1,0,1,1,1,1,1,712.9693,654.549,682.5907,703.6221,683.3697,689.8623,675.5647,677.9476,704.9542,673.9761,722.4357,658.094,691.6636,745.7479,716.8407,0.0663,11
"7709","female","4",10,1,1,1,1,1,1,0,0,1,1,1,1,553.9882,569.5669,596.8297,569.5669,543.862,591.1295,549.8254,589.5409,551.414,566.5059,615.1996,598.4148,633.8493,590.0224,573.2376,0.0663,10
"7710","female","5",3,1,1,1,1,1,1,0,0,0,0,1,1,499.2289,547.523,489.8816,502.3446,530.3864,540.2143,544.9801,510.0305,562.4549,497.3215,585.3599,592.8198,555.5203,580.6975,559.2503,0.0663,8
