"","vote","distD66","distPvdA","distVVD","distCDA","relig","class","income","educ","age","urban"
"619","PvdA",3.6108546,3.284977,4.159657,2.3689272,0,2,2,1,10,0
"620","PvdA",2.701915,2.4270192,4.1487097,7.4246661,0,2,2.380697,2.220446e-16,5,0
"621","VVD",3.7036365,3.3455011,5.3861542,8.528251,0,2,5,2,4,0
"622","CDA",2.3288123,2.0960867,3.6642349,7.046493,0,2,5,3,4,0
"623","PvdA",4.0273821,3.5877804,5.7123916,7.632158,0,2,1,3,6,0
"624","CDA",1.9448437,2.0176341,1.3324975,0.029005558,0,0,3,1,2,0
"625","CDA",0.14903096,0.20257548,0.042708008,0.86748945,0,2,4,3,5,0
"626","PvdA",2.2665202,2.1595294,3.3855957,7.6381884,0,0,3,2,11,0
"627","CDA",2.647887,3.0450237,1.6529411,3.4337874,1,0,-0.63375437,2.220446e-16,8,0
"628","D66",3.760979,4.2119918,2.4373248,3.4624965,0,1,1,1,5,0
"629","CDA",1.3563582,1.1673752,1.7278498,1.163206,1,3,3,1,11,0
"630","PvdA",0.54521519,0.6096181,0.87531455,3.9516215,0,1,4,2,2,0
"631","PvdA",5.0860701,4.6503141,7.0310352,10.252202,0,1,4,2,10,0
"632","PvdA",3.1890399,2.8876857,4.7483266,8.1613766,0,0,3,1,8,0
"633","PvdA",1.8427081,1.9027525,2.4661342,6.8791268,1,2,5,2,5,0
"634","D66",1.7853268,1.4854115,2.7325369,3.2403722,0,2,6,3,3,0
"635","PvdA",0.22878906,0.17114451,0.74877613,2.8840805,0,2,1,1,1,0
"636","VVD",0.056974476,0.092905245,0.25080528,2.2440981,1,3,6,3,2,0
"637","VVD",0.71190695,0.85157757,0.81094619,3.9226342,0,2,5,2.220446e-16,4,0
"638","VVD",0.069278419,0.081956108,0.3466117,2.3869291,0,0,1,2.220446e-16,1,0
"639","CDA",6.5442129,6.1426226,7.03085,3.7957617,1,2,0,2.220446e-16,12,0
"640","VVD",0.19821871,0.28803971,0.008068888,0.981584,1,2,5,3,5,0
"641","PvdA",1.8884028,2.2169429,1.3332375,4.1778963,0,0,4,2.220446e-16,9,0
"642","PvdA",2.5253086,2.2140632,3.9400777,6.5121736,0,2,5,2,5,0
"643","PvdA",1.9795712,1.7747348,3.2135753,6.5333709,0,2,5,2,7,0
"644","VVD",0.49826057,0.38158551,1.2131428,3.3861216,1,3,4,2.220446e-16,4,0
"645","VVD",2.3194365,2.1888915,2.2610137,0.5258341,1,3,3,1,2,0
"646","VVD",0.8351731,1.0532379,0.2895081,1.5058551,0,2,4,2,4,0
"647","CDA",0.70748428,0.91141628,0.45227901,2.8435173,1,3,4,3,11,0
"648","PvdA",2.1234152,1.8005172,3.3594521,4.9002911,0,2,5,3,2,0
"649","PvdA",2.0026063,2.3285064,1.5263185,4.7081812,0,2,4,1,2,0
"650","PvdA",4.2960139,4.7824865,3.396728,6.9885036,0,2,4,1,9,0
"651","CDA",1.2473529,0.99653145,2.150983,3.1942043,0,2,2.0912635,2,1,0
"652","D66",1.9712667,1.9578137,2.8232216,7.2155485,0,3,5,1,3,0
"653","PvdA",2.6413702,2.2915524,3.5707072,3.2370285,1,2,4,1,9,0
"654","VVD",1.8315655,2.0504257,1.8811919,5.9563356,0,2,5,2,7,0
"655","CDA",0.80487357,1.0253891,0.48570732,2.8223235,1,4,6,4,9,0
"656","PvdA",0.56428421,0.40654099,1.2863476,2.8714689,1,1,5,1,3,0
"657","D66",0.041964988,0.077763126,0.057855504,1.19821,0,2,6,2,4,0
"658","PvdA",3.3250152,2.9337789,4.3250297,3.7018325,1,2,2.1471813,1,5,0
"659","PvdA",0.4934393,0.66811583,0.12211068,1.5148034,0,0.92172676,1,3,6,0
"660","VVD",0.48818024,0.38945041,0.73205095,0.92448072,1,2,0,1,5,0
"661","CDA",0.73740385,0.88614336,0.80569666,3.9077491,0,0,5,1,3,0
"662","VVD",0.31302087,0.44833888,0.23438781,2.4304845,0,0,0,2,5,0
"663","CDA",6.9746158,7.4826709,5.043139,4.025853,1,2,3,3,2,0
"664","CDA",0.24521178,0.19601559,0.39350821,0.87934529,0,0,2,2,5,0
"665","PvdA",1.4624575,1.1937184,2.3143716,2.8388234,0,2,3,2.220446e-16,2,0
"666","CDA",2.1806419,2.4590372,2.0327496,6.0653174,1,2,4,1,2,0
"667","PvdA",0.024972997,0.015008209,0.30243131,2.0003045,0,0,3,2.220446e-16,3,0
"668","PvdA",1.0847282,0.97392991,1.9855759,5.136895,1,0,0,2.220446e-16,4,0
"669","D66",0.24769984,0.19694306,0.76858854,3.012557,0,0,3,2,5,0
"670","VVD",0.3579059,0.31227738,0.92060146,3.4421897,0,0,5,2,5,0
"671","CDA",2.8799411,3.2686259,1.7228736,2.6003878,1,2,3,2,8,0
"672","PvdA",1.2842278,1.28148,1.9879419,5.8335549,0,1,3,1,3,0
"673","PvdA",1.280626,1.1892605,2.1903175,5.6783444,0,2,4,2,5,0
"674","D66",4.2217769,3.9210511,5.9457656,10.155956,1,3,4,3,3,0
"675","CDA",2.4100817,2.3842789,1.9957725,0.14558922,1,2,1,2.220446e-16,9,0
"676","PvdA",0.39319579,0.5365773,0.054548446,1.1293949,0,2,5,2,3,0
"677","VVD",1.1990575,0.95338541,2.0683357,3.0252974,0,2,4,2,1,0
"678","PvdA",1.3621617,1.1433421,2.4445286,4.827328,1,2,2,2,5,0
"679","D66",1.4757128,1.7778619,0.81797007,2.7722577,0,2,4,2,2,0
"680","CDA",0.15169674,0.085813738,0.61699772,2.3659719,0,2,4,1,4,0
"681","VVD",1.5937565,1.4282312,1.8027161,0.81622146,0,1,2,2.220446e-16,4,0
"682","PvdA",2.7900207,3.1227215,1.624175,1.6115322,1,0,1,2.220446e-16,7,1
"683","PvdA",1.7497965,1.7065367,2.6408415,6.7685179,0,2,2,2,12,1
"684","PvdA",5.097155,4.8884603,6.7798676,12.186978,0,1,1,2,2,1
"685","VVD",0.98427199,1.0273353,0.62584542,0.086246701,1,2,4,1,4,1
"686","PvdA",1.5505916,1.8410724,1.1350542,4.0708157,0,2,4,1,2,1
"687","CDA",2.044846,2.3922404,1.394792,4.0713334,1,1,3,2,8,1
"688","PvdA",3.7767153,3.4213828,5.4728056,8.7222717,0,2,6,3,2,1
"689","CDA",1.7534157,1.5176958,2.9585785,5.672556,1,1.7592924,0,2.220446e-16,12,1
"690","PvdA",0.77798739,0.61979676,1.1917929,1.2960145,0,1,2,2,5,1
"691","D66",4.2859535,3.8701494,6.0784557,8.8728067,0,3,6,2,1,1
"692","CDA",1.5042285,1.4791082,1.2330047,0.077411854,1,2,5,2,10,0
"693","VVD",0.59449387,0.77767747,0.41232194,2.8384669,0,3,5,2,5,0
"694","PvdA",0.21674304,0.20247488,0.25366263,0.736057,1,2,3,1,8,0
"695","CDA",0.45445701,0.56266724,0.59128489,3.4070452,0,3,4,2.220446e-16,7,0
"696","CDA",0.20495229,0.15745127,0.69690439,2.851821,1,2,5,3,4,0
"697","PvdA",0.37029036,0.24096662,0.8941887,1.9622302,0,2,4,2,6,0
"698","VVD",2.2630822,2.2890553,1.7227035,0.054068412,1,3,6,3,4,0
"699","CDA",2.327399,2.385219,1.6938485,0.062147519,1,1,3,1,5,0
"700","VVD",0.86539515,0.67143441,1.7370655,3.488914,0,2,4,3,5,0
"701","PvdA",1.0900481,0.98997513,1.154394,0.46796846,0,1,1,1,2,0
"702","CDA",0.91125956,0.70171643,1.622069,2.3685845,0,2,3,1,9,0
"703","CDA",1.2772258,1.2759981,1.9755224,5.8182566,1,1,5,2,1,0
"704","PvdA",6.293967,5.8883139,6.8295555,3.7670055,0,0,0.11215861,2.220446e-16,12,0
"705","PvdA",1.1634407,1.0384696,2.1066157,5.2456251,1,2,5,2,4,0
"706","CDA",0.82077325,0.84669282,1.3448683,4.7658459,1,3,6,3,2,0
"707","D66",1.3115723,1.3513418,1.9013315,5.8461529,0,2,4,2,1,0
"708","PvdA",4.2809943,3.8976465,6.0776097,9.3833553,0,1,0,1,12,0
"709","VVD",0.46261391,0.5472025,0.1537282,0.48016296,0,2,6,2.220446e-16,7,0
"710","PvdA",5.2734628,4.7569203,7.1330414,8.7219346,0,2,4,4,5,0
"711","VVD",3.5115369,3.931423,2.8809099,6.748628,0,4,0,2,0,0
"712","CDA",0.6242513,0.71908825,0.8724423,4.0181423,1,1,0,2.220446e-16,12,0
"713","PvdA",0.59583298,0.71632737,0.18007024,0.53939446,0,0,6,2,1,0
"714","PvdA",2.5545374,2.1952446,3.8709403,5.2447025,0,0,0.71668059,1,9,0
"715","PvdA",0.4881193,0.34273884,1.172027,2.7619845,0,1,0.42894885,1,12,0
"716","PvdA",0.24022589,0.17731021,0.77334766,2.8916038,0,0,1,2.220446e-16,5,0
"717","PvdA",2.1523024,1.8624792,3.4687639,5.8952963,0,2,2,2,3,0
"718","PvdA",0.87134535,0.67486588,1.4848439,1.9639282,0,0,0,2.220446e-16,8,0
"719","CDA",0.28420493,0.4229438,0.13515792,2.0463553,0,3,1,2,1,0
"720","D66",0.90739999,1.0343663,1.1160367,4.5593555,1,2,4,2,5,0
"721","VVD",0.10691922,0.12210086,0.11649745,0.91431812,0,2,6,2,2,0
"722","CDA",1.4002676,1.1345888,2.2898474,3.0407835,1,2,6,2,0,0
"723","CDA",1.5708665,1.3375937,2.1068754,1.6579638,1,3,0,2,2,0
"724","PvdA",0.043735681,0.024609798,0.36170297,2.1145002,0,0,2,1,4,0
"725","PvdA",3.4164943,3.0562144,5.0378126,7.8547568,1,0,0,2,11,0
"726","CDA",7.8443414,8.0536604,6.2765313,2.4723706,1,2,0,2,8,0
"727","CDA",0.095318016,0.10442308,0.4024015,2.5308608,1,3,6,1,3,0
"728","CDA",0.071416434,0.065951494,0.39515263,2.3825058,0,2,5,2,1,0
"729","PvdA",0.20561907,0.11973446,0.71422365,2.367248,1,0,0,2.220446e-16,12,0
"730","PvdA",0.74287459,0.8761519,0.25977192,0.49073563,0,1,1,1,3,0
"731","CDA",3.1030529,3.2829072,2.0855425,0.46657244,0,2,0,2.220446e-16,12,0
"732","CDA",2.2758505,2.2136057,1.993338,0.2213111,1,2,5,2,7,0
"733","PvdA",4.1553874,3.7909291,5.9235856,9.3796205,0,1,4,3,4,0
"734","PvdA",0.62740832,0.75762187,0.73753237,3.7589509,0,1.4511719,1,2,2,1
"735","CDA",2.8005744,2.535544,3.206113,1.652138,1,0,0,1,5,1
"736","CDA",1.6857358,1.5955018,2.6722534,6.5448127,1,1.163946,0,2.220446e-16,11,1
"737","CDA",1.0225009,1.1815277,0.42135554,0.47794257,1,2,0,3,12,1
"738","CDA",14.047454,14.708324,11.273255,8.5411953,1,2,1,2.220446e-16,8,1
"739","PvdA",0.63976657,0.59358497,1.2993341,4.2757949,1,2,1,2,3,1
"740","CDA",0.71500038,0.52873659,1.4474793,2.6503113,1,2,2,2,4,1
"741","PvdA",5.8867396,5.461332,7.9558422,11.927428,1,0,0,2.220446e-16,8,1
"742","CDA",6.7569429,6.9271642,5.3694047,1.8349797,1,2,0,2.220446e-16,12,1
"743","D66",2.4102257,2.3431921,3.4617491,7.9966679,0,2,0,3,4,1
"744","PvdA",0.28801542,0.3659801,0.47306284,3.0611824,1,2,6,2,9,1
"745","CDA",8.1956287,8.7483646,6.0875257,4.9025264,1,3,6,2,2,1
"746","D66",1.5519894,1.5833355,1.111554,0.002260398,0,2,3,2,11,1
"747","PvdA",0.092667556,0.038105247,0.48213841,2.0399978,0,2,5,2,4,1
"748","CDA",2.9880491,3.295186,1.7976333,1.2801913,1,2,4,1,8,1
"749","PvdA",0.19560095,0.2915917,0.24760594,2.4726046,1,2,1,1,10,1
"750","VVD",0.99402464,1.1425687,0.41555924,0.42178627,1,2,0,2,3,1
"751","CDA",6.6108657,6.9481779,4.9074271,2.3938237,1,3,3,4,11,1
"752","D66",2.1890962,1.8586122,3.427157,4.8627427,0,2,2,3,4,1
"753","CDA",0.34919588,0.4942476,0.23604815,2.4145618,1,2,6,2,2,1
"754","PvdA",0.48358196,0.57708358,0.15097079,0.49898373,1,2,2,2,12,1
"755","CDA",6.4028848,6.2425931,5.9736871,2.0147477,1,0,1,3,10,1
"756","VVD",0.1985277,0.2774218,0.33138447,2.6840039,0,4,6,4,6,1
"757","VVD",0.060810784,0.017012266,0.36254032,1.6638871,0,3,6,2,10,1
"758","CDA",0.57301526,0.40750394,1.225982,2.3629865,1,2,2,2,10,1
"759","PvdA",0.50164541,0.35573935,1.1984485,2.8421101,0,0,1,2.220446e-16,1,1
"760","VVD",1.0856938,1.3460846,0.59820206,2.7339947,0,4,4,4,6,1
"761","PvdA",7.3058961,7.8324992,5.3230107,4.3408928,1,1,1,1,0,1
"762","CDA",1.419559,1.7148683,0.74357737,2.5070204,1,3,3,3,8,1
"763","VVD",0.22696765,0.19641679,0.3144847,0.79215218,1,2,2,2,10,1
"764","VVD",0.96337464,1.2002297,0.62860176,3.1381368,1,4,6,3,12,1
"765","CDA",0.76958474,0.77330468,0.56822198,0.18365196,1,0,2,2,11,0
"766","CDA",0.35611488,0.36071929,0.2763855,0.48687901,1,2,5,1,3,0
"767","PvdA",1.7227308,1.5672478,2.8369165,6.3314498,0,2,5,2,5,0
"768","CDA",4.0477813,3.6042858,5.7276424,7.5637964,1,0,2,2,2,0
"769","PvdA",4.0024242,3.543763,5.5502253,6.525089,0,2,6,2,0,0
"770","PvdA",2.1150447,1.9898591,2.0705053,0.48291253,1,0,0,2.220446e-16,6,0
"771","CDA",0.13188968,0.15979758,0.09223431,0.84742238,1,1,3,1,2,0
"772","CDA",2.9119053,2.5367891,3.9412548,3.7025683,1,2,0,3,9,0
"773","VVD",0.25537006,0.15534561,0.66052231,1.6046031,1,0,4,1,5,0
"774","PvdA",3.6069622,3.1865767,5.1920767,6.9252666,0,3,5,2,4,0
"775","VVD",1.8286998,1.5478158,2.5691451,2.3765422,1,2,0,2,10,0
"776","D66",3.2337705,3.6575441,2.4757821,5.7933435,0,2,4,2,4,0
"777","VVD",0.70287633,0.77386035,1.0571761,4.3489183,0,3,6,2.220446e-16,2,0
"778","CDA",1.7506888,1.9431169,1.8941992,6.0178478,0,2,1.4205695,1,6,0
"779","CDA",1.9054647,1.7175522,2.1428305,0.95300212,1,2,4,2.220446e-16,12,0
"780","CDA",4.415131,4.823599,2.9099938,2.4227264,0,1,4,1,1,0
"781","PvdA",2.094544,1.78313,3.3584616,5.2066165,1,2,5,2,3,0
"782","CDA",6.1161479,6.3485508,4.6529696,1.6989004,1,3,3,2,1,0
"783","CDA",0.087113412,0.16486294,0.013336921,1.360474,1,0,0,2.220446e-16,9,0
"784","PvdA",2.161959,2.0859456,1.9412569,0.25621441,1,2,2,1,4,0
"785","VVD",1.7287995,1.7178221,2.5347154,6.7443866,0,2,6,4,11,0
"786","CDA",1.6168182,1.438565,2.7405824,5.9359452,0,3,6,1,7,0
"787","PvdA",2.8470379,2.9709917,1.9822077,0.24645566,1,0,6,2.220446e-16,8,0
"788","VVD",0.37164285,0.24792956,0.99301998,2.6122157,1,2,5,1,8,0
"789","PvdA",0.19871755,0.12546959,0.70931851,2.56334,0,2,0,2,3,0
"790","CDA",3.5392537,3.1124394,5.0491103,6.3250118,1,2,0,2,1,0
"791","PvdA",0.34562174,0.4407194,0.48945656,3.1400643,0,2,3,2,2,0
"792","VVD",0.68083703,0.50474604,1.2790809,1.9941088,1,3,5,3,3,0
"793","CDA",1.0775646,0.85923368,2.0313604,3.8067238,1,3,5,2,10,0
"794","D66",4.2013328,3.7796826,5.9697,8.5600639,0,2,0,3,2,0
"795","PvdA",1.9972923,1.9884441,2.841214,7.2648923,0,3,0,4,3,0
"796","D66",0.058805061,0.044390631,0.38812524,2.2665935,1,2,3,3,6,0
"797","D66",0.15072148,0.09088684,0.41055073,1.2685727,1,0,0,2.220446e-16,8,0
"798","PvdA",4.0617949,3.7429103,5.7820844,9.6994742,0,2,0,2,1,0
"799","D66",0.57420559,0.41400944,1.1326456,1.8981404,0,2,0,2,0,0
"800","D66",0.59586491,0.51442948,1.3091295,4.0082662,0,1,3,2,1,0
"801","PvdA",0.021743757,0.04515128,0.21581155,2.0205058,0,0,2,1,1,0
"802","PvdA",2.5743438,2.8010684,1.5533079,0.62758183,0,0,0,2.220446e-16,6,0
"803","VVD",0.25491169,0.19932539,0.78688692,3.0107032,0,2,5,1,3,0
"804","PvdA",1.7091078,1.8421145,1.0026307,0.16129363,1,3,4,2.220446e-16,12,0
"805","PvdA",1.2162665,0.9795234,2.208126,3.8865629,0,0,1,2.220446e-16,9,0
"806","CDA",5.2819643,5.2777223,4.4747415,1.07226,1,0,0,2.220446e-16,12,0
"807","VVD",3.5421307,3.9398094,3.0605955,7.3048365,0,2,5,3,11,0
"808","VVD",4.4968527,4.8494662,3.0213865,1.8297902,0,2,4,3,9,0
"809","CDA",5.556204,5.489655,4.9061362,1.3112116,1,2,0,3,9,0
"810","PvdA",5.0121133,5.5553415,3.7863012,6.676464,0,0,1,2,1,0
"811","PvdA",2.3943906,2.6819696,1.3364854,1.1564132,0,0,1,2.220446e-16,10,0
"812","CDA",1.7189442,1.7465064,1.2597522,0.0034358377,1,0,5,2.220446e-16,3,0
"813","CDA",2.6847896,3.0168545,1.5430954,1.6363128,1,2,3,1,7,0
"814","PvdA",3.7109479,3.40317,4.156657,2.1471411,1,0,1,1,1,0
"815","VVD",1.7120378,1.9154346,0.88559625,0.53701463,0,2,5,2,3,0
"816","VVD",0.69754392,0.90900098,0.27480021,1.9788597,1,2,3,4,4,0
"817","CDA",7.2786898,7.2402365,6.3932038,2.0981443,1,2,4,1,3,0
"818","D66",0.92649363,1.0042949,1.3153472,4.8756137,0,2.9178407,6,3,4,0
"819","CDA",0.72960447,0.58268605,1.1041748,1.1915484,1,0,1,2.220446e-16,9,0
"820","PvdA",0.35202211,0.31606136,0.89311465,3.4578655,0,2,6,4,4,0
"821","D66",1.0575041,0.87029824,1.5162957,1.3960533,0,2,2,3,3,0
"822","CDA",2.2884945,2.6493186,1.3110949,2.6256983,1,2,0,2.220446e-16,10,0
"823","CDA",2.5320764,2.6682797,1.684893,0.21911366,1,2,2,2,4,0
"824","CDA",1.3982579,1.6839197,0.93276211,3.556607,1,1,3,2,2,0
"825","CDA",3.7454044,3.9890206,2.5248721,0.90104673,1,2,3,1,9,0
"826","PvdA",0.16202305,0.086727567,0.62985531,2.2483316,0,2,5,2,2,0
"827","VVD",0.62807448,0.71496891,0.26024839,0.33975833,0,2,6,3,3,0
"828","VVD",2.8163565,3.2270916,1.9367278,4.475053,1,4,6,1,8,0
"829","CDA",1.4720775,1.1985567,2.4047518,3.2429624,1,2.0053136,6,3,4,0
"830","CDA",0.087729697,0.096547007,0.39001496,2.4911691,1,2,1,1,4,0
"831","CDA",2.0508575,2.252625,2.2148163,6.5777462,1,2,3,3,4,0
"832","VVD",5.6040501,6.0752615,3.8850054,3.3253961,1,3,5,3,3,0
"833","PvdA",1.8176196,2.1102089,0.90902121,1.5188581,0,2,5,1,3,0
"834","CDA",2.7103708,3.1054849,1.9700593,4.9379492,1,3,6,4,3,0
"835","CDA",0.38948099,0.52861455,0.051995033,1.0680375,1,4,6,3,1,0
"836","CDA",3.8779812,4.3591474,2.7568131,5.2071307,1,2,4,3,3,0
"837","VVD",0.89795351,1.1309517,0.54286841,2.8968349,1,2,5,3,6,0
"838","CDA",0.47743222,0.40656257,1.1314726,3.7074686,0,2,1,1,1,0
"839","PvdA",2.3370999,2.2297783,3.4677916,7.7709222,0,1,3,1,2,0
"840","D66",4.9740764,5.1329424,5.67758,11.970697,0,2,4,1,2,0
"841","PvdA",2.1229495,2.0120016,2.0266179,0.40705661,1,1,4,2,1,0
"842","CDA",2.0192126,2.3272597,1.0532896,1.6231856,1,2,2.5358107,2.220446e-16,10,0
"843","CDA",6.2860434,6.060872,6.0924883,2.2774643,1,-0.52105278,0,2.220446e-16,9,0
"844","CDA",3.9184042,4.2807224,2.5223397,1.857483,1,2,6,1,8,0
"845","CDA",1.005251,1.0119455,0.73996095,0.094750026,1,2.0924528,3.4333422,2,2,0
"846","PvdA",0.0060778584,0.007402513,0.1736415,1.5170263,0,1.5558525,2,1,10,0
"847","PvdA",4.7380856,5.1274293,3.1931035,2.2255517,1,2,3,2.220446e-16,12,1
"848","VVD",1.7735944,1.9559318,1.9620654,6.1478443,0,0,0,1,7,1
"849","CDA",0.11613391,0.068649896,0.34644286,1.2504124,1,2,4,2,1,1
"850","PvdA",0.77636723,0.59802963,1.6196176,3.4722548,0,3,4,4,4,1
"851","PvdA",1.6735506,1.9243111,0.81000026,1.0015394,0,0,0,1,2,1
"852","CDA",3.3598586,2.9791561,4.2726287,3.3918122,1,0,0,2.220446e-16,12,1
"853","CDA",1.3188666,1.1797473,2.3208253,5.526595,0,2,2,4,2,1
"854","PvdA",0.26875103,0.18205515,0.83687771,2.7622521,0,2,2,2,6,1
"855","VVD",1.2294195,0.98226643,2.1690726,3.4401377,1,2,3,3,4,1
"856","PvdA",0.305961,0.20965629,0.63715032,1.2838882,1,2,0,2.220446e-16,10,1
"857","PvdA",0.77045244,0.9927455,0.34470238,2.1985545,0,2,1,2.220446e-16,12,1
"858","VVD",2.782731,3.1819027,2.0413082,5.065358,1,0,2,2,2,1
"859","VVD",4.482762,4.9982407,3.1928643,5.3561465,1,4,6,2,8,1
"860","VVD",1.0600552,1.3183011,0.55189321,2.5563429,1,3,6,2,5,1
"861","PvdA",0.52520137,0.68075551,0.10780832,0.99050474,0,1,1,2.220446e-16,9,1
"862","D66",4.1410568,4.2046515,5.0554685,10.913773,0,1.2700883,1,2,0,1
"863","PvdA",0.18722994,0.10491891,0.67764984,2.2978545,0,1,3,3,3,1
"864","VVD",2.5217045,2.1828718,3.4123815,3.0602554,1,3,1,1,1,1
"865","VVD",3.8086929,3.9148822,2.8649502,0.48269069,1,2,2,2,8,1
"866","CDA",4.557045,4.7853142,3.2649267,1.0662563,1,2,3,2.220446e-16,11,1
"867","PvdA",0.02006131,0.033253338,0.11708563,1.3029393,1,0,-2.6104329,2.220446e-16,7,1
"868","D66",0.22987801,0.23537441,0.62213942,3.1032558,0,2,6,2,5,1
"869","PvdA",0.87249554,0.71265225,1.7680676,4.1511087,0,2,3,2.220446e-16,2,1
"870","VVD",0.6481777,0.47370291,1.3853824,2.7894215,0,2,4,2,2,1
"871","PvdA",7.7696999,8.1482106,5.887663,3.1441555,0,0,0,1,10,1
"872","D66",0.44526367,0.39391364,1.0525104,3.7004638,0,2,0,2,0,1
"873","D66",0.2925603,0.43490815,0.10011866,1.8584758,1,2,3,2,1,1
"874","CDA",2.9537506,3.1627332,1.9029123,0.56586878,1,0,0,1,10,1
"875","PvdA",1.2048396,0.99126911,2.2292264,4.4142861,1,0,0,2.220446e-16,11,1
"876","PvdA",4.2914214,3.999442,6.0141604,10.350888,0,1,4,2.220446e-16,4,1
"877","D66",0.047772327,0.084836385,0.22772489,2.1718203,0,2,6,3,2,1
"878","CDA",1.0520963,1.2377745,0.41168775,0.68429144,1,0,3,2.220446e-16,7,1
"879","PvdA",5.767665,5.4982994,7.6320587,12.988802,1,2,4,1,7,1
"880","PvdA",3.6684135,3.5334835,3.4392897,0.8213636,0,0,2,1,7,1
"881","CDA",3.7034965,4.1638191,2.8021909,5.9881246,0,2,1,2,1,1
"882","PvdA",1.7427357,1.7604782,2.473138,6.7568114,0,1,4,2,3,1
"883","CDA",4.4047289,4.6229727,3.1493617,0.97455116,1,2,5,2,9,1
"884","VVD",0.34064588,0.47812634,0.27237353,2.5507782,0,2,1,1,5,1
"885","PvdA",0.94540385,1.106336,1.0264727,4.3743441,1,2,0,2.220446e-16,7,1
"886","PvdA",0.62363884,0.45056179,1.2837836,2.3404906,0,1,3,2,3,0
"887","PvdA",0.33024473,0.45202969,0.34424219,2.7782768,0,2,2,2,1,0
"888","CDA",1.2458272,1.4668599,1.1364835,4.4843287,0,2,3,4,10,0
"889","PvdA",0.62255297,0.7788486,0.61182412,3.4504647,0,3,6,4,9,0
"890","CDA",3.3632138,3.4795184,2.4488661,0.3604289,1,1,1,1,4,0
"891","CDA",0.067560926,0.038456303,0.4265462,2.224314,0,2,1,3,3,0
"892","PvdA",2.8732867,2.6047768,3.2814725,1.6874421,1,0,0,2.220446e-16,12,0
"893","VVD",1.5595007,1.7566564,1.6426036,5.5490032,0,3,6,2,5,0
"894","CDA",9.8474479,9.9474174,8.3885868,3.4487454,1,3,6,1,8,0
"895","CDA",2.5013231,2.5256383,1.9313137,0.095862459,1,3,3,2,2,0
"896","CDA",1.7546309,2.0066133,1.6341752,5.3977817,0,2,2,2,1,0
"897","CDA",1.4376238,1.6945456,0.64502189,1.2691878,1,2,4,2,8,0
"898","VVD",1.6485886,1.3696199,2.4638995,2.6583287,1,2,6,2,2,0
"899","VVD",0.40132473,0.43154606,0.79204915,3.6404077,1,2,4,3,5,0
"900","CDA",3.6939583,3.2808027,4.7396925,4.0030465,1,2,3,1,7,0
"901","VVD",2.9781315,3.3227895,1.7680789,1.7251909,1,2,3,2,2,0
"902","CDA",3.3083089,3.7289376,2.6068414,6.1470443,1,3,6,2,7,0
"903","PvdA",9.3009457,9.7592685,7.1615525,4.3965255,1,0,1,2.220446e-16,7,0
"904","PvdA",1.6279691,1.7866443,0.88848791,0.27821041,1,2,4,3,4,0
"905","CDA",5.8516091,6.2973797,4.1064958,3.0367862,0,2,5,1,1,0
"906","CDA",3.7987539,3.8395747,3.021711,0.44626936,1,2,1,3,3,0
"907","CDA",0.55683239,0.55439444,0.43143302,0.31683335,1,0,1,2.220446e-16,12,0
"908","PvdA",0.11136666,0.060473025,0.53308959,2.3007636,0,2,4,2,5,0
"909","VVD",3.2258191,3.6390137,2.5535165,6.1205605,1,3,6,2,5,0
"910","PvdA",2.3672792,2.473947,2.9252978,7.7318689,0,0,1,2.220446e-16,9,0
"911","VVD",1.0750108,1.319486,0.75335521,3.4410655,0,3,6,1,3,0
"912","PvdA",0.25907136,0.3281367,0.063367711,0.69586765,0,2,2,2.220446e-16,5,0
"913","VVD",1.5373177,1.8425396,0.80853669,2.4696665,0,0,4,1,0,0
"914","CDA",0.04980463,0.11668962,0.053486641,1.6064364,1,2,5,1,4,0
"915","CDA",2.5044585,2.6141997,3.0725299,7.9737374,1,1.3110095,6,2,3,0
"916","CDA",0.050198136,0.061816394,0.31308732,2.2682808,0,2,5,2,2,0
"917","PvdA",4.9980121,5.5424678,3.6840083,6.1710251,1,4,6,3,2,0
"918","CDA",3.9003793,3.6477449,5.5152216,9.9320667,1,2,2,1,2,0
"919","PvdA",0.77286545,0.7741342,1.3533728,4.6706502,0,0,3,2,2,0
"920","CDA",4.5252509,4.6752152,3.3998839,0.81228698,1,0,0,2.220446e-16,10,0
"921","VVD",0.30289666,0.42047253,0.32114905,2.7117621,0,2,5,2,6,0
"922","VVD",0.75698147,0.75124939,1.3518591,4.6317914,1,2,6,3,2,0
"923","CDA",0.11908602,0.21277364,0.090876316,1.8973867,0,3,5,3,2,0
"924","PvdA",1.5142912,1.7229934,0.72604076,0.64047077,0,3,5,3,5,0
"925","CDA",3.2227444,3.0138912,3.3223823,1.156665,1,1,1,2.220446e-16,12,0
"926","CDA",0.57045749,0.42632877,1.0098119,1.4492546,1,2,2,2,2,0
"927","CDA",0.11921648,0.056980425,0.43261666,1.5104379,1,2,6,1,10,0
"928","D66",0.25624376,0.31697468,0.49009645,3.0505097,0,2,1,3,1,0
"929","VVD",2.2900894,2.6469159,1.695257,4.7787727,1,2,2,1,4,0
"930","PvdA",0.45912825,0.45915193,0.95360248,3.8405974,1,2,4,1,3,0
"931","CDA",0.98417158,1.2297902,0.57744211,2.8756441,0,0.1797729,2,1,4,0
"932","CDA",6.4851587,6.4955195,5.5271035,1.6245645,1,2,5,4,11,0
