"","group","I01","I02","I03","I04","I05","I06","I07","I08","I09","I10","I11"
"1031",2,1,1,1,1,2,1,1,1,2,2,2
"1032",2,2,2,3,3,2,1,2,2,2,2,3
"1033",2,3,2,3,1,3,2,2,3,3,1,3
"1034",2,3,3,3,2,3,2,2,3,4,3,4
"1035",2,2,3,3,4,3,2,3,3,3,3,3
"1036",2,1,1,1,2,3,1,2,2,2,2,1
"1037",2,3,4,3,4,2,2,3,3,3,3,4
"1038",2,2,3,2,1,3,3,3,2,4,2,4
"1039",2,2,2,2,2,3,2,2,3,3,1,2
"1040",2,1,1,1,3,2,2,2,3,2,1,2
"1041",2,2,1,2,2,3,1,1,2,2,2,2
"1042",2,2,2,2,3,2,2,3,3,3,2,4
"1043",2,2,1,2,2,2,1,2,3,3,1,3
"1044",2,3,4,3,2,3,3,3,3,3,2,3
"1045",2,2,2,3,2,3,2,3,3,4,1,3
"1046",2,1,2,3,3,3,2,3,4,2,2,3
"1047",2,1,1,2,3,3,1,2,3,3,2,3
"1048",2,1,2,2,1,2,2,1,2,4,1,1
"1049",2,3,3,3,3,3,2,3,3,3,3,3
"1050",2,2,2,2,2,3,1,1,3,1,2,3
"1051",2,3,3,4,4,4,3,3,4,4,3,4
"1052",2,2,3,2,2,1,3,1,2,3,1,2
"1053",2,3,2,3,2,3,1,2,3,2,2,2
"1054",2,3,3,4,3,2,3,2,2,3,1,3
"1055",2,2,2,2,2,2,2,3,4,3,2,2
"1056",2,1,3,2,2,2,3,3,2,4,2,3
"1057",2,2,3,3,2,4,1,3,3,3,1,3
"1058",2,2,3,2,2,2,4,3,3,2,3,2
"1059",2,3,3,3,4,3,4,3,2,3,2,3
"1060",2,1,2,1,2,2,1,1,1,2,1,2
"1061",2,2,3,2,3,2,2,2,3,4,3,3
"1062",2,1,2,1,1,2,2,1,2,2,1,1
"1063",2,1,2,1,1,2,1,1,2,2,1,1
"1064",2,3,3,3,2,2,2,3,2,3,1,2
"1065",2,3,3,3,4,3,3,3,4,4,3,3
"1066",2,2,4,3,2,2,3,3,4,4,2,4
"1067",2,4,2,4,2,2,3,2,2,3,1,3
"1068",2,1,2,2,1,2,1,1,2,1,1,1
"1069",2,3,3,3,3,3,2,3,4,3,2,4
"1070",2,2,2,1,1,2,1,2,2,2,1,1
"1071",2,2,2,3,2,2,2,2,3,2,1,2
"1072",2,1,2,3,3,3,1,2,3,3,3,2
"1073",2,3,2,2,3,2,3,3,3,4,2,3
"1074",2,2,3,2,1,2,2,3,3,2,2,2
"1075",2,2,2,2,2,1,1,2,2,2,2,2
"1076",2,2,2,2,2,2,2,2,3,2,2,2
"1077",2,1,2,3,2,2,2,3,3,2,2,3
"1078",2,4,3,3,3,3,3,3,2,4,1,4
"1079",2,2,2,3,2,3,3,3,3,3,2,4
"1080",2,3,2,2,3,2,4,2,2,1,2,1
"1081",2,2,2,4,3,3,2,3,4,1,2,3
"1082",2,3,3,2,2,3,2,2,2,2,2,2
"1083",2,1,2,1,2,1,1,1,2,2,2,2
"1084",2,4,3,3,3,3,3,3,2,4,2,3
"1085",2,2,3,2,3,3,2,3,4,3,2,2
"1086",2,3,3,3,3,2,3,1,3,2,1,2
"1087",2,3,3,2,3,3,1,3,3,3,2,4
"1088",2,2,2,1,1,2,2,1,2,2,2,1
"1089",2,1,2,3,2,1,2,2,2,2,1,2
"1090",2,4,4,4,2,3,3,4,4,3,2,3
"1091",2,2,2,1,2,2,3,3,2,2,2,1
"1092",2,4,2,3,3,3,4,4,3,4,3,3
"1093",2,2,2,2,3,2,2,2,2,2,2,2
"1094",2,1,3,2,2,2,2,2,3,2,1,2
"1095",2,2,2,2,1,2,1,1,2,2,2,1
"1096",2,1,2,3,2,3,1,3,2,3,2,2
"1097",2,3,2,2,2,3,1,3,3,3,1,3
"1098",2,3,2,3,2,2,2,2,3,3,2,2
"1099",2,2,2,2,2,3,2,2,3,2,1,2
"1100",2,2,3,3,3,3,2,3,3,4,2,3
"1101",2,3,3,3,3,3,1,3,4,3,3,3
"1102",2,3,2,2,2,1,3,1,1,2,2,2
"1103",2,3,2,1,2,2,2,2,2,2,2,3
"1104",2,1,2,2,1,2,1,1,1,1,1,1
"1105",2,1,3,3,3,3,3,2,3,3,2,2
"1106",2,3,4,3,4,4,4,4,4,4,2,4
"1107",2,2,2,4,3,2,2,3,2,2,2,2
"1108",2,3,3,2,2,3,2,2,2,2,2,3
"1109",2,2,4,2,4,3,3,3,4,3,3,4
"1110",2,3,3,3,1,2,3,2,2,2,1,1
"1111",2,2,3,2,3,3,2,4,4,1,2,3
"1112",2,2,2,2,2,2,2,1,2,2,1,2
"1113",2,1,2,2,2,2,1,2,2,2,1,3
"1114",2,2,2,2,3,3,2,2,4,1,2,2
"1115",2,3,4,2,2,3,3,3,3,3,2,3
"1116",2,2,2,2,2,3,2,2,2,1,2,3
"1117",2,3,3,4,4,4,3,4,4,4,2,3
"1118",2,3,3,4,4,2,4,3,4,4,2,4
"1119",2,3,3,3,3,3,3,3,3,2,2,4
"1120",2,2,1,2,1,1,1,2,3,3,1,1
"1121",2,1,2,1,3,2,1,2,2,3,3,2
"1122",2,1,2,2,3,2,1,2,2,3,2,3
"1123",2,1,1,1,2,2,3,2,2,1,1,2
"1124",2,2,2,2,2,2,2,1,2,4,1,2
"1125",2,3,3,3,2,2,3,2,2,4,3,3
"1126",2,4,2,3,4,3,1,2,4,2,2,3
"1127",2,1,1,3,1,2,1,1,1,1,1,1
"1128",2,2,2,3,4,3,2,4,3,3,2,4
"1129",2,2,2,2,2,2,2,2,2,3,1,2
"1130",2,2,2,3,3,4,2,2,2,3,2,3
"1131",2,3,3,4,3,4,2,3,3,3,1,3
"1132",2,2,3,2,2,3,2,2,3,2,2,3
"1133",2,2,2,3,3,3,1,2,3,4,1,3
"1134",2,4,3,3,3,2,3,3,3,4,2,2
"1135",2,2,2,2,2,3,2,2,4,4,2,2
"1136",2,3,4,4,2,3,2,3,4,4,2,4
"1137",2,3,2,2,3,2,3,2,2,2,2,2
"1138",2,3,4,3,3,3,2,3,4,4,1,4
"1139",2,3,3,3,3,3,2,2,3,4,2,3
"1140",2,2,3,2,4,2,2,3,2,3,1,3
"1141",2,2,2,1,2,1,2,1,1,2,1,1
"1142",2,1,2,3,2,2,1,1,1,3,2,2
"1143",2,2,3,3,2,2,3,3,3,2,2,3
"1144",2,4,2,3,3,3,2,2,4,3,2,1
"1145",2,2,2,2,2,2,2,2,3,3,1,2
"1146",2,1,3,2,3,2,3,2,3,3,1,3
"1147",2,2,2,2,1,3,2,3,2,2,2,2
"1148",2,4,2,4,2,3,3,3,4,3,2,3
"1149",2,2,3,2,3,2,3,3,2,2,2,3
"1150",2,2,3,2,1,3,2,2,2,1,2,2
"1151",2,1,3,3,3,1,2,2,2,2,2,2
"1152",2,2,2,2,1,1,1,3,2,4,1,2
"1153",2,1,2,1,1,2,2,2,2,3,1,1
"1154",2,2,2,3,3,2,2,2,2,3,1,2
"1155",2,4,4,3,4,3,3,3,4,4,2,4
"1156",2,2,2,2,3,3,1,3,3,1,2,3
"1157",2,2,1,2,1,3,2,1,2,2,1,2
"1158",2,4,3,3,3,3,2,3,3,4,1,3
"1159",2,1,1,1,2,1,2,1,2,1,1,3
"1160",2,3,4,2,3,3,2,4,3,4,3,4
"1161",2,3,3,2,2,4,3,3,2,4,2,2
"1162",2,3,2,2,2,3,2,2,1,2,1,4
"1163",2,4,3,3,3,4,2,3,4,4,2,2
"1164",2,1,2,2,1,1,1,1,1,1,1,1
"1165",2,1,2,2,3,3,2,2,3,3,1,2
"1166",2,3,3,3,3,2,2,3,3,2,2,4
"1167",2,1,2,2,3,2,2,1,3,3,1,3
"1168",2,3,3,3,2,3,3,3,3,3,1,4
"1169",2,1,3,1,2,2,1,1,3,3,2,1
"1170",2,3,4,4,2,3,3,4,3,4,3,4
"1171",2,2,2,2,3,2,2,2,3,4,1,4
"1172",2,1,3,3,3,2,1,3,2,2,1,3
"1173",2,3,3,4,3,3,3,2,3,3,2,3
"1174",2,2,2,3,3,2,2,3,2,3,1,2
"1175",2,2,4,3,2,2,3,3,3,3,2,2
"1176",2,2,2,1,1,1,1,1,1,1,1,1
"1177",2,2,2,1,2,1,2,1,1,2,1,1
"1178",2,3,2,4,2,3,2,3,3,3,2,4
"1179",2,2,1,1,2,2,1,2,2,1,1,2
"1180",2,3,3,3,4,3,3,3,3,4,2,3
"1181",2,2,2,2,2,2,2,2,3,2,3,2
"1182",2,2,2,2,1,1,2,1,2,3,2,2
"1183",2,1,2,3,3,2,3,3,3,3,2,3
"1184",2,4,3,3,2,3,4,3,3,4,2,3
"1185",2,4,3,2,4,3,3,3,3,4,3,3
"1186",2,3,1,2,2,4,2,2,3,3,1,3
"1187",2,2,2,3,2,2,1,2,2,4,2,3
"1188",2,3,3,3,2,2,2,3,2,2,2,3
"1189",2,2,2,2,2,1,1,1,2,1,1,1
"1190",2,3,3,3,2,3,3,2,4,4,3,3
"1191",2,3,3,3,3,2,1,3,2,4,2,4
"1192",2,4,3,3,4,2,1,3,3,4,3,4
"1193",2,2,3,3,3,2,2,3,3,2,2,2
"1194",2,1,2,2,2,2,1,2,1,1,1,1
"1195",2,2,3,2,1,3,4,2,4,3,2,2
"1196",2,2,3,2,3,2,2,3,2,3,2,3
"1197",2,2,2,2,3,2,2,2,2,2,2,1
"1198",2,2,2,2,2,1,2,2,4,2,1,2
"1199",2,3,2,3,3,3,3,4,3,4,2,3
"1200",2,3,2,2,2,3,1,2,2,3,2,2
"1201",2,3,3,3,2,3,3,2,3,3,2,2
"1202",2,4,3,3,4,3,2,4,4,3,2,3
"1203",2,3,3,3,4,2,2,3,3,2,1,3
"1204",2,4,3,4,4,3,2,4,4,4,2,4
"1205",2,2,2,2,1,2,2,2,3,2,1,2
"1206",2,2,2,3,2,3,1,2,2,2,2,2
"1207",2,3,4,3,2,3,3,3,3,4,2,4
"1208",2,3,3,3,4,2,3,4,4,4,2,3
"1209",2,3,4,2,4,3,3,4,3,2,3,4
"1210",2,1,2,2,2,2,1,1,2,2,1,1
"1211",2,3,3,4,4,3,3,4,3,3,2,4
"1212",2,4,4,2,3,2,2,2,3,4,2,3
"1213",2,3,2,2,3,3,4,3,2,3,1,3
"1214",2,3,3,2,3,3,2,3,3,4,2,3
"1215",2,3,2,3,3,1,3,3,2,3,1,2
"1216",2,3,2,3,2,3,2,3,3,2,2,1
"1217",2,3,2,4,3,4,4,4,4,3,3,4
"1218",2,3,2,2,3,2,1,2,3,4,3,2
"1219",2,3,3,3,3,2,2,3,3,3,3,4
"1220",2,3,3,4,2,4,4,4,4,4,2,4
"1221",2,1,1,2,1,1,1,1,1,2,1,1
"1222",2,2,2,1,3,1,2,2,1,3,1,2
"1223",2,2,3,2,2,3,1,2,3,3,2,3
"1224",2,2,2,2,1,2,1,1,2,3,2,1
"1225",2,1,2,2,1,2,1,2,2,1,1,2
"1226",2,3,2,3,3,3,4,4,3,3,1,4
"1227",2,2,2,4,2,4,3,4,4,4,2,4
"1228",2,3,3,4,2,3,3,3,4,4,2,3
"1229",2,1,2,2,1,1,1,1,1,1,1,1
"1230",2,2,1,1,1,2,1,1,2,2,1,1
"1231",2,1,2,3,2,2,1,2,2,2,1,2
"1232",2,2,1,2,2,2,1,3,2,2,2,2
"1233",2,4,4,3,3,4,3,4,3,4,3,4
"1234",2,2,3,1,2,2,2,1,3,3,2,1
"1235",2,2,3,3,3,2,2,2,3,3,3,2
"1236",2,1,3,2,2,2,1,2,2,2,2,2
"1237",2,2,3,4,2,2,3,2,4,2,2,4
"1238",2,1,2,2,1,1,1,1,1,1,1,1
"1239",2,2,2,3,4,4,3,4,3,4,2,3
"1240",2,3,3,2,4,2,2,3,2,2,1,3
"1241",2,2,2,2,2,2,1,2,3,3,1,2
"1242",2,2,3,3,3,3,2,2,3,2,2,2
"1243",2,4,2,3,2,2,4,3,3,3,2,4
"1244",2,3,3,3,4,3,3,4,4,4,3,4
"1245",2,2,3,2,3,2,2,2,2,3,2,2
"1246",2,2,2,3,2,2,1,2,3,2,2,2
"1247",2,2,3,1,3,1,1,2,1,2,1,2
"1248",2,2,2,2,1,2,1,3,2,2,2,2
"1249",2,3,2,2,3,2,3,2,3,1,1,3
"1250",2,2,3,3,3,4,3,4,3,2,2,4
"1251",2,4,3,2,2,3,1,3,2,3,1,3
"1252",2,4,3,3,2,3,3,3,2,3,3,4
"1253",2,2,2,2,2,2,3,3,4,2,1,2
"1254",2,1,1,2,1,2,1,1,2,1,1,2
"1255",2,3,3,2,2,2,3,2,3,3,2,2
"1256",2,2,2,1,1,2,1,1,2,2,1,1
"1257",2,2,3,2,2,2,2,2,2,2,1,2
"1258",2,3,3,3,3,3,3,3,3,4,2,3
"1259",2,4,4,3,4,4,3,3,4,4,3,4
"1260",2,1,2,3,2,3,1,1,3,2,2,3
"1261",2,2,2,2,2,2,3,2,2,4,2,2
"1262",2,3,3,3,2,3,2,3,2,4,2,3
"1263",2,1,2,1,2,1,1,1,2,1,1,1
"1264",2,3,2,3,3,3,2,3,3,3,1,4
"1265",2,4,4,3,3,4,4,4,4,4,2,4
"1266",2,2,2,2,4,1,2,2,3,2,3,3
"1267",2,2,1,3,3,2,2,3,1,2,2,2
"1268",2,3,4,3,3,4,3,2,4,3,2,3
"1269",2,2,1,2,1,2,1,1,3,1,2,1
"1270",2,4,3,2,2,2,3,3,4,3,2,4
"1271",2,2,2,1,1,1,1,1,2,3,1,2
"1272",2,2,3,3,1,2,1,2,4,4,2,3
"1273",2,1,3,2,2,2,1,1,2,1,1,2
"1274",2,2,3,4,2,3,3,2,3,3,2,4
"1275",2,2,2,3,2,2,2,2,4,4,2,3
"1276",2,3,3,2,3,2,1,2,3,3,2,3
"1277",2,3,3,2,3,2,3,2,2,4,1,2
"1278",2,2,2,2,2,3,1,1,2,2,2,3
"1279",2,1,2,2,1,1,1,2,2,3,1,2
"1280",2,3,3,3,3,3,4,4,3,4,2,3
"1281",2,3,2,3,3,3,2,2,3,2,1,1
"1282",2,2,2,2,1,3,2,2,4,3,2,4
"1283",2,2,3,3,2,3,1,3,3,3,2,2
"1284",2,3,3,2,2,4,3,2,2,4,2,3
"1285",2,2,3,2,4,3,2,3,3,3,2,4
"1286",2,4,4,3,3,2,3,3,3,4,2,3
"1287",2,3,3,3,3,2,1,2,3,3,2,2
"1288",2,3,3,2,1,3,2,2,1,3,1,2
"1289",2,3,3,2,4,3,4,4,3,4,2,4
"1290",2,3,2,3,2,2,3,3,3,2,2,2
"1291",2,2,4,4,4,3,4,3,3,4,2,3
"1292",2,2,3,2,4,2,3,2,3,1,2,2
"1293",2,2,3,3,2,2,2,2,2,3,2,2
"1294",2,2,3,1,2,2,3,3,3,2,2,2
"1295",2,4,4,4,3,4,3,4,4,4,2,4
"1296",2,3,3,3,3,3,3,2,3,4,3,3
"1297",2,2,3,2,2,2,3,4,4,3,3,4
"1298",2,2,3,2,2,2,2,3,3,2,3,2
"1299",2,2,3,2,2,2,2,2,3,4,1,1
"1300",2,2,2,4,3,2,2,2,2,1,1,2
"1301",2,1,2,2,2,3,1,2,3,1,2,2
"1302",2,2,3,4,3,3,4,3,3,4,1,4
"1303",2,1,2,3,2,2,1,2,1,3,2,2
"1304",2,4,4,3,3,3,2,4,4,4,4,3
"1305",2,2,1,2,2,1,1,2,1,2,1,2
"1306",2,2,3,3,2,2,3,3,4,4,2,3
"1307",2,2,2,1,1,1,1,1,1,2,1,1
"1308",2,3,3,3,2,2,3,3,3,2,1,2
"1309",2,1,1,1,1,1,2,2,1,2,1,1
"1310",2,2,3,3,2,2,2,1,3,3,2,3
"1311",2,4,3,4,2,3,2,3,2,4,2,3
"1312",2,2,2,2,3,2,2,1,3,3,2,1
"1313",2,2,3,2,2,3,2,2,3,3,2,3
"1314",2,1,1,3,2,2,2,1,1,1,1,1
"1315",2,2,1,2,1,2,1,1,2,3,2,2
"1316",2,4,3,3,3,4,3,4,4,3,2,4
"1317",2,2,3,2,3,1,1,3,3,4,2,3
"1318",2,3,3,2,2,2,3,3,3,3,2,3
"1319",2,1,3,2,2,2,2,1,2,2,1,2
"1320",2,2,3,3,2,2,2,2,4,2,1,3
"1321",2,3,3,2,3,2,3,1,3,3,3,3
"1322",2,3,2,3,2,2,1,3,3,4,3,3
"1323",2,3,1,2,3,2,1,1,2,1,1,2
"1324",2,2,3,2,3,2,2,2,2,3,1,1
"1325",2,2,2,2,3,1,2,2,2,3,1,3
"1326",2,2,2,3,2,2,2,2,3,4,2,3
"1327",2,2,1,2,3,3,2,2,4,3,2,2
"1328",2,2,2,2,2,2,2,2,3,3,2,3
"1329",2,3,2,4,2,4,1,4,4,4,2,3
"1330",2,1,2,2,2,1,1,2,2,1,2,2
"1331",2,3,3,4,4,4,2,3,3,4,1,3
"1332",2,4,3,3,3,2,3,3,3,4,2,4
"1333",2,2,2,2,2,4,2,2,3,2,2,3
"1334",2,2,2,2,3,1,1,3,3,2,2,3
"1335",2,2,3,2,2,3,1,2,4,4,1,3
"1336",2,3,3,3,2,2,2,2,2,3,2,1
"1337",2,2,3,2,4,3,1,4,3,3,3,3
"1338",2,2,3,2,2,2,3,3,3,3,1,2
"1339",2,3,4,2,1,3,1,2,3,2,1,2
"1340",2,2,2,1,1,2,1,3,2,3,2,2
"1341",2,2,2,3,3,3,2,2,3,3,2,2
"1342",2,2,3,3,2,2,3,3,3,4,2,3
"1343",2,3,3,2,2,3,1,3,3,3,2,3
"1344",2,2,2,1,1,2,3,2,2,3,1,1
"1345",2,2,3,3,2,3,2,3,2,4,2,3
"1346",2,2,2,3,2,2,2,2,2,3,3,2
"1347",2,4,3,3,3,2,3,2,3,4,2,3
"1348",2,1,2,1,2,2,2,2,2,2,2,2
"1349",2,3,3,4,3,3,3,4,4,3,2,3
"1350",2,3,2,2,2,2,2,3,4,3,2,2
"1351",2,2,3,3,2,2,2,2,2,2,1,2
"1352",2,2,3,1,2,2,2,1,3,3,1,1
"1353",2,3,3,3,2,3,4,4,4,4,3,4
"1354",2,2,2,2,2,2,1,1,3,2,1,2
"1355",2,4,2,4,3,4,4,4,4,3,3,4
"1356",2,4,4,2,1,3,3,2,2,4,2,3
"1357",2,2,3,3,2,3,2,2,4,2,2,2
"1358",2,1,2,3,2,2,1,1,2,2,2,2
"1359",2,4,3,2,2,4,3,3,1,2,2,4
"1360",2,3,2,2,3,2,2,3,4,3,2,2
"1361",2,2,2,2,2,1,2,1,2,2,1,2
"1362",2,3,4,3,3,2,4,4,4,4,2,4
"1363",2,2,2,3,3,3,1,3,2,4,2,3
"1364",2,3,3,3,3,4,3,4,3,4,3,4
"1365",2,2,4,2,2,3,2,3,2,3,3,2
"1366",2,3,3,1,2,3,2,2,2,2,2,2
"1367",2,3,1,2,2,2,1,1,3,2,2,1
"1368",2,2,3,2,3,2,3,2,3,2,2,3
"1369",2,2,2,2,2,3,2,1,2,1,1,2
"1370",2,2,3,2,2,2,2,3,3,3,2,2
"1371",2,3,3,3,2,3,3,3,4,3,2,4
"1372",2,2,3,2,2,2,1,1,3,3,2,2
"1373",2,2,3,1,3,2,1,2,3,4,3,3
"1374",2,1,3,2,3,3,1,2,4,3,2,2
"1375",2,2,2,2,3,3,3,3,4,2,2,2
"1376",2,3,2,2,3,3,2,3,3,3,3,3
"1377",2,1,2,1,2,1,2,2,2,3,1,2
"1378",2,1,2,3,2,2,2,1,2,2,1,1
"1379",2,3,4,3,2,2,2,3,2,3,2,2
"1380",2,4,2,2,2,2,3,3,2,3,2,2
"1381",2,4,3,3,3,2,2,2,3,2,3,4
"1382",2,4,3,3,3,3,4,3,4,4,3,3
"1383",2,2,3,3,4,4,2,3,4,3,2,4
"1384",2,1,2,2,1,1,2,1,1,1,1,1
"1385",2,3,3,3,3,3,4,4,3,3,2,4
"1386",2,3,3,2,2,3,3,4,2,4,3,3
"1387",2,2,2,2,2,2,3,2,2,2,2,3
"1388",2,3,3,2,3,2,3,2,4,1,2,3
"1389",2,3,3,2,2,1,3,1,3,3,1,2
"1390",2,2,3,4,3,3,2,2,2,3,2,2
"1391",2,1,2,1,3,2,1,1,2,2,1,2
"1392",2,3,3,2,4,3,3,3,4,3,3,3
"1393",2,3,4,3,3,3,2,3,3,4,2,4
"1394",2,3,2,2,1,1,2,3,3,2,2,2
"1395",2,3,2,3,1,2,2,3,3,3,3,3
"1396",2,2,2,2,2,2,1,1,3,3,1,3
"1397",2,3,3,3,3,2,2,3,4,3,3,3
"1398",2,3,2,3,2,2,1,2,3,3,2,2
"1399",2,2,3,3,4,2,2,3,3,2,2,3
"1400",2,1,2,2,1,1,1,1,2,2,1,1
"1401",2,3,2,4,3,4,3,3,4,3,2,3
"1402",2,2,3,2,2,2,2,2,2,3,2,1
"1403",2,2,2,2,3,3,2,2,1,3,2,1
"1404",2,3,2,4,3,4,4,3,3,3,3,4
"1405",2,4,3,3,3,4,2,3,4,4,3,4
"1406",2,2,2,1,1,2,2,2,4,2,2,2
"1407",2,2,3,3,2,2,2,2,3,3,1,3
"1408",2,2,4,3,3,4,3,3,4,4,3,4
"1409",2,4,4,3,3,4,4,3,4,2,3,4
"1410",2,2,2,1,1,2,2,1,2,3,1,1
"1411",2,2,3,2,2,2,3,2,4,3,2,2
"1412",2,2,2,2,2,2,1,2,2,2,1,3
"1413",2,3,2,2,3,2,1,1,3,3,2,3
"1414",2,1,3,2,2,3,2,1,2,2,1,1
"1415",2,3,2,2,2,2,3,2,3,3,2,2
"1416",2,1,2,2,1,2,3,2,2,2,2,3
"1417",2,3,2,2,2,2,1,2,1,3,2,1
"1418",2,1,2,1,1,2,1,1,2,1,1,2
"1419",2,2,2,2,3,2,2,2,2,4,2,3
"1420",2,3,4,2,3,4,2,4,3,3,2,3
"1421",2,2,2,2,3,3,2,2,3,3,2,2
"1422",2,2,2,2,3,2,2,2,2,2,1,3
"1423",2,1,2,2,2,2,2,2,3,3,2,2
"1424",2,3,3,3,3,4,3,3,3,2,2,2
"1425",2,3,3,3,2,3,2,2,4,3,2,3
"1426",2,3,3,2,3,2,2,3,3,4,1,3
"1427",2,3,2,3,3,3,3,3,4,3,2,2
"1428",2,1,2,2,3,2,2,2,2,3,2,2
"1429",2,2,3,3,2,2,2,1,3,2,1,2
"1430",2,2,3,3,2,3,3,2,3,3,2,3
"1431",2,2,3,2,3,2,1,2,3,3,2,3
"1432",2,1,2,3,3,3,1,3,4,3,1,2
"1433",2,3,1,1,3,2,2,2,4,3,3,2
"1434",2,2,3,3,1,3,2,2,2,4,2,1
"1435",2,3,2,2,4,3,2,3,3,3,1,4
"1436",2,3,2,3,2,3,3,3,2,3,2,3
"1437",2,2,2,3,3,3,2,3,4,3,3,3
"1438",2,1,4,2,2,3,2,2,2,2,1,2
"1439",2,2,2,2,2,3,1,1,3,4,1,3
"1440",2,1,2,1,1,3,1,2,1,2,2,3
"1441",2,1,2,3,2,3,4,2,3,3,1,2
"1442",2,2,2,1,2,2,2,1,2,3,2,3
"1443",2,2,3,2,2,2,3,1,2,2,1,2
"1444",2,2,3,2,1,3,2,3,2,3,2,3
"1445",2,2,1,1,2,2,1,1,2,2,1,1
"1446",2,3,3,3,3,3,2,2,4,2,3,3
"1447",2,2,2,3,1,1,2,2,3,1,1,2
"1448",2,3,3,3,4,3,3,4,4,3,3,4
"1449",2,2,2,3,3,3,3,3,4,3,2,3
"1450",2,1,2,2,2,2,2,1,2,1,2,2
"1451",2,3,2,2,2,3,2,4,4,4,3,4
"1452",2,2,3,3,3,2,2,3,3,3,2,2
"1453",2,3,3,3,3,3,3,4,4,4,3,4
"1454",2,3,3,2,3,3,2,3,2,4,1,3
"1455",2,3,3,3,3,3,1,3,4,3,1,2
"1456",2,2,2,1,1,1,1,1,1,2,1,1
"1457",2,2,2,2,2,2,2,2,1,1,1,1
"1458",2,2,2,2,2,2,2,2,3,3,2,2
"1459",2,2,3,3,3,3,2,3,2,4,1,2
"1460",2,2,2,2,3,2,1,2,3,2,2,2
"1461",2,2,2,3,2,3,3,3,2,2,1,3
"1462",2,2,3,2,3,3,3,2,4,3,1,3
"1463",2,2,3,3,1,2,4,2,4,3,1,4
"1464",2,4,2,2,3,4,2,3,4,2,2,4
"1465",2,1,3,1,1,2,2,2,2,2,1,2
"1466",2,2,2,2,2,2,2,2,4,3,1,3
"1467",2,2,2,2,2,2,1,1,3,3,2,2
"1468",2,3,4,3,4,3,3,3,3,3,2,3
"1469",2,2,2,2,2,2,3,2,4,3,1,1
"1470",2,2,2,3,2,3,2,3,2,1,2,2
"1471",2,3,4,4,2,3,3,3,3,4,2,4
"1472",2,1,2,1,1,3,2,1,1,3,1,1
"1473",2,3,4,3,2,2,3,2,3,2,1,3
"1474",2,2,2,3,3,2,2,2,2,3,1,2
"1475",2,3,3,4,4,4,4,4,4,4,3,4
"1476",2,2,2,3,2,2,2,2,3,4,2,2
"1477",2,4,2,3,3,2,2,3,3,4,2,2
"1478",2,3,3,2,3,1,3,2,1,3,1,2
"1479",2,2,2,2,3,3,2,2,2,4,1,2
"1480",2,1,2,2,2,2,1,1,1,2,1,2
"1481",2,3,2,2,2,2,2,1,3,3,2,2
"1482",2,2,1,2,1,2,2,2,3,2,1,1
"1483",2,3,3,3,3,4,3,3,3,4,2,4
"1484",2,2,2,1,1,2,1,2,2,3,1,2
"1485",2,2,2,2,2,2,3,2,3,4,2,3
"1486",2,2,2,3,1,3,2,2,3,2,1,3
"1487",2,4,2,2,4,4,3,3,4,2,2,3
"1488",2,2,2,1,3,2,1,3,2,2,2,4
"1489",2,1,1,2,1,1,1,1,1,1,1,1
"1490",2,2,2,1,1,2,2,1,1,2,1,1
"1491",2,4,1,2,3,2,2,3,3,2,2,2
"1492",2,2,2,2,2,3,1,2,2,2,1,2
"1493",2,3,1,1,2,3,1,2,2,1,1,2
"1494",2,3,2,3,2,2,2,3,4,2,1,2
"1495",2,3,2,1,2,3,2,2,3,3,1,2
"1496",2,3,2,3,2,3,1,3,3,3,2,3
"1497",2,3,3,2,2,3,1,2,3,4,2,4
"1498",2,3,2,2,2,2,3,2,3,4,2,3
"1499",2,2,2,2,2,3,2,2,3,2,2,3
"1500",2,1,3,3,2,2,1,1,3,2,2,3
"1501",2,2,2,2,3,3,2,3,3,3,1,3
"1502",2,3,3,3,2,3,2,3,3,4,2,4
"1503",2,2,2,2,3,3,3,2,1,3,2,2
"1504",2,2,3,3,2,3,2,3,3,2,2,3
"1505",2,2,3,2,1,2,3,3,3,1,1,3
"1506",2,3,2,3,2,4,2,2,2,3,2,2
"1507",2,1,3,2,3,2,3,2,2,1,1,2
"1508",2,3,3,3,2,3,2,3,3,2,3,3
"1509",2,2,3,3,2,2,2,2,3,3,2,3
"1510",2,2,4,3,3,2,3,3,4,2,2,4
"1511",2,1,2,2,2,2,1,1,3,2,2,1
"1512",2,2,3,2,2,2,1,2,2,3,2,2
"1513",2,3,2,2,2,2,1,2,2,2,1,3
"1514",2,2,2,1,1,3,2,2,2,1,1,1
"1515",2,3,3,3,3,4,2,2,4,3,2,3
"1516",2,3,4,3,3,4,3,4,3,3,2,2
"1517",2,1,2,1,2,1,1,1,2,2,1,1
"1518",2,4,3,3,2,3,3,4,4,4,3,3
"1519",2,4,3,3,3,3,2,3,4,3,3,3
"1520",2,1,1,2,3,2,3,1,2,2,2,2
"1521",2,2,4,2,2,2,2,3,3,4,2,3
"1522",2,3,4,2,3,3,3,3,3,4,3,3
"1523",2,3,3,3,3,4,4,4,3,3,3,3
"1524",2,2,2,2,2,2,3,2,2,3,1,2
"1525",2,1,2,2,3,3,2,2,3,3,3,3
"1526",2,1,2,3,2,2,2,1,2,2,2,2
"1527",2,2,3,2,2,3,2,2,3,3,1,2
"1528",2,2,3,2,2,2,1,2,2,4,1,3
