"","WV01","WV02","WV03","WV04","WV05","WV06","WV07","WV08","WV09","WV10","WV11","WV12","WV13","WV14"
"897",3,0,1,1,3,1,1,1,0,3,1,2,1,0
"898",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"899",0,0,0,0,3,3,0,0,0,1,0,1,1,3
"900",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"901",0,0,0,0,0,0,0,0,0,2,3,0,0,3
"902",0,0,0,1,3,0,0,0,0,3,0,1,0,3
"903",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"904",3,2,3,2,1,2,0,1,0,0,0,0,1,1
"905",0,1,1,0,0,3,1,3,0,3,0,2,0,1
"906",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"907",2,0,0,2,0,0,0,1,0,2,1,0,1,1
"908",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"909",0,0,1,1,0,1,2,1,1,3,1,0,1,1
"910",2,2,3,2,3,2,0,0,0,3,0,0,1,3
"911",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"912",0,0,0,0,1,0,0,0,0,3,0,0,0,0
"913",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"914",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"915",0,0,0,0,3,3,2,0,0,0,0,0,2,3
"916",0,0,0,0,0,0,0,0,0,2,0,0,0,1
"917",0,0,3,1,3,1,0,1,0,3,0,0,0,0
"918",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"919",0,3,2,0,0,0,0,0,0,0,0,0,0,3
"920",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"921",0,1,0,1,0,0,0,0,0,1,0,0,3,1
"922",0,2,2,1,1,1,1,1,0,3,0,2,1,2
"923",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"924",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"925",2,0,1,0,0,1,0,1,0,0,0,0,1,3
"926",0,2,0,0,0,0,0,1,0,3,0,0,0,3
"927",0,1,1,0,1,0,1,1,2,0,0,0,1,3
"928",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"929",0,1,0,1,0,0,0,1,0,3,0,3,1,3
"930",0,1,0,0,0,0,0,0,0,1,0,2,0,3
"931",0,0,0,0,3,0,0,1,2,2,0,0,1,0
"932",0,1,0,0,0,0,0,0,0,2,0,0,1,3
"933",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"934",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"935",0,0,0,0,0,0,0,1,0,2,0,0,3,1
"936",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"937",0,1,1,0,0,0,0,1,0,3,0,1,1,1
"938",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"939",0,0,3,0,0,0,0,0,0,3,0,0,0,3
"940",1,1,0,0,1,0,0,0,0,3,3,3,1,1
"941",2,0,0,0,0,0,0,0,3,0,0,0,1,3
"942",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"943",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"944",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"945",0,2,1,1,3,0,1,3,0,2,0,3,1,0
"946",0,1,0,0,0,0,0,0,0,0,0,0,0,2
"947",0,2,2,0,0,0,0,0,0,3,0,0,1,1
"948",0,2,0,0,0,0,0,1,0,3,0,3,0,3
"949",2,0,3,1,3,1,0,1,2,0,0,0,0,0
"950",3,0,3,1,3,3,0,1,0,0,1,0,1,0
"951",0,0,0,1,1,0,0,0,0,3,0,0,3,0
"952",0,1,0,2,2,0,3,3,0,2,0,2,0,2
"953",0,0,0,0,0,0,0,0,0,1,3,0,3,0
"954",0,0,0,0,3,0,2,0,0,0,0,0,0,1
"955",0,3,3,0,3,0,0,0,0,3,0,0,3,0
"956",0,0,0,0,3,0,0,0,0,0,0,0,1,2
"957",1,1,0,2,3,0,0,0,0,2,1,0,1,1
"958",0,0,0,0,1,2,0,0,0,0,0,0,1,3
"959",0,0,3,0,0,0,0,0,0,0,0,1,0,3
"960",0,0,0,0,1,0,0,0,0,1,0,0,3,3
"961",2,0,0,0,3,0,2,0,0,2,0,0,0,0
"962",2,0,0,0,3,0,0,0,0,1,0,1,0,1
"963",2,3,0,0,1,0,0,1,0,3,1,1,3,1
"964",0,0,0,0,1,0,0,0,0,0,0,1,0,3
"965",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"966",2,0,1,1,0,0,0,0,0,0,0,0,0,2
"967",2,0,2,0,0,2,0,1,0,3,2,0,1,3
"968",0,0,0,0,1,0,0,0,0,2,0,0,0,3
"969",0,0,3,0,3,0,2,0,0,3,0,0,1,0
"970",3,1,1,2,1,3,1,1,0,1,1,3,1,1
"971",0,0,0,1,3,1,0,1,0,3,0,3,1,2
"972",1,0,1,0,3,3,0,1,0,0,0,0,3,1
"973",0,0,0,1,1,0,0,1,0,3,0,1,1,0
"974",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"975",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"976",1,1,0,0,0,0,0,0,0,3,0,0,1,1
"977",0,0,0,1,1,0,1,0,0,0,0,0,1,3
"978",0,0,2,0,3,2,0,0,0,0,0,0,1,2
"979",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"980",0,0,0,0,0,0,0,0,0,2,0,0,1,3
"981",0,0,1,0,1,2,0,0,0,2,0,1,3,3
"982",2,0,0,0,1,0,0,0,0,1,0,0,0,3
"983",0,0,3,0,1,0,0,1,0,0,1,0,0,1
"984",1,0,2,1,3,0,0,1,0,0,1,3,1,1
"985",0,0,3,0,1,0,0,0,0,3,0,0,0,3
"986",0,3,1,0,0,1,0,1,0,3,0,0,0,3
"987",0,0,1,1,0,0,0,1,0,1,0,2,1,1
"988",0,1,1,2,1,0,0,1,2,2,0,0,3,1
"989",3,0,1,1,1,2,0,1,0,0,0,0,1,3
"990",0,1,0,1,3,0,0,1,0,0,0,0,1,2
"991",0,0,0,0,1,2,0,0,0,0,0,0,0,3
"992",0,1,0,0,0,0,0,0,0,0,0,3,0,3
"993",1,0,1,0,3,1,1,1,0,0,1,1,1,1
"994",0,0,0,0,0,0,0,0,0,0,2,0,0,3
"995",0,1,0,0,1,0,0,3,0,0,0,0,0,2
"996",0,0,0,0,0,0,0,0,0,1,2,0,0,3
"997",0,1,0,0,0,0,0,1,0,0,0,0,0,0
"998",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"999",0,1,0,2,0,0,0,0,0,0,0,0,0,3
"1000",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1001",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1002",2,1,0,0,2,1,0,2,0,3,3,3,2,3
"1003",0,0,0,2,0,0,0,0,0,0,0,0,0,2
"1004",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1005",0,0,0,2,0,0,0,1,0,3,0,1,1,2
"1006",2,0,0,3,1,0,0,0,0,0,0,0,0,3
"1007",0,0,0,0,1,1,0,3,0,2,1,0,0,2
"1008",1,0,1,0,3,1,1,1,0,3,0,1,1,0
"1009",0,0,0,0,3,0,1,0,0,3,3,0,0,1
"1010",3,0,0,0,1,0,0,1,0,0,0,1,3,2
"1011",0,0,1,0,1,3,1,3,0,3,2,0,3,1
"1012",0,3,0,0,0,0,0,0,0,0,0,0,1,0
"1013",2,0,0,1,0,3,0,0,0,0,0,0,3,1
"1014",0,1,0,0,0,0,0,3,0,1,0,0,3,0
"1015",0,1,0,0,0,0,0,1,0,3,0,2,0,1
"1016",0,3,0,0,0,0,0,0,0,0,0,0,0,3
"1017",0,0,0,0,0,0,0,1,0,3,0,0,1,0
"1018",0,0,0,0,3,3,0,3,0,2,0,0,0,1
"1019",1,0,0,0,1,2,0,1,0,0,0,3,1,1
"1020",0,0,3,0,1,0,1,1,0,3,0,0,3,2
"1021",0,0,0,0,3,1,0,0,0,2,0,0,0,2
"1022",0,0,0,0,3,2,0,0,0,2,0,0,3,3
"1023",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1024",3,0,1,0,3,2,0,1,2,3,2,3,1,1
"1025",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1026",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"1027",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028",0,0,0,0,0,0,0,0,0,0,0,0,3,1
"1029",2,0,0,2,2,1,0,3,0,3,0,1,0,0
"1030",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1031",0,0,0,0,1,0,0,1,0,3,0,0,1,3
"1032",0,2,0,0,1,2,0,1,0,1,0,0,0,3
"1033",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"1034",0,0,0,0,0,2,0,0,0,0,0,0,3,3
"1035",0,0,0,0,3,2,0,1,0,2,0,0,0,3
"1036",3,0,3,1,1,1,3,1,0,3,0,0,1,3
"1037",3,1,2,2,3,3,0,3,0,3,0,3,1,2
"1038",0,0,0,1,0,0,0,0,0,0,0,3,0,3
"1039",0,0,0,0,0,1,1,0,0,3,0,1,1,3
"1040",0,3,0,0,1,0,0,1,0,0,0,1,0,2
"1041",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1042",0,0,0,0,1,0,0,0,0,2,0,3,0,2
"1043",0,0,3,0,1,0,0,0,0,1,0,0,3,3
"1044",0,3,3,0,3,3,2,3,0,1,1,0,3,1
"1045",0,1,0,0,1,0,0,1,0,2,0,0,1,0
"1046",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1047",3,0,1,1,3,2,1,0,0,3,2,0,1,2
"1048",0,0,0,0,3,0,0,0,0,1,0,0,0,0
"1049",0,3,2,0,0,0,0,3,0,3,0,0,0,3
"1050",2,3,3,3,2,2,0,3,0,2,0,2,1,3
"1051",2,0,0,0,1,0,0,0,0,2,0,1,1,1
"1052",0,0,0,0,0,0,0,2,0,0,0,0,0,1
"1053",0,1,0,0,2,0,0,0,0,1,2,0,0,2
"1054",0,3,0,1,1,2,0,3,0,1,0,1,1,0
"1055",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1056",0,0,2,2,0,2,0,0,0,2,1,0,0,2
"1057",0,1,0,0,3,0,0,0,0,3,0,0,0,3
"1058",0,0,0,0,3,2,0,3,0,0,0,0,0,3
"1059",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1060",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1062",0,0,0,0,3,0,0,0,0,2,3,0,3,1
"1063",2,0,0,0,1,0,0,1,0,0,0,0,3,3
"1064",0,0,0,0,0,0,0,0,0,2,0,0,1,3
"1065",0,0,3,1,0,0,0,1,0,0,1,0,0,0
"1066",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"1068",0,3,0,0,0,0,0,0,0,0,0,0,0,3
"1069",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1071",1,0,1,1,3,0,0,3,1,3,1,3,1,2
"1072",0,1,0,0,0,0,0,0,0,0,2,1,0,2
"1073",0,0,0,0,0,0,0,0,0,1,0,2,0,3
"1074",0,0,0,0,1,0,0,0,0,0,0,2,0,0
"1075",0,0,0,0,0,0,0,0,0,0,0,3,0,3
"1076",0,2,0,0,0,0,0,0,0,3,0,0,3,2
"1077",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1078",0,0,0,1,1,2,0,0,0,3,0,2,1,1
"1079",0,0,1,0,3,0,0,0,0,1,0,0,1,3
"1080",0,0,2,0,0,0,0,1,0,3,0,0,3,0
"1081",0,0,0,0,1,0,0,0,0,0,0,3,0,0
"1082",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1083",0,0,0,0,0,1,0,0,0,0,0,2,0,3
"1084",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085",0,1,2,0,0,0,0,0,0,3,0,3,3,2
"1086",0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1087",2,1,2,0,3,2,0,1,0,1,0,0,1,3
"1088",0,0,3,0,0,0,0,0,0,0,0,2,1,1
"1089",0,0,0,0,1,2,0,2,0,1,0,0,0,0
"1090",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"1091",2,0,0,0,1,0,0,1,0,3,0,2,0,2
"1092",2,0,0,0,1,0,0,1,1,2,0,0,1,1
"1093",0,3,0,1,3,2,1,1,0,2,0,0,3,1
"1094",1,0,0,0,3,3,0,2,0,0,0,0,3,1
"1095",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"1097",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1098",0,2,0,1,1,0,0,1,2,0,0,0,0,3
"1099",0,0,1,0,2,3,0,0,0,0,0,0,0,1
"1100",0,1,0,0,0,0,0,0,0,2,0,0,0,0
"1101",0,1,0,0,1,0,0,3,0,3,0,0,1,3
"1102",0,0,0,0,3,0,0,0,0,0,0,0,1,3
"1103",0,0,0,0,0,0,0,0,0,3,0,1,2,3
"1104",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1105",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1107",0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1108",0,2,0,0,1,0,0,0,0,0,0,0,0,0
"1109",3,3,1,1,1,0,1,3,0,3,0,3,1,2
"1110",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1111",0,0,0,0,1,0,0,1,0,0,0,0,1,0
"1112",0,0,2,0,1,0,0,0,0,0,0,0,0,0
"1113",0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1114",0,0,0,0,0,0,0,1,0,3,0,3,0,3
"1115",0,0,0,0,3,2,0,1,0,0,0,0,0,3
"1116",0,1,3,2,1,0,0,2,0,3,0,2,0,1
"1117",0,0,0,0,0,0,0,0,0,0,0,0,2,3
"1118",0,0,0,0,3,0,0,0,0,0,0,0,1,3
"1119",0,3,0,0,0,0,0,1,0,0,0,0,0,3
"1120",0,0,1,0,1,1,0,0,0,3,0,2,1,3
"1121",3,3,1,0,1,1,0,1,2,0,0,0,1,2
"1122",0,0,0,0,0,0,0,1,0,3,0,0,3,2
"1123",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1124",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"1125",0,0,0,0,1,0,0,0,0,2,0,0,0,3
"1126",2,2,0,1,3,0,0,1,0,3,2,0,1,1
"1127",3,2,1,1,2,3,1,3,1,3,2,1,1,0
"1128",0,1,0,0,0,0,0,0,0,0,0,0,0,2
"1129",0,3,0,0,3,1,0,3,0,3,0,2,1,2
"1130",0,0,1,0,3,2,0,0,2,3,0,0,1,2
"1131",0,0,0,1,1,2,1,2,0,1,2,3,3,0
"1132",0,1,0,0,1,0,0,0,0,2,0,0,0,2
"1133",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1134",1,0,1,1,1,1,0,1,0,0,1,1,1,1
"1135",0,0,3,0,3,3,0,0,0,0,0,0,3,3
"1136",2,0,3,0,2,2,2,1,2,3,0,0,1,0
"1137",1,1,1,1,1,1,0,2,0,0,0,0,1,1
"1138",0,1,1,1,1,2,0,1,0,2,2,0,2,3
"1139",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1140",0,0,0,0,0,0,0,0,0,2,0,0,0,3
"1141",0,0,3,0,0,0,1,1,0,2,0,0,1,3
"1142",3,3,2,1,1,2,1,1,0,0,3,0,1,2
"1143",0,2,0,0,0,0,0,0,0,0,0,0,0,3
"1144",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"1145",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1146",3,3,1,1,3,0,0,1,0,0,3,3,1,2
"1147",3,3,1,1,1,2,0,1,2,3,1,0,1,2
"1148",0,0,0,0,0,0,1,0,0,0,0,0,0,2
"1149",1,0,1,0,1,0,0,1,0,2,0,0,0,1
"1150",0,0,0,0,0,0,0,1,0,0,0,2,3,3
"1151",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1152",0,1,0,1,1,2,0,1,0,2,2,0,1,1
"1153",0,0,0,1,3,3,1,1,2,1,0,3,1,3
"1154",0,0,0,0,0,0,0,0,0,0,0,0,3,3
"1155",0,0,2,0,2,1,2,1,0,2,0,1,1,3
"1156",0,0,0,1,0,2,1,0,0,0,0,0,1,0
"1157",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1158",0,0,0,0,3,2,0,0,0,3,0,0,1,3
"1159",0,3,0,0,0,0,0,0,0,0,0,0,1,1
"1160",2,0,0,0,3,0,0,0,0,2,0,0,1,2
"1161",2,0,2,1,0,3,0,1,0,0,1,3,1,1
"1162",1,0,1,1,0,1,1,0,0,2,0,0,0,0
"1163",0,0,0,3,2,0,0,1,0,0,2,3,1,3
"1164",2,3,0,0,3,3,0,1,0,3,0,0,1,2
"1165",0,0,0,0,1,0,0,0,0,0,0,1,0,3
"1166",1,0,2,1,1,3,0,3,0,0,0,3,1,2
"1167",0,1,0,0,0,2,1,0,0,2,0,3,1,1
"1168",2,1,0,0,3,2,0,0,0,0,0,0,0,0
"1169",0,0,2,0,3,2,0,3,0,0,0,0,0,0
"1170",3,0,1,1,0,1,0,1,0,0,0,3,1,1
"1171",1,0,0,0,3,3,1,0,0,3,1,1,0,1
"1172",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174",0,0,0,0,0,0,0,0,0,0,0,3,0,3
"1175",0,0,2,1,0,0,0,0,0,0,3,0,0,3
"1176",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"1177",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1178",0,1,3,0,0,1,1,0,0,2,2,1,0,3
"1179",0,1,0,0,0,0,0,0,0,2,0,0,0,3
"1180",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1181",0,0,0,0,0,0,0,0,0,1,0,2,1,0
"1182",0,0,0,0,0,0,0,1,0,2,0,3,0,2
"1183",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"1184",0,0,0,0,3,0,0,0,0,1,0,3,0,0
"1185",0,0,0,0,3,3,0,0,0,3,3,3,0,2
"1186",0,0,0,0,0,0,0,0,0,3,0,0,0,3
"1187",0,0,0,0,0,0,0,1,0,0,0,3,0,1
"1188",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1189",0,0,0,0,3,0,0,0,0,0,0,0,0,3
"1190",3,1,2,0,2,0,0,0,0,2,0,3,1,2
"1191",0,1,0,0,0,0,0,0,3,3,0,0,1,0
"1192",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1193",0,0,0,0,1,0,0,0,0,1,0,0,0,3
"1194",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"1195",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1196",0,1,2,2,3,0,0,1,0,2,2,3,0,3
"1197",0,2,0,0,1,0,0,0,0,0,0,0,0,3
"1198",0,2,0,0,0,0,0,0,0,0,0,0,0,3
"1199",0,0,0,0,0,0,0,0,0,2,0,0,0,1
"1200",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1201",0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1202",0,0,0,0,1,0,0,1,0,0,0,0,1,3
"1203",0,1,0,1,0,0,0,3,0,0,0,0,0,1
"1204",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1205",0,0,0,0,0,0,0,1,0,2,0,0,0,0
"1206",0,1,0,0,0,0,0,0,0,0,0,0,1,3
"1207",0,2,0,0,3,0,0,0,0,0,0,0,0,3
"1208",0,0,0,0,1,0,0,0,0,2,0,0,0,3
"1209",0,1,0,0,3,2,0,3,0,0,0,0,3,3
"1210",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1211",3,2,1,0,1,2,1,0,0,0,0,0,1,3
"1212",0,0,0,0,3,1,0,0,0,3,0,1,0,1
"1213",3,0,0,0,0,0,1,1,0,2,0,0,1,0
"1214",0,0,0,0,1,0,0,0,0,3,0,0,0,3
"1215",0,0,0,0,1,0,0,0,0,1,0,0,3,3
"1216",0,3,1,0,3,0,0,1,3,0,0,0,0,2
"1217",0,1,0,0,1,0,0,1,0,2,0,0,0,1
"1218",0,0,0,0,0,0,1,0,0,3,0,0,0,3
"1219",0,1,0,1,3,0,0,0,0,1,0,0,0,0
"1220",0,1,1,1,3,3,0,1,0,0,2,2,0,3
"1221",0,0,0,0,0,0,0,0,0,1,0,0,1,3
"1222",0,1,1,1,3,2,1,1,0,0,2,0,0,3
"1223",0,1,1,0,0,0,0,1,0,0,0,0,1,1
"1224",0,1,0,1,1,0,1,2,0,3,0,0,0,3
"1225",0,1,0,0,0,2,1,0,0,0,0,0,0,3
"1226",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1227",0,0,0,0,3,0,1,1,2,3,0,0,1,3
"1228",1,0,1,1,1,0,0,0,0,0,1,0,0,1
"1229",0,0,0,0,3,0,0,0,0,3,0,2,0,2
"1230",0,3,1,1,3,2,0,1,0,2,0,0,3,1
"1231",0,3,1,1,1,2,2,0,0,1,2,3,1,3
"1232",0,2,0,1,3,2,0,3,0,3,0,0,1,1
"1233",0,2,0,1,3,1,0,1,0,3,3,3,0,3
"1234",0,2,3,2,1,1,2,2,0,3,0,2,3,3
"1235",0,2,2,0,2,0,2,2,0,2,0,2,1,0
"1236",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1237",0,0,0,0,1,0,0,3,0,2,0,0,3,3
"1238",1,0,1,2,0,1,0,0,0,0,0,0,0,1
"1239",0,1,0,0,0,0,0,2,0,3,0,0,1,0
"1240",0,3,1,0,3,2,0,1,0,3,1,0,1,2
"1241",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1242",3,0,3,0,3,3,1,1,0,0,2,1,1,1
"1243",0,3,0,0,1,0,0,0,0,0,0,3,0,3
"1244",0,3,0,0,0,0,0,0,0,0,3,0,0,3
"1245",3,0,0,1,0,0,1,1,0,0,0,0,1,2
"1246",3,0,1,2,3,3,3,3,0,3,3,1,1,2
"1247",0,0,1,1,1,1,0,1,0,0,1,1,1,1
"1248",2,0,1,1,1,2,1,0,0,0,2,3,1,0
"1249",0,3,0,0,0,0,0,0,0,2,0,0,3,1
"1250",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1251",0,0,0,0,1,0,0,0,0,1,0,2,0,0
"1252",0,2,2,0,1,0,0,3,0,2,0,0,0,2
"1253",0,0,0,0,1,0,0,0,0,2,0,0,1,2
"1254",3,3,0,0,1,0,0,0,0,2,0,3,1,0
"1255",3,0,1,1,1,2,2,1,2,2,0,0,2,3
"1256",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1257",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1258",3,0,1,2,1,1,0,1,0,2,3,1,1,1
"1259",2,3,1,2,3,0,0,1,0,0,0,0,1,0
"1260",0,0,0,2,0,1,2,1,0,3,2,2,2,3
"1261",0,0,0,0,1,0,0,0,0,3,0,0,0,3
"1262",1,1,3,1,3,0,0,3,0,1,0,3,1,2
"1263",0,0,0,0,1,0,0,1,0,0,0,0,0,0
"1264",0,3,0,0,1,0,0,0,0,0,0,0,0,3
"1265",0,0,0,0,0,0,0,0,0,2,0,2,0,3
"1266",3,0,1,0,1,1,0,1,2,0,3,0,1,3
"1267",0,0,0,1,3,0,0,1,0,3,0,0,1,2
"1268",0,3,1,1,3,2,3,3,0,1,2,0,3,3
"1269",0,1,2,1,3,2,0,2,0,0,1,0,1,3
"1270",3,0,2,0,0,2,0,1,0,0,3,0,1,2
"1271",3,3,1,0,1,2,0,0,2,0,0,3,1,2
"1272",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1273",1,2,1,0,1,1,0,1,0,0,0,3,1,1
"1274",0,0,0,0,0,0,0,0,0,0,0,0,3,3
"1275",0,0,0,0,3,0,0,0,0,0,0,0,1,3
"1276",2,1,2,3,0,2,0,1,2,0,1,2,1,1
"1277",0,3,0,0,3,0,0,1,0,3,1,3,1,2
"1278",0,0,0,0,1,0,0,0,0,1,0,0,0,0
"1279",0,1,0,0,3,0,0,1,0,2,0,0,1,1
"1280",0,3,0,0,1,0,0,0,0,0,0,0,1,3
"1281",0,2,0,0,1,1,0,0,0,0,0,2,1,3
"1282",0,0,0,1,3,2,0,1,0,0,0,0,1,3
"1283",0,1,1,2,1,1,2,3,0,0,0,1,1,2
"1284",3,0,1,0,3,1,0,2,0,3,0,2,1,3
"1285",0,0,0,0,0,0,0,0,0,0,0,0,3,3
"1286",0,0,0,0,3,0,0,0,0,1,0,1,0,3
"1287",0,0,0,0,0,0,1,1,2,3,3,1,1,2
"1288",3,1,1,0,3,1,0,1,0,0,3,1,0,0
"1289",0,1,0,0,3,2,0,1,0,3,0,0,0,0
"1290",3,0,1,1,3,3,0,3,3,3,2,3,1,1
"1291",0,0,1,0,3,3,0,1,0,3,0,2,1,0
"1292",0,0,0,0,3,2,0,0,0,2,0,0,1,2
"1293",1,1,1,1,0,1,1,0,0,3,0,0,3,0
"1294",3,1,1,1,3,0,0,0,2,0,0,0,1,1
"1295",0,3,0,0,1,0,0,0,0,0,0,0,0,0
"1296",0,3,0,0,0,0,0,0,0,0,0,0,0,3
"1297",0,1,0,1,1,0,0,0,0,0,0,1,1,1
"1298",0,0,0,0,1,0,0,2,0,3,0,3,1,0
"1299",0,0,0,0,3,0,0,0,0,0,0,0,1,3
"1300",0,3,1,2,1,0,1,1,0,2,1,0,0,0
"1301",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1302",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"1303",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1304",1,2,0,1,3,0,0,1,0,3,0,0,1,0
"1305",0,0,0,0,0,3,0,0,0,3,0,0,3,3
"1306",0,0,0,0,0,0,0,0,0,2,0,0,0,3
"1307",0,0,0,0,0,0,0,0,0,1,2,0,0,3
"1308",0,0,1,3,1,3,0,0,0,0,0,0,1,1
"1309",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1310",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1311",0,1,1,0,1,2,3,1,0,3,0,0,1,3
"1312",3,1,1,1,0,2,0,1,0,3,0,3,0,0
"1313",0,0,0,1,3,2,3,1,0,0,3,0,1,2
"1314",0,0,0,0,3,0,0,1,0,0,0,0,0,0
"1315",1,0,1,1,0,2,3,1,0,0,0,3,1,3
"1316",1,0,0,1,3,0,0,3,0,3,0,1,1,0
"1317",0,0,0,3,1,2,0,1,0,1,0,2,1,3
"1318",0,0,0,0,0,0,0,0,0,2,0,0,1,3
"1319",0,3,0,0,1,2,3,1,0,0,1,1,3,0
"1320",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1321",2,0,1,0,0,0,0,1,0,1,0,0,1,3
"1322",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1323",0,1,2,1,1,2,0,0,0,2,0,0,1,2
"1324",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1325",0,0,0,0,0,0,0,0,0,1,0,0,0,3
"1326",2,0,1,0,3,2,1,1,0,0,0,3,1,3
"1327",0,0,0,0,1,2,0,0,0,0,0,0,1,3
"1328",0,0,1,0,1,2,2,1,0,0,0,0,1,1
"1329",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1330",0,0,0,0,1,0,0,2,0,3,3,1,0,3
"1331",1,1,0,1,1,0,1,1,0,2,0,0,1,2
"1332",0,0,0,1,3,0,0,0,0,2,2,0,1,0
"1333",2,1,1,1,0,0,0,1,0,2,0,2,1,0
"1334",0,1,2,0,0,0,1,0,0,2,0,0,1,3
