"","I101","I102","I103","I104","I105","I106","I107","I108","I109","I110","I111","I113","I114","I115","I116","I117","I118","I119","I120","I121","I122","I123","I124","I125","I126","I127","I128","I129","I130","I131","I132","I133","I134","I135","I136","I137","I138","I139","I140","I141","I142","I143","I144","I145","I146","I147","I148","I149","I150","I151","I152","I154","I155","I156","I157","I158","I159","I160","I161","I162","I163","I164","I165","I166","I167","I168","I169","I170","I171","I172","I173","I174","I175","I176","I177","I178","I179"
"636",0,NA,1,1,1,NA,NA,1,"8",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,4,2,NA,2,1,0,3,NA,1,"A",9,2,3,3,3,NA,NA,NA,1,3,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,1,"A","C",2,NA,NA,3,NA,NA,NA,3,3,"E"
"637",0,NA,1,1,1,NA,NA,1,"D",3,8,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,2,NA,2,1,0,3,NA,3,"A",9,2,3,3,2,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,1,NA,NA,NA,2,2,"E"
"638",0,3,NA,1,NA,1,2,NA,"D",NA,8,3,1,1,1,"F",2,NA,3,"B",NA,NA,"E",2,1,"B",NA,NA,NA,1,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,2,2,NA,NA,8,NA,NA,3,NA,1,3,2,2,1,1,"C",1,NA,"A","C",NA,3,1,NA,2,2,2,NA,NA,"E"
"639",0,NA,1,1,1,NA,NA,1,"A",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",3,3,"B",NA,NA,"F",3,4,1,NA,NA,4,1,NA,1,2,0,3,NA,1,"A",1,2,3,3,3,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"D","C",1,NA,NA,2,NA,NA,NA,2,2,"E"
"640",0,NA,1,1,2,NA,NA,1,"A",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",2,3,"E",NA,NA,"D",3,4,2,NA,NA,4,1,NA,3,1,0,3,NA,2,"A",1,2,3,3,3,NA,NA,NA,1,3,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"B","C",3,NA,NA,1,NA,NA,NA,2,2,"E"
"641",0,NA,1,1,1,NA,NA,1,"F",3,0,NA,NA,8,NA,"C",NA,3,NA,"B",3,3,"D",NA,NA,"E",1,4,2,NA,NA,3,2,NA,2,1,0,2,NA,1,"A",0,3,3,3,2,NA,NA,NA,2,3,8,3,3,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,2,"A","C",2,NA,NA,3,NA,NA,NA,3,2,"E"
"642",0,1,NA,1,NA,3,2,NA,"A",NA,9,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",3,1,"F",NA,NA,NA,2,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"D","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"643",0,1,NA,1,NA,1,2,NA,"C",NA,9,3,1,9,1,"C",1,NA,1,"B",NA,NA,"B",1,3,"A",NA,NA,NA,1,2,NA,NA,1,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,3,1,1,NA,NA,1,NA,NA,3,NA,3,3,2,1,2,1,"F",1,NA,"F","D",NA,2,2,NA,4,2,1,NA,NA,"E"
"644",0,1,NA,0,NA,3,2,NA,"D",NA,9,1,2,9,1,"F",3,NA,3,"B",NA,NA,"F",1,3,"E",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,2,NA,2,2,3,2,2,2,"C",1,NA,"A","C",NA,2,1,NA,2,2,1,NA,NA,"E"
"645",4,1,NA,1,NA,1,2,NA,"9",NA,9,2,2,9,1,"F",3,NA,2,"B",NA,NA,"9",1,3,"D",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,3,3,NA,NA,9,NA,NA,1,NA,1,2,2,2,2,1,"C",1,NA,"9","9",NA,2,1,NA,2,2,2,NA,NA,"E"
"646",0,2,NA,1,NA,1,2,NA,"D",NA,9,1,2,9,2,"F",3,NA,2,"B",NA,NA,"E",1,3,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,3,2,NA,NA,0,NA,NA,3,NA,1,3,2,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"647",0,NA,1,9,2,NA,NA,1,"F",2,9,NA,NA,9,NA,"B",NA,3,NA,"C",3,3,"A",NA,NA,"C",3,3,3,NA,NA,2,3,NA,2,3,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,3,2,9,1,1,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"E","D",3,NA,NA,1,NA,NA,NA,1,1,"E"
"648",0,NA,3,8,2,NA,NA,3,"E",1,8,NA,NA,8,NA,"C",NA,2,NA,"D",2,3,"A",NA,NA,"F",2,4,3,NA,NA,3,1,NA,1,2,0,1,NA,2,"A",0,3,2,3,3,NA,NA,NA,3,3,0,2,2,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"B","C",3,NA,NA,3,NA,NA,NA,2,2,"E"
"649",0,1,NA,0,NA,1,2,NA,"E",NA,9,1,2,9,1,"C",3,NA,3,"B",NA,NA,"B",2,2,"F",NA,NA,NA,2,2,NA,NA,1,NA,NA,0,NA,1,NA,"F",9,NA,NA,NA,NA,2,3,2,NA,NA,9,NA,NA,3,NA,2,1,2,2,2,3,"A",1,NA,"A","C",NA,2,1,NA,2,2,3,NA,NA,"E"
"650",0,NA,2,1,1,NA,NA,1,"F",3,9,NA,NA,0,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,4,2,NA,1,1,0,3,NA,3,"A",9,2,3,3,2,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"B","C",2,NA,NA,3,NA,NA,NA,3,2,"E"
"651",0,2,NA,0,NA,1,2,NA,"D",NA,9,3,2,9,3,"F",1,NA,2,"B",NA,NA,"F",3,3,"B",NA,NA,NA,2,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,2,1,2,1,1,"C",1,NA,"A","C",NA,3,1,NA,2,2,3,NA,NA,"E"
"652",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,3,1,1,"C",3,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,3,3,2,1,1,"F",1,NA,"A","C",NA,3,3,NA,2,2,1,NA,NA,"E"
"653",2,2,NA,1,NA,1,2,NA,"9",NA,9,3,9,9,1,"F",2,NA,2,"B",NA,NA,"E",3,3,"9",NA,NA,NA,2,3,NA,NA,1,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,2,1,NA,NA,1,NA,NA,3,NA,4,3,2,2,3,1,"C",4,NA,"B","C",NA,3,3,NA,2,3,1,NA,NA,"E"
"654",2,1,NA,9,NA,2,1,NA,"9",NA,9,3,3,9,1,"C",3,NA,3,"B",NA,NA,"D",1,3,"9",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,2,1,3,NA,NA,9,NA,NA,3,NA,1,2,2,1,1,3,"F",1,NA,"F","C",NA,2,1,NA,2,2,3,NA,NA,"E"
"655",2,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"C",2,NA,2,"B",NA,NA,"A",3,3,"9",NA,NA,NA,2,1,NA,NA,1,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"F",1,NA,"9","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"656",0,NA,3,1,1,NA,NA,1,"D",2,1,NA,NA,1,NA,"F",NA,3,NA,"B",2,3,"A",NA,NA,"B",1,4,2,NA,NA,3,3,NA,2,1,0,3,NA,3,"A",1,1,3,3,2,NA,NA,NA,3,1,1,3,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"F","C",1,NA,NA,3,NA,NA,NA,2,2,"E"
"657",2,1,NA,0,NA,1,2,NA,"A",NA,9,3,2,1,1,"C",3,NA,3,"B",NA,NA,"E",1,3,"9",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,2,1,2,1,1,"F",1,NA,"9","C",NA,3,1,NA,2,2,1,NA,NA,"E"
"658",0,3,NA,0,NA,1,2,NA,"D",NA,8,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,2,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,3,3,3,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"659",0,1,NA,1,NA,8,2,NA,"D",NA,9,1,2,9,1,"F",1,NA,1,"B",NA,NA,"E",1,3,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,3,1,2,NA,NA,1,NA,NA,3,NA,1,2,3,2,3,1,"C",1,NA,"A","C",NA,1,1,NA,2,1,1,NA,NA,"E"
"660",0,2,NA,9,NA,1,2,NA,"A",NA,9,1,1,9,3,"D",3,NA,2,"B",NA,NA,"E",1,3,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,2,1,1,1,3,"C",1,NA,"D","C",NA,2,2,NA,2,2,1,NA,NA,"E"
"661",0,NA,3,1,1,NA,NA,1,"B",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,2,NA,3,2,0,3,NA,3,"A",9,1,3,3,3,NA,NA,NA,3,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",3,NA,NA,2,NA,NA,NA,3,1,"E"
"662",2,3,NA,1,NA,1,2,NA,"9",NA,0,9,2,0,9,"C",9,NA,9,"B",NA,NA,"A",9,3,"E",NA,NA,NA,9,9,NA,NA,9,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,2,9,2,NA,NA,9,NA,NA,9,NA,9,1,1,9,2,9,"F",9,NA,"9","C",NA,2,1,NA,2,9,9,NA,NA,"E"
"663",0,2,NA,0,NA,1,2,NA,"D",NA,1,3,2,1,1,"F",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"B","C",NA,3,1,NA,2,2,1,NA,NA,"E"
"664",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,2,NA,2,1,0,3,NA,2,"A",9,2,3,3,2,NA,NA,NA,3,2,9,3,2,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",1,NA,NA,1,NA,NA,NA,2,1,"E"
"665",0,2,NA,1,NA,1,2,NA,"D",NA,0,3,2,9,1,"C",1,NA,2,"B",NA,NA,"F",3,3,"B",NA,NA,NA,2,2,NA,NA,3,NA,NA,0,NA,2,NA,"A",0,NA,NA,NA,NA,3,2,2,NA,NA,9,NA,NA,3,NA,1,1,1,2,1,1,"F",1,NA,"A","C",NA,2,1,NA,4,2,1,NA,NA,"E"
"666",0,1,NA,0,NA,1,2,NA,"D",NA,9,3,2,0,1,"F",3,NA,2,"B",NA,NA,"E",1,3,"F",NA,NA,NA,1,1,NA,NA,2,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"A","C",NA,3,1,NA,2,3,1,NA,NA,"E"
"667",0,1,NA,1,NA,1,2,NA,"D",NA,9,1,2,9,1,"F",1,NA,3,"B",NA,NA,"E",3,3,"A",NA,NA,NA,1,1,NA,NA,4,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"B","C",NA,2,3,NA,2,3,1,NA,NA,"E"
"668",0,NA,4,1,2,NA,NA,1,"D",3,0,NA,NA,9,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",1,1,3,3,3,NA,NA,NA,3,3,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"A","C",2,NA,NA,2,NA,NA,NA,2,1,"E"
"669",0,3,NA,1,NA,1,2,NA,"D",NA,9,1,2,1,1,"F",3,NA,2,"B",NA,NA,"E",1,3,"B",NA,NA,NA,3,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,1,2,2,1,"C",1,NA,"A","C",NA,1,3,NA,2,2,1,NA,NA,"E"
"670",0,NA,8,0,1,NA,NA,1,"A",3,9,NA,NA,9,NA,"C",NA,8,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,2,NA,3,1,0,3,NA,3,"A",9,1,3,3,3,NA,NA,NA,2,3,9,1,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,2,"B","C",2,NA,NA,3,NA,NA,NA,2,3,"E"
"671",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"C",1,NA,2,"B",NA,NA,"E",3,3,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,1,2,NA,NA,9,NA,NA,3,NA,1,1,1,2,1,1,"F",1,NA,"A","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"672",0,3,NA,9,NA,1,2,NA,"F",NA,9,2,2,9,3,"F",3,NA,1,"D",NA,NA,"B",1,2,"E",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,3,1,2,NA,NA,9,NA,NA,3,NA,1,9,1,2,2,3,"C",1,NA,"D","C",NA,2,2,NA,2,2,1,NA,NA,"B"
"673",0,NA,1,1,1,NA,NA,3,"F",3,9,NA,NA,1,NA,"C",NA,3,NA,"B",3,3,"A",NA,NA,"B",1,4,1,NA,NA,4,2,NA,2,1,0,3,NA,3,"A",1,2,3,3,2,NA,NA,NA,3,2,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,1,"D","C",2,NA,NA,3,NA,NA,NA,2,3,"E"
"674",0,2,NA,9,NA,1,2,NA,"E",NA,9,3,3,9,2,"C",3,NA,3,"B",NA,NA,"C",1,2,"B",NA,NA,NA,2,3,NA,NA,3,NA,NA,0,NA,2,NA,"A",9,NA,NA,NA,NA,3,3,2,NA,NA,9,NA,NA,2,NA,1,1,3,1,3,2,"F",1,NA,"D","8",NA,2,8,NA,1,2,2,NA,NA,"E"
"675",0,NA,1,9,1,NA,NA,2,"C",1,0,NA,NA,0,NA,"E",NA,3,NA,"C",2,3,"B",NA,NA,"A",3,4,3,NA,NA,4,2,NA,1,1,0,2,NA,1,"A",0,3,3,3,2,NA,NA,NA,2,2,0,2,3,NA,1,NA,NA,NA,NA,NA,NA,"F",NA,3,"D","F",3,NA,NA,1,NA,NA,NA,2,3,"D"
"676",1,2,NA,1,NA,1,2,NA,"F",NA,9,2,2,9,2,"F",1,NA,2,"B",NA,NA,"9",3,3,"B",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,3,NA,"A",0,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,2,2,1,1,"C",1,NA,"A","C",NA,3,2,NA,2,2,1,NA,NA,"E"
"677",0,NA,2,1,1,NA,NA,2,"D",2,9,NA,NA,9,NA,"C",NA,3,NA,"B",2,3,"E",NA,NA,"A",2,4,3,NA,NA,3,2,NA,3,1,0,2,NA,3,"A",9,2,3,3,1,NA,NA,NA,2,3,9,2,3,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,2,"B","C",2,NA,NA,3,NA,NA,NA,2,3,"E"
"678",0,NA,1,0,1,NA,NA,1,"D",3,9,NA,NA,9,NA,"C",NA,2,NA,"B",1,3,"E",NA,NA,"B",1,4,2,NA,NA,3,1,NA,2,2,0,3,NA,1,"A",9,2,3,3,2,NA,NA,NA,3,3,0,3,3,NA,3,NA,NA,NA,NA,NA,NA,"F",NA,3,"A","C",1,NA,NA,1,NA,NA,NA,3,3,"E"
"679",0,1,NA,1,NA,1,2,NA,"D",NA,9,3,2,8,1,"F",1,NA,3,"B",NA,NA,"E",3,2,"F",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,1,NA,2,9,2,2,1,1,"C",1,NA,"A","C",NA,1,1,NA,2,3,1,NA,NA,"E"
"680",0,NA,2,1,2,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",1,1,3,3,2,NA,NA,NA,3,3,1,2,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,2,"E"
"681",0,NA,1,9,3,NA,NA,2,"E",2,9,NA,NA,9,NA,"E",NA,3,NA,"C",3,3,"A",NA,NA,"B",3,2,2,NA,NA,3,1,NA,1,2,0,2,NA,3,"D",9,2,2,2,3,NA,NA,NA,3,2,9,3,3,NA,1,NA,NA,NA,NA,NA,NA,"A",NA,2,"F","C",1,NA,NA,2,NA,NA,NA,1,1,"B"
"682",0,NA,3,1,1,NA,NA,1,"D",3,8,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,2,NA,NA,4,2,NA,1,1,0,3,NA,3,"A",1,2,3,3,3,NA,NA,NA,3,3,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,2,1,"E"
"683",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"F",3,NA,3,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,1,NA,NA,8,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"A","C",NA,3,1,NA,2,3,1,NA,NA,"E"
"684",0,3,NA,1,NA,2,2,NA,"F",NA,9,3,2,8,1,"F",3,NA,2,"B",NA,NA,"C",1,3,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,2,2,2,1,"C",1,NA,"E","D",NA,3,1,NA,2,1,1,NA,NA,"E"
"685",0,NA,8,1,1,NA,NA,1,"D",3,9,NA,NA,1,NA,"F",NA,3,NA,"B",8,3,"E",NA,NA,"F",1,4,2,NA,NA,3,1,NA,1,1,0,3,NA,2,"A",9,2,3,2,2,NA,NA,NA,3,2,8,2,3,NA,8,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,3,2,"E"
"686",0,3,NA,1,NA,1,2,NA,"D",NA,9,3,2,9,1,"F",3,NA,2,"B",NA,NA,"E",3,3,"B",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,1,3,1,1,"C",1,NA,"A","C",NA,3,3,NA,2,2,1,NA,NA,"E"
"687",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,2,0,1,"C",1,NA,2,"B",NA,NA,"E",1,3,"B",NA,NA,NA,1,1,NA,NA,8,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,2,1,"F",1,NA,"A","C",NA,3,3,NA,2,3,1,NA,NA,"E"
"688",0,1,NA,1,NA,3,2,NA,"E",NA,9,3,2,8,1,"F",1,NA,8,"B",NA,NA,"D",1,2,"B",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,3,NA,"A",9,NA,NA,NA,NA,2,3,2,NA,NA,9,NA,NA,3,NA,2,2,1,2,1,1,"D",3,NA,"A","F",NA,2,1,NA,2,2,1,NA,NA,"E"
"689",0,NA,1,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,2,NA,"B",1,3,"A",NA,NA,"B",1,4,1,NA,NA,3,2,NA,3,1,0,2,NA,3,"A",9,2,3,3,3,NA,NA,NA,2,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"F","C",2,NA,NA,3,NA,NA,NA,3,3,"E"
"690",0,2,NA,1,NA,1,2,NA,"D",NA,9,3,3,1,1,"F",1,NA,2,"B",NA,NA,"E",3,2,"B",NA,NA,NA,1,2,NA,NA,4,NA,NA,0,NA,3,NA,"A",1,NA,NA,NA,NA,1,2,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"F","C",NA,3,3,NA,4,1,1,NA,NA,"E"
"691",1,NA,1,0,2,NA,NA,1,"9",1,8,NA,NA,0,NA,"C",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,3,2,NA,NA,4,2,NA,3,2,0,3,NA,3,"A",9,2,2,3,2,NA,NA,NA,3,2,9,2,3,NA,2,NA,NA,NA,NA,NA,NA,"F",NA,3,"B","D",1,NA,NA,2,NA,NA,NA,9,1,"D"
"692",0,NA,1,1,1,NA,NA,1,"D",3,1,NA,NA,0,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"F",1,4,2,NA,NA,3,2,NA,1,1,0,2,NA,2,"A",1,2,3,3,2,NA,NA,NA,3,3,0,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,2,NA,NA,NA,2,2,"E"
"693",3,3,NA,1,NA,1,2,NA,"9",NA,9,2,2,9,1,"F",3,NA,3,"B",NA,NA,"9",1,1,"9",NA,NA,NA,2,3,NA,NA,8,NA,NA,0,NA,1,NA,"A",0,NA,NA,NA,NA,1,3,2,NA,NA,1,NA,NA,3,NA,1,1,1,2,1,1,"C",1,NA,"D","C",NA,3,3,NA,2,2,1,NA,NA,"E"
"694",0,3,NA,8,NA,3,2,NA,"F",NA,8,2,2,8,2,"F",3,NA,3,"D",NA,NA,"B",3,3,"D",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",8,NA,NA,NA,NA,1,1,1,NA,NA,8,NA,NA,3,NA,1,1,2,2,1,1,"C",1,NA,"E","C",NA,2,3,NA,2,2,1,NA,NA,"E"
"695",0,NA,2,1,2,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",9,1,3,3,2,NA,NA,NA,2,2,1,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","C",2,NA,NA,3,NA,NA,NA,3,2,"E"
"696",0,NA,1,1,1,NA,NA,2,"D",3,9,NA,NA,0,NA,"F",NA,3,NA,"B",2,3,"B",NA,NA,"F",1,4,1,NA,NA,3,2,NA,3,1,0,1,NA,3,"A",0,2,3,3,2,NA,NA,NA,3,2,9,3,2,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"A","E",3,NA,NA,2,NA,NA,NA,3,2,"E"
"697",0,2,NA,1,NA,2,2,NA,"A",NA,9,2,3,9,1,"F",3,NA,2,"B",NA,NA,"E",2,2,"D",NA,NA,NA,1,3,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,1,2,NA,NA,0,NA,NA,3,NA,1,1,3,2,1,1,"C",1,NA,"F","B",NA,2,3,NA,2,2,3,NA,NA,"E"
"698",0,1,NA,1,NA,1,2,NA,"B",NA,9,3,3,9,1,"C",1,NA,2,"B",NA,NA,"F",2,2,"D",NA,NA,NA,1,3,NA,NA,4,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,3,2,NA,NA,9,NA,NA,3,NA,1,2,2,2,1,1,"F",1,NA,"A","C",NA,3,3,NA,1,3,1,NA,NA,"E"
"699",0,NA,1,1,3,NA,NA,1,"D",3,9,NA,NA,9,NA,"F",NA,3,NA,"B",3,3,"A",NA,NA,"F",3,4,3,NA,NA,3,2,NA,1,1,0,3,NA,3,"A",0,1,3,3,2,NA,NA,NA,3,2,1,3,3,NA,2,NA,NA,NA,NA,NA,NA,"C",NA,2,"B","C",2,NA,NA,3,NA,NA,NA,1,2,"E"
"700",0,NA,3,1,2,NA,NA,2,"D",1,9,NA,NA,1,NA,"F",NA,2,NA,"B",3,3,"E",NA,NA,"B",1,4,1,NA,NA,3,3,NA,2,2,0,3,NA,3,"A",9,3,3,3,2,NA,NA,NA,3,2,9,2,3,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,2,"E","C",2,NA,NA,3,NA,NA,NA,2,3,"E"
"701",2,NA,1,1,1,NA,NA,1,"9",3,9,NA,NA,9,NA,"F",NA,2,NA,"B",3,3,"D",NA,NA,"F",1,4,1,NA,NA,3,1,NA,2,3,0,1,NA,3,"A",9,2,3,3,2,NA,NA,NA,3,2,1,2,9,NA,3,NA,NA,NA,NA,NA,NA,"C",NA,3,"A","9",1,NA,NA,1,NA,NA,NA,2,1,"E"
"702",0,1,NA,1,NA,1,2,NA,"D",NA,9,3,2,1,1,"C",3,NA,3,"B",NA,NA,"A",3,1,"F",NA,NA,NA,1,1,NA,NA,3,NA,NA,0,NA,1,NA,"A",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,3,NA,1,2,3,2,1,1,"F",1,NA,"B","C",NA,1,1,NA,2,2,1,NA,NA,"E"
"703",3,3,NA,1,NA,9,2,NA,"9",NA,9,3,3,9,1,"E",1,NA,2,"B",NA,NA,"9",3,3,"9",NA,NA,NA,1,2,NA,NA,3,NA,NA,0,NA,2,NA,"A",0,NA,NA,NA,NA,2,2,2,NA,NA,9,NA,NA,3,NA,1,1,2,1,1,1,"F",1,NA,"E","C",NA,3,2,NA,2,2,1,NA,NA,"D"
"704",3,1,NA,9,NA,1,2,NA,"9",NA,9,3,2,9,2,"9",1,NA,3,"9",NA,NA,"9",2,3,"9",NA,NA,NA,2,2,NA,NA,2,NA,NA,5,NA,3,NA,"9",9,NA,NA,NA,NA,1,2,2,NA,NA,9,NA,NA,1,NA,1,1,2,1,1,1,"9",1,NA,"A","C",NA,1,1,NA,4,3,3,NA,NA,"9"
