"","I01","I02","I03","I04","I05","I06","I07","I08","I09","I10","I11","I12","I13","I14","I15","I16","I17","I18","I19","I20","I21","I22","I23","I24","I25","I26","I27","I28","I29","I30","I31","I32","I33","I34","I35","I36","I37"
"359",1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,4,2,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1
"360",1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,4,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1
"361",1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,4,3,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"362",1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,4,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"363",1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,2,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1
"364",1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"365",1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,4,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1
"366",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
"367",1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,2,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1
"368",1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0
"369",1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
"370",1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,4,2,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0
"371",1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,4,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0
"372",1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1
"373",1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,4,2,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1
"374",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
"375",1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,4,4,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
"376",1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,4,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0
"377",1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,3,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0
"378",1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,4,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1
"379",1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,4,2,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
"380",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"381",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,4,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0
"382",1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0
"383",1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,4,4,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1
"384",1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,4,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
"385",1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"386",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"387",1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
"388",1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,4,2,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1
"389",1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,2,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0
"390",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,4,3,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"391",1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,3,3,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
"392",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"393",1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,4,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
"394",1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
"395",1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
"396",1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,2,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
"397",1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0
"398",1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
"399",1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,4,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
"400",1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,4,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
"401",1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"402",0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
"403",1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,4,2,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0
"404",1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,2,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
"405",1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,2,4,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1
"406",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,4,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0
"407",1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
"408",1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
"409",1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,2,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1
"410",1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,4,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0
"411",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1
"412",1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
"413",1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0
"414",1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,4,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
"415",1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,4,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1
"416",1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,2,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1
"417",1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,2,4,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0
"418",1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,2,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0
"419",0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,4,2,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0
"420",1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,4,2,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0
"421",1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,4,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
"422",1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1
"423",1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,2,3,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1
"424",1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,2,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1
"425",1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
"426",1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,4,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
"427",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0
"428",1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,2,4,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0
"429",1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,4,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"430",1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,4,4,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"431",1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,2,3,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1
"432",1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,4,4,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
"433",1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,2,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0
"434",1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,4,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
"435",1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,4,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"436",1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"437",1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,4,2,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1
"438",1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,4,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"439",1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
"440",1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,4,2,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
"441",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
"442",1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,4,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"443",1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,4,3,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
"444",1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,4,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"445",1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,2,2,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0
"446",1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,4,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0
"447",1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,3,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
"448",1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,4,2,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0
"449",1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,2,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1
"450",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"451",0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,3,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0
"452",1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
"453",1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,2,4,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
"454",0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1
"455",1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,4,3,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1
"456",1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"457",1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,4,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1
"458",1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,4,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0
"459",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"460",1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,2,4,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0
"461",1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,2,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1
"462",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,3,2,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
"463",1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,4,3,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1
"464",1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,2,3,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1
"465",1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,4,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1
"466",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1
"467",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,4,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0
"468",1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,2,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0
"469",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
"470",1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,4,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0
"471",1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1
"472",1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2,2,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0
"473",1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,2,4,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
"474",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
"475",1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,2,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
"476",1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,4,2,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1
"477",1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,4,4,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"478",1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,4,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"479",1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"480",1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,3,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0
"481",1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,4,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0
"482",1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"483",1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,4,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1
"484",1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,4,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
"485",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1
"486",1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,2,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0
"487",1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,4,3,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
"488",0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,2,2,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1
"489",1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0
"490",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
"491",1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,4,3,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
"492",1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,2,2,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
"493",1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,2,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
"494",1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,4,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
"495",1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0
"496",1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,4,3,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
"497",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,4,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"498",1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,3,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1
"499",1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,4,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
"500",1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,4,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
"501",1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,4,2,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1
"502",1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1
"503",1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,2,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"504",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
"505",1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,2,3,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"506",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
"507",1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,4,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"508",1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"509",1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,4,3,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
"510",1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,2,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1
"511",1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,3,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1
"512",1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"513",1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"514",1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,4,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0
"515",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1
"516",1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,4,2,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1
"517",1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,2,3,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
"518",1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,4,2,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1
"519",1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0
"520",1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"521",0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
"522",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0
"523",1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,2,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1
"524",1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,2,4,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
"525",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
"526",1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,2,3,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"527",1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"528",1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
"529",1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,4,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1
"530",1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
"531",1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,4,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
"532",1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,4,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
"533",1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,2,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1
"534",1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"535",1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0
"536",1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,4,3,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
"537",1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,2,2,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
"538",1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1
