"","G30801","G30802","G30803","G30804","G30805","G30806","G30807","G30808","G30809","G30810","G30811","G30812","G30813","G30814","G30815","G30816","G30817","G30818","G30819","G30820"
"645",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"646",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
"647",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"648",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"649",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"650",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1
"651",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"652",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
"653",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"654",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"655",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"656",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"657",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
"658",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"659",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"660",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"661",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
"662",0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
"663",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"664",1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1
"665",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
"666",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"667",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"668",1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"669",1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"670",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671",0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"672",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"673",1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"674",1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"675",1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"676",0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0
"677",1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
"678",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"679",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"680",0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1
"681",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
"682",1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"683",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0
"684",0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
"685",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
"686",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
"687",0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"688",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"689",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"690",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"691",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"692",1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
"693",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"694",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1
"695",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
"696",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"697",1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
"698",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"699",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
"700",1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"701",1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
"702",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"703",1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1
"704",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
"705",1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1
"706",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"707",1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
"708",1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
"709",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
"710",1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1
"711",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"712",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1
"713",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"714",1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"715",1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1
"716",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"717",1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"718",1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"719",1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1
"720",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"721",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"722",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
"723",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"724",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"725",1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"726",1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"727",0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"728",1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"729",1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
"730",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1
"731",0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"732",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
"733",1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
"734",1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1
"735",1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"736",1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"737",1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"738",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
"739",1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0
"740",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"741",0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"742",1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"743",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0
"744",1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"745",1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"746",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"747",1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
