"","idstud","rater","crit2","crit3","crit4","crit6"
"1696",10503,802,1,1,1,2
"1697",10503,843,2,2,1,0
"1698",10503,806,1,1,1,1
"1699",10503,827,1,1,1,3
"1700",10503,851,0,1,1,0
"1701",10503,810,2,1,1,3
"1702",10503,807,1,1,0,3
"1703",10504,820,2,2,2,3
"1704",10504,816,2,2,2,2
"1705",10505,805,1,3,2,1
"1706",10505,836,2,2,2,2
"1707",10505,830,2,2,3,2
"1708",10505,837,3,2,2,1
"1709",10505,804,3,1,2,1
"1710",10505,824,2,2,2,3
"1711",10505,822,2,2,2,3
"1712",10505,823,2,1,1,1
"1713",10505,801,1,1,2,1
"1714",10505,839,3,2,2,1
"1715",10505,848,2,1,2,2
"1716",10505,820,1,1,1,1
"1717",10505,812,2,1,2,1
"1718",10505,852,1,2,1,2
"1719",10505,813,1,2,1,1
"1720",10505,846,2,2,1,3
"1721",10505,819,1,1,2,2
"1722",10505,840,2,2,2,1
"1723",10505,803,1,2,1,1
"1724",10505,815,2,3,2,2
"1725",10505,842,2,2,2,2
"1726",10505,838,0,1,2,2
"1727",10505,818,1,1,2,1
"1728",10505,816,2,2,1,3
"1729",10505,845,2,1,2,1
"1730",10505,849,1,2,2,1
"1731",10505,828,2,2,2,2
"1732",10505,811,1,1,2,1
"1733",10505,844,2,2,2,2
"1734",10505,808,2,2,1,2
"1735",10505,809,2,2,2,1
"1736",10505,817,3,2,2,1
"1737",10505,821,2,2,2,3
"1738",10505,833,2,2,2,2
"1739",10505,847,3,2,2,2
"1740",10505,850,2,1,2,2
"1741",10505,825,2,2,2,2
"1742",10505,829,2,3,2,2
"1743",10505,831,1,1,1,1
"1744",10505,826,2,2,2,2
"1745",10505,814,2,3,2,4
"1746",10505,834,2,2,2,1
"1747",10505,835,2,2,1,2
"1748",10505,832,2,1,2,1
"1749",10505,841,2,1,2,1
"1750",10505,802,2,1,1,3
"1751",10505,843,2,2,2,1
"1752",10505,806,2,2,2,1
"1753",10505,827,3,2,2,3
"1754",10505,851,3,3,2,2
"1755",10505,810,2,2,2,1
"1756",10505,807,2,2,2,1
"1757",10506,815,2,2,2,3
"1758",10506,832,1,1,2,2
"1759",10507,816,1,2,1,2
"1760",10507,845,0,1,2,3
"1761",10508,834,0,0,1,2
"1762",10509,801,1,1,1,0
"1763",10509,843,2,2,1,0
"1764",10510,837,1,2,2,2
"1765",10510,829,1,1,1,2
"1766",10511,815,0,1,1,4
"1767",10512,852,3,2,2,2
"1768",10512,828,3,2,2,0
"1769",10513,837,1,3,2,3
"1770",10513,842,0,0,1,3
"1771",10514,844,0,1,1,2
"1772",10514,814,1,1,1,2
"1773",10515,848,1,1,1,2
"1774",10515,829,1,2,1,3
"1775",10516,847,2,2,2,4
"1776",10516,826,2,2,2,3
"1777",10517,824,2,2,2,3
"1778",10517,816,1,2,1,1
"1779",10518,830,1,1,1,2
"1780",10518,808,2,2,1,4
"1781",10519,850,0,1,0,1
"1782",10519,829,1,1,0,0
"1783",10520,847,3,1,2,2
"1784",10520,802,2,3,1,4
"1785",10521,849,0,1,1,0
"1786",10521,826,0,0,1,2
"1787",10522,804,1,0,1,2
"1788",10522,839,1,2,1,2
"1789",10523,822,2,2,2,2
"1790",10523,809,2,2,2,3
"1791",10524,813,0,1,1,2
"1792",10524,831,1,1,1,3
"1793",10525,819,1,1,1,4
"1794",10525,845,1,1,1,4
"1795",10526,824,0,1,2,1
"1796",10526,811,0,1,2,1
"1797",10527,840,1,1,1,1
"1798",10527,802,2,2,1,3
"1799",10528,822,3,2,3,2
"1800",10528,825,3,2,3,4
"1801",10529,812,3,2,1,3
"1802",10529,810,3,3,2,4
"1803",10530,812,1,0,2,3
"1804",10530,826,0,0,1,4
"1805",10531,833,1,2,2,2
"1806",10531,847,2,2,1,2
"1807",10532,852,3,2,3,4
"1808",10532,807,3,2,3,4
"1809",10533,805,1,1,1,2
"1810",10533,836,2,2,2,2
"1811",10533,830,2,3,1,2
"1812",10533,837,2,2,2,2
"1813",10533,804,1,1,2,1
"1814",10533,824,1,2,1,2
"1815",10533,822,2,2,1,3
"1816",10533,823,0,0,1,1
"1817",10533,801,2,2,1,1
"1818",10533,839,2,2,2,2
"1819",10533,848,2,3,1,2
"1820",10533,820,2,2,2,1
"1821",10533,812,2,1,1,0
"1822",10533,852,3,2,1,2
"1823",10533,813,0,1,2,1
"1824",10533,846,2,2,2,2
"1825",10533,819,2,1,1,2
"1826",10533,840,1,1,2,1
"1827",10533,803,1,1,1,2
"1828",10533,815,3,3,3,2
"1829",10533,842,2,1,1,2
"1830",10533,838,2,2,2,2
"1831",10533,818,2,1,1,2
"1832",10533,816,2,2,1,1
"1833",10533,845,1,1,1,2
"1834",10533,849,2,1,1,1
"1835",10533,828,2,2,1,1
"1836",10533,811,1,1,2,2
"1837",10533,844,1,1,2,2
"1838",10533,808,2,2,2,2
"1839",10533,809,2,2,2,0
"1840",10533,817,1,2,2,1
"1841",10533,821,2,1,1,2
"1842",10533,833,2,2,2,1
"1843",10533,847,2,3,2,2
"1844",10533,850,1,1,1,1
"1845",10533,825,2,2,2,2
"1846",10533,829,1,1,1,2
"1847",10533,831,2,1,2,2
"1848",10533,826,2,2,2,2
"1849",10533,814,1,2,1,2
"1850",10533,834,1,1,1,0
"1851",10533,835,2,1,2,2
"1852",10533,832,2,2,0,1
"1853",10533,841,1,2,1,2
"1854",10533,802,2,2,1,3
"1855",10533,843,2,2,2,0
"1856",10533,806,2,2,2,0
"1857",10533,827,3,1,2,2
"1858",10533,851,2,2,1,1
"1859",10533,810,2,2,2,2
"1860",10533,807,2,3,1,2
"1861",10534,821,2,2,1,3
"1862",10534,850,2,1,1,3
"1863",10535,852,1,0,1,2
"1864",10535,802,1,1,0,2
"1865",10536,824,2,2,2,4
"1866",10536,839,2,2,2,3
"1867",10537,836,1,0,0,0
"1868",10537,824,0,1,0,0
"1869",10538,812,2,2,1,2
"1870",10538,850,1,1,0,1
"1871",10539,840,1,2,2,3
"1872",10539,815,2,2,2,4
"1873",10540,850,1,1,0,3
"1874",10540,825,1,2,1,2
"1875",10541,808,2,2,1,3
"1876",10541,821,2,3,2,3
"1877",10542,805,0,0,1,4
"1878",10542,836,0,1,1,4
"1879",10542,830,1,1,1,3
"1880",10542,837,1,1,1,3
"1881",10542,804,0,1,0,3
"1882",10542,824,0,0,0,4
"1883",10542,822,0,0,1,3
"1884",10542,823,0,1,0,3
"1885",10542,801,0,1,1,4
"1886",10542,839,0,0,1,4
"1887",10542,848,0,1,1,4
"1888",10542,820,1,0,0,4
"1889",10542,812,0,0,1,4
"1890",10542,852,0,0,1,4
"1891",10542,813,0,1,2,4
"1892",10542,846,0,0,1,3
"1893",10542,819,0,0,0,3
"1894",10542,840,0,1,0,4
"1895",10542,803,0,0,0,4
"1896",10542,815,0,1,0,3
"1897",10542,842,1,1,1,3
"1898",10542,838,0,0,1,4
"1899",10542,818,0,1,1,4
"1900",10542,816,0,1,1,4
"1901",10542,845,0,1,0,3
"1902",10542,849,0,1,1,4
"1903",10542,828,0,1,1,3
"1904",10542,811,0,0,0,4
"1905",10542,844,0,1,0,4
"1906",10542,808,0,0,0,4
"1907",10542,809,1,1,1,3
"1908",10542,817,0,0,1,4
"1909",10542,821,0,0,1,3
"1910",10542,833,0,1,0,3
"1911",10542,847,0,0,1,4
"1912",10542,850,0,0,0,3
"1913",10542,825,0,1,0,4
"1914",10542,829,0,1,0,3
"1915",10542,831,1,1,1,4
"1916",10542,826,0,0,1,4
"1917",10542,814,0,1,0,4
"1918",10542,834,0,0,0,3
"1919",10542,835,0,1,1,4
"1920",10542,832,0,0,1,4
"1921",10542,841,0,1,0,3
"1922",10542,802,0,0,0,3
"1923",10542,843,1,1,1,3
"1924",10542,806,1,1,1,3
"1925",10542,827,0,0,1,3
"1926",10542,851,0,0,0,4
"1927",10542,810,0,1,1,4
"1928",10542,807,0,1,1,4
"1929",10543,805,3,2,2,3
"1930",10543,836,2,2,2,3
"1931",10543,830,3,2,2,3
"1932",10543,837,2,2,2,3
"1933",10543,804,3,2,1,4
"1934",10543,824,2,2,2,3
"1935",10543,822,2,2,2,3
"1936",10543,823,2,1,1,3
"1937",10543,801,2,3,2,3
"1938",10543,839,2,2,2,3
"1939",10543,848,2,2,1,4
"1940",10543,820,2,2,2,3
"1941",10543,812,3,2,2,3
"1942",10543,852,3,3,2,3
"1943",10543,813,3,3,2,4
"1944",10543,846,3,2,2,3
"1945",10543,819,3,3,2,3
"1946",10543,840,3,3,1,3
"1947",10543,803,2,2,2,3
"1948",10543,815,2,2,1,3
"1949",10543,842,3,2,2,3
"1950",10543,838,2,3,2,3
"1951",10543,818,2,3,2,3
"1952",10543,816,3,2,1,3
"1953",10543,845,3,2,2,3
"1954",10543,849,3,3,2,3
"1955",10543,828,3,2,2,3
"1956",10543,811,2,3,1,3
"1957",10543,844,2,2,2,2
"1958",10543,808,3,2,2,3
"1959",10543,809,2,2,3,3
"1960",10543,817,2,2,1,3
"1961",10543,821,2,3,2,2
"1962",10543,833,3,3,1,3
"1963",10543,847,2,2,2,3
"1964",10543,850,2,3,2,3
"1965",10543,825,3,2,2,3
"1966",10543,829,3,3,1,3
"1967",10543,831,3,3,2,2
"1968",10543,826,2,2,2,3
"1969",10543,814,2,2,1,3
"1970",10543,834,2,2,2,3
"1971",10543,835,3,2,2,3
"1972",10543,832,3,2,1,3
"1973",10543,841,3,3,1,3
"1974",10543,802,2,2,2,3
"1975",10543,843,2,2,2,3
"1976",10543,806,2,2,3,3
"1977",10543,827,2,1,2,3
"1978",10543,851,1,1,2,3
"1979",10543,810,3,2,1,3
"1980",10543,807,2,3,2,3
"1981",10544,805,3,2,2,4
"1982",10544,836,2,3,2,3
"1983",10544,830,2,2,2,3
"1984",10544,837,3,3,2,4
"1985",10544,804,2,2,1,3
"1986",10544,824,2,2,2,3
"1987",10544,822,3,2,1,3
"1988",10544,823,3,2,2,4
"1989",10544,801,2,3,1,3
"1990",10544,839,3,3,1,3
"1991",10544,848,1,2,1,4
"1992",10544,820,3,2,2,4
"1993",10544,812,2,2,2,4
"1994",10544,852,3,3,2,3
"1995",10544,813,2,2,2,4
"1996",10544,846,1,2,1,3
"1997",10544,819,3,3,2,4
"1998",10544,840,3,2,1,3
"1999",10544,803,3,3,2,3
"2000",10544,815,2,2,2,3
"2001",10544,842,3,2,1,3
"2002",10544,838,1,2,2,3
"2003",10544,818,2,3,2,3
"2004",10544,816,3,2,2,4
"2005",10544,845,3,2,1,3
"2006",10544,849,3,2,2,3
"2007",10544,828,3,2,2,3
"2008",10544,811,2,2,2,3
"2009",10544,844,3,3,2,3
"2010",10544,808,3,3,2,3
"2011",10544,809,2,3,2,3
"2012",10544,817,2,2,2,3
"2013",10544,821,2,2,2,3
"2014",10544,833,3,3,2,3
"2015",10544,847,1,2,2,3
"2016",10544,850,2,3,2,3
"2017",10544,825,2,2,2,3
"2018",10544,829,3,3,2,3
"2019",10544,831,3,3,2,3
"2020",10544,826,2,2,2,4
"2021",10544,814,3,3,1,3
"2022",10544,834,2,2,1,3
"2023",10544,835,2,2,2,4
"2024",10544,832,2,3,2,3
"2025",10544,841,3,3,2,3
"2026",10544,802,2,2,2,4
"2027",10544,843,3,2,2,3
"2028",10544,806,3,3,2,3
"2029",10544,827,1,3,1,3
"2030",10544,851,2,2,1,3
"2031",10544,810,2,3,1,3
"2032",10544,807,3,2,2,4
"2033",10545,805,1,0,2,3
"2034",10545,836,2,2,1,3
"2035",10545,830,2,2,1,3
"2036",10545,837,2,2,1,3
"2037",10545,804,2,1,1,3
"2038",10545,824,1,1,1,3
"2039",10545,822,2,1,1,2
"2040",10545,823,2,1,1,3
"2041",10545,801,1,1,2,3
"2042",10545,839,1,2,1,3
"2043",10545,848,0,1,1,3
"2044",10545,820,1,1,2,4
"2045",10545,812,2,1,2,3
"2046",10545,852,1,1,1,3
"2047",10545,813,2,1,1,4
"2048",10545,846,1,1,1,3
"2049",10545,819,2,2,1,3
"2050",10545,840,2,2,1,3
"2051",10545,803,1,1,1,3
"2052",10545,815,1,1,1,3
"2053",10545,842,1,1,2,2
"2054",10545,838,1,1,2,3
"2055",10545,818,2,1,1,3
"2056",10545,816,2,2,2,3
"2057",10545,845,1,1,1,3
"2058",10545,849,2,2,2,3
"2059",10545,828,1,1,1,3
"2060",10545,811,1,1,1,3
"2061",10545,844,0,1,1,3
"2062",10545,808,1,1,1,3
"2063",10545,809,1,2,1,3
"2064",10545,817,2,0,1,3
"2065",10545,821,2,2,1,3
"2066",10545,833,2,1,1,3
"2067",10545,847,1,1,2,3
"2068",10545,850,2,1,2,3
"2069",10545,825,2,1,1,3
"2070",10545,829,2,1,2,3
"2071",10545,831,1,1,1,3
"2072",10545,826,2,2,2,3
"2073",10545,814,2,2,1,3
"2074",10545,834,1,1,1,3
"2075",10545,835,1,1,1,3
"2076",10545,832,1,1,1,3
"2077",10545,841,2,1,1,3
"2078",10545,802,1,1,1,2
"2079",10545,843,1,2,1,3
"2080",10545,806,1,2,1,3
"2081",10545,827,0,1,1,3
"2082",10545,851,1,1,1,3
"2083",10545,810,1,1,2,3
"2084",10545,807,1,1,1,3
"2085",10546,805,3,2,2,4
"2086",10546,836,2,2,3,3
"2087",10546,830,3,3,3,3
"2088",10546,837,3,3,2,4
"2089",10546,804,2,2,1,3
"2090",10546,824,2,2,2,4
"2091",10546,822,3,2,3,4
"2092",10546,823,3,3,2,4
"2093",10546,801,3,2,3,3
"2094",10546,839,3,2,1,3
"2095",10546,848,2,3,2,3
"2096",10546,820,3,2,2,3
"2097",10546,812,2,2,2,3
"2098",10546,852,3,3,2,3
"2099",10546,813,3,3,2,4
"2100",10546,846,3,3,3,3
"2101",10546,819,2,3,2,3
"2102",10546,840,3,2,1,3
"2103",10546,803,3,2,2,3
"2104",10546,815,3,3,2,3
"2105",10546,842,3,3,3,4
"2106",10546,838,3,3,3,3
"2107",10546,818,3,3,3,4
"2108",10546,816,3,3,3,3
"2109",10546,845,2,2,2,3
"2110",10546,849,2,2,2,3
"2111",10546,828,3,2,2,3
"2112",10546,811,2,2,2,3
"2113",10546,844,3,3,2,3
"2114",10546,808,2,2,2,4
"2115",10546,809,3,2,2,2
"2116",10546,817,2,2,2,3
"2117",10546,821,3,3,NA,3
"2118",10546,833,3,3,2,3
"2119",10546,847,2,2,2,3
"2120",10546,850,3,3,3,4
"2121",10546,825,3,2,2,3
"2122",10546,829,3,3,3,0
"2123",10546,831,3,3,2,3
"2124",10546,826,2,2,2,3
"2125",10546,814,3,3,2,3
"2126",10546,834,2,2,2,2
"2127",10546,835,3,3,2,3
"2128",10546,832,3,2,2,3
"2129",10546,841,3,3,2,3
"2130",10546,802,3,3,2,4
"2131",10546,843,3,3,3,2
"2132",10546,806,3,2,2,2
"2133",10546,827,2,3,2,3
"2134",10546,851,3,3,2,3
"2135",10546,810,2,3,3,3
"2136",10546,807,3,3,2,3
"2137",10547,805,1,1,2,4
"2138",10547,836,1,1,1,4
"2139",10547,830,1,1,1,4
"2140",10547,837,1,1,2,4
"2141",10547,804,1,0,1,4
"2142",10547,824,1,1,1,4
"2143",10547,822,0,0,2,4
"2144",10547,823,2,0,0,4
"2145",10547,801,0,1,1,4
"2146",10547,839,0,1,1,4
"2147",10547,848,0,1,1,4
"2148",10547,820,1,1,1,4
"2149",10547,812,1,1,1,4
"2150",10547,852,1,1,2,4
"2151",10547,813,0,1,2,4
"2152",10547,846,0,1,1,3
"2153",10547,819,1,2,2,4
"2154",10547,840,0,1,1,4
"2155",10547,803,0,1,0,4
"2156",10547,815,1,1,1,4
"2157",10547,842,0,1,2,4
"2158",10547,838,0,0,1,4
"2159",10547,818,1,1,1,4
"2160",10547,816,0,1,1,4
"2161",10547,845,0,1,1,4
"2162",10547,849,0,1,1,4
"2163",10547,828,0,1,1,4
"2164",10547,811,0,0,1,4
"2165",10547,844,1,1,2,4
"2166",10547,808,0,0,0,4
"2167",10547,809,0,1,1,4
"2168",10547,817,0,1,1,4
"2169",10547,821,1,1,1,4
"2170",10547,833,1,1,1,4
"2171",10547,847,0,0,1,4
"2172",10547,850,0,0,0,4
"2173",10547,825,0,1,1,4
"2174",10547,829,1,0,1,4
"2175",10547,831,1,1,2,4
"2176",10547,826,1,1,1,4
"2177",10547,814,1,1,1,4
"2178",10547,834,0,0,1,4
"2179",10547,835,0,1,1,4
"2180",10547,832,0,0,1,4
"2181",10547,841,1,0,1,4
"2182",10547,802,1,1,1,4
"2183",10547,843,0,1,1,4
"2184",10547,806,0,1,1,4
"2185",10547,827,0,1,1,4
"2186",10547,851,1,2,2,4
"2187",10547,810,0,1,2,4
"2188",10547,807,1,1,2,4
"2189",10548,805,3,1,2,1
"2190",10548,836,1,1,1,0
"2191",10548,830,2,1,1,0
"2192",10548,837,1,2,1,0
"2193",10548,804,1,1,1,0
"2194",10548,824,1,1,0,1
"2195",10548,822,0,0,1,1
"2196",10548,823,2,2,0,1
"2197",10548,801,1,1,1,1
"2198",10548,839,1,2,1,1
"2199",10548,848,0,1,1,0
"2200",10548,820,1,1,1,2
"2201",10548,812,2,1,1,1
"2202",10548,852,1,1,1,0
"2203",10548,813,1,1,1,4
"2204",10548,846,0,1,0,0
"2205",10548,819,1,2,0,0
"2206",10548,840,1,2,1,0
"2207",10548,803,1,2,0,1
"2208",10548,815,1,2,1,0
"2209",10548,842,0,2,1,0
"2210",10548,838,2,1,0,1
"2211",10548,818,0,2,1,0
"2212",10548,816,1,1,0,0
"2213",10548,845,1,1,1,1
"2214",10548,849,1,2,0,1
"2215",10548,828,1,1,0,0
"2216",10548,811,1,1,1,0
"2217",10548,844,1,2,1,0
"2218",10548,808,1,2,1,2
"2219",10548,809,1,1,1,0
"2220",10548,817,2,1,1,0
"2221",10548,821,2,2,1,1
"2222",10548,833,2,2,1,0
"2223",10548,847,0,1,1,0
"2224",10548,850,1,1,1,1
"2225",10548,825,2,2,1,1
"2226",10548,829,2,2,1,0
"2227",10548,831,2,2,1,0
"2228",10548,826,2,2,1,2
"2229",10548,814,1,2,1,2
"2230",10548,834,1,1,1,0
"2231",10548,835,1,1,0,1
"2232",10548,832,0,1,1,0
"2233",10548,841,1,2,1,0
"2234",10548,802,1,1,1,3
"2235",10548,843,1,1,1,0
"2236",10548,806,1,1,1,0
"2237",10548,827,1,1,1,0
"2238",10548,851,2,2,0,1
"2239",10548,810,0,1,1,0
"2240",10548,807,1,1,1,0
"2241",10549,805,1,1,1,0
"2242",10549,836,1,1,1,0
"2243",10549,830,1,1,0,0
"2244",10549,837,2,2,1,1
"2245",10549,804,1,2,0,0
"2246",10549,824,0,1,0,0
"2247",10549,822,1,1,1,0
"2248",10549,823,2,2,0,1
"2249",10549,801,2,2,1,0
"2250",10549,839,1,2,0,0
"2251",10549,848,0,1,1,0
"2252",10549,820,1,1,1,2
"2253",10549,812,1,1,1,1
"2254",10549,852,0,0,1,0
"2255",10549,813,1,1,1,0
"2256",10549,846,1,1,0,0
"2257",10549,819,2,2,0,0
"2258",10549,840,1,2,0,0
"2259",10549,803,0,0,0,0
"2260",10549,815,1,1,1,4
"2261",10549,842,1,1,1,0
"2262",10549,838,2,2,0,0
"2263",10549,818,2,1,0,0
"2264",10549,816,0,1,0,0
"2265",10549,845,0,1,0,1
"2266",10549,849,1,2,0,0
"2267",10549,828,2,1,0,1
"2268",10549,811,0,1,0,1
"2269",10549,844,2,2,1,0
"2270",10549,808,1,0,0,1
"2271",10549,809,1,1,1,0
"2272",10549,817,2,1,1,0
"2273",10549,821,1,1,0,0
"2274",10549,833,1,1,0,0
"2275",10549,847,0,1,1,1
"2276",10549,850,1,0,0,1
"2277",10549,825,2,2,0,0
"2278",10549,829,1,1,0,0
"2279",10549,831,2,2,1,0
"2280",10549,826,2,2,0,0
"2281",10549,814,2,1,0,1
"2282",10549,834,1,1,0,0
"2283",10549,835,2,1,1,1
"2284",10549,832,0,1,1,1
"2285",10549,841,1,1,0,0
"2286",10549,802,1,1,0,0
"2287",10549,843,1,1,0,1
"2288",10549,806,1,1,1,0
"2289",10549,827,0,1,0,0
"2290",10549,851,0,1,0,0
"2291",10549,810,1,1,1,0
"2292",10549,807,1,1,1,0
"2293",10550,805,2,3,2,3
"2294",10550,836,2,2,2,3
"2295",10550,830,2,2,1,3
"2296",10550,837,3,3,2,3
"2297",10550,804,1,2,1,3
"2298",10550,824,1,1,1,3
"2299",10550,822,0,1,2,3
"2300",10550,823,2,2,1,2
"2301",10550,801,2,2,1,3
"2302",10550,839,2,1,1,3
"2303",10550,848,1,1,1,3
"2304",10550,820,1,1,1,4
"2305",10550,812,1,2,2,3
"2306",10550,852,1,1,1,2
"2307",10550,813,1,1,2,3
"2308",10550,846,2,1,1,3
"2309",10550,819,2,3,1,3
"2310",10550,840,1,1,1,3
"2311",10550,803,1,2,1,3
"2312",10550,815,2,2,1,2
"2313",10550,842,3,2,2,3
"2314",10550,838,2,2,1,3
"2315",10550,818,2,2,1,3
"2316",10550,816,2,2,1,2
"2317",10550,845,1,1,1,3
"2318",10550,849,1,2,1,3
"2319",10550,828,2,1,1,3
"2320",10550,811,1,1,1,3
"2321",10550,844,1,2,1,3
"2322",10550,808,1,2,1,3
"2323",10550,809,1,1,1,3
"2324",10550,817,2,2,1,3
"2325",10550,821,1,1,2,3
"2326",10550,833,2,2,1,3
"2327",10550,847,1,1,1,3
"2328",10550,850,2,2,1,3
"2329",10550,825,2,2,2,3
"2330",10550,829,2,2,1,3
"2331",10550,831,2,2,1,3
"2332",10550,826,2,2,2,3
"2333",10550,814,1,2,1,3
"2334",10550,834,1,1,1,3
"2335",10550,835,1,2,1,3
"2336",10550,832,1,2,1,3
"2337",10550,841,2,2,1,3
"2338",10550,802,1,1,0,3
"2339",10550,843,1,1,1,3
"2340",10550,806,1,1,1,3
"2341",10550,827,0,2,1,3
"2342",10550,851,2,2,1,3
"2343",10550,810,2,2,2,2
"2344",10550,807,2,2,1,3
"2345",10551,805,3,3,3,3
"2346",10551,836,2,2,2,3
"2347",10551,830,3,3,3,3
"2348",10551,837,3,3,3,3
"2349",10551,804,3,2,3,3
"2350",10551,824,3,3,3,3
"2351",10551,822,3,3,3,4
"2352",10551,823,3,3,2,3
"2353",10551,801,3,2,3,3
"2354",10551,839,1,2,2,4
"2355",10551,848,3,2,2,3
"2356",10551,820,3,3,3,4
"2357",10551,812,3,3,3,3
"2358",10551,852,3,3,3,4
"2359",10551,813,3,3,3,3
"2360",10551,846,2,3,3,3
"2361",10551,819,3,3,2,3
"2362",10551,840,3,3,3,3
"2363",10551,803,3,3,3,3
"2364",10551,815,3,3,3,3
"2365",10551,842,3,3,3,3
"2366",10551,838,3,2,3,3
"2367",10551,818,3,3,3,3
"2368",10551,816,3,3,3,4
"2369",10551,845,3,3,2,3
"2370",10551,849,3,2,3,3
"2371",10551,828,3,2,3,3
"2372",10551,811,2,3,3,3
"2373",10551,844,3,3,3,3
"2374",10551,808,2,3,3,4
"2375",10551,809,3,3,3,3
"2376",10551,817,0,2,3,3
"2377",10551,821,2,3,3,4
"2378",10551,833,2,3,3,3
"2379",10551,847,2,2,3,3
"2380",10551,850,3,3,2,3
"2381",10551,825,3,3,3,4
"2382",10551,829,3,3,3,3
"2383",10551,831,3,3,3,3
"2384",10551,826,3,3,3,3
"2385",10551,814,3,3,2,3
"2386",10551,834,3,3,3,3
"2387",10551,835,1,2,3,3
"2388",10551,832,1,3,3,3
"2389",10551,841,3,3,3,3
"2390",10551,802,2,1,3,4
"2391",10551,843,3,3,3,3
"2392",10551,806,3,3,3,3
"2393",10551,827,1,3,3,3
"2394",10551,851,3,3,3,3
"2395",10551,810,3,3,3,4
"2396",10551,807,3,3,3,3
"2397",10552,805,1,1,3,3
"2398",10552,836,2,2,2,3
"2399",10552,830,1,1,3,3
"2400",10552,837,3,3,2,3
"2401",10552,804,NA,1,2,3
"2402",10552,824,1,2,2,3
"2403",10552,822,1,1,3,3
"2404",10552,823,2,2,2,4
"2405",10552,801,1,0,2,3
"2406",10552,839,1,2,2,3
"2407",10552,848,1,1,2,3
"2408",10552,820,2,2,2,3
"2409",10552,812,2,2,3,4
"2410",10552,852,3,3,3,3
"2411",10552,813,1,1,3,3
"2412",10552,846,2,1,2,3
"2413",10552,819,2,3,2,3
"2414",10552,840,3,2,2,3
"2415",10552,803,2,1,3,3
"2416",10552,815,2,1,3,3
"2417",10552,842,2,2,3,3
"2418",10552,838,1,1,3,3
"2419",10552,818,2,2,2,3
"2420",10552,816,0,1,1,3
"2421",10552,845,2,2,2,3
"2422",10552,849,1,2,2,3
"2423",10552,828,3,1,2,3
"2424",10552,811,1,2,2,3
"2425",10552,844,2,3,3,3
"2426",10552,808,1,2,2,4
"2427",10552,809,3,2,2,2
"2428",10552,817,3,2,2,3
"2429",10552,821,2,2,3,3
"2430",10552,833,3,3,2,3
"2431",10552,847,2,2,2,3
"2432",10552,850,2,3,2,3
"2433",10552,825,3,2,3,3
"2434",10552,829,3,3,3,3
"2435",10552,831,2,3,3,3
"2436",10552,826,2,2,2,3
"2437",10552,814,1,2,2,3
"2438",10552,834,2,2,2,3
"2439",10552,835,3,1,2,3
"2440",10552,832,2,2,3,3
"2441",10552,841,3,3,3,3
"2442",10552,802,1,0,2,4
"2443",10552,843,3,2,2,2
"2444",10552,806,3,2,2,3
"2445",10552,827,1,3,2,3
"2446",10552,851,3,3,2,3
"2447",10552,810,2,2,3,3
"2448",10552,807,2,3,NA,3
"2449",10553,805,1,1,2,3
"2450",10553,836,1,1,2,3
"2451",10553,830,1,2,2,3
"2452",10553,837,1,3,2,3
"2453",10553,804,0,2,1,3
"2454",10553,824,1,1,2,3
"2455",10553,822,1,2,2,3
"2456",10553,823,3,3,2,4
"2457",10553,801,1,1,2,3
"2458",10553,839,0,1,1,3
"2459",10553,848,0,1,1,3
"2460",10553,820,2,2,2,3
"2461",10553,812,1,2,2,4
"2462",10553,852,1,1,2,3
"2463",10553,813,1,2,2,3
"2464",10553,846,0,1,1,3
"2465",10553,819,1,3,NA,4
"2466",10553,840,1,1,2,3
"2467",10553,803,0,0,2,3
"2468",10553,815,1,1,2,3
"2469",10553,842,1,1,1,3
"2470",10553,838,0,1,2,3
"2471",10553,818,2,2,2,3
"2472",10553,816,2,2,1,3
"2473",10553,845,0,1,1,3
"2474",10553,849,1,2,1,3
"2475",10553,828,1,1,1,3
"2476",10553,811,0,1,1,4
"2477",10553,844,1,1,2,3
"2478",10553,808,0,1,2,4
"2479",10553,809,0,1,2,3
"2480",10553,817,0,0,2,2
"2481",10553,821,2,3,2,4
"2482",10553,833,0,1,1,3
"2483",10553,847,1,2,2,3
"2484",10553,850,0,1,2,3
"2485",10553,825,1,1,2,3
"2486",10553,829,1,1,1,3
"2487",10553,831,1,1,2,3
"2488",10553,826,1,2,2,3
"2489",10553,814,1,1,1,3
"2490",10553,834,1,1,1,3
"2491",10553,835,0,2,1,4
"2492",10553,832,1,2,2,3
"2493",10553,841,1,1,1,3
"2494",10553,802,1,2,2,4
"2495",10553,843,1,1,2,3
"2496",10553,806,0,1,2,3
"2497",10553,827,0,1,2,3
"2498",10553,851,0,1,1,3
"2499",10553,810,0,0,2,3
"2500",10553,807,0,2,1,3
"2501",10554,805,1,1,1,0
"2502",10554,836,1,1,1,0
"2503",10554,830,1,1,1,0
"2504",10554,837,2,1,1,0
"2505",10554,804,1,1,1,1
"2506",10554,824,1,1,1,0
"2507",10554,822,0,0,1,2
"2508",10554,823,2,1,1,2
"2509",10554,801,1,1,1,0
"2510",10554,839,1,2,1,0
"2511",10554,848,0,1,1,0
"2512",10554,820,1,1,1,2
"2513",10554,812,1,1,1,0
"2514",10554,852,1,1,1,0
"2515",10554,813,1,1,1,0
"2516",10554,846,1,1,1,0
