"","group","X1","X2","X3","X4","X5"
"1808",91,3,2,4,4,3
"1809",91,4,5,3,4,4
"1810",91,3,3,3,2,3
"1811",91,3,2,4,3,2
"1812",91,4,4,4,4,2
"1813",91,4,4,3,2,2
"1814",91,3,3,3,3,2
"1815",91,3,1,4,2,3
"1816",91,4,3,2,2,3
"1817",91,3,3,4,2,3
"1818",91,3,2,2,3,3
"1819",91,3,3,3,2,3
"1820",91,4,3,3,2,1
"1821",92,3,3,3,3,2
"1822",92,3,2,3,3,4
"1823",92,3,2,4,2,2
"1824",92,3,3,3,1,2
"1825",92,2,3,2,2,2
"1826",92,4,3,5,3,3
"1827",92,3,2,4,4,2
"1828",92,2,3,4,1,2
"1829",92,3,3,3,3,2
"1830",92,3,3,3,3,3
"1831",92,4,5,2,3,4
"1832",92,4,3,4,2,4
"1833",92,3,1,3,3,1
"1834",92,3,1,3,3,3
"1835",92,3,3,3,3,3
"1836",92,3,2,4,1,3
"1837",92,2,3,2,2,2
"1838",92,4,3,4,2,1
"1839",92,2,2,3,1,1
"1840",92,3,1,3,2,1
"1841",93,5,5,5,4,4
"1842",93,4,3,3,3,3
"1843",93,4,4,3,2,3
"1844",93,5,4,5,4,4
"1845",93,4,4,5,3,3
"1846",93,5,4,5,4,4
"1847",93,3,2,2,3,2
"1848",93,4,4,4,5,4
"1849",93,4,3,4,3,2
"1850",93,3,4,4,3,4
"1851",93,4,3,4,4,2
"1852",93,3,4,5,2,3
"1853",93,4,2,5,4,3
"1854",93,4,2,4,4,3
"1855",93,4,4,3,3,4
"1856",93,4,4,4,3,4
"1857",93,3,4,5,2,3
"1858",93,4,5,4,2,2
"1859",93,4,4,4,3,3
"1860",93,5,4,7,4,4
"1861",94,3,4,3,1,2
"1862",94,3,1,2,3,2
"1863",94,3,2,4,2,2
"1864",94,3,4,2,4,4
"1865",94,3,4,2,3,4
"1866",94,2,2,2,1,2
"1867",94,2,2,1,3,2
"1868",94,4,3,4,4,2
"1869",94,3,2,3,4,2
"1870",94,5,5,4,6,4
"1871",94,3,3,4,3,1
"1872",94,4,4,4,4,4
"1873",94,3,2,3,3,2
"1874",94,3,3,3,3,1
"1875",94,3,4,2,2,3
"1876",94,3,3,1,3,1
"1877",94,3,1,3,2,2
"1878",94,3,2,2,2,3
"1879",94,2,2,2,3,2
"1880",94,3,2,4,3,2
"1881",95,4,3,3,2,2
"1882",95,3,2,4,1,3
"1883",95,4,4,2,5,4
"1884",95,2,3,2,3,1
"1885",95,3,4,3,3,2
"1886",95,3,3,3,3,3
"1887",95,3,3,4,1,3
"1888",95,3,2,2,3,2
"1889",95,3,2,3,2,2
"1890",95,4,2,3,4,3
"1891",95,4,4,4,2,3
"1892",95,3,3,5,3,2
"1893",95,3,3,4,2,3
"1894",95,3,2,4,2,3
"1895",95,2,2,2,2,2
"1896",95,2,2,3,3,3
"1897",95,4,4,4,4,4
"1898",95,3,3,3,4,3
"1899",95,3,3,4,3,3
"1900",95,3,3,5,3,2
"1901",96,3,2,2,2,2
"1902",96,4,4,3,2,3
"1903",96,2,3,3,2,2
"1904",96,3,4,3,4,3
"1905",96,4,5,5,3,3
"1906",96,4,4,4,4,3
"1907",96,2,3,4,2,2
"1908",96,3,2,3,2,2
"1909",96,5,3,4,3,4
"1910",96,5,4,6,3,4
"1911",96,4,3,3,2,3
"1912",96,3,3,5,3,3
"1913",96,4,3,5,3,3
"1914",96,3,3,3,2,2
"1915",96,3,3,3,2,4
"1916",96,2,3,4,2,2
"1917",96,5,4,6,4,2
"1918",96,2,4,3,3,2
"1919",96,4,4,3,5,3
"1920",96,5,5,5,3,5
"1921",97,2,2,0,2,1
"1922",97,2,2,2,3,2
"1923",97,3,3,4,3,2
"1924",97,3,3,3,3,3
"1925",97,2,1,3,3,3
"1926",97,3,2,3,3,2
"1927",97,2,2,2,2,1
"1928",97,3,3,3,3,3
"1929",97,3,3,4,2,3
"1930",97,2,3,1,0,2
"1931",97,2,3,2,2,1
"1932",97,2,2,2,2,2
"1933",97,3,2,3,3,3
"1934",97,3,4,2,4,2
"1935",97,2,1,2,2,1
"1936",97,2,2,3,3,3
"1937",97,4,3,3,3,3
"1938",97,2,2,1,2,2
"1939",97,3,2,3,2,3
"1940",97,3,3,3,3,3
"1941",98,2,3,1,1,1
"1942",98,5,4,5,2,2
"1943",98,3,3,4,3,2
"1944",98,3,3,3,4,2
"1945",98,3,1,3,3,2
"1946",98,2,2,2,2,2
"1947",98,4,3,5,4,2
"1948",98,3,3,3,2,4
"1949",98,4,3,3,3,4
"1950",98,3,3,3,2,3
"1951",98,3,3,3,3,1
"1952",98,4,3,3,3,3
"1953",98,1,1,3,2,2
"1954",98,4,3,4,4,3
"1955",98,3,3,4,2,3
"1956",98,2,2,2,2,2
"1957",98,2,2,1,3,2
"1958",98,1,2,3,1,2
"1959",98,2,3,2,2,3
"1960",98,4,3,5,4,3
"1961",99,4,3,4,3,3
"1962",99,3,3,3,3,3
"1963",99,4,3,3,4,3
"1964",99,3,3,3,2,3
"1965",99,2,2,2,0,1
"1966",99,4,3,4,2,2
"1967",99,3,1,0,1,2
"1968",99,2,1,3,0,2
"1969",99,2,2,1,1,2
"1970",99,2,2,4,2,3
"1971",99,3,2,1,0,1
"1972",99,3,1,3,0,1
"1973",99,3,1,2,3,2
"1974",99,2,2,3,1,2
"1975",99,3,2,3,3,3
"1976",99,2,2,2,1,2
"1977",99,2,3,3,2,2
"1978",99,3,2,3,1,2
"1979",99,3,3,4,2,2
"1980",99,3,3,2,3,3
"1981",100,3,4,3,4,2
"1982",100,3,3,3,3,3
"1983",100,3,2,2,2,1
"1984",100,3,2,4,1,2
"1985",100,3,2,3,3,3
"1986",100,3,3,3,4,3
"1987",100,3,3,4,3,4
"1988",100,3,2,4,3,2
"1989",100,2,1,3,1,2
"1990",100,4,2,4,4,4
"1991",100,3,3,4,4,3
"1992",100,3,2,3,3,2
"1993",100,2,2,3,2,2
"1994",100,2,3,3,3,3
"1995",100,1,1,1,3,1
"1996",100,3,4,4,4,2
"1997",100,4,4,3,4,4
"1998",100,5,5,6,5,3
"1999",100,2,3,3,2,2
"2000",100,3,3,3,3,2
