"","XDATE","DELAY","CONTRIBUTOR","BID","ASK","FLAG"
"1079",199706110136,0,"INBT",25.72,25.73,0
"1080",199706110145,0,"ANZM",23.85,24.05,0
"1081",199706110157,0,"HKBK",23.92,24.02,0
"1082",199706110206,2,"BOAS",23.95,24,0
"1083",199706110227,0,"HSBK",25.71,25.73,0
"1084",199706110228,0,"HKBK",23.98,24.08,0
"1085",199706110245,0,"BBLH",24,24.1,0
"1086",199706110248,0,"BBLH",24.1,24.2,0
"1087",199706110257,0,"AIGH",24,24.1,0
"1088",199706110257,0,"OUBV",24.1,24.2,0
"1089",199706110312,0,"AIGH",23.98,24.08,0
"1090",199706110318,0,"AIGH",23.95,24.05,0
"1091",199706110341,0,"AIGH",23.93,24.03,0
"1092",199706110342,0,"SCBK",25.72,25.73,0
"1093",199706110342,0,"AIGH",23.9,24,0
"1094",199706110350,0,"AIGH",23.88,23.98,0
"1095",199706110350,0,"TDBB",25.72,25.73,0
"1096",199706110355,0,"ANZM",23.9,24,0
"1097",199706110400,0,"BBLS",24,24.1,0
"1098",199706110417,0,"AIGH",23.87,23.97,0
"1099",199706110420,0,"BBLS",23.95,24.05,0
"1100",199706110426,0,"AIGH",23.85,23.95,0
"1101",199706110426,0,"ANZM",23.91,24.01,0
"1102",199706110431,0,"AIGH",23.8,23.9,0
"1103",199706110433,0,"SUMS",23.9,24,0
"1104",199706110433,0,"MBRC",23.85,23.95,0
"1105",199706110433,0,"BOAS",23.85,23.95,0
"1106",199706110438,0,"ANZM",23.85,23.9,0
"1107",199706110439,0,"HKBK",23.9,24,0
"1108",199706110449,0,"BBLS",23.92,24.02,0
"1109",199706110454,0,"AIGH",23.85,23.95,0
"1110",199706110456,0,"HKBK",23.85,23.95,0
"1111",199706110500,0,"AIGH",23.82,23.92,0
"1112",199706110501,0,"HKBK",23.82,23.92,0
"1113",199706110502,0,"AIGH",23.8,23.9,0
"1114",199706110510,0,"AIGH",23.78,23.88,0
"1115",199706110519,0,"GBNP",23.8,23.9,0
"1116",199706110519,0,"HKBK",23.78,23.88,0
"1117",199706110530,0,"ANZM",23.8,23.9,0
"1118",199706110534,0,"ANZS",23.82,23.92,0
"1119",199706110544,0,"SUMS",23.87,23.97,0
"1120",199706110553,0,"AIGH",23.76,23.86,0
"1121",199706110603,0,"BBLH",23.85,23.95,0
"1122",199706110613,0,"NWBO",23.85,23.859,0
"1123",199706110613,0,"AIGH",23.8,23.9,0
"1124",199706110615,0,"AIGH",23.76,23.86,0
"1125",199706110623,0,"HKBK",23.75,23.85,0
"1126",199706110623,0,"CHIC",23.77,23.87,0
"1127",199706110625,0,"BGFX",23.77,23.87,0
"1128",199706110625,0,"SUMS",23.82,23.87,0
"1129",199706110626,0,"CBAX",23.7,23.9,0
"1130",199706110627,0,"EMFY",23.76,23.86,0
"1131",199706110627,1,"BGFX",23.76,23.86,0
"1132",199706110631,0,"BBLS",23.85,23.95,0
"1133",199706110638,1,"MBRC",23.8,23.9,0
"1134",199706110646,0,"NWBO",23.8,23.809,0
"1135",199706110648,0,"SCFE",23.8,23.9,0
"1136",199706110656,0,"ABNP",25.705,25.72,0
"1137",199706110659,0,"SCFE",23.93,24.03,0
"1138",199706110701,0,"ABNP",25.69,25.71,0
"1139",199706110703,0,"ABNP",25.68,25.7,0
"1140",199706110708,0,"HKBK",23.9,24,0
"1141",199706110709,0,"WBCM",23.9,24,0
"1142",199706110710,0,"HKBK",23.88,23.98,0
"1143",199706110714,0,"GBNP",23.85,23.95,0
"1144",199706110715,0,"HKBK",23.85,23.95,0
"1145",199706110717,0,"AIGH",23.77,23.87,0
"1146",199706110717,0,"GBNP",23.83,23.93,0
"1147",199706110718,0,"SCFE",23.79,23.89,0
"1148",199706110723,0,"HKBK",23.78,23.88,0
"1149",199706110740,1,"AIGH",23.76,23.86,0
"1150",199706110748,0,"BNSV",23.8,23.9,0
"1151",199706110749,0,"NWBO",23.75,23.758,0
"1152",199706110751,0,"ABNP",25.675,25.695,0
"1153",199706110801,0,"ABNP",25.67,25.69,0
"1154",199706110805,0,"SCFE",23.76,23.86,0
"1155",199706110805,0,"HKBK",23.72,23.82,0
"1156",199706110808,0,"TMBB",25.675,25.695,0
"1157",199706110810,0,"CHIC",23.76,23.86,0
"1158",199706110813,0,"ABNP",25.665,25.685,0
"1159",199706110813,0,"SCFE",23.79,23.89,0
"1160",199706110841,0,"AIGH",23.73,23.83,0
"1161",199706110901,0,"HSBK",25.67,25.69,0
"1162",199706110903,0,"SCFE",23.78,23.88,0
"1163",199706110905,1,"CHIC",23.85,23.95,0
"1164",199706110906,0,"CTRD",23.8,23.9,0
"1165",199706110908,0,"CHIC",23.84,23.94,0
"1166",199706110909,0,"SCFE",23.8,23.9,0
"1167",199706110915,0,"NWBO",23.85,23.859,0
"1168",199706110921,0,"HKBK",23.82,23.92,0
"1169",199706110928,0,"AIGH",23.9,24,0
"1170",199706110932,0,"CHIC",23.82,23.92,0
"1171",199706110940,0,"AIGH",23.88,23.98,0
"1172",199706110942,0,"AIGH",23.9,24,0
"1173",199706110945,0,"SCFE",23.84,23.94,0
"1174",199706111004,0,"AIGH",23.88,23.98,0
"1175",199706111009,0,"SCFE",23.83,23.93,0
"1176",199706111009,0,"SCFE",23.84,23.94,0
"1177",199706111039,0,"SCFE",23.8,23.9,0
"1178",199706111113,0,"SCFE",23.74,23.84,0
"1179",199706111119,0,"SCFE",23.72,23.82,0
"1180",199706111136,0,"SCFE",23.75,23.85,0
"1181",199706111137,0,"AIGH",23.8,23.9,0
"1182",199706111208,0,"SCFE",23.74,23.84,0
"1183",199706111218,0,"SCFE",23.75,23.758,0
"1184",199706111218,0,"SCFE",23.75,23.85,0
"1185",199706111218,0,"SCFE",23.74,23.84,0
"1186",199706111219,0,"BGFX",23.74,23.84,0
"1187",199706111224,0,"SCFE",23.73,23.83,0
"1188",199706111231,0,"SCFE",23.75,23.85,0
"1189",199706111245,0,"EMFY",23.75,23.85,0
"1190",199706111249,0,"AIGH",23.85,23.95,0
"1191",199706111256,0,"CHIC",23.84,23.94,0
"1192",199706111303,0,"AIGH",23.9,24,0
"1193",199706111306,0,"SCFE",23.83,23.93,0
"1194",199706111307,0,"AIGH",23.9,23.95,0
"1195",199706111310,0,"EMFY",23.87,23.92,0
"1196",199706111331,0,"SCFE",23.84,23.94,0
"1197",199706111331,0,"SCFE",23.83,23.93,0
"1198",199706111343,0,"AIGH",23.87,23.97,0
"1199",199706111344,0,"AIGH",23.9,24,0
"1200",199706111359,0,"SCFE",23.85,23.95,0
"1201",199706111406,0,"AIGH",23.93,24,0
"1202",199706111406,0,"CBAX",23.8,24,0
"1203",199706111414,0,"EMFY",23.85,23.95,0
"1204",199706111636,0,"SCEX",23.75,23.85,0
"1205",199706111739,0,"BBNF",23.8,23.9,0
"1206",199706111835,0,"SCEX",23.77,23.87,0
"1207",199706112053,0,"SCEX",23.72,23.82,0
"1208",199706112117,0,"ANZM",23.7,23.8,0
"1209",199706112215,1,"ANZM",23.75,23.85,0
"1210",199706112258,0,"CBAP",23.85,23.95,0
"1211",199706112307,0,"ANZM",23.76,23.86,0
"1212",199706112337,0,"MBRC",23.8,23.9,0
"1213",199706120020,0,"ANZM",23.7,23.8,0
"1214",199706120037,0,"ANZS",23.7,23.8,0
"1215",199706120045,0,"GBNP",23.7,23.8,0
"1216",199706120046,0,"GBNP",23.65,23.75,0
"1217",199706120048,0,"MBRC",23.65,23.75,0
"1218",199706120103,0,"CHAB",25.72,25.74,0
"1219",199706120114,0,"HKBK",25.7,25.8,0
"1220",199706120117,0,"HKBK",23.7,23.8,0
"1221",199706120145,0,"CTBT",25.727,25.737,0
"1222",199706120154,0,"HKBK",23.71,23.81,0
"1223",199706120205,4,"AIGH",23.8,23.9,0
"1224",199706120207,2,"AIGH",23.85,23.95,0
"1225",199706120212,0,"AIGH",23.95,24.05,0
"1226",199706120213,0,"ABNP",25.74,25.76,0
"1227",199706120231,0,"BBLT",25.74,25.75,0
"1228",199706120244,0,"AIGH",24,24.1,0
"1229",199706120255,0,"TDBB",25.735,25.755,0
"1230",199706120256,0,"INBT",25.74,25.75,0
"1231",199706120316,0,"AIGH",24.05,24.15,0
"1232",199706120322,0,"MBRC",24,24.1,0
"1233",199706120336,0,"MLMA",24,24.1,0
"1234",199706120339,0,"ABNP",25.755,25.775,0
"1235",199706120342,0,"BOAT",25.78,25.805,0
"1236",199706120347,0,"HSBK",25.74,25.76,0
"1237",199706120348,0,"CTBT",25.75,25.77,0
"1238",199706120349,0,"CTBT",25.75,25.765,0
"1239",199706120350,0,"CTBT",25.755,25.77,0
"1240",199706120351,0,"TDBB",25.75,25.78,0
"1241",199706120352,0,"SCBK",25.77,25.79,0
"1242",199706120355,0,"MBRC",23.97,24.07,0
"1243",199706120357,0,"BBLT",25.755,25.775,0
"1244",199706120405,0,"ANZM",24,24.1,0
"1245",199706120419,0,"AIGH",24.02,24.12,0
"1246",199706120435,0,"AIGH",24.04,24.14,0
"1247",199706120437,0,"MBRC",24,24.1,0
"1248",199706120440,0,"AIGH",24.05,24.15,0
"1249",199706120500,0,"HKBK",24.05,24.15,0
"1250",199706120509,0,"MBRC",24.01,24.11,0
"1251",199706120523,0,"AIGH",24.05,24.14,0
"1252",199706120523,0,"AIGH",24.05,24.15,0
"1253",199706120528,0,"ANZM",24.01,24.06,0
"1254",199706120538,0,"ANZS",24.01,24.06,0
"1255",199706120600,0,"EMFY",24.01,24.06,0
"1256",199706120614,0,"CHIC",24.02,24.12,0
"1257",199706120625,0,"ANZM",23.98,24.08,0
"1258",199706120627,0,"EMFY",24.02,24.12,0
"1259",199706120627,0,"BGFX",23.98,24.08,0
"1260",199706120628,0,"GBNP",23.9,24,0
"1261",199706120629,0,"SCFE",23.97,24.07,0
"1262",199706120630,0,"NWBO",23.97,23.97,0
"1263",199706120630,0,"BGFX",23.92,24.02,0
"1264",199706120635,0,"CTBT",25.75,25.765,0
"1265",199706120640,0,"SCFE",23.98,24.08,0
"1266",199706120654,0,"INBT",25.75,25.78,0
"1267",199706120657,1,"INDS",23.907,24.007,0
"1268",199706120658,0,"INDS",24.007,24.107,0
"1269",199706120658,0,"INDS",24,24.1,0
"1270",199706120703,0,"HKBK",24.08,24.18,0
"1271",199706120704,0,"HKBK",24.1,24.2,0
"1272",199706120712,0,"TDBB",25.76,25.79,0
"1273",199706120716,0,"HKBK",24.04,24.14,0
"1274",199706120720,0,"HKBK",24.1,24.2,0
"1275",199706120723,1,"EMFY",24.12,24.22,0
"1276",199706120724,0,"EMFY",24.15,24.25,0
"1277",199706120725,0,"EMFY",24.12,24.25,0
"1278",199706120725,0,"EMFY",24.16,24.26,0
"1279",199706120725,0,"EMFY",24.14,24.24,0
"1280",199706120726,0,"EMFY",24.13,24.24,0
"1281",199706120728,0,"EMFY",24.13,24.23,0
"1282",199706120732,1,"BOAS",24.1,24.2,0
"1283",199706120733,0,"EMFY",24.1,24.2,0
"1284",199706120736,1,"CHAB",25.72,25.75,0
"1285",199706120737,0,"CHAB",25.72,25.74,0
"1286",199706120737,0,"EMFY",24.11,24.21,0
"1287",199706120738,0,"GBNP",24.05,24.15,0
"1288",199706120739,0,"SCFE",24.05,24.15,0
"1289",199706120744,0,"EMFY",24.1,24.2,0
"1290",199706120748,0,"EMFY",24.101,24.201,0
"1291",199706120749,0,"EMFY",24.02,24.12,0
"1292",199706120757,0,"EMFY",24.08,24.18,0
"1293",199706120818,1,"BGFX",24.08,24.18,0
"1294",199706120819,0,"GBNP",24.1,24.2,0
"1295",199706120829,0,"ABNP",25.78,25.8,0
"1296",199706120830,0,"SBIC",24.1,24.2,0
"1297",199706120831,0,"NWBO",24.1,24.102,0
"1298",199706120832,0,"AIGH",24.15,24.25,0
"1299",199706120835,0,"MBRC",24.1,24.2,0
"1300",199706120839,0,"MBRC",24.2,24.3,0
"1301",199706120840,0,"MBRC",24.15,24.25,0
"1302",199706120844,0,"HKBK",24.15,24.25,0
"1303",199706120847,0,"NWBO",24.2,24.203,0
"1304",199706120849,0,"EMFY",24.15,24.25,0
"1305",199706120854,0,"NWBO",24.15,24.152,0
"1306",199706120854,0,"SHDR",24.25,24.35,0
"1307",199706120854,0,"EMFY",24.16,24.26,0
"1308",199706120856,0,"SHDR",24.12,24.22,0
"1309",199706120901,0,"EMFY",24.15,24.25,0
"1310",199706120901,0,"HSBK",25.77,25.79,0
"1311",199706120907,0,"SCFE",24.14,24.24,0
"1312",199706120908,0,"HKBK",24.17,24.27,0
"1313",199706120918,0,"CBAX",24.1,24.3,0
"1314",199706120919,0,"SCFE",24.13,24.23,0
"1315",199706120919,0,"SCFE",24.14,24.24,0
"1316",199706120924,1,"SCFE",24.1,24.2,0
"1317",199706120933,0,"BBLS",24.15,24.25,0
"1318",199706120945,0,"EMFY",24.1,24.2,0
"1319",199706121020,0,"BATH",25.775,25.79,0
"1320",199706121022,0,"EMFY",24.11,24.21,0
"1321",199706121049,0,"BGFX",24.11,24.21,0
"1322",199706121106,0,"CHIC",24.15,24.25,0
"1323",199706121202,0,"EMFY",24.15,24.25,0
"1324",199706121209,0,"SCEX",24.1,24.2,0
"1325",199706121219,0,"EMFY",24.18,24.28,0
"1326",199706121219,0,"EMFY",24.17,24.27,0
"1327",199706121220,0,"EMFY",24.18,24.28,0
"1328",199706121220,0,"EMFY",24.19,24.28,0
"1329",199706121220,0,"EMFY",24.18,24.28,0
"1330",199706121220,0,"EMFY",24.19,24.28,0
"1331",199706121220,0,"EMFY",24.18,24.28,0
"1332",199706121224,0,"EMFY",24.19,24.29,0
"1333",199706121248,0,"CHIC",24.25,24.35,0
"1334",199706121300,0,"BGFX",24.25,24.35,0
"1335",199706121306,0,"MBNY",24.25,24.35,0
"1336",199706121330,0,"SCFE",24.15,24.25,0
"1337",199706121330,0,"SCFE",24.1,24.2,0
"1338",199706121330,0,"SCFE",24.1,24.3,0
"1339",199706121331,0,"BGFX",24.15,24.25,0
"1340",199706121332,0,"EMFY",24.18,24.28,0
"1341",199706121341,0,"BGFX",24.18,24.28,0
"1342",199706121342,0,"SCFE",24.07,24.17,0
"1343",199706121416,1,"BNSV",24.07,24.17,0
"1344",199706121423,0,"SCEX",24.05,24.15,0
"1345",199706121424,0,"SCFE",23.95,24.05,0
"1346",199706121441,0,"NWBO",23.95,23.95,0
"1347",199706121443,0,"EMFY",24,24.1,0
"1348",199706121539,0,"SCEX",23.95,24.05,0
"1349",199706121640,0,"SCEX",23.88,23.98,0
"1350",199706121806,0,"SCEX",23.8,23.9,0
"1351",199706121831,0,"SCEX",23.75,23.85,0
"1352",199706122156,0,"ANZM",23.7,23.8,0
"1353",199706122226,0,"CBAP",23.75,23.85,0
"1354",199706122250,0,"ANZM",23.71,23.81,0
"1355",199706122301,0,"CBAP",23.76,23.86,0
"1356",199706122341,0,"SIME",23.7,23.9,0
"1357",199706122356,0,"ANZM",23.75,23.85,0
"1358",199706130006,0,"MBRC",23.75,23.85,0
"1359",199706130021,0,"ANZS",23.75,23.85,0
"1360",199706130025,0,"HKBK",23.75,23.85,0
"1361",199706130025,0,"HKBK",23.85,23.95,0
"1362",199706130037,0,"GBNP",23.9,24,0
"1363",199706130040,1,"GBNP",23.97,24.07,0
"1364",199706130041,0,"CTBT",25.78,25.79,0
"1365",199706130049,1,"MBRC",23.9,24,0
"1366",199706130104,0,"MBRC",24,24.1,0
"1367",199706130104,0,"BOAS",24,24.1,0
"1368",199706130106,0,"HKBK",24.02,24.12,0
"1369",199706130107,0,"GBNP",24.05,24.15,0
"1370",199706130110,0,"INDS",24.002,24.102,0
"1371",199706130110,0,"INDS",24.02,24.12,0
"1372",199706130111,0,"HKBK",24.04,24.14,0
"1373",199706130112,0,"HKBK",24.05,24.15,0
"1374",199706130113,1,"GBNP",24.1,24.2,0
"1375",199706130114,0,"MBRC",24.1,24.2,0
"1376",199706130114,0,"ABNP",25.782,25.792,0
"1377",199706130114,0,"HKBK",24.15,24.25,0
"1378",199706130114,0,"ABNP",25.78,25.796,0
"1379",199706130116,0,"HKBK",24.18,24.28,0
"1380",199706130118,0,"GBNP",24.2,24.3,0
"1381",199706130125,0,"HKBK",24.25,24.35,0
"1382",199706130128,0,"MBRC",24.3,24.4,0
"1383",199706130129,0,"GBNP",24.3,24.4,0
"1384",199706130131,0,"GBNP",24.35,24.45,0
"1385",199706130132,0,"STTA",25.79,25.81,0
"1386",199706130132,0,"HKBK",24.3,24.4,0
"1387",199706130136,0,"GBNP",24.3,24.4,0
"1388",199706130140,0,"CHAB",25.79,25.81,0
"1389",199706130146,0,"SHDR",24.17,24.27,0
"1390",199706130146,0,"HKBK",24.22,24.32,0
"1391",199706130146,0,"SHDR",24.15,24.25,0
"1392",199706130147,0,"BBLS",24.25,24.35,0
"1393",199706130147,0,"SHDR",24.16,24.26,0
"1394",199706130148,0,"SHDR",24.12,24.22,0
"1395",199706130152,0,"CTRD",24.15,24.25,0
"1396",199706130156,0,"GBNP",24.14,24.24,0
"1397",199706130157,0,"AIGH",24.1,24.2,0
"1398",199706130158,0,"SHDR",24.07,24.17,0
"1399",199706130159,0,"GBNP",24.08,24.18,0
"1400",199706130159,0,"SHDR",24.05,24.15,0
"1401",199706130202,7,"AIGH",24.15,24.25,0
"1402",199706130204,5,"ANZS",24.18,24.28,0
"1403",199706130210,0,"ABNP",25.785,25.792,0
"1404",199706130211,0,"ABNP",25.786,25.802,0
"1405",199706130216,0,"MBRC",24.23,24.33,0
"1406",199706130231,0,"MBRC",24.3,24.4,0
"1407",199706130234,0,"AIGH",24.35,24.45,0
"1408",199706130238,0,"AIGH",24.45,24.55,0
"1409",199706130239,0,"TDBB",25.79,25.81,0
"1410",199706130239,0,"AIGH",24.5,24.6,0
"1411",199706130250,0,"HKBK",24.55,24.65,0
"1412",199706130257,0,"BBLT",25.795,25.805,0
"1413",199706130313,0,"INBT",25.8,25.81,0
"1414",199706130314,0,"TMBB",25.795,25.805,0
"1415",199706130316,0,"TDBB",25.795,25.805,0
"1416",199706130325,1,"CTBT",25.797,25.807,0
"1417",199706130333,0,"AIGH",24.5,24.7,0
"1418",199706130334,0,"SCBK",25.8,25.805,0
"1419",199706130335,0,"BBLT",25.8,25.81,0
"1420",199706130337,0,"INDS",24.5,24.6,0
"1421",199706130343,0,"ANZM",24.5,24.6,0
"1422",199706130412,0,"AIGH",24.6,24.7,0
"1423",199706130415,0,"AIGH",24.65,24.85,0
"1424",199706130416,0,"AIGH",24.5,24.7,0
"1425",199706130436,0,"UBRC",24.4,24.6,0
"1426",199706130457,0,"AIGH",24.3,24.5,0
"1427",199706130512,0,"AIGH",24,24.2,0
"1428",199706130513,0,"GBNP",24.1,24.4,0
"1429",199706130513,0,"AIGH",23.9,24.1,0
"1430",199706130514,0,"HKBK",24.18,24.28,0
"1431",199706130521,0,"ABNP",25.78,25.81,0
"1432",199706130521,0,"ANZM",24.15,24.35,0
"1433",199706130527,1,"ANZS",24.19,24.29,0
"1434",199706130531,0,"BLBS",24.2,24.3,0
"1435",199706130541,0,"MBRC",24.2,24.3,0
"1436",199706130559,0,"EMFY",24.2,24.3,0
"1437",199706130610,0,"BGFX",24.25,24.35,0
"1438",199706130611,0,"NWBO",24.2,24.203,0
"1439",199706130619,0,"CHIC",24.3,24.4,0
"1440",199706130624,0,"HKBK",24.35,24.45,0
"1441",199706130626,0,"BGFX",24.35,24.45,0
"1442",199706130710,0,"EMFY",24.35,24.45,0
"1443",199706130711,0,"TDBB",25.79,25.8,0
"1444",199706130711,0,"BATH",25.79,25.805,0
"1445",199706130712,0,"TDBB",25.79,25.805,0
"1446",199706130712,0,"TDBB",25.79,25.8,0
"1447",199706130716,0,"SCFE",24.31,24.41,0
"1448",199706130724,0,"ANZS",24.28,24.38,0
"1449",199706130727,0,"BNSV",24.38,25.38,0
"1450",199706130727,0,"SCFE",24.27,24.37,0
"1451",199706130732,0,"HKBK",24.3,24.4,0
"1452",199706130740,0,"BGFX",24.3,24.4,0
"1453",199706130744,0,"NWBO",24.3,24.304,0
"1454",199706130752,0,"CHIC",24.4,24.5,0
"1455",199706130755,0,"HKBK",24.4,24.5,0
"1456",199706130759,0,"BBLS",24.5,24.6,0
"1457",199706130800,0,"BBLS",24.45,24.55,0
"1458",199706130801,0,"NWBO",24.48,24.485,0
"1459",199706130819,0,"SUMS",24.25,24.35,0
"1460",199706130820,0,"SCFE",24.42,24.52,0
"1461",199706130827,0,"UBRC",24.3,24.5,0
"1462",199706130828,0,"AIGH",24.5,24.6,0
"1463",199706130828,0,"UBRC",24.4,24.6,0
"1464",199706130830,0,"AIGH",24.55,24.65,0
"1465",199706130835,0,"HKBK",24.6,24.7,0
"1466",199706130841,0,"HKBK",24.65,24.75,0
"1467",199706130842,0,"HKBK",24.7,24.8,0
"1468",199706130842,0,"NWBO",24.65,24.657,0
"1469",199706130842,0,"NWBO",24.7,24.708,0
"1470",199706130842,0,"HKBK",24.69,24.79,0
"1471",199706130844,0,"BOAS",24.7,24.8,0
"1472",199706130859,0,"BGFX",24.7,24.8,0
"1473",199706130903,0,"BBLS",24.75,24.85,0
"1474",199706130919,0,"CHIC",24.65,24.75,0
"1475",199706130935,0,"AIGH",24.75,24.85,0
"1476",199706130942,0,"SCFE",24.7,24.8,0
"1477",199706131016,0,"EMFY",24.5,24.8,0
"1478",199706131018,1,"SCFE",24.5,24.7,0
"1479",199706131025,0,"SCFE",24.58,24.68,0
"1480",199706131051,0,"SCFE",24.4,24.6,0
"1481",199706131107,0,"SCFE",24.5,24.7,0
"1482",199706131116,0,"BBLT",25.805,25.815,0
"1483",199706131117,0,"SCFE",24.55,24.75,0
"1484",199706131204,0,"SCFE",24.55,24.65,0
"1485",199706131221,0,"BGFX",24.55,24.65,0
"1486",199706131224,0,"SCFE",24.6,24.7,0
"1487",199706131406,0,"NWBO",24.55,24.556,0
"1488",199706131444,0,"SCEX",23.55,23.65,0
"1489",199706131448,0,"SCEX",23.62,23.72,0
"1490",199706131448,0,"SCEX",24.62,24.72,0
"1491",199706131521,0,"SCFE",24.58,24.68,0
"1492",199706131521,0,"SCFE",24.6,24.7,0
"1493",199706131529,0,"SCEX",24.7,24.8,0
"1494",199706131531,0,"SCEX",24.62,24.72,0
"1495",199706131545,0,"SBCN",24.58,24.68,0
"1496",199706131556,0,"SCEX",23.6,23.7,0
"1497",199706131602,0,"SCFE",24.61,24.71,0
"1498",199706131602,0,"SCFE",24.6,24.7,0
"1499",199706131733,0,"MBNY",24.6,24.7,0
"1500",199706132005,0,"SCEX",24.7,24.8,0
"1501",199706142005,99,"SCEX",24.7,24.8,0
"1502",199706152005,99,"SCEX",24.7,24.8,0
"1503",199706160012,0,"MBRC",24.65,24.75,0
"1504",199706160026,0,"BOAS",24.65,24.75,0
"1505",199706160034,0,"HKBK",24.65,24.75,0
"1506",199706160039,0,"ANZS",24.65,24.75,0
"1507",199706160051,0,"BBLS",24.65,24.75,0
"1508",199706160120,0,"HKBK",24.6,24.7,0
"1509",199706160134,0,"AIGH",24.45,24.55,0
"1510",199706160141,0,"HKBK",24.47,24.57,0
"1511",199706160142,0,"ABNP",25.82,25.84,0
"1512",199706160142,0,"AIGH",24.4,24.5,0
"1513",199706160143,0,"HKBK",24.46,24.56,0
"1514",199706160146,0,"CHAB",25.825,25.884,0
"1515",199706160147,0,"HKBK",24.45,24.55,0
"1516",199706160152,0,"AIGH",24.35,24.45,0
"1517",199706160152,0,"HKBK",24.37,24.47,0
"1518",199706160155,0,"AIGH",24.3,24.4,0
"1519",199706160157,0,"HKBK",24.38,24.48,0
"1520",199706160200,0,"HKBK",24.4,24.55,0
"1521",199706160218,0,"ANZS",24.4,24.5,0
"1522",199706160231,0,"INBT",25.83,25.84,0
"1523",199706160237,0,"BOAS",24.35,24.4,0
"1524",199706160238,0,"MBRC",24.35,24.45,0
"1525",199706160238,0,"AIGH",24.2,24.3,0
"1526",199706160241,0,"MBRC",24.3,24.4,0
"1527",199706160241,0,"AIGH",24.15,24.25,0
"1528",199706160243,0,"MBRC",24.2,24.3,0
"1529",199706160244,0,"MBRC",24.22,24.32,0
"1530",199706160248,0,"OUBV",24.22,24.23,0
"1531",199706160249,0,"ANZS",24.3,24.4,0
"1532",199706160311,0,"BBLT",25.825,25.835,0
"1533",199706160326,0,"CTBT",25.826,25.834,0
"1534",199706160329,0,"TDBB",25.825,25.835,0
"1535",199706160354,0,"TMBB",25.825,25.832,0
"1536",199706160400,0,"HSBK",25.825,25.835,0
"1537",199706160451,0,"HKBK",24.25,24.35,0
"1538",199706160521,0,"MBRC",24.25,24.35,0
"1539",199706160524,0,"AIGH",24.2,24.3,0
"1540",199706160537,0,"AIGH",24.15,24.25,0
"1541",199706160538,0,"AIGH",24.1,24.2,0
"1542",199706160539,0,"HKBK",24.15,24.25,0
"1543",199706160542,0,"AIGH",24.08,24.18,0
"1544",199706160545,0,"AIGH",24.05,24.15,0
"1545",199706160547,0,"BGFX",24.055,24.155,0
"1546",199706160548,0,"AIGH",24,24.1,0
"1547",199706160551,0,"HKBK",24.05,24.15,0
"1548",199706160600,0,"EMFY",24.5,25.15,0
"1549",199706160600,1,"NWBO",24.05,24.051,0
"1550",199706160615,0,"CHIC",24.08,24.18,0
"1551",199706160616,0,"MBRC",24.07,24.17,0
"1552",199706160617,1,"AIGH",24.2,24.3,0
"1553",199706160622,0,"BGFX",24.2,24.3,0
"1554",199706160623,0,"BOAS",24.2,24.3,0
"1555",199706160630,0,"MBRC",24.2,24.3,0
"1556",199706160656,0,"EMFY",24.2,24.3,0
"1557",199706160659,0,"BGFX",24.2,24.3,0
"1558",199706160702,0,"SCFE",24.2,24.3,0
"1559",199706160745,0,"BNST",24.2,24.3,0
"1560",199706160811,0,"BNSV",24.2,24.3,0
"1561",199706160811,20,"XXXX",24.2,24.4,0
"1562",199706160832,0,"SCFE",24.23,24.33,0
"1563",199706160846,0,"SCFE",24.2,24.3,0
"1564",199706160859,0,"HSBK",25.83,25.84,0
"1565",199706160902,0,"SCFE",24.22,24.32,0
"1566",199706160905,0,"HSBK",25.835,25.845,0
"1567",199706160909,0,"SCFE",24.23,24.33,0
"1568",199706160909,0,"SCFE",24.22,24.32,0
"1569",199706160910,0,"HKBK",24.22,24.32,0
"1570",199706160946,0,"CBAX",24.2,24.4,0
"1571",199706160947,0,"AIGH",24.25,24.3,0
"1572",199706161032,0,"AIGH",24.18,24.28,0
"1573",199706161047,0,"SHDR",24.25,24.3,0
"1574",199706161051,0,"SHDR",24.2,24.3,0
"1575",199706161110,0,"SCFE",24.21,24.31,0
"1576",199706161110,0,"SCFE",24.22,24.32,0
"1577",199706161218,0,"EMFY",24.1,24.2,0
"1578",199706161219,0,"SHDR",24.15,24.25,0
"1579",199706161219,0,"SCFE",24.19,24.29,0
"1580",199706161256,0,"SCFE",24.15,24.25,0
"1581",199706161337,0,"CHIC",24,24.1,0
"1582",199706161338,0,"SCFE",24.03,24.13,0
"1583",199706161401,0,"BGFX",24.03,24.13,0
"1584",199706161446,0,"SCFE",23.98,24.08,0
"1585",199706161512,0,"BBNF",23.95,24.15,0
"1586",199706161845,0,"SCEX",23.9,24,0
"1587",199706162108,0,"ANZM",23.9,24,0
"1588",199706162152,0,"ANZM",24,24.1,0
"1589",199706162355,0,"ANZM",23.95,24.05,0
"1590",199706162357,0,"MBRC",23.95,24.05,0
"1591",199706170020,0,"MBRC",23.9,24,0
"1592",199706170020,0,"MBRC",23.93,24.03,0
"1593",199706170026,0,"AIGH",23.88,23.98,0
"1594",199706170028,0,"AIGH",23.85,23.95,0
"1595",199706170029,0,"AIGH",23.83,23.93,0
"1596",199706170030,0,"AIGH",23.8,23.9,0
"1597",199706170035,0,"MBRC",23.85,23.95,0
"1598",199706170037,0,"HKBK",23.85,23.95,0
