"","X.Y..m..d.","NYSE"
"5032","1986-01-17",120.34
"5033","1986-01-20",119.88
"5034","1986-01-21",118.94
"5035","1986-01-22",117.75
"5036","1986-01-23",118.13
"5037","1986-01-24",119.31
"5038","1986-01-27",119.88
"5039","1986-01-28",121.09
"5040","1986-01-29",121.28
"5041","1986-01-30",120.88
"5042","1986-01-31",122.13
"5043","1986-02-03",123.28
"5044","1986-02-04",122.72
"5045","1986-02-05",122.75
"5046","1986-02-06",123.13
"5047","1986-02-07",123.69
"5048","1986-02-10",124.59
"5049","1986-02-11",124.53
"5050","1986-02-12",124.66
"5051","1986-02-13",125.41
"5052","1986-02-14",126.63
"5053","1986-02-18",128.09
"5054","1986-02-19",126.75
"5055","1986-02-20",128
"5056","1986-02-21",129.41
"5057","1986-02-24",129.19
"5058","1986-02-25",128.91
"5059","1986-02-26",129.06
"5060","1986-02-27",130.53
"5061","1986-02-28",130.75
"5062","1986-03-03",130.09
"5063","1986-03-04",129.75
"5064","1986-03-05",129.63
"5065","1986-03-06",130.13
"5066","1986-03-07",130.38
"5067","1986-03-10",130.88
"5068","1986-03-11",133.59
"5069","1986-03-12",134.16
"5070","1986-03-13",134.47
"5071","1986-03-14",136.16
"5072","1986-03-17",135.06
"5073","1986-03-18",135.69
"5074","1986-03-19",135.56
"5075","1986-03-20",136.13
"5076","1986-03-21",134.81
"5077","1986-03-24",135.53
"5078","1986-03-25",135.22
"5079","1986-03-26",136.69
"5080","1986-03-27",137.69
"5081","1986-03-31",137.69
"5082","1986-04-01",135.88
"5083","1986-04-02",136.09
"5084","1986-04-03",134.41
"5085","1986-04-04",132.28
"5086","1986-04-07",132.06
"5087","1986-04-08",134.72
"5088","1986-04-09",135.03
"5089","1986-04-10",136.41
"5090","1986-04-11",136.22
"5091","1986-04-14",136.91
"5092","1986-04-15",137.13
"5093","1986-04-16",139.59
"5094","1986-04-17",140.09
"5095","1986-04-18",139.88
"5096","1986-04-21",141.06
"5097","1986-04-22",139.88
"5098","1986-04-23",139.34
"5099","1986-04-24",139.47
"5100","1986-04-25",139.53
"5101","1986-04-28",139.81
"5102","1986-04-29",138.41
"5103","1986-04-30",135.75
"5104","1986-05-01",135.47
"5105","1986-05-02",135.38
"5106","1986-05-05",136.91
"5107","1986-05-06",136.75
"5108","1986-05-07",136.09
"5109","1986-05-08",136.75
"5110","1986-05-09",137.13
"5111","1986-05-12",136.91
"5112","1986-05-13",136.34
"5113","1986-05-14",136.91
"5114","1986-05-15",135.28
"5115","1986-05-16",134.44
"5116","1986-05-19",134.59
"5117","1986-05-20",136.06
"5118","1986-05-21",135.75
"5119","1986-05-22",138.16
"5120","1986-05-23",138.88
"5121","1986-05-27",140.69
"5122","1986-05-28",141.72
"5123","1986-05-29",142.38
"5124","1986-05-30",142.06
"5125","1986-06-02",140.88
"5126","1986-06-03",141.03
"5127","1986-06-04",140.19
"5128","1986-06-05",140.94
"5129","1986-06-06",140.97
"5130","1986-06-09",138.03
"5131","1986-06-10",137.69
"5132","1986-06-11",138.59
"5133","1986-06-12",138.81
"5134","1986-06-13",141
"5135","1986-06-16",141.16
"5136","1986-06-17",140.38
"5137","1986-06-18",140.63
"5138","1986-06-19",140.19
"5139","1986-06-20",141.63
"5140","1986-06-23",140.69
"5141","1986-06-24",141.72
"5142","1986-06-25",142.75
"5143","1986-06-26",142.66
"5144","1986-06-27",143.19
"5145","1986-06-30",143.97
"5146","1986-07-01",144.68
"5147","1986-07-02",145.15
"5148","1986-07-03",144.67
"5149","1986-07-07",140.43
"5150","1986-07-08",138.72
"5151","1986-07-09",139.55
"5152","1986-07-10",139.68
"5153","1986-07-11",139.51
"5154","1986-07-14",137.27
"5155","1986-07-15",134.91
"5156","1986-07-16",135.62
"5157","1986-07-17",136.2
"5158","1986-07-18",136.35
"5159","1986-07-21",136.25
"5160","1986-07-22",137.38
"5161","1986-07-23",137.67
"5162","1986-07-24",137.25
"5163","1986-07-25",138.41
"5164","1986-07-28",136.11
"5165","1986-07-29",135.19
"5166","1986-07-30",136.09
"5167","1986-07-31",135.89
"5168","1986-08-01",135.29
"5169","1986-08-04",135.65
"5170","1986-08-05",136.29
"5171","1986-08-06",136.19
"5172","1986-08-07",136.42
"5173","1986-08-08",136.41
"5174","1986-08-11",138.45
"5175","1986-08-12",140.02
"5176","1986-08-13",141.33
"5177","1986-08-14",141.79
"5178","1986-08-15",142.22
"5179","1986-08-18",142.32
"5180","1986-08-19",141.91
"5181","1986-08-20",143.64
"5182","1986-08-21",143.61
"5183","1986-08-22",143.88
"5184","1986-08-25",142.66
"5185","1986-08-26",145.16
"5186","1986-08-27",145.41
"5187","1986-08-28",145.24
"5188","1986-08-29",145.32
"5189","1986-09-02",143.12
"5190","1986-09-03",143.74
"5191","1986-09-04",145.75
"5192","1986-09-05",143.89
"5193","1986-09-08",142.42
"5194","1986-09-09",142.07
"5195","1986-09-10",141.62
"5196","1986-09-11",135.25
"5197","1986-09-12",132.81
"5198","1986-09-15",133.38
"5199","1986-09-16",133.21
"5200","1986-09-17",133.45
"5201","1986-09-18",133.65
"5202","1986-09-19",133.49
"5203","1986-09-22",135.05
"5204","1986-09-23",135.6
"5205","1986-09-24",136.06
"5206","1986-09-25",133.77
"5207","1986-09-26",133.94
"5208","1986-09-29",132.61
"5209","1986-09-30",133.44
"5210","1986-10-01",134.69
"5211","1986-10-02",134.89
"5212","1986-10-03",134.81
"5213","1986-10-06",135.32
"5214","1986-10-07",135.14
"5215","1986-10-08",136.29
"5216","1986-10-09",135.9
"5217","1986-10-10",135.7
"5218","1986-10-13",135.89
"5219","1986-10-14",135.55
"5220","1986-10-15",137.36
"5221","1986-10-16",137.82
"5222","1986-10-17",137.48
"5223","1986-10-20",136.02
"5224","1986-10-21",135.99
"5225","1986-10-22",136.18
"5226","1986-10-23",137.76
"5227","1986-10-24",137.28
"5228","1986-10-27",137.58
"5229","1986-10-28",137.89
"5230","1986-10-29",138.8
"5231","1986-10-30",140.26
"5232","1986-10-31",140.42
"5233","1986-11-03",141.37
"5234","1986-11-04",141.6
"5235","1986-11-05",141.91
"5236","1986-11-06",141.55
"5237","1986-11-07",141.5
"5238","1986-11-10",141.71
"5239","1986-11-11",142.14
"5240","1986-11-12",141.89
"5241","1986-11-13",140.03
"5242","1986-11-14",140.72
"5243","1986-11-17",139.9
"5244","1986-11-18",136.48
"5245","1986-11-19",136.62
"5246","1986-11-20",139.02
"5247","1986-11-21",140.94
"5248","1986-11-24",141.69
"5249","1986-11-25",142.05
"5250","1986-11-26",142.33
"5251","1986-11-28",142.57
"5252","1986-12-01",142.39
"5253","1986-12-02",145.09
"5254","1986-12-03",145.05
"5255","1986-12-04",144.68
"5256","1986-12-05",143.69
"5257","1986-12-08",143.59
"5258","1986-12-09",142.57
"5259","1986-12-10",143.46
"5260","1986-12-11",142.02
"5261","1986-12-12",141.53
"5262","1986-12-15",141.87
"5263","1986-12-16",142.87
"5264","1986-12-17",141.56
"5265","1986-12-18",141.1
"5266","1986-12-19",142.65
"5267","1986-12-22",142.02
"5268","1986-12-23",140.72
"5269","1986-12-24",141
"5270","1986-12-26",141.14
"5271","1986-12-29",139.89
"5272","1986-12-30",139.12
"5273","1986-12-31",138.58
"5274","1987-01-02",141.01
"5275","1987-01-05",144.39
"5276","1987-01-06",144.81
"5277","1987-01-07",146.43
"5278","1987-01-08",147.55
"5279","1987-01-09",148.39
"5280","1987-01-12",149.31
"5281","1987-01-13",149.14
"5282","1987-01-14",150.58
"5283","1987-01-15",152.09
"5284","1987-01-16",152.19
"5285","1987-01-19",153.71
"5286","1987-01-20",153.62
"5287","1987-01-21",152.9
"5288","1987-01-22",155.97
"5289","1987-01-23",154.02
"5290","1987-01-26",153.63
"5291","1987-01-27",155.85
"5292","1987-01-28",156.72
"5293","1987-01-29",156.19
"5294","1987-01-30",156.11
"5295","1987-02-02",157.45
"5296","1987-02-03",157.28
"5297","1987-02-04",159.31
"5298","1987-02-05",160.36
"5299","1987-02-06",159.93
"5300","1987-02-09",158.83
"5301","1987-02-10",157.18
"5302","1987-02-11",158.47
"5303","1987-02-12",157.58
"5304","1987-02-13",159.56
"5305","1987-02-17",162.48
"5306","1987-02-18",162.56
"5307","1987-02-19",162.76
"5308","1987-02-20",162.82
"5309","1987-02-23",161.12
"5310","1987-02-24",161.38
"5311","1987-02-25",161.97
"5312","1987-02-26",161.41
"5313","1987-02-27",162.01
"5314","1987-03-02",161.59
"5315","1987-03-03",162.16
"5316","1987-03-04",164.41
"5317","1987-03-05",165.41
"5318","1987-03-06",165.45
"5319","1987-03-09",164.25
"5320","1987-03-10",165.57
"5321","1987-03-11",165.39
"5322","1987-03-12",165.96
"5323","1987-03-13",165.31
"5324","1987-03-16",164.34
"5325","1987-03-17",166.41
"5326","1987-03-18",166.64
"5327","1987-03-19",167.28
"5328","1987-03-20",169.37
"5329","1987-03-23",170.83
"5330","1987-03-24",171.08
"5331","1987-03-25",170.5
"5332","1987-03-26",170.77
"5333","1987-03-27",168.37
"5334","1987-03-30",164.56
"5335","1987-03-31",165.89
"5336","1987-04-01",166.04
"5337","1987-04-02",166.76
"5338","1987-04-03",170.2
"5339","1987-04-06",170.96
"5340","1987-04-07",168.35
"5341","1987-04-08",168.51
"5342","1987-04-09",166.09
"5343","1987-04-10",165.72
"5344","1987-04-13",162.14
"5345","1987-04-14",158.31
"5346","1987-04-15",161.03
"5347","1987-04-16",162.59
"5348","1987-04-20",162.19
"5349","1987-04-21",165.5
"5350","1987-04-22",162.55
"5351","1987-04-23",162.23
"5352","1987-04-24",159.37
"5353","1987-04-27",159.27
"5354","1987-04-28",159.8
"5355","1987-04-29",160.94
"5356","1987-04-30",162.86
"5357","1987-05-01",162.64
"5358","1987-05-04",163.22
"5359","1987-05-05",166.34
"5360","1987-05-06",166.47
"5361","1987-05-07",166.13
"5362","1987-05-08",165.49
"5363","1987-05-11",164.69
"5364","1987-05-12",165.39
"5365","1987-05-13",165.7
"5366","1987-05-14",165.76
"5367","1987-05-15",162.25
"5368","1987-05-18",161.45
"5369","1987-05-19",157.93
"5370","1987-05-20",157.02
"5371","1987-05-21",158.07
"5372","1987-05-22",159.06
"5373","1987-05-26",162.72
"5374","1987-05-27",162.64
"5375","1987-05-28",163.61
"5376","1987-05-29",163.48
"5377","1987-06-01",163.48
"5378","1987-06-02",162.77
"5379","1987-06-03",165.27
"5380","1987-06-04",166.16
"5381","1987-06-05",165.49
"5382","1987-06-08",167.13
"5383","1987-06-09",167.38
"5384","1987-06-10",167.53
"5385","1987-06-11",168.24
"5386","1987-06-12",169.85
"5387","1987-06-15",170.6
"5388","1987-06-16",171.35
"5389","1987-06-17",171.44
"5390","1987-06-18",171.84
"5391","1987-06-19",172.53
"5392","1987-06-22",173.77
"5393","1987-06-23",173.22
"5394","1987-06-24",172.4
"5395","1987-06-25",173.55
"5396","1987-06-26",172.67
"5397","1987-06-29",172.99
"5398","1987-06-30",171.07
"5399","1987-07-01",170.52
"5400","1987-07-02",171.83
"5401","1987-07-06",171.55
"5402","1987-07-07",172.89
"5403","1987-07-08",173.42
"5404","1987-07-09",173.15
"5405","1987-07-10",173.57
"5406","1987-07-13",173.18
"5407","1987-07-14",174.67
"5408","1987-07-15",174.58
"5409","1987-07-16",175.7
"5410","1987-07-17",176.67
"5411","1987-07-20",175.08
"5412","1987-07-21",173.59
"5413","1987-07-22",173.45
"5414","1987-07-23",173.03
"5415","1987-07-24",173.7
"5416","1987-07-27",174.47
"5417","1987-07-28",175.24
"5418","1987-07-29",177
"5419","1987-07-30",178.32
"5420","1987-07-31",178.64
"5421","1987-08-03",178.07
"5422","1987-08-04",177.39
"5423","1987-08-05",178.54
"5424","1987-08-06",180.37
"5425","1987-08-07",180.87
"5426","1987-08-10",183.45
"5427","1987-08-11",186.13
"5428","1987-08-12",185.7
"5429","1987-08-13",186.95
"5430","1987-08-14",186.69
"5431","1987-08-17",186.76
"5432","1987-08-18",184.12
"5433","1987-08-19",184.36
"5434","1987-08-20",187.04
"5435","1987-08-21",187.51
"5436","1987-08-24",186.27
"5437","1987-08-25",187.99
"5438","1987-08-26",186.94
"5439","1987-08-27",185.26
"5440","1987-08-28",182.99
"5441","1987-08-31",184.46
"5442","1987-09-01",181.21
"5443","1987-09-02",180.12
"5444","1987-09-03",179.34
"5445","1987-09-04",177.58
"5446","1987-09-08",175.99
"5447","1987-09-09",175.79
"5448","1987-09-10",177.47
"5449","1987-09-11",180.02
"5450","1987-09-14",180.54
"5451","1987-09-15",177.98
"5452","1987-09-16",176.51
"5453","1987-09-17",176.48
"5454","1987-09-18",176.36
"5455","1987-09-21",174.25
"5456","1987-09-22",178.47
"5457","1987-09-23",179.93
"5458","1987-09-24",178.86
"5459","1987-09-25",179.14
"5460","1987-09-28",180.75
"5461","1987-09-29",180.06
"5462","1987-09-30",180.24
"5463","1987-10-01",182.97
"5464","1987-10-02",183.43
"5465","1987-10-05",183.44
"5466","1987-10-06",178.98
"5467","1987-10-07",178.55
"5468","1987-10-08",176.32
"5469","1987-10-09",174.64
"5470","1987-10-12",173.52
"5471","1987-10-13",176.02
"5472","1987-10-14",171.26
"5473","1987-10-15",167.45
"5474","1987-10-16",159.13
"5475","1987-10-19",128.62
"5476","1987-10-20",133.04
"5477","1987-10-21",145.02
"5478","1987-10-22",139.45
"5479","1987-10-23",139.22
"5480","1987-10-26",127.88
"5481","1987-10-27",130.51
"5482","1987-10-28",130.31
"5483","1987-10-29",136.28
"5484","1987-10-30",140.8
"5485","1987-11-02",142.74
"5486","1987-11-03",140.11
"5487","1987-11-04",139.11
"5488","1987-11-05",141.81
"5489","1987-11-06",140.04
"5490","1987-11-09",136.35
"5491","1987-11-10",134.06
"5492","1987-11-11",135.46
"5493","1987-11-12",138.88
"5494","1987-11-13",137.6
"5495","1987-11-16",138.16
"5496","1987-11-17",136.21
"5497","1987-11-18",137.58
"5498","1987-11-19",134.72
"5499","1987-11-20",135.56
"5500","1987-11-23",136.13
"5501","1987-11-24",137.93
"5502","1987-11-25",136.9
"5503","1987-11-27",135.16
"5504","1987-11-30",129.69
"5505","1987-12-01",130.5
"5506","1987-12-02",131.21
"5507","1987-12-03",127.01
"5508","1987-12-04",125.91
"5509","1987-12-07",128.23
"5510","1987-12-08",131.42
"5511","1987-12-09",133.56
"5512","1987-12-10",131.07
"5513","1987-12-11",131.79
"5514","1987-12-14",135.26
"5515","1987-12-15",135.61
"5516","1987-12-16",138.34
"5517","1987-12-17",136.02
"5518","1987-12-18",139.15
"5519","1987-12-21",139.49
"5520","1987-12-22",139.54
"5521","1987-12-23",141.36
"5522","1987-12-24",140.85
"5523","1987-12-28",137.5
"5524","1987-12-29",136.84
"5525","1987-12-30",138.52
"5526","1987-12-31",138.23
"5527","1988-01-04",142.9
"5528","1988-01-05",144.54
"5529","1988-01-06",144.82
"5530","1988-01-07",145.89
"5531","1988-01-08",137.03
"5532","1988-01-11",138.81
"5533","1988-01-12",137.74
"5534","1988-01-13",137.95
"5535","1988-01-14",137.97
"5536","1988-01-15",141.16
"5537","1988-01-18",141.24
"5538","1988-01-19",140.13
"5539","1988-01-20",136.72
"5540","1988-01-21",136.97
"5541","1988-01-22",138.69
"5542","1988-01-25",141.51
"5543","1988-01-26",140.26
"5544","1988-01-27",140.23
"5545","1988-01-28",142.22
"5546","1988-01-29",144.13
"5547","1988-02-01",143.33
"5548","1988-02-02",143.61
"5549","1988-02-03",141.97
"5550","1988-02-04",141.89
"5551","1988-02-05",141.35
"5552","1988-02-08",140.34
"5553","1988-02-09",141.63
"5554","1988-02-10",144.24
"5555","1988-02-11",143.99
"5556","1988-02-12",144.86
"5557","1988-02-16",145.96
"5558","1988-02-17",145.72
"5559","1988-02-18",145.14
"5560","1988-02-19",146.96
"5561","1988-02-22",148.96
"5562","1988-02-23",148.73
"5563","1988-02-24",148.54
"5564","1988-02-25",147.3
"5565","1988-02-26",147.7
"5566","1988-02-29",150.46
"5567","1988-03-01",150.18
"5568","1988-03-02",150.68
"5569","1988-03-03",150.7
"5570","1988-03-04",150.43
"5571","1988-03-07",150.53
"5572","1988-03-08",151.62
"5573","1988-03-09",151.48
"5574","1988-03-10",148.92
"5575","1988-03-11",149.45
"5576","1988-03-14",150.06
"5577","1988-03-15",149.99
"5578","1988-03-16",151.28
"5579","1988-03-17",152.68
"5580","1988-03-18",152.65
"5581","1988-03-21",151.47
"5582","1988-03-22",151.52
"5583","1988-03-23",151.82
"5584","1988-03-24",149
"5585","1988-03-27",146.58
"5586","1988-03-28",146.11
"5587","1988-03-29",147.22
"5588","1988-03-30",146.22
"5589","1988-03-31",146.6
"5590","1988-04-04",145.17
"5591","1988-04-05",146.29
"5592","1988-04-06",149.76
"5593","1988-04-07",150.28
"5594","1988-04-08",152.03
"5595","1988-04-11",152.47
"5596","1988-04-12",153.19
"5597","1988-04-13",153.2
"5598","1988-04-14",147.14
"5599","1988-04-15",147
"5600","1988-04-18",146.77
"5601","1988-04-19",146.17
"5602","1988-04-20",145.13
"5603","1988-04-21",145.24
"5604","1988-04-22",147.03
"5605","1988-04-25",148.21
"5606","1988-04-26",148.93
"5607","1988-04-27",148.94
"5608","1988-04-28",148.33
"5609","1988-04-29",147.87
"5610","1988-05-02",147.83
"5611","1988-05-03",148.57
"5612","1988-05-04",147.3
"5613","1988-05-05",146.51
"5614","1988-05-06",145.88
"5615","1988-05-09",145.28
"5616","1988-05-10",145.75
"5617","1988-05-11",143.48
"5618","1988-05-12",143.78
"5619","1988-05-13",145.3
"5620","1988-05-16",146.21
"5621","1988-05-17",144.65
"5622","1988-05-18",142.51
"5623","1988-05-19",143.01
"5624","1988-05-20",143.3
"5625","1988-05-23",142.21
"5626","1988-05-24",143.53
"5627","1988-05-25",143.77
"5628","1988-05-26",144.23
"5629","1988-05-27",143.66
"5630","1988-05-31",148.04
"5631","1988-06-01",150.34
"5632","1988-06-02",149.67
"5633","1988-06-03",150.31
"5634","1988-06-06",150.55
"5635","1988-06-07",149.68
"5636","1988-06-08",152.87
"5637","1988-06-09",152.36
"5638","1988-06-10",152.89
"5639","1988-06-13",153.02
"5640","1988-06-14",154.52
"5641","1988-06-15",154.67
"5642","1988-06-16",152.44
"5643","1988-06-17",152.84
"5644","1988-06-20",151.96
"5645","1988-06-21",153.29
"5646","1988-06-22",155.35
"5647","1988-06-23",155.03
"5648","1988-06-24",154.56
"5649","1988-06-27",152.22
"5650","1988-06-28",153.77
"5651","1988-06-29",153.13
"5652","1988-06-30",154.47
"5653","1988-07-01",153.68
"5654","1988-07-05",155.57
"5655","1988-07-06",153.76
"5656","1988-07-07",153.62
"5657","1988-07-08",152.81
"5658","1988-07-11",153.02
"5659","1988-07-12",151.62
"5660","1988-07-13",152.27
"5661","1988-07-14",152.76
"5662","1988-07-15",153.65
"5663","1988-07-18",152.83
"5664","1988-07-19",151.8
"5665","1988-07-20",152.56
"5666","1988-07-21",150.9
"5667","1988-07-22",149.25
"5668","1988-07-25",149.74
"5669","1988-07-26",150.03
"5670","1988-07-27",148.74
"5671","1988-07-28",150.4
"5672","1988-07-29",153.35
"5673","1988-08-01",153.52
"5674","1988-08-02",153.54
"5675","1988-08-03",154.03
"5676","1988-08-04",153.55
"5677","1988-08-05",153.09
"5678","1988-08-08",152.52
"5679","1988-08-09",150.66
"5680","1988-08-10",148.23
"5681","1988-08-11",148.6
"5682","1988-08-12",148.53
"5683","1988-08-15",146.58
"5684","1988-08-16",147.49
"5685","1988-08-17",147.64
"5686","1988-08-18",147.81
"5687","1988-08-19",147.54
"5688","1988-08-22",145.94
"5689","1988-08-23",145.94
"5690","1988-08-24",147.93
"5691","1988-08-25",146.94
"5692","1988-08-26",147.24
"5693","1988-08-29",148.55
"5694","1988-08-30",148.66
"5695","1988-08-31",148.29
"5696","1988-09-01",146.68
"5697","1988-09-02",149.66
"5698","1988-09-06",150.2
"5699","1988-09-07",150.38
"5700","1988-09-08",150.46
"5701","1988-09-09",150.84
"5702","1988-09-12",150.63
"5703","1988-09-13",151.15
"5704","1988-09-14",152.13
"5705","1988-09-15",151.6
"5706","1988-09-16",152.79
"5707","1988-09-19",151.92
"5708","1988-09-20",152.44
"5709","1988-09-21",152.64
"5710","1988-09-22",152.08
"5711","1988-09-23",152.38
"5712","1988-09-26",151.96
"5713","1988-09-27",151.64
"5714","1988-09-28",152.03
"5715","1988-09-29",153.78
"5716","1988-09-30",153.57
"5717","1988-10-03",153.23
"5718","1988-10-04",152.93
"5719","1988-10-05",153.62
"5720","1988-10-06",153.93
"5721","1988-10-07",156.81
"5722","1988-10-10",156.96
"5723","1988-10-11",156.77
"5724","1988-10-12",154.77
"5725","1988-10-13",155.34
"5726","1988-10-14",155.46
"5727","1988-10-17",155.87
"5728","1988-10-18",157.32
"5729","1988-10-19",156.18
"5730","1988-10-20",159.01
"5731","1988-10-21",159.42
"5732","1988-10-24",158.85
"5733","1988-10-25",158.87
"5734","1988-10-26",158.37
"5735","1988-10-27",156.17
"5736","1988-10-28",156.79
"5737","1988-10-31",156.94
"5738","1988-11-01",156.98
"5739","1988-11-02",157
"5740","1988-11-03",157.08
"5741","1988-11-04",155.7
"5742","1988-11-07",154.28
"5743","1988-11-08",154.84
"5744","1988-11-09",153.92
"5745","1988-11-10",154.09
"5746","1988-11-11",151.24
"5747","1988-11-14",151.04
"5748","1988-11-15",151.33
"5749","1988-11-16",148.96
"5750","1988-11-17",149.24
"5751","1988-11-18",150.18
"5752","1988-11-21",150.1
"5753","1988-11-22",150.55
"5754","1988-11-23",151.41
"5755","1988-11-25",150.63
"5756","1988-11-28",151.25
"5757","1988-11-29",152.43
"5758","1988-11-30",153.9
"5759","1988-12-01",153.37
"5760","1988-12-02",153.02
"5761","1988-12-05",154.48
"5762","1988-12-06",155.78
"5763","1988-12-07",156.14
"5764","1988-12-08",155.37
"5765","1988-12-09",155.59
"5766","1988-12-12",155.34
"5767","1988-12-13",155.24
"5768","1988-12-14",154.72
"5769","1988-12-15",154.17
"5770","1988-12-16",155.16
"5771","1988-12-19",156.38
"5772","1988-12-20",155.74
"5773","1988-12-21",155.73
"5774","1988-12-22",155.5
"5775","1988-12-23",156.06
"5776","1988-12-27",155.58
"5777","1988-12-28",155.81
"5778","1988-12-29",156.9
"5779","1988-12-30",156.26
"5780","1989-01-03",154.98
"5781","1989-01-04",157.06
"5782","1989-01-05",157.49
"5783","1989-01-06",157.96
"5784","1989-01-09",158.15
"5785","1989-01-10",157.85
"5786","1989-01-11",158.65
"5787","1989-01-12",159.26
"5788","1989-01-13",159.58
"5789","1989-01-16",159.78
"5790","1989-01-17",159.48
"5791","1989-01-18",161.01
"5792","1989-01-19",161.25
"5793","1989-01-20",161.16
"5794","1989-01-23",160.13
"5795","1989-01-24",161.99
"5796","1989-01-25",162.33
"5797","1989-01-26",163.6
"5798","1989-01-27",164.78
"5799","1989-01-30",165.36
"5800","1989-01-31",166.63
"5801","1989-02-01",166.47
"5802","1989-02-02",166.35
"5803","1989-02-03",166.5
"5804","1989-02-06",166.19
"5805","1989-02-07",168.02
"5806","1989-02-08",167.69
"5807","1989-02-09",166.13
"5808","1989-02-10",164.01
"5809","1989-02-13",164.15
"5810","1989-02-14",163.94
"5811","1989-02-15",165.21
"5812","1989-02-16",165.51
"5813","1989-02-17",166.45
"5814","1989-02-21",166.06
"5815","1989-02-22",163.55
"5816","1989-02-23",164.09
"5817","1989-02-24",161.72
"5818","1989-02-27",161.95
"5819","1989-02-28",162.49
"5820","1989-03-01",161.74
"5821","1989-03-02",163.21
"5822","1989-03-03",163.9
"5823","1989-03-06",165.63
"5824","1989-03-07",165.28
"5825","1989-03-08",165.45
"5826","1989-03-09",165.36
"5827","1989-03-10",164.85
"5828","1989-03-13",166
"5829","1989-03-14",165.93
"5830","1989-03-15",166.67
"5831","1989-03-16",168.1
"5832","1989-03-17",164.66
"5833","1989-03-20",163.13
"5834","1989-03-21",163.8
"5835","1989-03-22",163.41
"5836","1989-03-23",162.64
"5837","1989-03-27",163.32
"5838","1989-03-28",163.88
"5839","1989-03-29",164.25
"5840","1989-03-30",164.38
"5841","1989-03-31",165.63
"5842","1989-04-03",166.43
"5843","1989-04-04",165.95
"5844","1989-04-05",166.45
"5845","1989-04-06",166.02
"5846","1989-04-07",166.93
"5847","1989-04-10",166.89
"5848","1989-04-11",167.58
"5849","1989-04-12",167.54
"5850","1989-04-13",166.54
"5851","1989-04-14",168.89
"5852","1989-04-17",169.05
"5853","1989-04-18",171.13
"5854","1989-04-19",171.7
"5855","1989-04-20",171.3
"5856","1989-04-21",172.9
"5857","1989-04-24",172.49
"5858","1989-04-25",171.6
"5859","1989-04-26",171.75
"5860","1989-04-27",173.06
"5861","1989-04-28",173.13
"5862","1989-05-01",172.82
"5863","1989-05-02",172.37
"5864","1989-05-03",172.35
"5865","1989-05-04",172.21
"5866","1989-05-05",172.14
"5867","1989-05-08",171.26
"5868","1989-05-09",170.8
"5869","1989-05-10",171.13
"5870","1989-05-11",171.71
"5871","1989-05-12",175.13
"5872","1989-05-15",176.25
"5873","1989-05-16",175.92
"5874","1989-05-17",176.98
"5875","1989-05-18",177.29
"5876","1989-05-19",178.92
"5877","1989-05-22",179.35
"5878","1989-05-23",177.61
"5879","1989-05-24",177.97
"5880","1989-05-25",178.05
"5881","1989-05-26",179.31
"5882","1989-05-30",178.11
"5883","1989-05-31",178.85
"5884","1989-06-01",179.63
"5885","1989-06-02",181.49
"5886","1989-06-05",179.89
"5887","1989-06-06",180.93
"5888","1989-06-07",182.34
"5889","1989-06-08",182.39
"5890","1989-06-09",182.37
"5891","1989-06-12",182.12
"5892","1989-06-13",180.94
"5893","1989-06-14",180.83
"5894","1989-06-15",178.97
"5895","1989-06-16",179.59
"5896","1989-06-19",179.79
"5897","1989-06-20",179.49
"5898","1989-06-21",179.18
"5899","1989-06-22",180.05
"5900","1989-06-23",182.86
"5901","1989-06-26",182.2
"5902","1989-06-27",183.18
"5903","1989-06-28",181.87
"5904","1989-06-29",178.75
"5905","1989-06-30",177.9
"5906","1989-07-03",178.51
"5907","1989-07-05",179.25
"5908","1989-07-06",179.02
"5909","1989-07-07",181.56
"5910","1989-07-10",182.7
"5911","1989-07-11",183.62
"5912","1989-07-12",184.15
"5913","1989-07-13",184.31
"5914","1989-07-14",185.06
"5915","1989-07-17",185.37
"5916","1989-07-18",184.91
"5917","1989-07-19",187.1
"5918","1989-07-20",186.11
"5919","1989-07-21",187.15
"5920","1989-07-24",186.03
"5921","1989-07-25",186.1
"5922","1989-07-26",188.14
"5923","1989-07-27",190.22
"5924","1989-07-28",190.38
"5925","1989-07-30",192.41
"5926","1989-08-01",191.38
"5927","1989-08-02",191.78
"5928","1989-08-03",192.09
"5929","1989-08-04",191.64
"5930","1989-08-07",194.19
"5931","1989-08-08",194.23
"5932","1989-08-09",193.2
"5933","1989-08-10",193.97
"5934","1989-08-11",192.27
"5935","1989-08-14",191.37
"5936","1989-08-15",192.08
"5937","1989-08-16",192.64
"5938","1989-08-17",191.95
"5939","1989-08-18",192.64
"5940","1989-08-21",189.97
"5941","1989-08-22",190.11
"5942","1989-08-23",191.84
"5943","1989-08-24",195.29
"5944","1989-08-25",194.79
"5945","1989-08-28",195.45
"5946","1989-08-29",194.47
"5947","1989-08-30",194.91
"5948","1989-08-31",195.27
"5949","1989-09-01",196.37
"5950","1989-09-05",195.84
"5951","1989-09-06",194.18
"5952","1989-09-07",193.78
"5953","1989-09-08",193.95
"5954","1989-09-11",193.3
"5955","1989-09-12",193.29
"5956","1989-09-13",192.29
"5957","1989-09-14",190.95
"5958","1989-09-15",191.59
"5959","1989-09-18",192.43
"5960","1989-09-19",192.46
"5961","1989-09-20",192.45
"5962","1989-09-21",192.16
"5963","1989-09-22",192.73
"5964","1989-09-25",191.28
