"","Family","Genus","Specific","Gengen","Nauta","Maniti","Huanta","Panguana","Ex.Petroleros","San.Antonio","Santa.Ana","Tarapoto"
"864","Lauraceae","Ocotea","gracilis",0,0,0,0,0,0,0,2,0
"866","Lauraceae","Ocotea","myriantha",0,0,1,0,1,0,0,0,0
"871","Lauraceae","Ocotea","sp.3",0,0,0,1,4,0,1,0,0
"874","Lauraceae","Ocotea","sp.6",0,0,1,0,1,0,0,1,0
"875","Lauraceae","Ocotea","sp.9",2,0,0,0,0,0,0,0,1
"877","Lauraceae","Ocotea","venenosa",2,0,4,0,0,0,2,0,0
"878","Arecaceae","Oenocarpus","mapora",0,0,2,0,0,0,0,0,0
"879","Olacaceae","Indet","sp.1",0,0,0,0,0,0,0,0,1
"880","Sabiaceae","Ophiocaryon","heterophyllum",0,1,1,0,0,0,0,0,0
"881","Sabiaceae","Ophiocaryon","klugii",4,0,0,0,0,5,5,0,0
"882","Sabiaceae","Ophiocaryon","manausense",0,0,5,4,0,0,0,4,2
"883","Fabaceae","Ormosia","bopiensis",1,0,0,0,0,0,0,0,0
"885","Fabaceae","Ormosia","sp.1",0,0,0,0,1,0,0,0,0
"886","Myristicaceae","Osteophloeum","platyspermum",1,6,0,1,0,0,3,0,1
"887","Myristicaceae","Otoba","glycycarpa",12,0,0,0,0,3,2,0,12
"888","Myristicaceae","Otoba","parvifolia",4,0,0,0,0,4,1,0,0
"891","Ochnaceae","Ouratea","simulans",0,0,0,2,0,0,0,0,0
"892","Ochnaceae","Ouratea","sp.1",1,0,0,0,0,0,0,0,0
"893","Ochnaceae","Ouratea","sp.2",0,1,0,0,0,0,0,0,0
"894","Annonaceae","Oxandra","espintana",1,0,0,0,0,0,1,0,0
"895","Annonaceae","Oxandra","macrophylla",1,0,0,0,0,0,0,0,0
"896","Annonaceae","Oxandra","sp.1",0,0,0,0,0,2,0,0,1
"897","Annonaceae","Oxandra","xylopioides",1,1,0,0,0,0,0,0,0
"899","Rubiaceae","Palicourea","nigricans",0,1,0,0,0,0,1,1,0
"900","Rubiaceae","Palicourea","sp.1",0,0,0,0,0,1,0,0,0
"901","Violaceae","Papayrola","grandiflora",0,0,1,2,1,0,0,2,0
"902","Fabaceae","Papilionoidae","sp.1",0,1,0,0,0,0,0,0,0
"903","Fabaceae","Papilionoidae","sp.10",0,1,0,0,1,0,0,0,1
"904","Fabaceae","Papilionoidae","sp.11",1,0,0,0,0,0,0,0,5
"905","Fabaceae","Papilionoidae","sp.12",0,0,0,0,0,0,0,0,1
"906","Fabaceae","Papilionoidae","sp.13",0,0,0,0,0,0,0,1,0
"907","Fabaceae","Papilionoidae","sp.14",0,0,0,0,0,0,0,0,1
"908","Fabaceae","Papilionoidae","sp.15",0,0,0,0,0,1,0,0,0
"909","Fabaceae","Papilionoidae","sp.16",0,0,0,0,0,2,0,0,0
"910","Fabaceae","Papilionoidae","sp.17",0,0,0,0,0,1,0,0,0
"911","Fabaceae","Papilionoidae","sp.18",0,0,0,0,0,1,0,0,0
"913","Fabaceae","Papilionoidae","sp.2",0,1,0,0,0,1,0,0,0
"914","Fabaceae","Papilionoidae","sp.20",0,0,0,0,1,0,0,0,0
"915","Fabaceae","Papilionoidae","sp.4",0,0,0,2,0,0,0,0,0
"916","Fabaceae","Papilionoidae","sp.5",0,0,0,6,0,0,0,0,0
"917","Fabaceae","Papilionoidae","sp.6",0,0,0,1,0,0,0,0,0
"918","Fabaceae","Papilionoidae","sp.7",0,1,0,0,0,0,1,0,0
"919","Fabaceae","Papilionoidae","sp.8",0,0,1,0,0,0,0,0,0
"920","Fabaceae","Papilionoidae","sp.9",1,0,0,0,0,0,0,0,1
"921","Chrysobalanaceae","Parinari","sp.1",0,1,1,0,0,0,0,0,0
"922","Fabaceae","Parkia","igneiflora",0,0,1,0,0,0,0,0,0
"923","Fabaceae","Parkia","multijuga",1,0,0,0,1,2,0,0,1
"924","Fabaceae","Parkia","panurensis",0,0,0,1,0,0,0,0,0
"925","Fabaceae","Parkia","sp.1",0,0,0,0,1,0,0,0,0
"926","Fabaceae","Parkia","sp.2",0,1,0,0,0,0,0,0,0
"927","Fabaceae","Parkia","sp.3",0,0,0,0,0,0,1,0,0
"928","Fabaceae","Parkia","sp.4",0,0,0,0,1,0,0,0,0
"929","Fabaceae","Parkia","sp.5",0,0,0,0,0,0,0,1,0
"930","Sapindaceae","Paullinia","sp.1",0,0,0,0,0,0,0,0,2
"932","Rubiaceae","Pentagonia","parvifolia",3,0,0,0,0,0,0,0,0
"933","Moraceae","Perebea","guianensis",0,0,0,1,0,0,0,0,2
"934","Moraceae","Perebea","humilis",0,0,1,1,0,0,0,0,0
"935","Moraceae","Perebea","mennegae",0,2,0,0,0,0,0,0,0
"937","Moraceae","Perebea","rubra",0,0,1,0,0,0,0,0,0
"938","Moraceae","Perebea","xanthochyma",1,1,0,0,0,2,5,1,2
"939","Arecaceae","Pholidostachys","synanthera",0,1,0,0,0,0,0,0,0
"940","Arecaceae","Phytelephas","macrocarpa",5,1,0,0,0,0,0,0,0
"941","Piperaceae","Piper","arboreum",0,0,0,0,0,0,2,0,0
"942","Piperaceae","Piper","laevigatum",0,0,0,0,0,1,0,0,1
"943","Piperaceae","Piper","sp.1",0,0,0,0,0,0,0,0,1
"945","Piperaceae","Piper","sp.3",0,0,0,0,1,0,0,0,0
"946","Fabaceae","Pithecellobium","basijugum",0,12,3,8,3,0,1,2,0
"948","Fabaceae","Pithecellobium","huberi",0,0,3,0,0,0,0,0,0
"949","Fabaceae","Pithecellobium","latifolium",1,0,0,0,0,0,0,0,0
"950","Fabaceae","Pithecellobium","macbridii",3,0,1,0,0,2,5,1,4
"952","Fabaceae","Pithecellobium","sp.1",0,0,0,0,0,0,0,1,0
"953","Fabaceae","Pithecellobium","sp.2",0,0,0,0,0,0,1,0,0
"954","Fabaceae","Pithecellobium","sp.3",0,0,0,1,0,0,0,0,0
"955","Fabaceae","Pithecellobium","sp.4",0,0,0,0,0,0,0,0,1
"956","Fabaceae","Pithecellobium","sp.5",0,0,0,0,1,0,0,0,0
"957","Fabaceae","Pithecellobium","sp.6",0,2,0,0,0,0,0,0,0
"958","Fabaceae","Pithecellobium","sp.7",0,0,0,0,0,1,0,0,0
"959","Fabaceae","Pithecellobium","sp.8",0,0,0,0,1,0,0,0,0
"961","Lauraceae","Pleurothyrium","acuminatum",0,1,0,1,2,1,0,0,1
"963","Lauraceae","Pleurothyrium","sp.1",0,0,0,0,0,0,0,0,1
"964","Lauraceae","Pleurothyrium","sp.2",0,0,0,0,0,0,2,1,0
"966","Myrtaceae","Plinia","sp.1",0,0,0,1,0,0,0,0,0
"967","Myrtaceae","Plinia","sp.2",0,1,0,0,0,0,0,0,0
"968","Icacinaceae","Poraqueiba","sp.1",0,0,0,0,0,0,0,0,2
"969","Icacinaceae","Poraqueiba","sp.2",0,0,0,0,0,0,0,0,1
"970","Rubiaceae","Posoqueria","panamensis",0,0,1,0,1,0,0,0,1
"972","Moraceae","Poulsenia","armata",0,0,0,0,0,0,0,0,1
"973","Cecropiaceae","Pourouma","bicolor",2,1,1,0,0,0,2,0,1
"974","Cecropiaceae","Pourouma","cecropiifolia",0,0,3,0,0,0,0,0,0
"975","Cecropiaceae","Pourouma","cucura",0,1,0,0,1,1,0,1,1
"977","Cecropiaceae","Pourouma","ferruginea",0,3,0,0,0,0,0,0,0
"978","Cecropiaceae","Pourouma","guianensis",0,0,0,0,1,0,0,1,0
"979","Cecropiaceae","Pourouma","melinonii",0,1,1,0,0,0,0,0,0
"980","Cecropiaceae","Pourouma","minor",3,0,2,1,2,2,2,1,1
"981","Cecropiaceae","Pourouma","myrmecophila",0,1,0,0,1,0,0,0,0
"982","Cecropiaceae","Pourouma","ovata",0,2,0,0,1,0,0,0,0
"983","Cecropiaceae","Pourouma","phaeotricha",0,0,1,0,0,0,0,0,0
"984","Cecropiaceae","Pourouma","sp.1",0,0,0,0,0,0,0,1,0
"985","Cecropiaceae","Pourouma","sp.3",0,2,0,0,0,0,0,0,0
"986","Cecropiaceae","Pourouma","tomentosa",0,1,0,0,0,0,1,0,0
"987","Sapotaceae","Pouteria","caimito",0,1,0,2,1,0,0,0,0
"988","Sapotaceae","Pouteria","cladantha",0,1,0,0,0,0,0,0,0
"989","Sapotaceae","Pouteria","cuspidata",0,0,0,0,0,0,1,0,0
"992","Sapotaceae","Pouteria","guianensis",0,3,1,1,4,0,0,2,0
"993","Sapotaceae","Pouteria","hispida",0,0,1,0,0,0,0,0,0
"994","Sapotaceae","Pouteria","krukovii",1,0,0,0,0,0,0,0,0
"997","Sapotaceae","Pouteria","oblanceolata",0,0,0,1,0,0,0,0,0
"1000","Sapotaceae","Pouteria","rostrata",0,0,0,1,0,0,1,0,0
"1001","Sapotaceae","Pouteria","sp.1",1,0,0,0,0,0,1,0,1
"1002","Sapotaceae","Pouteria","sp.10",0,0,0,0,0,0,0,0,1
"1003","Sapotaceae","Pouteria","sp.11",0,0,0,0,0,0,1,1,0
"1004","Sapotaceae","Pouteria","sp.12",0,0,0,0,0,0,1,2,0
"1005","Sapotaceae","Pouteria","sp.13",0,0,0,0,0,0,0,1,0
"1006","Sapotaceae","Pouteria","sp.14",2,0,0,0,0,0,0,0,0
"1007","Sapotaceae","Pouteria","sp.15",0,0,0,0,0,0,1,0,0
"1008","Sapotaceae","Pouteria","sp.16",0,0,1,0,0,0,0,0,0
"1009","Sapotaceae","Pouteria","sp.17",0,0,0,0,0,1,0,0,0
"1010","Sapotaceae","Pouteria","sp.18",0,0,0,0,0,0,0,1,0
"1012","Sapotaceae","Pouteria","sp.2",0,0,1,0,0,0,0,0,0
"1013","Sapotaceae","Pouteria","sp.20",0,0,0,0,1,0,3,3,0
"1014","Sapotaceae","Pouteria","sp.21",0,0,0,0,0,0,0,0,1
"1016","Sapotaceae","Pouteria","sp.4",0,0,0,0,1,0,0,0,0
"1018","Sapotaceae","Pouteria","sp.6",0,0,0,0,0,0,1,0,0
"1020","Sapotaceae","Pouteria","sp.8",0,1,0,0,0,0,0,0,0
"1022","Sapotaceae","Pouteria","torta",0,1,1,0,0,0,0,2,0
"1026","Burseraceae","Protium","altsonii",0,0,0,2,0,0,0,0,0
"1027","Burseraceae","Protium","amazonicum",0,0,0,0,5,0,0,0,0
"1028","Burseraceae","Protium","apiculatum",0,10,4,6,1,0,5,0,1
"1029","Burseraceae","Protium","aracouchini",0,1,0,0,0,0,0,0,1
"1030","Burseraceae","Protium","divaricatum",0,0,0,0,1,0,0,0,0
"1031","Burseraceae","Protium","ferrugineum",0,2,0,0,0,0,1,0,0
"1032","Burseraceae","Protium","fimbriatum",0,0,0,1,0,0,0,0,0
"1033","Burseraceae","Protium","gallosum",0,0,0,1,1,0,0,1,0
"1034","Burseraceae","Protium","grandifolium",0,2,1,5,4,0,2,1,0
"1035","Burseraceae","Protium","guianense",0,0,0,0,1,0,0,0,0
"1036","Burseraceae","Protium","hebetatum",0,1,0,0,0,1,1,1,0
"1037","Burseraceae","Protium","klugii",0,0,1,1,3,0,0,0,0
"1038","Burseraceae","Protium","nitidifolium",0,2,0,0,1,0,0,0,0
"1039","Burseraceae","Protium","nodulosum",7,2,0,0,0,4,5,2,1
"1040","Burseraceae","Protium","opacum",2,1,0,14,2,2,1,1,2
"1041","Burseraceae","Protium","pallidum",0,0,0,0,0,1,1,0,0
"1042","Burseraceae","Protium","paniculatum",0,0,0,7,0,0,0,0,0
"1043","Burseraceae","Protium","rhynchophyllum",0,0,0,0,0,0,0,0,1
"1044","Burseraceae","Protium","rubrum",0,0,0,0,0,1,0,0,0
"1045","Burseraceae","Protium","sagotianum",0,0,0,0,0,0,0,1,0
"1046","Burseraceae","Protium","sp.1",0,0,0,0,0,0,3,0,1
"1049","Burseraceae","Protium","spruceanum",0,0,0,0,2,1,0,0,0
"1050","Burseraceae","Protium","strumosum",0,0,0,0,0,0,1,0,0
"1051","Burseraceae","Protium","subserratum",1,0,0,0,0,0,0,0,0
"1053","Burseraceae","Protium","trifoliolatum",0,0,0,0,1,2,0,0,1
"1054","Burseraceae","Protium","unifoliolatum",0,0,0,0,0,0,0,0,1
"1056","Moraceae","Pseudolmedia","laevigata",1,4,2,1,1,0,0,2,0
"1057","Moraceae","Pseudolmedia","laevis",2,1,0,1,0,5,2,0,3
"1058","Moraceae","Pseudolmedia","macrophylla",0,2,0,1,0,0,0,0,0
"1059","Moraceae","Pseudolmedia","rigida",1,0,0,0,0,0,0,0,2
"1060","Annonaceae","Pseudoxandra","sp.1",0,1,0,0,0,0,0,0,0
"1061","Annonaceae","Pseudoxandra","sp.2",0,0,0,0,0,0,1,0,0
"1062","Rubiaceae","Psychotria","nautensis",0,0,1,0,0,0,0,0,0
"1063","Rubiaceae","Psychotria","officinalis",0,0,0,2,0,0,0,0,0
"1064","Rubiaceae","Psychotria","podocephala",0,0,0,4,0,0,0,0,0
"1065","Rubiaceae","Psychotria","remota",3,0,0,1,0,0,0,0,0
"1066","Rubiaceae","Psychotria","sp.1",0,1,0,0,0,0,0,0,0
"1067","Rubiaceae","Psychotria","sp.2",0,0,1,0,0,0,0,0,0
"1068","Rubiaceae","Psychotria","sp.3",0,2,0,0,0,0,0,0,0
"1069","Rubiaceae","Psychotria","sp.4",0,0,0,7,0,0,0,0,0
"1070","Bombacaceae","Quararibea","sp.1",0,0,0,0,0,1,1,1,1
"1071","Bombacaceae","Quararibea","sp.2",1,0,0,0,0,2,4,0,0
"1072","Bombacaceae","Quararibea","sp.3",0,0,0,0,0,0,0,0,2
"1074","Bombacaceae","Quararibea","sp.5",0,1,0,0,0,0,0,0,0
"1075","Bombacaceae","Quararibea","sp.6",0,0,0,1,0,0,0,1,0
"1076","Bombacaceae","Quararibea","sp.7",0,0,0,0,4,0,1,1,0
"1077","Quiinaceae","Quiina","amazonica",4,0,0,0,0,0,0,0,0
"1078","Quiinaceae","Quiina","florida",0,0,1,0,0,0,0,0,0
"1080","Quiinaceae","Quiina","sp.1",0,0,0,0,0,0,0,0,1
"1081","Quiinaceae","Quiina","sp.2",0,0,0,0,1,0,0,0,0
"1083","Apocynaceae","Rauvolfia","sprucei",0,0,0,0,0,0,1,2,0
"1087","Rhamnaceae","Rhamnidium","elaeocarpum",0,0,0,0,0,0,0,0,1
"1088","Apocynaceae","Rhigospira","quadrangularis",0,0,0,5,0,0,0,1,0
"1091","Euphorbiaceae","Richeria","grandis",1,2,0,0,1,4,2,0,0
"1092","Violaceae","Rinorea","flavescens",0,4,5,0,0,0,24,0,0
"1093","Violaceae","Rinorea","lindeniana",4,0,0,0,0,6,1,1,0
"1094","Violaceae","Rinorea","racemosa",0,10,4,0,1,0,17,9,0
"1095","Violaceae","Rinorea","sp.1",0,0,0,0,0,0,0,0,6
"1096","Violaceae","Rinorea","sp.2",0,0,0,0,0,0,0,0,19
"1097","Violaceae","Rinorea","sp.3",0,0,0,0,0,0,2,0,0
"1098","Annonaceae","Rollinia","cuspidata",0,0,0,0,0,1,0,0,0
"1100","Annonaceae","Rollinia","sp.3",0,0,0,0,0,1,0,0,0
"1101","Annonaceae","Rollinia","sp.4",0,1,0,0,0,0,0,1,0
"1102","Annonaceae","Rollinia","sp.5",0,0,0,0,0,0,0,0,1
"1104","Euphorbiaceae","Roucheria","punctata",0,0,1,0,1,0,0,2,0
"1106","Euphorbiaceae","Roucheria","sp.1",0,0,0,0,0,0,0,2,0
"1108","Rubiaceae","Indet","sp.1",0,0,0,0,1,0,0,0,0
"1109","Rubiaceae","Indet","sp.10",0,0,0,0,0,0,0,1,0
"1110","Rubiaceae","Indet","sp.11",0,0,0,1,0,0,0,0,0
"1111","Rubiaceae","Indet","sp.12",0,0,0,0,0,0,1,0,0
"1112","Rubiaceae","Indet","sp.13",0,0,0,0,0,0,0,1,0
"1113","Rubiaceae","Indet","sp.14",0,0,0,0,0,0,0,0,1
"1114","Rubiaceae","Indet","sp.15",0,0,0,0,0,0,0,0,1
"1115","Rubiaceae","Indet","sp.16",0,0,0,0,0,0,0,2,0
"1116","Rubiaceae","Indet","sp.17",0,0,0,0,0,0,0,0,2
"1117","Rubiaceae","Indet","sp.18",0,0,0,0,1,0,0,0,0
"1118","Rubiaceae","Indet","sp.19",0,0,0,0,0,2,0,0,2
"1119","Rubiaceae","Indet","sp.2",0,0,0,0,0,1,0,0,0
"1120","Rubiaceae","Indet","sp.20",0,0,0,1,0,0,0,0,0
"1121","Rubiaceae","Indet","sp.21",0,0,0,0,1,0,0,0,0
"1122","Rubiaceae","Indet","sp.22",0,0,0,0,0,0,0,1,0
"1123","Rubiaceae","Indet","sp.23",0,0,0,0,3,0,0,0,0
"1124","Rubiaceae","Indet","sp.24",0,0,0,0,0,2,0,0,0
"1127","Rubiaceae","Indet","sp.27",1,0,0,0,0,0,0,0,0
"1128","Rubiaceae","Indet","sp.28",0,0,0,0,1,0,0,0,0
"1129","Rubiaceae","Indet","sp.3",0,0,0,0,1,0,0,0,0
"1130","Rubiaceae","Indet","sp.4",0,0,0,0,0,1,0,0,0
"1131","Rubiaceae","Indet","sp.5",0,0,0,0,0,1,0,0,0
"1132","Rubiaceae","Indet","sp.6",1,0,0,0,0,1,1,0,2
"1133","Rubiaceae","Indet","sp.7",0,0,0,0,1,0,0,1,0
"1134","Rubiaceae","Indet","sp.8",0,0,0,0,0,0,0,0,3
"1135","Rubiaceae","Indet","sp.9",0,0,0,0,1,0,0,0,0
"1137","Rubiaceae","Rudgea","loretensis",1,0,0,0,0,2,0,0,0
"1138","Rubiaceae","Rudgea","sp.1",0,1,0,0,0,0,1,0,0
"1139","Annonaceae","Ruizodendron","ovale",0,0,0,0,0,0,0,0,1
"1140","Ruptiliocarpaceae","Ruptiliocarpon","sp.1",1,0,0,0,0,0,0,0,0
"1142","Rutaceae","Indet","sp.2",0,0,0,0,2,0,0,0,0
"1143","Rutaceae","Indet","sp.4",1,0,0,0,0,0,0,0,3
"1145","Flacourtiaceae","Ryania","speciosa",1,3,0,0,1,0,4,0,0
"1146","Humiriaceae","Saccoglottis","amazonica",1,0,0,0,0,0,0,0,0
"1147","Humiriaceae","Saccoglottis","guianensis",0,1,0,1,1,0,0,4,0
"1148","Humiriaceae","Saccoglottis","sp.1",1,0,0,0,0,0,0,2,0
"1149","Humiriaceae","Saccoglottis","sp.2",0,0,0,0,0,0,0,1,0
"1150","Hippocrateaceae","Salacia","gigantea",1,0,0,0,1,0,0,1,0
"1151","Hippocrateaceae","Salacia","macrantha",0,0,0,0,1,0,0,0,0
"1152","Sapindaceae","Indet","sp.1",0,0,0,0,0,0,0,0,1
"1153","Sapindaceae","Indet","sp.2",0,0,0,0,0,0,2,0,0
"1154","Sapindaceae","Indet","sp.3",0,0,0,0,0,0,0,0,2
"1155","Sapindaceae","Indet","sp.4",0,0,0,0,0,1,0,0,0
"1156","Sapindaceae","Indet","sp.5",0,0,0,13,0,0,0,0,0
"1157","Sapindaceae","Indet","sp.6",0,0,0,0,0,0,1,0,0
"1158","Euphorbiaceae","Sapium","marmieri",0,0,0,0,0,1,0,0,0
"1159","Euphorbiaceae","Sapium","utile",0,0,0,0,0,0,1,0,0
"1160","Sapotaceae","Indet","sp.1",0,1,0,0,0,0,0,0,0
"1161","Sapotaceae","Indet","Sp.10",0,0,1,4,0,0,0,1,0
"1162","Sapotaceae","Indet","sp.11",0,3,0,0,0,0,0,0,0
"1164","Sapotaceae","Indet","sp.13",0,1,0,0,0,0,0,0,0
"1165","Sapotaceae","Indet","sp.14",0,0,0,0,0,0,0,0,3
"1166","Sapotaceae","Indet","sp.15",0,1,0,0,0,0,0,0,0
"1167","Sapotaceae","Indet","sp.16",0,0,3,0,0,0,0,0,0
"1168","Sapotaceae","Indet","sp.17",0,0,0,0,0,0,0,1,0
"1169","Sapotaceae","Indet","sp.18",0,0,0,0,1,0,0,0,0
"1170","Sapotaceae","Indet","sp.19",0,0,0,0,0,0,1,0,0
"1171","Sapotaceae","Indet","sp.2",0,0,0,2,0,0,0,0,0
"1172","Sapotaceae","Indet","sp.20",1,0,0,0,0,0,0,0,0
"1173","Sapotaceae","Indet","sp.21",0,0,1,0,0,0,0,0,0
"1174","Sapotaceae","Indet","sp.22",0,0,0,0,0,0,0,0,1
"1175","Sapotaceae","Indet","sp.23",0,0,0,0,0,1,1,0,0
"1176","Sapotaceae","Indet","sp.24",1,0,0,0,0,0,0,0,0
"1177","Sapotaceae","Indet","sp.25",0,0,0,0,0,0,0,0,1
"1178","Sapotaceae","Indet","sp.26",0,0,0,0,0,1,0,0,0
"1179","Sapotaceae","Indet","sp.27",0,0,0,0,0,3,0,0,0
"1180","Sapotaceae","Indet","sp.28",0,0,1,0,0,0,0,0,0
"1181","Sapotaceae","Indet","sp.29",0,0,0,0,0,1,2,0,2
"1182","Sapotaceae","Indet","sp.3",0,0,0,0,0,0,0,1,0
"1183","Sapotaceae","Indet","sp.30",0,1,0,0,0,0,0,0,0
"1184","Sapotaceae","Indet","sp.31",1,0,0,0,0,0,0,0,0
"1185","Sapotaceae","Indet","sp.32",0,0,0,0,0,0,0,1,0
"1187","Sapotaceae","Indet","sp.34",0,1,0,0,0,0,0,0,0
"1188","Sapotaceae","Indet","sp.35",0,0,1,1,0,0,0,0,0
"1189","Sapotaceae","Indet","sp.36",0,0,0,0,0,0,0,1,0
"1190","Sapotaceae","Indet","sp.37",0,0,0,0,0,0,1,0,0
"1191","Sapotaceae","Indet","sp.38",0,0,0,0,0,0,0,0,1
"1192","Sapotaceae","Indet","sp.39",0,0,1,0,0,1,1,0,2
"1194","Sapotaceae","Indet","sp.40",0,0,0,0,0,0,3,1,0
"1195","Sapotaceae","Indet","sp.41",0,0,0,0,0,1,0,0,1
"1196","Sapotaceae","Indet","sp.42",0,0,0,0,0,0,0,1,0
"1197","Sapotaceae","Indet","sp.43",0,0,0,0,0,2,0,0,0
"1200","Sapotaceae","Indet","sp.6",0,0,0,0,0,0,0,0,2
"1201","Sapotaceae","Indet","Sp.7",1,1,0,0,1,0,0,1,0
"1203","Sapotaceae","Indet","sp.9",0,0,0,0,0,0,0,1,0
"1204","Araliaceae","Schefflera","morototoni",0,0,0,0,0,0,1,0,0
"1205","Bombacaceae","Scleronema","praecox",0,0,10,6,0,0,0,0,0
"1206","Euphorbiaceae","Senefeldera","inclinata",0,0,13,0,0,0,7,2,0
"1207","Euphorbiaceae","Senefeldera","macrophylla",0,0,16,0,0,0,12,0,0
"1209","Simaroubaceae","Simaba","polyphylla",0,0,1,1,0,0,0,0,0
"1211","Simaroubaceae","Simaba","sp.2",0,0,0,0,1,0,1,0,0
"1213","Simaroubaceae","Simaba","sp.4",0,0,0,0,0,0,1,0,0
"1214","Simaroubaceae","Simarouba","amara",1,0,0,0,0,0,1,0,1
"1216","Rubiaceae","Simira","rubescens",0,0,1,0,0,0,0,0,0
"1218","Monimiaceae","Siparuna","cristata",6,1,2,0,0,1,4,3,2
"1219","Monimiaceae","Siparuna","cuspidata",0,0,0,0,0,1,0,1,0
"1220","Monimiaceae","Siparuna","decipiens",0,1,1,0,2,1,3,1,0
"1221","Monimiaceae","Siparuna","obstipa",8,10,2,0,0,0,6,0,0
"1222","Monimiaceae","Siparuna","pachyantha",0,0,0,0,0,1,1,0,0
"1224","Monimiaceae","Siparuna","sp.2",0,0,0,1,0,0,0,0,0
"1225","Monimiaceae","Siparuna","sp.3",0,0,0,0,0,0,1,0,0
"1226","Monimiaceae","Siparuna","sp.4",0,0,0,1,0,0,0,0,0
"1227","Elaeocarpaceae","Sloanea","brachypetala",0,1,0,0,0,0,0,0,0
"1228","Elaeocarpaceae","Sloanea","brevipes",0,2,0,2,0,0,0,0,0
"1229","Elaeocarpaceae","Sloanea","durissima",0,1,0,0,0,0,0,0,0
"1230","Elaeocarpaceae","Sloanea","gladysiae",1,0,0,0,0,0,0,0,0
"1231","Elaeocarpaceae","Sloanea","gracilis",0,0,1,1,0,0,0,1,0
"1233","Elaeocarpaceae","Sloanea","latifolia",0,0,0,1,0,0,0,0,0
"1234","Elaeocarpaceae","Sloanea","laxiflora",0,2,0,0,0,0,0,0,0
"1236","Elaeocarpaceae","Sloanea","multiflora",0,0,0,0,0,1,0,0,0
"1237","Elaeocarpaceae","Sloanea","pubescens",1,0,0,0,0,0,0,0,0
"1238","Elaeocarpaceae","Sloanea","rufa",0,0,0,0,1,0,0,0,0
"1239","Elaeocarpaceae","Sloanea","sinemarensis",0,0,1,0,2,0,0,0,0
"1240","Elaeocarpaceae","Sloanea","sp.10",0,0,0,2,0,0,0,0,0
"1241","Elaeocarpaceae","Sloanea","sp.11",0,0,1,0,0,0,1,0,0
"1242","Elaeocarpaceae","Sloanea","sp.12",1,0,0,0,0,0,0,0,0
"1243","Elaeocarpaceae","Sloanea","sp.13",0,0,0,0,0,0,0,1,0
"1244","Elaeocarpaceae","Sloanea","sp.14",0,0,0,0,0,0,0,1,0
"1246","Elaeocarpaceae","Sloanea","sp.16",0,0,0,0,0,0,1,0,0
"1247","Elaeocarpaceae","Sloanea","sp.17",0,2,1,0,2,0,0,0,0
"1248","Elaeocarpaceae","Sloanea","sp.18",0,0,0,0,0,0,0,1,0
"1249","Elaeocarpaceae","Sloanea","sp.19",0,0,0,0,0,0,0,0,1
"1250","Elaeocarpaceae","Sloanea","sp.20",0,0,0,0,0,0,1,0,0
"1251","Elaeocarpaceae","Sloanea","sp.21",0,0,0,0,1,0,0,0,0
"1252","Elaeocarpaceae","Sloanea","sp.22",0,0,0,0,0,1,0,0,0
"1254","Elaeocarpaceae","Sloanea","sp.24",0,0,0,0,1,0,0,0,0
"1255","Elaeocarpaceae","Sloanea","sp.25",0,0,0,0,0,1,0,0,0
"1256","Elaeocarpaceae","Sloanea","sp.26",0,0,0,0,1,0,0,0,0
"1257","Elaeocarpaceae","Sloanea","sp.3",0,1,0,0,0,0,0,0,0
"1259","Elaeocarpaceae","Sloanea","sp.5",0,0,0,2,0,0,0,0,0
"1260","Elaeocarpaceae","Sloanea","sp.6",0,0,1,0,1,0,0,1,0
"1261","Elaeocarpaceae","Sloanea","sp.7",0,1,0,0,0,0,0,0,0
"1263","Elaeocarpaceae","Sloanea","sp.9",0,0,0,2,0,0,0,0,0
"1265","Elaeocarpaceae","Sloanea","tuerckheimii",0,0,0,1,3,0,0,0,0
"1266","Arecaceae","Socratea","exorrhiza",1,2,0,2,0,1,0,2,5
"1267","Moraceae","Sorocea","guilleminiana",0,1,0,0,0,0,0,0,0
"1268","Moraceae","Sorocea","muriculata",0,1,0,1,0,0,0,0,0
"1269","Moraceae","Sorocea","pubivena",0,2,0,0,0,6,6,0,1
"1270","Indet.","Indet","sp.1",0,0,0,0,0,0,1,0,0
"1271","Indet.","Indet","sp.10",0,0,0,0,1,0,0,0,0
"1273","Indet.","Indet","sp.12",0,0,0,0,0,0,0,0,1
"1275","Indet.","Indet","sp.14",1,0,0,0,0,0,0,0,0
"1276","Indet.","Indet","sp.15",0,0,0,0,0,0,1,0,0
"1277","Indet.","Indet","sp.16",0,0,0,0,0,0,0,0,1
"1278","Indet.","Indet","sp.17",0,0,0,0,0,0,1,0,0
"1279","Indet.","Indet","sp.2",0,0,0,0,0,0,0,0,1
"1280","Indet.","Indet","sp.3",0,0,0,0,0,0,0,1,0
"1281","Indet.","Indet","sp.35",1,0,0,0,0,0,0,0,0
"1282","Indet.","Indet","sp.4",0,0,0,0,0,0,0,0,1
"1283","Indet.","Indet","sp.5",0,0,0,0,0,0,0,1,0
"1284","Indet.","Indet","sp.6",0,0,0,0,0,0,0,0,2
"1285","Indet.","Indet","sp.7",0,0,0,0,0,0,0,0,1
"1286","Indet.","Indet","sp.8",0,0,0,0,0,0,0,0,2
"1287","Indet.","Indet","sp.9",0,0,0,0,0,0,1,0,0
