"","Q7.1","Q7.2","Q7.4","Q8.1","Q8.2","Q8.3","Q9Nav.3","Q29.2","Q29.3","Q30.1","Q30.2","Q30.3","Q40.1","Q40.3"
"824","2","2","1","2","1","1","2","2","1","1","1","2","2","1"
"825","1","3","1","2","2","1","1","1","2","1","1","2",NA,"1"
"826","2","3","1","1","1","1","1","1","2","1","2","1","2","1"
"827","1","1","1","1","1","2","2","2","2",NA,NA,NA,"3","2"
"828","1",NA,"1","1","1","1","1","2","2",NA,NA,NA,"2","1"
"829","1","1","1","1","1","1","1","2","2","2","2","2","1","1"
"830","2","2","2","1","1","1","2","2","2",NA,NA,NA,"2","2"
"831","2","2","1","1","1","2","1","1","2",NA,NA,NA,"2","2"
"832","1","3","1","1","1","1","1","1","2",NA,NA,NA,NA,"2"
"833","1","3","1","1","1","1","2","2","3","2","2","3","3","2"
"834","1","1","1","1","1","1","1","1","3","1","1","3","3","2"
"835","2","2","2","2","2","2","1","2","2","1","2","2","2","1"
"836","1","3","1","1","1","1","1","1",NA,"1","1",NA,"2","2"
"837","1","1","1","2","1","2","2","2","2",NA,NA,NA,"2","2"
"838","1","1","1","1","1","1","2","2","2","2","2","2","3","2"
"839","1","1","1","1","1","1","2","2","2","2","2","2","2","2"
"840","1","1","1","1","1","1","1","1","2",NA,NA,NA,"3","2"
"841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","3","3","1","2","1","1","2","1","2",NA,NA,NA,"3","2"
"843","2","2","1","2","2","1","1","1","2","1","1","2","2","2"
"844","1","1","1","1","1","1","1","1","2","1","1","2","3","1"
"845","1","3","1","1","1","1","1","1","2",NA,NA,NA,"3",NA
"846","3","3","3","1","1","1","1","1","3",NA,NA,NA,"3","3"
"847","1","1","1","1","1","1","2","2","2","2","2","2","2","2"
"848","2","2","1","1","1","1","2","1","1",NA,NA,NA,"3","2"
"849","1",NA,"1","1","1","1","2","2",NA,NA,NA,NA,"1","2"
"850","1","2","1","1","2","1","2",NA,"2","1","1","2","2","2"
"851","2","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1"
"852","1",NA,"1","2","1","1","1",NA,NA,"1",NA,NA,"2","2"
"853","1","3","1","1","1","1","1","1","1",NA,NA,NA,"1","1"
"854","2","2","1","1","1","1","1","1","1","2","2",NA,"3","2"
"855","2","2","2","1","1","2","2","2",NA,"2","2",NA,"2","2"
"856","1","2","1","1","1","1","2","2","2","2","2","2","2","2"
"857","1","1","1","1","1","1","2","1","2","1","1","2","3","2"
"858","2","2","3","1","1","1","1","1","1","1","1","2","2","1"
"859","1","1","1","2","2","2","1","1","2","1","1","2","2","1"
"860","1","3","1","1","1","1","2","1","2","2","1","2","3","1"
"861","1","1","1","1","1","1","1","1","2","1","1","2","2","2"
"862","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA
"863","1","1","1","1","1","1","1","1","1","1","1","1","2","2"
"864","1","3","1","2","2","2","1","2","2",NA,NA,NA,"3","2"
"865","1","1","2","1","1","1","2","2",NA,NA,NA,NA,"2","1"
"866","1",NA,"1","2","2","1","2",NA,NA,NA,NA,NA,"3","3"
"867","1","1","1","1","1","1","1","1","2","1","1","2","2","1"
"868","1","3","1","2","1","1","2","1","3","1","1","2","1","2"
"869","2","2","2","2","2","1","2","2","2","2","2",NA,"3","1"
"870","2","2","1","2","2","1","1","1","2","2","1","2","2","1"
"871","1","1","1","1","1","1","1","1",NA,"1","1",NA,"2","2"
"872","1","3","1","1","1","1","1","1","2",NA,NA,NA,"3","2"
"873","1","1",NA,"1","1","1","2","1","1",NA,NA,NA,"3","2"
"874","1","3","1","2","2","2","2","2",NA,NA,NA,NA,"3","2"
"875","1","3","1","1","1","1","1","1","2",NA,NA,NA,"2","1"
"876","3","3","1",NA,NA,NA,"2","2","3","2","2","3","3","2"
"877",NA,NA,NA,NA,NA,NA,NA,"1","2","1","1","2","2","2"
"878","2","2","2","1","1","1","2","1","2",NA,NA,NA,"3","1"
"879","1","3","1","1","1","1","1","1","1",NA,NA,NA,"2","1"
"880","1","1","1","1","1","1","1",NA,"1","1",NA,"2","1","1"
"881","1","1","1","1","1","1","1","1",NA,"1","1","1","1",NA
"882","2","2","2","1","2","2","1","2",NA,"2","2","1","1","1"
"883","1","3","1","1","1","1","1","2","2","1","2","2","3","2"
"884","1","3","1","1","1","1","1","1","2",NA,NA,NA,"3","3"
"885","3","3","3","1","1","1","1","1","1",NA,NA,NA,"3","1"
"886","2","2","1","1","1","1","2","2","3","1","2","1","3","2"
"887","1","1","1","1","1","1","1","1","2","2","1",NA,"1","2"
"888","3","3","3","2","2","2","1","1",NA,NA,NA,NA,"3","2"
"889","2","2","1","1","1","1","1","1","2","1","1","2","2","2"
"890","2","2","1","1","1","2","2","2","2","1","2","2","3","2"
"891","1","1","1","1","1","1","1","1","2",NA,NA,NA,"2","1"
"892","1","3","1","1","1","1","2",NA,NA,NA,NA,NA,"3","2"
"893","1","1","1","1","1","1","2","1","2",NA,NA,NA,"2","1"
"894","1","1","1","2","2","2","2","1","3","1","1","2","3","2"
"895","1","1","1","1","1","1","2","2","3","2","2","3","1","1"
"896","1","1","1","1","1","1","1","1","2","1","1","2","2","2"
"897","1","1","1","1","1","1","2","1","2","2","2","2","3","2"
"898","1","3","1","1","1","1","1","1","1","1","1","1","2","2"
"899","1","2","1","1","1","1","1","1","1","1","1","1","1","2"
"900","2","2","2","1","1","1","2","2","2","2","2","2","1","2"
"901","1","1","1","1","1","1","1","1","2","1","1","2","2","1"
"902","2","2","1","2","2","1","2","1","2","2","2","2","2","2"
"903","1","2","2","1","1","1","1","1","1",NA,NA,NA,"2","2"
"904","1","2","2","1","1","1","1","2","1","2","2","1","3",NA
"905","1","3","1","1","1","1","2","2","1","2","2","2","2","3"
"906","1","3","1","1","1","1",NA,"2","2","2","2","2","1","1"
"907","2","2","1","1","1","1","2","2","2","2","2",NA,"2","2"
"908","1","1","2","2","1","1","2","1","2",NA,NA,NA,"3","1"
"909","1","1","1","1","1","1","1","2","2","2","2","2","3","2"
"910","1","1","1","1","2","1","2","1","2",NA,NA,NA,"2","1"
"911","1","1","1","1","1","1","1","1","1","2","1","1","3","2"
"912","1","1","1","2","2","2","1","1","2",NA,NA,NA,"1",NA
"913","1","1","1","1","1","1","1","1","1","1","1","1","2","2"
"914","1","3","1","1","1","1","2","2","3",NA,NA,NA,"2","1"
"915","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1"
"916","2","2","2","2","2","2","2","2","2","2","2","2","3","2"
"917","1","3","1","1","1","1","1","1","2","1","1","2","2","1"
"918","2","2","1","1","1","2","2",NA,"2",NA,NA,NA,"3","2"
"919",NA,NA,"1","1","1","1","2","1","2","2","2",NA,"1","2"
"920","1","1","1","2","1","1","1","1","2","1","1","1","2","1"
"921","2","3","1","1","1","1","2","1","1",NA,NA,NA,"3","2"
"922","3","3","1","1","1","1","2","2","2",NA,NA,NA,"2","1"
"923","1","2","2","1","1","1","1","1","2","1","1",NA,"3","2"
"924","2","3","2","1","1","1","1","1","1","1","1","1","2","1"
"925","1","1","1","1","1","1","2","2","2","2","2","2","3","3"
"926","2","2","1","1","1","1","1","1","2",NA,NA,NA,"2","2"
"927","1","3","1","1","1","2","1","2",NA,"1",NA,NA,"3","2"
"928","1","2","1","1","1","1","1","1","3","1","1","3","2","2"
"929","1","1","1","2","2","2","1","1","2",NA,NA,NA,"2","2"
"930","1","1",NA,"1","1","1","1","1","3","1","1","3","2","2"
"931","2","2","1","2","2","1","2","2","2","2","2","1","3","2"
"932","1","2","1","1","1","1","2","2","3","2","2","3","3","2"
"933","2","2","1","1","1","1","1","2",NA,"1","1",NA,"3","3"
"934","1","2","2","1","1","1","1",NA,"1","1",NA,"2","2","1"
"935","1","1","1","1","1","1","1","1","2","1","1","2","3","2"
"936","1","1","1","1","1","1","1","2","2","1","1","2","1","1"
"937","1","3","1","1","2","1","2","1","2",NA,NA,NA,"2","2"
"938","3","3","1","1","1","1","2","1","1",NA,NA,NA,"1","1"
"939","3","3","1","1","1","1","1","1","2","1","1","2","2","2"
"940","1","1","1","1","1","1","1","2","1","2","2","1","1","2"
"941","1",NA,"1",NA,"1","1",NA,"2","2","1","1","2","3","1"
"942","2","2","2","1","2","2","2","1","3","2","2",NA,"3","2"
"943","1","3","1","2","1","1","1","1","2","1","1","2","1","1"
"944","1","1","1","2","1","2","1","1","2","1","1","2","3","3"
"945","1","1","1","1","1","1","1","1","2","1","1","2","3","3"
"946","3","3","3","1","1","1","1","2",NA,NA,NA,NA,"2","1"
"947",NA,NA,"1","2","1","1","2","1",NA,"1","2",NA,"2","1"
"948","1","1","1","1","1","1","1","2","2","2",NA,"2","2","2"
"949","1","3","1","1","1","1","2","2","2","2","2","2","2","1"
"950","2","2","1","1","1","1","1","2",NA,"2","2",NA,"3","3"
"951","1","3","2","1","1","1","2",NA,"3","1","2","3","3","2"
"952","2","3","2","1","1","1","2","2","2","2","2",NA,"1","1"
"953","1","3","1","1","1","1","2","2","3","2","2","2","2","2"
"954","1","1","1","1","1","1","2","2","2","1","2","3","1","2"
"955","1","1","1","1","1","1","1","2","3","2","2","2","2","2"
"956","2","1","1","1","1","1","2","2","2","2","2","2","1",NA
"957","2","2","2","2","2","1","1","1","2",NA,NA,NA,"2","1"
"958","1","3","1","2","1","1","1","1","1","1","1","1","2","2"
"959","1","1","1","1","1","1","1","1","2","1","2","2","3","1"
"960","1","1","1","1","1","1","2","1","1","1","1","2","2","1"
"961","2","2","2","1","1","1","1","2","2","1","1","2","3","1"
"962","3","3","2","1","1","1","2","1","3",NA,NA,NA,"3","2"
"963","1","3","1","1","1","1","2","2","2",NA,NA,NA,"2","2"
"964","2","3","1","1","1","1","2","2","2",NA,NA,NA,"2","2"
"965","1","3","1","1","1","1","2","2","3","1","1","3","2","1"
"966","1","2","2","1","1","1","2","2","2","2","2","2","1","1"
"967","2","3","1","1","2","1","2","2","1",NA,NA,NA,"3","2"
"968","2","2","1","1","1","1","1","1","2","1","2","1","1","2"
"969","1","1","1","1","1","1","1","1",NA,"2","1","2","2","2"
"970","2","2","2","1","1","1","2","2","3","2","2","3","3","2"
"971","3","3","1","1","1","1","1","1","2",NA,NA,NA,"3","2"
"972","2","1","1","1","1","2","1","1","1","1","1","1","2","1"
"973","1","3","1",NA,NA,NA,"1","1","2","1","1",NA,"2","1"
"974","1","2","1","1","1","1","2","1","2","2","2","2","3","1"
"975","1","3","1","2","2","1","1",NA,NA,NA,NA,NA,"3","2"
"976","2","2","1","1","1","1","1","1","2","1","1","2","1","2"
"977","1","1","1","2","2","2","1","1","2","1","1","2","2",NA
"978","1","3","1","1","2","1","2","2","2","2","2","2","3","2"
"979","1","1","1","1","1","1","1","1","2","1","1","2","2","2"
"980","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"981","1","1","1","1","1","1","1","1","1","1","1",NA,"2","2"
"982","1","3","2","1","1","1","2","1","3","1","1","3","2","1"
"983","1","2","2","2","2","2","2","2","3","2","2","2","2","2"
"984","1","1","1","1","1","1","2","1","2","1","1","2","2","2"
"985","1","1","1","2","1","1","1","1","2",NA,NA,NA,"3","2"
"986","1","1","1","1","1","1","1","1","1",NA,NA,NA,"1","2"
"987","2","3","1","2","1","1","2","2","2",NA,NA,NA,"3","1"
"988","1","1","1","1","1","1","1","1","1","1","1","1","1","2"
"989","1","2","1","2","2","1","2","2",NA,"1","1",NA,"3","1"
"990","2","2","2","2","1","1","2",NA,NA,"2","2",NA,"2","1"
"991","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1"
"992","1","3","1","1","1","1","1","1","2",NA,NA,NA,"2","1"
"993","1","1","1","1","1","1","1","1","2","2","1","2","1","2"
"994","2","2","1","1","1","1","1","1","2","1","1","2","2","1"
"995","1","1","1","1","1","1","2","1","1","1","1","1","3","2"
"996","1","1","1","2","1","1","2","1","2","2","1","3","3","2"
"997","1","1","2","1","1","1","1","1","2","1","2","2","1","1"
"998","1","1","1","2","2","2","2","2","2","2","1","2","1","1"
"999","2","3","2","1","1","1","2","2","2",NA,NA,NA,"3","2"
"1000","1","3","1","1","1","1","2","1",NA,NA,NA,NA,"1","2"
"1001","2","3","1","1","1","1","1","2","2","2","1","2","1","1"
"1002","1","3","3","1","1","1","1","1","1",NA,NA,NA,"2","2"
"1003","3","3","3","1","1","1","2","2","2","2","2","2","2","2"
"1004","3","3","1","1","1","1","2","1","1","1","2","1","2","1"
"1005",NA,NA,NA,"1","1","1","2","2","2","2",NA,"2","3","2"
"1006","2","1","1","1","1","1","2","1","2","1","1","2","2","1"
"1007","2","2","2","2","1","1","2","2","1","1","2","1","3","2"
"1008","2","2","2","2","2","2","2","2","2","2","2","2","1","1"
"1009","1","1","1","2","2","2","1","2","1",NA,NA,NA,"1","1"
"1010","1","1","1","1","1","1","1","1",NA,"1","1",NA,"2","1"
"1011","1","1","1","1","1","1","1","1",NA,"1","1",NA,"2","1"
"1012","1","3","1","1","1","1","2","2","2","2","2","1","1","1"
"1013","1","1","1","2","2","1","1","2","2","2","2","2","2","1"
"1014","2","2","2","1","1","1","2","2","3","2","2","3","3","2"
"1015","1",NA,"1","1","1","1","1","2","2",NA,NA,NA,"2","1"
"1016","1","3","1","2","2","1","2","1","1","2",NA,NA,"2","2"
"1017","3","3","1","2","2","1","2","1","2","2","2","3","3","2"
"1018","1","3","1","1","1","1","2","2","3","2","2",NA,"2","2"
"1019","1","1","1","2","2","1","2","2","2","2","2",NA,"3","2"
"1020","1","1","1","1","1","1","1","2","2","2","2",NA,"3","2"
"1021","1",NA,"1","1","1","1","1","1","3","1","1","3",NA,"2"
"1022",NA,NA,NA,"1","1","1","2","1","2","1","1","2",NA,"2"
"1023","2","2","1","1","1","1","1","1","2","1","1","2","3","2"
"1024","1",NA,NA,"1","1","1","1","1","1","1","1","1","2","1"
"1025","1","3","1","1","1","1","2","2","3","1","2","2","3","1"
"1026","2","2","1","1","1","1","1","1","3","1","1","2","2","2"
"1027","2","2","2",NA,NA,NA,NA,"1",NA,"1","1",NA,"3","2"
"1028","1","2","1","1","2","1","1","1","2","1","1","2","3","2"
"1029","3","3","1","1","1","1","2","2","3","1","2","2","2","2"
"1030","1","2","1","1","1","1","1","1","2","1","2","2","2","1"
"1031","1","1","3","1","1","1","1","1","3","1",NA,"3","2","2"
"1032","3","1","1","1","2","1","1","1","3","1","1","2","1","1"
"1033","2","2","2","1","1","1","2","2","2","2","2","2","3","2"
"1034","1","1","1","1","1","1","2","1","2","2","2","2","2","2"
"1035","1","3","1","1","1","1","2","2","3","2","2","2","2","1"
"1036","1","1","1","2","2","2","1","2","2",NA,NA,NA,"2","2"
"1037","1","3","1","1","1","1","2","2","2","1","1","2","2","2"
"1038","1","1","1","1","1","1","2","1","3","2","2","3","2","1"
"1039","1","3","2","1","2","1","1","1","2","1","1","2","1","2"
"1040","1","1","1","1","1","1","1","2","2","1","1","2","2","2"
"1041","1","1","1","2","2","2","1","1","2","1","1","2","1","1"
"1042","1","1","1","1","1","1","1","2","2","1","1","2","2","2"
"1043","1","1","1","1","1","1","1","1","2","1","1","2","1","2"
"1044","1","1","1","2","2","1","1","2","2","2","2","2","3","3"
"1045","2","3","2","1","2","1","2","2","2","1","2","2","3","2"
"1046",NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,"1","1"
"1047","2","3","1","1","1","1","1","1","2","1","1","2","2","1"
"1048","2",NA,"2","1","1","1","1","2",NA,"1","1",NA,"2","2"
"1049","1","1","1","1","1","1","2","1","3","1","2","3","1","1"
"1050","1","1","1","1","1","1","2","1","2","2","2","3","3","1"
"1051","2","3","1","1","1","1","1","1","2","1","1","2","1","1"
"1052","1","3","3","1","1","1","1","1","3",NA,NA,NA,"3","2"
"1053","1","3","1","1","1","1","2","1","2","2","1","2","2","1"
"1054","2","2","1","2","2","2","2","2","2","2","2","3","3","3"
"1055","1","1","1","1","2","1","1",NA,"2","1","1","2","1","1"
"1056","1","3","1","1","1","1","2","2",NA,NA,NA,NA,"1","1"
"1057","1","3","1","1","2","1","1","1","1","1","2",NA,"2","1"
"1058","1","1","1","1","1","1","2","2","2",NA,NA,NA,"3","1"
"1059","1","3","1","1","1","1","1","1","2","1","1",NA,"3","1"
"1060","1","1","1","2","1","2","1","2","3","2","2","3","3","2"
"1061","1","1","3","2","1","2","2","1","1","1","1","2","2","1"
"1062","1","1","1","2","1","1","2","1","2","2","2","2","2","2"
"1063","2","3","2","1","1","1","1","1","3",NA,NA,NA,"3","2"
"1064","1","1","3","1","1","1","1",NA,"2","1","1","1","2","2"
"1065","1","1","1","1","1","1","1","1","2","1","1","2","3","1"
"1066","2","2","2","2","2","2","1","1","2","1","1","2","3","2"
"1067","1","1","1","1","1","1","2","1","2","1","1","2","3","2"
"1068","2","3","1","1","2","1","1","1","2","1","1","2","2","2"
"1069","1","3","1","2","2","2","1","1","1","1","1","2","1","2"
"1070","2","3","1","1","1","2","1","1","1","1","2","1","2","2"
"1071","1","1","3","2","2","2","1","1","2","2","2","2","3","2"
"1072","1","1","1","1","1","1","1","1","2","1","1","2","3","1"
"1073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","3","3","3","2","1","1","2","1","2","1","1","2","2","1"
"1075","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,NA
"1076","1","3","1","1","1","1","1","2","2","2","2",NA,"3","1"
"1077","1","2","1","2","1","1","2","2","3","2","2","3","3","2"
"1078","2",NA,"1","1","1","1","1","1","1","1","1","2","3","2"
"1079","1","3","1","2","1","1","2","2","3","2","2","2","3","2"
"1080","1",NA,"1","1","1","1","2","2","2","2","2","2","3","2"
"1081","2","2","3","2","2","2","1","1","1","1","1","2","2","1"
"1082","1","1","1","1","2","1","2","2",NA,"2","2",NA,"3","2"
"1083","1","1","1","2","2","1","1","1","1","1","1","1","2","2"
"1084","2","2","1","1","1","1","1","1","2","1","2","2","2","1"
"1085","1","3","1","1","1","1","2","2","2","2","2","2","3","2"
"1086","1","3","1","2","2","2","1","2","2","1","1","2","2","2"
"1087","2","2","1","2","1","1","2","2","2","1","1","2","3","3"
"1088","2","2","2","2","2","2","2","2","3","2","2","2","3","3"
"1089","1","3","3","1","1","1","1","1","2","1","1","2","3","1"
"1090","1","1","1","2","2","1","2","1","1","2","1","1","3","2"
"1091","1","1","1","2","2","1","2","1","3","1","2","2","3","1"
"1092","2","2","2","1","1","1","1","1","2","1","2","2","3","2"
"1093","1","1","1","1","1","1","1","1","3","1","1",NA,"3","2"
"1094","1","1","1","2","2","2","1",NA,NA,NA,NA,NA,"3","3"
"1095","3","3","1","1","1","1","2","1","3","1","1","2","3","3"
"1096","1","1","1","1","1","1","1","1","2","1","1","2","1","2"
"1097",NA,NA,NA,"1","1","1","2","1","2","1","1","2","3","2"
"1098","1","1","1","1","1","1","1","1","2","1","2","2","3","2"
"1099","1","2","1","1","1","1","1","2","1",NA,NA,NA,"2","2"
"1100","1","1","1","1","1","2","1","2","2","1","1","2","1","2"
"1101","1","3","1","1","1","2","1","1",NA,"1","1",NA,"1","1"
"1102","3","3","1","2","2","2","1","1","2",NA,NA,NA,"2","1"
"1103","3","3","3",NA,"1","1","1","1","2","1","1","2","3","2"
"1104","2","2","2","2","2","2","2","2",NA,"1","2","3","3","2"
"1105","1","1","1","1","2","1","1","1","1","1","2","2","1","1"
"1106","1","2","1","1","1","1","2","1","2","1","1","2","2","2"
"1107","3","2","1","1","1","1","2","1","2","2","1","2","3","2"
"1108",NA,NA,NA,"1","1","1","2","2",NA,NA,NA,NA,NA,NA
"1109","2","3","2","1","1","1","1","1","2","1","1",NA,"3","3"
"1110","1","3","1","1","1","1","1","1","2","1","1","2","2","2"
"1111","1","1","2","2","1","2","1","1","1","1","2","2","3","2"
"1112","1","1","1","2","2","2","1",NA,NA,"1","1",NA,"1",NA
"1113","1","1","1","1","1","1","1","1","1","1","1","2","1","2"
"1114","1","1","1","2","2","2","2","2",NA,"2","2",NA,"1","2"
"1115","1","2","2","1","1","1","1","1","1","1","1","1","3","2"
"1116","2","2","1","1","1","1","1","1",NA,"1","1","3","1","2"
"1117","1","3","1","1","1","1","1","1","2","1","1","2","2","2"
"1118","2","2","1","2","2","2","1","1","2","1","2","2","3","2"
"1119","2","3","2","1","1","1","1",NA,"2","1","1","1","3","2"
"1120","1","2","1","1","1","1","2","1",NA,NA,"1",NA,"3","2"
"1121","2","2","1","2","1","1","1","1",NA,NA,NA,NA,"1","1"
"1122","1","1","1","1","1","1","1","1","3","1","1","2","2","2"
"1123","1","3","1","1","2","2","2","2","1",NA,NA,NA,"3","2"
"1124","1","3","1","1","1","1","1","1","1","2","2","1","2","2"
"1125","3",NA,NA,"1","1","1","1","2","2","1","1","2","3","2"
"1126","2","2","2","1","1","1","2","1","2","1","1","2","3","2"
"1127","1","1","1","2","2","2","2","2","3","2",NA,"3","3","3"
"1128","2","1","1","2","1","1","2","1","3","1","1","3","3","2"
"1129","2","1","1","2",NA,NA,"1","2","2","2","2",NA,"1","2"
"1130","2","3","1","2","1","2","2","2","3","2","2","3","2","2"
"1131","1","3","1","1","1","1","2","2","3","1","2","3","2","1"
"1132","1","3","1","1","1","1","1","1","2","1","1","2","2","2"
"1133","1","3","1","1","1","1","1","1",NA,"1",NA,NA,"2","1"
"1134","1","3","2","1","1","1","2","1","2","1","1","2","2","1"
"1135","1","1","1","2","2","1","2","2","2",NA,NA,NA,"3","2"
"1136","2","2","1","2","1","1","2","2","3","2","2","3","2","2"
"1137","1","3","1","1","1","1","2","2","2","2","2","2","2","1"
"1138","2","3","2","1","1","1","2","1","2","2","2","2","1","1"
"1139","3","3","1","1","1","1","1","1","1","1","1","1","2","2"
"1140","1","3","1","1","1","1","1","1","1","2","2","2","3","2"
"1141","1","3","1","1","1","1","1","1","2","1","1","2","2","1"
"1142","1","3","1","1","1","1","2","2","2","2","2","2","2","1"
"1143","1","3","1","1","1","1","1","1","1",NA,NA,NA,"2","2"
"1144","1","1","1","1","1","1","1","1","1","1","1","1","2","2"
"1145","3","3","1","1","1","1","2","1","1","1","1","1","2","1"
"1146","1","3","1","1","1","1","1","1","1","1","1","1","3","1"
"1147","1","3","1","1","1","1","1","1","1","1","1","1","2","1"
"1148","2","2","1","1","1","1","1","1","1","1","1","1","2","2"
"1149","3","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","1","1","1","2","1","2","2","1",NA,"2","1","2","2","1"
"1151","1","2","1","2","2","2","1",NA,NA,NA,NA,NA,NA,NA
"1152","1","3","1","1","1","1","1","1","3","1","1","3","2","2"
"1153","1","1","2","1","2","1","1","1","1",NA,NA,NA,"2","2"
"1154","1","1","1","1","1","1","1","1","1","1","1","2","3","2"
"1155","1",NA,"1","1","1","1","1","1","1",NA,NA,NA,"1","1"
"1156","1","3","1","1","1","1","1","1","1","1","1","1","3","2"
"1157","2","1","2","1","1","1","2","2","3","2","2","3","2","2"
"1158",NA,NA,NA,NA,NA,NA,NA,"1","2","1","1","2","2","2"
"1159","2","2","2","1","2","2","1","1","1","1","1","2","2","1"
"1160","1","1","1","1","1","1","1","1","3","1","2","3","2","1"
"1161","1","3","1","1","1","1","1",NA,"1","2","2","1","1","1"
"1162","1","1","1","2","2","1","2","2","2","2","2",NA,"1","1"
"1163","1","1","1","1","1","1","1","1","2","1","1","3","3","2"
"1164","1","1","1","1","1","1","1","1","2","1","1","2","1","1"
"1165","2","3",NA,"1","2","1","1","1","2","1","1","2","1","2"
"1166","1","3","1","1","1","1","1","1","2","1","1","2","2","2"
"1167","2","3","1","1","2","1","1","1","2","1","1","2","2","1"
"1168","1","1","2","1","1","1","1","1","2","1","1","3","3","2"
"1169","1","1","1","1","1","1","1","2","2","2","2","2","1","1"
"1170","2","2","2","1","1","1","1","1","2","1","1","2","1","1"
"1171","1","2","1","2","1","1","2","1","1","2","2","3","3","2"
"1172",NA,NA,NA,"2","1","1","2","1",NA,NA,NA,NA,NA,NA
"1173","1","3","1","1","1","1","2","2","2",NA,NA,NA,"2","1"
"1174","2","1","1","1","1","1","2","1","3","1","1","3","3","2"
"1175","1","3","1","1","1","1","1","1","1","1","1",NA,"2","2"
"1176","1","1","1","1","1","1","1","1","2","1","1","2","3","3"
"1177","1","1","1","1","2","1","2",NA,NA,NA,NA,NA,NA,NA
"1178","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA
"1179","1",NA,"1","1","1","1","1","1","1","1","2","2","2","2"
"1180","1","3","1","1","1","1","1","1","2","1","1","2","2","1"
"1181","1","1","1","1","1","1","2","1","1",NA,NA,NA,"2","2"
"1182","1","1","1","1","1","1","2","2","2","1","2","2","2","2"
"1183","1","3","1","2","1","1","1","1","1","1","1","2","2","2"
"1184","2","2","2","2","1","1","2","2","1","2","2","1","3","2"
"1185","2","2","1","1","1","1","2","1","2","2","2","2","3","3"
"1186","2","2","2","1","1","1","2","2","2","1","2","2","2","1"
"1187","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA
"1188","2","2","2","1","1","1","1","1","1","1","1","1","1","2"
"1189","1","1","1","1","2","2","2","1","3","2","1",NA,"2","2"
"1190",NA,NA,NA,"2",NA,"1","2",NA,NA,"2",NA,NA,"2","1"
"1191","1","1","2","2","1","1","1","1","2","2","2","2","3","2"
"1192","2","2","1","1","2","1","2","1","2","2","2","2","3","2"
"1193","3","3","2","1","2","2","2","2","3","2","2","3","2","2"
"1194","2","2","2","2","2","2","1","2","2","1","2","1","3","2"
"1195","1","1","1","1","1","1","1","2","3",NA,NA,NA,"2","3"
"1196","1",NA,"1","1","1","1","2","1",NA,"1","1","2","2","3"
"1197","2","1","1","2","2","2","2","1","3",NA,NA,NA,"2","2"
"1198","1","1","1","1","1","1","2","1","1","1","1","1","3","2"
"1199","2","2","1","2","2","2","1",NA,NA,NA,NA,NA,NA,NA
"1200","1","2","1","2","1","2","2","1","2","1","1","2","3","2"
"1201","3","3","1","1","1","1","1","1","3","1","1",NA,"2","2"
"1202","1","1","1","1","1","1","2","1","2","1","1","2","1","2"
"1203","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1"
"1204","1",NA,"1","1","1","1",NA,"2","3","2","2","2","2","1"
"1205","1","3","1","1","2","2","2","2","1","1","2","1","3","1"
"1206","2","3","1","1","2","1","2","2","2","2","2","2","2","2"
"1207","2","2","2","2","2","2","2","2","2","2","2","3","1","2"
"1208","1","3","1","1","1","1","1","1","1","1","1","1","2","1"
"1209","1","1","1","1","2","1","2","1","2",NA,NA,NA,"2","2"
"1210","2","2","1","1","2","1","2","2","3",NA,NA,NA,"3","1"
"1211","1","1","1","1","2","1","2","1","2","2","1","2","2","2"
"1212","1","3","1","2","2","1","2","2","3","1","2","3","2","2"
"1213","1","3","1","2","2","2","1","1","2","2","2","2","3","2"
"1214","1","1","1","2","1","1","2","1","2","1","1",NA,"2","2"
"1215","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"1216","1","3","1","1","1","1","1",NA,"1",NA,NA,NA,"1","2"
"1217","2","2","2","2","2","2","2","2","1","2","2","3","1","1"
"1218","3","3","1","1","2","2","2","1","1","1","1","1","3","1"
"1219","1","1","1","1","1","1","1","2","2","2","2","2","3","2"
"1220","2","2","1","2","2","2","2","1","1","1",NA,"2","2","1"
"1221","1","3","1","1","1","1","1","1","1","1","1","2","1","1"
"1222","3","3","3","1","2","1","1","1","1","1","1","1","3","3"
"1223","2","2","1","2","2","2","2","2","2","1","1","1","2","1"
"1224","1","3","1","1","1","1","1","1","1","1","1","1","2","1"
"1225","1","2","2","1","1","1","1","2","2","2","2","2","3","2"
"1226","1","1","1","1","1","1","1","1","1","1","1","1","3","2"
