"","CLASS","AGE","SEX","SURV"
"2056","0","1","1","0"
"2057","0","1",NA,"0"
"2058","0","1","1","0"
"2059","0","1","1","0"
"2060",NA,NA,"1","0"
"2061","0","1","1","0"
"2062","0","1",NA,"0"
"2063","0","1","1","0"
"2064",NA,NA,NA,"0"
"2065","0","1","1","0"
"2066","0","1","1","0"
"2067","0","1","1","0"
"2068","0","1","1",NA
"2069",NA,"1","1","0"
"2070",NA,"1","1","0"
"2071","0","1","1","0"
"2072",NA,"1","1","0"
"2073",NA,"1","1","0"
"2074","0","1","1","0"
"2075",NA,"1",NA,NA
"2076","0","1","1","0"
"2077","0","1",NA,"0"
"2078","0","1","1","0"
"2079","0","1",NA,"0"
"2080","0","1","1","0"
"2081","0","1","1",NA
"2082","0","1","1","0"
"2083","0","1","1","0"
"2084","0","1","1",NA
"2085","0",NA,"1","0"
"2086","0",NA,"1",NA
"2087",NA,"1","1","0"
"2088",NA,"1","1","0"
"2089","0","1","1","0"
"2090","0","1","1","0"
"2091","0","1","1",NA
"2092","0","1","1","0"
"2093","0","1","1","0"
"2094",NA,NA,"1",NA
"2095","0","1","1","0"
"2096","0","1","1",NA
"2097","0",NA,"1","0"
"2098","0","1","1","0"
"2099","0","1",NA,"0"
"2100","0","1","1","0"
"2101","0","1","1","0"
"2102",NA,NA,NA,"0"
"2103","0","1","1","0"
"2104","0","1","1","0"
"2105","0","1",NA,"0"
"2106","0","1","1","0"
"2107",NA,"1","1","0"
"2108","0","1","1","0"
"2109","0","1",NA,"0"
"2110","0","1","1",NA
"2111","0","1","1","0"
"2112","0","1","1",NA
"2113","0",NA,"1","0"
"2114","0",NA,"1","0"
"2115","0","1","1","0"
"2116","0","1",NA,"0"
"2117","0","1","1","0"
"2118",NA,"1","1","0"
"2119","0","1","1","0"
"2120","0","1","1","0"
"2121",NA,"1","1","0"
"2122",NA,NA,NA,"0"
"2123","0","1","1","0"
"2124","0","1","1","0"
"2125","0","1","1","0"
"2126","0","1","1","0"
"2127","0","1","1","0"
"2128","0",NA,"1","0"
"2129","0",NA,"1","0"
"2130","0","1","1","0"
"2131","0","1",NA,"0"
"2132",NA,"1","1",NA
"2133","0","1","1","0"
"2134","0","1","1",NA
"2135","0","1","1","0"
"2136","0","1","1","0"
"2137","0","1","1","0"
"2138",NA,NA,"1","0"
"2139","0","1","1","0"
"2140",NA,"1",NA,"0"
"2141","0","1",NA,NA
"2142",NA,"1","1","0"
"2143","0","1","1",NA
"2144","0","1","1","0"
"2145","0",NA,"1","0"
"2146","0","1","1","0"
"2147","0","1","1","0"
"2148","0","1","1","0"
"2149","0","1","1","0"
"2150","0","1",NA,"0"
"2151","0","1","1","0"
"2152","0","1","1","0"
"2153","0","1","1","0"
"2154","0","1","1","0"
"2155","0","1",NA,"0"
"2156",NA,"1",NA,NA
"2157","0",NA,"1","0"
"2158","0","1",NA,"0"
"2159","0","1","1","0"
"2160",NA,"1","1","0"
"2161","0","1","1",NA
"2162","0",NA,"1","0"
"2163","0","1","1",NA
"2164",NA,NA,"1",NA
"2165","0","1","1","0"
"2166","0",NA,"1",NA
"2167","0","1","1","0"
"2168","0","1",NA,NA
"2169","0","1","1","0"
"2170","0","1","1","0"
"2171","0","1","1","0"
"2172","0",NA,"1",NA
"2173","0",NA,NA,"0"
"2174","0","1",NA,"0"
"2175","0","1","1","0"
"2176",NA,NA,"1","0"
"2177","0","1","1","0"
"2178","0","1","1","0"
"2179","0","1",NA,"1"
"2180","0","1","0","1"
"2181","0","1","0","1"
"2182","0","1","0","1"
"2183","0",NA,"0",NA
"2184","0","1","0","1"
"2185","0",NA,"0","1"
"2186",NA,"1","0","1"
"2187","0","1",NA,"1"
"2188",NA,"1","0","1"
"2189","0",NA,"0","1"
"2190","0","1","0",NA
"2191","0","1","0","1"
"2192","0","1","0","1"
"2193",NA,"1","0","1"
"2194","0","1",NA,"1"
"2195","0","1","0",NA
"2196","0","1","0",NA
"2197","0","1","0",NA
"2198","0",NA,"0",NA
"2199","0","1","0",NA
"2200","0",NA,NA,"0"
"2201","0","1","0","0"
